GENE_ID	locusLine	bin_1_MM.1S.jin.bam
NM_198195	chr3(.):69098880-69134524	0.2731
NM_006407	chr3(.):69129089-69160239	0.6908
NM_198271	chr3(.):69151038-69176746	0.232
NR_036087	chr3(.):69093108-69103186	0.2698
NM_001134651	chr3(.):71723439-71779526	0.2346
NM_001134650	chr3(.):71723439-71783269	0.2278
NM_001134649	chr3(.):71723439-71808532	0.1778
NM_173359	chr3(.):71723439-71808924	0.177
NM_018971	chr3(.):71798200-71809328	0.0895
NM_006100	chr3(.):98446571-98518236	0.6621
NM_145037	chr3(.):101493028-101552075	0.4101
NM_001134456	chr3(.):101493285-101552075	0.4113
NM_001005474	chr3(.):101541833-101584869	0.2442
NM_025146	chr3(.):113432840-113470096	0.3492
NR_029584	chr3(.):120109514-120119576	0.0954
NR_033434	chr3(.):124444212-124473119	0.1347
NR_031687	chr3(.):125504246-125514395	0.0922
NR_024250	chr3(.):125630443-125653867	0.4929
NM_001015050	chr3(.):125643117-125660887	0.1942
NM_198490	chr3(.):128801417-128845619	0.5527
NM_000174	chr3(.):128774644-128786253	0.2805
NM_001127196	chr3(.):128881657-128907810	0.5328
NM_020701	chr3(.):128841258-128885073	0.1427
NM_020187	chr3(.):128992683-129029135	0.3924
NM_001006109	chr3(.):128992816-129029135	0.3934
NM_006026	chr3(.):129028613-129040120	1.1676
NR_026991	chr3(.):129030113-129048412	0.7155
NM_000539	chr3(.):129242481-129259187	0.1298
NM_153833	chr3(.):129257056-129275204	0.1091
NM_015103	chr3(.):129269055-129330582	0.2601
NM_001145417	chr3(.):135862759-135918310	0.2872
NM_018133	chr3(.):135862759-135919688	0.2811
NM_014779	chr3(.):150121787-150182615	0.2219
NR_027037	chr3(.):151975404-151992415	0.6746
NM_002886	chr3(.):152875028-152891263	0.5521
NM_001190992	chr3(.):155539300-155577248	0.2181
NM_003875	chr3(.):155583324-155660520	0.1969
NR_027954	chr3(.):156385959-156398502	0.9447
NM_001184718	chr3(.):156389452-156429557	0.4354
NM_001184717	chr3(.):156387714-156429557	0.4329
NM_015508	chr3(.):156387204-156429557	0.4339
NR_003284	chr3(.):156522059-156534810	0.4051
NR_034008	chr3(.):156802669-156823924	1.1702
NR_034007	chr3(.):156794455-156845791	0.6352
NM_020307	chr3(.):156860585-156883482	0.7004
NM_000882	chr3(.):159701628-159718806	0.2488
NM_173084	chr3(.):160148290-160172626	0.3127
NR_029663	chr3(.):160117375-160127473	1.6069
NM_005496	chr3(.):160113346-160157741	0.5429
NM_001002800	chr3(.):160112429-160157741	0.5348
NR_029525	chr3(.):160117532-160127613	1.5266
NM_018657	chr3(.):169485852-169512504	0.4348
NM_032487	chr3(.):169479710-169492683	1.0206
NM_001172780	chr3(.):169508428-169535574	0.1994
NM_001080460	chr3(.):169534709-169560560	0.1232
NR_001566	chr3(.):169477397-169487848	0.4878
NM_001185119	chr3(.):169487052-169512504	0.4528
NR_027622	chr3(.):169656771-169689522	0.8243
NM_182610	chr3(.):169624481-169661948	0.4043
NM_003262	chr3(.):169679579-169721161	0.2623
NM_014373	chr3(.):169750734-169808183	0.4121
NM_001145098	chr3(.):170070472-170115950	0.3229
NM_001145097	chr3(.):170072410-170115950	0.3234
NM_001037324	chr3(.):183988798-184015819	0.1113
NM_004953	chr3(.):184033100-184058146	0.2529
NM_198244	chr3(.):184027282-184058146	0.4258
NM_182917	chr3(.):184027951-184058146	0.4339
NR_003055	chr3(.):184038483-184048559	0.1119
NM_001171087	chr3(.):184058975-184084391	0.2735
NM_006232	chr3(.):184076193-184091363	0.3561
NM_144635	chr3(.):184050275-184069063	0.2175
NM_001171093	chr3(.):184048716-184069063	0.21
NM_004593	chr3(.):185627357-185660924	0.3936
NR_033752	chr3(.):185681266-185702578	0.1291
NM_022147	chr3(.):187081167-187094369	0.7815
NR_024480	chr3(.):194013988-194035593	0.9586
NM_001080513	chr3(.):194055493-194077057	0.1293
NM_006241	chr3(.):195236220-195275224	0.3964
NM_005781	chr3(.):195585235-195640880	0.4894
NM_001010938	chr3(.):195585235-195627432	0.2153
NM_001128148	chr3(.):195771154-195814032	0.3274
NM_003234	chr3(.):195771154-195813961	0.3279
NR_034088	chr3(.):195864506-195892761	0.1212
NM_001077657	chr3(.):196228749-196247237	0.6789
NM_198565	chr3(.):196361655-196393874	0.3874
NM_025163	chr3(.):196668213-196700704	0.2958
NM_033316	chr3(.):196740823-196761686	0.2473
NM_014687	chr3(.):197393258-197468773	0.3641
NM_001145642	chr3(.):197393313-197481568	0.366
NR_027840	chr3(.):197472260-197516317	0.176
NM_032288	chr3(.):197471623-197516317	0.1742
NM_001011537	chr3(.):197471423-197516317	0.1734
NM_003215	chr4(.):48132799-48276814	0.287
NM_020859	chr4(.):77351252-77709405	0.2139
NM_144571	chr4(.):78629540-78745544	0.246
NM_198281	chr4(.):90160428-90234161	0.5828
NM_001008388	chr4(.):103785134-103818963	0.1848
NM_024605	chr4(.):148648452-148998927	0.1137
NM_178835	chr4(.):146676887-146864607	0.218
NM_001042424	chr4(.):1868122-1988934	0.1603
NM_006527	chr4(.):1689526-1719030	0.3845
NM_001017405	chr4(.):1278671-1338925	0.1037
NM_133330	chr4(.):1889508-1988930	0.0864
NM_012318	chr4(.):1808205-1862974	0.1241
NR_033182	chr4(.):1160639-1207634	0.208
NM_001199021	chr4(.):1155720-1207750	0.1976
NM_016531	chr4(.):38660789-38708129	0.3517
NM_015173	chr4(.):37887719-38145794	0.2274
NR_026804	chr4(.):38609321-38671249	0.2491
NM_004310	chr4(.):40193526-40251281	0.5103
NM_018177	chr4(.):40053523-40162019	0.1557
NM_021204	chr4(.):83346725-83387244	0.263
NM_001166693	chr4(.):87851153-88067206	0.2231
NM_005327	chr4(.):108905869-108961331	0.3953
NM_024900	chr4(.):129725778-129790787	0.351
NM_199320	chr4(.):129725778-129801379	0.3119
NM_201999	chr4(.):139973870-140065606	0.1334
NM_002039	chr4(.):144252982-144400718	0.377
NM_153343	chr4(.):185004858-185144114	0.0698
NM_002199	chr4(.):185303875-185400726	0.8605
NM_031953	chr4(.):186126283-186290120	0.3004
NM_012445	chr4(.):1155720-1171657	0.1724
NM_001128325	chr4(.):1155720-1171999	0.1707
NR_033339	chr4(.):1238227-1251795	0.6262
NM_001012614	chr4(.):1200227-1247908	0.4638
NM_001013622	chr4(.):1636607-1690718	0.0738
NM_001174070	chr4(.):1636607-1690988	0.0734
NM_001127266	chr4(.):1712678-1728084	0.9537
NM_006342	chr4(.):1718265-1751897	0.2394
NM_133334	chr4(.):1897352-1955545	0.103
NM_001040448	chr4(.):9441259-9457240	0.0866
NR_031688	chr4(.):9552788-9562937	0.0739
NM_182485	chr4(.):14999297-15076777	0.1822
NM_025205	chr4(.):17611272-17631160	0.1408
NM_015907	chr4(.):17573926-17614590	0.2552
NR_027277	chr4(.):40039536-40063819	0.4608
NM_017581	chr4(.):40332468-40361973	0.0599
NM_000938	chr4(.):57840108-57902334	0.2215
NM_032313	chr4(.):57824515-57848826	0.4719
NM_031889	chr4(.):71489460-71517536	0.1183
NM_144646	chr4(.):71516257-71537348	0.6587
NM_020368	chr4(.):71549195-71561268	0.452
NM_014961	chr4(.):71582695-71664274	0.1
NM_001130709	chr4(.):71565653-71660614	0.144
NM_017426	chr4(.):77030816-77074655	0.1354
NM_005506	chr4(.):77074893-77140035	0.3903
NM_020236	chr4(.):78778804-78878944	0.1541
NM_031369	chr4(.):83269466-83300149	0.3587
NM_031372	chr4(.):83339346-83356378	0.5119
NM_144645	chr4(.):87792357-87818575	0.0823
NM_003998	chr4(.):103417485-103543459	0.2087
NM_181891	chr4(.):103712132-103753708	0.3109
NM_181890	chr4(.):103712132-103795032	0.2417
NM_181892	chr4(.):103712132-103753340	0.3133
NM_003340	chr4(.):103712132-103754105	0.3088
NM_181893	chr4(.):103712132-103795003	0.2418
NM_181889	chr4(.):103712132-103754307	0.3073
NM_025212	chr4(.):105388342-105417467	0.5669
NM_030648	chr4(.):140422191-140482577	0.2212
NM_138364	chr4(.):148554533-148610280	0.1012
NM_002129	chr4(.):174247526-174260595	0.6442
NM_003864	chr4(.):174287092-174303683	0.3043
NM_001130688	chr4(.):174247526-174260509	0.6484
NM_001130689	chr4(.):174247526-174259920	0.6683
NM_002372	chr5(.):109020155-109208429	0.2976
NM_001131005	chr5(.):88009057-88204922	0.2781
NM_002397	chr5(.):88009057-88184283	0.2857
NM_001193349	chr5(.):88009057-88124744	0.2344
NM_003135	chr5(.):112191992-112208604	0.4101
NM_015315	chr5(.):154087461-154202163	0.1773
NM_001131055	chr5(.):175080039-175118245	0.2746
NM_024091	chr5(.):7854271-7874150	0.4563
NM_007118	chr5(.):14138828-14514458	0.1355
NM_152756	chr5(.):38933021-39079501	0.1368
NM_001178055	chr5(.):49956732-50147356	0.1126
NM_024615	chr5(.):49957771-50147356	0.1129
NM_024669	chr5(.):55390506-55534186	0.3319
NM_022913	chr5(.):56464774-56565506	0.1736
NM_001127235	chr5(.):56466274-56565506	0.1752
NM_001992	chr5(.):76006867-76036595	0.3409
NM_006633	chr5(.):75694148-76008957	0.1748
NR_015436	chr5(.):87831596-87985620	0.1649
NR_027435	chr5(.):90671163-90721532	0.31
NM_001163315	chr5(.):107189733-107722799	0.0711
NM_152624	chr5(.):112307432-112361667	0.2463
NM_001038702	chr5(.):130594701-130735382	0.2501
NM_003060	chr5(.):131700400-131736306	0.2083
NM_017415	chr5(.):136948188-137076779	0.1007
NM_001020825	chr5(.):142652495-142788254	0.2006
NM_001018076	chr5(.):142652495-142789045	0.1997
NM_001018075	chr5(.):142652495-142820077	0.1832
NM_001172699	chr5(.):149146502-149239585	0.2038
NM_001172698	chr5(.):149104814-149239585	0.219
NM_005990	chr5(.):171464073-171620346	0.2046
NM_001031711	chr5(.):172256222-172384688	0.1531
NM_022455	chr5(.):176555832-176732214	0.2052
NM_172349	chr5(.):176555079-176732214	0.205
NM_014757	chr5(.):179154850-179209287	0.1482
NM_002406	chr5(.):180212540-180235048	0.4933
NM_001114619	chr5(.):180212540-180235902	0.5023
NM_001114618	chr5(.):180212540-180241817	0.6455
NM_001114617	chr5(.):180212540-180242137	0.64
NM_052909	chr5(.):135372-195087	0.2584
NM_145265	chr5(.):199874-223297	0.4128
NM_001080478	chr5(.):186625-200468	0.972
NM_004168	chr5(.):213355-261814	0.2738
NM_013232	chr5(.):266735-320089	0.1531
NM_001193376	chr5(.):1248286-1300162	0.1106
NM_030782	chr5(.):1312999-1350002	1.0409
NM_032479	chr5(.):1793498-1804956	0.7984
NM_004553	chr5(.):1796495-1821167	0.3531
NM_001145161	chr5(.):6443735-6501834	0.5396
NM_001089584	chr5(.):7826510-7856264	0.0697
NM_024010	chr5(.):7864216-7906235	0.2745
NM_022130	chr5(.):32119823-32179425	0.2692
NM_006713	chr5(.):32580604-32609185	0.5874
NR_034127	chr5(.):43060288-43072073	0.522
NM_001014279	chr5(.):43034181-43045447	0.8468
NR_034085	chr5(.):43011149-43023913	0.4002
NR_015447	chr5(.):43037235-43050370	0.7246
NM_002184	chr5(.):55225924-55295821	0.3526
NM_005921	chr5(.):56105899-56196978	0.2613
NM_001127236	chr5(.):56504900-56565506	0.0798
NR_028375	chr5(.):76002762-76013686	0.2381
NR_024384	chr5(.):87955262-87974146	0.8305
NR_024383	chr5(.):87955262-87979262	0.7163
NR_030741	chr5(.):87957670-87967757	0.2303
NM_020801	chr5(.):90659540-90684149	0.5081
NR_033175	chr5(.):109213882-109226200	0.117
NM_005669	chr5(.):112207080-112263031	0.4
NR_036052	chr5(.):118305280-118315362	0.0898
NM_005573	chr5(.):126107314-126177712	0.2298
NM_001198557	chr5(.):126107844-126177712	0.2312
NM_000588	chr5(.):131391346-131403896	0.1734
NM_000758	chr5(.):131404484-131416859	0.2065
NR_037500	chr5(.):131696181-131706291	0.2365
NM_002198	chr5(.):131812300-131831465	0.5927
NM_001013717	chr5(.):131741672-131803059	1.1159
NM_000879	chr5(.):131872135-131884214	0.1011
NM_170679	chr5(.):133487081-133517724	0.2267
NM_002715	chr5(.):133527147-133566950	0.2374
NR_037434	chr5(.):133556447-133566543	0.7233
NM_015288	chr5(.):133856797-133923918	0.2244
NM_006805	chr5(.):137082072-137095039	0.5841
NR_002713	chr5(.):137131881-137151439	0.0557
NM_016480	chr5(.):138672518-138710409	0.151
NM_194296	chr5(.):138727455-138744776	0.5953
NM_152686	chr5(.):138740891-138780214	0.4096
NM_152685	chr5(.):138697884-138724039	0.3089
NM_001033112	chr5(.):138673133-138710409	0.1525
NM_001161546	chr5(.):138722634-138735885	1.5387
NM_016459	chr5(.):138718256-138730605	1.8376
NM_181838	chr5(.):138935750-139013018	0.3424
NM_016463	chr5(.):139023300-139067680	0.6375
NM_000024	chr5(.):148201155-148213197	0.6624
NM_001012301	chr5(.):149670908-149687525	0.2183
NM_015981	chr5(.):149594053-149674403	0.0968
NM_001008657	chr5(.):149732201-149769195	0.1326
NM_006058	chr5(.):150404505-150465997	0.2418
NM_001171183	chr5(.):171616175-171635458	0.071
NM_004417	chr5(.):172190092-172203203	0.9005
NM_022304	chr5(.):175103463-175116558	0.0696
NM_001031677	chr5(.):176723198-176735744	0.9464
NM_006816	chr5(.):176753562-176783885	0.1552
NM_031300	chr5(.):176729205-176744292	0.7821
NM_013237	chr5(.):176725834-176738950	0.8897
NM_001164444	chr5(.):179100558-179112975	0.3338
NM_001746	chr5(.):179120929-179163639	0.3212
NR_031598	chr5(.):179220277-179230346	0.3506
NM_145867	chr5(.):179215985-179228513	0.2975
NM_003900	chr5(.):179242841-179270077	0.5303
NM_016175	chr5(.):179259265-179290840	0.1037
NM_054013	chr5(.):179219597-179234875	0.5054
NM_014275	chr5(.):179219597-179238952	0.4344
NM_001142298	chr5(.):179228387-179270077	0.4764
NM_001142299	chr5(.):179229002-179270077	0.4827
NR_027183	chr5(.):180251958-180267726	0.4853
NM_022758	chr6(.):34550065-34669625	0.2522
NM_181356	chr6(.):44791469-45350670	0.0843
NM_003599	chr6(.):44792449-45350575	0.0844
NM_012288	chr6(.):52357199-52446862	0.6482
NM_005907	chr6(.):119494266-119675926	0.163
NM_033515	chr6(.):129893239-130036370	0.26
NM_001195286	chr6(.):386738-416443	0.6941
NR_037616	chr6(.):7876482-8069647	0.5482
NM_002114	chr6(.):12007723-12170232	0.2154
NM_000332	chr6(.):16294342-16766721	0.1347
NM_001949	chr6(.):20397136-20498945	0.2052
NM_001173977	chr6(.):25274655-25625758	0.2434
NM_001090	chr6(.):30534169-30564309	0.1584
NM_172166	chr6(.):31702724-31735455	0.4531
NM_003017	chr6(.):36557089-36577244	0.7311
NR_036610	chr6(.):36557089-36577243	0.7312
NM_004348	chr6(.):45384913-45523819	0.2675
NM_001024630	chr6(.):45291053-45523819	0.198
NM_153816	chr6(.):86210214-86308629	0.1003
NM_016021	chr6(.):90031343-90067619	0.7299
NM_001170794	chr6(.):90631246-91011627	0.1844
NM_021813	chr6(.):90631246-91011562	0.1845
NM_001455	chr6(.):108877068-109010971	0.8419
NM_201559	chr6(.):108876025-109010971	0.8372
NM_032131	chr6(.):109164618-109300352	0.3888
NM_002912	chr6(.):111615233-111809414	0.1367
NM_173674	chr6(.):117798819-117896020	0.3206
NM_001122842	chr6(.):126107000-126257266	0.0912
NM_006734	chr6(.):143067603-143271338	0.2123
NM_024630	chr6(.):157797556-158099977	0.1558
NM_020185	chr6(.):287100-356355	1.3715
NR_027712	chr6(.):7981334-7995577	0.295
NM_001145549	chr6(.):7876482-7915310	1.4114
NM_030810	chr6(.):7876482-7916047	1.4216
NM_032744	chr6(.):11708887-11784280	0.2321
NM_030939	chr6(.):24700089-24724403	0.3928
NM_003526	chr6(.):26118694-26129132	0.7315
NM_139006	chr6(.):26082508-26100469	0.0901
NM_021065	chr6(.):26194011-26204471	1.0736
NM_003530	chr6(.):26192011-26204464	0.9263
NM_138720	chr6(.):26153348-26176576	0.4104
NM_003523	chr6(.):26179023-26189458	0.3028
NM_003539	chr6(.):26183937-26194304	0.3748
NM_003545	chr6(.):26199872-26210249	0.5608
NM_005321	chr6(.):26151558-26162343	0.5671
NM_003512	chr6(.):26119372-26129918	0.7262
NM_003542	chr6(.):26099175-26109565	0.2808
NM_005323	chr6(.):26102639-26113364	0.277
NM_003522	chr6(.):26194786-26205216	1.1647
NM_003518	chr6(.):26211427-26221872	0.3489
NM_021052	chr6(.):26212147-26222711	0.3499
NM_003543	chr6(.):26280353-26290727	0.6773
NM_003532	chr6(.):26220382-26230844	0.2428
NM_003524	chr6(.):26246878-26257303	0.7833
NM_003534	chr6(.):26266145-26276612	0.8644
NM_003547	chr6(.):26241838-26252205	0.7217
NM_003540	chr6(.):26235653-26246021	0.1546
NM_021018	chr6(.):26245369-26255835	0.7619
NM_005320	chr6(.):26229439-26240216	0.4029
NM_003525	chr6(.):26268203-26278640	0.8715
NM_001145008	chr6(.):26397464-26420444	0.1934
NM_001197240	chr6(.):26378328-26400100	0.3423
NM_001197247	chr6(.):26360397-26383540	0.7782
NM_001197238	chr6(.):26378323-26400100	0.3422
NM_007047	chr6(.):26360397-26383548	0.7793
NM_001197237	chr6(.):26378438-26400100	0.3419
NM_001197248	chr6(.):26360469-26383540	0.7724
NM_001197246	chr6(.):26363405-26383540	0.5244
NM_021066	chr6(.):27777079-27787518	0.5511
NM_003536	chr6(.):27772841-27783314	0.7999
NM_003509	chr6(.):27770976-27781445	0.6121
NM_003519	chr6(.):27770256-27780709	0.5963
NM_003521	chr6(.):27777821-27788267	0.5344
NM_003535	chr6(.):27853092-27863570	0.8673
NM_003527	chr6(.):27856202-27866669	0.8911
NM_003520	chr6(.):27801439-27811888	0.8067
NM_003511	chr6(.):27828106-27838576	0.4068
NM_003533	chr6(.):27834622-27845099	0.1906
NM_003510	chr6(.):27800657-27811117	0.8037
NM_003541	chr6(.):27793951-27804305	0.3396
NM_005322	chr6(.):27829569-27840359	0.432
NM_033057	chr6(.):27873962-27885174	0.053
NM_021968	chr6(.):27786902-27797258	0.3446
NM_003514	chr6(.):27855476-27865963	0.8907
NM_003546	chr6(.):27835925-27846289	0.1435
NM_001031722	chr6(.):30589662-30619598	0.2056
NR_033823	chr6(.):30589612-30619598	0.2056
NM_001161376	chr6(.):30609815-30625987	0.2735
NM_002714	chr6(.):30563181-30590020	0.3592
NM_014046	chr6(.):30580485-30599174	0.4916
NR_030615	chr6(.):30547108-30557194	0.0665
NM_021246	chr6(.):31678132-31690581	0.1138
NM_138275	chr6(.):31686160-31697851	0.2627
NR_033488	chr6(.):31649725-31675850	0.142
NM_013974	chr6(.):31689816-31703039	0.3268
NM_001288	chr6(.):31693357-31709341	0.9337
NM_001003693	chr6(.):31669683-31683372	0.2377
NM_021160	chr6(.):31649725-31676137	0.1407
NR_024541	chr6(.):31674752-31686842	0.1195
NM_025261	chr6(.):31681424-31694510	0.1104
NM_001039651	chr6(.):31725772-31737624	0.1429
NM_025258	chr6(.):31728370-31750108	0.3174
NM_006120	chr6(.):32911390-32925899	0.2225
NM_002119	chr6(.):32966959-32982389	0.065
NM_002118	chr6(.):32897405-32913847	0.1678
NM_005104	chr6(.):32931436-32954282	0.9726
NM_001113182	chr6(.):32933664-32954282	1.069
NM_001199455	chr6(.):32934371-32954282	1.098
NM_001199456	chr6(.):32935860-32954282	1.1505
NM_007271	chr6(.):36456668-36520247	0.1886
NR_037491	chr6(.):36585212-36595289	0.1263
NM_020939	chr6(.):36703554-36812220	0.1706
NM_002648	chr6(.):37132921-37148204	0.717
NR_027256	chr6(.):41171291-41190685	0.098
NM_198153	chr6(.):41191061-41211120	0.1126
NM_018643	chr6(.):41238711-41259457	0.1213
NR_002794	chr6(.):41212114-41222327	0.2233
NM_003192	chr6(.):42707233-42718884	0.4552
NM_015349	chr6(.):42783793-42841296	0.0769
NM_001402	chr6(.):74220472-74235755	0.7627
NM_001159676	chr6(.):86312501-86356169	0.2838
NM_001159677	chr6(.):86312501-86358043	0.2764
NM_001159674	chr6(.):86312501-86357608	0.2764
NM_006372	chr6(.):86318692-86358043	0.307
NM_001159673	chr6(.):86312501-86357640	0.2763
NR_003044	chr6(.):86382306-86392377	0.4262
NR_003038	chr6(.):86381724-86393451	0.3789
NR_002743	chr6(.):86382011-86392086	0.4169
NM_080743	chr6(.):89800677-89832800	0.1267
NM_001010853	chr6(.):89850768-89880284	0.3679
NM_002043	chr6(.):89962238-90029967	0.2809
NM_182907	chr6(.):106541814-106562811	0.8933
NM_001198	chr6(.):106529194-106562814	0.9432
NR_034109	chr6(.):111799674-111928497	0.1491
NR_034111	chr6(.):111799674-111829811	0.3464
NR_034110	chr6(.):111799674-111904383	0.1498
NM_012259	chr6(.):126065731-126087415	0.4273
NM_006079	chr6(.):139688396-139700785	0.9102
NM_001168389	chr6(.):139688396-139700350	0.9183
NM_001168388	chr6(.):139688396-139700499	0.9077
NR_037463	chr6(.):157945163-157955232	0.0967
NM_001259	chr7(.):92229234-92468231	0.3079
NM_001145306	chr7(.):92229234-92470941	0.3047
NM_004289	chr7(.):26186846-26231756	0.3733
NM_001029835	chr7(.):45062232-45121069	0.2318
NM_001167935	chr7(.):45034786-45121069	0.324
NR_030770	chr7(.):45034344-45121069	0.3396
NM_030796	chr7(.):55533305-55645200	0.6847
NM_012301	chr7(.):77641373-79087890	0.0768
NM_003496	chr7(.):98471112-98615864	0.1351
NM_032549	chr7(.):110298109-111207347	0.107
NR_033766	chr7(.):113721364-114338827	0.1087
NM_001145354	chr7(.):130789854-131186398	0.1883
NM_022740	chr7(.):139241315-139482693	0.1555
NM_001164459	chr7(.):149939300-150005069	0.0972
NM_001164458	chr7(.):149939300-150025758	0.2145
NM_130843	chr7(.):157326749-158385482	0.0855
NM_001080495	chr7(.):5341422-5468177	0.1274
NM_138426	chr7(.):8003422-8133709	0.1668
NM_182762	chr7(.):20169278-20262013	0.1991
NM_014800	chr7(.):36888960-37493511	0.1153
NM_003718	chr7(.):39984958-40141733	0.1101
NM_002541	chr7(.):44641120-44753669	0.354
NM_001003941	chr7(.):44641120-44721195	0.4646
NM_022748	chr7(.):47309751-47584199	0.1795
NM_012395	chr7(.):90333711-90844904	0.1375
NM_017984	chr7(.):99993494-100031302	0.3624
NM_017621	chr7(.):102091666-102110321	0.4065
NM_006989	chr7(.):102215092-102262205	0.4651
NM_182931	chr7(.):104649636-104759532	0.2645
NM_012257	chr7(.):106804459-106847974	0.296
NM_015723	chr7(.):108107070-108171638	0.1386
NM_001099660	chr7(.):110726061-110770509	0.1629
NM_003941	chr7(.):123316996-123394116	0.184
NM_001098627	chr7(.):128575771-128595088	0.5784
NM_001098630	chr7(.):128572993-128595088	0.6071
NM_032643	chr7(.):128573270-128595088	0.5859
NM_003344	chr7(.):129467994-129597789	0.2821
NM_005011	chr7(.):129246554-129401922	0.1676
NM_001040110	chr7(.):129264918-129401922	0.1208
NR_015431	chr7(.):130623918-130798562	0.2337
NR_024153	chr7(.):130623918-130796789	0.2332
NM_014149	chr7(.):134863589-134901316	0.1856
NM_178563	chr7(.):134666258-134825530	0.1792
NM_194071	chr7(.):137554724-137691846	0.253
NM_016019	chr7(.):139039633-139113200	0.2367
NM_001166254	chr7(.):139473046-139725125	0.256
NM_018238	chr7(.):141246077-141359209	0.2398
NM_001195278	chr7(.):140769031-141185179	0.2151
NM_152998	chr7(.):148499474-148586414	0.2556
NM_173680	chr7(.):150071405-150100719	1.2346
NR_028090	chr7(.):154790142-154802413	0.8244
NM_053043	chr7(.):155432202-155579179	0.1847
NM_017760	chr7(.):158419002-158502520	0.2554
NM_003751	chr7(.):2389473-2425377	0.2443
NM_018641	chr7(.):2438258-2479216	0.3943
NM_001127370	chr7(.):21935516-21990542	0.2319
NR_029597	chr7(.):25984538-25994606	1.1739
NM_031243	chr7(.):26224555-26245413	0.5969
NM_016587	chr7(.):26236323-26257976	0.5403
NM_007276	chr7(.):26236098-26257976	0.5355
NM_015483	chr7(.):32902777-32936468	0.3077
NM_018224	chr7(.):43673858-43774083	0.2057
NM_182547	chr7(.):44613761-44626827	0.3137
NM_174929	chr7(.):44790786-44814479	0.1614
NM_031449	chr7(.):44783529-44814479	0.2979
NM_021130	chr7(.):44831240-44847716	0.5869
NR_003697	chr7(.):45017626-45031259	0.3477
NR_002952	chr7(.):45019976-45030109	0.3889
NM_033054	chr7(.):44997259-45023704	0.239
NM_001123065	chr7(.):47689841-47706246	0.1994
NM_001134450	chr7(.):98439110-98472673	0.0758
NR_037403	chr7(.):98474272-98484352	1.0583
NM_030935	chr7(.):100059141-100081902	0.1368
NM_145030	chr7(.):100027911-100039094	0.4139
NM_019606	chr7(.):100022253-100036749	0.9255
NM_001194992	chr7(.):100021412-100036749	0.8809
NM_001004323	chr7(.):100049237-100066894	0.0852
NM_020979	chr7(.):101923404-101967178	0.7554
NR_036245	chr7(.):101931368-101941453	0.5777
NM_032831	chr7(.):102068995-102102268	0.9855
NM_024653	chr7(.):102031803-102072129	0.5559
NM_001146210	chr7(.):101981191-102001889	0.1659
NM_006234	chr7(.):102108547-102124381	0.3008
NM_001031618	chr7(.):102186678-102207757	0.1491
NM_001097615	chr7(.):102173365-102218068	0.2629
NM_152892	chr7(.):102100389-102118612	0.2878
NM_001114403	chr7(.):102272471-102288238	0.189
NM_001031618	chr7(.):102285771-102306847	0.1342
NR_027374	chr7(.):104530074-104572092	0.2
NR_024586	chr7(.):104645988-104659588	1.2919
NM_001130475	chr7(.):108197670-108215167	0.5273
NM_182529	chr7(.):108197670-108214897	0.5356
NM_012328	chr7(.):108205188-108220294	0.5726
NM_001166346	chr7(.):114557208-114568720	1.1263
NM_199072	chr7(.):114557208-114664970	0.3954
NM_176814	chr7(.):127005353-127037767	0.3045
NM_018396	chr7(.):128111782-128147978	0.41
NM_013332	chr7(.):128090883-128103472	0.2483
NM_199349	chr7(.):128525000-128555773	0.1499
NR_002144	chr7(.):128761324-128773050	0.9632
NM_178562	chr7(.):128779711-128814534	0.1616
NM_018295	chr7(.):134827765-134855967	0.8134
NR_024185	chr7(.):134845531-134860532	0.8405
NM_005989	chr7(.):137756177-137808050	0.1084
NM_197964	chr7(.):139020896-139035541	0.508
NM_002769	chr7(.):142452318-142465927	0.197
NM_004445	chr7(.):142547791-142573847	0.1125
NM_002770	chr7(.):142474907-142486378	0.149
NR_001296	chr7(.):142473756-142487399	0.1611
NM_003592	chr7(.):148390932-148503202	0.3029
NM_012256	chr7(.):148931741-148957700	0.223
NM_001195220	chr7(.):148954261-148987085	0.4628
NR_036573	chr7(.):148977371-148999403	0.4888
NM_013400	chr7(.):150060878-150076133	2.1936
NM_014374	chr7(.):150063257-150076133	2.5468
NM_001142928	chr7(.):150015295-150040245	0.5071
NM_002889	chr7(.):150030406-150043763	0.1645
NM_138434	chr7(.):150021937-150034811	0.1375
NR_027237	chr7(.):150097839-150114558	1.5551
NM_175571	chr7(.):150142961-150181483	0.1178
NR_034033	chr7(.):150125741-150150228	0.4956
NM_007349	chr7(.):154730399-154799682	0.2182
NM_198337	chr7(.):155084485-155106945	0.4413
NM_080838	chr8(.):134198311-134245053	0.3378
NM_003882	chr8(.):134198311-134246571	0.3735
NM_004103	chr8(.):27163998-27321903	0.4343
NM_173176	chr8(.):27178053-27321903	0.4557
NM_172366	chr8(.):28280928-28352784	0.2619
NM_173175	chr8(.):27178080-27321903	0.4558
NM_001715	chr8(.):11346520-11427108	0.3623
NM_001386	chr8(.):26430420-26520693	0.1963
NM_001197293	chr8(.):26366708-26520693	0.1666
NM_024787	chr8(.):33400272-33429643	0.7072
NM_023034	chr8(.):38127560-38244790	0.2256
NM_005079	chr8(.):80942104-81088836	0.3752
NM_001135733	chr8(.):95933199-95966615	0.3473
NM_024094	chr8(.):120841180-120873170	0.1327
NM_022783	chr8(.):120880899-121068157	0.3783
