GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
NM_001079823	chr6(.):129199285-129842710	0.1203
NM_001143676	chr6(.):134485383-134644196	0.387
NM_153235	chr6(.):139556198-139618208	0.4268
NM_006734	chr6(.):143067603-143271338	0.2856
NM_024630	chr6(.):157797556-158099977	0.2707
NM_020185	chr6(.):287100-356355	2.6359
NR_026855	chr6(.):2983200-2996405	1.1983
NM_003804	chr6(.):3072057-3120421	0.0937
NR_033884	chr6(.):3015389-3030005	1.239
NM_001012983	chr6(.):3040617-3051034	0.0691
NR_027712	chr6(.):7981334-7995577	0.4468
NM_001145549	chr6(.):7876482-7915310	3.786
NM_030810	chr6(.):7876482-7916047	3.7759
NR_033910	chr6(.):10407550-10421402	0.9317
NM_001032280	chr6(.):10391915-10417607	0.6176
NM_001042425	chr6(.):10391915-10424797	0.5383
NR_027793	chr6(.):10423017-10440055	0.3301
NM_003220	chr6(.):10391915-10420470	0.6125
NM_032744	chr6(.):11708887-11784280	0.58
NR_002174	chr6(.):25076294-25143051	0.3065
NR_027626	chr6(.):25103200-25143620	0.46
NM_005319	chr6(.):26050967-26061699	1.5623
NM_003537	chr6(.):26026816-26037288	1.6894
NM_003544	chr6(.):26022123-26032480	1.0894
NM_021062	chr6(.):26038454-26048885	1.4594
NM_003531	chr6(.):26040638-26051097	1.4321
NM_005325	chr6(.):26012259-26023040	0.5878
NM_003538	chr6(.):26016906-26027278	1.0041
NM_003513	chr6(.):26028319-26038796	1.3467
NM_003529	chr6(.):26015717-26026186	0.7114
NM_003526	chr6(.):26118694-26129132	1.6911
NM_021065	chr6(.):26194011-26204471	2.1194
NM_003530	chr6(.):26192011-26204464	1.7998
NM_138720	chr6(.):26153348-26176576	0.9782
NM_003523	chr6(.):26179023-26189458	0.5681
NM_003539	chr6(.):26183937-26194304	0.6977
NM_003545	chr6(.):26199872-26210249	1.4
NM_021063	chr6(.):26153348-26163871	1.3699
NM_005321	chr6(.):26151558-26162343	1.3248
NM_003512	chr6(.):26119372-26129918	1.6742
NM_005323	chr6(.):26102639-26113364	0.3117
NM_003522	chr6(.):26194786-26205216	2.4591
NM_003518	chr6(.):26211427-26221872	0.7051
NM_021052	chr6(.):26212147-26222711	0.6993
NM_003532	chr6(.):26220382-26230844	0.5366
NM_003524	chr6(.):26246878-26257303	1.7936
NM_003547	chr6(.):26241838-26252205	1.6293
NM_003540	chr6(.):26235653-26246021	0.1913
NM_021018	chr6(.):26245369-26255835	1.7994
NM_005320	chr6(.):26229439-26240216	0.9409
NM_001145008	chr6(.):26397464-26420444	0.1973
NM_001197240	chr6(.):26378328-26400100	0.4212
NM_001197247	chr6(.):26360397-26383540	1.5509
NM_001197238	chr6(.):26378323-26400100	0.4211
NM_007047	chr6(.):26360397-26383548	1.5516
NM_001197237	chr6(.):26378438-26400100	0.4207
NM_001197248	chr6(.):26360469-26383540	1.5293
NM_001197246	chr6(.):26363405-26383540	0.5702
NM_021064	chr6(.):27095816-27106314	1.6709
NM_080593	chr6(.):27101071-27119637	1.1689
NM_080596	chr6(.):27109907-27120346	0.8834
NR_036096	chr6(.):27110404-27120467	0.9133
NM_021058	chr6(.):27095094-27105575	1.6698
NM_003495	chr6(.):27102087-27112457	0.8216
NM_021066	chr6(.):27777079-27787518	1.1071
NM_003536	chr6(.):27772841-27783314	1.5545
NM_003509	chr6(.):27770976-27781445	1.1284
NM_003519	chr6(.):27770256-27780709	1.0936
NM_003521	chr6(.):27777821-27788267	1.032
NM_003535	chr6(.):27853092-27863570	2.1396
NM_003527	chr6(.):27856202-27866669	2.1687
NM_003520	chr6(.):27801439-27811888	1.9357
NM_003511	chr6(.):27828106-27838576	0.8401
NM_003533	chr6(.):27834622-27845099	0.4016
NM_003510	chr6(.):27800657-27811117	1.9363
NM_003541	chr6(.):27793951-27804305	0.6293
NM_005322	chr6(.):27829569-27840359	0.8873
NM_033057	chr6(.):27873962-27885174	0.047
NM_021968	chr6(.):27786902-27797258	0.7035
NM_003514	chr6(.):27855476-27865963	2.1639
NM_003546	chr6(.):27835925-27846289	0.1781
NM_003587	chr6(.):30615895-30645830	0.1045
NM_001161376	chr6(.):30609815-30625987	0.3092
NM_133471	chr6(.):30639165-30660672	1.1226
NM_001134870	chr6(.):30639165-30660093	1.1535
NM_007243	chr6(.):30650825-30663769	1.3331
NM_005803	chr6(.):30690510-30715453	0.2614
NM_003897	chr6(.):30705975-30717327	0.3842
NM_178014	chr6(.):30683156-30698195	1.4094
NM_021246	chr6(.):31678132-31690581	0.0871
NM_138275	chr6(.):31686160-31697851	0.5336
NR_033488	chr6(.):31649725-31675850	0.2224
NM_013974	chr6(.):31689816-31703039	0.8036
NM_025262	chr6(.):31639460-31653150	0.2229
NM_001288	chr6(.):31693357-31709341	2.3055
NM_001003693	chr6(.):31669683-31683372	0.3803
NM_021160	chr6(.):31649725-31676137	0.2212
NR_024541	chr6(.):31674752-31686842	0.0798
NM_025261	chr6(.):31681424-31694510	0.0747
NM_001039651	chr6(.):31725772-31737624	0.0944
NM_025258	chr6(.):31728370-31750108	0.4077
NR_002742	chr6(.):31799852-31809916	0.9805
NM_000434	chr6(.):31821828-31835709	0.2988
NM_021177	chr6(.):31760173-31779743	0.5821
NR_002745	chr6(.):31798039-31808103	1.0264
NM_001178045	chr6(.):31825969-31850448	0.1985
NM_001040438	chr6(.):31797692-31812541	0.7353
NM_005345	chr6(.):31778290-31790719	1.0456
NM_005527	chr6(.):31772395-31787835	0.4494
NM_001178044	chr6(.):31825969-31851823	0.1909
NM_006295	chr6(.):31740296-31768712	0.7517
NM_005346	chr6(.):31790511-31803031	1.2381
NM_002800	chr6(.):32816937-32832628	0.7087
NM_000544	chr6(.):32788186-32811547	0.1606
NM_018833	chr6(.):32784609-32811547	0.1609
NM_002120	chr6(.):32775539-32789825	0.1955
NM_000593	chr6(.):32807985-32826748	1.0528
NR_027771	chr6(.):32839254-32852851	0.0584
NM_004159	chr6(.):32803493-32817712	0.77
NM_148919	chr6(.):32803493-32816816	0.8156
NR_037178	chr6(.):32856952-32876535	0.2181
NR_037174	chr6(.):32806862-32819277	0.7478
NM_006120	chr6(.):32911390-32925899	0.2807
NM_002119	chr6(.):32966959-32982389	0.0792
NM_002118	chr6(.):32897405-32913847	0.2549
NM_005104	chr6(.):32931436-32954282	2.1487
NM_001113182	chr6(.):32933664-32954282	2.3761
NM_001199455	chr6(.):32934371-32954282	2.4563
NM_001199456	chr6(.):32935860-32954282	2.5562
NM_000322	chr6(.):42659332-42695358	0.1284
NM_003192	chr6(.):42707233-42718884	0.588
NR_037141	chr6(.):42690313-42700932	0.2146
NM_015349	chr6(.):42783793-42841296	0.066
NM_001078177	chr6(.):44186362-44206888	0.4848
NM_178148	chr6(.):44216837-44230283	0.4124
NM_001078174	chr6(.):44182241-44206888	0.426
NM_020745	chr6(.):44261462-44286063	0.1262
NM_182539	chr6(.):44242896-44270458	0.0609
NM_001137560	chr6(.):44233479-44252182	0.0797
NM_001078175	chr6(.):44186295-44206888	0.4855
NM_004556	chr6(.):44220902-44238525	1.0762
NM_007355	chr6(.):44209848-44226614	0.8635
NM_002043	chr6(.):89962238-90029967	0.3041
NM_021244	chr6(.):90069334-90126995	0.4777
NM_182907	chr6(.):106541814-106562811	2.8874
NM_001198	chr6(.):106529194-106562814	3.0596
NM_020399	chr6(.):117876432-117928705	0.1937
NM_001145207	chr6(.):135351994-135381036	0.1888
NM_006620	chr6(.):135276516-135381036	0.3463
NR_037435	chr6(.):135295475-135305570	0.0962
NM_006290	chr6(.):138183580-138209449	1.3757
NM_006079	chr6(.):139688396-139700785	1.4047
NM_001168389	chr6(.):139688396-139700350	1.4473
NM_001168388	chr6(.):139688396-139700499	1.433
NR_037463	chr6(.):157945163-157955232	0.0758
NM_145695	chr7(.):14210605-14886075	0.1074
NM_004080	chr7(.):14179673-14886075	0.1048
NM_178425	chr7(.):18530884-19041992	0.1137
NM_058176	chr7(.):18530884-18998939	0.1198
NM_178423	chr7(.):18530368-19041992	0.1137
NM_004289	chr7(.):26186846-26231756	0.5926
NM_001029835	chr7(.):45062232-45121069	0.4019
NM_001167935	chr7(.):45034786-45121069	0.4636
NR_030770	chr7(.):45034344-45121069	0.4834
NM_030796	chr7(.):55533305-55645200	1.5823
NM_012301	chr7(.):77641373-79087890	0.1108
NM_001913	chr7(.):101454291-101932250	0.1209
NM_181500	chr7(.):101454302-101932250	0.1209
NM_032549	chr7(.):110298109-111207347	0.1276
NM_001164458	chr7(.):149939300-150025758	0.2938
NM_138426	chr7(.):8003422-8133709	0.2316
NM_014707	chr7(.):18530368-18713465	0.2313
NM_182762	chr7(.):20169278-20262013	0.5604
NM_002541	chr7(.):44641120-44753669	0.3486
NM_001003941	chr7(.):44641120-44721195	0.4661
NM_022748	chr7(.):47309751-47584199	0.2716
NM_006060	chr7(.):50339377-50477798	0.2716
NM_012395	chr7(.):90333711-90844904	0.2016
NM_017621	chr7(.):102091666-102110321	0.4476
NM_001099660	chr7(.):110726061-110770509	0.2222
NM_003117	chr7(.):123560285-123616461	0.4209
NM_022444	chr7(.):122748587-122845025	0.36
NM_001098627	chr7(.):128575771-128595088	1.5798
NM_001098630	chr7(.):128572993-128595088	1.5643
NM_032643	chr7(.):128573270-128595088	1.5153
NM_178563	chr7(.):134666258-134825530	0.2244
NM_173680	chr7(.):150071405-150100719	2.3152
NR_029597	chr7(.):25984538-25994606	1.6391
NM_031243	chr7(.):26224555-26245413	0.9142
NM_016587	chr7(.):26236323-26257976	0.8471
NM_007276	chr7(.):26236098-26257976	0.8393
NM_019082	chr7(.):44600402-44619137	0.1387
NM_182547	chr7(.):44613761-44626827	0.5174
NR_003697	chr7(.):45017626-45031259	0.2801
NR_002952	chr7(.):45019976-45030109	0.3267
NM_033054	chr7(.):44997259-45023704	0.1477
NM_001123065	chr7(.):47689841-47706246	0.1365
NM_001163636	chr7(.):74067029-74180022	0.1723
NM_017439	chr7(.):76935067-77050717	0.3179
NM_020979	chr7(.):101923404-101967178	1.0277
NR_036245	chr7(.):101931368-101941453	0.8877
NM_032831	chr7(.):102068995-102102268	2.1462
NM_024653	chr7(.):102031803-102072129	1.3812
NM_006234	chr7(.):102108547-102124381	0.2201
NM_152892	chr7(.):102100389-102118612	0.2789
NR_027374	chr7(.):104530074-104572092	0.2938
NM_002649	chr7(.):106500923-106552592	0.6957
NM_001166346	chr7(.):114557208-114568720	1.9402
NM_199072	chr7(.):114557208-114664970	0.7282
NM_001172897	chr7(.):116161411-116206239	0.4081
NM_001172896	chr7(.):116161346-116206239	0.4076
NM_001172895	chr7(.):116160062-116206239	0.4002
NM_001753	chr7(.):116159838-116206239	0.3996
NM_001024613	chr7(.):121936447-121949565	0.6121
NR_036484	chr7(.):121938711-121955131	1.1602
NM_001174045	chr7(.):123560908-123605100	0.0794
NM_018396	chr7(.):128111782-128147978	0.5408
NM_199349	chr7(.):128525000-128555773	0.1545
NM_002769	chr7(.):142452318-142465927	0.1331
NM_004445	chr7(.):142547791-142573847	0.1801
NM_002770	chr7(.):142474907-142486378	0.1397
NR_001296	chr7(.):142473756-142487399	0.1363
NM_013400	chr7(.):150060878-150076133	3.7869
NM_014374	chr7(.):150063257-150076133	4.3557
NM_001142928	chr7(.):150015295-150040245	0.7445
NM_002889	chr7(.):150030406-150043763	0.0996
NM_138434	chr7(.):150021937-150034811	0.0973
NR_027237	chr7(.):150097839-150114558	2.6604
NM_175571	chr7(.):150142961-150181483	0.1099
NR_034033	chr7(.):150125741-150150228	1.2241
NM_080838	chr8(.):134198311-134245053	0.7465
NM_003882	chr8(.):134198311-134246571	0.8736
NM_004103	chr8(.):27163998-27321903	0.5823
NM_173176	chr8(.):27178053-27321903	0.6082
NM_173175	chr8(.):27178080-27321903	0.6083
NM_021623	chr8(.):38753752-38836430	0.6673
NM_018371	chr8(.):19256671-19545094	0.2398
NR_024040	chr8(.):19256671-19545261	0.2398
NM_001386	chr8(.):26430420-26520693	0.2108
NM_001197293	chr8(.):26366708-26520693	0.2055
NM_006228	chr8(.):28169648-28205868	0.6178
NM_001010906	chr8(.):27874480-27946388	0.4606
NR_027638	chr8(.):38849504-38967779	0.0867
NM_172060	chr8(.):72104667-72273979	0.2068
NM_000503	chr8(.):72104667-72279467	0.2334
NM_005079	chr8(.):80942104-81088836	0.4833
NM_024094	chr8(.):120841180-120873170	0.1945
NM_022783	chr8(.):120880899-121068157	0.7382
NM_173685	chr8(.):126099082-126384367	0.3623
NM_003033	chr8(.):134462090-134589183	0.5561
NM_003970	chr8(.):1988157-2098380	1.045
NM_171982	chr8(.):27137403-27173834	0.159
NM_018091	chr8(.):27945583-28053669	0.081
NM_018660	chr8(.):28198101-28248977	0.3627
NM_057158	chr8(.):29188616-29211322	0.9956
NM_001394	chr8(.):29188619-29213185	0.9244
NR_026765	chr8(.):29573775-29610625	0.528
NM_001024381	chr8(.):38841326-38859041	0.2105
NM_153692	chr8(.):38826667-38851181	0.0575
NM_024410	chr8(.):103558847-103578245	0.1001
NM_148174	chr8(.):103833535-103881397	0.121
NM_025195	chr8(.):126437562-126455644	1.0402
NM_014957	chr8(.):142133719-142210900	0.2099
NM_201378	chr8(.):144984320-145052697	0.4633
NM_032789	chr8(.):145046319-145065635	0.5815
NM_000445	chr8(.):144984320-145055913	0.4605
NM_201381	chr8(.):144984320-145023905	0.5622
NM_201382	chr8(.):144984320-145023110	0.558
NM_201383	chr8(.):144984320-145021692	0.5574
NM_201379	chr8(.):144984320-145033088	0.5324
NM_001009184	chr8(.):145059225-145072583	0.4351
NM_201384	chr8(.):144984320-145018758	0.598
NR_030383	chr8(.):145014358-145024447	0.9521
NM_201380	chr8(.):144984320-145030044	0.5635
NM_002839	chr9(.):8309245-10617723	0.0742
NM_001206	chr9(.):72994512-73034573	0.3552
NM_053016	chr9(.):112537576-112718756	0.3776
NM_001037293	chr9(.):112398067-112718756	0.2374
NM_007203	chr9(.):112537576-112939791	0.4636
NM_001004065	chr9(.):112805877-112939791	0.6822
NM_005047	chr9(.):123573331-123610206	0.2247
NM_015033	chr9(.):132644465-132810473	0.2869
NM_001170	chr9(.):33379947-33407517	0.079
NM_139235	chr9(.):33456350-33478941	0.2268
NM_004925	chr9(.):33436159-33452590	0.6157
NM_005384	chr9(.):94166326-94191144	1.0572
NM_001083603	chr9(.):98200263-98284247	0.491
NM_001083606	chr9(.):98200263-98274699	0.5333
NM_001083607	chr9(.):98200263-98274481	0.5344
NM_001083605	chr9(.):98200263-98275322	0.5293
NM_000264	chr9(.):98200263-98275831	0.526
NM_001701	chr9(.):104117698-104152287	0.0599
NM_001127610	chr9(.):104117698-104150801	0.0594
NM_197977	chr9(.):104156162-104177942	0.2344
NM_000035	chr9(.):104177841-104203062	1.0485
NM_019051	chr9(.):104147248-104165919	0.2678
NM_001012993	chr9(.):112956845-112975413	0.0912
NM_001136562	chr9(.):112882780-112939791	1.0349
NM_000608	chr9(.):117087068-117100536	0.0892
NM_030767	chr9(.):117091432-117161685	0.628
NM_000607	chr9(.):117080302-117093759	0.0904
NM_001244	chr9(.):117660123-117697770	0.6313
NM_005658	chr9(.):123659670-123694173	0.759
NM_015651	chr9(.):123612930-123644606	0.9865
NM_001190945	chr9(.):123659670-123696451	0.8468
NM_001190947	chr9(.):123659670-123681850	0.505
NM_001009936	chr9(.):123626852-123644606	1.6946
NR_024408	chr9(.):123600319-123621651	0.3499
NM_005489	chr9(.):130495595-130538621	0.257
NM_001142532	chr9(.):130495595-130529697	0.2177
NM_001142533	chr9(.):130495595-130522583	0.2589
NM_001142531	chr9(.):130495595-130529719	0.2176
NM_001142534	chr9(.):130495595-130522561	0.2591
NM_170600	chr9(.):130495595-130546048	0.4575
NM_001085347	chr9(.):130488802-130502604	0.4595
NM_001018078	chr9(.):130560507-130581556	0.2572
NM_001261	chr9(.):130543304-130558052	0.381
NM_004957	chr9(.):130560153-130581556	0.2555
NR_036055	chr9(.):130543196-130553286	0.5083
NR_024425	chr9(.):130885807-130897913	0.4924
NR_027812	chr9(.):130877971-130895712	0.3816
NM_001006641	chr9(.):130825478-130876524	0.5508
NM_197956	chr9(.):130818511-130834599	0.7731
NM_001006643	chr9(.):130855835-130876524	0.0831
NM_001006642	chr9(.):130849127-130876524	0.0854
NM_052901	chr9(.):130855816-130876524	0.0832
NM_025072	chr9(.):130877971-130895474	0.3847
NR_033374	chr9(.):130868449-130886013	0.1071
NM_016520	chr9(.):132584563-132602572	0.2327
NM_006676	chr9(.):132592695-132649107	0.2683
NM_001008563	chr9(.):132592756-132649107	0.2686
NM_032728	chr9(.):134160080-134189649	0.0871
NM_033387	chr9(.):134128464-134156906	1.1432
NM_015691	chrX(.):9978794-10117518	0.3916
NM_001123384	chrX(.):39905498-40041582	0.3664
NM_144495	chrX(.):48750194-48765420	0.2674
NM_001167990	chrX(.):48750212-48765420	0.2676
NM_001032384	chrX(.):48750538-48765420	0.2711
NM_001167992	chrX(.):48750774-48765420	0.2749
NM_001104544	chrX(.):119387504-119450391	0.4313
NM_005334	chrX(.):153208007-153241819	0.5367
NM_001830	chrX(.):10119984-10210699	0.0377
NM_017745	chrX(.):39905498-39961719	0.2274
NM_001167947	chrX(.):48745729-48760426	0.3879
NM_001042498	chrX(.):48755888-48774235	0.2941
NM_001136158	chrX(.):48774302-48819893	1.5472
NM_001136159	chrX(.):48774302-48820648	1.522
NM_006875	chrX(.):48765458-48781413	1.1061
NM_004979	chrX(.):48813638-48833251	0.2297
NM_005660	chrX(.):48755458-48773917	0.2956
NM_001032289	chrX(.):48755889-48773933	0.2776
NM_016500	chrX(.):75387770-75403033	0.1567
NM_003399	chrX(.):128867945-128908525	0.294
NM_018990	chrX(.):128908891-128934176	0.5649
NM_000054	chrX(.):153165528-153177620	0.1083
NM_000425	chrX(.):153121970-153146399	0.0253
NM_003491	chrX(.):153190376-153205468	1.2606
NM_001666	chrX(.):153167829-153196714	0.696
NM_002910	chrX(.):153195721-153215232	0.1756
NR_027419	chrX(.):153162984-153177620	0.0957
NM_001025243	chrX(.):153270956-153290342	0.5094
NM_003492	chrX(.):153232990-153253646	1.0856
NR_031757	chrX(.):153280370-153290440	0.6644
NR_036175	chrX(.):153241548-153251627	0.5846
NR_036174	chrX(.):153241547-153251628	0.5847
NM_015892	chr10(.):125762181-125856930	1.2407
NM_014863	chr10(.):125774168-125856930	1.4067
NM_018363	chr10(.):90028620-90348082	0.2098
NM_001031709	chr10(.):90038858-90348082	0.1778
NM_001083591	chr10(.):11201992-11383672	0.9616
NM_001025077	chr10(.):11042258-11383672	0.5715
NM_006561	chr10(.):11054892-11383672	0.5912
NM_024948	chr10(.):15815174-15907519	0.5096
NM_001002265	chr10(.):45947816-46095354	0.2608
NR_033842	chr10(.):45301471-45460137	0.2918
NM_032023	chr10(.):45450218-45495172	0.6458
NM_000698	chr10(.):45864628-45946563	0.9409
NM_001002266	chr10(.):45947816-46035819	0.3447
NM_032199	chr10(.):63656012-63861707	0.437
NM_001198798	chr10(.):73851273-73980751	0.1203
NM_001198799	chr10(.):73851273-73981183	0.1201
NM_020338	chr10(.):80823791-81081285	0.287
NM_145868	chr10(.):81909879-81970328	0.4539
NM_001134363	chr10(.):112399154-112604227	0.3407
NM_007373	chr10(.):112674300-112778425	0.1284
NR_027653	chr10(.):3813187-3832473	1.6139
NM_001098207	chr10(.):43876064-43897794	0.497
NM_004966	chr10(.):43876064-43909656	0.6717
NM_173160	chr10(.):43862091-43876783	0.0558
NM_001098204	chr10(.):43876064-43909696	0.6709
NM_001098208	chr10(.):43876064-43897279	0.5068
NM_001098205	chr10(.):43876064-43909332	0.6776
NM_001098206	chr10(.):43876064-43908299	0.6988
NR_026693	chr10(.):43927573-43983007	0.3
NM_001123376	chr10(.):45401763-45435642	0.1387
NM_007021	chr10(.):45466708-45479330	0.7382
NM_001039380	chr10(.):45488145-45501470	0.534
NM_006963	chr10(.):45491272-45505777	0.478
NM_173473	chr10(.):73970805-74000618	0.2047
NM_019058	chr10(.):74028676-74040797	0.5055
NM_020992	chr10(.):96992329-97055781	0.5133
NM_001083913	chr10(.):104498726-104581021	0.4296
NM_017787	chr10(.):104530887-104581021	0.5667
NM_005871	chr10(.):112047797-112069707	0.1869
NM_004419	chr10(.):112252624-112276302	1.2232
NM_145341	chr10(.):112626595-112664764	0.511
NM_001195307	chr10(.):112653487-112684124	0.2847
NM_001195306	chr10(.):112653487-112683694	0.2861
NR_026932	chr10(.):112623647-112635662	2.9919
NR_024469	chr11(.):67080309-67164158	0.3284
NM_006157	chr11(.):20686116-21602229	0.09
NM_001111018	chr11(.):19367270-20148147	0.1963
NM_006819	chr11(.):63948586-63977020	0.5158
NM_001098517	chr11(.):115039344-115380241	0.366
NM_181798	chr11(.):2477683-2875340	0.1781
NM_000218	chr11(.):2461220-2875340	0.1766
NM_030962	chr11(.):9795213-10320754	0.0733
NM_175058	chr11(.):16804206-17040963	0.3105
NM_001143830	chr11(.):22683159-22839547	0.7543
NM_177553	chr11(.):22684653-22839547	0.7573
NM_005256	chr11(.):22691318-22839547	0.413
NM_004811	chr11(.):58289343-58348390	0.8548
NM_001143995	chr11(.):58289343-58350639	0.8257
NM_001077241	chr11(.):65137662-65155142	0.9415
NR_002819	chr11(.):65260232-65278939	2.3978
NM_030930	chr11(.):67753574-67776593	0.7701
NM_014824	chr11(.):72542789-72858143	0.1744
NM_014488	chr11(.):82687477-82787884	0.7156
NM_025164	chr11(.):116709117-116973993	0.2022
NM_024556	chr11(.):126076618-126137879	0.0736
NM_002017	chr11(.):128558812-128688162	0.7938
NM_001167681	chr11(.):128557388-128688162	0.7861
NM_001124	chr11(.):10321641-10333923	4.0138
NM_022725	chr11(.):22639078-22652387	0.4949
NM_000610	chr11(.):35155416-35258949	0.5853
NM_000614	chr11(.):58385145-58398205	0.1731
NR_024091	chr11(.):58341586-58398205	0.8338
NM_053023	chr11(.):58341586-58394023	0.8886
NM_004470	chr11(.):64003412-64016607	0.7998
NM_000932	chr11(.):64013994-64041924	0.4073
NM_005528	chr11(.):63992752-64006753	0.5781
NM_001160390	chr11(.):63986270-63998726	0.4991
NM_032344	chr11(.):63988737-64002488	0.517
NM_004322	chr11(.):64032299-64057176	0.6422
NM_178443	chr11(.):63969151-63996363	0.3774
NM_057092	chr11(.):64004587-64016607	0.8647
NM_033310	chr11(.):64053792-64072503	0.4618
NM_003377	chr11(.):63997265-64011259	0.74
NM_020155	chr11(.):64048581-64061972	0.6299
NM_001135208	chr11(.):64003603-64016607	0.8066
NM_001039496	chr11(.):64062862-64077239	0.7332
NM_001170726	chr11(.):64046810-64061972	0.5633
NM_001160393	chr11(.):63986270-63998341	0.4644
NM_001170881	chr11(.):64047284-64061972	0.5775
NM_001177358	chr11(.):64047282-64061972	0.5775
NM_138689	chr11(.):64006950-64019413	0.884
NM_000244	chr11(.):64565985-64583188	0.2599
NM_130803	chr11(.):64565985-64583766	0.2536
NM_004579	chr11(.):64551608-64575713	0.1446
NM_017525	chr11(.):64586661-64617041	0.1541
NM_130800	chr11(.):64565985-64583035	0.2609
NM_130802	chr11(.):64565985-64583213	0.2597
NR_029829	chr11(.):64653826-64663911	0.1469
NM_006795	chr11(.):64615207-64651191	0.6333
NR_029578	chr11(.):64653608-64663718	0.1468
NR_028272	chr11(.):65185268-65199003	7.2625
NR_030343	chr11(.):65206928-65217028	0.41
NM_031904	chr11(.):65149040-65185995	1.0981
NM_021070	chr11(.):65301029-65330699	0.3278
NM_001048218	chr11(.):65287547-65311182	0.2825
NM_207354	chr11(.):67051761-67074955	0.5378
NM_017857	chr11(.):67065918-67085078	0.1633
NR_030767	chr11(.):67051815-67074955	0.5385
NM_001619	chr11(.):67028904-67059029	1.0274
NM_001161473	chr11(.):67771047-67801743	0.6573
NM_006053	chr11(.):67805446-67823366	0.4849
NM_006019	chr11(.):67801482-67823366	0.4092
NM_002496	chr11(.):67793083-67809114	0.7756
NM_000694	chr11(.):67772789-67801743	0.6313
NM_138768	chr11(.):69056621-69069754	1.6396
NR_033347	chr11(.):82747505-82757640	0.1197
NM_006235	chr11(.):111217980-111255157	1.5868
NR_026691	chr11(.):117852105-117877199	0.5803
NR_027288	chr11(.):122883273-122895319	0.0919
NM_006597	chr11(.):122923199-122937844	1.6373
NM_032795	chr11(.):126066988-126086587	0.3155
NM_003658	chr11(.):129240880-129327174	0.523
NM_014325	chr12(.):109033886-109130295	0.5579
NM_152641	chr12(.):46118619-46306819	0.1771
NM_002392	chr12(.):69196970-69244212	0.5887
NM_001173982	chr12(.):104845691-105160792	0.1836
NM_020375	chr12(.):4425358-4474190	0.0833
NM_018173	chr12(.):6414601-6442672	0.1847
NM_007273	chr12(.):7069516-7084891	0.5803
NR_015382	chr12(.):6543166-6565683	1.1604
NM_001144857	chr12(.):6416816-6442672	0.1941
NM_001144856	chr12(.):6415098-6442672	0.1865
NM_001144831	chr12(.):7069514-7084916	0.5798
NM_001987	chr12(.):11797787-12053325	0.3846
NM_031289	chr12(.):13232041-13253709	0.9067
NM_006143	chr12(.):12808994-12854121	0.4126
NM_001080555	chr12(.):13232041-13261619	0.9263
NM_152321	chr12(.):15061975-15096463	0.0658
NM_139241	chr12(.):32650040-32803984	0.2501
NM_005164	chr12(.):39940021-40018843	0.2729
NM_001031748	chr12(.):40014971-40120720	0.1097
NM_001843	chr12(.):41081357-41469094	0.153
NM_001033873	chr12(.):51634132-51668994	0.087
NM_001031628	chr12(.):51634132-51669202	0.0866
NM_001128914	chr12(.):53840885-53879946	0.6602
NM_000966	chr12(.):53599352-53631036	1.1892
NM_001042728	chr12(.):53599352-53619150	1.6459
NM_013449	chr12(.):56984379-57035163	0.3115
NM_018279	chr12(.):72074877-72102839	0.7148
NM_001731	chr12(.):92529053-92544673	0.9913
NM_005761	chr12(.):94537498-94704225	0.7983
NM_020244	chr12(.):102086416-102127846	0.2104
NM_014706	chr12(.):108910990-108960165	0.5326
NM_018984	chr12(.):109171465-109256359	0.4578
NM_001082959	chr12(.):125257173-125353519	0.0657
NR_028415	chr12(.):1604656-1618590	0.0721
NM_001759	chr12(.):4377901-4419522	0.5723
NM_002342	chr12(.):6488356-6505732	0.0753
NM_001159576	chr12(.):6451008-6489390	0.6495
NM_001065	chr12(.):6432922-6456283	0.766
NM_001038	chr12(.):6451008-6489905	0.6415
NM_001159575	chr12(.):6451008-6491523	0.6196
NM_014231	chr12(.):6566403-6584843	0.6636
NM_001242	chr12(.):6549050-6565884	1.5186
NM_014865	chr12(.):6598297-6646132	0.5277
NM_016497	chr12(.):6596315-6607471	0.6799
NM_018009	chr12(.):6556176-6576488	1.4501
NM_001975	chr12(.):7018613-7037859	0.8668
NM_002831	chr12(.):7055433-7075479	2.4163
NR_029779	chr12(.):7067861-7077929	1.9141
NM_080548	chr12(.):7050739-7075479	2.4001
NM_001007026	chr12(.):7028625-7056484	1.0786
NM_006992	chr12(.):7008896-7028406	0.4366
NM_001940	chr12(.):7032479-7056484	1.05
NR_003010	chr12(.):7071499-7081769	0.4575
NM_138425	chr12(.):7048202-7060165	1.5251
NR_029682	chr12(.):7068259-7078354	1.4884
NM_005768	chr12(.):7080346-7130842	0.11
NM_006331	chr12(.):7074943-7090165	0.31
NM_004064	chr12(.):12865301-12880305	6.6261
NR_030344	chr12(.):12912582-12922677	0.0627
NM_001130415	chr12(.):12873850-12949399	0.7126
NM_020853	chr12(.):13192314-13241383	0.2316
NM_006205	chr12(.):15120955-15139799	0.1295
NM_001175	chr12(.):15089949-15119562	0.905
NM_030762	chr12(.):26267958-26283003	1.8655
NM_005086	chr12(.):26343505-26392708	0.1015
NM_001135823	chr12(.):26343268-26392708	0.1011
NR_028408	chr12(.):46114502-46126704	1.4303
