GENE_ID	locusLine	bin_1_OPM-2.jin.bam
1_MACS_peak_4459_lociStitched	chr11(.):6411087-6412221	1.4903
2_MACS_peak_4460_lociStitched	chr11(.):6501902-6503788	4.3438
1_MACS_peak_4462_lociStitched	chr11(.):6589177-6590286	1.117
2_MACS_peak_4463_lociStitched	chr11(.):6624292-6625856	2.2063
1_MACS_peak_4465_lociStitched	chr11(.):6627714-6628941	1.0635
1_MACS_peak_4466_lociStitched	chr11(.):6632517-6634450	3.4363
1_MACS_peak_4467_lociStitched	chr11(.):6639864-6641119	1.4995
1_MACS_peak_4468_lociStitched	chr11(.):6703393-6705200	3.0143
1_MACS_peak_4469_lociStitched	chr11(.):6947656-6948539	1.826
3_MACS_peak_4470_lociStitched	chr11(.):6982380-6986495	2.066
1_MACS_peak_4473_lociStitched	chr11(.):7533123-7535527	2.0084
2_MACS_peak_4474_lociStitched	chr11(.):8008180-8009591	1.9759
1_MACS_peak_4476_lociStitched	chr11(.):8049049-8049429	0.8564
1_MACS_peak_4477_lociStitched	chr11(.):8615252-8616558	1.7704
2_MACS_peak_4478_lociStitched	chr11(.):8653458-8654508	1.0516
2_MACS_peak_4480_lociStitched	chr11(.):8655343-8656736	1.4218
2_MACS_peak_4482_lociStitched	chr11(.):8662151-8663508	0.9251
1_MACS_peak_4484_lociStitched	chr11(.):8703348-8705594	5.2972
1_MACS_peak_4485_lociStitched	chr11(.):8709272-8711017	2.6743
1_MACS_peak_4486_lociStitched	chr11(.):8729411-8729892	0.805
1_MACS_peak_4487_lociStitched	chr11(.):8730790-8731680	1.4066
1_MACS_peak_4488_lociStitched	chr11(.):8932704-8933246	1.2311
1_MACS_peak_4489_lociStitched	chr11(.):8985134-8986985	4.2785
1_MACS_peak_4490_lociStitched	chr11(.):9103059-9103560	0.8388
1_MACS_peak_4491_lociStitched	chr11(.):9293784-9294219	0.9646
1_MACS_peak_4492_lociStitched	chr11(.):9335492-9337108	3.1553
1_MACS_peak_4493_lociStitched	chr11(.):9385118-9386713	4.5021
1_MACS_peak_4494_lociStitched	chr11(.):9405968-9407274	5.4493
2_MACS_peak_4495_lociStitched	chr11(.):9480542-9483717	5.003
1_MACS_peak_4497_lociStitched	chr11(.):9532044-9532487	1.0743
1_MACS_peak_4498_lociStitched	chr11(.):9570855-9572315	1.9875
2_MACS_peak_4499_lociStitched	chr11(.):9586544-9588277	1.334
2_MACS_peak_4501_lociStitched	chr11(.):9594220-9598402	3.7121
1_MACS_peak_4503_lociStitched	chr11(.):9598931-9599794	1.0163
1_MACS_peak_4504_lociStitched	chr11(.):9622536-9623172	2.0291
1_MACS_peak_4505_lociStitched	chr11(.):9634841-9635504	1.3307
1_MACS_peak_4506_lociStitched	chr11(.):9779389-9780848	2.2132
1_MACS_peak_4507_lociStitched	chr11(.):10183354-10183727	0.7083
1_MACS_peak_4508_lociStitched	chr11(.):10315056-10316316	1.5152
1_MACS_peak_4509_lociStitched	chr11(.):10324016-10325076	1.3457
2_MACS_peak_4510_lociStitched	chr11(.):10329052-10333040	4.562
1_MACS_peak_4512_lociStitched	chr11(.):10343811-10344722	1.5144
1_MACS_peak_4513_lociStitched	chr11(.):10463453-10464235	0.817
1_MACS_peak_4514_lociStitched	chr11(.):10477275-10478224	0.9512
1_MACS_peak_4515_lociStitched	chr11(.):10562028-10563238	2.025
1_MACS_peak_4516_lociStitched	chr11(.):10679293-10679746	0.9091
1_MACS_peak_4517_lociStitched	chr11(.):10765028-10765799	0.9385
1_MACS_peak_4518_lociStitched	chr11(.):10772198-10773358	2.3505
1_MACS_peak_4519_lociStitched	chr11(.):10829111-10831326	5.5055
1_MACS_peak_4520_lociStitched	chr11(.):10878380-10880951	4.0156
1_MACS_peak_4521_lociStitched	chr11(.):11032283-11032881	1.1938
2_MACS_peak_4522_lociStitched	chr11(.):11110925-11112125	0.8929
1_MACS_peak_4524_lociStitched	chr11(.):11480816-11481205	0.6767
1_MACS_peak_4525_lociStitched	chr11(.):11641825-11643580	1.543
1_MACS_peak_4526_lociStitched	chr11(.):11793507-11796106	2.11
1_MACS_peak_4527_lociStitched	chr11(.):11809067-11809497	1.0598
1_MACS_peak_4528_lociStitched	chr11(.):11862885-11864469	4.9681
1_MACS_peak_4529_lociStitched	chr11(.):11906719-11907608	1.4012
3_MACS_peak_4530_lociStitched	chr11(.):12082132-12084641	1.5081
1_MACS_peak_4533_lociStitched	chr11(.):12245719-12246257	1.6228
1_MACS_peak_4534_lociStitched	chr11(.):12695161-12697267	3.0887
1_MACS_peak_4535_lociStitched	chr11(.):12726465-12730381	3.5236
1_MACS_peak_4536_lociStitched	chr11(.):12731012-12731409	0.8282
2_MACS_peak_4537_lociStitched	chr11(.):12738279-12740249	1.6384
1_MACS_peak_4539_lociStitched	chr11(.):12766285-12766855	1.4685
1_MACS_peak_4540_lociStitched	chr11(.):13134676-13135136	1.0237
2_MACS_peak_4541_lociStitched	chr11(.):13161595-13163006	1.0323
2_MACS_peak_4543_lociStitched	chr11(.):13298400-13300312	2.5179
1_MACS_peak_4545_lociStitched	chr11(.):13359748-13360666	1.3405
1_MACS_peak_4546_lociStitched	chr11(.):13484010-13485818	3.0432
2_MACS_peak_4547_lociStitched	chr11(.):13689348-13691534	2.3969
2_MACS_peak_4549_lociStitched	chr11(.):14379736-14380690	1.1499
1_MACS_peak_4551_lociStitched	chr11(.):14520556-14522183	2.1438
1_MACS_peak_4552_lociStitched	chr11(.):14540494-14542688	3.703
1_MACS_peak_4553_lociStitched	chr11(.):14559807-14560440	0.8494
1_MACS_peak_4554_lociStitched	chr11(.):14565257-14565888	0.74
2_MACS_peak_4555_lociStitched	chr11(.):14572876-14574141	0.7551
1_MACS_peak_4557_lociStitched	chr11(.):14575512-14578915	3.0276
2_MACS_peak_4558_lociStitched	chr11(.):14598632-14603001	1.9278
3_MACS_peak_4560_lociStitched	chr11(.):14664473-14668656	4.7811
1_MACS_peak_4563_lociStitched	chr11(.):14780840-14782169	1.4566
4_MACS_peak_4564_lociStitched	chr11(.):14784004-14788723	1.9764
1_MACS_peak_4568_lociStitched	chr11(.):14790101-14790565	1.0403
1_MACS_peak_4569_lociStitched	chr11(.):14912445-14913827	2.9189
1_MACS_peak_4570_lociStitched	chr11(.):14916883-14917252	0.7136
1_MACS_peak_4571_lociStitched	chr11(.):15495775-15496511	1.2505
1_MACS_peak_4572_lociStitched	chr11(.):15837833-15838329	0.8471
2_MACS_peak_4573_lociStitched	chr11(.):15839201-15841241	1.3142
3_MACS_peak_4575_lociStitched	chr11(.):15989854-15992611	1.5544
1_MACS_peak_4578_lociStitched	chr11(.):16022852-16024294	1.4762
1_MACS_peak_4579_lociStitched	chr11(.):16626752-16627652	0.9859
1_MACS_peak_4580_lociStitched	chr11(.):16759283-16761174	5.4333
2_MACS_peak_4581_lociStitched	chr11(.):16902208-16903940	1.156
1_MACS_peak_4583_lociStitched	chr11(.):16968415-16968797	0.7835
2_MACS_peak_4584_lociStitched	chr11(.):16980215-16986418	2.9789
1_MACS_peak_4586_lociStitched	chr11(.):17035449-17035824	0.7689
1_MACS_peak_4587_lociStitched	chr11(.):17097570-17100411	5.1972
2_MACS_peak_4588_lociStitched	chr11(.):17163757-17169313	2.4802
2_MACS_peak_4590_lociStitched	chr11(.):17190327-17191785	0.9958
1_MACS_peak_4592_lociStitched	chr11(.):17228589-17230159	3.5707
1_MACS_peak_4593_lociStitched	chr11(.):17252669-17253049	0.6947
1_MACS_peak_4594_lociStitched	chr11(.):17297515-17299437	3.0872
1_MACS_peak_4595_lociStitched	chr11(.):17407369-17408490	1.3944
1_MACS_peak_4596_lociStitched	chr11(.):17410149-17411183	1.6193
1_MACS_peak_4597_lociStitched	chr11(.):18034076-18035734	1.7455
1_MACS_peak_4598_lociStitched	chr11(.):18127079-18127698	2.7909
1_MACS_peak_4599_lociStitched	chr11(.):18342883-18344933	6.047
2_MACS_peak_4600_lociStitched	chr11(.):18404276-18406942	5.188
1_MACS_peak_4602_lociStitched	chr11(.):18415119-18418293	5.3151
1_MACS_peak_4603_lociStitched	chr11(.):18547674-18549165	5.3632
1_MACS_peak_4604_lociStitched	chr11(.):18609708-18610630	1.1665
2_MACS_peak_4605_lociStitched	chr11(.):18638788-18640928	1.4103
1_MACS_peak_4607_lociStitched	chr11(.):18654919-18657002	4.7473
1_MACS_peak_4608_lociStitched	chr11(.):18788287-18788698	0.916
1_MACS_peak_4609_lociStitched	chr11(.):18789203-18794710	3.389
1_MACS_peak_4610_lociStitched	chr11(.):18796874-18797438	1.0758
1_MACS_peak_4611_lociStitched	chr11(.):19138739-19139284	1.2246
2_MACS_peak_4612_lociStitched	chr11(.):19261652-19263819	3.5487
1_MACS_peak_4614_lociStitched	chr11(.):19348175-19348772	1.0659
3_MACS_peak_4615_lociStitched	chr11(.):19352094-19356571	2.518
1_MACS_peak_4618_lociStitched	chr11(.):19358046-19358446	0.8106
1_MACS_peak_4619_lociStitched	chr11(.):19366649-19368433	2.8286
1_MACS_peak_4620_lociStitched	chr11(.):19396600-19397224	1.3103
2_MACS_peak_4621_lociStitched	chr11(.):19451361-19457457	4.0884
2_MACS_peak_4623_lociStitched	chr11(.):19533210-19535176	1.1649
2_MACS_peak_4625_lociStitched	chr11(.):19572836-19574018	1.3372
1_MACS_peak_4627_lociStitched	chr11(.):19574879-19575508	0.6981
2_MACS_peak_4628_lociStitched	chr11(.):19733098-19734967	3.0718
2_MACS_peak_4630_lociStitched	chr11(.):19990260-19992166	1.0998
1_MACS_peak_4632_lociStitched	chr11(.):20384849-20386170	1.6552
2_MACS_peak_4633_lociStitched	chr11(.):20408174-20410609	4.6348
1_MACS_peak_4635_lociStitched	chr11(.):20648097-20648606	0.9394
3_MACS_peak_4636_lociStitched	chr11(.):21434039-21435711	0.9558
1_MACS_peak_4639_lociStitched	chr11(.):21828469-21829096	1.2992
1_MACS_peak_4640_lociStitched	chr11(.):22214496-22215449	1.9151
1_MACS_peak_4641_lociStitched	chr11(.):22603216-22603682	0.7326
1_MACS_peak_4642_lociStitched	chr11(.):22646188-22647978	3.4946
1_MACS_peak_4643_lociStitched	chr11(.):22677960-22678379	0.6727
4_MACS_peak_4644_lociStitched	chr11(.):22685427-22693693	3.6935
1_MACS_peak_4648_lociStitched	chr11(.):22849823-22851525	2.4929
1_MACS_peak_4649_lociStitched	chr11(.):23099353-23102280	2.4758
1_MACS_peak_4650_lociStitched	chr11(.):23134721-23135287	0.9211
1_MACS_peak_4651_lociStitched	chr11(.):23590196-23591398	1.142
2_MACS_peak_4652_lociStitched	chr11(.):24767251-24770418	3.2826
1_MACS_peak_4654_lociStitched	chr11(.):25186945-25187221	0.5924
1_MACS_peak_4655_lociStitched	chr11(.):25588333-25588660	0.8121
1_MACS_peak_4656_lociStitched	chr11(.):25677130-25678009	1.668
1_MACS_peak_4657_lociStitched	chr11(.):25758301-25759054	1.3073
1_MACS_peak_4658_lociStitched	chr11(.):26003730-26004327	1.674
1_MACS_peak_4659_lociStitched	chr11(.):26099276-26101527	1.8537
1_MACS_peak_4660_lociStitched	chr11(.):26104967-26105444	0.6996
3_MACS_peak_4661_lociStitched	chr11(.):26107452-26110413	2.6269
1_MACS_peak_4664_lociStitched	chr11(.):26111383-26111815	1.0454
1_MACS_peak_4665_lociStitched	chr11(.):26127342-26127888	0.8614
1_MACS_peak_4666_lociStitched	chr11(.):26132362-26135660	4.0641
1_MACS_peak_4667_lociStitched	chr11(.):26153925-26154696	0.9262
1_MACS_peak_4668_lociStitched	chr11(.):26156058-26156631	1.1085
3_MACS_peak_4669_lociStitched	chr11(.):26248329-26250429	0.8721
1_MACS_peak_4672_lociStitched	chr11(.):26851320-26851720	0.8333
2_MACS_peak_4673_lociStitched	chr11(.):26935382-26937950	2.0796
1_MACS_peak_4675_lociStitched	chr11(.):27384096-27385279	1.383
1_MACS_peak_4676_lociStitched	chr11(.):27402854-27403398	1.2626
1_MACS_peak_4677_lociStitched	chr11(.):27462016-27462647	0.8645
1_MACS_peak_4678_lociStitched	chr11(.):27527634-27529378	4.8001
3_MACS_peak_4679_lociStitched	chr11(.):27928752-27930534	0.9592
2_MACS_peak_4682_lociStitched	chr11(.):28128599-28130511	2.4057
1_MACS_peak_4684_lociStitched	chr11(.):28131629-28132237	2.2954
1_MACS_peak_4685_lociStitched	chr11(.):28267115-28267574	0.7575
2_MACS_peak_4686_lociStitched	chr11(.):29026927-29027866	1.0247
1_MACS_peak_4688_lociStitched	chr11(.):29735071-29736059	1.6628
1_MACS_peak_4689_lociStitched	chr11(.):29936284-29936607	0.9294
2_MACS_peak_4690_lociStitched	chr11(.):29976354-29979744	2.6323
3_MACS_peak_4692_lociStitched	chr11(.):30016404-30019008	1.4511
1_MACS_peak_4695_lociStitched	chr11(.):30022529-30023099	1.0436
1_MACS_peak_4696_lociStitched	chr11(.):30023831-30024465	1.0321
1_MACS_peak_4697_lociStitched	chr11(.):30112850-30114136	1.5374
3_MACS_peak_4698_lociStitched	chr11(.):30118876-30124025	3.1935
1_MACS_peak_4701_lociStitched	chr11(.):30344442-30345566	3.4594
2_MACS_peak_4702_lociStitched	chr11(.):30363716-30364800	1.0322
2_MACS_peak_4704_lociStitched	chr11(.):30600494-30609558	3.6897
1_MACS_peak_4706_lociStitched	chr11(.):31391387-31391842	1.3319
1_MACS_peak_4707_lociStitched	chr11(.):31530791-31531891	2.7185
1_MACS_peak_4708_lociStitched	chr11(.):32112229-32113858	4.6277
1_MACS_peak_4709_lociStitched	chr11(.):32184055-32184542	1.0827
1_MACS_peak_4710_lociStitched	chr11(.):32396014-32396321	1.1857
1_MACS_peak_4711_lociStitched	chr11(.):32441131-32446724	2.5335
1_MACS_peak_4712_lociStitched	chr11(.):32605264-32606375	5.0137
1_MACS_peak_4713_lociStitched	chr11(.):32850875-32852023	1.8473
1_MACS_peak_4714_lociStitched	chr11(.):32913514-32916209	4.5583
1_MACS_peak_4715_lociStitched	chr11(.):33060175-33062094	4.3975
1_MACS_peak_4716_lociStitched	chr11(.):33181776-33184057	2.7529
2_MACS_peak_4717_lociStitched	chr11(.):33278167-33281845	5.0961
1_MACS_peak_4719_lociStitched	chr11(.):33311905-33314605	2.7983
1_MACS_peak_4720_lociStitched	chr11(.):33755991-33758362	4.6794
1_MACS_peak_4721_lociStitched	chr11(.):33774382-33776005	3.2863
3_MACS_peak_4722_lociStitched	chr11(.):33795199-33798860	1.4781
1_MACS_peak_4725_lociStitched	chr11(.):34072447-34075444	6.2941
2_MACS_peak_4726_lociStitched	chr11(.):34107028-34110319	2.3642
1_MACS_peak_4728_lociStitched	chr11(.):34126270-34128435	3.6138
2_MACS_peak_4729_lociStitched	chr11(.):34265140-34266454	1.027
1_MACS_peak_4731_lociStitched	chr11(.):34379766-34381048	4.6901
2_MACS_peak_4732_lociStitched	chr11(.):34460067-34461490	1.3704
2_MACS_peak_4734_lociStitched	chr11(.):34567537-34568886	1.2834
3_MACS_peak_4736_lociStitched	chr11(.):34606305-34610887	1.763
1_MACS_peak_4739_lociStitched	chr11(.):34620290-34624696	5.9758
2_MACS_peak_4740_lociStitched	chr11(.):34655013-34656629	1.4732
1_MACS_peak_4742_lociStitched	chr11(.):34659964-34660415	0.8326
1_MACS_peak_4743_lociStitched	chr11(.):34660997-34662297	1.5142
1_MACS_peak_4744_lociStitched	chr11(.):34671409-34672669	1.913
2_MACS_peak_4745_lociStitched	chr11(.):34705385-34707461	1.5888
1_MACS_peak_4747_lociStitched	chr11(.):34728225-34729647	1.2774
3_MACS_peak_4748_lociStitched	chr11(.):34803787-34814117	3.6857
2_MACS_peak_4751_lociStitched	chr11(.):34838692-34849536	2.39
1_MACS_peak_4753_lociStitched	chr11(.):34862158-34862618	0.8291
1_MACS_peak_4754_lociStitched	chr11(.):34875576-34876012	0.8069
1_MACS_peak_4755_lociStitched	chr11(.):34878497-34885374	4.4066
2_MACS_peak_4756_lociStitched	chr11(.):34910961-34912510	1.3584
1_MACS_peak_4758_lociStitched	chr11(.):34936901-34938941	4.5909
1_MACS_peak_4759_lociStitched	chr11(.):35010263-35011696	2.2538
1_MACS_peak_4760_lociStitched	chr11(.):35027979-35028409	0.9153
1_MACS_peak_4761_lociStitched	chr11(.):35061726-35062253	1.05
1_MACS_peak_4762_lociStitched	chr11(.):35160192-35161713	1.4788
1_MACS_peak_4763_lociStitched	chr11(.):35164972-35167847	1.5149
2_MACS_peak_4764_lociStitched	chr11(.):35186441-35189622	1.7295
1_MACS_peak_4766_lociStitched	chr11(.):35394288-35396159	1.8399
2_MACS_peak_4767_lociStitched	chr11(.):35639752-35641784	1.7211
1_MACS_peak_4769_lociStitched	chr11(.):35683716-35685007	1.6991
1_MACS_peak_4770_lociStitched	chr11(.):35965206-35965515	1.3268
2_MACS_peak_4771_lociStitched	chr11(.):36052015-36053413	0.9854
1_MACS_peak_4773_lociStitched	chr11(.):36270191-36270656	0.9496
1_MACS_peak_4774_lociStitched	chr11(.):36310506-36310925	1.097
1_MACS_peak_4775_lociStitched	chr11(.):36397853-36399988	3.0447
2_MACS_peak_4776_lociStitched	chr11(.):36472404-36478062	3.1655
1_MACS_peak_4778_lociStitched	chr11(.):36520507-36523211	2.2302
1_MACS_peak_4779_lociStitched	chr11(.):36530230-36532059	4.0275
1_MACS_peak_4780_lociStitched	chr11(.):36562935-36563384	0.9458
1_MACS_peak_4781_lociStitched	chr11(.):36626979-36627583	1.3
1_MACS_peak_4782_lociStitched	chr11(.):36652589-36653227	0.8507
2_MACS_peak_4783_lociStitched	chr11(.):37524402-37527424	3.3907
1_MACS_peak_4785_lociStitched	chr11(.):37644803-37646161	1.3168
1_MACS_peak_4786_lociStitched	chr11(.):37665331-37665931	0.9682
1_MACS_peak_4787_lociStitched	chr11(.):37986336-37986703	0.7765
1_MACS_peak_4788_lociStitched	chr11(.):40205165-40205478	0.9895
1_MACS_peak_4789_lociStitched	chr11(.):40262549-40263080	1.1504
1_MACS_peak_4790_lociStitched	chr11(.):40669120-40669755	0.7397
1_MACS_peak_4791_lociStitched	chr11(.):40879905-40880260	0.7772
3_MACS_peak_4792_lociStitched	chr11(.):41329446-41332804	2.8155
1_MACS_peak_4795_lociStitched	chr11(.):41599847-41600320	0.9877
1_MACS_peak_4796_lociStitched	chr11(.):41682654-41682987	0.7395
2_MACS_peak_4797_lociStitched	chr11(.):41807261-41808595	1.4741
1_MACS_peak_4799_lociStitched	chr11(.):41812914-41813264	0.8247
1_MACS_peak_4800_lociStitched	chr11(.):43333498-43334633	2.6459
1_MACS_peak_4801_lociStitched	chr11(.):43379984-43381608	4.4811
1_MACS_peak_4802_lociStitched	chr11(.):43665728-43666379	1.9657
1_MACS_peak_4803_lociStitched	chr11(.):43702221-43704038	3.0104
2_MACS_peak_4804_lociStitched	chr11(.):43744994-43746472	1.1518
2_MACS_peak_4806_lociStitched	chr11(.):43759466-43761642	1.7734
1_MACS_peak_4808_lociStitched	chr11(.):43902262-43903189	2.2052
1_MACS_peak_4809_lociStitched	chr11(.):43941530-43944903	3.0397
1_MACS_peak_4810_lociStitched	chr11(.):44883071-44885344	2.4615
1_MACS_peak_4811_lociStitched	chr11(.):45167547-45169340	2.2177
1_MACS_peak_4812_lociStitched	chr11(.):45201401-45203006	1.2003
1_MACS_peak_4813_lociStitched	chr11(.):45376933-45377436	1.1558
2_MACS_peak_4814_lociStitched	chr11(.):45826112-45827963	2.4259
2_MACS_peak_4816_lociStitched	chr11(.):45843930-45848675	2.9123
1_MACS_peak_4818_lociStitched	chr11(.):45864885-45865460	1.4256
1_MACS_peak_4819_lociStitched	chr11(.):45868371-45869727	2.9485
1_MACS_peak_4820_lociStitched	chr11(.):45938674-45940269	3.3635
1_MACS_peak_4821_lociStitched	chr11(.):45952013-45952452	0.9
2_MACS_peak_4822_lociStitched	chr11(.):46140672-46143612	1.6165
1_MACS_peak_4824_lociStitched	chr11(.):46264021-46265575	4.9812
1_MACS_peak_4825_lociStitched	chr11(.):46369069-46369908	1.8763
1_MACS_peak_4826_lociStitched	chr11(.):46450622-46450907	0.8293
2_MACS_peak_4827_lociStitched	chr11(.):46548561-46551042	1.5843
1_MACS_peak_4829_lociStitched	chr11(.):46576150-46576768	0.7712
2_MACS_peak_4830_lociStitched	chr11(.):46581832-46582906	1.0684
2_MACS_peak_4832_lociStitched	chr11(.):46614919-46616079	1.5515
1_MACS_peak_4834_lociStitched	chr11(.):46638238-46640078	4.9192
1_MACS_peak_4835_lociStitched	chr11(.):46688404-46690457	2.4381
2_MACS_peak_4836_lociStitched	chr11(.):46691713-46693892	1.1772
2_MACS_peak_4838_lociStitched	chr11(.):46721473-46723255	2.8746
1_MACS_peak_4840_lociStitched	chr11(.):46867019-46868039	2.6774
1_MACS_peak_4841_lociStitched	chr11(.):47081826-47082138	0.9523
1_MACS_peak_4842_lociStitched	chr11(.):47084313-47084821	1.1631
2_MACS_peak_4843_lociStitched	chr11(.):47197350-47199626	4.2216
2_MACS_peak_4845_lociStitched	chr11(.):47235877-47237416	3.0118
1_MACS_peak_4847_lociStitched	chr11(.):47269759-47271097	3.9331
2_MACS_peak_4848_lociStitched	chr11(.):47291019-47292413	1.9671
1_MACS_peak_4850_lociStitched	chr11(.):47346770-47347273	0.9153
2_MACS_peak_4851_lociStitched	chr11(.):47413203-47416387	2.1242
2_MACS_peak_4853_lociStitched	chr11(.):47428651-47430829	2.2434
1_MACS_peak_4855_lociStitched	chr11(.):47446729-47448238	5.1153
1_MACS_peak_4856_lociStitched	chr11(.):47573775-47574735	3.7874
1_MACS_peak_4857_lociStitched	chr11(.):47586476-47587889	3.1034
1_MACS_peak_4858_lociStitched	chr11(.):47599909-47601222	3.3799
1_MACS_peak_4859_lociStitched	chr11(.):47663236-47665206	3.2991
1_MACS_peak_4860_lociStitched	chr11(.):47787071-47790156	5.3927
1_MACS_peak_4861_lociStitched	chr11(.):47868882-47870774	5.3008
1_MACS_peak_4862_lociStitched	chr11(.):48130135-48132627	4.1017
1_MACS_peak_4867_lociStitched	chr11(.):48928576-48928925	0.6582
2_MACS_peak_4869_lociStitched	chr11(.):55425129-55426204	0.8886
1_MACS_peak_4871_lociStitched	chr11(.):55539558-55539866	1.0989
1_MACS_peak_4872_lociStitched	chr11(.):57091408-57093548	3.1546
1_MACS_peak_4873_lociStitched	chr11(.):57102337-57103792	4.264
1_MACS_peak_4874_lociStitched	chr11(.):57191617-57195114	2.8049
1_MACS_peak_4875_lociStitched	chr11(.):57261079-57262039	2.093
2_MACS_peak_4876_lociStitched	chr11(.):57297324-57298995	1.7933
1_MACS_peak_4878_lociStitched	chr11(.):57424542-57425134	1.3286
1_MACS_peak_4879_lociStitched	chr11(.):57434342-57436512	4.9388
1_MACS_peak_4880_lociStitched	chr11(.):57478803-57480899	3.6351
1_MACS_peak_4881_lociStitched	chr11(.):57508478-57509976	2.9129
2_MACS_peak_4882_lociStitched	chr11(.):58343762-58348126	6.6146
1_MACS_peak_4884_lociStitched	chr11(.):58509234-58509844	1.135
1_MACS_peak_4885_lociStitched	chr11(.):58724882-58725357	1.2581
1_MACS_peak_4886_lociStitched	chr11(.):58869251-58870079	1.2856
1_MACS_peak_4887_lociStitched	chr11(.):58873494-58876039	4.3789
1_MACS_peak_4888_lociStitched	chr11(.):58909838-58910926	2.6338
1_MACS_peak_4889_lociStitched	chr11(.):58911516-58913156	3.0141
1_MACS_peak_4890_lociStitched	chr11(.):58939003-58939530	1.8081
1_MACS_peak_4891_lociStitched	chr11(.):59304876-59305152	0.8175
1_MACS_peak_4892_lociStitched	chr11(.):59317417-59318998	2.0344
1_MACS_peak_4893_lociStitched	chr11(.):59327755-59328465	1.4687
1_MACS_peak_4894_lociStitched	chr11(.):59332911-59333828	1.7992
1_MACS_peak_4895_lociStitched	chr11(.):59382404-59384313	2.6201
1_MACS_peak_4896_lociStitched	chr11(.):59435628-59437364	3.1588
1_MACS_peak_4897_lociStitched	chr11(.):59522822-59523270	0.7336
1_MACS_peak_4898_lociStitched	chr11(.):59577491-59578436	2.6533
3_MACS_peak_4899_lociStitched	chr11(.):60531115-60534507	1.7822
2_MACS_peak_4902_lociStitched	chr11(.):60604125-60612121	2.9327
1_MACS_peak_4904_lociStitched	chr11(.):60636788-60637138	0.7721
1_MACS_peak_4905_lociStitched	chr11(.):60637724-60639090	1.5759
1_MACS_peak_4906_lociStitched	chr11(.):60672951-60674898	3.2139
1_MACS_peak_4907_lociStitched	chr11(.):60676839-60679174	1.6523
1_MACS_peak_4908_lociStitched	chr11(.):60680658-60683794	3.6778
1_MACS_peak_4909_lociStitched	chr11(.):60753098-60755308	1.5612
2_MACS_peak_4910_lociStitched	chr11(.):60808653-60810894	1.3443
2_MACS_peak_4912_lociStitched	chr11(.):60827554-60831111	2.6478
1_MACS_peak_4914_lociStitched	chr11(.):60896966-60897852	0.9855
1_MACS_peak_4915_lociStitched	chr11(.):60908525-60909762	1.1893
1_MACS_peak_4916_lociStitched	chr11(.):60927999-60929625	3.7692
1_MACS_peak_4917_lociStitched	chr11(.):61099691-61101535	3.4933
1_MACS_peak_4918_lociStitched	chr11(.):61128945-61130489	3.5816
1_MACS_peak_4919_lociStitched	chr11(.):61159568-61160653	2.0432
1_MACS_peak_4920_lociStitched	chr11(.):61196456-61198248	7.7946
1_MACS_peak_4921_lociStitched	chr11(.):61266001-61266801	1.3285
1_MACS_peak_4922_lociStitched	chr11(.):61523892-61524470	1.4833
1_MACS_peak_4923_lociStitched	chr11(.):61559089-61561573	10.0782
2_MACS_peak_4924_lociStitched	chr11(.):61582776-61584975	1.4406
1_MACS_peak_4926_lociStitched	chr11(.):61658407-61658946	0.9851
2_MACS_peak_4927_lociStitched	chr11(.):61716544-61718835	1.8479
1_MACS_peak_4929_lociStitched	chr11(.):61734195-61735928	3.5661
2_MACS_peak_4930_lociStitched	chr11(.):61738778-61740181	0.9544
1_MACS_peak_4932_lociStitched	chr11(.):61891295-61892612	2.6179
1_MACS_peak_4933_lociStitched	chr11(.):61950050-61950464	0.8195
1_MACS_peak_4934_lociStitched	chr11(.):62104864-62105435	1.2543
1_MACS_peak_4935_lociStitched	chr11(.):62200565-62202230	1.5922
1_MACS_peak_4936_lociStitched	chr11(.):62215955-62217555	1.4758
2_MACS_peak_4937_lociStitched	chr11(.):62224422-62227185	1.6086
1_MACS_peak_4939_lociStitched	chr11(.):62228568-62231965	4.1051
1_MACS_peak_4940_lociStitched	chr11(.):62309549-62314319	1.4568
1_MACS_peak_4941_lociStitched	chr11(.):62318933-62321040	1.5961
3_MACS_peak_4942_lociStitched	chr11(.):62322442-62325692	2.3501
2_MACS_peak_4945_lociStitched	chr11(.):62340371-62342520	2.2682
2_MACS_peak_4947_lociStitched	chr11(.):62358137-62360294	3.3181
2_MACS_peak_4949_lociStitched	chr11(.):62366977-62369427	2.8722
1_MACS_peak_4951_lociStitched	chr11(.):62379014-62380666	1.7327
1_MACS_peak_4952_lociStitched	chr11(.):62388717-62390131	1.8041
1_MACS_peak_4953_lociStitched	chr11(.):62413243-62414230	3.1269
1_MACS_peak_4954_lociStitched	chr11(.):62419914-62421344	2.3414
1_MACS_peak_4955_lociStitched	chr11(.):62432084-62432700	1.1885
1_MACS_peak_4956_lociStitched	chr11(.):62438675-62440258	2.4154
1_MACS_peak_4957_lociStitched	chr11(.):62446031-62447031	2.782
1_MACS_peak_4958_lociStitched	chr11(.):62472847-62473859	1.3907
2_MACS_peak_4959_lociStitched	chr11(.):62476526-62477843	2.4127
2_MACS_peak_4961_lociStitched	chr11(.):62492670-62496640	2.402
1_MACS_peak_4963_lociStitched	chr11(.):62521140-62522267	2.4901
1_MACS_peak_4964_lociStitched	chr11(.):62528972-62529600	1.5336
1_MACS_peak_4965_lociStitched	chr11(.):62538248-62539474	2.6556
