GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
1_MACS_peak_7642_lociStitched	chr11(.):70630716-70631209	0.0649
1_MACS_peak_7643_lociStitched	chr11(.):70635355-70635923	0.0707
3_MACS_peak_7644_lociStitched	chr11(.):70642542-70645895	0.0847
8_MACS_peak_7647_lociStitched	chr11(.):70651819-70660421	0.0901
4_MACS_peak_7655_lociStitched	chr11(.):70663229-70669899	0.074
4_MACS_peak_7659_lociStitched	chr11(.):70671912-70681269	0.0649
1_MACS_peak_7663_lociStitched	chr11(.):70684538-70684888	0.0
6_MACS_peak_7664_lociStitched	chr11(.):70686328-70695306	0.0818
1_MACS_peak_7670_lociStitched	chr11(.):70696366-70697213	0.0286
1_MACS_peak_7671_lociStitched	chr11(.):70698986-70699438	0.0959
1_MACS_peak_7672_lociStitched	chr11(.):70706533-70706865	0.0173
1_MACS_peak_7673_lociStitched	chr11(.):70709511-70709928	0.0
2_MACS_peak_7674_lociStitched	chr11(.):70712565-70717320	0.0819
5_MACS_peak_7676_lociStitched	chr11(.):70721803-70726046	0.067
5_MACS_peak_7681_lociStitched	chr11(.):70728249-70732453	0.0782
2_MACS_peak_7686_lociStitched	chr11(.):70733945-70736475	0.0709
1_MACS_peak_7688_lociStitched	chr11(.):70748537-70748956	0.0868
1_MACS_peak_7689_lociStitched	chr11(.):70754123-70754427	0.0569
1_MACS_peak_7690_lociStitched	chr11(.):70759755-70760381	0.0665
1_MACS_peak_7691_lociStitched	chr11(.):70772380-70772818	0.0501
1_MACS_peak_7692_lociStitched	chr11(.):70781324-70781897	0.0585
1_MACS_peak_7693_lociStitched	chr11(.):70784083-70784431	0.0864
2_MACS_peak_7694_lociStitched	chr11(.):70794636-70795789	0.0488
1_MACS_peak_7696_lociStitched	chr11(.):70801474-70802460	0.0771
3_MACS_peak_7697_lociStitched	chr11(.):70805107-70807171	0.0793
2_MACS_peak_7700_lociStitched	chr11(.):70810818-70814146	0.0691
1_MACS_peak_7702_lociStitched	chr11(.):70815581-70815956	0.0808
3_MACS_peak_7703_lociStitched	chr11(.):70817270-70823761	0.0765
1_MACS_peak_7706_lociStitched	chr11(.):70830097-70830763	0.0804
1_MACS_peak_7707_lociStitched	chr11(.):70839026-70839584	0.0395
2_MACS_peak_7708_lociStitched	chr11(.):70842305-70843832	0.0722
2_MACS_peak_7710_lociStitched	chr11(.):70845895-70846862	0.0536
2_MACS_peak_7712_lociStitched	chr11(.):70848336-70849584	0.0694
3_MACS_peak_7714_lociStitched	chr11(.):70850985-70853326	0.0453
6_MACS_peak_7717_lociStitched	chr11(.):70856331-70860367	0.0774
1_MACS_peak_7723_lociStitched	chr11(.):70862186-70865565	0.0666
1_MACS_peak_7724_lociStitched	chr11(.):70876621-70877501	0.0551
1_MACS_peak_7725_lociStitched	chr11(.):70882497-70883071	0.0756
5_MACS_peak_7726_lociStitched	chr11(.):70890851-70896274	0.0689
4_MACS_peak_7731_lociStitched	chr11(.):70899544-70902583	0.0711
7_MACS_peak_7735_lociStitched	chr11(.):70904121-70912775	0.0698
2_MACS_peak_7742_lociStitched	chr11(.):70915865-70917136	0.0978
2_MACS_peak_7744_lociStitched	chr11(.):70918839-70922191	0.0915
5_MACS_peak_7746_lociStitched	chr11(.):70923561-70930264	0.0782
2_MACS_peak_7751_lociStitched	chr11(.):70933782-70935703	0.0801
9_MACS_peak_7753_lociStitched	chr11(.):70944449-70957556	0.0809
5_MACS_peak_7762_lociStitched	chr11(.):70958761-70969321	0.0732
9_MACS_peak_7767_lociStitched	chr11(.):70971694-70983541	0.089
1_MACS_peak_7776_lociStitched	chr11(.):70985119-70985595	0.1492
1_MACS_peak_7777_lociStitched	chr11(.):70990016-70990483	0.0623
2_MACS_peak_7778_lociStitched	chr11(.):70994067-70996508	0.0718
1_MACS_peak_7780_lociStitched	chr11(.):70997732-70998494	0.0865
3_MACS_peak_7781_lociStitched	chr11(.):71008938-71013606	0.0951
2_MACS_peak_7784_lociStitched	chr11(.):71016320-71017746	0.073
2_MACS_peak_7786_lociStitched	chr11(.):71023532-71025203	0.0871
5_MACS_peak_7788_lociStitched	chr11(.):71033235-71041151	0.0918
5_MACS_peak_7793_lociStitched	chr11(.):71047588-71057742	0.0787
2_MACS_peak_7798_lociStitched	chr11(.):71059184-71060670	0.0373
1_MACS_peak_7800_lociStitched	chr11(.):71062409-71063170	0.076
3_MACS_peak_7801_lociStitched	chr11(.):71067211-71069888	0.09
4_MACS_peak_7804_lociStitched	chr11(.):71076822-71081542	0.0764
1_MACS_peak_7808_lociStitched	chr11(.):71093235-71093960	0.1705
4_MACS_peak_7809_lociStitched	chr11(.):71095456-71104959	0.0761
3_MACS_peak_7813_lociStitched	chr11(.):71106253-71113039	0.0771
1_MACS_peak_7816_lociStitched	chr11(.):71115226-71116638	0.0655
1_MACS_peak_7817_lociStitched	chr11(.):71118395-71119135	0.044
1_MACS_peak_7818_lociStitched	chr11(.):71120329-71120831	0.1163
1_MACS_peak_7819_lociStitched	chr11(.):71124516-71124864	0.0645
2_MACS_peak_7820_lociStitched	chr11(.):71126095-71128143	0.0916
3_MACS_peak_7822_lociStitched	chr11(.):71129247-71132699	0.1099
1_MACS_peak_7825_lociStitched	chr11(.):71135950-71136509	0.1019
1_MACS_peak_7826_lociStitched	chr11(.):71139781-71140223	0.1234
1_MACS_peak_7827_lociStitched	chr11(.):71238456-71238934	0.1075
4_MACS_peak_7828_lociStitched	chr11(.):71248750-71254808	0.108
1_MACS_peak_7832_lociStitched	chr11(.):71256005-71257041	0.0744
2_MACS_peak_7833_lociStitched	chr11(.):71258434-71259988	0.0904
1_MACS_peak_7835_lociStitched	chr11(.):71274646-71276309	0.1594
2_MACS_peak_7836_lociStitched	chr11(.):71277815-71281215	0.1212
3_MACS_peak_7838_lociStitched	chr11(.):71288909-71294108	0.1149
1_MACS_peak_7841_lociStitched	chr11(.):71295968-71296370	0.1054
2_MACS_peak_7842_lociStitched	chr11(.):71950097-71953784	0.1177
1_MACS_peak_7844_lociStitched	chr11(.):71955849-71956311	0.094
1_MACS_peak_7845_lociStitched	chr11(.):72289384-72289862	0.0777
1_MACS_peak_7846_lociStitched	chr11(.):72291005-72297127	0.128
2_MACS_peak_7847_lociStitched	chr11(.):72299877-72302739	0.0929
4_MACS_peak_7849_lociStitched	chr11(.):72304569-72307461	0.0808
3_MACS_peak_7853_lociStitched	chr11(.):72308528-72311754	0.121
3_MACS_peak_7856_lociStitched	chr11(.):72312882-72318670	0.0667
3_MACS_peak_7859_lociStitched	chr11(.):72321576-72330948	0.094
4_MACS_peak_7862_lociStitched	chr11(.):72345197-72353533	0.0835
1_MACS_peak_7866_lociStitched	chr11(.):72364204-72364539	0.0484
4_MACS_peak_7867_lociStitched	chr11(.):72369130-72375427	0.0895
2_MACS_peak_7871_lociStitched	chr11(.):72380388-72382159	0.0894
1_MACS_peak_7873_lociStitched	chr11(.):72383259-72391050	0.0854
1_MACS_peak_7874_lociStitched	chr11(.):72492063-72492394	0.0397
1_MACS_peak_7875_lociStitched	chr11(.):73019268-73020487	0.1118
1_MACS_peak_7876_lociStitched	chr11(.):73356210-73357075	0.0647
2_MACS_peak_7877_lociStitched	chr11(.):73667930-73668789	0.0512
3_MACS_peak_7879_lociStitched	chr11(.):74440122-74443520	0.0871
1_MACS_peak_7882_lociStitched	chr11(.):74939591-74939928	0.0855
8_MACS_peak_7883_lociStitched	chr11(.):74946809-74955659	0.0711
1_MACS_peak_7891_lociStitched	chr11(.):74981660-74982073	0.0437
1_MACS_peak_7892_lociStitched	chr11(.):74988120-74988890	0.1206
1_MACS_peak_7893_lociStitched	chr11(.):74991369-74993203	0.1429
2_MACS_peak_7894_lociStitched	chr11(.):74994491-74995248	0.0762
1_MACS_peak_7896_lociStitched	chr11(.):75001299-75001754	0.1042
2_MACS_peak_7897_lociStitched	chr11(.):75061177-75064089	0.1354
2_MACS_peak_7899_lociStitched	chr11(.):75096509-75098480	0.1135
7_MACS_peak_7901_lociStitched	chr11(.):75141862-75164146	0.1074
2_MACS_peak_7908_lociStitched	chr11(.):75166841-75169202	0.0926
1_MACS_peak_7910_lociStitched	chr11(.):75174553-75174939	0.1101
2_MACS_peak_7911_lociStitched	chr11(.):75178000-75179272	0.0956
1_MACS_peak_7913_lociStitched	chr11(.):75234665-75242562	0.1334
1_MACS_peak_7914_lociStitched	chr11(.):75270430-75270783	0.0746
2_MACS_peak_7915_lociStitched	chr11(.):75272188-75275680	0.1185
1_MACS_peak_7917_lociStitched	chr11(.):75284348-75284793	0.0784
1_MACS_peak_7918_lociStitched	chr11(.):75293263-75293835	0.07
1_MACS_peak_7919_lociStitched	chr11(.):75377794-75381585	0.058
1_MACS_peak_7920_lociStitched	chr11(.):75388603-75391005	0.0974
1_MACS_peak_7921_lociStitched	chr11(.):75877310-75877731	0.0462
1_MACS_peak_7922_lociStitched	chr11(.):75879877-75880583	0.1024
1_MACS_peak_7923_lociStitched	chr11(.):75882377-75882816	0.1323
2_MACS_peak_7924_lociStitched	chr11(.):75894656-75896342	0.0802
1_MACS_peak_7926_lociStitched	chr11(.):75901862-75902466	0.1464
1_MACS_peak_7927_lociStitched	chr11(.):75912987-75913570	0.0873
1_MACS_peak_7928_lociStitched	chr11(.):75914781-75918853	0.1606
2_MACS_peak_7929_lociStitched	chr11(.):75920322-75923062	0.0814
3_MACS_peak_7931_lociStitched	chr11(.):75949642-75954689	0.0827
1_MACS_peak_7934_lociStitched	chr11(.):75961121-75962011	0.0706
2_MACS_peak_7935_lociStitched	chr11(.):75990256-75991812	0.0623
2_MACS_peak_7937_lociStitched	chr11(.):75993550-75995096	0.057
1_MACS_peak_7939_lociStitched	chr11(.):76031448-76032045	0.0986
3_MACS_peak_7940_lociStitched	chr11(.):76369429-76372512	0.0698
1_MACS_peak_7943_lociStitched	chr11(.):76379842-76382054	0.1826
1_MACS_peak_7944_lociStitched	chr11(.):76400336-76400736	0.1155
1_MACS_peak_7945_lociStitched	chr11(.):76421655-76422088	0.0663
1_MACS_peak_7946_lociStitched	chr11(.):76779368-76780991	0.0954
1_MACS_peak_7947_lociStitched	chr11(.):76782509-76782972	0.0769
1_MACS_peak_7948_lociStitched	chr11(.):76804340-76805167	0.0848
2_MACS_peak_7949_lociStitched	chr11(.):76811242-76812558	0.0942
2_MACS_peak_7951_lociStitched	chr11(.):76814369-76815663	0.108
1_MACS_peak_7953_lociStitched	chr11(.):76817322-76817651	0.0489
1_MACS_peak_7954_lociStitched	chr11(.):76818976-76819334	0.1022
1_MACS_peak_7955_lociStitched	chr11(.):78737359-78738055	0.1684
1_MACS_peak_7956_lociStitched	chr11(.):79147957-79151492	0.1498
1_MACS_peak_7957_lociStitched	chr11(.):79152579-79152972	0.0565
1_MACS_peak_7958_lociStitched	chr11(.):79154000-79154349	0.1013
1_MACS_peak_7959_lociStitched	chr11(.):94473383-94473736	0.0354
1_MACS_peak_7960_lociStitched	chr11(.):95238301-95239124	0.1891
1_MACS_peak_7961_lociStitched	chr11(.):95240388-95241134	0.1345
1_MACS_peak_7962_lociStitched	chr11(.):102429246-102429766	0.0367
2_MACS_peak_7963_lociStitched	chr11(.):102432051-102437424	0.1479
2_MACS_peak_7965_lociStitched	chr11(.):113929409-113930797	0.0493
1_MACS_peak_7967_lociStitched	chr11(.):113931968-113932655	0.1395
2_MACS_peak_7968_lociStitched	chr11(.):116450218-116452322	0.0701
1_MACS_peak_7970_lociStitched	chr11(.):116660972-116661765	0.153
2_MACS_peak_7971_lociStitched	chr11(.):117296995-117298573	0.1376
2_MACS_peak_7973_lociStitched	chr11(.):117300976-117302506	0.0715
6_MACS_peak_7975_lociStitched	chr11(.):117306650-117315375	0.0792
2_MACS_peak_7981_lociStitched	chr11(.):117328774-117331607	0.0596
2_MACS_peak_7983_lociStitched	chr11(.):117333461-117334638	0.0769
1_MACS_peak_7985_lociStitched	chr11(.):117345671-117346114	0.0652
2_MACS_peak_7986_lociStitched	chr11(.):117348337-117350020	0.0965
3_MACS_peak_7988_lociStitched	chr11(.):117351456-117356363	0.0807
2_MACS_peak_7991_lociStitched	chr11(.):117359292-117363321	0.1
10_MACS_peak_7993_lociStitched	chr11(.):117367254-117387212	0.0874
2_MACS_peak_8003_lociStitched	chr11(.):117388337-117389177	0.0898
1_MACS_peak_8005_lociStitched	chr11(.):117391298-117391968	0.0524
2_MACS_peak_8006_lociStitched	chr11(.):117394468-117396161	0.0717
5_MACS_peak_8008_lociStitched	chr11(.):117404454-117408575	0.0845
1_MACS_peak_8013_lociStitched	chr11(.):117410323-117410705	0.004
3_MACS_peak_8014_lociStitched	chr11(.):117415238-117418957	0.091
5_MACS_peak_8017_lociStitched	chr11(.):117426059-117431953	0.0747
1_MACS_peak_8022_lociStitched	chr11(.):117451023-117451470	0.0301
1_MACS_peak_8023_lociStitched	chr11(.):117458297-117458685	0.0768
3_MACS_peak_8024_lociStitched	chr11(.):117461243-117464125	0.0904
4_MACS_peak_8027_lociStitched	chr11(.):117470448-117474150	0.0764
2_MACS_peak_8031_lociStitched	chr11(.):117498132-117500295	0.0954
2_MACS_peak_8033_lociStitched	chr11(.):117502200-117503201	0.0715
2_MACS_peak_8035_lociStitched	chr11(.):117504501-117506260	0.0761
4_MACS_peak_8037_lociStitched	chr11(.):117510276-117516346	0.0796
2_MACS_peak_8041_lociStitched	chr11(.):117518858-117519611	0.0691
5_MACS_peak_8043_lociStitched	chr11(.):117520856-117527679	0.0792
1_MACS_peak_8048_lociStitched	chr11(.):117530130-117530664	0.1332
9_MACS_peak_8049_lociStitched	chr11(.):117531867-117542232	0.0765
5_MACS_peak_8058_lociStitched	chr11(.):117543504-117551396	0.0829
1_MACS_peak_8063_lociStitched	chr11(.):117552616-117552961	0.0457
2_MACS_peak_8064_lociStitched	chr11(.):117561884-117563227	0.0663
3_MACS_peak_8066_lociStitched	chr11(.):117569754-117571976	0.0558
2_MACS_peak_8069_lociStitched	chr11(.):117575496-117577024	0.107
3_MACS_peak_8071_lociStitched	chr11(.):117578805-117581020	0.0769
3_MACS_peak_8074_lociStitched	chr11(.):117585495-117588472	0.0803
1_MACS_peak_8077_lociStitched	chr11(.):117614308-117614675	0.045
3_MACS_peak_8078_lociStitched	chr11(.):117615986-117620853	0.0957
2_MACS_peak_8081_lociStitched	chr11(.):117624259-117625676	0.1237
1_MACS_peak_8083_lociStitched	chr11(.):117626940-117627338	0.0325
1_MACS_peak_8084_lociStitched	chr11(.):117630262-117630599	0.0533
1_MACS_peak_8085_lociStitched	chr11(.):117637675-117638705	0.1052
1_MACS_peak_8086_lociStitched	chr11(.):117642901-117643266	0.0612
9_MACS_peak_8087_lociStitched	chr11(.):117644352-117655406	0.0962
1_MACS_peak_8096_lociStitched	chr11(.):117656736-117657507	0.0319
3_MACS_peak_8097_lociStitched	chr11(.):117663009-117668881	0.0781
4_MACS_peak_8100_lociStitched	chr11(.):117692974-117701956	0.0934
1_MACS_peak_8104_lociStitched	chr11(.):117705011-117705527	0.0711
2_MACS_peak_8105_lociStitched	chr11(.):117707177-117711102	0.0883
4_MACS_peak_8107_lociStitched	chr11(.):117742161-117750890	0.0928
1_MACS_peak_8111_lociStitched	chr11(.):117949065-117949737	0.0943
4_MACS_peak_8112_lociStitched	chr11(.):118007023-118011228	0.1111
3_MACS_peak_8116_lociStitched	chr11(.):118013557-118017705	0.1508
6_MACS_peak_8119_lociStitched	chr11(.):118019503-118043350	0.0959
2_MACS_peak_8125_lociStitched	chr11(.):118044851-118047345	0.104
3_MACS_peak_8127_lociStitched	chr11(.):118082163-118089317	0.1648
2_MACS_peak_8130_lociStitched	chr11(.):118400269-118402191	0.0913
2_MACS_peak_8132_lociStitched	chr11(.):118476718-118482014	0.141
2_MACS_peak_8134_lociStitched	chr11(.):118491827-118492908	0.1184
2_MACS_peak_8136_lociStitched	chr11(.):118497321-118500507	0.0981
2_MACS_peak_8138_lociStitched	chr11(.):118502656-118505053	0.0892
1_MACS_peak_8140_lociStitched	chr11(.):118531648-118532072	0.1285
2_MACS_peak_8141_lociStitched	chr11(.):119018209-119022203	0.1232
3_MACS_peak_8143_lociStitched	chr11(.):119023263-119027567	0.1122
2_MACS_peak_8146_lociStitched	chr11(.):119056356-119059730	0.1135
2_MACS_peak_8148_lociStitched	chr11(.):119186211-119191102	0.1203
3_MACS_peak_8150_lociStitched	chr11(.):119210063-119222852	0.101
2_MACS_peak_8153_lociStitched	chr11(.):119224007-119226690	0.0796
5_MACS_peak_8155_lociStitched	chr11(.):119232834-119238909	0.0731
1_MACS_peak_8160_lociStitched	chr11(.):119242732-119244269	0.1128
1_MACS_peak_8161_lociStitched	chr11(.):119251190-119252141	0.1147
3_MACS_peak_8162_lociStitched	chr11(.):119290077-119294155	0.0835
2_MACS_peak_8165_lociStitched	chr11(.):119352463-119355458	0.0961
5_MACS_peak_8167_lociStitched	chr11(.):119359650-119369878	0.0862
1_MACS_peak_8172_lociStitched	chr11(.):119372488-119372889	0.0813
1_MACS_peak_8173_lociStitched	chr11(.):119380263-119380687	0.0688
4_MACS_peak_8174_lociStitched	chr11(.):119382027-119387656	0.0871
1_MACS_peak_8178_lociStitched	chr11(.):119389189-119389639	0.0835
3_MACS_peak_8179_lociStitched	chr11(.):119391478-119395473	0.0645
1_MACS_peak_8182_lociStitched	chr11(.):119398802-119399768	0.0961
1_MACS_peak_8183_lociStitched	chr11(.):119402761-119403881	0.0724
3_MACS_peak_8184_lociStitched	chr11(.):119453660-119456946	0.0973
3_MACS_peak_8187_lociStitched	chr11(.):119471968-119477624	0.0907
2_MACS_peak_8190_lociStitched	chr11(.):119483209-119485451	0.118
2_MACS_peak_8192_lociStitched	chr11(.):119486457-119489203	0.1187
5_MACS_peak_8194_lociStitched	chr11(.):119492170-119502825	0.0794
4_MACS_peak_8199_lociStitched	chr11(.):119504517-119510864	0.0754
1_MACS_peak_8203_lociStitched	chr11(.):119512106-119512601	0.0928
3_MACS_peak_8204_lociStitched	chr11(.):119513961-119516988	0.0643
1_MACS_peak_8207_lociStitched	chr11(.):119520118-119520499	0.0026
1_MACS_peak_8208_lociStitched	chr11(.):119625184-119625562	0.0704
1_MACS_peak_8209_lociStitched	chr11(.):119634128-119634562	0.1407
2_MACS_peak_8210_lociStitched	chr11(.):119647128-119648441	0.0656
1_MACS_peak_8212_lociStitched	chr11(.):119650258-119650793	0.0453
2_MACS_peak_8213_lociStitched	chr11(.):119666988-119668227	0.0763
1_MACS_peak_8215_lociStitched	chr11(.):119675706-119676098	0.0512
2_MACS_peak_8216_lociStitched	chr11(.):119678494-119680007	0.0618
1_MACS_peak_8218_lociStitched	chr11(.):119734732-119735292	0.0753
1_MACS_peak_8219_lociStitched	chr11(.):119741827-119742198	0.1239
2_MACS_peak_8220_lociStitched	chr11(.):119743991-119746378	0.0725
1_MACS_peak_8222_lociStitched	chr11(.):119779520-119779860	0.0135
1_MACS_peak_8223_lociStitched	chr11(.):119791691-119792532	0.0915
1_MACS_peak_8224_lociStitched	chr11(.):119850037-119850389	0.0459
1_MACS_peak_8225_lociStitched	chr11(.):119882331-119882738	0.0756
1_MACS_peak_8226_lociStitched	chr11(.):119897643-119899025	0.1346
1_MACS_peak_8227_lociStitched	chr11(.):119902146-119902965	0.0579
1_MACS_peak_8228_lociStitched	chr11(.):119930244-119930583	0.1038
2_MACS_peak_8229_lociStitched	chr11(.):119932638-119934761	0.0902
1_MACS_peak_8231_lociStitched	chr11(.):119954651-119955161	0.2114
1_MACS_peak_8232_lociStitched	chr11(.):119957265-119957550	0.0478
2_MACS_peak_8233_lociStitched	chr11(.):119966821-119970745	0.1016
1_MACS_peak_8235_lociStitched	chr11(.):119973413-119973754	0.0682
9_MACS_peak_8236_lociStitched	chr11(.):119974915-119990334	0.0968
1_MACS_peak_8245_lociStitched	chr11(.):119993154-119993771	0.0596
1_MACS_peak_8246_lociStitched	chr11(.):119995349-119995665	0.0555
3_MACS_peak_8247_lociStitched	chr11(.):119997555-120000579	0.0975
1_MACS_peak_8250_lociStitched	chr11(.):120002136-120003056	0.0711
1_MACS_peak_8251_lociStitched	chr11(.):120005061-120005922	0.1347
1_MACS_peak_8252_lociStitched	chr11(.):120007770-120008380	0.0998
2_MACS_peak_8253_lociStitched	chr11(.):120039895-120042718	0.0886
1_MACS_peak_8255_lociStitched	chr11(.):120052754-120053116	0.0252
1_MACS_peak_8256_lociStitched	chr11(.):121109552-121110248	0.1033
3_MACS_peak_8257_lociStitched	chr11(.):122847637-122852439	0.0813
1_MACS_peak_8260_lociStitched	chr11(.):123065298-123065660	0.0513
3_MACS_peak_8261_lociStitched	chr11(.):123449220-123452365	0.159
3_MACS_peak_8264_lociStitched	chr11(.):124707926-124715248	0.1165
5_MACS_peak_8267_lociStitched	chr11(.):124734496-124740512	0.0974
1_MACS_peak_8272_lociStitched	chr11(.):125035509-125036842	0.1433
1_MACS_peak_8273_lociStitched	chr11(.):125133293-125133888	0.0884
1_MACS_peak_8274_lociStitched	chr11(.):125275815-125276186	0.0863
1_MACS_peak_8275_lociStitched	chr11(.):125278877-125279385	0.1056
1_MACS_peak_8276_lociStitched	chr11(.):125365122-125365713	0.0973
1_MACS_peak_8277_lociStitched	chr11(.):126869405-126869963	0.0951
1_MACS_peak_8278_lociStitched	chr11(.):128556463-128556920	0.0792
2_MACS_peak_8279_lociStitched	chr11(.):130295685-130300449	0.1058
1_MACS_peak_8281_lociStitched	chr11(.):133374173-133374694	0.0484
1_MACS_peak_8282_lociStitched	chr11(.):133791123-133791465	0.0752
1_MACS_peak_8283_lociStitched	chr11(.):133794305-133797603	0.1143
1_MACS_peak_8284_lociStitched	chr11(.):133799503-133800553	0.0914
1_MACS_peak_8285_lociStitched	chr11(.):133802378-133803046	0.1046
3_MACS_peak_8286_lociStitched	chr11(.):133804836-133808977	0.063
1_MACS_peak_8289_lociStitched	chr11(.):133812707-133813075	0.099
1_MACS_peak_8290_lociStitched	chr11(.):133815733-133816117	0.0865
2_MACS_peak_8291_lociStitched	chr11(.):133820608-133821625	0.0419
2_MACS_peak_8293_lociStitched	chr11(.):133824190-133826252	0.0759
1_MACS_peak_8295_lociStitched	chr11(.):133853483-133854290	0.0772
3_MACS_peak_8296_lociStitched	chr11(.):133856957-133859436	0.0642
1_MACS_peak_8299_lociStitched	chr11(.):133867545-133867923	0.0824
1_MACS_peak_8300_lociStitched	chr11(.):133888311-133888746	0.0737
1_MACS_peak_8301_lociStitched	chr11(.):133894896-133895400	0.0724
1_MACS_peak_8302_lociStitched	chr11(.):133896688-133897020	0.0223
1_MACS_peak_8303_lociStitched	chr11(.):133901619-133903375	0.0755
2_MACS_peak_8304_lociStitched	chr11(.):133916810-133917643	0.1109
2_MACS_peak_8306_lociStitched	chr11(.):134212549-134215551	0.0814
1_MACS_peak_8308_lociStitched	chr11(.):134220151-134220613	0.1179
4_MACS_peak_8309_lociStitched	chr11(.):134229112-134233974	0.1048
1_MACS_peak_8313_lociStitched	chr11(.):134238488-134238875	0.0961
2_MACS_peak_8314_lociStitched	chr11(.):134240296-134242039	0.0465
2_MACS_peak_8316_lociStitched	chr11(.):134243713-134244946	0.0608
1_MACS_peak_8318_lociStitched	chr11(.):134255093-134255445	0.0435
1_MACS_peak_8319_lociStitched	chr11(.):134274970-134275291	0.0223
1_MACS_peak_8320_lociStitched	chr11(.):134282718-134283524	0.0769
2_MACS_peak_8321_lociStitched	chr11(.):134289413-134290969	0.097
1_MACS_peak_8323_lociStitched	chr11(.):134318146-134318497	0.1018
1_MACS_peak_8324_lociStitched	chr11(.):134338503-134339030	0.104
1_MACS_peak_8325_lociStitched	chr11(.):134374567-134374900	0.0268
1_MACS_peak_8326_lociStitched	chr11(.):134383504-134383868	0.0559
2_MACS_peak_8327_lociStitched	chr11(.):134399559-134401330	0.0571
1_MACS_peak_8329_lociStitched	chr11(.):134402810-134403288	0.0441
1_MACS_peak_8330_lociStitched	chr11(.):134709244-134710297	0.0698
1_MACS_peak_8331_lociStitched	chr11(.):134715280-134715599	0.0073
1_MACS_peak_8332_lociStitched	chr11(.):134752967-134753613	0.0819
1_MACS_peak_8333_lociStitched	chr11(.):134757455-134757914	0.0282
1_MACS_peak_8334_lociStitched	chr11(.):134776249-134777191	0.1163
1_MACS_peak_8335_lociStitched	chr11(.):134844807-134845166	0.0426
1_MACS_peak_8336_lociStitched	chr11(.):134850234-134850628	0.0976
1_MACS_peak_8337_lociStitched	chr11(.):134924770-134925152	0.0316
1_MACS_peak_8338_lociStitched	chr12(.):59979-62524	0.1189
1_MACS_peak_8339_lociStitched	chr12(.):64486-74086	0.2073
4_MACS_peak_8340_lociStitched	chr12(.):145717-169210	0.2168
9_MACS_peak_8344_lociStitched	chr12(.):171725-188266	0.138
3_MACS_peak_8353_lociStitched	chr12(.):189268-192337	0.1026
4_MACS_peak_8356_lociStitched	chr12(.):207393-210834	0.0954
1_MACS_peak_8360_lociStitched	chr12(.):233939-234737	0.1013
2_MACS_peak_8361_lociStitched	chr12(.):244212-246567	0.1178
3_MACS_peak_8363_lociStitched	chr12(.):249134-251346	0.0619
1_MACS_peak_8366_lociStitched	chr12(.):258491-259094	0.1017
1_MACS_peak_8367_lociStitched	chr12(.):261081-261469	0.0537
1_MACS_peak_8368_lociStitched	chr12(.):264846-265534	0.1133
1_MACS_peak_8369_lociStitched	chr12(.):269657-270001	0.003
3_MACS_peak_8370_lociStitched	chr12(.):281756-284090	0.0908
3_MACS_peak_8373_lociStitched	chr12(.):299011-305338	0.1015
1_MACS_peak_8376_lociStitched	chr12(.):313423-313786	0.0238
1_MACS_peak_8377_lociStitched	chr12(.):323837-324418	0.1152
1_MACS_peak_8378_lociStitched	chr12(.):327560-327927	0.0423
2_MACS_peak_8379_lociStitched	chr12(.):329928-332732	0.0632
2_MACS_peak_8381_lociStitched	chr12(.):333831-335664	0.081
4_MACS_peak_8383_lociStitched	chr12(.):337124-339790	0.0581
2_MACS_peak_8387_lociStitched	chr12(.):345555-346571	0.0868
1_MACS_peak_8389_lociStitched	chr12(.):348054-348384	0.0301
2_MACS_peak_8390_lociStitched	chr12(.):568034-571771	0.113
1_MACS_peak_8392_lociStitched	chr12(.):632529-632926	0.0236
4_MACS_peak_8393_lociStitched	chr12(.):650294-657747	0.1138
1_MACS_peak_8397_lociStitched	chr12(.):661450-661776	0.0226
3_MACS_peak_8398_lociStitched	chr12(.):667398-670692	0.0858
3_MACS_peak_8401_lociStitched	chr12(.):1906120-1908480	0.1202
15_MACS_peak_8404_lociStitched	chr12(.):1920540-1956190	0.0822
1_MACS_peak_8419_lociStitched	chr12(.):1992344-1992734	0.0315
2_MACS_peak_8420_lociStitched	chr12(.):2035949-2037036	0.0406
1_MACS_peak_8422_lociStitched	chr12(.):2162459-2162936	0.0813
1_MACS_peak_8423_lociStitched	chr12(.):2629168-2630124	0.4305
1_MACS_peak_8424_lociStitched	chr12(.):2714925-2715483	0.0313
2_MACS_peak_8425_lociStitched	chr12(.):2732016-2733724	0.0722
2_MACS_peak_8427_lociStitched	chr12(.):2758114-2760413	0.0567
3_MACS_peak_8429_lociStitched	chr12(.):2786430-2790840	0.0631
2_MACS_peak_8432_lociStitched	chr12(.):3069046-3070281	0.1009
1_MACS_peak_8434_lociStitched	chr12(.):3141645-3142004	0.065
1_MACS_peak_8435_lociStitched	chr12(.):3147969-3148318	0.0539
1_MACS_peak_8436_lociStitched	chr12(.):3156225-3156644	0.0
2_MACS_peak_8437_lociStitched	chr12(.):3180808-3182749	0.0705
1_MACS_peak_8439_lociStitched	chr12(.):3184640-3185091	0.0437
1_MACS_peak_8440_lociStitched	chr12(.):3186576-3187993	0.0918
1_MACS_peak_8441_lociStitched	chr12(.):3195228-3195609	0.0234
