GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_002168	chr15(.):90622211-90650708	0.1645
NM_015914	chr16(.):11767942-11841648	0.2166
NM_000336	chr16(.):23308590-23397620	0.1525
NM_000078	chr16(.):56990834-57022756	0.1294
NM_012320	chr16(.):68274246-68299961	0.1909
NM_032821	chr16(.):70836288-71269569	0.189
NM_018052	chr16(.):70716341-70840061	0.119
NM_002661	chr16(.):81807929-81996899	0.0617
NM_003498	chr16(.):11757288-11778015	0.2008
NM_001130007	chr16(.):11956984-12015519	0.1177
NM_001130006	chr16(.):11956984-12014825	0.1171
NM_001192	chr16(.):12053963-12066925	0.2392
NM_032167	chr16(.):12065601-12152141	0.127
NM_001126108	chr16(.):56894118-56954762	0.1652
NM_001010989	chr16(.):56960747-56982793	0.2319
NM_032206	chr16(.):57018409-57122436	0.1241
NM_001172643	chr16(.):66536905-66589194	0.1625
NM_001172644	chr16(.):66536905-66589315	0.1626
NM_052999	chr16(.):66595349-66618038	0.1014
NM_181641	chr16(.):66581471-66604971	0.144
NM_181271	chr16(.):66595293-66618038	0.1013
NM_001040138	chr16(.):66581465-66605154	0.1437
NM_024939	chr16(.):68257449-68275136	0.1318
NM_001184824	chr16(.):68339876-68396169	0.1275
NM_003983	chr16(.):68293422-68340722	0.1656
NM_032178	chr16(.):68329517-68349868	0.1318
NR_034083	chr16(.):70783962-70812154	0.1002
NM_003342	chr17(.):4167511-4274969	0.1177
NM_183232	chr17(.):37916198-38025441	0.1624
NM_003726	chr17(.):46205801-46512594	0.1237
NM_030802	chr17(.):47782686-47846518	0.1544
NM_001433	chr17(.):62115389-62212502	0.1964
NM_014960	chr17(.):66250322-66422000	0.1015
NM_001163075	chr17(.):76137433-76167364	0.161
NM_017456	chr17(.):76665129-76783376	0.1671
NM_006613	chr17(.):18918989-18955336	0.1382
NM_001102664	chr17(.):19135689-19245028	0.1264
NR_031591	chr17(.):19242818-19252887	0.0914
NM_002981	chr17(.):32682398-32695252	0.1801
NM_005408	chr17(.):32678470-32690629	0.1286
NM_005623	chr17(.):32641065-32653421	0.1079
NM_002983	chr17(.):34410602-34422506	0.2375
NM_002988	chr17(.):34386642-34403841	0.129
NM_002984	chr17(.):34426219-34438014	0.2626
NM_021006	chr17(.):34517267-34529156	0.3105
NM_001001418	chr17(.):34576084-34597027	0.2507
NM_001001435	chr17(.):34533467-34545274	0.295
NM_001001437	chr17(.):34517267-34529147	0.3105
NM_001001417	chr17(.):34488060-34508988	0.2559
NM_021006	chr17(.):34618841-34630730	0.3081
NM_001001437	chr17(.):34618841-34630721	0.3076
NM_001001435	chr17(.):34635033-34646840	0.3241
NM_001001418	chr17(.):34741118-34813091	0.2016
NM_005310	chr17(.):37889186-37908538	0.1177
NM_001030002	chr17(.):37889589-37908538	0.1175
NM_032339	chr17(.):37880408-37891788	0.1193
NM_001145301	chr17(.):38469472-38518895	0.1505
NM_152219	chr17(.):38511904-38525945	0.1048
NM_000964	chr17(.):38460422-38518895	0.1534
NM_001024809	chr17(.):38493270-38518895	0.1094
NM_001254	chr17(.):38439145-38464413	0.152
NM_005827	chr17(.):47773689-47790282	0.1483
NM_001199155	chr17(.):47860980-47911458	0.1239
NM_000250	chr17(.):56342216-56363296	0.1218
NM_004758	chr17(.):56373593-56411152	0.1603
NM_003168	chr17(.):56417538-56434563	0.1998
NR_029683	chr17(.):56403592-56413679	0.2879
NR_004380	chr17(.):62218437-62228517	0.1694
NR_002995	chr17(.):62218698-62228831	0.173
NR_027283	chr17(.):66189800-66201443	0.1156
NM_016627	chr17(.):66239144-66258305	0.1594
NR_027058	chr17(.):75079724-75096068	0.2113
NR_003013	chr17(.):75080388-75090575	0.2332
NM_001143998	chr17(.):75132004-75218181	0.1774
NM_001144001	chr17(.):75176294-75218181	0.1715
NM_152468	chr17(.):76121858-76144049	0.1834
NM_007267	chr17(.):76103998-76133488	0.1462
NM_001127198	chr17(.):76103998-76129861	0.1411
NM_001010982	chr17(.):76178436-76208782	0.1086
NM_003258	chr17(.):76165159-76188285	0.1674
NM_004710	chr17(.):76159670-76174009	0.2009
NM_001145526	chr17(.):76178442-76208782	0.1086
NR_027083	chr17(.):76178397-76198641	0.1137
NM_181482	chr18(.):13213785-13657753	0.0823
NM_004338	chr18(.):13615866-13657753	0.0753
NM_001003675	chr18(.):13606664-13657753	0.0947
NM_000633	chr18(.):60785578-60991613	0.1476
NM_003199	chr18(.):52884561-53260860	0.1103
NM_021074	chr18(.):9097627-9139343	0.1986
NM_001039846	chr19(.):2091867-2104583	0.2154
NM_001164605	chr19(.):35640844-35665788	0.1128
NR_028406	chr19(.):35640671-35665788	0.1121
NM_052847	chr19(.):2506217-2707746	0.1764
NM_020714	chr19(.):12681919-12726623	0.1163
NM_032855	chr19(.):16239837-16274377	0.2038
NM_021235	chr19(.):16467407-16587762	0.1321
NM_006387	chr19(.):16623699-16658263	0.1027
NM_006801	chr19(.):48880826-48899810	0.1804
NM_006184	chr19(.):49398306-49431540	0.1145
NM_017572	chr19(.):2032469-2056243	0.1864
NM_130807	chr19(.):2066034-2101269	0.2788
NM_153358	chr19(.):12716731-12745676	0.1406
NM_005370	chr19(.):16217489-16249445	0.1702
NM_032493	chr19(.):16303664-16351156	0.0962
NM_054113	chr19(.):16267178-16289286	0.1457
NM_014077	chr19(.):16291234-16307857	0.1234
NM_016270	chr19(.):16430650-16443339	0.1711
NM_032207	chr19(.):16602204-16637163	0.1049
NM_145046	chr19(.):16584874-16612003	0.101
NM_024881	chr19(.):16655647-16688193	0.114
NM_004831	chr19(.):16680717-16744015	0.1667
NM_015925	chr19(.):35734558-35763867	0.1211
NM_152481	chr19(.):35710703-35724628	0.0909
NM_003407	chr19(.):39892486-39905045	0.2128
NM_003169	chr19(.):39931287-39972308	0.1339
NM_001130825	chr19(.):39931185-39972308	0.1343
NM_019088	chr19(.):39871269-39886679	0.129
NM_017592	chr19(.):39876962-39896203	0.1854
NM_001020	chr19(.):39918846-39931618	0.1838
NM_022835	chr19(.):39898749-39924055	0.1498
NM_001098506	chr19(.):42077530-42098197	0.1279
NM_018273	chr19(.):48830615-48872186	0.1396
NM_012451	chr19(.):48862650-48884634	0.1672
NM_000836	chr19(.):48893131-48953188	0.1269
NM_016246	chr19(.):49311273-49344934	0.1251
NM_014330	chr19(.):49370648-49384319	0.1766
NM_001161354	chr19(.):49335353-49376884	0.1136
NM_003323	chr19(.):49379221-49406996	0.1402
NM_001042472	chr20(.):25275849-25376477	0.1322
NM_015600	chr20(.):25270378-25376477	0.1334
NM_001191	chr20(.):30247260-30315656	0.1989
NM_015568	chr20(.):37429347-37556667	0.1313
NM_032883	chr20(.):42539781-42703254	0.1377
NM_001098798	chr20(.):42569535-42703254	0.1385
NM_001098797	chr20(.):42538491-42703254	0.1379
NM_001161841	chr20(.):46281149-46420360	0.1188
NM_018837	chr20(.):46281149-46419808	0.1187
NM_183425	chr20(.):55961462-55989386	0.1593
NM_080618	chr20(.):56067223-56105154	0.1124
NM_002862	chr20(.):25223705-25283648	0.1319
NM_012112	chr20(.):30321903-30394603	0.1174
NM_030919	chr20(.):37549954-37586703	0.1135
NM_001015885	chr20(.):55921617-55958519	0.1191
NM_003610	chr20(.):55921144-55958519	0.1199
NM_001190472	chr20(.):55928495-55939878	0.1122
NM_001160419	chr20(.):56182946-56200632	0.1449
NM_001160418	chr20(.):56173901-56200632	0.1335
NM_175573	chr20(.):60873026-60888918	0.0978
NM_005560	chr20(.):60879120-60947368	0.0952
NM_001024	chr20(.):60957120-60968576	0.1469
NM_001389	chr21(.):41379342-42224039	0.1399
NM_001033515	chr21(.):9902193-9973585	0.2121
NM_001754	chr21(.):36155097-36426595	0.1678
NM_001146078	chr21(.):37827919-37919898	0.1441
NM_001146077	chr21(.):37827919-37953867	0.1411
NM_016818	chr21(.):43634266-43722354	0.179
NM_173568	chr21(.):43486425-43568105	0.182
NM_207174	chr21(.):43635007-43722354	0.1796
NM_207629	chr21(.):43631186-43722354	0.178
NM_207627	chr21(.):43614798-43722354	0.1737
NM_207628	chr21(.):43614921-43722354	0.1738
NM_001199527	chr21(.):43478067-43568105	0.1982
NM_003683	chr21(.):45204417-45228983	0.1806
NM_001100421	chr21(.):19156283-19196703	0.1557
NM_000629	chr21(.):34692213-34737128	0.2324
NM_005534	chr21(.):34770201-34814828	0.1855
NR_026812	chr21(.):36405232-36416723	0.1493
NR_027273	chr21(.):43437112-43450060	0.1696
NR_027243	chr21(.):43517243-43533644	0.1779
NM_000394	chr21(.):44584140-44597913	0.2482
NM_003681	chr21(.):45133977-45187188	0.175
NM_000100	chr21(.):45188830-45201259	0.2336
NR_026961	chr21(.):45220638-45237448	0.1434
NM_005049	chr21(.):45522207-45556063	0.148
NM_198155	chr21(.):45548493-45570605	0.2293
NM_004327	chr22(.):23517551-23665224	0.1211
NM_014433	chr22(.):23396592-23489241	0.1245
NM_001887	chr22(.):26990361-27018991	0.1673
NM_007194	chr22(.):29078730-29142822	0.1001
NM_001178126	chr22(.):23224959-23243013	0.1916
NM_004914	chr22(.):23482512-23511531	0.1611
NM_001024938	chr22(.):24194058-24232725	0.1026
NM_002415	chr22(.):24231564-24242409	0.1512
NM_001024939	chr22(.):24195040-24232725	0.1025
NM_001002862	chr22(.):24171689-24186199	0.1726
NM_000675	chr22(.):24818529-24843325	0.1432
NR_028484	chr22(.):24820177-24895783	0.1218
NM_001008566	chr22(.):26916713-26966370	0.1263
NM_003595	chr22(.):26916713-26991089	0.1413
NR_003491	chr22(.):27048445-27077440	0.1447
NM_001886	chr22(.):27012927-27031636	0.1252
NM_172002	chr22(.):29133042-29158496	0.1391
NM_173510	chr22(.):29163661-29190283	0.135
NM_001079539	chr22(.):29185547-29201560	0.2065
NM_005488	chr22(.):35690796-35748987	0.1477
NM_001135729	chr22(.):35690267-35748987	0.1472
NR_037471	chr22(.):35726632-35736751	0.0918
NR_002821	chr22(.):38735669-38799931	0.1431
NM_004981	chr22(.):38817332-38845033	0.0974
NM_004900	chr22(.):39373404-39393783	0.1472
NM_001193289	chr22(.):39348526-39393783	0.1478
NM_152426	chr22(.):39412117-39434256	0.1423
NM_014508	chr22(.):39405264-39419825	0.1623
NM_015703	chr22(.):42899340-42920829	0.1472
NR_027786	chr22(.):42891584-42913566	0.1129
NM_014509	chr22(.):42944924-42975388	0.1254
NR_002184	chr22(.):42964265-42983017	0.1069
