#JJN3_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/JJN3_H3K27ac_ROSE/JJN3_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by JJN3_jia.bam
#Using cutoff of 25157.466 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isStretch
2_MACS_peak_10956_lociStitched	chr19	16694069	16706754	2	10112	51417.379	303	1
4_MACS_peak_8890_lociStitched	chr17	8088781	8104155	4	10092	21705.0132	304	1
3_MACS_peak_18799_lociStitched	chr5	151124539	151139044	3	10080	23350.149	305	1
2_MACS_peak_16241_lociStitched	chr3	156391335	156404067	2	10078	23559.2928	306	1
1_MACS_peak_903_lociStitched	chr1	87792961	87803037	1	10077	34769.2532	307	1
7_MACS_peak_5121_lociStitched	chr12	87324677	87336594	7	10072	5832.1798	308	1
1_MACS_peak_21081_lociStitched	chr7	50343101	50353153	1	10053	24836.4816	309	1
2_MACS_peak_21171_lociStitched	chr7	71865303	71878166	2	10049	40118.4107	310	1
2_MACS_peak_3670_lociStitched	chr11	62223509	62233682	2	10045	35545.4793	311	1
1_MACS_peak_9310_lociStitched	chr17	40825775	40835810	1	10036	39649.2885	312	1
8_MACS_peak_16918_lociStitched	chr4	66388850	66407740	8	10029	6957.187	313	1
3_MACS_peak_11936_lociStitched	chr2	26979752	26996302	3	10025	22122.385	314	1
3_MACS_peak_24429_lociStitched	chrX	48768143	48778577	3	9996	18561.0426	315	1
4_MACS_peak_14441_lociStitched	chr21	44724831	44735763	4	9993	26592.09	316	1
2_MACS_peak_16281_lociStitched	chr3	160471898	160484558	2	9971	23786.874	317	1
2_MACS_peak_20858_lociStitched	chr7	25979491	25992614	2	9960	77282.6593	318	1
3_MACS_peak_20824_lociStitched	chr7	23040054	23054733	3	9944	17125.9893	319	1
1_MACS_peak_22123_lociStitched	chr8	26428101	26438038	1	9938	48582.9867	320	1
1_MACS_peak_22484_lociStitched	chr8	72266198	72276124	1	9927	24378.256	321	1
2_MACS_peak_15981_lociStitched	chr3	124502160	124512660	2	9921	18886.35	322	1
3_MACS_peak_17757_lociStitched	chr5	10594833	10609268	3	9909	18563.41	323	1
2_MACS_peak_15165_lociStitched	chr3	13364776	13375791	2	9896	17018.175	324	1
3_MACS_peak_10138_lociStitched	chr18	25746931	25758416	3	9894	12524.3925	325	1
3_MACS_peak_5751_lociStitched	chr13	38433688	38445966	3	9892	9532.6392	326	1
2_MACS_peak_8341_lociStitched	chr16	57568754	57579610	2	9872	28780.3416	327	1
2_MACS_peak_24013_lociStitched	chr9	132646239	132657922	2	9866	24856.7508	328	1
5_MACS_peak_4672_lociStitched	chr12	26424017	26442069	5	9866	13502.896	329	1
3_MACS_peak_18567_lociStitched	chr5	131791356	131803934	3	9857	20339.8838	330	1
1_MACS_peak_4075_lociStitched	chr11	98889580	98899427	1	9848	11641.1234	331	1
2_MACS_peak_7501_lociStitched	chr15	75352852	75363983	2	9829	25813.9021	332	1
1_MACS_peak_2847_lociStitched	chr10	81000919	81010737	1	9819	35186.7302	333	1
4_MACS_peak_10098_lociStitched	chr18	20805636	20823422	4	9819	16476.9504	334	1
1_MACS_peak_18406_lociStitched	chr5	109024411	109034219	1	9809	21433.4224	335	1
3_MACS_peak_4235_lociStitched	chr11	118963716	118979608	3	9799	36031.9316	336	1
5_MACS_peak_4419_lociStitched	chr12	4250152	4264025	5	9795	11015.162	337	1
2_MACS_peak_8569_lociStitched	chr16	80612681	80626312	2	9794	22605.6504	338	1
1_MACS_peak_1418_lociStitched	chr1	154970255	154980043	1	9789	109625.6	339	1
1_MACS_peak_20108_lociStitched	chr6	108878214	108887983	1	9770	46687.0279	340	1
3_MACS_peak_19427_lociStitched	chr6	30646820	30659303	3	9760	40026.7395	341	1
3_MACS_peak_12806_lociStitched	chr2	145267596	145282582	3	9758	30487.5184	342	1
3_MACS_peak_11279_lociStitched	chr19	41106713	41121013	3	9757	14094.08	343	1
2_MACS_peak_22425_lociStitched	chr8	66856260	66866203	2	9741	19536.0064	344	1
3_MACS_peak_12456_lociStitched	chr2	87806213	87817608	3	9737	15738.774	345	1
5_MACS_peak_12033_lociStitched	chr2	38819341	38831501	5	9713	14958.016	346	1
1_MACS_peak_4753_lociStitched	chr12	40007356	40017062	1	9707	22355.8298	347	1
3_MACS_peak_6652_lociStitched	chr14	74219458	74229807	3	9671	21813.6222	348	1
4_MACS_peak_20598_lociStitched	chr7	552776	566293	4	9651	12616.7678	349	1
2_MACS_peak_12639_lociStitched	chr2	112455606	112466066	2	9642	17189.964	350	1
1_MACS_peak_20867_lociStitched	chr7	26190888	26200516	1	9629	94269.6736	351	1
1_MACS_peak_17668_lociStitched	chr5	1310996	1320617	1	9622	76609.1367	352	1
1_MACS_peak_3460_lociStitched	chr11	22685001	22694608	1	9608	39772.98	353	1
1_MACS_peak_3610_lociStitched	chr11	58339338	58348903	1	9566	66464.3155	354	1
2_MACS_peak_24231_lociStitched	chrX	13015368	13027763	2	9556	11056.34	355	1
1_MACS_peak_23816_lociStitched	chr9	117258713	117268267	1	9555	23223.8632	356	1
1_MACS_peak_2878_lociStitched	chr10	89619948	89629494	1	9547	40257.3912	357	1
2_MACS_peak_13769_lociStitched	chr20	25268697	25282571	2	9539	23610.7732	358	1
2_MACS_peak_9861_lociStitched	chr17	78228061	78240102	2	9537	23289.7022	359	1
2_MACS_peak_7115_lociStitched	chr15	36691058	36700629	2	9525	7451.9806	360	1
1_MACS_peak_22964_lociStitched	chr8	129134757	129144269	1	9513	18872.7592	361	1
1_MACS_peak_3782_lociStitched	chr11	65335976	65345486	1	9511	39143.16	362	1
2_MACS_peak_23617_lociStitched	chr9	94180437	94192486	2	9481	24230.539	363	1
3_MACS_peak_23938_lociStitched	chr9	130531935	130549423	3	9474	31016.7168	364	1
2_MACS_peak_9447_lociStitched	chr17	48224359	48233852	2	9468	22835.4115	365	1
3_MACS_peak_13968_lociStitched	chr20	43587522	43601339	3	9464	17040.5061	366	1
2_MACS_peak_24877_lociStitched	chrX	153569116	153580888	2	9458	20455.0272	367	1
3_MACS_peak_10410_lociStitched	chr18	60851672	60862620	3	9449	18098.1388	368	1
1_MACS_peak_21065_lociStitched	chr7	47513460	47522895	1	9436	48935.571	369	1
1_MACS_peak_1966_lociStitched	chr1	209275093	209284507	1	9415	21356.6004	370	1
2_MACS_peak_17042_lociStitched	chr4	79686959	79700357	2	9395	36092.8722	371	1
1_MACS_peak_5536_lociStitched	chr12	125397585	125406972	1	9388	48335.5404	372	1
1_MACS_peak_21374_lociStitched	chr7	92458021	92467407	1	9387	53168.8742	373	1
2_MACS_peak_12287_lociStitched	chr2	68645587	68656274	2	9367	12400.1261	374	1
3_MACS_peak_20523_lociStitched	chr6	159453800	159466796	3	9363	10781.4816	375	1
2_MACS_peak_1859_lociStitched	chr1	200984909	200995464	2	9362	45614.488	376	1
1_MACS_peak_16192_lociStitched	chr3	150314429	150323781	1	9353	34516.3616	377	1
3_MACS_peak_10544_lociStitched	chr19	1236939	1251526	3	9352	28713.0508	378	1
2_MACS_peak_22724_lociStitched	chr8	101440445	101453055	2	9350	27598.246	379	1
4_MACS_peak_16799_lociStitched	chr4	38307327	38322343	4	9347	14951.4312	380	1
3_MACS_peak_22049_lociStitched	chr8	18702636	18712930	3	9342	14536.1574	381	1
2_MACS_peak_1537_lociStitched	chr1	161144937	161157342	2	9339	27976.9965	382	1
3_MACS_peak_7003_lociStitched	chr14	106207819	106217786	3	9337	53296.5391	383	1
3_MACS_peak_22283_lociStitched	chr8	42742562	42754229	3	9312	30091.5264	384	1
3_MACS_peak_15029_lociStitched	chr22	50352911	50364844	3	9304	37387.2823	385	1
2_MACS_peak_17729_lociStitched	chr5	6711605	6723477	2	9298	49563.2256	386	1
1_MACS_peak_5855_lociStitched	chr13	50696963	50706244	1	9282	60968.7452	387	1
5_MACS_peak_3777_lociStitched	chr11	65306857	65326671	5	9266	21642.8322	388	1
3_MACS_peak_18907_lociStitched	chr5	171601103	171616039	3	9262	22958.1256	389	1
1_MACS_peak_10481_lociStitched	chr18	72917297	72926554	1	9258	153086.7118	390	1
3_MACS_peak_16369_lociStitched	chr3	176859400	176870276	3	9257	23041.8936	391	1
3_MACS_peak_17781_lociStitched	chr5	14663135	14677641	3	9250	26422.679	392	1
2_MACS_peak_21028_lociStitched	chr7	44671478	44680759	2	9242	27072.677	393	1
5_MACS_peak_3622_lociStitched	chr11	59316290	59334105	5	9238	11960.991	394	1
2_MACS_peak_12191_lociStitched	chr2	60775388	60784684	2	9229	24635.3296	395	1
1_MACS_peak_10322_lociStitched	chr18	52983174	52992399	1	9226	40188.7125	396	1
5_MACS_peak_20722_lociStitched	chr7	9221981	9236461	5	9225	9716.08	397	1
3_MACS_peak_4441_lociStitched	chr12	6712173	6723835	3	9213	16627.6796	398	1
1_MACS_peak_18876_lociStitched	chr5	163722903	163732111	1	9209	8260.4968	399	1
1_MACS_peak_14615_lociStitched	chr22	23269720	23278926	1	9207	15251.5802	400	1
1_MACS_peak_19705_lociStitched	chr6	45162225	45171424	1	9200	12380.9341	401	1
2_MACS_peak_1247_lociStitched	chr1	145469500	145479425	2	9198	33197.14	402	1
4_MACS_peak_2621_lociStitched	chr10	45913292	45930363	4	9197	31789.6162	403	1
4_MACS_peak_6926_lociStitched	chr14	103571380	103581683	4	9178	37583.2834	404	1
3_MACS_peak_14072_lociStitched	chr20	52345456	52358869	3	9175	20098.0392	405	1
2_MACS_peak_12417_lociStitched	chr2	86219694	86228901	2	9173	22370.2479	406	1
1_MACS_peak_22703_lociStitched	chr8	99951840	99961003	1	9164	17945.7355	407	1
3_MACS_peak_21195_lociStitched	chr7	73255960	73266929	3	9162	19464.4905	408	1
3_MACS_peak_8839_lociStitched	chr17	6915117	6927208	3	9137	28092.2294	409	1
1_MACS_peak_22441_lociStitched	chr8	67519382	67528502	1	9121	16377.696	410	1
1_MACS_peak_17582_lociStitched	chr4	185267711	185276827	1	9117	33446.604	411	1
3_MACS_peak_13736_lociStitched	chr20	22194203	22204056	3	9115	6642.8926	412	1
3_MACS_peak_8437_lociStitched	chr16	68788859	68800134	3	9115	11728.255	413	1
2_MACS_peak_22250_lociStitched	chr8	39204051	39216354	2	9110	22906.9557	414	1
2_MACS_peak_17731_lociStitched	chr5	6728052	6739862	2	9102	21800.079	415	1
1_MACS_peak_8918_lociStitched	chr17	14203712	14212808	1	9097	28844.3256	416	1
2_MACS_peak_23504_lociStitched	chr9	73024832	73036494	2	9097	33437.2864	417	1
3_MACS_peak_362_lociStitched	chr1	27152358	27167170	3	9096	21472.9564	418	1
2_MACS_peak_2887_lociStitched	chr10	90143443	90152680	2	9088	24766.2444	419	1
2_MACS_peak_13419_lociStitched	chr2	231782130	231792956	2	9082	17236.0746	420	1
2_MACS_peak_15536_lociStitched	chr3	55687308	55697776	2	9081	16807.4208	421	1
6_MACS_peak_4590_lociStitched	chr12	16935101	16949709	6	9081	8395.2176	422	1
1_MACS_peak_2457_lociStitched	chr10	22538859	22547921	1	9063	32752.7866	423	1
2_MACS_peak_1452_lociStitched	chr1	155944700	155954185	2	9058	72399.9535	424	1
4_MACS_peak_3762_lociStitched	chr11	65148574	65157819	4	9056	27247.7885	425	1
2_MACS_peak_7059_lociStitched	chr15	31367575	31376838	2	9049	20146.0987	426	1
2_MACS_peak_21482_lociStitched	chr7	102063550	102075708	2	9034	62072.669	427	1
1_MACS_peak_19188_lociStitched	chr6	11827741	11836769	1	9029	26728.2968	428	1
2_MACS_peak_16472_lociStitched	chr3	187455593	187464934	2	9019	18018.789	429	1
3_MACS_peak_18342_lociStitched	chr5	95059942	95070306	3	9010	19733.056	430	1
1_MACS_peak_18921_lociStitched	chr5	172750586	172759585	1	9000	43876.4243	431	1
2_MACS_peak_5347_lociStitched	chr12	111105722	111116257	2	8978	17862.0925	432	1
5_MACS_peak_17481_lociStitched	chr4	166960656	166972190	5	8968	16929.6052	433	1
3_MACS_peak_12251_lociStitched	chr2	65159215	65174940	3	8966	20192.4725	434	1
4_MACS_peak_20059_lociStitched	chr6	106037978	106052900	4	8962	15429.348	435	1
3_MACS_peak_7814_lociStitched	chr16	685139	700543	3	8959	33890.3404	436	1
3_MACS_peak_16540_lociStitched	chr3	195266756	195278821	3	8953	17203.4835	437	1
5_MACS_peak_6091_lociStitched	chr13	104452713	104463183	5	8939	8648.22	438	1
3_MACS_peak_13911_lociStitched	chr20	37498887	37511052	3	8934	48612.5565	439	1
3_MACS_peak_15804_lociStitched	chr3	98480262	98492401	3	8919	11379.0986	440	1
3_MACS_peak_22385_lociStitched	chr8	61815486	61829881	3	8897	23953.28	441	1
2_MACS_peak_23839_lociStitched	chr9	123630269	123641525	2	8887	33302.0016	442	1
1_MACS_peak_16382_lociStitched	chr3	178229796	178238672	1	8877	25315.2396	443	1
4_MACS_peak_11838_lociStitched	chr2	11635648	11647204	4	8867	14175.7452	444	1
3_MACS_peak_19756_lociStitched	chr6	52392557	52403863	3	8859	17048.3174	445	1
2_MACS_peak_2704_lociStitched	chr10	63656447	63665458	2	8851	20543.2778	446	1
2_MACS_peak_4997_lociStitched	chr12	58286351	58299394	2	8833	32741.8429	447	1
2_MACS_peak_948_lociStitched	chr1	92941313	92954485	2	8827	43914.1308	448	1
3_MACS_peak_3082_lociStitched	chr10	111827076	111838729	3	8823	10627.536	449	1
3_MACS_peak_12626_lociStitched	chr2	112190439	112200960	3	8812	14601.0438	450	1
2_MACS_peak_9593_lociStitched	chr17	62197261	62209646	2	8810	20494.698	451	1
2_MACS_peak_24861_lociStitched	chrX	153188760	153201485	2	8804	60009.8275	452	1
1_MACS_peak_21373_lociStitched	chr7	92436943	92445743	1	8801	20834	453	1
2_MACS_peak_9364_lociStitched	chr17	43384742	43395696	2	8788	15302.738	454	1
2_MACS_peak_4088_lociStitched	chr11	102183738	102192706	2	8787	27074.392	455	1
2_MACS_peak_10369_lociStitched	chr18	56298886	56308466	2	8787	19594.932	456	1
2_MACS_peak_3085_lociStitched	chr10	111966977	111975938	2	8782	27799.7103	457	1
1_MACS_peak_17726_lociStitched	chr5	6478572	6487349	1	8778	43100.3362	458	1
4_MACS_peak_12610_lociStitched	chr2	111612159	111628499	4	8770	12003.364	459	1
3_MACS_peak_19528_lociStitched	chr6	33279634	33292391	3	8760	38660.0885	460	1
1_MACS_peak_3559_lociStitched	chr11	46136207	46144954	1	8748	46519.1701	461	1
3_MACS_peak_21476_lociStitched	chr7	101928981	101938462	3	8744	35850.5053	462	1
1_MACS_peak_19517_lociStitched	chr6	32934306	32943036	1	8731	102037.986	463	1
2_MACS_peak_7771_lociStitched	chr15	101660604	101669718	2	8728	31731.3024	464	1
3_MACS_peak_24228_lociStitched	chrX	12992064	13003931	3	8713	15446.0872	465	1
4_MACS_peak_24432_lociStitched	chrX	48792259	48803658	4	8709	18602.0281	466	1
1_MACS_peak_1246_lociStitched	chr1	145449281	145457984	1	8704	23605.1469	467	1
3_MACS_peak_1383_lociStitched	chr1	153928840	153940925	3	8695	39061.137	468	1
1_MACS_peak_12271_lociStitched	chr2	66659848	66668541	1	8694	15154.5069	469	1
2_MACS_peak_3028_lociStitched	chr10	104401166	104409973	2	8688	55412.7633	470	1
2_MACS_peak_13216_lociStitched	chr2	204661943	204673131	2	8686	17279.866	471	1
1_MACS_peak_17644_lociStitched	chr5	368036	376717	1	8682	66475.6256	472	1
2_MACS_peak_14445_lociStitched	chr21	44772017	44783924	2	8682	18897.5997	473	1
4_MACS_peak_20087_lociStitched	chr6	106959389	106973790	4	8662	16749.8031	474	1
2_MACS_peak_6103_lociStitched	chr13	104939273	104948003	2	8659	6944.715	475	1
2_MACS_peak_4613_lociStitched	chr12	18368263	18377957	2	8643	9405.1188	476	1
2_MACS_peak_2794_lociStitched	chr10	74075546	74084178	2	8629	33690.696	477	1
2_MACS_peak_7457_lociStitched	chr15	72518559	72530832	2	8626	19953.4434	478	1
1_MACS_peak_8556_lociStitched	chr16	79628853	79637468	1	8616	51223.067	479	1
1_MACS_peak_15665_lociStitched	chr3	71826336	71834948	1	8613	16095.828	480	1
2_MACS_peak_12079_lociStitched	chr2	43627611	43636612	2	8609	15204.4892	481	1
2_MACS_peak_18230_lociStitched	chr5	78524042	78535665	2	8596	23404.0728	482	1
2_MACS_peak_21844_lociStitched	chr7	150776597	150785750	2	8593	37150.1964	483	1
3_MACS_peak_7675_lociStitched	chr15	90721767	90736968	3	8591	27022.8177	484	1
2_MACS_peak_19358_lociStitched	chr6	27774714	27783737	2	8590	24721.2154	485	1
1_MACS_peak_694_lociStitched	chr1	54197203	54205791	1	8589	19065.36	486	1
6_MACS_peak_3265_lociStitched	chr11	307945	321241	6	8588	17484.24	487	1
4_MACS_peak_9106_lociStitched	chr17	29637216	29649306	4	8573	10448.178	488	1
2_MACS_peak_14333_lociStitched	chr21	34601517	34612905	2	8566	22860.2712	489	1
3_MACS_peak_22465_lociStitched	chr8	70722137	70731078	3	8564	16997.7351	490	1
3_MACS_peak_19498_lociStitched	chr6	32571253	32579848	3	8550	15978.105	491	1
2_MACS_peak_9802_lociStitched	chr17	76116523	76129242	2	8544	34136.5241	492	1
1_MACS_peak_19065_lociStitched	chr6	1008165	1016701	1	8537	26248.2	493	1
2_MACS_peak_5187_lociStitched	chr12	94541079	94553783	2	8528	39539.9296	494	1
1_MACS_peak_18710_lociStitched	chr5	142430015	142438536	1	8522	28988.442	495	1
2_MACS_peak_5442_lociStitched	chr12	120966035	120978377	2	8517	15611.3958	496	1
2_MACS_peak_4888_lociStitched	chr12	53592904	53603567	2	8512	9017.6991	497	1
2_MACS_peak_1657_lociStitched	chr1	174125936	174137102	2	8500	26463.42	498	1
2_MACS_peak_8764_lociStitched	chr17	2161391	2172063	2	8496	29707.6464	499	1
2_MACS_peak_19688_lociStitched	chr6	44223768	44234379	2	8494	48793.6224	500	1
2_MACS_peak_18967_lociStitched	chr5	175960346	175971557	2	8481	34982.8044	501	1
3_MACS_peak_12043_lociStitched	chr2	39345566	39357049	3	8475	21559.3325	502	1
2_MACS_peak_3659_lociStitched	chr11	61732543	61742164	2	8474	40619.862	503	1
3_MACS_peak_17806_lociStitched	chr5	18739275	18750466	3	8472	27723.4643	504	1
2_MACS_peak_16372_lociStitched	chr3	176911325	176920451	2	8470	51689.664	505	1
1_MACS_peak_17982_lociStitched	chr5	42988244	42996706	1	8463	63473.462	506	1
4_MACS_peak_9439_lociStitched	chr17	47816079	47828416	4	8443	15894.9908	507	1
4_MACS_peak_18273_lociStitched	chr5	86408261	86425096	4	8439	10673.39	508	1
1_MACS_peak_7500_lociStitched	chr15	75333612	75342039	1	8428	50419.5837	509	1
2_MACS_peak_14683_lociStitched	chr22	29187047	29198785	2	8428	21980.5788	510	1
2_MACS_peak_9061_lociStitched	chr17	27045885	27056556	2	8409	31570.1535	511	1
3_MACS_peak_5496_lociStitched	chr12	123371327	123386703	3	8404	12609.8576	512	1
1_MACS_peak_1094_lociStitched	chr1	111211019	111219421	1	8403	35174.1328	513	1
4_MACS_peak_4545_lociStitched	chr12	13317786	13334749	4	8393	15590.6933	514	1
2_MACS_peak_2462_lociStitched	chr10	22764618	22773031	2	8387	23126.4957	515	1
3_MACS_peak_8445_lociStitched	chr16	69212628	69224795	3	8387	23745.1172	516	1
2_MACS_peak_5391_lociStitched	chr12	116970370	116978907	2	8385	26599.5846	517	1
3_MACS_peak_4255_lociStitched	chr11	120368061	120384018	3	8382	26434.3662	518	1
3_MACS_peak_22753_lociStitched	chr8	102914344	102925676	3	8378	14901.58	519	1
1_MACS_peak_19151_lociStitched	chr6	9251182	9259556	1	8375	8915.7978	520	1
4_MACS_peak_7146_lociStitched	chr15	40336799	40351106	4	8371	19941.0966	521	1
2_MACS_peak_1450_lociStitched	chr1	155910214	155918768	2	8366	21837.5066	522	1
2_MACS_peak_24267_lociStitched	chrX	15865874	15875177	2	8365	11794.3434	523	1
2_MACS_peak_8374_lociStitched	chr16	66549440	66559811	2	8354	20150.853	524	1
3_MACS_peak_3883_lociStitched	chr11	68815754	68824991	3	8345	15918.1221	525	1
5_MACS_peak_7819_lociStitched	chr16	725490	746567	5	8330	25848.8328	526	1
2_MACS_peak_8881_lociStitched	chr17	8021671	8030638	2	8328	10874.2809	527	1
3_MACS_peak_21769_lociStitched	chr7	141250048	141263615	3	8321	17512.2836	528	1
4_MACS_peak_10878_lociStitched	chr19	13273045	13284434	4	8316	14071.1095	529	1
1_MACS_peak_1092_lociStitched	chr1	111172788	111181096	1	8309	29463.4912	530	1
1_MACS_peak_10266_lociStitched	chr18	46471845	46480152	1	8308	66848.9211	531	1
2_MACS_peak_21881_lociStitched	chr7	156799821	156810506	2	8307	26987.1045	532	1
4_MACS_peak_8344_lociStitched	chr16	57823954	57836939	4	8275	15106.749	533	1
3_MACS_peak_22731_lociStitched	chr8	101505269	101515923	3	8260	27927.3302	534	1
2_MACS_peak_21045_lociStitched	chr7	45439570	45451162	2	8254	11780.9496	535	1
3_MACS_peak_16253_lociStitched	chr3	156845842	156856089	3	8238	14826.3843	536	1
3_MACS_peak_5194_lociStitched	chr12	95033600	95044845	3	8238	20230.8795	537	1
1_MACS_peak_15556_lociStitched	chr3	56828768	56837001	1	8234	22740.3693	538	1
2_MACS_peak_10530_lociStitched	chr19	1018245	1029881	2	8229	26438.1556	539	1
1_MACS_peak_7713_lociStitched	chr15	93442874	93451097	1	8224	22919.9679	540	1
3_MACS_peak_24711_lociStitched	chrX	118815471	118827845	3	8217	13362.6826	541	1
1_MACS_peak_16262_lociStitched	chr3	157821036	157829246	1	8211	17681.056	542	1
1_MACS_peak_21031_lociStitched	chr7	44787042	44795231	1	8190	52245.0011	543	1
2_MACS_peak_19681_lociStitched	chr6	44040049	44049294	2	8183	15966.115	544	1
2_MACS_peak_23520_lociStitched	chr9	77111006	77122062	2	8176	17540.344	545	1
1_MACS_peak_22661_lociStitched	chr8	95901974	95910145	1	8172	21877.8525	546	1
1_MACS_peak_98_lociStitched	chr1	6976630	6984790	1	8161	31526.976	547	1
4_MACS_peak_10964_lociStitched	chr19	16993879	17009001	4	8159	14319.0218	548	1
3_MACS_peak_13032_lociStitched	chr2	182169722	182179649	3	8156	7521.6879	549	1
3_MACS_peak_11161_lociStitched	chr19	36230845	36240437	3	8151	27489.7128	550	1
1_MACS_peak_18983_lociStitched	chr5	176852196	176860342	1	8147	26140.514	551	1
6_MACS_peak_20566_lociStitched	chr6	167034244	167048516	6	8147	14039.3664	552	1
2_MACS_peak_20922_lociStitched	chr7	32766622	32779236	2	8145	25634.1708	553	1
3_MACS_peak_9809_lociStitched	chr17	76163865	76172612	3	8144	26137.7854	554	1
3_MACS_peak_18652_lociStitched	chr5	138720179	138729518	3	8140	17346.2586	555	1
1_MACS_peak_15238_lociStitched	chr3	23846787	23854924	1	8138	30233.0235	556	1
3_MACS_peak_23997_lociStitched	chr9	132244200	132259250	3	8132	25914.595	557	1
1_MACS_peak_20881_lociStitched	chr7	28188452	28196576	1	8125	20695.89	558	1
2_MACS_peak_19328_lociStitched	chr6	26532220	26540468	2	8120	15996.1712	559	1
2_MACS_peak_2363_lociStitched	chr10	6961783	6972848	2	8106	22932.2125	560	1
1_MACS_peak_2477_lociStitched	chr10	25006247	25014348	1	8102	19619.8119	561	1
4_MACS_peak_13437_lociStitched	chr2	232526218	232540244	4	8100	23730.5894	562	1
2_MACS_peak_16818_lociStitched	chr4	40198206	40208493	2	8096	18608.1543	563	1
1_MACS_peak_22534_lociStitched	chr8	80631774	80639859	1	8086	23336.544	564	1
4_MACS_peak_8884_lociStitched	chr17	8053684	8067011	4	8070	22586.5996	565	1
1_MACS_peak_15205_lociStitched	chr3	16877243	16885309	1	8067	14324.4094	566	1
2_MACS_peak_11801_lociStitched	chr2	8817772	8826458	2	8065	16399.168	567	1
4_MACS_peak_3751_lociStitched	chr11	64877777	64890811	4	8063	22563.1574	568	1
4_MACS_peak_11770_lociStitched	chr2	5831051	5842418	4	8055	10647.4689	569	1
2_MACS_peak_16161_lociStitched	chr3	146256694	146268997	2	8055	16150.1481	570	1
1_MACS_peak_22939_lociStitched	chr8	126441000	126449049	1	8050	45551.7057	571	1
5_MACS_peak_20046_lociStitched	chr6	103913682	103924432	5	8044	5011.65	572	1
2_MACS_peak_15797_lociStitched	chr3	98272546	98283936	2	8040	15139.588	573	1
1_MACS_peak_22970_lociStitched	chr8	129250153	129258191	1	8039	22746.7362	574	1
2_MACS_peak_22810_lociStitched	chr8	108963058	108973933	2	8037	6895.8375	575	1
3_MACS_peak_1096_lociStitched	chr1	111325426	111337053	3	8019	29170.9803	576	1
1_MACS_peak_18786_lociStitched	chr5	150459414	150467419	1	8006	22760.6165	577	1
2_MACS_peak_19667_lociStitched	chr6	43593673	43604799	2	8006	36031.551	578	1
2_MACS_peak_15077_lociStitched	chr3	4886425	4895106	2	7999	12583.1095	579	1
2_MACS_peak_14058_lociStitched	chr20	51588466	51597011	2	7997	6052.4235	580	1
1_MACS_peak_1736_lociStitched	chr1	183877713	183885705	1	7993	20533.0464	581	1
3_MACS_peak_20040_lociStitched	chr6	103205854	103215789	3	7992	8464.62	582	1
2_MACS_peak_4077_lociStitched	chr11	98961870	98970723	2	7986	9665.7054	583	1
4_MACS_peak_18563_lociStitched	chr5	131754822	131764586	4	7984	8814.9392	584	1
3_MACS_peak_8625_lociStitched	chr16	87415592	87427211	3	7967	24796.1079	585	1
2_MACS_peak_21678_lociStitched	chr7	128572188	128582428	2	7961	46529.536	586	1
2_MACS_peak_19037_lociStitched	chr5	180610481	180619938	2	7960	17061.3737	587	1
2_MACS_peak_10406_lociStitched	chr18	60797996	60808263	2	7956	30329.7447	588	1
3_MACS_peak_19251_lociStitched	chr6	20201186	20214330	3	7945	16757.2856	589	1
2_MACS_peak_11228_lociStitched	chr19	39338023	39348826	2	7939	58359.9666	590	1
1_MACS_peak_21108_lociStitched	chr7	55597663	55605597	1	7935	28163.3198	591	1
2_MACS_peak_11891_lociStitched	chr2	20405252	20415350	2	7935	12052.9728	592	1
3_MACS_peak_9833_lociStitched	chr17	76767189	76779494	3	7927	19236.4065	593	1
4_MACS_peak_3102_lociStitched	chr10	112256389	112264690	4	7925	9589.3152	594	1
3_MACS_peak_7249_lociStitched	chr15	46994477	47008665	3	7922	11841.3048	595	1
2_MACS_peak_19319_lociStitched	chr6	26357917	26367277	2	7918	11019.528	596	1
2_MACS_peak_16038_lociStitched	chr3	129027184	129037476	2	7913	25918.3436	597	1
2_MACS_peak_17962_lociStitched	chr5	40377153	40388032	2	7912	15744.0888	598	1
3_MACS_peak_1908_lociStitched	chr1	205196474	205208312	3	7905	9685.8516	599	1
1_MACS_peak_21346_lociStitched	chr7	90337277	90345175	1	7899	17479.8536	600	1
3_MACS_peak_9138_lociStitched	chr17	31312422	31325963	3	7899	7788.7832	601	1
3_MACS_peak_15471_lociStitched	chr3	50373487	50389136	3	7893	24268.4692	602	1
3_MACS_peak_15201_lociStitched	chr3	16545246	16555961	3	7884	13653.053	603	1
2_MACS_peak_10380_lociStitched	chr18	56627495	56636040	2	7881	25265.0015	604	1
2_MACS_peak_9648_lociStitched	chr17	66451559	66459449	2	7880	23693.67	605	1
2_MACS_peak_18547_lociStitched	chr5	130709605	130718673	2	7866	12954.5448	606	1
1_MACS_peak_14995_lociStitched	chr22	46447699	46455562	1	7864	23645.6136	607	1
1_MACS_peak_1335_lociStitched	chr1	150974926	150982789	1	7864	20829.8733	608	1
2_MACS_peak_22859_lociStitched	chr8	117884438	117893293	2	7864	33445.335	609	1
1_MACS_peak_1928_lociStitched	chr1	206132408	206140269	1	7862	27330.3387	610	1
