REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam
1_MACS_peak_10286_lociStitched	chr18	48404544	48407180	1	2637	10441.7232
1_MACS_peak_11223_lociStitched	chr19	39165323	39167959	1	2637	3470.8212
1_MACS_peak_13210_lociStitched	chr2	204537566	204540202	1	2637	5587.7928
1_MACS_peak_24177_lociStitched	chrX	3732164	3734800	1	2637	4824.9344
1_MACS_peak_222_lociStitched	chr1	16693038	16695673	1	2636	16502.478
1_MACS_peak_3949_lociStitched	chr11	75110262	75112897	1	2636	5975.125999999999
1_MACS_peak_5810_lociStitched	chr13	45914106	45916741	1	2636	8448.337
2_MACS_peak_5816_lociStitched	chr13	46738945	46741580	2	2456	1308.2775
1_MACS_peak_6362_lociStitched	chr14	42691267	42693902	1	2636	2481.116
1_MACS_peak_20836_lociStitched	chr7	23569674	23572309	1	2636	15251.907
1_MACS_peak_9808_lociStitched	chr17	76149637	76152271	1	2635	3126.0312000000004
1_MACS_peak_10115_lociStitched	chr18	21975808	21978442	1	2635	13993.3884
2_MACS_peak_12850_lociStitched	chr2	156000580	156003214	2	2461	1568.2836000000002
1_MACS_peak_15303_lociStitched	chr3	38205515	38208149	1	2635	10337.133
1_MACS_peak_9194_lociStitched	chr17	35765496	35768129	1	2634	10624.4183
1_MACS_peak_11808_lociStitched	chr2	9562201	9564834	1	2634	7571.9814
1_MACS_peak_12260_lociStitched	chr2	65355687	65358320	1	2634	5101.7008
1_MACS_peak_1058_lociStitched	chr1	109418479	109421111	1	2633	5648.0088000000005
1_MACS_peak_13852_lociStitched	chr20	33102599	33105231	1	2633	8166.043199999999
2_MACS_peak_14421_lociStitched	chr21	43346164	43348796	2	2296	1549.9848
1_MACS_peak_17283_lociStitched	chr4	122059052	122061684	1	2633	1357.8488
1_MACS_peak_2441_lociStitched	chr10	20104474	20107105	1	2632	1623.8532
1_MACS_peak_7916_lociStitched	chr16	3507091	3509722	1	2632	8035.3371
2_MACS_peak_18623_lociStitched	chr5	135364591	135367222	2	1254	727.2084
1_MACS_peak_22597_lociStitched	chr8	88377155	88379786	1	2632	2047.1811
1_MACS_peak_1341_lociStitched	chr1	151161070	151163699	1	2630	8598.4074
1_MACS_peak_4657_lociStitched	chr12	25402526	25405155	1	2630	7943.2606
1_MACS_peak_5777_lociStitched	chr13	41578166	41580795	1	2630	2049.3055
1_MACS_peak_8180_lociStitched	chr16	29800854	29803483	1	2630	8205.897700000001
1_MACS_peak_12727_lociStitched	chr2	130938407	130941036	1	2630	7489.2323
1_MACS_peak_13590_lociStitched	chr20	2852834	2855462	1	2629	8913.3876
2_MACS_peak_24305_lociStitched	chrX	23799503	23802131	2	2364	1613.5919999999999
1_MACS_peak_16139_lociStitched	chr3	142837728	142840355	1	2628	1344.4986000000001
1_MACS_peak_6067_lociStitched	chr13	100632404	100635030	1	2627	2131.2616
1_MACS_peak_16879_lociStitched	chr4	54567632	54570258	1	2627	7204.1684
1_MACS_peak_17812_lociStitched	chr5	19269284	19271910	1	2627	4528.799599999999
1_MACS_peak_11446_lociStitched	chr19	47776173	47778798	1	2626	5750.0625
1_MACS_peak_19440_lociStitched	chr6	30930520	30933145	1	2626	3770.2875
1_MACS_peak_5481_lociStitched	chr12	122459199	122461823	1	2625	6119.4304
1_MACS_peak_13548_lociStitched	chr2	242575166	242577790	1	2625	10975.9296
1_MACS_peak_18157_lociStitched	chr5	71402630	71405254	1	2625	6936.544
1_MACS_peak_4435_lociStitched	chr12	6560133	6562756	1	2624	11325.5894
1_MACS_peak_12720_lociStitched	chr2	128642263	128644886	1	2624	9585.7535
1_MACS_peak_22223_lociStitched	chr8	37593387	37596010	1	2624	8309.4017
1_MACS_peak_15064_lociStitched	chr3	3630175	3632797	1	2623	2825.9916000000003
1_MACS_peak_17717_lociStitched	chr5	5584504	5587126	1	2623	1686.9948
1_MACS_peak_2788_lociStitched	chr10	74006919	74009540	1	2622	4775.462
1_MACS_peak_15758_lociStitched	chr3	87168736	87171357	1	2622	1637.8629
1_MACS_peak_16577_lociStitched	chr3	197035354	197037975	1	2622	2729.5094000000004
1_MACS_peak_20875_lociStitched	chr7	27701233	27703854	1	2622	11591.1104
1_MACS_peak_21687_lociStitched	chr7	128950816	128953437	1	2622	1475.8851000000002
1_MACS_peak_24638_lociStitched	chrX	102940618	102943239	1	2622	4346.4043
1_MACS_peak_34_lociStitched	chr1	1333463	1336083	1	2621	11683.890000000001
1_MACS_peak_7747_lociStitched	chr15	100104948	100107568	1	2621	9818.45
1_MACS_peak_11306_lociStitched	chr19	42386657	42389277	1	2621	4631.112
1_MACS_peak_16094_lociStitched	chr3	135968221	135970841	1	2621	6084.688
1_MACS_peak_20199_lociStitched	chr6	117803293	117805913	1	2621	3639.442
1_MACS_peak_15964_lociStitched	chr3	122101278	122103897	1	2620	7410.9843
1_MACS_peak_19465_lociStitched	chr6	31669346	31671965	1	2620	16065.731699999998
1_MACS_peak_20616_lociStitched	chr7	1198483	1201102	1	2620	10267.7895
1_MACS_peak_21138_lociStitched	chr7	65214989	65217608	1	2620	5464.281599999999
1_MACS_peak_3139_lociStitched	chr10	119133280	119135898	1	2619	6130.047
1_MACS_peak_8737_lociStitched	chr17	1495111	1497729	1	2619	5131.8036
1_MACS_peak_9627_lociStitched	chr17	65821013	65823631	1	2619	12843.3844
1_MACS_peak_12465_lociStitched	chr2	88925664	88928282	1	2619	5832.904
2_MACS_peak_12646_lociStitched	chr2	112811398	112814016	2	2530	3335.8556
1_MACS_peak_20184_lociStitched	chr6	116599564	116602182	1	2619	5538.902599999999
1_MACS_peak_7641_lociStitched	chr15	88591565	88594182	1	2618	2523.3114
1_MACS_peak_17281_lociStitched	chr4	121842376	121844993	1	2618	8954.3272
1_MACS_peak_20130_lociStitched	chr6	109224744	109227361	1	2618	2505.5158
1_MACS_peak_24310_lociStitched	chrX	24071313	24073930	1	2618	6987.1283
1_MACS_peak_13549_lociStitched	chr2	242625320	242627936	1	2617	8789.76
1_MACS_peak_14159_lociStitched	chr20	60960770	60963386	1	2617	9067.5792
1_MACS_peak_22526_lociStitched	chr8	78850962	78853578	1	2617	2602.1352
1_MACS_peak_1186_lociStitched	chr1	119681568	119684183	1	2616	9764.932999999999
1_MACS_peak_4569_lociStitched	chr12	15202389	15205004	1	2616	2661.0240000000003
1_MACS_peak_10208_lociStitched	chr18	38588592	38591207	1	2616	2879.3765
1_MACS_peak_12196_lociStitched	chr2	61243225	61245840	1	2616	7722.6179999999995
1_MACS_peak_2147_lociStitched	chr1	229477019	229479633	1	2615	4173.251
1_MACS_peak_7319_lociStitched	chr15	55487498	55490112	1	2615	5877.3176
1_MACS_peak_12492_lociStitched	chr2	96656250	96658864	1	2615	7161.5758
3_MACS_peak_16702_lociStitched	chr4	9073135	9075749	3	2254	1274.0636
2_MACS_peak_14388_lociStitched	chr21	37914210	37916822	2	2139	2392.3308
1_MACS_peak_23751_lociStitched	chr9	110044572	110047184	1	2613	11642.206400000001
1_MACS_peak_18278_lociStitched	chr5	86562650	86565261	1	2612	10804.579099999999
1_MACS_peak_19471_lociStitched	chr6	31773427	31776038	1	2612	9390.983699999999
2_MACS_peak_21620_lociStitched	chr7	120818696	120821307	2	1484	983.0415
1_MACS_peak_19016_lociStitched	chr5	179049191	179051801	1	2611	18092.52
1_MACS_peak_523_lociStitched	chr1	40626327	40628936	1	2610	8785.8075
1_MACS_peak_11305_lociStitched	chr19	42363271	42365880	1	2610	12168.8978
1_MACS_peak_4058_lociStitched	chr11	95656179	95658787	1	2609	5974.4064
1_MACS_peak_4654_lociStitched	chr12	25149426	25152034	1	2609	2377.192
1_MACS_peak_7275_lociStitched	chr15	51056020	51058628	1	2609	10244.4848
1_MACS_peak_7852_lociStitched	chr16	2039792	2042400	1	2609	2569.1408
1_MACS_peak_19171_lociStitched	chr6	10693801	10696409	1	2609	10002.984
1_MACS_peak_2251_lociStitched	chr1	243750165	243752772	1	2608	2060.5728
1_MACS_peak_3645_lociStitched	chr11	61060711	61063318	1	2608	9236.3403
1_MACS_peak_9985_lociStitched	chr18	3603912	3606519	1	2608	2859.6183
1_MACS_peak_20295_lociStitched	chr6	134556122	134558729	1	2608	2627.3346
1_MACS_peak_22647_lociStitched	chr8	94751504	94754111	1	2608	12872.583900000001
1_MACS_peak_22954_lociStitched	chr8	127568296	127570903	1	2608	2271.7398
1_MACS_peak_499_lociStitched	chr1	39324222	39326828	1	2607	9196.574
1_MACS_peak_1292_lociStitched	chr1	149512571	149515177	1	2607	5180.9886
1_MACS_peak_3046_lociStitched	chr10	105437303	105439909	1	2607	2174.4464000000003
1_MACS_peak_7230_lociStitched	chr15	44827830	44830436	1	2607	8182.0581999999995
1_MACS_peak_3113_lociStitched	chr10	112662063	112664668	1	2606	2408.8435
3_MACS_peak_13047_lociStitched	chr2	185325646	185328251	3	2418	1226.6945
1_MACS_peak_19315_lociStitched	chr6	26320497	26323101	1	2605	2533.692
1_MACS_peak_15379_lociStitched	chr3	45729755	45732358	1	2604	4129.6595
1_MACS_peak_21299_lociStitched	chr7	81585110	81587713	1	2604	3799.3388
1_MACS_peak_21524_lociStitched	chr7	105233189	105235792	1	2604	2606.9045
1_MACS_peak_12713_lociStitched	chr2	128144186	128146788	1	2603	11631.4604
1_MACS_peak_14414_lociStitched	chr21	40553996	40556598	1	2603	5811.566999999999
2_MACS_peak_22504_lociStitched	chr8	75666491	75669093	2	2461	1641.6018000000001
1_MACS_peak_2825_lociStitched	chr10	75909728	75912329	1	2602	6561.5427
1_MACS_peak_8327_lociStitched	chr16	56977567	56980168	1	2602	1639.1502
2_MACS_peak_15810_lociStitched	chr3	99343421	99346022	2	1566	967.572
1_MACS_peak_16410_lociStitched	chr3	179673431	179676032	1	2602	3123.5409000000004
1_MACS_peak_22841_lociStitched	chr8	114901569	114904170	1	2602	1755.4149000000002
1_MACS_peak_12029_lociStitched	chr2	38602792	38605392	1	2601	8284.380000000001
1_MACS_peak_15945_lociStitched	chr3	119394467	119397067	1	2601	8737.3
1_MACS_peak_5877_lociStitched	chr13	52157290	52159889	1	2600	6783.6499
1_MACS_peak_12663_lociStitched	chr2	113588651	113591250	1	2600	2476.3272
1_MACS_peak_21789_lociStitched	chr7	144531334	144533933	1	2600	9319.7541
1_MACS_peak_16008_lociStitched	chr3	126700683	126703281	1	2599	7205.033399999999
1_MACS_peak_1474_lociStitched	chr1	156357537	156360134	1	2598	4248.692
1_MACS_peak_3024_lociStitched	chr10	104208925	104211522	1	2598	7979.282499999999
1_MACS_peak_5853_lociStitched	chr13	50570112	50572709	1	2598	6437.7033
1_MACS_peak_16940_lociStitched	chr4	71552986	71555583	1	2598	5637.048199999999
1_MACS_peak_5319_lociStitched	chr12	109250111	109252707	1	2597	6333.9804
1_MACS_peak_15874_lociStitched	chr3	110789620	110792216	1	2597	4359.982
1_MACS_peak_11051_lociStitched	chr19	19173811	19176406	1	2596	2434.8885
1_MACS_peak_13563_lociStitched	chr20	327251	329846	1	2596	4052.6115000000004
1_MACS_peak_15023_lociStitched	chr22	50219528	50222123	1	2596	7024.9245
1_MACS_peak_18240_lociStitched	chr5	79420494	79423089	1	2596	3116.076
1_MACS_peak_23425_lociStitched	chr9	37902627	37905222	1	2596	8075.380499999999
1_MACS_peak_3038_lociStitched	chr10	104676639	104679233	1	2595	7366.96
1_MACS_peak_3217_lociStitched	chr10	129922966	129925560	1	2595	7175.5228
1_MACS_peak_14525_lociStitched	chr22	17849246	17851840	1	2595	3746.7735999999995
1_MACS_peak_17625_lociStitched	chr4	190641828	190644422	1	2595	4610.3162
1_MACS_peak_7242_lociStitched	chr15	45693635	45696228	1	2594	7978.1424
1_MACS_peak_9224_lociStitched	chr17	37053451	37056044	1	2594	6421.8238
1_MACS_peak_12826_lociStitched	chr2	151213556	151216149	1	2594	2729.6511
1_MACS_peak_21949_lociStitched	chr8	9910803	9913396	1	2594	9101.6893
1_MACS_peak_22281_lociStitched	chr8	42696615	42699208	1	2594	14166.3369
1_MACS_peak_6309_lociStitched	chr14	33407327	33409919	1	2593	9667.900800000001
1_MACS_peak_6350_lociStitched	chr14	38723500	38726092	1	2593	3422.9952
1_MACS_peak_12615_lociStitched	chr2	111806798	111809390	1	2593	3281.2128000000002
1_MACS_peak_21168_lociStitched	chr7	71364213	71366805	1	2593	2757.888
1_MACS_peak_2925_lociStitched	chr10	94332187	94334778	1	2592	11781.536100000001
1_MACS_peak_4103_lociStitched	chr11	104575131	104577722	1	2592	4362.4667
1_MACS_peak_21080_lociStitched	chr7	50320637	50323228	1	2592	5902.8162
1_MACS_peak_21225_lociStitched	chr7	74987295	74989886	1	2592	14987.1213
1_MACS_peak_21446_lociStitched	chr7	100074939	100077530	1	2592	7539.0327
1_MACS_peak_24101_lociStitched	chr9	139439215	139441806	1	2592	5608.219499999999
1_MACS_peak_416_lociStitched	chr1	32420092	32422682	1	2591	3634.029
1_MACS_peak_5031_lociStitched	chr12	67661959	67664549	1	2591	10233.09
1_MACS_peak_18426_lociStitched	chr5	111753648	111756238	1	2591	1902.0960000000002
1_MACS_peak_671_lociStitched	chr1	52342902	52345491	1	2590	11511.988500000001
1_MACS_peak_7789_lociStitched	chr15	102191012	102193601	1	2590	9309.5262
1_MACS_peak_27_lociStitched	chr1	1207682	1210270	1	2589	10036.0052
1_MACS_peak_7985_lociStitched	chr16	11057682	11060270	1	2589	2394.9352
1_MACS_peak_8203_lociStitched	chr16	30365464	30368052	1	2589	8523.578
2_MACS_peak_12309_lociStitched	chr2	70140692	70143280	2	2551	6754.1624
1_MACS_peak_15330_lociStitched	chr3	41239918	41242506	1	2589	9679.6376
1_MACS_peak_12811_lociStitched	chr2	147938349	147940936	1	2588	1648.4364
1_MACS_peak_14678_lociStitched	chr22	28313931	28316518	1	2588	7452.1122
1_MACS_peak_16706_lociStitched	chr4	9604758	9607345	1	2588	2787.7511999999997
1_MACS_peak_21452_lociStitched	chr7	100290162	100292749	1	2588	10289.0164
1_MACS_peak_9088_lociStitched	chr17	28255524	28258110	1	2587	7434.75
1_MACS_peak_20242_lociStitched	chr6	127587191	127589777	1	2587	8714.3028
1_MACS_peak_542_lociStitched	chr1	41444573	41447158	1	2586	14138.916
1_MACS_peak_5696_lociStitched	chr13	30167881	30170466	1	2586	13334.981
1_MACS_peak_11534_lociStitched	chr19	50353256	50355841	1	2586	16952.1715
1_MACS_peak_12342_lociStitched	chr2	73459783	73462368	1	2586	5112.613
1_MACS_peak_12688_lociStitched	chr2	120123387	120125972	1	2586	6465.8605
1_MACS_peak_12715_lociStitched	chr2	128282908	128285492	1	2585	6074.725600000001
1_MACS_peak_23509_lociStitched	chr9	74524645	74527229	1	2585	5741.906400000001
1_MACS_peak_8927_lociStitched	chr17	15735487	15738070	1	2584	2476.3221
1_MACS_peak_14565_lociStitched	chr22	21355083	21357666	1	2584	12612.789
1_MACS_peak_22563_lociStitched	chr8	82192313	82194896	1	2584	3258.1962000000003
1_MACS_peak_4726_lociStitched	chr12	31880798	31883380	1	2583	6246.3744
1_MACS_peak_14061_lociStitched	chr20	51842586	51845167	1	2582	2437.4964
1_MACS_peak_23943_lociStitched	chr9	130677370	130679951	1	2582	3087.1340999999998
1_MACS_peak_3911_lociStitched	chr11	72431753	72434333	1	2581	6849.383999999999
1_MACS_peak_12300_lociStitched	chr2	69134562	69137142	1	2581	7894.5419999999995
1_MACS_peak_23629_lociStitched	chr9	95054559	95057139	1	2581	6508.8240000000005
1_MACS_peak_18228_lociStitched	chr5	78279556	78282135	1	2580	7376.1979
1_MACS_peak_21661_lociStitched	chr7	127031156	127033735	1	2580	14467.4163
1_MACS_peak_6053_lociStitched	chr13	99738042	99740620	1	2579	5648.1402
1_MACS_peak_14893_lociStitched	chr22	40439597	40442175	1	2579	8142.8708
1_MACS_peak_23232_lociStitched	chr9	6680356	6682934	1	2579	9838.1636
1_MACS_peak_881_lociStitched	chr1	85740623	85743200	1	2578	8016.2739
1_MACS_peak_8660_lociStitched	chr16	88869081	88871658	1	2578	6876.2091
1_MACS_peak_11913_lociStitched	chr2	25069862	25072439	1	2578	3398.8053
1_MACS_peak_18127_lociStitched	chr5	67510581	67513158	1	2578	5334.1323
1_MACS_peak_20660_lociStitched	chr7	4813759	4816336	1	2578	17020.8273
1_MACS_peak_21484_lociStitched	chr7	102104233	102106810	1	2578	6351.2742
1_MACS_peak_23730_lociStitched	chr9	107752518	107755095	1	2578	6935.9955
1_MACS_peak_3452_lociStitched	chr11	20408193	20410769	1	2577	8254.5344
1_MACS_peak_8430_lociStitched	chr16	68343513	68346089	1	2577	7352.9344
1_MACS_peak_13684_lociStitched	chr20	12757158	12759734	1	2577	1482.7456
1_MACS_peak_24548_lociStitched	chrX	70585170	70587746	1	2577	4278.9936
1_MACS_peak_3627_lociStitched	chr11	59382020	59384595	1	2576	8395.2725
1_MACS_peak_19770_lociStitched	chr6	52858109	52860684	1	2576	7916.58
1_MACS_peak_23190_lociStitched	chr9	2052648	2055223	1	2576	2753.4474999999998
1_MACS_peak_21339_lociStitched	chr7	89839473	89842047	1	2575	8135.1269999999995
1_MACS_peak_4645_lociStitched	chr12	22695940	22698513	1	2574	8985.4306
1_MACS_peak_8205_lociStitched	chr16	30388407	30390980	1	2574	10822.552599999999
1_MACS_peak_12286_lociStitched	chr2	68614005	68616578	1	2574	2431.4849999999997
1_MACS_peak_19565_lociStitched	chr6	35226259	35228832	1	2574	11324.287600000001
1_MACS_peak_19997_lociStitched	chr6	96968780	96971353	1	2574	6177.0011
1_MACS_peak_4500_lociStitched	chr12	10241472	10244043	1	2572	3230.2044
1_MACS_peak_4562_lociStitched	chr12	14955354	14957925	1	2572	4666.1079
1_MACS_peak_10583_lociStitched	chr19	2040940	2043511	1	2572	10162.1346
1_MACS_peak_12221_lociStitched	chr2	64244812	64247383	1	2572	8369.3763
1_MACS_peak_14176_lociStitched	chr20	61568051	61570622	1	2572	11638.1457
1_MACS_peak_18064_lociStitched	chr5	55623985	55626556	1	2572	4373.7852
1_MACS_peak_20828_lociStitched	chr7	23220802	23223373	1	2572	6900.8211
1_MACS_peak_20843_lociStitched	chr7	24916795	24919366	1	2572	2834.5275
1_MACS_peak_8972_lociStitched	chr17	17941549	17944119	1	2571	6671.72
1_MACS_peak_9017_lociStitched	chr17	19976053	19978623	1	2571	2739.6200000000003
1_MACS_peak_10329_lociStitched	chr18	53176559	53179129	1	2571	3013.3250000000003
1_MACS_peak_11050_lociStitched	chr19	19143062	19145632	1	2571	20737.33
1_MACS_peak_9918_lociStitched	chr17	80021975	80024544	1	2570	5732.2097
1_MACS_peak_24343_lociStitched	chrX	39872065	39874634	1	2570	5806.4538
1_MACS_peak_861_lociStitched	chr1	82617169	82619737	1	2569	1876.6944
1_MACS_peak_6704_lociStitched	chr14	77923162	77925730	1	2569	7522.699199999999
2_MACS_peak_12673_lociStitched	chr2	114359595	114362163	2	2350	4580.2848
1_MACS_peak_21702_lociStitched	chr7	130596867	130599435	1	2569	2878.4712
1_MACS_peak_23245_lociStitched	chr9	11456985	11459553	1	2569	2946.7799999999997
1_MACS_peak_4463_lociStitched	chr12	7052560	7055127	1	2568	4558.4786
1_MACS_peak_9939_lociStitched	chr17	80476667	80479234	1	2568	9314.6162
1_MACS_peak_10191_lociStitched	chr18	34407680	34410247	1	2568	7495.8967
1_MACS_peak_17805_lociStitched	chr5	18486756	18489323	1	2568	4024.5426
1_MACS_peak_2101_lociStitched	chr1	226297150	226299716	1	2567	11788.9738
1_MACS_peak_960_lociStitched	chr1	93543667	93546232	1	2566	5636.0745
1_MACS_peak_2323_lociStitched	chr10	3109560	3112125	1	2566	5243.373
1_MACS_peak_5460_lociStitched	chr12	121733203	121735768	1	2566	6850.089
1_MACS_peak_13904_lociStitched	chr20	36660883	36663448	1	2566	11736.6705
1_MACS_peak_16683_lociStitched	chr4	6910206	6912771	1	2566	10046.335500000001
1_MACS_peak_10061_lociStitched	chr18	13610411	13612975	1	2565	1999.92
1_MACS_peak_23795_lociStitched	chr9	116111542	116114106	1	2565	3275.51
1_MACS_peak_1033_lociStitched	chr1	105528944	105531507	1	2564	3740.1859
1_MACS_peak_4944_lociStitched	chr12	56692690	56695253	1	2564	6300.8792
1_MACS_peak_7102_lociStitched	chr15	34658188	34660751	1	2564	4442.4479
1_MACS_peak_9264_lociStitched	chr17	38716283	38718846	1	2564	1952.4934
1_MACS_peak_17299_lociStitched	chr4	124318505	124321068	1	2564	1355.3144000000002
1_MACS_peak_3137_lociStitched	chr10	116851769	116854331	1	2563	8629.0722
1_MACS_peak_12542_lociStitched	chr2	100105023	100107585	1	2563	6166.4778
1_MACS_peak_14902_lociStitched	chr22	40987962	40990524	1	2563	1858.4748000000002
1_MACS_peak_190_lociStitched	chr1	14074757	14077318	1	2562	10232.731600000001
1_MACS_peak_4148_lociStitched	chr11	111206730	111209291	1	2562	1845.9688
1_MACS_peak_5227_lociStitched	chr12	99037387	99039948	1	2562	3662.9982999999997
1_MACS_peak_15666_lociStitched	chr3	71923176	71925737	1	2562	2447.5477
1_MACS_peak_24719_lociStitched	chrX	119004316	119006877	1	2562	4366.505
1_MACS_peak_1532_lociStitched	chr1	161086691	161089251	1	2561	9059.84
1_MACS_peak_21887_lociStitched	chr7	158496129	158498689	1	2561	10875.392
1_MACS_peak_23140_lociStitched	chr8	145596548	145599108	1	2561	12084.480000000001
1_MACS_peak_24288_lociStitched	chrX	19904630	19907190	1	2561	2834.176
1_MACS_peak_5318_lociStitched	chr12	109231364	109233923	1	2560	3933.9507000000003
1_MACS_peak_8894_lociStitched	chr17	8112478	8115037	1	2560	7780.6395
1_MACS_peak_10828_lociStitched	chr19	12034534	12037093	1	2560	7864.830599999999
1_MACS_peak_14641_lociStitched	chr22	24666179	24668738	1	2560	7331.0232
1_MACS_peak_17893_lociStitched	chr5	32311638	32314197	1	2560	11620.419000000002
1_MACS_peak_20919_lociStitched	chr7	31013242	31015801	1	2560	8559.5991
1_MACS_peak_20937_lociStitched	chr7	34774002	34776561	1	2560	3085.3863
1_MACS_peak_8033_lociStitched	chr16	14498740	14501298	1	2559	5209.367
1_MACS_peak_17271_lociStitched	chr4	120220055	120222613	1	2559	4636.1192
1_MACS_peak_19631_lociStitched	chr6	41887859	41890417	1	2559	6041.4844
1_MACS_peak_7700_lociStitched	chr15	92395325	92397882	1	2558	5677.562800000001
1_MACS_peak_15417_lociStitched	chr3	48228200	48230757	1	2558	5240.5715
1_MACS_peak_23799_lociStitched	chr9	116171704	116174261	1	2558	9451.950499999999
1_MACS_peak_3608_lociStitched	chr11	57508053	57510609	1	2557	13620.923999999999
1_MACS_peak_6227_lociStitched	chr14	23386917	23389473	1	2557	8334.3492
1_MACS_peak_17419_lociStitched	chr4	154386479	154389035	1	2557	5270.7276
1_MACS_peak_21244_lociStitched	chr7	75931161	75933717	1	2557	6754.7412
1_MACS_peak_2438_lociStitched	chr10	18946645	18949200	1	2556	6928.137999999999
1_MACS_peak_9162_lociStitched	chr17	33377713	33380268	1	2556	2245.0785
1_MACS_peak_19326_lociStitched	chr6	26473178	26475732	1	2555	4548.9294
1_MACS_peak_20243_lociStitched	chr6	127663329	127665883	1	2555	4862.816
1_MACS_peak_10149_lociStitched	chr18	29237358	29239911	1	2554	3378.6402
1_MACS_peak_12660_lociStitched	chr2	113550452	113553005	1	2554	3831.7976999999996
1_MACS_peak_15450_lociStitched	chr3	49506502	49509055	1	2554	6008.996099999999
1_MACS_peak_23813_lociStitched	chr9	117158749	117161302	1	2554	4200.9615
1_MACS_peak_20720_lociStitched	chr7	8299985	8302537	1	2553	7350.270399999999
1_MACS_peak_790_lociStitched	chr1	68297057	68299608	1	2552	2151.7685
2_MACS_peak_2861_lociStitched	chr10	82278183	82280734	2	2489	1492.8452000000002
1_MACS_peak_10345_lociStitched	chr18	54744128	54746679	1	2552	3826.7551
1_MACS_peak_13449_lociStitched	chr2	233139585	233142136	1	2552	2783.141
1_MACS_peak_17421_lociStitched	chr4	154836543	154839093	1	2551	2647.155
1_MACS_peak_23488_lociStitched	chr9	71416528	71419078	1	2551	4808.28
1_MACS_peak_379_lociStitched	chr1	28098557	28101106	1	2550	4259.1241
1_MACS_peak_669_lociStitched	chr1	52194002	52196551	1	2550	9270.713
1_MACS_peak_5889_lociStitched	chr13	53071352	53073901	1	2550	3465.6204
1_MACS_peak_11311_lociStitched	chr19	42579067	42581616	1	2550	10582.1735
1_MACS_peak_11753_lociStitched	chr2	1441342	1443891	1	2550	3817.6373
1_MACS_peak_15123_lociStitched	chr3	9974045	9976594	1	2550	6755.6147
1_MACS_peak_17077_lociStitched	chr4	84204339	84206888	1	2550	6252.696999999999
1_MACS_peak_501_lociStitched	chr1	39456046	39458594	1	2549	9205.923999999999
2_MACS_peak_7103_lociStitched	chr15	34728010	34730558	2	2452	3053.778
1_MACS_peak_8350_lociStitched	chr16	58033450	58035998	1	2549	6807.7464
1_MACS_peak_12245_lociStitched	chr2	64993562	64996110	1	2549	11928.716800000002
1_MACS_peak_18616_lociStitched	chr5	134239565	134242113	1	2549	10287.8048
1_MACS_peak_873_lociStitched	chr1	85038149	85040696	1	2548	7238.8287
1_MACS_peak_9174_lociStitched	chr17	34135100	34137647	1	2548	6884.2863
1_MACS_peak_10420_lociStitched	chr18	61033033	61035580	1	2548	8518.1868
1_MACS_peak_15354_lociStitched	chr3	44225041	44227588	1	2548	3370.9545
1_MACS_peak_15371_lociStitched	chr3	45594533	45597080	1	2548	3187.8252
1_MACS_peak_17103_lociStitched	chr4	88342965	88345512	1	2548	5243.2542
1_MACS_peak_1006_lociStitched	chr1	100652938	100655484	1	2547	4133.1764
1_MACS_peak_7281_lociStitched	chr15	51448088	51450634	1	2547	2193.379
1_MACS_peak_12550_lociStitched	chr2	105944987	105947533	1	2547	6877.000599999999
1_MACS_peak_22238_lociStitched	chr8	38088059	38090605	1	2547	11208.510400000001
1_MACS_peak_356_lociStitched	chr1	26945924	26948469	1	2546	15899.887499999999
1_MACS_peak_3993_lociStitched	chr11	82706511	82709056	1	2546	1735.69
1_MACS_peak_5734_lociStitched	chr13	35515607	35518152	1	2546	3322.4975000000004
1_MACS_peak_16288_lociStitched	chr3	161487310	161489855	1	2546	3877.3075000000003
1_MACS_peak_4439_lociStitched	chr12	6663259	6665803	1	2545	3050.0016
1_MACS_peak_10021_lociStitched	chr18	9333497	9336041	1	2545	4849.118399999999
1_MACS_peak_10491_lociStitched	chr18	74532997	74535541	1	2545	11995.9776
1_MACS_peak_13822_lociStitched	chr20	31349321	31351865	1	2545	3820.8336
1_MACS_peak_18465_lociStitched	chr5	118701877	118704421	1	2545	1955.3183999999999
1_MACS_peak_22621_lociStitched	chr8	92081131	92083675	1	2545	5205.2784
1_MACS_peak_5884_lociStitched	chr13	52897587	52900130	1	2544	3391.0905
1_MACS_peak_11155_lociStitched	chr19	36035317	36037860	1	2544	5905.8632
2_MACS_peak_16337_lociStitched	chr3	170972725	170975268	2	2039	1221.1486
1_MACS_peak_17394_lociStitched	chr4	146802319	146804862	1	2544	2061.8644
1_MACS_peak_6502_lociStitched	chr14	62127491	62130033	1	2543	1847.5256
1_MACS_peak_17225_lociStitched	chr4	110480455	110482997	1	2543	5652.391199999999
1_MACS_peak_3462_lociStitched	chr11	22849467	22852008	1	2542	3540.6294
1_MACS_peak_3169_lociStitched	chr10	121631137	121633677	1	2541	10036.556
1_MACS_peak_23953_lociStitched	chr9	130888947	130891487	1	2541	14886.686
1_MACS_peak_626_lociStitched	chr1	45964590	45967129	1	2540	4143.648
1_MACS_peak_13058_lociStitched	chr2	187453968	187456507	1	2540	6478.0046
1_MACS_peak_20465_lociStitched	chr6	152011009	152013548	1	2540	4153.5500999999995
