REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_17889_lociStitched	chr5	32205882	32219678	2	10769	48054.2272	205	1		GOLPH3	GOLPH3	205	1
2_MACS_peak_17645_lociStitched	chr5	390518	403758	2	12079	32338.7	206	1	AHRR	EXOC3,LOC100310782,C5orf55	LOC100310782	206	1
1_MACS_peak_17982_lociStitched	chr5	42988244	42996706	1	8463	63473.462	208	1		LOC153684,LOC648987,C5orf39	LOC648987	208	1
4_MACS_peak_13744_lociStitched	chr20	23329629	23347691	4	11098	43191.6606	209	1	NXT1,GZF1		GZF1	209	1
1_MACS_peak_3653_lociStitched	chr11	61593919	61604234	1	10316	50324.822	210	1	FADS2	FEN1,MIR611,C11orf10,MIR1908,FADS1	FADS2	210	1
4_MACS_peak_10547_lociStitched	chr19	1258277	1277340	4	10460	48627.8067	212	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	212	1
2_MACS_peak_10956_lociStitched	chr19	16694069	16706754	2	10112	51417.379	213	1	MED26	CHERP,SLC35E1	SLC35E1	213	1
2_MACS_peak_8873_lociStitched	chr17	7737019	7748869	2	10357	49256.895	214	1	DNAH2,KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	214	1
2_MACS_peak_13094_lociStitched	chr2	191875534	191886920	2	11375	38748.8352	215	1	STAT1		STAT1	215	1
2_MACS_peak_24861_lociStitched	chrX	153188760	153201485	2	8804	60009.8275	216	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	216	1
4_MACS_peak_18930_lociStitched	chr5	173160654	173178231	4	11783	33144.9489	218	1			BOD1	218	1
3_MACS_peak_19164_lociStitched	chr6	10398194	10415480	3	11025	42347.2428	220	1	LOC100130275,TFAP2A	C6orf218	LOC100130275	220	1
3_MACS_peak_7978_lociStitched	chr16	10962255	10976637	3	11386	38277.693	221	1	CIITA	FAM18A	CIITA	221	1
1_MACS_peak_18724_lociStitched	chr5	142774610	142786022	1	11413	37880.9928	222	1	NR3C1		NR3C1	222	1
3_MACS_peak_11843_lociStitched	chr2	11883864	11895203	3	11096	41176.4446	225	1	LPIN1		LPIN1	225	1
1_MACS_peak_20784_lociStitched	chr7	20253183	20263411	1	10229	49410.4452	226	1	MACC1		MACC1	226	1
2_MACS_peak_7151_lociStitched	chr15	40389122	40402053	2	11748	32301.638	227	1	BMF		BMF	227	1
4_MACS_peak_20853_lociStitched	chr7	25891042	25907231	4	12103	26161.424	228	1			MIR148A	228	1
2_MACS_peak_8223_lociStitched	chr16	30661301	30673193	2	7771	64346.4228	230	1	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	230	1
3_MACS_peak_10319_lociStitched	chr18	52931365	52949365	3	11816	30092.4	231	1	TCF4		CCDC68	231	1
3_MACS_peak_7706_lociStitched	chr15	93346691	93364522	3	10991	40139.3641	232	1		ASB9P1	ASB9P1	232	1
2_MACS_peak_1408_lociStitched	chr1	154828750	154844295	2	11064	39297.76	233	1	KCNN3		KCNN3	233	1
1_MACS_peak_20343_lociStitched	chr6	138186088	138196760	1	10673	43272.8256	234	1	TNFAIP3		TNFAIP3	234	1
3_MACS_peak_12508_lociStitched	chr2	97190571	97205447	3	10760	42343.0464	236	1	ARID5A	NEURL3	ARID5A	236	1
4_MACS_peak_2176_lociStitched	chr1	233748314	233765893	4	11640	31121.8616	237	1	KCNK1		KCNK1	237	1
2_MACS_peak_13880_lociStitched	chr20	34677443	34690621	2	11813	28286.577	238	1		EPB41L1,LOC647979	EPB41L1	238	1
1_MACS_peak_21374_lociStitched	chr7	92458021	92467407	1	9387	53168.8742	239	1	CDK6		CDK6	239	1
2_MACS_peak_15669_lociStitched	chr3	72026232	72038104	2	11345	34337.3856	240	1			PROK2	240	1
3_MACS_peak_7003_lociStitched	chr14	106207819	106217786	3	9337	53296.5391	241	1			KIAA0125	241	1
1_MACS_peak_22123_lociStitched	chr8	26428101	26438038	1	9938	48582.9867	242	1	DPYSL2		DPYSL2	242	1
2_MACS_peak_18975_lociStitched	chr5	176726292	176740610	2	10807	39075.2538	246	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	246	1
4_MACS_peak_9784_lociStitched	chr17	75432958	75448932	4	11715	25569.5818	248	1	SEPT9	SEPT9,MIR4316	SEPT9	248	1
2_MACS_peak_17239_lociStitched	chr4	113200100	113212612	2	11430	30312.8224	249	1	TIFA	AP1AR,ALPK1	TIFA	249	1
1_MACS_peak_17965_lociStitched	chr5	40483132	40493813	1	10682	39531.4491	251	1			PTGER4	251	1
6_MACS_peak_4990_lociStitched	chr12	58224924	58241105	6	11406	29381.4598	252	1	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	252	1
2_MACS_peak_3028_lociStitched	chr10	104401166	104409973	2	8688	55412.7633	253	1	TRIM8		TRIM8	253	1
1_MACS_peak_11433_lociStitched	chr19	47285629	47292509	1	6881	64722.912	254	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	254	1
3_MACS_peak_13532_lociStitched	chr2	241496313	241509740	3	10579	39562.6555	255	1	DUSP28,RNPEPL1,ANKMY1	CAPN10,GPR35	DUSP28	255	1
1_MACS_peak_17191_lociStitched	chr4	105406483	105417786	1	11304	30259.2613	256	1	CXXC4		CXXC4	256	1
1_MACS_peak_20108_lociStitched	chr6	108878214	108887983	1	9770	46687.0279	259	1	FOXO3		FOXO3	259	1
3_MACS_peak_11749_lociStitched	chr2	1369933	1383901	3	11401	27565.848	260	1	SNTG2	TPO	TPO	260	1
1_MACS_peak_21065_lociStitched	chr7	47513460	47522895	1	9436	48935.571	261	1	TNS3		TNS3	261	1
4_MACS_peak_4464_lociStitched	chr12	7061279	7081028	4	11211	29980.9569	262	1	PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,ATN1,C12orf57,LPCAT3	MIR200C	262	1
2_MACS_peak_11228_lociStitched	chr19	39338023	39348826	2	7939	58359.9666	263	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	263	1
2_MACS_peak_17729_lociStitched	chr5	6711605	6723477	2	9298	49563.2256	264	1	PAPD7	PAPD7	PAPD7	264	1
1_MACS_peak_4426_lociStitched	chr12	4376917	4387135	1	10219	41164.2348	267	1	CCND2	C12orf5	CCND2	267	1
2_MACS_peak_2111_lociStitched	chr1	226839055	226852520	2	11151	29516.6265	268	1	ITPKB		ITPKB	268	1
1_MACS_peak_5536_lociStitched	chr12	125397585	125406972	1	9388	48335.5404	269	1	UBC	SCARB1	UBC	269	1
4_MACS_peak_24879_lociStitched	chrX	153595395	153608997	4	10625	36016.7358	272	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	272	1
2_MACS_peak_14190_lociStitched	chr20	62358677	62373011	2	10514	36669.2388	274	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	274	1
3_MACS_peak_15086_lociStitched	chr3	5222882	5241053	3	11057	29386.1412	275	1	EDEM1		EDEM1	275	1
2_MACS_peak_21171_lociStitched	chr7	71865303	71878166	2	10049	40118.4107	280	1	CALN1		CALN1	280	1
4_MACS_peak_9207_lociStitched	chr17	36570615	36586192	4	10233	38109.1305	281	1	ARHGAP23	ARHGAP23	ARHGAP23	281	1
1_MACS_peak_5311_lociStitched	chr12	109021166	109031464	1	10299	37094.4258	282	1	SELPLG	TMEM119	SELPLG	282	1
1_MACS_peak_19958_lociStitched	chr6	90059185	90069901	1	10717	31922.964	283	1	UBE2J1	GABRR2	UBE2J1	283	1
2_MACS_peak_14068_lociStitched	chr20	52267509	52278755	2	10467	35013.2964	285	1			ZNF217	285	1
1_MACS_peak_9310_lociStitched	chr17	40825775	40835810	1	10036	39649.2885	286	1	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	286	1
2_MACS_peak_1859_lociStitched	chr1	200984909	200995464	2	9362	45614.488	287	1	KIF21B		KIF21B	287	1
1_MACS_peak_8556_lociStitched	chr16	79628853	79637468	1	8616	51223.067	288	1	MAF		MAF	288	1
3_MACS_peak_8471_lociStitched	chr16	70461005	70474048	3	10411	34917.4153	290	1	ST3GAL2	FUK	ST3GAL2	290	1
3_MACS_peak_13911_lociStitched	chr20	37498887	37511052	3	8934	48612.5565	291	1	PPP1R16B	FAM83D	FAM83D	291	1
2_MACS_peak_16372_lociStitched	chr3	176911325	176920451	2	8470	51689.664	292	1	TBL1XR1		TBL1XR1	292	1
4_MACS_peak_4303_lociStitched	chr11	126056035	126068977	4	10586	31313.169	295	1		FAM118B,RPUSD4	RPUSD4	295	1
1_MACS_peak_19190_lociStitched	chr6	12007481	12014640	1	7160	58666.5732	296	1	HIVEP1		HIVEP1	296	1
4_MACS_peak_23120_lociStitched	chr8	145010061	145028521	4	10406	33028.632	298	1	PLEC,MIR661	GRINA,PARP10	MIR661	298	1
3_MACS_peak_4666_lociStitched	chr12	26265779	26280681	3	10208	35407.152	299	1	BHLHE41		BHLHE41	299	1
3_MACS_peak_19427_lociStitched	chr6	30646820	30659303	3	9760	40026.7395	301	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	301	1
3_MACS_peak_19293_lociStitched	chr6	26020465	26034887	3	10484	31576.969	302	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	302	1
1_MACS_peak_21031_lociStitched	chr7	44787042	44795231	1	8190	52245.0011	303	1	ZMIZ2	ZMIZ2,PPIA	ZMIZ2	303	1
1_MACS_peak_7500_lociStitched	chr15	75333612	75342039	1	8428	50419.5837	304	1	PPCDC	SCAMP5	PPCDC	304	1
1_MACS_peak_4972_lociStitched	chr12	57846441	57856811	1	10371	32268.329	305	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	GLI1	305	1
2_MACS_peak_3670_lociStitched	chr11	62223509	62233682	2	10045	35545.4793	308	1	AHNAK	SCGB1A1	SCGB1A1	308	1
4_MACS_peak_9164_lociStitched	chr17	33401173	33417357	4	10661	27184.2648	309	1	RFFL	FNDC8,RFFL,RAD51L3	RFFL	309	1
4_MACS_peak_3796_lociStitched	chr11	65654967	65670347	4	10534	28985.148	310	1	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,TSGA10IP,CFL1,EFEMP2,C11orf68	CCDC85B	310	1
1_MACS_peak_903_lociStitched	chr1	87792961	87803037	1	10077	34769.2532	311	1	LMO4		LMO4	311	1
1_MACS_peak_3460_lociStitched	chr11	22685001	22694608	1	9608	39772.98	312	1	GAS2	GAS2,FANCF	GAS2	312	1
1_MACS_peak_2878_lociStitched	chr10	89619948	89629494	1	9547	40257.3912	313	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	313	1
2_MACS_peak_19688_lociStitched	chr6	44223768	44234379	2	8494	48793.6224	314	1	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	314	1
1_MACS_peak_23309_lociStitched	chr9	21986290	21996889	1	10600	26980.8144	315	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	315	1
1_MACS_peak_3559_lociStitched	chr11	46136207	46144954	1	8748	46519.1701	316	1	PHF21A		PHF21A	316	1
3_MACS_peak_20808_lociStitched	chr7	22474341	22489022	3	10447	28419.4798	318	1	MGC87042		MGC87042	318	1
1_MACS_peak_18921_lociStitched	chr5	172750586	172759585	1	9000	43876.4243	320	1	STC2		STC2	320	1
1_MACS_peak_3782_lociStitched	chr11	65335976	65345486	1	9511	39143.16	321	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	321	1
1_MACS_peak_10949_lociStitched	chr19	16474754	16485143	1	10390	28680.9123	322	1	EPS15L1	KLF2	KLF2	322	1
3_MACS_peak_4235_lociStitched	chr11	118963716	118979608	3	9799	36031.9316	324	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	324	1
1_MACS_peak_1301_lociStitched	chr1	149854938	149861701	1	6764	57432.0723	325	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	325	1
2_MACS_peak_17686_lociStitched	chr5	2694492	2705656	2	10473	26489.9392	326	1		C5orf38,IRX2	IRX2	326	1
1_MACS_peak_2847_lociStitched	chr10	81000919	81010737	1	9819	35186.7302	327	1	ZMIZ1		PPIF	327	1
3_MACS_peak_15592_lociStitched	chr3	61545704	61562504	3	10186	30596.16	329	1	PTPRG		PTPRG	329	1
2_MACS_peak_948_lociStitched	chr1	92941313	92954485	2	8827	43914.1308	331	1	GFI1		GFI1	331	1
1_MACS_peak_10322_lociStitched	chr18	52983174	52992399	1	9226	40188.7125	332	1	TCF4		TCF4	332	1
2_MACS_peak_8073_lociStitched	chr16	17552902	17565398	2	10296	26562.7472	335	1	XYLT1		XYLT1	335	1
1_MACS_peak_22663_lociStitched	chr8	95953001	95963126	1	10126	28977.75	336	1	TP53INP1	CCNE2	TP53INP1	336	1
1_MACS_peak_1191_lociStitched	chr1	120607930	120614193	1	6264	58336.7135	337	1	NOTCH2		NOTCH2	337	1
1_MACS_peak_17726_lociStitched	chr5	6478572	6487349	1	8778	43100.3362	339	1	UBE2QL1		UBE2QL1	339	1
3_MACS_peak_15029_lociStitched	chr22	50352911	50364844	3	9304	37387.2823	341	1	PIM3	CRELD2,ALG12	PIM3	341	1
2_MACS_peak_17042_lociStitched	chr4	79686959	79700357	2	9395	36092.8722	342	1	BMP2K		BMP2K	342	1
2_MACS_peak_13381_lociStitched	chr2	227654827	227666685	2	10112	26411.3234	343	1	IRS1	RHBDD1	IRS1	343	1
4_MACS_peak_6926_lociStitched	chr14	103571380	103581683	4	9178	37583.2834	346	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	346	1
4_MACS_peak_9755_lociStitched	chr17	74486399	74503015	4	10119	25769.7544	347	1	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	347	1
3_MACS_peak_12806_lociStitched	chr2	145267596	145282582	3	9758	30487.5184	348	1	ZEB2		ZEB2	348	1
2_MACS_peak_8341_lociStitched	chr16	57568754	57579610	2	9872	28780.3416	349	1	GPR114,CCDC102A	DOK4	GPR114	349	1
4_MACS_peak_14441_lociStitched	chr21	44724831	44735763	4	9993	26592.09	353	1			SIK1	353	1
1_MACS_peak_16192_lociStitched	chr3	150314429	150323781	1	9353	34516.3616	354	1	SELT	EIF2A	SELT	354	1
2_MACS_peak_21678_lociStitched	chr7	128572188	128582428	2	7961	46529.536	355	1	IRF5	KCP	IRF5	355	1
1_MACS_peak_17898_lociStitched	chr5	32581061	32588913	1	7853	47125.3484	358	1	SUB1		SUB1	358	1
1_MACS_peak_22939_lociStitched	chr8	126441000	126449049	1	8050	45551.7057	362	1	TRIB1		TRIB1	362	1
1_MACS_peak_21513_lociStitched	chr7	104651014	104657891	1	6878	52730.0852	363	1	MLL5,LOC100216545		LOC100216545	363	1
1_MACS_peak_7508_lociStitched	chr15	75491344	75497987	1	6644	53208.4371	367	1	C15orf39		C15orf39	367	1
1_MACS_peak_7066_lociStitched	chr15	31615442	31622833	1	7392	49036.3286	368	1	KLF13		KLF13	368	1
3_MACS_peak_19528_lociStitched	chr6	33279634	33292391	3	8760	38660.0885	371	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	371	1
3_MACS_peak_23938_lociStitched	chr9	130531935	130549423	3	9474	31016.7168	372	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	372	1
3_MACS_peak_1383_lociStitched	chr1	153928840	153940925	3	8695	39061.137	375	1	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	375	1
2_MACS_peak_7501_lociStitched	chr15	75352852	75363983	2	9829	25813.9021	377	1		PPCDC	PPCDC	377	1
2_MACS_peak_3659_lociStitched	chr11	61732543	61742164	2	8474	40619.862	380	1	FTH1	BEST1,RAB3IL1	FTH1	380	1
2_MACS_peak_1247_lociStitched	chr1	145469500	145479425	2	9198	33197.14	381	1	ANKRD34A,LIX1L,POLR3GL	TXNIP,RBM8A,PEX11B,ITGA10,GNRHR2	LIX1L	381	1
2_MACS_peak_5187_lociStitched	chr12	94541079	94553783	2	8528	39539.9296	382	1	PLXNC1		PLXNC1	382	1
1_MACS_peak_17582_lociStitched	chr4	185267711	185276827	1	9117	33446.604	385	1			IRF2	385	1
2_MACS_peak_23504_lociStitched	chr9	73024832	73036494	2	9097	33437.2864	389	1	KLF9		KLF9	389	1
1_MACS_peak_23081_lociStitched	chr8	142424201	142430556	1	6356	53093.483	390	1		PTP4A3,GPR20	PTP4A3	390	1
4_MACS_peak_2621_lociStitched	chr10	45913292	45930363	4	9197	31789.6162	392	1	ALOX5		ALOX5	392	1
3_MACS_peak_22283_lociStitched	chr8	42742562	42754229	3	9312	30091.5264	393	1	HOOK3,RNF170	THAP1	RNF170	393	1
1_MACS_peak_8415_lociStitched	chr16	67875065	67882196	1	7132	48557.1183	394	1	THAP11,NUTF2,CENPT	TSNAXIP1,EDC4,NRN1L,PSKH1,RANBP10	NUTF2	394	1
1_MACS_peak_2457_lociStitched	chr10	22538859	22547921	1	9063	32752.7866	395	1			COMMD3	395	1
3_MACS_peak_7814_lociStitched	chr16	685139	700543	3	8959	33890.3404	396	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	396	1
3_MACS_peak_21476_lociStitched	chr7	101928981	101938462	3	8744	35850.5053	399	1	SH2B2,MIR4285		MIR4285	399	1
1_MACS_peak_10877_lociStitched	chr19	13260222	13267636	1	7415	46380.5012	400	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	400	1
2_MACS_peak_21844_lociStitched	chr7	150776597	150785750	2	8593	37150.1964	401	1	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	401	1
3_MACS_peak_10544_lociStitched	chr19	1236939	1251526	3	9352	28713.0508	402	1	ATP5D,MIDN,C19orf26	STK11,CIRBP,C19orf24,EFNA2,C19orf23	ATP5D	402	1
2_MACS_peak_19469_lociStitched	chr6	31755447	31764550	2	6234	52820.1575	403	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	403	1
2_MACS_peak_13443_lociStitched	chr2	232570432	232578790	2	7757	43801.7706	405	1	PTMA,MIR1244-1		PTMA	405	1
1_MACS_peak_17985_lociStitched	chr5	43037091	43043789	1	6699	50055.4936	409	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	409	1
2_MACS_peak_1537_lociStitched	chr1	161144937	161157342	2	9339	27976.9965	412	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	412	1
2_MACS_peak_23839_lociStitched	chr9	123630269	123641525	2	8887	33302.0016	413	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	413	1
2_MACS_peak_22724_lociStitched	chr8	101440445	101453055	2	9350	27598.246	414	1			RNF19A	414	1
1_MACS_peak_10419_lociStitched	chr18	60980984	60988568	1	7585	44078.208	416	1	BCL2	KDSR	BCL2	416	1
2_MACS_peak_471_lociStitched	chr1	36614035	36623608	2	7179	46729.6422	417	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	417	1
2_MACS_peak_4997_lociStitched	chr12	58286351	58299394	2	8833	32741.8429	422	1		XRCC6BP1,CTDSP2	XRCC6BP1	422	1
2_MACS_peak_21028_lociStitched	chr7	44671478	44680759	2	9242	27072.677	426	1	OGDH	TMED4	OGDH	426	1
1_MACS_peak_8918_lociStitched	chr17	14203712	14212808	1	9097	28844.3256	428	1	HS3ST3B1,MGC12916		MGC12916	428	1
1_MACS_peak_593_lociStitched	chr1	44296095	44303718	1	7624	42688.8	430	1	ST3GAL3		ARTN	430	1
3_MACS_peak_8839_lociStitched	chr17	6915117	6927208	3	9137	28092.2294	431	1	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	431	1
3_MACS_peak_17781_lociStitched	chr5	14663135	14677641	3	9250	26422.679	432	1	FAM105B		FAM105B	432	1
2_MACS_peak_2794_lociStitched	chr10	74075546	74084178	2	8629	33690.696	434	1		DDIT4,DNAJB12	DNAJB12	434	1
2_MACS_peak_18967_lociStitched	chr5	175960346	175971557	2	8481	34982.8044	436	1	CDHR2,RNF44	CDHR2	RNF44	436	1
2_MACS_peak_9802_lociStitched	chr17	76116523	76129242	2	8544	34136.5241	440	1	TMC8,TMC6	C17orf99,SYNGR2	TMC6	440	1
1_MACS_peak_9216_lociStitched	chr17	36856343	36863619	1	7277	44299.926	441	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	441	1
1_MACS_peak_1094_lociStitched	chr1	111211019	111219421	1	8403	35174.1328	442	1	KCNA3		KCNA3	442	1
2_MACS_peak_7771_lociStitched	chr15	101660604	101669718	2	8728	31731.3024	443	1			CHSY1	443	1
4_MACS_peak_3762_lociStitched	chr11	65148574	65157819	4	9056	27247.7885	445	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	445	1
2_MACS_peak_8021_lociStitched	chr16	12052370	12063102	2	7829	39525.956	453	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	453	1
1_MACS_peak_19188_lociStitched	chr6	11827741	11836769	1	9029	26728.2968	456	1		C6orf105	C6orf105	456	1
1_MACS_peak_4392_lociStitched	chr12	1637808	1645167	1	7360	42376.0656	460	1		LOC100292680	LOC100292680	460	1
1_MACS_peak_22957_lociStitched	chr8	128745893	128753104	1	7212	43276.0954	461	1	MYC		MYC	461	1
1_MACS_peak_2136_lociStitched	chr1	228673719	228680135	1	6417	47513.0464	466	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	466	1
2_MACS_peak_3085_lociStitched	chr10	111966977	111975938	2	8782	27799.7103	470	1	MXI1	MXI1	MXI1	470	1
2_MACS_peak_19667_lociStitched	chr6	43593673	43604799	2	8006	36031.551	471	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	471	1
2_MACS_peak_9061_lociStitched	chr17	27045885	27056556	2	8409	31570.1535	473	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	473	1
2_MACS_peak_4088_lociStitched	chr11	102183738	102192706	2	8787	27074.392	474	1	BIRC3	BIRC2	BIRC3	474	1
1_MACS_peak_16382_lociStitched	chr3	178229796	178238672	1	8877	25315.2396	475	1		KCNMB2	KCNMB2	475	1
3_MACS_peak_14931_lociStitched	chr22	42222477	42232443	3	7411	39852.0408	480	1	SREBF2	CCDC134	SREBF2	480	1
2_MACS_peak_8764_lociStitched	chr17	2161391	2172063	2	8496	29707.6464	481	1	SMG6	SRR	SMG6	481	1
1_MACS_peak_18710_lociStitched	chr5	142430015	142438536	1	8522	28988.442	482	1	ARHGAP26		ARHGAP26	482	1
1_MACS_peak_4146_lociStitched	chr11	111168419	111174803	1	6385	46060.56	485	1	C11orf93,C11orf92	C11orf53	C11orf92	485	1
1_MACS_peak_20791_lociStitched	chr7	20367256	20374207	1	6952	42328.8096	487	1	ITGB8		ITGB8	487	1
3_MACS_peak_7675_lociStitched	chr15	90721767	90736968	3	8591	27022.8177	492	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	492	1
1_MACS_peak_98_lociStitched	chr1	6976630	6984790	1	8161	31526.976	496	1	CAMTA1		CAMTA1	496	1
3_MACS_peak_10584_lociStitched	chr19	2049352	2062781	3	7406	38334.4234	497	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	497	1
3_MACS_peak_17806_lociStitched	chr5	18739275	18750466	3	8472	27723.4643	499	1				499	1
2_MACS_peak_17724_lociStitched	chr5	6445981	6454734	2	7613	36366.0891	500	1	UBE2QL1		UBE2QL1	500	1
1_MACS_peak_1092_lociStitched	chr1	111172788	111181096	1	8309	29463.4912	503	1		KCNA2,KCNA3	KCNA2	503	1
1_MACS_peak_19065_lociStitched	chr6	1008165	1016701	1	8537	26248.2	505	1	LOC285768		LOC285768	505	1
2_MACS_peak_1657_lociStitched	chr1	174125936	174137102	2	8500	26463.42	508	1	RABGAP1L		RABGAP1L	508	1
2_MACS_peak_22859_lociStitched	chr8	117884438	117893293	2	7864	33445.335	510	1	NCRNA00255,RAD21,MIR3610		RAD21	510	1
1_MACS_peak_485_lociStitched	chr1	37939390	37946201	1	6812	41451.746	515	1	ZC3H12A	MEAF6	ZC3H12A	515	1
1_MACS_peak_15238_lociStitched	chr3	23846787	23854924	1	8138	30233.0235	516	1	UBE2E1		UBE2E1	516	1
2_MACS_peak_4275_lociStitched	chr11	122930132	122941399	2	7569	35525.9777	519	1	HSPA8	LOC341056	HSPA8	519	1
3_MACS_peak_23150_lociStitched	chr8	145741981	145755159	3	7092	39225.6348	521	1	LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	PPP1R16A,GPT,MFSD3,FOXH1	LRRC24	521	1
1_MACS_peak_20908_lociStitched	chr7	30323292	30329787	1	6496	43050.159	524	1	ZNRF2,MIR550A1,MIR550B1		ZNRF2	524	1
2_MACS_peak_5391_lociStitched	chr12	116970370	116978907	2	8385	26599.5846	525	1	NCRNA00173	MAP1LC3B2	NCRNA00173	525	1
3_MACS_peak_4255_lociStitched	chr11	120368061	120384018	3	8382	26434.3662	526	1			GRIK4	526	1
3_MACS_peak_22731_lociStitched	chr8	101505269	101515923	3	8260	27927.3302	528	1			ANKRD46	528	1
1_MACS_peak_10293_lociStitched	chr18	48718867	48725348	1	6482	42786.2658	533	1	MEX3C		MEX3C	533	1
2_MACS_peak_21881_lociStitched	chr7	156799821	156810506	2	8307	26987.1045	534	1	MNX1		MNX1	534	1
2_MACS_peak_10406_lociStitched	chr18	60797996	60808263	2	7956	30329.7447	540	1	BCL2		BCL2	540	1
5_MACS_peak_7819_lociStitched	chr16	725490	746567	5	8330	25848.8328	541	1	RHBDL1,STUB1,JMJD8,WDR24,FBXL16	WFIKKN1,FAM195A,WDR90,RHOT2,METRN,FAM173A,HAGHL,C16orf13,CCDC78,NARFL	JMJD8	541	1
1_MACS_peak_22720_lociStitched	chr8	101317014	101323686	1	6673	40871.3376	544	1	RNF19A	RNF19A	RNF19A	544	1
2_MACS_peak_10627_lociStitched	chr19	3358696	3368832	2	6629	41159.2552	545	1	NFIC		NFIC	545	1
3_MACS_peak_1096_lociStitched	chr1	111325426	111337053	3	8019	29170.9803	547	1			CD53	547	1
3_MACS_peak_11161_lociStitched	chr19	36230845	36240437	3	8151	27489.7128	548	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	548	1
2_MACS_peak_10530_lociStitched	chr19	1018245	1029881	2	8229	26438.1556	549	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	549	1
