#JJN3_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/JJN3_H3K27ac_ROSE/JJN3_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by JJN3_jia.bam
#Using cutoff of 25157.466 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isSuper
1_MACS_peak_13131_lociStitched	chr2	197789541	197792681	1	3141	5766.924	6065	0
1_MACS_peak_8652_lociStitched	chr16	88699624	88701953	1	2330	5764.275	6066	0
1_MACS_peak_10524_lociStitched	chr19	912399	914154	1	1756	5763.9465	6067	0
1_MACS_peak_12262_lociStitched	chr2	65453970	65456236	1	2267	5763.571	6068	0
1_MACS_peak_18490_lociStitched	chr5	122847161	122849396	1	2236	5763.171	6069	0
1_MACS_peak_20433_lociStitched	chr6	149066981	149069704	1	2724	5762.9572	6070	0
2_MACS_peak_4983_lociStitched	chr12	58135290	58139524	2	3068	5762.8974	6071	0
2_MACS_peak_5587_lociStitched	chr12	132407671	132415194	2	3297	5761.8657	6072	0
1_MACS_peak_22336_lociStitched	chr8	55012649	55015125	1	2477	5761.652	6073	0
1_MACS_peak_17638_lociStitched	chr5	127494	130357	1	2864	5760.0697	6074	0
2_MACS_peak_9214_lociStitched	chr17	36829491	36833933	2	3410	5757.2762	6075	0
1_MACS_peak_7268_lociStitched	chr15	49461771	49464131	1	2361	5757.22	6076	0
1_MACS_peak_8796_lociStitched	chr17	4166249	4168053	1	1805	5756.9248	6077	0
1_MACS_peak_18929_lociStitched	chr5	173106598	173109397	1	2800	5756.1435	6078	0
1_MACS_peak_21995_lociStitched	chr8	12378671	12382331	1	3661	5756.082	6079	0
1_MACS_peak_12216_lociStitched	chr2	62931551	62933996	1	2446	5755.53	6080	0
1_MACS_peak_2556_lociStitched	chr10	35624338	35626786	1	2449	5754.5136	6081	0
1_MACS_peak_6873_lociStitched	chr14	98663426	98666666	1	3241	5753.916	6082	0
2_MACS_peak_6118_lociStitched	chr13	108867321	108871664	2	3075	5753.6064	6083	0
1_MACS_peak_5551_lociStitched	chr12	127255424	127258559	1	3136	5753.0385	6084	0
1_MACS_peak_21300_lociStitched	chr7	82071636	82073846	1	2211	5752.63	6085	0
1_MACS_peak_5180_lociStitched	chr12	93834527	93836775	1	2249	5752.4072	6086	0
1_MACS_peak_11446_lociStitched	chr19	47776173	47778798	1	2626	5750.0625	6087	0
1_MACS_peak_24263_lociStitched	chrX	15692222	15694409	1	2188	5748.7482	6088	0
1_MACS_peak_5370_lociStitched	chr12	112855882	112857836	1	1955	5747.691	6089	0
1_MACS_peak_18198_lociStitched	chr5	75393289	75396872	1	3584	5747.4903	6090	0
1_MACS_peak_19612_lociStitched	chr6	39081880	39083557	1	1678	5745.9051	6091	0
1_MACS_peak_2481_lociStitched	chr10	25240653	25242537	1	1885	5745.4464	6092	0
1_MACS_peak_21153_lociStitched	chr7	66308893	66310995	1	2103	5743.5048	6093	0
1_MACS_peak_3424_lociStitched	chr11	16759267	16761217	1	1951	5743.335	6094	0
1_MACS_peak_23509_lociStitched	chr9	74524645	74527229	1	2585	5741.9064	6095	0
1_MACS_peak_2753_lociStitched	chr10	70846795	70851515	1	4721	5741.88	6096	0
3_MACS_peak_14964_lociStitched	chr22	43538618	43549157	3	4399	5740.5933	6097	0
1_MACS_peak_3827_lociStitched	chr11	66405184	66407446	1	2263	5740.2774	6098	0
1_MACS_peak_19649_lociStitched	chr6	42988529	42990454	1	1926	5738.425	6099	0
1_MACS_peak_19538_lociStitched	chr6	33545670	33548532	1	2863	5736.0204	6100	0
1_MACS_peak_3422_lociStitched	chr11	14925803	14927925	1	2123	5733.644	6101	0
1_MACS_peak_3415_lociStitched	chr11	14540755	14542852	1	2098	5732.7786	6102	0
1_MACS_peak_11024_lociStitched	chr19	18450555	18452797	1	2243	5732.3456	6103	0
1_MACS_peak_9918_lociStitched	chr17	80021975	80024544	1	2570	5732.2097	6104	0
1_MACS_peak_2740_lociStitched	chr10	69833507	69835856	1	2350	5729.9157	6105	0
1_MACS_peak_3440_lociStitched	chr11	18654291	18657004	1	2714	5728.7708	6106	0
1_MACS_peak_12718_lociStitched	chr2	128586005	128589520	1	3516	5728.747	6107	0
1_MACS_peak_3343_lociStitched	chr11	4114948	4117715	1	2768	5728.2434	6108	0
2_MACS_peak_19872_lociStitched	chr6	75991210	75995653	2	3279	5727.9156	6109	0
2_MACS_peak_11669_lociStitched	chr19	56185695	56189612	2	2631	5725.8706	6110	0
2_MACS_peak_9395_lociStitched	chr17	45265377	45267489	2	2103	5724.1536	6111	0
1_MACS_peak_16596_lociStitched	chr3	197676383	197678409	1	2027	5721.6266	6112	0
1_MACS_peak_7214_lociStitched	chr15	43621251	43623415	1	2165	5720.9668	6113	0
1_MACS_peak_13385_lociStitched	chr2	228189114	228191048	1	1935	5720.5786	6114	0
1_MACS_peak_20370_lociStitched	chr6	139656193	139659070	1	2878	5720.3391	6115	0
1_MACS_peak_20577_lociStitched	chr6	167411297	167413768	1	2472	5718.6353	6116	0
1_MACS_peak_267_lociStitched	chr1	21501985	21504049	1	2065	5716.8672	6117	0
1_MACS_peak_8208_lociStitched	chr16	30417983	30419883	1	1901	5716.34	6118	0
2_MACS_peak_7202_lociStitched	chr15	42782393	42788462	2	3229	5713.9635	6119	0
1_MACS_peak_1139_lociStitched	chr1	114412601	114415681	1	3081	5712.476	6120	0
1_MACS_peak_4836_lociStitched	chr12	49960944	49963024	1	2081	5711.68	6121	0
2_MACS_peak_15838_lociStitched	chr3	101775737	101780365	2	4514	5711.4148	6122	0
1_MACS_peak_1145_lociStitched	chr1	115210765	115213830	1	3066	5711.321	6123	0
1_MACS_peak_2075_lociStitched	chr1	224179428	224181847	1	2420	5710.0495	6124	0
3_MACS_peak_13_lociStitched	chr1	994263	1004989	3	5495	5709.4498	6125	0
1_MACS_peak_9437_lociStitched	chr17	47753753	47756046	1	2294	5709.1114	6126	0
2_MACS_peak_20641_lociStitched	chr7	2796435	2803427	2	3910	5708.968	6127	0
1_MACS_peak_9460_lociStitched	chr17	48796146	48798051	1	1906	5704.9035	6128	0
1_MACS_peak_9117_lociStitched	chr17	30333805	30335656	1	1852	5702.931	6129	0
1_MACS_peak_11283_lociStitched	chr19	41195987	41197767	1	1781	5701.874	6130	0
1_MACS_peak_12853_lociStitched	chr2	157188838	157191965	1	3128	5700.8337	6131	0
2_MACS_peak_11836_lociStitched	chr2	11618261	11624729	2	3343	5700.2484	6132	0
1_MACS_peak_62_lociStitched	chr1	2343111	2345460	1	2350	5699.1438	6133	0
1_MACS_peak_21333_lociStitched	chr7	87847340	87850279	1	2940	5698.721	6134	0
1_MACS_peak_14969_lociStitched	chr22	43658854	43661528	1	2675	5698.5614	6135	0
1_MACS_peak_23394_lociStitched	chr9	35748114	35750069	1	1956	5698.434	6136	0
1_MACS_peak_2994_lociStitched	chr10	102671719	102673513	1	1795	5695.95	6137	0
1_MACS_peak_1004_lociStitched	chr1	100597548	100599820	1	2273	5695.2224	6138	0
1_MACS_peak_8914_lociStitched	chr17	12920042	12922369	1	2328	5694.8671	6139	0
1_MACS_peak_14293_lociStitched	chr21	27010846	27013216	1	2371	5694.636	6140	0
1_MACS_peak_1768_lociStitched	chr1	186049743	186052811	1	3069	5693.9012	6141	0
1_MACS_peak_10367_lociStitched	chr18	56228684	56234195	1	5512	5692.863	6142	0
1_MACS_peak_15744_lociStitched	chr3	83265582	83268434	1	2853	5690.8808	6143	0
1_MACS_peak_7528_lociStitched	chr15	77361930	77364035	1	2106	5690.8675	6144	0
2_MACS_peak_14824_lociStitched	chr22	38239448	38246342	2	3176	5690.3076	6145	0
1_MACS_peak_582_lociStitched	chr1	43823525	43825733	1	2209	5687.5872	6146	0
1_MACS_peak_13959_lociStitched	chr20	43149645	43151510	1	1866	5687.504	6147	0
1_MACS_peak_2436_lociStitched	chr10	17685250	17686941	1	1692	5687.0021	6148	0
1_MACS_peak_9028_lociStitched	chr17	20936258	20939334	1	3077	5686.2936	6149	0
1_MACS_peak_16835_lociStitched	chr4	42657796	42660119	1	2324	5685.3102	6150	0
1_MACS_peak_5405_lociStitched	chr12	117489537	117491694	1	2158	5683.695	6151	0
1_MACS_peak_5595_lociStitched	chr12	133286464	133288492	1	2029	5683.0644	6152	0
1_MACS_peak_19800_lociStitched	chr6	57085867	57087860	1	1994	5682.4416	6153	0
1_MACS_peak_19555_lociStitched	chr6	34724080	34725894	1	1815	5682.1736	6154	0
2_MACS_peak_23800_lociStitched	chr9	116279104	116287416	2	4254	5680.4208	6155	0
1_MACS_peak_23077_lociStitched	chr8	142336159	142339140	1	2982	5679.9974	6156	0
1_MACS_peak_11290_lociStitched	chr19	41801819	41805802	1	3984	5678.9614	6157	0
1_MACS_peak_6219_lociStitched	chr14	23235053	23236864	1	1812	5678.0283	6158	0
1_MACS_peak_15013_lociStitched	chr22	47008362	47011037	1	2676	5677.955	6159	0
1_MACS_peak_7700_lociStitched	chr15	92395325	92397882	1	2558	5677.5628	6160	0
1_MACS_peak_6101_lociStitched	chr13	104693666	104698721	1	5056	5675.754	6161	0
1_MACS_peak_19742_lociStitched	chr6	52044154	52049025	1	4872	5675.6892	6162	0
1_MACS_peak_3299_lociStitched	chr11	910000	912024	1	2025	5674.4864	6163	0
2_MACS_peak_12779_lociStitched	chr2	137136032	137141197	2	3277	5671.6865	6164	0
1_MACS_peak_8513_lociStitched	chr16	74401140	74403368	1	2229	5671.374	6165	0
1_MACS_peak_16207_lociStitched	chr3	152038605	152042781	1	4177	5670.1728	6166	0
1_MACS_peak_1575_lociStitched	chr1	162759545	162761910	1	2366	5668.1955	6167	0
3_MACS_peak_21515_lociStitched	chr7	104938378	104950878	3	6117	5665	6168	0
1_MACS_peak_10537_lociStitched	chr19	1093399	1096081	1	2683	5659.8246	6169	0
2_MACS_peak_11849_lociStitched	chr2	12640675	12647513	2	5306	5657.0774	6170	0
1_MACS_peak_23036_lociStitched	chr8	136736574	136739409	1	2836	5655.825	6171	0
1_MACS_peak_3858_lociStitched	chr11	67380944	67382761	1	1818	5655.5942	6172	0
1_MACS_peak_17225_lociStitched	chr4	110480455	110482997	1	2543	5652.3912	6173	0
2_MACS_peak_6369_lociStitched	chr14	45429312	45433575	2	4004	5651.0328	6174	0
2_MACS_peak_9936_lociStitched	chr17	80454348	80457848	2	3104	5650.4	6175	0
2_MACS_peak_23809_lociStitched	chr9	117127491	117136124	2	4725	5650.2985	6176	0
1_MACS_peak_22904_lociStitched	chr8	124252277	124253999	1	1723	5649.882	6177	0
1_MACS_peak_4076_lociStitched	chr11	98939028	98942219	1	3192	5649.6655	6178	0
1_MACS_peak_15181_lociStitched	chr3	15105264	15107663	1	2400	5649.1652	6179	0
1_MACS_peak_6053_lociStitched	chr13	99738042	99740620	1	2579	5648.1402	6180	0
1_MACS_peak_1058_lociStitched	chr1	109418479	109421111	1	2633	5648.0088	6181	0
1_MACS_peak_19911_lociStitched	chr6	82956279	82958440	1	2162	5646.693	6182	0
3_MACS_peak_5784_lociStitched	chr13	42488811	42494518	3	5324	5646.5058	6183	0
1_MACS_peak_20827_lociStitched	chr7	23144344	23147271	1	2928	5646.183	6184	0
1_MACS_peak_21744_lociStitched	chr7	138915272	138917361	1	2090	5646.1492	6185	0
1_MACS_peak_16238_lociStitched	chr3	156271172	156273853	1	2682	5643.2369	6186	0
1_MACS_peak_3889_lociStitched	chr11	70048785	70050949	1	2165	5642.1972	6187	0
1_MACS_peak_8812_lociStitched	chr17	4735730	4737917	1	2188	5640.7104	6188	0
1_MACS_peak_123_lociStitched	chr1	9240665	9243442	1	2778	5640.3647	6189	0
1_MACS_peak_15145_lociStitched	chr3	12687878	12691323	1	3446	5638.087	6190	0
1_MACS_peak_12108_lociStitched	chr2	46925125	46927332	1	2208	5637.3401	6191	0
1_MACS_peak_2781_lociStitched	chr10	73609913	73611775	1	1863	5637.205	6192	0
1_MACS_peak_16940_lociStitched	chr4	71552986	71555583	1	2598	5637.0482	6193	0
1_MACS_peak_24847_lociStitched	chrX	151901948	151904057	1	2110	5636.5134	6194	0
1_MACS_peak_960_lociStitched	chr1	93543667	93546232	1	2566	5636.0745	6195	0
1_MACS_peak_7366_lociStitched	chr15	64125176	64127067	1	1892	5635.3691	6196	0
1_MACS_peak_16516_lociStitched	chr3	192634129	192636509	1	2381	5632.746	6197	0
1_MACS_peak_8158_lociStitched	chr16	28856518	28858694	1	2177	5632.3584	6198	0
1_MACS_peak_17203_lociStitched	chr4	108638780	108642789	1	4010	5631.8432	6199	0
1_MACS_peak_12541_lociStitched	chr2	99951822	99954876	1	3055	5629.4382	6200	0
1_MACS_peak_1176_lociStitched	chr1	118300630	118304243	1	3614	5629.4153	6201	0
2_MACS_peak_19101_lociStitched	chr6	4936261	4944927	2	5628	5627.7004	6202	0
1_MACS_peak_2585_lociStitched	chr10	38690841	38692863	1	2023	5627.4282	6203	0
1_MACS_peak_4931_lociStitched	chr12	56497387	56499730	1	2344	5627.1831	6204	0
1_MACS_peak_6145_lociStitched	chr13	114144219	114146254	1	2036	5626.5715	6205	0
1_MACS_peak_916_lociStitched	chr1	89355944	89359279	1	3336	5625.478	6206	0
1_MACS_peak_2889_lociStitched	chr10	90342067	90343772	1	1706	5624.113	6207	0
1_MACS_peak_12643_lociStitched	chr2	112640864	112642687	1	1824	5623.7727	6208	0
1_MACS_peak_21546_lociStitched	chr7	107203530	107205308	1	1779	5623.2806	6209	0
1_MACS_peak_1659_lociStitched	chr1	174767792	174770537	1	2746	5623.1325	6210	0
2_MACS_peak_24002_lociStitched	chr9	132341032	132345908	2	4482	5623.0032	6211	0
1_MACS_peak_6087_lociStitched	chr13	103450635	103453535	1	2901	5622.52	6212	0
1_MACS_peak_22813_lociStitched	chr8	109454658	109457069	1	2412	5620.7643	6213	0
1_MACS_peak_12505_lociStitched	chr2	97000337	97002621	1	2285	5619.3252	6214	0
3_MACS_peak_2277_lociStitched	chr1	247373261	247380517	3	4405	5619.0464	6215	0
1_MACS_peak_24821_lociStitched	chrX	140990909	140992828	1	1920	5618.2563	6216	0
1_MACS_peak_22149_lociStitched	chr8	28204418	28207195	1	2778	5618.1487	6217	0
1_MACS_peak_2165_lociStitched	chr1	231663484	231665204	1	1721	5616.832	6218	0
1_MACS_peak_11259_lociStitched	chr19	40475816	40478006	1	2191	5614.941	6219	0
1_MACS_peak_953_lociStitched	chr1	93296872	93299011	1	2140	5614.4472	6220	0
2_MACS_peak_20450_lociStitched	chr6	150066949	150071677	2	3224	5613.5544	6221	0
1_MACS_peak_16010_lociStitched	chr3	127316236	127318726	1	2491	5612.211	6222	0
1_MACS_peak_7560_lociStitched	chr15	80188493	80190324	1	1832	5612.1981	6223	0
1_MACS_peak_17282_lociStitched	chr4	121991236	121994527	1	3292	5612.1423	6224	0
1_MACS_peak_11333_lociStitched	chr19	44122860	44124698	1	1839	5610.8626	6225	0
1_MACS_peak_2929_lociStitched	chr10	94515395	94518696	1	3302	5610.7097	6226	0
1_MACS_peak_8462_lociStitched	chr16	70098628	70100885	1	2258	5610.6763	6227	0
1_MACS_peak_1267_lociStitched	chr1	147141026	147143350	1	2325	5609.4388	6228	0
1_MACS_peak_17867_lociStitched	chr5	28216138	28219356	1	3219	5608.3304	6229	0
1_MACS_peak_24101_lociStitched	chr9	139439215	139441806	1	2592	5608.2195	6230	0
1_MACS_peak_12820_lociStitched	chr2	150442894	150444816	1	1923	5605.513	6231	0
1_MACS_peak_16026_lociStitched	chr3	128597110	128599403	1	2294	5605.0092	6232	0
1_MACS_peak_7933_lociStitched	chr16	4587261	4589080	1	1820	5603.7933	6233	0
1_MACS_peak_11815_lociStitched	chr2	9982875	9985623	1	2749	5603.7216	6234	0
1_MACS_peak_7227_lociStitched	chr15	44579379	44582049	1	2671	5602.995	6235	0
1_MACS_peak_3750_lociStitched	chr11	64863118	64864847	1	1730	5599.3665	6236	0
2_MACS_peak_21366_lociStitched	chr7	92360195	92368397	2	4476	5598.6852	6237	0
3_MACS_peak_2029_lociStitched	chr1	218629418	218637213	3	3621	5598.369	6238	0
1_MACS_peak_3247_lociStitched	chr10	135121270	135122924	1	1655	5597.963	6239	0
1_MACS_peak_1633_lociStitched	chr1	171749334	171751672	1	2339	5594.834	6240	0
1_MACS_peak_8283_lociStitched	chr16	49496311	49499315	1	3005	5594.3492	6241	0
1_MACS_peak_22296_lociStitched	chr8	48648846	48651787	1	2942	5592.3115	6242	0
1_MACS_peak_20500_lociStitched	chr6	157800743	157803519	1	2777	5590.864	6243	0
1_MACS_peak_24859_lociStitched	chrX	153058641	153061425	1	2785	5590.5504	6244	0
1_MACS_peak_24066_lociStitched	chr9	136931667	136934142	1	2476	5590.53	6245	0
1_MACS_peak_10804_lociStitched	chr19	11038121	11040433	1	2313	5589.9536	6246	0
2_MACS_peak_13373_lociStitched	chr2	226135615	226141950	2	4760	5588.1035	6247	0
1_MACS_peak_8352_lociStitched	chr16	58162039	58164337	1	2299	5587.8168	6248	0
1_MACS_peak_13210_lociStitched	chr2	204537566	204540202	1	2637	5587.7928	6249	0
1_MACS_peak_9399_lociStitched	chr17	45400464	45402600	1	2137	5587.776	6250	0
1_MACS_peak_21929_lociStitched	chr8	7998067	8001928	1	3862	5586.4809	6251	0
2_MACS_peak_18712_lociStitched	chr5	142494980	142500820	2	5038	5585.376	6252	0
1_MACS_peak_10555_lociStitched	chr19	1437682	1439953	1	2272	5584.6161	6253	0
1_MACS_peak_1863_lociStitched	chr1	201474867	201477387	1	2521	5584.572	6254	0
2_MACS_peak_1743_lociStitched	chr1	184327701	184335564	2	3574	5581.9437	6255	0
1_MACS_peak_9391_lociStitched	chr17	44999818	45001141	1	1324	5579.8848	6256	0
1_MACS_peak_16438_lociStitched	chr3	183891797	183893930	1	2134	5579.5014	6257	0
1_MACS_peak_8736_lociStitched	chr17	1464717	1467198	1	2482	5577.7842	6258	0
2_MACS_peak_13640_lociStitched	chr20	8107940	8114252	2	3003	5577.2832	6259	0
1_MACS_peak_6854_lociStitched	chr14	96827769	96830897	1	3129	5576.5984	6260	0
2_MACS_peak_19751_lociStitched	chr6	52281127	52286280	2	3564	5573.4848	6261	0
1_MACS_peak_10955_lociStitched	chr19	16681950	16684322	1	2373	5571.828	6262	0
2_MACS_peak_15161_lociStitched	chr3	13272823	13277392	2	4506	5571.4386	6263	0
1_MACS_peak_14321_lociStitched	chr21	34098842	34101356	1	2515	5571.2754	6264	0
1_MACS_peak_16734_lociStitched	chr4	13628298	13630227	1	1930	5570.7591	6265	0
1_MACS_peak_5637_lociStitched	chr13	21475849	21477743	1	1895	5570.0646	6266	0
2_MACS_peak_8483_lociStitched	chr16	71185881	71192412	2	4247	5569.6368	6267	0
1_MACS_peak_23417_lociStitched	chr9	37464359	37467360	1	3002	5568.9557	6268	0
1_MACS_peak_22815_lociStitched	chr8	110345255	110347764	1	2510	5567.9728	6269	0
1_MACS_peak_17677_lociStitched	chr5	1632891	1634986	1	2096	5565.996	6270	0
2_MACS_peak_15642_lociStitched	chr3	69413096	69420614	2	4633	5564.0718	6271	0
1_MACS_peak_18773_lociStitched	chr5	149827991	149829927	1	1937	5564.064	6272	0
2_MACS_peak_7246_lociStitched	chr15	45926463	45930850	2	3757	5563.1547	6273	0
1_MACS_peak_6461_lociStitched	chr14	57734564	57736672	1	2109	5561.5364	6274	0
1_MACS_peak_19132_lociStitched	chr6	7389155	7391261	1	2107	5561.1036	6275	0
1_MACS_peak_11170_lociStitched	chr19	36484755	36487619	1	2865	5559.3104	6276	0
1_MACS_peak_7339_lociStitched	chr15	59062465	59064715	1	2251	5559.075	6277	0
2_MACS_peak_6525_lociStitched	chr14	64698646	64703921	2	4161	5557.74	6278	0
1_MACS_peak_15466_lociStitched	chr3	50328554	50330816	1	2263	5557.734	6279	0
1_MACS_peak_20159_lociStitched	chr6	112192444	112195413	1	2970	5557.0773	6280	0
1_MACS_peak_17694_lociStitched	chr5	2840153	2843053	1	2901	5556.69	6281	0
1_MACS_peak_5408_lociStitched	chr12	117535661	117537802	1	2142	5556.1091	6282	0
1_MACS_peak_18815_lociStitched	chr5	153824238	153826740	1	2503	5555.4408	6283	0
1_MACS_peak_3089_lociStitched	chr10	112063629	112065515	1	1887	5554.4586	6284	0
2_MACS_peak_8481_lociStitched	chr16	70834111	70839550	2	3467	5553.7629	6285	0
1_MACS_peak_24739_lociStitched	chrX	122993223	122995437	1	2215	5552.712	6286	0
2_MACS_peak_14813_lociStitched	chr22	38028497	38036989	2	4180	5551.2204	6287	0
1_MACS_peak_20521_lociStitched	chr6	159420084	159422354	1	2271	5549.923	6288	0
1_MACS_peak_12156_lociStitched	chr2	54860176	54863466	1	3291	5547.598	6289	0
2_MACS_peak_13468_lociStitched	chr2	235332296	235336582	2	4061	5543.941	6290	0
1_MACS_peak_5001_lociStitched	chr12	58817620	58820982	1	3363	5543.2656	6291	0
1_MACS_peak_13141_lociStitched	chr2	198317162	198319451	1	2290	5540.9823	6292	0
1_MACS_peak_20664_lociStitched	chr7	5229182	5230818	1	1637	5539.8232	6293	0
1_MACS_peak_20184_lociStitched	chr6	116599564	116602182	1	2619	5538.9026	6294	0
1_MACS_peak_15004_lociStitched	chr22	46883334	46887306	1	3973	5537.7624	6295	0
1_MACS_peak_23753_lociStitched	chr9	110511318	110515541	1	4224	5533.3969	6296	0
1_MACS_peak_6645_lociStitched	chr14	73957054	73959092	1	2039	5533.17	6297	0
3_MACS_peak_23215_lociStitched	chr9	5585469	5594989	3	4845	5532.072	6298	0
2_MACS_peak_11116_lociStitched	chr19	30301761	30307042	2	3858	5531.8475	6299	0
1_MACS_peak_2595_lociStitched	chr10	43915464	43917084	1	1621	5531.166	6300	0
1_MACS_peak_1883_lociStitched	chr1	202975400	202977606	1	2207	5530.2214	6301	0
2_MACS_peak_9250_lociStitched	chr17	38218663	38226341	2	3331	5529.6956	6302	0
1_MACS_peak_7818_lociStitched	chr16	717275	719449	1	2175	5528.6994	6303	0
1_MACS_peak_12355_lociStitched	chr2	74346778	74348190	1	1413	5528.4036	6304	0
1_MACS_peak_12717_lociStitched	chr2	128567510	128569558	1	2049	5528.3712	6305	0
1_MACS_peak_21380_lociStitched	chr7	93006232	93009612	1	3381	5528.328	6306	0
1_MACS_peak_11807_lociStitched	chr2	9446170	9449177	1	3008	5528.0688	6307	0
1_MACS_peak_14437_lociStitched	chr21	44526613	44528884	1	2272	5527.8411	6308	0
2_MACS_peak_17208_lociStitched	chr4	108954617	108958778	2	3912	5524.5597	6309	0
1_MACS_peak_20663_lociStitched	chr7	5084774	5086547	1	1774	5524.1361	6310	0
1_MACS_peak_15610_lociStitched	chr3	64207622	64212009	1	4388	5522.7943	6311	0
1_MACS_peak_17919_lociStitched	chr5	35318305	35321328	1	3024	5522.7187	6312	0
1_MACS_peak_17473_lociStitched	chr4	166032954	166034354	1	1401	5522.58	6313	0
2_MACS_peak_8789_lociStitched	chr17	3813679	3820447	2	5778	5521.3344	6314	0
1_MACS_peak_5869_lociStitched	chr13	51465530	51469324	1	3795	5521.0288	6315	0
1_MACS_peak_3041_lociStitched	chr10	105127007	105129301	1	2295	5519.364	6316	0
1_MACS_peak_874_lociStitched	chr1	85048191	85051158	1	2968	5518.3233	6317	0
2_MACS_peak_20543_lociStitched	chr6	161386398	161393948	2	4409	5518.295	6318	0
3_MACS_peak_19748_lociStitched	chr6	52253903	52263024	3	5440	5516.3808	6319	0
2_MACS_peak_22930_lociStitched	chr8	126231272	126239609	2	5138	5514.9255	6320	0
1_MACS_peak_4109_lociStitched	chr11	104903264	104906772	1	3509	5512.1204	6321	0
1_MACS_peak_5640_lociStitched	chr13	21749854	21751739	1	1886	5511.1745	6322	0
3_MACS_peak_22434_lociStitched	chr8	67351118	67359165	3	4600	5508.9762	6323	0
1_MACS_peak_1206_lociStitched	chr1	142618264	142619825	1	1562	5508.6129	6324	0
1_MACS_peak_17066_lociStitched	chr4	83820876	83822910	1	2035	5508.2754	6325	0
2_MACS_peak_16999_lociStitched	chr4	77351580	77359046	2	4429	5506.9216	6326	0
2_MACS_peak_303_lociStitched	chr1	24513298	24519363	2	5462	5504.594	6327	0
1_MACS_peak_9573_lociStitched	chr17	61626746	61628968	1	2223	5504.5606	6328	0
2_MACS_peak_12088_lociStitched	chr2	44394627	44397116	2	2448	5504.1746	6329	0
1_MACS_peak_8651_lociStitched	chr16	88635726	88637758	1	2033	5502.2496	6330	0
1_MACS_peak_24169_lociStitched	chrX	1653146	1656882	1	3737	5502.0072	6331	0
1_MACS_peak_2537_lociStitched	chr10	32734270	32736546	1	2277	5502.0024	6332	0
1_MACS_peak_4172_lociStitched	chr11	111944365	111945838	1	1474	5500.9185	6333	0
1_MACS_peak_5879_lociStitched	chr13	52376450	52378886	1	2437	5500.2444	6334	0
1_MACS_peak_9599_lociStitched	chr17	62657040	62658966	1	1927	5499.8856	6335	0
1_MACS_peak_16132_lociStitched	chr3	142296295	142298710	1	2416	5499.6795	6336	0
1_MACS_peak_9894_lociStitched	chr17	79518502	79521287	1	2786	5499.261	6337	0
1_MACS_peak_2710_lociStitched	chr10	63777511	63782420	1	4910	5498.5709	6338	0
1_MACS_peak_20220_lociStitched	chr6	123109722	123112758	1	3037	5498.4996	6339	0
1_MACS_peak_12784_lociStitched	chr2	139258332	139260428	1	2097	5496.3408	6340	0
1_MACS_peak_22588_lociStitched	chr8	86157086	86159019	1	1934	5495.519	6341	0
2_MACS_peak_1082_lociStitched	chr1	110526790	110533718	2	2782	5494.5968	6342	0
1_MACS_peak_14564_lociStitched	chr22	21335673	21337440	1	1768	5493.0729	6343	0
1_MACS_peak_21467_lociStitched	chr7	100887216	100888888	1	1673	5492.3528	6344	0
1_MACS_peak_7690_lociStitched	chr15	91414185	91415890	1	1706	5492.3165	6345	0
2_MACS_peak_4485_lociStitched	chr12	9597922	9601730	2	3705	5491.5168	6346	0
1_MACS_peak_23786_lociStitched	chr9	115512147	115514638	1	2492	5490.9113	6347	0
1_MACS_peak_7839_lociStitched	chr16	1542831	1544195	1	1365	5490.5092	6348	0
2_MACS_peak_3026_lociStitched	chr10	104261120	104264867	2	3720	5490.1044	6349	0
2_MACS_peak_14619_lociStitched	chr22	23521761	23526141	2	4171	5489.016	6350	0
1_MACS_peak_21229_lociStitched	chr7	75156223	75158215	1	1993	5488.956	6351	0
2_MACS_peak_11672_lociStitched	chr19	56328864	56334435	2	5543	5488.5492	6352	0
1_MACS_peak_14339_lociStitched	chr21	34754481	34757144	1	2664	5486.5789	6353	0
1_MACS_peak_6638_lociStitched	chr14	73524307	73526294	1	1988	5486.3057	6354	0
1_MACS_peak_85_lociStitched	chr1	6294433	6296835	1	2403	5485.9278	6355	0
1_MACS_peak_144_lociStitched	chr1	10092295	10094187	1	1893	5485.6648	6356	0
1_MACS_peak_15149_lociStitched	chr3	12881442	12883960	1	2519	5484.7076	6357	0
1_MACS_peak_11682_lociStitched	chr19	56914994	56916408	1	1415	5482.9264	6358	0
2_MACS_peak_12814_lociStitched	chr2	148600795	148604389	2	3393	5482.2876	6359	0
1_MACS_peak_9898_lociStitched	chr17	79632575	79634555	1	1981	5481.234	6360	0
1_MACS_peak_391_lociStitched	chr1	28654681	28656571	1	1891	5481.189	6361	0
1_MACS_peak_5468_lociStitched	chr12	122016784	122018962	1	2179	5480.937	6362	0
1_MACS_peak_8772_lociStitched	chr17	2393227	2395415	1	2189	5479.6272	6363	0
1_MACS_peak_4530_lociStitched	chr12	12763889	12765807	1	1919	5479.1506	6364	0
1_MACS_peak_11111_lociStitched	chr19	29702884	29704634	1	1751	5475.925	6365	0
