#07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_ROSE/07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam
#Using cutoff of 15499.1134 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isStretch
4_MACS_peak_6754_lociStitched	chr12	33037594	33060684	4	13377	17008.094	3883.738	261	1
6_MACS_peak_23650_lociStitched	chr5	32275890	32295970	6	13372	14608.2	3309.184	262	1
3_MACS_peak_31390_lociStitched	chr9	130828870	130845653	3	13333	25080.5152	2962.1995	263	1
1_MACS_peak_25517_lociStitched	chr6	25402499	25415815	1	13317	100856.7156	2825.6552	264	1
5_MACS_peak_32454_lociStitched	chrX	128902295	128921341	5	13311	21718.1538	1716.0446	265	1
3_MACS_peak_29221_lociStitched	chr8	29463168	29478099	3	13241	30321.8748	2294.8947	266	1
3_MACS_peak_12390_lociStitched	chr17	38251222	38270618	3	13241	19095.362	3266.2864	267	1
1_MACS_peak_21560_lociStitched	chr3	178228404	178241641	1	13238	68808.5734	3153.0534	268	1
4_MACS_peak_14019_lociStitched	chr19	2455389	2480615	4	13181	32296.8478	4550.7704	269	1
4_MACS_peak_4053_lociStitched	chr10	81946250	81966435	4	13169	23983.817	3146.8415	270	1
2_MACS_peak_23660_lociStitched	chr5	32530422	32544426	2	13167	39606.1128	2748.9852	271	1
4_MACS_peak_24894_lociStitched	chr5	156305037	156321995	4	13123	19734.0246	2253.7182	272	1
1_MACS_peak_17299_lociStitched	chr2	202115789	202128903	1	13115	54453.2622	2620.1772	273	1
3_MACS_peak_18132_lociStitched	chr20	32459243	32473839	3	13107	66007.4908	2523.6484	274	1
3_MACS_peak_28383_lociStitched	chr7	114556841	114574643	3	13017	51328.5066	4439.8188	275	1
4_MACS_peak_10028_lociStitched	chr15	63758653	63780339	4	12997	20684.1068	3615.0562	276	1
2_MACS_peak_19179_lociStitched	chr22	23088011	23101860	2	12988	29879.2175	2415.2656	277	1
3_MACS_peak_14881_lociStitched	chr19	47728651	47748478	3	12982	30682.2825	2898.7074	278	1
2_MACS_peak_7430_lociStitched	chr12	92853939	92866962	2	12962	42859.9953	2381.9067	279	1
1_MACS_peak_409_lociStitched	chr1	27018179	27031125	1	12947	31647.7916	2189.1686	280	1
3_MACS_peak_9823_lociStitched	chr15	46993938	47008968	3	12943	20422.764	2362.716	281	1
2_MACS_peak_27728_lociStitched	chr7	50343424	50358012	2	12933	28401.3772	2627.2988	282	1
1_MACS_peak_30128_lociStitched	chr8	137188913	137201810	1	12898	34763.8635	2581.9794	283	1
2_MACS_peak_19217_lociStitched	chr22	24178910	24192306	2	12874	79361.9228	2455.4868	284	1
1_MACS_peak_15608_lociStitched	chr2	43444052	43456919	1	12868	47872.9602	2515.4985	285	1
6_MACS_peak_5664_lociStitched	chr11	77146744	77171661	6	12842	17419.4747	3949.3445	286	1
3_MACS_peak_18331_lociStitched	chr20	43677456	43694321	3	12836	23587.389	2652.8645	287	1
4_MACS_peak_25104_lociStitched	chr5	176717146	176740809	4	12819	27368.6258	3939.8895	288	1
1_MACS_peak_28640_lociStitched	chr7	136034857	136047648	1	12792	31028.4078	3123.5622	289	1
6_MACS_peak_1073_lociStitched	chr1	68201175	68232772	6	12788	23571.362	4218.1995	290	1
2_MACS_peak_2914_lociStitched	chr1	226839035	226852559	2	12785	50687.952	3666.3564	291	1
2_MACS_peak_22254_lociStitched	chr4	40301739	40320004	2	12779	30224.922	3143.4065	292	1
3_MACS_peak_5566_lociStitched	chr11	71413776	71427436	3	12776	37193.448	2734.732	293	1
5_MACS_peak_7511_lociStitched	chr12	96878263	96902137	5	12770	25497.432	3447.4056	294	1
4_MACS_peak_9640_lociStitched	chr15	38360697	38380788	4	12753	44270.5185	3544.0524	295	1
2_MACS_peak_18320_lociStitched	chr20	43269379	43282408	2	12743	34608.9327	2360.8548	296	1
3_MACS_peak_2578_lociStitched	chr1	205242284	205259068	3	12738	51330.5072	4132.2208	297	1
6_MACS_peak_15977_lociStitched	chr2	70334954	70360905	6	12679	36891.9416	3895.2451	298	1
2_MACS_peak_25553_lociStitched	chr6	26354856	26367778	2	12665	47758.4198	2320.7912	299	1
3_MACS_peak_7233_lociStitched	chr12	68751860	68770776	3	12624	51478.0024	3401.0968	300	1
3_MACS_peak_18325_lociStitched	chr20	43587474	43609089	3	12608	25142.568	3376.263	301	1
3_MACS_peak_31887_lociStitched	chrX	39953154	39969660	3	12572	21015.4392	1097.649	302	1
4_MACS_peak_13051_lociStitched	chr17	74476092	74498600	4	12566	30604.1276	3128.612	303	1
1_MACS_peak_16457_lociStitched	chr2	112455383	112467940	1	12558	62980.8892	2570.4179	304	1
5_MACS_peak_10090_lociStitched	chr15	67372575	67396337	5	12552	18477.3312	3975.3826	305	1
2_MACS_peak_24738_lociStitched	chr5	142772437	142786078	2	12535	28661.1051	2046.15	306	1
1_MACS_peak_13450_lociStitched	chr18	22928972	22941498	1	12527	15872.9472	1900.1942	307	1
3_MACS_peak_14010_lociStitched	chr19	2254673	2271703	3	12519	30410.471	3836.859	308	1
4_MACS_peak_26779_lociStitched	chr6	135322535	135344069	4	12475	25212.0072	3535.8828	309	1
2_MACS_peak_22606_lociStitched	chr4	84130812	84144465	2	12455	42804.8856	2551.7457	310	1
3_MACS_peak_22307_lociStitched	chr4	48191397	48206753	3	12435	35166.7756	2761.0088	311	1
5_MACS_peak_5723_lociStitched	chr11	82666413	82689940	5	12433	23741.0957	3444.3528	312	1
3_MACS_peak_20241_lociStitched	chr3	46577650	46592060	3	12428	45597.563	2560.657	313	1
2_MACS_peak_25352_lociStitched	chr6	11722040	11736076	2	12426	31683.4628	2172.7728	314	1
1_MACS_peak_17088_lociStitched	chr2	182168193	182180596	1	12404	87195.5706	2399.9805	315	1
5_MACS_peak_11410_lociStitched	chr16	67562370	67587482	5	12373	24401.3304	3711.5536	316	1
3_MACS_peak_18488_lociStitched	chr20	52336841	52358973	3	12343	36632.8864	3452.592	317	1
2_MACS_peak_21432_lociStitched	chr3	169655846	169668581	2	12342	56123.145	3597.6375	318	1
3_MACS_peak_20804_lociStitched	chr3	111837867	111854887	3	12341	17277.002	2934.248	319	1
5_MACS_peak_2633_lociStitched	chr1	206986730	207007918	5	12340	14971.4408	4574.4892	320	1
3_MACS_peak_19257_lociStitched	chr22	26974520	26992616	3	12339	31867.056	3096.2256	321	1
4_MACS_peak_22491_lociStitched	chr4	76023197	76044177	4	12335	39918.646	3478.484	322	1
2_MACS_peak_24158_lociStitched	chr5	86407991	86420485	2	12328	36792.3312	2371.3612	323	1
4_MACS_peak_3917_lociStitched	chr10	74006566	74024545	4	12327	26497.4502	2846.0757	324	1
3_MACS_peak_26626_lociStitched	chr6	119774071	119789604	3	12283	16374.8886	2469.747	325	1
1_MACS_peak_15588_lociStitched	chr2	42322978	42335259	1	12282	53546.3881	2450.0595	326	1
6_MACS_peak_4354_lociStitched	chr10	105244800	105267912	6	12281	13021.3008	3499.1568	327	1
3_MACS_peak_29217_lociStitched	chr8	29404082	29419076	3	12272	42227.6022	2381.0472	328	1
3_MACS_peak_3033_lociStitched	chr1	234734059	234750236	3	12192	44425.2774	4091.1633	329	1
4_MACS_peak_23407_lociStitched	chr4	186252317	186275244	4	12185	22250.6535	3363.3909	330	1
2_MACS_peak_25706_lociStitched	chr6	31694327	31709390	2	12167	36707.0247	2804.7306	331	1
2_MACS_peak_17957_lociStitched	chr20	17826231	17840397	2	12143	42136.767	2331.7236	332	1
2_MACS_peak_9958_lociStitched	chr15	58581726	58595710	2	12108	48209.84	2543.6896	333	1
1_MACS_peak_8197_lociStitched	chr13	46269200	46281295	1	12096	30484.238	1210.7095	334	1
2_MACS_peak_24341_lociStitched	chr5	109023898	109037336	2	12051	24431.6278	2694.319	335	1
3_MACS_peak_13107_lociStitched	chr17	76137394	76152684	3	12051	21529.849	1879.141	336	1
4_MACS_peak_1483_lociStitched	chr1	115233075	115251515	4	12049	23405.892	1571.088	337	1
4_MACS_peak_25502_lociStitched	chr6	25162690	25180343	4	12046	20729.9179	2732.6844	338	1
1_MACS_peak_26503_lociStitched	chr6	108986422	108998450	1	12029	31634.8428	1786.158	339	1
1_MACS_peak_11298_lociStitched	chr16	56942971	56954999	1	12029	58237.1704	2169.8512	340	1
4_MACS_peak_17441_lociStitched	chr2	216764709	216785164	4	12025	13516.664	3168.4795	341	1
4_MACS_peak_18548_lociStitched	chr20	55957793	55975718	4	12011	21816.5175	2787.3375	342	1
2_MACS_peak_2672_lociStitched	chr1	209271815	209285276	2	12006	74310.1044	3058.3392	343	1
1_MACS_peak_25188_lociStitched	chr6	388909	400898	1	11990	21155.7894	2683.1382	344	1
2_MACS_peak_18485_lociStitched	chr20	52267708	52279876	2	11978	46371.0312	2274.1992	345	1
4_MACS_peak_17686_lociStitched	chr2	238599755	238613288	4	11973	13048.5186	1448.031	346	1
4_MACS_peak_18822_lociStitched	chr21	34732642	34757296	4	11935	28798.3374	5066.397	347	1
3_MACS_peak_11612_lociStitched	chr16	81841465	81857784	3	11920	24029.7275	1684.1208	348	1
4_MACS_peak_23439_lociStitched	chr4	187748974	187775631	4	11890	27800.5853	3825.2795	349	1
1_MACS_peak_25356_lociStitched	chr6	11826730	11838613	1	11884	63616.8288	2439.5799	350	1
3_MACS_peak_17289_lociStitched	chr2	202039826	202060212	3	11861	17083.468	3088.479	351	1
4_MACS_peak_21265_lociStitched	chr3	151985207	152002053	4	11859	18726.0136	2900.8812	352	1
3_MACS_peak_4892_lociStitched	chr11	16967052	16986797	3	11835	33404.591	3356.65	353	1
3_MACS_peak_15903_lociStitched	chr2	65609195	65623892	3	11834	16282.8063	2125.1862	354	1
5_MACS_peak_2150_lociStitched	chr1	169873086	169895945	5	11829	16771.6483	4322.6369	355	1
3_MACS_peak_313_lociStitched	chr1	23850116	23867235	3	11828	49242.8035	3136.2008	356	1
2_MACS_peak_11378_lociStitched	chr16	66549013	66560960	2	11819	75895.7069	2573.3838	357	1
3_MACS_peak_623_lociStitched	chr1	37930806	37946415	3	11809	23578.9554	2424.0777	358	1
4_MACS_peak_7656_lociStitched	chr12	109161657	109181110	4	11797	27813.8994	3065.7928	359	1
4_MACS_peak_28355_lociStitched	chr7	111711645	111732820	4	11797	18826.6925	4427.6925	360	1
3_MACS_peak_26603_lociStitched	chr6	117858789	117877404	3	11726	24864.0555	2751.297	361	1
1_MACS_peak_8594_lociStitched	chr13	114556452	114568175	1	11724	47876.732	2971.7805	362	1
1_MACS_peak_20964_lociStitched	chr3	124501121	124512813	1	11693	25044.264	1714.0472	363	1
3_MACS_peak_15357_lociStitched	chr2	25623806	25645681	3	11622	45145.625	3633.4375	364	1
1_MACS_peak_4424_lociStitched	chr10	112214797	112226406	1	11610	67214.9491	2504.0613	365	1
3_MACS_peak_19003_lociStitched	chr21	45194796	45210479	3	11594	33655.718	3577.2923	366	1
2_MACS_peak_18276_lociStitched	chr20	40710007	40726886	2	11593	23704.8676	2486.2767	367	1
2_MACS_peak_5999_lociStitched	chr11	115089703	115102601	2	11525	59929.2672	2329.3788	368	1
3_MACS_peak_25290_lociStitched	chr6	7135033	7148202	3	11519	25162.0083	2398.0749	369	1
1_MACS_peak_18555_lociStitched	chr20	56047137	56058651	1	11515	42783.7212	1774.3074	370	1
2_MACS_peak_27348_lociStitched	chr7	20476307	20490794	2	11505	28020.7554	2235.3441	371	1
3_MACS_peak_29070_lociStitched	chr8	19518842	19540575	3	11499	24217.0819	3207.7908	372	1
3_MACS_peak_26867_lociStitched	chr6	139632144	139649231	3	11488	21615.055	2586.9718	373	1
5_MACS_peak_24172_lociStitched	chr5	87954543	87976666	5	11482	39989.5348	3265.3548	374	1
3_MACS_peak_25260_lociStitched	chr6	5866300	5880297	3	11479	16548.6531	2212.9257	375	1
2_MACS_peak_27695_lociStitched	chr7	47513178	47524898	2	11451	39319.428	2342.828	376	1
2_MACS_peak_2326_lociStitched	chr1	184710805	184725715	2	11450	22445.514	3456.138	377	1
2_MACS_peak_16784_lociStitched	chr2	153913678	153928908	2	11441	26046.346	2560.163	378	1
3_MACS_peak_28347_lociStitched	chr7	110713219	110734268	3	11431	23770.6357	4228.7441	379	1
3_MACS_peak_768_lociStitched	chr1	44289564	44305993	3	11423	22880.6683	2700.9276	380	1
5_MACS_peak_14119_lociStitched	chr19	6765534	6789647	5	11411	16736.8333	4921.4633	381	1
2_MACS_peak_31262_lociStitched	chr9	123652859	123667902	2	11385	34465.0173	2306.0919	382	1
2_MACS_peak_23528_lociStitched	chr5	6475485	6487778	2	11377	65227.8873	2070.1412	383	1
5_MACS_peak_1592_lociStitched	chr1	144960522	144985177	5	11372	25732.4235	6762.8665	384	1
5_MACS_peak_15397_lociStitched	chr2	27293531	27310876	5	11358	16054.532	2567.06	385	1
4_MACS_peak_18815_lociStitched	chr21	34665093	34685981	4	11352	15922.9224	4338.4376	386	1
3_MACS_peak_1452_lociStitched	chr1	112134457	112148275	3	11331	26418.6342	1486.8168	387	1
2_MACS_peak_5412_lociStitched	chr11	65263616	65279092	2	11331	44182.4324	3406.2676	388	1
3_MACS_peak_16381_lociStitched	chr2	109829260	109843765	3	11329	24992.115	2612.3505	389	1
2_MACS_peak_24448_lociStitched	chr5	121647210	121661493	2	11306	14083.038	1946.7729	390	1
1_MACS_peak_6949_lociStitched	chr12	51311853	51323144	1	11292	29451.4444	2181.4212	391	1
2_MACS_peak_18810_lociStitched	chr21	34599873	34613458	2	11278	47855.8795	3271.268	392	1
4_MACS_peak_320_lociStitched	chr1	23936997	23954622	4	11277	21899.0625	2557.3875	393	1
1_MACS_peak_24791_lociStitched	chr5	148204551	148215821	1	11271	28137.809	2565.052	394	1
3_MACS_peak_1223_lociStitched	chr1	87791609	87803224	3	11243	16348.1125	1695.79	395	1
3_MACS_peak_14472_lociStitched	chr19	19050051	19062531	3	11241	26802.048	1914.432	396	1
3_MACS_peak_14598_lociStitched	chr19	35694932	35708177	3	11237	42279.3645	2507.2785	397	1
3_MACS_peak_10523_lociStitched	chr15	93345918	93364630	3	11236	37927.3528	2640.2632	398	1
1_MACS_peak_19260_lociStitched	chr22	27003908	27015139	1	11232	36026.8018	2073.2426	399	1
5_MACS_peak_25764_lociStitched	chr6	33537771	33561566	5	11231	18652.9005	3300.3665	400	1
2_MACS_peak_22216_lociStitched	chr4	38123489	38136721	2	11227	32997.9616	2344.7104	401	1
2_MACS_peak_6662_lociStitched	chr12	27329610	27340832	2	11223	25374.0642	2036.793	402	1
5_MACS_peak_11071_lociStitched	chr16	29464370	29487934	5	11208	13450.3312	4338.1324	403	1
3_MACS_peak_32625_lociStitched	chrX	153233701	153252617	3	11200	22037.14	1403.5672	404	1
4_MACS_peak_19941_lociStitched	chr3	20080101	20098025	4	11185	16637.0568	2846.3312	405	1
3_MACS_peak_14201_lociStitched	chr19	10329041	10347999	3	11154	28734.6406	2720.473	406	1
4_MACS_peak_23857_lociStitched	chr5	55953634	55969129	4	11151	21065.4525	2096.4735	407	1
3_MACS_peak_20722_lociStitched	chr3	101495432	101513737	3	11145	23377.3155	3258.29	408	1
2_MACS_peak_26820_lociStitched	chr6	137971581	137983631	2	11136	19331.815	1949.69	409	1
5_MACS_peak_17184_lociStitched	chr2	192481484	192503868	5	11128	13891.5104	3422.5136	410	1
1_MACS_peak_2616_lociStitched	chr1	206727549	206738639	1	11091	39797.574	3443.445	411	1
2_MACS_peak_27746_lociStitched	chr7	52773175	52788769	2	11080	28543.2576	2176.9224	412	1
5_MACS_peak_28209_lociStitched	chr7	101376444	101398624	5	11066	14177.456	3012.044	413	1
6_MACS_peak_5479_lociStitched	chr11	66861869	66889130	6	11062	14688.2268	3462.147	414	1
3_MACS_peak_21612_lociStitched	chr3	182098866	182113639	3	11035	17876.8073	3118.5803	415	1
4_MACS_peak_6385_lociStitched	chr12	7022692	7038385	4	11028	16761.6933	2696.0574	416	1
2_MACS_peak_26716_lociStitched	chr6	130833387	130848536	2	11022	20531.4397	2087.5322	417	1
3_MACS_peak_7420_lociStitched	chr12	92754465	92770626	3	11002	44930.8122	2774.8437	418	1
4_MACS_peak_16183_lociStitched	chr2	87806046	87821714	4	11000	9751.7632	2137.1152	419	1
1_MACS_peak_27768_lociStitched	chr7	55594724	55605709	1	10986	70968.5925	2460.64	420	1
4_MACS_peak_21596_lociStitched	chr3	181417158	181433137	4	10971	20441.9347	2879.4158	421	1
4_MACS_peak_24744_lociStitched	chr5	142952714	142975284	4	10967	25000.789	3649.569	422	1
3_MACS_peak_2044_lociStitched	chr1	161768861	161780567	3	10966	11624.058	2458.26	423	1
5_MACS_peak_25326_lociStitched	chr6	10403244	10430906	5	10962	21717.4362	3745.4348	424	1
1_MACS_peak_5273_lociStitched	chr11	60602363	60613313	1	10951	16049.415	1938.15	425	1
5_MACS_peak_11394_lociStitched	chr16	67184095	67208857	5	10946	18244.6416	3436.9656	426	1
2_MACS_peak_18931_lociStitched	chr21	41295893	41310444	2	10941	45906.9499	3554.8093	427	1
2_MACS_peak_7387_lociStitched	chr12	89737920	89749613	2	10935	37216.4804	2270.7806	428	1
2_MACS_peak_11573_lociStitched	chr16	79629540	79640887	2	10934	19715.4125	906.6253	429	1
3_MACS_peak_25532_lociStitched	chr6	26155212	26173962	3	10911	22126.875	2730	430	1
2_MACS_peak_31237_lociStitched	chr9	117660288	117673679	2	10906	19384.8116	2382.2589	431	1
2_MACS_peak_28058_lociStitched	chr7	90351967	90367943	2	10888	22304.0936	2580.124	432	1
3_MACS_peak_25034_lociStitched	chr5	171601040	171616156	3	10858	24976.1668	2568.2084	433	1
4_MACS_peak_966_lociStitched	chr1	59470476	59487147	4	10858	15505.6971	2438.9673	434	1
4_MACS_peak_14292_lociStitched	chr19	12885651	12905563	4	10854	16598.6432	2586.5688	435	1
3_MACS_peak_28224_lociStitched	chr7	101921657	101936124	3	10846	19734.4347	1993.5526	436	1
4_MACS_peak_23374_lociStitched	chr4	185366246	185381428	4	10845	20734.0574	2852.6978	437	1
4_MACS_peak_9299_lociStitched	chr14	94424648	94445903	4	10837	15386.4945	1585.623	438	1
2_MACS_peak_21060_lociStitched	chr3	130557341	130574105	2	10835	19566.9408	2633.6244	439	1
3_MACS_peak_31264_lociStitched	chr9	123688624	123699657	3	10830	24841.9028	1897.676	440	1
3_MACS_peak_25523_lociStitched	chr6	26020307	26035162	3	10822	26002.192	2454.046	441	1
2_MACS_peak_19468_lociStitched	chr22	38700748	38714982	2	10798	18881.401	2142.217	442	1
4_MACS_peak_15857_lociStitched	chr2	64497291	64516309	4	10794	29124.1652	2696.7524	443	1
2_MACS_peak_27250_lociStitched	chr7	7997771	8013524	2	10782	23966.6142	2414.9349	444	1
3_MACS_peak_27664_lociStitched	chr7	45025263	45042100	3	10781	20106.7454	2618.1535	445	1
5_MACS_peak_6085_lociStitched	chr11	120195515	120216549	5	10755	12853.8774	3129.8592	446	1
1_MACS_peak_30356_lociStitched	chr9	9605086	9615838	1	10753	23101.7472	1623.552	447	1
4_MACS_peak_11931_lociStitched	chr17	8088426	8104317	4	10747	12426.762	2795.2269	448	1
3_MACS_peak_1880_lociStitched	chr1	155903110	155919030	3	10746	21813.584	3443.496	449	1
4_MACS_peak_8893_lociStitched	chr14	52074108	52093870	4	10745	13951.972	1624.4364	450	1
1_MACS_peak_29750_lociStitched	chr8	95953145	95963874	1	10730	16423.9532	924.8398	451	1
5_MACS_peak_5372_lociStitched	chr11	64611170	64634293	5	10729	20454.6058	3147.0403	452	1
4_MACS_peak_10327_lociStitched	chr15	81608569	81624837	4	10728	15457.8536	2894.0772	453	1
3_MACS_peak_27469_lociStitched	chr7	29706180	29726380	3	10727	14047.08	2931.02	454	1
2_MACS_peak_2719_lociStitched	chr1	211686763	211702699	2	10726	20845.8816	3526.6368	455	1
1_MACS_peak_1994_lociStitched	chr1	160674775	160685497	1	10723	37192.4736	3136.185	456	1
1_MACS_peak_22772_lociStitched	chr4	105406985	105417701	1	10717	42550.0212	1770.2832	457	1
4_MACS_peak_2851_lociStitched	chr1	223899397	223915877	4	10714	19652.4	3801.936	458	1
1_MACS_peak_17585_lociStitched	chr2	231729275	231739972	1	10698	33270.8791	1039.7484	459	1
4_MACS_peak_5306_lociStitched	chr11	62307938	62326012	4	10688	15071.9086	2902.6844	460	1
3_MACS_peak_6247_lociStitched	chr11	132214910	132231589	3	10684	26147.6683	2705.3338	461	1
2_MACS_peak_4983_lociStitched	chr11	26098162	26113251	2	10672	37099.3243	2011.3637	462	1
2_MACS_peak_18184_lociStitched	chr20	34677596	34690364	2	10671	14038.416	2110.5504	463	1
4_MACS_peak_27894_lociStitched	chr7	74057138	74076575	4	10657	18865.5522	2952.4803	464	1
1_MACS_peak_24536_lociStitched	chr5	130708682	130719329	1	10648	29039.6925	1983.5361	465	1
1_MACS_peak_13798_lociStitched	chr18	60821512	60832154	1	10643	90013.2286	2306.1214	466	1
4_MACS_peak_8152_lociStitched	chr13	42061675	42078269	4	10639	15777.5752	1523.3292	467	1
3_MACS_peak_7432_lociStitched	chr12	92885032	92900248	3	10637	10926.6096	2130.24	468	1
2_MACS_peak_346_lociStitched	chr1	24709969	24720672	2	10635	15646.7157	2243.3488	469	1
3_MACS_peak_15934_lociStitched	chr2	68637718	68656334	3	10628	17500.9016	2788.6768	470	1
1_MACS_peak_15524_lociStitched	chr2	37614310	37624907	1	10598	28233.5871	2025.0867	471	1
2_MACS_peak_12638_lociStitched	chr17	47815867	47827688	2	10569	31611.7182	2326.3728	472	1
1_MACS_peak_23362_lociStitched	chr4	185200607	185211151	1	10545	91899.3952	2628.6192	473	1
2_MACS_peak_17189_lociStitched	chr2	192530577	192546452	2	10543	26439.8125	2595.5625	474	1
3_MACS_peak_7622_lociStitched	chr12	106528875	106544039	3	10539	19038.402	2185.1324	475	1
3_MACS_peak_6319_lociStitched	chr12	4216085	4230901	3	10528	57179.3888	2761.7024	476	1
6_MACS_peak_9786_lociStitched	chr15	44954488	44976806	6	10512	16872.408	3428.0448	477	1
2_MACS_peak_30495_lociStitched	chr9	33445118	33459649	2	10502	20905.7497	2573.4401	478	1
2_MACS_peak_18602_lociStitched	chr20	61272942	61285244	2	10480	25867.4154	1994.1542	479	1
2_MACS_peak_10824_lociStitched	chr16	11668473	11681970	2	10477	15335.2914	2320.1343	480	1
3_MACS_peak_6091_lociStitched	chr11	120368064	120382993	3	10472	18589.5908	1910.912	481	1
4_MACS_peak_13961_lociStitched	chr19	1258256	1277509	4	10462	23407.7974	3552.1785	482	1
4_MACS_peak_14903_lociStitched	chr19	48823858	48837965	4	10452	22365.2378	2700.0798	483	1
1_MACS_peak_23089_lociStitched	chr4	144272721	144283148	1	10428	33690.6797	2359.6301	484	1
3_MACS_peak_24833_lociStitched	chr5	150459401	150475890	3	10422	22786.1491	3121.3677	485	1
5_MACS_peak_27956_lociStitched	chr7	76541057	76558073	5	10417	11809.104	2315.8776	486	1
2_MACS_peak_30046_lociStitched	chr8	129664360	129679098	2	10383	40243.5828	2257.8616	487	1
4_MACS_peak_18121_lociStitched	chr20	32360505	32381404	4	10377	19314.8558	3302.042	488	1
3_MACS_peak_15458_lociStitched	chr2	31429903	31443445	3	10359	16435.9254	2092.239	489	1
3_MACS_peak_6211_lociStitched	chr11	129233536	129249743	3	10359	21652.552	2750.3279	490	1
2_MACS_peak_3211_lociStitched	chr10	3798250	3808778	2	10341	31312.3776	1835.0304	491	1
4_MACS_peak_31850_lociStitched	chrX	37635096	37657321	4	10327	14292.8975	1713.5475	492	1
2_MACS_peak_5079_lociStitched	chr11	35183506	35197238	2	10298	20479.9048	2784.8496	493	1
4_MACS_peak_15052_lociStitched	chr19	56145780	56167561	4	10292	19206.4858	2768.3651	494	1
3_MACS_peak_16809_lociStitched	chr2	158323256	158337941	3	10290	48918.672	2662.3905	495	1
1_MACS_peak_7268_lociStitched	chr12	72078900	72089187	1	10288	18742.914	1953.5013	496	1
4_MACS_peak_24153_lociStitched	chr5	86365313	86380465	4	10281	14197.424	2301.5888	497	1
2_MACS_peak_26455_lociStitched	chr6	106585243	106596671	2	10275	34735.406	2210.1752	498	1
2_MACS_peak_19201_lociStitched	chr22	23477663	23488842	2	10269	33979.6884	2099.4162	499	1
1_MACS_peak_27433_lociStitched	chr7	26002066	26012324	1	10259	48257.7352	2239.3214	500	1
1_MACS_peak_25080_lociStitched	chr5	175076335	175086590	1	10256	22669.703	1701.3045	501	1
3_MACS_peak_25462_lociStitched	chr6	20201168	20214289	3	10253	16428.8041	2227.9458	502	1
3_MACS_peak_3274_lociStitched	chr10	6953719	6973196	3	10212	48186.098	3202.0188	503	1
2_MACS_peak_29234_lociStitched	chr8	29622083	29635670	2	10204	47809.9356	2410.3338	504	1
2_MACS_peak_1829_lociStitched	chr1	154755598	154766307	2	10193	28795.4301	2830.3887	505	1
2_MACS_peak_32420_lociStitched	chrX	119434764	119445567	2	10188	23136.7851	881.5248	506	1
3_MACS_peak_25600_lociStitched	chr6	27790765	27808209	3	10174	32053.35	2586.9452	507	1
1_MACS_peak_22425_lociStitched	chr4	69434532	69444702	1	10171	42727.221	1736.019	508	1
2_MACS_peak_8057_lociStitched	chr13	30943315	30957988	2	10167	16028.7852	1452.627	509	1
3_MACS_peak_8667_lociStitched	chr14	23023783	23039465	3	10155	15954.8668	1165.1726	510	1
4_MACS_peak_4575_lociStitched	chr10	126407191	126424450	4	10131	15011.8782	2683.7745	511	1
2_MACS_peak_24648_lociStitched	chr5	138719841	138730595	2	10127	28754.0452	2078.7482	512	1
2_MACS_peak_6322_lociStitched	chr12	4250836	4263875	2	10121	14093.8551	2010.6138	513	1
3_MACS_peak_29224_lociStitched	chr8	29490611	29505872	3	10116	19856.0871	2603.5266	514	1
1_MACS_peak_12535_lociStitched	chr17	43298052	43308160	1	10109	44930.06	2222.7492	515	1
2_MACS_peak_20385_lociStitched	chr3	52730166	52745806	2	10100	17685.712	2391.356	516	1
2_MACS_peak_21263_lociStitched	chr3	151910868	151921688	2	10085	25952.852	1802.612	517	1
2_MACS_peak_26561_lociStitched	chr6	113946431	113957258	2	10080	24803.5743	1745.3124	518	1
3_MACS_peak_31373_lociStitched	chr9	130532166	130549542	3	10080	19311.6864	2443.0656	519	1
3_MACS_peak_9613_lociStitched	chr15	34619096	34635873	3	10078	26952.2505	2719.5517	520	1
2_MACS_peak_21839_lociStitched	chr3	196358021	196371316	2	10049	23974.8735	3253.2865	521	1
3_MACS_peak_11294_lociStitched	chr16	56893548	56906088	3	10029	10335.468	1837.11	522	1
2_MACS_peak_23405_lociStitched	chr4	186225086	186240373	2	10015	23543.5087	2456.6209	523	1
1_MACS_peak_23592_lociStitched	chr5	15440097	15450106	1	10010	31387.2231	1861.674	524	1
4_MACS_peak_19525_lociStitched	chr22	39911112	39929623	4	10004	20495.3792	3048.7617	525	1
4_MACS_peak_6741_lociStitched	chr12	32608264	32625273	4	10002	20009.3876	2660.2076	526	1
1_MACS_peak_16147_lociStitched	chr2	86219293	86229281	1	9989	53078.2296	1924.6876	527	1
3_MACS_peak_12652_lociStitched	chr17	48225085	48239724	3	9986	14892.2547	2153.3969	528	1
