REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
3_MACS_peak_17217_lociStitched	chr2	197023851	197049379	3	23309	48347.4792	4778.8416	192	STK17B		STK17B	192	1
1_MACS_peak_7571_lociStitched	chr12	102870413	102879462	1	9050	45444.9829	1966.3477	193	IGF1		IGF1	193	1
4_MACS_peak_30912_lociStitched	chr9	93670850	93690425	4	14155	46243.98	2789.4375	194			SYK	194	1
3_MACS_peak_252_lociStitched	chr1	17215585	17233523	3	8164	48470.2698	5078.2478	195		CROCC	CROCC	195	1
5_MACS_peak_21326_lociStitched	chr3	156795172	156824568	5	17066	50243.6432	6861.0264	196	LOC100498859,LOC339894		LOC100498859	196	1
1_MACS_peak_28720_lociStitched	chr7	142502761	142509431	1	6671	45221.933	1955.644	197		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	197	1
4_MACS_peak_24898_lociStitched	chr5	156339029	156370070	4	18202	47579.6448	4317.8031	198	LOC100286948,TIMD4		LOC100286948	198	1
3_MACS_peak_20241_lociStitched	chr3	46577650	46592060	3	12428	45597.563	2560.657	199	LRRC2	RTP3,TDGF1	LRRC2	199	1
5_MACS_peak_15851_lociStitched	chr2	64430158	64456583	5	19456	47525.3625	4516.0325	200	LOC150992		LOC150992	200	1
1_MACS_peak_21534_lociStitched	chr3	176911491	176921264	1	9774	45464.9733	2519.4794	201	TBL1XR1		TBL1XR1	201	1
1_MACS_peak_8385_lociStitched	chr13	78688794	78696771	1	7978	44431.89	1525.2024	202			EDNRB	202	1
1_MACS_peak_9429_lociStitched	chr14	106323774	106329602	1	5829	43418.6	516.3608	203			KIAA0125	203	1
1_MACS_peak_12374_lociStitched	chr17	37909172	37916077	1	6906	44358.4105	1544.6485	204		GRB7,C17orf37	GRB7	204	1
1_MACS_peak_12535_lociStitched	chr17	43298052	43308160	1	10109	44930.06	2222.7492	205	FMNL1	LOC100133991,C17orf46	FMNL1	205	1
1_MACS_peak_7471_lociStitched	chr12	94595810	94603826	1	8017	44464.752	1842.8784	206	PLXNC1		PLXNC1	206	1
4_MACS_peak_2560_lociStitched	chr1	204474653	204494431	4	15053	47380.1768	5001.8562	207	MDM4	PIK3C2B	MDM4	207	1
2_MACS_peak_18931_lociStitched	chr21	41295893	41310444	2	10941	45906.9499	3554.8093	208	PCP4		PCP4	208	1
2_MACS_peak_18690_lociStitched	chr21	19151601	19169250	2	15569	45426.7611	3123.873	209	C21orf91		C21orf91	209	1
5_MACS_peak_18502_lociStitched	chr20	52530628	52567148	5	20697	47757.204	5594.864	210	BCAS1	SUMO1P1	SUMO1P1	210	1
3_MACS_peak_7420_lociStitched	chr12	92754465	92770626	3	11002	44930.8122	2774.8437	211		CLLU1	CLLU1	211	1
1_MACS_peak_16807_lociStitched	chr2	158293510	158302892	1	9383	44052.2428	2105.3208	212	CYTIP		CYTIP	212	1
1_MACS_peak_16149_lociStitched	chr2	86261484	86267407	1	5924	43134.8398	1195.2614	213	POLR1A	LOC90784	LOC90784	213	1
3_MACS_peak_10202_lociStitched	chr15	75063043	75083666	3	19357	45603.6399	4058.6064	214	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	214	1
3_MACS_peak_15357_lociStitched	chr2	25623806	25645681	3	11622	45145.625	3633.4375	215	DTNB		DNMT3A	215	1
2_MACS_peak_24559_lociStitched	chr5	131789831	131804405	2	13660	43969.758	2770.5174	216	C5orf56	IRF1	IRF1	216	1
5_MACS_peak_3304_lociStitched	chr10	11279014	11313122	5	24231	46925.7864	5774.4844	217	CELF2		CELF2	217	1
1_MACS_peak_30921_lociStitched	chr9	93794951	93799836	1	4886	41970.4545	856.3405	218		LOC100129316	LOC100129316	218	1
1_MACS_peak_1432_lociStitched	chr1	111172533	111181628	1	9096	42243.5465	1181.4405	219		KCNA2,KCNA3	KCNA2	219	1
1_MACS_peak_18555_lociStitched	chr20	56047137	56058651	1	11515	42783.7212	1774.3074	220		CTCFL	CTCFL	220	1
1_MACS_peak_22425_lociStitched	chr4	69434532	69444702	1	10171	42727.221	1736.019	221		UGT2B15,UGT2B17	UGT2B17	221	1
1_MACS_peak_22772_lociStitched	chr4	105406985	105417701	1	10717	42550.0212	1770.2832	222	CXXC4		CXXC4	222	1
2_MACS_peak_5412_lociStitched	chr11	65263616	65279092	2	11331	44182.4324	3406.2676	223	MALAT1	SCYL1,LTBP3	MALAT1	223	1
4_MACS_peak_9640_lociStitched	chr15	38360697	38380788	4	12753	44270.5185	3544.0524	224			TMCO5A	224	1
2_MACS_peak_28799_lociStitched	chr7	150100843	150114005	2	7603	43545.1608	2918.0154	225	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	225	1
2_MACS_peak_7430_lociStitched	chr12	92853939	92866962	2	12962	42859.9953	2381.9067	226		CLLU1,CLLU1OS	CLLU1OS	226	1
3_MACS_peak_3033_lociStitched	chr1	234734059	234750236	3	12192	44425.2774	4091.1633	227	IRF2BP2	NCRNA00184	IRF2BP2	227	1
2_MACS_peak_22606_lociStitched	chr4	84130812	84144465	2	12455	42804.8856	2551.7457	228			COQ2	228	1
4_MACS_peak_11299_lociStitched	chr16	56961043	56985972	4	16520	44555.6017	4362.575	229	HERPUD1	CETP,NLRC5	HERPUD1	229	1
1_MACS_peak_11867_lociStitched	chr17	6062036	6071807	1	9772	41988.9183	1796.8869	230			WSCD1	230	1
4_MACS_peak_20209_lociStitched	chr3	46127043	46153735	4	19678	44866.5828	4724.484	231			XCR1	231	1
4_MACS_peak_13457_lociStitched	chr18	23745536	23772121	4	15832	43633.9605	3626.194	232	PSMA8	TAF4B	PSMA8	232	1
5_MACS_peak_30003_lociStitched	chr8	126284918	126322830	5	24619	45839.3992	5857.404	233	NSMCE2		TRIB1	233	1
2_MACS_peak_12197_lociStitched	chr17	29634543	29651190	2	16080	43200.6297	3229.518	234	NF1,EVI2B,EVI2A	OMG	EVI2B	234	1
3_MACS_peak_25514_lociStitched	chr6	25365707	25390553	3	20333	44263.149	4328.1732	235	LRRC16A		LRRC16A	235	1
3_MACS_peak_29217_lociStitched	chr8	29404082	29419076	3	12272	42227.6022	2381.0472	236			C8orf75	236	1
2_MACS_peak_17957_lociStitched	chr20	17826231	17840397	2	12143	42136.767	2331.7236	237			SNORD17	237	1
1_MACS_peak_12905_lociStitched	chr17	65642114	65649128	1	7015	40989.1146	1184.6646	238	PITPNC1		NOL11	238	1
4_MACS_peak_5731_lociStitched	chr11	82764056	82790604	4	15238	44640.462	4850.3196	239	RAB30	SNORA70E	RAB30	239	1
3_MACS_peak_14598_lociStitched	chr19	35694932	35708177	3	11237	42279.3645	2507.2785	240		FXYD5,LSR,FAM187B	FAM187B	240	1
5_MACS_peak_2266_lociStitched	chr1	181095342	181129682	5	19450	47320.52	7582.272	241		IER5	IER5	241	1
3_MACS_peak_24431_lociStitched	chr5	118657728	118678862	3	16174	43024.5972	3751.285	242	TNFAIP8	TNFAIP8	TNFAIP8	242	1
4_MACS_peak_9490_lociStitched	chr15	23659220	23683050	4	18739	42741.488	3576.883	243			MKRN3	243	1
4_MACS_peak_25973_lociStitched	chr6	45382888	45402664	4	13709	42043.776	2887.296	244	RUNX2	SUPT3H	RUNX2	244	1
1_MACS_peak_18373_lociStitched	chr20	45978320	45987400	1	9081	40723.8	1847.78	245	ZMYND8	LOC100131496	ZMYND8	245	1
1_MACS_peak_25056_lociStitched	chr5	173168764	173174929	1	6166	40193.334	1323.009	246			BOD1	246	1
5_MACS_peak_9679_lociStitched	chr15	40329861	40358594	5	17495	43754.6124	4904.7231	247	SRP14	BMF	SRP14	247	1
4_MACS_peak_25059_lociStitched	chr5	173309349	173343961	4	28031	43991.852	5209.106	248	CPEB4		CPEB4	248	1
1_MACS_peak_24550_lociStitched	chr5	131434946	131441959	1	7014	39518.255	1450.2884	249		IL3,CSF2	CSF2	249	1
2_MACS_peak_30046_lociStitched	chr8	129664360	129679098	2	10383	40243.5828	2257.8616	250			MIR1208	250	1
3_MACS_peak_25155_lociStitched	chr5	180227888	180249497	3	15568	41100.318	3178.6839	251	MGAT1	LOC729678,ZFP62	MGAT1	251	1
1_MACS_peak_3534_lociStitched	chr10	30989296	30996979	1	7684	39408.4119	1522.7706	252			LYZL2	252	1
2_MACS_peak_3789_lociStitched	chr10	63797955	63814956	2	13652	40506.5826	2793.2643	253	ARID5B		ARID5B	253	1
2_MACS_peak_21790_lociStitched	chr3	193815185	193823784	2	8564	40089.3979	2610.6564	254		HES1	HES1	254	1
4_MACS_peak_19775_lociStitched	chr3	5222214	5256338	4	24402	43245.3452	5835.204	255	ARL8B,EDEM1		EDEM1	255	1
2_MACS_peak_2638_lociStitched	chr1	207092387	207105342	2	8129	40445.51	3189.521	256	FAIM3,PIGR	IL24,FCAMR	FAIM3	256	1
1_MACS_peak_2429_lociStitched	chr1	197739980	197749053	1	9074	39564.6311	2546.7911	257	DENND1B		DENND1B	257	1
4_MACS_peak_15675_lociStitched	chr2	47193795	47215128	4	13414	40394.0355	3377.0139	258	TTC7A	MCFD2	MCFD2	258	1
2_MACS_peak_27695_lociStitched	chr7	47513178	47524898	2	11451	39319.428	2342.828	259	TNS3		TNS3	259	1
1_MACS_peak_28271_lociStitched	chr7	104651698	104657461	1	5764	38384.4615	1483.3962	260	MLL5,LOC100216545		LOC100216545	260	1
2_MACS_peak_23660_lociStitched	chr5	32530422	32544426	2	13167	39606.1128	2748.9852	261		SUB1	SUB1	261	1
5_MACS_peak_24172_lociStitched	chr5	87954543	87976666	5	11482	39989.5348	3265.3548	262	LOC645323,MIR9-2		MIR9-2	262	1
1_MACS_peak_1835_lociStitched	chr1	154830142	154835770	1	5629	38358.7596	1709.2236	263	KCNN3		KCNN3	263	1
1_MACS_peak_10058_lociStitched	chr15	65183205	65189630	1	6426	37875.375	1418.64	264		PLEKHO2,ANKDD1A	ANKDD1A	264	1
4_MACS_peak_22491_lociStitched	chr4	76023197	76044177	4	12335	39918.646	3478.484	265			PARM1	265	1
1_MACS_peak_2616_lociStitched	chr1	206727549	206738639	1	11091	39797.574	3443.445	266	RASSF5	LGTN	RASSF5	266	1
1_MACS_peak_24184_lociStitched	chr5	88563346	88570899	1	7554	37945.5167	1623.895	267			MEF2C	267	1
1_MACS_peak_2229_lociStitched	chr1	178544290	178552608	1	8319	38629.6238	2393.9204	268		C1orf220	C1orf220	268	1
3_MACS_peak_17483_lociStitched	chr2	219741278	219763487	3	18417	39072.2937	3546.7773	269	WNT10A	WNT6,PRKAG3	WNT10A	269	1
1_MACS_peak_10221_lociStitched	chr15	75334249	75341438	1	7190	37177.1946	1703.0741	270	PPCDC	SCAMP5	PPCDC	270	1
2_MACS_peak_10990_lociStitched	chr16	23404123	23419599	2	9711	37790.8444	2350.8044	271	COG7		COG7	271	1
3_MACS_peak_10523_lociStitched	chr15	93345918	93364630	3	11236	37927.3528	2640.2632	272		ASB9P1	ASB9P1	272	1
3_MACS_peak_20019_lociStitched	chr3	30681062	30703837	3	19561	38865.5375	3737.3775	273	TGFBR2		TGFBR2	273	1
2_MACS_peak_4983_lociStitched	chr11	26098162	26113251	2	10672	37099.3243	2011.3637	274			ANO3	274	1
4_MACS_peak_31668_lociStitched	chrX	10065008	10091261	4	15908	37232.0046	2268.2592	275	WWC3	CLCN4	CLCN4	275	1
2_MACS_peak_7387_lociStitched	chr12	89737920	89749613	2	10935	37216.4804	2270.7806	276	DUSP6		DUSP6	276	1
2_MACS_peak_1612_lociStitched	chr1	145426971	145441216	2	9764	38415.916	3490.025	277	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	277	1
4_MACS_peak_25535_lociStitched	chr6	26183383	26207385	4	14604	38619.218	3708.309	278	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	278	1
3_MACS_peak_4420_lociStitched	chr10	112167837	112186735	3	17445	37932.0656	3023.68	279			DUSP5	279	1
1_MACS_peak_13334_lociStitched	chr18	9133080	9154423	1	21344	39190.0166	4313.4203	280	NDUFV2,ANKRD12		ANKRD12	280	1
4_MACS_peak_15246_lociStitched	chr2	13680535	13702700	4	17334	38079.47	3304.8015	281			MIR3125	281	1
3_MACS_peak_10222_lociStitched	chr15	75352717	75371232	3	13832	37726.164	3186.4315	282		PPCDC	PPCDC	282	1
1_MACS_peak_24662_lociStitched	chr5	139046704	139052355	1	5652	35783.2622	1278.2562	283	CXXC5		CXXC5	283	1
3_MACS_peak_5566_lociStitched	chr11	71413776	71427436	3	12776	37193.448	2734.732	284			FAM86C	284	1
3_MACS_peak_18052_lociStitched	chr20	25261471	25282814	3	13847	37683.2008	3246.2703	285	PYGB,ABHD12		PYGB	285	1
2_MACS_peak_24158_lociStitched	chr5	86407991	86420485	2	12328	36792.3312	2371.3612	286	MIR4280		MIR4280	286	1
1_MACS_peak_30916_lociStitched	chr9	93702059	93708996	1	6938	35822.668	1577.4738	287			SYK	287	1
1_MACS_peak_29915_lociStitched	chr8	118450032	118458121	1	8090	35761.469	1648.5382	288			MED30	288	1
3_MACS_peak_12956_lociStitched	chr17	70582369	70602293	3	14629	37273.8192	3215.7336	289	LOC100499467,FLJ26484		LOC100499467	289	1
1_MACS_peak_1994_lociStitched	chr1	160674775	160685497	1	10723	37192.4736	3136.185	290	CD48	SLAMF7	CD48	290	1
5_MACS_peak_12976_lociStitched	chr17	72733001	72757066	5	21158	37810.928	3756.5465	291	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	291	1
1_MACS_peak_27337_lociStitched	chr7	20254410	20262768	1	8359	35635.1688	1628.9742	292	MACC1		MACC1	292	1
1_MACS_peak_19260_lociStitched	chr22	27003908	27015139	1	11232	36026.8018	2073.2426	293	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	293	1
2_MACS_peak_25706_lociStitched	chr6	31694327	31709390	2	12167	36707.0247	2804.7306	294	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	294	1
1_MACS_peak_23361_lociStitched	chr4	185184420	185191870	1	7451	35572.26	1685.935	295		ENPP6	ENPP6	295	1
4_MACS_peak_15589_lociStitched	chr2	42343447	42361121	4	15249	36328.907	2757.144	296		EML4	EML4	296	1
2_MACS_peak_15404_lociStitched	chr2	27374587	27390339	2	13707	35912.9848	2599.08	297	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	297	1
2_MACS_peak_13123_lociStitched	chr17	76711161	76733836	2	18829	37459.1	4258.365	298	CYTH1		CYTH1	298	1
3_MACS_peak_18488_lociStitched	chr20	52336841	52358973	3	12343	36632.8864	3452.592	299			SUMO1P1	299	1
6_MACS_peak_15977_lociStitched	chr2	70334954	70360905	6	12679	36891.9416	3895.2451	300	LOC100133985	PCBP1,LOC400960	LOC100133985	300	1
2_MACS_peak_26455_lociStitched	chr6	106585243	106596671	2	10275	34735.406	2210.1752	301		PRDM1	PRDM1	301	1
1_MACS_peak_15483_lociStitched	chr2	33699504	33706189	1	6686	34065.423	1550.2515	302	RASGRP3	RASGRP3	RASGRP3	302	1
3_MACS_peak_22307_lociStitched	chr4	48191397	48206753	3	12435	35166.7756	2761.0088	303	TEC		TXK	303	1
3_MACS_peak_24562_lociStitched	chr5	131822830	131842813	3	14770	35859.4935	3584.9502	304	IRF1	RAD50,IL5	IRF1	304	1
6_MACS_peak_15873_lociStitched	chr2	64862693	64895960	6	17646	37787.9853	5535.6288	305	SERTAD2	LOC339807	SERTAD2	305	1
2_MACS_peak_18320_lociStitched	chr20	43269379	43282408	2	12743	34608.9327	2360.8548	306	ADA	LOC79015	ADA	306	1
1_MACS_peak_17585_lociStitched	chr2	231729275	231739972	1	10698	33270.8791	1039.7484	307	ITM2C	GPR55	ITM2C	307	1
1_MACS_peak_7229_lociStitched	chr12	68380395	68387383	1	6989	33469.7248	1282.9968	308			IFNG	308	1
1_MACS_peak_30128_lociStitched	chr8	137188913	137201810	1	12898	34763.8635	2581.9794	309			KHDRBS3	309	1
2_MACS_peak_31262_lociStitched	chr9	123652859	123667902	2	11385	34465.0173	2306.0919	310	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	310	1
5_MACS_peak_31467_lociStitched	chr9	134126946	134153428	5	15838	36071.1322	4057.0424	311	FAM78A	PPAPDC3	FAM78A	311	1
1_MACS_peak_1038_lociStitched	chr1	66736644	66750677	1	14034	34636.2506	2629.7842	312	PDE4B	PDE4B	PDE4B	312	1
3_MACS_peak_20513_lociStitched	chr3	69128509	69145922	3	15503	35418.042	3451.2566	313	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	313	1
2_MACS_peak_19201_lociStitched	chr22	23477663	23488842	2	10269	33979.6884	2099.4162	314	RAB36,RTDR1	BCR	RTDR1	314	1
1_MACS_peak_2900_lociStitched	chr1	226308506	226317115	1	8610	34429.1128	2612.8315	315			ACBD3	315	1
2_MACS_peak_9106_lociStitched	chr14	72980229	72990433	2	9662	32807.9008	998.9716	316	RGS6		DPF3	316	1
1_MACS_peak_17891_lociStitched	chr20	9489784	9498967	1	9184	33302.1495	1618.9629	317	C20orf103		C20orf103	317	1
1_MACS_peak_12346_lociStitched	chr17	36856086	36863731	1	7646	33164.7745	1555.7575	318	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	318	1
2_MACS_peak_6639_lociStitched	chr12	26265720	26280610	2	14719	34220.198	2620.64	319	BHLHE41		BHLHE41	319	1
1_MACS_peak_23089_lociStitched	chr4	144272721	144283148	1	10428	33690.6797	2359.6301	320	GAB1		GAB1	320	1
1_MACS_peak_3377_lociStitched	chr10	15824797	15833407	1	8611	32747.274	1443.036	321	FAM188A		ITGA8	321	1
6_MACS_peak_25576_lociStitched	chr6	27082424	27116115	6	15486	35796.6875	4629.1434	322	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H2BJ	322	1
3_MACS_peak_30930_lociStitched	chr9	94180329	94196051	3	14861	34112.0234	2962.0248	323	NFIL3		NFIL3	323	1
1_MACS_peak_30099_lociStitched	chr8	134244222	134249121	1	4900	32229.0513	1120.8912	324		WISP1	WISP1	324	1
1_MACS_peak_26833_lociStitched	chr6	138186647	138196224	1	9578	33178.5588	2154.825	325	TNFAIP3		TNFAIP3	325	1
2_MACS_peak_11690_lociStitched	chr16	89033292	89046340	2	9167	32047.1928	1140.3952	326	CBFA2T3	CBFA2T3	CBFA2T3	326	1
3_MACS_peak_2474_lociStitched	chr1	200850777	200863773	3	9735	33501.0888	2747.3544	327	C1orf106	GPR25,C1orf106	C1orf106	327	1
2_MACS_peak_22216_lociStitched	chr4	38123489	38136721	2	11227	32997.9616	2344.7104	328	TBC1D1		PTTG2	328	1
1_MACS_peak_15245_lociStitched	chr2	13661553	13666472	1	4920	31209.5793	900.6689	329			MIR3125	329	1
3_MACS_peak_1118_lociStitched	chr1	75595706	75612596	3	16179	32405.154	2141.652	330	LHX8		LHX8	330	1
1_MACS_peak_14876_lociStitched	chr19	47613834	47617893	1	4060	31003.4538	759.4389	331	ZC3H4	SAE1	ZC3H4	331	1
1_MACS_peak_4644_lociStitched	chr11	267161	271299	1	4139	30974.5852	765.1162	332		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	332	1
2_MACS_peak_30108_lociStitched	chr8	134576799	134586268	2	9226	32074.3437	1904.2159	333	ST3GAL1		ST3GAL1	333	1
3_MACS_peak_26908_lociStitched	chr6	143162785	143180498	3	15005	31791.2924	1634.9099	334	HIVEP2		HIVEP2	334	1
3_MACS_peak_4033_lociStitched	chr10	81001094	81020781	3	15726	33294.6544	3161.7322	335	ZMIZ1		PPIF	335	1
3_MACS_peak_19003_lociStitched	chr21	45194796	45210479	3	11594	33655.718	3577.2923	336	RRP1,CSTB	LOC284837	CSTB	336	1
3_MACS_peak_4892_lociStitched	chr11	16967052	16986797	3	11835	33404.591	3356.65	337	PLEKHA7		PLEKHA7	337	1
1_MACS_peak_14546_lociStitched	chr19	29120656	29126382	1	5727	31141.9962	1163.5232	338			LOC148145	338	1
5_MACS_peak_12604_lociStitched	chr17	46527848	46562184	5	23808	35122.2944	5153.8336	339		SKAP1,HOXB1	SKAP1	339	1
2_MACS_peak_1685_lociStitched	chr1	149214032	149225712	2	6156	33597.52	3702.56	340			LOC388692	340	1
5_MACS_peak_18297_lociStitched	chr20	42564619	42588426	5	16339	33482.1648	3616.2833	341	TOX2		TOX2	341	1
2_MACS_peak_23365_lociStitched	chr4	185263327	185277303	2	8890	32263.596	2408.0648	342			IRF2	342	1
1_MACS_peak_26503_lociStitched	chr6	108986422	108998450	1	12029	31634.8428	1786.158	343	FOXO3		NCRNA00222	343	1
1_MACS_peak_4560_lociStitched	chr10	125863080	125868448	1	5369	30846.1384	1130.5008	344		CHST15	CHST15	344	1
2_MACS_peak_24378_lociStitched	chr5	112256317	112267730	2	9541	31675.6402	2002.9815	345	REEP5	DCP2	REEP5	345	1
1_MACS_peak_24179_lociStitched	chr5	88110861	88130462	1	19602	32731.7099	3118.5191	346	MEF2C		MEF2C	346	1
1_MACS_peak_23592_lociStitched	chr5	15440097	15450106	1	10010	31387.2231	1861.674	347			FBXL7	347	1
2_MACS_peak_25352_lociStitched	chr6	11722040	11736076	2	12426	31683.4628	2172.7728	348	C6orf105		C6orf105	348	1
2_MACS_peak_3211_lociStitched	chr10	3798250	3808778	2	10341	31312.3776	1835.0304	349		KLF6	KLF6	349	1
3_MACS_peak_25600_lociStitched	chr6	27790765	27808209	3	10174	32053.35	2586.9452	350	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	350	1
1_MACS_peak_409_lociStitched	chr1	27018179	27031125	1	12947	31647.7916	2189.1686	351	ARID1A		ARID1A	351	1
1_MACS_peak_2892_lociStitched	chr1	226127422	226133898	1	6477	31079.6192	1639.7232	352	LEFTY2	PYCR2	LEFTY2	352	1
2_MACS_peak_5952_lociStitched	chr11	111279653	111294506	2	14705	32088.4212	2683.9371	353		POU2AF1	POU2AF1	353	1
2_MACS_peak_11879_lociStitched	chr17	6914894	6926462	2	7546	30972.1632	1634.5584	354	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	354	1
2_MACS_peak_30918_lociStitched	chr9	93732078	93742663	2	7649	30914.551	1587.75	355			LOC100129316	355	1
2_MACS_peak_12638_lociStitched	chr17	47815867	47827688	2	10569	31611.7182	2326.3728	356	FAM117A	MYST2,SLC35B1	FAM117A	356	1
1_MACS_peak_8197_lociStitched	chr13	46269200	46281295	1	12096	30484.238	1210.7095	357	SPERT		SPERT	357	1
1_MACS_peak_17453_lociStitched	chr2	217079997	217089197	1	9201	31159.48	1898.88	358			XRCC5	358	1
5_MACS_peak_9449_lociStitched	chr15	20969477	20997230	5	19141	33084.3513	3913.173	359		BCL8	BCL8	359	1
3_MACS_peak_18363_lociStitched	chr20	45172206	45192018	3	16022	32075.628	2948.0256	360	C20orf123,SLC13A3	ZNF334	C20orf123	360	1
2_MACS_peak_13164_lociStitched	chr17	78873663	78887252	2	8624	31197.6262	2096.7827	361	RPTOR		CHMP6	361	1
5_MACS_peak_24836_lociStitched	chr5	150512777	150544893	5	18673	34267.772	5170.676	362	ANXA6		ANXA6	362	1
3_MACS_peak_14786_lociStitched	chr19	44257247	44271959	3	8775	30939.336	1961.1096	363	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	363	1
1_MACS_peak_23378_lociStitched	chr4	185392044	185397522	1	5479	29772.3822	826.6302	364	IRF2		IRF2	364	1
2_MACS_peak_2974_lociStitched	chr1	230256324	230270466	2	8326	31844.9556	2900.5242	365	GALNT2		GALNT2	365	1
3_MACS_peak_19257_lociStitched	chr22	26974520	26992616	3	12339	31867.056	3096.2256	366	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	366	1
1_MACS_peak_247_lociStitched	chr1	16991922	16994779	1	2858	30189.6333	1458.4985	367		MST1P2,CROCCP2	MST1P2	367	1
3_MACS_peak_13066_lociStitched	chr17	75078689	75093228	3	13980	31421.6868	2699.8923	368	C17orf86,SCARNA16	SEC14L1	SCARNA16	368	1
5_MACS_peak_25711_lociStitched	chr6	31773733	31805186	5	16537	33764.7955	5057.6424	369	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	369	1
4_MACS_peak_6484_lociStitched	chr12	11901580	11920710	4	15226	32123.096	3435.748	370	ETV6		ETV6	370	1
2_MACS_peak_28543_lociStitched	chr7	128572294	128582417	2	7712	31129.2373	2557.0698	371	IRF5	KCP	IRF5	371	1
1_MACS_peak_12375_lociStitched	chr17	37924583	37938258	1	13676	31092.8475	2536.7125	372	IKZF3	GRB7,C17orf37	GRB7	372	1
1_MACS_peak_19857_lociStitched	chr3	13370994	13377377	1	6384	29648.3967	1111.2803	373	NUP210		NUP210	373	1
1_MACS_peak_250_lociStitched	chr1	17065769	17068517	1	2749	29785.572	1274.7972	374		ESPNP,MST1P9	ESPNP	374	1
6_MACS_peak_24347_lociStitched	chr5	109247808	109282504	6	18229	33623.8936	5155.8256	375		LOC100289673	LOC100289673	375	1
6_MACS_peak_9460_lociStitched	chr15	21975634	22002688	6	18990	32367.4056	3985.0542	376		LOC646214,CXADRP2	CXADRP2	376	1
1_MACS_peak_3213_lociStitched	chr10	3824057	3829156	1	5100	29365.6509	1016.2307	377	KLF6		KLF6	377	1
3_MACS_peak_2201_lociStitched	chr1	174922516	174942385	3	15102	32533.5006	4271.835	378	RABGAP1L	CACYBP	CACYBP	378	1
6_MACS_peak_9169_lociStitched	chr14	77487938	77510079	6	16490	30198.1099	1970.549	379	C14orf4		C14orf4	379	1
3_MACS_peak_25913_lociStitched	chr6	42737801	42752433	3	9413	30389.2008	2224.064	380		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	380	1
1_MACS_peak_3138_lociStitched	chr1	245132393	245136337	1	3945	29166.2744	1030.5672	381	EFCAB2		EFCAB2	381	1
1_MACS_peak_1703_lociStitched	chr1	149855233	149861337	1	6105	30193.436	2080.8536	382	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	382	1
2_MACS_peak_21321_lociStitched	chr3	156533219	156545005	2	8421	30449.131	2361.9144	383	LEKR1	PA2G4P4	LEKR1	383	1
3_MACS_peak_29221_lociStitched	chr8	29463168	29478099	3	13241	30321.8748	2294.8947	384			C8orf75	384	1
1_MACS_peak_12743_lociStitched	chr17	55431280	55436939	1	5660	29254.7664	1233.0961	385	MSI2		MSI2	385	1
3_MACS_peak_30096_lociStitched	chr8	134215073	134233111	3	8861	30421.087	2408.073	386	WISP1		WISP1	386	1
2_MACS_peak_17616_lociStitched	chr2	232687093	232714671	2	27419	31229.3272	3229.3838	387		COPS7B,PDE6D,MIR1471	COPS7B	387	1
