REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_2201_lociStitched	chr1	174922516	174942385	3	15102	32533.5006	4271.835	189	RABGAP1L	CACYBP	CACYBP	189	1
6_MACS_peak_17293_lociStitched	chr2	202081169	202102261	6	15092	24300.0932	3975.842	190	CASP10,CASP8	CASP8	CASP8	190	1
2_MACS_peak_19471_lociStitched	chr22	38781971	38797130	2	15087	26134.116	2657.3727	191	LOC400927	KCNJ4	LOC400927	191	1
1_MACS_peak_26519_lociStitched	chr6	109213687	109228744	1	15058	47422.0215	2525.0589	192	ARMC2		ARMC2	192	1
4_MACS_peak_2560_lociStitched	chr1	204474653	204494431	4	15053	47380.1768	5001.8562	193	MDM4	PIK3C2B	MDM4	193	1
3_MACS_peak_29661_lociStitched	chr8	81046334	81061694	3	15033	26184.192	2709.504	194	TPD52		TPD52	194	1
3_MACS_peak_26908_lociStitched	chr6	143162785	143180498	3	15005	31791.2924	1634.9099	195	HIVEP2		HIVEP2	195	1
4_MACS_peak_10424_lociStitched	chr15	89163665	89184905	4	14992	24816.816	3355.92	196	AEN,ISG20	MIR1179,MIR7-2	ISG20	196	1
3_MACS_peak_3636_lociStitched	chr10	45453921	45475559	3	14882	25483.0726	3278.157	197	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	197	1
3_MACS_peak_30930_lociStitched	chr9	94180329	94196051	3	14861	34112.0234	2962.0248	198	NFIL3		NFIL3	198	1
4_MACS_peak_23280_lociStitched	chr4	173896576	173919991	4	14860	23813.055	3320.247	199	GALNTL6		GALNT7	199	1
5_MACS_peak_12542_lociStitched	chr17	43504962	43531675	5	14858	23242.9813	3542.1438	200	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	200	1
4_MACS_peak_18856_lociStitched	chr21	36235866	36263113	4	14852	57521.1417	5588.3597	201	RUNX1		RUNX1	201	1
3_MACS_peak_18986_lociStitched	chr21	44724548	44747510	3	14823	51992.8566	4128.5676	202			SIK1	202	1
3_MACS_peak_1995_lociStitched	chr1	160694417	160715646	3	14792	49336.196	5326.3561	203	SLAMF7	CD48	SLAMF7	203	1
4_MACS_peak_1990_lociStitched	chr1	160633534	160656020	4	14789	61339.5594	5706.9468	204	CD48	SLAMF1	SLAMF1	204	1
3_MACS_peak_24562_lociStitched	chr5	131822830	131842813	3	14770	35859.4935	3584.9502	205	IRF1	RAD50,IL5	IRF1	205	1
3_MACS_peak_12610_lociStitched	chr17	46580014	46596249	3	14754	24233.9845	2490.449	206		HOXB1,HOXB2	HOXB1	206	1
2_MACS_peak_6639_lociStitched	chr12	26265720	26280610	2	14719	34220.198	2620.64	207	BHLHE41		BHLHE41	207	1
2_MACS_peak_5952_lociStitched	chr11	111279653	111294506	2	14705	32088.4212	2683.9371	208		POU2AF1	POU2AF1	208	1
6_MACS_peak_15941_lociStitched	chr2	68936242	68965530	6	14671	28901.3984	4378.556	209	ARHGAP25	ARHGAP25	ARHGAP25	209	1
3_MACS_peak_12956_lociStitched	chr17	70582369	70602293	3	14629	37273.8192	3215.7336	210	LOC100499467,FLJ26484		LOC100499467	210	1
4_MACS_peak_25535_lociStitched	chr6	26183383	26207385	4	14604	38619.218	3708.309	211	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	211	1
2_MACS_peak_665_lociStitched	chr1	40029992	40048252	2	14578	16174.708	3326.972	212	PABPC4,SNORA55	PPIEL	PABPC4	212	1
3_MACS_peak_13128_lociStitched	chr17	76763207	76779790	3	14567	26488.0259	2812.4768	213	CYTH1		CYTH1	213	1
2_MACS_peak_9560_lociStitched	chr15	31546070	31562273	2	14535	98431.6047	3175.788	214			KLF13	214	1
3_MACS_peak_1605_lociStitched	chr1	145182710	145199558	3	14517	22978.9872	7797.2544	215		NOTCH2NL	NOTCH2NL	215	1
2_MACS_peak_15227_lociStitched	chr2	11883423	11898265	2	14473	46727.0686	2773.9698	216	LPIN1		LPIN1	216	1
2_MACS_peak_21727_lociStitched	chr3	186703047	186720620	2	14462	63224.1394	5048.7229	217	ST6GAL1	ST6GAL1	ST6GAL1	217	1
3_MACS_peak_19900_lociStitched	chr3	15834971	15852117	3	14412	25844.1658	2683.349	218	ANKRD28	ANKRD28	ANKRD28	218	1
4_MACS_peak_11254_lociStitched	chr16	50713906	50732906	4	14397	30707.8	2736	219	NOD2,SNX20	CYLD	NOD2	219	1
5_MACS_peak_15304_lociStitched	chr2	20610830	20631198	5	14395	29553.968	3083.7152	220		RHOB	RHOB	220	1
4_MACS_peak_18242_lociStitched	chr20	37486770	37511924	4	14328	88323.2402	4110.1636	221	PPP1R16B	FAM83D	FAM83D	221	1
4_MACS_peak_20215_lociStitched	chr3	46245532	46263708	4	14305	54896.9728	3329.8432	222	CCR1	CCR3	CCR1	222	1
2_MACS_peak_22220_lociStitched	chr4	38306934	38322710	2	14280	56377.1136	3128.3808	223			KLF3	223	1
1_MACS_peak_12855_lociStitched	chr17	62196837	62211002	1	14166	26829.9265	2811.7525	224	ERN1	SNORD104,SNORA76	ERN1	224	1
4_MACS_peak_30912_lociStitched	chr9	93670850	93690425	4	14155	46243.98	2789.4375	225			SYK	225	1
2_MACS_peak_6522_lociStitched	chr12	13241884	13256034	2	14094	25846.39	2614.92	226	GSG1	KIAA1467	GSG1	226	1
2_MACS_peak_7650_lociStitched	chr12	109020010	109036076	2	14050	92837.381	3254.9716	227	SELPLG	TMEM119	SELPLG	227	1
2_MACS_peak_31146_lociStitched	chr9	112668363	112684472	2	14050	52534.6708	2783.6352	228	PALM2,PALM2-AKAP2		PALM2	228	1
6_MACS_peak_13561_lociStitched	chr18	42288537	42313900	6	14050	18010.2663	3819.6678	229	SETBP1		SETBP1	229	1
3_MACS_peak_25071_lociStitched	chr5	173696009	173710351	3	14046	52966.4402	2529.9288	230			HMP19	230	1
1_MACS_peak_1038_lociStitched	chr1	66736644	66750677	1	14034	34636.2506	2629.7842	231	PDE4B	PDE4B	PDE4B	231	1
5_MACS_peak_6840_lociStitched	chr12	46776053	46798882	5	14016	28184.6834	3538.495	232		SLC38A2	SLC38A2	232	1
6_MACS_peak_11084_lociStitched	chr16	29815501	29837643	6	14015	30420.8938	3223.8752	233	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	233	1
3_MACS_peak_13066_lociStitched	chr17	75078689	75093228	3	13980	31421.6868	2699.8923	234	C17orf86,SCARNA16	SEC14L1	SCARNA16	234	1
7_MACS_peak_5354_lociStitched	chr11	63992769	64020027	7	13974	19573.9698	3807.9426	235	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	235	1
3_MACS_peak_21041_lociStitched	chr3	129026402	129048418	3	13970	26487.4496	3306.8032	236	C3orf47,H1FX	C3orf37	H1FX	236	1
4_MACS_peak_29752_lociStitched	chr8	95986861	96010332	4	13900	16692.5752	2011.4647	237		C8orf38,TP53INP1	TP53INP1	237	1
5_MACS_peak_29183_lociStitched	chr8	27930170	27951498	5	13897	24051.5856	3386.8864	238	ELP3,C8orf80		C8orf80	238	1
3_MACS_peak_18052_lociStitched	chr20	25261471	25282814	3	13847	37683.2008	3246.2703	239	PYGB,ABHD12		PYGB	239	1
3_MACS_peak_10222_lociStitched	chr15	75352717	75371232	3	13832	37726.164	3186.4315	240		PPCDC	PPCDC	240	1
7_MACS_peak_14210_lociStitched	chr19	10513389	10543541	7	13801	19336.4776	3576.0272	241	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	241	1
3_MACS_peak_26516_lociStitched	chr6	109186213	109207505	3	13799	30707.3224	3496.1464	242	ARMC2		ARMC2	242	1
3_MACS_peak_27651_lociStitched	chr7	44661752	44680287	3	13793	27663.4875	3173.192	243	OGDH	DDX56,TMED4	OGDH	243	1
4_MACS_peak_16437_lociStitched	chr2	112186165	112201683	4	13753	11207.0996	2506.157	244	LOC541471		LOC541471	244	1
4_MACS_peak_25973_lociStitched	chr6	45382888	45402664	4	13709	42043.776	2887.296	245	RUNX2	SUPT3H	RUNX2	245	1
2_MACS_peak_15404_lociStitched	chr2	27374587	27390339	2	13707	35912.9848	2599.08	246	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	246	1
3_MACS_peak_24191_lociStitched	chr5	88633977	88652764	3	13701	60065.7964	3020.9496	247			MEF2C	247	1
4_MACS_peak_695_lociStitched	chr1	40839246	40858701	4	13689	25272.045	3766.488	248	SMAP2	SMAP2	SMAP2	248	1
1_MACS_peak_12375_lociStitched	chr17	37924583	37938258	1	13676	31092.8475	2536.7125	249	IKZF3	GRB7,C17orf37	GRB7	249	1
2_MACS_peak_18147_lociStitched	chr20	32988962	33005906	2	13674	30456.84	2636.4864	250	ITCH	MIR644	ITCH	250	1
2_MACS_peak_19277_lociStitched	chr22	29185726	29199581	2	13664	46610.991	2768.229	251	XBP1	HSCB,CCDC117,CHEK2	XBP1	251	1
2_MACS_peak_24559_lociStitched	chr5	131789831	131804405	2	13660	43969.758	2770.5174	252	C5orf56	IRF1	IRF1	252	1
2_MACS_peak_3789_lociStitched	chr10	63797955	63814956	2	13652	40506.5826	2793.2643	253	ARID5B		ARID5B	253	1
3_MACS_peak_2016_lociStitched	chr1	161144392	161163564	3	13606	59910.5828	4898.446	254	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	254	1
2_MACS_peak_2721_lociStitched	chr1	211742899	211756657	2	13583	20064.6672	3495.9078	255	SLC30A1		SLC30A1	255	1
4_MACS_peak_30193_lociStitched	chr8	145009740	145028023	4	13542	22956.1348	2294.5165	256	PLEC,MIR661	GRINA,PARP10	PLEC	256	1
5_MACS_peak_5523_lociStitched	chr11	67760370	67781834	5	13442	24353.0544	3397.7512	257	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	257	1
2_MACS_peak_32004_lociStitched	chrX	48790379	48805143	2	13437	51972.2328	1765.7744	258	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	258	1
4_MACS_peak_15675_lociStitched	chr2	47193795	47215128	4	13414	40394.0355	3377.0139	259	TTC7A	MCFD2	MCFD2	259	1
2_MACS_peak_19497_lociStitched	chr22	39458837	39474340	2	13381	28624.7392	2466.5273	260	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	260	1
4_MACS_peak_6754_lociStitched	chr12	33037594	33060684	4	13377	17008.094	3883.738	261	PKP2		PKP2	261	1
6_MACS_peak_23650_lociStitched	chr5	32275890	32295970	6	13372	14608.2	3309.184	262	MTMR12		MTMR12	262	1
3_MACS_peak_31390_lociStitched	chr9	130828870	130845653	3	13333	25080.5152	2962.1995	263	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	263	1
1_MACS_peak_25517_lociStitched	chr6	25402499	25415815	1	13317	100856.7156	2825.6552	264	LRRC16A		LRRC16A	264	1
5_MACS_peak_32454_lociStitched	chrX	128902295	128921341	5	13311	21718.1538	1716.0446	265	XPNPEP2,SASH3		SASH3	265	1
3_MACS_peak_29221_lociStitched	chr8	29463168	29478099	3	13241	30321.8748	2294.8947	266			C8orf75	266	1
3_MACS_peak_12390_lociStitched	chr17	38251222	38270618	3	13241	19095.362	3266.2864	267	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	267	1
1_MACS_peak_21560_lociStitched	chr3	178228404	178241641	1	13238	68808.5734	3153.0534	268		KCNMB2	KCNMB2	268	1
4_MACS_peak_14019_lociStitched	chr19	2455389	2480615	4	13181	32296.8478	4550.7704	269	GADD45B,LMNB2	TIMM13	GADD45B	269	1
4_MACS_peak_4053_lociStitched	chr10	81946250	81966435	4	13169	23983.817	3146.8415	270	ANXA11		ANXA11	270	1
2_MACS_peak_23660_lociStitched	chr5	32530422	32544426	2	13167	39606.1128	2748.9852	271		SUB1	SUB1	271	1
4_MACS_peak_24894_lociStitched	chr5	156305037	156321995	4	13123	19734.0246	2253.7182	272		PPP1R2P3,LOC100286948	PPP1R2P3	272	1
1_MACS_peak_17299_lociStitched	chr2	202115789	202128903	1	13115	54453.2622	2620.1772	273	CASP8		CASP8	273	1
3_MACS_peak_18132_lociStitched	chr20	32459243	32473839	3	13107	66007.4908	2523.6484	274			CHMP4B	274	1
3_MACS_peak_28383_lociStitched	chr7	114556841	114574643	3	13017	51328.5066	4439.8188	275	MDFIC		MDFIC	275	1
4_MACS_peak_10028_lociStitched	chr15	63758653	63780339	4	12997	20684.1068	3615.0562	276		USP3	USP3	276	1
2_MACS_peak_19179_lociStitched	chr22	23088011	23101860	2	12988	29879.2175	2415.2656	277			MIR650	277	1
3_MACS_peak_14881_lociStitched	chr19	47728651	47748478	3	12982	30682.2825	2898.7074	278	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	278	1
2_MACS_peak_7430_lociStitched	chr12	92853939	92866962	2	12962	42859.9953	2381.9067	279		CLLU1,CLLU1OS	CLLU1OS	279	1
1_MACS_peak_409_lociStitched	chr1	27018179	27031125	1	12947	31647.7916	2189.1686	280	ARID1A		ARID1A	280	1
3_MACS_peak_9823_lociStitched	chr15	46993938	47008968	3	12943	20422.764	2362.716	281			SEMA6D	281	1
2_MACS_peak_27728_lociStitched	chr7	50343424	50358012	2	12933	28401.3772	2627.2988	282	IKZF1		IKZF1	282	1
1_MACS_peak_30128_lociStitched	chr8	137188913	137201810	1	12898	34763.8635	2581.9794	283			KHDRBS3	283	1
2_MACS_peak_19217_lociStitched	chr22	24178910	24192306	2	12874	79361.9228	2455.4868	284	DERL3	SMARCB1,SLC2A11,MIF	DERL3	284	1
1_MACS_peak_15608_lociStitched	chr2	43444052	43456919	1	12868	47872.9602	2515.4985	285	LOC100129726,ZFP36L2		ZFP36L2	285	1
6_MACS_peak_5664_lociStitched	chr11	77146744	77171661	6	12842	17419.4747	3949.3445	286	PAK1		PAK1	286	1
3_MACS_peak_18331_lociStitched	chr20	43677456	43694321	3	12836	23587.389	2652.8645	287	STK4	KCNS1,WFDC5	KCNS1	287	1
4_MACS_peak_25104_lociStitched	chr5	176717146	176740809	4	12819	27368.6258	3939.8895	288	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	288	1
1_MACS_peak_28640_lociStitched	chr7	136034857	136047648	1	12792	31028.4078	3123.5622	289			LUZP6	289	1
6_MACS_peak_1073_lociStitched	chr1	68201175	68232772	6	12788	23571.362	4218.1995	290	GNG12		GADD45A	290	1
2_MACS_peak_2914_lociStitched	chr1	226839035	226852559	2	12785	50687.952	3666.3564	291	ITPKB		ITPKB	291	1
2_MACS_peak_22254_lociStitched	chr4	40301739	40320004	2	12779	30224.922	3143.4065	292		CHRNA9	CHRNA9	292	1
3_MACS_peak_5566_lociStitched	chr11	71413776	71427436	3	12776	37193.448	2734.732	293			FAM86C	293	1
5_MACS_peak_7511_lociStitched	chr12	96878263	96902137	5	12770	25497.432	3447.4056	294			CDK17	294	1
4_MACS_peak_9640_lociStitched	chr15	38360697	38380788	4	12753	44270.5185	3544.0524	295			TMCO5A	295	1
2_MACS_peak_18320_lociStitched	chr20	43269379	43282408	2	12743	34608.9327	2360.8548	296	ADA	LOC79015	ADA	296	1
3_MACS_peak_2578_lociStitched	chr1	205242284	205259068	3	12738	51330.5072	4132.2208	297	TMCC2	NUAK2	NUAK2	297	1
6_MACS_peak_15977_lociStitched	chr2	70334954	70360905	6	12679	36891.9416	3895.2451	298	LOC100133985	PCBP1,LOC400960	LOC100133985	298	1
2_MACS_peak_25553_lociStitched	chr6	26354856	26367778	2	12665	47758.4198	2320.7912	299	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	299	1
3_MACS_peak_7233_lociStitched	chr12	68751860	68770776	3	12624	51478.0024	3401.0968	300		MDM1	MDM1	300	1
3_MACS_peak_18325_lociStitched	chr20	43587474	43609089	3	12608	25142.568	3376.263	301	STK4,TOMM34	PABPC1L	STK4	301	1
3_MACS_peak_31887_lociStitched	chrX	39953154	39969660	3	12572	21015.4392	1097.649	302	BCOR		BCOR	302	1
4_MACS_peak_13051_lociStitched	chr17	74476092	74498600	4	12566	30604.1276	3128.612	303	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	303	1
1_MACS_peak_16457_lociStitched	chr2	112455383	112467940	1	12558	62980.8892	2570.4179	304			ANAPC1	304	1
5_MACS_peak_10090_lociStitched	chr15	67372575	67396337	5	12552	18477.3312	3975.3826	305	SMAD3	SMAD3	SMAD3	305	1
2_MACS_peak_24738_lociStitched	chr5	142772437	142786078	2	12535	28661.1051	2046.15	306	NR3C1		NR3C1	306	1
1_MACS_peak_13450_lociStitched	chr18	22928972	22941498	1	12527	15872.9472	1900.1942	307	ZNF521		ZNF521	307	1
3_MACS_peak_14010_lociStitched	chr19	2254673	2271703	3	12519	30410.471	3836.859	308	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	308	1
4_MACS_peak_26779_lociStitched	chr6	135322535	135344069	4	12475	25212.0072	3535.8828	309	HBS1L	MIR3662,HBS1L	MIR3662	309	1
2_MACS_peak_22606_lociStitched	chr4	84130812	84144465	2	12455	42804.8856	2551.7457	310			COQ2	310	1
3_MACS_peak_22307_lociStitched	chr4	48191397	48206753	3	12435	35166.7756	2761.0088	311	TEC		TXK	311	1
5_MACS_peak_5723_lociStitched	chr11	82666413	82689940	5	12433	23741.0957	3444.3528	312			C11orf82	312	1
3_MACS_peak_20241_lociStitched	chr3	46577650	46592060	3	12428	45597.563	2560.657	313	LRRC2	RTP3,TDGF1	LRRC2	313	1
2_MACS_peak_25352_lociStitched	chr6	11722040	11736076	2	12426	31683.4628	2172.7728	314	C6orf105		C6orf105	314	1
1_MACS_peak_17088_lociStitched	chr2	182168193	182180596	1	12404	87195.5706	2399.9805	315			ITGA4	315	1
5_MACS_peak_11410_lociStitched	chr16	67562370	67587482	5	12373	24401.3304	3711.5536	316	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	316	1
3_MACS_peak_18488_lociStitched	chr20	52336841	52358973	3	12343	36632.8864	3452.592	317			SUMO1P1	317	1
2_MACS_peak_21432_lociStitched	chr3	169655846	169668581	2	12342	56123.145	3597.6375	318	SAMD7,LOC100128164	SEC62	LOC100128164	318	1
3_MACS_peak_20804_lociStitched	chr3	111837867	111854887	3	12341	17277.002	2934.248	319	GCET2	C3orf52,MIR567	GCET2	319	1
5_MACS_peak_2633_lociStitched	chr1	206986730	207007918	5	12340	14971.4408	4574.4892	320	IL19	IL20,IL10	IL19	320	1
3_MACS_peak_19257_lociStitched	chr22	26974520	26992616	3	12339	31867.056	3096.2256	321	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	321	1
4_MACS_peak_22491_lociStitched	chr4	76023197	76044177	4	12335	39918.646	3478.484	322			PARM1	322	1
2_MACS_peak_24158_lociStitched	chr5	86407991	86420485	2	12328	36792.3312	2371.3612	323	MIR4280		MIR4280	323	1
4_MACS_peak_3917_lociStitched	chr10	74006566	74024545	4	12327	26497.4502	2846.0757	324		ANAPC16,DDIT4,ASCC1	DDIT4	324	1
3_MACS_peak_26626_lociStitched	chr6	119774071	119789604	3	12283	16374.8886	2469.747	325			MAN1A1	325	1
1_MACS_peak_15588_lociStitched	chr2	42322978	42335259	1	12282	53546.3881	2450.0595	326		PKDCC	PKDCC	326	1
6_MACS_peak_4354_lociStitched	chr10	105244800	105267912	6	12281	13021.3008	3499.1568	327	NEURL	CALHM2,CALHM1,CALHM3	NEURL	327	1
3_MACS_peak_29217_lociStitched	chr8	29404082	29419076	3	12272	42227.6022	2381.0472	328			C8orf75	328	1
3_MACS_peak_3033_lociStitched	chr1	234734059	234750236	3	12192	44425.2774	4091.1633	329	IRF2BP2	NCRNA00184	IRF2BP2	329	1
4_MACS_peak_23407_lociStitched	chr4	186252317	186275244	4	12185	22250.6535	3363.3909	330	SNX25	ANKRD37,LRP2BP	LRP2BP	330	1
2_MACS_peak_25706_lociStitched	chr6	31694327	31709390	2	12167	36707.0247	2804.7306	331	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	331	1
2_MACS_peak_17957_lociStitched	chr20	17826231	17840397	2	12143	42136.767	2331.7236	332			SNORD17	332	1
2_MACS_peak_9958_lociStitched	chr15	58581726	58595710	2	12108	48209.84	2543.6896	333			LIPC	333	1
1_MACS_peak_8197_lociStitched	chr13	46269200	46281295	1	12096	30484.238	1210.7095	334	SPERT		SPERT	334	1
2_MACS_peak_24341_lociStitched	chr5	109023898	109037336	2	12051	24431.6278	2694.319	335	MAN2A1		MAN2A1	335	1
3_MACS_peak_13107_lociStitched	chr17	76137394	76152684	3	12051	21529.849	1879.141	336	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	336	1
4_MACS_peak_1483_lociStitched	chr1	115233075	115251515	4	12049	23405.892	1571.088	337	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	337	1
4_MACS_peak_25502_lociStitched	chr6	25162690	25180343	4	12046	20729.9179	2732.6844	338		CMAH	CMAH	338	1
1_MACS_peak_26503_lociStitched	chr6	108986422	108998450	1	12029	31634.8428	1786.158	339	FOXO3		NCRNA00222	339	1
1_MACS_peak_11298_lociStitched	chr16	56942971	56954999	1	12029	58237.1704	2169.8512	340	SLC12A3	HERPUD1,CETP	HERPUD1	340	1
4_MACS_peak_17441_lociStitched	chr2	216764709	216785164	4	12025	13516.664	3168.4795	341			LOC646324	341	1
4_MACS_peak_18548_lociStitched	chr20	55957793	55975718	4	12011	21816.5175	2787.3375	342	RBM38	RAE1,MTRNR2L3	RBM38	342	1
2_MACS_peak_2672_lociStitched	chr1	209271815	209285276	2	12006	74310.1044	3058.3392	343			LOC642587	343	1
1_MACS_peak_25188_lociStitched	chr6	388909	400898	1	11990	21155.7894	2683.1382	344	IRF4		IRF4	344	1
2_MACS_peak_18485_lociStitched	chr20	52267708	52279876	2	11978	46371.0312	2274.1992	345			ZNF217	345	1
4_MACS_peak_17686_lociStitched	chr2	238599755	238613288	4	11973	13048.5186	1448.031	346	LRRFIP1		LRRFIP1	346	1
4_MACS_peak_18822_lociStitched	chr21	34732642	34757296	4	11935	28798.3374	5066.397	347		IFNAR1,IFNGR2	IFNGR2	347	1
3_MACS_peak_11612_lociStitched	chr16	81841465	81857784	3	11920	24029.7275	1684.1208	348	PLCG2		PLCG2	348	1
4_MACS_peak_23439_lociStitched	chr4	187748974	187775631	4	11890	27800.5853	3825.2795	349			FAT1	349	1
1_MACS_peak_25356_lociStitched	chr6	11826730	11838613	1	11884	63616.8288	2439.5799	350		C6orf105	C6orf105	350	1
3_MACS_peak_17289_lociStitched	chr2	202039826	202060212	3	11861	17083.468	3088.479	351	CASP10	CASP8	CASP10	351	1
4_MACS_peak_21265_lociStitched	chr3	151985207	152002053	4	11859	18726.0136	2900.8812	352	MBNL1,LOC401093	MBNL1	LOC401093	352	1
3_MACS_peak_4892_lociStitched	chr11	16967052	16986797	3	11835	33404.591	3356.65	353	PLEKHA7		PLEKHA7	353	1
3_MACS_peak_15903_lociStitched	chr2	65609195	65623892	3	11834	16282.8063	2125.1862	354	SPRED2	SPRED2	SPRED2	354	1
5_MACS_peak_2150_lociStitched	chr1	169873086	169895945	5	11829	16771.6483	4322.6369	355	KIFAP3	SCYL3	SCYL3	355	1
3_MACS_peak_313_lociStitched	chr1	23850116	23867235	3	11828	49242.8035	3136.2008	356	E2F2	ASAP3,ID3	E2F2	356	1
2_MACS_peak_11378_lociStitched	chr16	66549013	66560960	2	11819	75895.7069	2573.3838	357	TK2	CKLF,CMTM1	TK2	357	1
3_MACS_peak_623_lociStitched	chr1	37930806	37946415	3	11809	23578.9554	2424.0777	358	ZC3H12A	MEAF6	ZC3H12A	358	1
4_MACS_peak_7656_lociStitched	chr12	109161657	109181110	4	11797	27813.8994	3065.7928	359	SSH1	CORO1C,SSH1	CORO1C	359	1
4_MACS_peak_28355_lociStitched	chr7	111711645	111732820	4	11797	18826.6925	4427.6925	360	DOCK4		DOCK4	360	1
3_MACS_peak_26603_lociStitched	chr6	117858789	117877404	3	11726	24864.0555	2751.297	361	DCBLD1	GOPC	GOPC	361	1
1_MACS_peak_8594_lociStitched	chr13	114556452	114568175	1	11724	47876.732	2971.7805	362	GAS6	FLJ44054,GAS6	GAS6	362	1
1_MACS_peak_20964_lociStitched	chr3	124501121	124512813	1	11693	25044.264	1714.0472	363	ITGB5		UMPS	363	1
3_MACS_peak_15357_lociStitched	chr2	25623806	25645681	3	11622	45145.625	3633.4375	364	DTNB		DNMT3A	364	1
1_MACS_peak_4424_lociStitched	chr10	112214797	112226406	1	11610	67214.9491	2504.0613	365		DUSP5	DUSP5	365	1
3_MACS_peak_19003_lociStitched	chr21	45194796	45210479	3	11594	33655.718	3577.2923	366	RRP1,CSTB	LOC284837	CSTB	366	1
2_MACS_peak_18276_lociStitched	chr20	40710007	40726886	2	11593	23704.8676	2486.2767	367	PTPRT		CHD6	367	1
2_MACS_peak_5999_lociStitched	chr11	115089703	115102601	2	11525	59929.2672	2329.3788	368	CADM1		CADM1	368	1
3_MACS_peak_25290_lociStitched	chr6	7135033	7148202	3	11519	25162.0083	2398.0749	369	RREB1		RREB1	369	1
1_MACS_peak_18555_lociStitched	chr20	56047137	56058651	1	11515	42783.7212	1774.3074	370		CTCFL	CTCFL	370	1
2_MACS_peak_27348_lociStitched	chr7	20476307	20490794	2	11505	28020.7554	2235.3441	371			ITGB8	371	1
3_MACS_peak_29070_lociStitched	chr8	19518842	19540575	3	11499	24217.0819	3207.7908	372	CSGALNACT1		CSGALNACT1	372	1
3_MACS_peak_26867_lociStitched	chr6	139632144	139649231	3	11488	21615.055	2586.9718	373		TXLNB,CITED2	TXLNB	373	1
5_MACS_peak_24172_lociStitched	chr5	87954543	87976666	5	11482	39989.5348	3265.3548	374	LOC645323,MIR9-2		MIR9-2	374	1
3_MACS_peak_25260_lociStitched	chr6	5866300	5880297	3	11479	16548.6531	2212.9257	375			NRN1	375	1
2_MACS_peak_27695_lociStitched	chr7	47513178	47524898	2	11451	39319.428	2342.828	376	TNS3		TNS3	376	1
2_MACS_peak_2326_lociStitched	chr1	184710805	184725715	2	11450	22445.514	3456.138	377	EDEM3		EDEM3	377	1
2_MACS_peak_16784_lociStitched	chr2	153913678	153928908	2	11441	26046.346	2560.163	378			ARL6IP6	378	1
3_MACS_peak_28347_lociStitched	chr7	110713219	110734268	3	11431	23770.6357	4228.7441	379	LRRN3,IMMP2L		LRRN3	379	1
3_MACS_peak_768_lociStitched	chr1	44289564	44305993	3	11423	22880.6683	2700.9276	380	ST3GAL3		ARTN	380	1
5_MACS_peak_14119_lociStitched	chr19	6765534	6789647	5	11411	16736.8333	4921.4633	381	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	381	1
