#07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_ROSE/07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam
#Using cutoff of 15499.1134 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuperStretch
6_MACS_peak_15941_lociStitched	chr2	68936242	68965530	6	14671	28901.3984	4378.556	261	1
3_MACS_peak_20241_lociStitched	chr3	46577650	46592060	3	12428	45597.563	2560.657	262	1
4_MACS_peak_23280_lociStitched	chr4	173896576	173919991	4	14860	23813.055	3320.247	263	1
4_MACS_peak_9640_lociStitched	chr15	38360697	38380788	4	12753	44270.5185	3544.0524	264	1
5_MACS_peak_15304_lociStitched	chr2	20610830	20631198	5	14395	29553.968	3083.7152	265	1
3_MACS_peak_12610_lociStitched	chr17	46580014	46596249	3	14754	24233.9845	2490.449	266	1
2_MACS_peak_15404_lociStitched	chr2	27374587	27390339	2	13707	35912.9848	2599.08	267	1
3_MACS_peak_313_lociStitched	chr1	23850116	23867235	3	11828	49242.8035	3136.2008	268	1
5_MACS_peak_12542_lociStitched	chr17	43504962	43531675	5	14858	23242.9813	3542.1438	269	1
3_MACS_peak_13128_lociStitched	chr17	76763207	76779790	3	14567	26488.0259	2812.4768	270	1
2_MACS_peak_23660_lociStitched	chr5	32530422	32544426	2	13167	39606.1128	2748.9852	271	1
2_MACS_peak_18485_lociStitched	chr20	52267708	52279876	2	11978	46371.0312	2274.1992	272	1
3_MACS_peak_13066_lociStitched	chr17	75078689	75093228	3	13980	31421.6868	2699.8923	273	1
3_MACS_peak_19900_lociStitched	chr3	15834971	15852117	3	14412	25844.1658	2683.349	274	1
1_MACS_peak_8594_lociStitched	chr13	114556452	114568175	1	11724	47876.732	2971.7805	275	1
6_MACS_peak_11084_lociStitched	chr16	29815501	29837643	6	14015	30420.8938	3223.8752	276	1
2_MACS_peak_22606_lociStitched	chr4	84130812	84144465	2	12455	42804.8856	2551.7457	277	1
1_MACS_peak_12855_lociStitched	chr17	62196837	62211002	1	14166	26829.9265	2811.7525	279	1
1_MACS_peak_12375_lociStitched	chr17	37924583	37938258	1	13676	31092.8475	2536.7125	280	1
3_MACS_peak_26516_lociStitched	chr6	109186213	109207505	3	13799	30707.3224	3496.1464	281	1
5_MACS_peak_6840_lociStitched	chr12	46776053	46798882	5	14016	28184.6834	3538.495	282	1
3_MACS_peak_29217_lociStitched	chr8	29404082	29419076	3	12272	42227.6022	2381.0472	283	1
3_MACS_peak_3033_lociStitched	chr1	234734059	234750236	3	12192	44425.2774	4091.1633	284	1
2_MACS_peak_6522_lociStitched	chr12	13241884	13256034	2	14094	25846.39	2614.92	285	1
2_MACS_peak_18147_lociStitched	chr20	32988962	33005906	2	13674	30456.84	2636.4864	286	1
1_MACS_peak_16147_lociStitched	chr2	86219293	86229281	1	9989	53078.2296	1924.6876	287	1
2_MACS_peak_17957_lociStitched	chr20	17826231	17840397	2	12143	42136.767	2331.7236	289	1
3_MACS_peak_21041_lociStitched	chr3	129026402	129048418	3	13970	26487.4496	3306.8032	290	1
2_MACS_peak_18810_lociStitched	chr21	34599873	34613458	2	11278	47855.8795	3271.268	292	1
3_MACS_peak_5566_lociStitched	chr11	71413776	71427436	3	12776	37193.448	2734.732	293	1
3_MACS_peak_27651_lociStitched	chr7	44661752	44680287	3	13793	27663.4875	3173.192	294	1
3_MACS_peak_15357_lociStitched	chr2	25623806	25645681	3	11622	45145.625	3633.4375	295	1
1_MACS_peak_30128_lociStitched	chr8	137188913	137201810	1	12898	34763.8635	2581.9794	296	1
4_MACS_peak_22491_lociStitched	chr4	76023197	76044177	4	12335	39918.646	3478.484	297	1
5_MACS_peak_29183_lociStitched	chr8	27930170	27951498	5	13897	24051.5856	3386.8864	298	1
2_MACS_peak_21730_lociStitched	chr3	186779577	186792720	2	9806	53878.4142	3858.7848	299	1
3_MACS_peak_29221_lociStitched	chr8	29463168	29478099	3	13241	30321.8748	2294.8947	300	1
1_MACS_peak_26457_lociStitched	chr6	106609426	106619156	1	9731	52048.689	1991.731	301	1
6_MACS_peak_15977_lociStitched	chr2	70334954	70360905	6	12679	36891.9416	3895.2451	302	1
1_MACS_peak_18555_lociStitched	chr20	56047137	56058651	1	11515	42783.7212	1774.3074	303	1
2_MACS_peak_19497_lociStitched	chr22	39458837	39474340	2	13381	28624.7392	2466.5273	304	1
2_MACS_peak_18320_lociStitched	chr20	43269379	43282408	2	12743	34608.9327	2360.8548	305	1
4_MACS_peak_14019_lociStitched	chr19	2455389	2480615	4	13181	32296.8478	4550.7704	306	1
4_MACS_peak_695_lociStitched	chr1	40839246	40858701	4	13689	25272.045	3766.488	307	1
1_MACS_peak_409_lociStitched	chr1	27018179	27031125	1	12947	31647.7916	2189.1686	308	1
2_MACS_peak_24158_lociStitched	chr5	86407991	86420485	2	12328	36792.3312	2371.3612	309	1
7_MACS_peak_5354_lociStitched	chr11	63992769	64020027	7	13974	19573.9698	3807.9426	310	1
1_MACS_peak_21499_lociStitched	chr3	174863583	174871752	1	8170	56671.6206	2039.7993	312	1
2_MACS_peak_5412_lociStitched	chr11	65263616	65279092	2	11331	44182.4324	3406.2676	313	1
2_MACS_peak_26777_lociStitched	chr6	135190206	135204490	2	9172	53140.7652	2056.896	315	1
3_MACS_peak_16809_lociStitched	chr2	158323256	158337941	3	10290	48918.672	2662.3905	316	1
3_MACS_peak_14881_lociStitched	chr19	47728651	47748478	3	12982	30682.2825	2898.7074	317	1
1_MACS_peak_27433_lociStitched	chr7	26002066	26012324	1	10259	48257.7352	2239.3214	318	1
3_MACS_peak_7420_lociStitched	chr12	92754465	92770626	3	11002	44930.8122	2774.8437	319	1
2_MACS_peak_19179_lociStitched	chr22	23088011	23101860	2	12988	29879.2175	2415.2656	320	1
3_MACS_peak_18488_lociStitched	chr20	52336841	52358973	3	12343	36632.8864	3452.592	321	1
3_MACS_peak_22307_lociStitched	chr4	48191397	48206753	3	12435	35166.7756	2761.0088	322	1
2_MACS_peak_18931_lociStitched	chr21	41295893	41310444	2	10941	45906.9499	3554.8093	323	1
4_MACS_peak_30193_lociStitched	chr8	145009740	145028023	4	13542	22956.1348	2294.5165	324	1
7_MACS_peak_14210_lociStitched	chr19	10513389	10543541	7	13801	19336.4776	3576.0272	326	1
2_MACS_peak_25706_lociStitched	chr6	31694327	31709390	2	12167	36707.0247	2804.7306	327	1
5_MACS_peak_5523_lociStitched	chr11	67760370	67781834	5	13442	24353.0544	3397.7512	328	1
3_MACS_peak_31390_lociStitched	chr9	130828870	130845653	3	13333	25080.5152	2962.1995	329	1
2_MACS_peak_29234_lociStitched	chr8	29622083	29635670	2	10204	47809.9356	2410.3338	330	1
3_MACS_peak_14598_lociStitched	chr19	35694932	35708177	3	11237	42279.3645	2507.2785	331	1
1_MACS_peak_28640_lociStitched	chr7	136034857	136047648	1	12792	31028.4078	3123.5622	332	1
1_MACS_peak_1614_lociStitched	chr1	145448404	145458175	1	9772	50189.7186	3151.1475	333	1
3_MACS_peak_3274_lociStitched	chr10	6953719	6973196	3	10212	48186.098	3202.0188	334	1
2_MACS_peak_27728_lociStitched	chr7	50343424	50358012	2	12933	28401.3772	2627.2988	335	1
2_MACS_peak_22254_lociStitched	chr4	40301739	40320004	2	12779	30224.922	3143.4065	336	1
2_MACS_peak_2721_lociStitched	chr1	211742899	211756657	2	13583	20064.6672	3495.9078	337	1
5_MACS_peak_32454_lociStitched	chrX	128902295	128921341	5	13311	21718.1538	1716.0446	338	1
1_MACS_peak_2304_lociStitched	chr1	183808319	183816970	1	8652	53425.9807	2564.1564	339	1
2_MACS_peak_25352_lociStitched	chr6	11722040	11736076	2	12426	31683.4628	2172.7728	340	1
2_MACS_peak_27695_lociStitched	chr7	47513178	47524898	2	11451	39319.428	2342.828	341	1
5_MACS_peak_24172_lociStitched	chr5	87954543	87976666	5	11482	39989.5348	3265.3548	342	1
2_MACS_peak_15975_lociStitched	chr2	70310062	70323458	2	8781	52508.3012	2376.4504	343	1
4_MACS_peak_4053_lociStitched	chr10	81946250	81966435	4	13169	23983.817	3146.8415	344	1
4_MACS_peak_13051_lociStitched	chr17	74476092	74498600	4	12566	30604.1276	3128.612	345	1
1_MACS_peak_22772_lociStitched	chr4	105406985	105417701	1	10717	42550.0212	1770.2832	347	1
3_MACS_peak_19257_lociStitched	chr22	26974520	26992616	3	12339	31867.056	3096.2256	348	1
2_MACS_peak_24738_lociStitched	chr5	142772437	142786078	2	12535	28661.1051	2046.15	349	1
4_MACS_peak_25104_lociStitched	chr5	176717146	176740809	4	12819	27368.6258	3939.8895	350	1
3_MACS_peak_14010_lociStitched	chr19	2254673	2271703	3	12519	30410.471	3836.859	351	1
1_MACS_peak_12535_lociStitched	chr17	43298052	43308160	1	10109	44930.06	2222.7492	352	1
3_MACS_peak_12390_lociStitched	chr17	38251222	38270618	3	13241	19095.362	3266.2864	353	1
4_MACS_peak_24894_lociStitched	chr5	156305037	156321995	4	13123	19734.0246	2253.7182	355	1
1_MACS_peak_8197_lociStitched	chr13	46269200	46281295	1	12096	30484.238	1210.7095	356	1
1_MACS_peak_26503_lociStitched	chr6	108986422	108998450	1	12029	31634.8428	1786.158	357	1
5_MACS_peak_7511_lociStitched	chr12	96878263	96902137	5	12770	25497.432	3447.4056	358	1
3_MACS_peak_18331_lociStitched	chr20	43677456	43694321	3	12836	23587.389	2652.8645	359	1
1_MACS_peak_2616_lociStitched	chr1	206727549	206738639	1	11091	39797.574	3443.445	361	1
3_MACS_peak_10523_lociStitched	chr15	93345918	93364630	3	11236	37927.3528	2640.2632	362	1
3_MACS_peak_9823_lociStitched	chr15	46993938	47008968	3	12943	20422.764	2362.716	363	1
4_MACS_peak_10028_lociStitched	chr15	63758653	63780339	4	12997	20684.1068	3615.0562	364	1
3_MACS_peak_4892_lociStitched	chr11	16967052	16986797	3	11835	33404.591	3356.65	365	1
1_MACS_peak_22425_lociStitched	chr4	69434532	69444702	1	10171	42727.221	1736.019	366	1
1_MACS_peak_21534_lociStitched	chr3	176911491	176921264	1	9774	45464.9733	2519.4794	367	1
3_MACS_peak_18325_lociStitched	chr20	43587474	43609089	3	12608	25142.568	3376.263	368	1
6_MACS_peak_1073_lociStitched	chr1	68201175	68232772	6	12788	23571.362	4218.1995	369	1
1_MACS_peak_19260_lociStitched	chr22	27003908	27015139	1	11232	36026.8018	2073.2426	370	1
4_MACS_peak_3917_lociStitched	chr10	74006566	74024545	4	12327	26497.4502	2846.0757	371	1
2_MACS_peak_31262_lociStitched	chr9	123652859	123667902	2	11385	34465.0173	2306.0919	372	1
4_MACS_peak_26779_lociStitched	chr6	135322535	135344069	4	12475	25212.0072	3535.8828	373	1
3_MACS_peak_19003_lociStitched	chr21	45194796	45210479	3	11594	33655.718	3577.2923	374	1
3_MACS_peak_31887_lociStitched	chrX	39953154	39969660	3	12572	21015.4392	1097.649	375	1
2_MACS_peak_7387_lociStitched	chr12	89737920	89749613	2	10935	37216.4804	2270.7806	376	1
2_MACS_peak_30046_lociStitched	chr8	129664360	129679098	2	10383	40243.5828	2257.8616	377	1
5_MACS_peak_5723_lociStitched	chr11	82666413	82689940	5	12433	23741.0957	3444.3528	378	1
5_MACS_peak_11410_lociStitched	chr16	67562370	67587482	5	12373	24401.3304	3711.5536	380	1
2_MACS_peak_4983_lociStitched	chr11	26098162	26113251	2	10672	37099.3243	2011.3637	381	1
1_MACS_peak_11867_lociStitched	chr17	6062036	6071807	1	9772	41988.9183	1796.8869	382	1
1_MACS_peak_16807_lociStitched	chr2	158293510	158302892	1	9383	44052.2428	2105.3208	383	1
1_MACS_peak_7571_lociStitched	chr12	102870413	102879462	1	9050	45444.9829	1966.3477	384	1
2_MACS_peak_22216_lociStitched	chr4	38123489	38136721	2	11227	32997.9616	2344.7104	385	1
1_MACS_peak_1994_lociStitched	chr1	160674775	160685497	1	10723	37192.4736	3136.185	386	1
4_MACS_peak_18822_lociStitched	chr21	34732642	34757296	4	11935	28798.3374	5066.397	387	1
4_MACS_peak_23439_lociStitched	chr4	187748974	187775631	4	11890	27800.5853	3825.2795	388	1
4_MACS_peak_7656_lociStitched	chr12	109161657	109181110	4	11797	27813.8994	3065.7928	389	1
4_MACS_peak_1483_lociStitched	chr1	115233075	115251515	4	12049	23405.892	1571.088	390	1
2_MACS_peak_24341_lociStitched	chr5	109023898	109037336	2	12051	24431.6278	2694.319	392	1
3_MACS_peak_11612_lociStitched	chr16	81841465	81857784	3	11920	24029.7275	1684.1208	394	1
4_MACS_peak_23407_lociStitched	chr4	186252317	186275244	4	12185	22250.6535	3363.3909	395	1
2_MACS_peak_27348_lociStitched	chr7	20476307	20490794	2	11505	28020.7554	2235.3441	396	1
3_MACS_peak_13107_lociStitched	chr17	76137394	76152684	3	12051	21529.849	1879.141	397	1
1_MACS_peak_17585_lociStitched	chr2	231729275	231739972	1	10698	33270.8791	1039.7484	398	1
1_MACS_peak_6949_lociStitched	chr12	51311853	51323144	1	11292	29451.4444	2181.4212	399	1
1_MACS_peak_20964_lociStitched	chr3	124501121	124512813	1	11693	25044.264	1714.0472	400	1
1_MACS_peak_1432_lociStitched	chr1	111172533	111181628	1	9096	42243.5465	1181.4405	402	1
4_MACS_peak_18548_lociStitched	chr20	55957793	55975718	4	12011	21816.5175	2787.3375	403	1
3_MACS_peak_623_lociStitched	chr1	37930806	37946415	3	11809	23578.9554	2424.0777	404	1
3_MACS_peak_26603_lociStitched	chr6	117858789	117877404	3	11726	24864.0555	2751.297	405	1
4_MACS_peak_25502_lociStitched	chr6	25162690	25180343	4	12046	20729.9179	2732.6844	406	1
1_MACS_peak_25188_lociStitched	chr6	388909	400898	1	11990	21155.7894	2683.1382	408	1
1_MACS_peak_24791_lociStitched	chr5	148204551	148215821	1	11271	28137.809	2565.052	409	1
3_MACS_peak_1452_lociStitched	chr1	112134457	112148275	3	11331	26418.6342	1486.8168	410	1
3_MACS_peak_25290_lociStitched	chr6	7135033	7148202	3	11519	25162.0083	2398.0749	412	1
2_MACS_peak_16784_lociStitched	chr2	153913678	153928908	2	11441	26046.346	2560.163	413	1
3_MACS_peak_14201_lociStitched	chr19	10329041	10347999	3	11154	28734.6406	2720.473	414	1
2_MACS_peak_18276_lociStitched	chr20	40710007	40726886	2	11593	23704.8676	2486.2767	415	1
3_MACS_peak_14472_lociStitched	chr19	19050051	19062531	3	11241	26802.048	1914.432	416	1
2_MACS_peak_27746_lociStitched	chr7	52773175	52788769	2	11080	28543.2576	2176.9224	417	1
2_MACS_peak_26455_lociStitched	chr6	106585243	106596671	2	10275	34735.406	2210.1752	419	1
1_MACS_peak_23089_lociStitched	chr4	144272721	144283148	1	10428	33690.6797	2359.6301	420	1
3_MACS_peak_252_lociStitched	chr1	17215585	17233523	3	8164	48470.2698	5078.2478	421	1
1_MACS_peak_18373_lociStitched	chr20	45978320	45987400	1	9081	40723.8	1847.78	422	1
2_MACS_peak_10990_lociStitched	chr16	23404123	23419599	2	9711	37790.8444	2350.8044	423	1
2_MACS_peak_19201_lociStitched	chr22	23477663	23488842	2	10269	33979.6884	2099.4162	424	1
3_MACS_peak_29070_lociStitched	chr8	19518842	19540575	3	11499	24217.0819	3207.7908	425	1
4_MACS_peak_21265_lociStitched	chr3	151985207	152002053	4	11859	18726.0136	2900.8812	426	1
2_MACS_peak_1612_lociStitched	chr1	145426971	145441216	2	9764	38415.916	3490.025	427	1
3_MACS_peak_16381_lociStitched	chr2	109829260	109843765	3	11329	24992.115	2612.3505	428	1
2_MACS_peak_12638_lociStitched	chr17	47815867	47827688	2	10569	31611.7182	2326.3728	429	1
1_MACS_peak_5225_lociStitched	chr11	58340004	58347938	1	7935	45313.4542	1721.678	430	1
2_MACS_peak_6662_lociStitched	chr12	27329610	27340832	2	11223	25374.0642	2036.793	431	1
1_MACS_peak_8385_lociStitched	chr13	78688794	78696771	1	7978	44431.89	1525.2024	435	1
3_MACS_peak_768_lociStitched	chr1	44289564	44305993	3	11423	22880.6683	2700.9276	436	1
4_MACS_peak_15857_lociStitched	chr2	64497291	64516309	4	10794	29124.1652	2696.7524	438	1
1_MACS_peak_7471_lociStitched	chr12	94595810	94603826	1	8017	44464.752	1842.8784	439	1
3_MACS_peak_26867_lociStitched	chr6	139632144	139649231	3	11488	21615.055	2586.9718	440	1
3_MACS_peak_28347_lociStitched	chr7	110713219	110734268	3	11431	23770.6357	4228.7441	442	1
2_MACS_peak_2326_lociStitched	chr1	184710805	184725715	2	11450	22445.514	3456.138	443	1
1_MACS_peak_24536_lociStitched	chr5	130708682	130719329	1	10648	29039.6925	1983.5361	444	1
2_MACS_peak_3211_lociStitched	chr10	3798250	3808778	2	10341	31312.3776	1835.0304	445	1
1_MACS_peak_2429_lociStitched	chr1	197739980	197749053	1	9074	39564.6311	2546.7911	447	1
5_MACS_peak_1592_lociStitched	chr1	144960522	144985177	5	11372	25732.4235	6762.8665	448	1
1_MACS_peak_25742_lociStitched	chr6	32934675	32941753	1	7079	46819.5544	1547.2508	449	1
3_MACS_peak_32625_lociStitched	chrX	153233701	153252617	3	11200	22037.14	1403.5672	450	1
4_MACS_peak_320_lociStitched	chr1	23936997	23954622	4	11277	21899.0625	2557.3875	451	1
1_MACS_peak_15524_lociStitched	chr2	37614310	37624907	1	10598	28233.5871	2025.0867	452	1
3_MACS_peak_25600_lociStitched	chr6	27790765	27808209	3	10174	32053.35	2586.9452	453	1
3_MACS_peak_20722_lociStitched	chr3	101495432	101513737	3	11145	23377.3155	3258.29	454	1
3_MACS_peak_25523_lociStitched	chr6	26020307	26035162	3	10822	26002.192	2454.046	455	1
3_MACS_peak_31264_lociStitched	chr9	123688624	123699657	3	10830	24841.9028	1897.676	456	1
4_MACS_peak_24744_lociStitched	chr5	142952714	142975284	4	10967	25000.789	3649.569	457	1
3_MACS_peak_25034_lociStitched	chr5	171601040	171616156	3	10858	24976.1668	2568.2084	459	1
4_MACS_peak_23857_lociStitched	chr5	55953634	55969129	4	11151	21065.4525	2096.4735	460	1
1_MACS_peak_23592_lociStitched	chr5	15440097	15450106	1	10010	31387.2231	1861.674	461	1
1_MACS_peak_15523_lociStitched	chr2	37600684	37607502	1	6819	46601.03	1647.9106	462	1
2_MACS_peak_9106_lociStitched	chr14	72980229	72990433	2	9662	32807.9008	998.9716	463	1
3_MACS_peak_6247_lociStitched	chr11	132214910	132231589	3	10684	26147.6683	2705.3338	464	1
3_MACS_peak_2474_lociStitched	chr1	200850777	200863773	3	9735	33501.0888	2747.3544	465	1
2_MACS_peak_21790_lociStitched	chr3	193815185	193823784	2	8564	40089.3979	2610.6564	466	1
2_MACS_peak_26820_lociStitched	chr6	137971581	137983631	2	11136	19331.815	1949.69	467	1
2_MACS_peak_27250_lociStitched	chr7	7997771	8013524	2	10782	23966.6142	2414.9349	468	1
2_MACS_peak_17189_lociStitched	chr2	192530577	192546452	2	10543	26439.8125	2595.5625	469	1
2_MACS_peak_26716_lociStitched	chr6	130833387	130848536	2	11022	20531.4397	2087.5322	471	1
1_MACS_peak_30356_lociStitched	chr9	9605086	9615838	1	10753	23101.7472	1623.552	472	1
2_MACS_peak_28058_lociStitched	chr7	90351967	90367943	2	10888	22304.0936	2580.124	475	1
1_MACS_peak_26833_lociStitched	chr6	138186647	138196224	1	9578	33178.5588	2154.825	476	1
3_MACS_peak_25532_lociStitched	chr6	26155212	26173962	3	10911	22126.875	2730	477	1
2_MACS_peak_18602_lociStitched	chr20	61272942	61285244	2	10480	25867.4154	1994.1542	479	1
2_MACS_peak_11573_lociStitched	chr16	79629540	79640887	2	10934	19715.4125	906.6253	480	1
2_MACS_peak_24648_lociStitched	chr5	138719841	138730595	2	10127	28754.0452	2078.7482	481	1
2_MACS_peak_1829_lociStitched	chr1	154755598	154766307	2	10193	28795.4301	2830.3887	482	1
5_MACS_peak_25326_lociStitched	chr6	10403244	10430906	5	10962	21717.4362	3745.4348	483	1
2_MACS_peak_28799_lociStitched	chr7	150100843	150114005	2	7603	43545.1608	2918.0154	485	1
4_MACS_peak_21596_lociStitched	chr3	181417158	181433137	4	10971	20441.9347	2879.4158	486	1
1_MACS_peak_12374_lociStitched	chr17	37909172	37916077	1	6906	44358.4105	1544.6485	489	1
2_MACS_peak_14398_lociStitched	chr19	16694158	16706539	2	9968	29204.3028	2452.6761	490	1
3_MACS_peak_31259_lociStitched	chr9	123630318	123646039	3	9813	30393.4093	2482.3459	491	1
4_MACS_peak_23374_lociStitched	chr4	185366246	185381428	4	10845	20734.0574	2852.6978	492	1
2_MACS_peak_31237_lociStitched	chr9	117660288	117673679	2	10906	19384.8116	2382.2589	493	1
3_MACS_peak_28224_lociStitched	chr7	101921657	101936124	3	10846	19734.4347	1993.5526	494	1
2_MACS_peak_24378_lociStitched	chr5	112256317	112267730	2	9541	31675.6402	2002.9815	495	1
1_MACS_peak_28720_lociStitched	chr7	142502761	142509431	1	6671	45221.933	1955.644	497	1
3_MACS_peak_1880_lociStitched	chr1	155903110	155919030	3	10746	21813.584	3443.496	498	1
1_MACS_peak_17891_lociStitched	chr20	9489784	9498967	1	9184	33302.1495	1618.9629	499	1
3_MACS_peak_11841_lociStitched	chr17	4842339	4854820	3	9892	28982.1301	2276.5344	500	1
2_MACS_peak_2638_lociStitched	chr1	207092387	207105342	2	8129	40445.51	3189.521	502	1
2_MACS_peak_21060_lociStitched	chr3	130557341	130574105	2	10835	19566.9408	2633.6244	503	1
3_MACS_peak_27664_lociStitched	chr7	45025263	45042100	3	10781	20106.7454	2618.1535	504	1
1_MACS_peak_2229_lociStitched	chr1	178544290	178552608	1	8319	38629.6238	2393.9204	505	1
2_MACS_peak_19468_lociStitched	chr22	38700748	38714982	2	10798	18881.401	2142.217	507	1
5_MACS_peak_5372_lociStitched	chr11	64611170	64634293	5	10729	20454.6058	3147.0403	510	1
2_MACS_peak_2719_lociStitched	chr1	211686763	211702699	2	10726	20845.8816	3526.6368	511	1
3_MACS_peak_9613_lociStitched	chr15	34619096	34635873	3	10078	26952.2505	2719.5517	512	1
2_MACS_peak_21263_lociStitched	chr3	151910868	151921688	2	10085	25952.852	1802.612	514	1
2_MACS_peak_11690_lociStitched	chr16	89033292	89046340	2	9167	32047.1928	1140.3952	515	1
4_MACS_peak_13961_lociStitched	chr19	1258256	1277509	4	10462	23407.7974	3552.1785	518	1
2_MACS_peak_30108_lociStitched	chr8	134576799	134586268	2	9226	32074.3437	1904.2159	519	1
4_MACS_peak_14903_lociStitched	chr19	48823858	48837965	4	10452	22365.2378	2700.0798	520	1
2_MACS_peak_22234_lociStitched	chr4	38985702	38999657	2	9519	30082.7935	2189.5395	522	1
2_MACS_peak_32420_lociStitched	chrX	119434764	119445567	2	10188	23136.7851	881.5248	523	1
2_MACS_peak_6959_lociStitched	chr12	51711632	51722097	2	9944	26569.5885	2150.5575	524	1
3_MACS_peak_24833_lociStitched	chr5	150459401	150475890	3	10422	22786.1491	3121.3677	525	1
4_MACS_peak_2851_lociStitched	chr1	223899397	223915877	4	10714	19652.4	3801.936	526	1
2_MACS_peak_26561_lociStitched	chr6	113946431	113957258	2	10080	24803.5743	1745.3124	527	1
2_MACS_peak_19876_lociStitched	chr3	14727029	14741890	2	9815	27396.2535	2138.4979	530	1
1_MACS_peak_3534_lociStitched	chr10	30989296	30996979	1	7684	39408.4119	1522.7706	531	1
2_MACS_peak_30495_lociStitched	chr9	33445118	33459649	2	10502	20905.7497	2573.4401	532	1
1_MACS_peak_25080_lociStitched	chr5	175076335	175086590	1	10256	22669.703	1701.3045	534	1
3_MACS_peak_25913_lociStitched	chr6	42737801	42752433	3	9413	30389.2008	2224.064	535	1
1_MACS_peak_5078_lociStitched	chr11	35159526	35169198	1	9673	28432.7784	2225.5272	536	1
4_MACS_peak_27894_lociStitched	chr7	74057138	74076575	4	10657	18865.5522	2952.4803	537	1
1_MACS_peak_17453_lociStitched	chr2	217079997	217089197	1	9201	31159.48	1898.88	538	1
3_MACS_peak_7622_lociStitched	chr12	106528875	106544039	3	10539	19038.402	2185.1324	539	1
3_MACS_peak_6211_lociStitched	chr11	129233536	129249743	3	10359	21652.552	2750.3279	541	1
1_MACS_peak_27337_lociStitched	chr7	20254410	20262768	1	8359	35635.1688	1628.9742	542	1
1_MACS_peak_12905_lociStitched	chr17	65642114	65649128	1	7015	40989.1146	1184.6646	544	1
3_MACS_peak_6091_lociStitched	chr11	120368064	120382993	3	10472	18589.5908	1910.912	547	1
2_MACS_peak_9550_lociStitched	chr15	31367486	31377390	2	9652	26502.1136	1721.3152	550	1
2_MACS_peak_7898_lociStitched	chr12	125398233	125412774	2	9717	25664.865	1487.5443	551	1
1_MACS_peak_2900_lociStitched	chr1	226308506	226317115	1	8610	34429.1128	2612.8315	553	1
2_MACS_peak_23405_lociStitched	chr4	186225086	186240373	2	10015	23543.5087	2456.6209	555	1
2_MACS_peak_21839_lociStitched	chr3	196358021	196371316	2	10049	23974.8735	3253.2865	556	1
2_MACS_peak_5079_lociStitched	chr11	35183506	35197238	2	10298	20479.9048	2784.8496	558	1
2_MACS_peak_23365_lociStitched	chr4	185263327	185277303	2	8890	32263.596	2408.0648	559	1
1_MACS_peak_3377_lociStitched	chr10	15824797	15833407	1	8611	32747.274	1443.036	562	1
1_MACS_peak_29915_lociStitched	chr8	118450032	118458121	1	8090	35761.469	1648.5382	565	1
4_MACS_peak_18121_lociStitched	chr20	32360505	32381404	4	10377	19314.8558	3302.042	566	1
3_MACS_peak_18819_lociStitched	chr21	34696008	34712822	3	9480	29244.5902	4082.4392	567	1
1_MACS_peak_7268_lociStitched	chr12	72078900	72089187	1	10288	18742.914	1953.5013	568	1
1_MACS_peak_24184_lociStitched	chr5	88563346	88570899	1	7554	37945.5167	1623.895	570	1
4_MACS_peak_15052_lociStitched	chr19	56145780	56167561	4	10292	19206.4858	2768.3651	571	1
1_MACS_peak_6237_lociStitched	chr11	130696152	130705921	1	9770	23480.7684	1838.5258	573	1
1_MACS_peak_24550_lociStitched	chr5	131434946	131441959	1	7014	39518.255	1450.2884	576	1
2_MACS_peak_28315_lociStitched	chr7	106503901	106513821	2	9552	26076.704	2835.136	578	1
5_MACS_peak_19159_lociStitched	chr22	22549404	22565838	5	9908	22590.1764	2885.8104	579	1
3_MACS_peak_29224_lociStitched	chr8	29490611	29505872	3	10116	19856.0871	2603.5266	580	1
3_MACS_peak_14786_lociStitched	chr19	44257247	44271959	3	8775	30939.336	1961.1096	581	1
2_MACS_peak_13061_lociStitched	chr17	74777254	74789026	2	9855	21616.9236	1431.4752	582	1
2_MACS_peak_4985_lociStitched	chr11	26126125	26135941	2	9267	26582.7096	1431.1728	583	1
3_MACS_peak_30096_lociStitched	chr8	134215073	134233111	3	8861	30421.087	2408.073	584	1
3_MACS_peak_17377_lociStitched	chr2	207997082	208015248	3	9954	21136.141	2684.9348	585	1
3_MACS_peak_31373_lociStitched	chr9	130532166	130549542	3	10080	19311.6864	2443.0656	586	1
2_MACS_peak_18498_lociStitched	chr20	52481258	52490837	2	8996	28598.1045	1823.8416	588	1
4_MACS_peak_19525_lociStitched	chr22	39911112	39929623	4	10004	20495.3792	3048.7617	589	1
