REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam	41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
3_MACS_peak_28150_lociStitched	chr7	99094815	99103467	3	5315	6127.3464	1429.3104
1_MACS_peak_2304_lociStitched	chr1	183808319	183816970	1	8652	53425.9807	2564.1564
2_MACS_peak_23051_lociStitched	chr4	140215717	140224367	2	5201	10818.554999999998	1679.8300000000002
2_MACS_peak_8156_lociStitched	chr13	42489924	42498569	2	2881	2091.2255	821.275
2_MACS_peak_21922_lociStitched	chr4	3287279	3295924	2	4073	3031.8015	836.836
2_MACS_peak_6611_lociStitched	chr12	24323660	24332300	2	5755	6994.08	1160.352
2_MACS_peak_30530_lociStitched	chr9	35095513	35104151	2	3650	5592.2411999999995	1306.0656
3_MACS_peak_30072_lociStitched	chr8	131420778	131429414	3	5508	5470.042399999999	1229.7664
2_MACS_peak_20673_lociStitched	chr3	98311478	98320111	2	3437	4245.7094	1158.5486
2_MACS_peak_4086_lociStitched	chr10	85749170	85757800	2	5137	5675.088	1285.87
2_MACS_peak_25049_lociStitched	chr5	172456141	172464770	2	4967	14299.9788	1274.5033
2_MACS_peak_15920_lociStitched	chr2	67686471	67695099	2	8458	21287.0016	1242.432
2_MACS_peak_6591_lociStitched	chr12	22576724	22585351	2	3678	5902.593400000001	534.874
2_MACS_peak_8363_lociStitched	chr13	77452930	77461556	2	4740	5647.4421999999995	1262.8464000000001
2_MACS_peak_25682_lociStitched	chr6	31164506	31173132	2	6283	20466.047599999998	1519.9012
2_MACS_peak_19105_lociStitched	chr22	19835493	19844116	2	5474	10537.306	1147.7213
2_MACS_peak_2042_lociStitched	chr1	161735267	161743889	2	4751	4881.776400000001	1912.3596
3_MACS_peak_2159_lociStitched	chr1	171219551	171228169	3	7872	18470.0976	1805.471
2_MACS_peak_6009_lociStitched	chr11	115794820	115803436	2	8152	11585.0736	1113.1872
2_MACS_peak_3143_lociStitched	chr1	246669738	246678353	2	2919	2464.7515000000003	1306.8955
2_MACS_peak_21914_lociStitched	chr4	2839269	2847884	2	4801	5639.379	1083.767
2_MACS_peak_43_lociStitched	chr1	1821011	1829622	2	4640	4352.8605	917.0715
1_MACS_peak_3377_lociStitched	chr10	15824797	15833407	1	8611	32747.273999999998	1443.036
1_MACS_peak_2900_lociStitched	chr1	226308506	226317115	1	8610	34429.1128	2612.8315
1_MACS_peak_28057_lociStitched	chr7	90337090	90345697	1	8608	26543.988	1481.2647
2_MACS_peak_3088_lociStitched	chr1	240074148	240082752	2	7718	25950.5244	2158.7436000000002
2_MACS_peak_18164_lociStitched	chr20	33864770	33873372	2	3463	3600.7972000000004	1207.7208
2_MACS_peak_21790_lociStitched	chr3	193815185	193823784	2	8564	40089.397899999996	2610.6564
2_MACS_peak_21918_lociStitched	chr4	3041810	3050405	2	5961	8590.702500000001	1373.481
2_MACS_peak_7181_lociStitched	chr12	65123658	65132252	2	2745	2426.0861999999997	1121.517
1_MACS_peak_10133_lociStitched	chr15	70046016	70054610	1	8595	13542.425200000001	1865.7574
2_MACS_peak_18966_lociStitched	chr21	43647369	43655962	2	6786	16459.8915	1940.2994
2_MACS_peak_20910_lociStitched	chr3	121373079	121381672	2	4786	12884.344200000001	1662.7455
1_MACS_peak_25309_lociStitched	chr6	7958231	7966824	1	8594	28369.7895	1850.0729
2_MACS_peak_25783_lociStitched	chr6	34255892	34264477	2	2816	2243.2605	1148.673
2_MACS_peak_24530_lociStitched	chr5	130498940	130507523	2	4864	8720.328	1199.0450999999998
2_MACS_peak_31380_lociStitched	chr9	130672605	130681186	2	6534	13103.187	1286.2919
2_MACS_peak_32649_lociStitched	chrX	153664905	153673485	2	2676	3065.634	535.3919999999999
2_MACS_peak_299_lociStitched	chr1	22344981	22353560	2	4409	10312.8159	1285.1342
2_MACS_peak_15134_lociStitched	chr2	3148143	3156722	2	6809	7492.0407	843.3157
2_MACS_peak_21978_lociStitched	chr4	6987539	6996117	2	6692	13343.079000000002	1582.641
2_MACS_peak_31740_lociStitched	chrX	16730033	16738611	2	3295	2552.8127999999997	671.6573999999999
2_MACS_peak_12258_lociStitched	chr17	33408869	33417440	2	3675	7059.0756	1063.6611
2_MACS_peak_17124_lociStitched	chr2	186654264	186662835	2	3787	3870.6636	1131.372
2_MACS_peak_16130_lociStitched	chr2	85821957	85830526	2	3350	3783.2135	1203.0876
2_MACS_peak_11917_lociStitched	chr17	7818410	7826975	2	2570	1770.3854999999999	1045.7865
2_MACS_peak_27345_lociStitched	chr7	20428190	20436753	2	4627	5643.8733	1189.4007
2_MACS_peak_10264_lociStitched	chr15	77472631	77481192	2	4331	3393.5804	1293.5671000000002
2_MACS_peak_19959_lociStitched	chr3	23693294	23701855	2	6418	16646.0084	1232.7839999999999
2_MACS_peak_31662_lociStitched	chrX	9963974	9972533	2	3817	3658.1166	666.7461
2_MACS_peak_17717_lociStitched	chr2	241518421	241526977	2	4897	4983.87	689.6136
2_MACS_peak_27035_lociStitched	chr6	158704406	158712961	2	4395	4239.858	737.441
2_MACS_peak_8860_lociStitched	chr14	50327690	50336237	2	5119	5526.490199999999	730.7685
2_MACS_peak_31908_lociStitched	chrX	41301330	41309877	2	3038	2934.1851	578.6319
2_MACS_peak_25589_lociStitched	chr6	27439683	27448229	2	5241	10883.331	1329.7576
2_MACS_peak_30589_lociStitched	chr9	37464287	37472833	2	3467	3789.2964	755.4664
2_MACS_peak_10851_lociStitched	chr16	12119690	12128234	2	4932	6373.824	1568.6784
1_MACS_peak_30012_lociStitched	chr8	126440997	126449532	1	8536	18016.5315	1741.1399999999999
2_MACS_peak_30690_lociStitched	chr9	69261460	69269992	2	4636	6438.247200000001	1438.4952
3_MACS_peak_12867_lociStitched	chr17	62788293	62796817	3	3750	2459.174	1015.2084
4_MACS_peak_15172_lociStitched	chr2	8817852	8826376	4	7035	6110.0032	1232.5704
2_MACS_peak_30732_lociStitched	chr9	71562494	71571013	2	4992	4912.9073	1165.3992
2_MACS_peak_24668_lociStitched	chr5	139486269	139494787	2	4736	10205.415799999999	1225.7402
2_MACS_peak_29327_lociStitched	chr8	38591812	38600329	2	2593	2281.7043000000003	1321.8384
2_MACS_peak_28087_lociStitched	chr7	92437193	92445708	2	8441	15327.8515	1586.3445
3_MACS_peak_10664_lociStitched	chr16	2033737	2042251	3	3028	2847.0816	1048.0734
2_MACS_peak_10633_lociStitched	chr16	769909	778422	2	4092	4810.6963000000005	1007.0879
3_MACS_peak_1615_lociStitched	chr1	145469524	145478036	3	5815	5341.28	2093.9519999999998
2_MACS_peak_25249_lociStitched	chr6	5052344	5060855	2	4366	6081.1095000000005	983.8716
1_MACS_peak_30430_lociStitched	chr9	22237132	22245642	1	8511	18847.948	975.246
2_MACS_peak_13584_lociStitched	chr18	43634565	43643070	2	4794	7235.2035000000005	1056.3210000000001
2_MACS_peak_12415_lociStitched	chr17	39457590	39466094	2	3148	5934.0912	938.8416
2_MACS_peak_14349_lociStitched	chr19	14543330	14551834	2	3367	3419.4584	949.0464000000001
2_MACS_peak_20372_lociStitched	chr3	52272170	52280673	2	4604	6199.5373	1243.1386
3_MACS_peak_31862_lociStitched	chrX	38465465	38473968	3	5250	6566.8669	583.3058
2_MACS_peak_30248_lociStitched	chr9	178056	186558	2	4707	5952.2501999999995	1290.6036
2_MACS_peak_18784_lociStitched	chr21	32924478	32932978	2	7459	11569.35	2135.2
2_MACS_peak_731_lociStitched	chr1	42356267	42364766	2	4291	7142.5596000000005	1225.5557999999999
2_MACS_peak_1049_lociStitched	chr1	67197563	67206062	2	3574	3817.7508	1135.4664
2_MACS_peak_21401_lociStitched	chr3	166188825	166197321	2	4276	5872.4352	1517.3856
2_MACS_peak_985_lociStitched	chr1	61515272	61523767	2	3338	3877.118	1263.2065
2_MACS_peak_28_lociStitched	chr1	1439748	1448242	2	4247	5967.035	1061.75
3_MACS_peak_14671_lociStitched	chr19	39825457	39833951	3	4621	5820.0888	1219.7384
2_MACS_peak_14248_lociStitched	chr19	11484646	11493139	2	4548	6240.6564	1506.6582
2_MACS_peak_1206_lociStitched	chr1	86854477	86862966	2	2933	3180.8282999999997	1101.0233
2_MACS_peak_22517_lociStitched	chr4	77220964	77229450	2	6879	17106.927399999997	1628.4633999999999
1_MACS_peak_4150_lociStitched	chr10	91804861	91813344	1	8484	26545.8519	1504.8842
3_MACS_peak_21038_lociStitched	chr3	128994628	129003111	3	7277	9595.1213	1594.804
2_MACS_peak_23740_lociStitched	chr5	40834019	40842502	2	4836	8952.9582	1190.1649
2_MACS_peak_3039_lociStitched	chr1	235061634	235070113	2	3571	3990.2174	1508.4141
2_MACS_peak_4295_lociStitched	chr10	102819564	102828040	2	5183	14224.4232	1399.3876
2_MACS_peak_7417_lociStitched	chr12	92577778	92586254	2	6659	18796.3776	1424.8156
2_MACS_peak_11829_lociStitched	chr17	4606562	4615038	2	4834	5722.1476	1100.1848
2_MACS_peak_14835_lociStitched	chr19	45980969	45989445	2	3063	4932.1844	1334.1224000000002
2_MACS_peak_20187_lociStitched	chr3	45422392	45430868	2	2935	2699.606	1174.7736
2_MACS_peak_4715_lociStitched	chr11	3528187	3536661	2	7628	17486.099	1543.9628
1_MACS_peak_6771_lociStitched	chr12	38931629	38940102	1	8474	22778.8132	1589.5348
2_MACS_peak_27559_lociStitched	chr7	37527226	37535697	2	3420	3850.0695	817.4515
2_MACS_peak_32628_lociStitched	chrX	153266966	153275430	2	4494	4956.5184	752.4496
1_MACS_peak_9918_lociStitched	chr15	52968887	52977350	1	8464	19641.7767	1379.469
2_MACS_peak_14783_lociStitched	chr19	44171989	44180452	2	3263	3617.0862	1115.4234
2_MACS_peak_3417_lociStitched	chr10	21259054	21267516	2	5420	6499.6622	953.6673999999999
2_MACS_peak_9486_lociStitched	chr15	23609603	23618063	2	3610	2643.75	875.6099999999999
2_MACS_peak_19069_lociStitched	chr22	17717242	17725702	2	4720	11352.474	1206.396
2_MACS_peak_14944_lociStitched	chr19	49710674	49719130	2	3157	2424.3352	1116.192
3_MACS_peak_3466_lociStitched	chr10	24748022	24756475	3	6218	5164.782999999999	1179.1935
2_MACS_peak_5824_lociStitched	chr11	95778234	95786687	2	4758	5906.1111	1607.7606
2_MACS_peak_22187_lociStitched	chr4	32141716	32150169	2	2549	2375.293	1029.5754
2_MACS_peak_28154_lociStitched	chr7	99149039	99157492	2	3227	4384.5711	1012.6694
2_MACS_peak_11408_lociStitched	chr16	67547799	67556249	2	2837	4068.6749999999997	1283.555
2_MACS_peak_6646_lociStitched	chr12	26450065	26458508	2	6401	12698.272	1407.4480999999998
2_MACS_peak_28466_lociStitched	chr7	121976804	121985241	2	7872	10330.262799999999	2136.2484
3_MACS_peak_32429_lociStitched	chrX	119881783	119890219	3	6314	7150.3536	743.2116
2_MACS_peak_26891_lociStitched	chr6	141472833	141481268	2	6137	10639.909000000001	1140.4119999999998
2_MACS_peak_14950_lociStitched	chr19	49954041	49962468	2	5631	7902.8405999999995	1237.9263
2_MACS_peak_18739_lociStitched	chr21	27332571	27340998	2	3636	3631.1943	991.0151999999999
2_MACS_peak_473_lociStitched	chr1	28906087	28914513	2	6422	11191.4132	1480.4482
2_MACS_peak_19226_lociStitched	chr22	24536473	24544899	2	8102	9105.9782	1205.7606
2_MACS_peak_23073_lociStitched	chr4	141721770	141730196	2	3323	4613.235	1014.4903999999999
2_MACS_peak_1869_lociStitched	chr1	155435158	155443580	2	6073	9725.7256	1893.2656
2_MACS_peak_31548_lociStitched	chr9	139736359	139744780	2	5116	7203.3234	997.0464000000001
2_MACS_peak_14246_lociStitched	chr19	11449568	11457987	2	3267	2960.9623	1078.4739
2_MACS_peak_1570_lociStitched	chr1	143911637	143920055	2	8324	15123.7788	2698.8107999999997
2_MACS_peak_13253_lociStitched	chr18	805012	813430	2	3407	4763.7462	1096.0236
2_MACS_peak_32340_lociStitched	chrX	106953809	106962226	2	5241	6093.0662999999995	561.4139
3_MACS_peak_1402_lociStitched	chr1	109911303	109919719	3	3968	3267.0912	759.1232
2_MACS_peak_18949_lociStitched	chr21	43236839	43245255	2	3874	4407.4592	1282.5984
2_MACS_peak_17727_lociStitched	chr2	242447409	242455823	2	2617	1623.0605999999998	705.0932
2_MACS_peak_20203_lociStitched	chr3	46013435	46021849	2	4447	4586.4714	1391.6756
2_MACS_peak_2061_lociStitched	chr1	162595901	162604313	2	3782	5203.6632	1686.606
2_MACS_peak_19522_lociStitched	chr22	39861905	39870316	2	7554	18521.022	1594.7256
2_MACS_peak_22200_lociStitched	chr4	36326407	36334817	2	2763	2843.4210000000003	889.778
2_MACS_peak_22982_lociStitched	chr4	128696304	128704712	2	5878	9740.668000000001	1157.7815999999998
2_MACS_peak_20182_lociStitched	chr3	45075292	45083699	2	3733	5871.4488	1238.3510999999999
2_MACS_peak_29535_lociStitched	chr8	66857623	66866028	2	5967	18027.044	1475.0774999999999
2_MACS_peak_16851_lociStitched	chr2	162015952	162024355	2	3974	4850.2116000000005	1171.3781999999999
2_MACS_peak_30327_lociStitched	chr9	5831787	5840188	2	3201	4701.1996	1047.6047
2_MACS_peak_13083_lociStitched	chr17	75361420	75369818	2	6894	24567.509199999997	1397.4271999999999
2_MACS_peak_2905_lociStitched	chr1	226413592	226421988	2	3014	2709.3892	1355.954
1_MACS_peak_15794_lociStitched	chr2	60776147	60784542	1	8396	7974.4105	1295.3484999999998
2_MACS_peak_19710_lociStitched	chr22	50764864	50773259	2	2819	4037.1555	932.6845000000001
2_MACS_peak_27370_lociStitched	chr7	22520581	22528976	2	4266	3677.01	1363.348
2_MACS_peak_24548_lociStitched	chr5	131418509	131426902	2	2942	2830.1196	973.5880000000001
2_MACS_peak_1939_lociStitched	chr1	157474857	157483249	2	5748	12991.655200000001	2040.0952
2_MACS_peak_2839_lociStitched	chr1	222755828	222764218	2	3181	3443.256	1463.216
2_MACS_peak_23104_lociStitched	chr4	146402143	146410531	2	5169	7890.5916	1415.0556
3_MACS_peak_12847_lociStitched	chr17	62132945	62141331	3	7793	7159.1282	1304.8616
1_MACS_peak_20227_lociStitched	chr3	46388971	46397350	1	8380	21833.1603	1427.7816
2_MACS_peak_1678_lociStitched	chr1	148759867	148768243	2	4504	7891.867200000001	1901.352
2_MACS_peak_24163_lociStitched	chr5	86635909	86644283	2	3449	2229.9962	1128.8152
2_MACS_peak_242_lociStitched	chr1	16824894	16833267	2	2791	2504.3642999999997	1071.744
2_MACS_peak_11622_lociStitched	chr16	82761746	82770118	2	3743	2607.0408	688.1784
2_MACS_peak_29284_lociStitched	chr8	35717911	35726283	2	3355	2807.1315999999997	1043.1512
2_MACS_peak_4781_lociStitched	chr11	8703097	8711466	2	5667	12737.618	1553.2864
2_MACS_peak_22819_lociStitched	chr4	108950614	108958983	2	8056	18384.1823	1334.0185999999999
3_MACS_peak_29587_lociStitched	chr8	71125314	71133683	3	6529	5400.5157	1424.4037999999998
2_MACS_peak_9297_lociStitched	chr14	93834654	93843022	2	4589	6098.5984	769.856
3_MACS_peak_20551_lociStitched	chr3	71771636	71780004	3	4990	4553.0288	1011.6912
2_MACS_peak_2029_lociStitched	chr1	161493305	161501671	2	3774	6025.1932	1498.3506
2_MACS_peak_8636_lociStitched	chr14	20922365	20930729	2	4156	5855.636399999999	810.4716
2_MACS_peak_10647_lociStitched	chr16	1463668	1472032	2	3059	5380.5612	1095.684
2_MACS_peak_28148_lociStitched	chr7	99062895	99071259	2	4084	4585.1448	1134.9948
2_MACS_peak_1675_lociStitched	chr1	148597863	148606225	2	4735	7065.0538	2041.1642000000002
2_MACS_peak_7787_lociStitched	chr12	120631858	120640219	2	4058	4391.1972	857.0024999999999
2_MACS_peak_20889_lociStitched	chr3	119354614	119362974	2	7546	21937.476	1851.74
1_MACS_peak_27337_lociStitched	chr7	20254410	20262768	1	8359	35635.1688	1628.9741999999999
2_MACS_peak_21903_lociStitched	chr4	2463921	2472278	2	3830	5591.6687	849.9069
3_MACS_peak_9820_lociStitched	chr15	46945203	46953557	3	6307	4284.7666	1185.4326
3_MACS_peak_10462_lociStitched	chr15	90574037	90582388	3	5974	6664.9331	1088.1353
2_MACS_peak_21708_lociStitched	chr3	185952711	185961060	2	3471	6105.623699999999	1879.3599
2_MACS_peak_31880_lociStitched	chrX	39712575	39720920	2	6461	19185.155	702.649
3_MACS_peak_987_lociStitched	chr1	61541187	61549530	3	5256	7164.1341	1080.4185
3_MACS_peak_4193_lociStitched	chr10	94868639	94876982	3	7469	12985.8795	1259.793
2_MACS_peak_28911_lociStitched	chr8	2107165	2115508	2	7445	11256.3756	1363.2461999999998
2_MACS_peak_8513_lociStitched	chr13	103424820	103433157	2	4169	5514.0918	999.6063
3_MACS_peak_32090_lociStitched	chrX	58125995	58134330	3	5191	3943.2885	490.9315
2_MACS_peak_7035_lociStitched	chr12	55377581	55385915	2	2792	3225.2580000000003	1185.0947999999999
2_MACS_peak_7369_lociStitched	chr12	87704869	87713201	2	2687	1723.8908	968.1784
2_MACS_peak_8659_lociStitched	chr14	22190309	22198638	2	2606	1883.1869	644.6646
2_MACS_peak_28476_lociStitched	chr7	122893248	122901576	2	3692	3193.788	1382.448
2_MACS_peak_8264_lociStitched	chr13	51483394	51491720	2	4289	6882.2716	636.939
3_MACS_peak_14842_lociStitched	chr19	46141832	46150156	3	5825	5582.9068	1446.7112000000002
2_MACS_peak_4476_lociStitched	chr10	118224905	118233227	2	2616	2330.9922	938.7216
2_MACS_peak_25541_lociStitched	chr6	26233129	26241448	2	4334	10509.3927	1063.1682
1_MACS_peak_2229_lociStitched	chr1	178544290	178552608	1	8319	38629.6238	2393.9204
2_MACS_peak_7929_lociStitched	chr12	129307320	129315635	2	3646	3226.2200000000003	597.017
2_MACS_peak_15049_lociStitched	chr19	56110019	56118334	2	5460	12850.8325	1121.6934999999999
2_MACS_peak_17817_lociStitched	chr20	4587717	4596032	2	4720	6677.7765	1214.8215
3_MACS_peak_24860_lociStitched	chr5	152973684	152981998	3	7333	7946.5212	1227.9778
2_MACS_peak_25939_lociStitched	chr6	43596102	43604415	2	4720	11841.0372	1570.3257
2_MACS_peak_13374_lociStitched	chr18	12837534	12845846	2	5804	8808.226400000001	1245.1375999999998
2_MACS_peak_25852_lociStitched	chr6	37121747	37130058	2	5947	12272.022599999998	1338.0710000000001
2_MACS_peak_29598_lociStitched	chr8	71964270	71972578	2	5224	10717.32	1298.5403999999999
2_MACS_peak_11229_lociStitched	chr16	48656526	48664829	2	2702	2294.1189	1022.9296
2_MACS_peak_15660_lociStitched	chr2	46719529	46727832	2	3685	3712.2713	1328.48
2_MACS_peak_27942_lociStitched	chr7	75986830	75995131	2	5305	12439.8786	1442.7138
2_MACS_peak_22937_lociStitched	chr4	122058517	122066813	2	6525	14844.8624	1388.7504
2_MACS_peak_1492_lociStitched	chr1	116184319	116192613	2	3754	3106.103	503.44579999999996
3_MACS_peak_13933_lociStitched	chr19	632245	640536	3	4003	4475.4818	1369.6732000000002
2_MACS_peak_19704_lociStitched	chr22	50682139	50690429	2	4019	5408.396	1056.1460000000002
2_MACS_peak_6138_lociStitched	chr11	124609369	124617658	2	3452	5448.3597	951.5772
2_MACS_peak_31938_lociStitched	chrX	45630558	45638847	2	3737	3037.0896000000002	527.1804000000001
2_MACS_peak_8201_lociStitched	chr13	46750766	46759053	2	7170	8160.2089000000005	833.6722
2_MACS_peak_20276_lociStitched	chr3	48480772	48489059	2	3571	3999.3062	1254.6518
2_MACS_peak_30159_lociStitched	chr8	142248267	142256554	2	3421	4063.9448	982.8382
1_MACS_peak_29826_lociStitched	chr8	103541922	103550208	1	8287	22435.1736	746.5686
2_MACS_peak_15569_lociStitched	chr2	39694010	39702295	2	6302	8313.997500000001	1333.0565
2_MACS_peak_2438_lociStitched	chr1	198589533	198597811	2	3100	3073.6214	1487.5566
1_MACS_peak_12469_lociStitched	chr17	40826891	40835167	1	8277	15695.434000000001	1415.1960000000001
2_MACS_peak_13662_lociStitched	chr18	48688644	48696920	2	5520	4886.978	1111.4668
2_MACS_peak_18883_lociStitched	chr21	37521879	37530155	2	4143	4956.4964	1865.4104
2_MACS_peak_15925_lociStitched	chr2	68347153	68355428	2	3834	8152.53	1276.8325
2_MACS_peak_23610_lociStitched	chr5	18739707	18747982	2	5553	17432.9425	1373.65
2_MACS_peak_16242_lociStitched	chr2	96924676	96932950	2	5131	9993.3372	1488.4926
2_MACS_peak_6268_lociStitched	chr12	776355	784628	2	3103	3845.2904	1081.2811000000002
1_MACS_peak_23956_lociStitched	chr5	65114787	65123057	1	8271	9437.724	1098.256
2_MACS_peak_19396_lociStitched	chr22	36648284	36656552	2	6200	19400.861999999997	1443.5928000000001
2_MACS_peak_18311_lociStitched	chr20	42947987	42956254	2	2878	2371.8023	797.7655
2_MACS_peak_15371_lociStitched	chr2	25965217	25973483	2	4087	5191.8746	1450.683
3_MACS_peak_27010_lociStitched	chr6	157166275	157174541	3	5336	3889.9796	576.9668
2_MACS_peak_1671_lociStitched	chr1	148240325	148248590	2	4641	9493.179	2044.761
3_MACS_peak_16545_lociStitched	chr2	120763222	120771487	3	5243	6607.8675	1164.5384999999999
2_MACS_peak_25679_lociStitched	chr6	31125070	31133332	2	3978	5263.7202	1373.9706
2_MACS_peak_25015_lociStitched	chr5	169723059	169731319	2	4918	11667.25	1215.046
3_MACS_peak_14419_lociStitched	chr19	17413039	17421297	3	5743	7563.502200000001	1328.7122
2_MACS_peak_28273_lociStitched	chr7	104826752	104835010	2	4835	5932.5472	1351.0088
2_MACS_peak_25209_lociStitched	chr6	2874281	2882538	2	4121	10230.423	1170.8426000000002
2_MACS_peak_12431_lociStitched	chr17	40085847	40094100	2	2421	2962.0017	986.2334999999999
2_MACS_peak_5644_lociStitched	chr11	75650530	75658778	2	3253	3320.6448	1055.744
2_MACS_peak_15559_lociStitched	chr2	39320176	39328423	2	5969	7133.655	1282.4085
2_MACS_peak_2955_lociStitched	chr1	228939799	228948042	2	3728	4284.7114	1497.7531
2_MACS_peak_8247_lociStitched	chr13	50697270	50705512	2	6604	11946.779	547.2688
2_MACS_peak_15437_lociStitched	chr2	28836818	28845059	2	2296	1626.7734	1004.5779
2_MACS_peak_31612_lociStitched	chrX	1612250	1620488	2	2349	1851.9024	179.5884
2_MACS_peak_13955_lociStitched	chr19	1173122	1181358	2	3556	5000.8992	1282.3452
2_MACS_peak_6073_lociStitched	chr11	119185391	119193625	2	4438	8476.903	1066.303
2_MACS_peak_19486_lociStitched	chr22	39362362	39370596	2	4052	6482.6282	1019.3692
2_MACS_peak_11025_lociStitched	chr16	27236437	27244670	2	4293	5539.162399999999	1248.9461000000001
2_MACS_peak_20327_lociStitched	chr3	49976835	49985068	2	3317	3714.7296	1211.8976
2_MACS_peak_5409_lociStitched	chr11	65238225	65246456	2	5653	21416.2389	1279.9205
2_MACS_peak_9993_lociStitched	chr15	60210416	60218647	2	4396	4271.889	994.3048
2_MACS_peak_30813_lociStitched	chr9	81321749	81329980	2	3688	2411.683	1081.5534
2_MACS_peak_32689_lociStitched	chrY	1562355	1570586	2	2410	1802.589	298.7853
2_MACS_peak_6408_lociStitched	chr12	8178243	8186471	2	4092	8661.6156	1192.2372
2_MACS_peak_32189_lociStitched	chrX	72971421	72979649	2	3976	3867.9828	587.4792
2_MACS_peak_10802_lociStitched	chr16	10830674	10838899	2	4297	6819.3475	1495.3049999999998
2_MACS_peak_23399_lociStitched	chr4	186124212	186132435	2	5936	6136.0026	1224.4047
2_MACS_peak_4692_lociStitched	chr11	2547191	2555411	2	3567	5399.718000000001	1226.424
2_MACS_peak_22149_lociStitched	chr4	25234502	25242720	2	5066	7810.3872	1137.3712
2_MACS_peak_21464_lociStitched	chr3	171772691	171780907	2	3858	5303.428	1626.768
2_MACS_peak_25179_lociStitched	chr6	228690	236905	2	2980	2825.9599999999996	1109.025
2_MACS_peak_29521_lociStitched	chr8	64303778	64311993	2	2610	3067.481	1163.2440000000001
3_MACS_peak_25174_lociStitched	chr6	188611	196825	3	6147	6113.6802	1342.1676
2_MACS_peak_21901_lociStitched	chr4	2413433	2421646	2	5269	9480.2659	1188.4211
2_MACS_peak_1022_lociStitched	chr1	65467686	65475897	2	3405	3176.0148	1106.8428000000001
2_MACS_peak_29084_lociStitched	chr8	21770132	21778342	2	6263	8295.384	1300.4640000000002
2_MACS_peak_16975_lociStitched	chr2	173419321	173427530	2	7706	10511.6245	1387.3210000000001
2_MACS_peak_25551_lociStitched	chr6	26336518	26344727	2	4197	11234.0165	1333.9625
2_MACS_peak_11600_lociStitched	chr16	81649728	81657933	2	2743	2946.4154999999996	574.35
2_MACS_peak_20801_lociStitched	chr3	111804449	111812652	2	6015	9029.8624	1466.6963999999998
2_MACS_peak_29821_lociStitched	chr8	103208462	103216665	2	4098	4825.8249000000005	827.6827000000001
3_MACS_peak_6658_lociStitched	chr12	27295650	27303852	3	7194	9190.341	1537.0548000000001
2_MACS_peak_1055_lociStitched	chr1	67389779	67397977	2	4916	7561.0154	1224.7812000000001
1_MACS_peak_19965_lociStitched	chr3	23846649	23854847	1	8199	20521.2336	1296.9236
2_MACS_peak_27964_lociStitched	chr7	76750748	76758946	2	3238	3524.3202	1150.1794
2_MACS_peak_13114_lociStitched	chr17	76247015	76255211	2	6066	10483.5036	1150.7184
2_MACS_peak_12865_lociStitched	chr17	62769682	62777863	2	2805	2945.16	1069.2567000000001
2_MACS_peak_15297_lociStitched	chr2	20328177	20336358	2	3779	4793.247899999999	1206.6975
1_MACS_peak_22100_lociStitched	chr4	18245254	18253434	1	8181	16918.694	1363.606
2_MACS_peak_21973_lociStitched	chr4	6710642	6718821	2	2871	2517.4962	1059.9984
3_MACS_peak_12457_lociStitched	chr17	40681637	40689814	3	5671	6889.1225	1408.8971000000001
2_MACS_peak_6042_lociStitched	chr11	118436048	118444223	2	3278	3785.8425	1091.3625
2_MACS_peak_29396_lociStitched	chr8	50015760	50023935	2	3166	2727.9975	671.985
3_MACS_peak_18377_lociStitched	chr20	46095817	46103991	3	7914	19862.82	1256.3438
2_MACS_peak_16158_lociStitched	chr2	86470144	86478317	2	5006	6526.9578	1200.6137
2_MACS_peak_17796_lociStitched	chr20	3639214	3647385	2	2623	2128.5455	1210.1251
1_MACS_peak_21499_lociStitched	chr3	174863583	174871752	1	8170	56671.6206	2039.7993000000001
2_MACS_peak_25854_lociStitched	chr6	37136286	37144454	2	6055	15069.96	1432.6672
2_MACS_peak_18903_lociStitched	chr21	38638616	38646782	2	3732	10449.213600000001	1562.1558
2_MACS_peak_31401_lociStitched	chr9	131175627	131183793	2	3287	2734.7934	932.5572
2_MACS_peak_9608_lociStitched	chr15	34446637	34454801	2	3109	2762.6976	961.7192
2_MACS_peak_16069_lociStitched	chr2	75070337	75078501	2	5051	7710.898	1212.354
2_MACS_peak_2540_lociStitched	chr1	203575194	203583355	2	3973	4553.838000000001	1527.7392
3_MACS_peak_22384_lociStitched	chr4	63260612	63268770	3	2784	1831.471	767.6678
2_MACS_peak_32524_lociStitched	chrX	135152217	135160374	2	4116	5063.0499	659.9013
2_MACS_peak_22825_lociStitched	chr4	109087287	109095443	2	5710	9275.0032	1171.2016
2_MACS_peak_31983_lociStitched	chrX	48285030	48293178	2	3715	5554.491599999999	641.2476
2_MACS_peak_12597_lociStitched	chr17	46177736	46185879	2	4398	6077.1209	1175.0349
2_MACS_peak_20992_lociStitched	chr3	126205419	126213559	2	2460	1877.084	1092.3880000000001
2_MACS_peak_9669_lociStitched	chr15	39914476	39922614	2	6652	14039.6776	1333.8182
2_MACS_peak_25674_lociStitched	chr6	30875168	30883305	2	3717	4745.4984	1236.0103000000001
