GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
NM_005085	chr9(.):133995980-134114091	0.0579
NM_004269	chr9(.):134730498-134960253	0.0628
NM_000368	chr9(.):135761734-135825020	0.0894
NM_012087	chr9(.):135901061-135938890	0.1485
NM_207417	chr9(.):135280610-135453675	0.9247
NM_002957	chr9(.):137213315-137337431	0.1698
NM_007101	chr9(.):136523683-136610077	1.443
NM_001134707	chr9(.):136523683-136608479	1.4603
NM_000093	chr9(.):137528651-137741688	1.1307
NM_020822	chr9(.):138589030-138689993	1.547
NM_144653	chr9(.):138898202-138992131	1.4127
NM_017820	chr9(.):140196347-140322714	0.8909
NM_001173989	chr9(.):139697373-139733794	0.0617
NM_016219	chr9(.):139976416-140008639	0.0736
NM_000718	chr9(.):140767240-141024076	0.7353
NR_024369	chr9(.):34563009-34588070	1.3537
NM_147164	chr9(.):34546430-34594722	1.4099
NM_198573	chr9(.):34516039-34528037	0.4257
NM_007234	chr9(.):34608547-34625496	0.4085
NM_006664	chr9(.):34656892-34667689	0.119
NM_000155	chr9(.):34641634-34655573	0.0973
NM_147162	chr9(.):34648931-34665816	0.1032
NM_147157	chr9(.):34629718-34642768	0.3549
NM_001017363	chr9(.):34616454-34633011	1.0912
NM_148179	chr9(.):34605491-34617101	0.1701
NM_001142784	chr9(.):34647181-34666884	0.1033
NR_030332	chr9(.):126159803-126169882	0.0356
NM_173689	chr9(.):126113447-126146032	0.8426
NM_001161808	chr9(.):127208422-127244379	0.7928
NM_004959	chr9(.):127238514-127274699	1.4027
NM_002316	chr9(.):129371721-129468311	1.7122
NM_014064	chr9(.):132383434-132402879	0.2502
NM_017873	chr9(.):132391882-132409444	0.3938
NM_016307	chr9(.):132422919-132489951	1.5548
NM_014506	chr9(.):132560431-132578560	0.1772
NM_014286	chr9(.):132929856-133004583	1.4457
NM_001128826	chr9(.):132957871-133004583	1.274
NM_000050	chr9(.):133315093-133381661	0.6816
NM_021619	chr9(.):133534980-133563384	1.336
NM_014285	chr9(.):133564157-133585452	0.1238
NM_198180	chr9(.):133763814-133774225	0.818
NM_032843	chr9(.):133772824-133819239	2.1658
NM_001145106	chr9(.):133772824-133819455	2.1594
NM_001185095	chr9(.):133966862-134003539	1.0791
NM_032536	chr9(.):135032333-135123220	1.5653
NM_020064	chr9(.):135452992-135470640	0.8889
NM_001135031	chr9(.):135849097-135872084	1.6067
NM_001042368	chr9(.):135968106-136029588	0.1222
NM_021996	chr9(.):136023339-136044301	1.026
NM_006266	chr9(.):135968106-136001561	0.0603
NM_014581	chr9(.):136075665-136089628	1.4548
NM_020385	chr9(.):136266185-136288164	0.1491
NM_017586	chr9(.):136320086-136340909	0.7372
NM_001145099	chr9(.):136331215-136349276	0.6538
NM_001080515	chr9(.):136438536-136450368	1.7757
NM_001145320	chr9(.):136392285-136445641	1.5868
NM_014694	chr9(.):136394974-136445641	1.5517
NM_001080483	chr9(.):136374707-136395068	1.6811
NM_000787	chr9(.):136496484-136529466	1.442
NR_037460	chr9(.):137736020-137747490	0.2224
NR_037469	chr9(.):137736970-137747118	0.2092
NM_015837	chr9(.):137767657-137784366	1.2362
NM_002003	chr9(.):137796430-137814806	0.9683
NM_006334	chr9(.):137962102-137994952	0.8274
NM_014279	chr9(.):137962088-138018030	0.9288
NM_182974	chr9(.):138510501-138536386	0.4568
NM_001001676	chr9(.):138550167-138562755	1.1827
NM_001101677	chr9(.):138580254-138596374	1.7447
NM_016172	chr9(.):138819814-138858226	0.2155
NM_152833	chr9(.):139001426-139015731	0.4577
NM_178138	chr9(.):139083095-139101955	1.4419
NM_181701	chr9(.):139093181-139142687	0.3614
NM_014564	chr9(.):139083095-139100004	1.5998
NM_001145638	chr9(.):139216931-139259057	2.5093
NM_001080849	chr9(.):139251351-139263241	0.7952
NM_052813	chr9(.):139253407-139273133	0.8424
NM_001145639	chr9(.):139242508-139259057	1.8467
NR_026964	chr9(.):139211997-139226779	1.8036
NM_015597	chr9(.):139216931-139241288	2.9237
NM_003086	chr9(.):139265028-139297889	0.2457
NM_017617	chr9(.):139383895-139445238	0.1252
NM_006412	chr9(.):139562594-139586911	2.6205
NM_016215	chr9(.):139552381-139572130	2.8327
NR_029695	chr9(.):139560053-139570138	2.7652
NM_201446	chr9(.):139552376-139572130	2.8328
NM_178469	chr9(.):139643839-139657731	1.7426
NM_032928	chr9(.):139680776-139692769	0.4442
NM_203347	chr9(.):139649085-139663965	1.3229
NR_002958	chr9(.):139616198-139626331	0.3061
NR_024542	chr9(.):139614045-139627636	0.3915
NM_152421	chr9(.):139602023-139624170	1.3599
NM_198946	chr9(.):139633468-139647980	2.5335
NM_001001712	chr9(.):139627618-139642411	2.3688
NR_002975	chr9(.):139615555-139625689	0.3352
NM_001039374	chr9(.):139685789-139707193	0.303
NR_024580	chr9(.):139693378-139708300	0.1831
NR_033913	chr9(.):139635612-139649363	2.4781
NM_178536	chr9(.):139841767-139854949	1.5489
NM_000606	chr9(.):139834697-139846426	0.398
NM_018998	chr9(.):139829886-139844173	0.2408
NM_004669	chr9(.):139884059-139896024	1.0873
NM_015392	chr9(.):139928908-139945676	2.4615
NM_001246	chr9(.):139937552-139953505	2.2556
NM_183241	chr9(.):139881869-139893428	1.2981
NR_027447	chr9(.):139974397-139986269	0.0754
NM_207511	chr9(.):139916915-139936234	1.8623
NM_000954	chr9(.):139866955-139881194	2.2791
NM_001606	chr9(.):139896685-139927740	1.4107
NM_207309	chr9(.):139966952-139983990	0.1423
NM_207510	chr9(.):139872444-139885210	2.0476
NM_004479	chr9(.):139919625-139932292	1.925
NM_178448	chr9(.):139951578-139970028	0.3771
NM_212533	chr9(.):139896685-139928374	1.4098
NM_001144026	chr9(.):140095118-140118813	0.0937
NM_053045	chr9(.):140093534-140105090	0.0699
NM_000832	chr9(.):140028608-140068214	1.8042
NM_001128228	chr9(.):140081068-140100163	0.0888
NM_003731	chr9(.):140078053-140089822	0.0785
NM_001013653	chr9(.):140058211-140069491	2.8304
NM_013366	chr9(.):140064235-140088057	0.6093
NM_031297	chr9(.):140109706-140120775	0.2638
NM_013379	chr9(.):139999991-140014195	0.3252
NR_037416	chr9(.):140058637-140068722	2.9775
NM_017723	chr9(.):140167279-140182093	0.1545
NM_006088	chr9(.):140130710-140143159	0.3113
NM_001004353	chr9(.):140140729-140152934	0.4979
NM_001001710	chr9(.):140133036-140147222	0.4372
NM_199001	chr9(.):140114643-140125763	1.3613
NM_015456	chr9(.):140144758-140173000	0.1615
NM_080877	chr9(.):140120384-140136006	1.8951
NM_001004354	chr9(.):140189082-140201703	1.4407
NM_001177316	chr9(.):140120208-140136006	1.8964
NM_001190228	chr9(.):140117017-140129090	2.0506
NM_001178064	chr9(.):140337022-140358786	0.4426
NM_001033113	chr9(.):140323815-140340901	1.953
NM_006647	chr9(.):140312846-140333858	1.8848
NR_030333	chr9(.):140727870-140737968	0.0838
NM_021949	chrX(.):152796579-152853387	0.9624
NM_001711	chrX(.):152755346-152780004	0.9865
NM_017518	chrX(.):152708122-152741603	0.098
NM_080701	chrX(.):152705177-152716945	0.0695
NM_170744	chr10(.):72967297-73065749	0.8047
NM_005521	chr10(.):102886060-102902546	1.6786
NM_001146274	chr10(.):114705008-114932436	0.3151
NM_001083914	chr10(.):126671417-126854624	0.7347
NM_001329	chr10(.):126671417-126854103	0.7353
NM_152643	chr10(.):134968970-135044916	1.0546
NM_145306	chr10(.):71385002-71398355	0.1959
NR_033413	chr10(.):73074009-73128147	0.0899
NM_003987	chr10(.):102500467-102594698	1.0493
NM_030929	chr10(.):102815998-102830351	0.1981
NM_001085398	chr10(.):102844077-102895903	1.1113
NR_029380	chr10(.):102984350-103003616	0.9852
NM_006562	chr10(.):102981732-102993717	1.4907
NM_024326	chr10(.):104174570-104187893	0.5731
NM_002779	chr10(.):104157375-104183901	1.1211
NM_024040	chr10(.):104178001-104197423	0.2244
NM_002502	chr10(.):104150431-104167281	0.2839
NM_001077494	chr10(.):104149338-104167281	0.2734
NM_001077493	chr10(.):104149228-104167281	0.2719
NR_030169	chr10(.):104191268-104201341	0.323
NM_024886	chr10(.):104204593-104216300	0.0674
NM_024789	chr10(.):104216169-104241802	0.1078
NM_022802	chr10(.):126671417-126721453	0.7316
NR_036178	chr10(.):126716351-126726439	0.7368
NM_001083909	chr10(.):134896408-134950179	0.7638
NM_014468	chr10(.):135046407-135060433	1.5931
NM_001109	chr10(.):135070919-135095407	0.1844
NM_003577	chr10(.):135038777-135050062	1.1691
NR_030170	chr10(.):135056014-135066124	1.8102
NM_020896	chr11(.):3103345-3191582	0.1625
NM_153266	chr11(.):66054372-66069135	1.101
NM_003957	chr11(.):1406128-1488328	1.1061
NM_053005	chr11(.):1485684-1790501	0.9781
NM_181798	chr11(.):2477683-2875340	0.0672
NM_000218	chr11(.):2461220-2875340	0.07
NM_021926	chr11(.):44277277-44336716	0.4225
NM_001127457	chr11(.):45863668-45909796	0.0796
NM_021117	chr11(.):45863956-45909799	0.0791
NM_003646	chr11(.):46363955-46407104	0.3333
NM_201533	chr11(.):46361816-46407104	0.3566
NM_201532	chr11(.):46349454-46407104	0.5834
NM_001105540	chr11(.):46378144-46407104	0.2952
NM_004200	chr11(.):61277784-61353298	1.4291
NM_004265	chr11(.):61590712-61639825	0.4649
NM_006133	chr11(.):61442904-61519474	1.6466
NM_015080	chr11(.):64368645-64495660	1.3254
NM_178864	chr11(.):66183474-66199177	0.4337
NR_030691	chr11(.):69926515-70040652	1.1225
NM_018043	chr11(.):69919407-70040652	1.1045
NM_030792	chr11(.):75140684-75241599	0.6544
NR_034160	chr11(.):119247487-119374944	0.3007
NM_178537	chr11(.):364794-387117	1.4934
NM_021805	chr11(.):400715-422397	1.3395
NM_007183	chr11(.):389216-409908	1.0902
NM_001135054	chr11(.):400715-419999	1.4413
NM_030783	chr11(.):445279-496387	0.1
NM_001012302	chr11(.):412929-447011	0.9656
NR_002585	chr11(.):806680-816814	0.0712
NM_001025239	chr11(.):837823-872116	1.2926
NM_001025234	chr11(.):839080-872116	1.3394
NM_145886	chr11(.):794178-810250	0.0986
NM_021128	chr11(.):834720-847529	0.8707
NM_139029	chr11(.):827951-843835	0.5961
NM_173584	chr11(.):822584-836991	0.6219
NM_024698	chr11(.):785474-801263	0.0803
NM_001004	chr11(.):804935-817876	0.0646
NM_001025237	chr11(.):839445-872116	1.3534
NM_020376	chr11(.):813900-830571	0.3609
NM_001191060	chr11(.):785474-802995	0.0774
NM_001191061	chr11(.):785474-803269	0.0768
NM_001025235	chr11(.):837940-872116	1.297
NM_005961	chr11(.):1007823-1041706	0.9684
NM_002457	chr11(.):1069874-1109417	1.4494
NM_002458	chr11(.):1239294-1288406	1.2978
NM_001172223	chr11(.):1485684-1512948	0.0478
NM_004420	chr11(.):1570280-1598150	0.831
NM_001001480	chr11(.):1646032-1657159	1.7655
NM_001004325	chr11(.):1613406-1624524	1.1462
NM_001012709	chr11(.):1637187-1648368	1.3422
NR_021489	chr11(.):1588970-1625414	1.201
NR_026643	chr11(.):1681828-1694086	1.978
NM_001012708	chr11(.):1623794-1634693	1.4057
NM_001005922	chr11(.):1600571-1611513	1.1632
NM_001909	chr11(.):1768984-1790222	0.4523
NR_026642	chr11(.):1699499-1711859	1.6317
NM_001012416	chr11(.):1713424-1723985	1.5037
NM_001170820	chr11(.):1751029-1774349	0.9757
NM_138567	chr11(.):1850673-1863750	1.9785
NM_002339	chr11(.):1869199-1918493	0.6318
NM_001042782	chr11(.):1935798-1964936	2.0229
NM_001145829	chr11(.):1855718-1867910	1.6606
NM_001013253	chr11(.):1884902-1918493	0.7674
NM_001145841	chr11(.):1856431-1867910	1.5464
NM_001013255	chr11(.):1887153-1918493	0.7717
NM_003282	chr11(.):1855232-1867910	1.7315
NM_001013254	chr11(.):1887098-1918493	0.7726
NR_036185	chr11(.):1875693-1885766	0.3257
NR_030533	chr11(.):2012988-2023061	2.9124
NM_021134	chr11(.):1963501-1982839	0.4133
NR_024471	chr11(.):1999438-2016150	3.0706
NR_002196	chr11(.):2011405-2024065	2.9631
NM_001127598	chr11(.):2145346-2167341	1.3644
NM_199292	chr11(.):2180158-2198035	1.8069
NM_001185098	chr11(.):2176008-2187439	1.7912
NR_028044	chr11(.):2156757-2174896	1.6424
NR_003512	chr11(.):2145341-2187439	1.5905
NM_001042376	chr11(.):2162852-2187439	1.7728
NM_001007139	chr11(.):2145346-2175833	1.5062
NM_000612	chr11(.):2145346-2165204	1.2845
NR_030158	chr11(.):2150363-2160439	1.7295
NR_024621	chr11(.):2312506-2328143	1.5107
NM_005170	chr11(.):2284727-2297182	0.9307
NM_139022	chr11(.):2318242-2344430	1.6043
NM_004356	chr11(.):2393546-2423649	1.2071
NM_005706	chr11(.):2418522-2430106	1.0139
NM_014555	chr11(.):2420745-2449275	2.2502
NM_002555	chr11(.):2918511-2951476	1.0283
NM_001122631	chr11(.):2899447-2911995	0.5984
NM_003311	chr11(.):2944502-2955650	1.6192
NR_002982	chr11(.):2980000-2990123	0.0769
NR_024627	chr11(.):2886262-2898336	0.3544
NM_007105	chr11(.):2904326-2930175	0.391
NM_183233	chr11(.):2915950-2951476	0.9664
NR_027138	chr11(.):3234561-3249361	0.857
NM_001164377	chr11(.):3234173-3245043	0.8952
NM_001039165	chr11(.):3244040-3258616	0.6605
NM_152312	chr11(.):45938195-45955647	0.4785
NM_057174	chr11(.):45926219-45944674	0.3752
NM_001080446	chr11(.):45923085-45933833	0.7986
NM_005456	chr11(.):45902201-45933016	0.6878
NM_001012334	chr11(.):46397617-46410375	1.0425
NM_001012333	chr11(.):46398302-46410375	1.0939
NM_000741	chr11(.):46401639-46413107	1.7846
NM_002391	chr11(.):46398218-46410375	1.088
NM_145017	chr11(.):61243584-61263400	1.1062
NM_001145077	chr11(.):61271271-61283490	1.221
NR_002775	chr11(.):61377507-61411921	1.0403
NM_001127392	chr11(.):61515120-61560989	1.1121
NM_013402	chr11(.):61562096-61589529	0.0887
NM_013279	chr11(.):61517860-61560989	1.0863
NM_014206	chr11(.):61551601-61565085	0.0842
NM_004111	chr11(.):61555149-61569710	0.0714
NR_031729	chr11(.):61577632-61587712	0.1221
NR_026882	chr11(.):61516500-61530136	1.7246
NR_030342	chr11(.):61554966-61565033	0.0742
NM_013401	chr11(.):61659772-61689997	0.9901
NM_021727	chr11(.):61635997-61664006	0.9408
NM_004470	chr11(.):64003412-64016607	0.1107
NM_000932	chr11(.):64013994-64041924	0.1777
NM_004322	chr11(.):64032299-64057176	0.1256
NM_057092	chr11(.):64004587-64016607	0.1182
NM_012094	chr11(.):64080568-64094283	0.1067
NM_033310	chr11(.):64053792-64072503	1.3908
NM_020155	chr11(.):64048581-64061972	0.7734
NM_001135208	chr11(.):64003603-64016607	0.1123
NM_001039496	chr11(.):64062862-64077239	1.1078
NM_016404	chr11(.):64079164-64090033	0.0989
NM_001170726	chr11(.):64046810-64061972	0.6845
NM_001170881	chr11(.):64047284-64061972	0.7065
NM_001177358	chr11(.):64047282-64061972	0.7064
NM_004451	chr11(.):64068043-64089210	0.1877
NM_138689	chr11(.):64006950-64019413	0.2514
NM_032251	chr11(.):64102689-64130006	0.0712
NM_018484	chr11(.):64318097-64343999	1.2457
NM_138734	chr11(.):64368645-64415787	1.2114
NM_144585	chr11(.):64353281-64374820	1.2606
NM_004630	chr11(.):64527075-64551316	0.0598
NM_001164716	chr11(.):64508860-64533187	1.0595
NM_001098671	chr11(.):64489382-64516630	1.7985
NM_001178030	chr11(.):64527075-64550938	0.0587
NM_001178031	chr11(.):64527075-64550232	0.0596
NM_001098670	chr11(.):64489382-64517329	1.7765
NM_153819	chr11(.):64489382-64517928	1.7543
NM_001134776	chr11(.):66020090-66040331	0.059
NM_182553	chr11(.):66040695-66056683	0.1974
NM_001134775	chr11(.):66019764-66040331	0.0592
NM_001134774	chr11(.):66020173-66040332	0.0591
NM_030981	chr11(.):66031055-66049963	0.1619
NM_020470	chr11(.):66047050-66061638	0.5479
NM_015399	chr11(.):66099803-66117582	0.6328
NM_004292	chr11(.):66094541-66109000	1.1479
NM_006876	chr11(.):66107842-66120161	0.1574
NM_001532	chr11(.):66124991-66144291	1.133
NM_020404	chr11(.):66076957-66089515	1.1228
NM_198923	chr11(.):68742489-68753455	0.5618
NM_001098515	chr11(.):68766861-68785850	1.9272
NM_139075	chr11(.):68811349-68863072	0.0782
NM_153451	chr11(.):69475331-69495165	0.1446
NM_002007	chr11(.):69582796-69595171	1.0147
NM_005117	chr11(.):69508005-69524106	1.2367
NM_003824	chr11(.):70044268-70058508	0.2999
NM_001005	chr11(.):75105561-75121733	0.1158
NR_000005	chr11(.):75106434-75116582	0.1189
NR_000025	chr11(.):75110464-75120610	0.0851
NM_001039548	chr11(.):75128437-75146674	0.5114
NM_001142349	chr11(.):117999091-118021184	0.5597
NM_174934	chr11(.):117999091-118028630	0.9219
NM_004588	chr11(.):118028518-118052337	1.0056
NM_004205	chr11(.):119220924-119257436	0.5939
NM_015645	chr11(.):119204651-119222383	1.258
NM_032015	chr11(.):119200236-119213022	0.6022
NM_171997	chr11(.):119220924-119239892	0.6903
NM_006500	chr11(.):119174233-119192840	0.5764
NM_172364	chr12(.):1896122-2032870	0.507
NM_001168320	chr12(.):3181520-3400730	0.9613
NM_014262	chr12(.):6932571-6954018	1.2847
NM_006897	chr12(.):54388876-54402120	2.1424
NM_002332	chr12(.):57517281-57612125	1.0977
NM_001163926	chr12(.):1924432-1950918	1.3348
NM_016162	chr12(.):6754703-6777308	0.0745
NM_001039920	chr12(.):6770642-6803669	0.0974
NM_001039916	chr12(.):6770642-6802825	0.0797
NM_001039918	chr12(.):6770642-6803527	0.0941
NM_153685	chr12(.):6797956-6814812	1.135
NM_032489	chr12(.):6742241-6761580	0.3268
NM_001135734	chr12(.):6770642-6803676	0.0975
NM_014449	chr12(.):6925962-6941583	1.9155
NM_016319	chr12(.):6828179-6846041	0.0969
NM_001195017	chr12(.):6893691-6934976	0.4592
NM_000616	chr12(.):6893637-6934976	0.4592
NM_001164094	chr12(.):6828149-6846041	0.0978
NM_002286	chr12(.):6876669-6892621	0.4176
NM_001164095	chr12(.):6828244-6846041	0.0954
NR_026581	chr12(.):6852157-6867636	0.1211
NM_001164093	chr12(.):6828448-6846041	0.0911
NM_005439	chr12(.):6852157-6867082	0.1168
NR_027483	chr12(.):6972277-6985110	0.0964
NM_001159287	chr12(.):6971583-6985110	0.0937
NM_031299	chr12(.):6952971-6965456	0.0792
NM_001146316	chr12(.):6975099-6987449	0.1095
NM_001098536	chr12(.):6956284-6980795	0.0659
NM_000365	chr12(.):6971692-6985110	0.0922
NM_032641	chr12(.):6975099-6987521	0.1105
NM_002075	chr12(.):6944374-6961557	0.196
NM_003481	chr12(.):6956290-6980795	0.066
NM_001130015	chr12(.):52276792-52290505	0.1342
NM_001013690	chr12(.):52206675-52221208	0.7842
NM_005556	chr12(.):52621953-52647709	0.667
NR_027358	chr12(.):52599713-52622597	0.6069
NM_182507	chr12(.):52557779-52590784	0.9374
NM_014212	chr12(.):54361909-54375203	1.5362
NM_017409	chr12(.):54373945-54389062	1.7957
NR_029617	chr12(.):54380521-54390631	1.7043
NM_173860	chr12(.):54343713-54355350	2.1458
NR_003716	chr12(.):54351095-54367515	1.6397
NM_017410	chr12(.):54327575-54345328	1.2656
NM_153693	chr12(.):54405641-54429607	1.6023
NM_018953	chr12(.):54421831-54434144	1.8604
NM_153633	chr12(.):54442660-54454814	0.6011
NR_026658	chr12(.):54467622-54480607	0.2751
NM_004503	chr12(.):54417193-54429607	1.7949
NM_022658	chr12(.):54397889-54411545	2.0579
NR_026655	chr12(.):54447037-54521018	0.3292
NR_003084	chr12(.):54405641-54434144	1.6008
NM_014620	chr12(.):54405641-54454814	1.2433
NR_030753	chr12(.):54422733-54432829	1.8921
NM_001127322	chr12(.):54619730-54658329	0.0447
NM_001127321	chr12(.):54619730-54658370	0.0447
NM_014311	chr12(.):54570251-54587757	0.2948
NM_020142	chr12(.):57623685-57639475	0.9901
NM_001166357	chr12(.):57619142-57633718	0.5313
NR_029416	chr12(.):57618827-57633718	0.5612
NR_029417	chr12(.):57618355-57633718	0.6172
NR_029415	chr12(.):57619110-57633718	0.5341
NM_007224	chr12(.):57605577-57625232	1.6869
NM_145064	chr12(.):57632241-57649969	0.7603
NR_031597	chr12(.):57583286-57593359	1.9176
NM_001112732	chr13(.):113617756-113757862	1.3747
NM_019616	chr13(.):113755104-113779995	0.7808
NM_024979	chr13(.):113628654-113757862	1.383
NR_034002	chr13(.):113616797-113627952	1.2665
NM_000504	chr13(.):113772112-113808843	0.6992
NM_024719	chr13(.):113973504-114023463	0.6295
NM_138430	chr13(.):114071583-114112839	0.3497
NM_199162	chr13(.):114071259-114108457	0.3921
NM_001080464	chr14(.):104547047-104583925	0.8636
NR_029620	chr14(.):104578741-104588851	0.5798
NM_015656	chr14(.):104600059-104652235	0.9222
NM_025055	chr15(.):74523666-74633482	1.1114
NR_036195	chr15(.):42153692-42163749	1.9552
NM_005090	chr15(.):42115282-42145346	0.221
NM_001114633	chr15(.):42126010-42145346	0.2952
NM_016642	chr15(.):42135343-42191275	1.0291
NM_001130137	chr15(.):74416995-74434143	1.0988
NM_001130138	chr15(.):74417589-74434143	1.1167
NM_001130136	chr15(.):74416714-74434143	1.0901
NR_027073	chr15(.):74413713-74426619	1.2718
NM_020851	chr15(.):74417742-74434143	1.123
NM_001142617	chr15(.):74466807-74506371	1.2557
NM_022369	chr15(.):74466807-74500220	1.2982
NM_001142618	chr15(.):74466807-74500556	1.2978
NM_005545	chr15(.):74461086-74474212	1.1976
NM_201526	chr15(.):74461904-74474212	1.2317
NM_001199041	chr15(.):74466807-74505395	1.2787
NM_001199040	chr15(.):74466807-74507046	1.2453
NM_000781	chr15(.):74625102-74665081	0.4598
NM_182791	chr15(.):74605899-74633482	1.1539
NM_001099773	chr15(.):74625102-74663553	0.4697
NR_027024	chr15(.):78201558-78224188	0.4709
NR_026998	chr15(.):78280574-78291567	0.1731
NR_036495	chr15(.):79039378-79050734	0.2572
NM_014272	chr15(.):79046544-79108773	0.746
NM_001126131	chr15(.):89854535-89883026	0.0747
NR_029692	chr15(.):89906247-89916337	1.9821
NR_015411	chr15(.):89916272-89946718	0.4781
NR_002939	chr16(.):29297540-29390597	0.4721
NM_022493	chr16(.):774768-795997	0.4043
NM_018032	chr16(.):233969-284449	0.0747
NM_022773	chr16(.):898634-1025984	1.1129
NM_001172666	chr16(.):635076-684273	0.084
NM_021168	chr16(.):635172-684273	0.0841
NM_001172663	chr16(.):634356-684273	0.0858
NM_001172664	chr16(.):634668-684273	0.0837
NR_033645	chr16(.):898634-1036318	1.1568
NM_001193388	chr16(.):1408205-1469705	0.0539
NM_014714	chr16(.):1555427-1667109	0.5012
NM_001009606	chr16(.):1956464-1973231	1.6603
NM_024507	chr16(.):3009216-3023381	0.8595
NM_001089	chr16(.):2320878-2395747	1.2133
NM_020764	chr16(.):2222183-2251465	1.4212
NM_173618	chr16(.):30002530-30022112	0.4089
NM_183337	chr16(.):313309-330914	1.2566
NM_006849	chr16(.):328117-342209	0.6755
NM_001176	chr16(.):325605-338003	1.041
NM_032039	chr16(.):279800-321119	0.2106
NR_024121	chr16(.):571846-582407	0.068
NM_004204	chr16(.):615003-639108	0.1272
NM_176677	chr16(.):612031-624495	0.5428
NM_005632	chr16(.):572855-609636	0.3667
NR_036137	chr16(.):588276-598366	0.081
NM_145270	chr16(.):605421-620528	1.4695
NM_032259	chr16(.):729701-745400	0.499
NM_001031737	chr16(.):767581-781473	0.4201
NM_138418	chr16(.):686848-703474	0.0881
NM_023933	chr16(.):766157-777590	0.6986
NM_032304	chr16(.):772265-784715	0.2396
NM_138769	chr16(.):713132-729171	0.1442
NM_005861	chr16(.):725114-737768	0.168
NM_003961	chr16(.):721074-733267	0.1931
NM_207112	chr16(.):771957-784715	0.2377
NM_145294	chr16(.):694362-722829	0.0643
NM_153350	chr16(.):737499-760825	1.7441
NM_001005920	chr16(.):726666-739439	0.13
NM_024042	chr16(.):760172-772480	1.1217
NM_005823	chr16(.):805764-823865	1.4562
NM_058192	chr16(.):829973-843383	0.7734
NM_022092	chr16(.):833621-853074	0.4907
NM_016541	chr16(.):843040-855733	0.7115
NM_013404	chr16(.):806072-823865	1.4575
NM_001013638	chr16(.):850442-868861	1.2011
NR_030384	chr16(.):815182-825277	1.7143
NM_001025190	chr16(.):814427-837926	1.7159
NM_001177355	chr16(.):805765-823865	1.4562
NR_036442	chr16(.):1020760-1036318	1.5519
NM_014587	chr16(.):1026807-1041979	1.8583
NR_027242	chr16(.):1109081-1133731	1.6461
NM_001053	chr16(.):1123780-1136454	1.5721
NM_207419	chr16(.):1133225-1151244	1.3302
NM_001172560	chr16(.):1117755-1136454	1.5498
NM_021098	chr16(.):1198240-1276772	2.113
NM_024164	chr16(.):1273335-1285185	2.0163
NM_003294	chr16(.):1285677-1297555	1.894
NM_012467	chr16(.):1266650-1280254	2.8043
NM_012217	chr16(.):1301272-1313494	2.3105
NM_003345	chr16(.):1354637-1380390	0.0891
NM_194261	chr16(.):1354179-1380390	0.0964
NM_023076	chr16(.):1408205-1434684	0.0618
NM_194260	chr16(.):1354360-1380390	0.0943
NM_032520	chr16(.):1396899-1418352	0.072
NM_001001410	chr16(.):1394240-1406873	0.1992
NM_001199097	chr16(.):1378605-1404442	1.013
NM_003933	chr16(.):1379504-1404442	1.0465
NM_001199096	chr16(.):1381197-1404442	1.1021
NM_001287	chr16(.):1489934-1530085	0.2302
NM_016111	chr16(.):1538351-1565460	0.2697
NM_001143980	chr16(.):1479388-1499490	1.8085
NM_001010878	chr16(.):1464943-1484345	1.2978
NM_001013658	chr16(.):1530939-1543468	1.4357
NM_024600	chr16(.):1579230-1610243	0.9394
NM_152764	chr16(.):1878988-1927102	0.1583
NM_001163560	chr16(.):1878983-1927179	0.1581
NR_033914	chr16(.):1923285-1939232	0.2409
NM_002952	chr16(.):2007061-2019827	0.2229
NR_002327	chr16(.):2007334-2017467	0.2274
NR_002326	chr16(.):2007973-2018107	0.1911
NM_004548	chr16(.):2004516-2016976	0.4324
NM_016332	chr16(.):1983233-1998294	0.4013
NM_005061	chr16(.):1989579-2009679	0.6823
NM_006453	chr16(.):2017063-2033751	0.5633
NR_003142	chr16(.):2009996-2020505	0.1266
NR_003020	chr16(.):2010184-2020311	0.1286
NM_174903	chr16(.):2011874-2023976	0.1286
NM_014353	chr16(.):2193650-2209141	0.3473
NR_002736	chr16(.):2200023-2210106	0.1078
NM_000296	chr16(.):2133710-2190899	0.0795
NM_032271	chr16(.):2200798-2233130	0.0915
NR_037467	chr16(.):2180977-2191130	0.1755
NM_022372	chr16(.):2250177-2264418	0.3251
NM_004424	chr16(.):2268566-2290743	0.1856
NM_001374	chr16(.):2281467-2293712	0.2525
NM_182563	chr16(.):2254253-2266069	0.1087
NM_001919	chr16(.):2284872-2306602	0.1739
NR_030636	chr16(.):2316747-2326841	0.4857
NM_001042371	chr16(.):2256602-2269822	0.0819
NM_001199174	chr16(.):2250731-2264418	0.2745
NR_037448	chr16(.):2315713-2325773	0.2708
NM_006711	chr16(.):2298099-2322858	0.0661
NM_080594	chr16(.):2298099-2323413	0.0666
NR_003574	chr16(.):2385922-2481700	0.1941
NM_007108	chr16(.):2816414-2832297	0.2097
NM_145252	chr16(.):2875172-2887285	1.731
NM_006799	chr16(.):2862163-2876718	1.6957
NM_152891	chr16(.):2828953-2841708	1.219
NM_001135086	chr16(.):2843485-2860133	0.6692
NM_022119	chr16(.):2897727-2913171	1.1732
NR_026864	chr16(.):2884573-2897752	0.894
NM_001142499	chr16(.):2928195-2954383	0.1872
