REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM3_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_4454_lociStitched	chr11	69055210	69068285	2	10605	20787.9425	167	1	MYEOV		MYEOV	MYEOV	1.5072	167	1
1_MACS_peak_15453_lociStitched	chr20	45976041	45990170	1	14130	20761.1526	168	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.2623	168	1
3_MACS_peak_7992_lociStitched	chr15	40384367	40402210	3	15428	20717.5073	169	1	BMF		BMF	BMF	0.7973	169	1
4_MACS_peak_11926_lociStitched	chr19	13260485	13279258	4	13296	20635.2816	170	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	1.0042	170	1
8_MACS_peak_15569_lociStitched	chr20	52523370	52559336	8	20390	20597.7282	171	1		SUMO1P1	SUMO1P1	SUMO1P1	0.2032	171	1
1_MACS_peak_4460_lociStitched	chr11	69453034	69470309	1	17276	20510.6075	172	1	CCND1	ORAOV1,FGF19	CCND1	CCND1	0.9355	172	1
4_MACS_peak_7136_lociStitched	chr14	23056159	23074811	4	12912	20436.9964	173	1	ABHD4,DAD1		ABHD4	ABHD4	0.6749	173	1
3_MACS_peak_4380_lociStitched	chr11	66880086	66891544	3	9503	20387.2194	174	1	KDM2A		KDM2A	KDM2A	0.3071	174	1
5_MACS_peak_10891_lociStitched	chr17	75130779	75148616	5	14400	20364.5029	175	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.5048	175	1
6_MACS_peak_130_lociStitched	chr1	8477856	8499957	6	17768	20290.9281	176	1	RERE		RERE	RERE	0.2642	176	1
9_MACS_peak_1730_lociStitched	chr1	155928419	155954428	9	19512	20284.4191	177	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	0.6126	177	1
3_MACS_peak_4400_lociStitched	chr11	67194890	67212803	3	13757	20121.6729	178	1	RPS6KB2,PTPRCAP,CORO1B	RAD9A,TBC1D10C,CARNS1,CABP4,AIP,PPP1CA,GPR152,TMEM134	PTPRCAP	PTPRCAP	0.9216	178	1
10_MACS_peak_6827_lociStitched	chr13	49055953	49085358	10	22436	20107.139	179	1	RB1,RCBTB2	LPAR6	RCBTB2	RCBTB2	0.6366	179	1
4_MACS_peak_12955_lociStitched	chr2	25622622	25645837	4	15514	20083.2965	180	1	DTNB		DNMT3A	DNMT3A	NONE	180	1
5_MACS_peak_18251_lociStitched	chr3	186727283	186750914	5	20895	19961.1057	181	1	ST6GAL1		ST6GAL1	ST6GAL1	0.4849	181	1
6_MACS_peak_4866_lociStitched	chr11	117856392	117883624	6	16833	19941.9936	182	1	IL10RA		IL10RA	IL10RA	0.5527	182	1
3_MACS_peak_9304_lociStitched	chr16	56963440	56982600	3	19046	19937.896	183	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	0.9234	183	1
2_MACS_peak_22483_lociStitched	chr6	159453948	159466806	2	10160	19881.0396	184	1	TAGAP	RSPH3	TAGAP	TAGAP	1.0303	184	1
4_MACS_peak_4299_lociStitched	chr11	65306730	65326830	4	11426	19812.57	185	1	LTBP3	MALAT1,SCYL1,SSSCA1,FAM89B,EHBP1L1,KCNK7	LTBP3	FAM89B	2.1076	185	1
9_MACS_peak_21284_lociStitched	chr6	31781826	31804560	9	14045	19787.6736	186	1	HSPA1A,HSPA1B,C6orf48,SNORD48,HSPA1L	SNORD52,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	HSPA1B	0.9351	186	1
3_MACS_peak_14976_lociStitched	chr20	5092551	5109208	3	8252	19736.8793	187	1	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	0.9508	187	1
4_MACS_peak_4487_lociStitched	chr11	72523904	72544676	4	12849	19706.3964	188	1	ATG16L2	STARD10	ATG16L2	ATG16L2	0.8073	188	1
2_MACS_peak_21898_lociStitched	chr6	108877766	108887980	2	9618	19666.0356	189	1	FOXO3		FOXO3	FOXO3	0.4514	189	1
5_MACS_peak_9869_lociStitched	chr17	8053541	8068186	5	13096	19636.016	190	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	PER1	0.7008	190	1
4_MACS_peak_11545_lociStitched	chr19	1847645	1865701	4	8762	19467.9792	191	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	0.9415	191	1
2_MACS_peak_8458_lociStitched	chr15	75331422	75342653	2	10175	19464.4461	192	1	PPCDC	SCAMP5	PPCDC	PPCDC	0.7546	192	1
2_MACS_peak_25746_lociStitched	chr9	127630405	127643172	2	9151	19416.0536	193	1	ARPC5L,GOLGA1	WDR38,RPL35	ARPC5L	ARPC5L	1.1066	193	1
5_MACS_peak_8967_lociStitched	chr16	11761697	11784321	5	20499	19379.7184	194	1	SNN,TXNDC11		SNN	SNN	0.7527	194	1
5_MACS_peak_10255_lociStitched	chr17	38251149	38270352	5	12765	19370.0661	195	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.9489	195	1
3_MACS_peak_18928_lociStitched	chr4	90210344	90229756	3	16043	19264.4688	196	1	GPRIN3		GPRIN3	GPRIN3	0.3497	196	1
2_MACS_peak_2479_lociStitched	chr1	226910404	226928177	2	17627	19257.0455	197	1	ITPKB		ITPKB	ITPKB	0.5203	197	1
1_MACS_peak_11419_lociStitched	chr18	60821968	60831793	1	9826	19204.9275	198	1	BCL2		BCL2	BCL2	0.4011	198	1
5_MACS_peak_18036_lociStitched	chr3	171802224	171828441	5	23341	19201.3308	199	1	FNDC3B		FNDC3B	FNDC3B	0.259	199	1
2_MACS_peak_15956_lociStitched	chr21	45570411	45581362	2	9237	19199.2932	200	1		PWP2,C21orf33	C21orf33	C21orf33	0.4452	200	1
3_MACS_peak_20834_lociStitched	chr6	286510	307794	3	14641	19055.5652	201	1	DUSP22		DUSP22	DUSP22	0.7273	201	1
4_MACS_peak_23401_lociStitched	chr7	104649694	104659259	4	8284	19049.654	202	1	MLL5,LOC100216545		LOC100216545	LOC100216545	1.4543	202	1
4_MACS_peak_9339_lociStitched	chr16	66549631	66562422	4	11471	19044.5199	203	1	TK2	CKLF,CMTM1	TK2	TK2	0.5733	203	1
6_MACS_peak_17999_lociStitched	chr3	169755105	169777799	6	18727	19010.7638	204	1	GPR160		GPR160	GPR160	0.4322	204	1
1_MACS_peak_12090_lociStitched	chr19	18388869	18393889	1	5021	18935.44	205	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.6896	205	1
2_MACS_peak_7909_lociStitched	chr15	31514735	31532111	2	16206	18915.5136	206	1			KLF13	KLF13	0.98	206	1
3_MACS_peak_9806_lociStitched	chr17	4842285	4854794	3	9446	18909.8553	207	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.282	207	1
5_MACS_peak_1775_lociStitched	chr1	157474941	157498025	5	17018	18873.4784	208	1	FCRL5		FCRL5	FCRL5	0.4776	208	1
5_MACS_peak_7660_lociStitched	chr14	91781761	91803884	5	18582	18857.6452	209	1	CCDC88C		GPR68	GPR68	NONE	209	1
4_MACS_peak_17732_lociStitched	chr3	129023572	129048579	4	14690	18852.7773	210	1	C3orf37,C3orf47,H1FX		H1FX	H1FX	1.1512	210	1
3_MACS_peak_19314_lociStitched	chr4	153468633	153484735	3	15896	18836.1196	211	1		DKFZP434I0714,FBXW7	DKFZP434I0714	DKFZP434I0714	1.5782	211	1
5_MACS_peak_10574_lociStitched	chr17	55612121	55636242	5	16635	18833.6768	212	1	MSI2		MSI2	MSI2	0.4366	212	1
7_MACS_peak_22268_lociStitched	chr6	144650614	144679377	7	20416	18802.3731	213	1	UTRN		UTRN	UTRN	0.1721	213	1
3_MACS_peak_16207_lociStitched	chr22	29206600	29227256	3	18343	18782.5008	214	1		CCDC117,XBP1	XBP1	XBP1	1.7398	214	1
2_MACS_peak_6183_lociStitched	chr12	109020483	109037505	2	16671	18713.9868	215	1	SELPLG	TMEM119	SELPLG	SELPLG	0.7464	215	1
2_MACS_peak_7911_lociStitched	chr15	31546338	31562795	2	12810	18670.4665	216	1			KLF13	KLF13	0.98	216	1
9_MACS_peak_2749_lociStitched	chr10	11704313	11730662	9	18705	18655.092	217	1			USP6NL	USP6NL	0.2957	217	1
2_MACS_peak_23628_lociStitched	chr7	130784615	130797823	2	10357	18629.884	218	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.3141	218	1
10_MACS_peak_21110_lociStitched	chr6	25359281	25393400	10	19783	18553.9122	219	1	LRRC16A		LRRC16A	LRRC16A	0.3002	219	1
6_MACS_peak_14586_lociStitched	chr2	202069186	202099943	6	21389	18534.1682	220	1	CASP10,CASP8	CASP8	CASP8	CASP8	0.3147	220	1
3_MACS_peak_16483_lociStitched	chr22	42140774	42159341	3	16878	18531.7227	221	1	MEI1	CCDC134	CCDC134	CCDC134	0.432	221	1
2_MACS_peak_14828_lociStitched	chr2	232570515	232579317	2	8473	18477.1584	222	1	PTMA,MIR1244-1		PTMA	PTMA	1.2824	222	1
3_MACS_peak_10965_lociStitched	chr17	79817351	79830507	3	10211	18438.134	223	1	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	ARHGDIA	ARHGDIA	0.8595	223	1
2_MACS_peak_9675_lociStitched	chr16	89550739	89558292	2	6784	18364.3642	224	1	ANKRD11	SPG7	ANKRD11	ANKRD11	0.192	224	1
2_MACS_peak_15228_lociStitched	chr20	33291184	33298488	2	5143	18362.9864	225	1	TP53INP2	PIGU	TP53INP2	TP53INP2	1.0519	225	1
3_MACS_peak_21699_lociStitched	chr6	74220667	74234257	3	7492	18303.012	226	1	EEF1A1	MTO1	EEF1A1	EEF1A1	1.2122	226	1
6_MACS_peak_2723_lociStitched	chr10	11282066	11312666	6	17346	18274.32	227	1	CELF2		CELF2	CELF2	0.2192	227	1
2_MACS_peak_10389_lociStitched	chr17	43298370	43309244	2	10814	18229.1736	228	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.7395	228	1
8_MACS_peak_17477_lociStitched	chr3	101495749	101527649	8	19017	18189.38	229	1	FAM55C	NFKBIZ	FAM55C	FAM55C	0.44	229	1
3_MACS_peak_22469_lociStitched	chr6	159224701	159241493	3	12132	18147.1144	230	1	EZR	MIR3918,OSTCL	EZR	EZR	0.5216	230	1
3_MACS_peak_10057_lociStitched	chr17	27037685	27056543	3	10732	18090.4794	231	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,PROCA1,RAB34,TLCD1	SUPT6H,TRAF4,SDF2	RPL23A	RPL23A	0.9567	231	1
2_MACS_peak_25179_lociStitched	chr9	37024132	37038493	2	13214	18089.1156	232	1	PAX5	LOC100506710	PAX5	LOC100506710	0.331	232	1
7_MACS_peak_14517_lociStitched	chr2	197023062	197048328	7	21799	18085.4028	233	1	STK17B		STK17B	STK17B	0.3721	233	1
1_MACS_peak_10561_lociStitched	chr17	55332483	55339421	1	6939	18075.5714	234	1	MSI2		MSI2	MSI2	0.4366	234	1
1_MACS_peak_11537_lociStitched	chr19	1645664	1653803	1	8140	18063.6966	235	1	TCF3	UQCR11	TCF3	TCF3	0.6115	235	1
2_MACS_peak_6180_lociStitched	chr12	108953849	108970375	2	13653	17991.8562	236	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.0542	236	1
7_MACS_peak_21099_lociStitched	chr6	25293997	25321179	7	21861	17972.7384	237	1	LRRC16A		LRRC16A	LRRC16A	0.3002	237	1
4_MACS_peak_13683_lociStitched	chr2	87796386	87822239	4	22062	17952.3232	238	1	NCRNA00152		NCRNA00152	NCRNA00152	0.5101	238	1
5_MACS_peak_26813_lociStitched	chrX	153706336	153727115	5	12186	17938.5107	239	1	LAGE3,UBL4A,SLC10A3	ATP6AP1,GDI1,FAM50A,PLXNA3,IKBKG,FAM3A,G6PD	UBL4A	UBL4A	1.0539	239	1
7_MACS_peak_17437_lociStitched	chr3	98474627	98504659	7	21529	17932.1072	240	1	ST3GAL6		ST3GAL6	ST3GAL6	0.4499	240	1
3_MACS_peak_8854_lociStitched	chr16	2556598	2571066	3	7239	17914.2776	241	1	ATP6V0C,AMDHD2	C16orf59,NTN3,TBC1D24,PDPK1,CEMP1,MIR3178	ATP6V0C	ATP6V0C	0.9959	241	1
11_MACS_peak_17984_lociStitched	chr3	169647696	169674545	11	20224	17913.6528	242	1	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.7283	242	1
4_MACS_peak_6940_lociStitched	chr13	74528126	74550961	4	18366	17884.372	243	1	KLF12		KLF12	KLF12	0.2168	243	1
4_MACS_peak_1507_lociStitched	chr1	145434459	145457400	4	14925	17781.5691	244	1	TXNIP,POLR3GL	HFE2,ANKRD34A,LIX1L	TXNIP	TXNIP	0.6971	244	1
1_MACS_peak_24705_lociStitched	chr8	126441186	126449997	1	8812	17772.6681	245	1	TRIB1		TRIB1	TRIB1	1.0951	245	1
2_MACS_peak_9472_lociStitched	chr16	71730999	71748710	2	17429	17748.1931	246	1	PHLPP2,SNORA70D	SNORD71	SNORA70D	SNORA70D	0.4891	246	1
8_MACS_peak_1218_lociStitched	chr1	94154401	94183084	8	17647	17683.0695	247	1		BCAR3	BCAR3	BCAR3	0.2147	247	1
2_MACS_peak_12306_lociStitched	chr19	39338614	39348856	2	7642	17642.8692	248	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.781	248	1
6_MACS_peak_24613_lociStitched	chr8	120915548	120935394	6	15075	17611.3404	249	1	DEPDC6	DSCC1	DEPDC6	DEPDC6	0.2947	249	1
2_MACS_peak_15185_lociStitched	chr20	32461131	32474061	2	11223	17560.233	250	1			CHMP4B	CHMP4B	NONE	250	1
6_MACS_peak_5017_lociStitched	chr11	130015344	130037611	6	16044	17557.5295	251	1	ST14		ST14	ST14	0.379	251	1
3_MACS_peak_15090_lociStitched	chr20	23329744	23344191	3	7622	17503.9852	252	1	NXT1	GZF1	NXT1	NXT1	0.8186	252	1
6_MACS_peak_2460_lociStitched	chr1	226535664	226561563	6	18035	17489.5947	253	1	PARP1	LIN9	PARP1	PARP1	0.3895	253	1
4_MACS_peak_21136_lociStitched	chr6	26183284	26207073	4	12648	17477.7783	254	1	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	0.7763	254	1
2_MACS_peak_9604_lociStitched	chr16	85779374	85793724	2	14286	17465.385	255	1	C16orf74	COX4I1,MIR1910,COX4NB	C16orf74	C16orf74	0.3798	255	1
1_MACS_peak_22165_lociStitched	chr6	136608650	136612690	1	4041	17465.324	256	1	BCLAF1	FAM54A	BCLAF1	BCLAF1	0.5205	256	1
3_MACS_peak_17492_lociStitched	chr3	104232630	104246817	3	13689	17444.3352	257	1			MIR548A3	MIR548A3	NONE	257	1
3_MACS_peak_2244_lociStitched	chr1	204474871	204492060	3	11098	17424.4893	258	1	MDM4	PIK3C2B	MDM4	MDM4	0.3668	258	1
2_MACS_peak_1764_lociStitched	chr1	156709645	156722471	2	10643	17413.8602	259	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.5838	259	1
8_MACS_peak_15129_lociStitched	chr20	30271658	30300934	8	17459	17316.754	260	1	BCL2L1	COX4I2,TPX2	BCL2L1	BCL2L1	0.4076	260	1
2_MACS_peak_18382_lociStitched	chr4	1712697	1725824	2	10986	17300.0733	261	1	TACC3,SLBP,TMEM129	FAM53A	TMEM129	TMEM129	1.1483	261	1
3_MACS_peak_22399_lociStitched	chr6	157873844	157889824	3	14184	17282.37	262	1	ZDHHC14		MIR3692	MIR3692	0.3137	262	1
2_MACS_peak_12513_lociStitched	chr19	47216580	47226600	2	9498	17260.452	263	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.4374	263	1
5_MACS_peak_5931_lociStitched	chr12	89736836	89751116	5	12935	17251.668	264	1	DUSP6		DUSP6	DUSP6	1.1958	264	1
4_MACS_peak_21011_lociStitched	chr6	15239660	15258081	4	11607	17247.5823	265	1	JARID2		JARID2	JARID2	0.1622	265	1
4_MACS_peak_17538_lociStitched	chr3	111832762	111854708	4	21031	17163.9666	266	1	C3orf52,GCET2	MIR567	GCET2	GCET2	0.7503	266	1
2_MACS_peak_22770_lociStitched	chr7	26233458	26243022	2	8196	17153.034	267	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.9774	267	1
3_MACS_peak_20338_lociStitched	chr5	132385935	132400399	3	5091	17122.4832	268	1	HSPA4	ZCCHC10	HSPA4	HSPA4	0.4519	268	1
4_MACS_peak_4874_lociStitched	chr11	118269068	118286795	4	13013	17110.1004	269	1	UBE4A,ATP5L	MLL	ATP5L	ATP5L	0.9322	269	1
1_MACS_peak_7917_lociStitched	chr15	31615285	31621853	1	6569	17074.1728	270	1	KLF13		KLF13	KLF13	0.98	270	1
3_MACS_peak_16492_lociStitched	chr22	42314924	42325831	3	9870	17066.1829	271	1	TNFRSF13C	MIR33A,LOC339674,SEPT3,CENPM	TNFRSF13C	TNFRSF13C	1.2495	271	1
3_MACS_peak_14051_lociStitched	chr2	136882584	136898396	3	14546	17065.8916	272	1		CXCR4	CXCR4	CXCR4	0.5873	272	1
1_MACS_peak_23883_lociStitched	chr8	12610215	12617295	1	7081	17057.136	273	1	LONRF1	MIR3926-2,MIR3926-1	LONRF1	LONRF1	0.4658	273	1
4_MACS_peak_25104_lociStitched	chr9	33286583	33299778	4	11552	17018.911	274	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	BAG1	0.4067	274	1
2_MACS_peak_23307_lociStitched	chr7	100025499	100034695	2	5242	17014.4392	275	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.1462	275	1
6_MACS_peak_7758_lociStitched	chr14	102275473	102294885	6	13680	17001.0296	276	1	PPP2R5C		PPP2R5C	PPP2R5C	0.3271	276	1
3_MACS_peak_18690_lociStitched	chr4	48191218	48207604	3	13242	16980.8118	277	1	TEC		TXK	TXK	NONE	277	1
2_MACS_peak_9837_lociStitched	chr17	7209676	7219571	2	6336	16962.9985	278	1	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	EIF5A	1.1234	278	1
7_MACS_peak_23487_lociStitched	chr7	114555985	114578000	7	19755	16896.5125	279	1	MDFIC		MDFIC	MDFIC	0.7774	279	1
1_MACS_peak_4408_lociStitched	chr11	67271667	67276992	1	5326	16888.77	280	1	PITPNM1,CDK2AP2	CABP4,AIP,TMEM134,CABP2	PITPNM1	PITPNM1	0.8518	280	1
3_MACS_peak_3095_lociStitched	chr10	63803184	63816400	3	12352	16883.44	281	1	ARID5B		ARID5B	ARID5B	0.3531	281	1
3_MACS_peak_10708_lociStitched	chr17	62957282	62973039	3	9954	16872.5956	282	1	AMZ2P1	LRRC37A3	AMZ2P1	AMZ2P1	0.9014	282	1
2_MACS_peak_10840_lociStitched	chr17	73774107	73783486	2	7783	16849.3735	283	1	UNK,H3F3B	GALK1	UNK	UNK	0.4146	283	1
1_MACS_peak_16472_lociStitched	chr22	41839729	41845278	1	5550	16771.2976	284	1	TOB2	ACO2,PHF5A	TOB2	TOB2	0.8435	284	1
8_MACS_peak_13159_lociStitched	chr2	40339664	40371662	8	19267	16741.3536	285	1	SLC8A1		SLC8A1	SLC8A1	0.1799	285	1
5_MACS_peak_15108_lociStitched	chr20	25260283	25281446	5	16283	16729.3515	286	1	PYGB,ABHD12		PYGB	PYGB	0.3992	286	1
1_MACS_peak_8477_lociStitched	chr15	75742457	75749015	1	6559	16724.2116	287	1	SIN3A		SIN3A	SIN3A	0.3228	287	1
2_MACS_peak_23000_lociStitched	chr7	50343156	50359035	2	15619	16690.4169	288	1	IKZF1		IKZF1	IKZF1	0.2988	288	1
4_MACS_peak_19897_lociStitched	chr5	71586511	71604977	4	14650	16680.3378	289	1	MRPS27	PTCD2	MRPS27	MRPS27	0.2611	289	1
5_MACS_peak_25174_lociStitched	chr9	36988711	37012258	5	17907	16666.5666	290	1	PAX5		PAX5	PAX5	0.2653	290	1
4_MACS_peak_12477_lociStitched	chr19	45942425	45959823	4	10535	16613.3502	291	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	FOSB	1.1355	291	1
2_MACS_peak_19321_lociStitched	chr4	153580241	153593925	2	10796	16595.9552	292	1	TMEM154		TMEM154	TMEM154	0.5962	292	1
1_MACS_peak_4248_lociStitched	chr11	64544216	64547693	1	3478	16594.3302	293	1	SF1	RASGRP2,PYGM,MAP4K2,MEN1	SF1	SF1	0.8572	293	1
1_MACS_peak_12720_lociStitched	chr19	55762482	55771709	1	9228	16543.0883	294	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.5133	294	1
2_MACS_peak_6440_lociStitched	chr12	123408419	123423369	2	14784	16467.425	295	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	VPS37B	1.2726	295	1
6_MACS_peak_15548_lociStitched	chr20	52195010	52213614	6	17624	16457.0984	296	1	ZNF217		ZNF217	ZNF217	0.3267	296	1
1_MACS_peak_12700_lociStitched	chr19	54692563	54696283	1	3721	16445.004	297	1	TSEN34,MBOAT7	RPS9,LENG1,TMC4,LILRB3	TSEN34	TSEN34	1.2358	297	1
2_MACS_peak_10459_lociStitched	chr17	46124594	46135871	2	6834	16426.0782	298	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	0.8093	298	1
1_MACS_peak_24500_lociStitched	chr8	101961940	101966315	1	4376	16407.5625	299	1	YWHAZ		YWHAZ	YWHAZ	0.4762	299	1
4_MACS_peak_23772_lociStitched	chr7	150064160	150081291	4	10312	16380.6622	300	1	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,LOC285972,ACTR3C,RARRES2	ZNF775	LOC728743	0.7669	300	1
2_MACS_peak_21120_lociStitched	chr6	25402642	25417855	2	14919	16370.7093	301	1	LRRC16A		LRRC16A	LRRC16A	0.3002	301	1
3_MACS_peak_16655_lociStitched	chr3	3137035	3153778	3	10522	16351.2138	302	1	IL5RA	TRNT1	IL5RA	IL5RA	0.4372	302	1
2_MACS_peak_22499_lociStitched	chr6	163826521	163838175	2	6710	16342.4042	303	1	QKI,LOC100526820		LOC100526820	LOC100526820	1.392	303	1
3_MACS_peak_21185_lociStitched	chr6	27791090	27807914	3	8730	16324.3272	304	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	0.8879	304	1
3_MACS_peak_23331_lociStitched	chr7	101495306	101515057	3	16617	16282.7244	305	1	CUX1		CUX1	CUX1	0.1595	305	1
2_MACS_peak_17128_lociStitched	chr3	49054675	49060892	2	5724	16263.672	306	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	MIR425	MIR425	1.6804	306	1
3_MACS_peak_16371_lociStitched	chr22	38699167	38714940	3	14708	16263.5403	307	1	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.5538	307	1
5_MACS_peak_20698_lociStitched	chr5	173160728	173179088	5	13490	16169.652	308	1			BOD1	BOD1	NONE	308	1
12_MACS_peak_16864_lociStitched	chr3	30670010	30703349	12	22516	16166.0811	309	1	TGFBR2		TGFBR2	TGFBR2	0.2576	309	1
7_MACS_peak_16915_lociStitched	chr3	32461099	32482835	7	17150	16123.7648	310	1	CMTM7		CMTM7	CMTM7	0.3423	310	1
5_MACS_peak_11938_lociStitched	chr19	13943947	13958953	5	10589	16038.4128	311	1	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	0.9169	311	1
5_MACS_peak_24841_lociStitched	chr8	144594474	144612530	5	10823	16022.8944	312	1	ZC3H3	GSDMD,C8orf73,NAPRT1	ZC3H3	ZC3H3	0.235	312	1
6_MACS_peak_21564_lociStitched	chr6	52382361	52404266	6	19072	15968.745	313	1	TRAM2		TRAM2	TRAM2	0.6107	313	1
13_MACS_peak_13883_lociStitched	chr2	112184825	112211872	13	20010	15925.2736	314	1	LOC541471		LOC541471	LOC541471	0.302	314	1
3_MACS_peak_1745_lociStitched	chr1	156115906	156136474	3	17241	15921.6888	315	1	SEMA4A	LMNA,SLC25A44,PMF1	SEMA4A	SEMA4A	0.4885	315	1
5_MACS_peak_25526_lociStitched	chr9	105950410	105969768	5	18135	15892.918	316	1			CYLC2	CYLC2	NONE	316	1
3_MACS_peak_25199_lociStitched	chr9	37322091	37339826	3	17504	15840.902	317	1	ZCCHC7		GRHPR	GRHPR	NONE	317	1
3_MACS_peak_21323_lociStitched	chr6	33279832	33292649	3	8995	15821.3048	318	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	0.9373	318	1
2_MACS_peak_4845_lociStitched	chr11	115089221	115101492	2	9127	15819.7732	319	1	CADM1		CADM1	CADM1	0.1752	319	1
2_MACS_peak_18612_lociStitched	chr4	38664106	38676856	2	12743	15801.075	320	1	KLF3,FLJ13197		FLJ13197	FLJ13197	0.2392	320	1
7_MACS_peak_20353_lociStitched	chr5	133967737	133986941	7	16077	15791.4492	321	1	SEC24A,SAR1B		SEC24A	SEC24A	0.1917	321	1
9_MACS_peak_8347_lociStitched	chr15	68479206	68503869	9	17084	15789.2526	322	1	PIAS1,CALML4,CLN6		CALML4	CALML4	0.6279	322	1
4_MACS_peak_24250_lociStitched	chr8	61812040	61829878	4	11078	15720.6294	323	1			LOC100130298	LOC100130298	NONE	323	1
3_MACS_peak_23397_lociStitched	chr7	104576045	104587299	3	9847	15693.703	324	1		LOC723809	LOC723809	LOC723809	0.0963	324	1
6_MACS_peak_9989_lociStitched	chr17	19197310	19214797	6	12976	15687.5877	325	1	EPN2	MIR1180	MIR1180	MIR1180	0.102	325	1
5_MACS_peak_13248_lociStitched	chr2	46783607	46803025	5	16464	15683.9186	326	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.6338	326	1
3_MACS_peak_8630_lociStitched	chr15	89177667	89191495	3	8987	15683.7176	327	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	ISG20	0.6838	327	1
4_MACS_peak_15216_lociStitched	chr20	32988639	33009342	4	18055	15672.171	328	1	ITCH	MIR644	ITCH	ITCH	0.3373	328	1
1_MACS_peak_20971_lociStitched	chr6	11827756	11836240	1	8485	15631.77	329	1		C6orf105	C6orf105	C6orf105	0.1226	329	1
8_MACS_peak_12291_lociStitched	chr19	39138105	39161329	8	15267	15585.6264	330	1	ACTN4	EIF3K,MAP4K1	ACTN4	ACTN4	0.3196	330	1
11_MACS_peak_14331_lociStitched	chr2	173443469	173471823	11	16580	15577.6876	331	1	PDK1		PDK1	PDK1	0.5227	331	1
