GENE_ID	locusLine	bin_1_39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_8904_lociStitched	chr15(.):52470711-52473263	0.1574
2_MACS_peak_8905_lociStitched	chr15(.):52548379-52555544	0.1507
1_MACS_peak_8907_lociStitched	chr15(.):52585688-52588692	0.1901
2_MACS_peak_8908_lociStitched	chr15(.):52622862-52625817	0.1436
1_MACS_peak_8910_lociStitched	chr15(.):52661871-52663256	0.1785
2_MACS_peak_8911_lociStitched	chr15(.):52670472-52676378	0.1785
1_MACS_peak_8913_lociStitched	chr15(.):52700699-52702302	0.2081
1_MACS_peak_8914_lociStitched	chr15(.):52754382-52759786	0.2255
2_MACS_peak_8915_lociStitched	chr15(.):52771472-52780403	0.1595
2_MACS_peak_8917_lociStitched	chr15(.):52795560-52800382	0.141
1_MACS_peak_8919_lociStitched	chr15(.):52812069-52813337	0.1468
1_MACS_peak_8920_lociStitched	chr15(.):52819454-52822680	0.1892
1_MACS_peak_8921_lociStitched	chr15(.):52858753-52861901	0.2477
1_MACS_peak_8922_lociStitched	chr15(.):52950625-52952264	0.2052
4_MACS_peak_8923_lociStitched	chr15(.):52959299-52977248	0.1769
1_MACS_peak_8927_lociStitched	chr15(.):53000190-53003602	0.2059
1_MACS_peak_8928_lociStitched	chr15(.):53020819-53025338	0.1884
1_MACS_peak_8929_lociStitched	chr15(.):53082290-53083226	0.0928
1_MACS_peak_8930_lociStitched	chr15(.):54210115-54211333	0.1119
1_MACS_peak_8931_lociStitched	chr15(.):54810907-54812827	0.1694
1_MACS_peak_8932_lociStitched	chr15(.):54873918-54877932	0.1847
1_MACS_peak_8933_lociStitched	chr15(.):55094656-55096965	0.2718
1_MACS_peak_8934_lociStitched	chr15(.):55131508-55132435	0.1616
1_MACS_peak_8935_lociStitched	chr15(.):55488005-55490430	0.2005
2_MACS_peak_8936_lociStitched	chr15(.):55568754-55583366	0.1584
1_MACS_peak_8938_lociStitched	chr15(.):55610443-55612306	0.2121
1_MACS_peak_8939_lociStitched	chr15(.):55664157-55665844	0.1629
2_MACS_peak_8940_lociStitched	chr15(.):55694178-55701524	0.1641
1_MACS_peak_8942_lociStitched	chr15(.):55789828-55791358	0.203
1_MACS_peak_8943_lociStitched	chr15(.):55879451-55880988	0.0604
1_MACS_peak_8944_lociStitched	chr15(.):56121868-56123068	0.2446
1_MACS_peak_8945_lociStitched	chr15(.):56284883-56286783	0.153
1_MACS_peak_8946_lociStitched	chr15(.):56534392-56538846	0.1314
1_MACS_peak_8947_lociStitched	chr15(.):56648138-56649808	0.1805
1_MACS_peak_8948_lociStitched	chr15(.):56656061-56666308	0.1725
1_MACS_peak_8949_lociStitched	chr15(.):57024332-57026204	0.1275
1_MACS_peak_8950_lociStitched	chr15(.):57178705-57180551	0.1956
1_MACS_peak_8951_lociStitched	chr15(.):57209712-57212634	0.223
1_MACS_peak_8952_lociStitched	chr15(.):57427883-57428988	0.1044
1_MACS_peak_8953_lociStitched	chr15(.):57998128-58000072	0.1725
1_MACS_peak_8954_lociStitched	chr15(.):58068665-58070211	0.1222
1_MACS_peak_8955_lociStitched	chr15(.):58089362-58090786	0.1263
1_MACS_peak_8956_lociStitched	chr15(.):58560954-58562974	0.1805
2_MACS_peak_8957_lociStitched	chr15(.):58583613-58591203	0.196
1_MACS_peak_8959_lociStitched	chr15(.):58623193-58625712	0.204
1_MACS_peak_8960_lociStitched	chr15(.):58698727-58700290	0.1589
1_MACS_peak_8961_lociStitched	chr15(.):58755096-58757567	0.1622
1_MACS_peak_8962_lociStitched	chr15(.):58795889-58798058	0.1556
1_MACS_peak_8963_lociStitched	chr15(.):58809980-58811031	0.1709
1_MACS_peak_8964_lociStitched	chr15(.):58920131-58921707	0.1663
1_MACS_peak_8965_lociStitched	chr15(.):59039461-59043438	0.2205
2_MACS_peak_8966_lociStitched	chr15(.):59062386-59070001	0.1721
1_MACS_peak_8968_lociStitched	chr15(.):59223879-59227434	0.1741
4_MACS_peak_8969_lociStitched	chr15(.):59266954-59281135	0.1646
1_MACS_peak_8973_lociStitched	chr15(.):59396354-59398549	0.1921
1_MACS_peak_8974_lociStitched	chr15(.):59457664-59458687	0.1739
1_MACS_peak_8975_lociStitched	chr15(.):59528587-59531179	0.1839
1_MACS_peak_8976_lociStitched	chr15(.):59808444-59810202	0.1603
1_MACS_peak_8977_lociStitched	chr15(.):59835427-59837078	0.2141
1_MACS_peak_8978_lociStitched	chr15(.):59948775-59950153	0.1752
2_MACS_peak_8979_lociStitched	chr15(.):59977558-59982770	0.1922
1_MACS_peak_8981_lociStitched	chr15(.):60210955-60212551	0.1601
1_MACS_peak_8982_lociStitched	chr15(.):60268119-60269499	0.1774
1_MACS_peak_8983_lociStitched	chr15(.):60288796-60290395	0.1994
1_MACS_peak_8984_lociStitched	chr15(.):60297792-60299887	0.1344
1_MACS_peak_8985_lociStitched	chr15(.):60309517-60310504	0.1714
3_MACS_peak_8986_lociStitched	chr15(.):60413431-60423288	0.1366
1_MACS_peak_8989_lociStitched	chr15(.):60520660-60521637	0.1048
1_MACS_peak_8990_lociStitched	chr15(.):60547265-60548499	0.1853
1_MACS_peak_8991_lociStitched	chr15(.):60612004-60613441	0.2319
1_MACS_peak_8992_lociStitched	chr15(.):60680968-60682116	0.1866
1_MACS_peak_8993_lociStitched	chr15(.):60688529-60691337	0.1862
1_MACS_peak_8994_lociStitched	chr15(.):60769667-60773020	0.2179
1_MACS_peak_8995_lociStitched	chr15(.):60799455-60801046	0.1565
1_MACS_peak_8996_lociStitched	chr15(.):60860370-60861297	0.1921
2_MACS_peak_8997_lociStitched	chr15(.):60876042-60885557	0.1183
1_MACS_peak_8999_lociStitched	chr15(.):60941548-60943071	0.1443
1_MACS_peak_9000_lociStitched	chr15(.):60952341-60953263	0.2026
1_MACS_peak_9001_lociStitched	chr15(.):61461678-61462841	0.1327
1_MACS_peak_9002_lociStitched	chr15(.):61992616-61993843	0.1631
1_MACS_peak_9003_lociStitched	chr15(.):62262024-62262695	0.1162
1_MACS_peak_9004_lociStitched	chr15(.):62338075-62339942	0.1399
1_MACS_peak_9005_lociStitched	chr15(.):62351265-62353808	0.1726
1_MACS_peak_9006_lociStitched	chr15(.):62360244-62361278	0.1149
1_MACS_peak_9007_lociStitched	chr15(.):62375419-62376480	0.1198
1_MACS_peak_9008_lociStitched	chr15(.):62540250-62541407	0.1158
1_MACS_peak_9009_lociStitched	chr15(.):62681722-62684044	0.1214
1_MACS_peak_9010_lociStitched	chr15(.):63232305-63233755	0.1799
1_MACS_peak_9011_lociStitched	chr15(.):63339895-63341818	0.1691
1_MACS_peak_9012_lociStitched	chr15(.):63413382-63414859	0.2091
1_MACS_peak_9013_lociStitched	chr15(.):63448110-63450787	0.1829
1_MACS_peak_9014_lociStitched	chr15(.):63480726-63486918	0.2006
1_MACS_peak_9015_lociStitched	chr15(.):63568855-63569635	0.2238
4_MACS_peak_9016_lociStitched	chr15(.):63765609-63780160	0.156
1_MACS_peak_9020_lociStitched	chr15(.):63794806-63798769	0.1753
1_MACS_peak_9021_lociStitched	chr15(.):63891043-63894729	0.1687
1_MACS_peak_9022_lociStitched	chr15(.):63902267-63903505	0.1574
1_MACS_peak_9023_lociStitched	chr15(.):63918727-63919960	0.2007
1_MACS_peak_9024_lociStitched	chr15(.):63960368-63961976	0.1163
1_MACS_peak_9025_lociStitched	chr15(.):64004866-64005837	0.1445
1_MACS_peak_9026_lociStitched	chr15(.):64124933-64127052	0.1663
1_MACS_peak_9027_lociStitched	chr15(.):64188543-64189611	0.2343
1_MACS_peak_9028_lociStitched	chr15(.):64262256-64264564	0.1962
1_MACS_peak_9029_lociStitched	chr15(.):64338576-64339238	0.1707
2_MACS_peak_9030_lociStitched	chr15(.):64381608-64389310	0.2124
1_MACS_peak_9032_lociStitched	chr15(.):64442954-64446742	0.1668
1_MACS_peak_9033_lociStitched	chr15(.):64453490-64456573	0.1782
1_MACS_peak_9034_lociStitched	chr15(.):64647174-64649291	0.2478
2_MACS_peak_9035_lociStitched	chr15(.):64672528-64680706	0.1325
2_MACS_peak_9037_lociStitched	chr15(.):64752153-64757833	0.1394
1_MACS_peak_9039_lociStitched	chr15(.):64863648-64865039	0.1871
1_MACS_peak_9040_lociStitched	chr15(.):64888445-64890335	0.2698
2_MACS_peak_9041_lociStitched	chr15(.):64939321-64944852	0.144
1_MACS_peak_9043_lociStitched	chr15(.):64994438-64996226	0.2377
1_MACS_peak_9044_lociStitched	chr15(.):65116836-65118715	0.246
1_MACS_peak_9045_lociStitched	chr15(.):65132939-65136165	0.1944
2_MACS_peak_9046_lociStitched	chr15(.):65169259-65177133	0.1401
1_MACS_peak_9048_lociStitched	chr15(.):65183576-65189518	0.2412
1_MACS_peak_9049_lociStitched	chr15(.):65203148-65205110	0.1801
1_MACS_peak_9050_lociStitched	chr15(.):65219997-65223583	0.2097
1_MACS_peak_9051_lociStitched	chr15(.):65281066-65283308	0.1801
1_MACS_peak_9052_lociStitched	chr15(.):65320908-65322358	0.0914
1_MACS_peak_9053_lociStitched	chr15(.):65344386-65345824	0.2074
1_MACS_peak_9054_lociStitched	chr15(.):65424404-65426974	0.1646
1_MACS_peak_9055_lociStitched	chr15(.):65475842-65478720	0.1991
1_MACS_peak_9056_lociStitched	chr15(.):65577997-65580033	0.1438
4_MACS_peak_9057_lociStitched	chr15(.):65587618-65598005	0.1577
1_MACS_peak_9061_lociStitched	chr15(.):65677098-65678404	0.1561
1_MACS_peak_9062_lociStitched	chr15(.):65808815-65810698	0.166
1_MACS_peak_9063_lociStitched	chr15(.):65821879-65823765	0.1727
1_MACS_peak_9064_lociStitched	chr15(.):65902312-65904532	0.2152
1_MACS_peak_9065_lociStitched	chr15(.):66083020-66086292	0.2131
1_MACS_peak_9066_lociStitched	chr15(.):66124492-66126450	0.1871
1_MACS_peak_9067_lociStitched	chr15(.):66161108-66163667	0.2011
1_MACS_peak_9068_lociStitched	chr15(.):66584933-66587824	0.151
1_MACS_peak_9069_lociStitched	chr15(.):66647834-66649807	0.1857
1_MACS_peak_9070_lociStitched	chr15(.):66661898-66663110	0.1637
2_MACS_peak_9071_lociStitched	chr15(.):66678418-66683784	0.1666
2_MACS_peak_9073_lociStitched	chr15(.):66788969-66798531	0.1724
1_MACS_peak_9075_lociStitched	chr15(.):66992895-66994778	0.1381
1_MACS_peak_9076_lociStitched	chr15(.):67357755-67359490	0.1092
2_MACS_peak_9077_lociStitched	chr15(.):67372677-67379248	0.1633
1_MACS_peak_9079_lociStitched	chr15(.):67392706-67395401	0.2098
2_MACS_peak_9080_lociStitched	chr15(.):67425834-67430534	0.1996
1_MACS_peak_9082_lociStitched	chr15(.):67532366-67535478	0.2129
2_MACS_peak_9083_lociStitched	chr15(.):67541774-67547944	0.1598
1_MACS_peak_9085_lociStitched	chr15(.):67812411-67815032	0.1689
1_MACS_peak_9086_lociStitched	chr15(.):67833400-67835804	0.1505
1_MACS_peak_9087_lociStitched	chr15(.):68074497-68078279	0.2381
1_MACS_peak_9088_lociStitched	chr15(.):68131440-68133715	0.237
1_MACS_peak_9089_lociStitched	chr15(.):68155624-68156463	0.1183
1_MACS_peak_9090_lociStitched	chr15(.):68176880-68177734	0.0993
1_MACS_peak_9091_lociStitched	chr15(.):68203542-68204566	0.164
1_MACS_peak_9092_lociStitched	chr15(.):68238251-68240363	0.1662
1_MACS_peak_9093_lociStitched	chr15(.):68345815-68348318	0.1492
1_MACS_peak_9094_lociStitched	chr15(.):68390170-68391696	0.106
1_MACS_peak_9095_lociStitched	chr15(.):68478782-68483708	0.2077
2_MACS_peak_9096_lociStitched	chr15(.):68494785-68503413	0.1153
2_MACS_peak_9098_lociStitched	chr15(.):68516598-68523051	0.1955
1_MACS_peak_9100_lociStitched	chr15(.):68530135-68531724	0.1178
1_MACS_peak_9101_lociStitched	chr15(.):68548373-68550407	0.1455
3_MACS_peak_9102_lociStitched	chr15(.):68568647-68599590	0.1788
1_MACS_peak_9105_lociStitched	chr15(.):69083373-69085316	0.1542
1_MACS_peak_9106_lociStitched	chr15(.):69108752-69114992	0.156
1_MACS_peak_9107_lociStitched	chr15(.):69125867-69127326	0.1784
1_MACS_peak_9108_lociStitched	chr15(.):69222467-69223683	0.1507
1_MACS_peak_9109_lociStitched	chr15(.):69451865-69454494	0.1744
1_MACS_peak_9110_lociStitched	chr15(.):69706076-69707751	0.1447
1_MACS_peak_9111_lociStitched	chr15(.):69743774-69746668	0.2282
1_MACS_peak_9112_lociStitched	chr15(.):69754505-69755976	0.2407
1_MACS_peak_9113_lociStitched	chr15(.):69958570-69962372	0.1743
1_MACS_peak_9114_lociStitched	chr15(.):70006025-70007318	0.1585
2_MACS_peak_9115_lociStitched	chr15(.):70046442-70054206	0.2211
1_MACS_peak_9117_lociStitched	chr15(.):70172405-70174549	0.173
1_MACS_peak_9118_lociStitched	chr15(.):70270878-70274329	0.2634
3_MACS_peak_9119_lociStitched	chr15(.):70306672-70316547	0.1852
1_MACS_peak_9122_lociStitched	chr15(.):70327269-70330357	0.1948
1_MACS_peak_9123_lociStitched	chr15(.):70386818-70394328	0.181
1_MACS_peak_9124_lociStitched	chr15(.):70488058-70490225	0.1841
1_MACS_peak_9125_lociStitched	chr15(.):70549861-70550959	0.086
1_MACS_peak_9126_lociStitched	chr15(.):70591499-70594799	0.1977
1_MACS_peak_9127_lociStitched	chr15(.):70610794-70613623	0.1772
1_MACS_peak_9128_lociStitched	chr15(.):70619705-70620807	0.0925
1_MACS_peak_9129_lociStitched	chr15(.):70726542-70729683	0.2212
1_MACS_peak_9130_lociStitched	chr15(.):70751852-70753332	0.1364
1_MACS_peak_9131_lociStitched	chr15(.):70770167-70772351	0.1692
1_MACS_peak_9132_lociStitched	chr15(.):70783670-70786286	0.2094
1_MACS_peak_9133_lociStitched	chr15(.):70795229-70798695	0.1908
1_MACS_peak_9134_lociStitched	chr15(.):70961038-70962139	0.2079
1_MACS_peak_9135_lociStitched	chr15(.):71054586-71056632	0.1522
1_MACS_peak_9136_lociStitched	chr15(.):71183991-71185753	0.1788
1_MACS_peak_9137_lociStitched	chr15(.):71395029-71396227	0.1477
2_MACS_peak_9138_lociStitched	chr15(.):71407331-71408910	0.1193
1_MACS_peak_9140_lociStitched	chr15(.):71968735-71970409	0.1788
1_MACS_peak_9141_lociStitched	chr15(.):72409142-72411752	0.185
2_MACS_peak_9142_lociStitched	chr15(.):72521592-72530362	0.1593
1_MACS_peak_9144_lociStitched	chr15(.):72563806-72566079	0.2089
1_MACS_peak_9145_lociStitched	chr15(.):72667505-72669689	0.1942
1_MACS_peak_9146_lociStitched	chr15(.):72753815-72755270	0.2038
1_MACS_peak_9147_lociStitched	chr15(.):72765170-72768516	0.2026
1_MACS_peak_9148_lociStitched	chr15(.):72907653-72908971	0.2312
1_MACS_peak_9149_lociStitched	chr15(.):72928622-72930218	0.1665
1_MACS_peak_9150_lociStitched	chr15(.):72977450-72979474	0.2658
2_MACS_peak_9151_lociStitched	chr15(.):73029718-73033787	0.1857
1_MACS_peak_9153_lociStitched	chr15(.):73074615-73077503	0.1971
1_MACS_peak_9154_lociStitched	chr15(.):73088646-73089985	0.132
1_MACS_peak_9155_lociStitched	chr15(.):73118973-73120473	0.1822
1_MACS_peak_9156_lociStitched	chr15(.):73130254-73131460	0.1442
2_MACS_peak_9157_lociStitched	chr15(.):73343310-73346208	0.1125
1_MACS_peak_9159_lociStitched	chr15(.):73740103-73741095	0.1415
1_MACS_peak_9160_lociStitched	chr15(.):73923268-73926685	0.1683
1_MACS_peak_9161_lociStitched	chr15(.):73976334-73977543	0.0752
1_MACS_peak_9162_lociStitched	chr15(.):73988928-73990033	0.1559
1_MACS_peak_9163_lociStitched	chr15(.):74257053-74258693	0.1728
2_MACS_peak_9164_lociStitched	chr15(.):74283519-74290155	0.1943
1_MACS_peak_9166_lociStitched	chr15(.):74357835-74358897	0.2206
1_MACS_peak_9167_lociStitched	chr15(.):74391741-74393247	0.1858
1_MACS_peak_9168_lociStitched	chr15(.):74665769-74667810	0.2429
1_MACS_peak_9169_lociStitched	chr15(.):74674430-74678711	0.2701
2_MACS_peak_9170_lociStitched	chr15(.):74689094-74696374	0.1629
1_MACS_peak_9172_lociStitched	chr15(.):74725441-74727091	0.1303
2_MACS_peak_9173_lociStitched	chr15(.):74745717-74754704	0.1461
1_MACS_peak_9175_lociStitched	chr15(.):74803547-74805640	0.1608
2_MACS_peak_9176_lociStitched	chr15(.):74831684-74846038	0.1706
1_MACS_peak_9178_lociStitched	chr15(.):74889785-74891669	0.2032
1_MACS_peak_9179_lociStitched	chr15(.):74906360-74910028	0.1911
2_MACS_peak_9180_lociStitched	chr15(.):74916030-74924115	0.1495
1_MACS_peak_9182_lociStitched	chr15(.):74987422-74989083	0.1843
1_MACS_peak_9183_lociStitched	chr15(.):75018028-75019157	0.1283
6_MACS_peak_9184_lociStitched	chr15(.):75065406-75092987	0.1824
1_MACS_peak_9190_lociStitched	chr15(.):75134512-75136451	0.1725
2_MACS_peak_9191_lociStitched	chr15(.):75161993-75166525	0.1725
3_MACS_peak_9193_lociStitched	chr15(.):75175565-75186843	0.1392
1_MACS_peak_9196_lociStitched	chr15(.):75197868-75199860	0.1789
1_MACS_peak_9197_lociStitched	chr15(.):75229186-75231400	0.1842
1_MACS_peak_9198_lociStitched	chr15(.):75248368-75249794	0.2049
1_MACS_peak_9199_lociStitched	chr15(.):75287595-75289294	0.1441
1_MACS_peak_9200_lociStitched	chr15(.):75299064-75303207	0.1856
4_MACS_peak_9201_lociStitched	chr15(.):75315526-75325020	0.1861
1_MACS_peak_9205_lociStitched	chr15(.):75334251-75341126	0.2463
2_MACS_peak_9206_lociStitched	chr15(.):75353000-75363312	0.1849
1_MACS_peak_9208_lociStitched	chr15(.):75369515-75370764	0.1231
2_MACS_peak_9209_lociStitched	chr15(.):75400105-75406154	0.1791
1_MACS_peak_9211_lociStitched	chr15(.):75422266-75424376	0.216
1_MACS_peak_9212_lociStitched	chr15(.):75469716-75471671	0.1689
1_MACS_peak_9213_lociStitched	chr15(.):75491461-75497664	0.1892
1_MACS_peak_9214_lociStitched	chr15(.):75510682-75512507	0.1573
1_MACS_peak_9215_lociStitched	chr15(.):75591153-75592026	0.2719
2_MACS_peak_9216_lociStitched	chr15(.):75625489-75629375	0.1629
1_MACS_peak_9218_lociStitched	chr15(.):75638804-75640879	0.1659
1_MACS_peak_9219_lociStitched	chr15(.):75659503-75662493	0.2284
1_MACS_peak_9220_lociStitched	chr15(.):75742419-75749299	0.1952
1_MACS_peak_9221_lociStitched	chr15(.):75870108-75872522	0.1551
1_MACS_peak_9222_lociStitched	chr15(.):75916904-75919150	0.2072
1_MACS_peak_9223_lociStitched	chr15(.):75931404-75933830	0.213
1_MACS_peak_9224_lociStitched	chr15(.):76030295-76031992	0.1169
1_MACS_peak_9225_lociStitched	chr15(.):76050229-76051758	0.1482
1_MACS_peak_9226_lociStitched	chr15(.):76109245-76110329	0.1351
1_MACS_peak_9227_lociStitched	chr15(.):76134828-76137249	0.132
1_MACS_peak_9228_lociStitched	chr15(.):76195110-76197419	0.2284
2_MACS_peak_9229_lociStitched	chr15(.):76348694-76352138	0.182
1_MACS_peak_9231_lociStitched	chr15(.):76442662-76443736	0.191
2_MACS_peak_9232_lociStitched	chr15(.):76510437-76516592	0.1357
1_MACS_peak_9234_lociStitched	chr15(.):76602584-76604566	0.1611
2_MACS_peak_9235_lociStitched	chr15(.):76627957-76633480	0.1025
1_MACS_peak_9237_lociStitched	chr15(.):76725643-76727262	0.1645
1_MACS_peak_9238_lociStitched	chr15(.):77003243-77004378	0.2211
1_MACS_peak_9239_lociStitched	chr15(.):77196594-77198201	0.2398
1_MACS_peak_9240_lociStitched	chr15(.):77223109-77225275	0.2333
1_MACS_peak_9241_lociStitched	chr15(.):77313888-77315317	0.1587
1_MACS_peak_9242_lociStitched	chr15(.):77351705-77353774	0.1855
1_MACS_peak_9243_lociStitched	chr15(.):77362238-77364121	0.1526
3_MACS_peak_9244_lociStitched	chr15(.):77471577-77481092	0.179
1_MACS_peak_9247_lociStitched	chr15(.):77535790-77537338	0.2059
1_MACS_peak_9248_lociStitched	chr15(.):77634537-77635532	0.1785
1_MACS_peak_9249_lociStitched	chr15(.):77701633-77703132	0.2331
1_MACS_peak_9250_lociStitched	chr15(.):77711381-77714372	0.1663
1_MACS_peak_9251_lociStitched	chr15(.):77749202-77751139	0.1843
1_MACS_peak_9252_lociStitched	chr15(.):77835076-77836508	0.1516
1_MACS_peak_9253_lociStitched	chr15(.):78089075-78090782	0.1542
1_MACS_peak_9254_lociStitched	chr15(.):78202648-78203375	0.2146
1_MACS_peak_9255_lociStitched	chr15(.):78326147-78328725	0.227
3_MACS_peak_9256_lociStitched	chr15(.):78348511-78361876	0.1554
1_MACS_peak_9259_lociStitched	chr15(.):78368965-78370302	0.0944
1_MACS_peak_9260_lociStitched	chr15(.):78423439-78424831	0.1118
1_MACS_peak_9261_lociStitched	chr15(.):78440819-78443027	0.1985
1_MACS_peak_9262_lociStitched	chr15(.):78462262-78464594	0.217
1_MACS_peak_9263_lociStitched	chr15(.):78590905-78592684	0.2183
1_MACS_peak_9264_lociStitched	chr15(.):78729329-78731852	0.1646
2_MACS_peak_9265_lociStitched	chr15(.):78799136-78802697	0.2011
1_MACS_peak_9267_lociStitched	chr15(.):78819200-78820117	0.1819
1_MACS_peak_9268_lociStitched	chr15(.):78831776-78834441	0.1924
1_MACS_peak_9269_lociStitched	chr15(.):78843271-78845012	0.1009
1_MACS_peak_9270_lociStitched	chr15(.):78857087-78859010	0.2174
1_MACS_peak_9271_lociStitched	chr15(.):78995467-78996699	0.1889
1_MACS_peak_9272_lociStitched	chr15(.):79011913-79012978	0.1673
1_MACS_peak_9273_lociStitched	chr15(.):79103650-79104685	0.1221
1_MACS_peak_9274_lociStitched	chr15(.):79130306-79132375	0.2107
1_MACS_peak_9275_lociStitched	chr15(.):79152117-79152838	0.1131
1_MACS_peak_9276_lociStitched	chr15(.):79164792-79167281	0.1478
1_MACS_peak_9277_lociStitched	chr15(.):79230881-79232339	0.1484
1_MACS_peak_9278_lociStitched	chr15(.):79484543-79486107	0.2071
1_MACS_peak_9279_lociStitched	chr15(.):79602815-79604807	0.1839
1_MACS_peak_9280_lociStitched	chr15(.):80188148-80190467	0.1788
1_MACS_peak_9281_lociStitched	chr15(.):80214791-80216899	0.1846
1_MACS_peak_9282_lociStitched	chr15(.):80309526-80311153	0.1626
1_MACS_peak_9283_lociStitched	chr15(.):80324370-80326627	0.2573
1_MACS_peak_9284_lociStitched	chr15(.):80351075-80353814	0.184
1_MACS_peak_9285_lociStitched	chr15(.):80444933-80446743	0.2038
1_MACS_peak_9286_lociStitched	chr15(.):80452290-80453968	0.1574
1_MACS_peak_9287_lociStitched	chr15(.):80617200-80618355	0.1867
1_MACS_peak_9288_lociStitched	chr15(.):80667977-80669393	0.1688
1_MACS_peak_9289_lociStitched	chr15(.):80695895-80697020	0.0715
1_MACS_peak_9290_lociStitched	chr15(.):80966047-80967015	0.1651
2_MACS_peak_9291_lociStitched	chr15(.):80986536-80989422	0.1472
1_MACS_peak_9293_lociStitched	chr15(.):81280637-81283118	0.1752
1_MACS_peak_9294_lociStitched	chr15(.):81291344-81295207	0.166
1_MACS_peak_9295_lociStitched	chr15(.):81314853-81317041	0.176
1_MACS_peak_9296_lociStitched	chr15(.):81387616-81389573	0.2333
1_MACS_peak_9297_lociStitched	chr15(.):81403180-81404667	0.1579
1_MACS_peak_9298_lociStitched	chr15(.):81433422-81434835	0.1116
1_MACS_peak_9299_lociStitched	chr15(.):81557219-81559220	0.1806
1_MACS_peak_9300_lociStitched	chr15(.):81576353-81577916	0.1756
1_MACS_peak_9301_lociStitched	chr15(.):81585139-81596126	0.2329
3_MACS_peak_9302_lociStitched	chr15(.):81608884-81624411	0.1815
2_MACS_peak_9305_lociStitched	chr15(.):81745174-81751764	0.1047
1_MACS_peak_9307_lociStitched	chr15(.):81865070-81866254	0.2403
1_MACS_peak_9308_lociStitched	chr15(.):82081221-82082909	0.1972
1_MACS_peak_9309_lociStitched	chr15(.):82151559-82153277	0.1654
2_MACS_peak_9310_lociStitched	chr15(.):82331717-82340475	0.1194
1_MACS_peak_9312_lociStitched	chr15(.):82553823-82555742	0.2049
1_MACS_peak_9313_lociStitched	chr15(.):82646389-82648361	0.1459
2_MACS_peak_9314_lociStitched	chr15(.):82732217-82738730	0.0577
1_MACS_peak_9316_lociStitched	chr15(.):82797374-82799118	0.1366
1_MACS_peak_9317_lociStitched	chr15(.):82814843-82815755	0.1182
1_MACS_peak_9318_lociStitched	chr15(.):82823514-82826055	0.1
1_MACS_peak_9319_lociStitched	chr15(.):82944025-82945763	0.1174
2_MACS_peak_9320_lociStitched	chr15(.):83001265-83007821	0.124
1_MACS_peak_9322_lociStitched	chr15(.):83022822-83024765	0.1875
2_MACS_peak_9323_lociStitched	chr15(.):83108885-83115079	0.0532
1_MACS_peak_9325_lociStitched	chr15(.):83181810-83183730	0.0893
1_MACS_peak_9326_lociStitched	chr15(.):83199220-83200108	0.1568
1_MACS_peak_9327_lociStitched	chr15(.):83207874-83210276	0.1235
1_MACS_peak_9328_lociStitched	chr15(.):83348881-83350151	0.1509
1_MACS_peak_9329_lociStitched	chr15(.):83377968-83379005	0.1445
1_MACS_peak_9330_lociStitched	chr15(.):83418284-83420528	0.2749
2_MACS_peak_9331_lociStitched	chr15(.):83474361-83480497	0.1861
2_MACS_peak_9333_lociStitched	chr15(.):83618946-83621386	0.2073
1_MACS_peak_9335_lociStitched	chr15(.):83654044-83655840	0.2356
1_MACS_peak_9336_lociStitched	chr15(.):83679198-83681286	0.258
1_MACS_peak_9337_lociStitched	chr15(.):83734685-83736836	0.1037
1_MACS_peak_9338_lociStitched	chr15(.):83875725-83876472	0.1342
1_MACS_peak_9339_lociStitched	chr15(.):84596617-84597613	0.1408
1_MACS_peak_9340_lociStitched	chr15(.):84624110-84625259	0.2365
1_MACS_peak_9341_lociStitched	chr15(.):84652291-84653401	0.2098
1_MACS_peak_9342_lociStitched	chr15(.):84660556-84662353	0.1231
1_MACS_peak_9343_lociStitched	chr15(.):84748337-84749993	0.188
2_MACS_peak_9344_lociStitched	chr15(.):84765002-84768837	0.1736
2_MACS_peak_9346_lociStitched	chr15(.):84835981-84842654	0.1406
1_MACS_peak_9348_lociStitched	chr15(.):84897731-84899733	0.1596
1_MACS_peak_9349_lociStitched	chr15(.):84914874-84915782	0.1213
2_MACS_peak_9350_lociStitched	chr15(.):84975651-84982178	0.1214
2_MACS_peak_9352_lociStitched	chr15(.):85042876-85049634	0.1232
1_MACS_peak_9354_lociStitched	chr15(.):85068898-85069592	0.08
1_MACS_peak_9355_lociStitched	chr15(.):85077540-85078953	0.1586
1_MACS_peak_9356_lociStitched	chr15(.):85112617-85115037	0.1814
2_MACS_peak_9357_lociStitched	chr15(.):85141334-85144878	0.1632
2_MACS_peak_9359_lociStitched	chr15(.):85173756-85177935	0.1972
3_MACS_peak_9361_lociStitched	chr15(.):85196611-85204275	0.1569
1_MACS_peak_9364_lociStitched	chr15(.):85229399-85230141	0.1194
1_MACS_peak_9365_lociStitched	chr15(.):85258172-85260612	0.2158
1_MACS_peak_9366_lociStitched	chr15(.):85267666-85269080	0.2405
1_MACS_peak_9367_lociStitched	chr15(.):85277108-85280580	0.2611
1_MACS_peak_9368_lociStitched	chr15(.):85289954-85293301	0.1364
1_MACS_peak_9369_lociStitched	chr15(.):85523238-85525600	0.1298
1_MACS_peak_9370_lociStitched	chr15(.):85777002-85778828	0.1453
1_MACS_peak_9371_lociStitched	chr15(.):85872270-85875212	0.2303
