REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
2_MACS_peak_9588_lociStitched	chr15	66545053	66546749	2	1424	1371.216	101.4208
2_MACS_peak_2781_lociStitched	chr1	18885836	18887531	2	1294	1524.483	165.94050000000001
2_MACS_peak_21291_lociStitched	chr20	56780821	56782516	2	1326	1347.3555000000001	72.54599999999999
3_MACS_peak_26102_lociStitched	chr4	1641976	1643671	3	1404	1329.7275	74.58
1_MACS_peak_15788_lociStitched	chr19	4067278	4068971	1	1694	3141.5308	310.32689999999997
1_MACS_peak_27940_lociStitched	chr6	30042566	30044259	1	1694	1592.6051	165.0675
1_MACS_peak_29508_lociStitched	chr7	128549252	128550945	1	1694	1682.6727	269.01770000000005
2_MACS_peak_5210_lociStitched	chr10	72664407	72666099	2	1405	1491.8364000000001	231.1272
2_MACS_peak_22872_lociStitched	chr21	46648222	46649914	2	1483	1538.3664	282.7332
2_MACS_peak_8902_lociStitched	chr12	109733159	109734850	2	1570	1322.5311	106.3639
1_MACS_peak_14871_lociStitched	chr17	78955396	78957087	1	1692	1758.4709	244.0113
2_MACS_peak_5335_lociStitched	chr10	73421847	73423537	2	1609	1327.157	156.663
2_MACS_peak_8020_lociStitched	chr11	117375229	117376919	2	1568	1413.009	119.314
2_MACS_peak_10523_lociStitched	chr16	3141550	3143240	2	1475	1327.664	146.35399999999998
2_MACS_peak_7233_lociStitched	chr11	66340751	66342440	2	1500	1288.0313999999998	140.6937
3_MACS_peak_13173_lociStitched	chr17	47308584	47310273	3	1186	1151.7291	163.49519999999998
3_MACS_peak_29434_lociStitched	chr7	101160267	101161956	3	1366	1288.8759	132.0798
2_MACS_peak_5295_lociStitched	chr10	73281035	73282723	2	1289	1248.7824	177.23999999999998
1_MACS_peak_17527_lociStitched	chr19	18208760	18210447	1	1688	1499.4056	268.5704
2_MACS_peak_18559_lociStitched	chr19	45340112	45341799	2	1203	1277.3964	196.5355
2_MACS_peak_29533_lociStitched	chr7	139938163	139939850	2	1586	1593.7089	269.0765
1_MACS_peak_4352_lociStitched	chr1	38229826	38231512	1	1687	1667.454	209.2326
2_MACS_peak_22857_lociStitched	chr21	46492082	46493768	2	1400	1442.5416	257.7894
2_MACS_peak_23075_lociStitched	chr22	18837937	18839623	2	1379	1120.5156	226.76700000000002
3_MACS_peak_18077_lociStitched	chr19	38902871	38904556	3	1605	1291.047	144.236
1_MACS_peak_28971_lociStitched	chr7	73036600	73038284	1	1685	1844.4851999999998	154.59120000000001
2_MACS_peak_29327_lociStitched	chr7	100900367	100902051	2	1542	1304.4263999999998	120.23760000000001
2_MACS_peak_15126_lociStitched	chr18	12917945	12919628	2	1494	1349.4294	135.9864
2_MACS_peak_23221_lociStitched	chr22	20233227	20234910	2	1627	1587.9105	137.6694
3_MACS_peak_932_lociStitched	chr1	4037392	4039074	3	1267	1175.5498	98.7334
2_MACS_peak_4701_lociStitched	chr1	177529057	177530739	2	1423	1355.8602	321.7666
2_MACS_peak_8551_lociStitched	chr12	52213670	52215352	2	1496	1482.8512	122.78599999999999
2_MACS_peak_16622_lociStitched	chr19	8682362	8684044	2	1282	1135.8546000000001	194.60739999999998
1_MACS_peak_23888_lociStitched	chr22	37778607	37780289	1	1683	1273.2740000000001	131.8688
2_MACS_peak_7883_lociStitched	chr11	71128498	71130179	2	1604	1427.1689999999999	152.13049999999998
2_MACS_peak_5961_lociStitched	chr10	135483908	135485588	2	1207	1010.856	272.832
3_MACS_peak_8741_lociStitched	chr12	53336709	53338388	3	1316	1339.1704	190.06279999999998
3_MACS_peak_21955_lociStitched	chr20	61731900	61733578	3	1216	1024.2512000000002	144.1402
2_MACS_peak_19721_lociStitched	chr19	55932522	55934199	2	1636	1180.1049	186.8178
2_MACS_peak_2049_lociStitched	chr1	11918203	11919879	2	1609	1663.2623999999998	68.0456
2_MACS_peak_11469_lociStitched	chr17	57732	59408	2	1201	1090.0704	142.7952
2_MACS_peak_19475_lociStitched	chr19	51269606	51271282	2	1657	1341.8056	197.9356
2_MACS_peak_19682_lociStitched	chr19	55686820	55688496	2	1363	1388.2308	177.32080000000002
3_MACS_peak_22102_lociStitched	chr20	62146382	62148058	3	1372	1127.11	104.0796
2_MACS_peak_24160_lociStitched	chr22	42746843	42748519	2	1592	1402.4768	162.9072
2_MACS_peak_10871_lociStitched	chr16	31356124	31357799	2	1647	1316.7175	220.09499999999997
2_MACS_peak_19006_lociStitched	chr19	48503771	48505446	2	1341	1345.8625	115.07249999999999
1_MACS_peak_24837_lociStitched	chr22	45665209	45666884	1	1676	1413.7	212.89249999999998
3_MACS_peak_26436_lociStitched	chr4	6528498	6530173	3	1321	1238.3274999999999	57.62
2_MACS_peak_12734_lociStitched	chr17	38641679	38643353	2	1247	1322.46	193.5144
2_MACS_peak_19168_lociStitched	chr19	49218487	49220161	2	1512	1352.0898	115.1712
2_MACS_peak_30038_lociStitched	chr7	157404984	157406658	2	1423	1295.676	123.03899999999999
2_MACS_peak_15218_lociStitched	chr19	357281	358954	2	1372	1222.2938000000001	139.5282
2_MACS_peak_16591_lociStitched	chr19	8613219	8614892	2	1226	1112.7123000000001	267.84729999999996
3_MACS_peak_31502_lociStitched	chr8	144230017	144231690	3	1367	1136.1343000000002	113.26209999999999
2_MACS_peak_5959_lociStitched	chr10	135480591	135482263	2	1282	920.436	372.02
3_MACS_peak_9329_lociStitched	chr14	105369385	105371057	3	1119	1186.9528	105.8376
1_MACS_peak_4908_lociStitched	chr1	221928198	221929869	1	1672	1934.6837999999998	424.6011
1_MACS_peak_18322_lociStitched	chr19	41758221	41759892	1	1672	1415.337	214.55639999999997
2_MACS_peak_31530_lociStitched	chr8	144310958	144312629	2	1187	1179.8931	131.6748
2_MACS_peak_4279_lociStitched	chr1	37498062	37499732	2	1618	1723.941	66.967
2_MACS_peak_9798_lociStitched	chr15	76004509	76006179	2	1507	1357.8770000000002	139.612
3_MACS_peak_26894_lociStitched	chr4	8145305	8146975	3	1312	1088.673	61.79
3_MACS_peak_4120_lociStitched	chr1	32159784	32161453	3	1250	1243.7387999999999	77.2747
3_MACS_peak_5744_lociStitched	chr10	134630365	134632034	3	1519	1399.4565	103.1442
1_MACS_peak_7751_lociStitched	chr11	70583462	70585130	1	1669	1414.464	122.9316
2_MACS_peak_13548_lociStitched	chr17	71579381	71581049	2	1258	1489.6908	87.9036
2_MACS_peak_23283_lociStitched	chr22	20781861	20783529	2	1551	1407.1248	154.6236
1_MACS_peak_23444_lociStitched	chr22	24656573	24658241	1	1669	1231.4843999999998	171.1368
2_MACS_peak_20212_lociStitched	chr2	133018727	133020394	2	1541	4934.8201	1898.8797
3_MACS_peak_25884_lociStitched	chr3	133971131	133972796	3	1442	1295.037	184.31550000000001
3_MACS_peak_8061_lociStitched	chr11	117618822	117620486	3	1116	1102.3999999999999	109.15840000000001
2_MACS_peak_27197_lociStitched	chr4	20254884	20256548	2	1508	1327.3727999999999	189.86239999999998
2_MACS_peak_12839_lociStitched	chr17	41757116	41758779	2	1562	1208.0032	175.1139
3_MACS_peak_1111_lociStitched	chr1	5555423	5557085	3	1441	1222.401	100.2186
1_MACS_peak_13090_lociStitched	chr17	45955150	45956811	1	1662	1402.7145	208.1233
1_MACS_peak_27922_lociStitched	chr6	10886655	10888316	1	1662	1593.5634	186.53029999999998
2_MACS_peak_14864_lociStitched	chr17	78508276	78509936	2	1313	1414.9840000000002	222.44000000000003
3_MACS_peak_28332_lociStitched	chr6	44251865	44253525	3	998	989.8580000000001	148.404
2_MACS_peak_5966_lociStitched	chr10	135493686	135495345	2	1212	1007.3448	269.9193
3_MACS_peak_16904_lociStitched	chr19	13337522	13339181	3	1195	1200.1206	104.01930000000002
2_MACS_peak_31616_lociStitched	chr8	144933966	144935625	2	1611	1295.679	152.9598
3_MACS_peak_589_lociStitched	chr1	2932187	2933845	3	1165	977.8883999999999	30.175600000000003
2_MACS_peak_24540_lociStitched	chr22	44820305	44821963	2	1342	1142.8594	210.8976
2_MACS_peak_4507_lociStitched	chr1	151164304	151165961	2	1301	1267.2736	206.7936
3_MACS_peak_21698_lociStitched	chr20	60424598	60426255	3	1525	1141.673	90.6379
3_MACS_peak_26077_lociStitched	chr4	1421264	1422921	3	1025	1390.7201	288.81510000000003
2_MACS_peak_7964_lociStitched	chr11	75272378	75274034	2	1430	1513.0872	169.4088
3_MACS_peak_10031_lociStitched	chr15	91214892	91216548	3	1393	1178.9063999999998	227.20319999999998
2_MACS_peak_24123_lociStitched	chr22	42689748	42691404	2	1515	1332.7487999999998	117.74159999999999
2_MACS_peak_31167_lociStitched	chr8	143082933	143084588	2	1268	1239.2640000000001	137.1995
3_MACS_peak_3782_lociStitched	chr1	29772104	29773758	3	865	1035.9002	138.109
2_MACS_peak_5983_lociStitched	chr11	299676	301330	2	1440	1401.765	111.1488
2_MACS_peak_24265_lociStitched	chr22	43597372	43599026	2	1559	1349.8294	126.8618
1_MACS_peak_8102_lociStitched	chr11	118400640	118402293	1	1654	1587.5412000000001	245.4705
3_MACS_peak_9064_lociStitched	chr13	113731584	113733237	3	979	1063.3749	108.1062
1_MACS_peak_26365_lociStitched	chr4	6336562	6338215	1	1654	1543.5714	104.46960000000001
1_MACS_peak_15022_lociStitched	chr17	79897083	79898735	1	1653	1382.0632	169.1648
1_MACS_peak_4654_lociStitched	chr1	158097044	158098695	1	1652	1460.6397000000002	297.6753
3_MACS_peak_12057_lociStitched	chr17	7075842	7077493	3	1512	1257.5667	89.9795
1_MACS_peak_14797_lociStitched	chr17	78387071	78388722	1	1652	1535.7602	158.6611
2_MACS_peak_18906_lociStitched	chr19	48034833	48036483	2	1586	1164.075	183.315
2_MACS_peak_4669_lociStitched	chr1	158218418	158220067	2	1508	1301.7205999999999	260.54200000000003
1_MACS_peak_14058_lociStitched	chr17	75826980	75828629	1	1650	1456.067	153.6868
1_MACS_peak_19507_lociStitched	chr19	54669340	54670989	1	1650	1467.2802000000001	113.1214
3_MACS_peak_30453_lociStitched	chr8	2362680	2364329	3	1201	1218.1163000000001	115.7598
2_MACS_peak_21039_lociStitched	chr20	48956572	48958220	2	1263	1406.8976	92.1232
2_MACS_peak_31972_lociStitched	chr9	130893388	130895036	2	1253	1230.8912	282.4672
3_MACS_peak_11196_lociStitched	chr16	86612299	86613946	3	941	1007.1405000000001	28.3284
2_MACS_peak_14059_lociStitched	chr17	75830428	75832074	2	1267	1282.5632	271.2608
1_MACS_peak_14102_lociStitched	chr17	75923078	75924724	1	1647	1620.1578	153.2426
1_MACS_peak_27739_lociStitched	chr5	176886574	176888220	1	1647	1755.459	125.919
2_MACS_peak_29860_lociStitched	chr7	155632779	155634425	2	1536	1255.2395999999999	252.99020000000002
1_MACS_peak_15234_lociStitched	chr19	387502	389147	1	1646	1537.7459999999999	202.4995
3_MACS_peak_34077_lociStitched	chr9	140388236	140389881	3	1129	1087.5095000000001	112.189
2_MACS_peak_19236_lociStitched	chr19	49653375	49655019	2	1407	1386.2207999999998	184.12800000000001
2_MACS_peak_29509_lociStitched	chr7	128553236	128554880	2	1470	1264.236	203.6916
2_MACS_peak_29813_lociStitched	chr7	155320934	155322578	2	1364	1186.6392	168.1812
2_MACS_peak_7323_lociStitched	chr11	68724231	68725874	2	1429	1458.4911	172.18640000000002
3_MACS_peak_24101_lociStitched	chr22	40105240	40106883	3	1221	1095.2238	182.86589999999998
2_MACS_peak_8534_lociStitched	chr12	50347952	50349594	2	1429	1212.617	181.2768
2_MACS_peak_9426_lociStitched	chr14	106097294	106098936	2	1639	1664.6596	176.8434
2_MACS_peak_18224_lociStitched	chr19	41016875	41018517	2	1623	1372.0552	171.91740000000001
1_MACS_peak_29062_lociStitched	chr7	75931227	75932869	1	1643	2151.5126	173.7236
3_MACS_peak_3565_lociStitched	chr1	23151189	23152830	3	1437	1261.2726	177.55620000000002
2_MACS_peak_5964_lociStitched	chr10	135489650	135491291	2	1249	964.5798	353.3073
2_MACS_peak_11542_lociStitched	chr17	262590	264231	2	1310	1142.6283	145.2285
2_MACS_peak_12512_lociStitched	chr17	21414207	21415848	2	1524	1760.4648	275.0316
3_MACS_peak_18121_lociStitched	chr19	39067170	39068811	3	1361	1271.6109000000001	156.38729999999998
2_MACS_peak_34208_lociStitched	chrX	152791162	152792803	2	1586	1138.6898999999999	48.5736
3_MACS_peak_6494_lociStitched	chr11	2255337	2256977	3	1173	971.7	162.36
2_MACS_peak_22603_lociStitched	chr21	44499360	44501000	2	1464	1139.308	178.104
2_MACS_peak_31878_lociStitched	chr9	127212903	127214543	2	1495	1300.356	141.532
1_MACS_peak_14662_lociStitched	chr17	77877248	77878886	1	1639	1703.3562000000002	152.1702
2_MACS_peak_13884_lociStitched	chr17	72980088	72981725	2	1508	1306.326	216.084
2_MACS_peak_24445_lociStitched	chr22	44665677	44667314	2	1389	1256.8886	144.2197
2_MACS_peak_14807_lociStitched	chr17	78412604	78414240	2	1365	1222.91	215.7884
3_MACS_peak_20559_lociStitched	chr20	940829	942465	3	1492	1141.7644	122.37280000000001
3_MACS_peak_13800_lociStitched	chr17	72617472	72619107	3	1138	1079.5905	131.29049999999998
2_MACS_peak_19764_lociStitched	chr19	56041398	56043033	2	1139	771.7199999999999	112.16099999999999
2_MACS_peak_23739_lociStitched	chr22	37095665	37097300	2	1418	1209.9	206.33700000000002
2_MACS_peak_30846_lociStitched	chr8	97163897	97165532	2	1456	1316.9925	83.05799999999999
2_MACS_peak_640_lociStitched	chr1	3025791	3027425	2	1387	1156.2184	93.4648
1_MACS_peak_6376_lociStitched	chr11	1917834	1919468	1	1635	1277.6246	217.322
3_MACS_peak_6580_lociStitched	chr11	2934299	2935933	3	1292	1189.0618	145.426
2_MACS_peak_11367_lociStitched	chr16	88492320	88493954	2	1535	1277.1344	30.229
2_MACS_peak_27402_lociStitched	chr5	1703193	1704827	2	1345	1225.0098	150.6548
3_MACS_peak_33528_lociStitched	chr9	138165349	138166983	3	1442	1210.6306	170.2628
1_MACS_peak_4079_lociStitched	chr1	31379564	31381197	1	1634	1877.6234	150.236
2_MACS_peak_17431_lociStitched	chr19	17978870	17980503	2	1503	1481.4576	154.8084
3_MACS_peak_18227_lociStitched	chr19	41023896	41025529	3	1019	989.4347	167.8724
3_MACS_peak_23096_lociStitched	chr22	18958638	18960271	3	1267	1095.2531	173.09799999999998
2_MACS_peak_10862_lociStitched	chr16	31187394	31189026	2	1399	1475.4912	281.6832
2_MACS_peak_19470_lociStitched	chr19	51263001	51264633	2	1164	1033.056	277.2768
2_MACS_peak_16627_lociStitched	chr19	8757939	8759570	2	1589	1325.5137	190.827
2_MACS_peak_30252_lociStitched	chr7	158323256	158324887	2	1479	1263.2095	263.5696
3_MACS_peak_17444_lociStitched	chr19	18008149	18009779	3	1544	1389.738	131.215
2_MACS_peak_25504_lociStitched	chr3	14594578	14596208	2	1498	1043.689	136.10500000000002
3_MACS_peak_2832_lociStitched	chr1	18989535	18991164	3	1167	1046.3066999999999	191.5704
2_MACS_peak_22210_lociStitched	chr20	62722817	62724446	2	1606	1434.1716	148.0761
2_MACS_peak_22326_lociStitched	chr21	33783655	33785284	2	1614	1533.3777	116.7993
1_MACS_peak_25766_lociStitched	chr3	50549257	50550886	1	1630	1254.6558	114.84449999999998
2_MACS_peak_3891_lociStitched	chr1	30554282	30555910	2	1211	1130.1576	126.17
2_MACS_peak_26003_lociStitched	chr3	195494639	195496267	2	1576	1223.6048	215.54719999999998
3_MACS_peak_3929_lociStitched	chr1	30701745	30703372	3	1312	1191.4521	216.39100000000002
2_MACS_peak_33549_lociStitched	chr9	138236833	138238460	2	1399	1325.0288	120.7234
3_MACS_peak_26724_lociStitched	chr4	7603339	7604965	3	1317	1132.8342	98.6982
2_MACS_peak_30257_lociStitched	chr7	158334247	158335873	2	1320	1215.4350000000002	193.494
3_MACS_peak_32309_lociStitched	chr9	133352015	133353641	3	1432	1121.2896	79.674
2_MACS_peak_5288_lociStitched	chr10	73239096	73240721	2	1530	1311.375	172.89999999999998
1_MACS_peak_28114_lociStitched	chr6	33797958	33799583	1	1626	1719.25	263.57500000000005
2_MACS_peak_7487_lociStitched	chr11	69594763	69596387	2	1330	1170.4168	114.9792
2_MACS_peak_14939_lociStitched	chr17	79326015	79327639	2	1476	1199.6488	144.536
3_MACS_peak_28702_lociStitched	chr7	2550555	2552179	3	1080	989.9904	128.94559999999998
2_MACS_peak_29947_lociStitched	chr7	155990386	155992010	2	1278	1165.22	176.3664
3_MACS_peak_18693_lociStitched	chr19	46465032	46466655	3	1493	1227.1503	213.26219999999998
2_MACS_peak_27760_lociStitched	chr5	177541015	177542638	2	1448	1423.8579	165.70829999999998
2_MACS_peak_4894_lociStitched	chr1	208083486	208085108	2	1610	1487.8606	264.386
2_MACS_peak_5250_lociStitched	chr10	72994117	72995739	2	1497	1346.4222	171.932
2_MACS_peak_11991_lociStitched	chr17	6580254	6581876	2	1299	1383.4038	257.2492
2_MACS_peak_24809_lociStitched	chr22	45454796	45456418	2	1250	1134.9134	130.8954
3_MACS_peak_34189_lociStitched	chrX	152748900	152750522	3	1253	1205.146	67.9618
2_MACS_peak_16327_lociStitched	chr19	7634207	7635828	2	1525	1470.7333	234.72080000000003
1_MACS_peak_9421_lociStitched	chr14	106090718	106092338	1	1621	1722.222	115.506
3_MACS_peak_16770_lociStitched	chr19	11416768	11418387	3	1318	1304.914	156.5573
4_MACS_peak_1621_lociStitched	chr1	8273094	8274712	4	1454	1121.9212	136.721
2_MACS_peak_6957_lociStitched	chr11	63801430	63803047	2	1303	1149.0402	59.990700000000004
3_MACS_peak_24177_lociStitched	chr22	42783509	42785126	3	1546	1234.9029	161.3766
3_MACS_peak_27827_lociStitched	chr5	180020097	180021714	3	1051	1313.0040000000001	90.3903
1_MACS_peak_7769_lociStitched	chr11	70665024	70666639	1	1616	1494.6825	118.37950000000001
2_MACS_peak_6325_lociStitched	chr11	1760322	1761936	2	1612	1369.9632	188.3538
2_MACS_peak_16944_lociStitched	chr19	13835825	13837439	2	1589	1280.8704	88.77
3_MACS_peak_20518_lociStitched	chr2	242742826	242744440	3	1438	1305.5646	73.27560000000001
3_MACS_peak_17377_lociStitched	chr19	17756014	17757627	3	1406	1126.1966	126.29789999999998
2_MACS_peak_8529_lociStitched	chr12	50280561	50282173	2	1458	1234.3084000000001	117.8372
2_MACS_peak_31405_lociStitched	chr8	143842752	143844364	2	1456	1354.7248	66.092
2_MACS_peak_16190_lociStitched	chr19	6182604	6184215	2	1437	1334.2302	200.89170000000001
2_MACS_peak_29405_lociStitched	chr7	101067810	101069421	2	1491	1193.4288	110.67569999999999
2_MACS_peak_6436_lociStitched	chr11	2125008	2126618	2	1222	1149.218	131.53699999999998
2_MACS_peak_19723_lociStitched	chr19	55935000	55936610	2	1523	1334.046	188.37
2_MACS_peak_1123_lociStitched	chr1	5569923	5571532	2	1191	982.9381	167.8187
2_MACS_peak_1217_lociStitched	chr1	5901964	5903573	2	1309	1371.5116	107.6421
2_MACS_peak_3767_lociStitched	chr1	29688707	29690316	2	1515	1253.5719	138.374
2_MACS_peak_4136_lociStitched	chr1	32238056	32239665	2	1602	1414.311	120.0314
2_MACS_peak_27157_lociStitched	chr4	8900753	8902362	2	1506	1265.4785	98.3099
3_MACS_peak_1145_lociStitched	chr1	5751500	5753108	3	1036	1056.1344000000001	105.4848
3_MACS_peak_9903_lociStitched	chr15	78192625	78194233	3	1166	1063.8528	213.38160000000002
1_MACS_peak_12635_lociStitched	chr17	36103880	36105488	1	1609	1583.8799999999999	225.2808
2_MACS_peak_18809_lociStitched	chr19	47016571	47018179	2	1470	1385.6136000000001	84.74159999999999
3_MACS_peak_33258_lociStitched	chr9	137569173	137570781	3	1301	1276.752	154.0464
2_MACS_peak_3921_lociStitched	chr1	30668338	30669945	2	1287	1037.1578	91.9204
3_MACS_peak_2649_lociStitched	chr1	18216124	18217730	3	1187	1114.0822	88.00880000000001
2_MACS_peak_4272_lociStitched	chr1	37452663	37454268	2	1282	1291.5435	116.84400000000001
2_MACS_peak_20595_lociStitched	chr20	3641669	3643274	2	1562	1327.8165000000001	197.8965
2_MACS_peak_32955_lociStitched	chr9	136467313	136468918	2	1316	1148.217	120.375
1_MACS_peak_11552_lociStitched	chr17	404169	405773	1	1605	1254.6488	132.0092
1_MACS_peak_15626_lociStitched	chr19	3304036	3305640	1	1605	1692.7011999999997	347.10560000000004
1_MACS_peak_20705_lociStitched	chr20	30663961	30665565	1	1605	1192.8948	211.4072
1_MACS_peak_29461_lociStitched	chr7	101261071	101262675	1	1605	1589.0828000000001	149.172
2_MACS_peak_2313_lociStitched	chr1	17489138	17490741	2	1232	1208.662	197.6499
2_MACS_peak_14805_lociStitched	chr17	78410472	78412075	2	1428	1485.3398	118.3014
1_MACS_peak_28309_lociStitched	chr6	43044176	43045779	1	1604	1544.9714	104.51559999999999
2_MACS_peak_7814_lociStitched	chr11	70863338	70864940	2	1457	1130.6915999999999	80.10000000000001
2_MACS_peak_30360_lociStitched	chr8	1806807	1808409	2	1393	1175.2272	55.909800000000004
2_MACS_peak_4009_lociStitched	chr1	31112295	31113896	2	1567	1213.7181	161.5409
1_MACS_peak_22696_lociStitched	chr21	45843083	45844684	1	1602	1338.1158	241.5909
1_MACS_peak_3697_lociStitched	chr1	27959978	27961578	1	1601	1595.04	172.96
3_MACS_peak_3956_lociStitched	chr1	30800466	30802066	3	1438	1146.0800000000002	99.03999999999999
1_MACS_peak_9861_lociStitched	chr15	78012890	78014490	1	1601	1353.44	124.32000000000001
1_MACS_peak_4994_lociStitched	chr1	235096276	235097875	1	1600	1396.4067	402.948
3_MACS_peak_21688_lociStitched	chr20	60405817	60407416	3	1355	1257.1338	105.21419999999999
2_MACS_peak_28084_lociStitched	chr6	33724491	33726090	2	1203	1315.0176000000001	113.20920000000001
1_MACS_peak_19235_lociStitched	chr19	49651010	49652608	1	1599	1562.6842	223.40040000000002
2_MACS_peak_25248_lociStitched	chr22	50525117	50526715	2	1571	1266.0954	220.6838
2_MACS_peak_30437_lociStitched	chr8	1945099	1946697	2	1450	1233.656	138.0672
3_MACS_peak_30986_lociStitched	chr8	142541449	142543047	3	1224	1225.5062	106.26700000000001
2_MACS_peak_33301_lociStitched	chr9	137633710	137635308	2	1195	1142.7297999999998	150.8512
2_MACS_peak_25017_lociStitched	chr22	46773319	46774916	2	1471	1146.1669	128.0794
2_MACS_peak_33992_lociStitched	chr9	139948725	139950322	2	1266	1279.5164	126.6421
3_MACS_peak_9842_lociStitched	chr15	77979026	77980622	3	1099	1085.7588	80.598
2_MACS_peak_11957_lociStitched	chr17	6336240	6337836	2	1321	1239.1344	115.86959999999999
2_MACS_peak_27117_lociStitched	chr4	8832567	8834163	2	1573	1442.9436	137.41559999999998
2_MACS_peak_27530_lociStitched	chr5	139134713	139136309	2	1553	1260.6804	132.78719999999998
2_MACS_peak_6643_lociStitched	chr11	31831403	31832998	2	1269	1319.5435	98.25200000000001
1_MACS_peak_9626_lociStitched	chr15	74045683	74047278	1	1596	1593.2455	227.447
2_MACS_peak_28978_lociStitched	chr7	73066405	73068000	2	1537	1313.1635	197.6205
2_MACS_peak_8811_lociStitched	chr12	54446382	54447976	2	1514	1390.1274	164.97899999999998
3_MACS_peak_3232_lociStitched	chr1	21906468	21908060	3	1401	988.7912	114.624
2_MACS_peak_19403_lociStitched	chr19	50964592	50966184	2	1493	1200.8455999999999	141.0512
3_MACS_peak_4285_lociStitched	chr1	37510814	37512405	3	933	831.7748	105.16510000000001
1_MACS_peak_8313_lociStitched	chr12	1925310	1926901	1	1592	1423.1495	217.967
3_MACS_peak_8696_lociStitched	chr12	52965801	52967392	3	942	962.2368	153.3724
1_MACS_peak_13065_lociStitched	chr17	45798816	45800407	1	1592	1362.8506	107.0743
2_MACS_peak_30370_lociStitched	chr8	1825966	1827557	2	1378	1163.021	146.5311
3_MACS_peak_12764_lociStitched	chr17	40204196	40205786	3	1158	1047.3329999999999	141.192
2_MACS_peak_17047_lociStitched	chr19	14429588	14431178	2	1342	1371.693	182.373
2_MACS_peak_18448_lociStitched	chr19	42509364	42510954	2	1575	1672.044	112.25399999999999
3_MACS_peak_33432_lociStitched	chr9	137941806	137943396	3	1009	1066.572	162.657
3_MACS_peak_3471_lociStitched	chr1	22991939	22993528	3	1082	1043.0196	154.2919
2_MACS_peak_4106_lociStitched	chr1	32138897	32140486	2	1408	1327.4506000000001	140.30870000000002
2_MACS_peak_5125_lociStitched	chr10	71410840	71412429	2	1511	1405.9472	136.81289999999998
2_MACS_peak_15423_lociStitched	chr19	2362952	2364540	2	1481	1261.1896	118.9412
2_MACS_peak_27563_lociStitched	chr5	153855793	153857381	2	1361	1155.7464	109.572
3_MACS_peak_14407_lociStitched	chr17	77309766	77311353	3	1364	1183.2672	112.9944
1_MACS_peak_20141_lociStitched	chr2	106975140	106976727	1	1588	1606.044	156.9543
2_MACS_peak_2730_lociStitched	chr1	18610722	18612308	2	1319	1078.9558	127.673
3_MACS_peak_7670_lociStitched	chr11	70259516	70261102	3	1055	1070.5500000000002	120.3774
2_MACS_peak_18343_lociStitched	chr19	42208089	42209675	2	1391	1367.6078	115.77799999999999
3_MACS_peak_24254_lociStitched	chr22	43165380	43166966	3	1176	1147.6296	106.262
2_MACS_peak_2800_lociStitched	chr1	18938806	18940391	2	1398	1152.295	109.2065
2_MACS_peak_11328_lociStitched	chr16	88360437	88362021	2	1380	1117.6704	85.3776
3_MACS_peak_13414_lociStitched	chr17	58103328	58104912	3	1277	964.1808	83.16
1_MACS_peak_18640_lociStitched	chr19	46001327	46002910	1	1584	1702.1998999999998	129.806
1_MACS_peak_28867_lociStitched	chr7	25895065	25896648	1	1584	1365.8124	131.0724
2_MACS_peak_25292_lociStitched	chr22	51001632	51003214	2	1361	1306.5738	165.9518
2_MACS_peak_5576_lociStitched	chr10	119295266	119296847	2	1372	1214.6823	94.3857
3_MACS_peak_31068_lociStitched	chr8	142701085	142702666	3	962	1036.5036	141.49949999999998
3_MACS_peak_1329_lociStitched	chr1	7024959	7026539	3	1235	1211.386	104.122
2_MACS_peak_6609_lociStitched	chr11	3236236	3237816	2	1563	1579.684	119.28999999999999
2_MACS_peak_3011_lociStitched	chr1	20534703	20536281	2	1122	1021.2816	104.46359999999999
1_MACS_peak_10665_lociStitched	chr16	5063675	5065253	1	1579	1143.1032	121.506
3_MACS_peak_16669_lociStitched	chr19	10076515	10078093	3	1292	1107.7559999999999	100.8342
2_MACS_peak_20703_lociStitched	chr20	30661622	30663200	2	1345	1355.6598	135.55020000000002
2_MACS_peak_28561_lociStitched	chr7	1386589	1388167	2	1471	1227.3684	87.4212
2_MACS_peak_16857_lociStitched	chr19	13170984	13172561	2	1523	1259.3922	228.9804
1_MACS_peak_23952_lociStitched	chr22	37956830	37958407	1	1578	1479.8568	175.52009999999999
2_MACS_peak_24933_lociStitched	chr22	46031597	46033174	2	1211	1313.6409999999998	129.94480000000001
3_MACS_peak_6735_lociStitched	chr11	47365818	47367394	3	980	999.184	170.996
1_MACS_peak_7008_lociStitched	chr11	64244052	64245628	1	1577	1312.808	98.1848
3_MACS_peak_12828_lociStitched	chr17	41726729	41728305	3	1391	1228.492	150.6656
2_MACS_peak_18587_lociStitched	chr19	45408602	45410178	2	1240	1235.7416	98.1848
2_MACS_peak_23953_lociStitched	chr22	37963863	37965439	2	1358	973.8104	139.9488
2_MACS_peak_2885_lociStitched	chr1	19063471	19065046	2	1247	994.4549999999999	153.09
1_MACS_peak_32163_lociStitched	chr9	132905008	132906583	1	1576	1517.04	75.60000000000001
