#28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_ROSE/28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam
#Using cutoff of 8051.4287 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isStretch
10_MACS_peak_32983_lociStitched	chr9	136514722	136531184	10	14525	15368.9232	1112.8312	261	1
4_MACS_peak_235_lociStitched	chr1	1960204	1975306	4	14513	16462.6902	1173.4254	262	1
4_MACS_peak_14696_lociStitched	chr17	77942636	77957571	4	14492	15182.921	1259.0205	263	1
9_MACS_peak_13453_lociStitched	chr17	61557144	61573022	9	14466	16179.682	1386.1494	264	1
6_MACS_peak_24017_lociStitched	chr22	39224050	39239129	6	14445	15027.7314	1458.1393	265	1
7_MACS_peak_24903_lociStitched	chr22	45969566	45984504	7	14421	15964.2406	1215.9532	266	1
3_MACS_peak_23202_lociStitched	chr22	20177017	20191992	3	14312	17114.9275	1120.13	267	1
2_MACS_peak_22113_lociStitched	chr20	62170254	62184900	2	14296	17307.1782	1328.3922	268	1
2_MACS_peak_29252_lociStitched	chr7	100634054	100648266	2	14169	32642.1216	2825.3456	269	1
6_MACS_peak_18823_lociStitched	chr19	47128466	47143749	6	14145	15900.4332	1898.1486	270	1
6_MACS_peak_24956_lociStitched	chr22	46296074	46311269	6	14107	16905.957	1163.937	271	1
7_MACS_peak_5923_lociStitched	chr10	135054057	135069557	7	14100	15687.55	1331.45	272	1
5_MACS_peak_6068_lociStitched	chr11	843397	858534	5	14093	16502.3574	1356.2752	273	1
5_MACS_peak_29314_lociStitched	chr7	100810144	100824776	5	14034	16289.8056	1233.4776	274	1
6_MACS_peak_36_lociStitched	chr1	928233	942967	6	14032	17499.5718	1172.8264	275	1
12_MACS_peak_2526_lociStitched	chr1	17938557	17954088	12	13999	13763.5722	1323.2412	276	1
4_MACS_peak_10122_lociStitched	chr16	819248	833951	4	13967	16352.6766	1251.2253	277	1
4_MACS_peak_14895_lociStitched	chr17	79096495	79110953	4	13957	15929.8244	942.6616	278	1
4_MACS_peak_11697_lociStitched	chr17	1083652	1097842	4	13916	16873.329	1766.655	279	1
5_MACS_peak_15394_lociStitched	chr19	1703725	1718021	5	13897	16584.7896	2051.476	280	1
11_MACS_peak_25582_lociStitched	chr3	48616786	48632261	11	13877	15191.8075	1394.2975	281	1
4_MACS_peak_6572_lociStitched	chr11	2426631	2440620	4	13849	20425.3389	1026.7926	282	1
4_MACS_peak_19217_lociStitched	chr19	49540412	49554573	4	13807	14456.9649	1182.4435	283	1
7_MACS_peak_23234_lociStitched	chr22	20256330	20270574	7	13770	14746.8132	1227.8328	284	1
4_MACS_peak_22989_lociStitched	chr21	47405233	47419733	4	13759	21329.5	1160	285	1
13_MACS_peak_6186_lociStitched	chr11	1389306	1405176	13	13756	14333.784	1236.273	286	1
8_MACS_peak_30904_lociStitched	chr8	142334040	142348810	8	13754	13846.875	1203.755	287	1
9_MACS_peak_12407_lociStitched	chr17	19111726	19126274	9	13728	11743.1456	1590.0964	288	1
7_MACS_peak_15876_lociStitched	chr19	4751362	4766720	7	13708	14895.7242	2177.7644	289	1
7_MACS_peak_30111_lociStitched	chr7	157634618	157649027	7	13680	15508.4067	1703.1438	290	1
4_MACS_peak_32370_lociStitched	chr9	133770452	133784629	4	13669	16275.196	1307.1194	291	1
6_MACS_peak_16558_lociStitched	chr19	8394998	8410287	6	13668	15675.8117	1825.5066	292	1
10_MACS_peak_23889_lociStitched	chr22	37780998	37795872	10	13570	14653.8648	1276.1892	293	1
15_MACS_peak_9661_lociStitched	chr15	74471702	74487290	15	13507	13231.0944	1427.8608	294	1
4_MACS_peak_22618_lociStitched	chr21	44864993	44879083	4	13497	15889.293	1662.62	295	1
14_MACS_peak_14989_lociStitched	chr17	79458868	79474419	14	13436	13877.7124	1615.7489	296	1
8_MACS_peak_32106_lociStitched	chr9	132454707	132468446	8	13407	13872.2683	1254.3707	297	1
6_MACS_peak_29072_lociStitched	chr7	99760490	99774494	6	13364	16816.0032	1588.0536	298	1
6_MACS_peak_26310_lociStitched	chr4	3860399	3875006	6	13361	14417.109	969.9048	299	1
3_MACS_peak_841_lociStitched	chr1	3373313	3386886	3	13358	15481.3638	952.8246	300	1
7_MACS_peak_24163_lociStitched	chr22	42751592	42765876	7	13348	14289.7136	1421.258	301	1
10_MACS_peak_2145_lociStitched	chr1	16432807	16447930	10	13321	13081.395	1575.8166	302	1
3_MACS_peak_11691_lociStitched	chr17	1062331	1075835	3	13318	17534.944	1365.2544	303	1
13_MACS_peak_13202_lociStitched	chr17	47555407	47570891	13	13251	14112.1176	1525.174	304	1
11_MACS_peak_29216_lociStitched	chr7	100416289	100431940	11	13246	15229.9881	1050.1821	305	1
5_MACS_peak_59_lociStitched	chr1	985775	999720	5	13235	16028.383	1234.1325	306	1
5_MACS_peak_22519_lociStitched	chr21	44010914	44024913	5	13218	15922.4626	2052.2534	307	1
3_MACS_peak_10497_lociStitched	chr16	3078289	3091683	3	13209	16415.6864	1285.824	308	1
5_MACS_peak_16845_lociStitched	chr19	13113503	13127675	5	13209	15801.78	1265.5596	309	1
3_MACS_peak_15826_lociStitched	chr19	4289718	4303133	3	13204	15303.832	1526.627	310	1
5_MACS_peak_14621_lociStitched	chr17	77752170	77765961	5	13183	16360.2633	1227.399	311	1
2_MACS_peak_12636_lociStitched	chr17	36283720	36297002	2	13175	21693.4906	3623.3296	312	1
2_MACS_peak_104_lociStitched	chr1	1134541	1147747	2	13167	16282.998	1020.8238	313	1
4_MACS_peak_12136_lociStitched	chr17	7614761	7628288	4	13156	15019.0281	1310.7663	314	1
7_MACS_peak_10014_lociStitched	chr15	89902612	89916448	7	13152	13891.344	1372.5312	315	1
3_MACS_peak_13906_lociStitched	chr17	73605876	73619122	3	13137	17309.8728	1259.6946	316	1
5_MACS_peak_26015_lociStitched	chr3	195533487	195546808	5	13110	16647.2537	1657.1324	317	1
3_MACS_peak_8773_lociStitched	chr12	54342935	54356211	3	13109	17094.1776	1399.2904	318	1
7_MACS_peak_15686_lociStitched	chr19	3452393	3467246	7	13104	15658.0326	1665.0213	319	1
1_MACS_peak_15405_lociStitched	chr19	1776063	1789137	1	13075	19335.1386	1495.6656	320	1
5_MACS_peak_349_lociStitched	chr1	2280041	2293754	5	13067	16297.9005	1164.2337	321	1
6_MACS_peak_200_lociStitched	chr1	1887104	1900668	6	13052	13878.6848	1051.21	322	1
10_MACS_peak_223_lociStitched	chr1	1935266	1950411	10	13051	14699.737	1220.687	323	1
2_MACS_peak_15016_lociStitched	chr17	79759050	79772220	2	13027	20122.443	1195.836	324	1
6_MACS_peak_18416_lociStitched	chr19	42428220	42442077	6	13023	16184.976	1328.8863	325	1
3_MACS_peak_15748_lociStitched	chr19	3855229	3868450	3	12892	14342.1408	1490.0067	326	1
3_MACS_peak_15823_lociStitched	chr19	4276098	4289138	3	12825	16528.2	1506.12	327	1
7_MACS_peak_13977_lociStitched	chr17	74907338	74920978	7	12807	14821.224	1362.636	328	1
6_MACS_peak_8351_lociStitched	chr12	3238718	3252345	6	12733	13917.2551	1452.6382	329	1
3_MACS_peak_356_lociStitched	chr1	2302592	2315772	3	12724	17286.888	1234.966	330	1
10_MACS_peak_11557_lociStitched	chr17	701446	715699	10	12718	15083.9499	1114.5846	331	1
7_MACS_peak_22043_lociStitched	chr20	61992878	62006509	7	12699	13382.9158	940.539	332	1
5_MACS_peak_16059_lociStitched	chr19	5553000	5566284	5	12626	14648.2668	1591.4232	333	1
12_MACS_peak_15598_lociStitched	chr19	3255752	3270466	12	12615	12322.975	1447.8576	334	1
6_MACS_peak_15316_lociStitched	chr19	771949	785174	6	12610	17426.5825	1580.3875	335	1
5_MACS_peak_15761_lociStitched	chr19	3885594	3899099	5	12604	13519.8555	1522.0135	336	1
8_MACS_peak_10097_lociStitched	chr16	741786	755301	8	12580	14359.6875	724.404	337	1
3_MACS_peak_28190_lociStitched	chr6	34024550	34037380	3	12575	13722.968	1158.549	338	1
7_MACS_peak_16408_lociStitched	chr19	7836211	7849577	7	12574	12705.7196	1709.5114	339	1
5_MACS_peak_19804_lociStitched	chr19	56273059	56285733	5	12559	14594.111	2041.7814	340	1
9_MACS_peak_21714_lociStitched	chr20	60447408	60461670	9	12454	12693.18	901.3584	341	1
7_MACS_peak_12752_lociStitched	chr17	39771443	39784819	7	12446	13385.3632	1067.4048	342	1
6_MACS_peak_23160_lociStitched	chr22	19748766	19762279	6	12431	14915.6494	1125.6329	343	1
3_MACS_peak_15873_lociStitched	chr19	4737802	4750705	3	12407	15350.6991	1701.9057	344	1
6_MACS_peak_15056_lociStitched	chr17	81012129	81026103	6	12352	14836.1958	1143.0732	345	1
12_MACS_peak_24500_lociStitched	chr22	44752480	44766753	12	12351	12127.7681	1158.9676	346	1
9_MACS_peak_644_lociStitched	chr1	3033154	3047348	9	12329	13001.704	752.282	347	1
5_MACS_peak_364_lociStitched	chr1	2354556	2367472	5	12313	14257.9724	1153.3988	348	1
6_MACS_peak_26292_lociStitched	chr4	3820528	3833907	6	12296	13942.2559	1011.4524	349	1
8_MACS_peak_6428_lociStitched	chr11	2111425	2124361	8	12292	13278.804	923.6304	350	1
1_MACS_peak_12640_lociStitched	chr17	36338101	36350380	1	12280	21424.3992	3914.5452	351	1
10_MACS_peak_10486_lociStitched	chr16	3055099	3069054	10	12273	14366.6725	1244.786	352	1
8_MACS_peak_10260_lociStitched	chr16	1128317	1140859	8	12255	12183.2988	792.6544	353	1
10_MACS_peak_26213_lociStitched	chr4	3680466	3693754	10	12205	12165.164	859.7336	354	1
6_MACS_peak_15279_lociStitched	chr19	545197	558227	6	12148	14256.123	1359.029	355	1
7_MACS_peak_19944_lociStitched	chr2	26776114	26789500	7	12146	12780.9528	1357.3404	356	1
4_MACS_peak_24080_lociStitched	chr22	40068085	40080869	4	12142	12465.6784	1155.6736	357	1
3_MACS_peak_22939_lociStitched	chr21	46990082	47002415	3	12135	16691.4822	1528.0587	358	1
9_MACS_peak_22400_lociStitched	chr21	43079518	43092447	9	12122	12718.2573	1585.0954	359	1
4_MACS_peak_15682_lociStitched	chr19	3437541	3450198	4	12120	15830.1099	1707.4293	360	1
7_MACS_peak_29_lociStitched	chr1	913551	926915	7	12116	16790.5296	1164.0044	361	1
6_MACS_peak_23331_lociStitched	chr22	21563890	21576702	6	12105	12244.4284	2219.0384	362	1
7_MACS_peak_10500_lociStitched	chr16	3093063	3105883	7	12076	13255.88	1212.772	363	1
9_MACS_peak_6146_lociStitched	chr11	1248705	1262004	9	12054	12965.1951	817.8885	364	1
10_MACS_peak_27019_lociStitched	chr4	8611213	8624906	10	12049	12420.9203	862.659	365	1
1_MACS_peak_14626_lociStitched	chr17	77771553	77783599	1	12047	18311.1246	1115.4596	366	1
11_MACS_peak_12378_lociStitched	chr17	19058605	19071917	11	12046	11364.4544	1485.6192	367	1
2_MACS_peak_12084_lociStitched	chr17	7185371	7197432	2	11996	14820.5568	1274.8477	368	1
7_MACS_peak_13847_lociStitched	chr17	72910310	72923532	7	11994	13778.6462	1260.0566	369	1
6_MACS_peak_33159_lociStitched	chr9	137376124	137389420	6	11989	13455.552	998.5296	370	1
6_MACS_peak_22528_lociStitched	chr21	44036051	44048510	6	11949	15820.4382	1796.5878	371	1
7_MACS_peak_6525_lociStitched	chr11	2328217	2341437	7	11905	12898.754	935.976	372	1
6_MACS_peak_33961_lociStitched	chr9	139873767	139886072	6	11877	13194.6515	967.173	373	1
3_MACS_peak_28289_lociStitched	chr6	41604091	41616556	3	11850	13321.3455	959.805	374	1
12_MACS_peak_31273_lociStitched	chr8	143534966	143548780	12	11848	12290.3158	949.0218	375	1
1_MACS_peak_12597_lociStitched	chr17	34745892	34757724	1	11833	18119.5248	3198.1896	376	1
8_MACS_peak_31353_lociStitched	chr8	143656471	143669740	8	11826	12277.8057	927.5031	377	1
2_MACS_peak_9131_lociStitched	chr13	114054677	114066582	2	11819	13853.8485	1053.5925	378	1
6_MACS_peak_11847_lociStitched	chr17	1921183	1933448	6	11806	15035.6635	1109.9825	379	1
2_MACS_peak_34014_lociStitched	chr9	140056689	140068548	2	11799	17455.2621	974.8098	380	1
10_MACS_peak_3353_lociStitched	chr1	22665396	22679039	10	11750	12370.1081	1186.941	381	1
6_MACS_peak_4595_lociStitched	chr1	156658028	156670153	6	11746	19620.675	1621.1125	382	1
12_MACS_peak_21963_lociStitched	chr20	61751685	61765314	12	11743	12510.0591	1121.6667	383	1
6_MACS_peak_6519_lociStitched	chr11	2313849	2326335	6	11726	11626.9632	1011.366	384	1
5_MACS_peak_22974_lociStitched	chr21	47364113	47376258	5	11709	14762.2475	1395.4605	385	1
6_MACS_peak_6079_lociStitched	chr11	1032016	1044138	6	11639	13380.2636	930.9696	386	1
2_MACS_peak_1284_lociStitched	chr1	6506069	6517804	2	11622	17932.2535	1159.418	387	1
5_MACS_peak_33762_lociStitched	chr9	138870550	138882548	5	11618	13396.9668	813.4644	388	1
1_MACS_peak_10243_lociStitched	chr16	1094459	1106071	1	11613	14569.5764	671.1736	389	1
5_MACS_peak_15435_lociStitched	chr19	2716323	2729207	5	11593	14369.5252	1475.218	390	1
4_MACS_peak_13102_lociStitched	chr17	46691197	46703199	4	11560	14138.356	1321.4202	391	1
5_MACS_peak_4775_lociStitched	chr1	202153922	202166104	5	11550	16367.7352	2079.4674	392	1
3_MACS_peak_653_lociStitched	chr1	3049010	3060708	3	11548	12707.5374	880.8594	393	1
6_MACS_peak_21132_lociStitched	chr20	56129203	56141057	6	11512	12232.1426	1359.6538	394	1
8_MACS_peak_2808_lociStitched	chr1	18955465	18968315	8	11505	11706.35	699.04	395	1
7_MACS_peak_30872_lociStitched	chr8	141999986	142012249	7	11495	13156.9727	1431.0921	396	1
3_MACS_peak_8479_lociStitched	chr12	6930281	6942006	3	11466	17125.535	1327.27	397	1
1_MACS_peak_22217_lociStitched	chr20	62737446	62748894	1	11449	14640.8472	1012.0032	398	1
4_MACS_peak_16501_lociStitched	chr19	8187047	8198767	4	11400	13092.412	1273.964	399	1
3_MACS_peak_2156_lociStitched	chr1	16450844	16462407	3	11398	13413.08	1086.922	400	1
7_MACS_peak_25647_lociStitched	chr3	50235187	50247759	7	11394	13981.3212	1079.9348	401	1
8_MACS_peak_25776_lociStitched	chr3	50566105	50578869	8	11355	12582.7512	1125.7848	402	1
3_MACS_peak_25625_lociStitched	chr3	50192749	50204743	3	11324	13830.2814	1059.0702	403	1
3_MACS_peak_17332_lociStitched	chr19	17634450	17646010	3	11322	13444.28	1077.392	404	1
10_MACS_peak_32261_lociStitched	chr9	133250745	133263423	10	11320	11727.15	988.884	405	1
3_MACS_peak_907_lociStitched	chr1	3676076	3687867	3	11309	12468.9825	1124.8614	406	1
6_MACS_peak_3596_lociStitched	chr1	23200969	23212899	6	11303	11714.067	1150.052	407	1
8_MACS_peak_2028_lociStitched	chr1	11758275	11770086	8	11297	12379.1091	1145.667	408	1
6_MACS_peak_6285_lociStitched	chr11	1701978	1714754	6	11280	13928.3952	1001.6384	409	1
8_MACS_peak_5564_lociStitched	chr10	114742263	114754255	8	11269	11852.8928	1287.9408	410	1
7_MACS_peak_20782_lociStitched	chr20	34959224	34971393	7	11264	11098.128	1073.3058	411	1
11_MACS_peak_19774_lociStitched	chr19	56056352	56069730	11	11262	10939.1906	1213.3846	412	1
8_MACS_peak_6480_lociStitched	chr11	2209156	2222673	8	11247	12776.2684	1071.8981	413	1
6_MACS_peak_32787_lociStitched	chr9	136074982	136086924	6	11238	11497.7576	771.4532	414	1
3_MACS_peak_383_lociStitched	chr1	2399411	2410903	3	11219	12651.5428	895.2268	415	1
7_MACS_peak_14641_lociStitched	chr17	77828523	77840360	7	11211	11515.0336	1021.5331	416	1
3_MACS_peak_14884_lociStitched	chr17	78997138	79008463	3	11196	14326.125	1177.8	417	1
7_MACS_peak_13252_lociStitched	chr17	47952877	47965512	7	11195	11813.725	1209.1695	418	1
3_MACS_peak_15295_lociStitched	chr19	665493	677202	3	11186	15597.5589	1394.5419	419	1
5_MACS_peak_9898_lociStitched	chr15	78180484	78192091	5	11177	11084.685	964.5417	420	1
9_MACS_peak_3299_lociStitched	chr1	22567247	22579681	9	11151	11995.0798	1089.2184	421	1
3_MACS_peak_15843_lociStitched	chr19	4513258	4524501	3	11150	16340.5762	1355.9058	422	1
2_MACS_peak_12589_lociStitched	chr17	34493148	34504312	2	11135	16389.8684	2912.6876	423	1
4_MACS_peak_12700_lociStitched	chr17	37752105	37763561	4	11123	13434.4512	943.9744	424	1
3_MACS_peak_11682_lociStitched	chr17	1026724	1038531	3	11114	14105.8229	952.8249	425	1
6_MACS_peak_32910_lociStitched	chr9	136377937	136390185	6	11112	12039.784	1159.8856	426	1
4_MACS_peak_8122_lociStitched	chr11	119210632	119222058	4	11108	13465.541	1167.7372	427	1
7_MACS_peak_14077_lociStitched	chr17	75878404	75890606	7	11102	12388.6906	1193.3556	428	1
10_MACS_peak_21990_lociStitched	chr20	61801862	61815147	10	11059	11051.7915	1073.428	429	1
3_MACS_peak_13079_lociStitched	chr17	45922889	45934051	3	11036	12824.0218	1209.9608	430	1
7_MACS_peak_16127_lociStitched	chr19	5876026	5888038	7	11031	11342.9316	1346.5452	431	1
9_MACS_peak_26126_lociStitched	chr4	1795597	1808072	9	11027	13716.2625	830.835	432	1
8_MACS_peak_9524_lociStitched	chr15	42158276	42170624	8	11011	11763.9396	1068.102	433	1
8_MACS_peak_14241_lociStitched	chr17	76561856	76573659	8	10985	11729.8214	1092.9578	434	1
4_MACS_peak_17599_lociStitched	chr19	18717725	18729049	4	10980	16225.0272	1035.0136	435	1
3_MACS_peak_15406_lociStitched	chr19	1790797	1801802	3	10977	14330.711	1354.7155	436	1
4_MACS_peak_25296_lociStitched	chr22	51039484	51051075	4	10967	13228.8083	1200.8276	437	1
4_MACS_peak_8447_lociStitched	chr12	3411998	3423086	4	10962	12140.2512	986.832	438	1
8_MACS_peak_616_lociStitched	chr1	2987246	2999884	8	10912	11701.5242	552.2806	439	1
2_MACS_peak_12600_lociStitched	chr17	34797227	34808199	2	10888	17919.4704	2728.7364	440	1
3_MACS_peak_15085_lociStitched	chr17	81065033	81076576	3	10883	12214.8026	976.5378	441	1
10_MACS_peak_26652_lociStitched	chr4	7424947	7437439	10	10868	11295.2664	974.376	442	1
5_MACS_peak_32946_lociStitched	chr9	136440277	136451502	5	10866	11794.1075	701.5625	443	1
4_MACS_peak_22479_lociStitched	chr21	43763380	43774641	4	10857	13910.7133	1418.886	444	1
4_MACS_peak_12214_lociStitched	chr17	7969803	7981007	4	10855	12473.4132	1092.39	445	1
8_MACS_peak_11631_lociStitched	chr17	814780	826550	8	10841	10730.709	947.485	446	1
8_MACS_peak_14134_lociStitched	chr17	76311141	76322553	8	10829	10670.22	1013.3856	447	1
14_MACS_peak_20937_lociStitched	chr20	44930355	44944394	14	10821	12087.579	1454.4404	448	1
6_MACS_peak_21875_lociStitched	chr20	61410388	61422174	6	10805	12941.028	1103.1696	449	1
10_MACS_peak_19085_lociStitched	chr19	49051259	49063682	10	10790	11358.3489	1152.8544	450	1
6_MACS_peak_25085_lociStitched	chr22	49292529	49303896	6	10780	10836.1611	917.3169	451	1
3_MACS_peak_3424_lociStitched	chr1	22915125	22926088	3	10769	12480.2792	919.7957	452	1
2_MACS_peak_3170_lociStitched	chr1	21005704	21016464	2	10735	12601.036	1240.628	453	1
6_MACS_peak_19963_lociStitched	chr2	26831004	26843231	6	10677	10878.3619	1179.9055	454	1
6_MACS_peak_395_lociStitched	chr1	2458260	2469256	6	10654	12756.4596	770.8196	455	1
8_MACS_peak_2872_lociStitched	chr1	19040915	19052612	8	10653	9696.813	917.0448	456	1
14_MACS_peak_19426_lociStitched	chr19	51051562	51064722	14	10651	11045.188	965.944	457	1
5_MACS_peak_21947_lociStitched	chr20	61713670	61724546	5	10643	11442.6396	827.6636	458	1
9_MACS_peak_32083_lociStitched	chr9	132410518	132421915	9	10628	10337.079	937.9731	459	1
10_MACS_peak_14388_lociStitched	chr17	77272658	77285666	10	10626	10791.4368	1058.8512	460	1
4_MACS_peak_1774_lociStitched	chr1	10792387	10803535	4	10618	11805.732	946.4652	461	1
10_MACS_peak_260_lociStitched	chr1	2014882	2026798	10	10615	10526.5944	990.2196	462	1
2_MACS_peak_29765_lociStitched	chr7	155169726	155180458	2	10609	12720.6396	1291.0596	463	1
4_MACS_peak_24184_lociStitched	chr22	42795783	42806478	4	10592	11136.7035	840.627	464	1
4_MACS_peak_13192_lociStitched	chr17	47528743	47539617	4	10587	12417.0206	856.8712	465	1
5_MACS_peak_19225_lociStitched	chr19	49564247	49575005	5	10581	10291.1028	876.777	466	1
4_MACS_peak_6337_lociStitched	chr11	1798117	1809149	4	10571	13195.3752	846.1544	467	1
4_MACS_peak_29847_lociStitched	chr7	155608142	155618955	4	10559	10449.6832	1587.3484	468	1
4_MACS_peak_15678_lociStitched	chr19	3422895	3434196	4	10524	11760.9507	1343.6889	469	1
4_MACS_peak_12530_lociStitched	chr17	26831882	26843180	4	10512	12320.469	975.0174	470	1
4_MACS_peak_22418_lociStitched	chr21	43130166	43140898	4	10507	11625.9756	1413.4044	471	1
5_MACS_peak_32437_lociStitched	chr9	133937825	133949263	5	10500	11733.1004	1061.4464	472	1
6_MACS_peak_1703_lociStitched	chr1	9683580	9694607	6	10460	11042.4378	1555.9097	473	1
5_MACS_peak_14188_lociStitched	chr17	76481275	76492280	5	10458	11644.3905	980.5455	474	1
5_MACS_peak_32442_lociStitched	chr9	133950144	133961631	5	10454	10879.3377	999.369	475	1
3_MACS_peak_10407_lociStitched	chr16	2240246	2250980	3	10450	14257.9722	870.5274	476	1
2_MACS_peak_10841_lociStitched	chr16	30034004	30044534	2	10433	12970.854	1017.198	477	1
3_MACS_peak_4589_lociStitched	chr1	156639950	156650521	3	10432	11363.825	1667.0467	478	1
12_MACS_peak_33328_lociStitched	chr9	137685309	137697003	12	10431	10550.3268	748.416	479	1
6_MACS_peak_33823_lociStitched	chr9	138987276	138998425	6	10430	10816.7598	860.7028	480	1
4_MACS_peak_6230_lociStitched	chr11	1558984	1569937	4	10428	12773.3886	1112.8248	481	1
7_MACS_peak_8558_lociStitched	chr12	52230944	52242421	7	10394	11394.3656	1044.407	482	1
7_MACS_peak_702_lociStitched	chr1	3140933	3152412	7	10393	10670.8784	722.0291	483	1
4_MACS_peak_21729_lociStitched	chr20	60474720	60485415	4	10355	10950.6105	763.623	484	1
2_MACS_peak_33321_lociStitched	chr9	137668613	137679068	2	10353	11842.3785	709.8945	485	1
4_MACS_peak_5544_lociStitched	chr10	104167488	104178275	4	10343	13682.2308	1066.8343	486	1
6_MACS_peak_15244_lociStitched	chr19	414304	425540	6	10338	10770.8296	1153.9372	487	1
9_MACS_peak_4247_lociStitched	chr1	37314667	37326660	9	10326	10498.6722	1193.3035	488	1
5_MACS_peak_7149_lociStitched	chr11	64505296	64516219	5	10312	14747.1423	976.5162	489	1
6_MACS_peak_44_lociStitched	chr1	955505	966484	6	10299	12422.7385	742.1804	490	1
6_MACS_peak_24366_lociStitched	chr22	44231125	44242865	6	10291	11251.616	914.546	491	1
7_MACS_peak_20357_lociStitched	chr2	220328890	220339954	7	10284	9950.9616	940.44	492	1
6_MACS_peak_28292_lociStitched	chr6	41617058	41628250	6	10281	11377.7872	973.704	493	1
1_MACS_peak_15288_lociStitched	chr19	591370	601628	1	10259	14416.5932	1027.8516	494	1
2_MACS_peak_34094_lociStitched	chr9	140777108	140787433	2	10234	18225.69	1795.5175	495	1
8_MACS_peak_17543_lociStitched	chr19	18349870	18361682	8	10222	9642.1356	1116.234	496	1
7_MACS_peak_22711_lociStitched	chr21	45878612	45889663	7	10201	11790.3119	1396.8464	497	1
7_MACS_peak_24991_lociStitched	chr22	46390954	46402263	7	10182	11141.6268	990.6684	498	1
2_MACS_peak_33348_lociStitched	chr9	137705913	137716087	2	10168	12782.6136	770.1718	499	1
7_MACS_peak_14193_lociStitched	chr17	76493380	76504872	7	10168	10749.6168	1041.1752	500	1
5_MACS_peak_15930_lociStitched	chr19	5239132	5250616	5	10166	10729.5012	1304.5824	501	1
6_MACS_peak_14830_lociStitched	chr17	78450862	78461661	6	10165	10849.7553	853.121	502	1
7_MACS_peak_29178_lociStitched	chr7	100354948	100366782	7	10162	11255.3174	1112.396	503	1
3_MACS_peak_15333_lociStitched	chr19	842593	852913	3	10156	14354.088	1482.984	504	1
6_MACS_peak_33799_lociStitched	chr9	138945607	138956255	6	10108	11253.8712	660.176	505	1
3_MACS_peak_14293_lociStitched	chr17	77036964	77047540	3	10093	12078.8496	1218.3552	506	1
10_MACS_peak_13017_lociStitched	chr17	43897310	43909213	10	10075	10550.8192	1081.9827	507	1
6_MACS_peak_695_lociStitched	chr1	3127030	3137776	6	10061	10061.4798	701.7138	508	1
4_MACS_peak_27900_lociStitched	chr6	2635315	2645851	4	10043	11115.48	1495.0584	509	1
4_MACS_peak_13307_lociStitched	chr17	48263635	48274404	4	10039	10282.2412	777.5218	510	1
7_MACS_peak_822_lociStitched	chr1	3345431	3356232	7	10027	9757.6234	719.3466	511	1
3_MACS_peak_18820_lociStitched	chr19	47116825	47127232	3	10025	11644.3923	1197.8457	512	1
1_MACS_peak_4631_lociStitched	chr1	156889887	156899905	1	10019	16259.214	1639.9466	513	1
3_MACS_peak_32294_lociStitched	chr9	133299856	133310040	3	10000	10575.0656	700.6592	514	1
5_MACS_peak_15948_lociStitched	chr19	5275691	5286251	5	9970	10869.408	1166.88	515	1
6_MACS_peak_1569_lociStitched	chr1	7734787	7745698	6	9968	10452.738	717.9438	516	1
3_MACS_peak_6491_lociStitched	chr11	2228385	2238562	3	9953	12107.5769	835.5317	517	1
7_MACS_peak_31888_lociStitched	chr9	127246749	127258095	7	9949	10246.5726	1071.0624	518	1
2_MACS_peak_29845_lociStitched	chr7	155597479	155607588	2	9948	12566.4979	957.3223	519	1
6_MACS_peak_9071_lociStitched	chr13	113740452	113751219	6	9925	11102.9304	822.5988	520	1
7_MACS_peak_13834_lociStitched	chr17	72882654	72893147	7	9913	10333.5064	1001.0322	521	1
5_MACS_peak_15918_lociStitched	chr19	5211074	5221289	5	9912	10568.439	1190.0475	522	1
5_MACS_peak_6603_lociStitched	chr11	3216173	3226605	5	9909	12959.6736	841.8624	523	1
9_MACS_peak_7606_lociStitched	chr11	69981077	69992816	9	9904	10003.9758	907.4247	524	1
4_MACS_peak_22349_lociStitched	chr21	38071814	38081998	4	9900	12885.8152	1201.712	525	1
8_MACS_peak_10216_lociStitched	chr16	1032097	1042795	8	9862	11183.6892	679.323	526	1
7_MACS_peak_14562_lociStitched	chr17	77650652	77661956	7	9857	10209.7728	958.5792	527	1
2_MACS_peak_4568_lociStitched	chr1	156368757	156378815	2	9845	10107.2842	1564.019	528	1
8_MACS_peak_19752_lociStitched	chr19	56016520	56027793	8	9837	11322.6012	937.9136	529	1
7_MACS_peak_14430_lociStitched	chr17	77357158	77367746	7	9825	10097.7756	796.2176	530	1
2_MACS_peak_28023_lociStitched	chr6	32045195	32055397	2	9813	11638.4416	1354.8256	531	1
