#28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_ROSE/28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam
#Using cutoff of 8051.4287 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isStretch
2_MACS_peak_7774_lociStitched	chr11	70673924	70675966	2	1812	1625.2278	131.3006	4481	0
3_MACS_peak_10611_lociStitched	chr16	4366360	4368427	3	1812	1478.3184	98.1825	4482	0
2_MACS_peak_6858_lociStitched	chr11	61442559	61444688	2	1811	1556.9377	246.7511	4483	0
3_MACS_peak_20690_lociStitched	chr20	30610261	30612622	3	1810	1853.6211	294.4167	4484	0
1_MACS_peak_12779_lociStitched	chr17	41399542	41401349	1	1808	9674.3166	1725.5043	4485	0
2_MACS_peak_29944_lociStitched	chr7	155970826	155973075	2	1808	1706.7661	281.125	4486	0
1_MACS_peak_5381_lociStitched	chr10	98833275	98835081	1	1807	1474.2378	110.3466	4487	0
2_MACS_peak_28621_lociStitched	chr7	1593901	1596008	2	1807	1780.8364	234.7198	4488	0
2_MACS_peak_2392_lociStitched	chr1	17631278	17633409	2	1805	1946.4554	228.8694	4489	0
3_MACS_peak_15627_lociStitched	chr19	3307249	3309603	3	1805	1729.9546	274.241	4490	0
4_MACS_peak_33324_lociStitched	chr9	137682654	137684736	4	1804	1557.1278	176.5536	4491	0
3_MACS_peak_26484_lociStitched	chr4	7137728	7139853	3	1804	1632.6375	170.2125	4492	0
5_MACS_peak_10795_lociStitched	chr16	29277532	29280109	5	1804	1706.4894	162.8664	4493	0
3_MACS_peak_5385_lociStitched	chr10	98944691	98947069	3	1803	1744.0252	164.7954	4494	0
3_MACS_peak_9383_lociStitched	chr14	105666367	105668757	3	1803	1749.48	116.632	4495	0
1_MACS_peak_30822_lociStitched	chr8	86781105	86782906	1	1802	1120.5822	735.8886	4496	0
1_MACS_peak_30736_lociStitched	chr8	22722119	22723920	1	1802	1576.4153	212.3379	4497	0
2_MACS_peak_27744_lociStitched	chr5	176900957	176903001	2	1802	1922.5864	321.1124	4498	0
1_MACS_peak_30015_lociStitched	chr7	157360634	157362434	1	1801	1946.7	265.32	4499	0
2_MACS_peak_25989_lociStitched	chr3	195351071	195352901	2	1801	2031.849	604.449	4500	0
2_MACS_peak_11607_lociStitched	chr17	774548	776422	2	1801	1374.9538	231.2516	4501	0
3_MACS_peak_12051_lociStitched	chr17	7066789	7068685	3	1801	1704.504	171.7776	4502	0
3_MACS_peak_20907_lociStitched	chr20	44807161	44809465	3	1801	1775.9232	188.4672	4503	0
3_MACS_peak_4684_lociStitched	chr1	165322286	165324642	3	1801	1993.8828	278.9504	4504	0
3_MACS_peak_21297_lociStitched	chr20	56787983	56790443	3	1800	1872.798	216.972	4505	0
2_MACS_peak_29713_lociStitched	chr7	154956756	154958811	2	1799	1748.5995	311.949	4506	0
1_MACS_peak_20967_lociStitched	chr20	46523288	46525085	1	1798	4006.9506	665.2494	4507	0
1_MACS_peak_5326_lociStitched	chr10	73398572	73400369	1	1798	1543.8027	217.7964	4508	0
3_MACS_peak_22464_lociStitched	chr21	43699185	43701623	3	1798	1797.2936	277.932	4509	0
3_MACS_peak_33996_lociStitched	chr9	140009868	140012096	3	1797	1804.0116	121.426	4510	0
5_MACS_peak_2661_lociStitched	chr1	18280014	18282649	5	1797	1782.314	145.1885	4511	0
3_MACS_peak_26883_lociStitched	chr4	8127005	8129486	3	1796	1882.8309	160.5207	4512	0
2_MACS_peak_22451_lociStitched	chr21	43383245	43385200	2	1795	1574.948	231.472	4513	0
2_MACS_peak_19820_lociStitched	chr19	56693119	56695138	2	1795	1787.2188	131.0331	4514	0
3_MACS_peak_21157_lociStitched	chr20	56208114	56210430	3	1795	1666.1304	346.4736	4515	0
3_MACS_peak_12643_lociStitched	chr17	36684835	36687151	3	1795	1568.6268	193.386	4516	0
1_MACS_peak_22859_lociStitched	chr21	46494777	46496570	1	1794	2009.5944	282.5768	4517	0
1_MACS_peak_5056_lociStitched	chr10	6095534	6097327	1	1794	1870.6369	224.3043	4518	0
3_MACS_peak_28664_lociStitched	chr7	1771041	1773158	3	1794	1656.3408	213.1819	4519	0
2_MACS_peak_4952_lociStitched	chr1	228553813	228555996	2	1793	1670.6499	265.8894	4520	0
2_MACS_peak_21197_lociStitched	chr20	56456226	56458040	2	1791	1490.9266	103.9422	4521	0
2_MACS_peak_31296_lociStitched	chr8	143568454	143570270	2	1791	1377.7992	114.5896	4522	0
2_MACS_peak_28487_lociStitched	chr7	1240107	1242094	2	1791	1628.3465	126.3732	4523	0
1_MACS_peak_19906_lociStitched	chr2	23608600	23610389	1	1790	1711.1785	145.2668	4524	0
3_MACS_peak_17730_lociStitched	chr19	33705638	33707821	3	1790	1780.2365	197.7798	4525	0
3_MACS_peak_8891_lociStitched	chr12	101386053	101388198	3	1789	1625.2665	196.2675	4526	0
1_MACS_peak_26109_lociStitched	chr4	1676528	1678315	1	1788	1711.0525	148.1423	4527	0
3_MACS_peak_16255_lociStitched	chr19	6715762	6717795	3	1788	1687.9999	321.6206	4528	0
2_MACS_peak_12394_lociStitched	chr17	19079130	19080921	2	1787	1201.761	179.2791	4529	0
2_MACS_peak_27136_lociStitched	chr4	8867625	8869560	2	1787	1778.265	137.9655	4530	0
3_MACS_peak_3813_lociStitched	chr1	29864692	29866940	3	1787	1522.1208	201.8704	4531	0
4_MACS_peak_3134_lociStitched	chr1	20854732	20857435	4	1786	1865.6106	234.6204	4532	0
1_MACS_peak_25959_lociStitched	chr3	184490113	184491897	1	1785	1409.8952	220.5024	4533	0
1_MACS_peak_6467_lociStitched	chr11	2180972	2182756	1	1785	1450.2136	97.4064	4534	0
2_MACS_peak_8328_lociStitched	chr12	1949703	1951714	2	1785	1583.8636	196.2736	4535	0
3_MACS_peak_20029_lociStitched	chr2	47095684	47097923	3	1784	1741.7181	203.5251	4536	0
3_MACS_peak_8391_lociStitched	chr12	3327505	3329818	3	1784	1729.6614	160.0596	4537	0
5_MACS_peak_16615_lociStitched	chr19	8670467	8673014	5	1784	1609.704	234.5787	4538	0
2_MACS_peak_19990_lociStitched	chr2	26931642	26933664	2	1783	1873.1808	134.8674	4539	0
3_MACS_peak_28327_lociStitched	chr6	44244385	44246430	3	1783	1688.5565	277.9155	4540	0
2_MACS_peak_18622_lociStitched	chr19	45747190	45749088	2	1782	1698.3304	127.3558	4541	0
4_MACS_peak_6313_lociStitched	chr11	1744615	1746618	4	1782	1607.8081	197.6961	4542	0
3_MACS_peak_24914_lociStitched	chr22	45992869	45994913	3	1782	1470.658	174.3532	4543	0
3_MACS_peak_9835_lociStitched	chr15	77962946	77965471	3	1782	2118.475	248.2075	4544	0
6_MACS_peak_10997_lociStitched	chr16	71457872	71460572	6	1782	1702.62	156.87	4545	0
3_MACS_peak_10832_lociStitched	chr16	29908953	29911092	3	1781	1601.4693	125.5593	4546	0
2_MACS_peak_22160_lociStitched	chr20	62422722	62424883	2	1781	1866.8879	203.5662	4547	0
2_MACS_peak_2230_lociStitched	chr1	17076134	17078050	2	1780	1276.056	535.3304	4548	0
2_MACS_peak_8715_lociStitched	chr12	53183470	53185587	2	1780	1771.7173	188.413	4549	0
2_MACS_peak_7776_lociStitched	chr11	70677353	70679513	2	1780	1569.024	149.472	4550	0
3_MACS_peak_15955_lociStitched	chr19	5294425	5296653	3	1780	1754.9956	251.764	4551	0
1_MACS_peak_11655_lociStitched	chr17	852886	854664	1	1779	1770.1768	147.7518	4552	0
3_MACS_peak_16911_lociStitched	chr19	13345446	13347320	3	1779	1407.5614	187.2126	4553	0
2_MACS_peak_5501_lociStitched	chr10	102791181	102793070	2	1779	1808.9064	311.8739	4554	0
3_MACS_peak_27643_lociStitched	chr5	176134587	176137166	3	1779	1663.1971	190.5881	4555	0
4_MACS_peak_31848_lociStitched	chr9	117027170	117030110	4	1779	1977.15	231.966	4556	0
3_MACS_peak_24659_lociStitched	chr22	45098369	45100159	3	1778	1496.082	90.574	4557	0
3_MACS_peak_33637_lociStitched	chr9	138436786	138438760	3	1778	1369.3638	212.5998	4558	0
2_MACS_peak_17185_lociStitched	chr19	15673095	15675098	2	1777	1434.3483	193.8904	4559	0
3_MACS_peak_2980_lociStitched	chr1	19981311	19983445	3	1777	1574.6786	183.9508	4560	0
4_MACS_peak_26390_lociStitched	chr4	6383425	6385588	4	1777	1660.9677	194.4537	4561	0
2_MACS_peak_3107_lociStitched	chr1	20760933	20763186	2	1777	1792.4868	227.7783	4562	0
1_MACS_peak_22314_lociStitched	chr21	10180015	10181790	1	1776	1194.3975	434.52	4563	0
2_MACS_peak_15292_lociStitched	chr19	609865	611647	2	1776	1471.2192	239.3226	4564	0
2_MACS_peak_3518_lociStitched	chr1	23082354	23084416	2	1776	1704.8616	167.8468	4565	0
3_MACS_peak_5830_lociStitched	chr10	134844168	134846454	3	1776	1792.6812	115.443	4566	0
1_MACS_peak_19033_lociStitched	chr19	48788273	48790046	1	1774	1400.3154	129.0744	4567	0
3_MACS_peak_25032_lociStitched	chr22	46849314	46851218	3	1774	1627.7296	111.384	4568	0
3_MACS_peak_16319_lociStitched	chr19	7576169	7578051	3	1773	1672.5334	272.89	4569	0
2_MACS_peak_15020_lociStitched	chr17	79859275	79861162	2	1773	1650.9363	134.9205	4570	0
4_MACS_peak_18204_lociStitched	chr19	40889187	40891616	4	1773	1690.8269	248.4867	4571	0
1_MACS_peak_28287_lociStitched	chr6	41499944	41501715	1	1772	1594.9626	275.5676	4572	0
1_MACS_peak_2137_lociStitched	chr1	16417957	16419728	1	1772	1624.007	154.7854	4573	0
4_MACS_peak_30698_lociStitched	chr8	22454479	22456490	4	1772	1693.0609	216.1825	4574	0
4_MACS_peak_18106_lociStitched	chr19	39000923	39003358	4	1772	1779.7415	153.6485	4575	0
1_MACS_peak_16916_lociStitched	chr19	13377666	13379436	1	1771	1267.32	78.057	4576	0
2_MACS_peak_25322_lociStitched	chr3	10371169	10373220	2	1771	1796.4709	188.2818	4577	0
1_MACS_peak_4425_lociStitched	chr1	55504966	55506735	1	1770	2125.9842	118.1692	4578	0
2_MACS_peak_1532_lociStitched	chr1	7645203	7647332	2	1769	1634.8591	65.1474	4579	0
2_MACS_peak_16298_lociStitched	chr19	7435732	7437882	2	1769	1796.97	225.965	4580	0
3_MACS_peak_20386_lociStitched	chr2	220436401	220438254	3	1768	1362.6962	225.3248	4581	0
3_MACS_peak_31223_lociStitched	chr8	143234350	143236307	3	1768	1721.5729	114.8759	4582	0
2_MACS_peak_26473_lociStitched	chr4	7115769	7117805	2	1768	1738.3368	116.052	4583	0
2_MACS_peak_20260_lociStitched	chr2	175546449	175548222	2	1767	1396.9467	221.2704	4584	0
3_MACS_peak_31372_lociStitched	chr8	143694025	143696019	3	1767	1462.9978	56.4302	4585	0
3_MACS_peak_5408_lociStitched	chr10	99664634	99666931	3	1767	1838.9782	232.6861	4586	0
2_MACS_peak_16935_lociStitched	chr19	13821695	13823805	2	1766	1667.533	176.818	4587	0
1_MACS_peak_25967_lociStitched	chr3	187515446	187517210	1	1765	1720.6056	322.6356	4588	0
1_MACS_peak_16659_lociStitched	chr19	10044870	10046634	1	1765	1783.0512	165.6396	4589	0
2_MACS_peak_10241_lociStitched	chr16	1091507	1093328	2	1765	1683.8787	159.5196	4590	0
2_MACS_peak_34023_lociStitched	chr9	140187892	140189947	2	1765	1839.8415	235.092	4591	0
1_MACS_peak_18808_lociStitched	chr19	47009592	47011355	1	1764	1425.3855	176.4763	4592	0
4_MACS_peak_17796_lociStitched	chr19	34303713	34305983	4	1764	1505.01	125.077	4593	0
4_MACS_peak_6841_lociStitched	chr11	61411273	61413407	4	1763	1579.5868	198.6754	4594	0
3_MACS_peak_23015_lociStitched	chr21	47489839	47492125	3	1763	1563.3954	236.601	4595	0
1_MACS_peak_20111_lociStitched	chr2	92231229	92232990	1	1762	1436.4477	310.6404	4596	0
1_MACS_peak_9495_lociStitched	chr15	33491284	33493045	1	1762	1582.0824	245.4834	4597	0
4_MACS_peak_16940_lociStitched	chr19	13832596	13834867	4	1762	1650.5628	176.4567	4598	0
1_MACS_peak_19797_lociStitched	chr19	56254990	56256750	1	1761	1472.592	267.872	4599	0
1_MACS_peak_4461_lociStitched	chr1	142817210	142818970	1	1761	1515.888	914.32	4600	0
2_MACS_peak_28188_lociStitched	chr6	34021716	34023489	2	1760	1465.3845	195.5619	4601	0
3_MACS_peak_16015_lociStitched	chr19	5450854	5452990	3	1760	1463.8008	231.1152	4602	0
2_MACS_peak_2709_lociStitched	chr1	18500548	18502719	2	1760	1657.7756	161.7395	4603	0
4_MACS_peak_34226_lociStitched	chrX	152820041	152822370	4	1760	1691.7856	139.0413	4604	0
1_MACS_peak_4930_lociStitched	chr1	226736413	226738171	1	1759	2694.4866	235.572	4605	0
2_MACS_peak_29134_lociStitched	chr7	100252216	100253994	2	1759	1449.6034	171.3992	4606	0
2_MACS_peak_23219_lociStitched	chr22	20230771	20232631	2	1757	1452.66	187.116	4607	0
1_MACS_peak_24110_lociStitched	chr22	42310921	42312676	1	1756	1675.674	156.546	4608	0
2_MACS_peak_14403_lociStitched	chr17	77294368	77296333	2	1756	1508.5305	151.8945	4609	0
3_MACS_peak_2561_lociStitched	chr1	17981472	17983537	3	1756	1634.8605	140.833	4610	0
2_MACS_peak_20294_lociStitched	chr2	218874344	218876137	2	1755	1638.2641	215.5186	4611	0
2_MACS_peak_18653_lociStitched	chr19	46171261	46173230	2	1755	1538.9704	289.8368	4612	0
4_MACS_peak_25288_lociStitched	chr22	50985953	50988068	4	1755	1661.967	91.5795	4613	0
3_MACS_peak_30596_lociStitched	chr8	7870205	7872690	3	1755	1477.3325	171.962	4614	0
1_MACS_peak_10300_lociStitched	chr16	1242866	1244618	1	1753	1710.828	135.2544	4615	0
1_MACS_peak_29622_lociStitched	chr7	151107217	151108968	1	1752	1819.289	90.0014	4616	0
2_MACS_peak_15728_lociStitched	chr19	3773038	3774975	2	1752	1821.3611	189.0512	4617	0
2_MACS_peak_30447_lociStitched	chr8	1970309	1972291	2	1752	1542.1942	260.633	4618	0
2_MACS_peak_14363_lociStitched	chr17	77225427	77227183	2	1751	1309.2736	136.4412	4619	0
3_MACS_peak_12508_lociStitched	chr17	21408675	21410957	3	1751	1790.9136	218.8438	4620	0
2_MACS_peak_33240_lociStitched	chr9	137525454	137527389	2	1750	1568.511	139.32	4621	0
4_MACS_peak_17860_lociStitched	chr19	35772605	35774819	4	1750	1730.4624	231.1416	4622	0
1_MACS_peak_17589_lociStitched	chr19	18521874	18523622	1	1749	1767.4028	202.0688	4623	0
2_MACS_peak_8365_lociStitched	chr12	3281668	3283531	2	1749	1438.7949	211.4505	4624	0
3_MACS_peak_5789_lociStitched	chr10	134754292	134756239	3	1749	1651.4454	133.1748	4625	0
3_MACS_peak_996_lociStitched	chr1	4219380	4221422	3	1749	1579.6912	154.7836	4626	0
1_MACS_peak_27584_lociStitched	chr5	172656257	172658004	1	1748	1490.5404	98.5308	4627	0
2_MACS_peak_17937_lociStitched	chr19	36024374	36026299	2	1748	1260.875	125.895	4628	0
2_MACS_peak_12001_lociStitched	chr17	6615663	6617706	2	1748	1543.0779	91.3221	4629	0
3_MACS_peak_8555_lociStitched	chr12	52227424	52229535	3	1748	1800.683	305.8839	4630	0
4_MACS_peak_29130_lociStitched	chr7	100249335	100251491	4	1748	1424.4692	178.3012	4631	0
5_MACS_peak_245_lociStitched	chr1	1990794	1993476	5	1748	2042.343	124.713	4632	0
3_MACS_peak_5806_lociStitched	chr10	134797086	134799147	3	1747	1693.9359	168.3837	4633	0
5_MACS_peak_30959_lociStitched	chr8	142484158	142486529	5	1747	1717.3153	167.1555	4634	0
1_MACS_peak_19381_lociStitched	chr19	50870137	50871882	1	1746	1228.6545	211.145	4635	0
3_MACS_peak_16277_lociStitched	chr19	7011231	7013149	3	1746	1282.9502	323.183	4636	0
2_MACS_peak_8628_lociStitched	chr12	52626418	52628392	2	1746	1585.122	103.635	4637	0
2_MACS_peak_24891_lociStitched	chr22	45947164	45949363	2	1746	1732.5921	187.1349	4638	0
3_MACS_peak_6738_lociStitched	chr11	47368334	47370326	3	1745	1468.7016	175.6944	4639	0
3_MACS_peak_28262_lociStitched	chr6	39280482	39282411	3	1744	1481.472	107.4453	4640	0
3_MACS_peak_28500_lociStitched	chr7	1266312	1268420	3	1744	1551.2772	75.4664	4641	0
3_MACS_peak_28359_lociStitched	chr6	137815224	137817746	3	1744	1576.7544	160.3992	4642	0
3_MACS_peak_28367_lociStitched	chr6	150225652	150227573	3	1743	1637.2683	165.0139	4643	0
2_MACS_peak_19192_lociStitched	chr19	49273149	49275349	2	1743	2113.76	210.32	4644	0
1_MACS_peak_22848_lociStitched	chr21	46466698	46468439	1	1742	1425.5308	220.9329	4645	0
3_MACS_peak_6994_lociStitched	chr11	64207848	64209751	3	1742	1551.5159	127.3107	4646	0
2_MACS_peak_6803_lociStitched	chr11	61349198	61351136	2	1741	1609.7028	212.7924	4647	0
2_MACS_peak_1828_lociStitched	chr1	10915240	10917394	2	1741	1823.7918	156.165	4648	0
2_MACS_peak_25365_lociStitched	chr3	12930203	12932310	2	1740	1681.1753	252.6293	4649	0
2_MACS_peak_14270_lociStitched	chr17	76609206	76610996	2	1739	1623.172	216.59	4650	0
2_MACS_peak_21790_lociStitched	chr20	60942657	60944541	2	1739	1386.0588	173.7048	4651	0
1_MACS_peak_29006_lociStitched	chr7	73451670	73453407	1	1738	1678.9842	142.434	4652	0
1_MACS_peak_26791_lociStitched	chr4	7855011	7856748	1	1738	1323.4203	85.8078	4653	0
1_MACS_peak_25871_lociStitched	chr3	128272780	128274516	1	1737	1743.9856	173.9472	4654	0
1_MACS_peak_6753_lociStitched	chr11	60691393	60693128	1	1736	1560.459	128.39	4655	0
2_MACS_peak_1369_lociStitched	chr1	7158255	7160147	2	1736	1405.5668	148.522	4656	0
3_MACS_peak_27692_lociStitched	chr5	176234847	176237231	3	1736	1579.6384	231.7248	4657	0
4_MACS_peak_18405_lociStitched	chr19	42350864	42353050	4	1735	1771.5344	231.4974	4658	0
3_MACS_peak_33650_lociStitched	chr9	138505554	138508041	3	1735	1847.5923	174.8361	4659	0
5_MACS_peak_1575_lociStitched	chr1	7746405	7749134	5	1735	1825.4281	161.2839	4660	0
3_MACS_peak_23999_lociStitched	chr22	38858740	38860818	3	1733	1561.4092	131.1218	4661	0
3_MACS_peak_24858_lociStitched	chr22	45897381	45899820	3	1733	1645.3494	120.7305	4662	0
1_MACS_peak_27554_lociStitched	chr5	141255915	141257646	1	1732	1685.4747	265.0161	4663	0
2_MACS_peak_31518_lociStitched	chr8	144259094	144261147	2	1732	1581.0153	158.6969	4664	0
2_MACS_peak_30780_lociStitched	chr8	68306103	68308270	2	1731	1593.8285	292.1116	4665	0
2_MACS_peak_18395_lociStitched	chr19	42323603	42325524	2	1730	1511.6349	154.2563	4666	0
1_MACS_peak_24008_lociStitched	chr22	39197042	39198770	1	1729	1803.6864	160.0128	4667	0
2_MACS_peak_7733_lociStitched	chr11	70515919	70517699	2	1729	1522.434	133.856	4668	0
4_MACS_peak_25002_lociStitched	chr22	46421715	46423872	4	1729	1639.1043	186.3648	4669	0
1_MACS_peak_7232_lociStitched	chr11	66334436	66336163	1	1728	2249.4175	203.9587	4670	0
2_MACS_peak_32479_lociStitched	chr9	134659614	134661474	2	1728	1379.19	149.544	4671	0
2_MACS_peak_19933_lociStitched	chr2	26743022	26744905	2	1728	1579.4604	233.8686	4672	0
2_MACS_peak_10941_lociStitched	chr16	56658938	56660997	2	1728	1965.1096	186.7513	4673	0
3_MACS_peak_6730_lociStitched	chr11	47208102	47210330	3	1728	1955.7384	285.4068	4674	0
4_MACS_peak_17853_lociStitched	chr19	35627743	35630166	4	1728	1698.2807	217.5854	4675	0
1_MACS_peak_30697_lociStitched	chr8	22435123	22436849	1	1727	1929.3228	169.4932	4676	0
2_MACS_peak_29942_lociStitched	chr7	155965503	155967308	2	1727	1560.7835	178.334	4677	0
2_MACS_peak_22331_lociStitched	chr21	36041459	36043346	2	1727	1890.2079	103.785	4678	0
3_MACS_peak_1155_lociStitched	chr1	5771427	5773609	3	1727	1543.5468	135.0658	4679	0
4_MACS_peak_21520_lociStitched	chr20	58150084	58152360	4	1726	1669.446	147.7124	4680	0
1_MACS_peak_27595_lociStitched	chr5	172754363	172756087	1	1725	1946.2236	126.1968	4681	0
3_MACS_peak_32831_lociStitched	chr9	136136713	136138545	3	1725	1502.9728	158.6512	4682	0
3_MACS_peak_4918_lociStitched	chr1	223739508	223741553	3	1725	1309.0045	71.7795	4683	0
3_MACS_peak_23880_lociStitched	chr22	37766355	37768520	3	1725	1646.4825	152.1995	4684	0
3_MACS_peak_9240_lociStitched	chr14	104566559	104568946	3	1725	1884.5365	62.5394	4685	0
4_MACS_peak_3443_lociStitched	chr1	22956732	22959336	4	1725	1690.7772	178.6344	4686	0
3_MACS_peak_19387_lociStitched	chr19	50939443	50941592	3	1724	1879.0856	198.5676	4687	0
1_MACS_peak_22460_lociStitched	chr21	43638053	43639775	1	1723	1755.4068	228.165	4688	0
3_MACS_peak_23134_lociStitched	chr22	19680951	19682819	3	1723	1438.7336	150.7476	4689	0
2_MACS_peak_24667_lociStitched	chr22	45112796	45114730	2	1723	1448.3726	149.1114	4690	0
2_MACS_peak_28139_lociStitched	chr6	33915955	33917971	2	1723	1706.544	176.1984	4691	0
1_MACS_peak_14765_lociStitched	chr17	78065368	78067089	1	1722	1431.3557	157.1273	4692	0
1_MACS_peak_4703_lociStitched	chr1	178063049	178064770	1	1722	1580.9106	401.1651	4693	0
3_MACS_peak_6118_lociStitched	chr11	1133796	1135536	3	1722	1460.73	195.054	4694	0
3_MACS_peak_29028_lociStitched	chr7	75826726	75828532	3	1721	1411.389	182.0448	4695	0
3_MACS_peak_14538_lociStitched	chr17	77614880	77616989	3	1721	1402.2741	118.3149	4696	0
4_MACS_peak_8052_lociStitched	chr11	117546525	117548815	4	1721	1791.009	136.026	4697	0
4_MACS_peak_31584_lociStitched	chr8	144760291	144762697	4	1721	1484.502	189.8334	4698	0
2_MACS_peak_30615_lociStitched	chr8	9761132	9763243	2	1720	1858.3133	167.6134	4699	0
3_MACS_peak_20567_lociStitched	chr20	2731663	2733462	3	1718	1628.6347	158.8517	4700	0
2_MACS_peak_18473_lociStitched	chr19	42678903	42680804	2	1717	1465.4809	240.8567	4701	0
4_MACS_peak_8202_lociStitched	chr11	119985847	119988288	4	1716	1585.9177	235.0683	4702	0
3_MACS_peak_17449_lociStitched	chr19	18013451	18015961	3	1716	1780.092	309.232	4703	0
2_MACS_peak_27601_lociStitched	chr5	175620807	175622526	2	1715	1776.0708	234.8154	4704	0
3_MACS_peak_3549_lociStitched	chr1	23132335	23134192	3	1714	1462.7589	207.4269	4705	0
4_MACS_peak_31214_lociStitched	chr8	143216625	143218584	4	1714	1358.1747	105.786	4706	0
3_MACS_peak_31041_lociStitched	chr8	142650799	142653077	3	1714	1649.272	163.5604	4707	0
2_MACS_peak_11609_lociStitched	chr17	778355	780146	2	1713	1506.0519	215.6364	4708	0
2_MACS_peak_19454_lociStitched	chr19	51189204	51191073	2	1712	1456.8855	79.6194	4709	0
2_MACS_peak_17814_lociStitched	chr19	35533323	35535435	2	1712	1884.1152	210.144	4710	0
2_MACS_peak_9928_lociStitched	chr15	78277232	78279397	2	1712	1962.356	140.9415	4711	0
3_MACS_peak_16784_lociStitched	chr19	11518334	11520662	3	1712	1759.2696	212.5464	4712	0
2_MACS_peak_21009_lociStitched	chr20	48904489	48906428	2	1711	1474.8034	170.0503	4713	0
2_MACS_peak_16158_lociStitched	chr19	6056739	6058731	2	1711	1536.6288	284.6568	4714	0
1_MACS_peak_15521_lociStitched	chr19	3062664	3064373	1	1710	1686.0994	207.6435	4715	0
2_MACS_peak_22389_lociStitched	chr21	43031889	43033631	2	1710	1432.2724	288.9978	4716	0
2_MACS_peak_2436_lociStitched	chr1	17700668	17702501	2	1710	1589.9442	134.9088	4717	0
3_MACS_peak_7452_lociStitched	chr11	69526209	69528354	3	1710	1589.6595	179.9655	4718	0
2_MACS_peak_30695_lociStitched	chr8	22422010	22424214	2	1710	2256.896	198.1396	4719	0
1_MACS_peak_16554_lociStitched	chr19	8319901	8321609	1	1709	1407.5628	324.8616	4720	0
2_MACS_peak_25949_lociStitched	chr3	184347359	184349108	2	1709	1319.9703	209.3553	4721	0
3_MACS_peak_16603_lociStitched	chr19	8646044	8647916	3	1709	1432.8288	274.8096	4722	0
2_MACS_peak_887_lociStitched	chr1	3497563	3499680	2	1709	1743.9846	131.0423	4723	0
1_MACS_peak_30189_lociStitched	chr7	158109456	158111163	1	1708	1615.1634	167.7981	4724	0
1_MACS_peak_10690_lociStitched	chr16	21536406	21538112	1	1707	1439.864	387.262	4725	0
4_MACS_peak_18384_lociStitched	chr19	42304258	42306778	4	1707	1828.512	211.68	4726	0
2_MACS_peak_30949_lociStitched	chr8	142426947	142429032	2	1706	1559.7885	156.375	4727	0
3_MACS_peak_12086_lociStitched	chr17	7198345	7200519	3	1706	1713.3294	285.4462	4728	0
4_MACS_peak_2490_lociStitched	chr1	17888770	17891199	4	1706	1758.1102	208.1653	4729	0
3_MACS_peak_21200_lociStitched	chr20	56467233	56469233	3	1704	1374.2	122.8	4730	0
1_MACS_peak_5904_lociStitched	chr10	135019571	135021273	1	1703	1527.0344	130.0328	4731	0
3_MACS_peak_17792_lociStitched	chr19	34287718	34289954	3	1703	1699.5836	167.7	4732	0
1_MACS_peak_17313_lociStitched	chr19	17558253	17559954	1	1702	1574.6157	201.0582	4733	0
2_MACS_peak_25620_lociStitched	chr3	50185999	50187862	2	1702	1547.7804	173.8179	4734	0
1_MACS_peak_18550_lociStitched	chr19	45327244	45328944	1	1701	1346.4	99.62	4735	0
2_MACS_peak_24550_lociStitched	chr22	44835791	44837495	2	1701	1480.0944	120.8136	4736	0
3_MACS_peak_25284_lociStitched	chr22	50968449	50970447	3	1701	1629.5688	246.753	4737	0
2_MACS_peak_28284_lociStitched	chr6	41489021	41491012	2	1700	1674.0328	192.1315	4738	0
3_MACS_peak_6000_lociStitched	chr11	328989	331156	3	1700	1710.8465	232.5191	4739	0
3_MACS_peak_31495_lociStitched	chr8	144221150	144223355	3	1700	1615.1625	249.606	4740	0
2_MACS_peak_22584_lociStitched	chr21	44228031	44229972	2	1699	1713.5148	314.8302	4741	0
3_MACS_peak_7888_lociStitched	chr11	71248769	71251098	3	1699	1853.6511	204.4862	4742	0
1_MACS_peak_10013_lociStitched	chr15	89900289	89901986	1	1698	1570.9129	290.8658	4743	0
1_MACS_peak_1482_lociStitched	chr1	7527459	7529156	1	1698	1638.2838	166.1363	4744	0
4_MACS_peak_26820_lociStitched	chr4	7997526	7999988	4	1698	1718.2298	222.811	4745	0
2_MACS_peak_4861_lociStitched	chr1	205450590	205452725	2	1697	1583.316	264.5265	4746	0
2_MACS_peak_8576_lociStitched	chr12	52404446	52406271	2	1696	1409.63	151.6575	4747	0
2_MACS_peak_1133_lociStitched	chr1	5675341	5677427	2	1696	1628.9574	174.5982	4748	0
