REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
4_MACS_peak_22536_lociStitched	chr21	44056481	44073602	4	16463	21599.8536	1867.9011	168		PDE9A	PDE9A	168	1
3_MACS_peak_22812_lociStitched	chr21	46164273	46183611	3	18695	21950.5638	2250.9432	169		KRTAP10-12,C21orf29,UBE2G2	C21orf29	169	1
11_MACS_peak_16116_lociStitched	chr19	5851618	5874163	11	20265	22454.82	2836.161	170	FUT5	NRTN,VMAC,CAPS,FUT6,FUT3,NDUFA11	FUT5	170	1
8_MACS_peak_6359_lociStitched	chr11	1840581	1858975	8	17291	21075.8452	1488.0746	171	SYT8	TNNI2,LSP1,MIR4298	SYT8	171	1
9_MACS_peak_17911_lociStitched	chr19	35985464	36006160	9	18582	21527.9792	1988.8856	172	DMKN	FFAR2,GAPDHS,TMEM147,KRTDAP,SBSN,ATP4A	DMKN	172	1
4_MACS_peak_6572_lociStitched	chr11	2426631	2440620	4	13849	20425.3389	1026.7926	173	TRPM5	CD81,TSSC4,KCNQ1	TSSC4	173	1
5_MACS_peak_23214_lociStitched	chr22	20213009	20229817	5	16364	20551.1416	1341.2784	174	RTN4R	LOC150197,MIR1286	MIR1286	174	1
5_MACS_peak_4536_lociStitched	chr1	155089023	155104271	5	14749	21873.256	2735.4912	175	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	175	1
2_MACS_peak_15016_lociStitched	chr17	79759050	79772220	2	13027	20122.443	1195.836	176	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	176	1
5_MACS_peak_25858_lociStitched	chr3	128169266	128188351	5	18080	20508.741	1648.944	177	DNAJB8	LOC90246,GATA2	DNAJB8	177	1
4_MACS_peak_34064_lociStitched	chr9	140317977	140333805	4	15336	20180.7	1377.036	178	NOXA1,ENTPD8	EXD3,NELF	NOXA1	178	1
14_MACS_peak_32893_lociStitched	chr9	136345984	136366275	14	18248	20453.328	1720.6768	179		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	179	1
9_MACS_peak_14454_lociStitched	chr17	77408832	77428657	9	18376	20130.305	1504.7175	180	RBFOX3		RBFOX3	180	1
7_MACS_peak_16360_lociStitched	chr19	7725099	7744281	7	17962	21205.701	2637.525	181	RETN,C19orf59	LOC100131801,STXBP2,TRAPPC5,XAB2,PCP2,FCER2	RETN	181	1
1_MACS_peak_15364_lociStitched	chr19	1445243	1454878	1	9636	19770.0565	1218.8275	182	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	182	1
8_MACS_peak_6860_lociStitched	chr11	61445396	61463901	8	17642	20436.922	1902.314	183	DAGLA		DAGLA	183	1
3_MACS_peak_29610_lociStitched	chr7	151077854	151094350	3	16331	20535.8704	2020.76	184	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	184	1
9_MACS_peak_32880_lociStitched	chr9	136297126	136317075	9	18864	20304.0922	1986.9204	185	ADAMTS13	C9orf7,REXO4,SLC2A6	C9orf7	185	1
10_MACS_peak_33093_lociStitched	chr9	137109163	137128119	10	18267	19691.4928	1402.744	186			RNU6ATAC	186	1
8_MACS_peak_10358_lociStitched	chr16	1572235	1588471	8	15394	19319.2164	1123.5312	187	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	187	1
8_MACS_peak_32132_lociStitched	chr9	132500660	132520096	8	18310	19993.8132	1811.4352	188	PTGES	TOR1B	PTGES	188	1
2_MACS_peak_15726_lociStitched	chr19	3729951	3746199	2	16036	20608.9632	2446.9488	189	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	189	1
4_MACS_peak_13273_lociStitched	chr17	47996788	48014894	4	17637	19914.7894	1763.5244	190		DLX4	DLX4	190	1
11_MACS_peak_18789_lociStitched	chr19	46981528	46999886	11	16165	19782.5808	1650.3842	191	PNMAL2	PNMAL1	PNMAL2	191	1
9_MACS_peak_17528_lociStitched	chr19	18319616	18339360	9	18465	20048.0576	1968.4768	192	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683	PDE4C	192	1
2_MACS_peak_12636_lociStitched	chr17	36283720	36297002	2	13175	21693.4906	3623.3296	193	TBC1D3,TBC1D3F	LOC284100	TBC1D3	193	1
14_MACS_peak_33671_lociStitched	chr9	138572592	138593122	14	18411	19495.288	1486.372	194	SOHLH1	LCN9,KCNT1,GLT6D1	SOHLH1	194	1
2_MACS_peak_1302_lociStitched	chr1	6555915	6570696	2	14610	19255.2087	1251.9507	195	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	195	1
6_MACS_peak_4595_lociStitched	chr1	156658028	156670153	6	11746	19620.675	1621.1125	196	CRABP2	BCAN,C1orf66,NES,ISG20L2,MRPL24	CRABP2	196	1
11_MACS_peak_1237_lociStitched	chr1	6181143	6200844	11	18560	19874.3688	1916.9073	197	CHD5		CHD5	197	1
14_MACS_peak_33010_lociStitched	chr9	136564297	136584297	14	18029	19260.0	1336.0	198	SARDH		SARDH	198	1
1_MACS_peak_15405_lociStitched	chr19	1776063	1789137	1	13075	19335.1386	1495.6656	199	ATP8B3	ONECUT3,LOC100288123,MIR1909	ONECUT3	199	1
8_MACS_peak_22019_lociStitched	chr20	61938218	61956086	8	17311	18941.8668	1181.0748	200	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	200	1
11_MACS_peak_32121_lociStitched	chr9	132480290	132499858	11	17466	19472.1168	1720.0272	201	PRRX2	PTGES	PTGES	201	1
5_MACS_peak_22084_lociStitched	chr20	62104494	62122114	5	17021	19122.986	1388.456	202	EEF1A2	PPDPF,KCNQ2,PTK6	KCNQ2	202	1
5_MACS_peak_32379_lociStitched	chr9	133804112	133820594	5	15088	19094.397	1387.7844	203	FIBCD1	QRFP	FIBCD1	203	1
8_MACS_peak_21921_lociStitched	chr20	61651354	61670046	8	18187	18985.4644	1351.4316	204	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	204	1
4_MACS_peak_22802_lociStitched	chr21	46141160	46156520	4	15188	19732.992	2136.576	205		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	205	1
14_MACS_peak_32547_lociStitched	chr9	135075558	135095743	14	17794	19159.602	1568.3745	206	NTNG2		NTNG2	206	1
7_MACS_peak_6473_lociStitched	chr11	2190357	2207689	7	16150	18878.0144	1292.9672	207	TH	IGF2AS,MIR483,IGF2,INS	TH	207	1
4_MACS_peak_2118_lociStitched	chr1	16365168	16380304	4	14766	18824.6432	1277.4784	208	CLCNKB	C1orf64,CLCNKA,HSPB7,FAM131C	CLCNKB	208	1
1_MACS_peak_12640_lociStitched	chr17	36338101	36350380	1	12280	21424.3992	3914.5452	209	TBC1D3,TBC1D3F		TBC1D3	209	1
10_MACS_peak_6891_lociStitched	chr11	61515365	61533751	10	16779	19086.5066	1603.2592	210	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908	DKFZP434K028	210	1
6_MACS_peak_28696_lociStitched	chr7	2532608	2549621	6	16177	18707.4948	1347.4296	211		LFNG,IQCE,C7orf27	LFNG	211	1
12_MACS_peak_1830_lociStitched	chr1	10917910	10937931	12	18914	19078.0109	1801.89	212			CASZ1	212	1
7_MACS_peak_10412_lociStitched	chr16	2325070	2342092	7	15798	19042.5114	1768.5858	213	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	213	1
1_MACS_peak_14626_lociStitched	chr17	77771553	77783599	1	12047	18311.1246	1115.4596	214		CBX2,CBX8,CBX4	CBX8	214	1
2_MACS_peak_3185_lociStitched	chr1	21044453	21058993	2	14533	18608.292	1432.19	215	SH2D5	KIF17	KIF17	215	1
11_MACS_peak_32999_lociStitched	chr9	136541802	136561829	11	18534	18647.1397	1494.0142	216	SARDH	DBH	DBH	216	1
6_MACS_peak_6261_lociStitched	chr11	1640614	1658753	6	17418	19020.5554	1946.3147	217	KRTAP5-5,MOB2,KRTAP5-4	LOC338651,FAM99A,DUSP8,KRTAP5-1,KRTAP5-2,KRTAP5-3,FAM99B	KRTAP5-5	217	1
2_MACS_peak_10348_lociStitched	chr16	1477747	1492426	2	14614	18030.2157	989.3646	218	C16orf91,CCDC154	UNKL,CLCN7,PTX4	C16orf91	218	1
4_MACS_peak_13277_lociStitched	chr17	48015612	48031562	4	15530	18813.025	1773.64	219		DLX4,DLX3	DLX4	219	1
4_MACS_peak_15671_lociStitched	chr19	3399141	3415880	4	16325	19087.4817	2065.5926	220	NFIC		NFIC	220	1
5_MACS_peak_22431_lociStitched	chr21	43159182	43175409	5	15880	18844.4151	1947.24	221	RIPK4	NCRNA00112,C21orf129	RIPK4	221	1
7_MACS_peak_10279_lociStitched	chr16	1181220	1197192	7	15502	17954.1252	1095.6792	222		CACNA1H,C1QTNF8	CACNA1H	222	1
2_MACS_peak_1284_lociStitched	chr1	6506069	6517804	2	11622	17932.2535	1159.418	223	ESPN	HES2,MIR4252,TNFRSF25,PLEKHG5	TNFRSF25	223	1
5_MACS_peak_32095_lociStitched	chr9	132429435	132446559	5	16443	18038.4216	1321.9728	224	PRRX2	METTL11A,C9orf50,ASB6	PRRX2	224	1
2_MACS_peak_29503_lociStitched	chr7	128482820	128498245	2	15387	18708.9825	2034.5575	225	FLNC	ATP6V1F,LOC100130705	ATP6V1F	225	1
7_MACS_peak_16415_lociStitched	chr19	7850956	7867383	7	15631	18670.9282	2092.7998	226	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	226	1
9_MACS_peak_30685_lociStitched	chr8	22004388	22022146	9	16166	18375.9784	1846.832	227	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	227	1
2_MACS_peak_34014_lociStitched	chr9	140056689	140068548	2	11799	17455.2621	974.8098	228	GRIN1,LRRC26,MIR3621	SSNA1,NDOR1,DPP7,ANAPC2,TPRN,TMEM203,RNF208	MIR3621	228	1
2_MACS_peak_34094_lociStitched	chr9	140777108	140787433	2	10234	18225.69	1795.5175	229	CACNA1B	MIR602	CACNA1B	229	1
4_MACS_peak_12591_lociStitched	chr17	34577370	34592410	4	14908	20206.24	3803.616	230	TBC1D3C	CCL4L1	TBC1D3C	230	1
6_MACS_peak_15413_lociStitched	chr19	2300367	2316393	6	15494	18497.2092	2096.2008	231	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	231	1
6_MACS_peak_36_lociStitched	chr1	928233	942967	6	14032	17499.5718	1172.8264	232	HES4	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L,C1orf170	HES4	232	1
9_MACS_peak_794_lociStitched	chr1	3297992	3315980	9	17201	17432.1708	1122.4512	233	PRDM16		ARHGEF16	233	1
14_MACS_peak_24867_lociStitched	chr22	45908265	45927117	14	16820	17726.5356	1474.2264	234	FBLN1		FBLN1	234	1
10_MACS_peak_17470_lociStitched	chr19	18070748	18089390	10	17063	17993.2584	1743.027	235	KCNN1	CCDC124,ARRDC2	KCNN1	235	1
7_MACS_peak_23804_lociStitched	chr22	37469470	37487685	7	17164	18112.996	1868.859	236	TMPRSS6	KCTD17	TMPRSS6	236	1
9_MACS_peak_32513_lociStitched	chr9	134999759	135017891	9	16938	18006.8892	1796.8812	237		NTNG2,MED27	NTNG2	237	1
9_MACS_peak_5518_lociStitched	chr10	102974649	102992607	9	16219	17720.9544	1521.0426	238	FLJ41350,LBX1		LBX1	238	1
14_MACS_peak_4960_lociStitched	chr1	228744095	228777466	14	32291	31512.2353	15333.9745	239		DUSP5P	DUSP5P	239	1
3_MACS_peak_11691_lociStitched	chr17	1062331	1075835	3	13318	17534.944	1365.2544	240	ABR		ABR	240	1
10_MACS_peak_740_lociStitched	chr1	3197113	3215192	10	16543	17366.6874	1249.2589	241	PRDM16		MIR4251	241	1
1_MACS_peak_4532_lociStitched	chr1	155050851	155057338	1	6488	17324.1822	1243.5579	242	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,DCST2	EFNA3	242	1
3_MACS_peak_356_lociStitched	chr1	2302592	2315772	3	12724	17286.888	1234.966	243	MORN1	RER1,LOC100129534,PEX10	MORN1	243	1
3_MACS_peak_13906_lociStitched	chr17	73605876	73619122	3	13137	17309.8728	1259.6946	244	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	244	1
3_MACS_peak_23202_lociStitched	chr22	20177017	20191992	3	14312	17114.9275	1120.13	245		LOC150197,MIR1286	LOC150197	245	1
2_MACS_peak_22113_lociStitched	chr20	62170254	62184900	2	14296	17307.1782	1328.3922	246	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	246	1
4_MACS_peak_15817_lociStitched	chr19	4222545	4237497	4	14564	18021.6456	2114.2128	247	ANKRD24,EBI3	CCDC94,SHD,SIRT6	EBI3	247	1
6_MACS_peak_15316_lociStitched	chr19	771949	785174	6	12610	17426.5825	1580.3875	248		C19orf21,PTBP1,MIR3187,AZU1,LPPR3	PTBP1	248	1
8_MACS_peak_10113_lociStitched	chr16	796604	813441	8	16011	17212.4651	1412.6243	249	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	249	1
3_MACS_peak_8479_lociStitched	chr12	6930281	6942006	3	11466	17125.535	1327.27	250	GPR162,LEPREL2	LAG3,CD4,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	250	1
12_MACS_peak_8429_lociStitched	chr12	3378589	3396557	12	16489	17184.5952	1417.6752	251	TSPAN9		TSPAN9	251	1
6_MACS_peak_24956_lociStitched	chr22	46296074	46311269	6	14107	16905.957	1163.937	252			WNT7B	252	1
3_MACS_peak_8773_lociStitched	chr12	54342935	54356211	3	13109	17094.1776	1399.2904	253	HOXC12,HOTAIR	HOXC13,HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8	HOXC12	253	1
8_MACS_peak_19743_lociStitched	chr19	55996118	56012793	8	15807	16993.4925	1334.0	254	NAT14,SSC5D	ZNF628,SHISA7,ISOC2,SBK2	SSC5D	254	1
11_MACS_peak_3308_lociStitched	chr1	22580842	22599297	11	16842	17249.8885	1592.6665	255			WNT4	255	1
7_MACS_peak_29_lociStitched	chr1	913551	926915	7	12116	16790.5296	1164.0044	256	C1orf170	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L,HES4	C1orf170	256	1
14_MACS_peak_14899_lociStitched	chr17	79113192	79129725	14	15367	17088.5088	1491.2766	257	AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR1250	257	1
5_MACS_peak_2059_lociStitched	chr1	11933931	11949726	5	15480	17274.9915	1732.7115	258		PLOD1,NPPA,NPPB,KIAA2013	NPPB	258	1
11_MACS_peak_10320_lociStitched	chr16	1287330	1304735	11	16114	17147.406	1606.4815	259	TPSAB1	TPSD1,TPSG1,TPSB2	TPSAB1	259	1
14_MACS_peak_24448_lociStitched	chr22	44670137	44687409	14	15179	16859.1992	1350.6704	260	KIAA1644		KIAA1644	260	1
9_MACS_peak_15641_lociStitched	chr19	3338669	3355470	9	15771	17457.9191	1975.7976	261		NFIC	NFIC	261	1
3_MACS_peak_15349_lociStitched	chr19	1231529	1240884	3	9230	16720.1915	1247.0215	262	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	262	1
10_MACS_peak_23677_lociStitched	chr22	36972822	36991402	10	16686	17428.04	1995.492	263	CACNG2	EIF3D	EIF3D	263	1
12_MACS_peak_11588_lociStitched	chr17	744854	762007	12	15575	16729.3209	1382.5318	264	NXN		GLOD4	264	1
13_MACS_peak_24141_lociStitched	chr22	42720921	42739253	13	16994	16991.9308	1655.3796	265			LOC388906	265	1
4_MACS_peak_235_lociStitched	chr1	1960204	1975306	4	14513	16462.6902	1173.4254	266	GABRD	PRKCZ,KIAA1751	PRKCZ	266	1
2_MACS_peak_104_lociStitched	chr1	1134541	1147747	2	13167	16282.998	1020.8238	267	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	267	1
6_MACS_peak_29072_lociStitched	chr7	99760490	99774494	6	13364	16816.0032	1588.0536	268	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	268	1
7_MACS_peak_11922_lociStitched	chr17	4481585	4497328	7	14597	16390.0373	1176.0021	269	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	269	1
8_MACS_peak_19286_lociStitched	chr19	49918383	49933864	8	14811	16626.594	1419.6077	270	CCDC155,LOC645971,PTH2,SLC17A7	ALDH16A1,FLT3LG,PIH1D1	PTH2	270	1
2_MACS_peak_12600_lociStitched	chr17	34797227	34808199	2	10888	17919.4704	2728.7364	271	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	271	1
4_MACS_peak_17599_lociStitched	chr19	18717725	18729049	4	10980	16225.0272	1035.0136	272	TMEM59L	C19orf50,UBA52,C19orf60,KLHL26,CRLF1	TMEM59L	272	1
8_MACS_peak_11706_lociStitched	chr17	1110514	1128100	8	16570	17248.3488	2076.9066	273		BHLHA9,ABR	ABR	273	1
3_MACS_peak_22939_lociStitched	chr21	46990082	47002415	3	12135	16691.4822	1528.0587	274		SLC19A1	SLC19A1	274	1
5_MACS_peak_6068_lociStitched	chr11	843397	858534	5	14093	16502.3574	1356.2752	275	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L	TSPAN4	275	1
5_MACS_peak_349_lociStitched	chr1	2280041	2293754	5	13067	16297.9005	1164.2337	276	MORN1,LOC100129534	RER1	LOC100129534	276	1
5_MACS_peak_14621_lociStitched	chr17	77752170	77765961	5	13183	16360.2633	1227.399	277	CBX2	ENPP7,CBX8,CBX4	CBX2	277	1
3_MACS_peak_10497_lociStitched	chr16	3078289	3091683	3	13209	16415.6864	1285.824	278	CCDC64B	LOC283875,CLDN9,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,CLDN6,HCFC1R1	CCDC64B	278	1
4_MACS_peak_11697_lociStitched	chr17	1083652	1097842	4	13916	16873.329	1766.655	279	ABR	ABR	ABR	279	1
4_MACS_peak_10122_lociStitched	chr16	819248	833951	4	13967	16352.6766	1251.2253	280	MIR662,MSLNL	FAM173A,HAGHL,MSLN,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	280	1
5_MACS_peak_29314_lociStitched	chr7	100810144	100824776	5	14034	16289.8056	1233.4776	281	C7orf52	SERPINE1,AP1S1,ZNHIT1,VGF,MOGAT3,PLOD3	C7orf52	281	1
3_MACS_peak_15823_lociStitched	chr19	4276098	4289138	3	12825	16528.2	1506.12	282	SHD	EBI3,CCDC94,FSD1,TMIGD2,STAP2	SHD	282	1
5_MACS_peak_26015_lociStitched	chr3	195533487	195546808	5	13110	16647.2537	1657.1324	283	MUC4		MUC4	283	1
4_MACS_peak_14895_lociStitched	chr17	79096495	79110953	4	13957	15929.8244	942.6616	284	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	284	1
3_MACS_peak_15843_lociStitched	chr19	4513258	4524501	3	11150	16340.5762	1355.9058	285	PLIN4,PLIN5	HDGFRP2,LRG1,SEMA6B	PLIN4	285	1
6_MACS_peak_30887_lociStitched	chr8	142064408	142079968	6	14548	16650.756	1671.144	286			PTK2	286	1
4_MACS_peak_32370_lociStitched	chr9	133770452	133784629	4	13669	16275.196	1307.1194	287	FIBCD1	QRFP	QRFP	287	1
1_MACS_peak_12597_lociStitched	chr17	34745892	34757724	1	11833	18119.5248	3198.1896	288	TBC1D3H,TBC1D3C		TBC1D3H	288	1
5_MACS_peak_22058_lociStitched	chr20	62022738	62038639	5	15481	16010.7169	1093.9888	289	KCNQ2	CHRNA4	CHRNA4	289	1
4_MACS_peak_22275_lociStitched	chr20	62849668	62864324	4	14608	16389.8048	1477.3248	290	MYT1	PCMTD2	PCMTD2	290	1
6_MACS_peak_18416_lociStitched	chr19	42428220	42442077	6	13023	16184.976	1328.8863	291		CD79A,ARHGEF1,RABAC1	RABAC1	291	1
4_MACS_peak_16286_lociStitched	chr19	7036689	7053135	4	16054	18103.7568	3248.085	292	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	292	1
5_MACS_peak_59_lociStitched	chr1	985775	999720	5	13235	16028.383	1234.1325	293	AGRN	ISG15	AGRN	293	1
9_MACS_peak_13453_lociStitched	chr17	61557144	61573022	9	14466	16179.682	1386.1494	294	ACE	KCNH6,CYB561	ACE	294	1
7_MACS_peak_24903_lociStitched	chr22	45969566	45984504	7	14421	15964.2406	1215.9532	295	FBLN1		FBLN1	295	1
1_MACS_peak_4631_lociStitched	chr1	156889887	156899905	1	10019	16259.214	1639.9466	296	C1orf92	PEAR1,MIR765	C1orf92	296	1
15_MACS_peak_23830_lociStitched	chr22	37528033	37546490	15	16238	16214.4745	1614.9875	297	IL2RB	TMPRSS6,C1QTNF6	IL2RB	297	1
5_MACS_peak_16845_lociStitched	chr19	13113503	13127675	5	13209	15801.78	1265.5596	298	NFIX	DAND5,GADD45GIP1	NFIX	298	1
5_MACS_peak_15394_lociStitched	chr19	1703725	1718021	5	13897	16584.7896	2051.476	299		ONECUT3	ONECUT3	299	1
3_MACS_peak_841_lociStitched	chr1	3373313	3386886	3	13358	15481.3638	952.8246	300	ARHGEF16		ARHGEF16	300	1
10_MACS_peak_10156_lociStitched	chr16	916963	933239	10	15027	15670.5328	1238.6036	301	LMF1		PRR25	301	1
11_MACS_peak_25435_lociStitched	chr3	13668588	13685531	11	15309	15870.5081	1446.9322	302	FBLN2	LOC285375	LOC285375	302	1
11_MACS_peak_683_lociStitched	chr1	3108624	3125079	11	15456	15359.097	992.2365	303	PRDM16		MIR4251	303	1
12_MACS_peak_777_lociStitched	chr1	3268462	3285317	12	15200	15580.762	1215.2455	304	PRDM16		ARHGEF16	304	1
7_MACS_peak_5923_lociStitched	chr10	135054057	135069557	7	14100	15687.55	1331.45	305	VENTX,MIR202	UTF1,ADAM8	MIR202	305	1
5_MACS_peak_4775_lociStitched	chr1	202153922	202166104	5	11550	16367.7352	2079.4674	306	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	306	1
10_MACS_peak_32983_lociStitched	chr9	136514722	136531184	10	14525	15368.9232	1112.8312	307	DBH,SARDH		DBH	307	1
7_MACS_peak_17480_lociStitched	chr19	18090538	18106827	7	15560	15674.9047	1425.2875	308	KCNN1	CCDC124,ARRDC2	ARRDC2	308	1
2_MACS_peak_2255_lociStitched	chr1	17196532	17205424	2	8636	16298.1468	2067.39	309		CROCC	CROCC	309	1
8_MACS_peak_5150_lociStitched	chr10	71488405	71504359	8	15312	15821.5818	1592.2092	310			COL13A1	310	1
4_MACS_peak_22618_lociStitched	chr21	44864993	44879083	4	13497	15889.293	1662.62	311	C21orf125	SIK1,C21orf84	C21orf125	311	1
15_MACS_peak_17884_lociStitched	chr19	35826321	35843908	15	15453	15617.256	1401.6839	312	CD22,FFAR1	MAG,FFAR3	FFAR1	312	1
3_MACS_peak_15295_lociStitched	chr19	665493	677202	3	11186	15597.5589	1394.5419	313	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	313	1
16_MACS_peak_7027_lociStitched	chr11	64288666	64306450	16	15641	16106.9688	1922.4504	314		SLC22A11	SLC22A11	314	1
11_MACS_peak_29216_lociStitched	chr7	100416289	100431940	11	13246	15229.9881	1050.1821	315	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	315	1
4_MACS_peak_15682_lociStitched	chr19	3437541	3450198	4	12120	15830.1099	1707.4293	316	NFIC	C19orf77	C19orf77	316	1
12_MACS_peak_11639_lociStitched	chr17	827494	845163	12	16004	15774.8832	1689.1564	317	NXN		NXN	317	1
6_MACS_peak_22528_lociStitched	chr21	44036051	44048510	6	11949	15820.4382	1796.5878	318		PDE9A	PDE9A	318	1
13_MACS_peak_10245_lociStitched	chr16	1108941	1125757	13	14798	15188.2112	1178.8016	319	SSTR5,LOC146336	SSTR5,C1QTNF8	SSTR5	319	1
6_MACS_peak_18823_lociStitched	chr19	47128466	47143749	6	14145	15900.4332	1898.1486	320	GNG8	CALM3,PTGIR,DACT3	GNG8	320	1
7_MACS_peak_15686_lociStitched	chr19	3452393	3467246	7	13104	15658.0326	1665.0213	321	NFIC	FZR1,C19orf77,DOHH	C19orf77	321	1
10_MACS_peak_11557_lociStitched	chr17	701446	715699	10	12718	15083.9499	1114.5846	322	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	322	1
6_MACS_peak_11847_lociStitched	chr17	1921183	1933448	6	11806	15035.6635	1109.9825	323	DPH1,RTN4RL1	OVCA2,HIC1,MIR132,MIR212	RTN4RL1	323	1
4_MACS_peak_14696_lociStitched	chr17	77942636	77957571	4	14492	15182.921	1259.0205	324	TBC1D16		TBC1D16	324	1
1_MACS_peak_10243_lociStitched	chr16	1094459	1106071	1	11613	14569.5764	671.1736	325		SSTR5,LOC146336,C1QTNF8	SSTR5	325	1
5_MACS_peak_22519_lociStitched	chr21	44010914	44024913	5	13218	15922.4626	2052.2534	326		PDE9A	PDE9A	326	1
6_MACS_peak_16558_lociStitched	chr19	8394998	8410287	6	13668	15675.8117	1825.5066	327	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	327	1
7_MACS_peak_30111_lociStitched	chr7	157634618	157649027	7	13680	15508.4067	1703.1438	328	PTPRN2		MIR153-2	328	1
11_MACS_peak_25582_lociStitched	chr3	48616786	48632261	11	13877	15191.8075	1394.2975	329	COL7A1	PFKFB4,UCN2,MIR711,UQCRC1,TMEM89,SLC26A6	COL7A1	329	1
6_MACS_peak_23160_lociStitched	chr22	19748766	19762279	6	12431	14915.6494	1125.6329	330	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	330	1
3_MACS_peak_15826_lociStitched	chr19	4289718	4303133	3	13204	15303.832	1526.627	331	SHD,TMIGD2	CCDC94,FSD1,MPND,STAP2	TMIGD2	331	1
5_MACS_peak_7149_lociStitched	chr11	64505296	64516219	5	10312	14747.1423	976.5162	332	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	332	1
2_MACS_peak_27712_lociStitched	chr5	176300053	176309646	2	9553	14419.2383	693.5739	333	UNC5A,HK3		HK3	333	1
14_MACS_peak_12349_lociStitched	chr17	18982239	19001349	14	17357	15681.666	1958.775	334		GRAPL,GRAP	GRAPL	334	1
4_MACS_peak_12136_lociStitched	chr17	7614761	7628288	4	13156	15019.0281	1310.7663	335	DNAH2	WRAP53,EFNB3,RPL29P2,TP53	DNAH2	335	1
12_MACS_peak_17514_lociStitched	chr19	18150879	18167773	12	14968	15723.2458	2017.1436	336		ARRDC2,MAST3,IL12RB1	IL12RB1	336	1
6_MACS_peak_15056_lociStitched	chr17	81012129	81026103	6	12352	14836.1958	1143.0732	337		METRNL,B3GNTL1	B3GNTL1	337	1
3_MACS_peak_15873_lociStitched	chr19	4737802	4750705	3	12407	15350.6991	1701.9057	338		C19orf30,MIR7-3,FEM1A,DPP9	DPP9	338	1
