REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
3_MACS_peak_20393_lociStitched	chr19	39588766	39592833	3	3505	4329.7282	348.1352
3_MACS_peak_5731_lociStitched	chr10	73304288	73308354	3	3861	4615.7232	434.2488
2_MACS_peak_11595_lociStitched	chr16	764710	768776	2	3837	6260.0136	287.4662
2_MACS_peak_35258_lociStitched	chr8	145853972	145858038	2	3920	4322.157999999999	415.1386
2_MACS_peak_37247_lociStitched	chr9	139912253	139916318	2	3769	4671.0915	316.6635
4_MACS_peak_36773_lociStitched	chr9	137904861	137908925	4	3715	4228.9983999999995	298.704
4_MACS_peak_25319_lociStitched	chr21	44897234	44901297	4	3686	4374.6321	505.0309
4_MACS_peak_30547_lociStitched	chr5	172656025	172660087	4	3688	5014.539	381.01559999999995
4_MACS_peak_6075_lociStitched	chr10	124898998	124903059	4	3493	4183.6422	274.92969999999997
5_MACS_peak_11239_lociStitched	chr15	77906790	77910851	5	3316	3963.9420999999998	438.9941
3_MACS_peak_19895_lociStitched	chr19	33743763	33747824	3	3876	4832.996099999999	326.5044
2_MACS_peak_37092_lociStitched	chr9	138619209	138623270	2	3767	4955.6383	239.1929
2_MACS_peak_13686_lociStitched	chr17	814985	819045	2	3652	5397.364	509.124
3_MACS_peak_18503_lociStitched	chr19	8250901	8254961	3	3524	4388.048	455.938
2_MACS_peak_3454_lociStitched	chr1	22968828	22972887	2	3991	4868.7705	485.0505
4_MACS_peak_36756_lociStitched	chr9	137871367	137875426	4	3697	4750.2477	498.8511
5_MACS_peak_13196_lociStitched	chr16	87658134	87662192	5	3238	4251.5666	151.3634
5_MACS_peak_2862_lociStitched	chr1	19023530	19027585	5	3466	4180.705	330.4825
2_MACS_peak_32954_lociStitched	chr7	154539783	154543838	2	4050	4770.7075	518.6345
4_MACS_peak_30121_lociStitched	chr5	73136	77189	4	3512	4659.3288	363.5541
3_MACS_peak_16302_lociStitched	chr17	75522592	75526644	3	4023	5911.4628	346.0408
6_MACS_peak_36925_lociStitched	chr9	138217601	138221653	6	3419	3855.478	337.9368
4_MACS_peak_3277_lociStitched	chr1	21965223	21969274	4	3587	3923.3935	409.55609999999996
1_MACS_peak_17081_lociStitched	chr17	80271485	80275536	1	4052	7527.163100000001	484.9047
4_MACS_peak_27891_lociStitched	chr22	50106565	50110614	4	3420	4145.7711	196.3765
3_MACS_peak_3749_lociStitched	chr1	29616332	29620379	3	3868	5086.2696	381.22740000000005
5_MACS_peak_12314_lociStitched	chr16	31154961	31159006	5	3513	4614.536	572.3675
4_MACS_peak_22082_lociStitched	chr19	55928934	55932976	4	3191	4285.7326	622.8721999999999
2_MACS_peak_32183_lociStitched	chr7	73036324	73040366	2	3640	5552.0912	341.54900000000004
4_MACS_peak_17098_lociStitched	chr17	80968004	80972042	4	3349	4346.5032	360.99719999999996
3_MACS_peak_29144_lociStitched	chr4	6355647	6359684	3	3479	4245.7129	422.2702
5_MACS_peak_31189_lociStitched	chr6	33885726	33889762	5	3192	4028.7352	372.9264
2_MACS_peak_20421_lociStitched	chr19	39753932	39757967	2	3626	6905.499	424.88550000000004
5_MACS_peak_20550_lociStitched	chr19	41639848	41643883	5	3604	3727.1295	242.5035
2_MACS_peak_23549_lociStitched	chr20	34893031	34897066	2	3985	8189.8395	335.712
4_MACS_peak_26641_lociStitched	chr22	37964325	37968360	4	3474	4915.437	412.7805
3_MACS_peak_1303_lociStitched	chr1	7278997	7283031	3	3151	4444.257799999999	373.9518
2_MACS_peak_4754_lociStitched	chr1	151110189	151114223	2	3747	5161.503000000001	658.7522
4_MACS_peak_20537_lociStitched	chr19	41555242	41559276	4	2931	3580.5784	389.281
1_MACS_peak_22872_lociStitched	chr2	220298719	220302753	1	4035	7131.7086	477.2222
4_MACS_peak_19371_lociStitched	chr19	17365179	17369212	4	2738	4214.485	457.7455
3_MACS_peak_5599_lociStitched	chr10	71637639	71641671	3	3781	4581.5616	355.6224
3_MACS_peak_14783_lociStitched	chr17	35042219	35046251	3	3555	4903.7184	413.6832
1_MACS_peak_37362_lociStitched	chr9	140810754	140814786	1	4033	4596.883199999999	415.296
4_MACS_peak_29270_lociStitched	chr4	7188004	7192035	4	3763	5079.4631	408.7434
5_MACS_peak_19488_lociStitched	chr19	17787380	17791409	5	3386	4089.8378999999995	331.5867
1_MACS_peak_35216_lociStitched	chr8	145698149	145702177	1	4029	8323.4592	427.7736
3_MACS_peak_11982_lociStitched	chr16	4238228	4242255	3	3692	4037.0674999999997	560.5584
6_MACS_peak_6884_lociStitched	chr11	1809642	1813666	6	2796	3500.4776	414.8744
5_MACS_peak_36660_lociStitched	chr9	137549696	137553719	5	3758	4294.9548	262.2996
1_MACS_peak_37017_lociStitched	chr9	138387764	138391787	1	4024	5085.8766	520.5762
3_MACS_peak_10905_lociStitched	chr15	42437315	42441337	3	3539	4400.470200000001	363.5888
5_MACS_peak_17628_lociStitched	chr19	3147170	3151191	5	3182	4011.3496	493.3767
2_MACS_peak_8022_lociStitched	chr11	69647514	69651534	2	3998	5277.858	268.938
1_MACS_peak_13799_lociStitched	chr17	1216233	1220252	1	4020	6260.3963	458.96979999999996
3_MACS_peak_2809_lociStitched	chr1	18937833	18941850	3	3311	3683.1873	354.7011
3_MACS_peak_20223_lociStitched	chr19	36474228	36478244	3	3592	4514.787200000001	555.0111999999999
4_MACS_peak_25557_lociStitched	chr21	46817332	46821347	4	3292	4367.918500000001	386.243
2_MACS_peak_27558_lociStitched	chr22	45946020	45950035	2	3918	4999.8795	403.50750000000005
1_MACS_peak_31105_lociStitched	chr6	33131344	33135359	1	4016	7553.4195	606.265
2_MACS_peak_3690_lociStitched	chr1	26735584	26739597	2	3778	5543.5581999999995	413.7403
2_MACS_peak_21187_lociStitched	chr19	47946495	47950507	2	3975	4935.9636	516.7456
2_MACS_peak_150_lociStitched	chr1	1845418	1849428	2	3594	5755.954	398.995
2_MACS_peak_13848_lociStitched	chr17	1879663	1883673	2	3991	7934.186	476.78900000000004
3_MACS_peak_36921_lociStitched	chr9	138198650	138202660	3	3411	4998.866	317.59200000000004
3_MACS_peak_13369_lociStitched	chr16	88461983	88465992	3	3440	3841.0229	160.7609
1_MACS_peak_33397_lociStitched	chr7	157461173	157465179	1	4007	6393.9766	434.651
5_MACS_peak_5890_lociStitched	chr10	102416927	102420931	5	3575	4356.352	451.25079999999997
2_MACS_peak_28735_lociStitched	chr3	194102081	194106076	2	3843	5291.3775	709.5120000000001
4_MACS_peak_6422_lociStitched	chr10	134844645	134848637	4	3393	4453.8744	323.75120000000004
3_MACS_peak_10354_lociStitched	chr14	103537640	103541631	3	3769	4339.8134	246.2447
3_MACS_peak_27783_lociStitched	chr22	49279373	49283364	3	3665	4459.5434	367.5711
2_MACS_peak_16397_lociStitched	chr17	75935952	75939941	2	3871	5245.9339	392.1187
4_MACS_peak_15406_lociStitched	chr17	47080281	47084269	4	3460	4794.7724	539.1776
5_MACS_peak_18561_lociStitched	chr19	8604594	8608582	5	3542	4195.376	455.4296
2_MACS_peak_30466_lociStitched	chr5	137824930	137828915	2	3787	6235.3295	556.306
2_MACS_peak_32001_lociStitched	chr7	5599089	5603072	2	3979	4983.1313	504.64610000000005
2_MACS_peak_8669_lociStitched	chr11	117307597	117311575	2	3648	4328.4618	377.91
4_MACS_peak_7353_lociStitched	chr11	61425899	61429874	4	3431	4121.28	403.85999999999996
4_MACS_peak_13215_lociStitched	chr16	87686486	87690461	4	3591	4514.804999999999	218.625
3_MACS_peak_31083_lociStitched	chr6	32074001	32077975	3	3392	4413.127	386.27279999999996
3_MACS_peak_10578_lociStitched	chr14	105047080	105051053	3	3634	4468.4331	109.6548
2_MACS_peak_7918_lociStitched	chr11	69324162	69328134	2	3850	4921.7052	358.6716
4_MACS_peak_1584_lociStitched	chr1	8382992	8386961	4	3487	3797.9361	276.2424
4_MACS_peak_22145_lociStitched	chr19	56073274	56077242	4	3521	4579.072	359.8976
4_MACS_peak_21547_lociStitched	chr19	49693887	49697850	4	3174	3728.7866999999997	512.8122
2_MACS_peak_727_lociStitched	chr1	4166767	4170729	2	3921	5781.3504	330.0346
3_MACS_peak_21707_lociStitched	chr19	50930816	50934778	3	3745	4946.9532	475.8362
3_MACS_peak_36978_lociStitched	chr9	138299406	138303366	3	3940	5098.5	338.976
6_MACS_peak_23425_lociStitched	chr20	30661825	30665784	6	3088	3846.1685	445.78340000000003
4_MACS_peak_29392_lociStitched	chr4	7392863	7396821	4	3874	5282.3468	377.59319999999997
5_MACS_peak_37005_lociStitched	chr9	138350603	138354559	5	2919	4040.6584000000003	503.20320000000004
2_MACS_peak_5839_lociStitched	chr10	98833364	98837318	2	3867	5080.0992	456.687
3_MACS_peak_19515_lociStitched	chr19	17922019	17925972	3	3307	4542.7876	413.0885
5_MACS_peak_31563_lociStitched	chr6	170598209	170602161	5	3289	4025.5072	138.32000000000002
2_MACS_peak_35588_lociStitched	chr9	130965663	130969611	2	3891	7685.5716	473.76
3_MACS_peak_22783_lociStitched	chr2	183901585	183905532	3	3557	6344.0131	421.9343
2_MACS_peak_35000_lociStitched	chr8	144130689	144134635	2	3920	4920.2674	397.3622
1_MACS_peak_11848_lociStitched	chr16	2898602	2902544	1	3943	5972.5242	365.0292
1_MACS_peak_9726_lociStitched	chr12	58012642	58016582	1	3941	8721.978	580.362
2_MACS_peak_20388_lociStitched	chr19	39572825	39576761	2	3931	5073.897599999999	336.92159999999996
5_MACS_peak_33228_lociStitched	chr7	155830603	155834539	5	3240	3904.9056	436.896
5_MACS_peak_10228_lociStitched	chr14	101035404	101039339	5	2958	3586.359	156.613
3_MACS_peak_28015_lociStitched	chr22	50984243	50988178	3	3568	5572.746999999999	283.7135
3_MACS_peak_27335_lociStitched	chr22	45209714	45213648	3	3693	4089.7864000000004	257.677
1_MACS_peak_5577_lociStitched	chr10	71560408	71564339	1	3932	5715.2809	428.0859
4_MACS_peak_14321_lociStitched	chr17	8031848	8035778	4	3615	4660.98	336.40799999999996
3_MACS_peak_29647_lociStitched	chr4	8046484	8050414	3	3723	4479.021	235.014
1_MACS_peak_2159_lociStitched	chr1	16938416	16942344	1	3929	8688.736	2851.728
4_MACS_peak_36784_lociStitched	chr9	137918991	137922919	4	3523	4451.2096	236.0728
4_MACS_peak_12528_lociStitched	chr16	70714163	70718087	4	3489	4366.6272	445.374
2_MACS_peak_32511_lociStitched	chr7	100749576	100753498	2	3574	6242.2552	485.9358
4_MACS_peak_2430_lociStitched	chr1	17911054	17914975	4	3431	4250.3640000000005	506.9853
4_MACS_peak_9136_lociStitched	chr12	3226589	3230510	4	3281	4521.6972	407.784
4_MACS_peak_24510_lociStitched	chr20	60307830	60311751	4	2622	3889.2399	310.15110000000004
3_MACS_peak_26125_lociStitched	chr22	25261052	25264972	3	3146	3794.168	448.056
1_MACS_peak_4284_lociStitched	chr1	32255886	32259805	1	3920	4955.1836	503.5915
5_MACS_peak_36829_lociStitched	chr9	138011073	138014992	5	3269	3889.2156	239.84279999999998
3_MACS_peak_5558_lociStitched	chr10	71473609	71477527	3	3447	4911.9966	575.5542
3_MACS_peak_32807_lociStitched	chr7	143056493	143060411	3	3664	4559.7684	513.258
4_MACS_peak_11057_lociStitched	chr15	74265947	74269864	4	3097	3960.0869999999995	449.2799
4_MACS_peak_27690_lociStitched	chr22	46847737	46851654	4	3817	4717.6348	389.74150000000003
1_MACS_peak_21189_lociStitched	chr19	47951714	47955630	1	3917	5624.1592	393.1664
3_MACS_peak_19321_lociStitched	chr19	17028816	17032730	3	3394	4476.0504	359.6966
3_MACS_peak_30188_lociStitched	chr5	566867	570781	3	3858	4836.5298	225.83780000000002
3_MACS_peak_16969_lociStitched	chr17	78992062	78995975	3	3506	4688.9479	327.1268
1_MACS_peak_28033_lociStitched	chr22	51113455	51117367	1	3913	6267.024	481.95840000000004
3_MACS_peak_17813_lociStitched	chr19	4132443	4136354	3	3729	4356.854	619.1113
3_MACS_peak_13494_lociStitched	chr16	89987354	89991264	3	3379	4522.697	186.116
6_MACS_peak_9934_lociStitched	chr13	112906804	112910713	6	3311	4230.7107000000005	308.4201
2_MACS_peak_36796_lociStitched	chr9	137935307	137939216	2	3493	4932.7671	250.5669
2_MACS_peak_2145_lociStitched	chr1	16745857	16749765	2	3460	4596.589599999999	696.7964
6_MACS_peak_11676_lociStitched	chr16	1006868	1010775	6	2656	3358.0665000000004	426.25370000000004
5_MACS_peak_9701_lociStitched	chr12	57522525	57526430	5	3102	3908.5144999999998	450.637
2_MACS_peak_7790_lociStitched	chr11	67430082	67433986	2	3819	4469.6896	472.384
6_MACS_peak_2706_lociStitched	chr1	18632291	18636192	6	2372	3107.9267	359.67220000000003
5_MACS_peak_3310_lociStitched	chr1	22480701	22484602	5	3015	3544.4485999999997	283.6027
3_MACS_peak_23703_lociStitched	chr20	44828819	44832718	3	3523	4795.7699999999995	379.3727
1_MACS_peak_16186_lociStitched	chr17	73590270	73594168	1	3899	7273.2782	599.5124
1_MACS_peak_10690_lociStitched	chr14	105553227	105557123	1	3897	5159.4728000000005	166.7488
3_MACS_peak_33528_lociStitched	chr7	157957232	157961128	3	3368	5388.9472	444.5336
2_MACS_peak_15706_lociStitched	chr17	71159205	71163100	2	3863	6679.146000000001	444.41949999999997
2_MACS_peak_17290_lociStitched	chr19	287241	291136	2	3881	4984.431500000001	462.726
3_MACS_peak_36858_lociStitched	chr9	138064706	138068600	3	3153	4335.5796	371.09819999999996
2_MACS_peak_17731_lociStitched	chr19	3469074	3472967	2	3865	5863.2473	578.8891
1_MACS_peak_18150_lociStitched	chr19	6060660	6064553	1	3894	5797.0663	655.5812
4_MACS_peak_4399_lociStitched	chr1	37269662	37273552	4	3477	4323.735	495.975
5_MACS_peak_21190_lociStitched	chr19	47956370	47960260	5	3481	4132.736	528.651
4_MACS_peak_24367_lociStitched	chr20	58178287	58182177	4	3272	3909.0609999999997	212.005
4_MACS_peak_26382_lociStitched	chr22	32598630	32602519	4	3277	4163.5634	364.39930000000004
1_MACS_peak_35852_lociStitched	chr9	133227588	133231477	1	3890	5708.2742	308.0088
2_MACS_peak_28680_lociStitched	chr3	184093749	184097637	2	3880	6262.7904	619.7471999999999
4_MACS_peak_4888_lociStitched	chr1	157563843	157567730	4	3233	4644.1876	937.9331
2_MACS_peak_5870_lociStitched	chr10	101293000	101296887	2	3877	5352.0103	324.5645
6_MACS_peak_7728_lociStitched	chr11	66780570	66784457	6	3407	4230.9995	466.44
4_MACS_peak_20780_lociStitched	chr19	43876993	43880880	4	3746	3958.9094999999998	347.4978
5_MACS_peak_18012_lociStitched	chr19	5431834	5435719	5	3434	4142.964	462.315
5_MACS_peak_33398_lociStitched	chr7	157466018	157469903	5	2991	3827.1135	441.7245
2_MACS_peak_14437_lociStitched	chr17	18282823	18286707	2	3447	4658.0812000000005	386.458
5_MACS_peak_26648_lociStitched	chr22	37972454	37976338	5	3003	3544.15	383.7392
3_MACS_peak_33100_lociStitched	chr7	155245279	155249163	3	3786	4281.7216	339.0732
2_MACS_peak_7819_lociStitched	chr11	68732993	68736875	2	3789	4720.9002	446.0418
4_MACS_peak_11071_lociStitched	chr15	74386812	74390694	4	3112	3449.9334000000003	375.7776
3_MACS_peak_35979_lociStitched	chr9	133843618	133847499	3	3622	4808.170899999999	420.3123
1_MACS_peak_24766_lociStitched	chr20	61761808	61765688	1	3881	7200.504	367.82399999999996
1_MACS_peak_32036_lociStitched	chr7	25897418	25901298	1	3881	6263.0960000000005	393.432
2_MACS_peak_14000_lociStitched	chr17	4686773	4690652	2	3484	4994.6004	319.2417
3_MACS_peak_5147_lociStitched	chr1	204953571	204957449	3	3573	4332.8894	741.4736
4_MACS_peak_13964_lociStitched	chr17	4388923	4392800	4	3323	4422.8816	453.22130000000004
2_MACS_peak_30159_lociStitched	chr5	482447	486324	2	3866	5397.5594	228.743
1_MACS_peak_30981_lociStitched	chr6	14105772	14109649	1	3878	4517.8681	428.4085
2_MACS_peak_36499_lociStitched	chr9	136950166	136954039	2	3527	5489.9775	459.3378
4_MACS_peak_19476_lociStitched	chr19	17765404	17769276	4	3592	5459.132799999999	397.2672
1_MACS_peak_31849_lociStitched	chr7	2526999	2530871	1	3873	5045.215999999999	415.8528
1_MACS_peak_5986_lociStitched	chr10	102904010	102907881	1	3872	7997.8731	465.6813
6_MACS_peak_20689_lociStitched	chr19	42321606	42325474	6	3091	3478.4924	406.91360000000003
3_MACS_peak_23069_lociStitched	chr2	241660252	241664119	3	3743	4337.613899999999	229.3131
2_MACS_peak_27230_lociStitched	chr22	44965421	44969287	2	3476	4829.407200000001	426.4198
2_MACS_peak_11612_lociStitched	chr16	849517	853381	2	3792	6271.6584	243.04559999999998
2_MACS_peak_14225_lociStitched	chr17	7656086	7659950	2	3660	4078.452	325.3488
6_MACS_peak_25902_lociStitched	chr22	21317757	21321620	6	2786	3613.8365	446.17650000000003
2_MACS_peak_5795_lociStitched	chr10	79395517	79399379	2	3650	6138.2627999999995	298.1464
3_MACS_peak_506_lociStitched	chr1	3026068	3029929	3	3506	4249.4166000000005	280.3086
4_MACS_peak_16623_lociStitched	chr17	77349118	77352979	4	3725	4665.6323999999995	419.3046
3_MACS_peak_36649_lociStitched	chr9	137523936	137527797	3	3489	4715.8254	378.37800000000004
2_MACS_peak_28917_lociStitched	chr4	2449843	2453701	2	3776	4445.187599999999	388.8864
5_MACS_peak_9173_lociStitched	chr12	3312800	3316656	5	3314	3869.8816	384.4432
3_MACS_peak_12910_lociStitched	chr16	85455390	85459245	3	3243	4231.6335	94.06200000000001
2_MACS_peak_9990_lociStitched	chr13	113688008	113691861	2	3687	5076.327499999999	270.8659
3_MACS_peak_11313_lociStitched	chr15	78042359	78046212	3	3560	4444.0502	458.12170000000003
4_MACS_peak_20242_lociStitched	chr19	38743010	38746863	4	3524	4221.346799999999	371.4292
3_MACS_peak_7612_lociStitched	chr11	65553139	65556990	3	3801	6699.1996	407.8209
2_MACS_peak_30711_lociStitched	chr5	176822838	176826687	2	3687	4862.0568	462.2649
1_MACS_peak_4593_lociStitched	chr1	46912577	46916425	1	3849	7312.3544	419.432
3_MACS_peak_32888_lociStitched	chr7	151413731	151417579	3	3173	3640.9776	431.74559999999997
3_MACS_peak_9351_lociStitched	chr12	50449746	50453592	3	3544	5134.7946	487.6728
3_MACS_peak_9902_lociStitched	chr13	100067792	100071637	3	3595	4975.8145	406.032
3_MACS_peak_14068_lociStitched	chr17	6604371	6608215	3	3687	4544.3768	304.82919999999996
3_MACS_peak_18838_lociStitched	chr19	12937878	12941720	3	3778	4416.763199999999	405.33099999999996
2_MACS_peak_5176_lociStitched	chr1	205450211	205454050	2	3593	4611.7907000000005	691.02
3_MACS_peak_10983_lociStitched	chr15	66994786	66998625	3	3463	6357.000099999999	386.58729999999997
3_MACS_peak_4616_lociStitched	chr1	47008025	47011862	3	3781	4870.687800000001	415.5471
3_MACS_peak_5260_lociStitched	chr1	228158313	228162145	3	3275	5184.3128	524.2176000000001
1_MACS_peak_21533_lociStitched	chr19	49668391	49672222	1	3832	6029.227800000001	339.8097
5_MACS_peak_2912_lociStitched	chr1	19116473	19120303	5	3313	3953.326	306.783
2_MACS_peak_24731_lociStitched	chr20	61646703	61650533	2	3653	5843.814	334.35900000000004
1_MACS_peak_25883_lociStitched	chr22	20500066	20503896	1	3831	5882.497	439.68399999999997
1_MACS_peak_34474_lociStitched	chr8	142498706	142502536	1	3831	5913.903	301.038
4_MACS_peak_4267_lociStitched	chr1	32166883	32170712	4	3171	4225.3015	436.50600000000003
3_MACS_peak_2163_lociStitched	chr1	16982864	16986692	3	3448	3849.8196000000003	1262.8572000000001
3_MACS_peak_14824_lociStitched	chr17	36574350	36578176	3	3731	5371.704	412.8254
3_MACS_peak_25100_lociStitched	chr21	43050185	43054010	3	3588	4303.89	570.3075
3_MACS_peak_2941_lociStitched	chr1	19164352	19168176	3	3503	4638.512000000001	364.42719999999997
6_MACS_peak_21197_lociStitched	chr19	47963999	47967823	6	3355	3572.7632	342.248
4_MACS_peak_22937_lociStitched	chr2	233343831	233347654	4	3469	4074.1711000000005	203.7659
4_MACS_peak_3166_lociStitched	chr1	20859514	20863336	4	3370	4601.3058	458.64
2_MACS_peak_18432_lociStitched	chr19	7980351	7984173	2	3719	7326.774	900.0809999999999
2_MACS_peak_25774_lociStitched	chr22	19653029	19656850	2	3588	4593.6062	409.6112
4_MACS_peak_4068_lociStitched	chr1	30785076	30788896	4	3141	3857.818	329.284
1_MACS_peak_19200_lociStitched	chr19	15289083	15292903	1	3821	5742.224	416.762
1_MACS_peak_25097_lociStitched	chr21	43040542	43044359	1	3818	5752.982400000001	518.7302999999999
4_MACS_peak_17933_lociStitched	chr19	5225582	5229398	4	3519	4330.7784	544.9248
3_MACS_peak_10368_lociStitched	chr14	103595225	103599040	3	3360	4136.223	186.935
5_MACS_peak_23842_lociStitched	chr20	48946850	48950663	5	3241	4102.0254	393.8829
4_MACS_peak_24629_lociStitched	chr20	60665690	60669502	4	3538	4240.85	427.3252
2_MACS_peak_1864_lociStitched	chr1	11403585	11407395	2	3769	5225.415	351.66299999999995
2_MACS_peak_6633_lociStitched	chr11	370303	374113	2	3768	6071.235	397.002
5_MACS_peak_28252_lociStitched	chr3	14585543	14589352	5	2934	3377.0594	348.5235
4_MACS_peak_19464_lociStitched	chr19	17748308	17752116	4	3431	3783.6288	332.4384
3_MACS_peak_5936_lociStitched	chr10	102545345	102549152	3	3253	4575.2526	433.2366
3_MACS_peak_18204_lociStitched	chr19	6309361	6313166	3	3366	4598.723	474.103
6_MACS_peak_31929_lociStitched	chr7	4880089	4883894	6	2681	3412.324	216.12400000000002
5_MACS_peak_9006_lociStitched	chr11	134232280	134236084	5	3187	3715.7472	415.7772
5_MACS_peak_4107_lociStitched	chr1	30877694	30881497	5	3257	4150.5942	400.45590000000004
3_MACS_peak_8605_lociStitched	chr11	75377954	75381757	3	3666	6051.7139	284.4644
3_MACS_peak_13360_lociStitched	chr16	88442647	88446450	3	3774	4131.9595	141.0913
4_MACS_peak_15801_lociStitched	chr17	71544429	71548232	4	3433	4742.341	359.3835
4_MACS_peak_37507_lociStitched	chrX	152824771	152828574	4	3159	4185.9621	197.756
5_MACS_peak_1937_lociStitched	chr1	11549006	11552808	5	2874	3271.2408	257.7756
2_MACS_peak_5710_lociStitched	chr10	73269311	73273112	2	3787	4672.189200000001	415.4493
5_MACS_peak_12760_lociStitched	chr16	85252955	85256756	5	2929	3387.8313	116.3106
5_MACS_peak_3467_lociStitched	chr1	22991815	22995615	5	3443	3863.8399999999997	451.06
6_MACS_peak_12634_lociStitched	chr16	84867349	84871148	6	2628	3265.2405000000003	241.2365
5_MACS_peak_14908_lociStitched	chr17	38611794	38615593	5	2238	3447.5924999999997	413.7111
3_MACS_peak_24195_lociStitched	chr20	57193971	57197770	3	3495	4985.4277	416.3704
1_MACS_peak_12918_lociStitched	chr16	85469326	85473123	1	3798	4655.8814	96.4438
2_MACS_peak_31629_lociStitched	chr7	1238817	1242614	2	3682	5251.251	239.9704
3_MACS_peak_11303_lociStitched	chr15	78023745	78027540	3	2835	3770.712	447.4305
2_MACS_peak_37282_lociStitched	chr9	140186233	140190026	2	3454	4703.6993	388.0239
3_MACS_peak_20733_lociStitched	chr19	42555114	42558906	3	3456	4106.3568	470.20799999999997
3_MACS_peak_6335_lociStitched	chr10	134691704	134695495	3	2982	3358.0678000000003	260.0626
3_MACS_peak_15081_lociStitched	chr17	41820138	41823928	3	3495	3969.646	336.552
3_MACS_peak_22545_lociStitched	chr2	91668695	91672485	3	3477	6619.235	667.798
2_MACS_peak_9303_lociStitched	chr12	49377868	49381657	2	3764	4439.5713	427.3992
5_MACS_peak_9227_lociStitched	chr12	3435103	3438890	5	3005	3749.8874	269.63439999999997
4_MACS_peak_33353_lociStitched	chr7	157385870	157389657	4	3049	3440.8682	481.3277
2_MACS_peak_4158_lociStitched	chr1	31130474	31134259	2	3405	4630.190500000001	482.20900000000006
1_MACS_peak_28615_lociStitched	chr3	128718978	128722763	1	3786	7512.468	443.602
1_MACS_peak_6111_lociStitched	chr10	126713951	126717732	1	3782	4791.283200000001	301.34569999999997
5_MACS_peak_29314_lociStitched	chr4	7248221	7252002	5	2514	3442.2224	352.7673
3_MACS_peak_21462_lociStitched	chr19	49235382	49239161	3	3259	3637.2875	382.0569
4_MACS_peak_25170_lociStitched	chr21	43716103	43719882	4	2981	3769.9304	519.6125000000001
2_MACS_peak_36197_lociStitched	chr9	135453450	135457229	2	3709	5909.6002	225.6063
3_MACS_peak_33603_lociStitched	chr7	158214207	158217985	3	3409	4369.2570000000005	480.9394
4_MACS_peak_21629_lociStitched	chr19	50234625	50238402	4	3046	3481.6385999999998	388.6533
4_MACS_peak_1083_lociStitched	chr1	5856580	5860356	4	3303	3808.096	317.5616
2_MACS_peak_32568_lociStitched	chr7	100927682	100931458	2	3600	4962.4192	422.91200000000003
4_MACS_peak_23513_lociStitched	chr20	31875231	31879004	4	3209	3819.0306	376.1681
2_MACS_peak_625_lociStitched	chr1	3403997	3407768	2	3683	6730.1037	358.6221
4_MACS_peak_23718_lociStitched	chr20	44878641	44882408	4	3335	3968.9112000000005	286.6687
3_MACS_peak_32689_lociStitched	chr7	101203665	101207431	3	3269	3862.0330000000004	522.3442
1_MACS_peak_31354_lociStitched	chr6	41435689	41439454	1	3766	5167.086	361.44
2_MACS_peak_32855_lociStitched	chr7	150963693	150967458	2	3716	4789.08	658.1220000000001
1_MACS_peak_5133_lociStitched	chr1	204165063	204168827	1	3765	5181.8988	638.3744
2_MACS_peak_13029_lociStitched	chr16	86015453	86019217	2	3572	4664.348800000001	156.9588
4_MACS_peak_13973_lociStitched	chr17	4433116	4436879	4	3198	3525.1784	407.1566
4_MACS_peak_10020_lociStitched	chr13	113755227	113758989	4	3213	4110.7374	391.6242
3_MACS_peak_22355_lociStitched	chr2	26750316	26754077	3	3352	3966.7266999999997	376.4761
6_MACS_peak_12565_lociStitched	chr16	84005007	84008767	6	2863	3269.32	239.88799999999998
3_MACS_peak_31754_lociStitched	chr7	1549510	1553270	3	3570	4463.12	309.448
2_MACS_peak_20318_lociStitched	chr19	39000773	39004531	2	3451	4497.198600000001	401.3544
1_MACS_peak_25635_lociStitched	chr21	47428140	47431898	1	3759	5359.6596	431.4184
5_MACS_peak_14441_lociStitched	chr17	18327148	18330901	5	2970	3048.5619	375.6753
3_MACS_peak_22842_lociStitched	chr2	219881017	219884770	3	3573	4302.0639	394.065
5_MACS_peak_1431_lociStitched	chr1	7584394	7588146	5	2955	3453.716	243.12959999999998
4_MACS_peak_2803_lociStitched	chr1	18923530	18927282	4	3299	4215.371999999999	501.2672
3_MACS_peak_12141_lociStitched	chr16	28019162	28022914	3	3497	3988.7511999999997	319.6704
1_MACS_peak_32060_lociStitched	chr7	27211694	27215445	1	3752	5393.938	515.7625
2_MACS_peak_1991_lociStitched	chr1	11696176	11699926	2	3648	5019.75	403.875
3_MACS_peak_35523_lociStitched	chr9	129286336	129290086	3	3454	4161.0	466.125
4_MACS_peak_16453_lociStitched	chr17	76368507	76372256	4	3508	4827.5873	335.1606
3_MACS_peak_34052_lociStitched	chr8	7622919	7626668	3	3629	3919.9544000000005	446.8808
2_MACS_peak_2289_lociStitched	chr1	17554015	17557763	2	3254	4671.5072	449.76
3_MACS_peak_14329_lociStitched	chr17	8227740	8231486	3	3548	4939.4756	419.9266
3_MACS_peak_21786_lociStitched	chr19	51218578	51222322	3	3152	3507.3792	320.8608
2_MACS_peak_24940_lociStitched	chr20	62751996	62755740	2	3304	4490.5536	358.67519999999996
