#24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_ROSE/24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam
#Using cutoff of 14046.2756 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isStretch
3_MACS_peak_24699_lociStitched	chr20	61387416	61407914	3	20110	45886.8228	2211.7342	261	1
9_MACS_peak_2000_lociStitched	chr1	11756052	11777254	9	20091	34639.8276	2366.1432	262	1
3_MACS_peak_1119_lociStitched	chr1	6180717	6201063	3	20042	39170.1192	2050.8768	263	1
4_MACS_peak_2120_lociStitched	chr1	16463232	16483727	4	19969	33923.324	2135.579	264	1
4_MACS_peak_54_lociStitched	chr1	955481	976325	4	19903	44064.216	2059.3872	265	1
10_MACS_peak_16653_lociStitched	chr17	77465740	77487051	10	19860	25287.6326	1926.5144	266	1
17_MACS_peak_19607_lociStitched	chr19	18340300	18362320	17	19825	27133.044	2164.566	267	1
4_MACS_peak_25477_lociStitched	chr21	46164422	46184541	4	19784	37831.7676	2830.7433	268	1
4_MACS_peak_25631_lociStitched	chr21	47404881	47424985	4	19730	46446.2712	2066.6912	269	1
7_MACS_peak_36453_lociStitched	chr9	136564422	136585521	7	19727	36102.4989	1799.7447	270	1
5_MACS_peak_69_lociStitched	chr1	1052642	1072650	5	19653	42713.0784	2158.8632	271	1
5_MACS_peak_2089_lociStitched	chr1	16360548	16380729	5	19641	42676.7607	1886.9235	272	1
3_MACS_peak_11744_lociStitched	chr16	1321271	1340909	3	19619	49144.095	2219.094	273	1
8_MACS_peak_41_lociStitched	chr1	925013	945601	8	19613	37538.1004	2025.8592	274	1
5_MACS_peak_26823_lociStitched	chr22	42719428	42739469	5	19599	32219.9157	2210.5223	275	1
10_MACS_peak_18509_lociStitched	chr19	8271805	8293054	10	19575	27139.2228	2430.8856	276	1
8_MACS_peak_6839_lociStitched	chr11	1702100	1723168	8	19569	38010.8856	2089.9456	277	1
6_MACS_peak_36101_lociStitched	chr9	135096375	135116613	6	19490	36511.3758	2543.9166	278	1
7_MACS_peak_20099_lociStitched	chr19	35986826	36006620	7	19411	32810.5344	2252.5572	279	1
4_MACS_peak_13863_lociStitched	chr17	1913592	1933425	4	19384	37734.2658	2286.7449	280	1
13_MACS_peak_8122_lociStitched	chr11	69942230	69963139	13	19383	26911.9739	1810.7194	281	1
2_MACS_peak_28604_lociStitched	chr3	128197307	128216749	2	19380	48428.0778	2109.457	282	1
6_MACS_peak_14941_lociStitched	chr17	39765930	39786558	6	19336	35073.7884	2559.9348	283	1
4_MACS_peak_37271_lociStitched	chr9	140049048	140069164	4	19305	46657.0504	1864.7532	284	1
6_MACS_peak_24733_lociStitched	chr20	61651241	61671174	6	19285	33971.8119	2186.6501	285	1
2_MACS_peak_20716_lociStitched	chr19	42468133	42487743	2	19280	34344.954	1966.883	286	1
9_MACS_peak_32352_lociStitched	chr7	100226460	100247568	9	19278	28698.4368	2256.4452	287	1
8_MACS_peak_25121_lociStitched	chr21	43130324	43151469	8	19259	34347.938	3078.712	288	1
5_MACS_peak_35499_lociStitched	chr9	127245806	127265168	5	19236	32623.0338	1942.0086	289	1
7_MACS_peak_384_lociStitched	chr1	2715478	2735231	7	19231	29825.0547	1645.4249	290	1
7_MACS_peak_499_lociStitched	chr1	3005368	3025386	7	19231	29000.0766	1471.323	291	1
9_MACS_peak_31239_lociStitched	chr6	33988752	34008840	9	19230	26859.6648	2055.0024	292	1
8_MACS_peak_9668_lociStitched	chr12	54585550	54605435	8	19145	28564.8025	2700.383	293	1
1_MACS_peak_24793_lociStitched	chr20	61937699	61956839	1	19141	36905.748	2038.41	294	1
13_MACS_peak_11648_lociStitched	chr16	953464	974358	13	19122	26481.0556	1619.285	295	1
1_MACS_peak_4879_lociStitched	chr1	156861472	156880555	1	19084	48507.0777	3198.3108	296	1
5_MACS_peak_16511_lociStitched	chr17	76554616	76573904	5	18988	29574.2904	1953.8744	297	1
10_MACS_peak_6635_lociStitched	chr11	376994	397170	10	18973	34341.5696	1844.0864	298	1
11_MACS_peak_29426_lociStitched	chr4	7472387	7493495	11	18861	26382.8892	1724.5236	299	1
4_MACS_peak_36079_lociStitched	chr9	134999691	135019054	4	18821	27075.2829	2370.0312	300	1
3_MACS_peak_28424_lociStitched	chr3	50192732	50211967	3	18819	33095.741	2406.2985	301	1
2_MACS_peak_28769_lociStitched	chr3	195530500	195549312	2	18812	33818.3324	3166.0596	302	1
2_MACS_peak_6730_lociStitched	chr11	1212759	1231744	2	18783	37951.015	1955.455	303	1
3_MACS_peak_37096_lociStitched	chr9	138625456	138644216	3	18666	30800.168	1198.764	304	1
11_MACS_peak_24575_lociStitched	chr20	60443063	60463257	11	18655	26958.99	1748.8004	305	1
4_MACS_peak_28596_lociStitched	chr3	128169215	128188486	4	18596	34379.464	2412.7292	306	1
8_MACS_peak_18344_lociStitched	chr19	7720090	7739359	8	18562	29198.3157	3056.0634	307	1
3_MACS_peak_4835_lociStitched	chr1	156395987	156414560	3	18535	40301.5527	3684.8832	308	1
7_MACS_peak_35882_lociStitched	chr9	133290125	133310473	7	18490	30574.9048	2242.3496	309	1
11_MACS_peak_18398_lociStitched	chr19	7851331	7870992	11	18422	28091.6368	2829.2179	310	1
3_MACS_peak_25313_lociStitched	chr21	44863875	44882292	3	18387	38797.2522	2727.5577	311	1
1_MACS_peak_11867_lociStitched	chr16	3033789	3052155	1	18367	42539.3292	1965.162	312	1
20_MACS_peak_33971_lociStitched	chr8	7423502	7444362	20	18347	25924.808	2496.942	313	1
9_MACS_peak_22028_lociStitched	chr19	55643101	55662785	9	18263	28045.7632	1986.1156	314	1
7_MACS_peak_5062_lociStitched	chr1	202153335	202172757	7	18250	37301.8932	3719.313	315	1
4_MACS_peak_17758_lociStitched	chr19	3727920	3746289	4	18151	35444.8224	2909.6496	316	1
5_MACS_peak_36408_lociStitched	chr9	136434428	136452780	5	18149	30510.2	1545.2384	317	1
3_MACS_peak_5990_lociStitched	chr10	102974457	102992775	3	18072	31512.4554	1905.072	318	1
6_MACS_peak_24687_lociStitched	chr20	61352591	61371374	6	18054	35195.5854	2319.7005	319	1
4_MACS_peak_24846_lociStitched	chr20	62170073	62188630	4	18035	38611.5499	2199.0045	320	1
5_MACS_peak_7521_lociStitched	chr11	64321391	64340048	5	18035	27994.8285	1819.0575	321	1
7_MACS_peak_2224_lociStitched	chr1	17418995	17437579	7	18019	26545.3856	1726.4536	322	1
9_MACS_peak_35191_lociStitched	chr8	145092806	145112334	9	17993	30713.6384	1659.88	323	1
3_MACS_peak_11795_lociStitched	chr16	2233042	2251323	3	17991	40280.3554	1963.3794	324	1
5_MACS_peak_20081_lociStitched	chr19	35825444	35843944	5	17973	26976.7	2044.25	325	1
4_MACS_peak_28371_lociStitched	chr3	48614751	48633006	4	17963	32094.1155	1799.943	326	1
6_MACS_peak_34175_lociStitched	chr8	22003846	22022178	6	17956	32570.4644	2339.1632	327	1
3_MACS_peak_586_lociStitched	chr1	3268519	3286664	3	17918	30835.613	1473.374	328	1
2_MACS_peak_11751_lociStitched	chr16	1475621	1493503	2	17872	41974.4186	1829.3286	329	1
6_MACS_peak_8138_lociStitched	chr11	69972233	69991063	6	17867	26205.711	1749.307	330	1
6_MACS_peak_493_lociStitched	chr1	2986224	3004735	6	17843	28999.3326	1327.2387	331	1
1_MACS_peak_16978_lociStitched	chr17	79075649	79093477	1	17829	45078.098	1629.4792	332	1
9_MACS_peak_6797_lociStitched	chr11	1590723	1609997	9	17798	25684.5324	1773.208	333	1
3_MACS_peak_25615_lociStitched	chr21	47357294	47375607	3	17789	30461.8442	2541.8444	334	1
5_MACS_peak_34826_lociStitched	chr8	143531629	143549758	5	17779	29818.5792	1236.3978	335	1
8_MACS_peak_21225_lociStitched	chr19	48214702	48233848	8	17737	25632.6648	1995.0132	336	1
3_MACS_peak_13380_lociStitched	chr16	88491301	88509431	3	17696	28021.728	785.029	337	1
6_MACS_peak_25132_lociStitched	chr21	43159966	43177797	6	17677	31411.0896	2614.0246	338	1
15_MACS_peak_31651_lociStitched	chr7	1278119	1298561	15	17672	24630.5658	1340.9952	339	1
8_MACS_peak_16910_lociStitched	chr17	78150249	78169642	8	17660	26271.6971	2088.6261	340	1
10_MACS_peak_3586_lociStitched	chr1	23195855	23214290	10	17618	27768.6405	2370.741	341	1
6_MACS_peak_18481_lociStitched	chr19	8202650	8220594	6	17578	29300.7576	2492.4216	342	1
8_MACS_peak_16494_lociStitched	chr17	76517037	76535670	8	17572	24930.954	2060.8098	343	1
4_MACS_peak_5681_lociStitched	chr10	73045003	73063053	4	17558	27623.72	1915.105	344	1
7_MACS_peak_11835_lociStitched	chr16	2855255	2873210	7	17552	28886.004	1971.459	345	1
6_MACS_peak_11379_lociStitched	chr15	79054707	79072851	6	17543	28019.7792	1925.0784	346	1
5_MACS_peak_3434_lociStitched	chr1	22908231	22926052	5	17538	30894.4856	1789.2284	347	1
11_MACS_peak_36933_lociStitched	chr9	138227384	138246345	11	17521	23693.6656	1549.1137	348	1
9_MACS_peak_6896_lociStitched	chr11	1823065	1842672	9	17512	25643.9953	1931.2895	349	1
4_MACS_peak_16600_lociStitched	chr17	77271294	77289201	4	17510	23647.9842	1826.514	350	1
8_MACS_peak_24832_lociStitched	chr20	62133488	62151889	8	17492	26131.2601	1882.4223	351	1
7_MACS_peak_21406_lociStitched	chr19	49092546	49111022	7	17491	29519.1052	1799.5624	352	1
3_MACS_peak_22110_lociStitched	chr19	55995799	56013522	3	17487	34776.0706	1579.1193	353	1
10_MACS_peak_36899_lociStitched	chr9	138156099	138175041	10	17381	22370.502	1456.6398	354	1
4_MACS_peak_3218_lociStitched	chr1	21040843	21058645	4	17362	35290.6848	2380.1274	355	1
2_MACS_peak_29061_lociStitched	chr4	3821046	3838444	2	17332	28950.272	1430.1156	356	1
2_MACS_peak_25382_lociStitched	chr21	45783753	45801097	2	17284	35260.352	2480.192	357	1
4_MACS_peak_1167_lociStitched	chr1	6555045	6572538	4	17260	42238.5978	1938.2244	358	1
1_MACS_peak_11801_lociStitched	chr16	2324933	2342161	1	17229	37198.6976	1703.8492	359	1
5_MACS_peak_6700_lociStitched	chr11	1071096	1089125	5	17198	32630.6871	1249.4097	360	1
5_MACS_peak_28168_lociStitched	chr3	13668312	13686154	5	17178	26293.7554	1916.2308	361	1
7_MACS_peak_36596_lociStitched	chr9	137371165	137388936	7	17163	25876.3531	1787.7626	362	1
10_MACS_peak_20879_lociStitched	chr19	45713723	45732199	10	17156	23643.7372	1771.8484	363	1
5_MACS_peak_18119_lociStitched	chr19	5852130	5869465	5	17152	29483.368	2780.534	364	1
6_MACS_peak_28997_lociStitched	chr4	3701283	3719523	6	17132	25999.296	1451.904	365	1
8_MACS_peak_26917_lociStitched	chr22	43593335	43611852	8	17132	29492.0259	1975.7639	366	1
4_MACS_peak_9365_lociStitched	chr12	52224376	52242472	4	17125	26221.104	1947.1296	367	1
3_MACS_peak_28897_lociStitched	chr4	1751654	1768870	3	17117	44599.7696	1533.9456	368	1
5_MACS_peak_17847_lociStitched	chr19	4525145	4542513	5	17108	37348.1472	2794.5112	369	1
3_MACS_peak_6987_lociStitched	chr11	2209164	2226721	3	17104	29648.5059	1926.0029	370	1
5_MACS_peak_16926_lociStitched	chr17	78409636	78427328	5	17066	26684.8436	1682.5092	371	1
5_MACS_peak_36461_lociStitched	chr9	136590033	136607684	5	17005	25795.1714	1745.6839	372	1
8_MACS_peak_11623_lociStitched	chr16	888688	907390	8	16996	23594.4432	1744.8966	373	1
6_MACS_peak_31884_lociStitched	chr7	2714812	2732622	6	16980	27464.801	2023.216	374	1
6_MACS_peak_26891_lociStitched	chr22	42929734	42947649	6	16950	30650.7735	3534.6295	375	1
1_MACS_peak_32866_lociStitched	chr7	151077519	151094464	1	16946	37484.0345	2567.1675	376	1
3_MACS_peak_25372_lociStitched	chr21	45699281	45716500	3	16941	46995.8167	2527.7492	377	1
9_MACS_peak_29856_lociStitched	chr4	8640580	8658851	9	16865	24174.3601	1483.6052	378	1
4_MACS_peak_25375_lociStitched	chr21	45761491	45779227	4	16828	34530.2184	2757.948	379	1
4_MACS_peak_16979_lociStitched	chr17	79094104	79111266	4	16797	36321.6568	1326.6226	380	1
7_MACS_peak_14168_lociStitched	chr17	7185243	7203334	7	16754	32963.6111	2046.0921	381	1
5_MACS_peak_24748_lociStitched	chr20	61713325	61730549	5	16734	28905.3168	1625.9456	382	1
8_MACS_peak_37289_lociStitched	chr9	140198992	140217004	8	16646	30326.8044	1422.948	383	1
9_MACS_peak_6037_lociStitched	chr10	114736300	114754204	9	16615	21192.9648	2238	384	1
7_MACS_peak_22046_lociStitched	chr19	55681978	55699300	7	16599	27593.946	1997.2266	385	1
2_MACS_peak_6939_lociStitched	chr11	1937502	1954027	2	16490	37480.3525	1412.8875	386	1
2_MACS_peak_15500_lociStitched	chr17	48015431	48031988	2	16486	33455.0742	1769.9433	387	1
8_MACS_peak_1065_lociStitched	chr1	5801700	5819731	8	16352	23463.7403	1642.6241	388	1
7_MACS_peak_36617_lociStitched	chr9	137435098	137452606	7	16332	22973.9976	1461.918	389	1
5_MACS_peak_11635_lociStitched	chr16	916942	933658	5	16326	27840.498	1619.7804	390	1
3_MACS_peak_35994_lociStitched	chr9	133898995	133915336	3	16309	35343.9489	1650.441	391	1
8_MACS_peak_32401_lociStitched	chr7	100350521	100367949	8	16291	23836.2756	1646.946	392	1
2_MACS_peak_37326_lociStitched	chr9	140317830	140334234	2	16262	39656.67	1837.248	393	1
1_MACS_peak_25243_lociStitched	chr21	44057341	44073586	1	16246	32155.353	2389.6395	394	1
3_MACS_peak_2094_lociStitched	chr1	16383643	16400084	3	16229	29695.7342	2163.6356	395	1
4_MACS_peak_15332_lociStitched	chr17	45922834	45939243	4	16175	28881.4809	1988.7708	396	1
6_MACS_peak_24586_lociStitched	chr20	60469269	60485818	6	16152	26403.9295	1601.9432	397	1
4_MACS_peak_15353_lociStitched	chr17	46690621	46707188	4	16127	29956.4494	2200.0976	398	1
5_MACS_peak_18427_lociStitched	chr19	7949788	7966071	5	16117	25367.2857	2476.6443	399	1
3_MACS_peak_17488_lociStitched	chr19	2298820	2315401	3	16102	32754.1074	2538.5511	400	1
9_MACS_peak_16872_lociStitched	chr17	78030013	78046937	9	16070	22458.148	1704.2468	401	1
16_MACS_peak_29522_lociStitched	chr4	7699315	7717091	16	16021	21238.7648	1450.5216	402	1
2_MACS_peak_32474_lociStitched	chr7	100633445	100649444	2	16000	52551.9153	3575.7765	403	1
6_MACS_peak_24909_lociStitched	chr20	62463085	62480303	6	15998	24492.605	1465.2518	404	1
3_MACS_peak_25472_lociStitched	chr21	46141077	46157064	3	15972	30950.832	2223.7917	405	1
8_MACS_peak_19428_lociStitched	chr19	17634451	17651063	8	15963	25801.7584	2038.2924	406	1
10_MACS_peak_13633_lociStitched	chr17	724958	742598	10	15955	21201.516	1707.552	407	1
5_MACS_peak_15544_lociStitched	chr17	48634031	48650609	5	15924	28552.2894	1909.7856	408	1
4_MACS_peak_10073_lociStitched	chr13	114050250	114066553	4	15915	29896.4414	1677.5787	409	1
4_MACS_peak_3443_lociStitched	chr1	22939675	22955861	4	15899	21391.4176	1759.4182	410	1
4_MACS_peak_25244_lociStitched	chr21	44074169	44090266	4	15894	37201.7767	2251.9703	411	1
5_MACS_peak_25138_lociStitched	chr21	43179695	43196193	5	15844	25792.9732	2456.5522	412	1
3_MACS_peak_14819_lociStitched	chr17	36334207	36350103	3	15833	40750.9856	6073.8616	413	1
6_MACS_peak_20109_lociStitched	chr19	36012014	36028486	6	15821	21896.2296	1660.3776	414	1
4_MACS_peak_35096_lociStitched	chr8	144474198	144490151	4	15817	26663.8442	1675.065	415	1
6_MACS_peak_35808_lociStitched	chr9	132966971	132983107	6	15805	26267.7944	1570.0328	416	1
4_MACS_peak_4792_lociStitched	chr1	155088539	155104560	4	15789	36893.1588	2765.2246	417	1
5_MACS_peak_4874_lociStitched	chr1	156842646	156858849	5	15778	28706.8551	2555.2131	418	1
3_MACS_peak_17449_lociStitched	chr19	1491038	1506909	3	15715	41620.1104	2453.6566	419	1
2_MACS_peak_14751_lociStitched	chr17	34742090	34758112	2	15710	35664.972	4772.9538	420	1
3_MACS_peak_32748_lociStitched	chr7	128482789	128498546	3	15706	34912.7849	2933.9534	421	1
7_MACS_peak_1787_lociStitched	chr1	10914153	10930695	7	15701	25535.8854	1677.3588	422	1
5_MACS_peak_28978_lociStitched	chr4	3649545	3666154	5	15659	25084.5727	1466.5747	423	1
6_MACS_peak_24234_lociStitched	chr20	57365172	57381541	6	15625	22364.9647	1530.5015	424	1
7_MACS_peak_6757_lociStitched	chr11	1387676	1405167	7	15603	23637.3374	1521.717	425	1
3_MACS_peak_6684_lociStitched	chr11	843094	858757	3	15598	33388.8171	1531.8414	426	1
8_MACS_peak_3721_lociStitched	chr1	29562452	29578808	8	15591	24728.6364	2106.6528	427	1
4_MACS_peak_18284_lociStitched	chr19	7036590	7053054	4	15552	23564.9232	3335.6064	428	1
5_MACS_peak_27568_lociStitched	chr22	45968374	45984510	5	15528	27003.596	2133.1792	429	1
4_MACS_peak_7077_lociStitched	chr11	3210911	3226916	4	15517	32347.7055	1938.2055	430	1
1_MACS_peak_6905_lociStitched	chr11	1843477	1858920	1	15444	38568.8925	1511.8697	431	1
7_MACS_peak_11082_lociStitched	chr15	74465631	74481904	7	15438	24162.1504	1663.1006	432	1
4_MACS_peak_17209_lociStitched	chr18	44541959	44557713	4	15423	21904.3616	7231.086	433	1
13_MACS_peak_29759_lociStitched	chr4	8261620	8279351	13	15390	22151.3383	1716.3608	434	1
3_MACS_peak_11874_lociStitched	chr16	3078327	3093775	3	15387	30431.0152	2019.0536	435	1
14_MACS_peak_36950_lociStitched	chr9	138258114	138276322	14	15386	21589.2256	1300.0512	436	1
7_MACS_peak_300_lociStitched	chr1	2413571	2430122	7	15361	27847.0575	1279.3923	437	1
2_MACS_peak_27046_lociStitched	chr22	44214938	44230316	2	15327	20897.1642	1448.6076	438	1
5_MACS_peak_2454_lociStitched	chr1	17962984	17979130	5	15308	21267.5112	1189.9602	439	1
7_MACS_peak_2438_lociStitched	chr1	17922005	17938299	7	15301	23292.273	1451.7954	440	1
8_MACS_peak_13757_lociStitched	chr17	1122796	1139082	8	15295	22017.0434	1582.9992	441	1
6_MACS_peak_31770_lociStitched	chr7	1586792	1602812	6	15278	24971.976	1518.696	442	1
6_MACS_peak_3426_lociStitched	chr1	22884965	22901062	6	15274	22450.4859	1556.5799	443	1
4_MACS_peak_5155_lociStitched	chr1	204975718	204991346	4	15243	22049.5452	2569.2432	444	1
4_MACS_peak_26832_lociStitched	chr22	42749480	42765266	4	15242	27191.385	1829.5974	445	1
4_MACS_peak_6782_lociStitched	chr11	1463417	1478859	4	15219	29265.6784	1340.3656	446	1
3_MACS_peak_510_lociStitched	chr1	3031959	3047288	3	15164	24526.4	1066.8984	447	1
2_MACS_peak_285_lociStitched	chr1	2301514	2316855	2	15124	31666.8922	1731.9989	448	1
3_MACS_peak_14747_lociStitched	chr17	34577019	34592171	3	15114	34090.4848	4709.2416	449	1
7_MACS_peak_7535_lociStitched	chr11	64364236	64380599	7	15096	23611.809	1390.855	450	1
6_MACS_peak_4826_lociStitched	chr1	156365796	156381621	6	15045	22063.215	2620.62	451	1
15_MACS_peak_16534_lociStitched	chr17	76604297	76621752	15	15021	22366.837	1701.8625	452	1
4_MACS_peak_25237_lociStitched	chr21	44033005	44048636	4	14985	26668.0491	2736.9881	453	1
5_MACS_peak_25953_lociStitched	chr22	21561482	21576896	5	14984	21394.632	2720.571	454	1
1_MACS_peak_15507_lociStitched	chr17	48060803	48075757	1	14955	30467.2796	2328.3378	455	1
4_MACS_peak_31252_lociStitched	chr6	34022833	34038108	4	14955	25658.945	1910.9025	456	1
5_MACS_peak_29259_lociStitched	chr4	7146088	7161753	5	14931	21122.686	1220.3035	457	1
3_MACS_peak_17431_lociStitched	chr19	1329656	1344727	3	14883	26390.8281	1894.4247	458	1
3_MACS_peak_31005_lociStitched	chr6	30422443	30438163	3	14840	28250.412	2213.376	459	1
9_MACS_peak_25226_lociStitched	chr21	44011490	44027566	9	14834	24662.1916	2596.274	460	1
2_MACS_peak_513_lociStitched	chr1	3048164	3062979	2	14794	26155.8825	1029.6425	461	1
3_MACS_peak_2029_lociStitched	chr1	11937657	11953315	3	14777	24966.681	1633.1294	462	1
3_MACS_peak_37231_lociStitched	chr9	139845899	139860977	3	14774	29414.1624	1578.6666	463	1
9_MACS_peak_32515_lociStitched	chr7	100756933	100772264	9	14763	20210.8573	1738.5354	464	1
9_MACS_peak_16946_lociStitched	chr17	78489377	78505307	9	14736	22093.317	1820.799	465	1
3_MACS_peak_16838_lociStitched	chr17	77942765	77957788	3	14733	25872.6106	1715.6266	466	1
5_MACS_peak_14879_lociStitched	chr17	37751717	37766962	5	14726	28360.2735	1472.667	467	1
12_MACS_peak_3606_lociStitched	chr1	23231931	23248117	12	14710	20740.7404	1780.46	468	1
8_MACS_peak_14407_lociStitched	chr17	16734216	16749617	8	14705	19602.3928	1977.4884	469	1
2_MACS_peak_28509_lociStitched	chr3	50564664	50579472	2	14668	23830.5144	1572.6096	470	1
1_MACS_peak_6119_lociStitched	chr10	126737662	126752302	1	14641	20469.648	1794.864	471	1
6_MACS_peak_4868_lociStitched	chr1	156826291	156841784	6	14637	28373.8802	3097.0507	472	1
3_MACS_peak_32540_lociStitched	chr7	100810170	100825174	3	14629	28755.166	1594.9252	473	1
10_MACS_peak_24955_lociStitched	chr20	62790485	62806382	10	14621	18063.7611	1635.8013	474	1
8_MACS_peak_17024_lociStitched	chr17	79453628	79468880	8	14617	25711.8216	1673.1444	475	1
5_MACS_peak_25393_lociStitched	chr21	45852025	45866797	5	14615	24090.1776	1624.92	476	1
15_MACS_peak_11149_lociStitched	chr15	74616547	74633203	15	14603	20043.8304	1845.4848	477	1
5_MACS_peak_36067_lociStitched	chr9	134708225	134723109	5	14558	23236.9008	1884.3144	478	1
9_MACS_peak_5018_lociStitched	chr1	201281086	201296982	9	14542	20556.7072	2544.9496	479	1
4_MACS_peak_7595_lociStitched	chr11	64502178	64517333	4	14528	33100.0355	1800.414	480	1
10_MACS_peak_7559_lociStitched	chr11	64425187	64441412	10	14494	21512.7275	1525.15	481	1
6_MACS_peak_1102_lociStitched	chr1	5892626	5907786	6	14464	19336.58	1511.452	482	1
3_MACS_peak_17741_lociStitched	chr19	3582007	3596911	3	14446	29164.1472	2116.368	483	1
5_MACS_peak_1477_lociStitched	chr1	7689094	7704242	5	14443	21970.6592	1272.432	484	1
4_MACS_peak_34404_lociStitched	chr8	142064981	142079936	4	14441	23418.0345	1824.51	485	1
8_MACS_peak_16485_lociStitched	chr17	76493180	76508586	8	14428	21531.4256	1506.7068	486	1
6_MACS_peak_28482_lociStitched	chr3	50500965	50516048	6	14399	20383.1662	1586.7316	487	1
3_MACS_peak_17054_lociStitched	chr17	79759049	79773570	3	14351	40439.5329	1399.8244	488	1
6_MACS_peak_11588_lociStitched	chr16	740815	755476	6	14347	28374.8994	988.1514	489	1
2_MACS_peak_24643_lociStitched	chr20	60788811	60803590	2	14347	33552.7637	1448.342	490	1
7_MACS_peak_7015_lociStitched	chr11	2327472	2343137	7	14339	26433.121	1508.5395	491	1
4_MACS_peak_17385_lociStitched	chr19	665093	679756	4	14315	29896.3907	1995.6343	492	1
3_MACS_peak_25113_lociStitched	chr21	43099273	43113891	3	14307	20014.9656	2011.4368	493	1
3_MACS_peak_36687_lociStitched	chr9	137619514	137633839	3	14285	20188.2225	1114.485	494	1
3_MACS_peak_27790_lociStitched	chr22	49289505	49303955	3	14262	21492.93	1452.225	495	1
4_MACS_peak_9634_lociStitched	chr12	54341576	54356125	4	14243	29498.0975	1702.233	496	1
2_MACS_peak_2118_lociStitched	chr1	16448315	16462693	2	14231	26379.3166	1488.123	497	1
5_MACS_peak_25360_lociStitched	chr21	45667144	45681734	5	14191	27684.525	2284.794	498	1
4_MACS_peak_11868_lociStitched	chr16	3055371	3069845	4	14175	26746.5046	1451.7422	499	1
2_MACS_peak_11464_lociStitched	chr15	89902372	89916641	2	14152	28555.1228	1523.9292	500	1
7_MACS_peak_31157_lociStitched	chr6	33787833	33802673	7	14071	19628.868	1484	501	1
3_MACS_peak_16762_lociStitched	chr17	77708320	77722860	3	14070	24671.472	1411.834	502	1
6_MACS_peak_2112_lociStitched	chr1	16432865	16447708	6	14069	21367.9828	1359.6188	503	1
4_MACS_peak_24739_lociStitched	chr20	61672845	61687729	4	14053	24505.0176	1332.118	504	1
4_MACS_peak_19602_lociStitched	chr19	18319393	18333658	4	14051	23648.517	1576.2825	505	1
5_MACS_peak_35989_lociStitched	chr9	133882596	133897501	5	14045	23424.698	1305.678	506	1
6_MACS_peak_5542_lociStitched	chr10	71409317	71424033	6	14032	18971.8672	1658.4932	507	1
9_MACS_peak_29016_lociStitched	chr4	3748708	3764180	9	14031	19666.4592	1352.2528	508	1
5_MACS_peak_14742_lociStitched	chr17	34489544	34504306	5	13990	32466.0666	4428.6	509	1
6_MACS_peak_19021_lociStitched	chr19	14269402	14284148	6	13982	19892.354	1331.5638	510	1
5_MACS_peak_18537_lociStitched	chr19	8394851	8409946	5	13943	25967.9285	2277.8355	511	1
7_MACS_peak_16215_lociStitched	chr17	74515241	74530119	7	13941	20196.885	1658.897	512	1
5_MACS_peak_29918_lociStitched	chr4	8779815	8794648	5	13929	19637.4087	1213.3394	513	1
4_MACS_peak_22894_lociStitched	chr2	220418768	220433548	4	13918	23980.55	1464.698	514	1
2_MACS_peak_16192_lociStitched	chr17	73605856	73619796	2	13906	33571.702	1840.08	515	1
6_MACS_peak_34390_lociStitched	chr8	141997197	142012178	6	13888	19072.3111	1686.8606	516	1
5_MACS_peak_1306_lociStitched	chr1	7283988	7298907	5	13878	19187.3259	1296.4611	517	1
7_MACS_peak_7511_lociStitched	chr11	64296148	64311102	7	13878	21290.0098	1649.4262	518	1
12_MACS_peak_3516_lociStitched	chr1	23097499	23113165	12	13866	18761.6016	1666.8624	519	1
4_MACS_peak_17785_lociStitched	chr19	3869393	3883765	4	13852	22400.1992	1806.5604	520	1
5_MACS_peak_7066_lociStitched	chr11	2937409	2951559	5	13812	26473.235	1485.75	521	1
4_MACS_peak_11706_lociStitched	chr16	1126698	1140910	4	13809	21741.5176	1021.8428	522	1
4_MACS_peak_4938_lociStitched	chr1	161411220	161425614	4	13783	25450.0314	6462.906	523	1
6_MACS_peak_36186_lociStitched	chr9	135412570	135427080	6	13783	18758.528	1424.882	524	1
5_MACS_peak_11877_lociStitched	chr16	3094340	3108658	5	13777	23183.7056	1660.888	525	1
2_MACS_peak_27613_lociStitched	chr22	46271897	46285797	2	13775	24302.76	1199.57	526	1
7_MACS_peak_18127_lociStitched	chr19	5875606	5890052	7	13761	21075.2694	1955.9884	527	1
6_MACS_peak_11360_lociStitched	chr15	78266251	78280673	6	13757	21128.23	1688.8162	528	1
5_MACS_peak_6933_lociStitched	chr11	1918182	1932878	5	13757	18735.9304	1400.5288	529	1
