REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
4_MACS_peak_16934_lociStitched	chr17	78437339	78462481	4	24662	49884.2422	2647.4526	143	NPTX1	FLJ35220,LOC100294362	NPTX1	NPTX1	1.9324000000000001	143	1
3_MACS_peak_11744_lociStitched	chr16	1321271	1340909	3	19619	49144.095	2219.094	144		TPSAB1,TPSD1,UBE2I,BAIAP3,TPSG1,TPSB2	TPSD1	TPSG1	2.7114	144	1
3_MACS_peak_18866_lociStitched	chr19	13104223	13127362	3	22662	49225.9086	2455.0479	145	NFIX	RAD23A,DAND5,GADD45GIP1	NFIX	NFIX	0.8748	145	1
14_MACS_peak_1911_lociStitched	chr1	11487439	11523927	14	35228	50583.3144	3969.8944	146		PTCHD2	PTCHD2	PTCHD2	0.6162000000000001	146	1
11_MACS_peak_17872_lociStitched	chr19	4734071	4766616	11	31150	51746.55	5402.47	147		C19orf30,MIR7-3,FEM1A,DPP9	C19orf30	C19orf30	0.7521	147	1
2_MACS_peak_28604_lociStitched	chr3	128197307	128216749	2	19380	48428.0778	2109.457	148	GATA2	LOC90246,DNAJB8	GATA2	GATA2	2.0671	148	1
5_MACS_peak_15502_lociStitched	chr17	48032786	48060194	5	26984	49608.48	3351.9984	149	DLX4	DLX3	DLX4	DLX4	2.0273	149	1
8_MACS_peak_24803_lociStitched	chr20	61985709	62013511	8	26337	48553.4128	2313.1264	150	CHRNA4		CHRNA4	CHRNA4	1.4431999999999998	150	1
6_MACS_peak_24933_lociStitched	chr20	62726708	62750145	6	22140	48713.8045	2498.3842	151	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	NPBWR2	2.2746	151	1
5_MACS_peak_25841_lociStitched	chr22	20256018	20281597	5	24945	48797.0583	2767.6478	152		MIR1286,RTN4R,DGCR6L	RTN4R	RTN4R	1.315	152	1
6_MACS_peak_22886_lociStitched	chr2	220374344	220400010	6	24984	49224.8214	3372.5124	153	ACCN4	SPEG,GMPPA,TMEM198,INHA,CHPF,MIR3132,OBSL1	ACCN4	ACCN4	1.3591000000000002	153	1
1_MACS_peak_22885_lociStitched	chr2	220341536	220362941	1	21406	48465.201	2628.534	154	SPEG	SPEG,GMPPA,ACCN4,TMEM198,CHPF	GMPPA	ACCN4	1.3591000000000002	154	1
7_MACS_peak_36265_lociStitched	chr9	135852485	135881343	7	28657	48761.3626	3151.2936	155	GFI1B	GTF3C5,TSC1	GFI1B	GFI1B	1.4968	155	1
4_MACS_peak_36375_lociStitched	chr9	136296518	136324429	4	27190	48500.9447	3098.121	156	ADAMTS13	C9orf7,REXO4,SLC2A6	C9orf7	C9orf7	0.6197999999999999	156	1
4_MACS_peak_31850_lociStitched	chr7	2532522	2559107	4	26301	48097.582	2709.0115	157	LFNG	LFNG,IQCE,C7orf27	LFNG	LFNG	1.5223	157	1
3_MACS_peak_25189_lociStitched	chr21	43778198	43801726	3	23500	49204.1064	3875.0616	158	TFF1,TMPRSS3	UBASH3A,TFF3,TFF2	TFF1	TFF3	2.0431	158	1
1_MACS_peak_4879_lociStitched	chr1	156861472	156880555	1	19084	48507.0777	3198.3108	159	PEAR1	NTRK1,C1orf92,INSRR,MIR765	PEAR1	PEAR1	1.788	159	1
4_MACS_peak_37271_lociStitched	chr9	140049048	140069164	4	19305	46657.0504	1864.7532	160	GRIN1,LRRC26,MIR3621	SSNA1,NDOR1,DPP7,ANAPC2,TPRN,TMEM203,RNF208	MIR3621	MIR3621	2.8993	160	1
6_MACS_peak_13978_lociStitched	chr17	4478953	4504793	6	25081	47548.184	2764.88	161	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	SMTNL2	1.4336	161	1
7_MACS_peak_58_lociStitched	chr1	977598	1004085	7	24917	47189.2392	2500.3728	162	AGRN	ISG15,HES4,C1orf159	AGRN	HES4	1.9835000000000003	162	1
3_MACS_peak_25372_lociStitched	chr21	45699281	45716500	3	16941	46995.8167	2527.7492	163	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	AIRE	1.9144	163	1
4_MACS_peak_25631_lociStitched	chr21	47404881	47424985	4	19730	46446.2712	2066.6912	164	COL6A1		COL6A1	COL6A1	1.6751	164	1
8_MACS_peak_7826_lociStitched	chr11	68758735	68783899	8	23737	46822.6548	2521.4328	165	MRGPRF	TPCN2,MRGPRD	MRGPRF	MRGPRF	1.8214000000000001	165	1
8_MACS_peak_16774_lociStitched	chr17	77739924	77766040	8	25585	46596.1672	2770.9076	166	CBX2	ENPP7,CBX8,CBX4	CBX2	CBX2	1.7261	166	1
5_MACS_peak_91_lociStitched	chr1	1128942	1150124	5	20232	45551.891	1844.9522	167	TTLL10,TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	MIR200B	2.7832999999999997	167	1
3_MACS_peak_24699_lociStitched	chr20	61387416	61407914	3	20110	45886.8228	2211.7342	168	NTSR1	C20orf20,OGFR,COL9A3	C20orf20	COL9A3	1.1876	168	1
3_MACS_peak_11762_lociStitched	chr16	1567356	1590577	3	22604	45847.5424	2391.763	169	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	PTX4	1.3293	169	1
1_MACS_peak_16978_lociStitched	chr17	79075649	79093477	1	17829	45078.098	1629.4792	170	BAIAP2,AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR657	MIR1250	2.267	170	1
2_MACS_peak_15553_lociStitched	chr17	48676257	48700347	2	23836	46397.34	2987.16	171	CACNA1G	ABCC3	ABCC3	ABCC3	0.23820000000000002	171	1
8_MACS_peak_591_lociStitched	chr1	3296865	3326001	8	28525	45589.0992	2246.3856	172	PRDM16	ARHGEF16	ARHGEF16	ARHGEF16	1.5086	172	1
8_MACS_peak_7374_lociStitched	chr11	61515220	61544215	8	28145	46319.5125	3056.073	173	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908,FADS1	DKFZP434K028	DKFZP434K028	1.5993	173	1
5_MACS_peak_37145_lociStitched	chr9	138963859	138986703	5	22260	45169.4412	2019.4096	174	NACC2	C9orf69	NACC2	NACC2	1.3323	174	1
3_MACS_peak_28897_lociStitched	chr4	1751654	1768870	3	17117	44599.7696	1533.9456	175		TACC3,FGFR3,SLBP,TMEM129	FGFR3	FGFR3	1.4047999999999998	175	1
5_MACS_peak_1124_lociStitched	chr1	6210546	6234439	5	23514	44940.3437	2193.3774	176	CHD5	RNF207,RPL22	CHD5	CHD5	1.399	176	1
4_MACS_peak_558_lociStitched	chr1	3190732	3217374	4	26283	44966.3676	2349.8244	177	PRDM16		MIR4251	MIR4251	1.4012	177	1
1_MACS_peak_8168_lociStitched	chr11	70042349	70042690	1	342	42661.2824	171.2161	178		FADD	FADD	FADD	0.1701	178	1
7_MACS_peak_34873_lociStitched	chr8	143643975	143673794	7	28927	45068.4366	2594.253	179		ARC	ARC	ARC	1.3409	179	1
6_MACS_peak_21124_lociStitched	chr19	47114671	47142181	6	26877	46260.816	3810.135	180	PTGIR,GNG8	CALM3,DACT3	PTGIR	PTGIR	1.5594000000000001	180	1
6_MACS_peak_611_lociStitched	chr1	3366164	3391215	6	24373	44508.1117	2096.7687	181	ARHGEF16		ARHGEF16	ARHGEF16	1.5086	181	1
7_MACS_peak_25497_lociStitched	chr21	46439039	46462068	7	22126	45749.4114	3348.4166	182		ADARB1,NCRNA00163,NCRNA00162,C21orf122	NCRNA00162	NCRNA00163	3.6106	182	1
3_MACS_peak_2086_lociStitched	chr1	16339090	16359654	3	20455	44377.112	2360.7472	183	CLCNKA,HSPB7	C1orf64,CLCNKB,ZBTB17,FAM131C	CLCNKA	CLCNKB	1.9773	183	1
4_MACS_peak_54_lociStitched	chr1	955481	976325	4	19903	44064.216	2059.3872	184	AGRN	ISG15,C1orf170,HES4	AGRN	HES4	1.9835000000000003	184	1
8_MACS_peak_599_lociStitched	chr1	3326898	3354240	8	26448	43883.91	2061.5868	185	PRDM16	ARHGEF16	ARHGEF16	ARHGEF16	1.5086	185	1
6_MACS_peak_31366_lociStitched	chr6	41603390	41628239	6	24058	44216.3106	2686.1769	186	MDFI		MDFI	MDFI	1.5888	186	1
4_MACS_peak_35556_lociStitched	chr9	129443186	129467338	4	23657	44514.5512	3074.5496	187	LMX1B		LMX1B	LMX1B	1.6001999999999998	187	1
11_MACS_peak_28461_lociStitched	chr3	50445054	50477873	11	31488	44712.6056	3583.8348	188	CACNA2D2	TMEM115	TMEM115	NONE	NONE	188	1
7_MACS_peak_11614_lociStitched	chr16	859639	884469	7	24183	43288.622	2232.217	189	PRR25	MSLN,MIR662,CHTF18,MSLNL,RPUSD1,GNG13	PRR25	MIR662	1.6204999999999998	189	1
4_MACS_peak_6829_lociStitched	chr11	1671275	1692922	4	21349	43296.1647	2340.0407	190	FAM99A,MOB2	KRTAP5-5,KRTAP5-6,KRTAP5-3,KRTAP5-4,FAM99B	FAM99A	FAM99A	1.8777	190	1
5_MACS_peak_2089_lociStitched	chr1	16360548	16380729	5	19641	42676.7607	1886.9235	191	CLCNKB	C1orf64,CLCNKA,HSPB7,FAM131C	CLCNKB	CLCNKB	1.9773	191	1
9_MACS_peak_26709_lociStitched	chr22	39221613	39249771	9	26727	43765.9794	2987.5638	192	NPTXR	DNAL4,CBX6	NPTXR	NPTXR	1.2570999999999999	192	1
9_MACS_peak_35755_lociStitched	chr9	132493594	132519637	9	24416	43684.5282	2906.3988	193	PTGES	TOR1B	PTGES	PTGES	1.5584	193	1
4_MACS_peak_17862_lociStitched	chr19	4602146	4624593	4	22082	44456.2835	3685.7974	194		TNFAIP8L1,SEMA6B,C19orf10	TNFAIP8L1	SEMA6B	1.3367	194	1
1_MACS_peak_11867_lociStitched	chr16	3033789	3052155	1	18367	42539.3292	1965.162	195	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	LOC283875	2.3139000000000003	195	1
5_MACS_peak_69_lociStitched	chr1	1052642	1072650	5	19653	42713.0784	2158.8632	196		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR200B	2.7832999999999997	196	1
5_MACS_peak_1139_lociStitched	chr1	6298775	6322514	5	22981	42946.2249	2423.7519	197	HES3,GPR153	RNF207,RPL22,ICMT	HES3	HES3	1.8004	197	1
4_MACS_peak_15549_lociStitched	chr17	48651198	48674747	4	23234	43000.474	2698.7154	198	CACNA1G	EPN3,SPATA20,ABCC3	CACNA1G	CACNA1G	1.5920999999999998	198	1
4_MACS_peak_1167_lociStitched	chr1	6555045	6572538	4	17260	42238.5978	1938.2244	199	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.8659000000000001	199	1
5_MACS_peak_25174_lociStitched	chr21	43721156	43743673	5	22306	44016.2316	3762.5907	200	TFF3	TFF2,TFF1	TFF3	TFF3	2.0431	200	1
2_MACS_peak_11751_lociStitched	chr16	1475621	1493503	2	17872	41974.4186	1829.3286	201	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	PTX4	1.3293	201	1
3_MACS_peak_1741_lociStitched	chr1	10699530	10721084	3	21144	41900.976	2008.8328	202	CASZ1		CASZ1	CASZ1	1.6681	202	1
7_MACS_peak_16139_lociStitched	chr17	72909616	72934978	7	24694	42506.712	2683.2996	203	OTOP2,OTOP3,USH1G	CDR2L,FDXR,FADS6,C17orf28	OTOP2	OTOP2	1.6347	203	1
10_MACS_peak_16126_lociStitched	chr17	72873386	72902607	10	27476	42545.776	3103.2702	204	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	OTOP2	1.6347	204	1
3_MACS_peak_17449_lociStitched	chr19	1491038	1506909	3	15715	41620.1104	2453.6566	205	REEP6,ADAMTSL5	APC2,PLK5P,C19orf25,PCSK4	REEP6	PLK5P	2.4832	205	1
3_MACS_peak_17054_lociStitched	chr17	79759049	79773570	3	14351	40439.5329	1399.8244	206	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	GCGR	2.0965999999999996	206	1
4_MACS_peak_10899_lociStitched	chr15	42151824	42174249	4	22080	41064.66	2551.965	207	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	MIR4310	1.8557000000000001	207	1
3_MACS_peak_11795_lociStitched	chr16	2233042	2251323	3	17991	40280.3554	1963.3794	208	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP	CASKIN1	CASKIN1	1.3286	208	1
2_MACS_peak_25490_lociStitched	chr21	46343833	46357212	2	13321	40086.1598	1796.7997	209	ITGB2,C21orf67	C21orf70,ITGB2	ITGB2	ITGB2	2.7713	209	1
3_MACS_peak_25469_lociStitched	chr21	46114589	46135196	3	20295	40723.5534	2439.8688	210	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	C21orf29	1.0753	210	1
2_MACS_peak_36527_lociStitched	chr9	137105601	137128074	2	22357	40028.9076	1779.8616	211			RNU6ATAC	RNU6ATAC	NONE	211	1
6_MACS_peak_6527_lociStitched	chr10	135045357	135069719	6	23407	40423.8666	2402.0932	212	VENTX,MIR202	UTF1,ADAM8	MIR202	MIR202	1.704	212	1
2_MACS_peak_37326_lociStitched	chr9	140317830	140334234	2	16262	39656.67	1837.248	213	NOXA1,ENTPD8	EXD3,NELF	NOXA1	NOXA1	1.7633	213	1
9_MACS_peak_24775_lociStitched	chr20	61789872	61816008	9	24777	39860.0136	2232.0144	214	MIR124-3	YTHDF1	MIR124-3	MIR124-3	1.5947	214	1
8_MACS_peak_35945_lociStitched	chr9	133524178	133545677	8	20508	39786.0494	2229.4463	215	PRDM12	EXOSC2,ABL1	PRDM12	PRDM12	1.2278	215	1
8_MACS_peak_165_lociStitched	chr1	1884509	1909975	8	23585	39691.3076	2470.202	216	KIAA1751	CALML6,GABRD,TMEM52	KIAA1751	GABRD	1.7906	216	1
3_MACS_peak_1119_lociStitched	chr1	6180717	6201063	3	20042	39170.1192	2050.8768	217	CHD5		CHD5	CHD5	1.399	217	1
6_MACS_peak_36383_lociStitched	chr9	136344801	136366159	6	20206	39021.066	1922.22	218		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	TMEM8C	1.5794000000000001	218	1
7_MACS_peak_15453_lociStitched	chr17	47569953	47591772	7	20757	39368.0217	2273.5398	219	NGFR		NGFR	NGFR	1.4419	219	1
4_MACS_peak_34420_lociStitched	chr8	142332585	142356601	4	23509	39717.6608	2658.5712	220	LOC731779	GPR20	LOC731779	GPR20	1.8699	220	1
1_MACS_peak_6905_lociStitched	chr11	1843477	1858920	1	15444	38568.8925	1511.8697	221	SYT8	TNNI2,LSP1,MIR4298	SYT8	SYT8	1.8835	221	1
7_MACS_peak_26769_lociStitched	chr22	40067990	40091965	7	23645	39633.0725	2618.07	222	CACNA1I		CACNA1I	CACNA1I	1.0978999999999999	222	1
3_MACS_peak_15651_lociStitched	chr17	61552190	61575606	3	23282	39247.5576	2320.5256	223	ACE	KCNH6,CYB561	ACE	ACE	1.3059	223	1
2_MACS_peak_5028_lociStitched	chr1	201322765	201346294	2	23293	40935.7542	4042.2822	224	TNNT2	LAD1,TNNI1	TNNT2	TNNT2	1.4117	224	1
6_MACS_peak_20710_lociStitched	chr19	42424348	42445923	6	20727	39255.7125	2450.92	225		CD79A,ARHGEF1,RABAC1	RABAC1	RABAC1	0.1348	225	1
3_MACS_peak_4835_lociStitched	chr1	156395987	156414560	3	18535	40301.5527	3684.8832	226	C1orf61	MIR9-1	C1orf61	C1orf61	1.2469	226	1
6_MACS_peak_11688_lociStitched	chr16	1021233	1043378	6	20934	38208.983	1607.727	227	SOX8,LMF1	LMF1	SOX8	SOX8	1.7844	227	1
9_MACS_peak_11598_lociStitched	chr16	792889	817500	9	22978	38941.9853	2406.9558	228	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	FBXL16	1.6588	228	1
4_MACS_peak_24846_lociStitched	chr20	62170073	62188630	4	18035	38611.5499	2199.0045	229	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	SRMS	1.7827	229	1
3_MACS_peak_25313_lociStitched	chr21	44863875	44882292	3	18387	38797.2522	2727.5577	230	C21orf125,C21orf84	SIK1	C21orf125	C21orf125	2.1412	230	1
2_MACS_peak_6939_lociStitched	chr11	1937502	1954027	2	16490	37480.3525	1412.8875	231	TNNT3	LSP1,MRPL23	TNNT3	TNNT3	1.9251	231	1
1_MACS_peak_17439_lociStitched	chr19	1445213	1454988	1	9776	37422.61	1390.005	232	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	REEP6	2.3503	232	1
2_MACS_peak_6730_lociStitched	chr11	1212759	1231744	2	18783	37951.015	1955.455	233		MUC5B	MUC5B	MUC5B	1.2048	233	1
8_MACS_peak_6839_lociStitched	chr11	1702100	1723168	8	19569	38010.8856	2089.9456	234	KRTAP5-6,MOB2,FAM99B	FAM99A,LOC402778	FAM99B	FAM99A	1.8777	234	1
5_MACS_peak_36003_lociStitched	chr9	133935659	133958865	5	22889	38498.754	2592.1102	235	LAMC3	AIF1L,NUP214	AIF1L	AIF1L	0.9634999999999999	235	1
10_MACS_peak_17698_lociStitched	chr19	3333069	3359440	10	25293	39313.8868	3454.601	236		NFIC	NFIC	NFIC	1.5298	236	1
5_MACS_peak_36698_lociStitched	chr9	137656488	137679946	5	22749	37591.445	1951.7056	237	COL5A1		MIR3689B	MIR3689B	0.1056	237	1
8_MACS_peak_41_lociStitched	chr1	925013	945601	8	19613	37538.1004	2025.8592	238	HES4	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L,C1orf170	HES4	HES4	1.9835000000000003	238	1
1_MACS_peak_11801_lociStitched	chr16	2324933	2342161	1	17229	37198.6976	1703.8492	239	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.3761	239	1
5_MACS_peak_2182_lociStitched	chr1	17083243	17107202	5	23794	41410.7356	5956.2074	240	MST1P9	ESPNP	MST1P9	ESPNP	3.4502	240	1
4_MACS_peak_13863_lociStitched	chr17	1913592	1933425	4	19384	37734.2658	2286.7449	241	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	RTN4RL1	1.4627000000000001	241	1
9_MACS_peak_26562_lociStitched	chr22	37522195	37546455	9	23129	38032.402	2603.098	242	IL2RB	TMPRSS6,C1QTNF6	IL2RB	TMPRSS6	1.6073	242	1
4_MACS_peak_25477_lociStitched	chr21	46164422	46184541	4	19784	37831.7676	2830.7433	243		KRTAP10-12,C21orf29,UBE2G2	C21orf29	KRTAP10-12	1.6355	243	1
4_MACS_peak_16979_lociStitched	chr17	79094104	79111266	4	16797	36321.6568	1326.6226	244	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR338	LOC388428	1.9280999999999997	244	1
13_MACS_peak_432_lociStitched	chr1	2826666	2853755	13	25752	37168.8169	2175.2467	245			ACTRT2	ACTRT2	1.1617	245	1
4_MACS_peak_25244_lociStitched	chr21	44074169	44090266	4	15894	37201.7767	2251.9703	246	PDE9A		PDE9A	PDE9A	1.8062	246	1
1_MACS_peak_32866_lociStitched	chr7	151077519	151094464	1	16946	37484.0345	2567.1675	247	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.6837	247	1
1_MACS_peak_24793_lociStitched	chr20	61937699	61956839	1	19141	36905.748	2038.41	248	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	CHRNA4	1.4431999999999998	248	1
3_MACS_peak_14819_lociStitched	chr17	36334207	36350103	3	15833	40750.9856	6073.8616	249	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.6567	249	1
5_MACS_peak_17847_lociStitched	chr19	4525145	4542513	5	17108	37348.1472	2794.5112	250	PLIN5,LRG1	PLIN4,SEMA6B	PLIN5	PLIN5	2.1831	250	1
7_MACS_peak_26848_lociStitched	chr22	42792714	42816041	7	22146	36695.7037	2391.0175	251	NFAM1		NFAM1	NFAM1	1.1761	251	1
7_MACS_peak_36453_lociStitched	chr9	136564422	136585521	7	19727	36102.4989	1799.7447	252	SARDH		SARDH	SARDH	1.351	252	1
7_MACS_peak_5299_lociStitched	chr1	228744106	228782559	7	37817	52992.0793	18861.1965	253	DUSP5P		DUSP5P	DUSP5P	0.4677	253	1
4_MACS_peak_4792_lociStitched	chr1	155088539	155104560	4	15789	36893.1588	2765.2246	254	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	EFNA3	1.5903999999999998	254	1
4_MACS_peak_17423_lociStitched	chr19	1230629	1240590	4	9308	35483.0742	1447.3333	255	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	EFNA2	3.3752	255	1
6_MACS_peak_36101_lociStitched	chr9	135096375	135116613	6	19490	36511.3758	2543.9166	256	NTNG2		NTNG2	NTNG2	1.4551999999999998	256	1
10_MACS_peak_30645_lociStitched	chr5	176151964	176176543	10	23181	36126.2142	2307.9681	257			UNC5A	UNC5A	1.3902999999999999	257	1
1_MACS_peak_32095_lociStitched	chr7	44267335	44280651	1	13317	35215.4936	1420.8172	258	CAMK2B	YKT6,GCK	YKT6	GCK	0.109	258	1
8_MACS_peak_20718_lociStitched	chr19	42488487	42510640	8	21287	35949.8884	2204.2235	259	ATP1A3,GRIK5	RABAC1	ATP1A3	ATP1A3	1.455	259	1
3_MACS_peak_35994_lociStitched	chr9	133898995	133915336	3	16309	35343.9489	1650.441	260	LAMC3		LAMC3	LAMC3	1.4072	260	1
7_MACS_peak_5062_lociStitched	chr1	202153335	202172757	7	18250	37301.8932	3719.313	261	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.5558000000000001	261	1
6_MACS_peak_14298_lociStitched	chr17	7959207	7983009	6	22360	37045.4328	3479.8524	262	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	MIR4314	1.5815000000000001	262	1
10_MACS_peak_17977_lociStitched	chr19	5316425	5340112	10	22746	36428.2373	2882.7079	263	PTPRS		PTPRS	PTPRS	1.023	263	1
5_MACS_peak_29068_lociStitched	chr4	3854632	3878533	5	23117	35765.4564	2433.1218	264			LOC348926	LOC348926	NONE	264	1
5_MACS_peak_11350_lociStitched	chr15	78180254	78202017	5	21167	36111.3459	2790.0166	265		LOC645752	LOC645752	LOC645752	0.355	265	1
3_MACS_peak_22110_lociStitched	chr19	55995799	56013522	3	17487	34776.0706	1579.1193	266	ZNF628,NAT14,SSC5D	SHISA7,ISOC2,SBK2	SSC5D	SSC5D	1.4169	266	1
8_MACS_peak_31744_lociStitched	chr7	1455853	1478837	8	22042	34832.252	1870.8976	267	MICALL2		MICALL2	MICALL2	0.6103000000000001	267	1
4_MACS_peak_3218_lociStitched	chr1	21040843	21058645	4	17362	35290.6848	2380.1274	268	KIF17,SH2D5		KIF17	KIF17	0.9892000000000001	268	1
6_MACS_peak_24687_lociStitched	chr20	61352591	61371374	6	18054	35195.5854	2319.7005	269	NTSR1		NTSR1	NTSR1	1.6576	269	1
6_MACS_peak_9651_lociStitched	chr12	54413038	54434351	6	20554	35266.6211	2438.2072	270	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	HOXC9	2.0210999999999997	270	1
2_MACS_peak_25382_lociStitched	chr21	45783753	45801097	2	17284	35260.352	2480.192	271	TRPM2	C21orf2	TRPM2	TRPM2	1.1578	271	1
4_MACS_peak_17758_lociStitched	chr19	3727920	3746289	4	18151	35444.8224	2909.6496	272	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	MATK	1.4297	272	1
6_MACS_peak_14941_lociStitched	chr17	39765930	39786558	6	19336	35073.7884	2559.9348	273	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	KRT17	1.5695999999999999	273	1
10_MACS_peak_6635_lociStitched	chr11	376994	397170	10	18973	34341.5696	1844.0864	274	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	SIGIRR	1.3583	274	1
2_MACS_peak_20716_lociStitched	chr19	42468133	42487743	2	19280	34344.954	1966.883	275	ATP1A3	RABAC1	RABAC1	RABAC1	0.1348	275	1
9_MACS_peak_18326_lociStitched	chr19	7640007	7663868	9	22368	35662.6506	3314.2929	276	KIAA1543	PNPLA6,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	KIAA1543	0.8755000000000001	276	1
9_MACS_peak_2000_lociStitched	chr1	11756052	11777254	9	20091	34639.8276	2366.1432	277	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	C1orf187	1.3208	277	1
10_MACS_peak_11138_lociStitched	chr15	74588757	74613418	10	24055	35063.0098	2875.4726	278	CCDC33	CYP11A1	CCDC33	CCDC33	1.0041	278	1
8_MACS_peak_1810_lociStitched	chr1	10957130	10979649	8	21593	34366.2459	2211.3658	279			C1orf127	C1orf127	NONE	279	1
2_MACS_peak_24643_lociStitched	chr20	60788811	60803590	2	14347	33552.7637	1448.342	280	HRH3	GTPBP5,OSBPL2	HRH3	HRH3	2.0063	280	1
4_MACS_peak_36449_lociStitched	chr9	136540658	136561873	4	20931	33793.3735	1775.6955	281	SARDH	DBH	DBH	DBH	1.3627	281	1
3_MACS_peak_32748_lociStitched	chr7	128482789	128498546	3	15706	34912.7849	2933.9534	282	FLNC	ATP6V1F,LOC100130705	ATP6V1F	ATP6V1F	0.08900000000000002	282	1
4_MACS_peak_28596_lociStitched	chr3	128169215	128188486	4	18596	34379.464	2412.7292	283	DNAJB8	LOC90246,GATA2	DNAJB8	GATA2	2.0671	283	1
9_MACS_peak_266_lociStitched	chr1	2136724	2158725	9	20153	34160.9527	2200.1	284	C1orf86	SKI,LOC100128003,C1orf86	C1orf86	C1orf86	0.9017	284	1
6_MACS_peak_3256_lociStitched	chr1	21881524	21904495	6	21963	34426.6377	2519.9187	285	ALPL		ALPL	ALPL	0.9664	285	1
3_MACS_peak_37354_lociStitched	chr9	140774917	140787683	3	12364	34409.4764	2536.6042	286	CACNA1B	MIR602	CACNA1B	CACNA1B	0.6362	286	1
3_MACS_peak_6684_lociStitched	chr11	843094	858757	3	15598	33388.8171	1531.8414	287	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L	TSPAN4	TSPAN4	1.1915	287	1
16_MACS_peak_2291_lociStitched	chr1	17558497	17583821	16	23672	34587.5192	2752.7188	288	PADI1,PADI3		PADI3	PADI3	0.9759000000000001	288	1
13_MACS_peak_2821_lociStitched	chr1	18954028	18977769	13	22213	33572.1481	1740.2153	289	PAX7		PAX7	PAX7	1.0821	289	1
4_MACS_peak_2120_lociStitched	chr1	16463232	16483727	4	19969	33923.324	2135.579	290	EPHA2		EPHA2	EPHA2	1.4741	290	1
