REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM1.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
5_MACS_peak_1908_lociStitched	chr1	111172421	111182786	5	9732	20511.2985	178	1		KCNA2,KCNA3	KCNA2	KCNA3	0.9609	178	1
1_MACS_peak_6325_lociStitched	chr11	65237789	65241341	1	3553	20506.0512	179	1		NEAT1,MIR612,MALAT1	MALAT1	NEAT1	7.0682	179	1
1_MACS_peak_37473_lociStitched	chr9	100744032	100748326	1	4295	20491.8268	180	1	ANP32B	HEMGN	ANP32B	ANP32B	0.7679	180	1
1_MACS_peak_37039_lociStitched	chr9	66454650	66459401	1	4752	20448.304	181	1		LOC442421	LOC442421	LOC442421	0.45	181	1
3_MACS_peak_6633_lociStitched	chr11	72537201	72544749	3	7418	20389.4124	182	1	ATG16L2	STARD10	ATG16L2	ATG16L2	1.3595	182	1
1_MACS_peak_12013_lociStitched	chr15	52857210	52862000	1	4791	20368.996	183	1	ARPP19	MYO5A	ARPP19	ARPP19	0.8136	183	1
6_MACS_peak_6352_lociStitched	chr11	65335730	65346801	6	10336	20335.2128	184	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	1.7324	184	1
1_MACS_peak_17595_lociStitched	chr19	16186137	16191244	1	5108	20301.8571	185	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.7689	185	1
1_MACS_peak_29331_lociStitched	chr5	107716051	107719462	1	3412	20257.2468	186	1	FBXL17		FBXL17	FBXL17	0.1102	186	1
1_MACS_peak_37168_lociStitched	chr9	73025958	73030155	1	4198	20241.7113	187	1	KLF9		KLF9	KLF9	0.9506	187	1
2_MACS_peak_31994_lociStitched	chr6	106610427	106617266	2	6584	20218.8196	188	1			PRDM1	PRDM1	2.0323	188	1
4_MACS_peak_23526_lociStitched	chr22	24551489	24561645	4	9859	20218.5648	189	1	CABIN1	SUSD2	SUSD2	SUSD2	0.1613	189	1
1_MACS_peak_37179_lociStitched	chr9	74976464	74981187	1	4724	20192.2419	190	1	ZFAND5		ZFAND5	ZFAND5	0.958	190	1
4_MACS_peak_3109_lociStitched	chr1	197741493	197748667	4	6853	19923.6328	191	1	DENND1B		DENND1B	DENND1B	0.1732	191	1
1_MACS_peak_29729_lociStitched	chr5	137909773	137912279	1	2507	19908.4158	192	1	HSPA9	ETF1,SNORD63	HSPA9	HSPA9	0.8639	192	1
3_MACS_peak_2053_lociStitched	chr1	118212203	118222627	3	10141	19847.296	193	1			FAM46C	FAM46C	2.1321	193	1
2_MACS_peak_1448_lociStitched	chr1	66796809	66803888	2	7070	19719.2624	194	1	PDE4B		PDE4B	PDE4B	0.2603	194	1
2_MACS_peak_11608_lociStitched	chr15	31615617	31621404	2	5753	19708.2072	195	1	KLF13		KLF13	KLF13	1.4641	195	1
1_MACS_peak_33999_lociStitched	chr7	92460810	92466869	1	6060	19534.8219	196	1	CDK6		CDK6	CDK6	0.3924	196	1
2_MACS_peak_32372_lociStitched	chr6	136608756	136612445	2	3653	19521.4502	197	1	BCLAF1	FAM54A	BCLAF1	BCLAF1	0.552	197	1
2_MACS_peak_37379_lociStitched	chr9	95820284	95827632	2	7315	19488.3656	198	1	SUSD3	C9orf89	SUSD3	SUSD3	0.7241	198	1
1_MACS_peak_17530_lociStitched	chr19	14115293	14118415	1	3123	19397.6104	199	1	RFX1	RLN3,IL27RA	RFX1	RFX1	0.8813	199	1
6_MACS_peak_5372_lociStitched	chr10	121060551	121069681	6	8231	19393.033	200	1	GRK5		GRK5	GRK5	0.2647	200	1
3_MACS_peak_23151_lociStitched	chr21	44778318	44786025	3	7272	19388.4999	201	1			SIK1	SIK1	3.3118	201	1
1_MACS_peak_17953_lociStitched	chr19	38535656	38540887	1	5232	19276.235	202	1	SIPA1L3		SIPA1L3	SIPA1L3	0.4706	202	1
1_MACS_peak_32034_lociStitched	chr6	108878218	108884300	1	6083	19264.1268	203	1	FOXO3		FOXO3	FOXO3	0.6805	203	1
1_MACS_peak_8988_lociStitched	chr12	104679302	104683542	1	4241	19260.624	204	1	TXNRD1	EID3	TXNRD1	TXNRD1	0.225	204	1
1_MACS_peak_7123_lociStitched	chr11	111284632	111290353	1	5722	19251.165	205	1		POU2AF1	POU2AF1	POU2AF1	2.2242	205	1
5_MACS_peak_15619_lociStitched	chr17	56407800	56417166	5	8910	19193.7438	206	1	MIR142	MPO,BZRAP1,SUPT4H1	MIR142	MIR142	1.1862	206	1
1_MACS_peak_17635_lociStitched	chr19	16692463	16700383	1	7921	19186.2	207	1	MED26	CHERP,SLC35E1	SLC35E1	SLC35E1	0.3144	207	1
1_MACS_peak_20605_lociStitched	chr2	158322854	158328486	1	5633	19164.0064	208	1		CYTIP	CYTIP	CYTIP	1.4357	208	1
2_MACS_peak_12788_lociStitched	chr15	90586858	90592787	2	5914	19145.9268	209	1	ZNF710		ZNF710	ZNF710	1.0743	209	1
3_MACS_peak_33562_lociStitched	chr7	47512226	47522563	3	10160	19141.0229	210	1	TNS3		TNS3	TNS3	0.4189	210	1
2_MACS_peak_16042_lociStitched	chr17	75135204	75143709	2	8330	19049.499	211	1	SEC14L1	SCARNA16,SEC14L1	SEC14L1	SCARNA16	0.8687	211	1
1_MACS_peak_18443_lociStitched	chr19	50378411	50381833	1	3423	19030.4264	212	1	TBC1D17,AKT1S1	PTOV1,PNKP,IL4I1	AKT1S1	AKT1S1	1.6541	212	1
6_MACS_peak_18687_lociStitched	chr2	9687443	9697217	6	9448	19013.3622	213	1	ADAM17		ADAM17	ADAM17	0.3908	213	1
1_MACS_peak_6579_lociStitched	chr11	68602540	68609791	1	7252	18977.3172	214	1	CPT1A		CPT1A	CPT1A	0.657	214	1
5_MACS_peak_25177_lociStitched	chr3	53199562	53211671	5	11601	18968.7485	215	1	PRKCD	RFT1	PRKCD	PRKCD	1.0501	215	1
2_MACS_peak_18744_lociStitched	chr2	11886025	11892320	2	6232	18952.986	216	1	LPIN1		LPIN1	LPIN1	0.5063	216	1
1_MACS_peak_20771_lociStitched	chr2	173415122	173423814	1	8693	18920.7456	217	1	PDK1		PDK1	PDK1	0.9067	217	1
2_MACS_peak_18147_lociStitched	chr19	42720308	42725607	2	5276	18860.2008	218	1	ZNF526,DEDD2	GSK3A,ERF	DEDD2	ERF	0.9862	218	1
1_MACS_peak_37245_lociStitched	chr9	86321167	86324356	1	3190	18780.021	219	1	UBQLN1		UBQLN1	UBQLN1	0.5135	219	1
2_MACS_peak_35842_lociStitched	chr8	98654960	98659800	2	4813	18752.096	220	1	MTDH		MTDH	MTDH	0.4218	220	1
3_MACS_peak_33662_lociStitched	chr7	55635544	55642348	3	6488	18741.618	221	1	VOPP1		VOPP1	VOPP1	0.9069	221	1
4_MACS_peak_26981_lociStitched	chr4	14177263	14186382	4	9052	18721.307	222	1			LOC152742	LOC152742	NONE	222	1
1_MACS_peak_16941_lociStitched	chr19	658635	664136	1	5502	18625.2858	223	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	0.8483	223	1
4_MACS_peak_6680_lociStitched	chr11	72862258	72870700	4	8179	18559.737	224	1		FCHSD2	FCHSD2	FCHSD2	0.475	224	1
2_MACS_peak_31886_lociStitched	chr6	90059430	90064137	2	4530	18554.5233	225	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.9492	225	1
3_MACS_peak_29995_lociStitched	chr5	150455217	150463730	3	7908	18482.5743	226	1	TNIP1		TNIP1	TNIP1	0.9191	226	1
1_MACS_peak_18389_lociStitched	chr19	49375407	49380634	1	5228	18475.3542	227	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.4985	227	1
1_MACS_peak_27458_lociStitched	chr4	78738495	78743763	1	5269	18458.5452	228	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.264	228	1
1_MACS_peak_2431_lociStitched	chr1	154373884	154381900	1	8017	18441.6096	229	1	IL6R		IL6R	IL6R	0.593	229	1
2_MACS_peak_32453_lociStitched	chr6	139690883	139698040	2	7058	18412.0982	230	1	CITED2		CITED2	CITED2	1.591	230	1
1_MACS_peak_22136_lociStitched	chr20	34328879	34332909	1	4031	18364.307	231	1	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	0.5435	231	1
2_MACS_peak_29649_lociStitched	chr5	131829115	131834275	2	5080	18363.408	232	1		IRF1,IL5	IRF1	IRF1	1.8323	232	1
2_MACS_peak_5981_lociStitched	chr11	35159973	35169107	2	8905	18328.2844	233	1	CD44		CD44	CD44	0.5179	233	1
11_MACS_peak_31373_lociStitched	chr6	36711533	36726147	11	13136	18279.1912	234	1	CPNE5		CDKN1A	CDKN1A	NONE	234	1
1_MACS_peak_34695_lociStitched	chr7	139024366	139027415	1	3050	18267.1688	235	1	C7orf55	LUC7L2	C7orf55	C7orf55	1.3472	235	1
2_MACS_peak_6293_lociStitched	chr11	64897586	64903671	2	6033	18245.264	236	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	SYVN1	1.2837	236	1
1_MACS_peak_17519_lociStitched	chr19	13956566	13959140	1	2575	18242.7102	237	1		MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.9396	237	1
1_MACS_peak_18152_lociStitched	chr19	42783338	42791557	1	8220	18230.5639	238	1	CIC	PRR19,TMEM145,MEGF8,GSK3A,ERF,PAFAH1B3	CIC	ERF	0.9862	238	1
2_MACS_peak_4797_lociStitched	chr10	74076342	74082060	2	5338	18197.535	239	1		DDIT4,DNAJB12	DNAJB12	DDIT4	1.152	239	1
1_MACS_peak_11092_lociStitched	chr14	90082364	90088462	1	6099	18170.2106	240	1	FOXN3	PRO1768	FOXN3	FOXN3	0.2447	240	1
3_MACS_peak_35806_lociStitched	chr8	95969900	95976250	3	5941	18139.41	241	1		TP53INP1	TP53INP1	TP53INP1	1.5611	241	1
1_MACS_peak_18878_lociStitched	chr2	25639977	25646615	1	6639	18118.421	242	1	DTNB		DNMT3A	DNMT3A	NONE	242	1
2_MACS_peak_12804_lociStitched	chr15	90637380	90646532	2	9122	18085.2672	243	1	IDH2		IDH2	IDH2	0.9651	243	1
1_MACS_peak_32509_lociStitched	chr6	143264927	143269775	1	4849	18076.2528	244	1	HIVEP2		HIVEP2	HIVEP2	0.3763	244	1
1_MACS_peak_18393_lociStitched	chr19	49465073	49470031	1	4959	18072.4058	245	1	FTL	DHDH,BAX,RUVBL2,GYS1	FTL	FTL	1.7585	245	1
1_MACS_peak_29014_lociStitched	chr5	78530460	78534749	1	4290	18009.9399	246	1	JMY		JMY	JMY	0.3491	246	1
1_MACS_peak_22270_lociStitched	chr20	42308989	42312391	1	3403	18001.3428	247	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.4565	247	1
4_MACS_peak_26330_lociStitched	chr3	171811955	171821173	4	9058	17970.491	248	1	FNDC3B		FNDC3B	FNDC3B	0.447	248	1
2_MACS_peak_11900_lociStitched	chr15	45016493	45023324	2	6622	17963.4807	249	1		B2M,TRIM69,PATL2	TRIM69	B2M	1.3694	249	1
3_MACS_peak_6675_lociStitched	chr11	72849289	72856207	3	6493	17954.9772	250	1	FCHSD2		FCHSD2	FCHSD2	0.475	250	1
2_MACS_peak_37099_lociStitched	chr9	69784984	69788336	2	3279	17951.9712	251	1			FOXD4L5	FOXD4L5	NONE	251	1
2_MACS_peak_15827_lociStitched	chr17	66230263	66236826	2	6336	17933.3975	252	1		LOC440461,AMZ2,ARSG	AMZ2	AMZ2	0.7661	252	1
3_MACS_peak_29351_lociStitched	chr5	108743080	108750094	3	6480	17930.5896	253	1	PJA2		PJA2	PJA2	0.3351	253	1
1_MACS_peak_11897_lociStitched	chr15	45002371	45007407	1	5037	17888.8792	254	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.3694	254	1
1_MACS_peak_18376_lociStitched	chr19	49136294	49142363	1	6070	17875.6326	255	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	DBP	1.1841	255	1
4_MACS_peak_27940_lociStitched	chr4	144274076	144284699	4	10078	17836.017	256	1	GAB1		GAB1	GAB1	0.434	256	1
2_MACS_peak_38045_lociStitched	chr9	134501659	134506674	2	5009	17823.31	257	1	RAPGEF1		RAPGEF1	RAPGEF1	1.087	257	1
1_MACS_peak_4505_lociStitched	chr10	45913400	45919042	1	5643	17775.121	258	1	ALOX5		ALOX5	ALOX5	0.5483	258	1
1_MACS_peak_15176_lociStitched	chr17	37909415	37916095	1	6681	17756.776	259	1		GRB7,C17orf37	GRB7	C17orf37	0.2118	259	1
1_MACS_peak_32772_lociStitched	chr6	159459096	159466141	1	7046	17747.764	260	1	TAGAP	RSPH3	TAGAP	TAGAP	1.1313	260	1
2_MACS_peak_28593_lociStitched	chr5	39072224	39078034	2	5704	17736.768	261	1	RICTOR		RICTOR	RICTOR	0.2759	261	1
1_MACS_peak_36165_lociStitched	chr8	126612274	126621246	1	8973	17730.4664	262	1			TRIB1	TRIB1	3.8592	262	1
2_MACS_peak_28256_lociStitched	chr4	185186175	185192083	2	5885	17724.5908	263	1		ENPP6	ENPP6	ENPP6	0.0401	263	1
3_MACS_peak_12467_lociStitched	chr15	75298993	75307852	3	8354	17658.6447	264	1	SCAMP5	PPCDC,RPP25	PPCDC	PPCDC	1.2855	264	1
7_MACS_peak_22508_lociStitched	chr20	49126079	49137469	7	10805	17631.72	265	1	PTPN1		PTPN1	PTPN1	0.3918	265	1
4_MACS_peak_18575_lociStitched	chr19	57789825	57795558	4	5154	17579.6712	266	1	ZNF460	AURKC,ZNF805,ZNF543	ZNF460	ZNF460	0.9673	266	1
1_MACS_peak_8198_lociStitched	chr12	48201006	48209094	1	8089	17474.9328	267	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.8442	267	1
2_MACS_peak_7623_lociStitched	chr12	7058032	7069292	2	10944	17469.89	268	1	PTPN6	LRRC23,ENO2,ATN1,C12orf57,MIR200C,MIR141,EMG1,SCARNA12,PHB2	PTPN6	PTPN6	1.2889	268	1
2_MACS_peak_17614_lociStitched	chr19	16434406	16440323	2	5885	17411.9559	269	1	KLF2		KLF2	KLF2	1.5962	269	1
2_MACS_peak_17050_lociStitched	chr19	2081487	2091154	2	9662	17380.2993	270	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	MKNK2	1.1666	270	1
1_MACS_peak_34593_lociStitched	chr7	134831398	134834610	1	3213	17360.5388	271	1	TMEM140	C7orf49	TMEM140	C7orf49	1.6876	271	1
1_MACS_peak_34149_lociStitched	chr7	101945421	101952451	1	7031	17347.931	272	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.6359	272	1
1_MACS_peak_6218_lociStitched	chr11	62647174	62651566	1	4393	17346.204	273	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	WDR74	1.5475	273	1
3_MACS_peak_16991_lociStitched	chr19	1247379	1254543	3	7020	17342.6112	274	1	MIDN	STK11,ATP5D,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	CIRBP	1.7789	274	1
1_MACS_peak_29190_lociStitched	chr5	95193833	95199729	1	5897	17333.0608	275	1	C5orf27	GLRX	C5orf27	GLRX	1.8878	275	1
2_MACS_peak_24283_lociStitched	chr22	50975808	50981261	2	5404	17305.6408	276	1		NCAPH2,KLHDC7B,LOC100144603,LMF2,SCO2,TYMP,ODF3B,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	2.3844	276	1
2_MACS_peak_12892_lociStitched	chr15	94772428	94777735	2	5278	17292.3288	277	1			MCTP2	MCTP2	NONE	277	1
3_MACS_peak_16821_lociStitched	chr18	60803873	60811098	3	7142	17270.64	278	1	BCL2		BCL2	BCL2	0.8259	278	1
3_MACS_peak_7332_lociStitched	chr11	122931672	122936198	3	4431	17254.4698	279	1	HSPA8	LOC341056	HSPA8	HSPA8	1.4467	279	1
3_MACS_peak_31977_lociStitched	chr6	106439531	106446311	3	6519	17251.032	280	1			PRDM1	PRDM1	2.0323	280	1
5_MACS_peak_29988_lociStitched	chr5	150437894	150446356	5	7532	17217.6314	281	1	TNIP1	GPX3	TNIP1	TNIP1	0.9191	281	1
2_MACS_peak_34596_lociStitched	chr7	134852540	134857728	2	5175	17176.9492	282	1	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	1.6876	282	1
1_MACS_peak_7466_lociStitched	chr11	129871295	129874261	1	2967	17172.2502	283	1	NCRNA00167,PRDM10		PRDM10	PRDM10	0.2738	283	1
2_MACS_peak_28072_lociStitched	chr4	153453374	153460024	2	6606	17129.735	284	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	MIR3140	0.6915	284	1
1_MACS_peak_37490_lociStitched	chr9	101983080	101985903	1	2824	17025.513	285	1	SEC61B,ALG2		SEC61B	SEC61B	1.201	285	1
3_MACS_peak_33164_lociStitched	chr7	22384231	22392673	3	8264	17003.0322	286	1	RAPGEF5		RAPGEF5	RAPGEF5	0.2235	286	1
8_MACS_peak_38018_lociStitched	chr9	134143460	134153417	8	9642	16990.6248	287	1	FAM78A	PPAPDC3	FAM78A	FAM78A	1.1102	287	1
1_MACS_peak_26585_lociStitched	chr3	186702967	186708611	1	5645	16978.2808	288	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.7929	288	1
3_MACS_peak_29205_lociStitched	chr5	95258792	95268233	3	9098	16971.1416	289	1	ELL2		ELL2	ELL2	0.9529	289	1
1_MACS_peak_29262_lociStitched	chr5	98263001	98266395	1	3395	16966.2666	290	1	LOC100289230	CHD1	LOC100289230	LOC100289230	1.7466	290	1
1_MACS_peak_22942_lociStitched	chr21	35319285	35322963	1	3679	16962.936	291	1		ATP5O	ATP5O	ATP5O	0.2163	291	1
8_MACS_peak_27575_lociStitched	chr4	90214151	90226740	8	11174	16937.2406	292	1	GPRIN3		GPRIN3	GPRIN3	0.4413	292	1
5_MACS_peak_29940_lociStitched	chr5	148208428	148217109	5	8283	16934.8948	293	1		ADRB2	ADRB2	ADRB2	0.9813	293	1
2_MACS_peak_23615_lociStitched	chr22	29662951	29665994	2	2944	16925.7746	294	1	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	EWSR1	0.5073	294	1
1_MACS_peak_26997_lociStitched	chr4	15002689	15007362	1	4674	16919.9984	295	1	CPEB2		CPEB2	CPEB2	0.3119	295	1
1_MACS_peak_37620_lociStitched	chr9	114244597	114247480	1	2884	16891.497	296	1	KIAA0368	ZNF483	KIAA0368	KIAA0368	0.2224	296	1
1_MACS_peak_36397_lociStitched	chr8	144594053	144599859	1	5807	16883.2674	297	1	ZC3H3	GSDMD	ZC3H3	GSDMD	0.538	297	1
1_MACS_peak_17347_lociStitched	chr19	10612141	10614687	1	2547	16868.523	298	1	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	KEAP1	0.8792	298	1
1_MACS_peak_26320_lociStitched	chr3	171756565	171759857	1	3293	16864.5868	299	1	FNDC3B		FNDC3B	FNDC3B	0.447	299	1
2_MACS_peak_31108_lociStitched	chr6	30581967	30586613	2	4602	16863.5862	300	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.8621	300	1
1_MACS_peak_26032_lociStitched	chr3	141085291	141089668	1	4378	16749.0282	301	1	ZBTB38		ZBTB38	ZBTB38	1.0807	301	1
1_MACS_peak_6259_lociStitched	chr11	64070871	64074608	1	3738	16748.4866	302	1	C11orf20,ESRRA	GPR137,KCNK4,PRDX5,CCDC88B,BAD,TRMT112	ESRRA	ESRRA	1.4451	302	1
1_MACS_peak_6770_lociStitched	chr11	76478638	76482850	1	4213	16748.1756	303	1		TSKU,GUCY2E	TSKU	TSKU	0.3495	303	1
1_MACS_peak_7428_lociStitched	chr11	128585560	128592492	1	6933	16692.9492	304	1	FLI1		FLI1	FLI1	0.761	304	1
1_MACS_peak_7194_lociStitched	chr11	115062268	115066497	1	4230	16680.4447	305	1	CADM1		CADM1	CADM1	0.3137	305	1
3_MACS_peak_22965_lociStitched	chr21	36256748	36263551	3	6489	16650.3425	306	1	RUNX1		RUNX1	RUNX1	0.4728	306	1
3_MACS_peak_29763_lociStitched	chr5	138748334	138754659	3	5961	16641.075	307	1	DNAJC18	SLC23A1,MZB1,LOC389333,SPATA24	SPATA24	MZB1	2.1059	307	1
1_MACS_peak_16945_lociStitched	chr19	890997	894308	1	3312	16617.2468	308	1	MED16	ELANE,CFD,KISS1R,ARID3A,C19orf22	MED16	C19orf22	1.5479	308	1
2_MACS_peak_24515_lociStitched	chr3	15835134	15840128	2	4921	16576.5842	309	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.2666	309	1
1_MACS_peak_9030_lociStitched	chr12	106694764	106698923	1	4160	16552.4041	310	1	TCP11L2		TCP11L2	TCP11L2	0.509	310	1
3_MACS_peak_22860_lociStitched	chr21	30670582	30674976	3	4059	16492.879	311	1	BACH1	BACH1	BACH1	BACH1	0.4452	311	1
1_MACS_peak_12023_lociStitched	chr15	53020368	53025012	1	4645	16487.1288	312	1		KIAA1370	KIAA1370	KIAA1370	0.6397	312	1
1_MACS_peak_16763_lociStitched	chr18	56528622	56532357	1	3736	16472.844	313	1	ZNF532		ZNF532	ZNF532	0.5427	313	1
2_MACS_peak_31864_lociStitched	chr6	89788928	89793160	2	4208	16445.1288	314	1	PNRC1	SRSF12	PNRC1	PNRC1	1.29	314	1
4_MACS_peak_8956_lociStitched	chr12	102870355	102879159	4	8026	16414.1776	315	1	IGF1		IGF1	IGF1	0.4463	315	1
1_MACS_peak_34095_lociStitched	chr7	100025505	100028871	1	3367	16385.3514	316	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	MEPCE	1.5752	316	1
1_MACS_peak_29257_lociStitched	chr5	96267080	96272889	1	5810	16338.9743	317	1	LNPEP	LNPEP	LNPEP	LNPEP	0.272	317	1
1_MACS_peak_17528_lociStitched	chr19	14095846	14098988	1	3143	16327.403	318	1	RFX1	DCAF15,RLN3,IL27RA,PODNL1	RFX1	RFX1	0.8813	318	1
2_MACS_peak_12959_lociStitched	chr15	101457513	101464460	2	6828	16307.3878	319	1	LRRK1	ALDH1A3	LRRK1	LRRK1	0.7406	319	1
2_MACS_peak_30078_lociStitched	chr5	156354899	156361571	2	6489	16306.368	320	1	TIMD4	LOC100286948	LOC100286948	LOC100286948	1.358	320	1
1_MACS_peak_21149_lociStitched	chr2	201727220	201730128	1	2909	16297.5952	321	1	CLK1	NIF3L1,PPIL3	CLK1	CLK1	0.8907	321	1
1_MACS_peak_15562_lociStitched	chr17	55431805	55437970	1	6166	16286.697	322	1	MSI2		MSI2	MSI2	0.3862	322	1
2_MACS_peak_34786_lociStitched	chr7	144049273	144056204	2	6540	16266.3639	323	1	ARHGEF5	OR2A42,NOBOX	ARHGEF5	ARHGEF5	0.6448	323	1
1_MACS_peak_36861_lociStitched	chr9	35070466	35073672	1	3207	16256.6642	324	1	VCP	C9orf131,FANCG,PIGO,STOML2,KIAA1539	VCP	FANCG	1.235	324	1
3_MACS_peak_16857_lociStitched	chr18	60982063	60988802	3	6476	16234.9249	325	1	BCL2	KDSR	BCL2	BCL2	0.8259	325	1
2_MACS_peak_37042_lociStitched	chr9	66695002	66701964	2	6945	16229.8144	326	1			LOC442421	LOC442421	0.45	326	1
1_MACS_peak_24035_lociStitched	chr22	42146816	42154561	1	7746	16221.128	327	1	MEI1	CCDC134	CCDC134	CCDC134	0.5178	327	1
1_MACS_peak_4283_lociStitched	chr10	22290759	22295121	1	4363	16216.1712	328	1	DNAJC1		DNAJC1	DNAJC1	0.1975	328	1
1_MACS_peak_28507_lociStitched	chr5	19269191	19272251	1	3061	16200.558	329	1			CDH18	CDH18	NONE	329	1
1_MACS_peak_5704_lociStitched	chr11	7531886	7536886	1	5001	16150.5	330	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.3606	330	1
1_MACS_peak_22984_lociStitched	chr21	36397713	36404009	1	6297	16125.9448	331	1	RUNX1	C21orf96	C21orf96	C21orf96	0.5598	331	1
6_MACS_peak_34664_lociStitched	chr7	137705926	137716426	6	8794	16086	332	1		AKR1D1,CREB3L2	CREB3L2	CREB3L2	0.8759	332	1
2_MACS_peak_16254_lociStitched	chr17	80405685	80410097	2	4291	16085.2696	333	1	C17orf62	HEXDC,NARF,C17orf101	C17orf62	C17orf62	1.1311	333	1
8_MACS_peak_9053_lociStitched	chr12	108953998	108964651	8	9125	16075.377	334	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.0937	334	1
1_MACS_peak_18128_lociStitched	chr19	42447867	42452036	1	4170	16072.7457	335	1		RABAC1,ATP1A3	RABAC1	RABAC1	0.8548	335	1
3_MACS_peak_28459_lociStitched	chr5	6735794	6741835	3	5849	16059.3944	336	1	PAPD7	PAPD7	PAPD7	PAPD7	0.8129	336	1
2_MACS_peak_17885_lociStitched	chr19	35695266	35700294	2	4625	16049.376	337	1		FXYD5,LSR,FAM187B	FAM187B	LSR	0.6974	337	1
2_MACS_peak_34285_lociStitched	chr7	108209054	108212519	2	3292	16040.871	338	1	DNAJB9,THAP5	PNPLA8	DNAJB9	DNAJB9	1.2985	338	1
1_MACS_peak_18151_lociStitched	chr19	42771761	42775750	1	3990	16032.1899	339	1		ZNF526,CIC,PRR19,TMEM145,DEDD2,GSK3A,ERF,PAFAH1B3	ERF	ZNF526	1.2526	339	1
2_MACS_peak_6696_lociStitched	chr11	72979570	72986061	2	6459	16025.6299	340	1	P2RY6	ARHGEF17	P2RY6	P2RY6	0.7409	340	1
1_MACS_peak_4058_lociStitched	chr10	11217177	11222974	1	5798	15999.72	341	1	CELF2		CELF2	CELF2	0.5037	341	1
8_MACS_peak_13286_lociStitched	chr16	11829643	11837753	8	7332	15981.566	342	1	TXNDC11		TXNDC11	TXNDC11	0.8129	342	1
3_MACS_peak_26716_lociStitched	chr3	195630414	195637374	3	6652	15965.544	343	1	TNK2	TNK2	TNK2	TNK2	0.5006	343	1
3_MACS_peak_9939_lociStitched	chr13	50695860	50701713	3	5545	15939.4749	344	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.4276	344	1
3_MACS_peak_20587_lociStitched	chr2	157196398	157200647	3	4115	15919.7283	345	1		NR4A2	NR4A2	NR4A2	0.5626	345	1
1_MACS_peak_37101_lociStitched	chr9	69877952	69884610	1	6659	15879.33	346	1			FOXD4L5	FOXD4L5	NONE	346	1
5_MACS_peak_19850_lociStitched	chr2	87765617	87772327	5	6522	15874.518	347	1	NCRNA00152		NCRNA00152	NCRNA00152	1.0711	347	1
1_MACS_peak_4429_lociStitched	chr10	32634698	32636804	1	2107	15869.9736	348	1	EPC1		EPC1	EPC1	0.3316	348	1
2_MACS_peak_30057_lociStitched	chr5	154133334	154138556	2	4812	15861.825	349	1	LARP1		LARP1	LARP1	0.3867	349	1
1_MACS_peak_32998_lociStitched	chr7	7854617	7861499	1	6883	15853.3752	350	1	LOC729852		RPA3	RPA3	NONE	350	1
3_MACS_peak_6016_lociStitched	chr11	43939043	43945429	3	5839	15848.1362	351	1	ALKBH3	LOC729799,C11orf96	C11orf96	C11orf96	0.7146	351	1
3_MACS_peak_22988_lociStitched	chr21	36416042	36422116	3	5833	15838.5624	352	1	RUNX1	C21orf96	RUNX1	C21orf96	0.5598	352	1
