GENE_ID	locusLine	bin_1_09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam
1_MACS_peak_7700_lociStitched	chr14(.):50787020-50788547	0.5087
1_MACS_peak_7701_lociStitched	chr14(.):50829468-50831023	0.59
1_MACS_peak_7702_lociStitched	chr14(.):50998117-51000565	0.9793
1_MACS_peak_7703_lociStitched	chr14(.):51134091-51135748	0.905
1_MACS_peak_7704_lociStitched	chr14(.):51143563-51145162	0.6575
1_MACS_peak_7705_lociStitched	chr14(.):51205848-51207779	0.9198
1_MACS_peak_7706_lociStitched	chr14(.):51255930-51259519	0.8631
1_MACS_peak_7707_lociStitched	chr14(.):51297217-51298240	0.6321
1_MACS_peak_7708_lociStitched	chr14(.):51706059-51707783	0.7064
1_MACS_peak_7709_lociStitched	chr14(.):51765253-51766051	0.4521
1_MACS_peak_7710_lociStitched	chr14(.):51970787-51971739	0.5856
1_MACS_peak_7711_lociStitched	chr14(.):52033144-52034206	0.4693
1_MACS_peak_7712_lociStitched	chr14(.):52059665-52060798	0.5177
3_MACS_peak_7713_lociStitched	chr14(.):52081292-52093437	0.516
1_MACS_peak_7716_lociStitched	chr14(.):52117040-52120239	1.0993
1_MACS_peak_7717_lociStitched	chr14(.):52312593-52315146	2.7333
2_MACS_peak_7718_lociStitched	chr14(.):52326540-52329770	0.6121
1_MACS_peak_7720_lociStitched	chr14(.):52455813-52457226	0.5714
1_MACS_peak_7721_lociStitched	chr14(.):52687715-52688644	0.4418
1_MACS_peak_7722_lociStitched	chr14(.):52731087-52733243	0.7619
1_MACS_peak_7723_lociStitched	chr14(.):52777599-52779331	0.467
1_MACS_peak_7724_lociStitched	chr14(.):53018356-53019534	0.6595
1_MACS_peak_7725_lociStitched	chr14(.):53161144-53162880	0.8645
1_MACS_peak_7726_lociStitched	chr14(.):53173077-53174796	0.8953
1_MACS_peak_7727_lociStitched	chr14(.):53196784-53197810	0.7186
1_MACS_peak_7728_lociStitched	chr14(.):53257781-53258535	0.4224
1_MACS_peak_7729_lociStitched	chr14(.):53417053-53418804	0.496
1_MACS_peak_7730_lociStitched	chr14(.):53574570-53577169	0.9542
1_MACS_peak_7731_lociStitched	chr14(.):53592687-53594553	1.0162
3_MACS_peak_7732_lociStitched	chr14(.):53613976-53621013	0.6714
1_MACS_peak_7735_lociStitched	chr14(.):53683939-53685035	0.6192
1_MACS_peak_7736_lociStitched	chr14(.):53999409-54000761	1.0827
2_MACS_peak_7737_lociStitched	chr14(.):54074470-54081450	0.4164
1_MACS_peak_7739_lociStitched	chr14(.):54732905-54735372	0.8021
1_MACS_peak_7740_lociStitched	chr14(.):54863530-54864490	0.7226
1_MACS_peak_7741_lociStitched	chr14(.):54907207-54908534	0.7736
1_MACS_peak_7742_lociStitched	chr14(.):54954686-54956698	0.9202
1_MACS_peak_7743_lociStitched	chr14(.):54999122-55000190	0.4996
1_MACS_peak_7744_lociStitched	chr14(.):55031638-55032944	0.6055
1_MACS_peak_7745_lociStitched	chr14(.):55093582-55095861	0.9501
1_MACS_peak_7746_lociStitched	chr14(.):55178569-55179799	0.4133
1_MACS_peak_7747_lociStitched	chr14(.):55347630-55349203	0.7851
2_MACS_peak_7748_lociStitched	chr14(.):55368293-55375502	0.2362
1_MACS_peak_7750_lociStitched	chr14(.):55493205-55494769	0.6253
1_MACS_peak_7751_lociStitched	chr14(.):55517565-55519551	1.0022
1_MACS_peak_7752_lociStitched	chr14(.):55568513-55571281	1.6376
1_MACS_peak_7753_lociStitched	chr14(.):55595772-55596792	0.4246
1_MACS_peak_7754_lociStitched	chr14(.):55646546-55648207	0.8326
1_MACS_peak_7755_lociStitched	chr14(.):55657530-55659219	0.6036
1_MACS_peak_7756_lociStitched	chr14(.):55738152-55739244	0.525
1_MACS_peak_7757_lociStitched	chr14(.):55799171-55800177	0.432
2_MACS_peak_7758_lociStitched	chr14(.):55877672-55884766	0.306
1_MACS_peak_7760_lociStitched	chr14(.):55895572-55897717	1.5778
1_MACS_peak_7761_lociStitched	chr14(.):56046996-56048325	0.6074
1_MACS_peak_7762_lociStitched	chr14(.):57045991-57047959	1.5892
1_MACS_peak_7763_lociStitched	chr14(.):57272818-57275436	1.1099
1_MACS_peak_7764_lociStitched	chr14(.):57315059-57317085	0.7318
1_MACS_peak_7765_lociStitched	chr14(.):57345753-57346467	0.3853
1_MACS_peak_7766_lociStitched	chr14(.):57357085-57360976	1.9823
1_MACS_peak_7767_lociStitched	chr14(.):57498330-57499293	0.4994
1_MACS_peak_7768_lociStitched	chr14(.):57525627-57529300	1.0981
1_MACS_peak_7769_lociStitched	chr14(.):57734757-57736639	0.9428
1_MACS_peak_7770_lociStitched	chr14(.):57856319-57858108	0.9105
1_MACS_peak_7771_lociStitched	chr14(.):58666237-58667806	0.5135
1_MACS_peak_7772_lociStitched	chr14(.):58710673-58712554	1.3658
3_MACS_peak_7773_lociStitched	chr14(.):58764128-58767065	0.9841
1_MACS_peak_7776_lociStitched	chr14(.):58862313-58863542	0.7995
1_MACS_peak_7777_lociStitched	chr14(.):58893190-58895160	0.8335
1_MACS_peak_7778_lociStitched	chr14(.):59617735-59618779	0.4767
1_MACS_peak_7779_lociStitched	chr14(.):59655277-59657164	0.6847
2_MACS_peak_7780_lociStitched	chr14(.):59763546-59769382	0.419
1_MACS_peak_7782_lociStitched	chr14(.):59796722-59798068	0.5033
1_MACS_peak_7783_lociStitched	chr14(.):59950249-59952009	1.0888
1_MACS_peak_7784_lociStitched	chr14(.):60431716-60432605	0.6299
1_MACS_peak_7785_lociStitched	chr14(.):60557656-60559720	1.7913
1_MACS_peak_7786_lociStitched	chr14(.):60631024-60632527	0.857
1_MACS_peak_7787_lociStitched	chr14(.):60714583-60716826	1.1532
3_MACS_peak_7788_lociStitched	chr14(.):60793938-60800183	0.4975
1_MACS_peak_7791_lociStitched	chr14(.):60813533-60817184	1.815
1_MACS_peak_7792_lociStitched	chr14(.):61098802-61100798	0.6595
2_MACS_peak_7793_lociStitched	chr14(.):61111110-61116381	0.2886
1_MACS_peak_7795_lociStitched	chr14(.):61123082-61124937	1.1058
1_MACS_peak_7796_lociStitched	chr14(.):61189043-61191390	0.6221
1_MACS_peak_7797_lociStitched	chr14(.):61447242-61448654	0.7483
1_MACS_peak_7798_lociStitched	chr14(.):61500751-61502027	0.514
1_MACS_peak_7799_lociStitched	chr14(.):62034712-62035715	0.4717
1_MACS_peak_7800_lociStitched	chr14(.):62162049-62163457	1.1673
1_MACS_peak_7801_lociStitched	chr14(.):62217511-62218510	0.5309
1_MACS_peak_7802_lociStitched	chr14(.):62228185-62229465	0.7187
1_MACS_peak_7803_lociStitched	chr14(.):62547171-62548695	0.7312
2_MACS_peak_7804_lociStitched	chr14(.):63139431-63147193	0.2532
1_MACS_peak_7806_lociStitched	chr14(.):63904483-63905594	0.5432
2_MACS_peak_7807_lociStitched	chr14(.):63937438-63947856	0.5228
1_MACS_peak_7809_lociStitched	chr14(.):64008926-64011047	0.5942
1_MACS_peak_7810_lociStitched	chr14(.):64107851-64109624	1.0911
2_MACS_peak_7811_lociStitched	chr14(.):64193748-64195570	0.4966
1_MACS_peak_7813_lociStitched	chr14(.):64203934-64205313	0.7562
2_MACS_peak_7814_lociStitched	chr14(.):64211648-64216742	1.1064
1_MACS_peak_7816_lociStitched	chr14(.):64225509-64227406	0.9044
1_MACS_peak_7817_lociStitched	chr14(.):64265865-64266941	0.5426
1_MACS_peak_7818_lociStitched	chr14(.):64319312-64321090	0.5091
3_MACS_peak_7819_lociStitched	chr14(.):64330584-64338037	0.6051
1_MACS_peak_7822_lociStitched	chr14(.):64374991-64376168	0.4925
1_MACS_peak_7823_lociStitched	chr14(.):64389070-64390918	0.7153
1_MACS_peak_7824_lociStitched	chr14(.):64399619-64400574	0.5401
1_MACS_peak_7825_lociStitched	chr14(.):64661452-64662949	0.5454
1_MACS_peak_7826_lociStitched	chr14(.):64683284-64685548	0.6381
1_MACS_peak_7827_lociStitched	chr14(.):64701532-64703598	1.1104
1_MACS_peak_7828_lociStitched	chr14(.):64760541-64761824	0.4729
1_MACS_peak_7829_lociStitched	chr14(.):64804214-64806581	0.9035
1_MACS_peak_7830_lociStitched	chr14(.):64853879-64855987	0.7883
1_MACS_peak_7831_lociStitched	chr14(.):64910686-64913652	1.5585
1_MACS_peak_7832_lociStitched	chr14(.):64931132-64932712	0.6005
1_MACS_peak_7833_lociStitched	chr14(.):64967944-64973831	2.0252
1_MACS_peak_7834_lociStitched	chr14(.):65005885-65007479	0.7885
1_MACS_peak_7835_lociStitched	chr14(.):65278799-65279685	0.4588
3_MACS_peak_7836_lociStitched	chr14(.):65313877-65323240	0.44
1_MACS_peak_7839_lociStitched	chr14(.):65346095-65347954	0.7223
1_MACS_peak_7840_lociStitched	chr14(.):65380768-65382025	1.102
2_MACS_peak_7841_lociStitched	chr14(.):65434316-65439672	0.3996
1_MACS_peak_7843_lociStitched	chr14(.):65453180-65454511	0.6152
1_MACS_peak_7844_lociStitched	chr14(.):65661753-65662564	0.4965
1_MACS_peak_7845_lociStitched	chr14(.):65673243-65674587	0.6079
1_MACS_peak_7846_lociStitched	chr14(.):65696198-65697246	0.4845
1_MACS_peak_7847_lociStitched	chr14(.):65748350-65750941	2.0339
1_MACS_peak_7848_lociStitched	chr14(.):65784333-65788816	0.6767
1_MACS_peak_7849_lociStitched	chr14(.):65800471-65802121	0.563
2_MACS_peak_7850_lociStitched	chr14(.):65812847-65825367	0.8608
1_MACS_peak_7852_lociStitched	chr14(.):65878058-65880989	0.9511
1_MACS_peak_7853_lociStitched	chr14(.):66189493-66190560	0.53
1_MACS_peak_7854_lociStitched	chr14(.):66198222-66199388	0.6016
1_MACS_peak_7855_lociStitched	chr14(.):66973861-66976112	0.7241
1_MACS_peak_7856_lociStitched	chr14(.):67269170-67270108	0.4726
2_MACS_peak_7857_lociStitched	chr14(.):67652460-67657476	0.926
2_MACS_peak_7859_lociStitched	chr14(.):67707019-67708949	0.7729
1_MACS_peak_7861_lociStitched	chr14(.):67825747-67827880	2.0525
1_MACS_peak_7862_lociStitched	chr14(.):67908025-67910443	0.8427
2_MACS_peak_7863_lociStitched	chr14(.):67954239-67960111	1.1399
1_MACS_peak_7865_lociStitched	chr14(.):67981209-67982968	0.8315
1_MACS_peak_7866_lociStitched	chr14(.):68066309-68067693	0.6778
1_MACS_peak_7867_lociStitched	chr14(.):68085718-68086655	0.497
1_MACS_peak_7868_lociStitched	chr14(.):68140727-68142243	1.7024
1_MACS_peak_7869_lociStitched	chr14(.):68282653-68284503	0.6689
1_MACS_peak_7870_lociStitched	chr14(.):69089501-69090841	0.6629
2_MACS_peak_7871_lociStitched	chr14(.):69149574-69153836	0.9838
1_MACS_peak_7873_lociStitched	chr14(.):69257758-69263860	3.2886
2_MACS_peak_7874_lociStitched	chr14(.):69280820-69284001	1.1994
1_MACS_peak_7876_lociStitched	chr14(.):69618125-69620578	0.8516
1_MACS_peak_7877_lociStitched	chr14(.):69657667-69659090	1.0581
1_MACS_peak_7878_lociStitched	chr14(.):69820256-69822500	1.3291
1_MACS_peak_7879_lociStitched	chr14(.):69864114-69866083	1.4335
2_MACS_peak_7880_lociStitched	chr14(.):70076991-70083634	0.9068
1_MACS_peak_7882_lociStitched	chr14(.):70091533-70092568	0.4808
1_MACS_peak_7883_lociStitched	chr14(.):70114830-70116578	0.5198
2_MACS_peak_7884_lociStitched	chr14(.):70159213-70162166	0.5703
2_MACS_peak_7886_lociStitched	chr14(.):70178527-70183361	0.4286
1_MACS_peak_7888_lociStitched	chr14(.):70193203-70194184	0.7366
1_MACS_peak_7889_lociStitched	chr14(.):70232840-70234983	1.4503
1_MACS_peak_7890_lociStitched	chr14(.):70374634-70375993	0.7111
1_MACS_peak_7891_lociStitched	chr14(.):70484715-70486576	0.8449
1_MACS_peak_7892_lociStitched	chr14(.):70825813-70826806	0.6252
1_MACS_peak_7893_lociStitched	chr14(.):70882933-70884057	0.5747
1_MACS_peak_7894_lociStitched	chr14(.):71107209-71109531	0.5175
1_MACS_peak_7895_lociStitched	chr14(.):71131218-71133854	1.3967
1_MACS_peak_7896_lociStitched	chr14(.):71158160-71159615	0.87
1_MACS_peak_7897_lociStitched	chr14(.):71338287-71339915	1.1065
1_MACS_peak_7898_lociStitched	chr14(.):71352222-71355115	1.1005
1_MACS_peak_7899_lociStitched	chr14(.):71373671-71375787	0.9251
1_MACS_peak_7900_lociStitched	chr14(.):71608009-71610794	0.8836
1_MACS_peak_7901_lociStitched	chr14(.):71733931-71734950	0.4422
1_MACS_peak_7902_lociStitched	chr14(.):71755261-71758852	1.6919
1_MACS_peak_7903_lociStitched	chr14(.):71786173-71789010	1.3699
1_MACS_peak_7904_lociStitched	chr14(.):72021398-72023485	0.8204
1_MACS_peak_7905_lociStitched	chr14(.):72103139-72104672	0.6412
1_MACS_peak_7906_lociStitched	chr14(.):72322344-72324052	0.7977
1_MACS_peak_7907_lociStitched	chr14(.):72917100-72919922	2.1097
1_MACS_peak_7908_lociStitched	chr14(.):72942170-72948667	1.8548
2_MACS_peak_7909_lociStitched	chr14(.):72980327-72990607	2.629
2_MACS_peak_7911_lociStitched	chr14(.):72999069-73003433	0.4087
1_MACS_peak_7913_lociStitched	chr14(.):73100684-73103462	0.9905
1_MACS_peak_7914_lociStitched	chr14(.):73329928-73330847	0.4418
1_MACS_peak_7915_lociStitched	chr14(.):73354488-73361828	0.8968
1_MACS_peak_7916_lociStitched	chr14(.):73392928-73394652	0.6834
1_MACS_peak_7917_lociStitched	chr14(.):73524159-73526305	1.2547
1_MACS_peak_7918_lociStitched	chr14(.):73602802-73604329	1.0351
1_MACS_peak_7919_lociStitched	chr14(.):73957532-73958408	0.511
1_MACS_peak_7920_lociStitched	chr14(.):74111006-74112034	0.6025
1_MACS_peak_7921_lociStitched	chr14(.):74180374-74181185	0.475
1_MACS_peak_7922_lociStitched	chr14(.):74224519-74230158	1.2172
1_MACS_peak_7923_lociStitched	chr14(.):74236674-74239389	2.0188
1_MACS_peak_7924_lociStitched	chr14(.):74252884-74255126	1.2547
1_MACS_peak_7925_lociStitched	chr14(.):74318153-74319834	0.7437
1_MACS_peak_7926_lociStitched	chr14(.):74352688-74354245	0.6647
1_MACS_peak_7927_lociStitched	chr14(.):74416276-74417613	0.6216
1_MACS_peak_7928_lociStitched	chr14(.):74485027-74486263	0.6048
1_MACS_peak_7929_lociStitched	chr14(.):74550313-74553048	0.837
1_MACS_peak_7930_lociStitched	chr14(.):74717689-74718550	0.9598
1_MACS_peak_7931_lociStitched	chr14(.):74769046-74769894	0.4104
1_MACS_peak_7932_lociStitched	chr14(.):74867655-74869802	0.7316
2_MACS_peak_7933_lociStitched	chr14(.):74959188-74961229	0.6842
1_MACS_peak_7935_lociStitched	chr14(.):75229688-75230974	0.7661
2_MACS_peak_7936_lociStitched	chr14(.):75302502-75305712	0.3838
1_MACS_peak_7938_lociStitched	chr14(.):75348019-75349564	0.6562
1_MACS_peak_7939_lociStitched	chr14(.):75359878-75361475	0.4878
1_MACS_peak_7940_lociStitched	chr14(.):75407936-75409140	0.4848
1_MACS_peak_7941_lociStitched	chr14(.):75468819-75470219	0.5766
1_MACS_peak_7942_lociStitched	chr14(.):75517409-75518490	0.8098
2_MACS_peak_7943_lociStitched	chr14(.):75529942-75537151	0.3906
1_MACS_peak_7945_lociStitched	chr14(.):75592885-75594672	1.2637
1_MACS_peak_7946_lociStitched	chr14(.):75642396-75644057	1.9551
1_MACS_peak_7947_lociStitched	chr14(.):75654411-75656639	0.9404
2_MACS_peak_7948_lociStitched	chr14(.):75689985-75697779	0.3139
1_MACS_peak_7950_lociStitched	chr14(.):75715315-75718080	1.1592
1_MACS_peak_7951_lociStitched	chr14(.):75724424-75726995	2.9095
2_MACS_peak_7952_lociStitched	chr14(.):75740752-75746498	1.3354
1_MACS_peak_7954_lociStitched	chr14(.):75760000-75763308	1.4319
1_MACS_peak_7955_lociStitched	chr14(.):75987677-75989828	1.3043
1_MACS_peak_7956_lociStitched	chr14(.):76126548-76128312	0.6343
2_MACS_peak_7957_lociStitched	chr14(.):76447758-76452760	0.3041
1_MACS_peak_7959_lociStitched	chr14(.):76617611-76619158	0.7736
1_MACS_peak_7960_lociStitched	chr14(.):77278200-77279586	0.8265
1_MACS_peak_7961_lociStitched	chr14(.):77379417-77380472	0.611
1_MACS_peak_7962_lociStitched	chr14(.):77395568-77397220	0.5377
4_MACS_peak_7963_lociStitched	chr14(.):77412888-77428764	0.5635
1_MACS_peak_7967_lociStitched	chr14(.):77464309-77467941	1.1245
3_MACS_peak_7968_lociStitched	chr14(.):77487774-77511205	2.1905
1_MACS_peak_7971_lociStitched	chr14(.):77518908-77520046	0.61
1_MACS_peak_7972_lociStitched	chr14(.):77547300-77548510	0.5415
1_MACS_peak_7973_lociStitched	chr14(.):77563301-77565605	1.3581
1_MACS_peak_7974_lociStitched	chr14(.):77587113-77588297	0.6608
1_MACS_peak_7975_lociStitched	chr14(.):77647241-77648923	0.593
1_MACS_peak_7976_lociStitched	chr14(.):77786454-77788818	1.2389
1_MACS_peak_7977_lociStitched	chr14(.):77842437-77843961	0.9106
1_MACS_peak_7978_lociStitched	chr14(.):77923153-77925565	0.8918
1_MACS_peak_7979_lociStitched	chr14(.):78082155-78083347	0.469
1_MACS_peak_7980_lociStitched	chr14(.):78107722-78108933	0.5245
1_MACS_peak_7981_lociStitched	chr14(.):78226531-78228071	0.8369
1_MACS_peak_7982_lociStitched	chr14(.):78234654-78235637	0.4131
1_MACS_peak_7983_lociStitched	chr14(.):78266124-78267406	0.8975
1_MACS_peak_7984_lociStitched	chr14(.):79186887-79189592	1.0265
1_MACS_peak_7985_lociStitched	chr14(.):81396608-81398469	0.8698
1_MACS_peak_7986_lociStitched	chr14(.):81407854-81409229	0.6931
2_MACS_peak_7987_lociStitched	chr14(.):81420988-81427638	0.7182
3_MACS_peak_7989_lociStitched	chr14(.):81635787-81647026	0.6351
1_MACS_peak_7992_lociStitched	chr14(.):81659067-81659918	0.4471
1_MACS_peak_7993_lociStitched	chr14(.):81684915-81688604	2.2461
2_MACS_peak_7994_lociStitched	chr14(.):81764552-81770554	0.386
1_MACS_peak_7996_lociStitched	chr14(.):81856541-81858138	0.6694
1_MACS_peak_7997_lociStitched	chr14(.):81864248-81869787	1.8045
5_MACS_peak_7998_lociStitched	chr14(.):81930555-81956896	2.3356
1_MACS_peak_8003_lociStitched	chr14(.):81994526-82000405	0.8319
1_MACS_peak_8004_lociStitched	chr14(.):82315516-82316947	0.5641
1_MACS_peak_8005_lociStitched	chr14(.):83185405-83188069	1.29
1_MACS_peak_8006_lociStitched	chr14(.):83485992-83487394	0.4194
1_MACS_peak_8007_lociStitched	chr14(.):86167200-86169890	0.8731
1_MACS_peak_8008_lociStitched	chr14(.):86400030-86401849	0.7827
1_MACS_peak_8009_lociStitched	chr14(.):86527259-86528542	0.4282
1_MACS_peak_8010_lociStitched	chr14(.):86549070-86555452	1.1364
1_MACS_peak_8011_lociStitched	chr14(.):86632289-86633916	0.6227
1_MACS_peak_8012_lociStitched	chr14(.):86708788-86709658	0.5147
1_MACS_peak_8013_lociStitched	chr14(.):86786650-86788775	0.8528
1_MACS_peak_8014_lociStitched	chr14(.):86811882-86814992	1.2922
1_MACS_peak_8015_lociStitched	chr14(.):87988581-87992956	2.2625
1_MACS_peak_8016_lociStitched	chr14(.):88080502-88082832	1.2037
1_MACS_peak_8017_lociStitched	chr14(.):88458954-88460363	0.8399
1_MACS_peak_8018_lociStitched	chr14(.):88766167-88767123	0.4255
1_MACS_peak_8019_lociStitched	chr14(.):88851305-88852718	0.6864
1_MACS_peak_8020_lociStitched	chr14(.):89028947-89030247	0.8414
1_MACS_peak_8021_lociStitched	chr14(.):89258159-89259982	0.6885
1_MACS_peak_8022_lociStitched	chr14(.):89290227-89291771	1.3013
1_MACS_peak_8023_lociStitched	chr14(.):89630576-89632999	1.2776
1_MACS_peak_8024_lociStitched	chr14(.):89768953-89772464	1.6063
2_MACS_peak_8025_lociStitched	chr14(.):89881845-89885238	1.4892
1_MACS_peak_8027_lociStitched	chr14(.):89894268-89898988	3.1463
1_MACS_peak_8028_lociStitched	chr14(.):89908893-89912394	0.936
1_MACS_peak_8029_lociStitched	chr14(.):90082647-90086988	1.336
1_MACS_peak_8030_lociStitched	chr14(.):90147181-90148747	0.479
2_MACS_peak_8031_lociStitched	chr14(.):90185789-90191713	0.3553
1_MACS_peak_8033_lociStitched	chr14(.):90238849-90241340	1.7644
1_MACS_peak_8034_lociStitched	chr14(.):90420285-90423260	0.7909
1_MACS_peak_8035_lociStitched	chr14(.):90722457-90723705	0.9586
1_MACS_peak_8036_lociStitched	chr14(.):90729814-90731369	0.4833
1_MACS_peak_8037_lociStitched	chr14(.):90797422-90798841	1.3061
1_MACS_peak_8038_lociStitched	chr14(.):90848359-90851278	2.3717
2_MACS_peak_8039_lociStitched	chr14(.):90862457-90864290	0.6015
1_MACS_peak_8041_lociStitched	chr14(.):90991767-90992384	0.5223
1_MACS_peak_8042_lociStitched	chr14(.):91095214-91097279	0.6651
1_MACS_peak_8043_lociStitched	chr14(.):91224778-91225569	0.8448
1_MACS_peak_8044_lociStitched	chr14(.):91293791-91296592	1.5701
1_MACS_peak_8045_lociStitched	chr14(.):91475168-91476774	0.5771
1_MACS_peak_8046_lociStitched	chr14(.):91488169-91489818	1.0872
1_MACS_peak_8047_lociStitched	chr14(.):91526298-91528059	0.5382
1_MACS_peak_8048_lociStitched	chr14(.):91579412-91583248	2.2355
1_MACS_peak_8049_lociStitched	chr14(.):91607887-91609629	0.5897
1_MACS_peak_8050_lociStitched	chr14(.):91695625-91697305	0.8519
3_MACS_peak_8051_lociStitched	chr14(.):91707570-91720387	0.5353
3_MACS_peak_8054_lociStitched	chr14(.):91781622-91801900	0.9048
8_MACS_peak_8057_lociStitched	chr14(.):91812869-91886033	2.6057
1_MACS_peak_8065_lociStitched	chr14(.):91961635-91962733	0.505
1_MACS_peak_8066_lociStitched	chr14(.):91975083-91977824	2.4025
1_MACS_peak_8067_lociStitched	chr14(.):92505442-92507445	1.1379
1_MACS_peak_8068_lociStitched	chr14(.):92571949-92573319	0.781
1_MACS_peak_8069_lociStitched	chr14(.):92587080-92589469	2.1336
1_MACS_peak_8070_lociStitched	chr14(.):92725039-92727424	0.8302
2_MACS_peak_8071_lociStitched	chr14(.):92903336-92906226	0.4182
1_MACS_peak_8073_lociStitched	chr14(.):93004177-93005900	0.5055
2_MACS_peak_8074_lociStitched	chr14(.):93016451-93022842	1.01
3_MACS_peak_8076_lociStitched	chr14(.):93033177-93054405	1.3461
1_MACS_peak_8079_lociStitched	chr14(.):93202829-93204446	0.5055
1_MACS_peak_8080_lociStitched	chr14(.):93214065-93215320	0.7159
5_MACS_peak_8081_lociStitched	chr14(.):93225390-93246475	0.8146
1_MACS_peak_8086_lociStitched	chr14(.):93260295-93261530	0.721
1_MACS_peak_8087_lociStitched	chr14(.):93307655-93309167	0.7321
1_MACS_peak_8088_lociStitched	chr14(.):93318864-93320114	0.806
1_MACS_peak_8089_lociStitched	chr14(.):93552181-93553466	0.7111
1_MACS_peak_8090_lociStitched	chr14(.):93569571-93570549	0.6392
1_MACS_peak_8091_lociStitched	chr14(.):93581554-93583331	0.7273
1_MACS_peak_8092_lociStitched	chr14(.):93650306-93651612	0.8386
1_MACS_peak_8093_lociStitched	chr14(.):93673495-93674409	0.81
4_MACS_peak_8094_lociStitched	chr14(.):93789372-93804514	0.4079
2_MACS_peak_8098_lociStitched	chr14(.):93834576-93842778	0.7804
2_MACS_peak_8100_lociStitched	chr14(.):94424215-94430272	0.9779
2_MACS_peak_8102_lociStitched	chr14(.):94436388-94445975	1.0821
1_MACS_peak_8104_lociStitched	chr14(.):94474203-94479555	1.1597
2_MACS_peak_8105_lociStitched	chr14(.):94487334-94493455	0.3045
1_MACS_peak_8107_lociStitched	chr14(.):94546496-94547860	0.9257
1_MACS_peak_8108_lociStitched	chr14(.):94595131-94596303	0.468
1_MACS_peak_8109_lociStitched	chr14(.):94811449-94813877	0.8097
1_MACS_peak_8110_lociStitched	chr14(.):95610267-95610936	0.4626
1_MACS_peak_8111_lociStitched	chr14(.):95622707-95625014	1.0588
1_MACS_peak_8112_lociStitched	chr14(.):95731212-95732769	0.5698
1_MACS_peak_8113_lociStitched	chr14(.):95741351-95742313	0.431
1_MACS_peak_8114_lociStitched	chr14(.):95756648-95758320	0.535
1_MACS_peak_8115_lociStitched	chr14(.):95785038-95786228	0.7644
1_MACS_peak_8116_lociStitched	chr14(.):95792861-95795214	0.9511
1_MACS_peak_8117_lociStitched	chr14(.):95927499-95933019	3.3157
7_MACS_peak_8118_lociStitched	chr14(.):95945662-95986292	0.9349
1_MACS_peak_8125_lociStitched	chr14(.):95999686-96001296	0.6669
1_MACS_peak_8126_lociStitched	chr14(.):96128790-96130833	1.2049
1_MACS_peak_8127_lociStitched	chr14(.):96828190-96830638	0.6562
1_MACS_peak_8128_lociStitched	chr14(.):96857424-96858208	0.3735
1_MACS_peak_8129_lociStitched	chr14(.):96967556-96969659	1.0491
1_MACS_peak_8130_lociStitched	chr14(.):98086796-98087892	0.5998
3_MACS_peak_8131_lociStitched	chr14(.):98163553-98174423	0.5286
1_MACS_peak_8134_lociStitched	chr14(.):98638163-98641029	0.7469
2_MACS_peak_8135_lociStitched	chr14(.):98663729-98669832	0.3111
1_MACS_peak_8137_lociStitched	chr14(.):98693247-98694672	0.7654
1_MACS_peak_8138_lociStitched	chr14(.):98898419-98899331	0.5117
1_MACS_peak_8139_lociStitched	chr14(.):98910353-98911474	0.5413
1_MACS_peak_8140_lociStitched	chr14(.):99752682-99754239	0.792
1_MACS_peak_8141_lociStitched	chr14(.):100060833-100062356	1.0887
1_MACS_peak_8142_lociStitched	chr14(.):100070561-100072402	0.7045
1_MACS_peak_8143_lociStitched	chr14(.):100149228-100150428	0.4916
1_MACS_peak_8144_lociStitched	chr14(.):100530880-100532285	0.6587
1_MACS_peak_8145_lociStitched	chr14(.):100658665-100660181	0.6101
1_MACS_peak_8146_lociStitched	chr14(.):100680055-100681518	0.7549
1_MACS_peak_8147_lociStitched	chr14(.):100704059-100706443	0.9502
1_MACS_peak_8148_lociStitched	chr14(.):100751467-100752603	0.8086
1_MACS_peak_8149_lociStitched	chr14(.):100841985-100842685	0.3727
1_MACS_peak_8150_lociStitched	chr14(.):102197422-102198603	0.4875
2_MACS_peak_8151_lociStitched	chr14(.):102227311-102229177	0.7251
1_MACS_peak_8153_lociStitched	chr14(.):102240368-102242390	0.5559
1_MACS_peak_8154_lociStitched	chr14(.):102258336-102259367	0.5457
1_MACS_peak_8155_lociStitched	chr14(.):102275388-102277493	1.9327
1_MACS_peak_8156_lociStitched	chr14(.):102289886-102292299	1.7053
1_MACS_peak_8157_lociStitched	chr14(.):102341501-102344062	0.8314
1_MACS_peak_8158_lociStitched	chr14(.):102413772-102415660	1.4429
1_MACS_peak_8159_lociStitched	chr14(.):102430848-102432159	1.0374
2_MACS_peak_8160_lociStitched	chr14(.):102457752-102460133	0.5367
1_MACS_peak_8162_lociStitched	chr14(.):102552408-102554572	0.9876
1_MACS_peak_8163_lociStitched	chr14(.):102605354-102607102	0.7737
1_MACS_peak_8164_lociStitched	chr14(.):102770849-102772381	0.7147
2_MACS_peak_8165_lociStitched	chr14(.):102782617-102787086	0.9432
1_MACS_peak_8167_lociStitched	chr14(.):102828420-102830229	0.6425
1_MACS_peak_8168_lociStitched	chr14(.):102976164-102977129	0.4554
1_MACS_peak_8169_lociStitched	chr14(.):102990999-102992122	0.5351
1_MACS_peak_8170_lociStitched	chr14(.):103021292-103022127	0.5072
