GENE	IRF4H3K27ac_31_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_31_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
DCUN1D5	2041.9154	221.0262	-1820.8892	0.0976720742594506	-3.20763379513776
C4orf27	1839.128	18.9732	-1820.1548	0.0102110692356261	-6.5989150592956
MAP3K7	1819.3962	0	-1819.3962	0	-8
AP4M1	4283.4871	2464.5422	-1818.9449	0.365223992136489	-0.797466059444274
GMPS	4057.4	2238.8885	-1818.5115	0.355588613831784	-0.857772856474146
SAT1	2961.6432	1144.465	-1817.1782	0.278722562644599	-1.37172450123708
FAM190B	1977.1584	160.139	-1817.0194	0.0749259321608682	-3.62603184974046
ACP2	2933.3934	1117.1688	-1816.2246	0.275805862208461	-1.39272337710529
NR1H3	2933.3934	1117.1688	-1816.2246	0.275805862208461	-1.39272337710529
CTH	1934.7248	119.6286	-1815.0962	0.0582317531151164	-4.01549412278425
RPL37A	1861.8	47.0107	-1814.7893	0.0246282672241936	-5.30756512972674
C13orf23	1881.308	67.027	-1814.281	0.0344021946944442	-4.81084988703841
AP2M1	2488.3676	674.1543	-1814.2133	0.213169843977997	-1.88404888933435
FAM119A	4503.7212	2690.239	-1813.4822	0.373958004382621	-0.74338317400596
PGM2	2047.2537	234.3726	-1812.8811	0.102721729671507	-3.1268140729189
TTC19	2610.72	797.953	-1812.767	0.234094910248064	-1.71007205845232
C20orf12	2380.4748	568.4932	-1811.9816	0.192776998597475	-2.066034358811
POLR3F	2380.4748	568.4932	-1811.9816	0.192776998597475	-2.066034358811
PTPRM	1932.2	122.0453	-1810.1547	0.0594112592103777	-3.98475579106092
FLJ20021	4034.955	2224.8811	-1810.0739	0.355421621981445	-0.858824344887888
C4orf21	2760.8651	951.8098	-1809.0553	0.25636766634213	-1.53637518348191
LARP7	2760.8651	951.8098	-1809.0553	0.25636766634213	-1.53637518348191
HSPA5	3006.8	1197.8377	-1808.9623	0.284884878428408	-1.3277964643167
FUBP1	2909.6	1101.6545	-1807.9455	0.27464088853001	-1.40114899292303
MRE11A	2041.4528	233.8581	-1807.5947	0.102780723284893	-3.12589090721986
C16orf57	1806.6042	0	-1806.6042	0	-8
RBM45	2359.295	552.958	-1806.337	0.189872926562356	-2.09311401098794
FRG1	2039.4224	233.1564	-1806.266	0.102595518360023	-3.12879067721737
C12orf33	1809.1978	4.5408	-1804.657	0.00250355812022747	-8
WDSUB1	2680.1682	875.9331	-1804.2351	0.246318376813394	-1.61343095079612
RRS1	2841.158	1037.816	-1803.342	0.267549099323687	-1.45292838047904
HLA-B	2289.33	486.0546	-1803.2754	0.175130538664803	-2.23573514761922
DCTD	2500.6	697.7439	-1802.8561	0.218157872266331	-1.84150478840263
MKL2	1802.2737	0	-1802.2737	0	-8
ANKRD49	2035.8304	233.8581	-1801.9723	0.103035328416212	-3.1219120745799
PPP1R3B	3864.553	2062.8956	-1801.6574	0.348024207244918	-0.905630741583935
LRRC47	1854.6156	53.5755	-1801.0401	0.0280765904421208	-5.11340297591283
COX8A	2192.1024	391.6472	-1800.4552	0.151580942673392	-2.48468864342297
KCNS3	2148.9312	348.7535	-1800.1777	0.139630714797588	-2.62333969366064
PPIH	2468.4264	668.7726	-1799.6538	0.213175064763185	-1.88400398381513
EIF3F	1799.2656	0	-1799.2656	0	-8
AKR7A2	1940.756	141.8597	-1798.8963	0.068116119551005	-3.77408204090993
PQLC2	1940.756	141.8597	-1798.8963	0.068116119551005	-3.77408204090993
CHORDC1	1855.4544	56.81	-1798.6444	0.0297082349072649	-5.0294838323187
LOC155060	3911.7	2113.3529	-1798.3471	0.350760887095282	-0.888262032898667
SNRPD3	3592.0206	1794.6469	-1797.3737	0.333164595735675	-1.00109560473402
ALOX12P2	2225.3232	427.9772	-1797.346	0.161299941763096	-2.37840903862833
EFCAB5	1809.5062	12.215	-1797.2912	0.00670519726070049	-7.21079837706538
RLIM	1853.5936	56.9184	-1796.6752	0.0297922232364937	-5.02528605015559
RAPGEF6	2777.2	981.3928	-1795.8072	0.261106443879741	-1.500728484343
C16orf52	2781.9	987.7327	-1794.1673	0.262023591847556	-1.49387798281594
TCEB1	3375.6	1581.6794	-1793.9206	0.319061983877689	-1.09368675747673
GTF2B	1801.9315	9.6577	-1792.2738	0.00533106512226944	-7.54364880380244
SSH2	1803.913	12.215	-1791.698	0.00672584751735561	-7.20633208743735
METTL13	2554.1648	762.6244	-1791.5404	0.229928510379858	-1.74380701808848
NOP58	2533.2	742.0787	-1791.1213	0.226569635127539	-1.77131688167221
CEP120	2050.4	259.9598	-1790.4402	0.112519184241346	-2.97954493547064
BIRC3	3492.4	1701.9779	-1790.4221	0.327657696988122	-1.03700650276154
AGPS	1790.229	0	-1790.229	0	-8
LOC100130691	1790.229	0	-1790.229	0	-8
ZFYVE9	1841.133	53.3588	-1787.7742	0.0281652314356811	-5.1087238160735
ARL15	1824.693	37.6929	-1787.0001	0.0202390385365353	-5.59721714766056
CC2D1B	2654	867.7483	-1786.2517	0.246397023887255	-1.61281983191317
SECISBP2L	2501.1284	715.758	-1785.3704	0.222500241227045	-1.80503532743299
DNAJC10	2301.4	516.2612	-1785.1388	0.18322330591059	-2.15633867575824
COPS2	2346.9849	562.1604	-1784.8245	0.193239024534113	-2.0617548245753
LOC144571	1788.9624	4.5408	-1784.4216	0.00253180479410352	-8
NHLRC3	1850.503	67.027	-1783.476	0.0349548638091712	-4.78703130125837
NCF1B	2296.8064	513.7451	-1783.0613	0.182791562438902	-2.16050462187077
HIBCH	2114.0295	332.1579	-1781.8716	0.135785958181291	-2.67005437598844
HIATL2	2003.5665	221.835	-1781.7315	0.0996831358296469	-3.17501148511466
RPE	1784.7405	3.948	-1780.7925	0.00220720376968936	-8
MUTYH	3322.1112	1541.5358	-1780.5754	0.316950592837021	-1.10773197059653
C12orf74	2123.2	342.7277	-1780.4723	0.138985299528449	-2.63110557237989
KIFAP3	1879.6638	100.0452	-1779.6186	0.05053530594648	-4.23175078604287
GNE	2068.1784	289.0874	-1779.091	0.122636742958728	-2.83878300234179
NCRNA00275	3002.8044	1224.3325	-1778.4719	0.289636349369239	-1.29431508869918
PEX5	1777.6455	0	-1777.6455	0	-8
ASCC3	2565.6	789.4364	-1776.1636	0.235298907636293	-1.70040131201398
C15orf61	2065.4	289.525	-1775.875	0.122944467445885	-2.83466137823659
NEK1	1836.8	61.383	-1775.417	0.0323377672226545	-4.9032115798656
RNF2	1959.3072	184.2332	-1775.074	0.0859480884988219	-3.41073864282478
ILVBL	1895.984	120.9682	-1775.0158	0.0599757396332942	-3.97024704132658
LOC344967	3339.8896	1565.3352	-1774.5544	0.31911589454575	-1.09332878707905
UBE3A	2275.863	501.3516	-1774.5114	0.180523175990793	-2.18251908280535
ZNF266	1773.4607	0	-1773.4607	0	-8
CYB561	1772.799	0	-1772.799	0	-8
C2orf67	2513.4	740.8604	-1772.5396	0.227658610232912	-1.76236666317909
ALS2CR8	1891.4514	119.3426	-1772.1088	0.0593509827461192	-3.98631268941778
MCM8	2244.8409	472.8247	-1772.0162	0.17398192772503	-2.24723589169005
TRMT6	2244.8409	472.8247	-1772.0162	0.17398192772503	-2.24723589169005
DNAJC9	2111.8	340.6703	-1771.1297	0.138909042038144	-2.63202512704145
TRAPPC5	1822.2048	51.8951	-1770.3097	0.0276906796697444	-5.13394298047453
PEX2	1770.2828	0	-1770.2828	0	-8
R3HDM1	2350.4852	580.3806	-1770.1046	0.198023601080609	-2.01788739522014
DTX3L	3096.84	1327.5927	-1769.2473	0.300059417787053	-1.22198424563781
PARP9	3096.84	1327.5927	-1769.2473	0.300059417787053	-1.22198424563781
CDK1	2308.8428	539.6464	-1769.1964	0.189450042499722	-2.09708364417413
TMEM59	2537.184	768.2826	-1768.9014	0.232427881739903	-1.72351916428013
KIAA1407	1768.7955	0	-1768.7955	0	-8
QTRTD1	1768.7955	0	-1768.7955	0	-8
CAPS2	2582.3	814.0947	-1768.2053	0.239693784706471	-1.66538808456727
UACA	2085.3196	317.1577	-1768.1619	0.132012776978163	-2.71699623710305
NCRNA00235	2325.9344	558.3459	-1767.5885	0.193582399047693	-2.05857934213089
RNF7	1781.573	14.5024	-1767.0706	0.0080744939772573	-6.94071611754019
GMIP	2040.0644	275.3536	-1764.7108	0.118921767041631	-2.88925731971884
TSC22D2	3610	1846.066	-1763.934	0.338351112321588	-0.967544704404719
EXTL2	1771.5506	8.319	-1763.2316	0.00467393791095707	-7.7343868406554
WDR12	1882.3434	119.3426	-1763.0008	0.0596210394637321	-3.97934882803043
MARK1	1778.5594	15.7584	-1762.801	0.00878239072253533	-6.81844428698564
PSMG2	2947.5042	1185.2642	-1762.24	0.286796666370174	-1.31428519164674
LGALS8	1762.1644	0	-1762.1644	0	-8
LOC100287902	1762.1644	0	-1762.1644	0	-8
SLC30A9	1768.2371	6.8286	-1761.4085	0.00384695619998741	-8
MKI67IP	2338.192	577.7335	-1760.4585	0.198130404909179	-2.01691734404932
ST7OT4	2544.1204	784.828	-1759.2924	0.235758535638462	-1.69671852944659
TMEM219	2021.228	262.4622	-1758.7658	0.114928986427318	-2.9450505059641
IRAK1BP1	2288.4206	531.3343	-1757.0863	0.188432796056139	-2.10666048312298
PAPOLA	1763.4	6.5556	-1756.8444	0.00370382172298559	-8
KLHDC5	2053.2056	296.4813	-1756.7243	0.126179066666286	-2.79186508305509
OCIAD2	1755.99	0	-1755.99	0	-8
PDF	2753.8992	997.9392	-1755.96	0.265986722669079	-1.46445192762609
CCBL2	2415.6678	660.4997	-1755.1681	0.214715128483738	-1.8707922591451
FAS	1755.1374	0	-1755.1374	0	-8
SHFM1	1761.0945	6.1054	-1754.9891	0.00345484401623155	-8
WDR75	2061.6768	307.0897	-1754.5871	0.129641186668251	-2.7470861562255
NCSTN	3899.0664	2144.9513	-1754.1151	0.354888322051075	-0.862183831175411
HSPA13	2698.8	944.9313	-1753.8687	0.259330675673039	-1.51403671795521
UTP6	1946.787	193.7909	-1752.9961	0.0905320474438235	-3.32852231429194
PPP3CB	2183.0823	430.3275	-1752.7548	0.164661317180337	-2.34285957599434
PARD6B	2550.384	799.395	-1750.989	0.23864111632439	-1.67373402939712
ARMC1	1750.7086	0	-1750.7086	0	-8
URB2	2903.5258	1153.3589	-1750.1669	0.284296691991271	-1.33196433560651
NFKBID	2567.6168	819.0836	-1748.5332	0.241852984692712	-1.64834729216197
MSH3	1758.6526	10.7151	-1747.9375	0.00605589216984124	-7.35868140001638
TTC12	2152.064	405.309	-1746.755	0.15848646247536	-2.40862686638426
EPDR1	2275.8151	529.818	-1745.9971	0.188840800317048	-2.10281458608417
STX4	2910.4	1165.1395	-1745.2605	0.28588595448529	-1.32071475166907
ZSWIM7	2541.9375	797.953	-1743.9845	0.238915916554749	-1.67155288015389
SPRYD3	2143.9082	400.5428	-1743.3654	0.157418162110412	-2.42021481720385
C17orf48	1805.8062	62.9986	-1742.8076	0.0337106368733642	-4.84117949180089
SCO1	1805.8062	62.9986	-1742.8076	0.0337106368733642	-4.84117949180089
AAK1	3670.6	1929.0432	-1741.5568	0.344493949185905	-0.928130454525368
KIAA1919	2287.197	545.7804	-1741.4166	0.192652578167408	-2.06718814200878
NFIA	3725.3304	1984.0455	-1741.2849	0.347506546205865	-0.908923272699838
DDX60L	2421.1888	679.9444	-1741.2444	0.219256754272922	-1.83222689740171
CAT	2458.6925	717.5496	-1741.1429	0.225911494592934	-1.77674084803143
COX7C	1772.4168	32.0616	-1740.3552	0.0177677937292017	-5.78872767303252
BPNT1	2556.6	817.0119	-1739.5881	0.242177204793474	-1.64579746046859
KDM3A	2928.6236	1189.7444	-1738.8792	0.288887345667021	-1.29957111951319
NLRP1	2271.8	532.9956	-1738.8044	0.19003010415447	-2.09164030307938
C10orf118	2278.0502	540.8838	-1737.1664	0.191875297541553	-2.07440894606473
FH	2714.2882	977.2042	-1737.084	0.264717922756661	-1.47384194319081
TGS1	3907.7225	2170.9078	-1736.8147	0.357137659778388	-0.848029565539263
ACSL5	1736.3351	0	-1736.3351	0	-8
ATP1B3	1868.6	134.0036	-1734.5964	0.0669146904559644	-3.80161410880801
MST4	1736.62	3.0352	-1733.5848	0.00174471355013338	-8
BARD1	2628.099	895.1852	-1732.9138	0.254076920618552	-1.55376153303426
COX5B	2250.018	518.8233	-1731.1947	0.18737921165796	-2.11662136635054
SRXN1	1834.7615	104.7384	-1730.0231	0.0540027870071043	-4.13073016348868
MGA	3300.173	1570.3245	-1729.8485	0.322415625919118	-1.0714789387724
AKD1	1740.567	11.1746	-1729.3924	0.00637913719694731	-7.28319034846579
FIG4	1740.567	11.1746	-1729.3924	0.00637913719694731	-7.28319034846579
BRE	2045.0564	315.8736	-1729.1828	0.133792022635148	-2.69472136131929
RAI14	1729.0162	0	-1729.0162	0	-8
ALG8	1895.0685	166.437	-1728.6315	0.0807356565383891	-3.50920190314638
PRRC1	1736.3125	8.0155	-1728.297	0.00459517934700355	-7.75901839353755
COX7A2L	2285.4	557.323	-1728.077	0.196052517251945	-2.03586109581783
TMEM68	3898.9635	2170.9078	-1728.0557	0.357653019760073	-0.844792194094918
APOO	1952.95	225.5015	-1727.4485	0.103514583638883	-3.11444607819254
CXorf58	1952.391	225.5015	-1726.8895	0.103541152742847	-3.11403307121908
CCNO	1831.83	105.2405	-1726.5895	0.0543297210917207	-4.12152370966104
ERCC8	1866.8484	140.4734	-1726.375	0.069980508356956	-3.73223590314957
NDUFAF2	1866.8484	140.4734	-1726.375	0.069980508356956	-3.73223590314957
C1orf53	3815.0055	2088.7017	-1726.3038	0.35379493413901	-0.869078669762669
LOC100133091	2575.5736	849.4076	-1726.166	0.248003580282426	-1.6003648450897
LOC388789	1781.0172	55.209	-1725.8082	0.0300665571594611	-5.0116541691209
HSPB11	1758.7555	34.6007	-1724.1548	0.0192938246177753	-5.66760989981708
LOC100130557	3103.3614	1379.9146	-1723.4468	0.307791579193429	-1.16925273037636
NFYC	3103.3614	1379.9146	-1723.4468	0.307791579193429	-1.16925273037636
YTHDC2	1722.9823	0	-1722.9823	0	-8
MIR639	1963.722	240.8328	-1722.8892	0.109243281228482	-3.02748690769496
TECR	1963.722	240.8328	-1722.8892	0.109243281228482	-3.02748690769496
ZNF202	1721.9346	0	-1721.9346	0	-8
C15orf40	2638.0256	917.4752	-1720.5504	0.258043873875658	-1.52371749836416
ACVR1C	2139.4646	418.9199	-1720.5447	0.163743917304064	-2.3525034845917
PCMTD2	1720.2965	0	-1720.2965	0	-8
C20orf26	2640.48	921.2106	-1719.2694	0.258644195540174	-1.51919729707897
DOCK8	2968.1817	1249.2948	-1718.8869	0.296218556285969	-1.24846545620035
LLPH	1735.008	16.74	-1718.268	0.00955616903801232	-6.69549897687082
TMED9	1811.6725	93.651	-1718.0215	0.0491522830637422	-4.27388397002553
HNRNPA3	4203	2486.0389	-1716.9611	0.371658610028415	-0.757570585522653
AP3B1	3059.375	1342.5113	-1716.8637	0.304985455894215	-1.18830272320184
PITPNC1	2555.4	838.6575	-1716.7425	0.247095843249562	-1.60739548303778
ALG10	1716.6374	0	-1716.6374	0	-8
PDZD8	1885.9522	169.4336	-1716.5186	0.0824339644654546	-3.47650120516052
STAMBP	1716.1594	0	-1716.1594	0	-8
C13orf31	1715.4413	0	-1715.4413	0	-8
BDP1	1738.695	23.6292	-1715.0658	0.0134079756721266	-6.20129028295044
OTX1	1723.8126	8.976	-1714.8366	0.00518008948119811	-7.58531455266331
RPF2	1738.8	24.1176	-1714.6824	0.0136805032747986	-6.17186184215308
EDEM2	1739.4	24.9632	-1714.4368	0.0141485607951923	-6.12264304576044
CLU	1715.6274	1.5308	-1714.0966	0.00089147289981785	-8
RORB	1748.586	35.5639	-1713.0221	0.0199332466403187	-5.61963140171786
PTK6	2790.5976	1077.7639	-1712.8337	0.278609923090177	-1.37253293575456
ZFP161	2297.0773	585.4319	-1711.6454	0.203098016131223	-1.9722261413242
CCDC122	1711.2461	0	-1711.2461	0	-8
COPG2	1710.4735	0	-1710.4735	0	-8
LENG1	2251	540.8952	-1710.1048	0.193737644593536	-2.05714505686305
SCRN2	2209.779	499.8311	-1709.9479	0.184466060264538	-2.14438951761414
C11orf65	1903	193.2976	-1709.7024	0.0922090451279437	-3.29937993146744
TYW1B	3856.1402	2146.5492	-1709.591	0.357597912695599	-0.845138264980351
GOLGA7	1719.0516	9.6549	-1709.3967	0.0055850429208197	-7.47613581822418
PTTG1IP	3067.2	1357.9692	-1709.2308	0.30687396088719	-1.17547148382558
KDM1A	1708.347	0	-1708.347	0	-8
LYRM2	2047.6856	339.6196	-1708.066	0.142260654398105	-2.59200259541958
OSTM1	1707.5064	0	-1707.5064	0	-8
CDCA7	1707.4069	0	-1707.4069	0	-8
TRIM44	2844.7744	1137.5597	-1707.2147	0.285651497698297	-1.32237198555597
TAP2	2391.94	684.7799	-1707.1601	0.222568164232305	-1.80446894030822
ZMYM4	2239.6618	532.6005	-1707.0613	0.192117643413468	-2.07215520659949
RNU4ATAC	2489	783.9329	-1705.0671	0.239520003602885	-1.66676415170777
METAP2	1831.4	126.604	-1704.796	0.0646597249035242	-3.85455203572743
LMAN1	1826.902	123.2385	-1703.6635	0.0631946775116972	-3.88987431303264
PLAG1	1944.8253	241.5372	-1703.2881	0.110474452429549	-3.00932326058778
PSMD8	2569.4352	866.3589	-1703.0763	0.252156815799876	-1.56841456014208
GINS3	1708.4325	5.4516	-1702.9809	0.00318084519250747	-8
CCNA2	1844.28	142.4027	-1701.8773	0.0716786329291537	-3.69500929783186
PARP11	1701.3423	0	-1701.3423	0	-8
SLC25A10	2673.6	972.2594	-1701.3406	0.266674957350248	-1.45937045540552
DYNC1LI1	2259.4	558.6415	-1700.7585	0.198237499341298	-2.01594504869437
IPO8	1954.4466	254.9695	-1699.4771	0.115401304444192	-2.93836358316733
PDXDC1	4940.5434	3241.2463	-1699.2971	0.396153704610618	-0.608121075345898
GUSBP1	1699.0568	0	-1699.0568	0	-8
DISC1	2598.435	899.9493	-1698.4857	0.257247124050951	-1.52972733791324
SNRNP40	1701.8726	3.9386	-1697.934	0.00230893078905802	-8
PRPF18	1725.339	28.25	-1697.089	0.0161098182071169	-5.93248517722081
C22orf34	1697.0657	0	-1697.0657	0	-8
BTG3	2308.6539	612.6852	-1695.9687	0.209727518452069	-1.91383400168766
SERF2	2161.0268	465.0834	-1695.9434	0.177099727193474	-2.21615561144034
RBKS	2011.5686	315.8736	-1695.695	0.135717054541677	-2.67090166860341
EXOC4	1695.1358	1.0512	-1694.0846	0.000619742988243631	-8
ALKBH8	1875.0904	181.0851	-1694.0053	0.0880688929519878	-3.37222040226574
TMEM117	1871.5698	177.7065	-1693.8633	0.0867167106748856	-3.39668049726281
C1orf83	2460.8982	768.2826	-1692.6156	0.237918731586661	-1.67947599394784
SLC4A1AP	2171.5336	480.5594	-1690.9742	0.181200055955805	-2.17592760287106
SUPT7L	2171.5336	480.5594	-1690.9742	0.181200055955805	-2.17592760287106
MRPL12	2662.2	972.2594	-1689.9406	0.267511421368471	-1.45320577588571
TBL1X	2094.4116	404.538	-1689.8736	0.161883216852393	-2.37219786015031
KIAA0319L	4134.0055	2445.4423	-1688.5632	0.371678957617081	-0.757444883355362
C18orf56	2845.9932	1157.5576	-1688.4356	0.289132736869481	-1.29784823110813
CDAN1	1798.1124	110.0628	-1688.0496	0.0576796092937378	-4.03008436498095
IP6K1	2172.0757	485.8438	-1686.2319	0.182791013798574	-2.1605099206251
CEP152	1957.3528	271.5338	-1685.819	0.121824860896916	-2.8497001175213
GTF2F1	4105	2419.8738	-1685.1262	0.370869058034502	-0.762450411222896
GGH	1684.856	0	-1684.856	0	-8
ARL6IP1	4091	2407.1646	-1683.8354	0.370437615569172	-0.765118741701617
C15orf34	3034.6188	1350.8017	-1683.8171	0.308021021017255	-1.16769940059367
SYAP1	1690.7494	7.3968	-1683.3526	0.00435580870480999	-7.83654585876412
NUDT19	1708.9299	25.6738	-1683.2561	0.0148009600117883	-6.05665256272608
GOSR1	1688.673	5.472	-1683.201	0.00322994784980034	-8
FDX1	1915.3375	232.9216	-1682.4159	0.10842342061998	-3.03968229133733
RNF219	1687.9524	5.9994	-1681.953	0.00354165921368011	-8
PDE7A	2465.4	784.3693	-1681.0307	0.241361532955586	-1.6522167612812
ISOC1	2245.396	564.9542	-1680.4418	0.201026263559609	-1.9907640821315
C20orf7	1774.6736	94.6864	-1679.9872	0.0506517738691317	-4.22825267331268
ESF1	1774.6736	94.6864	-1679.9872	0.0506517738691317	-4.22825267331268
METTL5	1892.992	213.0781	-1679.9139	0.101173318020136	-3.15121408727284
SPRYD4	3101.6	1421.7219	-1679.8781	0.314309246927573	-1.12537335015901
CLNS1A	1679.2058	0	-1679.2058	0	-8
CSNK2A1	1837.808	158.8297	-1678.9783	0.0795485831004794	-3.532433436542
TMTC4	1678.508	0	-1678.508	0	-8
CASP6	1907.997	230.0976	-1677.8994	0.107618063298041	-3.05174106202371
PDE5A	2987.1433	1310.1189	-1677.0244	0.304872925836362	-1.18906869897492
BPTF	1750.489	75.2862	-1675.2028	0.0412351969727708	-4.53922874336189
HIATL1	1895.6	220.7043	-1674.8957	0.104287601740449	-3.10246792293322
HEXA	3025.145	1350.8017	-1674.3433	0.308687877756829	-1.16318839459901
MFSD6	2070.703	396.4054	-1674.2976	0.160676117839005	-2.38507212253014
FAM117B	1766.2	92.0256	-1674.1744	0.0495233732653344	-4.26246965822861
BEND6	2871.2	1197.3361	-1673.8639	0.294291624940971	-1.26182564529096
RG9MTD3	1912.7825	240.5535	-1672.229	0.111712013359736	-2.99124314046323
KCNMB4	2537.8272	866.3445	-1671.4827	0.254494948066221	-1.55058111109763
ILK	2973.6111	1302.4795	-1671.1316	0.304595861462804	-1.19095531286464
POLR3B	2396.9966	726.4241	-1670.5725	0.232573248938255	-1.72234389091757
C10orf131	1752.32	81.8558	-1670.4642	0.044628110347983	-4.42003780222649
ZC4H2	1773.7877	103.8048	-1669.9829	0.0552861177278882	-4.09488828609645
LOC728723	1669.8348	0	-1669.8348	0	-8
ZBED3	1669.8348	0	-1669.8348	0	-8
RUFY4	2863.5123	1195.1317	-1668.3806	0.294465762456623	-1.26061619274482
ZDHHC2	2185.266	519.1039	-1666.1621	0.191950036124866	-2.0737136697016
HNRNPD	4710.4	3044.244	-1666.156	0.392570439081407	-0.629765579202809
NAB1	1702.671	36.5575	-1666.1135	0.0210193772698642	-5.54148847132533
WDR61	1665.8642	0	-1665.8642	0	-8
FCHO1	1672.664	7.1492	-1665.5148	0.0042559494115179	-7.87015014221855
COPA	3810.1524	2144.9513	-1665.2011	0.360187061058231	-0.828903811907527
NEO1	1814.2175	149.8714	-1664.3461	0.0763058128376979	-3.59755042096888
DOCK7	1664.3426	0	-1664.3426	0	-8
PDCL	1842.1716	177.8886	-1664.283	0.0880610389729969	-3.37236149258052
TTLL11	1817.0768	152.832	-1664.2448	0.0775832871044588	-3.57160084541764
RRP8	2966.667	1302.4795	-1664.1875	0.305091310405956	-1.18758233165798
ZNF717	1663.7472	0	-1663.7472	0	-8
CDKN2AIP	3795.4	2132.5105	-1662.8895	0.359740670848522	-0.831699095280314
LOC100129250	2603.371	941.7599	-1661.6111	0.265648836831385	-1.46694972200358
DDOST	2660.2	999.4168	-1660.7832	0.273093292172011	-1.41237634014968
NAMPT	4405	2744.3002	-1660.6998	0.383855779339074	-0.682703712065689
TOE1	3201.8361	1541.5358	-1660.3003	0.324987336540068	-1.05453106468521
FIP1L1	1714.7104	55.9724	-1658.738	0.0316106306561514	-4.93710551849107
RFESD	2025.3384	366.7204	-1658.618	0.15330743541923	-2.46541055028686
USP9X	2828.2	1169.986	-1658.214	0.292629207345531	-1.2733928792041
GUSBP3	1717.8	59.7244	-1658.0756	0.0335997638063365	-4.84609781071537
SPOPL	1675.6497	17.7625	-1657.8872	0.010489176822985	-6.55974212079119
FAM13B	2443.9756	786.9106	-1657.065	0.243558748680161	-1.63495823450051
C10orf18	2691.8049	1035.037	-1656.7679	0.277724955276477	-1.37889150687499
ZFYVE27	1656.652	0	-1656.652	0	-8
EXOSC10	1991.366	335.0606	-1656.3054	0.144023714309319	-2.57126444915342
EXOSC8	1678.6651	22.512	-1656.1531	0.0132331901246496	-6.22047639198381
LOC100129361	1655.667	0	-1655.667	0	-8
PRH1	1655.667	0	-1655.667	0	-8
PRR4	1655.667	0	-1655.667	0	-8
ZCCHC17	1659.3009	3.9386	-1655.3623	0.00236802937881165	-8
SKIV2L	2436.87	782.3242	-1654.5458	0.24301864112454	-1.63919079115641
RDBP	2436.5888	782.3242	-1654.2646	0.243039870912945	-1.63902430330349
ERICH1	1653.4506	0	-1653.4506	0	-8
ZNFX1	2877.0672	1224.3325	-1652.7347	0.298515772554428	-1.23260350528153
RPL18A	1666.796	14.0811	-1652.7149	0.00837723352885229	-6.88717369260979
RPL18AP3	1666.796	14.0811	-1652.7149	0.00837723352885229	-6.88717369260979
WASH1	2163.2669	510.6129	-1652.654	0.19096329610628	-2.08290978220004
CTU1	1652.6375	0	-1652.6375	0	-8
ORC2	3488.0715	1835.5566	-1652.5149	0.34479429545426	-0.92621201229947
FAM175A	1670.8416	18.5346	-1652.307	0.0109712685664685	-6.49421017820813
ZNF140	1662.9435	12.0687	-1650.8748	0.0072051415506108	-7.10632506019457
ZFYVE16	2422.1164	772.2665	-1649.8499	0.241757649028236	-1.64909750304613
CALU	2973.5091	1324.5541	-1648.955	0.308174644802803	-1.16665972063133
LOC100302650	1964.6844	315.8736	-1648.8108	0.138507154827897	-2.63687831158021
POT1	2174.7588	526.6238	-1648.135	0.194946025046582	-2.04601077370124
ZNF573	1647.8968	0	-1647.8968	0	-8
CEP135	3290.2	1642.6958	-1647.5042	0.333008412624487	-1.00210994127771
LYST	3443	1796.1329	-1646.8671	0.342830184742975	-0.938772078558539
SNUPN	2228.3223	581.8514	-1646.4709	0.207051756266881	-1.93723526324904
RBM27	1653.0423	6.7122	-1646.3301	0.00404409206301293	-7.9441222234839
TMEM38B	1738.9764	93.0853	-1645.8911	0.0508090420753842	-4.22354118760164
YEATS4	1988.501	342.6801	-1645.8209	0.146998489306558	-2.53674696794636
TNIK	2621.655	976.7108	-1644.9442	0.27143177049982	-1.42447449023164
ROCK1	1797.5412	153.232	-1644.3092	0.0785493669894583	-3.55223532076901
TPBG	1643.2058	0	-1643.2058	0	-8
CLYBL	1959.6	317.9515	-1641.6485	0.139602331714563	-2.62368057656976
GDF9	2518.1198	876.537	-1641.5828	0.258210785844389	-1.52246002536368
UQCRQ	2518.1198	876.537	-1641.5828	0.258210785844389	-1.52246002536368
TMEM192	2325.951	684.5796	-1641.3714	0.227394998077747	-1.76453049759349
C1orf25	3708.8833	2067.6522	-1641.2311	0.357939841276835	-0.842991343988586
AEBP2	1765.917	125.316	-1640.601	0.0662615341420121	-3.81677500551806
DMAP1	2329.5508	689.1129	-1640.4379	0.228284091401106	-1.75723952167315
MGST3	4452.8	2812.4443	-1640.3557	0.387109391490111	-0.662888289509199
C1orf26	3706.8772	2067.6522	-1639.225	0.358064191343454	-0.842210792730997
NRBF2	2494.5514	855.4574	-1639.094	0.255359747114694	-1.54401247784752
RTN3	1799.9754	161.2992	-1638.6762	0.0822420277099392	-3.48016600133763
GUSBP4	2148.0925	509.991	-1638.1015	0.191864175824424	-2.07451242656836
AP3M2	3198.6	1560.6692	-1637.9308	0.327922026348079	-1.03527581235736
ALDH18A1	1672.6952	35.0112	-1637.684	0.0205018848673285	-5.57821425931216
DNAJC2	1795.5768	158.4051	-1637.1717	0.0810678440777778	-3.5027566707535
MORF4L2	1721.1229	84.433	-1636.6899	0.046762883386773	-4.34939933356194
