GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
NM_007065	chr19(.):10496808-10519271	0.1163
NM_001111307	chr19(.):10526332-10585307	0.1235
NM_001111309	chr19(.):10538110-10585307	0.1101
NM_001111308	chr19(.):10536520-10585307	0.1105
NR_031592	chr19(.):10509133-10519214	0.1252
NM_006202	chr19(.):10558632-10585307	0.0965
NM_005370	chr19(.):16217489-16249445	0.1706
NM_032493	chr19(.):16303664-16351156	0.1017
NM_054113	chr19(.):16267178-16289286	0.1527
NM_014077	chr19(.):16291234-16307857	0.1419
NM_016270	chr19(.):16430650-16443339	0.1771
NM_024881	chr19(.):16655647-16688193	0.1221
NM_004831	chr19(.):16680717-16744015	0.1552
NM_015925	chr19(.):35734558-35763867	0.1211
NM_152481	chr19(.):35710703-35724628	0.1078
NM_003407	chr19(.):39892486-39905045	0.2152
NM_003169	chr19(.):39931287-39972308	0.1227
NM_001130825	chr19(.):39931185-39972308	0.1227
NM_019088	chr19(.):39871269-39886679	0.1511
NM_017592	chr19(.):39876962-39896203	0.1884
NM_001020	chr19(.):39918846-39931618	0.1748
NM_022835	chr19(.):39898749-39924055	0.142
NM_015600	chr20(.):25270378-25376477	0.1392
NM_001191	chr20(.):30247260-30315656	0.2008
NM_031483	chr20(.):32946061-33104197	0.1251
NM_015568	chr20(.):37429347-37556667	0.1427
NM_000022	chr20(.):43243162-43285376	0.1413
NM_001161841	chr20(.):46281149-46420360	0.1255
NM_018837	chr20(.):46281149-46419808	0.1255
NM_183425	chr20(.):55961462-55989386	0.1377
NM_080618	chr20(.):56067223-56105154	0.1183
NM_199170	chr20(.):56218451-56290625	0.1123
NM_020182	chr20(.):56218451-56290031	0.1126
NM_199171	chr20(.):56218451-56291541	0.1124
NM_002862	chr20(.):25223705-25283648	0.1338
NM_012112	chr20(.):30321903-30394603	0.1174
NR_030374	chr20(.):33049129-33059223	0.1113
NM_030919	chr20(.):37549954-37586703	0.1208
NM_001008901	chr20(.):42349800-42360642	0.1238
NR_034104	chr20(.):43280091-43305380	0.1192
NM_001015885	chr20(.):55921617-55958519	0.1224
NM_003610	chr20(.):55921144-55958519	0.1226
NM_001190472	chr20(.):55928495-55939878	0.1188
NM_001160419	chr20(.):56182946-56200632	0.1493
NM_001160418	chr20(.):56173901-56200632	0.1316
NM_175573	chr20(.):60873026-60888918	0.104
NM_005560	chr20(.):60879120-60947368	0.1019
NM_001024	chr20(.):60957120-60968576	0.1463
NR_024470	chr20(.):61289378-61302973	0.1075
NM_016354	chr20(.):61268796-61308647	0.1294
NM_001389	chr21(.):41379342-42224039	0.1466
NM_001033515	chr21(.):9902193-9973585	0.2568
NM_001754	chr21(.):36155097-36426595	0.1744
NM_001001890	chr21(.):36155097-36265987	0.1854
NM_016818	chr21(.):43634266-43722354	0.1782
NM_173568	chr21(.):43486425-43568105	0.182
NM_080860	chr21(.):43887596-43921401	0.1987
NM_207174	chr21(.):43635007-43722354	0.1785
NM_207629	chr21(.):43631186-43722354	0.1778
NM_207627	chr21(.):43614798-43722354	0.1772
NM_207628	chr21(.):43614921-43722354	0.1772
NM_001199527	chr21(.):43478067-43568105	0.2008
NM_003683	chr21(.):45204417-45228983	0.1736
NM_001100421	chr21(.):19156283-19196703	0.1512
NM_001122607	chr21(.):36188573-36265987	0.1944
NR_026812	chr21(.):36405232-36416723	0.1363
NR_027273	chr21(.):43437112-43450060	0.1713
NR_027243	chr21(.):43517243-43533644	0.1977
NM_018964	chr21(.):43914741-44006550	0.1771
NM_000394	chr21(.):44584140-44597913	0.2426
NM_003681	chr21(.):45133977-45187188	0.1533
NM_000100	chr21(.):45188830-45201259	0.2145
NR_026961	chr21(.):45220638-45237448	0.1364
NM_005049	chr21(.):45522207-45556063	0.1724
NM_198155	chr21(.):45548493-45570605	0.2369
NM_001887	chr22(.):26990361-27018991	0.1689
NM_007194	chr22(.):29078730-29142822	0.1037
NM_001178126	chr22(.):23224959-23243013	0.1924
NM_001024938	chr22(.):24194058-24232725	0.1175
NM_002415	chr22(.):24231564-24242409	0.1546
NM_001024939	chr22(.):24195040-24232725	0.1185
NM_001002862	chr22(.):24171689-24186199	0.1537
NM_000675	chr22(.):24818529-24843325	0.1577
NR_028484	chr22(.):24820177-24895783	0.1373
NM_001008566	chr22(.):26916713-26966370	0.1358
NM_003595	chr22(.):26916713-26991089	0.1463
NR_003491	chr22(.):27048445-27077440	0.1722
NM_001886	chr22(.):27012927-27031636	0.1354
NM_172002	chr22(.):29133042-29158496	0.1246
NM_173510	chr22(.):29163661-29190283	0.1397
NM_001079539	chr22(.):29185547-29201560	0.1971
NM_005488	chr22(.):35690796-35748987	0.1364
NM_001135729	chr22(.):35690267-35748987	0.136
NR_037471	chr22(.):35726632-35736751	0.0831
NR_002821	chr22(.):38735669-38799931	0.148
NM_004981	chr22(.):38817332-38845033	0.0985
NM_015703	chr22(.):42899340-42920829	0.1604
NR_027786	chr22(.):42891584-42913566	0.1328
NM_014509	chr22(.):42944924-42975388	0.1456
NR_002184	chr22(.):42964265-42983017	0.1124
