#MOLP-2 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/MOLP-2.H3K27ac_ROSE/MOLP-2_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by MOLP.2.jin.bam
#Using cutoff of 10334.3472 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuperStretch
6_MACS_peak_28086_lociStitched	chr8	126616120	126621032	6	3959	12745.6576	306	1
3_MACS_peak_13355_lociStitched	chr19	659828	664033	3	3938	12895.894	307	1
2_MACS_peak_1524_lociStitched	chr1	143117723	143121669	2	3669	14847.2196	308	1
2_MACS_peak_9145_lociStitched	chr15	64453943	64458156	2	3917	13018.5913	309	1
3_MACS_peak_6227_lociStitched	chr12	28012349	28016558	3	3764	14159.9178	310	1
6_MACS_peak_10484_lociStitched	chr16	56963518	56968508	6	3851	13427.591	311	1
4_MACS_peak_24140_lociStitched	chr6	26195701	26200600	4	3913	12897.1074	312	1
3_MACS_peak_13377_lociStitched	chr19	923455	927619	3	3953	12522.3972	313	1
4_MACS_peak_12310_lociStitched	chr17	62205095	62209083	4	3761	13991.1004	314	1
3_MACS_peak_586_lociStitched	chr1	28831754	28835975	3	3929	12690.4365	315	1
3_MACS_peak_14646_lociStitched	chr19	42771871	42775950	3	3628	14860.2049	316	1
2_MACS_peak_5437_lociStitched	chr11	111247440	111251319	2	3511	15545.4804	317	1
1_MACS_peak_8630_lociStitched	chr14	106051768	106055809	1	4042	11477.2482	318	1
5_MACS_peak_18641_lociStitched	chr21	42161440	42165920	5	4011	11738.944	319	1
4_MACS_peak_29344_lociStitched	chr9	134127520	134132476	4	4017	11585.6412	320	1
2_MACS_peak_22831_lociStitched	chr5	55774861	55778428	2	3540	15076.6389	321	1
1_MACS_peak_24727_lociStitched	chr6	41672686	41676057	1	3372	16076.9732	322	1
5_MACS_peak_1689_lociStitched	chr1	150549146	150553210	5	3350	16143.8336	323	1
2_MACS_peak_24816_lociStitched	chr6	43681717	43685310	2	3297	16431.8669	324	1
4_MACS_peak_12090_lociStitched	chr17	48225651	48230017	4	4091	10536.0312	326	1
3_MACS_peak_16028_lociStitched	chr2	68991400	68995559	3	3787	13235.1857	327	1
3_MACS_peak_12505_lociStitched	chr17	73779861	73783425	3	3415	15683.382	328	1
1_MACS_peak_11016_lociStitched	chr17	3816654	3820485	1	3832	12733.8609	329	1
2_MACS_peak_24611_lociStitched	chr6	36633547	36637229	2	3672	13893.2906	330	1
3_MACS_peak_6145_lociStitched	chr12	24713220	24717038	3	3589	14454.948	331	1
4_MACS_peak_28628_lociStitched	chr9	37033641	37037999	4	3866	12330.961	332	1
4_MACS_peak_9568_lociStitched	chr15	89179288	89183371	4	3602	14297.4411	333	1
4_MACS_peak_16247_lociStitched	chr2	87795992	87800905	4	3975	11282.2132	334	1
6_MACS_peak_28916_lociStitched	chr9	96028244	96033201	6	4045	10572.7853	335	1
3_MACS_peak_1970_lociStitched	chr1	156718114	156722379	3	3943	11492.0425	336	1
3_MACS_peak_12915_lociStitched	chr18	13369194	13373224	3	3725	13292.552	337	1
3_MACS_peak_799_lociStitched	chr1	39973921	39978089	3	3809	12541.512	338	1
2_MACS_peak_12651_lociStitched	chr17	77784192	77787909	2	3598	14079.996	339	1
4_MACS_peak_19491_lociStitched	chr22	44419480	44423562	4	3857	12012.9178	340	1
4_MACS_peak_18718_lociStitched	chr21	44778819	44783180	4	3974	10932.1548	341	1
3_MACS_peak_5475_lociStitched	chr11	115091183	115095235	3	3813	12365.8936	342	1
2_MACS_peak_24464_lociStitched	chr6	33289373	33292827	2	3306	15806.1948	343	1
2_MACS_peak_15184_lociStitched	chr19	58896449	58899516	2	2969	17499.9953	344	1
3_MACS_peak_24805_lociStitched	chr6	43596138	43599532	3	3119	16753.1234	345	1
3_MACS_peak_26883_lociStitched	chr7	134854026	134857733	3	3590	13990.5887	346	1
1_MACS_peak_17805_lociStitched	chr20	25274932	25278776	1	3845	11829.91	347	1
2_MACS_peak_24460_lociStitched	chr6	33280088	33283782	2	3496	14443.54	348	1
2_MACS_peak_17796_lociStitched	chr20	25036058	25039675	2	3426	14822.466	349	1
2_MACS_peak_11781_lociStitched	chr17	39821352	39824854	2	3387	15034.086	350	1
1_MACS_peak_24368_lociStitched	chr6	31631398	31634768	1	3371	15089.512	351	1
4_MACS_peak_19534_lociStitched	chr22	46464699	46468716	4	3413	14828.7555	352	1
2_MACS_peak_19355_lociStitched	chr22	39915054	39918195	2	3057	16781.4207	353	1
6_MACS_peak_3062_lociStitched	chr10	22610080	22614460	6	3956	10391.988	354	1
5_MACS_peak_9114_lociStitched	chr15	63765037	63769101	5	3671	12847.5232	355	1
3_MACS_peak_18450_lociStitched	chr21	9967605	9970832	3	2832	17642.6544	356	1
1_MACS_peak_13949_lociStitched	chr19	13213200	13216669	1	3470	14226.7159	358	1
3_MACS_peak_15666_lociStitched	chr2	43445739	43449627	3	3751	12146.112	359	1
3_MACS_peak_23784_lociStitched	chr6	326651	330280	3	3465	14214.4301	360	1
5_MACS_peak_27283_lociStitched	chr8	22297370	22302136	5	3705	12378.2552	361	1
5_MACS_peak_16730_lociStitched	chr2	149876668	149881103	5	3872	10910.987	362	1
3_MACS_peak_28882_lociStitched	chr9	93795548	93799441	3	3617	13027.9245	363	1
4_MACS_peak_5269_lociStitched	chr11	82679505	82683632	4	3495	13881.5772	364	1
3_MACS_peak_6614_lociStitched	chr12	57913139	57916862	3	3430	14281.8003	365	1
4_MACS_peak_18302_lociStitched	chr20	55964431	55968391	4	3700	12230.46	367	1
2_MACS_peak_3439_lociStitched	chr10	74078411	74081913	2	3457	14003.0972	368	1
6_MACS_peak_26393_lociStitched	chr7	92395178	92400231	6	3897	10408.1694	370	1
1_MACS_peak_12389_lociStitched	chr17	66394332	66398065	1	3734	11877.6594	371	1
5_MACS_peak_5996_lociStitched	chr12	9891932	9896399	5	3784	11389.9566	372	1
5_MACS_peak_10287_lociStitched	chr16	29815967	29820255	5	3613	12777.3824	373	1
5_MACS_peak_221_lociStitched	chr1	14025941	14030197	5	3853	10728.0992	374	1
4_MACS_peak_25599_lociStitched	chr6	158181417	158186077	4	3725	11877.874	375	1
5_MACS_peak_14905_lociStitched	chr19	49375620	49380245	5	3787	11329.8625	376	1
3_MACS_peak_5924_lociStitched	chr12	7052224	7056203	3	3557	13158.553	377	1
2_MACS_peak_4837_lociStitched	chr11	64630152	64634112	2	3530	13347.576	378	1
6_MACS_peak_4012_lociStitched	chr10	125850212	125855136	6	3781	11227.7048	379	1
3_MACS_peak_24581_lociStitched	chr6	36097600	36100564	3	2870	16982.5344	380	1
3_MACS_peak_24714_lociStitched	chr6	41039058	41042475	3	3228	15076.8291	381	1
4_MACS_peak_5188_lociStitched	chr11	73691247	73695066	4	3803	10858.1808	382	1
3_MACS_peak_3244_lociStitched	chr10	45913933	45917868	3	3548	12953.233	383	1
2_MACS_peak_17109_lociStitched	chr2	201980755	201984467	2	3484	13347.6096	384	1
2_MACS_peak_24819_lociStitched	chr6	43691330	43694157	2	2821	17028.4345	385	1
3_MACS_peak_5029_lociStitched	chr11	66884771	66888698	3	3633	12074.7396	386	1
6_MACS_peak_18267_lociStitched	chr20	52353611	52358159	6	3801	10589.5632	387	1
2_MACS_peak_14820_lociStitched	chr19	47614140	47617125	2	2934	16330.935	388	1
4_MACS_peak_25901_lociStitched	chr7	26238852	26242632	4	3573	12447.162	389	1
7_MACS_peak_21104_lociStitched	chr3	177075090	177079480	7	3655	11774.419	390	1
2_MACS_peak_13496_lociStitched	chr19	2087275	2090869	2	3282	14401.8768	391	1
5_MACS_peak_24128_lociStitched	chr6	26122310	26126604	5	3710	11217.6456	392	1
2_MACS_peak_8725_lociStitched	chr15	31726744	31730520	2	3673	11537.1904	393	1
1_MACS_peak_18974_lociStitched	chr22	23497984	23501464	1	3481	12933.42	395	1
3_MACS_peak_28364_lociStitched	chr9	3524864	3528783	3	3420	13304.6131	397	1
1_MACS_peak_13572_lociStitched	chr19	3178192	3181375	1	3184	14740.1547	398	1
2_MACS_peak_6608_lociStitched	chr12	57847683	57851257	2	3523	12493.9892	399	1
4_MACS_peak_25886_lociStitched	chr7	25987720	25991974	4	3561	12171.1194	400	1
5_MACS_peak_7618_lociStitched	chr13	46274211	46278153	5	3579	11868.5736	401	1
1_MACS_peak_2277_lociStitched	chr1	179049654	179052800	1	3147	14687.101	402	1
1_MACS_peak_2119_lociStitched	chr1	162600050	162603584	1	3535	12073.911	403	1
3_MACS_peak_1663_lociStitched	chr1	150131093	150134808	3	3442	12709.758	404	1
3_MACS_peak_19596_lociStitched	chr22	50353137	50356751	3	3405	12885.3556	407	1
4_MACS_peak_28878_lociStitched	chr9	93733359	93737262	4	3591	11432.6676	408	1
3_MACS_peak_28213_lociStitched	chr8	143718428	143721802	3	3205	14179.5724	409	1
2_MACS_peak_5039_lociStitched	chr11	67054309	67057899	2	3374	13051.804	410	1
3_MACS_peak_11384_lociStitched	chr17	20944022	20947919	3	3430	12631.3461	411	1
5_MACS_peak_5871_lociStitched	chr12	6552279	6556727	5	3526	11851.2512	412	1
3_MACS_peak_19212_lociStitched	chr22	37765526	37768855	3	3316	13371.5943	413	1
5_MACS_peak_24521_lociStitched	chr6	34450972	34454478	5	3294	13511.0722	414	1
3_MACS_peak_24234_lociStitched	chr6	27804268	27807644	3	3225	13902.368	415	1
2_MACS_peak_13652_lociStitched	chr19	5717959	5721416	2	3444	12385.0482	416	1
4_MACS_peak_10016_lociStitched	chr16	14394985	14399399	4	3616	10952.8996	417	1
5_MACS_peak_26613_lociStitched	chr7	104582999	104586672	5	3461	12049.6438	421	1
3_MACS_peak_24390_lociStitched	chr6	31800621	31804349	3	3419	12338.5616	422	1
3_MACS_peak_14576_lociStitched	chr19	41221806	41225733	3	3618	10578.1599	425	1
2_MACS_peak_12394_lociStitched	chr17	66455463	66459230	2	3602	10639.8915	428	1
1_MACS_peak_11301_lociStitched	chr17	18085296	18088468	1	3173	13826.748	429	1
4_MACS_peak_15901_lociStitched	chr2	64551891	64555730	4	3468	11682.8448	432	1
4_MACS_peak_15742_lociStitched	chr2	47546589	47550376	4	3602	10474.0846	433	1
3_MACS_peak_3433_lociStitched	chr10	74031870	74035518	3	3371	12034.3872	435	1
4_MACS_peak_7095_lociStitched	chr12	112449484	112453073	4	3263	12754.5882	436	1
4_MACS_peak_28979_lociStitched	chr9	100744858	100748405	4	3242	12706.7728	438	1
2_MACS_peak_15740_lociStitched	chr2	47536113	47539335	2	3206	12947.607	439	1
2_MACS_peak_10245_lociStitched	chr16	28833544	28836656	2	3058	13831.9064	440	1
3_MACS_peak_1863_lociStitched	chr1	155106270	155109763	3	3037	13944.7546	441	1
1_MACS_peak_22462_lociStitched	chr4	186315499	186318485	1	2987	14183.2014	443	1
3_MACS_peak_28537_lociStitched	chr9	33288714	33291583	3	2866	14814.0815	444	1
2_MACS_peak_14256_lociStitched	chr19	19771978	19775237	2	3252	12481.3182	445	1
2_MACS_peak_6716_lociStitched	chr12	69200735	69204086	2	3003	14019.5787	447	1
3_MACS_peak_4100_lociStitched	chr11	206425	209697	3	3168	12950.9032	448	1
2_MACS_peak_10134_lociStitched	chr16	21529453	21532415	2	2960	14209.3064	449	1
6_MACS_peak_26556_lociStitched	chr7	101948060	101951956	6	3431	10997.2392	450	1
3_MACS_peak_12824_lociStitched	chr18	2654250	2657445	3	3048	13676.517	451	1
4_MACS_peak_16243_lociStitched	chr2	87783235	87787061	4	3447	10834.4668	452	1
5_MACS_peak_15089_lociStitched	chr19	55894686	55898404	5	3425	10991.1516	453	1
2_MACS_peak_14078_lociStitched	chr19	16491555	16494991	2	3381	11273.8596	454	1
3_MACS_peak_15896_lociStitched	chr2	64499207	64503002	3	3423	10807.0215	458	1
1_MACS_peak_9476_lociStitched	chr15	81291824	81294990	1	3167	12693.4438	459	1
3_MACS_peak_15362_lociStitched	chr2	20422035	20425774	3	3356	11287.6671	460	1
3_MACS_peak_15949_lociStitched	chr2	65214849	65218117	3	3084	13097.8172	462	1
2_MACS_peak_12122_lociStitched	chr17	48904984	48908382	2	3382	10865.7846	463	1
3_MACS_peak_21921_lociStitched	chr4	103747321	103750601	3	2968	13722.536	464	1
6_MACS_peak_4065_lociStitched	chr10	134232060	134236237	6	3407	10626.7057	465	1
3_MACS_peak_13506_lociStitched	chr19	2255254	2259070	3	3311	11239.6464	468	1
1_MACS_peak_9661_lociStitched	chr15	93361080	93364436	1	3357	10774.1024	471	1
2_MACS_peak_1985_lociStitched	chr1	157479605	157482923	2	3254	11579.4882	472	1
3_MACS_peak_22723_lociStitched	chr5	37798840	37802287	3	3189	12016.5867	473	1
1_MACS_peak_11229_lociStitched	chr17	16118085	16121085	1	3001	13241.1	474	1
2_MACS_peak_11292_lociStitched	chr17	17860472	17863836	2	3243	11604.118	475	1
5_MACS_peak_14963_lociStitched	chr19	50178477	50182144	5	3250	11541.1491	476	1
3_MACS_peak_11738_lociStitched	chr17	38251696	38255374	3	3334	10842.744	477	1
2_MACS_peak_18127_lociStitched	chr20	45984629	45987807	2	3057	12847.7006	478	1
3_MACS_peak_19292_lociStitched	chr22	39266918	39270347	3	3091	12579.6294	479	1
3_MACS_peak_3219_lociStitched	chr10	43902536	43905857	3	3182	11882.538	482	1
5_MACS_peak_10003_lociStitched	chr16	12056726	12060319	5	3290	11048.8343	484	1
1_MACS_peak_5753_lociStitched	chr11	130716121	130719470	1	3350	10478.6861	488	1
2_MACS_peak_19330_lociStitched	chr22	39539945	39543090	2	3093	12404.509	489	1
2_MACS_peak_5087_lociStitched	chr11	67775185	67778323	2	3087	12426.48	491	1
3_MACS_peak_28467_lociStitched	chr9	20620638	20624270	3	3350	10415.1232	492	1
2_MACS_peak_16194_lociStitched	chr2	85764716	85767539	2	2775	14241.7527	493	1
5_MACS_peak_484_lociStitched	chr1	26437052	26441150	5	3345	10388.8398	495	1
3_MACS_peak_11482_lociStitched	chr17	27275866	27279481	3	3317	10594.842	496	1
5_MACS_peak_17962_lociStitched	chr20	34328992	34332673	5	3254	10967.9076	499	1
2_MACS_peak_5102_lociStitched	chr11	68038125	68041204	2	2932	13160.2618	501	1
3_MACS_peak_18965_lociStitched	chr22	23478205	23481583	3	3257	10905.1974	503	1
4_MACS_peak_24157_lociStitched	chr6	26271045	26274840	4	3309	10419.9315	504	1
3_MACS_peak_8512_lociStitched	chr14	100840868	100844166	3	3065	12185.7802	505	1
2_MACS_peak_1952_lociStitched	chr1	156468712	156471802	2	3050	12278.115	506	1
3_MACS_peak_15845_lociStitched	chr2	61763296	61766604	3	3211	11086.4312	508	1
4_MACS_peak_23776_lociStitched	chr6	304366	307832	4	3193	11167.7986	510	1
1_MACS_peak_19345_lociStitched	chr22	39841796	39844774	1	2979	12600.5136	511	1
1_MACS_peak_24719_lociStitched	chr6	41167008	41169893	1	2886	13112.0365	512	1
1_MACS_peak_12587_lociStitched	chr17	75435215	75438455	1	3241	10653.444	513	1
3_MACS_peak_11029_lociStitched	chr17	4267858	4270990	3	3020	12217.932	516	1
4_MACS_peak_14180_lociStitched	chr19	18390219	18393860	4	2997	12345.5387	519	1
1_MACS_peak_24445_lociStitched	chr6	33167452	33170219	1	2768	13693.883	521	1
3_MACS_peak_1667_lociStitched	chr1	150205916	150209462	3	3078	11734.0686	522	1
3_MACS_peak_10944_lociStitched	chr17	1618563	1621885	3	3050	11861.5332	523	1
3_MACS_peak_7906_lociStitched	chr14	21149941	21153258	3	3164	10952.4023	525	1
1_MACS_peak_13601_lociStitched	chr19	4058842	4062012	1	3171	10807.798	526	1
1_MACS_peak_24599_lociStitched	chr6	36560672	36563608	1	2937	12296.8488	531	1
3_MACS_peak_5592_lociStitched	chr11	122566673	122569863	3	3130	10927.664	533	1
3_MACS_peak_2329_lociStitched	chr1	183439485	183442428	3	2898	12465.3708	535	1
2_MACS_peak_24643_lociStitched	chr6	37122556	37125423	2	2822	12875.4103	540	1
1_MACS_peak_7880_lociStitched	chr13	115045344	115048230	1	2887	12431.7336	542	1
3_MACS_peak_10305_lociStitched	chr16	30074915	30078090	3	3091	10998.5175	543	1
2_MACS_peak_22379_lociStitched	chr4	184424417	184427635	2	3145	10576.9224	544	1
2_MACS_peak_28130_lociStitched	chr8	128806294	128809436	2	3021	11470.8136	545	1
1_MACS_peak_8529_lociStitched	chr14	102289174	102292330	1	3157	10396.8108	547	1
2_MACS_peak_18757_lociStitched	chr21	45573000	45575885	2	2819	12708.1365	548	1
2_MACS_peak_15357_lociStitched	chr2	20411234	20414499	2	3092	10821.8425	550	1
2_MACS_peak_22249_lociStitched	chr4	153455750	153458963	2	3081	10893.9978	551	1
5_MACS_peak_5066_lociStitched	chr11	67272223	67276588	5	3105	10378.224	559	1
3_MACS_peak_11944_lociStitched	chr17	43224173	43227741	3	3064	10641.56	562	1
2_MACS_peak_7932_lociStitched	chr14	23024572	23027763	2	3097	10372.9837	563	1
3_MACS_peak_2064_lociStitched	chr1	161144861	161147880	3	2967	11278.3802	564	1
1_MACS_peak_24486_lociStitched	chr6	33537508	33540413	1	2906	11663.2845	568	1
4_MACS_peak_3761_lociStitched	chr10	104153422	104156913	4	2991	11027.0217	570	1
2_MACS_peak_24703_lociStitched	chr6	39960041	39962950	2	2804	12272.1983	571	1
1_MACS_peak_19205_lociStitched	chr22	37624832	37627750	1	2919	11363.2756	575	1
3_MACS_peak_1847_lociStitched	chr1	154945309	154948838	3	2930	11255.7455	577	1
2_MACS_peak_22615_lociStitched	chr5	14224463	14227532	2	3039	10412.5032	580	1
2_MACS_peak_10996_lociStitched	chr17	2905463	2908267	2	2800	12048.5076	582	1
2_MACS_peak_22429_lociStitched	chr4	185568564	185571491	2	2775	12128.0245	586	1
3_MACS_peak_18555_lociStitched	chr21	34702251	34705729	3	2974	10757.1062	587	1
1_MACS_peak_17403_lociStitched	chr2	232535516	232538333	1	2818	11673.3663	595	1
3_MACS_peak_26659_lociStitched	chr7	106064406	106067545	3	2933	10833.3168	597	1
3_MACS_peak_7663_lociStitched	chr13	50697559	50700679	3	2852	11252.904	604	1
3_MACS_peak_12026_lociStitched	chr17	46124404	46127412	3	2800	11582.304	606	1
1_MACS_peak_16238_lociStitched	chr2	87754360	87757325	1	2966	10353.4835	608	1
2_MACS_peak_2509_lociStitched	chr1	203273540	203276652	2	2921	10675.4048	609	1
3_MACS_peak_27863_lociStitched	chr8	101962855	101966011	3	2890	10851.2748	613	1
2_MACS_peak_6338_lociStitched	chr12	46660990	46663884	2	2886	10872.4686	614	1
3_MACS_peak_26956_lociStitched	chr7	139929300	139932263	3	2886	10644.2812	623	1
3_MACS_peak_13509_lociStitched	chr19	2269536	2272854	3	2845	10856.8278	626	1
1_MACS_peak_12699_lociStitched	chr17	79302096	79304903	1	2808	11091.0184	628	1
3_MACS_peak_4769_lociStitched	chr11	62647746	62650732	3	2783	11232.7348	630	1
3_MACS_peak_15579_lociStitched	chr2	37569842	37573359	3	2884	10521.8089	631	1
2_MACS_peak_22149_lociStitched	chr4	140476013	140478871	2	2778	11023.5918	642	1
3_MACS_peak_14940_lociStitched	chr19	49990264	49993406	3	2856	10392.7934	650	1
4_MACS_peak_16672_lociStitched	chr2	136873859	136876834	4	2831	10557.3825	653	1
2_MACS_peak_24535_lociStitched	chr6	34663022	34665933	2	2782	10550.3373	671	1
2_MACS_peak_21380_lociStitched	chr3	196727706	196730944	2	2789	10451.6164	672	1
