REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
6_MACS_peak_29462_lociStitched	chr9	139792440	139797923	6	4422	16482.4463	201	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	201	1
4_MACS_peak_23353_lociStitched	chr5	139014926	139020011	4	4421	15052.1085	202	1		CXXC5	CXXC5	202	1
6_MACS_peak_1162_lociStitched	chr1	66797902	66802782	6	4418	10749.664	203	1	PDE4B		PDE4B	203	1
5_MACS_peak_11849_lociStitched	chr17	40828066	40833016	5	4412	13729.32	204	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	204	1
3_MACS_peak_12290_lociStitched	chr17	62158816	62163485	3	4407	15084.1383	205	1	ERN1		ERN1	205	1
5_MACS_peak_7641_lociStitched	chr13	49549316	49554197	5	4402	11614.8276	206	1	FNDC3A		FNDC3A	206	1
4_MACS_peak_75_lociStitched	chr1	1837868	1842481	4	4397	13872.2136	207	1		CALML6,GNB1,TMEM52	CALML6	207	1
2_MACS_peak_12592_lociStitched	chr17	75446301	75451143	2	4394	12654.0828	208	1	SEPT9	SEPT9	SEPT9	208	1
4_MACS_peak_12816_lociStitched	chr18	2634569	2639429	4	4394	16367.994	209	1		SMCHD1,LOC645158	LOC645158	209	1
3_MACS_peak_11088_lociStitched	chr17	5844431	5848954	3	4393	20305.5562	210	1			WSCD1	210	1
3_MACS_peak_4018_lociStitched	chr10	125863440	125867933	3	4391	14622.4685	211	1		CHST15	CHST15	211	1
5_MACS_peak_22163_lociStitched	chr4	141662094	141667363	5	4381	11980.1253	212	1	TBC1D9		TBC1D9	212	1
2_MACS_peak_1947_lociStitched	chr1	156457745	156462323	2	4376	14836.3824	213	1	MEF2D		MEF2D	213	1
2_MACS_peak_1839_lociStitched	chr1	154913283	154917889	2	4369	18259.5658	214	1	PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PMVK,PYGO2,SHC1	PMVK	214	1
4_MACS_peak_27183_lociStitched	chr8	10822346	10827541	4	4364	12450.337	215	1	XKR6		MIR598	215	1
2_MACS_peak_24848_lociStitched	chr6	44229722	44234246	2	4347	28235.6412	216	1	NFKBIE	SLC29A1,HSP90AB1,TMEM151B,SLC35B2,TCTE1,AARS2	NFKBIE	216	1
4_MACS_peak_11038_lociStitched	chr17	4296904	4301571	4	4346	16909.0077	217	1		SPNS3,UBE2G1	UBE2G1	217	1
3_MACS_peak_1644_lociStitched	chr1	149811240	149815643	3	4344	18894.1536	218	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H3A	218	1
4_MACS_peak_16279_lociStitched	chr2	89050760	89055745	4	4343	15984.4025	219	1		ANKRD36BP2	ANKRD36BP2	219	1
5_MACS_peak_2456_lociStitched	chr1	200987384	200992591	5	4320	11524.1324	220	1	KIF21B		KIF21B	220	1
4_MACS_peak_5962_lociStitched	chr12	9799691	9804500	4	4318	15807.183	221	1	LOC374443	CLEC2D,KLRB1	LOC374443	221	1
6_MACS_peak_11351_lociStitched	chr17	19207595	19212216	6	4316	14997.9176	222	1	EPN2	MIR1180	MIR1180	222	1
4_MACS_peak_104_lociStitched	chr1	2477061	2481851	4	4315	12086.128	223	1	LOC115110	TNFRSF14,C1orf93,PANK4,HES5	LOC115110	223	1
3_MACS_peak_26619_lociStitched	chr7	104651614	104656102	3	4311	22190.4672	224	1	MLL5,LOC100216545		LOC100216545	224	1
4_MACS_peak_13841_lociStitched	chr19	11199052	11203635	4	4301	12964.8487	225	1	LDLR		LDLR	225	1
6_MACS_peak_20882_lociStitched	chr3	141119218	141123863	6	4291	12648.335	226	1	ZBTB38		ZBTB38	226	1
3_MACS_peak_1570_lociStitched	chr1	145452552	145457324	3	4291	14533.6032	227	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	POLR3GL	227	1
5_MACS_peak_814_lociStitched	chr1	40238816	40243642	5	4276	13410.9714	228	1	BMP8B	PPIE,OXCT2	OXCT2	228	1
5_MACS_peak_367_lociStitched	chr1	21618679	21623427	5	4269	11303.0888	229	1	ECE1	ECE1	ECE1	229	1
4_MACS_peak_12284_lociStitched	chr17	62151097	62155667	4	4255	14789.434	230	1	ERN1		ERN1	230	1
7_MACS_peak_26919_lociStitched	chr7	137708027	137713050	7	4236	10096.23	231	1		AKR1D1,CREB3L2	CREB3L2	231	1
5_MACS_peak_20860_lociStitched	chr3	141085342	141090185	5	4229	12686.7228	232	1	ZBTB38		ZBTB38	232	1
2_MACS_peak_18755_lociStitched	chr21	45562758	45567020	2	4213	15769.4	233	1	C21orf33	PWP2	C21orf33	233	1
3_MACS_peak_1835_lociStitched	chr1	154831167	154835562	3	4207	19141.104	234	1	KCNN3		KCNN3	234	1
7_MACS_peak_18933_lociStitched	chr22	23228796	23233784	7	4205	16460.4	235	1	IGLL5		IGLL5	235	1
2_MACS_peak_18716_lociStitched	chr21	44772287	44776690	2	4198	22353.5907	236	1			SIK1	236	1
4_MACS_peak_29315_lociStitched	chr9	132647029	132651646	4	4198	12135.3228	237	1	FNBP1	USP20,C9orf78	USP20	237	1
3_MACS_peak_18546_lociStitched	chr21	34608392	34612633	3	4190	11859.9565	238	1	IFNAR2	IL10RB	IFNAR2	238	1
4_MACS_peak_25865_lociStitched	chr7	25763742	25768458	4	4184	12369.1248	239	1			MIR148A	239	1
3_MACS_peak_19501_lociStitched	chr22	45348795	45353186	3	4179	11501.3463	240	1	PHF21B		PHF21B	240	1
6_MACS_peak_15882_lociStitched	chr2	64438625	64443379	6	4173	14863.381	241	1		LOC150992	LOC150992	241	1
2_MACS_peak_27046_lociStitched	chr7	150100905	150105091	2	4167	13619.9882	242	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	242	1
2_MACS_peak_8569_lociStitched	chr14	103574596	103579200	2	4167	13962.0904	243	1	C14orf73	TNFAIP2	C14orf73	243	1
4_MACS_peak_20310_lociStitched	chr3	55691607	55696281	4	4162	11636.8578	244	1	ERC2,C3orf51		C3orf51	244	1
5_MACS_peak_15114_lociStitched	chr19	56151094	56155597	5	4161	11667.273	245	1	ZNF580,ZNF581	ZNF524,ZNF865,CCDC106,U2AF2,EPN1,FIZ1,ZNF784	ZNF580	245	1
4_MACS_peak_14915_lociStitched	chr19	49465203	49469792	4	4154	13691.2815	246	1	FTL	DHDH,BAX,RUVBL2,GYS1	FTL	246	1
3_MACS_peak_26631_lociStitched	chr7	105446803	105450998	3	4150	9934.1795	247	1	ATXN7L1		ATXN7L1	247	1
3_MACS_peak_13693_lociStitched	chr19	6735640	6740279	3	4149	14403.1672	248	1	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	248	1
6_MACS_peak_13683_lociStitched	chr19	6575103	6579904	6	4133	12706.8067	249	1		TNFSF9,CD70	CD70	249	1
3_MACS_peak_9257_lociStitched	chr15	68498950	68503313	3	4128	14097.2893	250	1	CLN6	CALML4	CALML4	250	1
1_MACS_peak_24629_lociStitched	chr6	36971873	36975999	1	4127	19073.6728	251	1	FGD2	PI16,MTCH1	FGD2	251	1
1_MACS_peak_25115_lociStitched	chr6	90060825	90064945	1	4121	21240.66	252	1	UBE2J1	GABRR2	UBE2J1	252	1
3_MACS_peak_13493_lociStitched	chr19	2081704	2085960	3	4120	11818.4864	253	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	253	1
1_MACS_peak_24898_lociStitched	chr6	52399435	52403538	1	4104	18340.41	254	1	TRAM2		TRAM2	254	1
2_MACS_peak_12669_lociStitched	chr17	77964958	77969211	2	4099	16952.0327	255	1	TBC1D16	CCDC40	TBC1D16	255	1
4_MACS_peak_12090_lociStitched	chr17	48225651	48230017	4	4091	10536.0312	256	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	256	1
1_MACS_peak_26840_lociStitched	chr7	129588776	129592852	1	4077	15847.488	257	1	UBE2H		UBE2H	257	1
2_MACS_peak_4865_lociStitched	chr11	64899628	64903890	2	4066	18047.8652	258	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	258	1
4_MACS_peak_11465_lociStitched	chr17	27052085	27056559	4	4056	13953.5112	259	1	NEK8,TLCD1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,TRAF4,PROCA1,RAB34	TLCD1	259	1
3_MACS_peak_1654_lociStitched	chr1	149856343	149860749	3	4049	16147.99	260	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	260	1
2_MACS_peak_24761_lociStitched	chr6	42712634	42716865	2	4048	21634.7954	261	1	TBCC	LOC442211,PRPH2	TBCC	261	1
6_MACS_peak_28916_lociStitched	chr9	96028244	96033201	6	4045	10572.7853	262	1	WNK2		C9orf129	262	1
5_MACS_peak_13594_lociStitched	chr19	3983686	3988603	5	4044	12750.2727	263	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	263	1
1_MACS_peak_8630_lociStitched	chr14	106051768	106055809	1	4042	11477.2482	264	1			TMEM121	264	1
5_MACS_peak_11913_lociStitched	chr17	42294916	42299602	5	4040	14613.291	265	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	265	1
2_MACS_peak_26572_lociStitched	chr7	102064164	102068208	2	4036	20160.5532	266	1	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	266	1
4_MACS_peak_29344_lociStitched	chr9	134127520	134132476	4	4017	11585.6412	267	1		PPAPDC3,FAM78A	FAM78A	267	1
5_MACS_peak_18641_lociStitched	chr21	42161440	42165920	5	4011	11738.944	268	1	DSCAM		DSCAM	268	1
3_MACS_peak_24532_lociStitched	chr6	34639238	34643233	3	3995	17289.9605	269	1	C6orf106		C6orf106	269	1
4_MACS_peak_22031_lociStitched	chr4	113206054	113210877	4	3982	13003.7726	270	1	TIFA	ALPK1	TIFA	270	1
4_MACS_peak_16247_lociStitched	chr2	87795992	87800905	4	3975	11282.2132	271	1	NCRNA00152		NCRNA00152	271	1
4_MACS_peak_18718_lociStitched	chr21	44778819	44783180	4	3974	10932.1548	272	1			SIK1	272	1
5_MACS_peak_2929_lociStitched	chr10	6796200	6800947	5	3959	10266.8116	273	1			LOC439949	273	1
6_MACS_peak_28086_lociStitched	chr8	126616120	126621032	6	3959	12745.6576	274	1			TRIB1	274	1
6_MACS_peak_3062_lociStitched	chr10	22610080	22614460	6	3956	10391.988	275	1	BMI1	COMMD3,SPAG6	BMI1	275	1
3_MACS_peak_13377_lociStitched	chr19	923455	927619	3	3953	12522.3972	276	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	276	1
4_MACS_peak_26820_lociStitched	chr7	128577239	128581557	4	3947	9897.7196	277	1	IRF5	KCP	IRF5	277	1
4_MACS_peak_4129_lociStitched	chr11	502915	507283	4	3946	18309.7824	278	1	RNH1	LRRC56,HRAS	RNH1	278	1
2_MACS_peak_24415_lociStitched	chr6	32157038	32161013	2	3943	18566.43	279	1	PBX2,GPSM3	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER,NOTCH4	PBX2	279	1
3_MACS_peak_1970_lociStitched	chr1	156718114	156722379	3	3943	11492.0425	280	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	280	1
4_MACS_peak_24635_lociStitched	chr6	37068787	37073090	4	3942	15565.2419	281	1			PIM1	281	1
2_MACS_peak_17395_lociStitched	chr2	232476572	232480607	2	3938	17248.818	282	1		C2orf57	C2orf57	282	1
3_MACS_peak_13355_lociStitched	chr19	659828	664033	3	3938	12895.894	283	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	283	1
3_MACS_peak_586_lociStitched	chr1	28831754	28835975	3	3929	12690.4365	284	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	284	1
4_MACS_peak_10175_lociStitched	chr16	23345237	23349344	4	3921	10286.3922	285	1	SCNN1B		SCNN1B	285	1
5_MACS_peak_22835_lociStitched	chr5	55882782	55887836	5	3921	17589.9416	286	1			MAP3K1	286	1
2_MACS_peak_9145_lociStitched	chr15	64453943	64458156	2	3917	13018.5913	287	1	PPIB,CSNK1G1	SNX22	PPIB	287	1
4_MACS_peak_24140_lociStitched	chr6	26195701	26200600	4	3913	12897.1074	288	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	288	1
1_MACS_peak_15945_lociStitched	chr2	65163826	65167737	1	3912	16181.3714	289	1		SLC1A4,LOC400958	LOC400958	289	1
2_MACS_peak_3881_lociStitched	chr10	112600510	112604461	2	3903	13747.5045	290	1		PDCD4,LOC282997	LOC282997	290	1
6_MACS_peak_26393_lociStitched	chr7	92395178	92400231	6	3897	10408.1694	291	1	CDK6		CDK6	291	1
2_MACS_peak_11718_lociStitched	chr17	37909402	37913403	2	3888	26994.747	292	1		GRB7,C17orf37	GRB7	292	1
3_MACS_peak_24315_lociStitched	chr6	30582189	30586620	3	3873	19534.5066	293	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	293	1
5_MACS_peak_16730_lociStitched	chr2	149876668	149881103	5	3872	10910.987	294	1	KIF5C	LYPD6B	LYPD6B	294	1
4_MACS_peak_28628_lociStitched	chr9	37033641	37037999	4	3866	12330.961	295	1	PAX5	LOC100506710	PAX5	295	1
4_MACS_peak_19578_lociStitched	chr22	48492025	48496028	4	3861	16867.0408	296	1			MIR3201	296	1
4_MACS_peak_19491_lociStitched	chr22	44419480	44423562	4	3857	12012.9178	297	1	PARVB		PARVB	297	1
5_MACS_peak_221_lociStitched	chr1	14025941	14030197	5	3853	10728.0992	298	1	PRDM2	PRDM2	PRDM2	298	1
3_MACS_peak_9221_lociStitched	chr15	68074268	68078269	3	3851	15170.9918	299	1	MAP2K5	SKOR1	SKOR1	299	1
6_MACS_peak_10484_lociStitched	chr16	56963518	56968508	6	3851	13427.591	300	1	HERPUD1	CETP	HERPUD1	300	1
1_MACS_peak_10020_lociStitched	chr16	14399980	14403829	1	3850	15253.587	301	1	MIR365-1	MIR193B	MIR365-1	301	1
4_MACS_peak_15301_lociStitched	chr2	11886871	11891410	4	3848	9830.5662	302	1	LPIN1		LPIN1	302	1
1_MACS_peak_17805_lociStitched	chr20	25274932	25278776	1	3845	11829.91	303	1	PYGB,ABHD12		PYGB	303	1
2_MACS_peak_14371_lociStitched	chr19	35694734	35698711	2	3844	13744.1143	304	1		FXYD5,LSR,FAM187B	FAM187B	304	1
1_MACS_peak_9344_lociStitched	chr15	74917219	74921055	1	3837	13836.452	305	1	CLK3		CLK3	305	1
3_MACS_peak_16366_lociStitched	chr2	99102621	99106646	3	3837	15349.3375	306	1	INPP4A		INPP4A	306	1
2_MACS_peak_22401_lociStitched	chr4	185302496	185306496	2	3836	17152.8	307	1			IRF2	307	1
2_MACS_peak_9388_lociStitched	chr15	75493176	75497081	2	3835	14161.4825	308	1	C15orf39		C15orf39	308	1
1_MACS_peak_11016_lociStitched	chr17	3816654	3820485	1	3832	12733.8609	309	1	P2RX1	CAMKK1,ATP2A3	P2RX1	309	1
1_MACS_peak_12518_lociStitched	chr17	73871333	73875149	1	3817	14792.724	310	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	310	1
3_MACS_peak_5475_lociStitched	chr11	115091183	115095235	3	3813	12365.8936	311	1	CADM1		CADM1	311	1
3_MACS_peak_799_lociStitched	chr1	39973921	39978089	3	3809	12541.512	312	1	BMP8A	PPIEL	BMP8A	312	1
3_MACS_peak_25031_lociStitched	chr6	74229694	74234017	3	3807	17584.2348	313	1	EEF1A1		EEF1A1	313	1
4_MACS_peak_5615_lociStitched	chr11	122931760	122936133	4	3807	14112.5456	314	1	HSPA8	LOC341056	HSPA8	314	1
4_MACS_peak_5188_lociStitched	chr11	73691247	73695066	4	3803	10858.1808	315	1	UCP2	DNAJB13,UCP3	UCP2	315	1
6_MACS_peak_18267_lociStitched	chr20	52353611	52358159	6	3801	10589.5632	316	1			SUMO1P1	316	1
2_MACS_peak_28396_lociStitched	chr9	5625986	5629906	2	3794	15130.808	317	1	KIAA1432	KIAA1432	KIAA1432	317	1
7_MACS_peak_2557_lociStitched	chr1	205252922	205257229	7	3791	9157.1127	318	1		NUAK2	NUAK2	318	1
3_MACS_peak_16028_lociStitched	chr2	68991400	68995559	3	3787	13235.1857	319	1	ARHGAP25	ARHGAP25	ARHGAP25	319	1
5_MACS_peak_14905_lociStitched	chr19	49375620	49380245	5	3787	11329.8625	320	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	320	1
5_MACS_peak_16901_lociStitched	chr2	174853243	174857542	5	3784	9719.1792	321	1		SP3	SP3	321	1
5_MACS_peak_5996_lociStitched	chr12	9891932	9896399	5	3784	11389.9566	322	1		CLECL1,CD69	CLECL1	322	1
6_MACS_peak_4012_lociStitched	chr10	125850212	125855136	6	3781	11227.7048	323	1	CHST15		CHST15	323	1
1_MACS_peak_24809_lociStitched	chr6	43634996	43638761	1	3766	15105.933	324	1	RSPH9	MAD2L1BP,GTPBP2,MRPS18A	MRPS18A	324	1
2_MACS_peak_6244_lociStitched	chr12	31475752	31479640	2	3766	17961.3936	325	1	FLJ13224,FAM60A		FLJ13224	325	1
3_MACS_peak_6227_lociStitched	chr12	28012349	28016558	3	3764	14159.9178	326	1			KLHDC5	326	1
4_MACS_peak_12310_lociStitched	chr17	62205095	62209083	4	3761	13991.1004	327	1	ERN1	SNORD104,SNORA76	ERN1	327	1
3_MACS_peak_5527_lociStitched	chr11	118659311	118663608	3	3759	16983.4628	328	1	DDX6		DDX6	328	1
2_MACS_peak_5168_lociStitched	chr11	72851613	72855399	2	3758	14961.5148	329	1	FCHSD2		FCHSD2	329	1
3_MACS_peak_15666_lociStitched	chr2	43445739	43449627	3	3751	12146.112	330	1	ZFP36L2	LOC100129726	ZFP36L2	330	1
4_MACS_peak_15582_lociStitched	chr2	37574436	37578576	4	3751	9314.586	331	1	QPCT	PRKD3	QPCT	331	1
2_MACS_peak_8256_lociStitched	chr14	69259029	69263012	2	3745	9190.3742	332	1	ZFP36L1,C14orf181		ZFP36L1	332	1
5_MACS_peak_22684_lociStitched	chr5	32570858	32574991	5	3743	10060.9619	333	1		SUB1	SUB1	333	1
6_MACS_peak_2514_lociStitched	chr1	203292521	203297400	6	3742	9572.1101	334	1		BTG2,LOC730227,FMOD	BTG2	334	1
2_MACS_peak_4106_lociStitched	chr11	267592	271642	2	3741	25066.665	335	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	335	1
5_MACS_peak_13023_lociStitched	chr18	33183007	33187632	5	3739	8165.9	336	1		GALNT1	GALNT1	336	1
1_MACS_peak_12389_lociStitched	chr17	66394332	66398065	1	3734	11877.6594	337	1	ARSG	MIR635	MIR635	337	1
8_MACS_peak_29637_lociStitched	chrX	48771565	48776956	8	3726	9408.3732	338	1	PIM2	PQBP1,TIMM17B,SLC35A2,OTUD5	PIM2	338	1
3_MACS_peak_12915_lociStitched	chr18	13369194	13373224	3	3725	13292.552	339	1	C18orf1		C18orf1	339	1
4_MACS_peak_25599_lociStitched	chr6	158181417	158186077	4	3725	11877.874	340	1			SNX9	340	1
5_MACS_peak_24128_lociStitched	chr6	26122310	26126604	5	3710	11217.6456	341	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	341	1
5_MACS_peak_27283_lociStitched	chr8	22297370	22302136	5	3705	12378.2552	342	1	PPP3CC		PPP3CC	342	1
4_MACS_peak_18302_lociStitched	chr20	55964431	55968391	4	3700	12230.46	343	1	RBM38	RAE1,MTRNR2L3	RBM38	343	1
4_MACS_peak_4763_lociStitched	chr11	62606178	62610514	4	3696	15610.0336	344	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	344	1
3_MACS_peak_18133_lociStitched	chr20	46043026	46046806	3	3692	9846.522	345	1			ZMYND8	345	1
3_MACS_peak_22859_lociStitched	chr5	56110055	56113989	3	3683	14929.1366	346	1	MAP3K1		MAP3K1	346	1
3_MACS_peak_11110_lociStitched	chr17	7033949	7037700	3	3675	17655.957	347	1		ASGR2,ASGR1	ASGR2	347	1
2_MACS_peak_8725_lociStitched	chr15	31726744	31730520	2	3673	11537.1904	348	1			KLF13	348	1
6_MACS_peak_27040_lociStitched	chr7	150075312	150079953	6	3673	10114.5954	349	1	ZNF775	C7orf29,REPIN1,LOC728743,RARRES2	ZNF775	349	1
2_MACS_peak_24611_lociStitched	chr6	36633547	36637229	2	3672	13893.2906	350	1		CDKN1A,MIR3925	CDKN1A	350	1
5_MACS_peak_9114_lociStitched	chr15	63765037	63769101	5	3671	12847.5232	351	1		USP3	USP3	351	1
2_MACS_peak_1524_lociStitched	chr1	143117723	143121669	2	3669	14847.2196	352	1			LOC100130000	352	1
7_MACS_peak_21104_lociStitched	chr3	177075090	177079480	7	3655	11774.419	353	1			TBL1XR1	353	1
1_MACS_peak_10318_lociStitched	chr16	30195022	30198674	1	3653	18067.1744	354	1	CORO1A		CORO1A	354	1
3_MACS_peak_11408_lociStitched	chr17	21250268	21254382	3	3641	10329.0198	355	1		KCNJ12	KCNJ12	355	1
3_MACS_peak_5029_lociStitched	chr11	66884771	66888698	3	3633	12074.7396	356	1	KDM2A		KDM2A	356	1
5_MACS_peak_18019_lociStitched	chr20	37500787	37504999	5	3633	9486.2664	357	1	PPP1R16B	FAM83D	FAM83D	357	1
3_MACS_peak_14646_lociStitched	chr19	42771871	42775950	3	3628	14860.2049	358	1		ZNF526,CIC,PRR19,TMEM145,GSK3A,ERF,PAFAH1B3	ERF	358	1
6_MACS_peak_3838_lociStitched	chr10	111967890	111972070	6	3620	10056.662	359	1	MXI1	MXI1	MXI1	359	1
1_MACS_peak_11000_lociStitched	chr17	3459572	3463189	1	3618	21696.2128	360	1	TRPV3	TRPV1	TRPV3	360	1
3_MACS_peak_14576_lociStitched	chr19	41221806	41225733	3	3618	10578.1599	361	1	ITPKC,ADCK4	SNRPA,NUMBL,ADCK4,C19orf54	ITPKC	361	1
3_MACS_peak_28882_lociStitched	chr9	93795548	93799441	3	3617	13027.9245	362	1		LOC100129316	LOC100129316	362	1
4_MACS_peak_10016_lociStitched	chr16	14394985	14399399	4	3616	10952.8996	363	1	MIR193B	MIR365-1	MIR193B	363	1
5_MACS_peak_10287_lociStitched	chr16	29815967	29820255	5	3613	12777.3824	364	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	364	1
5_MACS_peak_21271_lociStitched	chr3	192608386	192612799	5	3606	9463.2372	365	1	C3orf59		C3orf59	365	1
2_MACS_peak_12394_lociStitched	chr17	66455463	66459230	2	3602	10639.8915	366	1		PRKAR1A,MIR635,WIPI1	WIPI1	366	1
4_MACS_peak_15742_lociStitched	chr2	47546589	47550376	4	3602	10474.0846	367	1		EPCAM	EPCAM	367	1
4_MACS_peak_9568_lociStitched	chr15	89179288	89183371	4	3602	14297.4411	368	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	368	1
2_MACS_peak_12651_lociStitched	chr17	77784192	77787909	2	3598	14079.996	369	1		CBX2,CBX8,CBX4	CBX8	369	1
4_MACS_peak_28878_lociStitched	chr9	93733359	93737262	4	3591	11432.6676	370	1			LOC100129316	370	1
3_MACS_peak_26883_lociStitched	chr7	134854026	134857733	3	3590	13990.5887	371	1	C7orf49	TMEM140,WDR91	C7orf49	371	1
3_MACS_peak_6145_lociStitched	chr12	24713220	24717038	3	3589	14454.948	372	1	SOX5	C12orf67	SOX5	372	1
3_MACS_peak_4933_lociStitched	chr11	65655257	65659205	3	3582	9365.0508	373	1	CCDC85B,FIBP	MUS81,CTSW,DRAP1,CFL1,EFEMP2,FOSL1,C11orf68	CCDC85B	373	1
5_MACS_peak_7618_lociStitched	chr13	46274211	46278153	5	3579	11868.5736	374	1	SPERT		SPERT	374	1
5_MACS_peak_24241_lociStitched	chr6	27859273	27863521	5	3578	9482.3856	375	1	HIST1H2BO,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,OR2B2	HIST1H2BO	375	1
4_MACS_peak_25901_lociStitched	chr7	26238852	26242632	4	3573	12447.162	376	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	376	1
4_MACS_peak_16782_lociStitched	chr2	158323943	158328157	4	3563	9624.3546	377	1		CYTIP	CYTIP	377	1
4_MACS_peak_25886_lociStitched	chr7	25987720	25991974	4	3561	12171.1194	378	1	MIR148A		MIR148A	378	1
3_MACS_peak_5924_lociStitched	chr12	7052224	7056203	3	3557	13158.553	379	1	C12orf57,PTPN6	LRRC23,ENO2,ATN1,PTPN6,MIR200C,MIR141,EMG1,SCARNA12,PHB2	C12orf57	379	1
3_MACS_peak_3244_lociStitched	chr10	45913933	45917868	3	3548	12953.233	380	1	ALOX5		ALOX5	380	1
7_MACS_peak_16973_lociStitched	chr2	182168813	182173845	7	3545	9190.4448	381	1			ITGA4	381	1
2_MACS_peak_22831_lociStitched	chr5	55774861	55778428	2	3540	15076.6389	382	1			ANKRD55	382	1
4_MACS_peak_20664_lociStitched	chr3	121795671	121799907	4	3536	9144.6768	383	1	CD86		CD86	383	1
1_MACS_peak_2119_lociStitched	chr1	162600050	162603584	1	3535	12073.911	384	1	DDR2		DDR2	384	1
2_MACS_peak_4837_lociStitched	chr11	64630152	64634112	2	3530	13347.576	385	1	EHD1	CDC42BPG,MIR192,MIR194-2	EHD1	385	1
5_MACS_peak_5871_lociStitched	chr12	6552279	6556727	5	3526	11851.2512	386	1	CD27,LOC678655	TAPBPL,NCAPD2,VAMP1,MRPL51	CD27	386	1
2_MACS_peak_6608_lociStitched	chr12	57847683	57851257	2	3523	12493.9892	387	1	INHBE	INHBC,GLI1,MARS,ARHGAP9	INHBE	387	1
1_MACS_peak_1838_lociStitched	chr1	154908178	154911688	1	3511	17209.179	388	1	PMVK	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	PMVK	388	1
2_MACS_peak_5437_lociStitched	chr11	111247440	111251319	2	3511	15545.4804	389	1	POU2AF1		POU2AF1	389	1
3_MACS_peak_24646_lociStitched	chr6	37135906	37139789	3	3505	26132.9783	390	1	PIM1		PIM1	390	1
2_MACS_peak_24460_lociStitched	chr6	33280088	33283782	2	3496	14443.54	391	1	TAPBP,ZBTB22	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,DAXX	TAPBP	391	1
4_MACS_peak_5269_lociStitched	chr11	82679505	82683632	4	3495	13881.5772	392	1			C11orf82	392	1
3_MACS_peak_3586_lociStitched	chr10	90144675	90148336	3	3487	8198.4434	393	1	RNLS		RNLS	393	1
8_MACS_peak_6664_lociStitched	chr12	65059458	65064081	8	3486	8214.1464	394	1	RASSF3	MIR548C,MIR548Z	MIR548Z	394	1
3_MACS_peak_4003_lociStitched	chr10	125825806	125829613	3	3485	9316.8711	395	1	CHST15		CHST15	395	1
