REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_15942_lociStitched	chr2	65157768	65162549	3	4699	16851.1126	194	1	LOC400958		LOC400958	194	1
2_MACS_peak_19355_lociStitched	chr22	39915054	39918195	2	3057	16781.4207	195	1	ATF4	MGAT3,SMCR7L,CACNA1I,RPS19BP1	ATF4	195	1
6_MACS_peak_318_lociStitched	chr1	17764563	17769605	6	4796	16767.171	196	1	RCC2		RCC2	196	1
8_MACS_peak_12293_lociStitched	chr17	62164443	62171408	8	6358	16762.6655	197	1	ERN1		ERN1	197	1
3_MACS_peak_24805_lociStitched	chr6	43596138	43599532	3	3119	16753.1234	198	1	MAD2L1BP,GTPBP2	MAD2L1BP,RSPH9	MAD2L1BP	198	1
1_MACS_peak_22400_lociStitched	chr4	185273182	185276608	1	3427	16737.723	199	1			IRF2	199	1
3_MACS_peak_1821_lociStitched	chr1	154375706	154381221	3	5073	16711.553	200	1	IL6R		IL6R	200	1
3_MACS_peak_5126_lociStitched	chr11	69060811	69066520	3	5412	16704.534	201	1	MYEOV		MYEOV	201	1
8_MACS_peak_3776_lociStitched	chr10	104401586	104408642	8	5646	16702.2576	202	1	TRIM8		TRIM8	202	1
3_MACS_peak_23342_lociStitched	chr5	138723767	138730021	3	6233	16551.8364	203	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	203	1
6_MACS_peak_29462_lociStitched	chr9	139792440	139797923	6	4422	16482.4463	204	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	204	1
4_MACS_peak_15519_lociStitched	chr2	33700206	33705646	4	5252	16464.704	205	1	RASGRP3	RASGRP3	RASGRP3	205	1
7_MACS_peak_18933_lociStitched	chr22	23228796	23233784	7	4205	16460.4	206	1	IGLL5		IGLL5	206	1
2_MACS_peak_24816_lociStitched	chr6	43681717	43685310	2	3297	16431.8669	207	1		MRPS18A	MRPS18A	207	1
5_MACS_peak_2954_lociStitched	chr10	11216970	11222746	5	5342	16386.512	208	1	CELF2		CELF2	208	1
4_MACS_peak_12816_lociStitched	chr18	2634569	2639429	4	4394	16367.994	209	1		SMCHD1,LOC645158	LOC645158	209	1
2_MACS_peak_14820_lociStitched	chr19	47614140	47617125	2	2934	16330.935	210	1	ZC3H4	SAE1	ZC3H4	210	1
7_MACS_peak_16209_lociStitched	chr2	86220848	86227557	7	6099	16324.3388	211	1		LOC90784	LOC90784	211	1
6_MACS_peak_24691_lociStitched	chr6	39663818	39669323	6	4939	16310.214	212	1	KIF6		KIF6	212	1
2_MACS_peak_8787_lociStitched	chr15	38961921	38966448	2	4473	16275.0177	213	1		C15orf53	C15orf53	213	1
2_MACS_peak_24280_lociStitched	chr6	29893314	29895644	2	2285	16235.44	214	1	HCG4P6	HLA-H,HCG2P7,HLA-A,HCG9	HCG4P6	214	1
1_MACS_peak_15945_lociStitched	chr2	65163826	65167737	1	3912	16181.3714	215	1		SLC1A4,LOC400958	LOC400958	215	1
3_MACS_peak_1654_lociStitched	chr1	149856343	149860749	3	4049	16147.99	216	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	216	1
5_MACS_peak_1689_lociStitched	chr1	150549146	150553210	5	3350	16143.8336	217	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	217	1
1_MACS_peak_5439_lociStitched	chr11	111284984	111289443	1	4460	16140.6882	218	1		POU2AF1	POU2AF1	218	1
3_MACS_peak_26647_lociStitched	chr7	105816891	105821452	3	4483	16112.1886	219	1			SYPL1	219	1
4_MACS_peak_66_lociStitched	chr1	1709281	1715075	4	5151	16100.3672	220	1	NADK	SLC35E2,NADK	NADK	220	1
1_MACS_peak_24727_lociStitched	chr6	41672686	41676057	1	3372	16076.9732	221	1	TFEB	PGC	TFEB	221	1
9_MACS_peak_22188_lociStitched	chr4	144276115	144283066	9	5403	16069.3218	222	1	GAB1		GAB1	222	1
4_MACS_peak_9396_lociStitched	chr15	75743548	75748807	4	4485	16050.9939	223	1	SIN3A		SIN3A	223	1
6_MACS_peak_7012_lociStitched	chr12	109023817	109030856	6	5767	16008.0938	224	1	SELPLG	TMEM119	SELPLG	224	1
6_MACS_peak_3074_lociStitched	chr10	22628905	22634094	6	4629	16005.9894	225	1		COMMD3,BMI1,SPAG6	SPAG6	225	1
4_MACS_peak_16279_lociStitched	chr2	89050760	89055745	4	4343	15984.4025	226	1		ANKRD36BP2	ANKRD36BP2	226	1
4_MACS_peak_26574_lociStitched	chr7	102070692	102075545	4	4650	15928.0313	227	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	227	1
4_MACS_peak_9644_lociStitched	chr15	92395722	92401101	4	5144	15875.0427	228	1	SLCO3A1		SLCO3A1	228	1
1_MACS_peak_26840_lociStitched	chr7	129588776	129592852	1	4077	15847.488	229	1	UBE2H		UBE2H	229	1
4_MACS_peak_5962_lociStitched	chr12	9799691	9804500	4	4318	15807.183	230	1	LOC374443	CLEC2D,KLRB1	LOC374443	230	1
2_MACS_peak_24464_lociStitched	chr6	33289373	33292827	2	3306	15806.1948	231	1	DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,TAPBP,ZBTB22,LYPLA2P1	DAXX	231	1
3_MACS_peak_19320_lociStitched	chr22	39491938	39496940	3	4616	15798.3168	232	1	APOBEC3H	APOBEC3G	APOBEC3H	232	1
6_MACS_peak_5982_lociStitched	chr12	9870797	9876929	6	5555	15776.4096	233	1	CLECL1	CLEC2D,CD69	CLECL1	233	1
2_MACS_peak_18755_lociStitched	chr21	45562758	45567020	2	4213	15769.4	234	1	C21orf33	PWP2	C21orf33	234	1
3_MACS_peak_11724_lociStitched	chr17	38019571	38024826	3	5147	15706.6695	235	1	ZPBP2,IKZF3	GSDMB	IKZF3	235	1
3_MACS_peak_12505_lociStitched	chr17	73779861	73783425	3	3415	15683.382	236	1	UNK	GALK1,H3F3B	UNK	236	1
4_MACS_peak_12950_lociStitched	chr18	20804090	20809952	4	5031	15674.4018	237	1	CABLES1		CABLES1	237	1
5_MACS_peak_16453_lociStitched	chr2	111875141	111880692	5	4935	15622.7344	238	1	ACOXL,BCL2L11		BCL2L11	238	1
4_MACS_peak_4763_lociStitched	chr11	62606178	62610514	4	3696	15610.0336	239	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	239	1
4_MACS_peak_24635_lociStitched	chr6	37068787	37073090	4	3942	15565.2419	240	1			PIM1	240	1
2_MACS_peak_5437_lociStitched	chr11	111247440	111251319	2	3511	15545.4804	241	1	POU2AF1		POU2AF1	241	1
2_MACS_peak_1910_lociStitched	chr1	155947330	155951940	2	4570	15487.756	242	1	ARHGEF2	RXFP4,KIAA0907,SSR2	ARHGEF2	242	1
3_MACS_peak_16366_lociStitched	chr2	99102621	99106646	3	3837	15349.3375	243	1	INPP4A		INPP4A	243	1
1_MACS_peak_28685_lociStitched	chr9	44991828	44993967	1	2140	15318.4485	244	1		FAM27C	FAM27C	244	1
2_MACS_peak_1632_lociStitched	chr1	149222422	149225445	2	2706	15262.5224	245	1			LOC388692	245	1
1_MACS_peak_10020_lociStitched	chr16	14399980	14403829	1	3850	15253.587	246	1	MIR365-1	MIR193B	MIR365-1	246	1
3_MACS_peak_9221_lociStitched	chr15	68074268	68078269	3	3851	15170.9918	247	1	MAP2K5	SKOR1	SKOR1	247	1
9_MACS_peak_15933_lociStitched	chr2	65140476	65146477	9	5203	15154.9254	248	1	LOC400958		LOC400958	248	1
2_MACS_peak_28396_lociStitched	chr9	5625986	5629906	2	3794	15130.808	249	1	KIAA1432	KIAA1432	KIAA1432	249	1
2_MACS_peak_310_lociStitched	chr1	17229041	17231728	2	2680	15111.1506	250	1		CROCC	CROCC	250	1
4_MACS_peak_1695_lociStitched	chr1	150581486	150586782	4	5168	15106.84	251	1		MCL1,ENSA	ENSA	251	1
1_MACS_peak_24809_lociStitched	chr6	43634996	43638761	1	3766	15105.933	252	1	RSPH9	MAD2L1BP,GTPBP2,MRPS18A	MRPS18A	252	1
1_MACS_peak_24368_lociStitched	chr6	31631398	31634768	1	3371	15089.512	253	1	CSNK2B,GPANK1	AIF1,BAT2,SNORA38,APOM,LY6G5B,LY6G6F,LY6G6D,BAT3,C6orf47,LY6G5C,BAT5,LY6G6E	GPANK1	253	1
3_MACS_peak_12290_lociStitched	chr17	62158816	62163485	3	4407	15084.1383	254	1	ERN1		ERN1	254	1
3_MACS_peak_24714_lociStitched	chr6	41039058	41042475	3	3228	15076.8291	255	1	NFYA,C6orf130	TSPO2,APOBEC2,LOC221442,UNC5CL	NFYA	255	1
2_MACS_peak_22831_lociStitched	chr5	55774861	55778428	2	3540	15076.6389	256	1			ANKRD55	256	1
4_MACS_peak_23353_lociStitched	chr5	139014926	139020011	4	4421	15052.1085	257	1		CXXC5	CXXC5	257	1
1_MACS_peak_24381_lociStitched	chr6	31761861	31764501	1	2641	15046.416	258	1	VARS	C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	258	1
2_MACS_peak_11781_lociStitched	chr17	39821352	39824854	2	3387	15034.086	259	1		EIF1,GAST,KRT17,KRT42P	EIF1	259	1
7_MACS_peak_9121_lociStitched	chr15	63775555	63781050	7	5118	15024.9785	260	1		USP3	USP3	260	1
2_MACS_peak_8571_lociStitched	chr14	103799534	103801853	2	2194	15020.3949	261	1	EIF5	SNORA28,MARK3	EIF5	261	1
6_MACS_peak_11351_lociStitched	chr17	19207595	19212216	6	4316	14997.9176	262	1	EPN2	MIR1180	MIR1180	262	1
3_MACS_peak_11404_lociStitched	chr17	21187169	21192338	3	4844	14994.2352	263	1	MAP2K3	C17orf103	MAP2K3	263	1
2_MACS_peak_5168_lociStitched	chr11	72851613	72855399	2	3758	14961.5148	264	1	FCHSD2		FCHSD2	264	1
1_MACS_peak_24438_lociStitched	chr6	32820476	32823086	1	2611	14948.253	265	1	PSMB9,TAP1	LOC100507463,PPP1R2P1,LOC100294145,HLA-DOB,TAP2,PSMB8	TAP1	265	1
3_MACS_peak_22859_lociStitched	chr5	56110055	56113989	3	3683	14929.1366	266	1	MAP3K1		MAP3K1	266	1
1_MACS_peak_24266_lociStitched	chr6	28890298	28892350	1	2053	14927.6844	267	1	TRIM27		TRIM27	267	1
6_MACS_peak_6131_lociStitched	chr12	24683358	24689503	6	5161	14927.434	268	1	SOX5	C12orf67	SOX5	268	1
6_MACS_peak_15882_lociStitched	chr2	64438625	64443379	6	4173	14863.381	269	1		LOC150992	LOC150992	269	1
3_MACS_peak_14646_lociStitched	chr19	42771871	42775950	3	3628	14860.2049	270	1		ZNF526,CIC,PRR19,TMEM145,GSK3A,ERF,PAFAH1B3	ERF	270	1
2_MACS_peak_1524_lociStitched	chr1	143117723	143121669	2	3669	14847.2196	271	1			LOC100130000	271	1
2_MACS_peak_1947_lociStitched	chr1	156457745	156462323	2	4376	14836.3824	272	1	MEF2D		MEF2D	272	1
4_MACS_peak_19534_lociStitched	chr22	46464699	46468716	4	3413	14828.7555	273	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	273	1
2_MACS_peak_17796_lociStitched	chr20	25036058	25039675	2	3426	14822.466	274	1	ACSS1	VSX1	ACSS1	274	1
3_MACS_peak_28537_lociStitched	chr9	33288714	33291583	3	2866	14814.0815	275	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	275	1
1_MACS_peak_12518_lociStitched	chr17	73871333	73875149	1	3817	14792.724	276	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	276	1
4_MACS_peak_12284_lociStitched	chr17	62151097	62155667	4	4255	14789.434	277	1	ERN1		ERN1	277	1
1_MACS_peak_13572_lociStitched	chr19	3178192	3181375	1	3184	14740.1547	278	1	S1PR4	GNA15,NCLN,CELF5	S1PR4	278	1
6_MACS_peak_16006_lociStitched	chr2	68650435	68655836	6	5106	14699.9017	279	1		APLF,FBXO48	FBXO48	279	1
1_MACS_peak_2277_lociStitched	chr1	179049654	179052800	1	3147	14687.101	280	1	TOR3A		TOR3A	280	1
3_MACS_peak_4018_lociStitched	chr10	125863440	125867933	3	4391	14622.4685	281	1		CHST15	CHST15	281	1
5_MACS_peak_11913_lociStitched	chr17	42294916	42299602	5	4040	14613.291	282	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	282	1
3_MACS_peak_1570_lociStitched	chr1	145452552	145457324	3	4291	14533.6032	283	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	POLR3GL	283	1
6_MACS_peak_8709_lociStitched	chr15	31615846	31621959	6	5020	14530.601	284	1	KLF13		KLF13	284	1
3_MACS_peak_6145_lociStitched	chr12	24713220	24717038	3	3589	14454.948	285	1	SOX5	C12orf67	SOX5	285	1
2_MACS_peak_24460_lociStitched	chr6	33280088	33283782	2	3496	14443.54	286	1	TAPBP,ZBTB22	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,DAXX	TAPBP	286	1
4_MACS_peak_20211_lociStitched	chr3	52344039	52349735	4	4719	14429.6768	287	1		GLYCTK,DNAH1,MIRLET7G,WDR82,MIR135A1	DNAH1	287	1
4_MACS_peak_621_lociStitched	chr1	31218039	31224008	4	5318	14420.5071	288	1	LAPTM5	LOC100129196,MATN1	LAPTM5	288	1
3_MACS_peak_13693_lociStitched	chr19	6735640	6740279	3	4149	14403.1672	289	1	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	289	1
2_MACS_peak_13496_lociStitched	chr19	2087275	2090869	2	3282	14401.8768	290	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	290	1
7_MACS_peak_3174_lociStitched	chr10	35065986	35072095	7	5070	14341.4884	291	1	PARD3		PARD3	291	1
6_MACS_peak_13216_lociStitched	chr18	56751136	56756480	6	4569	14320.3168	292	1		LOC390858	LOC390858	292	1
4_MACS_peak_9568_lociStitched	chr15	89179288	89183371	4	3602	14297.4411	293	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	293	1
3_MACS_peak_6614_lociStitched	chr12	57913139	57916862	3	3430	14281.8003	294	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	294	1
2_MACS_peak_16194_lociStitched	chr2	85764716	85767539	2	2775	14241.7527	295	1	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	295	1
1_MACS_peak_13949_lociStitched	chr19	13213200	13216669	1	3470	14226.7159	296	1	LYL1,TRMT1	NACC1,IER2,STX10	LYL1	296	1
3_MACS_peak_23784_lociStitched	chr6	326651	330280	3	3465	14214.4301	297	1	DUSP22		DUSP22	297	1
2_MACS_peak_10134_lociStitched	chr16	21529453	21532415	2	2960	14209.3064	298	1	SLC7A5P2	LOC100271836	SLC7A5P2	298	1
1_MACS_peak_18710_lociStitched	chr21	44725943	44728621	1	2679	14201.1662	299	1			SIK1	299	1
1_MACS_peak_22462_lociStitched	chr4	186315499	186318485	1	2987	14183.2014	300	1	ANKRD37	C4orf47,LRP2BP,UFSP2	ANKRD37	300	1
3_MACS_peak_28213_lociStitched	chr8	143718428	143721802	3	3205	14179.5724	301	1		PSCA,ARC,JRK	ARC	301	1
2_MACS_peak_9388_lociStitched	chr15	75493176	75497081	2	3835	14161.4825	302	1	C15orf39		C15orf39	302	1
3_MACS_peak_6227_lociStitched	chr12	28012349	28016558	3	3764	14159.9178	303	1			KLHDC5	303	1
4_MACS_peak_5615_lociStitched	chr11	122931760	122936133	4	3807	14112.5456	304	1	HSPA8	LOC341056	HSPA8	304	1
3_MACS_peak_9257_lociStitched	chr15	68498950	68503313	3	4128	14097.2893	305	1	CLN6	CALML4	CALML4	305	1
2_MACS_peak_12651_lociStitched	chr17	77784192	77787909	2	3598	14079.996	306	1		CBX2,CBX8,CBX4	CBX8	306	1
8_MACS_peak_28264_lociStitched	chr8	145011100	145018677	8	5707	14070.489	307	1	PLEC	GRINA,MIR661,PARP10	PLEC	307	1
3_MACS_peak_23409_lociStitched	chr5	141258066	141262929	3	4580	14033.6454	308	1		KIAA0141,PCDH1,LOC729080	PCDH1	308	1
2_MACS_peak_6716_lociStitched	chr12	69200735	69204086	2	3003	14019.5787	309	1	MDM2		MDM2	309	1
2_MACS_peak_3439_lociStitched	chr10	74078411	74081913	2	3457	14003.0972	310	1		DDIT4,DNAJB12	DNAJB12	310	1
4_MACS_peak_12310_lociStitched	chr17	62205095	62209083	4	3761	13991.1004	311	1	ERN1	SNORD104,SNORA76	ERN1	311	1
3_MACS_peak_26883_lociStitched	chr7	134854026	134857733	3	3590	13990.5887	312	1	C7orf49	TMEM140,WDR91	C7orf49	312	1
2_MACS_peak_24298_lociStitched	chr6	30180459	30182729	2	2226	13984.335	313	1	TRIM26	TRIM15,HLA-L	TRIM26	313	1
2_MACS_peak_8569_lociStitched	chr14	103574596	103579200	2	4167	13962.0904	314	1	C14orf73	TNFAIP2	C14orf73	314	1
4_MACS_peak_11465_lociStitched	chr17	27052085	27056559	4	4056	13953.5112	315	1	NEK8,TLCD1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,TRAF4,PROCA1,RAB34	TLCD1	315	1
3_MACS_peak_1863_lociStitched	chr1	155106270	155109763	3	3037	13944.7546	316	1	EFNA1,SLC50A1	TRIM46,DPM3,KRTCAP2	SLC50A1	316	1
3_MACS_peak_24234_lociStitched	chr6	27804268	27807644	3	3225	13902.368	317	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	317	1
2_MACS_peak_24611_lociStitched	chr6	36633547	36637229	2	3672	13893.2906	318	1		CDKN1A,MIR3925	CDKN1A	318	1
4_MACS_peak_5269_lociStitched	chr11	82679505	82683632	4	3495	13881.5772	319	1			C11orf82	319	1
4_MACS_peak_75_lociStitched	chr1	1837868	1842481	4	4397	13872.2136	320	1		CALML6,GNB1,TMEM52	CALML6	320	1
1_MACS_peak_9344_lociStitched	chr15	74917219	74921055	1	3837	13836.452	321	1	CLK3		CLK3	321	1
2_MACS_peak_10245_lociStitched	chr16	28833544	28836656	2	3058	13831.9064	322	1	ATXN2L	SH2B1,TUFM	ATXN2L	322	1
1_MACS_peak_11301_lociStitched	chr17	18085296	18088468	1	3173	13826.748	323	1	ALKBH5	LLGL1	ALKBH5	323	1
2_MACS_peak_11121_lociStitched	chr17	7153853	7156345	2	2458	13760.824	324	1	C17orf81,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,DVL2,PHF23,GABARAP,CLDN7,YBX2	CTDNEP1	324	1
2_MACS_peak_3881_lociStitched	chr10	112600510	112604461	2	3903	13747.5045	325	1		PDCD4,LOC282997	LOC282997	325	1
2_MACS_peak_14371_lociStitched	chr19	35694734	35698711	2	3844	13744.1143	326	1		FXYD5,LSR,FAM187B	FAM187B	326	1
5_MACS_peak_11849_lociStitched	chr17	40828066	40833016	5	4412	13729.32	327	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	327	1
3_MACS_peak_21921_lociStitched	chr4	103747321	103750601	3	2968	13722.536	328	1	UBE2D3	CISD2	UBE2D3	328	1
2_MACS_peak_21310_lociStitched	chr3	194022382	194027028	2	4463	13722.4256	329	1	LOC100131551	CPN2	LOC100131551	329	1
1_MACS_peak_24445_lociStitched	chr6	33167452	33170219	1	2768	13693.883	330	1	SLC39A7,RXRB	HSD17B8,MIR219-1,RING1,COL11A2	SLC39A7	330	1
4_MACS_peak_14915_lociStitched	chr19	49465203	49469792	4	4154	13691.2815	331	1	FTL	DHDH,BAX,RUVBL2,GYS1	FTL	331	1
3_MACS_peak_19273_lociStitched	chr22	38900783	38903430	3	2525	13682.6077	332	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	332	1
3_MACS_peak_12824_lociStitched	chr18	2654250	2657445	3	3048	13676.517	333	1	SMCHD1	LOC645158	SMCHD1	333	1
2_MACS_peak_27046_lociStitched	chr7	150100905	150105091	2	4167	13619.9882	334	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	334	1
5_MACS_peak_24521_lociStitched	chr6	34450972	34454478	5	3294	13511.0722	335	1	PACSIN1		PACSIN1	335	1
4_MACS_peak_6137_lociStitched	chr12	24690246	24695664	4	5215	13496.238	336	1	SOX5	C12orf67	SOX5	336	1
1_MACS_peak_24567_lociStitched	chr6	35435372	35438131	1	2760	13475.2319	337	1	RPL10A	FANCE,TEAD3,TULP1	RPL10A	337	1
8_MACS_peak_11761_lociStitched	chr17	38477852	38483761	8	5455	13468.3837	338	1	RARA	CDC6,RARA,GJD3	RARA	338	1
6_MACS_peak_10484_lociStitched	chr16	56963518	56968508	6	3851	13427.591	339	1	HERPUD1	CETP	HERPUD1	339	1
5_MACS_peak_814_lociStitched	chr1	40238816	40243642	5	4276	13410.9714	340	1	BMP8B	PPIE,OXCT2	OXCT2	340	1
3_MACS_peak_19212_lociStitched	chr22	37765526	37768855	3	3316	13371.5943	341	1	ELFN2		ELFN2	341	1
2_MACS_peak_17109_lociStitched	chr2	201980755	201984467	2	3484	13347.6096	342	1	CFLAR	NDUFB3,FAM126B	CFLAR	342	1
2_MACS_peak_4837_lociStitched	chr11	64630152	64634112	2	3530	13347.576	343	1	EHD1	CDC42BPG,MIR192,MIR194-2	EHD1	343	1
3_MACS_peak_28364_lociStitched	chr9	3524864	3528783	3	3420	13304.6131	344	1	RFX3		RFX3	344	1
3_MACS_peak_12915_lociStitched	chr18	13369194	13373224	3	3725	13292.552	345	1	C18orf1		C18orf1	345	1
1_MACS_peak_11229_lociStitched	chr17	16118085	16121085	1	3001	13241.1	346	1	PIGL,NCOR1	NCOR1	NCOR1	346	1
3_MACS_peak_16028_lociStitched	chr2	68991400	68995559	3	3787	13235.1857	347	1	ARHGAP25	ARHGAP25	ARHGAP25	347	1
1_MACS_peak_8438_lociStitched	chr14	91975344	91977710	1	2367	13225.2302	348	1	SMEK1		SMEK1	348	1
2_MACS_peak_24772_lociStitched	chr6	42895632	42898540	2	2749	13179.056	349	1	CNPY3	RPL7L1,PTCRA,GNMT,C6orf226,PEX6	CNPY3	349	1
2_MACS_peak_5102_lociStitched	chr11	68038125	68041204	2	2932	13160.2618	350	1	C11orf24	LRP5	C11orf24	350	1
3_MACS_peak_5924_lociStitched	chr12	7052224	7056203	3	3557	13158.553	351	1	C12orf57,PTPN6	LRRC23,ENO2,ATN1,PTPN6,MIR200C,MIR141,EMG1,SCARNA12,PHB2	C12orf57	351	1
1_MACS_peak_24719_lociStitched	chr6	41167008	41169893	1	2886	13112.0365	352	1	TREML2	TREML4,TREML2P1,TREML1,TREM2,TREML3	TREML2	352	1
2_MACS_peak_1674_lociStitched	chr1	150335926	150338538	2	2574	13101.5308	353	1	RPRD2	PRPF3	RPRD2	353	1
3_MACS_peak_15949_lociStitched	chr2	65214849	65218117	3	3084	13097.8172	354	1	SLC1A4		SLC1A4	354	1
2_MACS_peak_5039_lociStitched	chr11	67054309	67057899	2	3374	13051.804	355	1	ANKRD13D	ADRBK1,SSH3,LOC100130987	ANKRD13D	355	1
3_MACS_peak_28882_lociStitched	chr9	93795548	93799441	3	3617	13027.9245	356	1		LOC100129316	LOC100129316	356	1
2_MACS_peak_9145_lociStitched	chr15	64453943	64458156	2	3917	13018.5913	357	1	PPIB,CSNK1G1	SNX22	PPIB	357	1
4_MACS_peak_22031_lociStitched	chr4	113206054	113210877	4	3982	13003.7726	358	1	TIFA	ALPK1	TIFA	358	1
4_MACS_peak_13841_lociStitched	chr19	11199052	11203635	4	4301	12964.8487	359	1	LDLR		LDLR	359	1
1_MACS_peak_2029_lociStitched	chr1	160231222	160233867	1	2646	12963.4095	360	1	DCAF8	PEX19	DCAF8	360	1
3_MACS_peak_3244_lociStitched	chr10	45913933	45917868	3	3548	12953.233	361	1	ALOX5		ALOX5	361	1
3_MACS_peak_4100_lociStitched	chr11	206425	209697	3	3168	12950.9032	362	1	RIC8A,BET1L	LOC653486,ODF3,PSMD13,SIRT3	RIC8A	362	1
2_MACS_peak_15740_lociStitched	chr2	47536113	47539335	2	3206	12947.607	363	1			EPCAM	363	1
1_MACS_peak_18974_lociStitched	chr22	23497984	23501464	1	3481	12933.42	364	1	RAB36	BCR,RTDR1	RAB36	364	1
4_MACS_peak_24140_lociStitched	chr6	26195701	26200600	4	3913	12897.1074	365	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	365	1
3_MACS_peak_13355_lociStitched	chr19	659828	664033	3	3938	12895.894	366	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	366	1
3_MACS_peak_19596_lociStitched	chr22	50353137	50356751	3	3405	12885.3556	367	1	PIM3	CRELD2,ALG12	PIM3	367	1
6_MACS_peak_17694_lociStitched	chr20	9368229	9374274	6	5085	12880.686	368	1	PLCB4		PLCB4	368	1
2_MACS_peak_24643_lociStitched	chr6	37122556	37125423	2	2822	12875.4103	369	1		PIM1	PIM1	369	1
1_MACS_peak_24278_lociStitched	chr6	29854815	29856713	1	1899	12859.1398	370	1	HLA-H	HCG2P7,HCG4P6	HLA-H	370	1
2_MACS_peak_18127_lociStitched	chr20	45984629	45987807	2	3057	12847.7006	371	1	ZMYND8	LOC100131496	ZMYND8	371	1
5_MACS_peak_9114_lociStitched	chr15	63765037	63769101	5	3671	12847.5232	372	1		USP3	USP3	372	1
5_MACS_peak_10287_lociStitched	chr16	29815967	29820255	5	3613	12777.3824	373	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	373	1
4_MACS_peak_7095_lociStitched	chr12	112449484	112453073	4	3263	12754.5882	374	1	ERP29,TMEM116		ERP29	374	1
5_MACS_peak_13594_lociStitched	chr19	3983686	3988603	5	4044	12750.2727	375	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	375	1
6_MACS_peak_28086_lociStitched	chr8	126616120	126621032	6	3959	12745.6576	376	1			TRIB1	376	1
1_MACS_peak_11016_lociStitched	chr17	3816654	3820485	1	3832	12733.8609	377	1	P2RX1	CAMKK1,ATP2A3	P2RX1	377	1
6_MACS_peak_3887_lociStitched	chr10	112622512	112628171	6	4578	12724.8274	378	1		PDCD4,LOC282997	LOC282997	378	1
2_MACS_peak_24550_lociStitched	chr6	35074057	35076013	2	1954	12714.1956	379	1		TCP11	TCP11	379	1
3_MACS_peak_1663_lociStitched	chr1	150131093	150134808	3	3442	12709.758	380	1	PLEKHO1		PLEKHO1	380	1
2_MACS_peak_18757_lociStitched	chr21	45573000	45575885	2	2819	12708.1365	381	1		PWP2,C21orf33	C21orf33	381	1
6_MACS_peak_13683_lociStitched	chr19	6575103	6579904	6	4133	12706.8067	382	1		TNFSF9,CD70	CD70	382	1
4_MACS_peak_28979_lociStitched	chr9	100744858	100748405	4	3242	12706.7728	383	1	ANP32B	HEMGN	ANP32B	383	1
1_MACS_peak_9476_lociStitched	chr15	81291824	81294990	1	3167	12693.4438	384	1	MESDC1	MESDC2	MESDC1	384	1
