REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_13973_lociStitched	chr19	13949504	13954723	5	4640	18298.8578	172	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.6524	172	1
4_MACS_peak_6137_lociStitched	chr12	24690246	24695664	4	5215	13496.238	173	1	SOX5	C12orf67	SOX5	C12orf67	0.4558	173	1
2_MACS_peak_24761_lociStitched	chr6	42712634	42716865	2	4048	21634.7954	174	1	TBCC	LOC442211,PRPH2	TBCC	TBCC	2.2362	174	1
1_MACS_peak_25115_lociStitched	chr6	90060825	90064945	1	4121	21240.66	175	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.9845	175	1
9_MACS_peak_1389_lociStitched	chr1	111173577	111180653	9	5296	12153.03	176	1		KCNA2,KCNA3	KCNA2	KCNA3	0.5978	176	1
6_MACS_peak_318_lociStitched	chr1	17764563	17769605	6	4796	16767.171	177	1	RCC2		RCC2	RCC2	0.518	177	1
5_MACS_peak_16453_lociStitched	chr2	111875141	111880692	5	4935	15622.7344	178	1	ACOXL,BCL2L11		BCL2L11	BCL2L11	0.3762	178	1
7_MACS_peak_3174_lociStitched	chr10	35065986	35072095	7	5070	14341.4884	179	1	PARD3		PARD3	PARD3	0.1636	179	1
2_MACS_peak_1565_lociStitched	chr1	145434496	145439183	2	4636	17774.0414	180	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.5607	180	1
3_MACS_peak_24528_lociStitched	chr6	34622438	34627038	3	4493	18607	181	1	C6orf106		C6orf106	C6orf106	0.6484	181	1
6_MACS_peak_8709_lociStitched	chr15	31615846	31621959	6	5020	14530.601	182	1	KLF13		KLF13	KLF13	0.879	182	1
3_MACS_peak_4928_lociStitched	chr11	65624059	65628960	3	4484	18589.493	183	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CFL1	1.5474	183	1
3_MACS_peak_15942_lociStitched	chr2	65157768	65162549	3	4699	16851.1126	184	1	LOC400958		LOC400958	LOC400958	1.0721	184	1
3_MACS_peak_2270_lociStitched	chr1	178572878	178577760	3	4565	17519.057	185	1			C1orf220	C1orf220	0.5197	185	1
3_MACS_peak_1644_lociStitched	chr1	149811240	149815643	3	4344	18894.1536	186	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H3A	HIST2H2BC	2.2465	186	1
6_MACS_peak_27797_lociStitched	chr8	95958601	95963716	6	4503	17822.706	187	1	TP53INP1		TP53INP1	TP53INP1	0.8817	187	1
6_MACS_peak_17694_lociStitched	chr20	9368229	9374274	6	5085	12880.686	188	1	PLCB4		PLCB4	PLCB4	0.2326	188	1
3_MACS_peak_11404_lociStitched	chr17	21187169	21192338	3	4844	14994.2352	189	1	MAP2K3	C17orf103	MAP2K3	MAP2K3	0.6877	189	1
2_MACS_peak_1839_lociStitched	chr1	154913283	154917889	2	4369	18259.5658	190	1	PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PMVK,PYGO2,SHC1	PMVK	MIR4258	1.6718	190	1
2_MACS_peak_26572_lociStitched	chr7	102064164	102068208	2	4036	20160.5532	191	1	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	ORAI2	1.2387	191	1
3_MACS_peak_1835_lociStitched	chr1	154831167	154835562	3	4207	19141.104	192	1	KCNN3		KCNN3	KCNN3	0.3734	192	1
4_MACS_peak_26574_lociStitched	chr7	102070692	102075545	4	4650	15928.0313	193	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	1.2387	193	1
6_MACS_peak_3074_lociStitched	chr10	22628905	22634094	6	4629	16005.9894	194	1		COMMD3,BMI1,SPAG6	SPAG6	COMMD3	2.042	194	1
4_MACS_peak_12384_lociStitched	chr17	66284670	66289597	4	4480	16887.7852	195	1	ARSG,SLC16A6	AMZ2	SLC16A6	SLC16A6	0.6825	195	1
1_MACS_peak_11000_lociStitched	chr17	3459572	3463189	1	3618	21696.2128	196	1	TRPV3	TRPV1	TRPV3	TRPV3	0.4982	196	1
3_MACS_peak_19320_lociStitched	chr22	39491938	39496940	3	4616	15798.3168	197	1	APOBEC3H	APOBEC3G	APOBEC3H	APOBEC3H	1.3661	197	1
1_MACS_peak_24629_lociStitched	chr6	36971873	36975999	1	4127	19073.6728	198	1	FGD2	PI16,MTCH1	FGD2	FGD2	0.909	198	1
4_MACS_peak_20211_lociStitched	chr3	52344039	52349735	4	4719	14429.6768	199	1		GLYCTK,DNAH1,MIRLET7G,WDR82,MIR135A1	DNAH1	GLYCTK	0.729	199	1
2_MACS_peak_8787_lociStitched	chr15	38961921	38966448	2	4473	16275.0177	200	1		C15orf53	C15orf53	C15orf53	0.1039	200	1
2_MACS_peak_1910_lociStitched	chr1	155947330	155951940	2	4570	15487.756	201	1	ARHGEF2	RXFP4,KIAA0907,SSR2	ARHGEF2	RXFP4	1.3939	201	1
3_MACS_peak_26647_lociStitched	chr7	105816891	105821452	3	4483	16112.1886	202	1			SYPL1	SYPL1	NONE	202	1
4_MACS_peak_9396_lociStitched	chr15	75743548	75748807	4	4485	16050.9939	203	1	SIN3A		SIN3A	SIN3A	0.3201	203	1
6_MACS_peak_29462_lociStitched	chr9	139792440	139797923	6	4422	16482.4463	204	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	PHPT1	0.7355	204	1
1_MACS_peak_5439_lociStitched	chr11	111284984	111289443	1	4460	16140.6882	205	1		POU2AF1	POU2AF1	POU2AF1	1.0931	205	1
4_MACS_peak_11038_lociStitched	chr17	4296904	4301571	4	4346	16909.0077	206	1		SPNS3,UBE2G1	UBE2G1	UBE2G1	0.3418	206	1
1_MACS_peak_24898_lociStitched	chr6	52399435	52403538	1	4104	18340.41	207	1	TRAM2		TRAM2	TRAM2	0.7333	207	1
4_MACS_peak_12816_lociStitched	chr18	2634569	2639429	4	4394	16367.994	208	1		SMCHD1,LOC645158	LOC645158	LOC645158	1.6053	208	1
3_MACS_peak_24315_lociStitched	chr6	30582189	30586620	3	3873	19534.5066	209	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.8859	209	1
2_MACS_peak_4865_lociStitched	chr11	64899628	64903890	2	4066	18047.8652	211	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	ZNHIT2	1.6054	211	1
6_MACS_peak_13216_lociStitched	chr18	56751136	56756480	6	4569	14320.3168	212	1		LOC390858	LOC390858	LOC390858	0.068	212	1
2_MACS_peak_24415_lociStitched	chr6	32157038	32161013	2	3943	18566.43	213	1	PBX2,GPSM3	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER,NOTCH4	PBX2	PBX2	1.6358	213	1
4_MACS_peak_16279_lociStitched	chr2	89050760	89055745	4	4343	15984.4025	214	1		ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.1544	214	1
3_MACS_peak_23409_lociStitched	chr5	141258066	141262929	3	4580	14033.6454	215	1		KIAA0141,PCDH1,LOC729080	PCDH1	PCDH1	0.743	215	1
4_MACS_peak_4129_lociStitched	chr11	502915	507283	4	3946	18309.7824	216	1	RNH1	LRRC56,HRAS	RNH1	RNH1	0.9812	216	1
4_MACS_peak_23353_lociStitched	chr5	139014926	139020011	4	4421	15052.1085	217	1		CXXC5	CXXC5	CXXC5	0.4926	217	1
4_MACS_peak_5962_lociStitched	chr12	9799691	9804500	4	4318	15807.183	218	1	LOC374443	CLEC2D,KLRB1	LOC374443	LOC374443	0.941	218	1
3_MACS_peak_12290_lociStitched	chr17	62158816	62163485	3	4407	15084.1383	219	1	ERN1		ERN1	ERN1	1.124	219	1
7_MACS_peak_18933_lociStitched	chr22	23228796	23233784	7	4205	16460.4	220	1	IGLL5		IGLL5	IGLL5	3.2291	220	1
6_MACS_peak_29349_lociStitched	chr9	134145489	134151537	6	4745	11748.24	221	1	FAM78A	PPAPDC3	FAM78A	FAM78A	1.1182	221	1
8_MACS_peak_19078_lociStitched	chr22	29193438	29199159	8	4687	12208.614	222	1	XBP1	CCDC117	XBP1	XBP1	1.2621	222	1
2_MACS_peak_12669_lociStitched	chr17	77964958	77969211	2	4099	16952.0327	223	1	TBC1D16	CCDC40	TBC1D16	TBC1D16	0.4688	223	1
2_MACS_peak_1947_lociStitched	chr1	156457745	156462323	2	4376	14836.3824	224	1	MEF2D		MEF2D	MEF2D	1.169	224	1
3_MACS_peak_4018_lociStitched	chr10	125863440	125867933	3	4391	14622.4685	225	1		CHST15	CHST15	CHST15	0.6504	225	1
5_MACS_peak_5701_lociStitched	chr11	128594460	128599629	5	4671	11982.2589	226	1	FLI1		FLI1	FLI1	0.4731	226	1
3_MACS_peak_24532_lociStitched	chr6	34639238	34643233	3	3995	17289.9605	227	1	C6orf106		C6orf106	C6orf106	0.6484	227	1
7_MACS_peak_7327_lociStitched	chr12	125401043	125406302	7	4671	11844.8457	228	1		UBC	UBC	UBC	1.235	228	1
2_MACS_peak_18755_lociStitched	chr21	45562758	45567020	2	4213	15769.4	229	1	C21orf33	PWP2	C21orf33	C21orf33	1.4612	229	1
6_MACS_peak_11351_lociStitched	chr17	19207595	19212216	6	4316	14997.9176	230	1	EPN2	MIR1180	MIR1180	MIR1180	0.2289	230	1
6_MACS_peak_3887_lociStitched	chr10	112622512	112628171	6	4578	12724.8274	231	1		PDCD4,LOC282997	LOC282997	LOC282997	1.653	231	1
2_MACS_peak_21310_lociStitched	chr3	194022382	194027028	2	4463	13722.4256	232	1	LOC100131551	CPN2	LOC100131551	LOC100131551	0.9696	232	1
5_MACS_peak_22835_lociStitched	chr5	55882782	55887836	5	3921	17589.9416	233	1			MAP3K1	MAP3K1	0.4071	233	1
2_MACS_peak_17395_lociStitched	chr2	232476572	232480607	2	3938	17248.818	234	1		C2orf57	C2orf57	C2orf57	0.0941	234	1
4_MACS_peak_75_lociStitched	chr1	1837868	1842481	4	4397	13872.2136	235	1		CALML6,GNB1,TMEM52	CALML6	CALML6	0.5644	235	1
5_MACS_peak_11849_lociStitched	chr17	40828066	40833016	5	4412	13729.32	236	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	0.9827	236	1
3_MACS_peak_1570_lociStitched	chr1	145452552	145457324	3	4291	14533.6032	237	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	POLR3GL	TXNIP	1.5607	237	1
4_MACS_peak_12284_lociStitched	chr17	62151097	62155667	4	4255	14789.434	238	1	ERN1		ERN1	ERN1	1.124	238	1
2_MACS_peak_6244_lociStitched	chr12	31475752	31479640	2	3766	17961.3936	239	1	FLJ13224,FAM60A		FLJ13224	FLJ13224	1.6996	239	1
3_MACS_peak_1654_lociStitched	chr1	149856343	149860749	3	4049	16147.99	240	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AA4	2.2555	240	1
5_MACS_peak_18239_lociStitched	chr20	52196281	52201144	5	4569	11757.2751	241	1	ZNF217		ZNF217	ZNF217	0.7866	241	1
3_MACS_peak_25031_lociStitched	chr6	74229694	74234017	3	3807	17584.2348	242	1	EEF1A1		EEF1A1	EEF1A1	1.4844	242	1
1_MACS_peak_26840_lociStitched	chr7	129588776	129592852	1	4077	15847.488	243	1	UBE2H		UBE2H	UBE2H	0.2305	243	1
2_MACS_peak_22401_lociStitched	chr4	185302496	185306496	2	3836	17152.8	244	1			IRF2	IRF2	0.8294	244	1
6_MACS_peak_15882_lociStitched	chr2	64438625	64443379	6	4173	14863.381	245	1		LOC150992	LOC150992	LOC150992	0.6103	245	1
5_MACS_peak_5770_lociStitched	chr12	217681	222939	5	4497	11956.1662	246	1	IQSEC3	LOC574538	IQSEC3	IQSEC3	0.3732	246	1
4_MACS_peak_19578_lociStitched	chr22	48492025	48496028	4	3861	16867.0408	247	1			MIR3201	MIR3201	NONE	247	1
1_MACS_peak_10318_lociStitched	chr16	30195022	30198674	1	3653	18067.1744	248	1	CORO1A		CORO1A	CORO1A	1.7389	248	1
2_MACS_peak_12592_lociStitched	chr17	75446301	75451143	2	4394	12654.0828	249	1	SEPT9	SEPT9	SEPT9	SEPT9	0.3319	249	1
7_MACS_peak_15589_lociStitched	chr2	37582052	37587739	7	4475	11867.0629	250	1	QPCT	PRKD3	QPCT	QPCT	1.4273	250	1
3_MACS_peak_11110_lociStitched	chr17	7033949	7037700	3	3675	17655.957	251	1		ASGR2,ASGR1	ASGR2	ASGR2	0.2394	251	1
1_MACS_peak_15945_lociStitched	chr2	65163826	65167737	1	3912	16181.3714	252	1		SLC1A4,LOC400958	LOC400958	LOC400958	1.0721	252	1
5_MACS_peak_814_lociStitched	chr1	40238816	40243642	5	4276	13410.9714	253	1	BMP8B	PPIE,OXCT2	OXCT2	OXCT2	1.097	253	1
3_MACS_peak_13693_lociStitched	chr19	6735640	6740279	3	4149	14403.1672	254	1	TRIP10,GPR108	VAV1,C3,SH2D3A	GPR108	GPR108	0.972	254	1
3_MACS_peak_5527_lociStitched	chr11	118659311	118663608	3	3759	16983.4628	255	1	DDX6		DDX6	DDX6	0.4127	255	1
4_MACS_peak_27183_lociStitched	chr8	10822346	10827541	4	4364	12450.337	256	1	XKR6		MIR598	MIR598	NONE	256	1
4_MACS_peak_13841_lociStitched	chr19	11199052	11203635	4	4301	12964.8487	257	1	LDLR		LDLR	LDLR	0.4157	257	1
2_MACS_peak_8569_lociStitched	chr14	103574596	103579200	2	4167	13962.0904	258	1	C14orf73	TNFAIP2	C14orf73	C14orf73	1.5737	258	1
4_MACS_peak_24635_lociStitched	chr6	37068787	37073090	4	3942	15565.2419	259	1			PIM1	PIM1	2.12	259	1
5_MACS_peak_22163_lociStitched	chr4	141662094	141667363	5	4381	11980.1253	260	1	TBC1D9		TBC1D9	TBC1D9	0.3185	260	1
3_MACS_peak_9257_lociStitched	chr15	68498950	68503313	3	4128	14097.2893	261	1	CLN6	CALML4	CALML4	CALML4	1.2038	261	1
5_MACS_peak_7641_lociStitched	chr13	49549316	49554197	5	4402	11614.8276	262	1	FNDC3A		FNDC3A	FNDC3A	0.1156	262	1
6_MACS_peak_20882_lociStitched	chr3	141119218	141123863	6	4291	12648.335	263	1	ZBTB38		ZBTB38	ZBTB38	0.7093	263	1
5_MACS_peak_11913_lociStitched	chr17	42294916	42299602	5	4040	14613.291	264	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.0803	264	1
2_MACS_peak_27046_lociStitched	chr7	150100905	150105091	2	4167	13619.9882	265	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	1.1284	265	1
4_MACS_peak_14915_lociStitched	chr19	49465203	49469792	4	4154	13691.2815	266	1	FTL	DHDH,BAX,RUVBL2,GYS1	FTL	FTL	1.4203	266	1
4_MACS_peak_104_lociStitched	chr1	2477061	2481851	4	4315	12086.128	267	1	LOC115110	TNFRSF14,C1orf93,PANK4,HES5	LOC115110	LOC115110	1.5304	267	1
3_MACS_peak_11651_lociStitched	chr17	36570611	36574384	3	3425	18166.995	268	1		ARHGAP23	ARHGAP23	ARHGAP23	0.5893	268	1
5_MACS_peak_20860_lociStitched	chr3	141085342	141090185	5	4229	12686.7228	269	1	ZBTB38		ZBTB38	ZBTB38	0.7093	269	1
6_MACS_peak_1162_lociStitched	chr1	66797902	66802782	6	4418	10749.664	270	1	PDE4B		PDE4B	PDE4B	0.1974	270	1
4_MACS_peak_11465_lociStitched	chr17	27052085	27056559	4	4056	13953.5112	271	1	NEK8,TLCD1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,TRAF4,PROCA1,RAB34	TLCD1	SNORD4B	2.0235	271	1
5_MACS_peak_2456_lociStitched	chr1	200987384	200992591	5	4320	11524.1324	272	1	KIF21B		KIF21B	KIF21B	0.3403	272	1
3_MACS_peak_16366_lociStitched	chr2	99102621	99106646	3	3837	15349.3375	273	1	INPP4A		INPP4A	INPP4A	0.7566	273	1
1_MACS_peak_10020_lociStitched	chr16	14399980	14403829	1	3850	15253.587	274	1	MIR365-1	MIR193B	MIR365-1	MIR193B	2.4853	274	1
3_MACS_peak_9221_lociStitched	chr15	68074268	68078269	3	3851	15170.9918	275	1	MAP2K5	SKOR1	SKOR1	SKOR1	0.5195	275	1
1_MACS_peak_1838_lociStitched	chr1	154908178	154911688	1	3511	17209.179	276	1	PMVK	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	PMVK	MIR4258	1.6718	276	1
4_MACS_peak_25865_lociStitched	chr7	25763742	25768458	4	4184	12369.1248	277	1			MIR148A	MIR148A	1.4039	277	1
4_MACS_peak_29315_lociStitched	chr9	132647029	132651646	4	4198	12135.3228	278	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.374	278	1
2_MACS_peak_22374_lociStitched	chr4	183837722	183841036	2	3314	18043.4044	279	1	DCTD		DCTD	DCTD	0.6262	279	1
6_MACS_peak_13683_lociStitched	chr19	6575103	6579904	6	4133	12706.8067	280	1		TNFSF9,CD70	CD70	CD70	0.721	280	1
5_MACS_peak_367_lociStitched	chr1	21618679	21623427	5	4269	11303.0888	281	1	ECE1	ECE1	ECE1	ECE1	0.3067	281	1
2_MACS_peak_28396_lociStitched	chr9	5625986	5629906	2	3794	15130.808	282	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.1815	282	1
3_MACS_peak_18546_lociStitched	chr21	34608392	34612633	3	4190	11859.9565	283	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.8259	283	1
4_MACS_peak_4763_lociStitched	chr11	62606178	62610514	4	3696	15610.0336	284	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.4546	284	1
1_MACS_peak_12518_lociStitched	chr17	73871333	73875149	1	3817	14792.724	285	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	1.3687	285	1
1_MACS_peak_24809_lociStitched	chr6	43634996	43638761	1	3766	15105.933	286	1	RSPH9	MAD2L1BP,GTPBP2,MRPS18A	MRPS18A	MAD2L1BP	1.2798	286	1
2_MACS_peak_5168_lociStitched	chr11	72851613	72855399	2	3758	14961.5148	287	1	FCHSD2		FCHSD2	FCHSD2	0.1196	287	1
5_MACS_peak_13594_lociStitched	chr19	3983686	3988603	5	4044	12750.2727	288	1	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	SNORD37	1.1222	288	1
3_MACS_peak_19501_lociStitched	chr22	45348795	45353186	3	4179	11501.3463	289	1	PHF21B		PHF21B	PHF21B	0.2405	289	1
5_MACS_peak_15114_lociStitched	chr19	56151094	56155597	5	4161	11667.273	290	1	ZNF580,ZNF581	ZNF524,ZNF865,CCDC106,U2AF2,EPN1,FIZ1,ZNF784	ZNF580	CCDC106	1.5463	290	1
4_MACS_peak_20310_lociStitched	chr3	55691607	55696281	4	4162	11636.8578	291	1	ERC2,C3orf51		C3orf51	C3orf51	1.6723	291	1
2_MACS_peak_3881_lociStitched	chr10	112600510	112604461	2	3903	13747.5045	292	1		PDCD4,LOC282997	LOC282997	LOC282997	1.653	292	1
1_MACS_peak_22400_lociStitched	chr4	185273182	185276608	1	3427	16737.723	293	1			IRF2	IRF2	0.8294	293	1
3_MACS_peak_13493_lociStitched	chr19	2081704	2085960	3	4120	11818.4864	294	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	MOBKL2A	1.1607	294	1
2_MACS_peak_9388_lociStitched	chr15	75493176	75497081	2	3835	14161.4825	295	1	C15orf39		C15orf39	C15orf39	0.9175	295	1
4_MACS_peak_22031_lociStitched	chr4	113206054	113210877	4	3982	13003.7726	296	1	TIFA	ALPK1	TIFA	TIFA	0.975	296	1
2_MACS_peak_19637_lociStitched	chr22	50967903	50971277	2	3326	17212.461	297	1	TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LMF2,SCO2,C22orf41,CPT1B	TYMP	TYMP	2.2302	297	1
4_MACS_peak_5615_lociStitched	chr11	122931760	122936133	4	3807	14112.5456	298	1	HSPA8	LOC341056	HSPA8	HSPA8	1.2985	298	1
1_MACS_peak_24404_lociStitched	chr6	31938106	31941193	1	3088	18214.8435	299	1	STK19,DOM3Z	C2,CFB,SKIV2L,C4B,CYP21A2,MIR1236,RDBP,TNXA,TNXB	DOM3Z	DOM3Z	1.6523	299	1
1_MACS_peak_24312_lociStitched	chr6	30523141	30526012	1	2872	19137.7989	300	1	PRR3,GNL1	ABCF1,MIR877	PRR3	PRR3	1.2619	300	1
3_MACS_peak_22859_lociStitched	chr5	56110055	56113989	3	3683	14929.1366	301	1	MAP3K1		MAP3K1	MAP3K1	0.4071	301	1
1_MACS_peak_9344_lociStitched	chr15	74917219	74921055	1	3837	13836.452	302	1	CLK3		CLK3	CLK3	1.046	302	1
2_MACS_peak_14371_lociStitched	chr19	35694734	35698711	2	3844	13744.1143	303	1		FXYD5,LSR,FAM187B	FAM187B	LSR	0.6255	303	1
2_MACS_peak_18064_lociStitched	chr20	42309081	42312311	2	3220	17506.277	304	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.5442	304	1
6_MACS_peak_28086_lociStitched	chr8	126616120	126621032	6	3959	12745.6576	306	1			TRIB1	TRIB1	1.7932	306	1
3_MACS_peak_13355_lociStitched	chr19	659828	664033	3	3938	12895.894	307	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	0.6553	307	1
2_MACS_peak_1524_lociStitched	chr1	143117723	143121669	2	3669	14847.2196	308	1			LOC100130000	LOC100130000	NONE	308	1
2_MACS_peak_9145_lociStitched	chr15	64453943	64458156	2	3917	13018.5913	309	1	PPIB,CSNK1G1	SNX22	PPIB	PPIB	1.3099	309	1
3_MACS_peak_6227_lociStitched	chr12	28012349	28016558	3	3764	14159.9178	310	1			KLHDC5	KLHDC5	NONE	310	1
6_MACS_peak_10484_lociStitched	chr16	56963518	56968508	6	3851	13427.591	311	1	HERPUD1	CETP	HERPUD1	HERPUD1	1.022	311	1
4_MACS_peak_24140_lociStitched	chr6	26195701	26200600	4	3913	12897.1074	312	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	HIST1H3D	1.5206	312	1
3_MACS_peak_13377_lociStitched	chr19	923455	927619	3	3953	12522.3972	313	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	KISS1R	1.5653	313	1
4_MACS_peak_12310_lociStitched	chr17	62205095	62209083	4	3761	13991.1004	314	1	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.124	314	1
3_MACS_peak_586_lociStitched	chr1	28831754	28835975	3	3929	12690.4365	315	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	RCC1	0.5809	315	1
3_MACS_peak_14646_lociStitched	chr19	42771871	42775950	3	3628	14860.2049	316	1		ZNF526,CIC,PRR19,TMEM145,GSK3A,ERF,PAFAH1B3	ERF	ERF	0.8899	316	1
2_MACS_peak_5437_lociStitched	chr11	111247440	111251319	2	3511	15545.4804	317	1	POU2AF1		POU2AF1	POU2AF1	1.0931	317	1
1_MACS_peak_8630_lociStitched	chr14	106051768	106055809	1	4042	11477.2482	318	1			TMEM121	TMEM121	0.3661	318	1
5_MACS_peak_18641_lociStitched	chr21	42161440	42165920	5	4011	11738.944	319	1	DSCAM		DSCAM	DSCAM	0.1953	319	1
4_MACS_peak_29344_lociStitched	chr9	134127520	134132476	4	4017	11585.6412	320	1		PPAPDC3,FAM78A	FAM78A	FAM78A	1.1182	320	1
2_MACS_peak_22831_lociStitched	chr5	55774861	55778428	2	3540	15076.6389	321	1			ANKRD55	ANKRD55	NONE	321	1
1_MACS_peak_24727_lociStitched	chr6	41672686	41676057	1	3372	16076.9732	322	1	TFEB	PGC	TFEB	PGC	0.8044	322	1
5_MACS_peak_1689_lociStitched	chr1	150549146	150553210	5	3350	16143.8336	323	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	MCL1	1.7023	323	1
2_MACS_peak_24816_lociStitched	chr6	43681717	43685310	2	3297	16431.8669	324	1		MRPS18A	MRPS18A	MRPS18A	1.0203	324	1
4_MACS_peak_12090_lociStitched	chr17	48225651	48230017	4	4091	10536.0312	326	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.7912	326	1
3_MACS_peak_16028_lociStitched	chr2	68991400	68995559	3	3787	13235.1857	327	1	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.3827	327	1
3_MACS_peak_12505_lociStitched	chr17	73779861	73783425	3	3415	15683.382	328	1	UNK	GALK1,H3F3B	UNK	H3F3B	0.8565	328	1
1_MACS_peak_11016_lociStitched	chr17	3816654	3820485	1	3832	12733.8609	329	1	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	1.2549	329	1
2_MACS_peak_24611_lociStitched	chr6	36633547	36637229	2	3672	13893.2906	330	1		CDKN1A,MIR3925	CDKN1A	CDKN1A	2.1432	330	1
3_MACS_peak_6145_lociStitched	chr12	24713220	24717038	3	3589	14454.948	331	1	SOX5	C12orf67	SOX5	C12orf67	0.4558	331	1
4_MACS_peak_28628_lociStitched	chr9	37033641	37037999	4	3866	12330.961	332	1	PAX5	LOC100506710	PAX5	LOC100506710	0.3396	332	1
4_MACS_peak_9568_lociStitched	chr15	89179288	89183371	4	3602	14297.4411	333	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	AEN	1.2898	333	1
4_MACS_peak_16247_lociStitched	chr2	87795992	87800905	4	3975	11282.2132	334	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2216	334	1
6_MACS_peak_28916_lociStitched	chr9	96028244	96033201	6	4045	10572.7853	335	1	WNK2		C9orf129	C9orf129	NONE	335	1
3_MACS_peak_1970_lociStitched	chr1	156718114	156722379	3	3943	11492.0425	336	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	HDGF	1.3192	336	1
3_MACS_peak_12915_lociStitched	chr18	13369194	13373224	3	3725	13292.552	337	1	C18orf1		C18orf1	C18orf1	0.2357	337	1
3_MACS_peak_799_lociStitched	chr1	39973921	39978089	3	3809	12541.512	338	1	BMP8A	PPIEL	BMP8A	BMP8A	0.713	338	1
2_MACS_peak_12651_lociStitched	chr17	77784192	77787909	2	3598	14079.996	339	1		CBX2,CBX8,CBX4	CBX8	CBX8	0.9886	339	1
4_MACS_peak_19491_lociStitched	chr22	44419480	44423562	4	3857	12012.9178	340	1	PARVB		PARVB	PARVB	0.1525	340	1
4_MACS_peak_18718_lociStitched	chr21	44778819	44783180	4	3974	10932.1548	341	1			SIK1	SIK1	NONE	341	1
3_MACS_peak_5475_lociStitched	chr11	115091183	115095235	3	3813	12365.8936	342	1	CADM1		CADM1	CADM1	0.168	342	1
