GENE_ID	locusLine	bin_1_44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
1_MACS_peak_6252_lociStitched	chr10(.):99546021-99546529	0.1247
1_MACS_peak_6253_lociStitched	chr10(.):99547153-99547708	0.0722
1_MACS_peak_6254_lociStitched	chr10(.):99608384-99609192	0.0934
1_MACS_peak_6255_lociStitched	chr10(.):99647696-99648223	0.0917
6_MACS_peak_6256_lociStitched	chr10(.):99654739-99663129	0.0992
1_MACS_peak_6262_lociStitched	chr10(.):99664492-99667326	0.0768
1_MACS_peak_6263_lociStitched	chr10(.):99671399-99671712	0.0598
1_MACS_peak_6264_lociStitched	chr10(.):99672271-99673042	0.103
1_MACS_peak_6265_lociStitched	chr10(.):99675904-99676468	0.0371
1_MACS_peak_6266_lociStitched	chr10(.):99687029-99687346	0.0408
1_MACS_peak_6267_lociStitched	chr10(.):99788327-99788909	0.0963
2_MACS_peak_6268_lociStitched	chr10(.):101293007-101294584	0.0706
1_MACS_peak_6270_lociStitched	chr10(.):101295308-101296545	0.092
1_MACS_peak_6271_lociStitched	chr10(.):102325866-102326360	0.0234
1_MACS_peak_6272_lociStitched	chr10(.):102327032-102327489	0.0331
1_MACS_peak_6273_lociStitched	chr10(.):102368825-102369137	0.0348
1_MACS_peak_6274_lociStitched	chr10(.):102372716-102373571	0.0275
1_MACS_peak_6275_lociStitched	chr10(.):102374982-102375400	0.0238
2_MACS_peak_6276_lociStitched	chr10(.):102376168-102377161	0.0593
1_MACS_peak_6278_lociStitched	chr10(.):102378071-102378424	0.0338
1_MACS_peak_6279_lociStitched	chr10(.):102379724-102381122	0.119
1_MACS_peak_6280_lociStitched	chr10(.):102381954-102383263	0.0793
1_MACS_peak_6281_lociStitched	chr10(.):102383789-102384771	0.0997
1_MACS_peak_6282_lociStitched	chr10(.):102397603-102397917	0.1329
3_MACS_peak_6283_lociStitched	chr10(.):102400652-102402739	0.0494
1_MACS_peak_6286_lociStitched	chr10(.):102411877-102414437	0.102
1_MACS_peak_6287_lociStitched	chr10(.):102414946-102416229	0.0987
6_MACS_peak_6288_lociStitched	chr10(.):102416957-102424926	0.0911
1_MACS_peak_6294_lociStitched	chr10(.):102426623-102426898	0.1208
4_MACS_peak_6295_lociStitched	chr10(.):102427420-102434244	0.0931
2_MACS_peak_6299_lociStitched	chr10(.):102436107-102437951	0.1301
3_MACS_peak_6301_lociStitched	chr10(.):102438741-102441777	0.0993
2_MACS_peak_6304_lociStitched	chr10(.):102442383-102449269	0.0857
2_MACS_peak_6306_lociStitched	chr10(.):102449790-102451337	0.1135
5_MACS_peak_6308_lociStitched	chr10(.):102465814-102473272	0.1111
1_MACS_peak_6313_lociStitched	chr10(.):102473886-102474299	0.0404
1_MACS_peak_6314_lociStitched	chr10(.):102475604-102476120	0.0601
4_MACS_peak_6315_lociStitched	chr10(.):102482391-102485906	0.0623
6_MACS_peak_6319_lociStitched	chr10(.):102487084-102521335	0.1104
1_MACS_peak_6325_lociStitched	chr10(.):102535078-102535916	0.1063
2_MACS_peak_6326_lociStitched	chr10(.):102540124-102541362	0.0852
1_MACS_peak_6328_lociStitched	chr10(.):102542389-102542825	0.0923
1_MACS_peak_6329_lociStitched	chr10(.):102543705-102544073	0.1203
6_MACS_peak_6330_lociStitched	chr10(.):102545057-102550802	0.0921
1_MACS_peak_6336_lociStitched	chr10(.):102551855-102552324	0.0767
1_MACS_peak_6337_lociStitched	chr10(.):102560680-102561011	0.0668
4_MACS_peak_6338_lociStitched	chr10(.):102562286-102564801	0.1041
1_MACS_peak_6342_lociStitched	chr10(.):102565388-102570643	0.0857
5_MACS_peak_6343_lociStitched	chr10(.):102571249-102577502	0.0809
5_MACS_peak_6348_lociStitched	chr10(.):102583144-102593261	0.1201
1_MACS_peak_6353_lociStitched	chr10(.):102610617-102611275	0.1246
2_MACS_peak_6354_lociStitched	chr10(.):102614673-102615514	0.0754
3_MACS_peak_6356_lociStitched	chr10(.):102616183-102618626	0.0796
6_MACS_peak_6359_lociStitched	chr10(.):102620878-102629088	0.0973
1_MACS_peak_6365_lociStitched	chr10(.):102636936-102637322	0.1519
2_MACS_peak_6366_lociStitched	chr10(.):102638012-102640539	0.1267
2_MACS_peak_6368_lociStitched	chr10(.):102641540-102643315	0.1222
1_MACS_peak_6370_lociStitched	chr10(.):102643970-102644689	0.0311
1_MACS_peak_6371_lociStitched	chr10(.):102647432-102647860	0.1454
1_MACS_peak_6372_lociStitched	chr10(.):102648707-102649056	0.0578
3_MACS_peak_6373_lociStitched	chr10(.):102660863-102663037	0.1227
1_MACS_peak_6376_lociStitched	chr10(.):102663841-102664511	0.0602
3_MACS_peak_6377_lociStitched	chr10(.):102776154-102779733	0.0648
1_MACS_peak_6380_lociStitched	chr10(.):102785636-102785909	0.0253
1_MACS_peak_6381_lociStitched	chr10(.):102786971-102790671	0.0856
1_MACS_peak_6382_lociStitched	chr10(.):102791412-102792566	0.1311
1_MACS_peak_6383_lociStitched	chr10(.):102794896-102795454	0.0958
1_MACS_peak_6384_lociStitched	chr10(.):102808651-102810303	0.1638
2_MACS_peak_6385_lociStitched	chr10(.):102839957-102840944	0.0907
6_MACS_peak_6387_lociStitched	chr10(.):102841713-102855390	0.1106
1_MACS_peak_6393_lociStitched	chr10(.):102859826-102860108	0.0713
1_MACS_peak_6394_lociStitched	chr10(.):102860718-102861024	0.0293
2_MACS_peak_6395_lociStitched	chr10(.):102881173-102886164	0.1206
1_MACS_peak_6397_lociStitched	chr10(.):102888610-102897256	0.0901
1_MACS_peak_6398_lociStitched	chr10(.):102899761-102900066	0.0049
1_MACS_peak_6399_lociStitched	chr10(.):102900643-102900958	0.1069
3_MACS_peak_6400_lociStitched	chr10(.):102901881-102903508	0.141
1_MACS_peak_6403_lociStitched	chr10(.):102904204-102907812	0.0573
2_MACS_peak_6404_lociStitched	chr10(.):102974500-102986579	0.0977
1_MACS_peak_6406_lociStitched	chr10(.):102987166-102987609	0.0889
2_MACS_peak_6407_lociStitched	chr10(.):102988761-102992624	0.1037
1_MACS_peak_6409_lociStitched	chr10(.):102993638-102994350	0.0969
1_MACS_peak_6410_lociStitched	chr10(.):102996251-102997848	0.073
3_MACS_peak_6411_lociStitched	chr10(.):103050983-103053420	0.1385
1_MACS_peak_6414_lociStitched	chr10(.):103124406-103124759	0.2354
2_MACS_peak_6415_lociStitched	chr10(.):103528028-103529566	0.0699
3_MACS_peak_6417_lociStitched	chr10(.):103530531-103535571	0.0855
1_MACS_peak_6420_lociStitched	chr10(.):103536106-103538064	0.0863
1_MACS_peak_6421_lociStitched	chr10(.):103590466-103590988	0.2006
2_MACS_peak_6422_lociStitched	chr10(.):103986702-103989279	0.1229
1_MACS_peak_6424_lociStitched	chr10(.):103989836-103990834	0.1097
1_MACS_peak_6425_lociStitched	chr10(.):104000366-104001096	0.0781
5_MACS_peak_6426_lociStitched	chr10(.):104165383-104178610	0.0885
1_MACS_peak_6431_lociStitched	chr10(.):104194141-104195374	0.0607
1_MACS_peak_6432_lociStitched	chr10(.):105614004-105614716	0.14
2_MACS_peak_6433_lociStitched	chr10(.):106398837-106400828	0.1093
2_MACS_peak_6435_lociStitched	chr10(.):114712315-114713875	0.085
1_MACS_peak_6437_lociStitched	chr10(.):114719777-114720375	0.1747
4_MACS_peak_6438_lociStitched	chr10(.):114728811-114731279	0.0959
3_MACS_peak_6442_lociStitched	chr10(.):114733201-114740967	0.1345
6_MACS_peak_6445_lociStitched	chr10(.):114741920-114755126	0.0987
1_MACS_peak_6451_lociStitched	chr10(.):114756480-114756988	0.083
2_MACS_peak_6452_lociStitched	chr10(.):114764473-114765338	0.0603
1_MACS_peak_6454_lociStitched	chr10(.):114912609-114912907	0.0842
1_MACS_peak_6455_lociStitched	chr10(.):114929131-114929626	0.1141
1_MACS_peak_6456_lociStitched	chr10(.):114936436-114936751	0.0724
1_MACS_peak_6457_lociStitched	chr10(.):118501299-118501768	0.1439
1_MACS_peak_6458_lociStitched	chr10(.):118892497-118892964	0.0344
1_MACS_peak_6459_lociStitched	chr10(.):118923190-118923673	0.1354
2_MACS_peak_6460_lociStitched	chr10(.):118925880-118927313	0.0547
2_MACS_peak_6462_lociStitched	chr10(.):119295645-119296543	0.115
1_MACS_peak_6464_lociStitched	chr10(.):119311105-119311423	0.14
1_MACS_peak_6465_lociStitched	chr10(.):119313100-119313481	0.0622
2_MACS_peak_6466_lociStitched	chr10(.):122727413-122728334	0.0622
2_MACS_peak_6468_lociStitched	chr10(.):122729591-122730732	0.1078
1_MACS_peak_6470_lociStitched	chr10(.):122734390-122734693	0.0
1_MACS_peak_6471_lociStitched	chr10(.):122738258-122739140	0.1836
1_MACS_peak_6472_lociStitched	chr10(.):123843120-123843437	0.0204
1_MACS_peak_6473_lociStitched	chr10(.):123881344-123881701	0.0806
1_MACS_peak_6474_lociStitched	chr10(.):123900088-123900501	0.0705
1_MACS_peak_6475_lociStitched	chr10(.):123968952-123969261	0.0316
1_MACS_peak_6476_lociStitched	chr10(.):124087244-124087656	0.0492
1_MACS_peak_6477_lociStitched	chr10(.):124088510-124089059	0.112
1_MACS_peak_6478_lociStitched	chr10(.):124112842-124113289	0.0518
3_MACS_peak_6479_lociStitched	chr10(.):124128876-124130153	0.0887
1_MACS_peak_6482_lociStitched	chr10(.):124130719-124131260	0.0914
1_MACS_peak_6483_lociStitched	chr10(.):124132855-124133835	0.0932
1_MACS_peak_6484_lociStitched	chr10(.):124136038-124136524	0.1146
1_MACS_peak_6485_lociStitched	chr10(.):124138373-124138934	0.082
3_MACS_peak_6486_lociStitched	chr10(.):124899181-124901958	0.0766
1_MACS_peak_6489_lociStitched	chr10(.):124904339-124904794	0.1207
3_MACS_peak_6490_lociStitched	chr10(.):125342065-125344207	0.09
1_MACS_peak_6493_lociStitched	chr10(.):125430658-125431091	0.12
1_MACS_peak_6494_lociStitched	chr10(.):125512092-125512427	0.0983
2_MACS_peak_6495_lociStitched	chr10(.):125519151-125519900	0.0412
1_MACS_peak_6497_lociStitched	chr10(.):125520927-125521359	0.049
1_MACS_peak_6498_lociStitched	chr10(.):125528697-125529643	0.0497
1_MACS_peak_6499_lociStitched	chr10(.):125728163-125728509	0.0687
1_MACS_peak_6500_lociStitched	chr10(.):125732440-125732759	0.0865
1_MACS_peak_6501_lociStitched	chr10(.):125753550-125754078	0.1428
1_MACS_peak_6502_lociStitched	chr10(.):126067353-126068269	0.0959
2_MACS_peak_6503_lociStitched	chr10(.):126068995-126069951	0.0969
3_MACS_peak_6505_lociStitched	chr10(.):126136447-126140478	0.0727
1_MACS_peak_6508_lociStitched	chr10(.):126683017-126683383	0.0897
1_MACS_peak_6509_lociStitched	chr10(.):126688891-126689696	0.1454
1_MACS_peak_6510_lociStitched	chr10(.):126690341-126691096	0.0748
1_MACS_peak_6511_lociStitched	chr10(.):126692031-126692990	0.0285
1_MACS_peak_6512_lociStitched	chr10(.):126693878-126694445	0.0852
3_MACS_peak_6513_lociStitched	chr10(.):126695101-126697469	0.089
1_MACS_peak_6516_lociStitched	chr10(.):126697970-126698786	0.0457
1_MACS_peak_6517_lociStitched	chr10(.):126701453-126701743	0.0266
2_MACS_peak_6518_lociStitched	chr10(.):126702470-126706491	0.0889
1_MACS_peak_6520_lociStitched	chr10(.):126707062-126707398	0.0698
8_MACS_peak_6521_lociStitched	chr10(.):126709390-126717274	0.0783
1_MACS_peak_6529_lociStitched	chr10(.):126717806-126718392	0.0865
3_MACS_peak_6530_lociStitched	chr10(.):126718938-126721780	0.0606
2_MACS_peak_6533_lociStitched	chr10(.):126722606-126723222	0.066
1_MACS_peak_6535_lociStitched	chr10(.):126723851-126724188	0.0716
1_MACS_peak_6536_lociStitched	chr10(.):126727395-126727904	0.0688
1_MACS_peak_6537_lociStitched	chr10(.):126728542-126729017	0.1112
2_MACS_peak_6538_lociStitched	chr10(.):126731028-126732628	0.0626
1_MACS_peak_6540_lociStitched	chr10(.):126733273-126733620	0.0735
5_MACS_peak_6541_lociStitched	chr10(.):126736759-126751021	0.1097
1_MACS_peak_6546_lociStitched	chr10(.):126751786-126752543	0.1299
7_MACS_peak_6547_lociStitched	chr10(.):126754128-126763524	0.1262
5_MACS_peak_6554_lociStitched	chr10(.):126764172-126767050	0.0683
4_MACS_peak_6559_lociStitched	chr10(.):126768093-126771021	0.0823
4_MACS_peak_6563_lociStitched	chr10(.):126771817-126775192	0.0617
2_MACS_peak_6567_lociStitched	chr10(.):126775791-126777291	0.111
3_MACS_peak_6569_lociStitched	chr10(.):126778273-126779957	0.0933
1_MACS_peak_6572_lociStitched	chr10(.):126781139-126782090	0.0943
1_MACS_peak_6573_lociStitched	chr10(.):126782658-126783455	0.0889
1_MACS_peak_6574_lociStitched	chr10(.):126784049-126784394	0.0528
1_MACS_peak_6575_lociStitched	chr10(.):126789936-126790441	0.1047
1_MACS_peak_6576_lociStitched	chr10(.):126791982-126792411	0.0678
1_MACS_peak_6577_lociStitched	chr10(.):126804751-126805383	0.0654
1_MACS_peak_6578_lociStitched	chr10(.):126808495-126808773	0.0244
1_MACS_peak_6579_lociStitched	chr10(.):126810390-126810856	0.0857
2_MACS_peak_6580_lociStitched	chr10(.):126813999-126815140	0.0853
1_MACS_peak_6582_lociStitched	chr10(.):126817773-126818350	0.0573
2_MACS_peak_6583_lociStitched	chr10(.):126819318-126820445	0.0886
3_MACS_peak_6585_lociStitched	chr10(.):126825766-126827732	0.0588
1_MACS_peak_6588_lociStitched	chr10(.):126830338-126831052	0.0524
1_MACS_peak_6589_lociStitched	chr10(.):126832205-126832848	0.0718
1_MACS_peak_6590_lociStitched	chr10(.):126834132-126834486	0.0486
1_MACS_peak_6591_lociStitched	chr10(.):126836920-126837458	0.098
1_MACS_peak_6592_lociStitched	chr10(.):126841706-126842061	0.0217
1_MACS_peak_6593_lociStitched	chr10(.):126846033-126846479	0.1482
1_MACS_peak_6594_lociStitched	chr10(.):126853242-126853862	0.0926
1_MACS_peak_6595_lociStitched	chr10(.):126854778-126855315	0.126
1_MACS_peak_6596_lociStitched	chr10(.):126857990-126858282	0.067
1_MACS_peak_6597_lociStitched	chr10(.):126897140-126897468	0.0751
1_MACS_peak_6598_lociStitched	chr10(.):126905162-126905496	0.0855
1_MACS_peak_6599_lociStitched	chr10(.):126908913-126909247	0.0797
1_MACS_peak_6600_lociStitched	chr10(.):127227924-127228238	0.0174
1_MACS_peak_6601_lociStitched	chr10(.):129190878-129191193	0.0558
1_MACS_peak_6602_lociStitched	chr10(.):129244890-129245257	0.0886
1_MACS_peak_6603_lociStitched	chr10(.):129265338-129265645	0.1249
1_MACS_peak_6604_lociStitched	chr10(.):130013825-130014159	0.0606
1_MACS_peak_6605_lociStitched	chr10(.):130182871-130183177	0.0051
1_MACS_peak_6606_lociStitched	chr10(.):130262051-130263052	0.3789
1_MACS_peak_6607_lociStitched	chr10(.):130280285-130280799	0.0982
1_MACS_peak_6608_lociStitched	chr10(.):130293862-130294129	0.0566
1_MACS_peak_6609_lociStitched	chr10(.):130344462-130344726	0.0425
1_MACS_peak_6610_lociStitched	chr10(.):131768739-131769101	0.0567
3_MACS_peak_6611_lociStitched	chr10(.):131837116-131838819	0.0671
1_MACS_peak_6614_lociStitched	chr10(.):131848364-131848672	0.0249
2_MACS_peak_6615_lociStitched	chr10(.):132000329-132001929	0.0413
2_MACS_peak_6617_lociStitched	chr10(.):132002913-132004102	0.0814
1_MACS_peak_6619_lociStitched	chr10(.):132006313-132006590	0.0451
1_MACS_peak_6620_lociStitched	chr10(.):133677232-133677538	0.0486
1_MACS_peak_6621_lociStitched	chr10(.):133811025-133811330	0.0223
1_MACS_peak_6622_lociStitched	chr10(.):133876049-133876948	0.0447
1_MACS_peak_6623_lociStitched	chr10(.):133877823-133879178	0.0638
2_MACS_peak_6624_lociStitched	chr10(.):133879825-133880862	0.1052
1_MACS_peak_6626_lociStitched	chr10(.):133910861-133911205	0.0691
1_MACS_peak_6627_lociStitched	chr10(.):133912611-133912909	0.0714
1_MACS_peak_6628_lociStitched	chr10(.):133915548-133916012	0.0064
1_MACS_peak_6629_lociStitched	chr10(.):133926025-133926442	0.0172
1_MACS_peak_6630_lociStitched	chr10(.):133927524-133928219	0.087
1_MACS_peak_6631_lociStitched	chr10(.):133930023-133930468	0.052
1_MACS_peak_6632_lociStitched	chr10(.):133935836-133936171	0.059
1_MACS_peak_6633_lociStitched	chr10(.):133946077-133946792	0.053
1_MACS_peak_6634_lociStitched	chr10(.):133947437-133947838	0.0748
1_MACS_peak_6635_lociStitched	chr10(.):133950040-133950330	0.0756
1_MACS_peak_6636_lociStitched	chr10(.):133951029-133951346	0.0243
1_MACS_peak_6637_lociStitched	chr10(.):133983707-133984442	0.0346
1_MACS_peak_6638_lociStitched	chr10(.):134002095-134002600	0.1021
1_MACS_peak_6639_lociStitched	chr10(.):134009937-134010248	0.0825
2_MACS_peak_6640_lociStitched	chr10(.):134011650-134012663	0.0623
1_MACS_peak_6642_lociStitched	chr10(.):134182541-134182830	0.0191
1_MACS_peak_6643_lociStitched	chr10(.):134183426-134183843	0.0882
7_MACS_peak_6644_lociStitched	chr10(.):134184420-134189628	0.0576
2_MACS_peak_6651_lociStitched	chr10(.):134190204-134191039	0.036
1_MACS_peak_6653_lociStitched	chr10(.):134192489-134192810	0.0078
2_MACS_peak_6654_lociStitched	chr10(.):134193589-134195980	0.0595
1_MACS_peak_6656_lociStitched	chr10(.):134198260-134199049	0.0663
1_MACS_peak_6657_lociStitched	chr10(.):134209130-134209654	0.0566
1_MACS_peak_6658_lociStitched	chr10(.):134211725-134212487	0.0506
1_MACS_peak_6659_lociStitched	chr10(.):134213033-134213334	0.0241
1_MACS_peak_6660_lociStitched	chr10(.):134268724-134269026	0.1002
1_MACS_peak_6661_lociStitched	chr10(.):134270302-134270578	0.0766
2_MACS_peak_6662_lociStitched	chr10(.):134272964-134274885	0.0439
2_MACS_peak_6664_lociStitched	chr10(.):134276107-134278269	0.0737
3_MACS_peak_6666_lociStitched	chr10(.):134278925-134280781	0.0578
1_MACS_peak_6669_lociStitched	chr10(.):134283021-134283330	0.0498
1_MACS_peak_6670_lociStitched	chr10(.):134291291-134291606	0.0114
2_MACS_peak_6671_lociStitched	chr10(.):134293526-134294474	0.0681
1_MACS_peak_6673_lociStitched	chr10(.):134295158-134296248	0.0572
1_MACS_peak_6674_lociStitched	chr10(.):134298484-134299058	0.1676
1_MACS_peak_6675_lociStitched	chr10(.):134299826-134300568	0.099
1_MACS_peak_6676_lociStitched	chr10(.):134301117-134301814	0.0843
2_MACS_peak_6677_lociStitched	chr10(.):134308252-134309370	0.1043
1_MACS_peak_6679_lociStitched	chr10(.):134309876-134311804	0.0799
1_MACS_peak_6680_lociStitched	chr10(.):134316007-134316491	0.0931
1_MACS_peak_6681_lociStitched	chr10(.):134317029-134317993	0.0629
1_MACS_peak_6682_lociStitched	chr10(.):134325711-134326082	0.102
1_MACS_peak_6683_lociStitched	chr10(.):134330357-134330631	0.0816
5_MACS_peak_6684_lociStitched	chr10(.):134331527-134335484	0.0618
1_MACS_peak_6689_lociStitched	chr10(.):134336389-134337570	0.051
1_MACS_peak_6690_lociStitched	chr10(.):134338482-134338988	0.0976
2_MACS_peak_6691_lociStitched	chr10(.):134340141-134342069	0.0999
1_MACS_peak_6693_lociStitched	chr10(.):134461886-134462199	0.0223
1_MACS_peak_6694_lociStitched	chr10(.):134468525-134468837	0.0303
2_MACS_peak_6695_lociStitched	chr10(.):134610158-134611784	0.0827
1_MACS_peak_6697_lociStitched	chr10(.):134620925-134621298	0.0882
1_MACS_peak_6698_lociStitched	chr10(.):134629913-134631777	0.0762
1_MACS_peak_6699_lociStitched	chr10(.):134641819-134642124	0.0847
1_MACS_peak_6700_lociStitched	chr10(.):134659455-134659787	0.0105
3_MACS_peak_6701_lociStitched	chr10(.):134662403-134666038	0.085
1_MACS_peak_6704_lociStitched	chr10(.):134673036-134674910	0.0797
1_MACS_peak_6705_lociStitched	chr10(.):134679354-134679659	0.0253
2_MACS_peak_6706_lociStitched	chr10(.):134683801-134684845	0.0729
1_MACS_peak_6708_lociStitched	chr10(.):134686794-134687108	0.0894
2_MACS_peak_6709_lociStitched	chr10(.):134689362-134690206	0.0682
2_MACS_peak_6711_lociStitched	chr10(.):134693054-134694545	0.0426
2_MACS_peak_6713_lociStitched	chr10(.):134695926-134698078	0.0787
1_MACS_peak_6715_lociStitched	chr10(.):134702902-134703174	0.05
1_MACS_peak_6716_lociStitched	chr10(.):134710852-134711142	0.1043
1_MACS_peak_6717_lociStitched	chr10(.):134714775-134715170	0.0331
1_MACS_peak_6718_lociStitched	chr10(.):134716791-134717264	0.0972
1_MACS_peak_6719_lociStitched	chr10(.):134718119-134718481	0.0888
1_MACS_peak_6720_lociStitched	chr10(.):134721210-134721863	0.0773
1_MACS_peak_6721_lociStitched	chr10(.):134723409-134724681	0.0424
1_MACS_peak_6722_lociStitched	chr10(.):134727587-134727889	0.1013
1_MACS_peak_6723_lociStitched	chr10(.):134728720-134729249	0.064
1_MACS_peak_6724_lociStitched	chr10(.):134730270-134730874	0.0879
4_MACS_peak_6725_lociStitched	chr10(.):134733376-134736545	0.0655
4_MACS_peak_6729_lociStitched	chr10(.):134737495-134743335	0.0446
3_MACS_peak_6733_lociStitched	chr10(.):134745764-134748417	0.0594
2_MACS_peak_6736_lociStitched	chr10(.):134748963-134750343	0.0383
1_MACS_peak_6738_lociStitched	chr10(.):134751056-134752665	0.0631
2_MACS_peak_6739_lociStitched	chr10(.):134753453-134756680	0.0765
1_MACS_peak_6741_lociStitched	chr10(.):134757187-134758005	0.0291
1_MACS_peak_6742_lociStitched	chr10(.):134758720-134759118	0.0362
1_MACS_peak_6743_lociStitched	chr10(.):134760605-134760902	0.0581
2_MACS_peak_6744_lociStitched	chr10(.):134765353-134766843	0.0698
1_MACS_peak_6746_lociStitched	chr10(.):134768292-134768772	0.0951
9_MACS_peak_6747_lociStitched	chr10(.):134769508-134779941	0.0761
1_MACS_peak_6756_lociStitched	chr10(.):134781002-134781501	0.0712
2_MACS_peak_6757_lociStitched	chr10(.):134785063-134786895	0.0756
6_MACS_peak_6759_lociStitched	chr10(.):134787733-134793723	0.0969
2_MACS_peak_6765_lociStitched	chr10(.):134795139-134796131	0.0544
2_MACS_peak_6767_lociStitched	chr10(.):134796796-134799172	0.0602
4_MACS_peak_6769_lociStitched	chr10(.):134800121-134802148	0.0801
1_MACS_peak_6773_lociStitched	chr10(.):134803010-134803582	0.0701
1_MACS_peak_6774_lociStitched	chr10(.):134806171-134806486	0.0
4_MACS_peak_6775_lociStitched	chr10(.):134807597-134811958	0.0817
5_MACS_peak_6779_lociStitched	chr10(.):134813080-134816131	0.0781
1_MACS_peak_6784_lociStitched	chr10(.):134816700-134817064	0.0631
8_MACS_peak_6785_lociStitched	chr10(.):134818057-134823954	0.0635
1_MACS_peak_6793_lociStitched	chr10(.):134829985-134830395	0.1039
5_MACS_peak_6794_lociStitched	chr10(.):134833087-134841451	0.0711
1_MACS_peak_6799_lociStitched	chr10(.):134842285-134842766	0.0307
7_MACS_peak_6800_lociStitched	chr10(.):134843900-134850276	0.0598
3_MACS_peak_6807_lociStitched	chr10(.):134851065-134856441	0.0689
4_MACS_peak_6810_lociStitched	chr10(.):134857494-134861033	0.0808
2_MACS_peak_6814_lociStitched	chr10(.):134861635-134862610	0.0373
3_MACS_peak_6816_lociStitched	chr10(.):134863686-134865407	0.0672
1_MACS_peak_6819_lociStitched	chr10(.):134866266-134866566	0.0161
1_MACS_peak_6820_lociStitched	chr10(.):134867347-134867652	0.0995
1_MACS_peak_6821_lociStitched	chr10(.):134869144-134869475	0.029
1_MACS_peak_6822_lociStitched	chr10(.):134871652-134872228	0.0581
1_MACS_peak_6823_lociStitched	chr10(.):134873633-134874865	0.0571
1_MACS_peak_6824_lociStitched	chr10(.):134883943-134884356	0.0821
3_MACS_peak_6825_lociStitched	chr10(.):134885192-134887452	0.0409
1_MACS_peak_6828_lociStitched	chr10(.):134895524-134895891	0.0408
1_MACS_peak_6829_lociStitched	chr10(.):134898122-134898682	0.0952
5_MACS_peak_6830_lociStitched	chr10(.):134906414-134912444	0.0601
1_MACS_peak_6835_lociStitched	chr10(.):134913419-134914145	0.0633
2_MACS_peak_6836_lociStitched	chr10(.):134914727-134916378	0.0628
4_MACS_peak_6838_lociStitched	chr10(.):134916895-134920437	0.0719
1_MACS_peak_6842_lociStitched	chr10(.):134923365-134923950	0.0721
3_MACS_peak_6843_lociStitched	chr10(.):134944350-134946689	0.0802
1_MACS_peak_6846_lociStitched	chr10(.):134947719-134948673	0.0411
3_MACS_peak_6847_lociStitched	chr10(.):134953153-134958840	0.1155
1_MACS_peak_6850_lociStitched	chr10(.):134960396-134960925	0.0308
2_MACS_peak_6851_lociStitched	chr10(.):134963419-134964634	0.0927
1_MACS_peak_6853_lociStitched	chr10(.):134968805-134969374	0.1176
1_MACS_peak_6854_lociStitched	chr10(.):134972389-134972819	0.0
1_MACS_peak_6855_lociStitched	chr10(.):134974351-134974628	0.0304
1_MACS_peak_6856_lociStitched	chr10(.):134975732-134976518	0.0947
3_MACS_peak_6857_lociStitched	chr10(.):134977261-134978807	0.0532
3_MACS_peak_6860_lociStitched	chr10(.):134979828-134983760	0.0609
2_MACS_peak_6863_lociStitched	chr10(.):134985318-134986184	0.0957
1_MACS_peak_6865_lociStitched	chr10(.):134992984-134994366	0.0802
1_MACS_peak_6866_lociStitched	chr10(.):134998544-134998905	0.1155
1_MACS_peak_6867_lociStitched	chr10(.):134999546-135000829	0.0369
2_MACS_peak_6868_lociStitched	chr10(.):135002517-135004781	0.1231
2_MACS_peak_6870_lociStitched	chr10(.):135006889-135007910	0.1328
1_MACS_peak_6872_lociStitched	chr10(.):135008864-135009174	0.0784
9_MACS_peak_6873_lociStitched	chr10(.):135009697-135023513	0.0587
4_MACS_peak_6882_lociStitched	chr10(.):135025211-135029493	0.0821
3_MACS_peak_6886_lociStitched	chr10(.):135030077-135033191	0.0719
5_MACS_peak_6889_lociStitched	chr10(.):135034705-135041493	0.0685
2_MACS_peak_6894_lociStitched	chr10(.):135045418-135047987	0.081
1_MACS_peak_6896_lociStitched	chr10(.):135048582-135049216	0.1147
4_MACS_peak_6897_lociStitched	chr10(.):135049904-135059849	0.0923
7_MACS_peak_6901_lociStitched	chr10(.):135060493-135070491	0.0766
1_MACS_peak_6908_lociStitched	chr10(.):135073539-135074140	0.1147
2_MACS_peak_6909_lociStitched	chr10(.):135138388-135143311	0.0981
2_MACS_peak_6911_lociStitched	chr10(.):135144160-135146715	0.1295
1_MACS_peak_6913_lociStitched	chr10(.):135147936-135149489	0.0348
2_MACS_peak_6914_lociStitched	chr10(.):135153453-135155124	0.0799
3_MACS_peak_6916_lociStitched	chr10(.):135156756-135160979	0.0821
1_MACS_peak_6919_lociStitched	chr10(.):135163961-135164390	0.1161
2_MACS_peak_6920_lociStitched	chr10(.):135164967-135167236	0.1031
1_MACS_peak_6922_lociStitched	chr10(.):135168152-135168678	0.0195
1_MACS_peak_6923_lociStitched	chr10(.):135169249-135169601	0.079
1_MACS_peak_6924_lociStitched	chr10(.):135174988-135175308	0.0885
1_MACS_peak_6925_lociStitched	chr10(.):135179348-135179727	0.0432
1_MACS_peak_6926_lociStitched	chr10(.):135289934-135290230	0.0604
2_MACS_peak_6927_lociStitched	chr10(.):135294396-135295556	0.0665
1_MACS_peak_6929_lociStitched	chr10(.):135333998-135334408	0.0568
3_MACS_peak_6930_lociStitched	chr10(.):135342529-135344141	0.0745
2_MACS_peak_6933_lociStitched	chr10(.):135377574-135378656	0.0837
1_MACS_peak_6935_lociStitched	chr10(.):135385559-135385896	0.0845
