#34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_ROSE/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam
#Using cutoff of 3322.6445 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuper
1_MACS_peak_1718_lociStitched	chr10	63804655	63811593	1	6939	6770.1004	1790.004	262	1
3_MACS_peak_2467_lociStitched	chr11	71414473	71426506	3	6996	8039.2473	3064.8051	263	1
1_MACS_peak_2476_lociStitched	chr11	72863067	72866212	1	3146	6200.3675	1226.55	264	1
2_MACS_peak_4694_lociStitched	chr16	12056691	12064871	2	7122	7371.816	2411.464	265	1
2_MACS_peak_14158_lociStitched	chr9	132646600	132657589	2	6523	7242.8499	2302.1955	266	1
4_MACS_peak_4358_lociStitched	chr15	67366056	67384433	4	5086	8124.4717	3193.9226	267	1
3_MACS_peak_6625_lociStitched	chr2	42344762	42357690	3	6556	7818.8544	2893.2864	268	1
1_MACS_peak_5438_lociStitched	chr17	56697470	56699377	1	1908	5661.883	760.893	269	1
2_MACS_peak_774_lociStitched	chr1	156469819	156476107	2	4226	7063.3104	2167.4736	270	1
3_MACS_peak_279_lociStitched	chr1	40846780	40858198	3	5085	7701.441	2813.3952	271	1
2_MACS_peak_13259_lociStitched	chr8	60963519	60970448	2	3170	6095.4413	1228.5117	272	1
2_MACS_peak_6623_lociStitched	chr2	42328205	42333934	2	4543	6296.7439	1448.2912	273	1
2_MACS_peak_13023_lociStitched	chr8	11387776	11396152	2	3154	6596.9376	1769.8488	274	1
3_MACS_peak_9734_lociStitched	chr4	40302983	40310900	3	5052	6899.6655	2079.7959	275	1
2_MACS_peak_11659_lociStitched	chr6	52254295	52259931	2	3231	6013.612	1197.65	276	1
1_MACS_peak_12697_lociStitched	chr7	105985555	105988701	1	3147	6005.714	1196.7384	277	1
1_MACS_peak_2748_lociStitched	chr11	129286886	129288983	1	2098	5365.5939	559.2699	278	1
3_MACS_peak_1292_lociStitched	chr1	228725643	228732971	3	3685	6092.4992	1312.4448	279	1
1_MACS_peak_1351_lociStitched	chr1	235242097	235243929	1	1833	5507.1752	730.968	280	1
1_MACS_peak_12823_lociStitched	chr7	130790808	130796680	1	5873	6716.9808	1943.0448	281	1
2_MACS_peak_13896_lociStitched	chr9	93909650	93914433	2	3268	5845.3043	1071.392	282	1
1_MACS_peak_5829_lociStitched	chr18	42338269	42340742	1	2474	5411.1713	642.7327	283	1
2_MACS_peak_1306_lociStitched	chr1	230239240	230246651	2	4472	7164.2137	2398.1996	284	1
1_MACS_peak_7788_lociStitched	chr20	24822560	24824591	1	2032	5487.9651	727.098	285	1
1_MACS_peak_9481_lociStitched	chr3	186713321	186719497	1	6177	7397.6128	2640.24	286	1
3_MACS_peak_6633_lociStitched	chr2	43444445	43457163	3	6172	7788.5032	3033.243	287	1
1_MACS_peak_4534_lociStitched	chr15	90638123	90643859	1	5737	6579.7656	1829.784	288	1
2_MACS_peak_5098_lociStitched	chr17	6064030	6070605	2	3949	6326.465	1577.3425	289	1
1_MACS_peak_4160_lociStitched	chr15	34894842	34896212	1	1371	5086.262	338.39	290	1
2_MACS_peak_2338_lociStitched	chr11	58340767	58346523	2	5516	6428.3008	1685.9324	291	1
2_MACS_peak_8250_lociStitched	chr21	43647506	43655675	2	5171	7477.0857	2735.7981	292	1
4_MACS_peak_3237_lociStitched	chr12	77454052	77465011	4	5664	6897.5946	2162.2107	293	1
3_MACS_peak_11889_lociStitched	chr6	108879321	108889957	3	9153	7088.894	2354.8104	294	1
1_MACS_peak_608_lociStitched	chr1	143741202	143746085	1	4884	6501.2262	1771.5524	295	1
2_MACS_peak_4520_lociStitched	chr15	89655082	89660426	2	4662	5995.968	1267.5968	296	1
1_MACS_peak_6862_lociStitched	chr2	86262468	86266413	1	3946	5908.821	1181.5275	297	1
4_MACS_peak_13498_lociStitched	chr8	126441477	126449908	4	7209	6513.7906	1799.1754	298	1
1_MACS_peak_3199_lociStitched	chr12	68767307	68769762	1	2456	5446.663	735.518	299	1
1_MACS_peak_9482_lociStitched	chr3	186779983	186785612	1	5630	6933.2393	2232.4614	300	1
1_MACS_peak_12023_lociStitched	chr6	135907537	135909016	1	1480	5135.9754	446.3622	301	1
2_MACS_peak_3749_lociStitched	chr13	114557123	114566621	2	8849	7337.205	2651.8416	302	1
2_MACS_peak_9450_lociStitched	chr3	183228830	183235093	2	4572	7103.4946	2423.781	303	1
2_MACS_peak_11207_lociStitched	chr5	172191647	172200111	2	4428	6289.5984	1619.1632	304	1
2_MACS_peak_6580_lociStitched	chr2	37541743	37553320	2	11449	7549.3617	2882.673	305	1
3_MACS_peak_4381_lociStitched	chr15	70047342	70053912	3	4751	6316.398	1654.326	306	1
1_MACS_peak_4669_lociStitched	chr16	11057642	11060246	1	2605	5367.8856	714.0168	307	1
1_MACS_peak_13171_lociStitched	chr8	37737753	37740976	1	3224	5494.5704	848.2936	308	1
4_MACS_peak_5607_lociStitched	chr17	76763592	76776877	4	7662	7369.1895	2738.0385	309	1
2_MACS_peak_8364_lociStitched	chr22	24822884	24831518	2	3803	6430.6032	1804.506	310	1
1_MACS_peak_10953_lociStitched	chr5	129659078	129661539	1	2462	5356.1204	736.5773	311	1
1_MACS_peak_12964_lociStitched	chr7	156714703	156716840	1	2138	5255.0967	636.826	312	1
1_MACS_peak_8244_lociStitched	chr21	43481066	43485747	1	4682	6744.8529	2138.7489	313	1
2_MACS_peak_12785_lociStitched	chr7	122824029	122831873	2	3471	6852.5184	2248.0904	314	1
1_MACS_peak_1436_lociStitched	chr10	3915430	3918528	1	3099	5402.912	804.8604	315	1
1_MACS_peak_11044_lociStitched	chr5	141243690	141245330	1	1641	5225.532	632.712	316	1
1_MACS_peak_2519_lociStitched	chr11	82679387	82681900	1	2514	5437.3781	870.7545	317	1
1_MACS_peak_3644_lociStitched	chr13	78690502	78692667	1	2166	5124.988	565.065	318	1
1_MACS_peak_12048_lociStitched	chr6	138270427	138274211	1	3785	5448.5816	888.8616	319	1
3_MACS_peak_4239_lociStitched	chr15	46995111	47008072	3	4815	7045.5996	2488.512	320	1
1_MACS_peak_7887_lociStitched	chr20	40710949	40713203	1	2255	5130.5548	580.405	321	1
2_MACS_peak_689_lociStitched	chr1	150583199	150587195	2	3995	6047.5464	1503.2952	322	1
2_MACS_peak_9552_lociStitched	chr3	197456547	197464904	2	6283	7070.022	2532.171	323	1
1_MACS_peak_7568_lociStitched	chr2	228275070	228277424	1	2355	5117.1252	586.8522	324	1
1_MACS_peak_7888_lociStitched	chr20	40721137	40723435	1	2299	5026.4154	497.9766	325	1
2_MACS_peak_10425_lociStitched	chr5	6480077	6486487	2	5231	6086.295	1565.322	326	1
3_MACS_peak_10958_lociStitched	chr5	130709574	130718540	3	6264	6562.2154	2047.8344	327	1
1_MACS_peak_9452_lociStitched	chr3	183242805	183246566	1	3762	6152.2438	1643.1809	328	1
3_MACS_peak_4923_lociStitched	chr16	68285077	68299147	3	5890	7461.321	2977.212	329	1
3_MACS_peak_612_lociStitched	chr1	143991938	144001519	3	5630	6845.6245	2363.6327	330	1
4_MACS_peak_8599_lociStitched	chr3	5233188	5241655	4	5896	6443.387	1966.0374	331	1
2_MACS_peak_3274_lociStitched	chr12	89738476	89749093	2	6711	7193.0175	2716.8903	332	1
1_MACS_peak_2086_lociStitched	chr11	267484	270332	1	2849	5404.08	945.536	333	1
1_MACS_peak_7149_lociStitched	chr2	137138652	137141257	1	2606	5142.0095	686.9385	334	1
1_MACS_peak_9519_lociStitched	chr3	194023305	194026335	1	3031	5593.986	1146.552	335	1
4_MACS_peak_3477_lociStitched	chr12	125398591	125406473	4	6604	5652.1822	1217.769	336	1
1_MACS_peak_2579_lociStitched	chr11	102186824	102190186	1	3363	5533.852	1106.4342	337	1
1_MACS_peak_8261_lociStitched	chr21	44581713	44586304	1	4592	6321.3479	1903.8877	338	1
3_MACS_peak_9398_lociStitched	chr3	176912744	176920813	3	7786	7001.4713	2591.7628	339	1
2_MACS_peak_10970_lociStitched	chr5	131435767	131440991	2	4275	5964.7632	1560.4088	340	1
1_MACS_peak_5165_lociStitched	chr17	19206529	19210753	1	4225	5705.3568	1301.4144	341	1
2_MACS_peak_1763_lociStitched	chr10	72335281	72338974	2	3174	5305.7331	921.7728	342	1
3_MACS_peak_8520_lociStitched	chr22	42928627	42936070	3	4260	6481.3644	2104.8804	343	1
1_MACS_peak_1778_lociStitched	chr10	74056284	74058497	1	2214	4943.842	568.0771	344	1
1_MACS_peak_8682_lociStitched	chr3	23202786	23205199	1	2414	4988.1536	613.3846	345	1
1_MACS_peak_933_lociStitched	chr1	179049122	179053617	1	4496	6149.6095	1775.9745	346	1
2_MACS_peak_3256_lociStitched	chr12	80686801	80694632	2	2921	5688.4384	1315.608	347	1
2_MACS_peak_8798_lociStitched	chr3	46246089	46256006	2	6444	7073.7961	2715.2746	348	1
2_MACS_peak_13455_lociStitched	chr8	120939213	120947511	2	3846	6239.2662	1891.1142	349	1
1_MACS_peak_1342_lociStitched	chr1	234907119	234909366	1	2248	5073.5013	726.0057	350	1
4_MACS_peak_8468_lociStitched	chr22	38782600	38793772	4	6934	6571.3704	2224.3452	351	1
2_MACS_peak_9179_lociStitched	chr3	129893481	129899316	2	3893	5736.972	1393.398	352	1
1_MACS_peak_13892_lociStitched	chr9	93703786	93706249	1	2464	5137.5717	800.2287	353	1
2_MACS_peak_4566_lociStitched	chr15	96406764	96413732	2	3204	5538.1664	1203.3736	354	1
2_MACS_peak_12884_lociStitched	chr7	141016409	141020969	2	2874	5851.848	1517.112	355	1
2_MACS_peak_11875_lociStitched	chr6	106610536	106616325	2	4365	6230.7007	1898.792	356	1
2_MACS_peak_7293_lociStitched	chr2	175457899	175463510	2	4661	5842.1732	1514.4089	357	1
3_MACS_peak_6339_lociStitched	chr19	48880791	48895210	3	5060	7277.2693	2951.5693	358	1
1_MACS_peak_1989_lociStitched	chr10	112155072	112156578	1	1507	4760.0142	439.9026	359	1
4_MACS_peak_13903_lociStitched	chr9	94181094	94192510	4	6365	6759.4136	2447.5904	360	1
2_MACS_peak_3302_lociStitched	chr12	92932260	92938895	2	3827	5739.275	1435.1505	361	1
2_MACS_peak_13521_lociStitched	chr8	129668917	129672465	2	3444	5278.3596	990.9564	362	1
1_MACS_peak_6615_lociStitched	chr2	39718517	39720454	1	1938	4785.5522	499.3586	363	1
2_MACS_peak_8567_lociStitched	chr22	49227960	49231153	2	2569	4868.0478	582.4032	364	1
3_MACS_peak_2665_lociStitched	chr11	118738778	118743986	3	4820	5593.392	1318.1448	365	1
2_MACS_peak_12668_lociStitched	chr7	102064141	102074156	2	6050	6931.3815	2658.9825	366	1
1_MACS_peak_10091_lociStitched	chr4	121669416	121672024	1	2609	5051.696	786.0512	367	1
3_MACS_peak_11495_lociStitched	chr6	27791308	27807459	3	6622	7539.2868	3275.4228	368	1
3_MACS_peak_4422_lociStitched	chr15	75069239	75082949	3	7697	7891.476	3629.037	369	1
3_MACS_peak_9170_lociStitched	chr3	128994924	129002357	3	5435	5913.6948	1655.3291	370	1
1_MACS_peak_10362_lociStitched	chr4	186507919	186509738	1	1820	4956.4112	698.1322	371	1
1_MACS_peak_2477_lociStitched	chr11	72959727	72961482	1	1756	4718.844	464.724	372	1
3_MACS_peak_4476_lociStitched	chr15	81585445	81595585	3	5047	7306.884	3060.252	373	1
2_MACS_peak_12978_lociStitched	chr8	1991439	2000138	2	4720	5818.7611	1577.1287	374	1
2_MACS_peak_3323_lociStitched	chr12	94598131	94603023	2	4794	5652.706	1412.3204	375	1
2_MACS_peak_4934_lociStitched	chr16	68789610	68795411	2	3341	5494.7072	1257.6568	376	1
3_MACS_peak_8184_lociStitched	chr21	36420307	36430575	3	5184	6978.1328	2741.556	377	1
2_MACS_peak_1594_lociStitched	chr10	30989903	30996274	2	5140	5794.4245	1558.3466	378	1
1_MACS_peak_3403_lociStitched	chr12	109009366	109012457	1	3092	5168.7702	943.6823	379	1
2_MACS_peak_8021_lociStitched	chr20	56050355	56057057	2	3944	5828.0592	1605.129	380	1
4_MACS_peak_9540_lociStitched	chr3	196358259	196370910	4	7937	7909.4052	3686.5014	381	1
1_MACS_peak_12695_lociStitched	chr7	105816860	105819427	1	2568	5418.4236	1199.8158	382	1
4_MACS_peak_5472_lociStitched	chr17	62197678	62209957	4	6720	7174.6197	2960.4669	383	1
2_MACS_peak_4699_lociStitched	chr16	14492466	14501192	2	3507	6001.7428	1815.8806	384	1
4_MACS_peak_10025_lociStitched	chr4	105407673	105416978	4	5302	6079.887	1907.525	385	1
2_MACS_peak_6565_lociStitched	chr2	33718633	33723215	2	4229	5378.3516	1211.939	386	1
1_MACS_peak_8049_lociStitched	chr20	61281966	61284259	1	2294	4766.6884	606.0399	387	1
3_MACS_peak_11364_lociStitched	chr6	11722202	11733235	3	5815	6516.0898	2359.9587	388	1
1_MACS_peak_2078_lociStitched	chr10	130854785	130857330	1	2546	4715.1215	561.427	389	1
2_MACS_peak_6346_lociStitched	chr19	49375135	49380443	2	4707	5403.0132	1249.5032	390	1
2_MACS_peak_5594_lociStitched	chr17	76143289	76152102	2	4184	5910.8791	1759.9561	391	1
1_MACS_peak_100_lociStitched	chr1	17065411	17069146	1	3736	6272.559	2123.721	392	1
1_MACS_peak_11590_lociStitched	chr6	37122661	37125111	1	2451	4697.385	551.495	393	1
2_MACS_peak_1367_lociStitched	chr1	240075087	240079273	2	4016	5409.1492	1268.7766	394	1
1_MACS_peak_5962_lociStitched	chr18	69847754	69849487	1	1734	4571.1341	436.3694	395	1
1_MACS_peak_9904_lociStitched	chr4	82482637	82484510	1	1874	4610.5768	490.9133	396	1
1_MACS_peak_1456_lociStitched	chr10	6967216	6971378	1	4163	5216.2346	1100.0166	397	1
1_MACS_peak_1591_lociStitched	chr10	30817771	30819546	1	1776	4567.2525	465.5825	398	1
1_MACS_peak_8230_lociStitched	chr21	41384675	41389822	1	5148	5950.9614	1868.361	399	1
2_MACS_peak_9899_lociStitched	chr4	82412528	82416099	2	2938	4783.7116	708.8435	400	1
1_MACS_peak_13114_lociStitched	chr8	27901532	27903265	1	1734	4421.2296	361.1572	401	1
1_MACS_peak_677_lociStitched	chr1	149855944	149860971	1	5028	6296.8202	2237.015	402	1
2_MACS_peak_12356_lociStitched	chr7	35764228	35770897	2	3909	5583.9537	1532.5362	403	1
1_MACS_peak_10787_lociStitched	chr5	90675135	90681206	1	6072	5741.3447	1691.9877	404	1
1_MACS_peak_1990_lociStitched	chr10	112172836	112176244	1	3409	4942.9632	895.9632	405	1
2_MACS_peak_3762_lociStitched	chr13	115024693	115029777	2	3999	5356.5024	1318.7896	406	1
1_MACS_peak_11661_lociStitched	chr6	52361904	52364570	1	2667	4819.5948	799.0002	407	1
2_MACS_peak_7351_lociStitched	chr2	188846989	188854002	2	2753	5204.3473	1194.3139	408	1
1_MACS_peak_6224_lociStitched	chr19	29122174	29125104	1	2931	4783.811	774.106	409	1
1_MACS_peak_5036_lociStitched	chr16	90060896	90062927	1	2032	4228.7451	222.5976	410	1
3_MACS_peak_10013_lociStitched	chr4	103533453	103542511	3	4523	5969.222	1964.6802	411	1
2_MACS_peak_12295_lociStitched	chr7	25002415	25006544	2	2814	4989.8965	992.1987	412	1
2_MACS_peak_13506_lociStitched	chr8	126780865	126784764	2	2706	4753.2709	755.6262	413	1
1_MACS_peak_10772_lociStitched	chr5	88637381	88640736	1	3356	4911.049	914.573	414	1
1_MACS_peak_2789_lociStitched	chr12	1531471	1533756	1	2286	4563.602	571.0215	415	1
1_MACS_peak_6446_lociStitched	chr2	10547952	10551363	1	3412	4903.3125	912.7836	416	1
2_MACS_peak_7935_lociStitched	chr20	46386799	46391484	2	3992	5256.57	1277.5995	417	1
2_MACS_peak_3056_lociStitched	chr12	46608205	46612640	2	4344	5228.4215	1254.6615	418	1
2_MACS_peak_10337_lociStitched	chr4	185455310	185460641	2	4062	5326.2021	1356.7395	419	1
2_MACS_peak_945_lociStitched	chr1	180817118	180822244	2	3683	5413.5686	1455.784	420	1
1_MACS_peak_9109_lociStitched	chr3	119356373	119358909	1	2537	4819.9216	862.4936	421	1
2_MACS_peak_12743_lociStitched	chr7	114561905	114573460	2	6420	7191.832	3237.711	422	1
2_MACS_peak_4133_lociStitched	chr15	31637295	31646428	2	4530	5719.0846	1769.0621	423	1
3_MACS_peak_3946_lociStitched	chr14	81936309	81945579	3	4061	5081.814	1136.502	424	1
2_MACS_peak_4122_lociStitched	chr15	31368958	31376291	2	3775	5642.0102	1698.3228	425	1
2_MACS_peak_4043_lociStitched	chr14	106323956	106329040	2	2308	4567.974	648.7184	426	1
1_MACS_peak_5871_lociStitched	chr18	48677865	48681201	1	3337	4867.224	953.7624	427	1
1_MACS_peak_3776_lociStitched	chr14	23024407	23026159	1	1753	4142.0784	232.6656	428	1
3_MACS_peak_3299_lociStitched	chr12	92855317	92865981	3	4244	6043.2888	2134.9328	429	1
3_MACS_peak_1993_lociStitched	chr10	112256916	112264717	3	6948	6123.0049	2217.0442	430	1
1_MACS_peak_13550_lociStitched	chr8	134510186	134514451	1	4266	5178.9895	1274.382	431	1
2_MACS_peak_7834_lociStitched	chr20	32439640	32448304	2	3336	5868.1272	1965.8616	432	1
1_MACS_peak_13787_lociStitched	chr9	71267430	71268950	1	1521	4259.04	365.712	433	1
1_MACS_peak_13033_lociStitched	chr8	12443890	12446633	1	2744	5490.9374	1601.0891	434	1
2_MACS_peak_12959_lociStitched	chr7	155532807	155539607	2	3958	5589.6	1700.68	435	1
3_MACS_peak_5380_lociStitched	chr17	47816507	47827020	3	4751	6220.5421	2332.8347	436	1
3_MACS_peak_950_lociStitched	chr1	181097745	181105017	3	5053	5946.3144	2059.4304	437	1
1_MACS_peak_12665_lociStitched	chr7	101948249	101951023	1	2775	4840.0752	964.2424	438	1
1_MACS_peak_4306_lociStitched	chr15	56662573	56664768	1	2196	4385.8295	510.996	439	1
3_MACS_peak_3764_lociStitched	chr13	115039748	115048340	3	5284	5791.008	1927.1856	440	1
1_MACS_peak_5411_lociStitched	chr17	54863871	54865128	1	1258	4186.5642	325.9401	441	1
2_MACS_peak_7252_lociStitched	chr2	166003964	166006827	2	2421	4535.2783	677.6721	442	1
1_MACS_peak_7370_lociStitched	chr2	192539652	192544632	1	4981	4992.45	1136.436	443	1
1_MACS_peak_6999_lociStitched	chr2	110756142	110758516	1	2375	4618.8544	764.6654	444	1
1_MACS_peak_1046_lociStitched	chr1	194258110	194259568	1	1459	4342.7988	490.0338	445	1
1_MACS_peak_12008_lociStitched	chr6	134567809	134570214	1	2406	4483.401	631.553	446	1
1_MACS_peak_99_lociStitched	chr1	16990774	16995051	1	4278	6313.2797	2462.2689	447	1
2_MACS_peak_8423_lociStitched	chr22	35704160	35707837	2	3583	4876.8051	1030.2954	448	1
1_MACS_peak_5573_lociStitched	chr17	75205102	75209684	1	4583	5343.9866	1501.9796	449	1
3_MACS_peak_8164_lociStitched	chr21	34746257	34756971	3	5204	6768.0338	2927.0648	450	1
3_MACS_peak_4446_lociStitched	chr15	77471578	77481016	3	3643	5545.7688	1712.0532	451	1
4_MACS_peak_4335_lociStitched	chr15	63765864	63779911	4	5957	6989.7872	3159.1703	452	1
3_MACS_peak_11863_lociStitched	chr6	106227828	106240140	3	3828	6302.5128	2475.9432	453	1
2_MACS_peak_6894_lociStitched	chr2	89050649	89055272	2	4280	5114.4249	1297.2138	454	1
2_MACS_peak_6781_lociStitched	chr2	65616680	65622143	2	2976	5118.831	1307.2959	455	1
3_MACS_peak_7512_lociStitched	chr2	217080898	217088512	3	5272	5830.0398	2019.2328	456	1
2_MACS_peak_2413_lociStitched	chr11	65238958	65245908	2	3911	5259.76	1451.16	457	1
2_MACS_peak_9148_lociStitched	chr3	125554005	125560284	2	4012	5421.2886	1618.7262	458	1
3_MACS_peak_13115_lociStitched	chr8	28195378	28206574	3	5245	5903.6508	2105.9676	459	1
1_MACS_peak_12886_lociStitched	chr7	141256698	141259352	1	2655	4824.4412	1028.6904	460	1
1_MACS_peak_4592_lociStitched	chr15	101738492	101741028	1	2537	4375.1072	582.7728	461	1
1_MACS_peak_7560_lociStitched	chr2	227636863	227638439	1	1577	4168.52	376.664	462	1
2_MACS_peak_11635_lociStitched	chr6	45644866	45650596	2	2755	4869.927	1087.554	463	1
2_MACS_peak_1211_lociStitched	chr1	218629059	218634390	2	3631	5453.613	1672.8678	464	1
2_MACS_peak_14089_lociStitched	chr9	123654073	123660282	2	3189	5071.5112	1292.7138	465	1
3_MACS_peak_4429_lociStitched	chr15	75353226	75362696	3	5624	5828.785	2063.513	466	1
3_MACS_peak_5279_lociStitched	chr17	37925752	37937898	3	3995	6422.8048	2657.5448	467	1
4_MACS_peak_11231_lociStitched	chr5	175077458	175085348	4	6048	5537.991	1773.672	468	1
3_MACS_peak_5362_lociStitched	chr17	46528275	46535273	3	5354	5456.3406	1697.015	469	1
3_MACS_peak_953_lociStitched	chr1	181117896	181129804	3	4863	7105.5036	3356.8652	470	1
1_MACS_peak_7728_lociStitched	chr20	12033402	12034819	1	1418	4176.1824	428.6425	471	1
2_MACS_peak_1462_lociStitched	chr10	8172947	8175937	2	2857	4441.944	696.371	472	1
1_MACS_peak_807_lociStitched	chr1	160641409	160646170	1	4762	5753.6685	2032.4709	473	1
1_MACS_peak_13017_lociStitched	chr8	10822410	10825240	1	2831	4684.782	964.181	474	1
4_MACS_peak_1003_lociStitched	chr1	186583403	186596391	4	4967	6591.41	2871.6468	475	1
1_MACS_peak_3722_lociStitched	chr13	109813596	109815834	1	2239	4215.0492	495.717	476	1
2_MACS_peak_854_lociStitched	chr1	164685776	164691302	2	3829	5416.0326	1705.3236	477	1
1_MACS_peak_7893_lociStitched	chr20	42309171	42311987	1	2817	4556.0064	847.616	478	1
3_MACS_peak_602_lociStitched	chr1	143442290	143451384	3	6686	6264.8566	2563.5986	479	1
3_MACS_peak_1056_lociStitched	chr1	197740163	197748533	3	6260	6578.82	2889.324	480	1
1_MACS_peak_8558_lociStitched	chr22	48391688	48393063	1	1376	3989.975	301.125	481	1
2_MACS_peak_2048_lociStitched	chr10	125823033	125832524	2	7254	5780.9681	2092.7655	482	1
3_MACS_peak_2499_lociStitched	chr11	78131163	78139522	3	4677	5488.5194	1803.0363	483	1
1_MACS_peak_9551_lociStitched	chr3	197438550	197440778	1	2229	4585.0012	899.6664	484	1
2_MACS_peak_10770_lociStitched	chr5	88608497	88616950	2	3675	5526.5714	1850.3617	485	1
1_MACS_peak_8226_lociStitched	chr21	41304012	41308558	1	4547	5533.3912	1858.8594	486	1
1_MACS_peak_12046_lociStitched	chr6	138247397	138250178	1	2782	4305.2661	632.6775	487	1
1_MACS_peak_3200_lociStitched	chr12	68874265	68878111	1	3847	4713.6576	1042.6506	488	1
2_MACS_peak_11532_lociStitched	chr6	31701736	31708607	2	4864	5450.7643	1783.7116	489	1
2_MACS_peak_3753_lociStitched	chr13	114789695	114794119	2	4148	4500.9776	836.5784	490	1
2_MACS_peak_11873_lociStitched	chr6	106588620	106595254	2	5274	5574.5502	1915.2358	491	1
1_MACS_peak_3759_lociStitched	chr13	114913317	114915930	1	2614	4180.0161	521.5548	492	1
2_MACS_peak_12670_lociStitched	chr7	102081545	102086434	2	3319	4778.0197	1123.9811	493	1
2_MACS_peak_6099_lociStitched	chr19	10329951	10333655	2	3051	4458.5048	806.7312	494	1
1_MACS_peak_11550_lociStitched	chr6	32935541	32940992	1	5452	5163.1872	1513.1976	495	1
1_MACS_peak_1051_lociStitched	chr1	195163583	195165775	1	2193	4421.4832	773.1184	496	1
1_MACS_peak_3295_lociStitched	chr12	92755360	92759873	1	4514	4828.91	1189.6268	497	1
1_MACS_peak_9343_lociStitched	chr3	169083847	169085696	1	1850	4398.0314	760.4937	498	1
2_MACS_peak_4996_lociStitched	chr16	81842235	81851996	2	4560	4847.3126	1210.364	499	1
3_MACS_peak_8350_lociStitched	chr22	23478349	23488130	3	6147	5898.9211	2262.3453	500	1
2_MACS_peak_1899_lociStitched	chr10	94869551	94876088	2	2724	5049.8325	1422.4512	501	1
3_MACS_peak_9497_lociStitched	chr3	191007666	191019593	3	5167	6799.5827	3174.9674	502	1
3_MACS_peak_9577_lociStitched	chr4	3042081	3050161	3	5257	5201.096	1582.872	503	1
2_MACS_peak_117_lociStitched	chr1	21616805	21622231	2	4161	5065.171	1447.6568	504	1
1_MACS_peak_2759_lociStitched	chr11	130635260	130637975	1	2716	4324.1805	714.045	505	1
1_MACS_peak_9394_lociStitched	chr3	176585369	176587002	1	1634	4201.5457	596.6982	506	1
2_MACS_peak_13173_lociStitched	chr8	37755785	37761965	2	3285	4699.89	1095.096	507	1
1_MACS_peak_7008_lociStitched	chr2	111504821	111507122	1	2302	4291.1349	686.8485	508	1
1_MACS_peak_7350_lociStitched	chr2	188732572	188734853	1	2282	4265.0138	662.8586	509	1
2_MACS_peak_583_lociStitched	chr1	120622772	120631650	2	3831	6930.1668	3329.25	510	1
1_MACS_peak_1024_lociStitched	chr1	192485048	192486960	1	1913	4495.6856	895.9632	511	1
1_MACS_peak_12934_lociStitched	chr7	150101257	150104857	1	3601	4853.52	1255.32	512	1
2_MACS_peak_13072_lociStitched	chr8	19553403	19558248	2	2476	4613.409	1016.9655	513	1
2_MACS_peak_12316_lociStitched	chr7	28191082	28195326	2	2420	4289.4108	694.3184	514	1
1_MACS_peak_13630_lociStitched	chr9	5625931	5630397	1	4467	4778.1734	1183.49	515	1
5_MACS_peak_4954_lociStitched	chr16	70827396	70850354	5	6632	7626.6476	4036.0164	516	1
2_MACS_peak_10402_lociStitched	chr5	1335743	1343981	2	4426	5264.082	1676.433	517	1
3_MACS_peak_7747_lociStitched	chr20	17828831	17837645	3	3359	5200.26	1615.6062	518	1
2_MACS_peak_1032_lociStitched	chr1	192774715	192781289	2	5543	6180.2174	2603.9614	519	1
2_MACS_peak_12429_lociStitched	chr7	47514243	47522354	2	4589	5876.4195	2300.2796	520	1
2_MACS_peak_10736_lociStitched	chr5	81146740	81151547	2	4151	4699.3232	1126.2801	521	1
1_MACS_peak_5315_lociStitched	chr17	40729219	40731520	1	2302	4428.0444	861.9546	522	1
3_MACS_peak_11940_lociStitched	chr6	117859487	117870961	3	4206	5732.4104	2170.8808	523	1
1_MACS_peak_6065_lociStitched	chr19	6576799	6579171	1	2373	4374.4424	813.1216	524	1
2_MACS_peak_2953_lociStitched	chr12	26306164	26311193	2	3829	4829.8516	1269.3196	525	1
2_MACS_peak_13802_lociStitched	chr9	73028359	73036072	2	4820	5028.1047	1467.7839	526	1
2_MACS_peak_6860_lociStitched	chr2	86220472	86227417	2	3912	5513.6355	1955.712	527	1
1_MACS_peak_1048_lociStitched	chr1	194798116	194801483	1	3368	4729.9616	1172.0527	528	1
1_MACS_peak_7012_lociStitched	chr2	111806893	111809269	1	2377	4159.4256	605.1672	529	1
1_MACS_peak_1150_lociStitched	chr1	207995373	208000145	1	4773	5448.6696	1898.3016	530	1
3_MACS_peak_2760_lociStitched	chr11	130670702	130677655	3	5021	5154.2589	1610.3148	531	1
1_MACS_peak_1346_lociStitched	chr1	235097843	235099852	1	2010	4320.9572	777.2821	532	1
