#34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_ROSE/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam
#Using cutoff of 3322.6445 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
1_MACS_peak_10073_lociStitched	chr4	114682285	114684566	1	2282	1963.941	446.1636	2226	0
2_MACS_peak_12076_lociStitched	chr6	143165914	143170030	2	2108	2110.6848	363.8544	2227	0
2_MACS_peak_10127_lociStitched	chr4	129579112	129585250	2	2223	2627.064	1029.9564	2228	0
1_MACS_peak_13156_lociStitched	chr8	35449038	35450545	1	1508	2550.5975	276.8359	2229	0
1_MACS_peak_7768_lociStitched	chr20	20213097	20214559	1	1463	2659.2318	358.19	2230	0
1_MACS_peak_5938_lociStitched	chr18	60920293	60922039	1	1747	2622.492	525.1968	2231	0
1_MACS_peak_4710_lociStitched	chr16	15735945	15738379	1	2435	1720.3512	466.3544	2232	0
1_MACS_peak_8988_lociStitched	chr3	96438359	96439720	1	1362	2596.6519	236.1335	2233	0
1_MACS_peak_7924_lociStitched	chr20	45173090	45174891	1	1802	2487.0009	437.8231	2234	0
1_MACS_peak_6357_lociStitched	chr19	50379306	50381799	1	2494	2056.9743	926.1495	2235	0
1_MACS_peak_1277_lociStitched	chr1	227126356	227128606	1	2251	2291.625	739.8	2236	0
2_MACS_peak_13952_lociStitched	chr9	100744570	100747727	2	2418	1642.5871	362.1079	2237	0
1_MACS_peak_1409_lociStitched	chr1	249151935	249154099	1	2165	2443.8052	780.3384	2238	0
1_MACS_peak_11964_lociStitched	chr6	125918187	125919809	1	1623	2511.0182	324.5622	2239	0
1_MACS_peak_5708_lociStitched	chr18	10878121	10879577	1	1457	2663.1696	365.7472	2240	0
1_MACS_peak_10243_lociStitched	chr4	159998395	159999848	1	1454	2719.8707	420.9341	2241	0
1_MACS_peak_10549_lociStitched	chr5	40834259	40836678	1	2420	1733.6973	464.9318	2242	0
1_MACS_peak_6311_lociStitched	chr19	46144309	46146849	1	2541	1761.49	751.84	2243	0
2_MACS_peak_13681_lociStitched	chr9	27860124	27862689	2	2223	2154.8565	571.7385	2244	0
1_MACS_peak_8811_lociStitched	chr3	46457036	46458843	1	1808	2634.0639	597.9363	2245	0
1_MACS_peak_1319_lociStitched	chr1	231747255	231749609	1	2355	2435.4484	1054.8274	2246	0
1_MACS_peak_2724_lociStitched	chr11	126943223	126945079	1	1857	2541.4208	550.1184	2247	0
1_MACS_peak_3331_lociStitched	chr12	95211153	95212801	1	1649	2604.0048	440.5104	2248	0
1_MACS_peak_5477_lociStitched	chr17	62501415	62503872	1	2458	1785.7476	595.5768	2249	0
1_MACS_peak_8200_lociStitched	chr21	37626263	37628678	1	2416	1833.468	564.627	2250	0
1_MACS_peak_11414_lociStitched	chr6	16761206	16763709	1	2504	1675.0076	588.205	2251	0
1_MACS_peak_5214_lociStitched	chr17	31154658	31157170	1	2513	1702.1312	636.2896	2252	0
2_MACS_peak_4316_lociStitched	chr15	59267273	59272390	2	2269	2643.4422	1133.4155	2253	0
2_MACS_peak_6865_lociStitched	chr2	86421885	86427142	2	2541	2058.1155	1061.3883	2254	0
2_MACS_peak_11084_lociStitched	chr5	148928914	148931695	2	2380	2050.1532	719.4447	2255	0
1_MACS_peak_9203_lociStitched	chr3	134203377	134205974	1	2598	1640.5249	802.2133	2256	0
1_MACS_peak_11624_lociStitched	chr6	44944238	44945938	1	1701	2322.54	204.68	2257	0
2_MACS_peak_11296_lociStitched	chr6	3023728	3027943	2	2243	2513.4045	971.136	2258	0
2_MACS_peak_13607_lociStitched	chr9	625875	629886	2	2460	2110.5882	937.7718	2259	0
2_MACS_peak_2941_lociStitched	chr12	25402454	25404799	2	2318	2049.999	622.832	2260	0
1_MACS_peak_260_lociStitched	chr1	39974542	39976483	1	1942	2330.1705	430.902	2261	0
1_MACS_peak_12936_lociStitched	chr7	150131886	150133630	1	1745	3013.8064	937.5744	2262	0
1_MACS_peak_9284_lociStitched	chr3	156271410	156273763	1	2354	2266.1743	903.7873	2263	0
1_MACS_peak_4127_lociStitched	chr15	31519504	31522086	1	2583	1415.7106	553.0644	2264	0
1_MACS_peak_8510_lociStitched	chr22	41842424	41845027	1	2604	1764.0531	968.0557	2265	0
1_MACS_peak_7892_lociStitched	chr20	42284900	42287373	1	2474	1797.6237	666.2262	2266	0
1_MACS_peak_4517_lociStitched	chr15	89199412	89201076	1	1665	2650.0864	513.5104	2267	0
1_MACS_peak_5915_lociStitched	chr18	56324544	56326499	1	1956	2557.3355	680.1445	2268	0
1_MACS_peak_151_lociStitched	chr1	25875105	25877178	1	2074	2530.9257	782.5575	2269	0
1_MACS_peak_125_lociStitched	chr1	22350672	22353053	1	2382	1900.2761	597.8691	2270	0
1_MACS_peak_5375_lociStitched	chr17	47464736	47467079	1	2344	1915.6368	547.5591	2271	0
1_MACS_peak_1459_lociStitched	chr10	7513246	7514767	1	1522	2736.8874	504.2115	2272	0
1_MACS_peak_2791_lociStitched	chr12	1662882	1664789	1	1908	2419.4109	500.5875	2273	0
1_MACS_peak_2607_lociStitched	chr11	109826246	109828242	1	1997	2517.1556	689.618	2274	0
1_MACS_peak_4698_lociStitched	chr16	14448207	14449960	1	1754	2524.32	466.6486	2275	0
2_MACS_peak_2164_lociStitched	chr11	11905877	11912429	2	2158	2699.424	1062.7344	2276	0
2_MACS_peak_13982_lociStitched	chr9	107534629	107538476	2	2317	2185.8654	780.1716	2277	0
2_MACS_peak_5080_lociStitched	chr17	4296246	4300128	2	2396	2262.8178	998.0622	2278	0
3_MACS_peak_7646_lociStitched	chr20	382359	389329	3	2518	1946.024	940.95	2279	0
1_MACS_peak_9439_lociStitched	chr3	182399713	182401968	1	2256	2167.506	672.6665	2280	0
1_MACS_peak_1287_lociStitched	chr1	228352706	228354874	1	2169	2192.4984	576.4712	2281	0
1_MACS_peak_10368_lociStitched	chr4	187025339	187027796	1	2458	1673.9541	534.6432	2282	0
2_MACS_peak_1698_lociStitched	chr10	60040804	60043271	2	2248	2157.6382	651.5347	2283	0
1_MACS_peak_12737_lociStitched	chr7	112089484	112091805	1	2322	2334.6939	943.4865	2284	0
1_MACS_peak_5695_lociStitched	chr18	9135079	9137276	1	2198	2162.9465	586.3793	2285	0
1_MACS_peak_10696_lociStitched	chr5	75142404	75144489	1	2086	2341.872	622.7895	2286	0
1_MACS_peak_2959_lociStitched	chr12	26984939	26987419	1	2481	1493.208	406.472	2287	0
1_MACS_peak_376_lociStitched	chr1	61542069	61544084	1	2016	2280.174	481.988	2288	0
2_MACS_peak_5538_lociStitched	chr17	73285621	73292685	2	2354	2634.872	1301.8952	2289	0
1_MACS_peak_8268_lociStitched	chr21	44818114	44820236	1	2123	2392.9794	722.3288	2290	0
2_MACS_peak_3465_lociStitched	chr12	123357532	123361070	2	2142	2223.9868	577.4016	2291	0
1_MACS_peak_12820_lociStitched	chr7	130597307	130599221	1	1915	2717.4972	816.7038	2292	0
1_MACS_peak_4457_lociStitched	chr15	78089008	78090446	1	1439	2535.0502	259.559	2293	0
1_MACS_peak_696_lociStitched	chr1	151042201	151044283	1	2083	2519.0118	801.3618	2294	0
1_MACS_peak_6506_lociStitched	chr2	24148325	24150787	1	2463	1689.9168	570.6916	2295	0
2_MACS_peak_11228_lociStitched	chr5	173722628	173728164	2	2353	2523.3088	1194.1152	2296	0
1_MACS_peak_724_lociStitched	chr1	154192065	154194578	1	2514	1839.2647	846.3784	2297	0
2_MACS_peak_2097_lociStitched	chr11	1871666	1874769	2	2325	2024.7075	654.4227	2298	0
2_MACS_peak_13864_lociStitched	chr9	90109490	90115194	2	2216	2377.4272	841.9104	2299	0
1_MACS_peak_1380_lociStitched	chr1	243751548	243753622	1	2075	2433.839	719.4706	2300	0
1_MACS_peak_442_lociStitched	chr1	76250013	76252532	1	2520	1611.9081	648.8944	2301	0
2_MACS_peak_11406_lociStitched	chr6	16319592	16323756	2	2382	2283.5376	1024.344	2302	0
2_MACS_peak_8447_lociStitched	chr22	37252325	37257711	2	2225	2434.472	921.006	2303	0
1_MACS_peak_9083_lociStitched	chr3	112492207	112493639	1	1433	2581.896	316.3288	2304	0
1_MACS_peak_9534_lociStitched	chr3	195715453	195718110	1	2658	1386.4226	929.6843	2305	0
1_MACS_peak_8153_lociStitched	chr21	34143460	34145621	1	2162	2529.2344	932.4715	2306	0
1_MACS_peak_11516_lociStitched	chr6	30523419	30525725	1	2307	2031.8166	651.9062	2307	0
1_MACS_peak_5652_lociStitched	chr17	81146105	81148403	1	2299	1776.354	383.5362	2308	0
1_MACS_peak_9802_lociStitched	chr4	65170735	65172276	1	1542	2680.2613	491.2708	2309	0
2_MACS_peak_3908_lociStitched	chr14	72985256	72988416	2	2225	1873.88	368.772	2310	0
1_MACS_peak_3169_lociStitched	chr12	62995531	62997869	1	2339	1968.596	644.5866	2311	0
1_MACS_peak_13543_lociStitched	chr8	133287473	133289503	1	2031	2215.542	462.434	2312	0
1_MACS_peak_11755_lociStitched	chr6	80253668	80255441	1	1774	2604.3597	598.7421	2313	0
1_MACS_peak_7565_lociStitched	chr2	227834651	227837121	1	2471	1573.637	517.959	2314	0
1_MACS_peak_10843_lociStitched	chr5	109271584	109273767	1	2184	2209.196	652.4987	2315	0
1_MACS_peak_6976_lociStitched	chr2	109210194	109212169	1	1976	2320.0325	512.1175	2316	0
1_MACS_peak_9192_lociStitched	chr3	132855181	132857570	1	2390	1793.9001	574.7934	2317	0
1_MACS_peak_10178_lociStitched	chr4	143395358	143397297	1	1940	2463.1117	620.0922	2318	0
1_MACS_peak_14248_lociStitched	chrX	11380734	11382102	1	1369	2469.3768	177.84	2319	0
2_MACS_peak_5830_lociStitched	chr18	42378052	42383855	2	2173	2763.9689	1197.7392	2320	0
1_MACS_peak_6323_lociStitched	chr19	47615039	47617525	1	2487	1808.565	801.4864	2321	0
1_MACS_peak_811_lociStitched	chr1	160751194	160752892	1	1699	2794.059	735.4038	2322	0
1_MACS_peak_8029_lociStitched	chr20	57481723	57483809	1	2087	2304.4042	633.3096	2323	0
1_MACS_peak_12002_lociStitched	chr6	133133879	133136275	1	2397	1868.4008	673.9948	2324	0
1_MACS_peak_5529_lociStitched	chr17	71162487	71163884	1	1398	2631.2495	362.3818	2325	0
1_MACS_peak_9279_lociStitched	chr3	155570930	155573336	1	2407	2078.0622	905.859	2326	0
1_MACS_peak_6698_lociStitched	chr2	54861218	54863048	1	1831	2510.028	572.058	2327	0
1_MACS_peak_11212_lociStitched	chr5	172461870	172463945	1	2076	2299.1	624.575	2328	0
1_MACS_peak_12407_lociStitched	chr7	44835391	44837768	1	2378	1815.3149	598.2909	2329	0
1_MACS_peak_2394_lociStitched	chr11	64036731	64039259	1	2529	1452.336	588.5184	2330	0
1_MACS_peak_789_lociStitched	chr1	157775376	157777644	1	2269	2551.5	1148.5152	2331	0
2_MACS_peak_2775_lociStitched	chr11	133172764	133176761	2	2096	2238.7197	592.7551	2332	0
2_MACS_peak_1848_lociStitched	chr10	89293509	89297452	2	2321	2053.9087	739.3125	2333	0
1_MACS_peak_5448_lociStitched	chr17	57863288	57865157	1	1870	2369.892	476.7819	2334	0
1_MACS_peak_4155_lociStitched	chr15	34232839	34234471	1	1633	2507.8944	411.1008	2335	0
1_MACS_peak_14005_lociStitched	chr9	110400820	110402518	1	1699	2467.3638	422.9718	2336	0
1_MACS_peak_333_lociStitched	chr1	51699889	51702411	1	2523	1662.5024	789.386	2337	0
2_MACS_peak_10852_lociStitched	chr5	110588572	110591150	2	2061	2166.2934	483.6328	2338	0
2_MACS_peak_2904_lociStitched	chr12	14518015	14520731	2	2388	1777.3504	593.7176	2339	0
1_MACS_peak_2677_lociStitched	chr11	119543961	119545697	1	1737	2553.4824	544.4096	2340	0
1_MACS_peak_3340_lociStitched	chr12	96800882	96802736	1	1855	2501.973	601.9938	2341	0
1_MACS_peak_3490_lociStitched	chr12	128043500	128045047	1	1548	2343.0862	190.5904	2342	0
1_MACS_peak_4455_lociStitched	chr15	77749231	77750723	1	1493	2633.0816	443.7208	2343	0
2_MACS_peak_7274_lociStitched	chr2	172198418	172204826	2	2341	2314.5696	1049.6304	2344	0
2_MACS_peak_4269_lociStitched	chr15	51198782	51201527	2	2321	1991.4975	691.74	2345	0
1_MACS_peak_6345_lociStitched	chr19	49313739	49316266	1	2528	1354.2193	523.089	2346	0
2_MACS_peak_12186_lociStitched	chr7	4783955	4786397	2	2442	1671.3048	619.5354	2347	0
1_MACS_peak_12401_lociStitched	chr7	44645198	44647494	1	2297	1950.452	617.1648	2348	0
1_MACS_peak_7511_lociStitched	chr2	216977676	216979809	1	2134	2305.3464	728.6328	2349	0
1_MACS_peak_944_lociStitched	chr1	180470720	180472929	1	2210	2433.8762	963.7867	2350	0
2_MACS_peak_11393_lociStitched	chr6	14660775	14664864	2	2169	2133.2313	604.7631	2351	0
1_MACS_peak_6284_lociStitched	chr19	42448574	42450466	1	1893	2309.9428	456.3504	2352	0
1_MACS_peak_1742_lociStitched	chr10	70090661	70093038	1	2378	1819.3558	636.0852	2353	0
2_MACS_peak_10791_lociStitched	chr5	94038117	94043844	2	2159	2476.9275	936.9372	2354	0
1_MACS_peak_10281_lociStitched	chr4	173671642	173673038	1	1397	2615.6852	372.732	2355	0
1_MACS_peak_10149_lociStitched	chr4	140003721	140006115	1	2395	1630.314	484.0668	2356	0
1_MACS_peak_3723_lociStitched	chr13	110200044	110201501	1	1458	2508.8083	306.9899	2357	0
1_MACS_peak_9984_lociStitched	chr4	100324466	100326878	1	2413	1619.8992	516.8916	2358	0
2_MACS_peak_6319_lociStitched	chr19	47217514	47222404	2	2250	2528.13	1128.123	2359	0
1_MACS_peak_4819_lociStitched	chr16	30668671	30670897	1	2227	1959.1026	523.5552	2360	0
1_MACS_peak_9946_lociStitched	chr4	87926182	87928626	1	2445	1702.4904	675.0328	2361	0
2_MACS_peak_2346_lociStitched	chr11	58909469	58912706	2	2341	2000.466	757.7817	2362	0
2_MACS_peak_11602_lociStitched	chr6	40009495	40012653	2	2161	2148.0716	618.6522	2363	0
1_MACS_peak_8462_lociStitched	chr22	38575765	38578094	1	2330	1933.5358	672.6152	2364	0
1_MACS_peak_10774_lociStitched	chr5	88730706	88732944	1	2239	2028.747	615.6738	2365	0
1_MACS_peak_10391_lociStitched	chr5	190284	192335	1	2052	2140.2185	474.8065	2366	0
1_MACS_peak_9586_lociStitched	chr4	4346121	4347673	1	1553	2491.736	361.1504	2367	0
2_MACS_peak_11435_lociStitched	chr6	23413738	23418032	2	2174	2161.5996	656.1232	2368	0
1_MACS_peak_10739_lociStitched	chr5	81469341	81471065	1	1725	2409.8072	414.4496	2369	0
2_MACS_peak_11880_lociStitched	chr6	107382073	107386574	2	2148	2253.2006	713.8586	2370	0
1_MACS_peak_8994_lociStitched	chr3	98274078	98275890	1	1813	2261.7384	346.6356	2371	0
1_MACS_peak_8293_lociStitched	chr21	47743009	47745546	1	2538	1447.3585	693.1084	2372	0
1_MACS_peak_7018_lociStitched	chr2	111914116	111916107	1	1992	2361.1269	630.1515	2373	0
1_MACS_peak_8693_lociStitched	chr3	25874828	25877067	1	2240	1932.0331	530.8669	2374	0
1_MACS_peak_9263_lociStitched	chr3	151986024	151988381	1	2358	1604.8813	409.6466	2375	0
1_MACS_peak_3293_lociStitched	chr12	92578690	92581105	1	2416	1614.4275	539.511	2376	0
1_MACS_peak_3921_lociStitched	chr14	75715616	75717400	1	1785	2289.2288	351.2696	2377	0
2_MACS_peak_9991_lociStitched	chr4	100869821	100872309	2	2403	1766.9776	665.7888	2378	0
1_MACS_peak_977_lociStitched	chr1	183924895	183926760	1	1866	2626.1065	766.515	2379	0
1_MACS_peak_4503_lociStitched	chr15	85872581	85874978	1	2398	1995.5025	886.1709	2380	0
1_MACS_peak_5050_lociStitched	chr17	1619261	1621416	1	2156	2140.346	620.4245	2381	0
1_MACS_peak_12233_lociStitched	chr7	12725606	12727876	1	2271	1863.216	518.014	2382	0
1_MACS_peak_7023_lociStitched	chr2	112209131	112211624	1	2494	1415.0268	540.2331	2383	0
2_MACS_peak_8380_lociStitched	chr22	27101051	27105329	2	2170	2215.5762	716.565	2384	0
2_MACS_peak_14546_lociStitched	chrY	13365819	13371412	2	2038	2311.5869	641.5171	2385	0
1_MACS_peak_12803_lociStitched	chr7	127031378	127033724	1	2347	1767.2418	560.694	2386	0
2_MACS_peak_8932_lociStitched	chr3	71112529	71115194	2	2432	1453.7575	426.6665	2387	0
1_MACS_peak_1535_lociStitched	chr10	18947026	18949318	1	2293	1840.0176	536.328	2388	0
1_MACS_peak_7724_lociStitched	chr20	11898307	11900568	1	2262	1830.9578	475.9405	2389	0
1_MACS_peak_6133_lociStitched	chr19	12903027	12905394	1	2368	1678.9131	516.7161	2390	0
1_MACS_peak_2397_lociStitched	chr11	64618241	64620195	1	1955	2242.215	480.684	2391	0
1_MACS_peak_13907_lociStitched	chr9	94635628	94637782	1	2155	2018.9442	503.8206	2392	0
1_MACS_peak_8961_lociStitched	chr3	75550930	75553122	1	2193	2130.8432	670.9712	2393	0
1_MACS_peak_7886_lociStitched	chr20	40321037	40323403	1	2367	1870.0864	708.8536	2394	0
2_MACS_peak_5848_lociStitched	chr18	45456139	45458807	2	2427	1535.7008	505.0524	2395	0
1_MACS_peak_11985_lociStitched	chr6	130580337	130582546	1	2210	2047.0803	615.6483	2396	0
1_MACS_peak_8317_lociStitched	chr22	19406453	19408069	1	1617	2539.8672	473.0032	2397	0
2_MACS_peak_14398_lociStitched	chrX	70837809	70843191	2	2193	2193.165	738.4104	2398	0
1_MACS_peak_662_lociStitched	chr1	148555142	148557470	1	2329	2293.7784	1064.8272	2399	0
2_MACS_peak_9651_lociStitched	chr4	15767424	15773791	2	2275	2237.3638	913.6645	2400	0
1_MACS_peak_6273_lociStitched	chr19	41282640	41284690	1	2051	2271.4	627.505	2401	0
1_MACS_peak_1424_lociStitched	chr10	1093815	1096115	1	2301	1742.48	465.06	2402	0
1_MACS_peak_12734_lociStitched	chr7	111731434	111732705	1	1272	2655.6274	366.8106	2403	0
1_MACS_peak_12477_lociStitched	chr7	63764831	63766432	1	1602	2416.7095	341.9736	2404	0
1_MACS_peak_4110_lociStitched	chr15	30033491	30034904	1	1414	2430.9252	226.2213	2405	0
2_MACS_peak_13524_lociStitched	chr8	130949800	130953028	2	2455	1663.0656	711.4512	2406	0
1_MACS_peak_6219_lociStitched	chr19	28926601	28928346	1	1746	2408.9725	452.653	2407	0
1_MACS_peak_7412_lociStitched	chr2	198869275	198871092	1	1818	2506.3698	616.5081	2408	0
2_MACS_peak_8441_lociStitched	chr22	36847257	36851350	2	2248	2193.0294	831.2883	2409	0
2_MACS_peak_1927_lociStitched	chr10	100013753	100019463	2	2066	2566.645	946.718	2410	0
1_MACS_peak_3353_lociStitched	chr12	98896394	98898591	1	2198	2124.7187	685.6837	2411	0
2_MACS_peak_3050_lociStitched	chr12	46062562	46064967	2	2268	1895.621	571.1875	2412	0
2_MACS_peak_10617_lociStitched	chr5	56790841	56795916	2	2180	2161.95	700.35	2413	0
1_MACS_peak_771_lociStitched	chr1	156389618	156392064	1	2447	1736.4154	776.3604	2414	0
1_MACS_peak_5741_lociStitched	chr18	19282970	19285420	1	2451	1411.935	465.255	2415	0
2_MACS_peak_3915_lociStitched	chr14	74236891	74239277	2	2289	1683.323	399.8936	2416	0
1_MACS_peak_81_lociStitched	chr1	14336760	14338603	1	1844	2355.354	498.9001	2417	0
1_MACS_peak_6073_lociStitched	chr19	6848829	6850682	1	1854	2522.3036	675.7891	2418	0
2_MACS_peak_8498_lociStitched	chr22	40352632	40358232	2	2228	2275.28	893.2	2419	0
1_MACS_peak_1200_lociStitched	chr1	214600704	214602343	1	1640	2667.8003	632.3262	2420	0
1_MACS_peak_720_lociStitched	chr1	153917323	153919449	1	2127	2204.662	675.2176	2421	0
1_MACS_peak_904_lociStitched	chr1	173989810	173992237	1	2428	1714.9182	719.3628	2422	0
1_MACS_peak_3278_lociStitched	chr12	90102081	90104450	1	2370	1679.3841	556.0043	2423	0
2_MACS_peak_10862_lociStitched	chr5	112383221	112387535	2	2273	2189.355	883.9386	2424	0
1_MACS_peak_10695_lociStitched	chr5	75134875	75136241	1	1367	2365.229	144.113	2425	0
1_MACS_peak_9227_lociStitched	chr3	141217129	141218545	1	1417	2848.992	658.8648	2426	0
2_MACS_peak_409_lociStitched	chr1	67223300	67226730	2	2355	2046.338	898.66	2427	0
1_MACS_peak_450_lociStitched	chr1	79984428	79985819	1	1392	2411.5767	207.6763	2428	0
1_MACS_peak_797_lociStitched	chr1	159045949	159048012	1	2064	2546.9798	942.791	2429	0
2_MACS_peak_11189_lociStitched	chr5	169703773	169706649	2	2392	1826.26	760.4144	2430	0
1_MACS_peak_9470_lociStitched	chr3	185835356	185837416	1	2061	2391.248	786.096	2431	0
1_MACS_peak_7994_lociStitched	chr20	52546189	52547984	1	1796	2465.4325	573.323	2432	0
1_MACS_peak_10837_lociStitched	chr5	108744460	108746919	1	2460	1694.4969	799.9127	2433	0
1_MACS_peak_11608_lociStitched	chr6	42738142	42740025	1	1884	2346.7829	542.4923	2434	0
1_MACS_peak_9355_lociStitched	chr3	169897769	169900134	1	2366	1992.749	877.888	2435	0
1_MACS_peak_7683_lociStitched	chr20	5625646	5627932	1	2287	1727.073	461.772	2436	0
2_MACS_peak_11817_lociStitched	chr6	90662160	90665578	2	2412	1598.5986	586.8706	2437	0
2_MACS_peak_11672_lociStitched	chr6	52740315	52742716	2	2321	1748.4082	545.7473	2438	0
2_MACS_peak_6181_lociStitched	chr19	17480505	17484143	2	2151	2068.5668	587.9008	2439	0
1_MACS_peak_5110_lociStitched	chr17	7475272	7477672	1	2401	1573.68	539.28	2440	0
1_MACS_peak_5410_lociStitched	chr17	54758507	54759875	1	1369	2635.9992	428.0472	2441	0
2_MACS_peak_2772_lociStitched	chr11	132588700	132592097	2	2142	2058.582	572.0548	2442	0
1_MACS_peak_6039_lociStitched	chr19	2446181	2447408	1	1228	2728.7253	440.9838	2443	0
1_MACS_peak_9363_lociStitched	chr3	171756699	171759021	1	2323	1846.9188	665.253	2444	0
1_MACS_peak_1505_lociStitched	chr10	14701191	14702683	1	1493	2558.9292	437.0068	2445	0
1_MACS_peak_10556_lociStitched	chr5	43007537	43009814	1	2278	1767.8628	507.3156	2446	0
1_MACS_peak_6796_lociStitched	chr2	68614197	68616374	1	2178	2024.61	601.2874	2447	0
1_MACS_peak_12727_lociStitched	chr7	111167108	111169081	1	1974	2275.4609	585.981	2448	0
1_MACS_peak_7710_lociStitched	chr20	9686159	9687716	1	1558	2510.0397	437.517	2449	0
1_MACS_peak_4670_lociStitched	chr16	11187453	11189589	1	2137	1958.4984	478.0368	2450	0
1_MACS_peak_11554_lociStitched	chr6	33311217	33313629	1	2413	1723.374	744.5844	2451	0
1_MACS_peak_919_lociStitched	chr1	176175938	176178342	1	2405	1800.8364	803.8976	2452	0
1_MACS_peak_1901_lociStitched	chr10	94883398	94885273	1	1876	2267.0625	473.625	2453	0
1_MACS_peak_5611_lociStitched	chr17	76812697	76814226	1	1530	2497.7744	406.714	2454	0
1_MACS_peak_4034_lociStitched	chr14	105955741	105958186	1	2446	1381.6695	490.7115	2455	0
1_MACS_peak_5978_lociStitched	chr18	74018487	74019819	1	1333	2439.9576	223.11	2456	0
2_MACS_peak_2932_lociStitched	chr12	24324666	24331590	2	2130	2539.7232	1055.2176	2457	0
2_MACS_peak_14269_lociStitched	chrX	13770621	13778101	2	2070	2083.928	518.364	2458	0
1_MACS_peak_859_lociStitched	chr1	165599182	165601325	1	2144	2189.2888	725.1912	2459	0
1_MACS_peak_7792_lociStitched	chr20	25037446	25039637	1	2192	1662.7499	270.3694	2460	0
1_MACS_peak_9347_lociStitched	chr3	169529970	169532391	1	2422	2003.1354	1057.4928	2461	0
1_MACS_peak_47_lociStitched	chr1	8937596	8939789	1	2194	1953.0858	566.4519	2462	0
1_MACS_peak_11730_lociStitched	chr6	73398671	73400847	1	2177	1792.3712	382.5408	2463	0
1_MACS_peak_9323_lociStitched	chr3	163108914	163110368	1	1455	2654.1316	518.4964	2464	0
1_MACS_peak_4214_lociStitched	chr15	44579769	44582142	1	2374	1615.0638	565.2486	2465	0
1_MACS_peak_3276_lociStitched	chr12	89918260	89920661	1	2402	1513.3503	528.9403	2466	0
1_MACS_peak_12220_lociStitched	chr7	8215503	8217534	1	2032	2212.5714	606.4566	2467	0
1_MACS_peak_13950_lociStitched	chr9	100683918	100685997	1	2080	2090.6424	546.5691	2468	0
1_MACS_peak_11902_lociStitched	chr6	109076023	109078045	1	2023	2064.462	448.0752	2469	0
1_MACS_peak_969_lociStitched	chr1	183558279	183560535	1	2257	2299.5408	1023.7728	2470	0
1_MACS_peak_7438_lociStitched	chr2	203129403	203131851	1	2449	1514.088	656.064	2471	0
1_MACS_peak_1388_lociStitched	chr1	244613581	244616014	1	2434	1770.9807	873.6903	2472	0
1_MACS_peak_10211_lociStitched	chr4	152328461	152330285	1	1825	2438.688	607.9392	2473	0
1_MACS_peak_12944_lociStitched	chr7	152160030	152162350	1	2321	1796.608	644.496	2474	0
1_MACS_peak_6305_lociStitched	chr19	45953126	45955399	1	2274	1807.4896	567.5681	2475	0
2_MACS_peak_3696_lociStitched	chr13	99852235	99857626	2	2324	2278.7757	1134.2664	2476	0
1_MACS_peak_11764_lociStitched	chr6	82461855	82464182	1	2328	1620.2901	485.6449	2477	0
1_MACS_peak_7462_lociStitched	chr2	204974412	204975921	1	1510	2457.8592	367.7433	2478	0
1_MACS_peak_12033_lociStitched	chr6	137423451	137424996	1	1546	2543.997	480.3405	2479	0
1_MACS_peak_12495_lociStitched	chr7	67785821	67787572	1	1752	2298.0124	403.2553	2480	0
1_MACS_peak_1041_lociStitched	chr1	193447909	193449379	1	1471	2725.674	610.932	2481	0
1_MACS_peak_1062_lociStitched	chr1	198637425	198639122	1	1698	2402.1035	461.9234	2482	0
1_MACS_peak_8940_lociStitched	chr3	71772056	71774315	1	2260	1720.2285	468.7425	2483	0
1_MACS_peak_11375_lociStitched	chr6	12060347	12061959	1	1613	2430.5736	424.762	2484	0
1_MACS_peak_4272_lociStitched	chr15	51535556	51537424	1	1869	2239.1716	464.9452	2485	0
1_MACS_peak_4581_lociStitched	chr15	99863782	99865299	1	1518	2410.513	333.74	2486	0
1_MACS_peak_12883_lociStitched	chr7	140925090	140926923	1	1834	2605.4262	796.4385	2487	0
1_MACS_peak_897_lociStitched	chr1	172875425	172877113	1	1689	2444.8992	502.5176	2488	0
1_MACS_peak_1645_lociStitched	chr10	45458306	45460371	1	2066	2007.7995	466.4835	2489	0
1_MACS_peak_5480_lociStitched	chr17	62961330	62962850	1	1521	2448.568	376.2	2490	0
1_MACS_peak_11064_lociStitched	chr5	142971975	142974364	1	2390	1656.7715	680.1483	2491	0
1_MACS_peak_9131_lociStitched	chr3	122511932	122514232	1	2301	1776.06	609.96	2492	0
1_MACS_peak_12269_lociStitched	chr7	21983958	21986178	1	2221	1690.308	380.952	2493	0
2_MACS_peak_11572_lociStitched	chr6	35265173	35271177	2	2163	2686.1896	1284.856	2494	0
