REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_14222_lociStitched	chrX	7000770	7002944	1	2175	2433.5755999999997	426.10400000000004
1_MACS_peak_2601_lociStitched	chr11	108092725	108094898	1	2174	1359.6461000000002	656.4633
1_MACS_peak_2821_lociStitched	chr12	6569612	6571785	1	2174	2177.1287	502.39759999999995
1_MACS_peak_5316_lociStitched	chr17	40769649	40771822	1	2174	2935.2884	617.3493000000001
1_MACS_peak_5753_lociStitched	chr18	20820899	20823072	1	2174	6715.2219000000005	392.8784
1_MACS_peak_8242_lociStitched	chr21	43450596	43452769	1	2174	2726.8977	872.8941
1_MACS_peak_13018_lociStitched	chr8	10872267	10874439	1	2173	1496.7252	600.1236
1_MACS_peak_8209_lociStitched	chr21	38638726	38640896	1	2171	2712.283	745.3950000000001
1_MACS_peak_1287_lociStitched	chr1	228352706	228354874	1	2169	2192.4984000000004	576.4712000000001
1_MACS_peak_3161_lociStitched	chr12	58818225	58820393	1	2169	1746.324	656.2536
1_MACS_peak_8007_lociStitched	chr20	53319385	53321552	1	2168	2938.6687	516.6128
1_MACS_peak_11962_lociStitched	chr6	125666663	125668829	1	2167	1620.6011999999998	444.03
1_MACS_peak_3644_lociStitched	chr13	78690502	78692667	1	2166	5124.988	565.065
1_MACS_peak_1409_lociStitched	chr1	249151935	249154099	1	2165	2443.8052	780.3384
2_MACS_peak_4277_lociStitched	chr15	52311812	52313976	2	1595	1371.1104	383.02799999999996
1_MACS_peak_11547_lociStitched	chr6	32811282	32813446	1	2165	1471.0872	671.2728
1_MACS_peak_11846_lociStitched	chr6	97371383	97373547	1	2165	1830.0948	556.5808
1_MACS_peak_3126_lociStitched	chr12	54673103	54675266	1	2164	1733.8608	855.8991
1_MACS_peak_8153_lociStitched	chr21	34143460	34145621	1	2162	2529.2344000000003	932.4715
1_MACS_peak_8348_lociStitched	chr22	23296365	23298526	1	2162	1253.5961	595.5716
1_MACS_peak_11897_lociStitched	chr6	108939110	108941271	1	2162	1469.2639	579.148
1_MACS_peak_1096_lociStitched	chr1	203241805	203243964	1	2160	2064.2199	919.5181
1_MACS_peak_10441_lociStitched	chr5	10248889	10251047	1	2159	1297.1738	581.581
1_MACS_peak_5377_lociStitched	chr17	47693023	47695180	1	2158	2646.8547000000003	534.5046
1_MACS_peak_288_lociStitched	chr1	42216178	42218334	1	2157	2923.1047999999996	510.972
1_MACS_peak_5050_lociStitched	chr17	1619261	1621416	1	2156	2140.346	620.4245
1_MACS_peak_9280_lociStitched	chr3	155587582	155589737	1	2156	1438.4624999999999	591.332
1_MACS_peak_12290_lociStitched	chr7	24859675	24861830	1	2156	2460.7945	543.2755
1_MACS_peak_13854_lociStitched	chr9	87437465	87439619	1	2155	1705.968	577.272
1_MACS_peak_13907_lociStitched	chr9	94635628	94637782	1	2155	2018.9442000000001	503.8206
1_MACS_peak_13454_lociStitched	chr8	120930944	120933095	1	2152	3235.104	521.6175
1_MACS_peak_948_lociStitched	chr1	181001751	181003901	1	2151	1547.355	850.9699999999999
1_MACS_peak_8180_lociStitched	chr21	36237010	36239159	1	2150	5982.1713	787.1787
1_MACS_peak_9559_lociStitched	chr4	50463	52612	1	2150	4379.0173	1102.0072
1_MACS_peak_11612_lociStitched	chr6	42896204	42898353	1	2150	1811.3921	619.5567
1_MACS_peak_5308_lociStitched	chr17	39844638	39846786	1	2149	1876.9224000000002	728.6016
1_MACS_peak_2511_lociStitched	chr11	81104994	81107141	1	2148	2730.3399	405.5683
1_MACS_peak_2522_lociStitched	chr11	82764868	82767015	1	2148	3016.535	731.9123
1_MACS_peak_5956_lociStitched	chr18	67860978	67863124	1	2147	2669.1948	516.9714
1_MACS_peak_12700_lociStitched	chr7	106192216	106194362	1	2147	2656.748	749.1686000000001
1_MACS_peak_13575_lociStitched	chr8	141520807	141522953	1	2147	1579.8852	488.6442
1_MACS_peak_8113_lociStitched	chr21	26944947	26947092	1	2146	2356.926	448.734
2_MACS_peak_11561_lociStitched	chr6	34204289	34206434	2	1744	1074.8595	187.044
1_MACS_peak_11010_lociStitched	chr5	137089184	137091328	1	2145	1413.1104	518.4191999999999
1_MACS_peak_13129_lociStitched	chr8	29386006	29388150	1	2145	2647.84	760.048
1_MACS_peak_859_lociStitched	chr1	165599182	165601325	1	2144	2189.2888000000003	725.1912
1_MACS_peak_1175_lociStitched	chr1	211699961	211702104	1	2144	2193.7891	886.7734
1_MACS_peak_8563_lociStitched	chr22	48492893	48495036	1	2144	3981.0510999999997	520.1061
1_MACS_peak_10605_lociStitched	chr5	55775796	55777939	1	2144	1359.3048999999999	503.3907
1_MACS_peak_1361_lociStitched	chr1	236957710	236959852	1	2143	1770.1488	827.6688
1_MACS_peak_1411_lociStitched	chr1	249199478	249201620	1	2143	1328.4684	789.9696
1_MACS_peak_7678_lociStitched	chr20	5172358	5174499	1	2142	1331.9161	539.1038000000001
1_MACS_peak_9554_lociStitched	chr3	197475770	197477911	1	2142	1732.7113	764.337
1_MACS_peak_9837_lociStitched	chr4	74454543	74456684	1	2142	2191.3135	380.6698
1_MACS_peak_11733_lociStitched	chr6	74160357	74162498	1	2142	1518.6113	440.61780000000005
1_MACS_peak_9784_lociStitched	chr4	56813387	56815527	1	2141	1612.4899999999998	522.802
1_MACS_peak_1229_lociStitched	chr1	222012074	222014213	1	2140	3837.366	931.1067
1_MACS_peak_8413_lociStitched	chr22	34237313	34239452	1	2140	2151.6201	419.244
1_MACS_peak_11274_lociStitched	chr6	257058	259197	1	2140	2849.3619000000003	705.6561
1_MACS_peak_13324_lociStitched	chr8	74902853	74904992	1	2140	2301.7779	508.0125
1_MACS_peak_12750_lociStitched	chr7	116150840	116152977	1	2138	2413.1004	1020.8449
1_MACS_peak_12964_lociStitched	chr7	156714703	156716840	1	2138	5255.0967	636.826
1_MACS_peak_4670_lociStitched	chr16	11187453	11189589	1	2137	1958.4984000000002	478.03679999999997
1_MACS_peak_6009_lociStitched	chr19	1240070	1242206	1	2137	1139.7695999999999	589.7496
1_MACS_peak_6292_lociStitched	chr19	44268993	44271129	1	2137	1824.7848	672.6264
2_MACS_peak_10663_lociStitched	chr5	66345519	66347655	2	2067	1773.7344	564.3312
1_MACS_peak_12942_lociStitched	chr7	151854933	151857069	1	2137	2904.5328	806.34
1_MACS_peak_5672_lociStitched	chr18	3585650	3587785	1	2136	2989.2135	668.4685
1_MACS_peak_6880_lociStitched	chr2	87784390	87786525	1	2136	2758.6335	420.595
1_MACS_peak_8666_lociStitched	chr3	17236335	17238470	1	2136	1905.4875	722.6975000000001
2_MACS_peak_10122_lociStitched	chr4	128981529	128983664	2	2090	1477.847	331.5655
1_MACS_peak_13022_lociStitched	chr8	11323582	11325717	1	2136	1510.726	589.687
1_MACS_peak_1632_lociStitched	chr10	43891131	43893265	1	2135	1387.7402	301.5342
1_MACS_peak_7511_lociStitched	chr2	216977676	216979809	1	2134	2305.3464	728.6328
1_MACS_peak_5998_lociStitched	chr19	570904	573036	1	2133	1108.4268	678.8288
1_MACS_peak_916_lociStitched	chr1	175160472	175162602	1	2131	1312.08	598.5300000000001
1_MACS_peak_8333_lociStitched	chr22	22521509	22523639	1	2131	2721.714	633.8879999999999
1_MACS_peak_13502_lociStitched	chr8	126648372	126650502	1	2131	2692.959	701.835
1_MACS_peak_14355_lociStitched	chrX	48775989	48778119	1	2131	1348.503	527.601
1_MACS_peak_1405_lociStitched	chr1	249098824	249100953	1	2130	1298.0513	687.0283
1_MACS_peak_5716_lociStitched	chr18	11849623	11851750	1	2128	1584.4023	472.83209999999997
1_MACS_peak_9253_lociStitched	chr3	150315872	150317999	1	2128	1456.7822999999999	626.8269
1_MACS_peak_9712_lociStitched	chr4	38091881	38094008	1	2128	2831.037	717.6497999999999
1_MACS_peak_11340_lociStitched	chr6	7938576	7940703	1	2128	1217.0694	510.47999999999996
1_MACS_peak_720_lociStitched	chr1	153917323	153919449	1	2127	2204.662	675.2176
1_MACS_peak_1929_lociStitched	chr10	100099066	100101190	1	2125	3672.1836000000003	622.1196
1_MACS_peak_10597_lociStitched	chr5	55366393	55368517	1	2125	1371.8916000000002	559.8864
1_MACS_peak_4158_lociStitched	chr15	34628256	34630379	1	2124	1427.2929	464.937
1_MACS_peak_11801_lociStitched	chr6	89325181	89327304	1	2124	2776.2471	500.1788
1_MACS_peak_4964_lociStitched	chr16	71842019	71844141	1	2123	1784.8141999999998	518.1924
1_MACS_peak_8268_lociStitched	chr21	44818114	44820236	1	2123	2392.9793999999997	722.3288
1_MACS_peak_9449_lociStitched	chr3	183185803	183187925	1	2123	1830.2250000000001	821.8506
1_MACS_peak_12825_lociStitched	chr7	130903223	130905345	1	2123	2824.5942	653.7882
2_MACS_peak_319_lociStitched	chr1	46796416	46798536	2	2000	1186.5639999999999	406.404
1_MACS_peak_2991_lociStitched	chr12	31225999	31228119	1	2121	1863.268	727.1600000000001
1_MACS_peak_6403_lociStitched	chr2	3522079	3524199	1	2121	1485.484	461.94800000000004
1_MACS_peak_9027_lociStitched	chr3	101545330	101547450	1	2121	1584.912	533.816
1_MACS_peak_7201_lociStitched	chr2	153420735	153422852	1	2118	2698.3282	419.166
1_MACS_peak_12203_lociStitched	chr7	7029800	7031916	1	2117	2429.5912000000003	602.6368
1_MACS_peak_13976_lociStitched	chr9	104189453	104191569	1	2117	3320.8504	820.3732
1_MACS_peak_6710_lociStitched	chr2	58272800	58274915	1	2116	1393.1505	422.7885
1_MACS_peak_1037_lociStitched	chr1	193073128	193075242	1	2115	1340.9102	564.2266000000001
1_MACS_peak_3131_lociStitched	chr12	56320183	56322297	1	2115	1469.2299999999998	502.075
1_MACS_peak_11473_lociStitched	chr6	26249380	26251494	1	2115	1720.5846	557.8846000000001
1_MACS_peak_4527_lociStitched	chr15	90323946	90326058	1	2113	1813.5744	781.0176
1_MACS_peak_1291_lociStitched	chr1	228717543	228719654	1	2112	3733.3035	412.4894
1_MACS_peak_10359_lociStitched	chr4	186345869	186347980	1	2112	1729.9645	685.2306
1_MACS_peak_1069_lociStitched	chr1	199057656	199059766	1	2111	3263.326	711.492
1_MACS_peak_4407_lociStitched	chr15	73074987	73077097	1	2111	1405.0490000000002	678.365
1_MACS_peak_5606_lociStitched	chr17	76754148	76756258	1	2111	1810.3799999999999	565.48
1_MACS_peak_1697_lociStitched	chr10	60027433	60029542	1	2110	1336.6842000000001	452.8023
1_MACS_peak_14324_lociStitched	chrX	40033406	40035514	1	2109	1197.3439999999998	271.72119999999995
1_MACS_peak_2215_lociStitched	chr11	19463395	19465502	1	2108	1764.6125	665.3906000000001
1_MACS_peak_7742_lociStitched	chr20	15965975	15968082	1	2108	1671.4831	377.99580000000003
1_MACS_peak_13538_lociStitched	chr8	131455645	131457752	1	2108	1645.9884	454.2692
1_MACS_peak_7094_lociStitched	chr2	128586385	128588491	1	2107	3320.7408	652.0176
1_MACS_peak_11656_lociStitched	chr6	52169404	52171510	1	2107	1637.2043999999999	590.5224
1_MACS_peak_9019_lociStitched	chr3	101394540	101396645	1	2106	1334.3595	512.778
1_MACS_peak_14094_lociStitched	chr9	123836395	123838500	1	2106	1547.596	602.451
1_MACS_peak_1235_lociStitched	chr1	222885111	222887215	1	2105	1450.4976	914.6088
1_MACS_peak_8256_lociStitched	chr21	44298407	44300511	1	2105	1810.9128	795.1016000000001
1_MACS_peak_11922_lociStitched	chr6	111803916	111806020	1	2105	1706.7648000000002	406.7032
1_MACS_peak_885_lociStitched	chr1	169862481	169864584	1	2104	2014.674	703.2432
2_MACS_peak_4344_lociStitched	chr15	64538725	64540828	2	2011	1518.9969	467.0763
1_MACS_peak_12784_lociStitched	chr7	122525691	122527793	1	2103	1729.5256	798.9702
1_MACS_peak_5153_lociStitched	chr17	18228244	18230345	1	2102	1899.9343	583.4477
1_MACS_peak_10993_lociStitched	chr5	132386833	132388934	1	2102	1415.2336	639.7545
1_MACS_peak_9453_lociStitched	chr3	183258117	183260217	1	2101	1544.97	822.36
1_MACS_peak_10433_lociStitched	chr5	7628159	7630259	1	2101	1606.92	284.55
1_MACS_peak_978_lociStitched	chr1	184019718	184021817	1	2100	2208.5678000000003	844.0079000000001
1_MACS_peak_2623_lociStitched	chr11	112002059	112004158	1	2100	1814.7954	351.16270000000003
1_MACS_peak_7081_lociStitched	chr2	122287871	122289969	1	2099	1554.618	581.7754
1_MACS_peak_1528_lociStitched	chr10	17242008	17244105	1	2098	1662.921	485.2458
1_MACS_peak_2748_lociStitched	chr11	129286886	129288983	1	2098	5365.5939	559.2699
1_MACS_peak_5241_lociStitched	chr17	34206040	34208137	1	2098	2337.5259	523.4112
1_MACS_peak_7658_lociStitched	chr20	2081828	2083925	1	2098	1566.0396	438.9021
1_MACS_peak_1606_lociStitched	chr10	34493544	34495640	1	2097	2304.1328	526.5151999999999
1_MACS_peak_2483_lociStitched	chr11	74619609	74621705	1	2097	1242.5088	439.9504
1_MACS_peak_5374_lociStitched	chr17	47268796	47270892	1	2097	1647.2464	643.2624
1_MACS_peak_1195_lociStitched	chr1	213254788	213256883	1	2096	1862.455	633.947
1_MACS_peak_6893_lociStitched	chr2	88923036	88925131	1	2096	1440.941	564.3929999999999
1_MACS_peak_11127_lociStitched	chr5	154236961	154239056	1	2096	1157.0685	409.782
1_MACS_peak_5454_lociStitched	chr17	58676564	58678658	1	2095	1321.314	657.7254
1_MACS_peak_7176_lociStitched	chr2	149876818	149878912	1	2095	1535.3208	525.1752
1_MACS_peak_12793_lociStitched	chr7	124038707	124040801	1	2095	1971.2916	736.6692
1_MACS_peak_1353_lociStitched	chr1	235290888	235292981	1	2094	1622.4936	647.9928
1_MACS_peak_3168_lociStitched	chr12	62652991	62655083	1	2093	1370.26	583.8772
1_MACS_peak_105_lociStitched	chr1	19252669	19254760	1	2092	1604.0061	412.7634
1_MACS_peak_10342_lociStitched	chr4	185654038	185656129	1	2092	1466.2092	574.6068
1_MACS_peak_13888_lociStitched	chr9	93536521	93538611	1	2091	2422.31	430.53999999999996
1_MACS_peak_2068_lociStitched	chr10	129651762	129653851	1	2090	1571.3458	588.8891
2_MACS_peak_13869_lociStitched	chr9	90936495	90938584	2	1731	1465.6424	318.3636
2_MACS_peak_10471_lociStitched	chr5	17221975	17224062	2	1812	1031.6041	286.7538
1_MACS_peak_12745_lociStitched	chr7	114618862	114620949	1	2088	1542.7104	643.6308
1_MACS_peak_8029_lociStitched	chr20	57481723	57483809	1	2087	2304.4042	633.3095999999999
1_MACS_peak_12565_lociStitched	chr7	82306561	82308647	1	2087	1576.1816000000001	560.9254
1_MACS_peak_12641_lociStitched	chr7	99678707	99680793	1	2087	1687.9912000000002	571.1468
1_MACS_peak_7052_lociStitched	chr2	114340589	114342674	1	2086	1691.5605	793.5509999999999
1_MACS_peak_10696_lociStitched	chr5	75142404	75144489	1	2086	2341.872	622.7895000000001
1_MACS_peak_478_lociStitched	chr1	90098025	90100107	1	2083	1289.3826	401.20140000000004
1_MACS_peak_696_lociStitched	chr1	151042201	151044283	1	2083	2519.0117999999998	801.3618
1_MACS_peak_6963_lociStitched	chr2	106341676	106343758	1	2083	1961.6604	635.6346
1_MACS_peak_4960_lociStitched	chr16	71190074	71192155	1	2082	2718.6184	693.1811
2_MACS_peak_5756_lociStitched	chr18	21120523	21122604	2	1952	1324.3483999999999	338.9949
1_MACS_peak_7866_lociStitched	chr20	35806559	35808640	1	2082	1412.7909	701.7132
1_MACS_peak_8684_lociStitched	chr3	23694729	23696810	1	2082	3127.743	613.2707
1_MACS_peak_12781_lociStitched	chr7	121782946	121785027	1	2082	1571.7793	753.9463000000001
1_MACS_peak_66_lociStitched	chr1	11795886	11797966	1	2081	1337.0240000000001	476.11199999999997
1_MACS_peak_1490_lociStitched	chr10	12084224	12086303	1	2080	1370.2689	517.0473000000001
1_MACS_peak_5895_lociStitched	chr18	52988505	52990584	1	2080	1133.4708	440.3322
1_MACS_peak_13950_lociStitched	chr9	100683918	100685997	1	2080	2090.6424	546.5691
1_MACS_peak_5505_lociStitched	chr17	66433039	66435117	1	2079	1275.0608	308.9986
1_MACS_peak_9662_lociStitched	chr4	18214989	18217067	1	2079	1738.247	540.4878
1_MACS_peak_5587_lociStitched	chr17	75719931	75722008	1	2078	3661.9586999999997	663.1860999999999
1_MACS_peak_5107_lociStitched	chr17	7386302	7388378	1	2077	1575.4764	614.0808000000001
1_MACS_peak_12015_lociStitched	chr6	135323130	135325206	1	2077	2715.8232000000003	348.56039999999996
1_MACS_peak_2406_lociStitched	chr11	64883761	64885836	1	2076	1553.9675	562.325
1_MACS_peak_11212_lociStitched	chr5	172461870	172463945	1	2076	2299.1000000000004	624.5749999999999
1_MACS_peak_1380_lociStitched	chr1	243751548	243753622	1	2075	2433.839	719.4706
1_MACS_peak_11567_lociStitched	chr6	34855428	34857502	1	2075	1301.2276	496.1008
1_MACS_peak_151_lociStitched	chr1	25875105	25877178	1	2074	2530.9257000000002	782.5575
1_MACS_peak_2570_lociStitched	chr11	98939287	98941360	1	2074	1242.9708	449.841
1_MACS_peak_11342_lociStitched	chr6	7975773	7977846	1	2074	1745.466	582.3057
1_MACS_peak_4350_lociStitched	chr15	65595907	65597979	1	2073	1670.4464	504.9464
1_MACS_peak_6019_lociStitched	chr19	1847387	1849459	1	2073	1449.1568	586.5832
1_MACS_peak_13534_lociStitched	chr8	131259087	131261159	1	2073	2589.3784	602.1232
1_MACS_peak_5858_lociStitched	chr18	46885686	46887757	1	2072	3086.4112999999998	405.70889999999997
2_MACS_peak_10009_lociStitched	chr4	103421929	103424000	2	2044	1239.7006000000001	316.65590000000003
1_MACS_peak_12778_lociStitched	chr7	121169807	121171877	1	2071	4318.0199999999995	850.563
1_MACS_peak_1109_lociStitched	chr1	204462731	204464800	1	2070	1878.0312999999999	915.7393999999999
1_MACS_peak_1809_lociStitched	chr10	79560838	79562907	1	2070	1257.952	383.1788
1_MACS_peak_1960_lociStitched	chr10	104555184	104557253	1	2070	2677.286	620.6999999999999
1_MACS_peak_5436_lociStitched	chr17	56594685	56596752	1	2068	1765.8381	731.9247
1_MACS_peak_7950_lociStitched	chr20	48366540	48368607	1	2068	3795.8388	749.7009
1_MACS_peak_11976_lociStitched	chr6	129811191	129813258	1	2068	2639.7657	633.1221
1_MACS_peak_2159_lociStitched	chr11	10878801	10880867	1	2067	1473.058	606.5776000000001
1_MACS_peak_1645_lociStitched	chr10	45458306	45460371	1	2066	2007.7995	466.4835
1_MACS_peak_9573_lociStitched	chr4	2413894	2415959	1	2066	3065.286	786.9715
1_MACS_peak_10831_lociStitched	chr5	107716737	107718802	1	2066	1590.463	529.2594999999999
1_MACS_peak_12236_lociStitched	chr7	14029689	14031753	1	2065	1754.3999999999999	521.5727999999999
1_MACS_peak_12921_lociStitched	chr7	148787249	148789313	1	2065	1291.2384000000002	550.4688
1_MACS_peak_797_lociStitched	chr1	159045949	159048012	1	2064	2546.9797999999996	942.791
1_MACS_peak_3075_lociStitched	chr12	47609129	47611192	1	2064	1656.1763999999998	456.3356
1_MACS_peak_2194_lociStitched	chr11	17098084	17100146	1	2063	1412.6762	586.8452000000001
1_MACS_peak_12895_lociStitched	chr7	142505706	142507768	1	2063	4391.441400000001	907.8986000000001
1_MACS_peak_9470_lociStitched	chr3	185835356	185837416	1	2061	2391.248	786.096
1_MACS_peak_11607_lociStitched	chr6	42236388	42238448	1	2061	2870.198	587.0999999999999
1_MACS_peak_2648_lociStitched	chr11	116795280	116797338	1	2059	2152.4622	664.734
1_MACS_peak_7614_lociStitched	chr2	236408512	236410570	1	2059	1210.7214000000001	290.79540000000003
1_MACS_peak_7782_lociStitched	chr20	24127996	24130053	1	2058	4020.8179	658.4457
1_MACS_peak_9626_lociStitched	chr4	11566703	11568759	1	2057	1455.4424	391.4624
1_MACS_peak_12137_lociStitched	chr6	159289750	159291806	1	2057	2330.8871999999997	304.90479999999997
1_MACS_peak_4376_lociStitched	chr15	68590284	68592339	1	2056	2414.0085000000004	589.374
1_MACS_peak_5075_lociStitched	chr17	4003933	4005988	1	2056	2990.2305	643.8315
1_MACS_peak_2396_lociStitched	chr11	64084047	64086101	1	2055	1778.5586	753.4072
1_MACS_peak_2820_lociStitched	chr12	6560149	6562203	1	2055	1724.5384000000001	666.523
1_MACS_peak_5466_lociStitched	chr17	62096902	62098956	1	2055	2109.2526	627.9078000000001
1_MACS_peak_2025_lociStitched	chr10	120878780	120880832	1	2053	2983.8132	467.856
1_MACS_peak_8742_lociStitched	chr3	37283969	37286021	1	2053	1287.0144	578.8692000000001
1_MACS_peak_11005_lociStitched	chr5	134239922	134241974	1	2053	1347.3432	421.8912
1_MACS_peak_13478_lociStitched	chr8	125550240	125552292	1	2053	1418.3424	523.0548
1_MACS_peak_10391_lociStitched	chr5	190284	192335	1	2052	2140.2185000000004	474.8065
1_MACS_peak_11734_lociStitched	chr6	74180323	74182374	1	2052	1713.4054	411.8408
1_MACS_peak_13948_lociStitched	chr9	100394475	100396526	1	2052	1662.5406	576.5361
1_MACS_peak_124_lociStitched	chr1	22191664	22193714	1	2051	2942.3650000000002	530.54
1_MACS_peak_6273_lociStitched	chr19	41282640	41284690	1	2051	2271.4	627.505
1_MACS_peak_5643_lociStitched	chr17	80406513	80408562	1	2050	1942.2470999999998	636.6243
2_MACS_peak_8945_lociStitched	chr3	72494972	72497021	2	1656	1083.5112000000001	199.9824
1_MACS_peak_8745_lociStitched	chr3	39193543	39195590	1	2048	1438.6316	423.5243
2_MACS_peak_13426_lociStitched	chr8	107869818	107871863	2	1409	816.5685	236.19750000000002
1_MACS_peak_1144_lociStitched	chr1	207493962	207496006	1	2045	3108.1064	793.6852
2_MACS_peak_12239_lociStitched	chr7	14726501	14728545	2	2043	1567.5436	384.47639999999996
1_MACS_peak_12913_lociStitched	chr7	148394386	148396430	1	2045	1355.9895999999999	658.5767999999999
1_MACS_peak_4342_lociStitched	chr15	64385004	64387047	1	2044	1367.9928	770.8239000000001
1_MACS_peak_5771_lociStitched	chr18	23760666	23762709	1	2044	2501.6535	647.4267
1_MACS_peak_12970_lociStitched	chr7	157902799	157904842	1	2044	1583.325	439.8579
1_MACS_peak_8884_lociStitched	chr3	59436296	59438338	1	2043	2801.6240000000003	644.4552
1_MACS_peak_10086_lociStitched	chr4	120375027	120377069	1	2043	1718.9556	689.1750000000001
1_MACS_peak_7170_lociStitched	chr2	147938414	147940455	1	2042	1174.3914	341.0511
1_MACS_peak_10825_lociStitched	chr5	102454800	102456841	1	2042	1678.3143	612.5041
1_MACS_peak_11030_lociStitched	chr5	139417958	139419999	1	2042	1499.7268	417.79269999999997
1_MACS_peak_11983_lociStitched	chr6	130069081	130071122	1	2042	1515.4425	531.8846
1_MACS_peak_4808_lociStitched	chr16	30204251	30206291	1	2041	1323.3480000000002	725.016
1_MACS_peak_7316_lociStitched	chr2	179278017	179280057	1	2041	1382.3039999999999	497.148
1_MACS_peak_11318_lociStitched	chr6	6007446	6009486	1	2041	1227.672	375.156
1_MACS_peak_1282_lociStitched	chr1	228277154	228279193	1	2040	1685.8452	629.2354
1_MACS_peak_4404_lociStitched	chr15	72765803	72767842	1	2040	1577.7782000000002	604.5635
1_MACS_peak_5612_lociStitched	chr17	76835745	76837784	1	2040	1954.3815	516.0708999999999
1_MACS_peak_8437_lociStitched	chr22	36750561	36752600	1	2040	1837.3429	544.0052
1_MACS_peak_9375_lociStitched	chr3	172467664	172469703	1	2040	1981.0924	757.8963
1_MACS_peak_1160_lociStitched	chr1	209941268	209943305	1	2038	2207.0894999999996	877.3359
1_MACS_peak_5864_lociStitched	chr18	47838286	47840323	1	2038	1746.7275000000002	457.1028
1_MACS_peak_5542_lociStitched	chr17	73684209	73686244	1	2036	1642.0414999999998	536.833
1_MACS_peak_14097_lociStitched	chr9	125026172	125028206	1	2035	1815.7518	615.4884
1_MACS_peak_2517_lociStitched	chr11	82611098	82613131	1	2034	1862.6346	796.5294
1_MACS_peak_3091_lociStitched	chr12	49762917	49764950	1	2034	1638.1914	604.6142
1_MACS_peak_6088_lociStitched	chr19	8346204	8348237	1	2034	1856.5356	410.2594
1_MACS_peak_9151_lociStitched	chr3	125634080	125636113	1	2034	1068.3415	519.4315
1_MACS_peak_8150_lociStitched	chr21	33983766	33985798	1	2033	1815.7951999999998	727.8624000000001
1_MACS_peak_10042_lociStitched	chr4	108956279	108958311	1	2033	3714.0896000000002	771.5504
1_MACS_peak_5036_lociStitched	chr16	90060896	90062927	1	2032	4228.7451	222.5976
1_MACS_peak_7166_lociStitched	chr2	146168607	146170638	1	2032	6278.0241	487.2369
1_MACS_peak_7788_lociStitched	chr20	24822560	24824591	1	2032	5487.9651	727.098
1_MACS_peak_12220_lociStitched	chr7	8215503	8217534	1	2032	2212.5714	606.4566
1_MACS_peak_13006_lociStitched	chr8	9007861	9009892	1	2032	963.5064	370.65749999999997
1_MACS_peak_13543_lociStitched	chr8	133287473	133289503	1	2031	2215.542	462.434
1_MACS_peak_5465_lociStitched	chr17	61919700	61921729	1	2030	1683.6642	415.945
1_MACS_peak_10157_lociStitched	chr4	140373883	140375912	1	2030	1726.4761	701.8311
1_MACS_peak_2465_lociStitched	chr11	71362796	71364824	1	2029	1895.9771999999998	511.66440000000006
1_MACS_peak_12759_lociStitched	chr7	117823081	117825109	1	2029	1515.3216	584.2668000000001
1_MACS_peak_12939_lociStitched	chr7	151038464	151040492	1	2029	1350.2423999999999	590.1479999999999
1_MACS_peak_9410_lociStitched	chr3	177801674	177803701	1	2028	2281.1857999999997	860.0561
1_MACS_peak_6272_lociStitched	chr19	41255713	41257739	1	2027	1524.3624	624.8184
1_MACS_peak_7905_lociStitched	chr20	42838718	42840744	1	2027	1528.617	657.8421999999999
1_MACS_peak_12199_lociStitched	chr7	6201061	6203087	1	2027	1977.7812	446.93559999999997
1_MACS_peak_14113_lociStitched	chr9	127623060	127625086	1	2027	1370.9941999999999	546.2096
1_MACS_peak_1751_lociStitched	chr10	70981416	70983441	1	2026	2980.395	592.5150000000001
1_MACS_peak_9254_lociStitched	chr3	150397830	150399855	1	2026	2100.5325000000003	647.7975
1_MACS_peak_9509_lociStitched	chr3	193460112	193462137	1	2026	1518.9524999999999	486.81
1_MACS_peak_11816_lociStitched	chr6	90528298	90530323	1	2026	1435.1175	531.9675
1_MACS_peak_12072_lociStitched	chr6	141804412	141806437	1	2026	2724.8399999999997	425.25
1_MACS_peak_12769_lociStitched	chr7	120589862	120591887	1	2026	2210.6924999999997	780.4350000000001
1_MACS_peak_7318_lociStitched	chr2	179342645	179344669	1	2025	1107.1280000000002	456.41200000000003
1_MACS_peak_10497_lociStitched	chr5	32173181	32175205	1	2025	1462.9472	491.6296
1_MACS_peak_11027_lociStitched	chr5	138955425	138957448	1	2024	1137.9375	465.0877
1_MACS_peak_13594_lociStitched	chr8	145733345	145735368	1	2024	1500.6614	427.6622
1_MACS_peak_7501_lociStitched	chr2	215673404	215675426	1	2023	1210.1670000000001	477.59639999999996
1_MACS_peak_11902_lociStitched	chr6	109076023	109078045	1	2023	2064.462	448.0752
1_MACS_peak_12217_lociStitched	chr7	8007122	8009144	1	2023	1351.5048	439.9872
1_MACS_peak_13044_lociStitched	chr8	16404443	16406464	1	2022	2506.4442	361.1527
1_MACS_peak_27_lociStitched	chr1	2486782	2488802	1	2021	1206.546	526.412
1_MACS_peak_2127_lociStitched	chr11	6116668	6118688	1	2021	2063.228	543.986
1_MACS_peak_2616_lociStitched	chr11	111287558	111289578	1	2021	2870.42	791.638
1_MACS_peak_6062_lociStitched	chr19	6459231	6461249	1	2019	1494.9344	631.0286
