#34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_ROSE/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam
#Using cutoff of 3322.6445 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
1_MACS_peak_8230_lociStitched	chr21	41384675	41389822	1	5148	5950.9614	1868.361	262	1
3_MACS_peak_5284_lociStitched	chr17	38019272	38024767	3	5144	4240.4915	1474.858	263	1
2_MACS_peak_1594_lociStitched	chr10	30989903	30996274	2	5140	5794.4245	1558.3466	264	1
1_MACS_peak_6044_lociStitched	chr19	2595094	2600191	1	5098	9789.8079	2114.2356	265	1
1_MACS_peak_12817_lociStitched	chr7	129588241	129593332	1	5092	5574.645	2054.7276	266	1
4_MACS_peak_4358_lociStitched	chr15	67366056	67384433	4	5086	8124.4717	3193.9226	267	1
3_MACS_peak_279_lociStitched	chr1	40846780	40858198	3	5085	7701.441	2813.3952	268	1
3_MACS_peak_6339_lociStitched	chr19	48880791	48895210	3	5060	7277.2693	2951.5693	269	1
1_MACS_peak_973_lociStitched	chr1	183810277	183815334	1	5058	9260.8841	1807.8775	270	1
3_MACS_peak_950_lociStitched	chr1	181097745	181105017	3	5053	5946.3144	2059.4304	271	1
3_MACS_peak_12985_lociStitched	chr8	2107197	2114698	3	5052	5047.4229	1752.2336	272	1
3_MACS_peak_9734_lociStitched	chr4	40302983	40310900	3	5052	6899.6655	2079.7959	273	1
3_MACS_peak_4476_lociStitched	chr15	81585445	81595585	3	5047	7306.884	3060.252	274	1
3_MACS_peak_12849_lociStitched	chr7	136037652	136047000	3	5042	10683.8292	2886.6624	275	1
1_MACS_peak_677_lociStitched	chr1	149855944	149860971	1	5028	6296.8202	2237.015	276	1
2_MACS_peak_8640_lociStitched	chr3	13460037	13470345	2	5024	5150.9076	1651.3416	277	1
1_MACS_peak_5919_lociStitched	chr18	56806431	56811452	1	5022	3748.6786	1327.5524	278	1
3_MACS_peak_2760_lociStitched	chr11	130670702	130677655	3	5021	5154.2589	1610.3148	279	1
1_MACS_peak_7370_lociStitched	chr2	192539652	192544632	1	4981	4992.45	1136.436	280	1
2_MACS_peak_5070_lociStitched	chr17	3813876	3820323	2	4968	4490.3355	1723.2831	281	1
4_MACS_peak_1003_lociStitched	chr1	186583403	186596391	4	4967	6591.41	2871.6468	282	1
3_MACS_peak_13562_lociStitched	chr8	137189601	137200688	3	4965	7898.3788	2297.2264	283	1
3_MACS_peak_3104_lociStitched	chr12	51714260	51721300	3	4958	4571.776	1737.472	284	1
2_MACS_peak_10707_lociStitched	chr5	76032284	76038125	2	4953	8180.9046	1502.3052	285	1
1_MACS_peak_6333_lociStitched	chr19	48412282	48417229	1	4948	3021.6276	2685.2316	286	1
4_MACS_peak_8807_lociStitched	chr3	46424772	46438408	4	4947	6080.2924	2840.3788	287	1
3_MACS_peak_10983_lociStitched	chr5	131826111	131835365	3	4944	4769.5116	2051.6118	288	1
3_MACS_peak_6104_lociStitched	chr19	10522431	10531118	3	4942	5004.5807	1998.8787	289	1
1_MACS_peak_11478_lociStitched	chr6	26358142	26363063	1	4922	11944.7433	1237.6315	290	1
2_MACS_peak_11517_lociStitched	chr6	30684380	30689993	2	4912	3802.8075	1312.3194	291	1
2_MACS_peak_6441_lociStitched	chr2	10259983	10265154	2	4911	3406.6548	1150.5475	292	1
3_MACS_peak_14147_lociStitched	chr9	130834144	130845167	3	4910	5113.5697	2035.9481	293	1
1_MACS_peak_5267_lociStitched	chr17	36856543	36861450	1	4908	4617.9777	1346.9715	294	1
2_MACS_peak_8162_lociStitched	chr21	34696004	34705801	2	4907	6617.8735	3568.0674	295	1
2_MACS_peak_11459_lociStitched	chr6	26025892	26034262	2	4905	4846.23	1821.312	296	1
3_MACS_peak_8375_lociStitched	chr22	27005526	27014464	3	4905	10349.3102	1839.4404	297	1
1_MACS_peak_608_lociStitched	chr1	143741202	143746085	1	4884	6501.2262	1771.5524	298	1
1_MACS_peak_631_lociStitched	chr1	145207980	145212857	1	4878	5129.6286	2416.5535	299	1
2_MACS_peak_986_lociStitched	chr1	184711772	184717247	2	4875	5039.19	1611.2925	300	1
2_MACS_peak_1026_lociStitched	chr1	192507027	192515022	2	4868	8230.053	2454.465	301	1
2_MACS_peak_11532_lociStitched	chr6	31701736	31708607	2	4864	5450.7643	1783.7116	302	1
3_MACS_peak_953_lociStitched	chr1	181117896	181129804	3	4863	7105.5036	3356.8652	303	1
2_MACS_peak_11371_lociStitched	chr6	12008278	12013854	2	4856	3607.672	878.7776	304	1
1_MACS_peak_9454_lociStitched	chr3	183269397	183274247	1	4851	4646.785	1943.395	305	1
2_MACS_peak_12255_lociStitched	chr7	20256315	20261480	2	4850	9812.9835	1366.1425	306	1
1_MACS_peak_9440_lociStitched	chr3	182430903	182435740	1	4838	4367.3273	1833.7067	307	1
3_MACS_peak_2665_lociStitched	chr11	118738778	118743986	3	4820	5593.392	1318.1448	308	1
2_MACS_peak_13802_lociStitched	chr9	73028359	73036072	2	4820	5028.1047	1467.7839	309	1
4_MACS_peak_12865_lociStitched	chr7	139466672	139478887	4	4816	5484.535	2886.4045	310	1
3_MACS_peak_6161_lociStitched	chr19	16434860	16441977	3	4815	4568.4023	1456.8499	311	1
3_MACS_peak_4239_lociStitched	chr15	46995111	47008072	3	4815	7045.5996	2488.512	312	1
2_MACS_peak_6070_lociStitched	chr19	6765550	6773798	2	4811	5357.9008	2245.1056	313	1
1_MACS_peak_657_lociStitched	chr1	147928808	147933606	1	4799	4100.3708	1282.9852	314	1
3_MACS_peak_2894_lociStitched	chr12	13246841	13255251	3	4795	4961.059	1683.682	315	1
1_MACS_peak_6564_lociStitched	chr2	33700264	33705057	1	4794	6680.4834	1481.037	316	1
2_MACS_peak_3323_lociStitched	chr12	94598131	94603023	2	4794	5652.706	1412.3204	317	1
3_MACS_peak_728_lociStitched	chr1	154387635	154393606	3	4782	5232.3873	1903.5548	318	1
3_MACS_peak_4081_lociStitched	chr15	23660819	23669233	3	4782	6951.6468	1793.8648	319	1
1_MACS_peak_11341_lociStitched	chr6	7960131	7964911	1	4781	13055.136	1315.456	320	1
1_MACS_peak_1150_lociStitched	chr1	207995373	208000145	1	4773	5448.6696	1898.3016	321	1
1_MACS_peak_9515_lociStitched	chr3	193818015	193822781	1	4767	12444.026	2229.0582	322	1
3_MACS_peak_7718_lociStitched	chr20	10650744	10656012	3	4763	3611.214	1034.1084	323	1
1_MACS_peak_807_lociStitched	chr1	160641409	160646170	1	4762	5753.6685	2032.4709	324	1
2_MACS_peak_9441_lociStitched	chr3	182505722	182513189	2	4757	4285.3113	2264.7411	325	1
1_MACS_peak_1992_lociStitched	chr10	112217360	112222111	1	4752	7025.7788	1512.7184	326	1
2_MACS_peak_11980_lociStitched	chr6	130004386	130009510	2	4751	9220.638	1566.9192	327	1
3_MACS_peak_4381_lociStitched	chr15	70047342	70053912	3	4751	6316.398	1654.326	328	1
3_MACS_peak_5380_lociStitched	chr17	47816507	47827020	3	4751	6220.5421	2332.8347	329	1
4_MACS_peak_3834_lociStitched	chr14	50466832	50475830	4	4731	3412.9414	1117.5516	330	1
3_MACS_peak_2753_lociStitched	chr11	130045453	130052302	3	4728	4472.397	1737.5913	331	1
2_MACS_peak_12978_lociStitched	chr8	1991439	2000138	2	4720	5818.7611	1577.1287	332	1
2_MACS_peak_6346_lociStitched	chr19	49375135	49380443	2	4707	5403.0132	1249.5032	333	1
3_MACS_peak_11110_lociStitched	chr5	151128752	151138888	3	4703	5057.864	1903.5408	334	1
2_MACS_peak_6278_lociStitched	chr19	42039052	42047398	2	4685	7543.9494	1859.4888	335	1
1_MACS_peak_8244_lociStitched	chr21	43481066	43485747	1	4682	6744.8529	2138.7489	336	1
1_MACS_peak_6769_lociStitched	chr2	65141411	65146087	1	4677	4279.4752	1520.1676	337	1
3_MACS_peak_2499_lociStitched	chr11	78131163	78139522	3	4677	5488.5194	1803.0363	338	1
2_MACS_peak_4520_lociStitched	chr15	89655082	89660426	2	4662	5995.968	1267.5968	339	1
2_MACS_peak_7293_lociStitched	chr2	175457899	175463510	2	4661	5842.1732	1514.4089	340	1
3_MACS_peak_6253_lociStitched	chr19	39339456	39348727	3	4660	4467.6949	1703.0827	341	1
2_MACS_peak_5060_lociStitched	chr17	2295672	2305627	2	4655	4175.127	1716.242	342	1
2_MACS_peak_13120_lociStitched	chr8	28347224	28351943	2	4649	3696.8646	1140.1104	343	1
2_MACS_peak_4427_lociStitched	chr15	75334712	75340504	2	4641	7798.3488	1645.5072	344	1
3_MACS_peak_2222_lociStitched	chr11	21432305	21437822	3	4640	6785.3583	1244.0835	345	1
3_MACS_peak_8372_lociStitched	chr22	26986046	26991490	3	4636	4584.3924	1383.8648	346	1
2_MACS_peak_1434_lociStitched	chr10	3846775	3854368	2	4618	6991.6344	1720.5738	347	1
2_MACS_peak_6164_lociStitched	chr19	16476768	16483719	2	4613	6783.4809	1385.3343	348	1
1_MACS_peak_13969_lociStitched	chr9	102580986	102585581	1	4596	4400.172	1077.5275	349	1
1_MACS_peak_8261_lociStitched	chr21	44581713	44586304	1	4592	6321.3479	1903.8877	350	1
2_MACS_peak_12429_lociStitched	chr7	47514243	47522354	2	4589	5876.4195	2300.2796	351	1
1_MACS_peak_11329_lociStitched	chr6	7135300	7139886	1	4587	3817.845	1347.8254	352	1
1_MACS_peak_5573_lociStitched	chr17	75205102	75209684	1	4583	5343.9866	1501.9796	353	1
2_MACS_peak_9450_lociStitched	chr3	183228830	183235093	2	4572	7103.4946	2423.781	354	1
1_MACS_peak_6045_lociStitched	chr19	2607228	2611793	1	4566	9115.392	1654.356	355	1
2_MACS_peak_4996_lociStitched	chr16	81842235	81851996	2	4560	4847.3126	1210.364	356	1
2_MACS_peak_13180_lociStitched	chr8	38239248	38244816	2	4558	3293.472	1321.8432	357	1
3_MACS_peak_8454_lociStitched	chr22	37614360	37620734	3	4555	4460.5252	1659.1522	358	1
1_MACS_peak_8226_lociStitched	chr21	41304012	41308558	1	4547	5533.3912	1858.8594	359	1
2_MACS_peak_9352_lociStitched	chr3	169845903	169851155	2	4546	5255.1512	1776.7516	360	1
2_MACS_peak_6623_lociStitched	chr2	42328205	42333934	2	4543	6296.7439	1448.2912	361	1
2_MACS_peak_1263_lociStitched	chr1	226248769	226253342	2	4542	3042.4169	1226.0213	362	1
3_MACS_peak_11591_lociStitched	chr6	37136651	37144495	3	4539	4314.9844	1386.0348	363	1
1_MACS_peak_8072_lociStitched	chr21	11168132	11172669	1	4538	4564.6757	2135.1122	364	1
2_MACS_peak_4133_lociStitched	chr15	31637295	31646428	2	4530	5719.0846	1769.0621	365	1
1_MACS_peak_6672_lociStitched	chr2	47209243	47213766	1	4524	4453.7981	1508.4205	366	1
3_MACS_peak_10013_lociStitched	chr4	103533453	103542511	3	4523	5969.222	1964.6802	367	1
2_MACS_peak_8438_lociStitched	chr22	36778807	36783534	2	4515	4176.7772	1222.8749	368	1
1_MACS_peak_3295_lociStitched	chr12	92755360	92759873	1	4514	4828.91	1189.6268	369	1
1_MACS_peak_14356_lociStitched	chrX	48793930	48798441	1	4512	6555.8363	781.7563	370	1
2_MACS_peak_14440_lociStitched	chrX	106915883	106920963	2	4506	3150.616	861.568	371	1
1_MACS_peak_933_lociStitched	chr1	179049122	179053617	1	4496	6149.6095	1775.9745	372	1
3_MACS_peak_14161_lociStitched	chr9	132769076	132779720	3	4496	6820.6752	1629.5964	373	1
3_MACS_peak_11221_lociStitched	chr5	173330004	173341989	3	4490	5480.7405	2164.491	374	1
2_MACS_peak_4388_lociStitched	chr15	70389605	70394581	2	4486	3791.712	1168.8624	375	1
1_MACS_peak_8273_lociStitched	chr21	45135971	45140451	1	4481	4809.28	1381.632	376	1
2_MACS_peak_1306_lociStitched	chr1	230239240	230246651	2	4472	7164.2137	2398.1996	377	1
2_MACS_peak_2381_lociStitched	chr11	62318781	62325346	2	4470	5063.5845	1694.4265	378	1
1_MACS_peak_13630_lociStitched	chr9	5625931	5630397	1	4467	4778.1734	1183.49	379	1
3_MACS_peak_4844_lociStitched	chr16	48641914	48647763	3	4464	3436.2875	1027.6693	380	1
3_MACS_peak_14170_lociStitched	chr9	134127701	134139024	3	4464	4696.7804	1930.5715	381	1
1_MACS_peak_10330_lociStitched	chr4	185302769	185307227	1	4459	8417.5956	1709.1972	382	1
2_MACS_peak_5506_lociStitched	chr17	66453702	66459577	2	4456	3439.8125	1485.2	383	1
2_MACS_peak_10151_lociStitched	chr4	140128197	140135907	2	4456	5023.065	1542.771	384	1
3_MACS_peak_10217_lociStitched	chr4	153580615	153587882	3	4455	4512.807	1607.4604	385	1
2_MACS_peak_816_lociStitched	chr1	161008147	161017485	2	4452	6054.7592	2887.3096	386	1
1_MACS_peak_6585_lociStitched	chr2	37601707	37606152	1	4446	6985.3175	1312.164	387	1
2_MACS_peak_1154_lociStitched	chr1	209275957	209282511	2	4433	8020.7852	2365.994	388	1
2_MACS_peak_11207_lociStitched	chr5	172191647	172200111	2	4428	6289.5984	1619.1632	389	1
2_MACS_peak_10402_lociStitched	chr5	1335743	1343981	2	4426	5264.082	1676.433	390	1
3_MACS_peak_6096_lociStitched	chr19	10304468	10315873	3	4422	4873.3565	1771.1965	391	1
2_MACS_peak_4873_lociStitched	chr16	56944173	56952052	2	4412	8671.6274	1805.0789	392	1
2_MACS_peak_11499_lociStitched	chr6	27857923	27863621	2	4407	3570.9366	1731.6222	393	1
2_MACS_peak_736_lociStitched	chr1	154756927	154765064	2	4401	7958.7997	2818.6568	394	1
1_MACS_peak_1433_lociStitched	chr10	3824187	3828586	1	4400	3031.7908	852.9661	395	1
1_MACS_peak_2804_lociStitched	chr12	4224863	4229261	1	4399	11331.8868	1594.7148	396	1
4_MACS_peak_368_lociStitched	chr1	59473292	59486547	4	4395	4456.331	2311.672	397	1
2_MACS_peak_2636_lociStitched	chr11	115126262	115135945	2	4390	8678.8729	2046.9862	398	1
1_MACS_peak_5335_lociStitched	chr17	43302802	43307189	1	4388	4243.9838	1137.5491	399	1
1_MACS_peak_10559_lociStitched	chr5	43039344	43043724	1	4381	3923.166	1113.834	400	1
2_MACS_peak_4035_lociStitched	chr14	106026140	106034153	2	4380	4468.0488	1413.4932	401	1
2_MACS_peak_8854_lociStitched	chr3	52739363	52745280	2	4375	3815.8733	1360.91	402	1
2_MACS_peak_4037_lociStitched	chr14	106040391	106049664	2	4371	10049.1501	1930.6386	403	1
2_MACS_peak_7050_lociStitched	chr2	114187940	114196405	2	4368	3974.3175	1849.6025	404	1
2_MACS_peak_11875_lociStitched	chr6	106610536	106616325	2	4365	6230.7007	1898.792	405	1
1_MACS_peak_11243_lociStitched	chr5	176726903	176731266	1	4364	3306.7177	1088.5685	406	1
2_MACS_peak_618_lociStitched	chr1	144518241	144522603	2	4361	3774.4386	1083.957	407	1
3_MACS_peak_1430_lociStitched	chr10	3799071	3808021	3	4360	4418.615	1662.015	408	1
2_MACS_peak_663_lociStitched	chr1	148598034	148606018	2	4355	3647.0912	1805.9808	409	1
2_MACS_peak_18_lociStitched	chr1	1669095	1678802	2	4351	3948.8076	1633.6881	410	1
2_MACS_peak_3056_lociStitched	chr12	46608205	46612640	2	4344	5228.4215	1254.6615	411	1
2_MACS_peak_10510_lociStitched	chr5	32582196	32586999	2	4340	3383.7135	1081.6356	412	1
2_MACS_peak_130_lociStitched	chr1	23850852	23855861	2	4335	5007.4973	1587.853	413	1
2_MACS_peak_12555_lociStitched	chr7	78115169	78123663	2	4329	5561.8712	2329.9042	414	1
2_MACS_peak_10347_lociStitched	chr4	186124372	186131027	2	4327	3095.906	1418.846	415	1
2_MACS_peak_3895_lociStitched	chr14	69259335	69263714	2	4322	3321.0336	411.1881	416	1
2_MACS_peak_11480_lociStitched	chr6	26532110	26538994	2	4321	3857.1052	1287.308	417	1
2_MACS_peak_2965_lociStitched	chr12	27331108	27339671	2	4321	7483.2057	2213.5355	418	1
1_MACS_peak_14057_lociStitched	chr9	117146779	117151097	1	4319	3808.476	1170.6098	419	1
1_MACS_peak_5313_lociStitched	chr17	40608468	40612784	1	4317	3631.0508	1046.1984	420	1
1_MACS_peak_4285_lociStitched	chr15	52754843	52759157	1	4315	3495.2028	1218.705	421	1
2_MACS_peak_8654_lociStitched	chr3	15835397	15840182	2	4310	3975.8565	1151.271	422	1
2_MACS_peak_12682_lociStitched	chr7	104596689	104604955	2	4305	7342.6878	1943.3366	423	1
3_MACS_peak_9868_lociStitched	chr4	77608971	77619381	3	4305	5290.362	2471.334	424	1
3_MACS_peak_7134_lociStitched	chr2	135163617	135170225	3	4299	4525.8192	1435.9184	425	1
1_MACS_peak_930_lociStitched	chr1	178546967	178551264	1	4298	5302.498	1812.4746	426	1
3_MACS_peak_1825_lociStitched	chr10	81946805	81957175	3	4293	5112.41	2112.369	427	1
2_MACS_peak_3637_lociStitched	chr13	77899584	77904939	2	4292	3445.407	1276.0965	428	1
2_MACS_peak_6894_lociStitched	chr2	89050649	89055272	2	4280	5114.4249	1297.2138	429	1
1_MACS_peak_99_lociStitched	chr1	16990774	16995051	1	4278	6313.2797	2462.2689	430	1
2_MACS_peak_10970_lociStitched	chr5	131435767	131440991	2	4275	5964.7632	1560.4088	431	1
3_MACS_peak_5339_lociStitched	chr17	43517508	43530672	3	4273	4819.3404	2419.5432	432	1
1_MACS_peak_9351_lociStitched	chr3	169771766	169776037	1	4272	3239.1264	1543.5394	433	1
2_MACS_peak_11150_lociStitched	chr5	157285142	157290329	2	4272	3467.5095	982.9365	434	1
2_MACS_peak_13441_lociStitched	chr8	118450629	118456346	2	4268	10242.5772	1388.0876	435	1
1_MACS_peak_13550_lociStitched	chr8	134510186	134514451	1	4266	5178.9895	1274.382	436	1
2_MACS_peak_2446_lociStitched	chr11	67647502	67654005	2	4265	5275.8839	1922.9371	437	1
3_MACS_peak_8520_lociStitched	chr22	42928627	42936070	3	4260	6481.3644	2104.8804	438	1
3_MACS_peak_5645_lociStitched	chr17	80451430	80457781	3	4258	3663.2568	1312.7517	439	1
2_MACS_peak_4557_lociStitched	chr15	93346643	93354466	2	4255	4257.2766	1265.7614	440	1
3_MACS_peak_3299_lociStitched	chr12	92855317	92865981	3	4244	6043.2888	2134.9328	441	1
3_MACS_peak_4827_lociStitched	chr16	31879830	31889458	3	4242	4322.972	1415.316	442	1
3_MACS_peak_2070_lociStitched	chr10	129860887	129868233	3	4239	3620.1088	1571.3094	443	1
1_MACS_peak_12812_lociStitched	chr7	128577342	128581576	1	4235	2678.4284	1370.9692	444	1
2_MACS_peak_4205_lociStitched	chr15	42896684	42901027	2	4234	3917.8203	955.0257	445	1
2_MACS_peak_11140_lociStitched	chr5	156692399	156700350	2	4234	5326.3749	1835.8859	446	1
3_MACS_peak_5176_lociStitched	chr17	20205145	20211354	3	4233	3623.5724	1251.1135	447	1
2_MACS_peak_6565_lociStitched	chr2	33718633	33723215	2	4229	5378.3516	1211.939	448	1
2_MACS_peak_774_lociStitched	chr1	156469819	156476107	2	4226	7063.3104	2167.4736	449	1
1_MACS_peak_5165_lociStitched	chr17	19206529	19210753	1	4225	5705.3568	1301.4144	450	1
3_MACS_peak_11940_lociStitched	chr6	117859487	117870961	3	4206	5732.4104	2170.8808	451	1
2_MACS_peak_6447_lociStitched	chr2	10584626	10589599	2	4204	3623.8251	908.0698	452	1
3_MACS_peak_11667_lociStitched	chr6	52438563	52442901	3	4203	3384.5076	1319.1858	453	1
2_MACS_peak_6280_lociStitched	chr19	42054823	42059946	2	4201	4330.9842	1384.7469	454	1
2_MACS_peak_187_lociStitched	chr1	28906740	28914313	2	4198	3330.6054	1398.7331	455	1
1_MACS_peak_875_lociStitched	chr1	167596644	167600840	1	4197	4028.5796	1634.342	456	1
1_MACS_peak_10700_lociStitched	chr5	75697084	75701275	1	4192	4096.2834	1125.7026	457	1
2_MACS_peak_4535_lociStitched	chr15	90726967	90735622	2	4185	4170.8445	2032.194	458	1
2_MACS_peak_5594_lociStitched	chr17	76143289	76152102	2	4184	5910.8791	1759.9561	459	1
3_MACS_peak_2343_lociStitched	chr11	58865091	58876136	3	4184	4658.781	2171.447	460	1
1_MACS_peak_1749_lociStitched	chr10	70846551	70850731	1	4181	3621.552	1336.346	461	1
2_MACS_peak_2655_lociStitched	chr11	117878260	117883358	2	4179	6475.4796	1123.5992	462	1
3_MACS_peak_4220_lociStitched	chr15	45016199	45021856	3	4175	3828.0919	1581.1315	463	1
3_MACS_peak_4882_lociStitched	chr16	57570132	57578773	3	4175	4527.0199	1570.0697	464	1
2_MACS_peak_11931_lociStitched	chr6	114176442	114180741	2	4170	3455.9661	923.4252	465	1
2_MACS_peak_13778_lociStitched	chr9	70488985	70497568	2	4168	3392.0016	1706.3004	466	1
2_MACS_peak_8158_lociStitched	chr21	34637609	34642195	2	4167	2950.6324	1331.7744	467	1
1_MACS_peak_1456_lociStitched	chr10	6967216	6971378	1	4163	5216.2346	1100.0166	468	1
2_MACS_peak_117_lociStitched	chr1	21616805	21622231	2	4161	5065.171	1447.6568	469	1
1_MACS_peak_13551_lociStitched	chr8	134579339	134583493	1	4155	3120.4848	1055.9468	470	1
2_MACS_peak_10736_lociStitched	chr5	81146740	81151547	2	4151	4699.3232	1126.2801	471	1
2_MACS_peak_3753_lociStitched	chr13	114789695	114794119	2	4148	4500.9776	836.5784	472	1
2_MACS_peak_1760_lociStitched	chr10	72252597	72260222	2	4147	3713.375	1954.2875	473	1
2_MACS_peak_7913_lociStitched	chr20	43679843	43684514	2	4142	3709.2411	885.1545	474	1
2_MACS_peak_6022_lociStitched	chr19	1897105	1906252	2	4141	4045.7181	2294.0676	475	1
1_MACS_peak_8024_lociStitched	chr20	56192666	56196791	1	4126	4558.5375	1087.7625	476	1
3_MACS_peak_13240_lociStitched	chr8	54930721	54935617	3	4122	3116.7936	1080.0576	477	1
1_MACS_peak_1269_lociStitched	chr1	226592563	226596682	1	4120	3122.202	1152.0843	478	1
3_MACS_peak_1283_lociStitched	chr1	228290359	228300732	3	4117	3899.2107	2626.4436	479	1
1_MACS_peak_4907_lociStitched	chr16	66555591	66559704	1	4114	7073.1261	1364.2821	480	1
2_MACS_peak_13091_lociStitched	chr8	23076673	23083268	2	4111	3126.03	1086.1965	481	1
2_MACS_peak_13782_lociStitched	chr9	70849402	70857883	2	4106	3210.9066	1695.3519	482	1
3_MACS_peak_13603_lociStitched	chr9	178037	186468	3	4095	3469.3565	1468.6802	483	1
2_MACS_peak_6830_lociStitched	chr2	74425061	74434263	2	4090	4243.0422	2048.3652	484	1
3_MACS_peak_6612_lociStitched	chr2	39694603	39702126	3	4086	4749.2699	1607.6651	485	1
3_MACS_peak_2103_lociStitched	chr11	2793450	2800680	3	4081	4717.575	1907.274	486	1
2_MACS_peak_5733_lociStitched	chr18	13610376	13614480	2	4076	6600.0528	967.7232	487	1
1_MACS_peak_12928_lociStitched	chr7	150017418	150021488	1	4071	4422.462	1618.639	488	1
1_MACS_peak_9038_lociStitched	chr3	105085071	105089140	1	4070	3295.89	896.4007	489	1
1_MACS_peak_12685_lociStitched	chr7	104651861	104655924	1	4064	6335.0296	1220.5252	490	1
2_MACS_peak_10337_lociStitched	chr4	185455310	185460641	2	4062	5326.2021	1356.7395	491	1
2_MACS_peak_11485_lociStitched	chr6	27098851	27107615	2	4061	4445.9772	1935.9676	492	1
3_MACS_peak_3946_lociStitched	chr14	81936309	81945579	3	4061	5081.814	1136.502	493	1
2_MACS_peak_1266_lociStitched	chr1	226308979	226316557	2	4056	4928.7312	2435.5692	494	1
2_MACS_peak_12013_lociStitched	chr6	135190834	135195837	2	4054	7421.4502	1338.3025	495	1
2_MACS_peak_7005_lociStitched	chr2	111432313	111437533	2	4053	2975.922	1373.904	496	1
1_MACS_peak_5163_lociStitched	chr17	19090339	19094390	1	4052	4065.1785	1230.6938	497	1
2_MACS_peak_10645_lociStitched	chr5	61985432	61990069	2	4052	3396.6025	1042.3976	498	1
2_MACS_peak_8247_lociStitched	chr21	43536481	43540847	2	4050	3805.8422	1601.8854	499	1
2_MACS_peak_5500_lociStitched	chr17	66230746	66235433	2	4043	4523.8924	1129.0983	500	1
2_MACS_peak_10323_lociStitched	chr4	185186358	185190578	2	4042	4202.698	1366.014	501	1
3_MACS_peak_4491_lociStitched	chr15	83474375	83480531	3	4040	3085.3872	1123.47	502	1
2_MACS_peak_12788_lociStitched	chr7	123387170	123396210	2	4038	4284.96	2160.56	503	1
1_MACS_peak_1083_lociStitched	chr1	200987527	200991559	1	4033	4005.792	1567.2384	504	1
1_MACS_peak_5104_lociStitched	chr17	6915376	6919406	1	4031	3894.995	1273.883	505	1
2_MACS_peak_3078_lociStitched	chr12	48201353	48208351	2	4024	4254.0842	1829.977	506	1
2_MACS_peak_1367_lociStitched	chr1	240075087	240079273	2	4016	5409.1492	1268.7766	507	1
2_MACS_peak_8135_lociStitched	chr21	30668464	30673415	2	4013	3516.2002	1131.3035	508	1
2_MACS_peak_5526_lociStitched	chr17	70593173	70601514	2	4013	5141.3924	1907.5867	509	1
2_MACS_peak_9148_lociStitched	chr3	125554005	125560284	2	4012	5421.2886	1618.7262	510	1
3_MACS_peak_12272_lociStitched	chr7	22478441	22488156	3	4012	4972.137	2054.7225	511	1
3_MACS_peak_12410_lociStitched	chr7	45034576	45048029	3	4012	5962.3696	2426.9212	512	1
2_MACS_peak_13573_lociStitched	chr8	141467449	141476599	2	4005	4507.29	1632.36	513	1
2_MACS_peak_3762_lociStitched	chr13	115024693	115029777	2	3999	5356.5024	1318.7896	514	1
2_MACS_peak_1984_lociStitched	chr10	111968773	111972818	2	3997	3120.7175	1252.7365	515	1
1_MACS_peak_12673_lociStitched	chr7	102253226	102257220	1	3995	3758.354	2222.661	516	1
2_MACS_peak_689_lociStitched	chr1	150583199	150587195	2	3995	6047.5464	1503.2952	517	1
3_MACS_peak_5279_lociStitched	chr17	37925752	37937898	3	3995	6422.8048	2657.5448	518	1
2_MACS_peak_7935_lociStitched	chr20	46386799	46391484	2	3992	5256.57	1277.5995	519	1
1_MACS_peak_9898_lociStitched	chr4	82390598	82394587	1	3990	3559.3847	1200.689	520	1
2_MACS_peak_9488_lociStitched	chr3	187456138	187464093	2	3990	4297.291	2038.071	521	1
1_MACS_peak_13110_lociStitched	chr8	27234726	27238709	1	3984	2795.6677	957.1149	522	1
2_MACS_peak_2192_lociStitched	chr11	16979934	16985970	2	3978	4552.3512	1734.1428	523	1
2_MACS_peak_889_lociStitched	chr1	171219945	171227409	2	3978	5447.9736	2216.0616	524	1
3_MACS_peak_10435_lociStitched	chr5	7869605	7874062	3	3976	2834.652	1063.8859	525	1
3_MACS_peak_3137_lociStitched	chr12	56726916	56733181	3	3976	3805.9875	1436.5645	526	1
3_MACS_peak_6992_lociStitched	chr2	110086491	110092896	3	3973	4123.539	1337.364	527	1
2_MACS_peak_10755_lociStitched	chr5	87955110	87963592	2	3971	4000.9594	1580.1966	528	1
1_MACS_peak_13901_lociStitched	chr9	93953127	93957096	1	3970	7341.4593	1238.328	529	1
2_MACS_peak_1121_lociStitched	chr1	206096989	206101795	2	3965	3919.293	1550.4156	530	1
