GENE_ID	locusLine	bin_1_KMS12_jia.bam
NM_003060	chr5(.):131700400-131736306	0.1038
NM_001020825	chr5(.):142652495-142788254	0.2648
NM_001018076	chr5(.):142652495-142789045	0.2636
NM_001018075	chr5(.):142652495-142820077	0.2262
NM_015621	chr5(.):150555612-150608654	0.4537
NM_001037332	chr5(.):156688186-156827606	0.2
NM_001037333	chr5(.):156688090-156827606	0.1999
NM_014376	chr5(.):156691361-156827606	0.2017
NM_005990	chr5(.):171464073-171620346	0.1698
NM_002406	chr5(.):180212540-180235048	0.6413
NM_001114619	chr5(.):180212540-180235902	0.6877
NM_001114618	chr5(.):180212540-180241817	0.8859
NM_001114617	chr5(.):180212540-180242137	0.883
NM_001171805	chr5(.):6709717-6762161	0.4556
NM_001171806	chr5(.):6741100-6762161	0.0691
NM_006713	chr5(.):32580604-32609185	0.8492
NM_033484	chr5(.):41920355-41940185	0.4737
NM_175921	chr5(.):41899469-41926738	0.5413
NM_012176	chr5(.):41920355-41946672	0.3804
NR_034127	chr5(.):43060288-43072073	1.3087
NM_001014279	chr5(.):43034181-43045447	0.0667
NR_034085	chr5(.):43011149-43023913	0.6602
NR_015447	chr5(.):43037235-43050370	0.0738
NR_034086	chr5(.):43009830-43023913	0.7524
NM_001127236	chr5(.):56504900-56565506	0.063
NR_024384	chr5(.):87955262-87974146	1.7249
NR_024383	chr5(.):87955262-87979262	1.3717
NR_030741	chr5(.):87957670-87967757	1.7251
NM_005668	chr5(.):100137638-100243987	0.1615
NM_175052	chr5(.):100216014-100243970	0.4438
NR_036052	chr5(.):118305280-118315362	0.0692
NM_014350	chr5(.):118686595-118735294	0.1554
NR_037500	chr5(.):131696181-131706291	0.1804
NM_001013717	chr5(.):131741672-131803059	0.266
NM_016480	chr5(.):138672518-138710409	0.1461
NM_194296	chr5(.):138727455-138744776	0.8126
NM_152686	chr5(.):138740891-138780214	0.2265
NM_152685	chr5(.):138697884-138724039	0.2257
NM_001033112	chr5(.):138673133-138710409	0.1478
NM_001161546	chr5(.):138722634-138735885	2.103
NM_016459	chr5(.):138718256-138730605	2.3808
NM_198282	chr5(.):138850112-138867343	0.1154
NM_181838	chr5(.):138935750-139013018	0.3649
NM_005859	chr5(.):139488707-139501321	1.0285
NM_001007189	chr5(.):139500520-139513391	0.0802
NM_000024	chr5(.):148201155-148213197	1.2403
NM_006058	chr5(.):150404505-150465997	0.2582
NM_001193544	chr5(.):150475266-150526216	0.0898
NM_000405	chr5(.):150627612-150654953	0.81
NM_181774	chr5(.):150650925-150688334	0.0742
NM_001142556	chr5(.):162882516-162923953	0.4217
NM_145266	chr5(.):162875585-162892143	0.9437
NM_182796	chr5(.):162925230-162951328	0.6861
NM_013283	chr5(.):162927584-162951328	0.7461
NM_001171183	chr5(.):171616175-171635458	0.1151
NM_030627	chr5(.):173310330-173392313	0.4112
NM_017675	chr5(.):175971342-176027769	0.1039
NM_014901	chr5(.):175948699-175969421	0.857
NM_001171976	chr5(.):175964511-176027769	0.3124
NR_031598	chr5(.):179220277-179230346	0.3988
NM_145867	chr5(.):179215985-179228513	0.3213
NM_003900	chr5(.):179242841-179270077	0.7628
NM_016175	chr5(.):179259265-179290840	0.1638
NM_054013	chr5(.):179219597-179234875	1.1953
NM_014275	chr5(.):179219597-179238952	1.084
NM_001142298	chr5(.):179228387-179270077	0.9208
NM_001142299	chr5(.):179229002-179270077	0.9332
NR_027183	chr5(.):180251958-180267726	0.7535
NM_152283	chr5(.):180269610-180293286	0.186
NM_206880	chr5(.):180576942-180587890	0.0922
NM_006098	chr5(.):180658927-180675906	0.8951
NM_033342	chr5(.):180625119-180637177	0.175
NR_002591	chr5(.):180665313-180675376	1.4206
NR_002592	chr5(.):180663817-180673889	1.2282
NM_032765	chr5(.):180678385-180693119	0.4836
NM_203297	chr5(.):180615923-180632930	0.2627
NM_203296	chr5(.):180615923-180636340	0.2868
NM_033549	chr5(.):180645305-180667808	0.5524
NM_004117	chr6(.):35536361-35661719	0.0711
NM_001145776	chr6(.):35536361-35661692	0.0711
NM_001145775	chr6(.):35536361-35701360	0.2404
NM_181356	chr6(.):44791469-45350670	0.0951
NM_003599	chr6(.):44792449-45350575	0.0952
NM_012288	chr6(.):52357199-52446862	0.3071
NM_017934	chr6(.):79639135-79793011	0.1391
NM_007124	chr6(.):144607872-145179170	0.1291
NM_020732	chr6(.):157094063-157536913	0.1945
NM_016224	chr6(.):158239293-158371109	0.1761
NM_013988	chr6(.):161763589-163153834	0.0474
NM_001195286	chr6(.):386738-416443	1.5912
NM_001168344	chr6(.):7102829-7257213	0.3143
NM_001003699	chr6(.):7103085-7257213	0.3147
NR_026970	chr6(.):6341697-6628059	0.1092
NR_037616	chr6(.):7876482-8069647	0.4686
NM_001491	chr6(.):10550948-10634601	0.0609
NM_145649	chr6(.):10516567-10634601	0.2275
NM_004973	chr6(.):15241526-15527253	0.1631
NM_001173977	chr6(.):25274655-25625758	0.1743
NM_014641	chr6(.):30662583-30690458	0.6506
NM_172166	chr6(.):31702724-31735455	0.5513
NM_152735	chr6(.):33417355-33430320	0.232
NM_177435	chr6(.):35305334-35398173	0.0833
NM_003427	chr6(.):35222509-35268760	0.2401
NM_015255	chr6(.):42526759-42666243	0.1551
NM_020750	chr6(.):43485067-43548812	0.1903
NM_004348	chr6(.):45384913-45523819	0.3552
NM_001024630	chr6(.):45291053-45523819	0.2753
NM_001123226	chr6(.):74166453-74216179	0.4504
NM_016021	chr6(.):90031343-90067619	0.67
NM_001170794	chr6(.):90631246-91011627	0.0955
NM_021813	chr6(.):90631246-91011562	0.0955
NM_001455	chr6(.):108877068-109010971	0.1724
NM_201559	chr6(.):108876025-109010971	0.1718
NM_032131	chr6(.):109164618-109300352	0.2661
NM_002912	chr6(.):111615233-111809414	0.146
NM_017696	chr6(.):119129611-119257903	0.2722
NM_001122842	chr6(.):126107000-126257266	0.1262
NM_206855	chr6(.):163830674-164004628	0.1345
NM_001040000	chr6(.):168222670-168370793	0.1863
NM_020185	chr6(.):287100-356355	3.0805
NM_004271	chr6(.):6583933-6660216	0.2264
NM_001145549	chr6(.):7876482-7915310	1.4307
NM_030810	chr6(.):7876482-7916047	1.4774
NM_005319	chr6(.):26050967-26061699	1.5052
NM_003537	chr6(.):26026816-26037288	2.5406
NM_003544	chr6(.):26022123-26032480	2.4922
NM_021062	chr6(.):26038454-26048885	0.1324
NM_003531	chr6(.):26040638-26051097	0.1352
NM_005325	chr6(.):26012259-26023040	0.7146
NM_003538	chr6(.):26016906-26027278	1.2414
NM_003513	chr6(.):26028319-26038796	2.0885
NM_003529	chr6(.):26015717-26026186	0.9687
NM_003526	chr6(.):26118694-26129132	1.375
NM_139006	chr6(.):26082508-26100469	0.0817
NM_021065	chr6(.):26194011-26204471	2.279
NM_003530	chr6(.):26192011-26204464	2.0286
NM_138720	chr6(.):26153348-26176576	1.3517
NM_003523	chr6(.):26179023-26189458	0.6027
NM_003539	chr6(.):26183937-26194304	0.9886
NM_003545	chr6(.):26199872-26210249	1.6472
NM_021063	chr6(.):26153348-26163871	1.5195
NM_005321	chr6(.):26151558-26162343	1.5051
NM_003512	chr6(.):26119372-26129918	1.3594
NM_003542	chr6(.):26099175-26109565	0.0635
NM_005323	chr6(.):26102639-26113364	0.0752
NM_003522	chr6(.):26194786-26205216	2.2994
NM_003518	chr6(.):26211427-26221872	0.942
NM_021052	chr6(.):26212147-26222711	0.9328
NM_003543	chr6(.):26280353-26290727	0.8981
NM_003532	chr6(.):26220382-26230844	0.1221
NM_003524	chr6(.):26246878-26257303	1.1185
NM_003534	chr6(.):26266145-26276612	1.7088
NM_003547	chr6(.):26241838-26252205	0.9552
NM_003540	chr6(.):26235653-26246021	0.2052
NM_021018	chr6(.):26245369-26255835	1.1064
NM_005320	chr6(.):26229439-26240216	0.5819
NM_003525	chr6(.):26268203-26278640	1.7354
NM_001145008	chr6(.):26397464-26420444	0.2391
NM_001197240	chr6(.):26378328-26400100	0.1543
NM_001197247	chr6(.):26360397-26383540	0.7344
NM_001197238	chr6(.):26378323-26400100	0.1544
NM_007047	chr6(.):26360397-26383548	0.7354
NM_001197237	chr6(.):26378438-26400100	0.1549
NM_001197248	chr6(.):26360469-26383540	0.734
NM_001197246	chr6(.):26363405-26383540	0.5595
NR_026790	chr6(.):26516933-26532612	0.9815
NM_013375	chr6(.):26592179-26605277	0.4297
NM_001732	chr6(.):26496494-26515652	0.1904
NM_006353	chr6(.):26533571-26552164	1.0496
NM_021064	chr6(.):27095816-27106314	2.555
NM_080593	chr6(.):27101071-27119637	1.7731
NM_080596	chr6(.):27109907-27120346	1.3509
NR_036096	chr6(.):27110404-27120467	1.3465
NM_021058	chr6(.):27095094-27105575	2.5166
NM_003495	chr6(.):27102087-27112457	1.6569
NM_021066	chr6(.):27777079-27787518	2.3667
NM_003536	chr6(.):27772841-27783314	2.5304
NM_003509	chr6(.):27770976-27781445	2.082
NM_003519	chr6(.):27770256-27780709	1.857
NM_003521	chr6(.):27777821-27788267	2.2281
NM_003535	chr6(.):27853092-27863570	1.3387
NM_003527	chr6(.):27856202-27866669	1.4724
NM_003520	chr6(.):27801439-27811888	2.1412
NM_003511	chr6(.):27828106-27838576	0.0804
NM_003533	chr6(.):27834622-27845099	0.0526
NM_003510	chr6(.):27800657-27811117	2.1748
NM_003541	chr6(.):27793951-27804305	1.5349
NM_005322	chr6(.):27829569-27840359	0.0688
NM_033057	chr6(.):27873962-27885174	0.0802
NM_021968	chr6(.):27786902-27797258	0.476
NM_003514	chr6(.):27855476-27865963	1.4697
NM_003546	chr6(.):27835925-27846289	0.0517
NM_003587	chr6(.):30615895-30645830	0.115
NM_001161376	chr6(.):30609815-30625987	0.3546
NM_133471	chr6(.):30639165-30660672	0.7499
NM_001134870	chr6(.):30639165-30660093	0.7648
NM_007243	chr6(.):30650825-30663769	0.9156
NM_178014	chr6(.):30683156-30698195	1.1507
NM_007109	chr6(.):31121302-31136992	0.4439
NM_001173531	chr6(.):31127113-31139615	0.3154
NR_026791	chr6(.):31160536-31176745	1.0992
NM_019052	chr6(.):31105215-31131015	0.2167
NM_001105563	chr6(.):31105215-31130566	0.2174
NR_026816	chr6(.):31136511-31150676	0.0848
NM_002701	chr6(.):31127113-31143451	0.257
NM_014069	chr6(.):31100310-31112127	0.0692
NM_004847	chr6(.):31577993-31589798	0.6845
NM_001623	chr6(.):31578032-31589798	0.6867
NM_032955	chr6(.):31578788-31589798	0.7296
NM_080702	chr6(.):31601804-31625477	0.4398
NM_001098534	chr6(.):31601804-31625170	0.444
NM_021246	chr6(.):31678132-31690581	0.0668
NM_138275	chr6(.):31686160-31697851	0.519
NR_033488	chr6(.):31649725-31675850	0.1995
NM_001320	chr6(.):31628656-31642843	0.872
NM_013974	chr6(.):31689816-31703039	0.5937
NM_025262	chr6(.):31639460-31653150	0.1152
NM_001288	chr6(.):31693357-31709341	1.4715
NM_019101	chr6(.):31618670-31630987	0.9705
NM_021184	chr6(.):31621074-31633549	0.9964
NM_001003693	chr6(.):31669683-31683372	0.3148
NM_021221	chr6(.):31633727-31645227	0.2351
NM_021160	chr6(.):31649725-31676137	0.198
NR_002971	chr6(.):31585855-31595987	0.6641
NR_024541	chr6(.):31674752-31686842	0.0694
NM_080686	chr6(.):31583449-31610554	0.3034
NM_025261	chr6(.):31681424-31694510	0.0656
NM_033177	chr6(.):31624005-31638179	0.9899
NM_001199240	chr6(.):31624005-31638407	0.975
NM_001199238	chr6(.):31624005-31638639	0.9602
NM_001199237	chr6(.):31624005-31639060	0.9346
NM_001039651	chr6(.):31725772-31737624	0.0563
NM_025258	chr6(.):31728370-31750108	0.1117
NR_002742	chr6(.):31799852-31809916	1.1558
NM_000434	chr6(.):31821828-31835709	0.3096
NM_021177	chr6(.):31760173-31779743	0.7009
NR_002745	chr6(.):31798039-31808103	1.4431
NM_001178045	chr6(.):31825969-31850448	0.2
NM_001040438	chr6(.):31797692-31812541	1.0229
NM_005345	chr6(.):31778290-31790719	0.5379
NM_005527	chr6(.):31772395-31787835	0.3619
NM_001178044	chr6(.):31825969-31851823	0.1917
NM_006295	chr6(.):31740296-31768712	0.5089
NM_005346	chr6(.):31790511-31803031	1.4395
NM_022107	chr6(.):32153542-32168300	1.4773
NM_138717	chr6(.):32116300-32136452	0.0986
NM_001136	chr6(.):32143745-32157023	0.5085
NM_004557	chr6(.):32157619-32196844	0.5562
NM_032741	chr6(.):32130982-32150888	0.3689
NM_002586	chr6(.):32147509-32162963	1.2192
NM_006913	chr6(.):32141161-32153570	0.5824
NR_003129	chr6(.):32141231-32153567	0.5857
NM_030651	chr6(.):32111139-32124720	0.1223
NM_005155	chr6(.):32116621-32136452	0.0992
NM_006411	chr6(.):32130982-32148916	0.3995
NR_037169	chr6(.):32115578-32127142	0.1266
NM_030652	chr6(.):32127404-32141062	0.0611
NM_002800	chr6(.):32816937-32832628	0.6243
NM_000544	chr6(.):32788186-32811547	0.2452
NM_018833	chr6(.):32784609-32811547	0.2281
NM_002120	chr6(.):32775539-32789825	0.1172
NM_000593	chr6(.):32807985-32826748	0.9304
NR_027771	chr6(.):32839254-32852851	0.0743
NM_004159	chr6(.):32803493-32817712	0.8127
NM_148919	chr6(.):32803493-32816816	0.859
NR_037178	chr6(.):32856952-32876535	0.2265
NR_037174	chr6(.):32806862-32819277	0.6856
NM_001164267	chr6(.):33241879-33262304	0.2581
NM_022551	chr6(.):33234851-33249281	0.5685
NM_172209	chr6(.):33262471-33287164	0.8032
NM_004761	chr6(.):33254430-33272176	0.5408
NM_172208	chr6(.):33266409-33287164	0.8546
NM_003782	chr6(.):33239916-33251602	0.3245
NR_024517	chr6(.):33281334-33295793	1.3371
NM_014260	chr6(.):33252377-33263711	0.3646
NM_005453	chr6(.):33277181-33290512	1.2374
NM_001145338	chr6(.):33277181-33290719	1.2931
NM_022553	chr6(.):33213048-33244662	0.4332
NM_001185181	chr6(.):33252411-33263709	0.3653
NM_006772	chr6(.):33382846-33426466	0.3481
NM_015921	chr6(.):33379318-33391065	0.6388
NR_001444	chr6(.):33327513-33339139	0.0759
NM_002263	chr6(.):33354312-33382699	0.4706
NM_002636	chr6(.):33373772-33389230	0.9003
NM_022047	chr6(.):35260594-35294548	0.2984
NR_027117	chr6(.):35689538-35709724	1.0496
NM_207409	chr6(.):35739391-35752329	0.0535
NM_001010886	chr6(.):35743830-35760841	0.0835
NM_145028	chr6(.):35699858-35721685	0.15
NM_002754	chr6(.):36093261-36112842	0.7858
NM_002648	chr6(.):37132921-37148204	0.641
NM_001184801	chr6(.):42526759-42593089	0.2317
NM_000322	chr6(.):42659332-42695358	0.0784
NM_003192	chr6(.):42707233-42718884	1.2019
NR_037141	chr6(.):42690313-42700932	0.1058
NM_015349	chr6(.):42783793-42841296	0.0632
NM_019096	chr6(.):43583217-43601936	1.0348
NM_001003690	chr6(.):43592278-43613688	1.0793
NM_014628	chr6(.):43598576-43613688	0.3747
NM_006502	chr6(.):43538877-43593260	0.178
NM_001193341	chr6(.):43607766-43643748	0.0692
NM_001078177	chr6(.):44186362-44206888	0.5453
NM_178148	chr6(.):44216837-44230283	0.4386
NM_001078174	chr6(.):44182241-44206888	0.5608
NM_020745	chr6(.):44261462-44286063	0.1208
NM_182539	chr6(.):44242896-44270458	0.0484
NM_001137560	chr6(.):44233479-44252182	0.0714
NM_001078175	chr6(.):44186295-44206888	0.5513
NM_004556	chr6(.):44220902-44238525	0.7694
NM_007355	chr6(.):44209848-44226614	0.6894
NM_138441	chr6(.):74129855-74167043	0.3143
NM_001402	chr6(.):74220472-74235755	1.3015
NM_001143958	chr6(.):75957637-75999632	0.3353
NR_029466	chr6(.):75942390-75958644	0.1694
NM_002043	chr6(.):89962238-90029967	0.0774
NM_182907	chr6(.):106541814-106562811	1.3904
NM_001198	chr6(.):106529194-106562814	1.798
NM_001624	chr6(.):106954729-107023334	0.2525
NR_034109	chr6(.):111799674-111928497	0.1945
NR_034111	chr6(.):111799674-111829811	0.5644
NR_034110	chr6(.):111799674-111904383	0.1979
NM_002356	chr6(.):114173526-114189652	1.0807
NR_027060	chr6(.):114220550-114247806	0.0438
NM_014034	chr6(.):119210240-119235335	1.007
NM_153255	chr6(.):119226761-119261327	0.1547
NM_012259	chr6(.):126065731-126087415	0.5585
NM_001145207	chr6(.):135351994-135381036	0.207
NM_006620	chr6(.):135276516-135381036	0.1812
NR_037435	chr6(.):135295475-135305570	0.0967
NR_037593	chr6(.):163829096-163839982	1.1725
NR_026773	chr6(.):168180218-168202539	0.0902
NR_027906	chr6(.):168219569-168232476	0.8386
NM_178425	chr7(.):18530884-19041992	0.0499
NM_058176	chr7(.):18530884-18998939	0.0512
NM_178423	chr7(.):18530368-19041992	0.0498
NM_004289	chr7(.):26186846-26231756	0.7015
NR_033664	chr7(.):34381123-34802884	0.0768
NM_001029835	chr7(.):45062232-45121069	0.3536
NM_001167935	chr7(.):45034786-45121069	0.5146
NR_030770	chr7(.):45034344-45121069	0.539
NM_030796	chr7(.):55533305-55645200	0.5038
NM_001913	chr7(.):101454291-101932250	0.1339
NM_181500	chr7(.):101454302-101932250	0.1339
NM_181552	chr7(.):101455881-101898344	0.1248
NM_001145354	chr7(.):130789854-131186398	0.221
NM_001164458	chr7(.):149939300-150025758	0.2099
NM_014707	chr7(.):18530368-18713465	0.0772
NM_006547	chr7(.):23344827-23514995	0.3603
NM_014766	chr7(.):29954718-30034425	0.1708
NM_001145514	chr7(.):29954718-30034905	0.1701
NM_001145513	chr7(.):29954718-30034734	0.1704
NR_036554	chr7(.):29720687-29787019	0.4674
NM_001197027	chr7(.):30062976-30162961	0.2266
NR_003502	chr7(.):32762561-32774595	1.5886
NR_036680	chr7(.):32615552-32763780	0.0785
NR_015356	chr7(.):34753473-34878943	0.1197
NM_207173	chr7(.):34692896-34922944	0.0949
NM_207172	chr7(.):34692896-34894590	0.1
NM_014800	chr7(.):36888960-37493511	0.1012
NM_003718	chr7(.):39984958-40141733	0.4144
NM_002541	chr7(.):44641120-44753669	0.4856
NM_001003941	chr7(.):44641120-44721195	0.6285
NM_006060	chr7(.):50339377-50477798	0.5601
NM_004577	chr7(.):56073743-56124268	0.3939
NM_017984	chr7(.):99993494-100031302	0.669
NM_017621	chr7(.):102091666-102110321	0.2232
NM_182931	chr7(.):104649636-104759532	0.5462
NM_003941	chr7(.):123316996-123394116	0.4198
NM_001098627	chr7(.):128575771-128595088	1.5352
NM_001098630	chr7(.):128572993-128595088	1.4818
NM_032643	chr7(.):128573270-128595088	1.4878
NR_015431	chr7(.):130623918-130798562	0.313
NR_024153	chr7(.):130623918-130796789	0.3131
NM_014149	chr7(.):134863589-134901316	0.3133
NM_178563	chr7(.):134666258-134825530	0.1396
NM_001128619	chr7(.):135606502-135667204	0.3819
NM_194071	chr7(.):137554724-137691846	0.3909
NM_007188	chr7(.):150720509-150749869	0.1272
NM_173680	chr7(.):150071405-150100719	0.6707
NR_026676	chr7(.):23525006-23536031	0.2309
NR_029597	chr7(.):25984538-25994606	1.143
NM_031243	chr7(.):26224555-26245413	1.4268
NM_016587	chr7(.):26236323-26257976	1.3493
NM_007276	chr7(.):26236098-26257976	1.3385
NR_036482	chr7(.):29719769-29732859	2.1824
NR_024278	chr7(.):29680537-29729754	1.4297
NR_027347	chr7(.):29719387-29730437	2.6582
NM_017946	chr7(.):30047883-30071268	0.6432
NM_001197026	chr7(.):30062976-30129278	0.3087
NM_032639	chr7(.):30062976-30135359	0.2866
NM_147128	chr7(.):30318922-30412308	0.7061
NR_030319	chr7(.):30324409-30334506	2.2044
NR_037513	chr7(.):30324409-30334506	2.2044
NR_002186	chr7(.):30404665-30417410	0.0919
NR_036501	chr7(.):32792897-32807536	0.2067
NR_030320	chr7(.):32767592-32777689	2.0944
NM_022373	chr7(.):35667269-35739772	0.3903
NM_031903	chr7(.):42966938-42982453	0.8557
NM_024054	chr7(.):42943871-42956689	0.4089
NM_002787	chr7(.):42951461-42976805	0.6498
NM_019082	chr7(.):44600402-44619137	0.5017
NM_182547	chr7(.):44613761-44626827	1.1349
NM_012412	chr7(.):44868212-44892725	0.7202
NM_033224	chr7(.):44910891-44929960	0.975
NR_003697	chr7(.):45017626-45031259	0.9032
NR_002952	chr7(.):45019976-45030109	1.1631
NM_033054	chr7(.):44997259-45023704	0.1328
NM_015411	chr7(.):56126916-56153365	0.3504
NM_006213	chr7(.):56143674-56165689	0.0885
NM_016139	chr7(.):56164265-56179187	0.5087
NM_001762	chr7(.):56114377-56136682	0.8723
NR_002957	chr7(.):56123162-56133295	0.8045
NM_001163636	chr7(.):74067029-74180022	0.1705
NM_001013258	chr7(.):99065514-99084948	0.4992
NM_001190354	chr7(.):99052211-99068808	0.393
NM_001198879	chr7(.):99009361-99068824	0.2655
NM_032164	chr7(.):99085853-99102877	0.665
NM_145102	chr7(.):99097272-99136445	0.3724
NM_014569	chr7(.):99097572-99136445	0.3517
NM_024061	chr7(.):99151044-99167328	0.6356
NM_145111	chr7(.):99138922-99154757	0.1779
NM_001009958	chr7(.):99151447-99167328	0.6494
NM_013439	chr7(.):99966067-100002722	0.151
NM_173564	chr7(.):100076549-100097422	0.2287
NM_030935	chr7(.):100059141-100081902	0.4715
NM_145030	chr7(.):100027911-100039094	1.1568
NM_019606	chr7(.):100022253-100036749	2.107
NM_001194992	chr7(.):100021412-100036749	2.001
NM_001004323	chr7(.):100049237-100066894	0.0915
NM_032831	chr7(.):102068995-102102268	0.8121
NM_024653	chr7(.):102031803-102072129	0.4458
NM_006234	chr7(.):102108547-102124381	0.2018
NM_152892	chr7(.):102100389-102118612	0.2257
NM_014377	chr7(.):102947920-102990320	0.485
NM_002803	chr7(.):102983088-103013656	0.6051
NM_004279	chr7(.):102932872-102960133	0.2922
NR_024586	chr7(.):104645988-104659588	3.326
NM_002649	chr7(.):106500923-106552592	0.6241
NM_001166346	chr7(.):114557208-114568720	1.5026
NM_199072	chr7(.):114557208-114664970	0.4042
NM_199349	chr7(.):128525000-128555773	0.0876
NM_018295	chr7(.):134827765-134855967	0.5476
NR_024185	chr7(.):134845531-134860532	1.7379
NM_024625	chr7(.):138740083-138799465	0.4792
NM_020119	chr7(.):138723265-138799465	0.3938
NM_024926	chr7(.):138813489-138879550	0.1118
NM_013400	chr7(.):150060878-150076133	2.257
NM_014374	chr7(.):150063257-150076133	2.6036
NM_001142928	chr7(.):150015295-150040245	0.4719
NM_002889	chr7(.):150030406-150043763	0.0841
NM_138434	chr7(.):150021937-150034811	0.1012
NR_027237	chr7(.):150097839-150114558	1.7083
NM_175571	chr7(.):150142961-150181483	0.0953
NR_034033	chr7(.):150125741-150150228	1.2468
NM_033015	chr7(.):150768707-150782951	1.0612
NM_004769	chr7(.):150740604-150754843	0.095
NM_031434	chr7(.):150773171-150785413	1.7494
NM_004935	chr7(.):150745898-150760052	0.5085
NM_031946	chr7(.):150778825-150846523	0.2624
NM_001136044	chr7(.):150773171-150785620	1.7342
NM_003040	chr7(.):150751656-150778614	0.5767
NM_001042535	chr7(.):150778825-150825725	0.3518
NM_024012	chr7(.):154857545-154882459	0.2471
NM_005515	chr7(.):156792546-156808347	1.1118
NM_001165255	chr7(.):156792546-156807129	1.155
NM_152564	chr8(.):100020493-100894808	0.2086
NM_024596	chr8(.):6259112-6506140	0.101
NM_001172575	chr8(.):6259112-6309940	0.3458
NM_006197	chr8(.):17775365-17892457	0.1342
NM_003844	chr8(.):23043969-23087680	0.6958
NM_004103	chr8(.):27163998-27321903	0.2976
NM_173176	chr8(.):27178053-27321903	0.2922
NM_172366	chr8(.):28280928-28352784	0.427
NM_173175	chr8(.):27178080-27321903	0.2923
NM_001164380	chr8(.):74327603-74664162	0.1152
NM_006540	chr8(.):71019266-71321020	0.1886
NM_024721	chr8(.):77588514-77784521	0.2469
NR_024360	chr8(.):77518113-77600510	0.306
NR_003367	chr8(.):128801778-129118499	0.2955
NM_001024678	chr8(.):145742760-145757416	1.6007
NM_001001795	chr8(.):145746602-145759458	1.4555
NM_144962	chr8(.):22565764-22790421	0.0801
NM_006228	chr8(.):28169648-28205868	0.4533
NM_015254	chr8(.):28919794-29125610	0.1959
NM_001440	chr8(.):28554152-28616202	0.3123
NM_032410	chr8(.):42747032-42890682	0.3212
NM_001160224	chr8(.):42699779-42756866	1.1354
NM_001160225	chr8(.):42703437-42756866	1.2038
NM_006756	chr8(.):54874115-54940008	0.5736
NM_001164384	chr8(.):74456836-74664943	0.141
NM_014393	chr8(.):74456836-74664162	0.1413
NM_005079	chr8(.):80942104-81088836	0.3162
NM_005536	chr8(.):82564150-82603589	0.1814
NM_001083588	chr8(.):86084618-86131753	0.5856
NM_001083589	chr8(.):86094909-86131753	0.4379
NM_004349	chr8(.):92962194-93080191	0.8178
NM_001198629	chr8(.):92962194-93112490	0.6702
NM_001198625	chr8(.):92962194-93112882	0.6689
NM_001198628	chr8(.):92962194-93116916	0.654
NM_001198633	chr8(.):92962194-93120454	0.6425
NM_178812	chr8(.):98651406-98747488	0.4564
NM_015668	chr8(.):100968275-101123344	0.1489
NM_003114	chr8(.):101165655-101259130	0.2136
NM_172218	chr8(.):101165262-101259130	0.2138
NM_001145088	chr8(.):124079919-124169392	0.2112
NM_014751	chr8(.):125558027-125745730	0.2156
NM_173685	chr8(.):126099082-126384367	0.2452
NM_015117	chr8(.):144514824-144628620	0.1189
NM_001134374	chr8(.):145081581-145107015	0.234
NM_004467	chr8(.):17716899-17758047	0.0397
NM_147203	chr8(.):17716899-17757913	0.0398
NM_001160036	chr8(.):22839929-22882710	0.2493
NM_147187	chr8(.):22872647-22931700	0.3977
NM_015178	chr8(.):22852091-22882710	0.2965
NM_001160037	chr8(.):22848360-22882710	0.2736
NM_003841	chr8(.):22955326-22979950	0.3742
NM_152272	chr8(.):23096149-23124512	0.5335
NR_033928	chr8(.):23077733-23093439	1.4301
NM_171982	chr8(.):27137403-27173834	0.1876
NM_018660	chr8(.):28198101-28248977	0.293
NM_017412	chr8(.):28346772-28426961	0.367
NR_036250	chr8(.):28357632-28367699	0.1183
NR_003129	chr8(.):38452692-38463775	0.0819
NM_018105	chr8(.):42686816-42703474	0.9608
NM_052937	chr8(.):52725139-52816735	0.4058
NR_034003	chr8(.):61873679-61885307	0.0762
NM_001025252	chr8(.):80942104-80998010	0.1515
NR_033196	chr8(.):82610148-82638539	0.2778
NM_152284	chr8(.):82639687-82676748	0.6253
NR_033194	chr8(.):82608565-82638539	0.2688
NM_001010893	chr8(.):82600890-82612207	0.1125
NM_001099670	chr8(.):86121287-86137643	1.0777
NM_175636	chr8(.):92962194-93034908	0.4987
NM_004374	chr8(.):100885222-100911242	0.472
NM_005034	chr8(.):101157838-101171230	0.8245
NM_001029860	chr8(.):101140587-101163099	0.4511
NM_001042510	chr8(.):102204265-102222960	1.7449
NM_001042511	chr8(.):102204265-102222873	1.7516
NM_024410	chr8(.):103558847-103578245	0.1685
NM_148174	chr8(.):103833535-103881397	0.7795
NM_138455	chr8(.):104378785-104400217	0.1945
NM_030780	chr8(.):104405865-104432468	0.7136
NM_015420	chr8(.):104421941-104460680	0.4645
NM_024295	chr8(.):124020567-124059648	0.3889
NM_025195	chr8(.):126437562-126455644	2.1315
NM_002467	chr8(.):128743314-128758680	1.7406
NR_031609	chr8(.):128803207-128813274	2.4651
NM_001130055	chr8(.):144656866-144684845	0.5794
NM_001130057	chr8(.):144656866-144684558	0.5841
NM_001166237	chr8(.):144630556-144650231	0.4197
NM_024736	chr8(.):144635476-144650231	0.4367
NM_032862	chr8(.):144675073-144687485	0.9384
NM_001100878	chr8(.):144643362-144659928	0.2135
NM_145201	chr8(.):144651954-144665513	0.3519
NM_201378	chr8(.):144984320-145052697	0.5419
NM_032789	chr8(.):145046319-145065635	1.5853
