GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_001114617	chr5(.):180212540-180242137	0.1438
NM_001193376	chr5(.):1248286-1300162	0.0951
NM_030782	chr5(.):1312999-1350002	0.2038
NM_001145161	chr5(.):6443735-6501834	0.1519
NM_006713	chr5(.):32580604-32609185	0.1653
NM_002184	chr5(.):55225924-55295821	0.1543
NR_036243	chr5(.):86405695-86415771	0.1653
NR_024384	chr5(.):87955262-87974146	0.1724
NR_024383	chr5(.):87955262-87979262	0.161
NR_030741	chr5(.):87957670-87967757	0.1532
NM_020801	chr5(.):90659540-90684149	0.1714
NM_005669	chr5(.):112207080-112263031	0.1375
NR_036052	chr5(.):118305280-118315362	0.0996
NM_014350	chr5(.):118686595-118735294	0.1256
NM_000588	chr5(.):131391346-131403896	0.135
NM_000758	chr5(.):131404484-131416859	0.1406
NR_037500	chr5(.):131696181-131706291	0.1146
NM_002198	chr5(.):131812300-131831465	0.1921
NM_001013717	chr5(.):131741672-131803059	0.2107
NM_000879	chr5(.):131872135-131884214	0.106
NM_016480	chr5(.):138672518-138710409	0.1175
NM_194296	chr5(.):138727455-138744776	0.1522
NM_152686	chr5(.):138740891-138780214	0.1474
NM_152685	chr5(.):138697884-138724039	0.1427
NM_001033112	chr5(.):138673133-138710409	0.1181
NM_001161546	chr5(.):138722634-138735885	0.1873
NM_016459	chr5(.):138718256-138730605	0.2374
NM_016463	chr5(.):139023300-139067680	0.123
NM_000024	chr5(.):148201155-148213197	0.2149
NM_001025071	chr5(.):149818791-149834319	0.1631
NM_001543	chr5(.):149882673-149942773	0.1097
NM_006058	chr5(.):150404505-150465997	0.1393
NM_001155	chr5(.):150475266-150542443	0.1582
NM_001193544	chr5(.):150475266-150526216	0.1564
NM_001171183	chr5(.):171616175-171635458	0.0906
NM_004417	chr5(.):172190092-172203203	0.1707
NM_030627	chr5(.):173310330-173392313	0.1463
NM_022304	chr5(.):175103463-175116558	0.0983
NM_001031677	chr5(.):176723198-176735744	0.2105
NM_006480	chr5(.):176779843-176804599	0.1332
NM_006816	chr5(.):176753562-176783885	0.1095
NM_031300	chr5(.):176729205-176744292	0.1656
NM_001142935	chr5(.):176727500-176744292	0.1778
NM_013237	chr5(.):176725834-176738950	0.2035
NM_002082	chr5(.):176848686-176874850	0.1801
NM_030567	chr5(.):176868795-176888287	0.1657
NM_000505	chr5(.):176824138-176841577	0.1689
NM_080881	chr5(.):176878613-176904871	0.1208
NM_004395	chr5(.):176878613-176905694	0.1223
NM_001004105	chr5(.):176848686-176873354	0.1813
NM_001174102	chr5(.):176870325-176888283	0.1717
NM_001029886	chr5(.):176822107-176832637	0.1423
NR_031598	chr5(.):179220277-179230346	0.1336
NM_145867	chr5(.):179215985-179228513	0.1214
NM_003900	chr5(.):179242841-179270077	0.126
NM_016175	chr5(.):179259265-179290840	0.1013
NM_054013	chr5(.):179219597-179234875	0.1337
NM_014275	chr5(.):179219597-179238952	0.1304
NM_001142298	chr5(.):179228387-179270077	0.1238
NM_001142299	chr5(.):179229002-179270077	0.1248
NR_027183	chr5(.):180251958-180267726	0.152
NM_152283	chr5(.):180269610-180293286	0.1066
NR_027908	chr6(.):33548882-33566115	0.141
NR_028361	chr6(.):33546475-33561803	0.1534
NM_181356	chr6(.):44791469-45350670	0.1049
NM_003599	chr6(.):44792449-45350575	0.1049
NM_012288	chr6(.):52357199-52446862	0.1951
NM_033515	chr6(.):129893239-130036370	0.1501
NM_000876	chr6(.):160385130-160532583	0.0694
NM_001195286	chr6(.):386738-416443	0.187
NM_001168344	chr6(.):7102829-7257213	0.1255
NM_001003699	chr6(.):7103085-7257213	0.1256
NR_037616	chr6(.):7876482-8069647	0.1706
NM_002114	chr6(.):12007723-12170232	0.132
NM_001173977	chr6(.):25274655-25625758	0.137
NM_172166	chr6(.):31702724-31735455	0.1503
NM_145316	chr6(.):37174953-37230413	0.1279
NM_001162900	chr6(.):37180417-37230931	0.1201
NM_183078	chr6(.):37316747-37367514	0.1169
NM_004348	chr6(.):45384913-45523819	0.136
NM_001024630	chr6(.):45291053-45523819	0.1232
NM_001172420	chr6(.):52280804-52365583	0.1399
NM_018100	chr6(.):52279993-52365583	0.142
NM_001123226	chr6(.):74166453-74216179	0.1289
NM_016021	chr6(.):90031343-90067619	0.1685
NM_001455	chr6(.):108877068-109010971	0.1668
NM_201559	chr6(.):108876025-109010971	0.1672
NM_032131	chr6(.):109164618-109300352	0.1572
NM_006734	chr6(.):143067603-143271338	0.0748
NM_024630	chr6(.):157797556-158099977	0.0639
NM_020185	chr6(.):287100-356355	0.2972
NR_027712	chr6(.):7981334-7995577	0.1483
NM_001145549	chr6(.):7876482-7915310	0.2801
NM_030810	chr6(.):7876482-7916047	0.279
NM_032744	chr6(.):11708887-11784280	0.1485
NM_005319	chr6(.):26050967-26061699	0.1718
NM_003537	chr6(.):26026816-26037288	0.1888
NM_003544	chr6(.):26022123-26032480	0.2009
NM_021062	chr6(.):26038454-26048885	0.1689
NM_003531	chr6(.):26040638-26051097	0.1671
NM_005325	chr6(.):26012259-26023040	0.133
NM_003538	chr6(.):26016906-26027278	0.1995
NM_003513	chr6(.):26028319-26038796	0.1644
NM_003529	chr6(.):26015717-26026186	0.1662
NM_021065	chr6(.):26194011-26204471	0.2143
NM_003530	chr6(.):26192011-26204464	0.1962
NM_138720	chr6(.):26153348-26176576	0.1839
NM_003523	chr6(.):26179023-26189458	0.1801
NM_003539	chr6(.):26183937-26194304	0.1875
NM_003545	chr6(.):26199872-26210249	0.1673
NM_005321	chr6(.):26151558-26162343	0.2089
NM_003522	chr6(.):26194786-26205216	0.2283
NM_003518	chr6(.):26211427-26221872	0.1589
NM_021052	chr6(.):26212147-26222711	0.1586
NM_003543	chr6(.):26280353-26290727	0.1437
NM_003532	chr6(.):26220382-26230844	0.1282
NM_003524	chr6(.):26246878-26257303	0.1845
NM_003534	chr6(.):26266145-26276612	0.2227
NM_003547	chr6(.):26241838-26252205	0.1614
NM_003540	chr6(.):26235653-26246021	0.131
NM_021018	chr6(.):26245369-26255835	0.1864
NM_005320	chr6(.):26229439-26240216	0.1488
NM_003525	chr6(.):26268203-26278640	0.2188
NM_001145008	chr6(.):26397464-26420444	0.1415
NM_001197240	chr6(.):26378328-26400100	0.148
NM_001197247	chr6(.):26360397-26383540	0.1696
NM_001197238	chr6(.):26378323-26400100	0.148
NM_007047	chr6(.):26360397-26383548	0.1699
NM_001197237	chr6(.):26378438-26400100	0.1479
NM_001197248	chr6(.):26360469-26383540	0.1696
NM_001197246	chr6(.):26363405-26383540	0.157
NM_021064	chr6(.):27095816-27106314	0.1869
NM_080593	chr6(.):27101071-27119637	0.1769
NM_080596	chr6(.):27109907-27120346	0.1852
NR_036096	chr6(.):27110404-27120467	0.1899
NM_021058	chr6(.):27095094-27105575	0.1869
NM_003495	chr6(.):27102087-27112457	0.1449
NM_021066	chr6(.):27777079-27787518	0.2026
NM_003536	chr6(.):27772841-27783314	0.2394
NM_003509	chr6(.):27770976-27781445	0.1812
NM_003519	chr6(.):27770256-27780709	0.1743
NM_003521	chr6(.):27777821-27788267	0.2007
NM_003520	chr6(.):27801439-27811888	0.2144
NM_003511	chr6(.):27828106-27838576	0.1445
NM_003533	chr6(.):27834622-27845099	0.1133
NM_003510	chr6(.):27800657-27811117	0.2168
NM_003541	chr6(.):27793951-27804305	0.1243
NM_005322	chr6(.):27829569-27840359	0.1537
NM_021968	chr6(.):27786902-27797258	0.144
NM_003546	chr6(.):27835925-27846289	0.1117
NM_007109	chr6(.):31121302-31136992	0.1613
NM_001173531	chr6(.):31127113-31139615	0.1436
NR_026791	chr6(.):31160536-31176745	0.1638
NM_019052	chr6(.):31105215-31131015	0.1208
NM_001105563	chr6(.):31105215-31130566	0.1202
NR_026816	chr6(.):31136511-31150676	0.0985
NM_002701	chr6(.):31127113-31143451	0.1346
NM_004847	chr6(.):31577993-31589798	0.14
NM_001623	chr6(.):31578032-31589798	0.1404
NM_032955	chr6(.):31578788-31589798	0.1473
NM_080702	chr6(.):31601804-31625477	0.139
NM_001098534	chr6(.):31601804-31625170	0.1397
NM_021246	chr6(.):31678132-31690581	0.1157
NM_138275	chr6(.):31686160-31697851	0.1576
NR_033488	chr6(.):31649725-31675850	0.1181
NM_001320	chr6(.):31628656-31642843	0.1471
NM_013974	chr6(.):31689816-31703039	0.1774
NM_025262	chr6(.):31639460-31653150	0.126
NM_001288	chr6(.):31693357-31709341	0.2282
NM_019101	chr6(.):31618670-31630987	0.1804
NM_021184	chr6(.):31621074-31633549	0.1629
NM_001003693	chr6(.):31669683-31683372	0.1323
NM_021221	chr6(.):31633727-31645227	0.124
NM_021160	chr6(.):31649725-31676137	0.1175
NR_002971	chr6(.):31585855-31595987	0.151
NR_024541	chr6(.):31674752-31686842	0.1126
NM_080686	chr6(.):31583449-31610554	0.1164
NM_025261	chr6(.):31681424-31694510	0.114
NM_033177	chr6(.):31624005-31638179	0.165
NM_001199240	chr6(.):31624005-31638407	0.164
NM_001199238	chr6(.):31624005-31638639	0.1624
NM_001199237	chr6(.):31624005-31639060	0.1616
NM_001039651	chr6(.):31725772-31737624	0.1257
NM_025258	chr6(.):31728370-31750108	0.1526
NR_002742	chr6(.):31799852-31809916	0.1622
NM_000434	chr6(.):31821828-31835709	0.1269
NM_021177	chr6(.):31760173-31779743	0.1401
NR_002745	chr6(.):31798039-31808103	0.1709
NM_001178045	chr6(.):31825969-31850448	0.1311
NM_001040438	chr6(.):31797692-31812541	0.1525
NM_005345	chr6(.):31778290-31790719	0.1844
NM_005527	chr6(.):31772395-31787835	0.1687
NM_001178044	chr6(.):31825969-31851823	0.1295
NM_006295	chr6(.):31740296-31768712	0.1413
NM_005346	chr6(.):31790511-31803031	0.1866
NM_006120	chr6(.):32911390-32925899	0.179
NM_002119	chr6(.):32966959-32982389	0.1211
NM_002118	chr6(.):32897405-32913847	0.1546
NM_005104	chr6(.):32931436-32954282	0.1887
NM_001113182	chr6(.):32933664-32954282	0.1942
NM_001199455	chr6(.):32934371-32954282	0.1959
NM_001199456	chr6(.):32935860-32954282	0.1918
NM_001188	chr6(.):33535322-33553070	0.1495
NM_002224	chr6(.):33584155-33669348	0.1111
NM_002648	chr6(.):37132921-37148204	0.1489
NM_017772	chr6(.):37220547-37305746	0.1367
NM_000322	chr6(.):42659332-42695358	0.122
NM_003192	chr6(.):42707233-42718884	0.1444
NR_037141	chr6(.):42690313-42700932	0.118
NM_015349	chr6(.):42783793-42841296	0.1075
NM_002388	chr6(.):52123811-52154582	0.1681
NM_052872	chr6(.):52096483-52114298	0.1468
NM_133367	chr6(.):52221925-52277575	0.1513
NM_001402	chr6(.):74220472-74235755	0.238
NM_002043	chr6(.):89962238-90029967	0.1368
NM_021244	chr6(.):90069334-90126995	0.1465
NM_182907	chr6(.):106541814-106562811	0.2281
NM_001198	chr6(.):106529194-106562814	0.2269
NR_033376	chr6(.):109067856-109096145	0.1796
NM_001145207	chr6(.):135351994-135381036	0.1371
NM_006620	chr6(.):135276516-135381036	0.1418
NR_037435	chr6(.):135295475-135305570	0.1025
NR_037463	chr6(.):157945163-157955232	0.0604
NM_001259	chr7(.):92229234-92468231	0.1388
NM_001145306	chr7(.):92229234-92470941	0.1388
NM_004289	chr7(.):26186846-26231756	0.1516
NM_001029835	chr7(.):45062232-45121069	0.1279
NM_001167935	chr7(.):45034786-45121069	0.1352
NR_030770	chr7(.):45034344-45121069	0.1351
NM_030796	chr7(.):55533305-55645200	0.1677
NM_012301	chr7(.):77641373-79087890	0.0983
NR_033766	chr7(.):113721364-114338827	0.1491
NM_001145354	chr7(.):130789854-131186398	0.1696
NM_004717	chr7(.):137069384-137536609	0.1512
NM_001164458	chr7(.):149939300-150025758	0.1581
NM_182762	chr7(.):20169278-20262013	0.1464
NM_002214	chr7(.):20365724-20460382	0.1322
NM_002541	chr7(.):44641120-44753669	0.1364
NM_001003941	chr7(.):44641120-44721195	0.1492
NM_022748	chr7(.):47309751-47584199	0.1238
NM_006060	chr7(.):50339377-50477798	0.0847
NM_017984	chr7(.):99993494-100031302	0.1477
NM_017621	chr7(.):102091666-102110321	0.1242
NM_182931	chr7(.):104649636-104759532	0.1299
NM_022444	chr7(.):122748587-122845025	0.1732
NM_001098627	chr7(.):128575771-128595088	0.2293
NM_001098630	chr7(.):128572993-128595088	0.2383
NM_032643	chr7(.):128573270-128595088	0.2328
NM_003344	chr7(.):129467994-129597789	0.1891
NR_015431	chr7(.):130623918-130798562	0.189
NR_024153	chr7(.):130623918-130796789	0.1889
NM_014149	chr7(.):134863589-134901316	0.1647
NM_178563	chr7(.):134666258-134825530	0.1625
NM_194071	chr7(.):137554724-137691846	0.1932
NM_016019	chr7(.):139039633-139113200	0.1682
NM_173680	chr7(.):150071405-150100719	0.2247
NR_029597	chr7(.):25984538-25994606	0.218
NM_031243	chr7(.):26224555-26245413	0.1835
NM_016587	chr7(.):26236323-26257976	0.1353
NM_007276	chr7(.):26236098-26257976	0.1352
NM_022373	chr7(.):35667269-35739772	0.1183
NM_019082	chr7(.):44600402-44619137	0.1543
NM_182547	chr7(.):44613761-44626827	0.1607
NR_003697	chr7(.):45017626-45031259	0.1508
NR_002952	chr7(.):45019976-45030109	0.1712
NM_033054	chr7(.):44997259-45023704	0.1133
NM_001123065	chr7(.):47689841-47706246	0.1082
NM_001163636	chr7(.):74067029-74180022	0.1077
NR_028039	chr7(.):99793277-99874855	0.1299
NR_028038	chr7(.):99801558-99874855	0.1295
NM_024070	chr7(.):99811870-99824111	0.1968
NM_012447	chr7(.):99770537-99817010	0.1453
NM_152742	chr7(.):99762228-99779990	0.1317
NM_024637	chr7(.):99751864-99771373	0.1194
NM_013439	chr7(.):99966067-100002722	0.1302
NM_173564	chr7(.):100076549-100097422	0.1064
NM_030935	chr7(.):100059141-100081902	0.1097
NM_145030	chr7(.):100027911-100039094	0.1368
NM_019606	chr7(.):100022253-100036749	0.1632
NM_001194992	chr7(.):100021412-100036749	0.1624
NM_001004323	chr7(.):100049237-100066894	0.104
NM_020979	chr7(.):101923404-101967178	0.1431
NR_036245	chr7(.):101931368-101941453	0.1424
NM_032831	chr7(.):102068995-102102268	0.1661
NM_024653	chr7(.):102031803-102072129	0.1644
NM_001146210	chr7(.):101981191-102001889	0.1621
NM_006234	chr7(.):102108547-102124381	0.172
NM_152892	chr7(.):102100389-102118612	0.1402
NR_027374	chr7(.):104530074-104572092	0.1515
NR_024586	chr7(.):104645988-104659588	0.2071
NM_001166346	chr7(.):114557208-114568720	0.2275
NM_199072	chr7(.):114557208-114664970	0.2018
NM_018396	chr7(.):128111782-128147978	0.2211
NM_013332	chr7(.):128090883-128103472	0.2364
NM_199349	chr7(.):128525000-128555773	0.1652
NM_018295	chr7(.):134827765-134855967	0.2271
NR_024185	chr7(.):134845531-134860532	0.2173
NM_005989	chr7(.):137756177-137808050	0.1539
NM_197964	chr7(.):139020896-139035541	0.2306
NM_002769	chr7(.):142452318-142465927	0.2246
NM_004445	chr7(.):142547791-142573847	0.1527
NM_002770	chr7(.):142474907-142486378	0.2124
NR_001296	chr7(.):142473756-142487399	0.2054
NM_013400	chr7(.):150060878-150076133	0.2922
NM_014374	chr7(.):150063257-150076133	0.2918
NM_001142928	chr7(.):150015295-150040245	0.2019
NM_002889	chr7(.):150030406-150043763	0.1483
NM_138434	chr7(.):150021937-150034811	0.1536
NR_027237	chr7(.):150097839-150114558	0.2424
NM_175571	chr7(.):150142961-150181483	0.1627
NR_034033	chr7(.):150125741-150150228	0.2484
NM_080838	chr8(.):134198311-134245053	0.1492
NM_004103	chr8(.):27163998-27321903	0.1567
NM_173176	chr8(.):27178053-27321903	0.1542
NM_173175	chr8(.):27178080-27321903	0.1542
NM_001002814	chr8(.):37711464-37762015	0.1493
NM_173683	chr8(.):10748656-11063875	0.1209
NM_018371	chr8(.):19256671-19545094	0.1214
NR_024040	chr8(.):19256671-19545261	0.1214
NM_001386	chr8(.):26430420-26520693	0.1167
NM_001197293	chr8(.):26366708-26520693	0.1128
NM_006228	chr8(.):28169648-28205868	0.1297
NM_001010906	chr8(.):27874480-27946388	0.142
NM_024787	chr8(.):33400272-33429643	0.1713
NM_023034	chr8(.):38127560-38244790	0.1222
NM_005079	chr8(.):80942104-81088836	0.1546
NM_024094	chr8(.):120841180-120873170	0.1217
NM_022783	chr8(.):120880899-121068157	0.1539
NM_173685	chr8(.):126099082-126384367	0.1415
NM_003033	chr8(.):134462090-134589183	0.1369
NM_003970	chr8(.):1988157-2098380	0.1418
NM_022071	chr8(.):19166080-19258729	0.1282
NM_001174159	chr8(.):19166486-19258729	0.1284
NM_171982	chr8(.):27137403-27173834	0.1284
NM_018091	chr8(.):27945583-28053669	0.1165
NM_018660	chr8(.):28198101-28248977	0.1366
NM_057158	chr8(.):29188616-29211322	0.147
NM_001394	chr8(.):29188619-29213185	0.1481
NR_026765	chr8(.):29573775-29610625	0.1392
NM_025115	chr8(.):33351235-33375656	0.121
NM_001102401	chr8(.):33351235-33375703	0.1214
NM_024025	chr8(.):33443853-33462439	0.1038
NM_018310	chr8(.):37696397-37712431	0.1158
NM_152413	chr8(.):37786799-37802647	0.0922
NM_144652	chr8(.):38239019-38271061	0.1319
NM_017778	chr8(.):38168934-38244790	0.1279
NM_025195	chr8(.):126437562-126455644	0.1681
NM_014957	chr8(.):142133719-142210900	0.1209
NM_201378	chr8(.):144984320-145052697	0.1079
NM_032789	chr8(.):145046319-145065635	0.138
NM_000445	chr8(.):144984320-145055913	0.111
NM_201381	chr8(.):144984320-145023905	0.1107
NM_201382	chr8(.):144984320-145023110	0.1121
NM_201383	chr8(.):144984320-145021692	0.1126
NM_201379	chr8(.):144984320-145033088	0.1058
NM_001009184	chr8(.):145059225-145072583	0.1193
NM_201384	chr8(.):144984320-145018758	0.1138
NR_030383	chr8(.):145014358-145024447	0.1354
NM_201380	chr8(.):144984320-145030044	0.1092
NM_001135920	chr9(.):5624326-5774454	0.1253
NM_020829	chr9(.):5651582-5781556	0.1202
NM_022490	chr9(.):37480944-37508693	0.1175
NM_001206	chr9(.):72994512-73034573	0.1158
NM_053016	chr9(.):112537576-112718756	0.1242
NM_001037293	chr9(.):112398067-112718756	0.1137
NM_007203	chr9(.):112537576-112939791	0.1363
NM_001004065	chr9(.):112805877-112939791	0.1566
NM_015404	chr9(.):117159359-117272736	0.1508
NM_001083885	chr9(.):117159359-117270495	0.1512
NM_018249	chr9(.):123146146-123347437	0.1131
NM_005047	chr9(.):123573331-123610206	0.1245
NM_001006618	chr9(.):128278748-128474513	0.1205
NM_001006617	chr9(.):128194672-128474513	0.1149
NM_014636	chr9(.):129672052-129990445	0.1279
NM_001190729	chr9(.):129672052-129984724	0.1278
NM_001190728	chr9(.):129719503-129984724	0.1281
NM_001190730	chr9(.):129672052-129945810	0.1283
NM_175039	chr9(.):130665164-130684305	0.1537
NM_015033	chr9(.):132644465-132810473	0.1172
NM_198679	chr9(.):134447156-134590229	0.1218
NM_005312	chr9(.):134447156-134617925	0.1265
NM_005893	chr9(.):36164388-36176331	0.1336
NM_022343	chr9(.):36131741-36168903	0.1481
NM_007096	chr9(.):36185852-36217059	0.1335
NM_012166	chr9(.):37505888-37581250	0.1362
NR_033912	chr9(.):93820575-93842414	0.1036
NM_005384	chr9(.):94166326-94191144	0.1739
NM_033087	chr9(.):101973706-101989246	0.1725
NM_006808	chr9(.):101979569-101997901	0.1659
NM_001012993	chr9(.):112956845-112975413	0.1022
NM_001136562	chr9(.):112882780-112939791	0.1694
NM_000608	chr9(.):117087068-117100536	0.1112
NM_030767	chr9(.):117091432-117161685	0.1472
NM_000607	chr9(.):117080302-117093759	0.1079
NM_005658	chr9(.):123659670-123694173	0.1445
NM_015651	chr9(.):123612930-123644606	0.1567
NM_001190945	chr9(.):123659670-123696451	0.1452
NM_001190947	chr9(.):123659670-123681850	0.1435
NM_001009936	chr9(.):123626852-123644606	0.1812
NR_024408	chr9(.):123600319-123621651	0.1499
NM_173689	chr9(.):126113447-126146032	0.1089
NM_001145001	chr9(.):127015195-127119719	0.1107
NM_001166168	chr9(.):127015529-127119719	0.1105
NM_001166167	chr9(.):127014884-127119719	0.1106
NM_001045476	chr9(.):127610754-127625160	0.1492
NM_030978	chr9(.):127626483-127644696	0.1562
NM_007209	chr9(.):127615157-127629240	0.1568
NM_005489	chr9(.):130495595-130538621	0.1243
NM_001142532	chr9(.):130495595-130529697	0.1174
NM_001142533	chr9(.):130495595-130522583	0.1161
NM_001142531	chr9(.):130495595-130529719	0.1174
NM_001142534	chr9(.):130495595-130522561	0.1162
NM_170600	chr9(.):130495595-130546048	0.1361
NM_001085347	chr9(.):130488802-130502604	0.1433
NM_001018078	chr9(.):130560507-130581556	0.14
NM_001261	chr9(.):130543304-130558052	0.1361
NM_004957	chr9(.):130560153-130581556	0.1412
NM_013443	chr9(.):130642600-130666871	0.1121
NM_000476	chr9(.):130623758-130645022	0.0956
NR_036055	chr9(.):130543196-130553286	0.1438
NM_003863	chr9(.):130692373-130705763	0.1602
NM_203305	chr9(.):130697860-130717993	0.1415
NM_001135219	chr9(.):130678807-130698076	0.1844
NM_173492	chr9(.):130678807-130694770	0.1959
NR_024425	chr9(.):130885807-130897913	0.1649
NR_027812	chr9(.):130877971-130895712	0.1528
NM_001006641	chr9(.):130825478-130876524	0.1512
NM_197956	chr9(.):130818511-130834599	0.1629
NM_001006643	chr9(.):130855835-130876524	0.1272
NM_001006642	chr9(.):130849127-130876524	0.1247
NM_052901	chr9(.):130855816-130876524	0.1272
NM_025072	chr9(.):130877971-130895474	0.1507
NR_033374	chr9(.):130868449-130886013	0.1228
NM_016520	chr9(.):132584563-132602572	0.1232
NM_006676	chr9(.):132592695-132649107	0.1071
NM_001008563	chr9(.):132592756-132649107	0.1071
NM_032728	chr9(.):134160080-134189649	0.0888
NM_033387	chr9(.):134128464-134156906	0.1589
NM_178536	chr9(.):139841767-139854949	0.1058
NM_153200	chr9(.):139752232-139765738	0.1209
NM_000606	chr9(.):139834697-139846426	0.1152
NM_021138	chr9(.):139775964-139826067	0.1334
NM_018998	chr9(.):139829886-139844173	0.1215
NM_206920	chr9(.):139741818-139760251	0.1126
NM_014172	chr9(.):139738255-139750490	0.1071
NM_015691	chrX(.):9978794-10117518	0.0707
NM_001001671	chrX(.):19373175-19538379	0.0511
NM_144495	chrX(.):48750194-48765420	0.0865
NM_001167990	chrX(.):48750212-48765420	0.0866
NM_001032384	chrX(.):48750538-48765420	0.0871
NM_001167992	chrX(.):48750774-48765420	0.0882
NM_005334	chrX(.):153208007-153241819	0.0736
NM_001830	chrX(.):10119984-10210699	0.0569
NM_001167947	chrX(.):48745729-48760426	0.0833
NM_001042498	chrX(.):48755888-48774235	0.1064
NM_001136158	chrX(.):48774302-48819893	0.1076
NM_001136159	chrX(.):48774302-48820648	0.1059
NM_006875	chrX(.):48765458-48781413	0.138
NM_004979	chrX(.):48813638-48833251	0.0734
NM_005660	chrX(.):48755458-48773917	0.1083
NM_001032289	chrX(.):48755889-48773933	0.1059
NM_002764	chrX(.):106866653-106899256	0.0654
NM_004089	chrX(.):106951451-106965291	0.1222
NM_198057	chrX(.):106951451-107024017	0.0755
NM_001015881	chrX(.):106951451-106964711	0.1213
NM_003399	chrX(.):128867945-128908525	0.067
NM_018990	chrX(.):128908891-128934176	0.0902
NM_003491	chrX(.):153190376-153205468	0.1071
NM_001666	chrX(.):153167829-153196714	0.0755
NM_002910	chrX(.):153195721-153215232	0.0683
NM_001025243	chrX(.):153270956-153290342	0.0736
NM_003492	chrX(.):153232990-153253646	0.1143
NR_031757	chrX(.):153280370-153290440	0.0743
NR_036175	chrX(.):153241548-153251627	0.1304
NR_036174	chrX(.):153241547-153251628	0.1304
NM_015892	chr10(.):125762181-125856930	0.1487
NM_014863	chr10(.):125774168-125856930	0.1529
NM_018363	chr10(.):90028620-90348082	0.1215
NM_001031709	chr10(.):90038858-90348082	0.1202
NM_001083591	chr10(.):11201992-11383672	0.1692
NM_001025077	chr10(.):11042258-11383672	0.141
NM_006561	chr10(.):11054892-11383672	0.1428
NM_024948	chr10(.):15815174-15907519	0.1361
NR_033842	chr10(.):45301471-45460137	0.1112
NM_032023	chr10(.):45450218-45495172	0.15
NM_000698	chr10(.):45864628-45946563	0.1236
NM_032199	chr10(.):63656012-63861707	0.1324
NM_033497	chr10(.):71024755-71166637	0.0909
NM_001198798	chr10(.):73851273-73980751	0.1152
NM_001198799	chr10(.):73851273-73981183	0.1151
NM_020338	chr10(.):80823791-81081285	0.1118
NM_145868	chr10(.):81909879-81970328	0.1393
NM_007373	chr10(.):112674300-112778425	0.1109
NM_014661	chr10(.):126302862-126437930	0.1172
NR_027653	chr10(.):3813187-3832473	0.1564
NM_001098207	chr10(.):43876064-43897794	0.1263
NM_004966	chr10(.):43876064-43909656	0.141
NM_173160	chr10(.):43862091-43876783	0.0815
NM_001098204	chr10(.):43876064-43909696	0.1408
NM_001098208	chr10(.):43876064-43897279	0.1279
NM_001098205	chr10(.):43876064-43909332	0.1421
NM_001098206	chr10(.):43876064-43908299	0.1438
NR_026693	chr10(.):43927573-43983007	0.1031
NM_001123376	chr10(.):45401763-45435642	0.1148
NM_007021	chr10(.):45466708-45479330	0.1432
NM_001039380	chr10(.):45488145-45501470	0.151
NM_006963	chr10(.):45491272-45505777	0.142
NM_003171	chr10(.):70934992-70973849	0.1389
NM_025130	chr10(.):70975058-71032315	0.1195
NM_173473	chr10(.):73970805-74000618	0.125
NM_019058	chr10(.):74028676-74040797	0.1668
NM_017626	chr10(.):74087587-74119907	0.1441
NM_057157	chr10(.):94828231-94842641	0.1593
NM_183374	chr10(.):94816020-94833454	0.1164
NM_000783	chr10(.):94828646-94842641	0.1616
NM_024326	chr10(.):104174570-104187893	0.1573
NM_002779	chr10(.):104157375-104183901	0.1566
NM_024040	chr10(.):104178001-104197423	0.1518
NM_002502	chr10(.):104150431-104167281	0.1649
NM_001077494	chr10(.):104149338-104167281	0.1629
NM_001077493	chr10(.):104149228-104167281	0.1627
NR_030169	chr10(.):104191268-104201341	0.1397
NM_030912	chr10(.):104399251-104423076	0.1434
NM_001083913	chr10(.):104498726-104581021	0.15
NM_017787	chr10(.):104530887-104581021	0.1537
NR_024552	chr10(.):105201542-105217162	0.1234
NM_001129742	chr10(.):105227560-105243997	0.1647
NM_001001412	chr10(.):105208143-105223648	0.1399
NM_004210	chr10(.):105248734-105357309	0.1439
NM_005962	chr10(.):111980761-112052123	0.1261
NM_001008541	chr10(.):111964988-112052123	0.1414
NM_005871	chr10(.):112047797-112069707	0.1293
NM_130439	chr10(.):111962362-112052123	0.1401
NM_004419	chr10(.):112252624-112276302	0.2159
NM_145341	chr10(.):112626595-112664764	0.1482
NM_001195307	chr10(.):112653487-112684124	0.1438
NM_001195306	chr10(.):112653487-112683694	0.1432
NR_026932	chr10(.):112623647-112635662	0.1986
NM_212554	chr10(.):126442405-126485439	0.101
NM_001111018	chr11(.):19367270-20148147	0.1134
NM_006819	chr11(.):63948586-63977020	0.1443
NM_001098517	chr11(.):115039344-115380241	0.1243
NM_032873	chr11(.):122521397-122690187	0.1161
NM_181798	chr11(.):2477683-2875340	0.1022
NM_000218	chr11(.):2461220-2875340	0.1025
NM_030962	chr11(.):9795213-10320754	0.1047
NM_175058	chr11(.):16804206-17040963	0.1301
NM_001143830	chr11(.):22683159-22839547	0.1252
NM_177553	chr11(.):22684653-22839547	0.125
NM_005256	chr11(.):22691318-22839547	0.1217
NM_004811	chr11(.):58289343-58348390	0.1447
NM_001143995	chr11(.):58289343-58350639	0.1436
NM_206893	chr11(.):60547820-60573778	0.0928
NM_024092	chr11(.):60676370-60695915	0.1773
