GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_181356	chr6(.):44791469-45350670	0.1049
NM_003599	chr6(.):44792449-45350575	0.1049
NM_012288	chr6(.):52357199-52446862	0.1951
NM_001195286	chr6(.):386738-416443	0.187
NM_001168344	chr6(.):7102829-7257213	0.1255
NM_001003699	chr6(.):7103085-7257213	0.1256
NM_001718	chr6(.):7722010-7886961	0.1374
NR_037616	chr6(.):7876482-8069647	0.1706
NM_002114	chr6(.):12007723-12170232	0.132
NM_000332	chr6(.):16294342-16766721	0.1126
NM_001173977	chr6(.):25274655-25625758	0.137
NM_014641	chr6(.):30662583-30690458	0.1469
NM_172166	chr6(.):31702724-31735455	0.1503
NM_003017	chr6(.):36557089-36577244	0.1975
NR_036610	chr6(.):36557089-36577243	0.1975
NM_004348	chr6(.):45384913-45523819	0.136
NM_001024630	chr6(.):45291053-45523819	0.1232
NM_001123226	chr6(.):74166453-74216179	0.1289
NM_016021	chr6(.):90031343-90067619	0.1685
NM_001170794	chr6(.):90631246-91011627	0.124
NM_021813	chr6(.):90631246-91011562	0.124
NM_001455	chr6(.):108877068-109010971	0.1668
NM_201559	chr6(.):108876025-109010971	0.1672
NM_020185	chr6(.):287100-356355	0.2972
NR_027712	chr6(.):7981334-7995577	0.1483
NM_001145549	chr6(.):7876482-7915310	0.2801
NM_030810	chr6(.):7876482-7916047	0.279
NM_032744	chr6(.):11708887-11784280	0.1485
NM_005319	chr6(.):26050967-26061699	0.1718
NM_003537	chr6(.):26026816-26037288	0.1888
NM_003544	chr6(.):26022123-26032480	0.2009
NM_021062	chr6(.):26038454-26048885	0.1689
NM_003531	chr6(.):26040638-26051097	0.1671
NM_005325	chr6(.):26012259-26023040	0.133
NM_003538	chr6(.):26016906-26027278	0.1995
NM_003513	chr6(.):26028319-26038796	0.1644
NM_003529	chr6(.):26015717-26026186	0.1662
NM_003526	chr6(.):26118694-26129132	0.1877
NM_139006	chr6(.):26082508-26100469	0.1288
NM_021065	chr6(.):26194011-26204471	0.2143
NM_003530	chr6(.):26192011-26204464	0.1962
NM_138720	chr6(.):26153348-26176576	0.1839
NM_003523	chr6(.):26179023-26189458	0.1801
NM_003539	chr6(.):26183937-26194304	0.1875
NM_003545	chr6(.):26199872-26210249	0.1673
NM_021063	chr6(.):26153348-26163871	0.2052
NM_005321	chr6(.):26151558-26162343	0.2089
NM_003512	chr6(.):26119372-26129918	0.1867
NM_003542	chr6(.):26099175-26109565	0.145
NM_005323	chr6(.):26102639-26113364	0.1394
NM_003522	chr6(.):26194786-26205216	0.2283
NM_003518	chr6(.):26211427-26221872	0.1589
NM_021052	chr6(.):26212147-26222711	0.1586
NM_003543	chr6(.):26280353-26290727	0.1437
NM_003532	chr6(.):26220382-26230844	0.1282
NM_003524	chr6(.):26246878-26257303	0.1845
NM_003534	chr6(.):26266145-26276612	0.2227
NM_003547	chr6(.):26241838-26252205	0.1614
NM_003540	chr6(.):26235653-26246021	0.131
NM_021018	chr6(.):26245369-26255835	0.1864
NM_005320	chr6(.):26229439-26240216	0.1488
NM_003525	chr6(.):26268203-26278640	0.2188
NM_001145008	chr6(.):26397464-26420444	0.1415
NM_001197240	chr6(.):26378328-26400100	0.148
NM_001197247	chr6(.):26360397-26383540	0.1696
NM_001197238	chr6(.):26378323-26400100	0.148
NM_007047	chr6(.):26360397-26383548	0.1699
NM_001197237	chr6(.):26378438-26400100	0.1479
NM_001197248	chr6(.):26360469-26383540	0.1696
NM_001197246	chr6(.):26363405-26383540	0.157
NR_026790	chr6(.):26516933-26532612	0.1439
NM_001732	chr6(.):26496494-26515652	0.1038
NM_006353	chr6(.):26533571-26552164	0.1418
NM_021064	chr6(.):27095816-27106314	0.1869
NM_080593	chr6(.):27101071-27119637	0.1769
NM_080596	chr6(.):27109907-27120346	0.1852
NR_036096	chr6(.):27110404-27120467	0.1899
NM_021058	chr6(.):27095094-27105575	0.1869
NM_003495	chr6(.):27102087-27112457	0.1449
NM_007149	chr6(.):27413520-27445897	0.115
NM_021066	chr6(.):27777079-27787518	0.2026
NM_003536	chr6(.):27772841-27783314	0.2394
NM_003509	chr6(.):27770976-27781445	0.1812
NM_003519	chr6(.):27770256-27780709	0.1743
NM_003521	chr6(.):27777821-27788267	0.2007
NM_003535	chr6(.):27853092-27863570	0.2066
NM_003527	chr6(.):27856202-27866669	0.2135
NM_003520	chr6(.):27801439-27811888	0.2144
NM_003511	chr6(.):27828106-27838576	0.1445
NM_003533	chr6(.):27834622-27845099	0.1133
NM_003510	chr6(.):27800657-27811117	0.2168
NM_003541	chr6(.):27793951-27804305	0.1243
NM_005322	chr6(.):27829569-27840359	0.1537
NM_033057	chr6(.):27873962-27885174	0.08
NM_021968	chr6(.):27786902-27797258	0.144
NM_003514	chr6(.):27855476-27865963	0.2132
NM_003546	chr6(.):27835925-27846289	0.1117
NM_003587	chr6(.):30615895-30645830	0.1264
NM_133471	chr6(.):30639165-30660672	0.1813
NM_001134870	chr6(.):30639165-30660093	0.184
NM_007243	chr6(.):30650825-30663769	0.1614
NM_005803	chr6(.):30690510-30715453	0.1624
NM_003897	chr6(.):30705975-30717327	0.1724
NM_178014	chr6(.):30683156-30698195	0.2001
NM_007109	chr6(.):31121302-31136992	0.1613
NM_001173531	chr6(.):31127113-31139615	0.1436
NR_026791	chr6(.):31160536-31176745	0.1638
NM_019052	chr6(.):31105215-31131015	0.1208
NM_001105563	chr6(.):31105215-31130566	0.1202
NR_026816	chr6(.):31136511-31150676	0.0985
NM_002701	chr6(.):31127113-31143451	0.1346
NM_021246	chr6(.):31678132-31690581	0.1157
NM_138275	chr6(.):31686160-31697851	0.1576
NR_033488	chr6(.):31649725-31675850	0.1181
NM_013974	chr6(.):31689816-31703039	0.1774
NM_025262	chr6(.):31639460-31653150	0.126
NM_001288	chr6(.):31693357-31709341	0.2282
NM_001003693	chr6(.):31669683-31683372	0.1323
NM_021160	chr6(.):31649725-31676137	0.1175
NR_024541	chr6(.):31674752-31686842	0.1126
NM_025261	chr6(.):31681424-31694510	0.114
NM_001039651	chr6(.):31725772-31737624	0.1257
NM_025258	chr6(.):31728370-31750108	0.1526
NR_002742	chr6(.):31799852-31809916	0.1622
NM_021177	chr6(.):31760173-31779743	0.1401
NR_002745	chr6(.):31798039-31808103	0.1709
NM_001040438	chr6(.):31797692-31812541	0.1525
NM_005345	chr6(.):31778290-31790719	0.1844
NM_005527	chr6(.):31772395-31787835	0.1687
NM_006295	chr6(.):31740296-31768712	0.1413
NM_005346	chr6(.):31790511-31803031	0.1866
NM_006120	chr6(.):32911390-32925899	0.179
NM_002119	chr6(.):32966959-32982389	0.1211
NM_002118	chr6(.):32897405-32913847	0.1546
NM_005104	chr6(.):32931436-32954282	0.1887
NM_001113182	chr6(.):32933664-32954282	0.1942
NM_001199455	chr6(.):32934371-32954282	0.1959
NM_001199456	chr6(.):32935860-32954282	0.1918
NM_007271	chr6(.):36456668-36520247	0.1231
NR_037152	chr6(.):36639236-36660116	0.1714
NM_078467	chr6(.):36639266-36660116	0.1715
NR_037150	chr6(.):36639313-36660116	0.1711
NM_000389	chr6(.):36641455-36660116	0.1791
NR_037151	chr6(.):36641486-36660116	0.1789
NR_037491	chr6(.):36585212-36595289	0.1537
NM_002648	chr6(.):37132921-37148204	0.1489
NM_000322	chr6(.):42659332-42695358	0.122
NM_003192	chr6(.):42707233-42718884	0.1444
NR_037141	chr6(.):42690313-42700932	0.118
NM_015349	chr6(.):42783793-42841296	0.1075
NM_001402	chr6(.):74220472-74235755	0.238
NM_002043	chr6(.):89962238-90029967	0.1368
NM_182907	chr6(.):106541814-106562811	0.2281
NM_001198	chr6(.):106529194-106562814	0.2269
NM_002356	chr6(.):114173526-114189652	0.1375
NR_027060	chr6(.):114220550-114247806	0.1057
NM_006290	chr6(.):138183580-138209449	0.1873
NM_006079	chr6(.):139688396-139700785	0.1819
NM_001168389	chr6(.):139688396-139700350	0.1872
NM_001168388	chr6(.):139688396-139700499	0.1854
NM_001259	chr7(.):92229234-92468231	0.1388
NM_001145306	chr7(.):92229234-92470941	0.1388
NM_004289	chr7(.):26186846-26231756	0.1516
NM_001029835	chr7(.):45062232-45121069	0.1279
NM_001167935	chr7(.):45034786-45121069	0.1352
NR_030770	chr7(.):45034344-45121069	0.1351
NM_030796	chr7(.):55533305-55645200	0.1677
NM_012301	chr7(.):77641373-79087890	0.0983
NM_003496	chr7(.):98471112-98615864	0.108
NR_033766	chr7(.):113721364-114338827	0.1491
NM_001145354	chr7(.):130789854-131186398	0.1696
NM_001164458	chr7(.):149939300-150025758	0.1581
NM_182762	chr7(.):20169278-20262013	0.1464
NM_002214	chr7(.):20365724-20460382	0.1322
NM_014766	chr7(.):29954718-30034425	0.1017
NM_001145514	chr7(.):29954718-30034905	0.1016
NM_001145513	chr7(.):29954718-30034734	0.1017
NM_001197027	chr7(.):30062976-30162961	0.1269
NM_002541	chr7(.):44641120-44753669	0.1364
NM_001003941	chr7(.):44641120-44721195	0.1492
NM_022748	chr7(.):47309751-47584199	0.1238
NM_017621	chr7(.):102091666-102110321	0.1242
NM_182931	chr7(.):104649636-104759532	0.1299
NM_012257	chr7(.):106804459-106847974	0.182
NM_001098627	chr7(.):128575771-128595088	0.2293
NM_001098630	chr7(.):128572993-128595088	0.2383
NM_032643	chr7(.):128573270-128595088	0.2328
NM_003344	chr7(.):129467994-129597789	0.1891
NR_015431	chr7(.):130623918-130798562	0.189
NR_024153	chr7(.):130623918-130796789	0.1889
NM_014149	chr7(.):134863589-134901316	0.1647
NM_178563	chr7(.):134666258-134825530	0.1625
NM_194071	chr7(.):137554724-137691846	0.1932
NM_030647	chr7(.):139779545-139881741	0.1483
NM_173680	chr7(.):150071405-150100719	0.2247
NM_053043	chr7(.):155432202-155579179	0.1546
NM_003751	chr7(.):2389473-2425377	0.1112
NM_018641	chr7(.):2438258-2479216	0.1229
NM_207342	chr7(.):22454062-22544901	0.1408
NM_001164460	chr7(.):22473037-22544901	0.1459
NR_029597	chr7(.):25984538-25994606	0.218
NM_031243	chr7(.):26224555-26245413	0.1835
NM_016587	chr7(.):26236323-26257976	0.1353
NM_007276	chr7(.):26236098-26257976	0.1352
NM_017946	chr7(.):30047883-30071268	0.1355
NM_001197026	chr7(.):30062976-30129278	0.1359
NM_032639	chr7(.):30062976-30135359	0.1349
NM_022373	chr7(.):35667269-35739772	0.1183
NM_182547	chr7(.):44613761-44626827	0.1607
NR_003697	chr7(.):45017626-45031259	0.1508
NR_002952	chr7(.):45019976-45030109	0.1712
NM_033054	chr7(.):44997259-45023704	0.1133
NM_024315	chr7(.):86820477-86854031	0.1517
NM_001134450	chr7(.):98439110-98472673	0.076
NR_037403	chr7(.):98474272-98484352	0.1745
NM_001013258	chr7(.):99065514-99084948	0.138
NM_001190354	chr7(.):99052211-99068808	0.1216
NM_001198879	chr7(.):99009361-99068824	0.1088
NM_032164	chr7(.):99085853-99102877	0.1246
NM_145102	chr7(.):99097272-99136445	0.1195
NM_014569	chr7(.):99097572-99136445	0.1188
NM_145111	chr7(.):99138922-99154757	0.1168
NM_032831	chr7(.):102068995-102102268	0.1661
NM_024653	chr7(.):102031803-102072129	0.1644
NM_006234	chr7(.):102108547-102124381	0.172
NM_001031618	chr7(.):102186678-102207757	0.2271
NM_152892	chr7(.):102100389-102118612	0.1402
NM_001031618	chr7(.):102285771-102306847	0.2172
NR_027374	chr7(.):104530074-104572092	0.1515
NR_024586	chr7(.):104645988-104659588	0.2071
NM_002649	chr7(.):106500923-106552592	0.2344
NM_001166346	chr7(.):114557208-114568720	0.2275
NM_199072	chr7(.):114557208-114664970	0.2018
NM_001172897	chr7(.):116161411-116206239	0.1903
NM_001172896	chr7(.):116161346-116206239	0.1908
NM_001233	chr7(.):116134443-116153595	0.2458
NM_001172895	chr7(.):116160062-116206239	0.1905
NM_001753	chr7(.):116159838-116206239	0.1897
NM_199349	chr7(.):128525000-128555773	0.1652
NM_018295	chr7(.):134827765-134855967	0.2271
NR_024185	chr7(.):134845531-134860532	0.2173
NR_024451	chr7(.):139872060-139884440	0.1827
NM_003592	chr7(.):148390932-148503202	0.1874
NM_013400	chr7(.):150060878-150076133	0.2922
NM_014374	chr7(.):150063257-150076133	0.2918
NM_001142928	chr7(.):150015295-150040245	0.2019
NM_002889	chr7(.):150030406-150043763	0.1483
NM_138434	chr7(.):150021937-150034811	0.1536
NR_027237	chr7(.):150097839-150114558	0.2424
NM_175571	chr7(.):150142961-150181483	0.1627
NR_034033	chr7(.):150125741-150150228	0.2484
NM_198337	chr7(.):155084485-155106945	0.1703
NM_001386	chr8(.):26430420-26520693	0.1167
NM_001197293	chr8(.):26366708-26520693	0.1128
NM_001010906	chr8(.):27874480-27946388	0.142
NM_024787	chr8(.):33400272-33429643	0.1713
NM_023034	chr8(.):38127560-38244790	0.1222
NM_005079	chr8(.):80942104-81088836	0.1546
NM_173685	chr8(.):126099082-126384367	0.1415
NM_003033	chr8(.):134462090-134589183	0.1369
NM_003970	chr8(.):1988157-2098380	0.1418
NM_018091	chr8(.):27945583-28053669	0.1165
NM_001102401	chr8(.):33351235-33375703	0.1214
NM_024025	chr8(.):33443853-33462439	0.1038
NM_144652	chr8(.):38239019-38271061	0.1319
NM_017778	chr8(.):38168934-38244790	0.1279
NM_032237	chr8(.):42943656-42983323	0.1117
NM_002027	chr8(.):42906441-42945932	0.1033
NM_152419	chr8(.):42990591-43062970	0.0929
NM_001025252	chr8(.):80942104-80998010	0.1395
NR_024479	chr8(.):124208411-124219983	0.0785
NM_032899	chr8(.):124189751-124226207	0.0941
NM_025195	chr8(.):126437562-126455644	0.1681
NM_001085457	chr9(.):69199537-69267593	0.1068
NM_001145356	chr9(.):116037-184075	0.1054
NM_203447	chr9(.):209864-470259	0.1138
NM_001135920	chr9(.):5624326-5774454	0.1253
NM_020829	chr9(.):5651582-5781556	0.1202
NM_001146696	chr9(.):6715862-7082264	0.1023
NM_000170	chr9(.):6527463-6650692	0.1236
NM_201453	chr9(.):70851838-70919932	0.1085
NM_001206	chr9(.):72994512-73034573	0.1158
NM_007203	chr9(.):112537576-112939791	0.1363
NM_001004065	chr9(.):112805877-112939791	0.1566
NM_017790	chr9(.):116221008-116309371	0.118
NM_144488	chr9(.):116202010-116365018	0.1199
NM_015404	chr9(.):117159359-117272736	0.1508
NM_001083885	chr9(.):117159359-117270495	0.1512
NM_001134778	chr9(.):128505477-128734655	0.1029
NM_001006618	chr9(.):128278748-128474513	0.1205
NM_006195	chr9(.):128504616-128734655	0.1029
NM_001006617	chr9(.):128194672-128474513	0.1149
NM_015033	chr9(.):132644465-132810473	0.1172
NM_152569	chr9(.):208107-220893	0.1207
NR_029400	chr9(.):163876-175508	0.1099
NM_001024916	chr9(.):70427003-70495171	0.096
NM_201453	chr9(.):70426999-70495177	0.096
NM_005384	chr9(.):94166326-94191144	0.1739
NM_173200	chr9(.):102584008-102634173	0.133
NM_006981	chr9(.):102579136-102634173	0.1362
NM_173199	chr9(.):102579136-102601341	0.1387
NM_001136562	chr9(.):112882780-112939791	0.1694
NM_000031	chr9(.):116143591-116168618	0.1102
NM_017443	chr9(.):116164517-116178029	0.1709
NM_031219	chr9(.):116130697-116143341	0.1188
NR_027261	chr9(.):116164517-116177955	0.1716
NM_152786	chr9(.):116168021-116196879	0.1379
NM_030767	chr9(.):117091432-117161685	0.1472
NM_005489	chr9(.):130495595-130538621	0.1243
NM_001142532	chr9(.):130495595-130529697	0.1174
NM_001142533	chr9(.):130495595-130522583	0.1161
NM_001142531	chr9(.):130495595-130529719	0.1174
NM_001142534	chr9(.):130495595-130522561	0.1162
NM_170600	chr9(.):130495595-130546048	0.1361
NM_001085347	chr9(.):130488802-130502604	0.1433
NM_001018078	chr9(.):130560507-130581556	0.14
NM_001261	chr9(.):130543304-130558052	0.1361
NM_004957	chr9(.):130560153-130581556	0.1412
NR_036055	chr9(.):130543196-130553286	0.1438
NR_024425	chr9(.):130885807-130897913	0.1649
NR_027812	chr9(.):130877971-130895712	0.1528
NM_001006641	chr9(.):130825478-130876524	0.1512
NM_197956	chr9(.):130818511-130834599	0.1629
NM_001006643	chr9(.):130855835-130876524	0.1272
NM_001006642	chr9(.):130849127-130876524	0.1247
NM_052901	chr9(.):130855816-130876524	0.1272
NM_025072	chr9(.):130877971-130895474	0.1507
NR_033374	chr9(.):130868449-130886013	0.1228
NM_016520	chr9(.):132584563-132602572	0.1232
NM_006676	chr9(.):132592695-132649107	0.1071
NM_001008563	chr9(.):132592756-132649107	0.1071
NM_032728	chr9(.):134160080-134189649	0.0888
NM_033387	chr9(.):134128464-134156906	0.1589
NM_144495	chrX(.):48750194-48765420	0.0865
NM_001167990	chrX(.):48750212-48765420	0.0866
NM_001032384	chrX(.):48750538-48765420	0.0871
NM_001167992	chrX(.):48750774-48765420	0.0882
NM_001167947	chrX(.):48745729-48760426	0.0833
NM_001042498	chrX(.):48755888-48774235	0.1064
NM_001136158	chrX(.):48774302-48819893	0.1076
NM_001136159	chrX(.):48774302-48820648	0.1059
NM_006875	chrX(.):48765458-48781413	0.138
NM_004979	chrX(.):48813638-48833251	0.0734
NM_005660	chrX(.):48755458-48773917	0.1083
NM_001032289	chrX(.):48755889-48773933	0.1059
NM_016500	chrX(.):75387770-75403033	0.0745
NM_015892	chr10(.):125762181-125856930	0.1487
NM_014863	chr10(.):125774168-125856930	0.1529
NM_001083591	chr10(.):11201992-11383672	0.1692
NM_001025077	chr10(.):11042258-11383672	0.141
NM_006561	chr10(.):11054892-11383672	0.1428
NM_032199	chr10(.):63656012-63861707	0.1324
NM_001198798	chr10(.):73851273-73980751	0.1152
NM_001198799	chr10(.):73851273-73981183	0.1151
NM_020338	chr10(.):80823791-81081285	0.1118
NM_000314	chr10(.):89618194-89733532	0.1292
NM_032810	chr10(.):89507874-89582917	0.1208
NM_007373	chr10(.):112674300-112778425	0.1109
NR_027653	chr10(.):3813187-3832473	0.1564
NM_022487	chr10(.):14943870-15001094	0.1429
NM_001080836	chr10(.):14996437-15019850	0.126
NM_005041	chr10(.):72352103-72367531	0.1136
NM_173473	chr10(.):73970805-74000618	0.125
NM_019058	chr10(.):74028676-74040797	0.1668
NM_017626	chr10(.):74087587-74119907	0.1441
NR_028492	chr10(.):89573069-89610369	0.1278
NM_001126049	chr10(.):89613917-89628194	0.1817
NM_057157	chr10(.):94828231-94842641	0.1593
NM_183374	chr10(.):94816020-94833454	0.1164
NM_000783	chr10(.):94828646-94842641	0.1616
NM_020992	chr10(.):96992329-97055781	0.1387
NM_001083913	chr10(.):104498726-104581021	0.15
NM_017787	chr10(.):104530887-104581021	0.1537
NR_024552	chr10(.):105201542-105217162	0.1234
NM_001129742	chr10(.):105227560-105243997	0.1647
NM_001001412	chr10(.):105208143-105223648	0.1399
NM_004210	chr10(.):105248734-105357309	0.1439
NM_005871	chr10(.):112047797-112069707	0.1293
NM_004419	chr10(.):112252624-112276302	0.2159
NM_145341	chr10(.):112626595-112664764	0.1482
NM_001195307	chr10(.):112653487-112684124	0.1438
NM_001195306	chr10(.):112653487-112683694	0.1432
NR_026932	chr10(.):112623647-112635662	0.1986
NM_006157	chr11(.):20686116-21602229	0.0968
NM_001111018	chr11(.):19367270-20148147	0.1134
NM_001098517	chr11(.):115039344-115380241	0.1243
NM_014818	chr11(.):8628583-8685383	0.1244
NM_030962	chr11(.):9795213-10320754	0.1047
NM_001143830	chr11(.):22683159-22839547	0.1252
NM_177553	chr11(.):22684653-22839547	0.125
NM_005256	chr11(.):22691318-22839547	0.1217
NM_004811	chr11(.):58289343-58348390	0.1447
NM_001143995	chr11(.):58289343-58350639	0.1436
NM_002556	chr11(.):59336870-59388617	0.1135
NM_024092	chr11(.):60676370-60695915	0.1773
NM_001012662	chr11(.):62618483-62661355	0.1545
NM_001013251	chr11(.):62643343-62661355	0.1673
NM_001012661	chr11(.):62618517-62661353	0.1544
NM_024060	chr11(.):62196015-62319332	0.1212
NR_037193	chr11(.):62644170-62661355	0.1708
NM_003273	chr11(.):64874340-64888707	0.1787
NM_001077241	chr11(.):65137662-65155142	0.148
NR_002819	chr11(.):65260232-65278939	0.2254
NM_080491	chr11(.):77921335-78133868	0.1147
NR_033839	chr11(.):126206611-126230482	0.1008
NM_002017	chr11(.):128558812-128688162	0.1585
NM_001167681	chr11(.):128557388-128688162	0.1577
NR_002580	chr11(.):8700773-8710903	0.2032
NR_002977	chr11(.):8701985-8712116	0.2079
NM_000990	chr11(.):8698994-8716419	0.1653
NM_003390	chr11(.):9590227-9616313	0.13
NM_001143976	chr11(.):9591233-9616313	0.1264
NM_001124	chr11(.):10321641-10333923	0.1977
NM_022725	chr11(.):22639078-22652387	0.1607
NM_000610	chr11(.):35155416-35258949	0.1634
NM_000614	chr11(.):58385145-58398205	0.144
NR_024091	chr11(.):58341586-58398205	0.1386
NM_053023	chr11(.):58341586-58394023	0.137
NM_001004711	chr11(.):59277385-59288330	0.0986
NR_036120	chr11(.):59357549-59367631	0.1041
NM_004778	chr11(.):60613397-60628444	0.1014
NM_207341	chr11(.):60630014-60648164	0.1624
NM_024098	chr11(.):60604428-60623561	0.1543
NM_014502	chr11(.):60653019-60679061	0.172
NM_016582	chr11(.):60699554-60724257	0.1071
NM_178031	chr11(.):60686912-60709631	0.1137
NM_022830	chr11(.):62337516-62364109	0.1354
NM_004739	chr11(.):62355674-62374303	0.1748
NM_001404	chr11(.):62322072-62346460	0.1357
NR_002565	chr11(.):62618036-62628103	0.1793
NM_003164	chr11(.):62569368-62604560	0.1518
NM_018093	chr11(.):62595382-62612628	0.1997
NR_003098	chr11(.):62614459-62628360	0.1618
NR_002561	chr11(.):62616134-62626204	0.1858
NR_002560	chr11(.):62615797-62625865	0.1883
NR_002559	chr11(.):62616375-62626440	0.1866
NR_000008	chr11(.):62615381-62625507	0.187
NR_002564	chr11(.):62617763-62627838	0.1824
NR_002563	chr11(.):62617483-62627555	0.1805
NR_002562	chr11(.):62617092-62627167	0.1827
NM_001081491	chr11(.):62554597-62577964	0.1652
NM_001080501	chr11(.):62552786-62564486	0.1533
NM_013299	chr11(.):64803375-64817300	0.1094
NM_005468	chr11(.):64807294-64831009	0.1384
NM_080668	chr11(.):64839926-64856615	0.1619
NM_006782	chr11(.):64846693-64860874	0.1831
NM_013265	chr11(.):64858682-64884180	0.1587
NR_037567	chr11(.):64884654-64899841	0.1562
NM_172230	chr11(.):64889750-64907003	0.1591
NM_001997	chr11(.):64883098-64894672	0.1887
NM_004927	chr11(.):64884715-64899841	0.1564
NM_014205	chr11(.):64878874-64890170	0.2083
NR_028272	chr11(.):65185268-65199003	0.3244
NR_030343	chr11(.):65206928-65217028	0.195
NM_031904	chr11(.):65149040-65185995	0.1306
NM_021070	chr11(.):65301029-65330699	0.1408
NM_001048218	chr11(.):65287547-65311182	0.1384
NM_015885	chr11(.):82863136-82901835	0.1587
NM_182603	chr11(.):82900290-82965013	0.1209
NM_006235	chr11(.):111217980-111255157	0.1744
NR_026691	chr11(.):117852105-117877199	0.1714
NM_032966	chr11(.):118759100-118771971	0.1499
NM_001716	chr11(.):118749540-118771971	0.136
NM_006760	chr11(.):118822007-118834269	0.1278
NM_182557	chr11(.):118761850-118786613	0.1375
NM_181721	chr11(.):118837416-118856995	0.1187
NR_027288	chr11(.):122883273-122895319	0.1096
NM_006597	chr11(.):122923199-122937844	0.2095
NM_017547	chr11(.):126134054-126153027	0.14
NM_014026	chr11(.):126168646-126220644	0.132
NM_148910	chr11(.):126147981-126168071	0.1417
NM_001177842	chr11(.):126127813-126143877	0.1399
NM_006278	chr11(.):126221095-126289533	0.0963
NM_003658	chr11(.):129240880-129327174	0.1512
NM_021978	chr11(.):130024681-130085257	0.1378
NM_002392	chr12(.):69196970-69244212	0.1619
NM_020375	chr12(.):4425358-4474190	0.1134
NM_007273	chr12(.):7069516-7084891	0.1744
NM_001144831	chr12(.):7069514-7084916	0.1746
NR_036693	chr12(.):9817307-9857151	0.1121
NM_001197317	chr12(.):9817330-9857151	0.1121
NM_001004419	chr12(.):9817308-9857151	0.1121
NM_001987	chr12(.):11797787-12053325	0.1271
NM_031289	chr12(.):13232041-13253709	0.1436
NM_006143	chr12(.):12808994-12854121	0.1279
NM_001080555	chr12(.):13232041-13261619	0.1467
NM_016312	chr12(.):14934411-14961401	0.1391
NM_004572	chr12(.):32938679-33054780	0.1209
NM_023071	chr12(.):49755687-49926207	0.1234
NM_001033873	chr12(.):51634132-51668994	0.1161
NM_001031628	chr12(.):51634132-51669202	0.1157
NM_001128914	chr12(.):53840885-53879946	0.1951
NM_000966	chr12(.):53599352-53631036	0.1626
NM_001042728	chr12(.):53599352-53619150	0.1796
NM_013449	chr12(.):56984379-57035163	0.1443
NM_005761	chr12(.):94537498-94704225	0.1519
NM_002595	chr12(.):96667038-96799366	0.1246
NM_014706	chr12(.):108910990-108960165	0.1622
NM_018984	chr12(.):109171465-109256359	0.134
NM_001082959	chr12(.):125257173-125353519	0.0545
NM_001759	chr12(.):4377901-4419522	0.1693
NM_001975	chr12(.):7018613-7037859	0.1867
NM_002831	chr12(.):7055433-7075479	0.2077
NR_029779	chr12(.):7067861-7077929	0.1894
NM_080548	chr12(.):7050739-7075479	0.2076
NM_001007026	chr12(.):7028625-7056484	0.1934
NM_006992	chr12(.):7008896-7028406	0.1435
NM_001940	chr12(.):7032479-7056484	0.1794
NR_003010	chr12(.):7071499-7081769	0.1718
NM_138425	chr12(.):7048202-7060165	0.1928
NR_029682	chr12(.):7068259-7078354	0.1863
NM_005768	chr12(.):7080346-7130842	0.1133
NM_006331	chr12(.):7074943-7090165	0.1574
NR_036052	chr12(.):9387065-9397147	0.0941
NM_002258	chr12(.):9742869-9765497	0.1058
NR_002814	chr12(.):9795642-9816008	0.1455
NR_036052	chr12(.):12259885-12269967	0.0847
NM_004064	chr12(.):12865301-12880305	0.2389
NR_030344	chr12(.):12912582-12922677	0.094
NM_001130415	chr12(.):12873850-12949399	0.1298
NM_020853	chr12(.):13192314-13241383	0.118
NM_175054	chr12(.):14918653-14929065	0.1584
NM_177925	chr12(.):14922269-14935936	0.1645
NM_001013698	chr12(.):14952583-14972116	0.1362
NM_175874	chr12(.):14951505-14981791	0.124
NM_030762	chr12(.):26267958-26283003	0.2256
NM_004719	chr12(.):46307913-46389401	0.1174
NM_018976	chr12(.):46746970-46771645	0.1693
NM_001098532	chr12(.):48123452-48157181	0.1522
NM_017842	chr12(.):48161966-48181536	0.1506
NM_006105	chr12(.):48123452-48157244	0.152
NM_001098531	chr12(.):48123452-48157889	0.151
NM_001098416	chr12(.):48171506-48218763	0.1561
NM_024902	chr12(.):49736040-49750685	0.1212
NR_033267	chr12(.):49777956-49791116	0.1
NM_001100620	chr12(.):49711970-49723171	0.1289
NM_001008223	chr12(.):49721199-49735971	0.0933
NM_001971	chr12(.):51717226-51745463	0.1456
NM_016293	chr12(.):51669821-51722938	0.1404
NM_001004304	chr12(.):53569534-53589654	0.1722
NM_000889	chr12(.):53580106-53606000	0.2521
NM_015989	chr12(.):53546446-53579430	0.1296
NM_001170790	chr12(.):53640369-53653190	0.1188
NM_032889	chr12(.):53640875-53653190	0.1167
NM_001164691	chr12(.):53812638-53830318	0.1289
NM_001005354	chr12(.):53830432-53845427	0.1463
NM_134324	chr12(.):53890376-53905215	0.1843
NM_006301	chr12(.):53869275-53898444	0.1824
NM_134323	chr12(.):53889704-53905215	0.183
NM_003717	chr12(.):53895473-53906422	0.1326
NR_003046	chr12(.):57032463-57042538	0.2119
NM_001686	chr12(.):57026958-57044852	0.2056
NM_005594	chr12(.):57101210-57124066	0.1756
NR_002737	chr12(.):57033810-57043885	0.2162
NM_001113203	chr12(.):57101210-57124326	0.1743
