GENE	H3k27me3_28_DMSO_compare_TSS_SIGNAL	H3k27me3_28_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
NUPR1	0	925.1614	925.1614	1	8
SULT1A2	0	925.1614	925.1614	1	8
GOSR2	0	925.7086	925.7086	1	8
SMAP2	0	926.475	926.475	1	8
ZMPSTE24	0	926.475	926.475	1	8
VPS37C	0	926.8792	926.8792	1	8
TMEM14B	0	927.4562	927.4562	1	8
HAND1	1732.8744	2669.0918	936.2174	0.606340821063097	0.623181835285639
CITED4	90.3744	1036.0466	945.6722	0.919768541247012	3.51903092079175
SEPT4	188.1638	1133.8649	945.7011	0.857670412147633	2.59118774724368
CHRNB2	1691.3019	2639.7195	948.4176	0.609491216090505	0.64225042906506
MIR541	156.8783	1106.2536	949.3753	0.875802123277862	2.81796443787718
RGMA	647.4452	1599.9452	952.5	0.711912447432364	1.30519249912122
CEACAM1	0	953.564	953.564	1	8
CEACAM8	0	953.564	953.564	1	8
C6orf27	0	954.558	954.558	1	8
HSPA1A	0	954.558	954.558	1	8
HSPA1B	0	954.558	954.558	1	8
HSPA1L	0	954.558	954.558	1	8
LSM2	0	954.558	954.558	1	8
VARS	0	954.558	954.558	1	8
HCRT	0	955.2478	955.2478	1	8
KCNH4	0	955.2478	955.2478	1	8
EN1	138.9586	1099.0557	960.0971	0.887756870013537	2.98353747446084
HTR5A	0	961.1712	961.1712	1	8
BAK1	0	961.2024	961.2024	1	8
C6orf227	0	961.2024	961.2024	1	8
GGNBP1	0	961.2024	961.2024	1	8
FAM71A	0	965.0892	965.0892	1	8
ACP1	0	967.3584	967.3584	1	8
FAM150B	0	967.3584	967.3584	1	8
RASGEF1C	0	967.8026	967.8026	1	8
RNF130	0	967.8026	967.8026	1	8
SCHIP1	0	968.7344	968.7344	1	8
C1orf128	0	968.9537	968.9537	1	8
CNR2	0	968.9537	968.9537	1	8
FUCA1	0	968.9537	968.9537	1	8
GALE	0	968.9537	968.9537	1	8
HMGCL	0	968.9537	968.9537	1	8
LYPLA2	0	968.9537	968.9537	1	8
TCEB3	0	968.9537	968.9537	1	8
C14orf2	0	969.4213	969.4213	1	8
PPP1R13B	0	969.4213	969.4213	1	8
TDRD9	0	969.4213	969.4213	1	8
ZNF333	0	969.9493	969.9493	1	8
NADK	0	971.4728	971.4728	1	8
SLC35E2	0	971.4728	971.4728	1	8
AEN	0	974.2218	974.2218	1	8
DET1	0	974.2218	974.2218	1	8
ISG20	0	974.2218	974.2218	1	8
MIR1179	0	974.2218	974.2218	1	8
MIR7-2	0	974.2218	974.2218	1	8
GFPT1	0	980.017	980.017	1	8
LOC647946	0	981.8172	981.8172	1	8
ZSCAN21	0	982.0545	982.0545	1	8
BAG5	0	984.768	984.768	1	8
C14orf153	0	984.768	984.768	1	8
CKB	0	984.768	984.768	1	8
KLC1	0	984.768	984.768	1	8
TRMT61A	0	984.768	984.768	1	8
LZTS1	0	985.2147	985.2147	1	8
DPT	0	985.688	985.688	1	8
MGC4473	0	985.688	985.688	1	8
CKS1B	0	985.7163	985.7163	1	8
MIR4258	0	985.7163	985.7163	1	8
PBXIP1	0	985.7163	985.7163	1	8
PMVK	0	985.7163	985.7163	1	8
PYGO2	0	985.7163	985.7163	1	8
SHC1	0	985.7163	985.7163	1	8
VWCE	230.3256	1222.2956	991.97	0.841441388849343	2.40784655237477
C20orf173	0	992.9649	992.9649	1	8
CPNE1	0	992.9649	992.9649	1	8
ERGIC3	0	992.9649	992.9649	1	8
FER1L4	0	992.9649	992.9649	1	8
NFS1	0	992.9649	992.9649	1	8
ROMO1	0	992.9649	992.9649	1	8
CDC5L	0	993.0308	993.0308	1	8
MAPKAPK2	149.9165	1151.1776	1001.2611	0.884776589179829	2.94087934303798
RSPO3	299.6994	1305.0144	1005.315	0.813238098905861	2.12247762541801
C22orf42	0	1007.883	1007.883	1	8
OSR1	434.7674	1444.5431	1009.7757	0.768655898000889	1.73229757693006
C22orf27	0	1012.069	1012.069	1	8
FRMD8	0	1016.464	1016.464	1	8
SLC25A45	0	1016.464	1016.464	1	8
TIGD3	0	1016.464	1016.464	1	8
ECE1	0	1019.0004	1019.0004	1	8
NCRNA00168	0	1020.381	1020.381	1	8
EHD1	0	1024.98	1024.98	1	8
LOC146880	0	1033.396	1033.396	1	8
PLEKHM1P	0	1033.396	1033.396	1	8
FAM3B	0	1034.8938	1034.8938	1	8
MX2	0	1034.8938	1034.8938	1	8
SLC6A1	0	1034.9648	1034.9648	1	8
GJB5	0	1035.8749	1035.8749	1	8
KCNJ11	0	1038.6031	1038.6031	1	8
LMBR1	0	1043.8812	1043.8812	1	8
GAS6	0	1052.5763	1052.5763	1	8
SRCRB4D	0	1055.4218	1055.4218	1	8
C16orf57	0	1061.3856	1061.3856	1	8
CNGB1	0	1061.3856	1061.3856	1	8
MMP15	0	1061.3856	1061.3856	1	8
TEPP	0	1061.3856	1061.3856	1	8
ZNF319	0	1061.3856	1061.3856	1	8
LACTB	0	1066.184	1066.184	1	8
HNRNPD	0	1067.7774	1067.7774	1	8
TJP1	1482.026	2550.4117	1068.3857	0.632473925139625	0.783159394950926
NCKAP1L	0	1068.4914	1068.4914	1	8
SNRNP48	0	1069.9391	1069.9391	1	8
CLEC4A	0	1072.9677	1072.9677	1	8
FAM66C	0	1072.9677	1072.9677	1	8
FAM90A1	0	1072.9677	1072.9677	1	8
LOC653113	0	1072.9677	1072.9677	1	8
POU5F1P3	0	1072.9677	1072.9677	1	8
ZNF705A	0	1072.9677	1072.9677	1	8
GH2	2500.106	3574.2023	1074.0963	0.588413054371969	0.515632029429839
AK1	0	1089.2544	1089.2544	1	8
DPM2	0	1089.2544	1089.2544	1	8
PIP5KL1	0	1089.2544	1089.2544	1	8
ST6GALNAC4	0	1089.2544	1089.2544	1	8
ST6GALNAC6	0	1089.2544	1089.2544	1	8
LOC285965	608.2342	1699.711	1091.4768	0.736460727057124	1.48259062324595
KCNB1	0	1094.6568	1094.6568	1	8
HEY1	170.1468	1268.2334	1098.0866	0.881709439548737	2.89796835356295
MARCO	0	1099.0557	1099.0557	1	8
CPNE5	0	1099.8092	1099.8092	1	8
PPIL1	0	1099.8092	1099.8092	1	8
LOC440461	3147.6	4250.9951	1103.3951	0.574567879785718	0.433548382588203
ACAD8	0	1103.5631	1103.5631	1	8
THYN1	0	1103.5631	1103.5631	1	8
RAB7L1	0	1104.5185	1104.5185	1	8
MIR1185-1	0	1106.2536	1106.2536	1	8
MIR1185-2	0	1106.2536	1106.2536	1	8
MIR1193	0	1106.2536	1106.2536	1	8
MIR1197	0	1106.2536	1106.2536	1	8
MIR134	0	1106.2536	1106.2536	1	8
MIR154	0	1106.2536	1106.2536	1	8
MIR299	0	1106.2536	1106.2536	1	8
MIR300	0	1106.2536	1106.2536	1	8
MIR323	0	1106.2536	1106.2536	1	8
MIR329-1	0	1106.2536	1106.2536	1	8
MIR329-2	0	1106.2536	1106.2536	1	8
MIR376A1	0	1106.2536	1106.2536	1	8
MIR376A2	0	1106.2536	1106.2536	1	8
MIR376B	0	1106.2536	1106.2536	1	8
MIR376C	0	1106.2536	1106.2536	1	8
MIR377	0	1106.2536	1106.2536	1	8
MIR379	0	1106.2536	1106.2536	1	8
MIR380	0	1106.2536	1106.2536	1	8
MIR381	0	1106.2536	1106.2536	1	8
MIR382	0	1106.2536	1106.2536	1	8
MIR411	0	1106.2536	1106.2536	1	8
MIR485	0	1106.2536	1106.2536	1	8
MIR487A	0	1106.2536	1106.2536	1	8
MIR487B	0	1106.2536	1106.2536	1	8
MIR494	0	1106.2536	1106.2536	1	8
MIR495	0	1106.2536	1106.2536	1	8
MIR496	0	1106.2536	1106.2536	1	8
MIR539	0	1106.2536	1106.2536	1	8
MIR543	0	1106.2536	1106.2536	1	8
MIR654	0	1106.2536	1106.2536	1	8
MIR655	0	1106.2536	1106.2536	1	8
MIR668	0	1106.2536	1106.2536	1	8
MIR758	0	1106.2536	1106.2536	1	8
MIR889	0	1106.2536	1106.2536	1	8
SHB	403.6616	1510.2822	1106.6206	0.789094329729013	1.90359988985749
SLC1A6	32.0625	1142.652	1110.5895	0.972706134128761	5.15535535999281
EPHA10	2323.4058	3437.3536	1113.9478	0.596684110778867	0.56505711563704
ARFIP2	0	1118.0069	1118.0069	1	8
DNHD1	0	1118.0069	1118.0069	1	8
FXC1	0	1118.0069	1118.0069	1	8
HPX	0	1118.0069	1118.0069	1	8
ILK	0	1118.0069	1118.0069	1	8
RRP8	0	1118.0069	1118.0069	1	8
TAF10	0	1118.0069	1118.0069	1	8
TPP1	0	1118.0069	1118.0069	1	8
TRIM3	0	1118.0069	1118.0069	1	8
ARFGEF1	0	1119.1892	1119.1892	1	8
RNPEP	0	1121.9584	1121.9584	1	8
TIMM17A	0	1121.9584	1121.9584	1	8
CD1B	0	1122.5472	1122.5472	1	8
CD1C	0	1122.5472	1122.5472	1	8
ACLY	0	1123.0342	1123.0342	1	8
KLHL11	0	1123.0342	1123.0342	1	8
PGA3	93.536	1222.2956	1128.7596	0.928914915860054	3.7079276842773
ECM1	0	1132.0807	1132.0807	1	8
ENSA	0	1132.0807	1132.0807	1	8
MCL1	0	1132.0807	1132.0807	1	8
TARS2	0	1132.0807	1132.0807	1	8
SLC6A7	1629.5762	2762.2127	1132.6365	0.628949333152147	0.761327601443005
C17orf47	0	1133.8649	1133.8649	1	8
MTMR4	0	1133.8649	1133.8649	1	8
C6orf132	513.185	1647.074	1133.889	0.762442836715412	1.68235446685225
EMR3	0	1134.8973	1134.8973	1	8
PRG2	0	1135.8633	1135.8633	1	8
PRG3	0	1135.8633	1135.8633	1	8
SLC43A1	0	1135.8633	1135.8633	1	8
SLC43A3	0	1135.8633	1135.8633	1	8
SMTNL1	0	1135.8633	1135.8633	1	8
TIMM10	0	1135.8633	1135.8633	1	8
CYP3A43	0	1137.2382	1137.2382	1	8
OR2AE1	0	1137.2382	1137.2382	1	8
HRK	37.8976	1175.2989	1137.4013	0.968762191450437	4.95477740944957
LOC643201	935.0614	2073.7346	1138.6732	0.68922406171771	1.14909826090832
FAM120B	0	1139.0439	1139.0439	1	8
LOC154449	0	1139.0439	1139.0439	1	8
ABHD15	0	1139.2535	1139.2535	1	8
ANKRD13B	0	1139.2535	1139.2535	1	8
CORO6	0	1139.2535	1139.2535	1	8
GIT1	0	1139.2535	1139.2535	1	8
TP53I13	0	1139.2535	1139.2535	1	8
OR7C2	0	1142.652	1142.652	1	8
A4GALT	1489.0551	2634.3322	1145.2771	0.638875761197596	0.823040147345111
TFAP2C	0	1148.7314	1148.7314	1	8
RASD1	0	1149.1439	1149.1439	1	8
DYRK3	0	1151.1776	1151.1776	1	8
LGTN	0	1151.1776	1151.1776	1	8
OMP	1095.6784	2248.8507	1153.1723	0.672396810660132	1.03736347931619
DAK	0	1153.2206	1153.2206	1	8
DDB1	0	1153.2206	1153.2206	1	8
ZP3	0	1159.9075	1159.9075	1	8
HIST3H3	0	1168.0992	1168.0992	1	8
TRIM11	0	1168.0992	1168.0992	1	8
TRIM17	0	1168.0992	1168.0992	1	8
SATB2	239.4741	1408.2816	1168.8075	0.854666501836407	2.55599430736868
CACNB3	285.36	1456.1722	1170.8122	0.836144287197216	2.3513259458502
ARMS2	0	1174.9047	1174.9047	1	8
HTRA1	0	1174.9047	1174.9047	1	8
MIR3941	0	1174.9047	1174.9047	1	8
PLEKHA1	0	1174.9047	1174.9047	1	8
FBXW8	0	1175.2989	1175.2989	1	8
FAM27A	0	1176.1415	1176.1415	1	8
JAM3	0	1177.5892	1177.5892	1	8
LHX9	5307.4	6486.4633	1179.0633	0.54998630516601	0.289426789257904
MYOZ3	129.6918	1310.5239	1180.8321	0.909949738778712	3.33698449374169
C17orf87	0	1183.0028	1183.0028	1	8
GHDC	0	1185.2118	1185.2118	1	8
PKNOX2	62.376	1250.664	1188.288	0.952494973496619	4.32555940115084
FAM71F1	0	1188.5972	1188.5972	1	8
DUX4L7	345.1638	1534.3948	1189.231	0.816359117507696	2.15231666527876
BCAR1	1137.466	2333.0545	1195.5885	0.672249162625606	1.03639658662367
KCNJ9	2243.6638	3439.5736	1195.9098	0.605213781849057	0.616373214098282
ABCA4	0	1196.5271	1196.5271	1	8
C10orf140	0	1199.5685	1199.5685	1	8
MLLT10	0	1199.5685	1199.5685	1	8
LOC440925	0	1206.3402	1206.3402	1	8
SP5	0	1206.3402	1206.3402	1	8
LIG1	0	1212.1992	1212.1992	1	8
PM20D1	0	1216.523	1216.523	1	8
SNORD114-19	0	1220.1364	1220.1364	1	8
SNAI1	505.8585	1726.8039	1220.9454	0.773428127781433	1.77129846404173
PGA4	0	1222.2956	1222.2956	1	8
PGA5	0	1222.2956	1222.2956	1	8
CDK11A	0	1224.2828	1224.2828	1	8
CDK11B	0	1224.2828	1224.2828	1	8
BTNL3	0	1235.579	1235.579	1	8
CALB2	0	1241.6718	1241.6718	1	8
ZNF19	0	1241.6718	1241.6718	1	8
ZNF23	0	1241.6718	1241.6718	1	8
FRG2B	290.29	1534.3948	1244.1048	0.840909509412256	2.40210295671687
TMEM218	0	1250.664	1250.664	1	8
PDCD2	0	1251.074	1251.074	1	8
PSMB1	0	1251.074	1251.074	1	8
TBP	0	1251.074	1251.074	1	8
ARHGEF11	0	1254.6688	1254.6688	1	8
CYCSP52	0	1254.6688	1254.6688	1	8
ETV3	0	1254.6688	1254.6688	1	8
ETV3L	0	1254.6688	1254.6688	1	8
MLYCD	0	1258.3656	1258.3656	1	8
DBX1	28.4064	1290.7415	1262.3351	0.9784660992145	5.50584027975794
NCRNA00152	0	1268.0506	1268.0506	1	8
LOC401242	0	1269.1365	1269.1365	1	8
SYCP2L	1363.803	2641.1519	1277.3489	0.659471071696712	0.95353201376574
MIR346	0	1278.662	1278.662	1	8
NDUFA3	0	1283.7644	1283.7644	1	8
OSCAR	0	1283.7644	1283.7644	1	8
PRPF31	0	1283.7644	1283.7644	1	8
TARM1	0	1283.7644	1283.7644	1	8
TFPT	0	1283.7644	1283.7644	1	8
SLC5A4	0	1284.928	1284.928	1	8
TNFRSF10C	2735.4	4021.9839	1286.5839	0.595198372553615	0.55615549151066
POP4	0	1292.464	1292.464	1	8
VSTM2B	0	1292.464	1292.464	1	8
CCL18	0	1295.2688	1295.2688	1	8
C12orf5	0	1296.9264	1296.9264	1	8
CCND2	0	1296.9264	1296.9264	1	8
BNIPL	0	1297.9597	1297.9597	1	8
ARFGAP3	0	1298.0536	1298.0536	1	8
ALG1L2	0	1303.7952	1303.7952	1	8
TRH	0	1303.7952	1303.7952	1	8
MIR124-1	929.5037	2233.9946	1304.4909	0.706178536590331	1.2650931854626
CDC27	0	1304.736	1304.736	1	8
ITGB3	0	1304.736	1304.736	1	8
MYL4	0	1304.736	1304.736	1	8
BTG2	0	1306.5102	1306.5102	1	8
FMOD	0	1306.5102	1306.5102	1	8
LOC730227	0	1306.5102	1306.5102	1	8
C6orf48	0	1306.794	1306.794	1	8
SNORD48	0	1306.794	1306.794	1	8
SNORD52	0	1306.794	1306.794	1	8
HES1	0	1310.1017	1310.1017	1	8
RBM22	0	1310.5239	1310.5239	1	8
SYNPO	0	1310.5239	1310.5239	1	8
EPHA1	387.7056	1699.711	1312.0054	0.814265345978373	2.13225598879058
HPCA	2020.8	3333.7702	1312.9702	0.622602762776366	0.722228117150858
PODN	830.5837	2170.698	1340.1143	0.723257000500819	1.38596155925685
C12orf12	0	1340.2918	1340.2918	1	8
EPYC	0	1340.2918	1340.2918	1	8
KERA	0	1340.2918	1340.2918	1	8
CTDSP1	846.143	2189.802	1343.659	0.721291723005522	1.3718270208373
LOC157627	887.3895	2233.9946	1346.6051	0.715706407295405	1.33198631080893
MIR3200	0	1350.553	1350.553	1	8
CIITA	0	1352.692	1352.692	1	8
FAM18A	0	1352.692	1352.692	1	8
NUBP1	0	1352.692	1352.692	1	8
TEKT5	0	1352.692	1352.692	1	8
PIK3R5	0	1356.5339	1356.5339	1	8
CXorf51	0	1364.801	1364.801	1	8
ATG2A	0	1368.7908	1368.7908	1	8
C11orf85	0	1368.7908	1368.7908	1	8
GPHA2	0	1368.7908	1368.7908	1	8
MIR192	0	1368.7908	1368.7908	1	8
MIR194-2	0	1368.7908	1368.7908	1	8
PPP2R5B	0	1368.7908	1368.7908	1	8
IFNGR1	0	1371.3385	1371.3385	1	8
IL22RA2	0	1371.3385	1371.3385	1	8
TMCO2	0	1375.311	1375.311	1	8
C16orf70	0	1375.6806	1375.6806	1	8
TCEA3	0	1376.2058	1376.2058	1	8
NBPF10	0	1378.1598	1378.1598	1	8
DHRS13	0	1379.7676	1379.7676	1	8
TMBIM6	0	1380.757	1380.757	1	8
BCL2L2	0	1382.4751	1382.4751	1	8
IRGQ	0	1385.9266	1385.9266	1	8
LOC390940	0	1385.9266	1385.9266	1	8
SRRM5	0	1385.9266	1385.9266	1	8
XRCC1	0	1385.9266	1385.9266	1	8
ZNF576	0	1385.9266	1385.9266	1	8
C21orf121	0	1386.762	1386.762	1	8
C2CD2	0	1386.762	1386.762	1	8
PRDM15	0	1386.762	1386.762	1	8
ZNF295	0	1386.762	1386.762	1	8
MYH6	45.8415	1439.0502	1393.2087	0.969128051560932	4.97231885794803
IGFL3	0	1396.5609	1396.5609	1	8
AIM2	0	1400.7344	1400.7344	1	8
DARC	0	1400.7344	1400.7344	1	8
FLJ32063	0	1408.2816	1408.2816	1	8
BOD1L	0	1412.3557	1412.3557	1	8
LOC285547	0	1412.3557	1412.3557	1	8
LOC285548	0	1412.3557	1412.3557	1	8
NKX3-2	0	1412.3557	1412.3557	1	8
RAB28	0	1412.3557	1412.3557	1	8
CX3CL1	999.4546	2413.6368	1414.1822	0.707170279705958	1.27199565863191
MSI1	627.5032	2044.7208	1417.2176	0.765175673895602	1.70420913995486
SPIRE2	0	1417.5613	1417.5613	1	8
TTLL11	0	1418.796	1418.796	1	8
OR10H3	0	1419.7536	1419.7536	1	8
TMED9	0	1420.2448	1420.2448	1	8
CHRNA5	0	1425.2477	1425.2477	1	8
CHRNB4	0	1425.2477	1425.2477	1	8
PSMA4	0	1425.2477	1425.2477	1	8
EFR3B	0	1426.0884	1426.0884	1	8
C3orf20	0	1438.7073	1438.7073	1	8
CMTM5	0	1439.0502	1439.0502	1	8
EFS	0	1439.0502	1439.0502	1	8
IL25	0	1439.0502	1439.0502	1	8
MIR208A	0	1439.0502	1439.0502	1	8
MIR208B	0	1439.0502	1439.0502	1	8
MYH7	0	1439.0502	1439.0502	1	8
NGDN	0	1439.0502	1439.0502	1	8
PABPN1	0	1439.0502	1439.0502	1	8
SLC22A17	0	1439.0502	1439.0502	1	8
VSX2	0	1439.73	1439.73	1	8
DIP2C	0	1449.6538	1449.6538	1	8
FAM50B	0	1453.4344	1453.4344	1	8
DDX23	0	1456.1722	1456.1722	1	8
RND1	0	1456.1722	1456.1722	1	8
C17orf69	0	1458.2467	1458.2467	1	8
MGC57346	0	1458.2467	1458.2467	1	8
PRSS1	0	1464.0298	1464.0298	1	8
TAF1B	0	1465.737	1465.737	1	8
MCM5	0	1474.8855	1474.8855	1	8
CNO	0	1475.2683	1475.2683	1	8
KIAA0232	0	1475.2683	1475.2683	1	8
MRFAP1L1	0	1475.2683	1475.2683	1	8
S100P	0	1475.2683	1475.2683	1	8
IDH3A	0	1498.4718	1498.4718	1	8
METTL2B	0	1503.5676	1503.5676	1	8
ABCD4	0	1505.263	1505.263	1	8
CRCT1	0	1510.5224	1510.5224	1	8
CRNN	0	1510.5224	1510.5224	1	8
FLG2	0	1510.5224	1510.5224	1	8
LCE5A	0	1510.5224	1510.5224	1	8
CCDC117	0	1512.624	1512.624	1	8
CHEK2	0	1512.624	1512.624	1	8
HSCB	0	1512.624	1512.624	1	8
LOC93622	0	1512.961	1512.961	1	8
UBTD2	0	1519.2235	1519.2235	1	8
BSN	854.6855	2380.7089	1526.0234	0.735832670044802	1.47792567462958
NECAB2	0	1548.2639	1548.2639	1	8
OSGIN1	0	1548.2639	1548.2639	1	8
SLC38A8	0	1548.2639	1548.2639	1	8
BSND	0	1551.9872	1551.9872	1	8
TMEM61	0	1551.9872	1551.9872	1	8
C6orf223	0	1554.7928	1554.7928	1	8
CNOT3	0	1556.064	1556.064	1	8
C12orf62	0	1560.6647	1560.6647	1	8
GPD1	0	1560.6647	1560.6647	1	8
SMARCD1	0	1560.6647	1560.6647	1	8
FNDC5	1771.8048	3333.7702	1561.9654	0.652966649202098	0.911934990669926
C20orf112	0	1562.96	1562.96	1	8
ARMC7	0	1567.9047	1567.9047	1	8
HN1	0	1567.9047	1567.9047	1	8
NT5C	0	1567.9047	1567.9047	1	8
SUMO2	0	1567.9047	1567.9047	1	8
SNORD114-20	0	1569.998	1569.998	1	8
SNORD114-21	0	1569.998	1569.998	1	8
SNORD114-22	0	1569.998	1569.998	1	8
SNORD114-23	0	1569.998	1569.998	1	8
SNORD114-24	0	1569.998	1569.998	1	8
SNORD114-25	0	1569.998	1569.998	1	8
SNORD114-26	0	1569.998	1569.998	1	8
SNORD114-27	0	1569.998	1569.998	1	8
SNORD114-28	0	1569.998	1569.998	1	8
SNORD114-29	0	1569.998	1569.998	1	8
SNORD114-30	0	1569.998	1569.998	1	8
SNORD114-31	0	1569.998	1569.998	1	8
LOC389458	0	1575.1147	1575.1147	1	8
ZNF890P	0	1575.1147	1575.1147	1	8
CTNNA1	0	1578.4017	1578.4017	1	8
ARFGAP2	0	1584.9671	1584.9671	1	8
DDB2	0	1584.9671	1584.9671	1	8
C6orf129	0	1589.6703	1589.6703	1	8
MIR129-2	1797.202	3392.7156	1595.5136	0.653712806538585	0.916687926353017
MFSD11	0	1596.0888	1596.0888	1	8
MIR636	0	1596.0888	1596.0888	1	8
SRSF2	0	1596.0888	1596.0888	1	8
ART1	0	1598.2971	1598.2971	1	8
ART5	0	1598.2971	1598.2971	1	8
CHRNA10	0	1598.2971	1598.2971	1	8
TRPC2	0	1598.2971	1598.2971	1	8
CUTA	0	1598.856	1598.856	1	8
DAXX	0	1598.856	1598.856	1	8
KIFC1	0	1598.856	1598.856	1	8
LYPLA2P1	0	1598.856	1598.856	1	8
PHF1	0	1598.856	1598.856	1	8
BMP6	0	1604.4391	1604.4391	1	8
HSBP1L1	0	1606.4356	1606.4356	1	8
PQLC1	0	1606.4356	1606.4356	1	8
LOC729234	0	1611.9642	1611.9642	1	8
HUNK	0	1612.4112	1612.4112	1	8
SFRS15	0	1612.4112	1612.4112	1	8
CACNG5	0	1613.8492	1613.8492	1	8
OLIG3	628.8513	2254.2723	1625.421	0.781885417607486	1.84187097460093
SMAD6	2032.5006	3658.446	1625.9454	0.642853686239122	0.847975186118275
ZNF595	1303.0659	2930.6609	1627.595	0.692217764263863	1.16931599955442
ZNF718	1303.0659	2930.6609	1627.595	0.692217764263863	1.16931599955442
PIK3C2A	0	1634.459	1634.459	1	8
TMC6	0	1642.8928	1642.8928	1	8
TAF8	0	1647.074	1647.074	1	8
ADO	0	1648.1119	1648.1119	1	8
DLK1	0	1656.5349	1656.5349	1	8
BANP	0	1666.5282	1666.5282	1	8
CA5A	0	1666.5282	1666.5282	1	8
SLC7A5	0	1666.5282	1666.5282	1	8
TMEM51	1435.4058	3107.6376	1672.2318	0.684043124043235	1.11435961706581
FLNB	0	1674.707	1674.707	1	8
NUAK2	0	1677.328	1677.328	1	8
ASPHD2	0	1683.3216	1683.3216	1	8
LOC285370	0	1691.0931	1691.0931	1	8
NOG	0	1696.4084	1696.4084	1	8
ALLC	0	1698.7493	1698.7493	1	8
EIF4G3	44.7762	1743.9855	1699.2093	0.974968046330598	5.28351213806863
CASP2	0	1699.711	1699.711	1	8
CLCN1	0	1699.711	1699.711	1	8
GSTK1	0	1699.711	1699.711	1	8
TAS2R60	0	1699.711	1699.711	1	8
TMEM139	0	1699.711	1699.711	1	8
ZYX	0	1699.711	1699.711	1	8
NCRNA00160	0	1705.156	1705.156	1	8
RCAN1	0	1705.156	1705.156	1	8
OSCP1	0	1709.433	1709.433	1	8
ANKRD11	0	1716.7689	1716.7689	1	8
LRP5L	0	1720.8876	1720.8876	1	8
RBAK	0	1721.2379	1721.2379	1	8
PCSK6	0	1723.6347	1723.6347	1	8
IMMP2L	0	1725.033	1725.033	1	8
RNF114	0	1726.8039	1726.8039	1	8
SPATA2	0	1726.8039	1726.8039	1	8
TSPAN18	0	1731.4495	1731.4495	1	8
RFX4	1421.3958	3161.3119	1739.9161	0.689834941905634	1.15321503934211
FHL3	289.9005	2034.5267	1744.6262	0.875280886405046	2.81106348689235
SYNGR1	1051.3216	2797.1434	1745.8218	0.726820537538993	1.41175015954455
LSG1	0	1745.968	1745.968	1	8
TMEM44	0	1745.968	1745.968	1	8
COG1	0	1751.2621	1751.2621	1	8
SLC39A11	0	1751.2621	1751.2621	1	8
PTGIS	0	1751.492	1751.492	1	8
RALB	0	1755.2444	1755.2444	1	8
FAM109B	0	1756.8407	1756.8407	1	8
IGLL3P	0	1758.3402	1758.3402	1	8
IER5	0	1767.941	1767.941	1	8
MR1	0	1767.941	1767.941	1	8
STX6	0	1767.941	1767.941	1	8
NTN3	3825.2	5594.5584	1769.3584	0.593917398136241	0.548489077362509
SNED1	0	1769.7147	1769.7147	1	8
FAM185A	0	1779.5984	1779.5984	1	8
GGT8P	0	1782.6364	1782.6364	1	8
PCDH1	777.1575	2560.708	1783.5505	0.76716931823646	1.72026383811453
NWD1	0	1788.2075	1788.2075	1	8
ADPRHL2	0	1799.8655	1799.8655	1	8
COL8A2	0	1799.8655	1799.8655	1	8
MAP7D1	0	1799.8655	1799.8655	1	8
TEKT2	0	1799.8655	1799.8655	1	8
THRAP3	0	1799.8655	1799.8655	1	8
TRAPPC3	0	1799.8655	1799.8655	1	8
RABIF	0	1806.2608	1806.2608	1	8
GALK1	0	1822.5138	1822.5138	1	8
H3F3B	0	1822.5138	1822.5138	1	8
UNK	0	1822.5138	1822.5138	1	8
KRT35	0	1832.2553	1832.2553	1	8
C1orf126	1271.3522	3107.6376	1836.2854	0.70966997913537	1.28945451989759
PBX1	0	1852.0953	1852.0953	1	8
N4BP3	368.5234	2220.6942	1852.1708	0.857669977216283	2.59118260705479
CDC42EP2	54.1074	1909.6253	1855.5179	0.972446657327649	5.14131985745611
CYP27B1	674.803	2531.2868	1856.4838	0.789524610321271	1.90733268442228
ADAMTS8	2508.6384	4375.7729	1867.1345	0.635605966773078	0.802633332188155
MIR4325	0	1868.0837	1868.0837	1	8
MTRNR2L3	0	1868.0837	1868.0837	1	8
RAE1	0	1868.0837	1868.0837	1	8
SPO11	0	1868.0837	1868.0837	1	8
NCKAP1	7320	9192.0791	1872.0791	0.556688170177189	0.32854756425786
PRICKLE4	1205.6665	3078.9005	1873.234	0.718602486552317	1.35258434710819
SPG7	0	1875.9078	1875.9078	1	8
TLR5	0	1877.2322	1877.2322	1	8
CYS1	363.0476	2244.3707	1881.3231	0.860763575986254	2.62808036304981
WHAMML2	1294.0869	3183.9779	1889.891	0.711016486407253	1.29889582230865
ELOVL3	822.4074	2722.8748	1900.4674	0.768027662226719	1.72720549657969
LOC100128239	703.111	2604.8598	1901.7488	0.787449453906909	1.88938135479396
ADIPOQ	0	1903.451	1903.451	1	8
EIF4A2	0	1903.451	1903.451	1	8
MIR1248	0	1903.451	1903.451	1	8
RFC4	0	1903.451	1903.451	1	8
SNORA4	0	1903.451	1903.451	1	8
SNORA63	0	1903.451	1903.451	1	8
SNORA81	0	1903.451	1903.451	1	8
SNORD2	0	1903.451	1903.451	1	8
LEF1	115.9154	2022.2244	1906.309	0.945786800283125	4.1247989433588
EIF4H	0	1908.2386	1908.2386	1	8
DPF2	0	1909.6253	1909.6253	1	8
