GENE	H3k27me3_28_DMSO_compare_TSS_SIGNAL	H3k27me3_28_DMSO_compare_DISTAL_SIGNAL
EFNA3	3266.601	59857.337499999994
EFNA4	0.0	56400.948999999986
EFNB3	2237.2000000000003	142571.9317
EFR3B	0.0	1426.0883999999999
EFS	0.0	1439.0502
EFTUD1	0.0	9169.0595
EFTUD2	0.0	52157.9653
EGFL7	5863.704	388420.88880000013
EGFL8	0.0	91974.42190000004
EGLN2	0.0	18470.3382
EGR1	962.8491999999999	4301.7641
EGR2	1104.2545	1648.1119
EGR3	2167.8062	56490.00340000001
EGR4	2748.6084	2942.4633999999996
EHD1	0.0	1024.98
EHD2	1794.4	44808.1249
EHD4	0.0	32976.773700000005
EHMT1	0.0	2142.4776
EHMT2	0.0	27603.2569
EID2	0.0	49157.7892
EID2B	0.0	49157.7892
EIF1	0.0	54715.326199999996
EIF1AD	0.0	629.64
EIF1B	0.0	2529.3144
EIF2B5	0.0	9722.450700000001
EIF3C	0.0	14785.136400000001
EIF3CL	0.0	14785.136400000001
EIF3D	0.0	92403.09069999997
EIF3G	0.0	17843.830600000005
EIF3K	0.0	8995.5449
EIF3L	0.0	16604.3915
EIF4A1	0.0	29142.978199999998
EIF4A2	0.0	1903.451
EIF4A3	0.0	139741.1938
EIF4B	0.0	5977.4637999999995
EIF4E1B	5077.2975	82029.68389999997
EIF4E2	0.0	11349.421300000002
EIF4EBP2	0.0	368.0635
EIF4G1	0.0	34425.6843
EIF4G3	44.776199999999996	1743.9855
EIF4H	0.0	1908.2386
EIF5A	0.0	66022.4629
EIF6	0.0	7070.8394
ELANE	3861.6704	118203.86359999998
ELAVL1	0.0	77912.5668
ELAVL3	252.9786	46992.1226
ELF3	0.0	505.3634
ELFN1	0.0	34463.647800000006
ELFN2	15773.8	757219.5234999997
ELK4	0.0	37651.3734
ELL	0.0	30477.596
ELL3	0.0	805.2118
ELMO2	0.0	66207.50929999999
ELMO3	0.0	2386.3896
ELN	693.594	46659.05460000002
ELOF1	0.0	14120.605899999999
ELOVL1	0.0	4228.0664
ELOVL3	822.4073999999999	2722.8748
ELSPBP1	0.0	16835.8715
EMD	0.0	176.67000000000002
EME1	0.0	12027.957299999998
EMID2	635.5254	110117.15600000006
EMILIN3	197.00740000000002	592.3706000000001
EML1	0.0	7044.1095
EML2	0.0	32090.953900000004
EML3	0.0	50.7011
EMP3	0.0	77222.9204
EMR1	0.0	7840.5909999999985
EMR2	0.0	639.9094
EMR3	0.0	1134.8973
EMR4P	460.18	56087.18050000002
EMX1	1167.8744	10841.2241
EN1	138.95860000000002	1099.0557
EN2	0.0	143730.20030000008
ENAH	522.1115	0.0
ENG	173.0995	1089.2544
ENGASE	249.1848	456207.2902
ENHO	187.7421	107278.34469999996
ENO1	0.0	307.36
ENO2	0.0	13741.4413
ENPP7	0.0	351635.6196
ENSA	0.0	1132.0807
ENTPD2	4742.524799999999	174182.62849999993
ENTPD3	0.0	2529.3144
ENTPD8	245.3364	75807.58389999998
EP400NL	0.0	109.5993
EPB41	0.0	13602.4032
EPB41L1	0.0	781.26
EPB41L4B	338.9682	0.0
EPB49	953.6159	70348.0492
EPHA1	387.7056	1699.711
EPHA10	2323.4058	3437.3535999999995
EPHA2	2377.1268	202485.81719999996
EPHA4	27.434800000000003	351.1893
EPHA8	2275.7639999999997	187030.49499999994
EPHB1	400.05699999999996	558.714
EPHB2	1279.1141000000002	270897.4229999999
EPHB3	10060.0	154317.7947
EPHB4	5011.5923999999995	156093.91539999997
EPHB6	1157.058	20755.119599999998
EPHX3	0.0	61493.936899999986
EPM2AIP1	0.0	58.976
EPN1	0.0	31630.2023
EPN2	907.8986	100695.43389999999
EPN3	4867.200000000001	174215.15130000003
EPO	11007.0	262924.2447999999
EPOR	1327.0725	96266.69569999997
EPPK1	6785.599999999999	101937.4547
EPR1	0.0	49789.74890000001
EPS8L1	533.7357	77461.27680000002
EPS8L2	1128.3459	30368.051999999996
EPX	0.0	24761.152400000006
EPYC	0.0	1340.2918
ERBB2	0.0	29914.43159999999
ERBB3	530.4523999999999	407.2863
ERCC1	0.0	37910.04819999998
ERCC2	0.0	39337.65129999999
ERCC6	0.0	429.2568
ERCC6L	0.0	337.467
ERF	0.0	16932.1139
ERG	0.0	283.815
ERGIC3	0.0	992.9649000000001
ERI3	0.0	2652.9669
ERICH1	150.5994	5964.768300000002
ERLIN2	0.0	4122.4206
ERRFI1	0.0	606.2459
ESAM	0.0	9735.3958
ESPL1	0.0	760.6445000000001
ESPN	5848.0	182573.6033
ESPNP	0.0	165778.27730000005
ESRRA	0.0	40150.521400000005
ESRRG	0.0	177.8218
ESYT1	0.0	407.2863
ETF1	0.0	4301.7641
ETHE1	0.0	4061.2844
ETNK2	2355.7035	9370.3982
ETS1	0.0	438.41749999999996
ETS2	0.0	12443.9444
ETV2	0.0	44808.094299999975
ETV3	0.0	1254.6688
ETV3L	0.0	1254.6688
ETV4	2280.7816	54528.33600000001
EVI2A	0.0	0.0
EVI2B	0.0	0.0
EVI5L	0.0	140063.3772
EVL	0.0	420.65119999999996
EVPL	0.0	16809.264499999997
EVPLL	0.0	13839.9806
EVX1	0.0	22799.618300000002
EVX2	0.0	53.2968
EWSR1	0.0	12606.291899999998
EXD3	1156.6956	84918.74260000003
EXOC3	0.0	61354.03019999998
EXOC3L	0.0	2386.3896
EXOC3L2	1964.9732000000001	72427.0404
EXOC6B	0.0	10841.2241
EXOC7	0.0	23494.307699999998
EXOSC1	0.0	492.552
EXOSC10	0.0	5373.8195
EXOSC2	0.0	33969.34530000001
EXOSC4	0.0	50597.759200000015
EXTL1	0.0	20149.1199
EZH1	0.0	14510.423999999999
F10	4511.136	127467.13759999996
F12	0.0	37777.6118
F2R	148.4856	298.4256
F2RL2	0.0	298.4256
F2RL3	0.0	9118.8437
F7	31.155299999999997	152957.3296
FAAH	0.0	39367.6206
FABP3	0.0	582.3084
FADD	0.0	295819.21479999996
FADS1	0.0	210115.4383
FADS2	1972.0452	213544.0383
FADS3	0.0	65486.97540000003
FADS6	2319.6	134357.88659999997
FAF2	0.0	0.0
FAHD1	0.0	37158.019199999995
FAHD2A	0.0	141.2668
FAIM2	1634.2759999999998	34520.99199999999
FAM100A	0.0	13115.520400000001
FAM101B	0.0	18297.494099999996
FAM102A	0.0	0.0
FAM104A	0.0	3048.8448999999996
FAM106A	0.0	11428.739500000001
FAM106C	0.0	21977.153899999998
FAM108A1	0.0	64325.7734
FAM109B	0.0	1756.8407000000002
FAM110A	0.0	253.83920000000003
FAM113A	0.0	27950.723900000005
FAM116B	0.0	684.7266
FAM117A	0.0	15090.5272
FAM118A	0.0	5060.6756000000005
FAM119B	0.0	2531.2868
FAM120B	0.0	1139.0439000000001
FAM125A	0.0	54189.87169999998
FAM129C	517.076	122389.45249999998
FAM131A	0.0	31585.652399999995
FAM131B	809.3942	1699.711
FAM131C	839.6111999999999	302572.99860000005
FAM132A	3397.6000000000004	140974.43289999999
FAM133B	0.0	98.3235
FAM138A	590.5712	4813.9967
FAM138B	628.7257999999999	2858.9152
FAM138C	1947.9548	4363.524200000001
FAM138D	2326.0	49568.66920000002
FAM138E	2329.578	2913.0114000000003
FAM150B	0.0	967.3584000000001
FAM151A	0.0	349.002
FAM153C	0.0	3910.8147000000004
FAM154B	0.0	9169.0595
FAM157A	0.0	9836.5123
FAM157B	0.0	20027.9939
FAM160A1	631.0350000000001	253.21620000000001
FAM160B2	0.0	75647.02599999998
FAM163B	13925.8	565977.7513000002
FAM166A	0.0	83664.97970000003
FAM167A	714.24	525.8736
FAM171A2	210.0196	47954.101899999994
FAM173A	0.0	154511.16780000002
FAM178A	0.0	47495.877499999995
FAM178B	0.0	11252.9654
FAM182B	0.0	4200.7087
FAM185A	0.0	1779.5983999999999
FAM186B	0.0	12969.122500000001
FAM187B	0.0	23800.471300000012
FAM189B	0.0	23817.003600000004
FAM18A	0.0	1352.692
FAM192A	0.0	647.98
FAM193B	0.0	23180.324999999997
FAM195A	0.0	66375.94329999998
FAM195B	0.0	26914.076000000005
FAM19A3	0.0	538.3894
FAM19A5	0.0	260.7275
FAM27A	0.0	1176.1415
FAM27B	0.0	333.9364
FAM27C	0.0	8215.4716
FAM32A	0.0	3225.2870000000003
FAM35B	0.0	4000.3694
FAM38A	0.0	8096.5769
FAM3B	0.0	1034.8938
FAM40A	0.0	486.528
FAM41C	0.0	64176.988600000004
FAM43A	1005.0767999999999	1745.968
FAM43B	6332.0	69138.46950000002
FAM46B	888.9895	6258.237899999999
FAM50B	0.0	1453.4344
FAM53A	683.6759999999999	81739.7868
FAM54B	0.0	0.0
FAM57A	0.0	54819.21999999999
FAM57B	10117.6	42267.85219999999
FAM58A	0.0	108487.60059999998
FAM59B	461.1828	2897.9321999999997
FAM63A	0.0	22.630100000000002
FAM64A	0.0	39939.9491
FAM65A	0.0	1956.5343999999998
FAM65B	779.7509	1204.8943
FAM65C	0.0	4040.9739
FAM66A	0.0	3520.1214000000004
FAM66B	0.0	16726.1361
FAM66C	0.0	1072.9677
FAM66D	0.0	3212.184
FAM66E	0.0	40529.037800000006
FAM69B	4888.173	316779.0992
FAM70B	0.0	3419.7639
FAM71A	0.0	965.0892
FAM71E1	0.0	151716.11620000008
FAM71E2	3144.6152	60076.34779999999
FAM71F1	0.0	1188.5972
FAM73B	0.0	3551.9368000000004
FAM76A	0.0	462.308
FAM78A	0.0	8433.2181
FAM78B	426.375	274.4026
FAM7A3	0.0	8576.6544
FAM81A	0.0	0.0
FAM83C	4423.2	7070.8394
FAM83E	0.0	153638.90289999996
FAM83F	0.0	4262.065
FAM83G	0.0	45641.74700000001
FAM83H	0.0	103020.62030000001
FAM86A	0.0	37099.8389
FAM86B1	0.0	2741.5198
FAM86B2	0.0	3520.1214000000004
FAM90A1	0.0	1072.9677
FAM90A10	751.3379	26798.1756
FAM90A14	1403.7917000000002	16726.1361
FAM90A19	506.6394	26798.1756
FAM90A20	880.8174	16726.1361
FAM90A25P	0.0	3520.1214000000004
FAM90A5	1239.6289	16726.1361
FAM90A7	2440.898	26177.367799999996
FAM90A8	913.8723	26798.1756
FAM90A9	1712.3652000000002	26798.1756
FAM92A3	0.0	190.2399
FAM92B	0.0	20598.579299999998
FAM96B	0.0	17637.2106
FAM98C	0.0	46639.23450000002
FAM99A	10122.045	247486.78739999997
FAM99B	2318.6691	265317.01910000003
FANCE	0.0	4902.790599999999
FARSA	0.0	91157.6269
FAS	0.0	607.0049
FAS-AS1	0.0	607.0049
FASLG	0.0	5260.7418
FASTK	0.0	72586.56650000002
FASTKD5	0.0	10734.878400000001
FBF1	0.0	12821.003499999997
FBLIM1	2741.6382000000003	5702.346599999999
FBLN1	1232.9807999999998	210147.09029999995
FBLN2	6049.0954	160105.43979999996
FBN3	3249.2000000000003	165061.58480000013
FBP1	425.5251	0.0
FBP2	0.0	0.0
FBRSL1	0.0	498.7164
FBXL12	0.0	11189.331999999999
FBXL15	0.0	58065.823599999996
FBXL16	2749.8722000000002	110524.20979999998
FBXL18	0.0	83858.71909999999
FBXL19	0.0	32816.617099999996
FBXL6	0.0	12087.246499999997
FBXL8	0.0	2386.3896
FBXO10	0.0	0.0
FBXO17	750.3048	12141.915999999997
FBXO18	0.0	104.416
FBXO2	0.0	103459.88600000001
FBXO24	1147.5935	95292.7074
FBXO25	0.0	2032.2024999999999
FBXO27	863.97	25252.368700000003
FBXO3	0.0	324.3558
FBXO39	0.0	6464.063
FBXO41	0.0	2942.4633999999996
FBXO42	0.0	15473.1736
FBXO44	0.0	103459.88600000001
FBXO46	0.0	21123.43
FBXO6	0.0	104489.38160000002
FBXW12	0.0	7794.959699999999
FBXW4	0.0	6747.3727
FBXW5	0.0	114921.45759999997
FBXW8	0.0	1175.2988999999998
FBXW9	0.0	8324.9336
FCAR	0.0	11811.688499999998
FCER1G	0.0	0.0
FCER2	3946.2275	220008.10630000022
FCGR1A	0.0	507.5609
FCGR1C	0.0	4469.2142
FCGR2A	0.0	37972.893
FCGR2C	0.0	3239.0117999999998
FCGR3A	0.0	29773.9202
FCGRT	3870.5067000000004	109922.7129
FCHO1	0.0	78722.10139999997
FCN1	511.6984	164074.03009999986
FCN2	3659.0562	270759.7960000001
FCN3	0.0	6661.883499999999
FCRL3	0.0	8305.6715
FCRL4	1443.5694	12163.154199999997
FCRL5	0.0	10991.828099999999
FDFT1	0.0	6341.2191
FDPSL2A	0.0	104.48570000000001
FDX1L	0.0	5211.383500000001
FDXR	0.0	109294.27369999998
FEM1A	0.0	123123.96769999996
FEM1C	0.0	326.592
FEN1	0.0	248999.92959999992
FER1L4	0.0	992.9649000000001
FERMT3	0.0	8488.6227
FES	0.0	573.5912999999999
FEV	4495.2	79736.6985
FEZ1	0.0	222.2358
FFAR1	1851.3999999999999	77448.34009999997
FFAR2	1435.4384	107697.00899999998
FFAR3	1089.2083	77448.34009999997
FGD5	4205.5104	11351.414400000001
FGF11	8016.0	64567.08069999999
FGF17	5568.6	36107.8354
FGF19	5793.599999999999	70836.31929999999
FGF21	1198.3404	136217.99039999995
FGF22	297.6126	398092.2996
FGF3	430.77419999999995	149047.90699999998
FGF4	1231.607	126669.30010000007
FGF8	2259.5232	7180.5109
FGFR3	1836.138	105179.11020000001
FGFR4	2018.72	11207.278199999999
FGFRL1	0.0	733.3599
FGR	1017.1469	462.308
FHAD1	0.0	364.6956
FHL3	289.9005	2034.5267000000001
FHOD1	0.0	2386.3896
FIBCD1	8293.6	382939.51690000005
FIBP	0.0	6976.2769
FIGNL2	786.5135	53569.1808
FIS1	0.0	142519.04009999993
FIZ1	0.0	72079.89520000003
FKBP10	0.0	13006.312200000002
FKBP11	0.0	22466.3721
FKBP1A	0.0	155.9525
FKBP1B	419.4648	0.0
FKBP2	0.0	8488.6227
FKBP5	0.0	364.1307
FKBP6	0.0	111.7622
FKBP8	0.0	29165.838699999997
FKBPL	0.0	200532.60609999992
FKRP	0.0	10175.779700000001
FKSG29	0.0	14499.278400000001
FLAD1	0.0	14903.465699999999
FLG2	0.0	1510.5223999999998
FLI1	0.0	438.41749999999996
FLJ12825	0.0	204162.6528999999
FLJ14107	0.0	50445.964199999995
FLJ16341	1022.3972	171.47199999999998
FLJ16779	5799.3126999999995	424377.53700000007
FLJ22184	540.3114	104088.48840000002
FLJ23867	0.0	10835.577800000001
FLJ25328	1194.9696	30897.230699999996
FLJ25758	73.644	55893.466300000015
FLJ26850	0.0	72310.0122
FLJ30679	0.0	6741.768399999999
FLJ32063	0.0	1408.2816
FLJ33065	0.0	2529.3144
FLJ34208	0.0	6595.786
FLJ35220	906.6735	174396.08879999997
FLJ35390	0.0	1933.426
FLJ35776	0.0	3727.8718
FLJ36777	946.2787000000001	105241.76370000007
FLJ37201	0.0	2688.2006
FLJ37453	0.0	5702.346599999999
FLJ39582	0.0	45860.579799999985
FLJ39609	2861.6000000000004	113289.4898
FLJ39639	0.0	39386.70410000001
FLJ40194	0.0	24601.107699999997
FLJ40434	0.0	3473.1898
FLJ41350	3524.2904000000003	54811.76280000001
FLJ42351	0.0	18578.821200000002
FLJ42627	0.0	7988.0294
FLJ42875	2702.3343999999997	395355.6015000005
FLJ43681	0.0	105311.06950000001
FLJ43826	0.0	3511.105
FLJ43860	2936.4	139741.04170000003
FLJ45079	4302.4	189538.21189999997
FLJ45445	0.0	31744.276700000002
FLJ45983	0.0	2001.384
FLJ46111	0.0	0.0
FLJ90757	2658.6656000000003	198484.90099999998
FLNA	0.0	176.67000000000002
FLNB	0.0	1674.707
FLNC	2936.4	41859.181
FLOT1	0.0	267.228
FLOT2	0.0	645.7244000000001
FLRT1	0.0	8153.696
FLT3LG	0.0	123992.75480000001
FLT4	0.0	34475.090099999994
FLYWCH1	0.0	222149.0735999999
FLYWCH2	0.0	191789.73349999997
FMNL1	0.0	899.2098000000001
FMOD	0.0	1306.5102
FNBP1	16.063200000000002	1999.3401999999999
FNDC1	0.0	4468.3954
FNDC5	1771.8048	3333.7702
FOLR1	0.0	6354.633
FOLR2	0.0	6354.633
FOSB	0.0	12231.3598
FOSL1	510.5564	1347.9761999999998
FOXA3	8607.8037	81471.25909999998
FOXC1	0.0	3715.6384
FOXC2	0.0	6741.768399999999
FOXD4	0.0	4363.524200000001
FOXD4L1	0.0	2858.9152
FOXD4L2	0.0	689.7606000000001
FOXE1	0.0	638.9404999999999
FOXF1	0.0	6741.768399999999
FOXF2	0.0	8443.5722
FOXH1	728.8889999999999	21958.828499999996
FOXJ1	2002.6512	11156.714
FOXJ2	0.0	879.3014999999999
FOXL1	0.0	6741.768399999999
FOXL2	0.0	2642.189
FOXN1	7604.8	106238.9037
FOXN4	0.0	3411.4402
FOXO3B	0.0	336.3189
FOXP4	0.0	36743.403399999996
FOXQ1	0.0	8443.5722
FOXRED2	0.0	83330.74729999996
FOXS1	2188.92	85080.93560000003
FPGS	0.0	9286.2744
FRAS1	465.732	0.0
FRG2	0.0	919.2252
FRG2B	290.29	1534.3948
FRMD8	0.0	1016.4639999999999
FRMPD1	587.4325	0.0
FRS3	1205.6665	3138.2843
FSCN1	9579.599999999999	50848.1569
FSCN2	6648.0	501807.1669999999
FSD1	1615.3328	127634.8493
FSTL3	2507.559	386393.0569
FTCD	1472.3039999999999	137623.81269999998
FTH1	0.0	65061.24740000004
FTL	0.0	79198.75510000001
FTSJ3	0.0	3434.3738
FUBP3	0.0	111242.56229999999
FUCA1	0.0	968.9537
FURIN	0.0	573.5912999999999
FUS	0.0	10675.8525
FUT1	1537.5534	136381.21939999997
FUT2	9548.0	159937.87939999995
FUT3	3082.3999999999996	115985.76130000006
FUT5	2502.456	99719.35910000006
FUT6	1104.39	133028.39430000004
FUT7	4170.0	155492.42419999992
FUZ	0.0	11813.0402
FXC1	0.0	1118.0069
FXR2	0.0	63089.5565
FXYD1	2074.0788000000002	53550.30930000002
FXYD2	3803.6	39051.581999999995
FXYD3	1603.8	61456.87910000002
FXYD5	0.0	43050.03929999999
FXYD6	4729.2025	38885.201
FXYD7	2774.0498	48374.9633
FYTTD1	0.0	7160.246599999999
FZD2	0.0	6097.838
FZD9	0.0	111.7622
FZR1	0.0	178127.84920000008
G6PC3	0.0	2050.4919
GAA	901.3144	205519.34219999996
GABARAP	0.0	115425.77930000001
GABPB2	0.0	5305.0151
GABRD	4530.7472	440209.2902999998
GAD1	349.6911	4713.2671
GADD45B	0.0	9882.7012
GADD45G	1050.5239	382.641
GADD45GIP1	0.0	64998.5041
GAL	2517.6558000000005	25586.986999999997
GAL3ST1	0.0	32839.65700000001
GAL3ST2	0.0	23643.30879999999
GAL3ST3	0.0	629.64
GAL3ST4	5763.6	24263.090399999997
GALE	0.0	968.9537
GALK1	0.0	1822.5138000000002
GALNS	0.0	8096.5769
GALNT11	0.0	690.5
GALNT9	0.0	737.4161
GALNTL5	0.0	5827.0365
GALP	4400.400000000001	9129.865399999999
GALR2	1733.9252999999999	23494.307699999998
GALR3	3532.7999999999997	19808.0027
GALT	0.0	113370.96689999998
GAMT	707.1921	431500.92480000004
GANAB	0.0	50.7011
GAPDHS	2458.0	122871.60769999998
GAS2L1	0.0	12606.291899999998
GAS2L2	0.0	7901.3189999999995
GAS6	0.0	1052.5763
GAS7	0.0	6910.8438
GAS8	0.0	10778.7445
GAST	0.0	48314.24409999999
GATA2	6984.111199999999	116327.85270000002
GATA3	0.0	2001.384
GATA4	1717.5830999999998	10396.6026
GATA5	2792.0	238464.50079999992
GATAD1	0.0	98.3235
GATC	0.0	2044.7208
GATS	0.0	12558.0851
GATSL3	0.0	34257.48479999999
GBA	0.0	29860.098800000003
GBAP1	0.0	60716.534599999984
GBF1	0.0	2722.8748
GBGT1	1374.7397	163932.43170000002
GBX1	3224.8	102543.73950000001
GCAT	4808.2392	19808.0027
GCDH	0.0	46128.66600000001
GCGR	2500.4	26914.076000000005
GCH1	0.0	210.893
GCK	0.0	50852.872300000025
GCLC	0.0	2767.3671
GCM2	0.0	2641.1519
GCNT2	0.0	475.5892
GDAP1L1	0.0	0.0
GDF1	3405.3876	68984.0108
GDF10	0.0	3417.3768
GDF11	0.0	172.9154
GDF15	3393.5239999999994	46671.096499999985
GDF2	0.0	3417.3768
GDF6	1535.1004	6786.546
GDF7	2723.1286	3171.1447000000003
GDI2	0.0	104.416
GDPD2	0.0	0.0
GDPD3	0.0	37035.3338
GDPD5	1659.0543999999998	34564.726200000005
GEMIN4	0.0	89679.57279999998
GEMIN7	0.0	17090.738
GET4	0.0	55432.06140000001
GFAP	4710.0685	52481.93060000001
GFER	1807.9705999999999	64246.5851
GFI1B	4970.9694	106196.42489999995
GFPT1	0.0	980.0169999999999
GFPT2	0.0	2708.989
GFRA2	0.0	2603.4903
GFRA4	1468.467	22515.0314
GGA1	0.0	99818.61979999999
GGN	744.4645	41992.623800000016
GGNBP1	0.0	961.2024
GGNBP2	0.0	40518.1504
GGT1	0.0	2329.5824000000002
GGT3P	0.0	64164.63730000001
GGT5	1138.297	6404.693499999999
GGT6	0.0	92897.26649999998
GGT8P	0.0	1782.6363999999999
GGTA1	2618.622	1779.0945000000002
GGTLC2	0.0	2281.656
GH1	0.0	3997.7617999999998
GH2	2500.106	3574.2023
GHDC	0.0	1185.2118
GHRL	0.0	15695.5841
GHRLOS	0.0	15695.5841
GIGYF1	0.0	219720.47470000005
GIMAP1	0.0	0.0
GIMAP5	0.0	0.0
GINS2	0.0	797.4882
GINS3	0.0	594.1052
GIP	4416.1178	57734.2706
GIPC1	0.0	11369.6468
GIPC3	6360.0	60345.5508
GIPR	892.0314000000001	44429.4844
GIT1	0.0	1139.2535
GJA3	289.3638	0.0
GJA4	418.95759999999996	1035.8749
GJB2	0.0	0.0
GJB3	1029.3958	1035.8749
GJB4	278.625	1035.8749
GJB5	0.0	1035.8749
GJB6	0.0	0.0
GJC1	0.0	24617.631299999997
GJC2	0.0	3886.5433
GJC3	1638.7756	2119.2927
GJD3	0.0	14853.6468
GLB1L	0.0	17647.867299999998
GLB1L2	0.0	2586.9712
GLB1L3	0.0	2586.9712
GLE1	0.0	3830.6462
GLI1	601.8048	3667.9832
GLI4	0.0	30164.708300000002
GLIS2	1526.4	25233.853899999995
GLOD4	0.0	124927.33549999994
GLP2R	0.0	637.2054
GLT25D1	0.0	127818.77930000005
GLT6D1	0.0	235551.3157
GLTPD1	0.0	58818.5884
GLTPD2	0.0	845.1565
GLTSCR1	0.0	18459.744199999997
GLTSCR2	0.0	56467.9085
GLYR1	0.0	22732.256299999997
GMCL1L	0.0	6114.7232
GMEB2	0.0	36183.17339999999
GMFG	0.0	20283.768799999998
GMIP	0.0	136.3425
GML	0.0	70307.45910000001
GMPPA	336.332	202627.9714
GMPPB	0.0	8113.5962
GNA11	735.3945	152924.61009999993
GNA15	3770.7641999999996	156004.96679999997
GNAI2	0.0	161450.29290000006
GNAS	1615.1772	59055.23939999999
GNAS-AS	0.0	59055.23939999999
GNAT1	8519.0	162036.06680000006
GNB1	0.0	144834.64350000003
GNB1L	0.0	328612.52619999996
GNB2	0.0	209578.4525
GNB2L1	0.0	2609.9491
GNB3	0.0	14063.9855
GNG13	1895.5259999999998	273092.7894000002
GNG4	341.7357	444.29900000000004
GNG7	0.0	13469.5492
GNG8	1885.1126	86085.9717
GNGT2	4276.65	24601.107699999997
GNL1	0.0	63651.902599999994
GNL2	0.0	7091.4968
GNLY	0.0	2592.7362
GNPTG	0.0	129861.0676
GNRH2	0.0	3773.0923000000003
GNRHR2	0.0	11269.952400000002
GOLGA2	0.0	53799.442999999985
GOLGA6A	0.0	45542.732100000016
GOLGA6B	0.0	17728.2353
GOLGA6C	0.0	57555.3661
GOLGA6D	0.0	57555.3661
GOLGA6L10	0.0	9169.0595
GOLGA6L5	0.0	512.676
GOLGA7B	12.888	24066.65520000001
GOLGA8IP	0.0	3967.1099000000004
GOLT1A	0.0	8611.583
GOSR1	0.0	4419.4872
GOSR2	0.0	925.7085999999999
GP1BB	5548.799999999999	399502.0399999999
GP5	1291.3506	14596.7881
GP6	0.0	53139.9395
GP9	0.0	2218.7219999999998
GPAA1	0.0	50597.759200000015
GPANK1	0.0	7609.3712
GPAT2	0.0	15868.0465
GPATCH3	0.0	5312.0108
GPATCH4	0.0	116922.09559999999
GPATCH8	0.0	6097.838
GPC1	0.0	3555.1458
GPC2	615.4461	24263.090399999997
GPD1	0.0	1560.6647
GPER	0.0	22678.2794
GPHA2	0.0	1368.7908
GPIHBP1	0.0	58387.65379999998
GPN2	0.0	2497.3116
GPR107	0.0	3560.0177999999996
GPR108	0.0	49064.9987
GPR123	0.0	77844.81239999998
GPR124	756.0937	4647.5085
GPR132	0.0	27792.546000000006
GPR137	0.0	23779.859
GPR137B	426.7224	4020.563
GPR142	144.4806	219420.02160000007
GPR143	0.0	5392.885
GPR144	1083.4950999999999	62388.18979999999
GPR146	0.0	24017.7307
GPR150	533.218	103.935
GPR152	0.0	23184.9997
GPR153	1178.4592	51610.7918
GPR157	415.3062	35955.8754
GPR161	487.7961	31.4321
GPR162	2245.3266	14063.9855
GPR17	356.4114	68682.20379999999
GPR172A	0.0	12087.246499999997
GPR172B	0.0	1954.8117
GPR179	0.0	14995.508800000001
GPR20	9190.3194	338314.5942999999
GPR3	0.0	6661.883499999999
GPR32	106.82619999999999	33393.46559999998
GPR35	0.0	41622.26779999999
GPR37L1	1026.4226	46125.20460000001
GPR4	2730.2976	31836.984700000005
GPR44	0.0	7839.967499999999
GPR62	849.535	6179.973299999999
GPR77	0.0	92792.8654
GPR78	0.0	206606.50569999992
GPR84	520.5724	16594.74
GPR89B	0.0	2136.0724
GPR89C	0.0	5676.9384
GPRC5B	99.96000000000001	344.4441
GPRC5C	4351.393	205357.96000000008
GPRIN1	0.0	56266.275099999984
GPRIN2	0.0	9044.3853
GPS1	0.0	34970.2625
GPS2	0.0	65749.7737
GPSM1	3785.1824	196077.1489
GPSM3	0.0	24069.508100000006
GPT	0.0	23574.697699999997
GPX4	0.0	7958.7018
GRAMD1A	0.0	41241.7175
GRAMD1B	0.0	412.9682
GRAMD4	0.0	18869.413599999996
GRAP	0.0	69385.01060000001
GRAPL	0.0	162781.57039999997
GRASP	6720.0	23924.6639
GRB7	0.0	3134.7992000000004
GRHPR	0.0	9622.6204
GRID1	1764.2281	1697.8745
GRID2IP	0.0	3105.57
GRIK3	2729.03	21405.803499999998
GRIK5	1265.1808	118687.29140000003
GRIN1	2018.576	104441.60539999997
GRIN2A	1381.2188999999998	67.9644
GRIN2C	2687.2503	103470.65849999998
GRIN2D	2919.7999999999997	64692.5741
GRIN3B	5290.4	26884.642799999998
GRINA	0.0	113714.2887
GRIP2	564.4145	37757.7693
GRK1	0.0	498.0842
GRK6	0.0	37777.6118
GRLF1	0.0	2609.5256
GRM4	1248.6915999999999	239889.41139999998
GRM8	1126.5093	882.9674
GRN	0.0	50874.37479999999
GRPEL1	0.0	93091.02670000002
GRRP1	0.0	7011.4404
GRTP1	1064.1259	64350.58999999999
GRWD1	0.0	60204.28980000001
GSC2	835.0344	11207.1548
GSDMA	0.0	5205.4196
GSDMD	0.0	2123.7634
GSG1L	1789.9377	20398.114599999997
GSG2	0.0	191.514
GSK3A	0.0	27379.2123
GSTK1	0.0	1699.711
GSTP1	0.0	39476.84669999999
GSTT1	0.0	915.6071
GSTT2	1171.7028	915.6071
GSTT2B	674.1	915.6071
GSTTP1	0.0	915.6071
GSTTP2	0.0	654.6655
GSTZ1	0.0	0.0
GSX2	1521.3085	228.9328
GTF2F1	0.0	37010.81330000001
GTF2H2B	0.0	376.855
GTF2H4	0.0	22060.2813
GTF2IRD1	0.0	5306.499
GTF2IRD2P1	0.0	111.7622
GTF3C2	0.0	14576.578200000002
GTF3C4	0.0	57947.2822
GTF3C5	0.0	121238.26849999995
GTPBP1	0.0	7591.111900000001
