#LP-1 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/LP-1.H3K27ac_ROSE/LP-1_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by LP.1.jin.bam
#Using cutoff of 8115.7302 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isStretch
3_MACS_peak_10668_lociStitched	chr16	10910927	10917189	3	6163	7271.4344	304	1
2_MACS_peak_29888_lociStitched	chr8	103816777	103823090	2	6162	15340.59	305	1
4_MACS_peak_7287_lociStitched	chr12	121565819	121572498	4	6159	8937.8378	306	1
2_MACS_peak_25752_lociStitched	chr6	30649935	30656091	2	6146	8824.626	307	1
3_MACS_peak_2307_lociStitched	chr1	194796344	194802832	3	6140	16232.976	308	1
6_MACS_peak_9645_lociStitched	chr15	52753207	52760112	6	6117	9870.6975	309	1
6_MACS_peak_16317_lociStitched	chr2	45664598	45671541	6	6110	8430.1906	310	1
2_MACS_peak_17964_lociStitched	chr2	231755040	231761143	2	6103	9210.6476	311	1
3_MACS_peak_8983_lociStitched	chr14	94474531	94481406	3	6099	9097.6875	312	1
4_MACS_peak_23778_lociStitched	chr5	32206000	32212951	4	6081	10742.7705	313	1
4_MACS_peak_18686_lociStitched	chr20	37499142	37505382	4	6076	12888.096	314	1
9_MACS_peak_17504_lociStitched	chr2	185304050	185311714	9	6075	5938.0672	315	1
2_MACS_peak_29502_lociStitched	chr8	67415895	67422396	2	6072	11399.5035	316	1
2_MACS_peak_11761_lociStitched	chr17	396641	402890	2	6045	11128.8441	317	1
4_MACS_peak_16275_lociStitched	chr2	42327820	42334216	4	6045	10710.102	318	1
5_MACS_peak_25758_lociStitched	chr6	30683659	30690351	5	6042	11099.3512	319	1
2_MACS_peak_4261_lociStitched	chr10	125862011	125868265	2	6036	9860.6818	320	1
5_MACS_peak_6311_lociStitched	chr12	40009701	40016869	5	6031	8855.3472	321	1
4_MACS_peak_7065_lociStitched	chr12	108958166	108964586	4	6027	8290.146	322	1
2_MACS_peak_18997_lociStitched	chr20	55964077	55970148	2	6025	12594.8966	323	1
3_MACS_peak_13544_lociStitched	chr18	3446524	3452709	3	6021	13216.108	324	1
2_MACS_peak_1758_lociStitched	chr1	156094747	156100767	2	6020	9176.286	325	1
2_MACS_peak_1792_lociStitched	chr1	156716489	156722583	2	6020	16470.2538	326	1
3_MACS_peak_17814_lociStitched	chr2	216945517	216951982	3	5996	9486.0945	327	1
4_MACS_peak_25681_lociStitched	chr6	27857652	27863892	4	5985	13846.56	328	1
6_MACS_peak_16851_lociStitched	chr2	87782089	87788966	6	5983	8021.3328	329	1
2_MACS_peak_10063_lociStitched	chr15	75491150	75497177	2	5981	15201.2994	330	1
2_MACS_peak_4977_lociStitched	chr11	62309574	62315619	2	5979	11185.668	331	1
9_MACS_peak_27872_lociStitched	chr7	78120800	78128487	9	5977	7388.7444	332	1
5_MACS_peak_28813_lociStitched	chr7	158840809	158846920	5	5966	9077.2794	333	1
4_MACS_peak_19122_lociStitched	chr20	62357738	62363983	4	5964	11877.99	334	1
4_MACS_peak_23538_lociStitched	chr4	186260559	186267246	4	5964	8108.6562	335	1
3_MACS_peak_11683_lociStitched	chr16	89179569	89185771	3	5957	8458.2876	336	1
1_MACS_peak_16364_lociStitched	chr2	47208409	47214364	1	5956	11134.659	337	1
1_MACS_peak_13302_lociStitched	chr17	75365334	75371289	1	5956	12754.419	338	1
2_MACS_peak_5913_lociStitched	chr11	132225345	132231470	2	5948	9362.0625	339	1
2_MACS_peak_22740_lociStitched	chr4	77116612	77122591	2	5947	8725.7526	340	1
1_MACS_peak_4260_lociStitched	chr10	125850107	125856047	1	5941	13894.848	341	1
6_MACS_peak_27736_lociStitched	chr7	72531780	72538689	6	5936	6519.3324	342	1
4_MACS_peak_345_lociStitched	chr1	24513139	24519365	4	5918	8353.4242	343	1
3_MACS_peak_22109_lociStitched	chr3	196356200	196362190	3	5915	12458.002	344	1
1_MACS_peak_1553_lociStitched	chr1	149829156	149835065	1	5910	15548.3517	345	1
4_MACS_peak_18557_lociStitched	chr20	32363492	32369761	4	5907	8537.1242	346	1
6_MACS_peak_9932_lociStitched	chr15	68516566	68523340	6	5907	8969.4534	347	1
2_MACS_peak_9329_lociStitched	chr15	31635829	31642173	2	5906	9607.988	348	1
2_MACS_peak_30249_lociStitched	chr8	134579902	134585938	2	5899	12039.4056	349	1
6_MACS_peak_15991_lociStitched	chr2	11636973	11643353	6	5892	8555.58	350	1
5_MACS_peak_24867_lociStitched	chr5	149788642	149794966	5	5890	10108.2816	351	1
1_MACS_peak_2396_lociStitched	chr1	200858935	200864790	1	5856	15610.0155	352	1
5_MACS_peak_20881_lociStitched	chr3	52738169	52744749	5	5854	8217.104	353	1
3_MACS_peak_13826_lociStitched	chr18	42290427	42296277	3	5848	6608.16	354	1
5_MACS_peak_13354_lociStitched	chr17	76741059	76747481	5	5836	6635.2104	355	1
2_MACS_peak_1668_lociStitched	chr1	154296576	154302485	2	5825	18545.9874	356	1
7_MACS_peak_16970_lociStitched	chr2	99094606	99101708	7	5815	6093.516	357	1
4_MACS_peak_1767_lociStitched	chr1	156194504	156200548	4	5804	11307.7196	358	1
6_MACS_peak_1272_lociStitched	chr1	111173575	111180327	6	5802	5793.216	359	1
5_MACS_peak_5764_lociStitched	chr11	120206154	120212394	5	5799	9260.16	360	1
2_MACS_peak_31665_lociStitched	chr9	134549549	134555456	2	5789	7401.471	361	1
2_MACS_peak_30203_lociStitched	chr8	129003384	129009361	2	5776	11227.1968	362	1
9_MACS_peak_11830_lociStitched	chr17	2390686	2397558	9	5767	5955.9624	363	1
4_MACS_peak_12114_lociStitched	chr17	17738510	17744615	4	5761	10377.279	364	1
4_MACS_peak_5375_lociStitched	chr11	73689534	73695823	4	5756	8776.9284	365	1
4_MACS_peak_11570_lociStitched	chr16	81747485	81753421	4	5748	8103.8272	366	1
5_MACS_peak_6890_lociStitched	chr12	95208593	95214824	5	5745	8720.9076	367	1
2_MACS_peak_18097_lociStitched	chr2	239166356	239172274	2	5744	7114.0278	368	1
3_MACS_peak_25434_lociStitched	chr6	13272283	13278504	3	5727	7348.8673	369	1
1_MACS_peak_1842_lociStitched	chr1	160708075	160713789	1	5715	9240.1094	370	1
2_MACS_peak_23481_lociStitched	chr4	185301763	185307659	2	5708	10154.0912	371	1
5_MACS_peak_32741_lociStitched	chrX	153233715	153239684	5	5696	9436.989	372	1
2_MACS_peak_14246_lociStitched	chr19	1647903	1653720	2	5689	9792.9195	373	1
2_MACS_peak_23534_lociStitched	chr4	186228230	186234036	2	5687	8448.8912	374	1
3_MACS_peak_17861_lociStitched	chr2	219756962	219763031	3	5687	7572.8982	375	1
5_MACS_peak_31176_lociStitched	chr9	98267736	98273988	5	5683	9344.8644	376	1
5_MACS_peak_29814_lociStitched	chr8	101876900	101882982	5	5677	6498.0088	377	1
4_MACS_peak_22784_lociStitched	chr4	78736142	78742424	4	5677	9333.1674	378	1
3_MACS_peak_27303_lociStitched	chr7	26191297	26197223	3	5676	7458.4636	379	1
2_MACS_peak_2956_lociStitched	chr10	3823232	3829091	2	5669	16811.2287	380	1
3_MACS_peak_22091_lociStitched	chr3	195821308	195827084	3	5649	9206.3664	381	1
2_MACS_peak_3236_lociStitched	chr10	22969523	22975370	2	5648	8195.1552	382	1
2_MACS_peak_27753_lociStitched	chr7	73093087	73098828	2	5640	9032.8894	383	1
3_MACS_peak_28361_lociStitched	chr7	114568226	114573933	3	5634	8441.2237	384	1
2_MACS_peak_7254_lociStitched	chr12	120628122	120633867	2	5629	8690.4615	385	1
3_MACS_peak_12917_lociStitched	chr17	55552879	55558719	3	5626	7479.872	386	1
4_MACS_peak_27776_lociStitched	chr7	74061042	74067266	4	5626	7069.8416	387	1
3_MACS_peak_29610_lociStitched	chr8	81010938	81016655	3	5620	9336.4327	388	1
3_MACS_peak_18742_lociStitched	chr20	42376652	42382602	3	5616	12809.755	389	1
2_MACS_peak_20228_lociStitched	chr22	50326396	50332019	2	5607	12374.5361	390	1
4_MACS_peak_27521_lociStitched	chr7	47532571	47538799	4	5595	7915.1652	391	1
3_MACS_peak_11621_lociStitched	chr16	85599619	85605593	3	5589	6590.5168	392	1
7_MACS_peak_15275_lociStitched	chr19	42036579	42043172	7	5585	5492.6283	393	1
5_MACS_peak_7492_lociStitched	chr12	129323779	129330073	5	5581	6091.3332	394	1
4_MACS_peak_3634_lociStitched	chr10	74018395	74024151	4	5569	8988.5696	395	1
5_MACS_peak_2346_lociStitched	chr1	198887979	198893876	5	5566	7360.6354	396	1
4_MACS_peak_802_lociStitched	chr1	44297224	44303073	4	5552	5944.3387	397	1
2_MACS_peak_25261_lociStitched	chr6	1009614	1015549	2	5545	8767.7755	398	1
3_MACS_peak_28929_lociStitched	chr8	11386619	11392556	3	5533	6776.4918	399	1
5_MACS_peak_3227_lociStitched	chr10	22765752	22771986	5	5533	6636.7164	400	1
6_MACS_peak_10693_lociStitched	chr16	11649627	11655676	6	5525	7182.5826	401	1
2_MACS_peak_29795_lociStitched	chr8	101318162	101323675	2	5509	17472.9022	402	1
1_MACS_peak_12670_lociStitched	chr17	42294640	42300133	1	5494	13036.5369	403	1
3_MACS_peak_23548_lociStitched	chr4	186313943	186319593	3	5485	8780.1	404	1
4_MACS_peak_1473_lociStitched	chr1	145451325	145457358	4	5481	11626.1943	405	1
4_MACS_peak_31278_lociStitched	chr9	108017822	108024108	4	5468	5525.394	406	1
1_MACS_peak_20675_lociStitched	chr3	45634475	45639928	1	5454	9419.5122	407	1
4_MACS_peak_9903_lociStitched	chr15	67388984	67394704	4	5453	6815.38	408	1
5_MACS_peak_23236_lociStitched	chr4	144275034	144281332	5	5448	6158.8142	409	1
3_MACS_peak_1612_lociStitched	chr1	151316603	151322226	3	5446	11476.543	410	1
3_MACS_peak_18340_lociStitched	chr20	10650288	10655954	3	5445	9684.8938	411	1
2_MACS_peak_10309_lociStitched	chr15	93350848	93356363	2	5433	10615.8235	412	1
4_MACS_peak_19836_lociStitched	chr22	35703314	35709111	4	5429	6514.0889	413	1
3_MACS_peak_10665_lociStitched	chr16	10903370	10909174	3	5424	6740.7656	414	1
3_MACS_peak_23681_lociStitched	chr5	7868372	7874207	3	5407	6866.0445	415	1
6_MACS_peak_23995_lociStitched	chr5	56467344	56473808	6	5405	7882.2016	416	1
6_MACS_peak_22752_lociStitched	chr4	77353336	77359155	6	5403	6186.7608	417	1
5_MACS_peak_3409_lociStitched	chr10	45454340	45460196	5	5402	5730.6816	418	1
3_MACS_peak_24329_lociStitched	chr5	90675179	90680737	3	5395	10992.0566	419	1
2_MACS_peak_18847_lociStitched	chr20	46387392	46393031	2	5395	7859.6382	420	1
2_MACS_peak_30060_lociStitched	chr8	120942404	120948070	2	5392	11710.4888	421	1
2_MACS_peak_17987_lociStitched	chr2	232534812	232540286	2	5389	11389.2044	422	1
2_MACS_peak_20777_lociStitched	chr3	49055093	49060570	2	5385	9316.377	423	1
1_MACS_peak_9947_lociStitched	chr15	69109105	69114482	1	5378	15245.4081	424	1
6_MACS_peak_21841_lociStitched	chr3	171800262	171806188	6	5376	6416.0802	425	1
2_MACS_peak_26352_lociStitched	chr6	74228790	74234276	2	5367	11590.8208	426	1
2_MACS_peak_16194_lociStitched	chr2	33699082	33704905	2	5363	9426.8547	427	1
2_MACS_peak_18570_lociStitched	chr20	32468588	32474003	2	5356	11544.78	428	1
4_MACS_peak_8377_lociStitched	chr14	50528316	50534004	4	5354	7016.148	429	1
4_MACS_peak_18138_lociStitched	chr2	241503972	241509493	4	5339	9177.0062	430	1
3_MACS_peak_495_lociStitched	chr1	28831325	28836875	3	5328	8561.985	431	1
7_MACS_peak_23176_lociStitched	chr4	132268196	132274454	7	5328	5742.9666	432	1
3_MACS_peak_3707_lociStitched	chr10	77159486	77164877	3	5324	8532.3357	433	1
3_MACS_peak_12661_lociStitched	chr17	42244625	42250178	3	5323	9226.3095	434	1
2_MACS_peak_4428_lociStitched	chr11	2795448	2800903	2	5320	7459.167	435	1
1_MACS_peak_19025_lociStitched	chr20	57463304	57468618	1	5315	12740.8464	436	1
2_MACS_peak_31517_lociStitched	chr9	130537607	130543222	2	5308	8813.8655	437	1
6_MACS_peak_29864_lociStitched	chr8	103298564	103304528	6	5306	5103.9912	438	1
4_MACS_peak_1991_lociStitched	chr1	167507821	167513479	4	5303	7865.1858	439	1
2_MACS_peak_11619_lociStitched	chr16	85586584	85591940	2	5299	9152.3328	440	1
2_MACS_peak_29770_lociStitched	chr8	100725764	100731316	2	5296	6151.616	441	1
2_MACS_peak_1428_lociStitched	chr1	143913713	143919218	2	5294	12853.6245	442	1
1_MACS_peak_1690_lociStitched	chr1	154924685	154929977	1	5293	9473.2092	443	1
2_MACS_peak_21946_lociStitched	chr3	183232883	183238303	2	5286	7310.496	444	1
3_MACS_peak_16005_lociStitched	chr2	11886212	11891579	3	5284	7967.8482	445	1
3_MACS_peak_31749_lociStitched	chr9	139792377	139798059	3	5275	7854.2286	446	1
3_MACS_peak_10990_lociStitched	chr16	29815749	29821095	3	5273	12386.682	447	1
3_MACS_peak_3525_lociStitched	chr10	63806465	63811874	3	5254	6449.6916	448	1
3_MACS_peak_5936_lociStitched	chr11	134505340	134510914	3	5254	7677.0702	449	1
2_MACS_peak_24153_lociStitched	chr5	73619503	73624817	2	5246	6827.9586	450	1
5_MACS_peak_17731_lociStitched	chr2	204661628	204667478	5	5242	8689.005	451	1
4_MACS_peak_26667_lociStitched	chr6	119212566	119218429	4	5241	9510.3723	452	1
2_MACS_peak_28532_lociStitched	chr7	130790266	130795516	2	5224	8991.15	453	1
4_MACS_peak_27047_lociStitched	chr7	2442131	2447918	4	5221	6955.3953	454	1
3_MACS_peak_14814_lociStitched	chr19	16434771	16440363	3	5204	9737.9088	455	1
3_MACS_peak_1431_lociStitched	chr1	143996896	144002174	3	5198	6667.1696	456	1
2_MACS_peak_20015_lociStitched	chr22	39823066	39828358	2	5194	5680.962	457	1
4_MACS_peak_23983_lociStitched	chr5	55991317	55997134	4	5191	6494.6805	458	1
4_MACS_peak_12725_lociStitched	chr17	44196070	44201584	4	5189	5558.6634	459	1
5_MACS_peak_15282_lociStitched	chr19	42055100	42060761	5	5186	7492.8996	460	1
4_MACS_peak_6873_lociStitched	chr12	94597897	94603684	4	5186	7267.3146	461	1
2_MACS_peak_8605_lociStitched	chr14	69258042	69263225	2	5182	11381.868	462	1
2_MACS_peak_29026_lociStitched	chr8	22297070	22302443	2	5180	10989.9342	463	1
3_MACS_peak_259_lociStitched	chr1	17763919	17769213	3	5177	8034.7038	464	1
1_MACS_peak_31085_lociStitched	chr9	93795542	93800712	1	5171	8710.416	465	1
3_MACS_peak_4022_lociStitched	chr10	104401473	104406733	3	5164	11122.796	466	1
4_MACS_peak_17088_lociStitched	chr2	112219313	112224761	4	5163	6342.0168	467	1
2_MACS_peak_14144_lociStitched	chr18	74202972	74208219	2	5155	7272.342	468	1
5_MACS_peak_1741_lociStitched	chr1	155913073	155918916	5	5150	6914.6062	469	1
1_MACS_peak_18760_lociStitched	chr20	42695557	42700704	1	5148	14803.2867	470	1
2_MACS_peak_17812_lociStitched	chr2	216877199	216882720	2	5141	8516.6946	471	1
2_MACS_peak_2055_lociStitched	chr1	172786452	172791753	2	5135	8949.1482	472	1
3_MACS_peak_21125_lociStitched	chr3	98449380	98454678	3	5134	8678.124	473	1
2_MACS_peak_28062_lociStitched	chr7	98475518	98480765	2	5129	9818.1864	474	1
2_MACS_peak_15933_lociStitched	chr2	8679680	8685105	2	5128	6141.1	475	1
5_MACS_peak_23612_lociStitched	chr5	1495860	1501442	5	5117	7033.8782	476	1
2_MACS_peak_6856_lociStitched	chr12	93963572	93968897	2	5112	12991.935	477	1
2_MACS_peak_29890_lociStitched	chr8	103823859	103829097	2	5111	13395.6612	478	1
5_MACS_peak_6361_lociStitched	chr12	46608298	46613573	5	5107	5080.3525	479	1
2_MACS_peak_9850_lociStitched	chr15	65183802	65188916	2	5103	10046.9644	480	1
1_MACS_peak_11677_lociStitched	chr16	89032549	89037646	1	5098	6961.9923	481	1
3_MACS_peak_3783_lociStitched	chr10	89839046	89844454	3	5094	6169.9872	482	1
4_MACS_peak_32533_lociStitched	chrX	118814997	118820813	4	5091	5325.1296	483	1
3_MACS_peak_16556_lociStitched	chr2	64427709	64433080	3	5087	6049.8944	484	1
1_MACS_peak_11679_lociStitched	chr16	89041054	89046139	1	5086	8852.4765	485	1
3_MACS_peak_14805_lociStitched	chr19	16186381	16191526	3	5082	12248.187	486	1
2_MACS_peak_8870_lociStitched	chr14	89893130	89898291	2	5076	9867.3159	487	1
3_MACS_peak_3588_lociStitched	chr10	70846433	70851706	3	5075	6931.3585	488	1
3_MACS_peak_16857_lociStitched	chr2	87795792	87801002	3	5074	8096.861	489	1
3_MACS_peak_1597_lociStitched	chr1	151027684	151032843	3	5062	7400.5855	490	1
4_MACS_peak_25054_lociStitched	chr5	171609953	171615791	4	5056	6919.7814	491	1
2_MACS_peak_18035_lociStitched	chr2	234873168	234878223	2	5054	8745.15	492	1
1_MACS_peak_16826_lociStitched	chr2	86261565	86266614	1	5050	9408.8115	493	1
1_MACS_peak_23664_lociStitched	chr5	6445462	6450504	1	5043	7824.6798	494	1
1_MACS_peak_7119_lociStitched	chr12	111095535	111100576	1	5042	6630.9314	495	1
4_MACS_peak_21008_lociStitched	chr3	69130506	69136579	4	5031	5809.4318	496	1
1_MACS_peak_19927_lociStitched	chr22	38463378	38468396	1	5019	10138.3672	497	1
2_MACS_peak_2813_lociStitched	chr1	234742925	234747954	2	5017	8291.3123	498	1
2_MACS_peak_3779_lociStitched	chr10	89821500	89826671	2	5015	6515.9771	499	1
2_MACS_peak_12086_lociStitched	chr17	16890236	16895398	2	5013	7601.5612	500	1
2_MACS_peak_22570_lociStitched	chr4	48197093	48202441	2	5010	6932.0776	501	1
5_MACS_peak_10068_lociStitched	chr15	75742774	75748759	5	5008	8776.404	502	1
3_MACS_peak_3009_lociStitched	chr10	6966674	6971817	3	5007	9037.7939	503	1
6_MACS_peak_22716_lociStitched	chr4	76024038	76029915	6	5005	6684.4998	504	1
2_MACS_peak_12457_lociStitched	chr17	36857384	36862426	2	5004	8652.072	505	1
5_MACS_peak_8406_lociStitched	chr14	52087048	52092706	5	5004	5250.624	506	1
6_MACS_peak_11602_lociStitched	chr16	84537652	84543551	6	5001	7056.3838	507	1
3_MACS_peak_4415_lociStitched	chr11	2406046	2411068	3	4993	5606.5608	508	1
3_MACS_peak_29637_lociStitched	chr8	85094438	85099539	3	4993	9138.4415	509	1
5_MACS_peak_28831_lociStitched	chr8	2029469	2034705	5	4991	6317.7576	510	1
4_MACS_peak_16776_lociStitched	chr2	80972245	80977837	4	4986	6029.8536	511	1
8_MACS_peak_26149_lociStitched	chr6	45165400	45171581	8	4986	4935.5285	512	1
5_MACS_peak_18982_lociStitched	chr20	53317971	53323110	5	4982	6852.8565	513	1
6_MACS_peak_26170_lociStitched	chr6	45552090	45557475	6	4972	5358.075	514	1
4_MACS_peak_6118_lociStitched	chr12	10017503	10022780	4	4966	5077.0017	515	1
6_MACS_peak_22297_lociStitched	chr4	10103928	10109607	6	4957	5147.4456	516	1
3_MACS_peak_16427_lociStitched	chr2	54784600	54789832	3	4930	9510.7296	517	1
6_MACS_peak_19220_lociStitched	chr21	19186802	19192892	6	4930	7578.396	518	1
2_MACS_peak_13303_lociStitched	chr17	75435041	75440069	2	4929	7795.914	519	1
1_MACS_peak_19904_lociStitched	chr22	37623979	37628904	1	4926	9474.715	520	1
3_MACS_peak_6349_lociStitched	chr12	46120192	46125211	3	4925	11073.9216	521	1
4_MACS_peak_14831_lociStitched	chr19	16694545	16700072	4	4925	5888.4658	522	1
3_MACS_peak_13822_lociStitched	chr18	42259013	42264088	3	4923	10095.6975	523	1
2_MACS_peak_1575_lociStitched	chr1	150547847	150553255	2	4919	13118.1856	524	1
4_MACS_peak_21412_lociStitched	chr3	128997084	129002610	4	4919	7904.3904	525	1
1_MACS_peak_9669_lociStitched	chr15	52967435	52972349	1	4915	9446.6736	526	1
4_MACS_peak_21471_lociStitched	chr3	133191753	133197138	4	4909	7231.5165	527	1
2_MACS_peak_29787_lociStitched	chr8	101269026	101274005	2	4908	6045.9997	528	1
2_MACS_peak_9732_lociStitched	chr15	58762758	58767973	2	4902	8882.188	529	1
4_MACS_peak_25220_lociStitched	chr5	180668927	180674376	4	4892	6143.2026	530	1
2_MACS_peak_21497_lociStitched	chr3	135912219	135917179	2	4890	11775.04	531	1
6_MACS_peak_15941_lociStitched	chr2	8818008	8823831	6	4888	6020.982	532	1
4_MACS_peak_1913_lociStitched	chr1	162542833	162548492	4	4887	5648.2479	533	1
2_MACS_peak_19765_lociStitched	chr22	31001797	31006792	2	4886	8640.351	534	1
3_MACS_peak_20966_lociStitched	chr3	61545842	61550741	3	4881	8039.259	535	1
3_MACS_peak_30244_lociStitched	chr8	134509981	134514945	3	4877	5691.226	536	1
3_MACS_peak_16896_lociStitched	chr2	88923414	88928573	3	4871	8057.8421	537	1
4_MACS_peak_21601_lociStitched	chr3	143141232	143146738	4	4867	6606.0988	538	1
2_MACS_peak_26110_lociStitched	chr6	43737322	43742195	2	4862	12762.8743	539	1
3_MACS_peak_10329_lociStitched	chr15	95826473	95831458	3	4860	5381.3075	540	1
2_MACS_peak_29931_lociStitched	chr8	105597349	105602421	2	4839	10374.776	541	1
1_MACS_peak_26334_lociStitched	chr6	73328968	73333800	1	4833	10334.6816	542	1
5_MACS_peak_25538_lociStitched	chr6	22319847	22324936	5	4832	5725.125	543	1
4_MACS_peak_1406_lociStitched	chr1	120749229	120754743	4	4822	6100.1382	544	1
2_MACS_peak_11904_lociStitched	chr17	4850179	4855078	2	4815	11107.5027	545	1
2_MACS_peak_15440_lociStitched	chr19	47287105	47291920	2	4812	8163.351	546	1
2_MACS_peak_15770_lociStitched	chr19	56150907	56155718	2	4803	6421.2417	547	1
5_MACS_peak_32526_lociStitched	chrX	118758324	118763691	5	4798	4575.3675	548	1
4_MACS_peak_17084_lociStitched	chr2	112207024	112212183	4	4792	7106.5225	549	1
2_MACS_peak_18113_lociStitched	chr2	240185707	240190514	2	4788	6333.7032	550	1
2_MACS_peak_1988_lociStitched	chr1	167459065	167463913	2	4788	10309.7568	551	1
6_MACS_peak_28610_lociStitched	chr7	139908898	139914316	6	4788	5707.3212	552	1
4_MACS_peak_23499_lociStitched	chr4	185454724	185459773	4	4783	5455.4445	553	1
1_MACS_peak_6872_lociStitched	chr12	94564337	94569114	1	4778	7036.9987	554	1
6_MACS_peak_14484_lociStitched	chr19	7400725	7406672	6	4767	7590.1561	555	1
1_MACS_peak_12915_lociStitched	chr17	55431934	55436699	1	4766	7916.0945	556	1
1_MACS_peak_28193_lociStitched	chr7	102071234	102075998	1	4765	8839.1256	557	1
3_MACS_peak_25835_lociStitched	chr6	32404038	32408862	3	4765	7474.3056	558	1
1_MACS_peak_30189_lociStitched	chr8	128746963	128751723	1	4761	7376.096	559	1
2_MACS_peak_5939_lociStitched	chr11	134530363	134535232	2	4758	6166.1016	560	1
3_MACS_peak_11653_lociStitched	chr16	87898889	87903678	3	4753	6015.9418	561	1
1_MACS_peak_28761_lociStitched	chr7	154994615	154999360	1	4746	9391.7785	562	1
1_MACS_peak_18947_lociStitched	chr20	52236973	52241718	1	4746	10922.5155	563	1
2_MACS_peak_25072_lociStitched	chr5	172459690	172464475	2	4738	5573.0895	564	1
3_MACS_peak_5904_lociStitched	chr11	130699749	130704600	3	4737	8015.3073	565	1
2_MACS_peak_28502_lociStitched	chr7	128760375	128765109	2	4734	9862.3422	566	1
2_MACS_peak_11816_lociStitched	chr17	2167250	2171986	2	4734	6664.4992	567	1
3_MACS_peak_25589_lociStitched	chr6	26155509	26160575	3	4733	9150.2092	568	1
3_MACS_peak_30471_lociStitched	chr9	1914715	1919558	3	4730	7911.0405	569	1
4_MACS_peak_31994_lociStitched	chrX	39955010	39959977	4	4729	6436.7353	570	1
4_MACS_peak_13244_lociStitched	chr17	74258719	74263871	4	4725	8757.8848	571	1
5_MACS_peak_11864_lociStitched	chr17	3863722	3869127	5	4724	5203.3935	572	1
2_MACS_peak_29197_lociStitched	chr8	29629655	29634482	2	4723	9855.2859	573	1
4_MACS_peak_10700_lociStitched	chr16	11667552	11672539	4	4720	5862.2185	574	1
4_MACS_peak_17513_lociStitched	chr2	185312499	185317685	4	4719	4457.8856	575	1
4_MACS_peak_15210_lociStitched	chr19	40649195	40654211	4	4715	5752.3488	576	1
2_MACS_peak_29504_lociStitched	chr8	67422916	67427651	2	4714	7384.2325	577	1
4_MACS_peak_20148_lociStitched	chr22	43665596	43670907	4	4712	6540.4965	578	1
3_MACS_peak_19133_lociStitched	chr20	62481924	62486846	3	4699	7220.0818	579	1
4_MACS_peak_27337_lociStitched	chr7	29721232	29726208	4	4693	6406.6	580	1
7_MACS_peak_17476_lociStitched	chr2	182168852	182174823	7	4692	5173.8715	581	1
3_MACS_peak_23980_lociStitched	chr5	55963949	55968772	3	4691	6662.4922	582	1
4_MACS_peak_9043_lociStitched	chr14	99736200	99740991	4	4690	6066.8433	583	1
2_MACS_peak_23933_lociStitched	chr5	55287033	55291727	2	4686	7441.8676	584	1
2_MACS_peak_5671_lociStitched	chr11	115091265	115096064	2	4683	7127.4748	585	1
3_MACS_peak_16543_lociStitched	chr2	63814715	63819817	3	4682	7393.3082	586	1
5_MACS_peak_30225_lociStitched	chr8	133961944	133967449	5	4680	4539.9735	587	1
3_MACS_peak_25609_lociStitched	chr6	26270342	26275242	3	4676	10759.42	588	1
3_MACS_peak_9734_lociStitched	chr15	58794235	58799280	3	4670	8795.9575	589	1
2_MACS_peak_10689_lociStitched	chr16	11587310	11592177	2	4666	8985.4554	590	1
6_MACS_peak_8624_lociStitched	chr14	70316487	70321395	6	4665	4589.9616	591	1
3_MACS_peak_1888_lociStitched	chr1	161774102	161778827	3	4664	7584.0975	592	1
2_MACS_peak_30524_lociStitched	chr9	6643011	6647749	2	4663	6333.2846	593	1
2_MACS_peak_31667_lociStitched	chr9	134601822	134606487	2	4658	6162.9315	594	1
5_MACS_peak_25651_lociStitched	chr6	27110286	27115576	5	4649	6673.335	595	1
7_MACS_peak_24354_lociStitched	chr5	95262718	95268167	7	4643	5268.6381	596	1
2_MACS_peak_5166_lociStitched	chr11	65624464	65629149	2	4641	12811.1325	597	1
2_MACS_peak_3620_lociStitched	chr10	73485182	73490314	2	4639	8952.774	598	1
1_MACS_peak_3390_lociStitched	chr10	43901202	43905837	1	4636	9817.857	599	1
1_MACS_peak_1904_lociStitched	chr1	162327598	162332232	1	4635	8846.306	600	1
1_MACS_peak_17981_lociStitched	chr2	232476252	232480881	1	4630	12966.2919	601	1
5_MACS_peak_12825_lociStitched	chr17	47821638	47826944	5	4626	6085.4514	602	1
2_MACS_peak_29847_lociStitched	chr8	102980671	102985508	2	4625	6124.1257	603	1
7_MACS_peak_8663_lociStitched	chr14	72942826	72948581	7	4620	5082.2405	604	1
2_MACS_peak_16684_lociStitched	chr2	70312114	70316735	2	4618	13329.7366	605	1
4_MACS_peak_25595_lociStitched	chr6	26195676	26200618	4	4611	5758.9126	606	1
4_MACS_peak_14299_lociStitched	chr19	2474752	2479806	4	4611	4888.7342	607	1
5_MACS_peak_13838_lociStitched	chr18	42337143	42342320	5	4611	6770.4806	608	1
3_MACS_peak_7205_lociStitched	chr12	116994786	116999666	3	4594	6896.904	609	1
3_MACS_peak_6879_lociStitched	chr12	94952833	94957703	3	4590	7658.075	610	1
2_MACS_peak_11215_lociStitched	chr16	57073173	57077797	2	4588	7681.3888	611	1
