REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_6607_lociStitched	chr12	57076733	57084414	4	7349	12864.1388	176	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.5411	176	1
2_MACS_peak_106_lociStitched	chr1	6977281	6984709	2	7340	12153.6936	177	1	CAMTA1		CAMTA1	CAMTA1	0.0842	177	1
3_MACS_peak_10817_lociStitched	chr16	17435648	17443075	3	7324	11386.3337	178	1	XYLT1		XYLT1	XYLT1	0.1992	178	1
8_MACS_peak_32122_lociStitched	chrX	48771312	48779773	8	7316	9397.6327	179	1	PIM2,OTUD5	PQBP1,TIMM17B,SLC35A2,KCND1	PIM2	PIM2	0.7022	179	1
7_MACS_peak_16377_lociStitched	chr2	47729963	47738194	7	7313	9161.9261	180	1			KCNK12	KCNK12	NONE	180	1
6_MACS_peak_12608_lociStitched	chr17	40853905	40862166	6	7303	9606.7169	181	1	EZH1	TUBG2,CNTNAP1,PLEKHH3,CCR10	CNTNAP1	CCR10	1.4064	181	1
3_MACS_peak_3044_lociStitched	chr10	11216750	11224177	3	7302	15259.5142	182	1	CELF2		CELF2	CELF2	0.4277	182	1
4_MACS_peak_29558_lociStitched	chr8	72268562	72275883	4	7279	8725.8999	183	1	EYA1		EYA1	EYA1	0.1188	183	1
2_MACS_peak_19728_lociStitched	chr22	29191229	29199002	2	7278	16169.3946	184	1	XBP1	CCDC117	XBP1	XBP1	1.3456	184	1
5_MACS_peak_11877_lociStitched	chr17	4274108	4281569	5	7255	10101.4479	185	1		UBE2G1	UBE2G1	UBE2G1	0.1486	185	1
8_MACS_peak_3414_lociStitched	chr10	45467605	45475557	8	7249	8972.2416	186	1	RASSF4,C10orf10	ZNF22,LOC220980,C10orf25	C10orf10	C10orf10	0.8316	186	1
8_MACS_peak_31107_lociStitched	chr9	94184219	94192337	8	7240	9681.5268	187	1	NFIL3		NFIL3	NFIL3	0.4123	187	1
5_MACS_peak_13328_lociStitched	chr17	76163966	76171801	5	7222	10995.639	188	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	TMC8	0.9164	188	1
3_MACS_peak_16196_lociStitched	chr2	33716980	33724557	3	7210	11465.5164	189	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.2877	189	1
4_MACS_peak_30451_lociStitched	chr9	623224	630956	4	7208	9900.0528	190	1	KANK1		KANK1	KANK1	0.198	190	1
9_MACS_peak_2515_lociStitched	chr1	206729883	206738366	9	7203	7697.4742	191	1	RASSF5	LGTN	RASSF5	RASSF5	0.1443	191	1
3_MACS_peak_31074_lociStitched	chr9	93701422	93708710	3	7202	14839.0968	192	1			SYK	SYK	NONE	192	1
6_MACS_peak_22259_lociStitched	chr4	6987661	6995943	6	7201	8745.792	193	1	TBC1D14	TADA2B,CCDC96	TBC1D14	CCDC96	0.4616	193	1
6_MACS_peak_29840_lociStitched	chr8	102918841	102926218	6	7196	11443.9401	194	1	NCALD		NCALD	NCALD	0.285	194	1
4_MACS_peak_21727_lociStitched	chr3	156804088	156811470	4	7180	12687.4434	195	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	0.8556	195	1
3_MACS_peak_27713_lociStitched	chr7	71504120	71511459	3	7176	10780.2571	196	1	CALN1		CALN1	CALN1	0.2182	196	1
6_MACS_peak_9923_lociStitched	chr15	68478098	68485742	6	7131	7716.618	197	1	PIAS1,CALML4	CLN6	CALML4	CALML4	1.0977	197	1
4_MACS_peak_3253_lociStitched	chr10	24738525	24746185	4	7130	7605.614	198	1	KIAA1217		MIR603	MIR603	NONE	198	1
4_MACS_peak_29926_lociStitched	chr8	105287846	105295105	4	7129	14357.5761	199	1			TM7SF4	TM7SF4	NONE	199	1
3_MACS_peak_9618_lociStitched	chr15	51531764	51539211	3	7104	10846.5555	200	1	CYP19A1		CYP19A1	CYP19A1	0.2363	200	1
3_MACS_peak_10677_lociStitched	chr16	10969711	10977265	3	7095	12902.232	201	1	CIITA		CIITA	CIITA	0.4158	201	1
2_MACS_peak_7120_lociStitched	chr12	111105736	111112862	2	7092	11236.2768	202	1	HVCN1		HVCN1	HVCN1	0.606	202	1
4_MACS_peak_17993_lociStitched	chr2	232570140	232577512	4	7077	20884.1388	203	1	PTMA	MIR1244-1	PTMA	PTMA	1.5408	203	1
8_MACS_peak_7941_lociStitched	chr13	66216916	66224960	8	7073	8033.5428	204	1				NONE	NONE	204	1
10_MACS_peak_26751_lociStitched	chr6	135322600	135331195	10	7069	6954.2145	205	1	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.3139	205	1
3_MACS_peak_16359_lociStitched	chr2	47166773	47173869	3	7055	11345.0848	206	1	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.3544	206	1
5_MACS_peak_3024_lociStitched	chr10	7529341	7536717	5	7054	11470.4176	207	1			SFMBT2	SFMBT2	NONE	207	1
2_MACS_peak_19665_lociStitched	chr22	24184785	24191935	2	7051	9684.675	208	1		SLC2A11,MIF,DERL3	DERL3	MIF	0.5563	208	1
12_MACS_peak_21745_lociStitched	chr3	158067439	158075754	12	7018	8454.692	209	1	RSRC1		MLF1	MLF1	NONE	209	1
1_MACS_peak_6858_lociStitched	chr12	93984110	93991111	1	7002	11000.6713	210	1		SOCS2	SOCS2	SOCS2	0.9242	210	1
4_MACS_peak_17805_lociStitched	chr2	216777687	216784983	4	6974	7791.3984	211	1			LOC646324	LOC646324	NONE	211	1
4_MACS_peak_10047_lociStitched	chr15	75356958	75364197	4	6953	11394.9099	212	1		PPCDC	PPCDC	PPCDC	0.7521	212	1
2_MACS_peak_2183_lociStitched	chr1	183876535	183883857	2	6950	13659.9232	213	1	RGL1		GLT25D2	GLT25D2	NONE	213	1
3_MACS_peak_31632_lociStitched	chr9	132646886	132654038	3	6932	11429.6112	214	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.2224	214	1
2_MACS_peak_19063_lociStitched	chr20	58976845	58983922	2	6922	11045.0739	215	1			C20orf197	C20orf197	0.1952	215	1
4_MACS_peak_4074_lociStitched	chr10	105258251	105265747	4	6915	8304.8184	216	1	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	0.4988	216	1
1_MACS_peak_29739_lociStitched	chr8	95970069	95976953	1	6885	14580.312	217	1		TP53INP1	TP53INP1	TP53INP1	0.9305	217	1
6_MACS_peak_322_lociStitched	chr1	23850665	23858793	6	6883	10720.832	218	1	E2F2	ASAP3,ID3	E2F2	E2F2	0.4381	218	1
5_MACS_peak_26440_lociStitched	chr6	90060700	90068024	5	6873	9157.1972	219	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.335	219	1
3_MACS_peak_7202_lociStitched	chr12	116970748	116977837	3	6866	9290.1345	220	1	NCRNA00173	MAP1LC3B2	NCRNA00173	NCRNA00173	0.8623	220	1
7_MACS_peak_22233_lociStitched	chr4	6180657	6188156	7	6836	9483.9853	221	1	JAKMIP1		JAKMIP1	JAKMIP1	0.1754	221	1
4_MACS_peak_22865_lociStitched	chr4	87855311	87862573	4	6831	9245.9784	222	1	AFF1	C4orf36	AFF1	AFF1	0.1958	222	1
3_MACS_peak_21665_lociStitched	chr3	151984062	151990920	3	6821	15638.9832	223	1	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.0451	223	1
2_MACS_peak_4304_lociStitched	chr10	129569431	129576667	2	6804	11016.0864	224	1		FOXI2	FOXI2	FOXI2	0.2675	224	1
3_MACS_peak_23792_lociStitched	chr5	32581038	32587962	3	6802	11894.7396	225	1	SUB1		SUB1	SUB1	0.5201	225	1
3_MACS_peak_7341_lociStitched	chr12	122237164	122244117	3	6791	20763.7439	226	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	1.4865	226	1
5_MACS_peak_13829_lociStitched	chr18	42300484	42307936	5	6768	7937.1252	227	1	SETBP1		SETBP1	SETBP1	0.3298	227	1
3_MACS_peak_28190_lociStitched	chr7	102063773	102070608	3	6758	17226.2505	228	1	PRKRIP1	ORAI2,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.516	228	1
2_MACS_peak_23666_lociStitched	chr5	6479084	6485969	2	6754	12200.22	229	1	UBE2QL1		UBE2QL1	UBE2QL1	0.5377	229	1
7_MACS_peak_4039_lociStitched	chr10	104531678	104539152	7	6732	11858.2484	230	1	C10orf26		C10orf26	C10orf26	0.5605	230	1
3_MACS_peak_23596_lociStitched	chr5	1290852	1297716	3	6718	15621.7776	231	1	TERT	CLPTM1L	TERT	CLPTM1L	0.9176	231	1
3_MACS_peak_7136_lociStitched	chr12	111867414	111874637	3	6703	7224.4446	232	1	SH2B3		SH2B3	SH2B3	0.5222	232	1
1_MACS_peak_30031_lociStitched	chr8	119574209	119580903	1	6695	13914.1484	233	1	SAMD12		SAMD12	SAMD12	0.2358	233	1
3_MACS_peak_17820_lociStitched	chr2	216973155	216980041	3	6681	12026.399	234	1	XRCC5	TMEM169,PECR	XRCC5	TMEM169	0.6136	234	1
1_MACS_peak_28712_lociStitched	chr7	150100473	150107143	1	6671	20397.527	235	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	LOC728743	1.745	235	1
2_MACS_peak_2397_lociStitched	chr1	200986185	200992880	2	6668	19369.974	236	1	KIF21B		KIF21B	KIF21B	0.5481	236	1
2_MACS_peak_9688_lociStitched	chr15	54872505	54879251	2	6664	13650.531	237	1	UNC13C		UNC13C	UNC13C	0.1388	237	1
7_MACS_peak_15575_lociStitched	chr19	50067728	50075078	7	6651	7227.99	238	1	NOSIP	RCN3,PRRG2,PRR12	NOSIP	NOSIP	0.3609	238	1
7_MACS_peak_4107_lociStitched	chr10	111824576	111832621	7	6645	8042.5865	239	1	ADD3		ADD3	ADD3	0.2383	239	1
1_MACS_peak_1545_lociStitched	chr1	149801668	149808309	1	6642	16071.22	240	1	HIST2H4B	FCGR1A,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC,HIST2H2BE	HIST2H4B	HIST2H3A	2.8836	240	1
3_MACS_peak_2500_lociStitched	chr1	206132395	206139829	3	6635	15669.3852	241	1	FAM72A		FAM72A	FAM72A	0.6561	241	1
1_MACS_peak_2000_lociStitched	chr1	167595778	167602409	1	6632	27216.9395	242	1	RCSD1		RCSD1	RCSD1	0.6216	242	1
2_MACS_peak_1862_lociStitched	chr1	161151085	161157730	2	6622	14268.144	243	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	ADAMTS4	1.0521	243	1
2_MACS_peak_441_lociStitched	chr1	27018559	27025245	2	6616	15931.4008	244	1	ARID1A		ARID1A	ARID1A	0.343	244	1
7_MACS_peak_9253_lociStitched	chr15	23676534	23684137	7	6616	8211.24	245	1			MKRN3	MKRN3	NONE	245	1
5_MACS_peak_18782_lociStitched	chr20	43594473	43601344	5	6615	8128.393	246	1	STK4	TOMM34	STK4	STK4	0.3476	246	1
3_MACS_peak_14117_lociStitched	chr18	72162712	72169437	3	6612	9213.9225	247	1	CNDP2	CNDP1,FAM69C	CNDP2	CNDP2	0.4202	247	1
2_MACS_peak_12491_lociStitched	chr17	37909368	37916053	2	6606	12639.3295	248	1		GRB7,C17orf37	GRB7	C17orf37	0.2588	248	1
1_MACS_peak_2434_lociStitched	chr1	203254941	203261544	1	6604	17803.0086	249	1		BTG2,LOC730227	LOC730227	LOC730227	1.7087	249	1
6_MACS_peak_4033_lociStitched	chr10	104521562	104529817	6	6601	8993.8225	250	1	C10orf26	SFXN2,C10orf26,ARL3	C10orf26	C10orf26	0.5605	250	1
4_MACS_peak_11514_lociStitched	chr16	79629847	79637025	4	6599	14188.7526	251	1	MAF		MAF	MAF	0.917	251	1
1_MACS_peak_3043_lociStitched	chr10	11203611	11210199	1	6589	14663.5704	252	1	CELF2		CELF2	CELF2	0.4277	252	1
3_MACS_peak_21442_lociStitched	chr3	130566960	130573842	3	6583	9195.0402	253	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.1933	253	1
3_MACS_peak_8920_lociStitched	chr14	91837602	91844323	3	6560	8219.783	254	1	CCDC88C		CCDC88C	CCDC88C	0.3783	254	1
1_MACS_peak_21338_lociStitched	chr3	124487826	124494371	1	6546	13101.781	255	1	ITGB5	UMPS	UMPS	UMPS	0.1826	255	1
6_MACS_peak_13591_lociStitched	chr18	9079321	9086527	6	6537	9807.366	256	1		NDUFV2	NDUFV2	NDUFV2	0.7063	256	1
2_MACS_peak_13920_lociStitched	chr18	46473475	46480056	2	6534	13904.9949	257	1	SMAD7	SMAD7	SMAD7	SMAD7	1.0255	257	1
4_MACS_peak_13601_lociStitched	chr18	9135085	9141734	4	6525	13035.3645	258	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.7063	258	1
5_MACS_peak_7526_lociStitched	chr12	133020913	133028002	5	6519	8331.7017	259	1		FBRSL1	FBRSL1	FBRSL1	0.1465	259	1
5_MACS_peak_3048_lociStitched	chr10	11282670	11290041	5	6504	9339.7941	260	1	CELF2		CELF2	CELF2	0.4277	260	1
3_MACS_peak_10404_lociStitched	chr15	101458379	101464962	3	6480	12593.9373	261	1	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.2648	261	1
4_MACS_peak_22074_lociStitched	chr3	195265112	195271815	4	6473	10459.3612	262	1	PPP1R2	APOD	PPP1R2	PPP1R2	0.4409	262	1
4_MACS_peak_19986_lociStitched	chr22	39459592	39466504	4	6460	8561.2032	263	1		APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H	APOBEC3G	APOBEC3C	0.7716	263	1
3_MACS_peak_17105_lociStitched	chr2	112458989	112465797	3	6450	11498.0312	264	1			ANAPC1	ANAPC1	NONE	264	1
3_MACS_peak_22414_lociStitched	chr4	24117238	24123994	3	6447	9936.0492	265	1			PPARGC1A	PPARGC1A	NONE	265	1
6_MACS_peak_8914_lociStitched	chr14	91830026	91836992	6	6443	7552.5372	266	1	CCDC88C		CCDC88C	CCDC88C	0.3783	266	1
5_MACS_peak_13433_lociStitched	chr17	79478472	79485251	5	6426	15602.5464	267	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.2671	267	1
2_MACS_peak_10729_lociStitched	chr16	12056507	12062990	2	6415	11721.264	268	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	1.1019	268	1
2_MACS_peak_9324_lociStitched	chr15	31554209	31560679	2	6413	13148.334	269	1			KLF13	KLF13	0.6626	269	1
7_MACS_peak_32130_lociStitched	chrX	48792515	48799797	7	6387	8050.251	270	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	0.7022	270	1
3_MACS_peak_30162_lociStitched	chr8	126441062	126447672	3	6385	17685.055	271	1	TRIB1		TRIB1	TRIB1	1.1541	271	1
4_MACS_peak_641_lociStitched	chr1	37939526	37946174	4	6385	9781.2024	272	1	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.6692	272	1
3_MACS_peak_25420_lociStitched	chr6	12007280	12013834	3	6382	12632.835	273	1	HIVEP1		HIVEP1	HIVEP1	0.1986	273	1
3_MACS_peak_30131_lociStitched	chr8	126161986	126168486	3	6381	10015.85	274	1	NSMCE2		NSMCE2	NSMCE2	0.4855	274	1
5_MACS_peak_11648_lociStitched	chr16	87807339	87814531	5	6381	9674.6784	275	1		KLHDC4	KLHDC4	KLHDC4	0.1684	275	1
2_MACS_peak_5181_lociStitched	chr11	65768921	65775469	2	6377	9256.2528	276	1	BANF1,EIF1AD	SART1,CST6,SF3B2,CATSPER1,GAL3ST3	EIF1AD	SF3B2	0.6782	276	1
3_MACS_peak_18080_lociStitched	chr2	238599952	238606508	3	6376	9924.4728	277	1	LRRFIP1		LRRFIP1	LRRFIP1	0.1914	277	1
5_MACS_peak_9640_lociStitched	chr15	52670171	52676643	5	6366	7976.74	278	1	MYO5A		MYO5C	MYO5C	NONE	278	1
2_MACS_peak_2197_lociStitched	chr1	184459099	184465769	2	6356	10530.596	279	1	C1orf21		C1orf21	C1orf21	0.3554	279	1
1_MACS_peak_11670_lociStitched	chr16	88846217	88852571	1	6355	13298.2866	280	1	FAM38A	CDT1,APRT	FAM38A	CDT1	0.8766	280	1
3_MACS_peak_27222_lociStitched	chr7	20484609	20491125	3	6350	8630.442	281	1			ITGB8	ITGB8	NONE	281	1
1_MACS_peak_13322_lociStitched	chr17	76122730	76129075	1	6346	11917.179	282	1	TMC8,TMC6	C17orf99,SYNGR2	TMC8	TMC8	0.9164	282	1
1_MACS_peak_16069_lociStitched	chr2	20614434	20620774	1	6341	12723.746	283	1		RHOB	RHOB	RHOB	0.6859	283	1
3_MACS_peak_9246_lociStitched	chr15	23613094	23619586	3	6337	12275.7228	284	1			GOLGA8E	GOLGA8E	NONE	284	1
3_MACS_peak_24861_lociStitched	chr5	149717425	149723879	3	6336	9644.2122	285	1		TCOF1,CAMK2A,ARSI	TCOF1	ARSI	0.2234	285	1
5_MACS_peak_25966_lociStitched	chr6	35694505	35701238	5	6330	11207.0785	286	1	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	C6orf81	0.2358	286	1
2_MACS_peak_28249_lociStitched	chr7	104651443	104657836	2	6323	17770.6221	287	1	MLL5,LOC100216545		MLL5	MLL5	0.2952	287	1
6_MACS_peak_19646_lociStitched	chr22	23477778	23484738	6	6317	9118.296	288	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.4062	288	1
6_MACS_peak_2545_lociStitched	chr1	208954948	208961886	6	6292	7286.9814	289	1			PLXNA2	PLXNA2	NONE	289	1
3_MACS_peak_25886_lociStitched	chr6	32934849	32941590	3	6290	20384.1099	290	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.0391	290	1
3_MACS_peak_13972_lociStitched	chr18	49917324	49923820	3	6279	10469.6032	291	1	DCC		DCC	DCC	0.0901	291	1
2_MACS_peak_19010_lociStitched	chr20	56253090	56259403	2	6268	11384.8642	292	1	PMEPA1		PMEPA1	PMEPA1	0.4132	292	1
2_MACS_peak_5150_lociStitched	chr11	65339448	65345883	2	6252	11281.842	293	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	SSSCA1	1.1666	293	1
6_MACS_peak_7308_lociStitched	chr12	121729676	121736360	6	6248	9610.2552	294	1	CAMKK2		CAMKK2	CAMKK2	0.6291	294	1
3_MACS_peak_3645_lociStitched	chr10	74090698	74097145	3	6243	10802.5932	295	1	DNAJB12		DNAJB12	DNAJB12	0.5718	295	1
5_MACS_peak_14731_lociStitched	chr19	13260464	13266989	5	6235	8438.7825	296	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	0.6459	296	1
7_MACS_peak_7472_lociStitched	chr12	127251690	127258793	7	6227	6943.8928	297	1	LOC387895		LOC387895	LOC387895	0.2356	297	1
3_MACS_peak_9326_lociStitched	chr15	31616227	31622946	3	6218	12467.1045	298	1	KLF13		KLF13	KLF13	0.6626	298	1
3_MACS_peak_13890_lociStitched	chr18	46307747	46314379	3	6203	9280.1576	299	1	KIAA0427		SMAD7	SMAD7	1.0255	299	1
3_MACS_peak_2948_lociStitched	chr10	3663961	3670229	3	6198	9410.1484	300	1			KLF6	KLF6	1.0212	300	1
2_MACS_peak_1554_lociStitched	chr1	149855164	149861437	2	6196	24119.685	301	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H3A	2.8836	301	1
1_MACS_peak_23536_lociStitched	chr4	186250353	186256533	1	6181	8687.844	302	1	SNX25	LRP2BP	LRP2BP	LRP2BP	0.4909	302	1
1_MACS_peak_25278_lociStitched	chr6	3022351	3028518	1	6168	10205.1516	303	1	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1,SERPINB6	LOC401233	LOC401233	0.7908	303	1
3_MACS_peak_10668_lociStitched	chr16	10910927	10917189	3	6163	7271.4344	304	1	FAM18A		FAM18A	FAM18A	0.5127	304	1
2_MACS_peak_29888_lociStitched	chr8	103816777	103823090	2	6162	15340.59	305	1			AZIN1	AZIN1	0.3122	305	1
4_MACS_peak_7287_lociStitched	chr12	121565819	121572498	4	6159	8937.8378	306	1	P2RX7		P2RX7	P2RX7	0.2593	306	1
2_MACS_peak_25752_lociStitched	chr6	30649935	30656091	2	6146	8824.626	307	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	0.8561	307	1
3_MACS_peak_2307_lociStitched	chr1	194796344	194802832	3	6140	16232.976	308	1				NONE	NONE	308	1
6_MACS_peak_9645_lociStitched	chr15	52753207	52760112	6	6117	9870.6975	309	1	MYO5A		MYO5A	MYO5A	0.2345	309	1
6_MACS_peak_16317_lociStitched	chr2	45664598	45671541	6	6110	8430.1906	310	1	SRBD1		SRBD1	SRBD1	0.2188	310	1
2_MACS_peak_17964_lociStitched	chr2	231755040	231761143	2	6103	9210.6476	311	1		ITM2C,GPR55	ITM2C	ITM2C	1.0485	311	1
3_MACS_peak_8983_lociStitched	chr14	94474531	94481406	3	6099	9097.6875	312	1	C14orf48	C14orf48,OTUB2	C14orf48	C14orf48	0.5188	312	1
4_MACS_peak_23778_lociStitched	chr5	32206000	32212951	4	6081	10742.7705	313	1		GOLPH3	GOLPH3	GOLPH3	0.2964	313	1
4_MACS_peak_18686_lociStitched	chr20	37499142	37505382	4	6076	12888.096	314	1	PPP1R16B	FAM83D	FAM83D	FAM83D	0.1868	314	1
9_MACS_peak_17504_lociStitched	chr2	185304050	185311714	9	6075	5938.0672	315	1			ZNF804A	ZNF804A	NONE	315	1
2_MACS_peak_29502_lociStitched	chr8	67415895	67422396	2	6072	11399.5035	316	1	C8orf46		C8orf46	C8orf46	0.7644	316	1
2_MACS_peak_11761_lociStitched	chr17	396641	402890	2	6045	11128.8441	317	1			FAM101B	FAM101B	NONE	317	1
4_MACS_peak_16275_lociStitched	chr2	42327820	42334216	4	6045	10710.102	318	1			PKDCC	PKDCC	NONE	318	1
5_MACS_peak_25758_lociStitched	chr6	30683659	30690351	5	6042	11099.3512	319	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	NRM	0.8626	319	1
2_MACS_peak_4261_lociStitched	chr10	125862011	125868265	2	6036	9860.6818	320	1		CHST15	CHST15	CHST15	0.3813	320	1
5_MACS_peak_6311_lociStitched	chr12	40009701	40016869	5	6031	8855.3472	321	1	ABCD2	C12orf40	ABCD2	ABCD2	0.1863	321	1
4_MACS_peak_7065_lociStitched	chr12	108958166	108964586	4	6027	8290.146	322	1	ISCU	FICD,SART3,TMEM119	ISCU	ISCU	0.9938	322	1
2_MACS_peak_18997_lociStitched	chr20	55964077	55970148	2	6025	12594.8966	323	1	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.7629	323	1
3_MACS_peak_13544_lociStitched	chr18	3446524	3452709	3	6021	13216.108	324	1	TGIF1	TGIF1	TGIF1	TGIF1	0.3321	324	1
2_MACS_peak_1758_lociStitched	chr1	156094747	156100767	2	6020	9176.286	325	1	LMNA	SEMA4A,MEX3A	LMNA	LMNA	0.7307	325	1
2_MACS_peak_1792_lociStitched	chr1	156716489	156722583	2	6020	16470.2538	326	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	HDGF	1.2589	326	1
3_MACS_peak_17814_lociStitched	chr2	216945517	216951982	3	5996	9486.0945	327	1	TMEM169,PECR	XRCC5	TMEM169	TMEM169	0.6136	327	1
4_MACS_peak_25681_lociStitched	chr6	27857652	27863892	4	5985	13846.56	328	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	1.4338	328	1
6_MACS_peak_16851_lociStitched	chr2	87782089	87788966	6	5983	8021.3328	329	1	NCRNA00152		NCRNA00152	NCRNA00152	0.7318	329	1
2_MACS_peak_10063_lociStitched	chr15	75491150	75497177	2	5981	15201.2994	330	1	C15orf39		C15orf39	C15orf39	0.9099	330	1
2_MACS_peak_4977_lociStitched	chr11	62309574	62315619	2	5979	11185.668	331	1	AHNAK	EEF1G,TUT1	AHNAK	EEF1G	0.6748	331	1
9_MACS_peak_27872_lociStitched	chr7	78120800	78128487	9	5977	7388.7444	332	1	MAGI2		RPL13AP17	RPL13AP17	NONE	332	1
5_MACS_peak_28813_lociStitched	chr7	158840809	158846920	5	5966	9077.2794	333	1	VIPR2	LOC154822	LOC154822	LOC154822	0.165	333	1
4_MACS_peak_19122_lociStitched	chr20	62357738	62363983	4	5964	11877.99	334	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	LIME1	1.5371	334	1
4_MACS_peak_23538_lociStitched	chr4	186260559	186267246	4	5964	8108.6562	335	1	SNX25	LRP2BP	LRP2BP	LRP2BP	0.4909	335	1
3_MACS_peak_11683_lociStitched	chr16	89179569	89185771	3	5957	8458.2876	336	1	ACSF3	C16orf81	ACSF3	ACSF3	0.5446	336	1
1_MACS_peak_16364_lociStitched	chr2	47208409	47214364	1	5956	11134.659	337	1	TTC7A	MCFD2	MCFD2	MCFD2	0.3544	337	1
1_MACS_peak_13302_lociStitched	chr17	75365334	75371289	1	5956	12754.419	338	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2734	338	1
2_MACS_peak_5913_lociStitched	chr11	132225345	132231470	2	5948	9362.0625	339	1			NTM	NTM	NONE	339	1
2_MACS_peak_22740_lociStitched	chr4	77116612	77122591	2	5947	8725.7526	340	1	SCARB2	NUP54	SCARB2	SCARB2	0.3783	340	1
1_MACS_peak_4260_lociStitched	chr10	125850107	125856047	1	5941	13894.848	341	1	CHST15		CHST15	CHST15	0.3813	341	1
6_MACS_peak_27736_lociStitched	chr7	72531780	72538689	6	5936	6519.3324	342	1		LOC100093631,GTF2IP1	LOC100093631	LOC100093631	0.1758	342	1
4_MACS_peak_345_lociStitched	chr1	24513139	24519365	4	5918	8353.4242	343	1	IL28RA	LOC284632,IL22RA1	IL28RA	LOC284632	0.3242	343	1
3_MACS_peak_22109_lociStitched	chr3	196356200	196362190	3	5915	12458.002	344	1		LRRC33	LRRC33	LRRC33	0.4466	344	1
1_MACS_peak_1553_lociStitched	chr1	149829156	149835065	1	5910	15548.3517	345	1	HIST2H4B	HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H3A	2.8836	345	1
4_MACS_peak_18557_lociStitched	chr20	32363492	32369761	4	5907	8537.1242	346	1	ZNF341	CHMP4B	CHMP4B	CHMP4B	0.2878	346	1
6_MACS_peak_9932_lociStitched	chr15	68516566	68523340	6	5907	8969.4534	347	1	CLN6	FEM1B,CALML4	CLN6	CALML4	1.0977	347	1
2_MACS_peak_9329_lociStitched	chr15	31635829	31642173	2	5906	9607.988	348	1	KLF13		KLF13	KLF13	0.6626	348	1
2_MACS_peak_30249_lociStitched	chr8	134579902	134585938	2	5899	12039.4056	349	1	ST3GAL1		ST3GAL1	ST3GAL1	0.2679	349	1
6_MACS_peak_15991_lociStitched	chr2	11636973	11643353	6	5892	8555.58	350	1		GREB1,E2F6	E2F6	E2F6	0.1965	350	1
