#LP-1 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/LP-1.H3K27ac_ROSE/LP-1_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by LP.1.jin.bam
#Using cutoff of 8115.7302 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isSuper
1_MACS_peak_21368_lociStitched	chr3	125802161	125803616	1	1456	2460.987	5343	0
3_MACS_peak_9817_lociStitched	chr15	64453387	64455949	3	2236	2460.801	5344	0
2_MACS_peak_13790_lociStitched	chr18	33160716	33162414	2	1465	2460.402	5345	0
1_MACS_peak_20869_lociStitched	chr3	52321112	52322588	1	1477	2460.3444	5346	0
2_MACS_peak_31691_lociStitched	chr9	135905154	135906877	2	1595	2459.9271	5347	0
1_MACS_peak_27743_lociStitched	chr7	72568352	72569815	1	1464	2459.1567	5348	0
2_MACS_peak_4501_lociStitched	chr11	8709242	8711345	2	1977	2459.0379	5349	0
4_MACS_peak_6823_lociStitched	chr12	92796496	92799090	4	2175	2458.8526	5350	0
1_MACS_peak_878_lociStitched	chr1	47798550	47800521	1	1972	2458.8225	5351	0
1_MACS_peak_18522_lociStitched	chr20	31268431	31270108	1	1678	2458.1466	5352	0
3_MACS_peak_15918_lociStitched	chr2	8441981	8444275	3	2198	2458.021	5353	0
1_MACS_peak_12752_lociStitched	chr17	44999912	45001228	1	1317	2457.63	5354	0
2_MACS_peak_15558_lociStitched	chr19	49960779	49962732	2	1871	2457.2646	5355	0
2_MACS_peak_26790_lociStitched	chr6	137112540	137114618	2	2042	2457.235	5356	0
2_MACS_peak_3193_lociStitched	chr10	22418341	22420388	2	1982	2457.2188	5357	0
2_MACS_peak_918_lociStitched	chr1	52497183	52499503	2	1844	2456.88	5358	0
2_MACS_peak_12657_lociStitched	chr17	42200187	42201789	2	1570	2456.667	5359	0
2_MACS_peak_10434_lociStitched	chr16	187858	189290	2	1359	2456.0232	5360	0
3_MACS_peak_16942_lociStitched	chr2	97522313	97524403	3	1561	2455.541	5361	0
3_MACS_peak_17598_lociStitched	chr2	198868866	198871609	3	2125	2455.2593	5362	0
2_MACS_peak_30386_lociStitched	chr8	145596751	145598635	2	1778	2455.2288	5363	0
2_MACS_peak_9273_lociStitched	chr15	27867365	27869834	2	2345	2454.6798	5364	0
1_MACS_peak_32068_lociStitched	chrX	47077550	47078732	1	1183	2453.832	5365	0
2_MACS_peak_24997_lociStitched	chr5	162864034	162866278	2	2024	2453.1408	5366	0
2_MACS_peak_13113_lociStitched	chr17	66243178	66244682	2	1461	2452.4224	5367	0
2_MACS_peak_20926_lociStitched	chr3	57582262	57584689	2	2162	2451.7554	5368	0
2_MACS_peak_14212_lociStitched	chr19	1103263	1105305	2	1834	2451.421	5369	0
2_MACS_peak_18955_lociStitched	chr20	52322784	52325527	2	2695	2451.1448	5370	0
1_MACS_peak_7122_lociStitched	chr12	111113699	111116176	1	2478	2450.9915	5371	0
1_MACS_peak_32065_lociStitched	chrX	47003267	47005140	1	1874	2450.8205	5372	0
2_MACS_peak_1533_lociStitched	chr1	149398591	149400551	2	1749	2450.784	5373	0
3_MACS_peak_17057_lociStitched	chr2	111435078	111437246	3	1957	2450.7072	5374	0
2_MACS_peak_170_lociStitched	chr1	11333162	11335084	2	1747	2449.589	5375	0
1_MACS_peak_18498_lociStitched	chr20	30794904	30796450	1	1547	2449.3278	5376	0
4_MACS_peak_14307_lociStitched	chr19	2607574	2610377	4	2347	2449.2614	5377	0
3_MACS_peak_18308_lociStitched	chr20	9391065	9394073	3	2561	2449.1136	5378	0
2_MACS_peak_13397_lociStitched	chr17	78074836	78076294	2	1444	2448.4194	5379	0
1_MACS_peak_29283_lociStitched	chr8	38626929	38628687	1	1759	2447.8392	5380	0
2_MACS_peak_3798_lociStitched	chr10	90749972	90751792	2	1752	2447.536	5381	0
1_MACS_peak_6822_lociStitched	chr12	92756762	92758617	1	1856	2447.487	5382	0
2_MACS_peak_13219_lociStitched	chr17	73850878	73852730	2	1565	2447.0476	5383	0
1_MACS_peak_3893_lociStitched	chr10	97802701	97804187	1	1487	2446.699	5384	0
1_MACS_peak_23035_lociStitched	chr4	110354193	110355748	1	1556	2446.637	5385	0
3_MACS_peak_13844_lociStitched	chr18	42488057	42491202	3	2363	2446.4955	5386	0
2_MACS_peak_19_lociStitched	chr1	1309656	1311485	2	1660	2446.4704	5387	0
3_MACS_peak_13877_lociStitched	chr18	46064953	46067721	3	2699	2445.8048	5388	0
3_MACS_peak_4567_lociStitched	chr11	13689337	13691423	3	1831	2445.6264	5389	0
1_MACS_peak_25801_lociStitched	chr6	31744203	31746136	1	1934	2445.4383	5390	0
2_MACS_peak_31801_lociStitched	chrX	3732395	3734596	2	2041	2445.0909	5391	0
1_MACS_peak_18297_lociStitched	chr20	7999523	8000771	1	1249	2443.3344	5392	0
1_MACS_peak_21958_lociStitched	chr3	183872718	183874790	1	2073	2443.3024	5393	0
4_MACS_peak_12977_lociStitched	chr17	57905133	57908741	4	2468	2442.616	5394	0
2_MACS_peak_23512_lociStitched	chr4	186040269	186042547	2	2144	2442.4716	5395	0
1_MACS_peak_21083_lociStitched	chr3	75690533	75692319	1	1787	2442.355	5396	0
3_MACS_peak_22632_lociStitched	chr4	57623102	57625516	3	2260	2442.2438	5397	0
2_MACS_peak_20557_lociStitched	chr3	33758691	33760436	2	1732	2440.3825	5398	0
2_MACS_peak_28985_lociStitched	chr8	18588030	18590315	2	2239	2440.38	5399	0
1_MACS_peak_23518_lociStitched	chr4	186124108	186125848	1	1741	2440.35	5400	0
2_MACS_peak_7319_lociStitched	chr12	121789089	121790856	2	1738	2440.227	5401	0
4_MACS_peak_26141_lociStitched	chr6	44968087	44971446	4	2882	2439.9776	5402	0
1_MACS_peak_4513_lociStitched	chr11	9385148	9386605	1	1458	2439.8922	5403	0
4_MACS_peak_11590_lociStitched	chr16	84143170	84146422	4	2495	2439.6504	5404	0
1_MACS_peak_3670_lociStitched	chr10	75503054	75504678	1	1625	2439.4104	5405	0
2_MACS_peak_4903_lociStitched	chr11	57478702	57480848	2	1917	2439.3582	5406	0
4_MACS_peak_21013_lociStitched	chr3	69142585	69145533	4	2375	2438.8804	5407	0
3_MACS_peak_21467_lociStitched	chr3	133166139	133169256	3	2805	2438.7408	5408	0
2_MACS_peak_10254_lociStitched	chr15	90543835	90546018	2	2079	2438.6293	5409	0
2_MACS_peak_16694_lociStitched	chr2	70520116	70521684	2	1563	2438.0832	5410	0
2_MACS_peak_23003_lociStitched	chr4	108910417	108912348	2	1862	2438.0806	5411	0
1_MACS_peak_20822_lociStitched	chr3	50357873	50359794	1	1922	2437.9411	5412	0
2_MACS_peak_4926_lociStitched	chr11	59382334	59384361	2	1532	2437.8729	5413	0
5_MACS_peak_22472_lociStitched	chr4	38123004	38126106	5	2739	2437.2414	5414	0
3_MACS_peak_28400_lociStitched	chr7	119703666	119706112	3	2012	2437.1944	5415	0
2_MACS_peak_5805_lociStitched	chr11	124542597	124544366	2	1759	2437.1513	5416	0
2_MACS_peak_29493_lociStitched	chr8	67024722	67026333	2	1535	2437.1208	5417	0
1_MACS_peak_15987_lociStitched	chr2	11605401	11606953	1	1553	2436.9504	5418	0
2_MACS_peak_247_lociStitched	chr1	17066316	17068114	2	1583	2436.8294	5419	0
1_MACS_peak_15954_lociStitched	chr2	9614167	9615464	1	1298	2436.5442	5420	0
1_MACS_peak_3462_lociStitched	chr10	51622494	51624351	1	1858	2436.384	5421	0
1_MACS_peak_29574_lociStitched	chr8	74887952	74889124	1	1173	2436.2364	5422	0
2_MACS_peak_10121_lociStitched	chr15	80351222	80353129	2	1677	2436.1925	5423	0
2_MACS_peak_23876_lociStitched	chr5	43312745	43314803	2	1820	2435.4372	5424	0
2_MACS_peak_26039_lociStitched	chr6	41754394	41755928	2	1498	2435.3784	5425	0
2_MACS_peak_12452_lociStitched	chr17	36583751	36585834	2	2055	2435.027	5426	0
2_MACS_peak_10958_lociStitched	chr16	28856860	28858637	2	1655	2434.49	5427	0
2_MACS_peak_15204_lociStitched	chr19	40475828	40477925	2	1906	2434.1976	5428	0
2_MACS_peak_4492_lociStitched	chr11	6703455	6705228	2	1633	2433.7971	5429	0
1_MACS_peak_14801_lociStitched	chr19	15574168	15575995	1	1828	2433.3813	5430	0
1_MACS_peak_27625_lociStitched	chr7	65234969	65236651	1	1683	2432.8448	5431	0
1_MACS_peak_7266_lociStitched	chr12	120883505	120885124	1	1620	2432.5475	5432	0
1_MACS_peak_12614_lociStitched	chr17	40895746	40897494	1	1749	2432.5168	5433	0
1_MACS_peak_9134_lociStitched	chr14	105143551	105145287	1	1737	2432.4832	5434	0
2_MACS_peak_6565_lociStitched	chr12	56222694	56224547	2	1754	2432.2478	5435	0
2_MACS_peak_24644_lociStitched	chr5	133706247	133707947	2	1648	2432.19	5436	0
1_MACS_peak_3226_lociStitched	chr10	22725594	22727281	1	1688	2432.1479	5437	0
2_MACS_peak_13666_lociStitched	chr18	12407484	12408836	2	1340	2431.3016	5438	0
4_MACS_peak_22527_lociStitched	chr4	40302802	40305860	4	2229	2430.4984	5439	0
2_MACS_peak_4939_lociStitched	chr11	60673144	60674836	2	1543	2430.0504	5440	0
1_MACS_peak_1145_lociStitched	chr1	91486614	91488411	1	1798	2429.9034	5441	0
2_MACS_peak_19767_lociStitched	chr22	31030599	31033280	2	2464	2428.986	5442	0
2_MACS_peak_3671_lociStitched	chr10	75531873	75533544	2	1593	2428.9656	5443	0
3_MACS_peak_26676_lociStitched	chr6	119467843	119469859	3	1857	2428.8768	5444	0
2_MACS_peak_18225_lociStitched	chr20	2450211	2452007	2	1660	2428.3716	5445	0
1_MACS_peak_18102_lociStitched	chr2	239334980	239336407	1	1428	2427.4697	5446	0
1_MACS_peak_9625_lociStitched	chr15	51913964	51915595	1	1632	2427.2542	5447	0
2_MACS_peak_10790_lociStitched	chr16	15981565	15983299	2	1589	2426.2128	5448	0
2_MACS_peak_4793_lociStitched	chr11	43379929	43381265	2	1334	2426.176	5449	0
2_MACS_peak_11020_lociStitched	chr16	30219227	30221749	2	2224	2424.903	5450	0
3_MACS_peak_12371_lociStitched	chr17	32696389	32699558	3	2628	2424.6019	5451	0
1_MACS_peak_28605_lociStitched	chr7	139497339	139499458	1	2120	2423.9241	5452	0
3_MACS_peak_2410_lociStitched	chr1	202309925	202311742	3	1680	2423.878	5453	0
3_MACS_peak_4065_lociStitched	chr10	105127189	105129131	3	1518	2423.0334	5454	0
3_MACS_peak_2086_lociStitched	chr1	174842566	174845275	3	2222	2422.1169	5455	0
1_MACS_peak_19315_lociStitched	chr21	34960153	34961625	1	1473	2421.8816	5456	0
2_MACS_peak_20446_lociStitched	chr3	16882996	16885288	2	2100	2421.7272	5457	0
2_MACS_peak_1019_lociStitched	chr1	62901392	62903570	2	1804	2421.2826	5458	0
2_MACS_peak_26115_lociStitched	chr6	44094551	44095961	2	1350	2421.252	5459	0
2_MACS_peak_31371_lociStitched	chr9	116284584	116286994	2	2260	2420.845	5460	0
2_MACS_peak_31730_lociStitched	chr9	139304083	139305780	2	1685	2420.7705	5461	0
3_MACS_peak_5006_lociStitched	chr11	62520853	62522526	3	1437	2420.6637	5462	0
1_MACS_peak_14103_lociStitched	chr18	67872263	67873912	1	1650	2420.5671	5463	0
2_MACS_peak_19593_lociStitched	chr22	21270961	21272705	2	1581	2420.3232	5464	0
2_MACS_peak_10879_lociStitched	chr16	22385006	22386582	2	1491	2420.2632	5465	0
2_MACS_peak_21799_lociStitched	chr3	167451681	167453524	2	1658	2420.2276	5466	0
2_MACS_peak_792_lociStitched	chr1	43832391	43834421	2	2008	2420.166	5467	0
2_MACS_peak_19518_lociStitched	chr22	16200390	16202559	2	2051	2419.9533	5468	0
1_MACS_peak_16096_lociStitched	chr2	24345697	24347145	1	1449	2419.8976	5469	0
2_MACS_peak_21948_lociStitched	chr3	183243617	183246462	2	2659	2419.6725	5470	0
1_MACS_peak_22337_lociStitched	chr4	13485240	13486703	1	1464	2419.3631	5471	0
1_MACS_peak_1414_lociStitched	chr1	120838948	120840327	1	1380	2419.3176	5472	0
3_MACS_peak_13847_lociStitched	chr18	42685436	42687979	3	2184	2419.1559	5473	0
2_MACS_peak_6527_lociStitched	chr12	53834508	53836622	2	1962	2418.6274	5474	0
1_MACS_peak_19023_lociStitched	chr20	57267251	57268734	1	1484	2418.1798	5475	0
2_MACS_peak_5201_lociStitched	chr11	66055502	66057219	2	1586	2417.536	5476	0
2_MACS_peak_15660_lociStitched	chr19	52692139	52694146	2	1697	2417.4315	5477	0
1_MACS_peak_12501_lociStitched	chr17	38019505	38021225	1	1721	2416.428	5478	0
1_MACS_peak_11486_lociStitched	chr16	75497568	75498715	1	1148	2416.3849	5479	0
2_MACS_peak_20639_lociStitched	chr3	42844450	42846535	2	2022	2415.0555	5480	0
2_MACS_peak_11154_lociStitched	chr16	50099351	50100825	2	1359	2414.8542	5481	0
2_MACS_peak_20840_lociStitched	chr3	51428137	51429841	2	1538	2414.3976	5482	0
1_MACS_peak_23584_lociStitched	chr5	442432	444029	1	1598	2414.3446	5483	0
2_MACS_peak_18053_lociStitched	chr2	236298417	236300272	2	1801	2414.2825	5484	0
2_MACS_peak_22558_lociStitched	chr4	42657924	42659900	2	1833	2414.2768	5485	0
2_MACS_peak_18109_lociStitched	chr2	240122441	240124774	2	2170	2414.1884	5486	0
2_MACS_peak_30492_lociStitched	chr9	4678536	4680408	2	1762	2413.008	5487	0
2_MACS_peak_5369_lociStitched	chr11	73470949	73472835	2	1650	2412.5712	5488	0
1_MACS_peak_22073_lociStitched	chr3	195162426	195163801	1	1376	2412.3	5489	0
2_MACS_peak_6139_lociStitched	chr12	11801504	11803338	2	1784	2412.2602	5490	0
1_MACS_peak_8303_lociStitched	chr14	35342869	35344675	1	1807	2411.913	5491	0
1_MACS_peak_2146_lociStitched	chr1	180990780	180992156	1	1377	2411.7152	5492	0
2_MACS_peak_10841_lociStitched	chr16	19078331	19079908	2	1448	2411.7061	5493	0
1_MACS_peak_5094_lociStitched	chr11	64807970	64809631	1	1662	2411.6059	5494	0
1_MACS_peak_1566_lociStitched	chr1	150293241	150294683	1	1443	2411.4566	5495	0
1_MACS_peak_3463_lociStitched	chr10	51826876	51828577	1	1702	2411.1675	5496	0
2_MACS_peak_12574_lociStitched	chr17	40263860	40265780	2	1862	2410.944	5497	0
2_MACS_peak_5645_lociStitched	chr11	111956563	111958205	2	1617	2410.7844	5498	0
2_MACS_peak_4058_lociStitched	chr10	104677275	104679037	2	1607	2409.535	5499	0
2_MACS_peak_11484_lociStitched	chr16	75466607	75468655	2	1977	2409.472	5500	0
2_MACS_peak_3627_lociStitched	chr10	73610140	73611742	2	1545	2409.2478	5501	0
2_MACS_peak_16199_lociStitched	chr2	33823331	33825056	2	1688	2408.79	5502	0
1_MACS_peak_24011_lociStitched	chr5	59995195	59996658	1	1464	2408.6832	5503	0
1_MACS_peak_13670_lociStitched	chr18	12749657	12751483	1	1827	2408.494	5504	0
1_MACS_peak_31402_lociStitched	chr9	123604583	123606097	1	1515	2408.4712	5505	0
2_MACS_peak_4838_lociStitched	chr11	46264116	46265627	2	1503	2408.3829	5506	0
1_MACS_peak_9418_lociStitched	chr15	40762581	40764250	1	1670	2408.2001	5507	0
2_MACS_peak_23103_lociStitched	chr4	122744064	122745581	2	1435	2408.0858	5508	0
2_MACS_peak_11446_lociStitched	chr16	72697961	72699798	2	1793	2407.9396	5509	0
2_MACS_peak_9441_lociStitched	chr15	41098567	41100545	2	1841	2407.226	5510	0
1_MACS_peak_13377_lociStitched	chr17	77004986	77006460	1	1475	2407.042	5511	0
1_MACS_peak_3341_lociStitched	chr10	32734506	32735851	1	1346	2406.6085	5512	0
1_MACS_peak_24556_lociStitched	chr5	125936630	125938129	1	1500	2406.4946	5513	0
1_MACS_peak_20482_lociStitched	chr3	23243892	23245500	1	1609	2406.0504	5514	0
1_MACS_peak_28885_lociStitched	chr8	9911709	9913018	1	1310	2405.5493	5515	0
1_MACS_peak_16690_lociStitched	chr2	70417058	70418564	1	1507	2405.082	5516	0
2_MACS_peak_22738_lociStitched	chr4	77068814	77070355	2	1489	2404.7305	5517	0
1_MACS_peak_2404_lociStitched	chr1	201798171	201799061	1	891	2404.691	5518	0
1_MACS_peak_6833_lociStitched	chr12	92860069	92862126	1	2058	2404.4273	5519	0
2_MACS_peak_28585_lociStitched	chr7	137664752	137667426	2	2635	2403.926	5520	0
1_MACS_peak_11_lociStitched	chr1	1208410	1210299	1	1890	2403.7525	5521	0
1_MACS_peak_11030_lociStitched	chr16	30380388	30381884	1	1497	2403.324	5522	0
2_MACS_peak_21380_lociStitched	chr3	127390867	127392177	2	1249	2403.064	5523	0
2_MACS_peak_27823_lociStitched	chr7	75114598	75116160	2	1559	2402.8246	5524	0
3_MACS_peak_19865_lociStitched	chr22	36633741	36636070	3	2165	2402.3635	5525	0
1_MACS_peak_2744_lociStitched	chr1	228673949	228675880	1	1932	2401.7778	5526	0
1_MACS_peak_18239_lociStitched	chr20	3183886	3185375	1	1490	2401.6081	5527	0
2_MACS_peak_12688_lociStitched	chr17	43024040	43025918	2	1819	2401.2108	5528	0
4_MACS_peak_28383_lociStitched	chr7	117227024	117230053	4	2524	2401.0883	5529	0
1_MACS_peak_19005_lociStitched	chr20	56055296	56056785	1	1490	2400.7147	5530	0
3_MACS_peak_8314_lociStitched	chr14	35872349	35874715	3	2156	2400.5436	5531	0
2_MACS_peak_12624_lociStitched	chr17	41149694	41151512	2	1582	2399.5782	5532	0
3_MACS_peak_1352_lociStitched	chr1	117111887	117114390	3	2375	2398.8752	5533	0
2_MACS_peak_4649_lociStitched	chr11	18654956	18656758	2	1698	2398.6422	5534	0
1_MACS_peak_22962_lociStitched	chr4	103996948	103998228	1	1281	2398.464	5535	0
3_MACS_peak_11822_lociStitched	chr17	2295633	2297629	3	1711	2398.3936	5536	0
2_MACS_peak_18717_lociStitched	chr20	40246131	40247843	2	1452	2398.1696	5537	0
2_MACS_peak_23463_lociStitched	chr4	184579556	184581147	2	1584	2397.9552	5538	0
3_MACS_peak_18892_lociStitched	chr20	48420757	48423479	3	2245	2396.9932	5539	0
1_MACS_peak_681_lociStitched	chr1	39491215	39492971	1	1757	2396.2376	5540	0
2_MACS_peak_9995_lociStitched	chr15	73924905	73926473	2	1459	2396.0608	5541	0
2_MACS_peak_15749_lociStitched	chr19	55850197	55852639	2	1953	2395.602	5542	0
1_MACS_peak_16027_lociStitched	chr2	15731170	15732725	1	1556	2395.322	5543	0
2_MACS_peak_29972_lociStitched	chr8	109455038	109456776	2	1660	2395.1378	5544	0
1_MACS_peak_20925_lociStitched	chr3	57541105	57543051	1	1947	2394.9422	5545	0
3_MACS_peak_11458_lociStitched	chr16	74528828	74531336	3	2027	2392.8828	5546	0
2_MACS_peak_5880_lociStitched	chr11	129148399	129150349	2	1931	2392.455	5547	0
1_MACS_peak_26363_lociStitched	chr6	76311035	76312669	1	1635	2392.3394	5548	0
2_MACS_peak_24439_lociStitched	chr5	109271552	109273761	2	1934	2392.1261	5549	0
2_MACS_peak_3072_lociStitched	chr10	12110065	12111823	2	1578	2391.9348	5550	0
1_MACS_peak_9874_lociStitched	chr15	66161409	66163150	1	1742	2391.7858	5551	0
1_MACS_peak_20484_lociStitched	chr3	23695348	23697231	1	1884	2391.0334	5552	0
2_MACS_peak_16423_lociStitched	chr2	54750458	54752704	2	2209	2390.867	5553	0
1_MACS_peak_11008_lociStitched	chr16	30086480	30088112	1	1633	2390.2272	5554	0
2_MACS_peak_24176_lociStitched	chr5	74806418	74808187	2	1592	2390.0959	5555	0
1_MACS_peak_4566_lociStitched	chr11	13484349	13485709	1	1361	2389.656	5556	0
3_MACS_peak_22287_lociStitched	chr4	9605032	9607316	3	2276	2389.5208	5557	0
1_MACS_peak_9064_lociStitched	chr14	100679955	100681269	1	1315	2388.9834	5558	0
2_MACS_peak_309_lociStitched	chr1	22378609	22380129	2	1473	2387.92	5559	0
3_MACS_peak_8517_lociStitched	chr14	61219230	61222030	3	2472	2387.56	5560	0
2_MACS_peak_30392_lociStitched	chr8	145668941	145670502	2	1500	2387.2373	5561	0
1_MACS_peak_10031_lociStitched	chr15	75134967	75136452	1	1486	2386.989	5562	0
3_MACS_peak_22607_lociStitched	chr4	55225611	55227955	3	2161	2386.8952	5563	0
3_MACS_peak_2233_lociStitched	chr1	185536387	185539404	3	2300	2386.447	5564	0
1_MACS_peak_1670_lociStitched	chr1	154324575	154326682	1	2108	2386.1775	5565	0
2_MACS_peak_8089_lociStitched	chr13	111566170	111568418	2	1984	2386.0272	5566	0
4_MACS_peak_26826_lociStitched	chr6	142064714	142067987	4	2551	2386.017	5567	0
2_MACS_peak_16472_lociStitched	chr2	58272901	58274737	2	1817	2385.1476	5568	0
1_MACS_peak_636_lociStitched	chr1	36929136	36930681	1	1546	2384.553	5569	0
1_MACS_peak_15430_lociStitched	chr19	46388571	46390630	1	2060	2384.5279	5570	0
2_MACS_peak_9211_lociStitched	chr15	22460174	22462044	2	1682	2384.063	5571	0
2_MACS_peak_12527_lociStitched	chr17	38295686	38297361	2	1585	2383.19	5572	0
2_MACS_peak_781_lociStitched	chr1	43231809	43233727	2	1717	2382.9232	5573	0
2_MACS_peak_27106_lociStitched	chr7	6047974	6049692	2	1650	2382.1788	5574	0
2_MACS_peak_5585_lociStitched	chr11	105946902	105949119	2	2013	2381.9448	5575	0
4_MACS_peak_8289_lociStitched	chr14	33530047	33533046	4	2602	2381.8058	5576	0
2_MACS_peak_27257_lociStitched	chr7	23052268	23053758	2	1439	2381.467	5577	0
2_MACS_peak_19748_lociStitched	chr22	29998877	30000491	2	1404	2381.2956	5578	0
3_MACS_peak_21041_lociStitched	chr3	72212101	72214757	3	2149	2381.104	5579	0
1_MACS_peak_26331_lociStitched	chr6	71377045	71378456	1	1412	2380.7803	5580	0
1_MACS_peak_17382_lociStitched	chr2	172016078	172017755	1	1678	2379.8307	5581	0
3_MACS_peak_14184_lociStitched	chr19	530769	532962	3	2141	2379.405	5582	0
1_MACS_peak_4411_lociStitched	chr11	1784290	1785778	1	1489	2379.1632	5583	0
2_MACS_peak_30206_lociStitched	chr8	129022124	129024009	2	1788	2378.3045	5584	0
2_MACS_peak_12794_lociStitched	chr17	46969130	46971005	2	1508	2378.25	5585	0
1_MACS_peak_25727_lociStitched	chr6	29894181	29895643	1	1463	2377.7968	5586	0
1_MACS_peak_9772_lociStitched	chr15	60297442	60299374	1	1933	2377.7124	5587	0
2_MACS_peak_28924_lociStitched	chr8	11313232	11315529	2	1899	2377.6247	5588	0
1_MACS_peak_8153_lociStitched	chr14	21571849	21573137	1	1289	2377.2616	5589	0
1_MACS_peak_28568_lociStitched	chr7	134831900	134833504	1	1605	2377.128	5590	0
1_MACS_peak_31127_lociStitched	chr9	95087099	95088765	1	1667	2377.0488	5591	0
1_MACS_peak_3774_lociStitched	chr10	89577147	89578949	1	1803	2377.0182	5592	0
2_MACS_peak_7045_lociStitched	chr12	107486165	107488196	2	2031	2376.8793	5593	0
2_MACS_peak_3379_lociStitched	chr10	43133089	43134695	2	1578	2374.3104	5594	0
2_MACS_peak_3365_lociStitched	chr10	38145850	38147291	2	1428	2374.1916	5595	0
2_MACS_peak_18087_lociStitched	chr2	238968757	238970629	2	1796	2373.696	5596	0
2_MACS_peak_31116_lociStitched	chr9	94635323	94637471	2	1975	2373.54	5597	0
2_MACS_peak_320_lociStitched	chr1	23694250	23696426	2	1976	2372.928	5598	0
1_MACS_peak_6910_lociStitched	chr12	96336066	96337600	1	1535	2372.7912	5599	0
2_MACS_peak_5976_lociStitched	chr12	1799654	1801016	2	1319	2372.7402	5600	0
2_MACS_peak_4353_lociStitched	chr10	135460553	135462959	2	2254	2372.5566	5601	0
2_MACS_peak_14508_lociStitched	chr19	7967663	7969742	2	1848	2372.139	5602	0
4_MACS_peak_984_lociStitched	chr1	59190022	59193588	4	2591	2371.7466	5603	0
4_MACS_peak_23084_lociStitched	chr4	121669368	121672397	4	2322	2371.707	5604	0
1_MACS_peak_32628_lociStitched	chrX	131622634	131624370	1	1737	2371.5496	5605	0
3_MACS_peak_15924_lociStitched	chr2	8620845	8623537	3	2561	2370.306	5606	0
2_MACS_peak_6483_lociStitched	chr12	52463035	52464548	2	1436	2369.8119	5607	0
2_MACS_peak_19138_lociStitched	chr20	62526382	62528195	2	1606	2369.591	5608	0
1_MACS_peak_31293_lociStitched	chr9	110045525	110046751	1	1227	2368.9998	5609	0
2_MACS_peak_12030_lociStitched	chr17	8533047	8535163	2	1902	2368.862	5610	0
2_MACS_peak_14244_lociStitched	chr19	1604531	1606668	2	2063	2368.6508	5611	0
2_MACS_peak_14109_lociStitched	chr18	71814669	71816527	2	1751	2368.5784	5612	0
1_MACS_peak_24912_lociStitched	chr5	153569419	153570953	1	1535	2367.8824	5613	0
1_MACS_peak_28086_lociStitched	chr7	99516430	99517890	1	1461	2367.682	5614	0
3_MACS_peak_13866_lociStitched	chr18	44153396	44155791	3	2252	2367.4575	5615	0
2_MACS_peak_22659_lociStitched	chr4	69214581	69216282	2	1684	2366.9415	5616	0
2_MACS_peak_25585_lociStitched	chr6	26103384	26105322	2	1762	2366.8794	5617	0
2_MACS_peak_27828_lociStitched	chr7	75367702	75369426	2	1598	2366.7072	5618	0
1_MACS_peak_13926_lociStitched	chr18	47017818	47018939	1	1122	2366.6552	5619	0
3_MACS_peak_18940_lociStitched	chr20	51842622	51845492	3	2367	2366.602	5620	0
3_MACS_peak_32352_lociStitched	chrX	75368033	75370099	3	1970	2366.1898	5621	0
5_MACS_peak_7913_lociStitched	chr13	66028941	66032117	5	2500	2366.12	5622	0
1_MACS_peak_3902_lociStitched	chr10	98855297	98857169	1	1873	2366.0208	5623	0
1_MACS_peak_6545_lociStitched	chr12	54216903	54219398	1	2496	2366.0085	5624	0
2_MACS_peak_4824_lociStitched	chr11	45825526	45827557	2	1996	2365.3026	5625	0
2_MACS_peak_23308_lociStitched	chr4	154408625	154410840	2	2049	2365.177	5626	0
1_MACS_peak_813_lociStitched	chr1	44495216	44497201	1	1986	2364.929	5627	0
1_MACS_peak_11676_lociStitched	chr16	89006326	89008362	1	2037	2363.9996	5628	0
2_MACS_peak_11002_lociStitched	chr16	29984275	29986150	2	1664	2363.4375	5629	0
2_MACS_peak_29009_lociStitched	chr8	21770102	21772589	2	2241	2362.8987	5630	0
1_MACS_peak_11376_lociStitched	chr16	69787715	69788894	1	1180	2362.716	5631	0
2_MACS_peak_20436_lociStitched	chr3	15837899	15840319	2	2108	2362.646	5632	0
1_MACS_peak_19351_lociStitched	chr21	37450832	37452425	1	1594	2362.5783	5633	0
2_MACS_peak_3863_lociStitched	chr10	94869480	94871913	2	2251	2362.1997	5634	0
1_MACS_peak_4528_lociStitched	chr11	10315039	10316419	1	1381	2361.594	5635	0
1_MACS_peak_15092_lociStitched	chr19	36544546	36546605	1	2060	2361.4671	5636	0
2_MACS_peak_21095_lociStitched	chr3	88107341	88109250	2	1740	2361.433	5637	0
2_MACS_peak_30317_lociStitched	chr8	143750321	143751862	2	1530	2361.4284	5638	0
2_MACS_peak_8692_lociStitched	chr14	73524395	73526030	2	1611	2361.267	5639	0
2_MACS_peak_6602_lociStitched	chr12	57022550	57024723	2	2115	2361.1818	5640	0
3_MACS_peak_17786_lociStitched	chr2	211044936	211047349	3	2195	2360.6379	5641	0
4_MACS_peak_30973_lociStitched	chr9	84798058	84801162	4	2683	2358.7296	5642	0
1_MACS_peak_24743_lociStitched	chr5	139486605	139488358	1	1754	2358.4862	5643	0
