REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP-1.jin.bam
2_MACS_peak_16304_lociStitched	chr2	44222256	44224006	2	1731	2968.35
2_MACS_peak_17060_lociStitched	chr2	111504890	111506640	2	1415	1094.8000000000002
3_MACS_peak_21101_lociStitched	chr3	93780971	93782721	3	1688	1962.625
2_MACS_peak_27144_lociStitched	chr7	7679646	7681396	2	1590	1853.9499999999998
1_MACS_peak_5394_lociStitched	chr11	75110465	75112214	1	1750	2519.7843000000003
2_MACS_peak_20594_lociStitched	chr3	39261238	39262987	2	1651	1871.9547
1_MACS_peak_21255_lociStitched	chr3	115376469	115378218	1	1750	2539.0233
3_MACS_peak_27231_lociStitched	chr7	20836661	20838410	3	1583	1464.7875000000001
2_MACS_peak_4335_lociStitched	chr10	134350224	134351972	2	1427	1813.2004000000002
2_MACS_peak_8949_lociStitched	chr14	93213673	93215421	2	1711	1879.6244
1_MACS_peak_12614_lociStitched	chr17	40895746	40897494	1	1749	2432.5168
2_MACS_peak_15765_lociStitched	chr19	56115747	56117495	2	1734	1863.7176000000002
2_MACS_peak_16132_lociStitched	chr2	27356437	27358185	2	1664	3182.7584
1_MACS_peak_22083_lociStitched	chr3	195384245	195385993	1	1749	5480.6792000000005
2_MACS_peak_9_lociStitched	chr1	1166515	1168262	2	1545	2354.6066
2_MACS_peak_859_lociStitched	chr1	46597795	46599541	2	1643	2878.281
2_MACS_peak_6063_lociStitched	chr12	7078816	7080562	2	1583	1975.0752
2_MACS_peak_19324_lociStitched	chr21	35445015	35446761	2	1663	2111.4378
2_MACS_peak_28995_lociStitched	chr8	19494334	19496080	2	1636	1656.4302
1_MACS_peak_3921_lociStitched	chr10	99472950	99474695	1	1746	2997.0375
2_MACS_peak_6877_lociStitched	chr12	94852907	94854652	2	1687	2791.6510000000003
3_MACS_peak_18373_lociStitched	chr20	15987430	15989175	3	1379	1055.5505
2_MACS_peak_19357_lociStitched	chr21	37691715	37693460	2	1639	2860.753
2_MACS_peak_20557_lociStitched	chr3	33758691	33760436	2	1732	2440.3825
1_MACS_peak_25340_lociStitched	chr6	7051395	7053140	1	1746	2313.3465
2_MACS_peak_49_lociStitched	chr1	1839804	1841548	2	1551	1990.0784
1_MACS_peak_3069_lociStitched	chr10	11726390	11728134	1	1745	2011.704
1_MACS_peak_13232_lociStitched	chr17	74098945	74100689	1	1745	2887.0176
2_MACS_peak_19593_lociStitched	chr22	21270961	21272705	2	1581	2420.3232
1_MACS_peak_25107_lociStitched	chr5	173726988	173728732	1	1745	1333.6368
2_MACS_peak_9950_lociStitched	chr15	69744579	69746322	2	1666	2666.2671
2_MACS_peak_10597_lociStitched	chr16	4165425	4167168	2	1668	1721.3868
2_MACS_peak_12520_lociStitched	chr17	38255862	38257605	2	1685	1595.3679
2_MACS_peak_22833_lociStitched	chr4	83933283	83935026	2	1632	2067.8952
2_MACS_peak_1672_lociStitched	chr1	154411045	154412787	2	1691	1309.1129999999998
3_MACS_peak_11520_lociStitched	chr16	79746988	79748730	3	1487	1237.5168
2_MACS_peak_15871_lociStitched	chr2	263821	265563	2	1656	2180.6356
1_MACS_peak_23034_lociStitched	chr4	110309891	110311633	1	1743	1870.5596
1_MACS_peak_27853_lociStitched	chr7	76021852	76023594	1	1743	3099.3664
3_MACS_peak_28882_lociStitched	chr8	9638642	9640384	3	1343	1170.9724
1_MACS_peak_9874_lociStitched	chr15	66161409	66163150	1	1742	2391.7857999999997
3_MACS_peak_12092_lociStitched	chr17	17183419	17185160	3	1625	2321.2753
2_MACS_peak_12392_lociStitched	chr17	33415260	33417001	2	1631	1718.0188
3_MACS_peak_14401_lociStitched	chr19	5335292	5337033	3	1381	1433.7135
2_MACS_peak_3927_lociStitched	chr10	99893920	99895660	2	1715	2316.288
1_MACS_peak_4999_lociStitched	chr11	62476105	62477845	1	1741	2856.384
2_MACS_peak_7170_lociStitched	chr12	113519775	113521515	2	1624	1634.382
2_MACS_peak_7221_lociStitched	chr12	118573278	118575018	2	1732	2825.064
1_MACS_peak_10424_lociStitched	chr15	102164973	102166713	1	1741	1661.004
1_MACS_peak_11123_lociStitched	chr16	46917240	46918980	1	1741	2059.812
2_MACS_peak_12568_lociStitched	chr17	40118027	40119767	2	1535	2150.118
2_MACS_peak_18479_lociStitched	chr20	30160022	30161762	2	1738	2479.326
1_MACS_peak_21930_lociStitched	chr3	182399836	182401576	1	1741	3788.8500000000004
1_MACS_peak_23518_lociStitched	chr4	186124108	186125848	1	1741	2440.3500000000004
2_MACS_peak_25833_lociStitched	chr6	32162893	32164633	2	1418	2603.736
2_MACS_peak_29543_lociStitched	chr8	71128689	71130429	2	1482	1632.468
3_MACS_peak_30019_lociStitched	chr8	119519321	119521061	3	1152	1086.108
2_MACS_peak_31573_lociStitched	chr9	131643867	131645607	2	1626	2101.572
3_MACS_peak_710_lociStitched	chr1	40070919	40072658	3	1354	1091.9181
3_MACS_peak_5481_lociStitched	chr11	85564859	85566598	3	1537	2250.266
1_MACS_peak_7060_lociStitched	chr12	108934707	108936446	1	1740	1766.824
2_MACS_peak_8698_lociStitched	chr14	73609368	73611107	2	1636	1400.5906
1_MACS_peak_12548_lociStitched	chr17	38803473	38805212	1	1740	3799.8888999999995
1_MACS_peak_30385_lociStitched	chr8	145581356	145583095	1	1740	2149.7518
2_MACS_peak_32751_lociStitched	chrX	153266918	153268657	2	1659	1590.6633
1_MACS_peak_1936_lociStitched	chr1	164486920	164488658	1	1739	2998.2238
1_MACS_peak_3425_lociStitched	chr10	45495631	45497369	1	1739	2560.2478
2_MACS_peak_12448_lociStitched	chr17	36507236	36508974	2	1732	1880.8636000000001
2_MACS_peak_13510_lociStitched	chr18	140100	141838	2	1429	1335.3054
3_MACS_peak_15310_lociStitched	chr19	42787394	42789132	3	1565	2063.3536
1_MACS_peak_21046_lociStitched	chr3	72304456	72306194	1	1739	1867.6548
2_MACS_peak_21539_lociStitched	chr3	139107891	139109629	2	1725	2535.0467999999996
2_MACS_peak_21559_lociStitched	chr3	140949570	140951308	2	1705	2837.9802
2_MACS_peak_26998_lociStitched	chr6	169967602	169969340	2	1519	1473.824
2_MACS_peak_29972_lociStitched	chr8	109455038	109456776	2	1660	2395.1378
1_MACS_peak_16139_lociStitched	chr2	27545005	27546742	1	1738	3113.7462
1_MACS_peak_25971_lociStitched	chr6	35887645	35889382	1	1738	3117.915
2_MACS_peak_27249_lociStitched	chr7	22893750	22895487	2	1497	2732.9957999999997
2_MACS_peak_31744_lociStitched	chr9	139759827	139761564	2	1695	2096.7327
2_MACS_peak_1604_lociStitched	chr1	151161563	151163299	2	1732	3223.5784
1_MACS_peak_9134_lociStitched	chr14	105143551	105145287	1	1737	2432.4832
3_MACS_peak_17675_lociStitched	chr2	202867395	202869131	3	977	920.948
1_MACS_peak_24664_lociStitched	chr5	134209458	134211194	1	1737	3437.4536
2_MACS_peak_27043_lociStitched	chr7	2437871	2439607	2	1296	1045.2456
1_MACS_peak_29468_lociStitched	chr8	64080282	64082018	1	1737	3994.3624
1_MACS_peak_32628_lociStitched	chrX	131622634	131624370	1	1737	2371.5496000000003
2_MACS_peak_16953_lociStitched	chr2	98279587	98281322	2	1619	1775.7725
2_MACS_peak_28141_lociStitched	chr7	100486357	100488092	2	1569	2059.2715000000003
2_MACS_peak_75_lociStitched	chr1	3816287	3818021	2	1718	2954.5625999999997
2_MACS_peak_595_lociStitched	chr1	33814646	33816380	2	1591	2163.6852
2_MACS_peak_3105_lociStitched	chr10	14226385	14228119	2	1643	1831.104
2_MACS_peak_10790_lociStitched	chr16	15981565	15983299	2	1589	2426.2128
2_MACS_peak_22142_lociStitched	chr3	197686313	197688047	2	1574	1784.8062000000002
2_MACS_peak_27657_lociStitched	chr7	66766765	66768499	2	1706	3141.8346
1_MACS_peak_28966_lociStitched	chr8	17013142	17014876	1	1735	3361.359
2_MACS_peak_2387_lociStitched	chr1	200638300	200640033	2	1695	4039.623
3_MACS_peak_5000_lociStitched	chr11	62479975	62481708	3	1549	1146.2062
3_MACS_peak_10547_lociStitched	chr16	2932151	2933884	3	1541	1944.0793999999999
3_MACS_peak_14459_lociStitched	chr19	6777748	6779481	3	1180	1148.1125
2_MACS_peak_19029_lociStitched	chr20	57567976	57569709	2	1583	1569.0582
1_MACS_peak_20187_lociStitched	chr22	46067134	46068867	1	1734	3181.2681000000002
1_MACS_peak_20868_lociStitched	chr3	52311658	52313391	1	1734	2893.2435
2_MACS_peak_23139_lociStitched	chr4	128390436	128392169	2	1497	2207.4954000000002
2_MACS_peak_24625_lociStitched	chr5	131998613	132000346	2	1567	1594.1867000000002
1_MACS_peak_6767_lociStitched	chr12	76952431	76954163	1	1733	2938.8576000000003
2_MACS_peak_7928_lociStitched	chr13	66094544	66096276	2	1706	1677.7884
2_MACS_peak_10680_lociStitched	chr16	11035117	11036849	2	1646	1935.51
3_MACS_peak_10993_lociStitched	chr16	29822100	29823832	3	1362	1278.5624
2_MACS_peak_12863_lociStitched	chr17	49197243	49198975	2	1731	2695.6848
3_MACS_peak_20430_lociStitched	chr3	15688478	15690210	3	1358	1022.3996000000001
3_MACS_peak_23224_lociStitched	chr4	141746585	141748317	3	1676	2046.8776
1_MACS_peak_24245_lociStitched	chr5	81266831	81268563	1	1733	3027.8824
2_MACS_peak_26267_lociStitched	chr6	53658611	53660343	2	1556	1818.4268000000002
1_MACS_peak_31414_lociStitched	chr9	125026444	125028176	1	1733	2286.4132
1_MACS_peak_1692_lociStitched	chr1	154942557	154944288	1	1732	1378.5683999999999
1_MACS_peak_6600_lociStitched	chr12	56842050	56843781	1	1732	2629.0427999999997
2_MACS_peak_7437_lociStitched	chr12	124196153	124197884	2	1657	2147.8248
2_MACS_peak_8160_lociStitched	chr14	21736896	21738627	2	1440	1864.287
1_MACS_peak_8497_lociStitched	chr14	59950175	59951906	1	1732	2523.9710999999998
1_MACS_peak_9584_lociStitched	chr15	47476060	47477791	1	1732	2007.7868999999998
3_MACS_peak_10889_lociStitched	chr16	23376229	23377960	3	1226	1155.4424999999999
1_MACS_peak_19831_lociStitched	chr22	35653012	35654742	1	1731	3096.3540000000003
1_MACS_peak_14170_lociStitched	chr18	77747735	77749464	1	1730	3290.9786
2_MACS_peak_7080_lociStitched	chr12	109250401	109252129	2	1658	2529.9647999999997
1_MACS_peak_10287_lociStitched	chr15	91445384	91447112	1	1729	2842.2144
1_MACS_peak_16410_lociStitched	chr2	53993990	53995718	1	1729	2487.8016
2_MACS_peak_25863_lociStitched	chr6	32604283	32606011	2	1298	1278.72
2_MACS_peak_5265_lociStitched	chr11	67274883	67276610	2	1598	2297.9462
1_MACS_peak_14793_lociStitched	chr19	15442123	15443850	1	1728	1718.8831
2_MACS_peak_26493_lociStitched	chr6	97344774	97346501	2	1590	1376.9371
1_MACS_peak_32194_lociStitched	chrX	52949399	52951126	1	1728	1627.0067000000001
1_MACS_peak_600_lociStitched	chr1	35330971	35332697	1	1727	3813.0792
2_MACS_peak_1728_lociStitched	chr1	155440894	155442620	2	1525	1400.8216
2_MACS_peak_2742_lociStitched	chr1	228593461	228595187	2	1455	1361.1236
2_MACS_peak_3665_lociStitched	chr10	75254650	75256376	2	1668	2697.738
2_MACS_peak_13087_lociStitched	chr17	65240551	65242277	2	1692	2762.2904
1_MACS_peak_20755_lociStitched	chr3	48506921	48508647	1	1727	2671.6754
2_MACS_peak_21678_lociStitched	chr3	152049874	152051600	2	1545	1317.2832
2_MACS_peak_14421_lociStitched	chr19	5827562	5829287	2	1700	1802.6249999999998
2_MACS_peak_16199_lociStitched	chr2	33823331	33825056	2	1688	2408.79
2_MACS_peak_20875_lociStitched	chr3	52566678	52568403	2	1581	1715.1675
2_MACS_peak_22585_lociStitched	chr4	52708605	52710330	2	1580	1927.1699999999998
2_MACS_peak_22601_lociStitched	chr4	54567888	54569613	2	1463	1716.375
3_MACS_peak_25104_lociStitched	chr5	173722074	173723799	3	1581	1342.2225
2_MACS_peak_5536_lociStitched	chr11	95990787	95992511	2	1356	1216.1096
1_MACS_peak_7633_lociStitched	chr13	28711756	28713480	1	1725	2216.8916
3_MACS_peak_13795_lociStitched	chr18	33708762	33710486	3	1704	2971.8312
2_MACS_peak_15097_lociStitched	chr19	36704890	36706614	2	1677	1791.0636
2_MACS_peak_18539_lociStitched	chr20	32077033	32078757	2	1562	2075.0064
1_MACS_peak_22028_lociStitched	chr3	187871145	187872869	1	1725	2726.8508
2_MACS_peak_27828_lociStitched	chr7	75367702	75369426	2	1598	2366.7072
1_MACS_peak_28075_lociStitched	chr7	99062625	99064349	1	1725	3594.8848
1_MACS_peak_30498_lociStitched	chr9	4984181	4985905	1	1725	2819.7744
2_MACS_peak_30593_lociStitched	chr9	19379197	19380921	2	1617	2561.864
1_MACS_peak_5372_lociStitched	chr11	73498282	73500005	1	1724	3037.649
1_MACS_peak_6466_lociStitched	chr12	51441259	51442982	1	1724	3213.0504
3_MACS_peak_15405_lociStitched	chr19	46086879	46088602	3	1465	2074.3197
1_MACS_peak_31537_lociStitched	chr9	130889480	130891203	1	1724	3133.1032
2_MACS_peak_31691_lociStitched	chr9	135905154	135906877	2	1595	2459.9271
1_MACS_peak_6512_lociStitched	chr12	53645122	53646844	1	1723	2189.8674
2_MACS_peak_9497_lociStitched	chr15	43028443	43030165	2	1658	2516.703
1_MACS_peak_20800_lociStitched	chr3	49725931	49727653	1	1723	2628.4608
2_MACS_peak_29063_lociStitched	chr8	24128215	24129937	2	1488	1292.5332
2_MACS_peak_5690_lociStitched	chr11	116642987	116644708	2	1718	2857.0321
1_MACS_peak_9301_lociStitched	chr15	30113694	30115415	1	1722	3614.7884
2_MACS_peak_11087_lociStitched	chr16	31128232	31129953	2	1641	1856.9589999999998
1_MACS_peak_13772_lociStitched	chr18	29659909	29661630	1	1722	2060.0370000000003
1_MACS_peak_16704_lociStitched	chr2	71294690	71296411	1	1722	3271.2768
2_MACS_peak_18911_lociStitched	chr20	49125859	49127580	2	1621	2563.7737
1_MACS_peak_21219_lociStitched	chr3	108307466	108309187	1	1722	2527.6326999999997
1_MACS_peak_23295_lociStitched	chr4	153505546	153507267	1	1722	1649.9227
2_MACS_peak_26813_lociStitched	chr6	138724363	138726084	2	1591	1703.9621
1_MACS_peak_28695_lociStitched	chr7	149320712	149322433	1	1722	3034.6393000000003
3_MACS_peak_29264_lociStitched	chr8	37747213	37748934	3	1232	1162.3634
3_MACS_peak_933_lociStitched	chr1	53162787	53164507	3	1524	1983.16
1_MACS_peak_1848_lociStitched	chr1	160982894	160984614	1	1721	2090.832
1_MACS_peak_3685_lociStitched	chr10	75935509	75937229	1	1721	2835.42
2_MACS_peak_8566_lociStitched	chr14	65748774	65750494	2	1517	1424.1599999999999
1_MACS_peak_12501_lociStitched	chr17	38019505	38021225	1	1721	2416.428
2_MACS_peak_13807_lociStitched	chr18	37518510	37520230	2	1667	1556.6000000000001
2_MACS_peak_16310_lociStitched	chr2	44588179	44589899	2	1715	3179.076
2_MACS_peak_19919_lociStitched	chr22	38141429	38143149	2	1698	3732.916
1_MACS_peak_22978_lociStitched	chr4	106067346	106069066	1	1721	3100.4719999999998
2_MACS_peak_2014_lociStitched	chr1	168478234	168479953	2	1238	1068.3585
1_MACS_peak_12621_lociStitched	chr17	40984684	40986403	1	1720	3210.2325
2_MACS_peak_14343_lociStitched	chr19	3556759	3558478	2	1627	1562.7429
2_MACS_peak_23024_lociStitched	chr4	109541221	109542940	2	1630	1973.7558000000001
2_MACS_peak_4803_lociStitched	chr11	43942525	43944243	2	1276	1345.194
1_MACS_peak_6853_lociStitched	chr12	93809012	93810730	1	1719	1754.9370000000001
1_MACS_peak_11231_lociStitched	chr16	57480346	57482064	1	1719	3552.3086
2_MACS_peak_13227_lociStitched	chr17	73899960	73901678	2	1557	2207.9736
2_MACS_peak_15893_lociStitched	chr2	3522023	3523741	2	1601	3354.7386
1_MACS_peak_16162_lociStitched	chr2	29092383	29094101	1	1719	2286.3143999999998
2_MACS_peak_25565_lociStitched	chr6	24948538	24950256	2	1467	1304.4774
1_MACS_peak_26007_lociStitched	chr6	37400312	37402030	1	1719	2929.0182
2_MACS_peak_27106_lociStitched	chr7	6047974	6049692	2	1650	2382.1788
2_MACS_peak_29711_lociStitched	chr8	94331733	94333451	2	1489	1381.7874
2_MACS_peak_5201_lociStitched	chr11	66055502	66057219	2	1586	2417.536
2_MACS_peak_11999_lociStitched	chr17	7834809	7836526	2	1594	1971.8028000000002
2_MACS_peak_24178_lociStitched	chr5	75012285	75014002	2	1547	1967.6819999999998
2_MACS_peak_5335_lociStitched	chr11	71813342	71815058	2	1630	2841.5244
3_MACS_peak_11177_lociStitched	chr16	54319747	54321463	3	1247	1033.2036
1_MACS_peak_12007_lociStitched	chr17	8065462	8067178	1	1717	3055.5096
2_MACS_peak_16722_lociStitched	chr2	73612344	73614060	2	1699	2265.12
2_MACS_peak_20045_lociStitched	chr22	41031896	41033612	2	1535	2094.8928
2_MACS_peak_26454_lociStitched	chr6	90538397	90540113	2	1433	1492.4052000000001
2_MACS_peak_30340_lociStitched	chr8	144690826	144692542	2	1503	1730.4144
3_MACS_peak_452_lociStitched	chr1	27159133	27160848	3	1126	1137.045
1_MACS_peak_1557_lociStitched	chr1	149898922	149900637	1	1716	5131.966
2_MACS_peak_3629_lociStitched	chr10	73975335	73977050	2	1701	1875.524
1_MACS_peak_9099_lociStitched	chr14	102828440	102830155	1	1716	2089.899
2_MACS_peak_18066_lociStitched	chr2	237273975	237275690	2	1496	1333.5839999999998
2_MACS_peak_19372_lociStitched	chr21	38639061	38640776	2	1470	3047.0405
2_MACS_peak_31427_lociStitched	chr9	126029904	126031619	2	1484	1855.9730000000002
2_MACS_peak_1869_lociStitched	chr1	161283432	161285146	2	1708	4535.0726
1_MACS_peak_2379_lociStitched	chr1	200378104	200379818	1	1715	3993.1058
2_MACS_peak_4752_lociStitched	chr11	34106416	34108130	2	1393	1621.2726
2_MACS_peak_4845_lociStitched	chr11	46721543	46723257	2	1620	2603.566
2_MACS_peak_5321_lociStitched	chr11	71158699	71160413	2	1667	2103.935
2_MACS_peak_5933_lociStitched	chr11	134144993	134146707	2	1611	2296.5886
2_MACS_peak_10141_lociStitched	chr15	82823910	82825624	2	1467	1895.6840000000002
2_MACS_peak_10241_lociStitched	chr15	89786468	89788182	2	1713	1942.9904
1_MACS_peak_12623_lociStitched	chr17	41131708	41133422	1	1715	2320.2418
3_MACS_peak_26957_lociStitched	chr6	160182270	160183984	3	1537	1415.5926
2_MACS_peak_27001_lociStitched	chr6	170101535	170103249	2	1532	1681.434
1_MACS_peak_3807_lociStitched	chr10	91403879	91405592	1	1714	2916.3824999999997
1_MACS_peak_6683_lociStitched	chr12	65562642	65564355	1	1714	3289.1313
2_MACS_peak_9399_lociStitched	chr15	40330455	40332168	2	1694	2213.196
2_MACS_peak_14031_lociStitched	chr18	56338001	56339714	2	1669	3769.9704
2_MACS_peak_14425_lociStitched	chr19	5977248	5978961	2	1536	2180.9916000000003
1_MACS_peak_14757_lociStitched	chr19	14141894	14143607	1	1714	2811.8894999999998
2_MACS_peak_19893_lociStitched	chr22	37325235	37326948	2	1637	1600.9698
1_MACS_peak_820_lociStitched	chr1	45096948	45098660	1	1713	2769.3312
1_MACS_peak_1717_lociStitched	chr1	155242310	155244022	1	1713	4593.980799999999
1_MACS_peak_3611_lociStitched	chr10	72335108	72336820	1	1713	2080.7648
1_MACS_peak_4154_lociStitched	chr10	115613513	115615225	1	1713	4021.3168
2_MACS_peak_5179_lociStitched	chr11	65728228	65729940	2	1691	3213.424
2_MACS_peak_14965_lociStitched	chr19	19495727	19497439	2	1247	1299.9216
2_MACS_peak_16900_lociStitched	chr2	88990496	88992208	2	1458	1510.1552
2_MACS_peak_17461_lociStitched	chr2	179314995	179316707	2	1599	1827.2176
2_MACS_peak_18717_lociStitched	chr20	40246131	40247843	2	1452	2398.1696
2_MACS_peak_24401_lociStitched	chr5	101631347	101633059	2	1645	1622.1200000000001
1_MACS_peak_27750_lociStitched	chr7	72970922	72972634	1	1713	3562.672
1_MACS_peak_29257_lociStitched	chr8	37643189	37644901	1	1713	1832.0112000000001
1_MACS_peak_608_lociStitched	chr1	36022458	36024169	1	1712	2574.8839
2_MACS_peak_8852_lociStitched	chr14	86812759	86814470	2	1465	1240.9883
1_MACS_peak_11909_lociStitched	chr17	4890023	4891734	1	1712	2021.7176
2_MACS_peak_11932_lociStitched	chr17	6346638	6348349	2	1566	1783.7175
1_MACS_peak_19558_lociStitched	chr22	19158447	19160158	1	1712	2705.091
2_MACS_peak_20787_lociStitched	chr3	49376842	49378553	2	1647	1814.5155
1_MACS_peak_21782_lociStitched	chr3	160166618	160168329	1	1712	2973.8891
2_MACS_peak_5664_lociStitched	chr11	114270260	114271970	2	1690	3281.661
1_MACS_peak_3982_lociStitched	chr10	102819964	102821673	1	1710	3620.5165
2_MACS_peak_19431_lociStitched	chr21	44312589	44314298	2	1601	2719.8734999999997
3_MACS_peak_26434_lociStitched	chr6	89953082	89954791	3	1101	965.5849999999999
2_MACS_peak_27273_lociStitched	chr7	24113421	24115130	2	1561	1181.0899000000002
1_MACS_peak_29693_lociStitched	chr8	91657215	91658924	1	1710	5157.4202
2_MACS_peak_2930_lociStitched	chr10	1033510	1035218	2	1612	4044.0316000000003
1_MACS_peak_4214_lociStitched	chr10	121064616	121066324	1	1709	2037.8148
1_MACS_peak_8764_lociStitched	chr14	77422060	77423768	1	1709	2036.2776
2_MACS_peak_18577_lociStitched	chr20	32889853	32891561	2	1651	2709.742
2_MACS_peak_25334_lociStitched	chr6	6542882	6544590	2	1510	1246.84
2_MACS_peak_28693_lociStitched	chr7	149193621	149195329	2	1686	2996.3444
2_MACS_peak_31523_lociStitched	chr9	130564460	130566168	2	1554	2328.3456
1_MACS_peak_1803_lociStitched	chr1	157493076	157494783	1	1708	1938.9813
2_MACS_peak_4809_lociStitched	chr11	44586237	44587944	2	1424	1651.1811
2_MACS_peak_9712_lociStitched	chr15	57410107	57411814	2	1697	2016.6498
2_MACS_peak_10397_lociStitched	chr15	100710044	100711751	2	1248	1071.996
2_MACS_peak_15411_lociStitched	chr19	46171533	46173240	2	1252	1126.4493
2_MACS_peak_18278_lociStitched	chr20	5106783	5108490	2	1478	1793.3742
1_MACS_peak_25046_lociStitched	chr5	171432945	171434652	1	1708	2315.0334000000003
2_MACS_peak_26108_lociStitched	chr6	43691968	43693675	2	1696	2016.4791
3_MACS_peak_28874_lociStitched	chr8	8992617	8994324	3	1257	1163.6619
2_MACS_peak_5567_lociStitched	chr11	102344216	102345922	2	1586	1544.783
1_MACS_peak_9812_lociStitched	chr15	64125382	64127088	1	1707	2730.7942
1_MACS_peak_19502_lociStitched	chr21	47705332	47707038	1	1707	2654.8772
2_MACS_peak_24559_lociStitched	chr5	125949130	125950836	2	1685	1152.0618
2_MACS_peak_26280_lociStitched	chr6	56625724	56627430	2	1211	1222.8608
1_MACS_peak_27180_lociStitched	chr7	10978970	10980676	1	1707	2173.2734
2_MACS_peak_27623_lociStitched	chr7	65215133	65216839	2	1654	3052.3752
1_MACS_peak_27812_lociStitched	chr7	74790720	74792426	1	1707	1576.8558
2_MACS_peak_186_lociStitched	chr1	11985473	11987178	2	1649	1758.8780000000002
3_MACS_peak_868_lociStitched	chr1	46805162	46806867	3	1523	1532.9655
1_MACS_peak_4871_lociStitched	chr11	47869060	47870765	1	1706	2982.386
1_MACS_peak_4905_lociStitched	chr11	57508357	57510062	1	1706	2994.1505
2_MACS_peak_8272_lociStitched	chr14	31494571	31496276	2	1574	2192.289
1_MACS_peak_8331_lociStitched	chr14	39735401	39737106	1	1706	2187.6855
1_MACS_peak_10266_lociStitched	chr15	90721467	90723172	1	1706	1419.4125000000001
1_MACS_peak_13696_lociStitched	chr18	19191423	19193128	1	1706	2484.185
2_MACS_peak_15048_lociStitched	chr19	33863871	33865576	2	1595	2693.9
2_MACS_peak_15624_lociStitched	chr19	50934405	50936110	2	1697	1807.1295
2_MACS_peak_16830_lociStitched	chr2	86421562	86423267	2	1642	2670.5415000000003
2_MACS_peak_23772_lociStitched	chr5	31531678	31533383	2	1593	1662.8864999999998
2_MACS_peak_1932_lociStitched	chr1	162983212	162984916	2	1660	2103.2472
1_MACS_peak_2128_lociStitched	chr1	179334097	179335801	1	1705	3544.1495999999997
1_MACS_peak_12434_lociStitched	chr17	35766305	35768009	1	1705	2597.0664
3_MACS_peak_19716_lociStitched	chr22	27205212	27206916	3	1340	1047.7896
2_MACS_peak_20840_lociStitched	chr3	51428137	51429841	2	1538	2414.3976000000002
2_MACS_peak_29922_lociStitched	chr8	104991757	104993461	2	1591	1775.568
2_MACS_peak_12427_lociStitched	chr17	34957105	34958808	2	1692	1468.8375
1_MACS_peak_16454_lociStitched	chr2	55495468	55497171	1	1704	2295.3034000000002
2_MACS_peak_26648_lociStitched	chr6	114291257	114292960	2	1671	1838.8994000000002
1_MACS_peak_28799_lociStitched	chr7	157128750	157130453	1	1704	2355.4193
2_MACS_peak_1087_lociStitched	chr1	78444074	78445776	2	1602	2106.7356
2_MACS_peak_9220_lociStitched	chr15	23033633	23035335	2	1684	2292.2536
1_MACS_peak_16057_lociStitched	chr2	20100765	20102467	1	1703	4279.679
2_MACS_peak_26191_lociStitched	chr6	46097094	46098796	2	1644	1968.363
1_MACS_peak_27627_lociStitched	chr7	65446089	65447791	1	1703	3301.029
3_MACS_peak_30964_lociStitched	chr9	84742639	84744341	3	1573	1291.818
1_MACS_peak_3463_lociStitched	chr10	51826876	51828577	1	1702	2411.1675
2_MACS_peak_3591_lociStitched	chr10	70883067	70884768	2	1616	2621.241
3_MACS_peak_6177_lociStitched	chr12	13152768	13154469	3	1267	1087.6194
1_MACS_peak_8399_lociStitched	chr14	51296850	51298551	1	1702	1725.6644999999999
2_MACS_peak_9692_lociStitched	chr15	55488281	55489982	2	1594	2242.9386
2_MACS_peak_11085_lociStitched	chr16	31118552	31120253	2	1543	2065.014
1_MACS_peak_12061_lociStitched	chr17	15902167	15903868	1	1702	1934.037
2_MACS_peak_15955_lociStitched	chr2	9695110	9696811	2	1701	2707.6518
1_MACS_peak_18400_lociStitched	chr20	18487506	18489207	1	1702	2037.9680999999998
2_MACS_peak_22659_lociStitched	chr4	69214581	69216282	2	1684	2366.9415
2_MACS_peak_3650_lociStitched	chr10	74385116	74386816	2	1671	1843.3100000000002
1_MACS_peak_5479_lociStitched	chr11	85374826	85376526	1	1701	3287.29
2_MACS_peak_8212_lociStitched	chr14	23754472	23756172	2	1457	1473.0500000000002
1_MACS_peak_9518_lociStitched	chr15	44091965	44093665	1	1701	2131.29
1_MACS_peak_10034_lociStitched	chr15	75198336	75200036	1	1701	3346.96
2_MACS_peak_10550_lociStitched	chr16	2953788	2955488	2	1697	2870.1099999999997
2_MACS_peak_14559_lociStitched	chr19	9937535	9939235	2	1653	1610.24
1_MACS_peak_17307_lociStitched	chr2	157197860	157199560	1	1701	2088.11
2_MACS_peak_22610_lociStitched	chr4	55293435	55295135	2	1601	1891.0800000000002
2_MACS_peak_23830_lociStitched	chr5	37799429	37801129	2	1486	1731.62
2_MACS_peak_24644_lociStitched	chr5	133706247	133707947	2	1648	2432.19
2_MACS_peak_4873_lociStitched	chr11	48130426	48132125	2	1664	2332.0474
1_MACS_peak_10253_lociStitched	chr15	90436384	90438083	1	1700	2875.3876
1_MACS_peak_10847_lociStitched	chr16	19565978	19567677	1	1700	2519.1072999999997
1_MACS_peak_11298_lociStitched	chr16	67279790	67281489	1	1700	1691.5244
2_MACS_peak_11886_lociStitched	chr17	4457719	4459418	2	1628	1572.0847
2_MACS_peak_15897_lociStitched	chr2	3622311	3624010	2	1640	2582.3101
