REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
5_MACS_peak_26541_lociStitched	chr6	106543451	106555125	5	11035	13622.3906	172	1	PRDM1		PRDM1	PRDM1	0.7868	172	1
3_MACS_peak_25413_lociStitched	chr6	11829425	11837809	3	8254	13613.9392	173	1			C6orf105	C6orf105	NONE	173	1
5_MACS_peak_30170_lociStitched	chr8	126779822	126789192	5	9161	13568.697	174	1			TRIB1	TRIB1	1.1541	174	1
3_MACS_peak_13597_lociStitched	chr18	9101725	9109370	3	7458	13509.4795	175	1	NDUFV2	ANKRD12	NDUFV2	NDUFV2	0.7063	175	1
7_MACS_peak_18515_lociStitched	chr20	31254018	31262963	7	7736	13506.0555	176	1		C20orf203	C20orf203	C20orf203	0.1672	176	1
4_MACS_peak_21734_lociStitched	chr3	156847882	156856248	4	7785	13419.9006	177	1		LOC100498859,LOC339894,CCNL1	LOC339894	LOC100498859	0.8556	177	1
2_MACS_peak_29890_lociStitched	chr8	103823859	103829097	2	5111	13395.6612	178	1		AZIN1	AZIN1	AZIN1	0.3122	178	1
9_MACS_peak_30047_lociStitched	chr8	120924556	120935885	9	10097	13353.4923	179	1	DEPDC6		DEPDC6	DEPDC6	0.3952	179	1
4_MACS_peak_26182_lociStitched	chr6	45674131	45683454	4	8797	13343.0776	180	1			RUNX2	RUNX2	0.2322	180	1
2_MACS_peak_16684_lociStitched	chr2	70312114	70316735	2	4618	13329.7366	181	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	1.2384	181	1
1_MACS_peak_11670_lociStitched	chr16	88846217	88852571	1	6355	13298.2866	182	1	FAM38A	CDT1,APRT	FAM38A	CDT1	0.8766	182	1
5_MACS_peak_16863_lociStitched	chr2	87806243	87816536	5	9683	13291.3509	183	1	NCRNA00152		NCRNA00152	NCRNA00152	0.7318	183	1
3_MACS_peak_13544_lociStitched	chr18	3446524	3452709	3	6021	13216.108	184	1	TGIF1	TGIF1	TGIF1	TGIF1	0.3321	184	1
2_MACS_peak_9324_lociStitched	chr15	31554209	31560679	2	6413	13148.334	185	1			KLF13	KLF13	0.6626	185	1
2_MACS_peak_1733_lociStitched	chr1	155531036	155535082	2	3940	13121.178	186	1	LOC645676,ASH1L	MSTO1	ASH1L	MSTO1	0.4227	186	1
2_MACS_peak_1575_lociStitched	chr1	150547847	150553255	2	4919	13118.1856	187	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	MCL1	1.1619	187	1
1_MACS_peak_21338_lociStitched	chr3	124487826	124494371	1	6546	13101.781	188	1	ITGB5	UMPS	UMPS	UMPS	0.1826	188	1
5_MACS_peak_24805_lociStitched	chr5	142776714	142785663	5	8213	13083.438	189	1	NR3C1		NR3C1	NR3C1	0.1903	189	1
1_MACS_peak_12670_lociStitched	chr17	42294640	42300133	1	5494	13036.5369	190	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	0.8172	190	1
4_MACS_peak_13601_lociStitched	chr18	9135085	9141734	4	6525	13035.3645	191	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.7063	191	1
2_MACS_peak_6856_lociStitched	chr12	93963572	93968897	2	5112	12991.935	192	1	SOCS2		SOCS2	SOCS2	0.9242	192	1
6_MACS_peak_21897_lociStitched	chr3	178230007	178239217	6	8551	12987.942	193	1		KCNMB2	KCNMB2	KCNMB2	0.1555	193	1
1_MACS_peak_17981_lociStitched	chr2	232476252	232480881	1	4630	12966.2919	194	1		C2orf57	C2orf57	C2orf57	0.0907	194	1
7_MACS_peak_12534_lociStitched	chr17	38473775	38484536	7	10270	12962.7006	195	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.3308	195	1
3_MACS_peak_19732_lociStitched	chr22	29212227	29221522	3	9224	12906.1075	196	1		CCDC117,XBP1	XBP1	XBP1	1.3456	196	1
3_MACS_peak_10677_lociStitched	chr16	10969711	10977265	3	7095	12902.232	197	1	CIITA		CIITA	CIITA	0.4158	197	1
4_MACS_peak_18686_lociStitched	chr20	37499142	37505382	4	6076	12888.096	198	1	PPP1R16B	FAM83D	FAM83D	FAM83D	0.1868	198	1
4_MACS_peak_6607_lociStitched	chr12	57076733	57084414	4	7349	12864.1388	199	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.5411	199	1
2_MACS_peak_1428_lociStitched	chr1	143913713	143919218	2	5294	12853.6245	200	1	SRGAP2P2	FAM72D	SRGAP2P2	FAM72D	0.6638	200	1
2_MACS_peak_18453_lociStitched	chr20	25274312	25281784	2	7367	12823.4464	201	1	PYGB,ABHD12		PYGB	PYGB	0.4457	201	1
2_MACS_peak_5166_lociStitched	chr11	65624464	65629149	2	4641	12811.1325	202	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CFL1	1.0746	202	1
3_MACS_peak_18742_lociStitched	chr20	42376652	42382602	3	5616	12809.755	203	1		GTSF1L	GTSF1L	GTSF1L	0.3722	203	1
2_MACS_peak_9929_lociStitched	chr15	68492659	68500166	2	7466	12809.1941	204	1	CALML4,CLN6		CALML4	CALML4	1.0977	204	1
1_MACS_peak_1961_lociStitched	chr1	165796172	165799554	1	3383	12807.9722	205	1	UCK2		UCK2	UCK2	0.4664	205	1
9_MACS_peak_27184_lociStitched	chr7	11330532	11341744	9	10126	12774.9528	206	1			PHF14	PHF14	NONE	206	1
2_MACS_peak_26110_lociStitched	chr6	43737322	43742195	2	4862	12762.8743	207	1	VEGFA		VEGFA	VEGFA	0.6021	207	1
1_MACS_peak_13302_lociStitched	chr17	75365334	75371289	1	5956	12754.419	208	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2734	208	1
1_MACS_peak_19025_lociStitched	chr20	57463304	57468618	1	5315	12740.8464	209	1	GNAS	GNAS-AS	GNAS	GNAS	0.4261	209	1
1_MACS_peak_16069_lociStitched	chr2	20614434	20620774	1	6341	12723.746	210	1		RHOB	RHOB	RHOB	0.6859	210	1
1_MACS_peak_1394_lociStitched	chr1	120610144	120613147	1	3004	12696.9843	211	1	NOTCH2		NOTCH2	NOTCH2	0.283	211	1
6_MACS_peak_19050_lociStitched	chr20	58674704	58683356	6	8159	12694.2144	212	1		C20orf197	C20orf197	C20orf197	0.1952	212	1
4_MACS_peak_21727_lociStitched	chr3	156804088	156811470	4	7180	12687.4434	213	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	0.8556	213	1
2_MACS_peak_12491_lociStitched	chr17	37909368	37916053	2	6606	12639.3295	214	1		GRB7,C17orf37	GRB7	C17orf37	0.2588	214	1
3_MACS_peak_25420_lociStitched	chr6	12007280	12013834	3	6382	12632.835	215	1	HIVEP1		HIVEP1	HIVEP1	0.1986	215	1
2_MACS_peak_18997_lociStitched	chr20	55964077	55970148	2	6025	12594.8966	216	1	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.7629	216	1
3_MACS_peak_10404_lociStitched	chr15	101458379	101464962	3	6480	12593.9373	217	1	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.2648	217	1
3_MACS_peak_9326_lociStitched	chr15	31616227	31622946	3	6218	12467.1045	218	1	KLF13		KLF13	KLF13	0.6626	218	1
3_MACS_peak_22109_lociStitched	chr3	196356200	196362190	3	5915	12458.002	219	1		LRRC33	LRRC33	LRRC33	0.4466	219	1
10_MACS_peak_7894_lociStitched	chr13	65979654	65991361	10	10493	12438.6875	220	1				NONE	NONE	220	1
3_MACS_peak_10990_lociStitched	chr16	29815749	29821095	3	5273	12386.682	221	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	MAZ	1.1734	221	1
2_MACS_peak_20228_lociStitched	chr22	50326396	50332019	2	5607	12374.5361	222	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	0.8001	222	1
1_MACS_peak_1819_lociStitched	chr1	159892040	159896158	1	4119	12282.7586	223	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	0.9433	223	1
3_MACS_peak_9246_lociStitched	chr15	23613094	23619586	3	6337	12275.7228	224	1			GOLGA8E	GOLGA8E	NONE	224	1
3_MACS_peak_14805_lociStitched	chr19	16186381	16191526	3	5082	12248.187	225	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.3752	225	1
6_MACS_peak_3240_lociStitched	chr10	23727310	23737016	6	8991	12213.0598	226	1	OTUD1		OTUD1	OTUD1	0.9311	226	1
2_MACS_peak_23666_lociStitched	chr5	6479084	6485969	2	6754	12200.22	227	1	UBE2QL1		UBE2QL1	UBE2QL1	0.5377	227	1
2_MACS_peak_106_lociStitched	chr1	6977281	6984709	2	7340	12153.6936	228	1	CAMTA1		CAMTA1	CAMTA1	0.0842	228	1
9_MACS_peak_3014_lociStitched	chr10	7510923	7522377	9	9831	12151.5486	229	1			SFMBT2	SFMBT2	0.1688	229	1
6_MACS_peak_6004_lociStitched	chr12	4377568	4386579	6	8388	12148.6302	230	1	CCND2	C12orf5	CCND2	CCND2	0.3845	230	1
3_MACS_peak_12099_lociStitched	chr17	17390681	17400283	3	9314	12107.1618	231	1	MED9,RASD1		RASD1	RASD1	0.8608	231	1
8_MACS_peak_17076_lociStitched	chr2	112191559	112202499	8	10036	12067.914	232	1	LOC541471		LOC541471	LOC541471	0.3682	232	1
2_MACS_peak_30249_lociStitched	chr8	134579902	134585938	2	5899	12039.4056	233	1	ST3GAL1		ST3GAL1	ST3GAL1	0.2679	233	1
3_MACS_peak_17820_lociStitched	chr2	216973155	216980041	3	6681	12026.399	234	1	XRCC5	TMEM169,PECR	XRCC5	TMEM169	0.6136	234	1
1_MACS_peak_2009_lociStitched	chr1	167904081	167907338	1	3258	12020.6099	235	1	DCAF6,BRP44	ADCY10	DCAF6	DCAF6	0.2274	235	1
1_MACS_peak_2125_lociStitched	chr1	179049165	179053394	1	4230	12011.6287	236	1	TOR3A		TOR3A	TOR3A	0.6997	236	1
1_MACS_peak_13322_lociStitched	chr17	76122730	76129075	1	6346	11917.179	237	1	TMC8,TMC6	C17orf99,SYNGR2	TMC8	TMC8	0.9164	237	1
6_MACS_peak_14945_lociStitched	chr19	19054221	19064922	6	10018	11899.512	238	1		DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.382	238	1
3_MACS_peak_23792_lociStitched	chr5	32581038	32587962	3	6802	11894.7396	239	1	SUB1		SUB1	SUB1	0.5201	239	1
4_MACS_peak_19122_lociStitched	chr20	62357738	62363983	4	5964	11877.99	240	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	LIME1	1.5371	240	1
7_MACS_peak_6163_lociStitched	chr12	12866599	12875321	7	7973	11865.4088	241	1	CDKN1B	APOLD1,MIR613,GPR19	CDKN1B	CDKN1B	1.3334	241	1
7_MACS_peak_4039_lociStitched	chr10	104531678	104539152	7	6732	11858.2484	242	1	C10orf26		C10orf26	C10orf26	0.5605	242	1
3_MACS_peak_5678_lociStitched	chr11	115132991	115140526	3	7489	11799.81	243	1	CADM1		CADM1	CADM1	0.2291	243	1
1_MACS_peak_28705_lociStitched	chr7	150063981	150068070	1	4090	11798.4006	244	1	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	LOC728743	1.745	244	1
2_MACS_peak_1567_lociStitched	chr1	150335552	150338690	2	3112	11797.311	245	1	RPRD2	PRPF3	RPRD2	RPRD2	0.2829	245	1
4_MACS_peak_13161_lociStitched	chr17	72743531	72752039	4	8074	11795.4912	246	1	SLC9A3R1,MIR3615	RAB37,TMEM104,CD300LF,NAT9	SLC9A3R1	RAB37	0.8882	246	1
2_MACS_peak_21497_lociStitched	chr3	135912219	135917179	2	4890	11775.04	247	1	MSL2		MSL2	MSL2	0.3332	247	1
3_MACS_peak_12081_lociStitched	chr17	16872348	16880471	3	7764	11734.4858	248	1	TNFRSF13B		TNFRSF13B	TNFRSF13B	0.4453	248	1
2_MACS_peak_10729_lociStitched	chr16	12056507	12062990	2	6415	11721.264	249	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	1.1019	249	1
2_MACS_peak_30060_lociStitched	chr8	120942404	120948070	2	5392	11710.4888	250	1	DEPDC6		DEPDC6	DEPDC6	0.3952	250	1
5_MACS_peak_3136_lociStitched	chr10	15826747	15836251	5	8658	11681.3664	251	1	FAM188A		ITGA8	ITGA8	NONE	251	1
8_MACS_peak_6386_lociStitched	chr12	48200673	48209569	8	8274	11676.8896	252	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.5369	252	1
4_MACS_peak_1473_lociStitched	chr1	145451325	145457358	4	5481	11626.1943	253	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	TXNIP	TXNIP	0.653	253	1
5_MACS_peak_21545_lociStitched	chr3	140471769	140480789	5	8649	11620.466	254	1			TRIM42	TRIM42	NONE	254	1
2_MACS_peak_26352_lociStitched	chr6	74228790	74234276	2	5367	11590.8208	255	1	EEF1A1		EEF1A1	EEF1A1	0.9905	255	1
1_MACS_peak_1987_lociStitched	chr1	167423523	167426435	1	2913	11578.112	256	1	CD247		CD247	CD247	0.496	256	1
1_MACS_peak_26065_lociStitched	chr6	42748397	42752102	1	3706	11572.5675	257	1		KIAA0240,TBCC	TBCC	TBCC	0.8129	257	1
3_MACS_peak_29882_lociStitched	chr8	103665730	103670366	3	4357	11559.866	258	1	KLF10		KLF10	KLF10	1.0481	258	1
2_MACS_peak_18570_lociStitched	chr20	32468588	32474003	2	5356	11544.78	259	1			CHMP4B	CHMP4B	0.2878	259	1
2_MACS_peak_12840_lociStitched	chr17	48226227	48233853	2	7604	11543.4762	260	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.5	260	1
1_MACS_peak_1736_lociStitched	chr1	155657044	155659936	1	2893	11539.08	261	1	DAP3,YY1AP1	YY1AP1	YY1AP1	YY1AP1	0.4798	261	1
2_MACS_peak_23497_lociStitched	chr4	185392797	185397352	2	4301	11504.5635	262	1	IRF2		IRF2	IRF2	0.5453	262	1
3_MACS_peak_17105_lociStitched	chr2	112458989	112465797	3	6450	11498.0312	263	1			ANAPC1	ANAPC1	NONE	263	1
2_MACS_peak_1983_lociStitched	chr1	167188430	167192173	2	3536	11493.2558	264	1	POU2F1		POU2F1	POU2F1	0.223	264	1
5_MACS_peak_27562_lociStitched	chr7	50343041	50352271	5	8831	11485.812	265	1	IKZF1		IKZF1	IKZF1	0.165	265	1
3_MACS_peak_1612_lociStitched	chr1	151316603	151322226	3	5446	11476.543	266	1	RFX5	PSMB4,PI4KB,SELENBP1	RFX5	RFX5	0.9194	266	1
5_MACS_peak_3024_lociStitched	chr10	7529341	7536717	5	7054	11470.4176	267	1			SFMBT2	SFMBT2	0.1688	267	1
3_MACS_peak_16196_lociStitched	chr2	33716980	33724557	3	7210	11465.5164	268	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.2877	268	1
6_MACS_peak_29840_lociStitched	chr8	102918841	102926218	6	7196	11443.9401	269	1	NCALD		NCALD	NCALD	0.285	269	1
3_MACS_peak_31632_lociStitched	chr9	132646886	132654038	3	6932	11429.6112	270	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.2224	270	1
5_MACS_peak_7237_lociStitched	chr12	120553141	120561693	5	8083	11420.3408	271	1	RAB35		RAB35	RAB35	0.4604	271	1
1_MACS_peak_1591_lociStitched	chr1	150945577	150948442	1	2866	11416.7385	272	1	LASS2	SETDB1,ANXA9,PRUNE,FAM63A	LASS2	LASS2	0.8214	272	1
2_MACS_peak_29502_lociStitched	chr8	67415895	67422396	2	6072	11399.5035	273	1	C8orf46		C8orf46	C8orf46	0.7644	273	1
4_MACS_peak_10047_lociStitched	chr15	75356958	75364197	4	6953	11394.9099	274	1		PPCDC	PPCDC	PPCDC	0.7521	274	1
2_MACS_peak_17987_lociStitched	chr2	232534812	232540286	2	5389	11389.2044	275	1		PTMA,MIR1244-1	PTMA	PTMA	1.5408	275	1
3_MACS_peak_10817_lociStitched	chr16	17435648	17443075	3	7324	11386.3337	276	1	XYLT1		XYLT1	XYLT1	0.1992	276	1
2_MACS_peak_19010_lociStitched	chr20	56253090	56259403	2	6268	11384.8642	277	1	PMEPA1		PMEPA1	PMEPA1	0.4132	277	1
2_MACS_peak_8605_lociStitched	chr14	69258042	69263225	2	5182	11381.868	278	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	0.8561	278	1
3_MACS_peak_16359_lociStitched	chr2	47166773	47173869	3	7055	11345.0848	279	1	TTC7A,MCFD2	MCFD2	MCFD2	MCFD2	0.3544	279	1
3_MACS_peak_13993_lociStitched	chr18	52983841	52991864	3	7903	11314.8369	280	1	TCF4		TCF4	TCF4	0.1314	280	1
4_MACS_peak_1767_lociStitched	chr1	156194504	156200548	4	5804	11307.7196	281	1	PMF1	SLC25A44,BGLAP,PAQR6	BGLAP	SLC25A44	0.7093	281	1
2_MACS_peak_5150_lociStitched	chr11	65339448	65345883	2	6252	11281.842	282	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	SSSCA1	1.1666	282	1
4_MACS_peak_8681_lociStitched	chr14	73353270	73361843	4	7924	11276.9242	283	1	DPF3	DCAF4	DPF3	DCAF4	0.226	283	1
2_MACS_peak_27780_lociStitched	chr7	74069759	74072962	2	3174	11255.342	284	1	GTF2I		GTF2I	GTF2I	0.2499	284	1
2_MACS_peak_7120_lociStitched	chr12	111105736	111112862	2	7092	11236.2768	285	1	HVCN1		HVCN1	HVCN1	0.606	285	1
2_MACS_peak_30203_lociStitched	chr8	129003384	129009361	2	5776	11227.1968	286	1	PVT1	MIR1205,MIR1206	MIR1206	MIR1206	0.5115	286	1
2_MACS_peak_1560_lociStitched	chr1	150206318	150209765	2	3431	11216.8827	287	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	ANP32E	0.5481	287	1
5_MACS_peak_25966_lociStitched	chr6	35694505	35701238	5	6330	11207.0785	288	1	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	C6orf81	0.2358	288	1
2_MACS_peak_4977_lociStitched	chr11	62309574	62315619	2	5979	11185.668	289	1	AHNAK	EEF1G,TUT1	AHNAK	EEF1G	0.6748	289	1
1_MACS_peak_16364_lociStitched	chr2	47208409	47214364	1	5956	11134.659	290	1	TTC7A	MCFD2	MCFD2	MCFD2	0.3544	290	1
2_MACS_peak_11761_lociStitched	chr17	396641	402890	2	6045	11128.8441	291	1			FAM101B	FAM101B	NONE	291	1
3_MACS_peak_4022_lociStitched	chr10	104401473	104406733	3	5164	11122.796	292	1	TRIM8		TRIM8	TRIM8	0.6888	292	1
10_MACS_peak_24274_lociStitched	chr5	88163687	88174449	10	9515	11121.4508	293	1	MEF2C	MEF2C	MEF2C	MEF2C	0.251	293	1
1_MACS_peak_3096_lociStitched	chr10	13388301	13392386	1	4086	11107.932	294	1	SEPHS1	PHYH	SEPHS1	SEPHS1	0.4058	294	1
2_MACS_peak_11904_lociStitched	chr17	4850179	4855078	2	4815	11107.5027	295	1	ENO3,PFN1	C17orf107,GP1BA,RNF167,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.1074	295	1
5_MACS_peak_25758_lociStitched	chr6	30683659	30690351	5	6042	11099.3512	296	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	NRM	0.8626	296	1
3_MACS_peak_6349_lociStitched	chr12	46120192	46125211	3	4925	11073.9216	297	1	ARID2,LOC400027		ARID2	ARID2	0.1435	297	1
1_MACS_peak_1832_lociStitched	chr1	160230492	160233848	1	3357	11049.9656	298	1	DCAF8	PEX19	DCAF8	DCAF8	0.4271	298	1
1_MACS_peak_1413_lociStitched	chr1	120834137	120838442	1	4306	11048.352	299	1		FAM72B	FAM72B	FAM72B	0.6098	299	1
2_MACS_peak_19063_lociStitched	chr20	58976845	58983922	2	6922	11045.0739	300	1			C20orf197	C20orf197	0.1952	300	1
2_MACS_peak_4304_lociStitched	chr10	129569431	129576667	2	6804	11016.0864	301	1		FOXI2	FOXI2	FOXI2	0.2675	301	1
1_MACS_peak_6858_lociStitched	chr12	93984110	93991111	1	7002	11000.6713	302	1		SOCS2	SOCS2	SOCS2	0.9242	302	1
5_MACS_peak_13328_lociStitched	chr17	76163966	76171801	5	7222	10995.639	303	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	TMC8	0.9164	303	1
3_MACS_peak_24329_lociStitched	chr5	90675179	90680737	3	5395	10992.0566	304	1	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.5529	304	1
1_MACS_peak_6366_lociStitched	chr12	46660431	46664358	1	3928	10991.2803	305	1	SLC38A1		SLC38A1	SLC38A1	0.3706	305	1
2_MACS_peak_29026_lociStitched	chr8	22297070	22302443	2	5180	10989.9342	306	1	PPP3CC		PPP3CC	PPP3CC	0.2214	306	1
1_MACS_peak_18947_lociStitched	chr20	52236973	52241718	1	4746	10922.5155	307	1		ZNF217	ZNF217	ZNF217	0.709	307	1
2_MACS_peak_22354_lociStitched	chr4	15002936	15007823	2	4410	10892.6343	308	1	CPEB2		CPEB2	CPEB2	0.2335	308	1
6_MACS_peak_9739_lociStitched	chr15	58841219	58850371	6	8546	10855.1872	309	1	LIPC		LIPC	LIPC	0.5711	309	1
3_MACS_peak_9618_lociStitched	chr15	51531764	51539211	3	7104	10846.5555	310	1	CYP19A1		CYP19A1	CYP19A1	0.2363	310	1
3_MACS_peak_1907_lociStitched	chr1	162530437	162535083	3	4467	10839.118	311	1	UAP1		UAP1	UAP1	0.7832	311	1
1_MACS_peak_3012_lociStitched	chr10	7450073	7454107	1	4035	10803.4554	312	1	SFMBT2		SFMBT2	SFMBT2	0.1688	312	1
3_MACS_peak_3645_lociStitched	chr10	74090698	74097145	3	6243	10802.5932	313	1	DNAJB12		DNAJB12	DNAJB12	0.5718	313	1
3_MACS_peak_27713_lociStitched	chr7	71504120	71511459	3	7176	10780.2571	314	1	CALN1		CALN1	CALN1	0.2182	314	1
3_MACS_peak_25609_lociStitched	chr6	26270342	26275242	3	4676	10759.42	315	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	1.1486	315	1
4_MACS_peak_23778_lociStitched	chr5	32206000	32212951	4	6081	10742.7705	316	1		GOLPH3	GOLPH3	GOLPH3	0.2964	316	1
6_MACS_peak_322_lociStitched	chr1	23850665	23858793	6	6883	10720.832	317	1	E2F2	ASAP3,ID3	E2F2	E2F2	0.4381	317	1
4_MACS_peak_16275_lociStitched	chr2	42327820	42334216	4	6045	10710.102	318	1			PKDCC	PKDCC	NONE	318	1
3_MACS_peak_28170_lociStitched	chr7	101632462	101640343	3	7714	10653.5358	319	1	CUX1		CUX1	CUX1	0.2328	319	1
6_MACS_peak_22291_lociStitched	chr4	10094300	10103061	6	7642	10642.8628	320	1	WDR1	MIR3138	MIR3138	MIR3138	0.1441	320	1
2_MACS_peak_10309_lociStitched	chr15	93350848	93356363	2	5433	10615.8235	321	1		ASB9P1	ASB9P1	ASB9P1	0.1407	321	1
8_MACS_peak_7930_lociStitched	chr13	66203423	66213907	8	9493	10614.0016	322	1				NONE	NONE	322	1
2_MACS_peak_29824_lociStitched	chr8	102215529	102219856	2	4303	10605.477	323	1	ZNF706		ZNF706	ZNF706	0.6853	323	1
2_MACS_peak_12735_lociStitched	chr17	44268637	44273283	2	4480	10576.1544	324	1	LOC644246,KIAA1267		LOC644246	LOC644246	0.9496	324	1
2_MACS_peak_23263_lociStitched	chr4	146856050	146860450	2	4326	10574.08	325	1	ZNF827		ZNF827	ZNF827	0.1585	325	1
6_MACS_peak_16348_lociStitched	chr2	46794424	46805006	6	9357	10552.3704	326	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.555	326	1
2_MACS_peak_2197_lociStitched	chr1	184459099	184465769	2	6356	10530.596	327	1	C1orf21		C1orf21	C1orf21	0.3554	327	1
7_MACS_peak_1917_lociStitched	chr1	162552698	162561603	7	8253	10480.2945	328	1	UAP1	DDR2	UAP1	UAP1	0.7832	328	1
3_MACS_peak_13972_lociStitched	chr18	49917324	49923820	3	6279	10469.6032	329	1	DCC		DCC	DCC	0.0901	329	1
1_MACS_peak_1450_lociStitched	chr1	145138969	145141738	1	2770	10465.4355	330	1		SEC22B	SEC22B	SEC22B	0.4042	330	1
4_MACS_peak_22074_lociStitched	chr3	195265112	195271815	4	6473	10459.3612	331	1	PPP1R2	APOD	PPP1R2	PPP1R2	0.4409	331	1
9_MACS_peak_7992_lociStitched	chr13	91991624	92001742	9	9200	10452.9058	332	1	MIR17HG	MIR17,MIR18A,MIR19A,MIR20A,MIR19B1,MIR92A1,GPC5	MIR17HG	MIR17	0.5573	332	1
2_MACS_peak_6628_lociStitched	chr12	57913102	57917819	2	4509	10450.0418	333	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	0.8897	333	1
13_MACS_peak_12313_lociStitched	chr17	29576498	29588947	13	10509	10428.5273	334	1	NF1	OMG	OMG	OMG	0.0455	334	1
1_MACS_peak_28632_lociStitched	chr7	141249743	141254209	1	4467	10419.6246	335	1	AGK		AGK	AGK	0.392	335	1
1_MACS_peak_28515_lociStitched	chr7	129588591	129592842	1	4252	10380.942	336	1	UBE2H		UBE2H	UBE2H	0.2123	336	1
2_MACS_peak_16803_lociStitched	chr2	85764371	85767961	2	3583	10379.767	337	1	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	0.74	337	1
4_MACS_peak_12114_lociStitched	chr17	17738510	17744615	4	5761	10377.279	338	1	SREBF1	MIR33B	SREBF1	SREBF1	0.6751	338	1
2_MACS_peak_29931_lociStitched	chr8	105597349	105602421	2	4839	10374.776	339	1	LRP12		LRP12	LRP12	0.2183	339	1
1_MACS_peak_23453_lociStitched	chr4	183837524	183841066	1	3543	10364.6004	340	1	DCTD		DCTD	DCTD	0.4274	340	1
1_MACS_peak_28684_lociStitched	chr7	148822316	148825928	1	3613	10356.3264	341	1	ZNF398,ZNF425	ZNF398,ZNF786	ZNF398	ZNF786	0.3824	341	1
2_MACS_peak_990_lociStitched	chr1	59247417	59251508	2	3928	10349.4118	342	1	LOC100131060,JUN		JUN	JUN	0.8663	342	1
1_MACS_peak_26334_lociStitched	chr6	73328968	73333800	1	4833	10334.6816	343	1	KCNQ5		KCNQ5	KCNQ5	0.1203	343	1
2_MACS_peak_1988_lociStitched	chr1	167459065	167463913	2	4788	10309.7568	344	1	CD247		CD247	CD247	0.496	344	1
4_MACS_peak_5623_lociStitched	chr11	111237324	111246164	4	8224	10275.616	345	1	POU2AF1		POU2AF1	POU2AF1	0.6559	345	1
4_MACS_peak_10316_lociStitched	chr15	93423964	93428743	4	4278	10234.2285	346	1	LOC100507217	CHD2,MIR3175	LOC100507217	LOC100507217	0.5972	346	1
1_MACS_peak_25278_lociStitched	chr6	3022351	3028518	1	6168	10205.1516	347	1	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1,SERPINB6	LOC401233	LOC401233	0.7908	347	1
