REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
6_MACS_peak_29840_lociStitched	chr8	102918841	102926218	6	7196	11443.9401	203	1	NCALD		NCALD	203	1
5_MACS_peak_26552_lociStitched	chr6	106610328	106618170	5	7417	9474.7044	204	1			PRDM1	204	1
5_MACS_peak_13328_lociStitched	chr17	76163966	76171801	5	7222	10995.639	205	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	205	1
5_MACS_peak_13433_lociStitched	chr17	79478472	79485251	5	6426	15602.5464	206	1	ACTG1	FSCN2,C17orf70	ACTG1	206	1
5_MACS_peak_10012_lociStitched	chr15	74832264	74840477	5	7476	8767.3775	207	1	ARID3B		ARID3B	207	1
1_MACS_peak_3043_lociStitched	chr10	11203611	11210199	1	6589	14663.5704	208	1	CELF2		CELF2	208	1
1_MACS_peak_30031_lociStitched	chr8	119574209	119580903	1	6695	13914.1484	209	1	SAMD12		SAMD12	209	1
2_MACS_peak_1862_lociStitched	chr1	161151085	161157730	2	6622	14268.144	210	1		UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,B4GALT3,ADAMTS4,APOA2	B4GALT3	210	1
3_MACS_peak_27713_lociStitched	chr7	71504120	71511459	3	7176	10780.2571	211	1	CALN1		CALN1	211	1
5_MACS_peak_11877_lociStitched	chr17	4274108	4281569	5	7255	10101.4479	212	1		UBE2G1	UBE2G1	212	1
6_MACS_peak_12608_lociStitched	chr17	40853905	40862166	6	7303	9606.7169	213	1	EZH1	TUBG2,CNTNAP1,PLEKHH3,CCR10	CNTNAP1	213	1
2_MACS_peak_7120_lociStitched	chr12	111105736	111112862	2	7092	11236.2768	214	1	HVCN1		HVCN1	214	1
5_MACS_peak_3024_lociStitched	chr10	7529341	7536717	5	7054	11470.4176	215	1			SFMBT2	215	1
4_MACS_peak_11514_lociStitched	chr16	79629847	79637025	4	6599	14188.7526	216	1	MAF		MAF	216	1
8_MACS_peak_32122_lociStitched	chrX	48771312	48779773	8	7316	9397.6327	217	1	PIM2,OTUD5	PQBP1,TIMM17B,SLC35A2,KCND1	PIM2	217	1
3_MACS_peak_16359_lociStitched	chr2	47166773	47173869	3	7055	11345.0848	218	1	TTC7A,MCFD2	MCFD2	MCFD2	218	1
3_MACS_peak_2307_lociStitched	chr1	194796344	194802832	3	6140	16232.976	219	1				219	1
7_MACS_peak_16377_lociStitched	chr2	47729963	47738194	7	7313	9161.9261	220	1			KCNK12	220	1
2_MACS_peak_9688_lociStitched	chr15	54872505	54879251	2	6664	13650.531	221	1	UNC13C		UNC13C	221	1
3_MACS_peak_9618_lociStitched	chr15	51531764	51539211	3	7104	10846.5555	222	1	CYP19A1		CYP19A1	222	1
8_MACS_peak_31107_lociStitched	chr9	94184219	94192337	8	7240	9681.5268	223	1	NFIL3		NFIL3	223	1
4_MACS_peak_30451_lociStitched	chr9	623224	630956	4	7208	9900.0528	224	1	KANK1		KANK1	224	1
2_MACS_peak_1792_lociStitched	chr1	156716489	156722583	2	6020	16470.2538	225	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	225	1
4_MACS_peak_10047_lociStitched	chr15	75356958	75364197	4	6953	11394.9099	226	1		PPCDC	PPCDC	226	1
2_MACS_peak_13920_lociStitched	chr18	46473475	46480056	2	6534	13904.9949	227	1	SMAD7	SMAD7	SMAD7	227	1
1_MACS_peak_6858_lociStitched	chr12	93984110	93991111	1	7002	11000.6713	228	1		SOCS2	SOCS2	228	1
4_MACS_peak_29558_lociStitched	chr8	72268562	72275883	4	7279	8725.8999	229	1	EYA1		EYA1	229	1
8_MACS_peak_3414_lociStitched	chr10	45467605	45475557	8	7249	8972.2416	230	1	RASSF4,C10orf10	ZNF22,LOC220980,C10orf25	C10orf10	230	1
3_MACS_peak_31632_lociStitched	chr9	132646886	132654038	3	6932	11429.6112	231	1	FNBP1	USP20,C9orf78	USP20	231	1
3_MACS_peak_23792_lociStitched	chr5	32581038	32587962	3	6802	11894.7396	232	1	SUB1		SUB1	232	1
2_MACS_peak_23666_lociStitched	chr5	6479084	6485969	2	6754	12200.22	233	1	UBE2QL1		UBE2QL1	233	1
2_MACS_peak_29888_lociStitched	chr8	103816777	103823090	2	6162	15340.59	234	1			AZIN1	234	1
2_MACS_peak_19063_lociStitched	chr20	58976845	58983922	2	6922	11045.0739	235	1			C20orf197	235	1
6_MACS_peak_22259_lociStitched	chr4	6987661	6995943	6	7201	8745.792	236	1	TBC1D14	TADA2B,CCDC96	TBC1D14	236	1
1_MACS_peak_21338_lociStitched	chr3	124487826	124494371	1	6546	13101.781	237	1	ITGB5	UMPS	UMPS	237	1
2_MACS_peak_19665_lociStitched	chr22	24184785	24191935	2	7051	9684.675	238	1		SLC2A11,MIF,DERL3	DERL3	238	1
2_MACS_peak_12491_lociStitched	chr17	37909368	37916053	2	6606	12639.3295	239	1		GRB7,C17orf37	GRB7	239	1
7_MACS_peak_4039_lociStitched	chr10	104531678	104539152	7	6732	11858.2484	240	1	C10orf26		C10orf26	240	1
1_MACS_peak_1461_lociStitched	chr1	145208237	145212535	1	4299	21046.8762	241	1	NOTCH2NL		NOTCH2NL	241	1
4_MACS_peak_13601_lociStitched	chr18	9135085	9141734	4	6525	13035.3645	242	1	ANKRD12	NDUFV2	ANKRD12	242	1
6_MACS_peak_322_lociStitched	chr1	23850665	23858793	6	6883	10720.832	243	1	E2F2	ASAP3,ID3	E2F2	243	1
3_MACS_peak_17820_lociStitched	chr2	216973155	216980041	3	6681	12026.399	244	1	XRCC5	TMEM169,PECR	XRCC5	244	1
2_MACS_peak_29795_lociStitched	chr8	101318162	101323675	2	5509	17472.9022	245	1	RNF19A	RNF19A	RNF19A	245	1
2_MACS_peak_2956_lociStitched	chr10	3823232	3829091	2	5669	16811.2287	247	1	KLF6		KLF6	247	1
2_MACS_peak_4304_lociStitched	chr10	129569431	129576667	2	6804	11016.0864	248	1		FOXI2	FOXI2	248	1
2_MACS_peak_9324_lociStitched	chr15	31554209	31560679	2	6413	13148.334	249	1			KLF13	249	1
1_MACS_peak_1553_lociStitched	chr1	149829156	149835065	1	5910	15548.3517	250	1	HIST2H4B	HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2BC	250	1
2_MACS_peak_10063_lociStitched	chr15	75491150	75497177	2	5981	15201.2994	251	1	C15orf39		C15orf39	251	1
1_MACS_peak_11670_lociStitched	chr16	88846217	88852571	1	6355	13298.2866	253	1	FAM38A	CDT1,APRT	FAM38A	253	1
3_MACS_peak_10404_lociStitched	chr15	101458379	101464962	3	6480	12593.9373	254	1	LRRK1	ALDH1A3	LRRK1	254	1
1_MACS_peak_2396_lociStitched	chr1	200858935	200864790	1	5856	15610.0155	256	1	C1orf106	GPR25	C1orf106	256	1
12_MACS_peak_21745_lociStitched	chr3	158067439	158075754	12	7018	8454.692	258	1	RSRC1		MLF1	258	1
3_MACS_peak_25420_lociStitched	chr6	12007280	12013834	3	6382	12632.835	259	1	HIVEP1		HIVEP1	259	1
3_MACS_peak_7202_lociStitched	chr12	116970748	116977837	3	6866	9290.1345	260	1	NCRNA00173	MAP1LC3B2	NCRNA00173	260	1
7_MACS_peak_22233_lociStitched	chr4	6180657	6188156	7	6836	9483.9853	261	1	JAKMIP1		JAKMIP1	261	1
5_MACS_peak_26440_lociStitched	chr6	90060700	90068024	5	6873	9157.1972	262	1	UBE2J1	GABRR2	UBE2J1	262	1
1_MACS_peak_16069_lociStitched	chr2	20614434	20620774	1	6341	12723.746	263	1		RHOB	RHOB	263	1
4_MACS_peak_22865_lociStitched	chr4	87855311	87862573	4	6831	9245.9784	265	1	AFF1	C4orf36	AFF1	265	1
4_MACS_peak_4074_lociStitched	chr10	105258251	105265747	4	6915	8304.8184	267	1	NEURL	CALHM2,CALHM1,CALHM3	NEURL	267	1
3_MACS_peak_9246_lociStitched	chr15	23613094	23619586	3	6337	12275.7228	268	1			GOLGA8E	268	1
2_MACS_peak_10729_lociStitched	chr16	12056507	12062990	2	6415	11721.264	269	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	269	1
3_MACS_peak_17105_lociStitched	chr2	112458989	112465797	3	6450	11498.0312	270	1			ANAPC1	270	1
1_MACS_peak_13322_lociStitched	chr17	76122730	76129075	1	6346	11917.179	271	1	TMC8,TMC6	C17orf99,SYNGR2	TMC8	271	1
4_MACS_peak_25681_lociStitched	chr6	27857652	27863892	4	5985	13846.56	272	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	272	1
3_MACS_peak_9326_lociStitched	chr15	31616227	31622946	3	6218	12467.1045	273	1	KLF13		KLF13	273	1
1_MACS_peak_4260_lociStitched	chr10	125850107	125856047	1	5941	13894.848	274	1	CHST15		CHST15	274	1
3_MACS_peak_13544_lociStitched	chr18	3446524	3452709	3	6021	13216.108	275	1	TGIF1	TGIF1	TGIF1	275	1
4_MACS_peak_18686_lociStitched	chr20	37499142	37505382	4	6076	12888.096	276	1	PPP1R16B	FAM83D	FAM83D	276	1
4_MACS_peak_22074_lociStitched	chr3	195265112	195271815	4	6473	10459.3612	277	1	PPP1R2	APOD	PPP1R2	277	1
6_MACS_peak_13591_lociStitched	chr18	9079321	9086527	6	6537	9807.366	279	1		NDUFV2	NDUFV2	279	1
3_MACS_peak_14117_lociStitched	chr18	72162712	72169437	3	6612	9213.9225	280	1	CNDP2	CNDP1,FAM69C	CNDP2	280	1
5_MACS_peak_25966_lociStitched	chr6	35694505	35701238	5	6330	11207.0785	281	1	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	281	1
3_MACS_peak_21442_lociStitched	chr3	130566960	130573842	3	6583	9195.0402	282	1	ATP2C1	ATP2C1	ATP2C1	282	1
2_MACS_peak_19010_lociStitched	chr20	56253090	56259403	2	6268	11384.8642	283	1	PMEPA1		PMEPA1	283	1
6_MACS_peak_4033_lociStitched	chr10	104521562	104529817	6	6601	8993.8225	284	1	C10orf26	SFXN2,C10orf26,ARL3	C10orf26	284	1
2_MACS_peak_5150_lociStitched	chr11	65339448	65345883	2	6252	11281.842	285	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	285	1
2_MACS_peak_18997_lociStitched	chr20	55964077	55970148	2	6025	12594.8966	286	1	RBM38	RAE1,MTRNR2L3	RBM38	286	1
3_MACS_peak_22414_lociStitched	chr4	24117238	24123994	3	6447	9936.0492	287	1			PPARGC1A	287	1
2_MACS_peak_2197_lociStitched	chr1	184459099	184465769	2	6356	10530.596	288	1	C1orf21		C1orf21	288	1
5_MACS_peak_3048_lociStitched	chr10	11282670	11290041	5	6504	9339.7941	289	1	CELF2		CELF2	289	1
1_MACS_peak_13302_lociStitched	chr17	75365334	75371289	1	5956	12754.419	291	1	SEPT9	SEPT9,MIR4316	SEPT9	291	1
7_MACS_peak_9253_lociStitched	chr15	23676534	23684137	7	6616	8211.24	292	1			MKRN3	292	1
5_MACS_peak_18782_lociStitched	chr20	43594473	43601344	5	6615	8128.393	293	1	STK4	TOMM34	STK4	293	1
3_MACS_peak_30131_lociStitched	chr8	126161986	126168486	3	6381	10015.85	294	1	NSMCE2		NSMCE2	294	1
1_MACS_peak_9947_lociStitched	chr15	69109105	69114482	1	5378	15245.4081	296	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	296	1
3_MACS_peak_18080_lociStitched	chr2	238599952	238606508	3	6376	9924.4728	297	1	LRRFIP1		LRRFIP1	297	1
3_MACS_peak_3645_lociStitched	chr10	74090698	74097145	3	6243	10802.5932	298	1	DNAJB12		DNAJB12	298	1
4_MACS_peak_641_lociStitched	chr1	37939526	37946174	4	6385	9781.2024	299	1	ZC3H12A	MEAF6	ZC3H12A	299	1
3_MACS_peak_13972_lociStitched	chr18	49917324	49923820	3	6279	10469.6032	300	1	DCC		DCC	300	1
3_MACS_peak_8920_lociStitched	chr14	91837602	91844323	3	6560	8219.783	301	1	CCDC88C		CCDC88C	301	1
5_MACS_peak_11648_lociStitched	chr16	87807339	87814531	5	6381	9674.6784	302	1		KLHDC4	KLHDC4	302	1
3_MACS_peak_22109_lociStitched	chr3	196356200	196362190	3	5915	12458.002	304	1		LRRC33	LRRC33	304	1
5_MACS_peak_7526_lociStitched	chr12	133020913	133028002	5	6519	8331.7017	305	1		FBRSL1	FBRSL1	305	1
3_MACS_peak_24861_lociStitched	chr5	149717425	149723879	3	6336	9644.2122	306	1		TCOF1,CAMK2A,ARSI	TCOF1	306	1
2_MACS_peak_29502_lociStitched	chr8	67415895	67422396	2	6072	11399.5035	307	1	C8orf46		C8orf46	307	1
2_MACS_peak_5181_lociStitched	chr11	65768921	65775469	2	6377	9256.2528	308	1	BANF1,EIF1AD	SART1,CST6,SF3B2,CATSPER1,GAL3ST3	EIF1AD	308	1
4_MACS_peak_19986_lociStitched	chr22	39459592	39466504	4	6460	8561.2032	309	1		APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H	APOBEC3G	309	1
4_MACS_peak_19122_lociStitched	chr20	62357738	62363983	4	5964	11877.99	310	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	310	1
2_MACS_peak_30249_lociStitched	chr8	134579902	134585938	2	5899	12039.4056	311	1	ST3GAL1		ST3GAL1	311	1
2_MACS_peak_11761_lociStitched	chr17	396641	402890	2	6045	11128.8441	312	1			FAM101B	312	1
5_MACS_peak_25758_lociStitched	chr6	30683659	30690351	5	6042	11099.3512	313	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	313	1
6_MACS_peak_19646_lociStitched	chr22	23477778	23484738	6	6317	9118.296	314	1	RTDR1	RAB36,BCR	RTDR1	314	1
1_MACS_peak_25278_lociStitched	chr6	3022351	3028518	1	6168	10205.1516	315	1	LOC401233	DKFZP686I15217,NQO2,FAM136B,RIPK1,SERPINB6	LOC401233	315	1
6_MACS_peak_7308_lociStitched	chr12	121729676	121736360	6	6248	9610.2552	316	1	CAMKK2		CAMKK2	316	1
4_MACS_peak_23778_lociStitched	chr5	32206000	32212951	4	6081	10742.7705	317	1		GOLPH3	GOLPH3	317	1
3_MACS_peak_27222_lociStitched	chr7	20484609	20491125	3	6350	8630.442	318	1			ITGB8	318	1
2_MACS_peak_4977_lociStitched	chr11	62309574	62315619	2	5979	11185.668	319	1	AHNAK	EEF1G,TUT1	AHNAK	319	1
4_MACS_peak_16275_lociStitched	chr2	42327820	42334216	4	6045	10710.102	320	1			PKDCC	320	1
1_MACS_peak_16364_lociStitched	chr2	47208409	47214364	1	5956	11134.659	323	1	TTC7A	MCFD2	MCFD2	323	1
3_MACS_peak_2948_lociStitched	chr10	3663961	3670229	3	6198	9410.1484	324	1			KLF6	324	1
3_MACS_peak_13890_lociStitched	chr18	46307747	46314379	3	6203	9280.1576	326	1	KIAA0427		SMAD7	326	1
3_MACS_peak_18742_lociStitched	chr20	42376652	42382602	3	5616	12809.755	327	1		GTSF1L	GTSF1L	327	1
6_MACS_peak_9645_lociStitched	chr15	52753207	52760112	6	6117	9870.6975	328	1	MYO5A		MYO5A	328	1
1_MACS_peak_18760_lociStitched	chr20	42695557	42700704	1	5148	14803.2867	329	1	TOX2		JPH2	329	1
1_MACS_peak_12670_lociStitched	chr17	42294640	42300133	1	5494	13036.5369	330	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	330	1
5_MACS_peak_14731_lociStitched	chr19	13260464	13266989	5	6235	8438.7825	331	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	331	1
2_MACS_peak_4261_lociStitched	chr10	125862011	125868265	2	6036	9860.6818	332	1		CHST15	CHST15	332	1
4_MACS_peak_7287_lociStitched	chr12	121565819	121572498	4	6159	8937.8378	333	1	P2RX7		P2RX7	333	1
4_MACS_peak_1767_lociStitched	chr1	156194504	156200548	4	5804	11307.7196	334	1	PMF1	SLC25A44,BGLAP,PAQR6	BGLAP	334	1
2_MACS_peak_20228_lociStitched	chr22	50326396	50332019	2	5607	12374.5361	335	1		CRELD2,PIM3,ALG12	CRELD2	335	1
1_MACS_peak_23536_lociStitched	chr4	186250353	186256533	1	6181	8687.844	336	1	SNX25	LRP2BP	LRP2BP	336	1
2_MACS_peak_17964_lociStitched	chr2	231755040	231761143	2	6103	9210.6476	337	1		ITM2C,GPR55	ITM2C	337	1
2_MACS_peak_25752_lociStitched	chr6	30649935	30656091	2	6146	8824.626	338	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	338	1
3_MACS_peak_8983_lociStitched	chr14	94474531	94481406	3	6099	9097.6875	339	1	C14orf48	C14orf48,OTUB2	C14orf48	339	1
2_MACS_peak_30203_lociStitched	chr8	129003384	129009361	2	5776	11227.1968	340	1	PVT1	MIR1205,MIR1206	MIR1206	340	1
3_MACS_peak_17814_lociStitched	chr2	216945517	216951982	3	5996	9486.0945	342	1	TMEM169,PECR	XRCC5	TMEM169	342	1
5_MACS_peak_24867_lociStitched	chr5	149788642	149794966	5	5890	10108.2816	343	1	CD74	RPS14	CD74	343	1
2_MACS_peak_1758_lociStitched	chr1	156094747	156100767	2	6020	9176.286	344	1	LMNA	SEMA4A,MEX3A	LMNA	344	1
6_MACS_peak_16317_lociStitched	chr2	45664598	45671541	6	6110	8430.1906	345	1	SRBD1		SRBD1	345	1
5_MACS_peak_6311_lociStitched	chr12	40009701	40016869	5	6031	8855.3472	346	1	ABCD2	C12orf40	ABCD2	346	1
2_MACS_peak_5913_lociStitched	chr11	132225345	132231470	2	5948	9362.0625	347	1			NTM	347	1
2_MACS_peak_9329_lociStitched	chr15	31635829	31642173	2	5906	9607.988	348	1	KLF13		KLF13	348	1
5_MACS_peak_28813_lociStitched	chr7	158840809	158846920	5	5966	9077.2794	350	1	VIPR2	LOC154822	LOC154822	350	1
4_MACS_peak_12114_lociStitched	chr17	17738510	17744615	4	5761	10377.279	351	1	SREBF1	MIR33B	SREBF1	351	1
2_MACS_peak_1428_lociStitched	chr1	143913713	143919218	2	5294	12853.6245	353	1	SRGAP2P2	FAM72D	SRGAP2P2	353	1
1_MACS_peak_19025_lociStitched	chr20	57463304	57468618	1	5315	12740.8464	354	1	GNAS	GNAS-AS	GNAS	354	1
4_MACS_peak_7065_lociStitched	chr12	108958166	108964586	4	6027	8290.146	355	1	ISCU	FICD,SART3,TMEM119	ISCU	355	1
2_MACS_peak_22740_lociStitched	chr4	77116612	77122591	2	5947	8725.7526	356	1	SCARB2	NUP54	SCARB2	356	1
6_MACS_peak_9932_lociStitched	chr15	68516566	68523340	6	5907	8969.4534	357	1	CLN6	FEM1B,CALML4	CLN6	357	1
4_MACS_peak_1473_lociStitched	chr1	145451325	145457358	4	5481	11626.1943	358	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	TXNIP	358	1
2_MACS_peak_29890_lociStitched	chr8	103823859	103829097	2	5111	13395.6612	359	1		AZIN1	AZIN1	359	1
3_MACS_peak_11683_lociStitched	chr16	89179569	89185771	3	5957	8458.2876	360	1	ACSF3	C16orf81	ACSF3	360	1
2_MACS_peak_23481_lociStitched	chr4	185301763	185307659	2	5708	10154.0912	361	1			IRF2	361	1
3_MACS_peak_10990_lociStitched	chr16	29815749	29821095	3	5273	12386.682	364	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	364	1
4_MACS_peak_18557_lociStitched	chr20	32363492	32369761	4	5907	8537.1242	365	1	ZNF341	CHMP4B	CHMP4B	365	1
3_MACS_peak_1612_lociStitched	chr1	151316603	151322226	3	5446	11476.543	366	1	RFX5	PSMB4,PI4KB,SELENBP1	RFX5	366	1
5_MACS_peak_5764_lociStitched	chr11	120206154	120212394	5	5799	9260.16	367	1	ARHGEF12	TMEM136	ARHGEF12	367	1
2_MACS_peak_30060_lociStitched	chr8	120942404	120948070	2	5392	11710.4888	368	1	DEPDC6		DEPDC6	368	1
4_MACS_peak_345_lociStitched	chr1	24513139	24519365	4	5918	8353.4242	369	1	IL28RA	LOC284632,IL22RA1	IL28RA	369	1
6_MACS_peak_15991_lociStitched	chr2	11636973	11643353	6	5892	8555.58	370	1		GREB1,E2F6	E2F6	370	1
2_MACS_peak_6856_lociStitched	chr12	93963572	93968897	2	5112	12991.935	371	1	SOCS2		SOCS2	371	1
2_MACS_peak_14246_lociStitched	chr19	1647903	1653720	2	5689	9792.9195	372	1	TCF3	UQCR11	TCF3	372	1
2_MACS_peak_26352_lociStitched	chr6	74228790	74234276	2	5367	11590.8208	373	1	EEF1A1		EEF1A1	373	1
2_MACS_peak_17987_lociStitched	chr2	232534812	232540286	2	5389	11389.2044	375	1		PTMA,MIR1244-1	PTMA	375	1
2_MACS_peak_18570_lociStitched	chr20	32468588	32474003	2	5356	11544.78	376	1			CHMP4B	376	1
5_MACS_peak_32741_lociStitched	chrX	153233715	153239684	5	5696	9436.989	377	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	377	1
5_MACS_peak_20881_lociStitched	chr3	52738169	52744749	5	5854	8217.104	378	1	SPCS1,GLT8D1	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	378	1
1_MACS_peak_1842_lociStitched	chr1	160708075	160713789	1	5715	9240.1094	379	1	SLAMF7	CD48	SLAMF7	379	1
5_MACS_peak_31176_lociStitched	chr9	98267736	98273988	5	5683	9344.8644	381	1	PTCH1		PTCH1	381	1
4_MACS_peak_5375_lociStitched	chr11	73689534	73695823	4	5756	8776.9284	382	1	UCP2	DNAJB13,UCP3	UCP2	382	1
4_MACS_peak_22784_lociStitched	chr4	78736142	78742424	4	5677	9333.1674	383	1	CNOT6L	MRPL1	CNOT6L	383	1
3_MACS_peak_24329_lociStitched	chr5	90675179	90680737	3	5395	10992.0566	384	1	LOC100129716,ARRDC3		ARRDC3	384	1
5_MACS_peak_6890_lociStitched	chr12	95208593	95214824	5	5745	8720.9076	385	1		MIR492,KRT19P2	MIR492	385	1
2_MACS_peak_10309_lociStitched	chr15	93350848	93356363	2	5433	10615.8235	386	1		ASB9P1	ASB9P1	386	1
2_MACS_peak_1575_lociStitched	chr1	150547847	150553255	2	4919	13118.1856	387	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	387	1
3_MACS_peak_22091_lociStitched	chr3	195821308	195827084	3	5649	9206.3664	388	1		LOC401109,TFRC	TFRC	388	1
3_MACS_peak_29610_lociStitched	chr8	81010938	81016655	3	5620	9336.4327	389	1	TPD52	TPD52	TPD52	389	1
3_MACS_peak_14805_lociStitched	chr19	16186381	16191526	3	5082	12248.187	390	1	TPM4	FLJ25328,RAB8A	TPM4	390	1
2_MACS_peak_27753_lociStitched	chr7	73093087	73098828	2	5640	9032.8894	391	1	WBSCR22,DNAJC30	VPS37D,MIR4284,STX1A	DNAJC30	391	1
2_MACS_peak_23534_lociStitched	chr4	186228230	186234036	2	5687	8448.8912	394	1	SNX25		LRP2BP	394	1
2_MACS_peak_7254_lociStitched	chr12	120628122	120633867	2	5629	8690.4615	395	1	GCN1L1	RPLP0	GCN1L1	395	1
2_MACS_peak_8605_lociStitched	chr14	69258042	69263225	2	5182	11381.868	397	1	ZFP36L1,C14orf181		ZFP36L1	397	1
4_MACS_peak_3634_lociStitched	chr10	74018395	74024151	4	5569	8988.5696	398	1		ANAPC16,DDIT4,ASCC1	DDIT4	398	1
3_MACS_peak_28361_lociStitched	chr7	114568226	114573933	3	5634	8441.2237	400	1	MDFIC	MDFIC	MDFIC	400	1
2_MACS_peak_26110_lociStitched	chr6	43737322	43742195	2	4862	12762.8743	401	1	VEGFA		VEGFA	401	1
3_MACS_peak_18340_lociStitched	chr20	10650288	10655954	3	5445	9684.8938	403	1	JAG1		JAG1	403	1
2_MACS_peak_3236_lociStitched	chr10	22969523	22975370	2	5648	8195.1552	404	1	PIP4K2A		PIP4K2A	404	1
3_MACS_peak_4022_lociStitched	chr10	104401473	104406733	3	5164	11122.796	405	1	TRIM8		TRIM8	405	1
1_MACS_peak_20675_lociStitched	chr3	45634475	45639928	1	5454	9419.5122	406	1	LIMD1		LIMD1	406	1
2_MACS_peak_25261_lociStitched	chr6	1009614	1015549	2	5545	8767.7755	408	1	LOC285768		LOC285768	408	1
2_MACS_peak_29026_lociStitched	chr8	22297070	22302443	2	5180	10989.9342	409	1	PPP3CC		PPP3CC	409	1
2_MACS_peak_16684_lociStitched	chr2	70312114	70316735	2	4618	13329.7366	414	1	PCBP1,LOC400960	LOC100133985	PCBP1	414	1
3_MACS_peak_23548_lociStitched	chr4	186313943	186319593	3	5485	8780.1	415	1	ANKRD37	C4orf47,LRP2BP,UFSP2	ANKRD37	415	1
2_MACS_peak_20777_lociStitched	chr3	49055093	49060570	2	5385	9316.377	417	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	417	1
2_MACS_peak_16194_lociStitched	chr2	33699082	33704905	2	5363	9426.8547	419	1	RASGRP3	RASGRP3	RASGRP3	419	1
1_MACS_peak_17981_lociStitched	chr2	232476252	232480881	1	4630	12966.2919	422	1		C2orf57	C2orf57	422	1
2_MACS_peak_21497_lociStitched	chr3	135912219	135917179	2	4890	11775.04	423	1	MSL2		MSL2	423	1
2_MACS_peak_5166_lociStitched	chr11	65624464	65629149	2	4641	12811.1325	425	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	425	1
4_MACS_peak_18138_lociStitched	chr2	241503972	241509493	4	5339	9177.0062	427	1	RNPEPL1	DUSP28,CAPN10,GPR35,ANKMY1	RNPEPL1	427	1
1_MACS_peak_1690_lociStitched	chr1	154924685	154929977	1	5293	9473.2092	428	1	PBXIP1,PYGO2	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,SHC1	PBXIP1	428	1
3_MACS_peak_12661_lociStitched	chr17	42244625	42250178	3	5323	9226.3095	429	1	ASB16	C17orf53,TMUB2,HDAC5,C17orf65,ATXN7L3,UBTF	ASB16	429	1
2_MACS_peak_11619_lociStitched	chr16	85586584	85591940	2	5299	9152.3328	431	1			KIAA0182	431	1
3_MACS_peak_14814_lociStitched	chr19	16434771	16440363	3	5204	9737.9088	432	1	KLF2		KLF2	432	1
4_MACS_peak_26667_lociStitched	chr6	119212566	119218429	4	5241	9510.3723	433	1	ASF1A,MCM9	MCM9	ASF1A	433	1
3_MACS_peak_6349_lociStitched	chr12	46120192	46125211	3	4925	11073.9216	434	1	ARID2,LOC400027		ARID2	434	1
2_MACS_peak_31517_lociStitched	chr9	130537607	130543222	2	5308	8813.8655	437	1	SH2D3C	MIR2861,CDK9,FPGS,TOR2A,SH2D3C	SH2D3C	437	1
2_MACS_peak_9850_lociStitched	chr15	65183802	65188916	2	5103	10046.9644	438	1		PLEKHO2,ANKDD1A	ANKDD1A	438	1
3_MACS_peak_495_lociStitched	chr1	28831325	28836875	3	5328	8561.985	439	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	439	1
2_MACS_peak_28062_lociStitched	chr7	98475518	98480765	2	5129	9818.1864	440	1	TRRAP,MIR3609	TMEM130	MIR3609	440	1
3_MACS_peak_3707_lociStitched	chr10	77159486	77164877	3	5324	8532.3357	441	1	NCRNA00245,ZNF503		ZNF503	441	1
