#LP-1 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/LP-1.H3K27ac_ROSE/LP-1_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by LP.1.jin.bam
#Using cutoff of 8115.7302 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isSuperStretch
6_MACS_peak_19646_lociStitched	chr22	23477778	23484738	6	6317	9118.296	314	1
1_MACS_peak_25278_lociStitched	chr6	3022351	3028518	1	6168	10205.1516	315	1
6_MACS_peak_7308_lociStitched	chr12	121729676	121736360	6	6248	9610.2552	316	1
4_MACS_peak_23778_lociStitched	chr5	32206000	32212951	4	6081	10742.7705	317	1
3_MACS_peak_27222_lociStitched	chr7	20484609	20491125	3	6350	8630.442	318	1
2_MACS_peak_4977_lociStitched	chr11	62309574	62315619	2	5979	11185.668	319	1
4_MACS_peak_16275_lociStitched	chr2	42327820	42334216	4	6045	10710.102	320	1
1_MACS_peak_16364_lociStitched	chr2	47208409	47214364	1	5956	11134.659	323	1
3_MACS_peak_2948_lociStitched	chr10	3663961	3670229	3	6198	9410.1484	324	1
3_MACS_peak_13890_lociStitched	chr18	46307747	46314379	3	6203	9280.1576	326	1
3_MACS_peak_18742_lociStitched	chr20	42376652	42382602	3	5616	12809.755	327	1
6_MACS_peak_9645_lociStitched	chr15	52753207	52760112	6	6117	9870.6975	328	1
1_MACS_peak_18760_lociStitched	chr20	42695557	42700704	1	5148	14803.2867	329	1
1_MACS_peak_12670_lociStitched	chr17	42294640	42300133	1	5494	13036.5369	330	1
5_MACS_peak_14731_lociStitched	chr19	13260464	13266989	5	6235	8438.7825	331	1
2_MACS_peak_4261_lociStitched	chr10	125862011	125868265	2	6036	9860.6818	332	1
4_MACS_peak_7287_lociStitched	chr12	121565819	121572498	4	6159	8937.8378	333	1
4_MACS_peak_1767_lociStitched	chr1	156194504	156200548	4	5804	11307.7196	334	1
2_MACS_peak_20228_lociStitched	chr22	50326396	50332019	2	5607	12374.5361	335	1
1_MACS_peak_23536_lociStitched	chr4	186250353	186256533	1	6181	8687.844	336	1
2_MACS_peak_17964_lociStitched	chr2	231755040	231761143	2	6103	9210.6476	337	1
2_MACS_peak_25752_lociStitched	chr6	30649935	30656091	2	6146	8824.626	338	1
3_MACS_peak_8983_lociStitched	chr14	94474531	94481406	3	6099	9097.6875	339	1
2_MACS_peak_30203_lociStitched	chr8	129003384	129009361	2	5776	11227.1968	340	1
3_MACS_peak_17814_lociStitched	chr2	216945517	216951982	3	5996	9486.0945	342	1
5_MACS_peak_24867_lociStitched	chr5	149788642	149794966	5	5890	10108.2816	343	1
2_MACS_peak_1758_lociStitched	chr1	156094747	156100767	2	6020	9176.286	344	1
6_MACS_peak_16317_lociStitched	chr2	45664598	45671541	6	6110	8430.1906	345	1
5_MACS_peak_6311_lociStitched	chr12	40009701	40016869	5	6031	8855.3472	346	1
2_MACS_peak_5913_lociStitched	chr11	132225345	132231470	2	5948	9362.0625	347	1
2_MACS_peak_9329_lociStitched	chr15	31635829	31642173	2	5906	9607.988	348	1
5_MACS_peak_28813_lociStitched	chr7	158840809	158846920	5	5966	9077.2794	350	1
4_MACS_peak_12114_lociStitched	chr17	17738510	17744615	4	5761	10377.279	351	1
2_MACS_peak_1428_lociStitched	chr1	143913713	143919218	2	5294	12853.6245	353	1
1_MACS_peak_19025_lociStitched	chr20	57463304	57468618	1	5315	12740.8464	354	1
4_MACS_peak_7065_lociStitched	chr12	108958166	108964586	4	6027	8290.146	355	1
2_MACS_peak_22740_lociStitched	chr4	77116612	77122591	2	5947	8725.7526	356	1
6_MACS_peak_9932_lociStitched	chr15	68516566	68523340	6	5907	8969.4534	357	1
4_MACS_peak_1473_lociStitched	chr1	145451325	145457358	4	5481	11626.1943	358	1
2_MACS_peak_29890_lociStitched	chr8	103823859	103829097	2	5111	13395.6612	359	1
3_MACS_peak_11683_lociStitched	chr16	89179569	89185771	3	5957	8458.2876	360	1
2_MACS_peak_23481_lociStitched	chr4	185301763	185307659	2	5708	10154.0912	361	1
3_MACS_peak_10990_lociStitched	chr16	29815749	29821095	3	5273	12386.682	364	1
4_MACS_peak_18557_lociStitched	chr20	32363492	32369761	4	5907	8537.1242	365	1
3_MACS_peak_1612_lociStitched	chr1	151316603	151322226	3	5446	11476.543	366	1
5_MACS_peak_5764_lociStitched	chr11	120206154	120212394	5	5799	9260.16	367	1
2_MACS_peak_30060_lociStitched	chr8	120942404	120948070	2	5392	11710.4888	368	1
4_MACS_peak_345_lociStitched	chr1	24513139	24519365	4	5918	8353.4242	369	1
6_MACS_peak_15991_lociStitched	chr2	11636973	11643353	6	5892	8555.58	370	1
2_MACS_peak_6856_lociStitched	chr12	93963572	93968897	2	5112	12991.935	371	1
2_MACS_peak_14246_lociStitched	chr19	1647903	1653720	2	5689	9792.9195	372	1
2_MACS_peak_26352_lociStitched	chr6	74228790	74234276	2	5367	11590.8208	373	1
2_MACS_peak_17987_lociStitched	chr2	232534812	232540286	2	5389	11389.2044	375	1
2_MACS_peak_18570_lociStitched	chr20	32468588	32474003	2	5356	11544.78	376	1
5_MACS_peak_32741_lociStitched	chrX	153233715	153239684	5	5696	9436.989	377	1
5_MACS_peak_20881_lociStitched	chr3	52738169	52744749	5	5854	8217.104	378	1
1_MACS_peak_1842_lociStitched	chr1	160708075	160713789	1	5715	9240.1094	379	1
5_MACS_peak_31176_lociStitched	chr9	98267736	98273988	5	5683	9344.8644	381	1
4_MACS_peak_5375_lociStitched	chr11	73689534	73695823	4	5756	8776.9284	382	1
4_MACS_peak_22784_lociStitched	chr4	78736142	78742424	4	5677	9333.1674	383	1
3_MACS_peak_24329_lociStitched	chr5	90675179	90680737	3	5395	10992.0566	384	1
5_MACS_peak_6890_lociStitched	chr12	95208593	95214824	5	5745	8720.9076	385	1
2_MACS_peak_10309_lociStitched	chr15	93350848	93356363	2	5433	10615.8235	386	1
2_MACS_peak_1575_lociStitched	chr1	150547847	150553255	2	4919	13118.1856	387	1
3_MACS_peak_22091_lociStitched	chr3	195821308	195827084	3	5649	9206.3664	388	1
3_MACS_peak_29610_lociStitched	chr8	81010938	81016655	3	5620	9336.4327	389	1
3_MACS_peak_14805_lociStitched	chr19	16186381	16191526	3	5082	12248.187	390	1
2_MACS_peak_27753_lociStitched	chr7	73093087	73098828	2	5640	9032.8894	391	1
2_MACS_peak_23534_lociStitched	chr4	186228230	186234036	2	5687	8448.8912	394	1
2_MACS_peak_7254_lociStitched	chr12	120628122	120633867	2	5629	8690.4615	395	1
2_MACS_peak_8605_lociStitched	chr14	69258042	69263225	2	5182	11381.868	397	1
4_MACS_peak_3634_lociStitched	chr10	74018395	74024151	4	5569	8988.5696	398	1
3_MACS_peak_28361_lociStitched	chr7	114568226	114573933	3	5634	8441.2237	400	1
2_MACS_peak_26110_lociStitched	chr6	43737322	43742195	2	4862	12762.8743	401	1
3_MACS_peak_18340_lociStitched	chr20	10650288	10655954	3	5445	9684.8938	403	1
2_MACS_peak_3236_lociStitched	chr10	22969523	22975370	2	5648	8195.1552	404	1
3_MACS_peak_4022_lociStitched	chr10	104401473	104406733	3	5164	11122.796	405	1
1_MACS_peak_20675_lociStitched	chr3	45634475	45639928	1	5454	9419.5122	406	1
2_MACS_peak_25261_lociStitched	chr6	1009614	1015549	2	5545	8767.7755	408	1
2_MACS_peak_29026_lociStitched	chr8	22297070	22302443	2	5180	10989.9342	409	1
2_MACS_peak_16684_lociStitched	chr2	70312114	70316735	2	4618	13329.7366	414	1
3_MACS_peak_23548_lociStitched	chr4	186313943	186319593	3	5485	8780.1	415	1
2_MACS_peak_20777_lociStitched	chr3	49055093	49060570	2	5385	9316.377	417	1
2_MACS_peak_16194_lociStitched	chr2	33699082	33704905	2	5363	9426.8547	419	1
1_MACS_peak_17981_lociStitched	chr2	232476252	232480881	1	4630	12966.2919	422	1
2_MACS_peak_21497_lociStitched	chr3	135912219	135917179	2	4890	11775.04	423	1
2_MACS_peak_5166_lociStitched	chr11	65624464	65629149	2	4641	12811.1325	425	1
4_MACS_peak_18138_lociStitched	chr2	241503972	241509493	4	5339	9177.0062	427	1
1_MACS_peak_1690_lociStitched	chr1	154924685	154929977	1	5293	9473.2092	428	1
3_MACS_peak_12661_lociStitched	chr17	42244625	42250178	3	5323	9226.3095	429	1
2_MACS_peak_11619_lociStitched	chr16	85586584	85591940	2	5299	9152.3328	431	1
3_MACS_peak_14814_lociStitched	chr19	16434771	16440363	3	5204	9737.9088	432	1
4_MACS_peak_26667_lociStitched	chr6	119212566	119218429	4	5241	9510.3723	433	1
3_MACS_peak_6349_lociStitched	chr12	46120192	46125211	3	4925	11073.9216	434	1
2_MACS_peak_31517_lociStitched	chr9	130537607	130543222	2	5308	8813.8655	437	1
2_MACS_peak_9850_lociStitched	chr15	65183802	65188916	2	5103	10046.9644	438	1
3_MACS_peak_495_lociStitched	chr1	28831325	28836875	3	5328	8561.985	439	1
2_MACS_peak_28062_lociStitched	chr7	98475518	98480765	2	5129	9818.1864	440	1
3_MACS_peak_3707_lociStitched	chr10	77159486	77164877	3	5324	8532.3357	441	1
2_MACS_peak_28532_lociStitched	chr7	130790266	130795516	2	5224	8991.15	446	1
2_MACS_peak_8870_lociStitched	chr14	89893130	89898291	2	5076	9867.3159	448	1
1_MACS_peak_19927_lociStitched	chr22	38463378	38468396	1	5019	10138.3672	449	1
5_MACS_peak_17731_lociStitched	chr2	204661628	204667478	5	5242	8689.005	450	1
2_MACS_peak_11904_lociStitched	chr17	4850179	4855078	2	4815	11107.5027	451	1
2_MACS_peak_2055_lociStitched	chr1	172786452	172791753	2	5135	8949.1482	458	1
1_MACS_peak_31085_lociStitched	chr9	93795542	93800712	1	5171	8710.416	459	1
1_MACS_peak_16826_lociStitched	chr2	86261565	86266614	1	5050	9408.8115	462	1
3_MACS_peak_13822_lociStitched	chr18	42259013	42264088	3	4923	10095.6975	464	1
1_MACS_peak_18947_lociStitched	chr20	52236973	52241718	1	4746	10922.5155	467	1
3_MACS_peak_21125_lociStitched	chr3	98449380	98454678	3	5134	8678.124	470	1
2_MACS_peak_29931_lociStitched	chr8	105597349	105602421	2	4839	10374.776	471	1
2_MACS_peak_17812_lociStitched	chr2	216877199	216882720	2	5141	8516.6946	472	1
1_MACS_peak_26334_lociStitched	chr6	73328968	73333800	1	4833	10334.6816	474	1
1_MACS_peak_11679_lociStitched	chr16	89041054	89046139	1	5086	8852.4765	475	1
2_MACS_peak_1988_lociStitched	chr1	167459065	167463913	2	4788	10309.7568	481	1
3_MACS_peak_29637_lociStitched	chr8	85094438	85099539	3	4993	9138.4415	482	1
2_MACS_peak_18035_lociStitched	chr2	234873168	234878223	2	5054	8745.15	483	1
3_MACS_peak_16427_lociStitched	chr2	54784600	54789832	3	4930	9510.7296	484	1
3_MACS_peak_3009_lociStitched	chr10	6966674	6971817	3	5007	9037.7939	485	1
1_MACS_peak_19904_lociStitched	chr22	37623979	37628904	1	4926	9474.715	486	1
3_MACS_peak_25609_lociStitched	chr6	26270342	26275242	3	4676	10759.42	487	1
1_MACS_peak_9669_lociStitched	chr15	52967435	52972349	1	4915	9446.6736	489	1
5_MACS_peak_10068_lociStitched	chr15	75742774	75748759	5	5008	8776.404	491	1
2_MACS_peak_12457_lociStitched	chr17	36857384	36862426	2	5004	8652.072	493	1
2_MACS_peak_2813_lociStitched	chr1	234742925	234747954	2	5017	8291.3123	502	1
2_MACS_peak_28502_lociStitched	chr7	128760375	128765109	2	4734	9862.3422	503	1
2_MACS_peak_9732_lociStitched	chr15	58762758	58767973	2	4902	8882.188	504	1
2_MACS_peak_29197_lociStitched	chr8	29629655	29634482	2	4723	9855.2859	506	1
3_MACS_peak_29882_lociStitched	chr8	103665730	103670366	3	4357	11559.866	508	1
1_MACS_peak_2125_lociStitched	chr1	179049165	179053394	1	4230	12011.6287	512	1
2_MACS_peak_19765_lociStitched	chr22	31001797	31006792	2	4886	8640.351	514	1
3_MACS_peak_1907_lociStitched	chr1	162530437	162535083	3	4467	10839.118	517	1
1_MACS_peak_28761_lociStitched	chr7	154994615	154999360	1	4746	9391.7785	518	1
1_MACS_peak_1819_lociStitched	chr1	159892040	159896158	1	4119	12282.7586	519	1
2_MACS_peak_23497_lociStitched	chr4	185392797	185397352	2	4301	11504.5635	523	1
1_MACS_peak_3390_lociStitched	chr10	43901202	43905837	1	4636	9817.857	524	1
2_MACS_peak_6628_lociStitched	chr12	57913102	57917819	2	4509	10450.0418	526	1
2_MACS_peak_12735_lociStitched	chr17	44268637	44273283	2	4480	10576.1544	527	1
2_MACS_peak_22354_lociStitched	chr4	15002936	15007823	2	4410	10892.6343	528	1
3_MACS_peak_25589_lociStitched	chr6	26155509	26160575	3	4733	9150.2092	530	1
1_MACS_peak_28193_lociStitched	chr7	102071234	102075998	1	4765	8839.1256	536	1
1_MACS_peak_28632_lociStitched	chr7	141249743	141254209	1	4467	10419.6246	537	1
2_MACS_peak_25587_lociStitched	chr6	26122184	26126904	2	4506	10167.352	540	1
1_MACS_peak_1413_lociStitched	chr1	120834137	120838442	1	4306	11048.352	544	1
4_MACS_peak_13244_lociStitched	chr17	74258719	74263871	4	4725	8757.8848	548	1
2_MACS_peak_15440_lociStitched	chr19	47287105	47291920	2	4812	8163.351	549	1
2_MACS_peak_6992_lociStitched	chr12	104320562	104325412	2	4580	9553.045	550	1
1_MACS_peak_28705_lociStitched	chr7	150063981	150068070	1	4090	11798.4006	551	1
2_MACS_peak_10689_lociStitched	chr16	11587310	11592177	2	4666	8985.4554	554	1
3_MACS_peak_9734_lociStitched	chr15	58794235	58799280	3	4670	8795.9575	557	1
2_MACS_peak_3620_lociStitched	chr10	73485182	73490314	2	4639	8952.774	558	1
2_MACS_peak_23263_lociStitched	chr4	146856050	146860450	2	4326	10574.08	559	1
2_MACS_peak_29824_lociStitched	chr8	102215529	102219856	2	4303	10605.477	560	1
1_MACS_peak_1904_lociStitched	chr1	162327598	162332232	1	4635	8846.306	563	1
1_MACS_peak_23577_lociStitched	chr5	188903	193428	1	4526	9177.605	569	1
1_MACS_peak_28515_lociStitched	chr7	129588591	129592842	1	4252	10380.942	574	1
1_MACS_peak_3096_lociStitched	chr10	13388301	13392386	1	4086	11107.932	575	1
4_MACS_peak_10316_lociStitched	chr15	93423964	93428743	4	4278	10234.2285	576	1
1_MACS_peak_5627_lociStitched	chr11	111246769	111251296	1	4528	8853.0012	580	1
3_MACS_peak_20071_lociStitched	chr22	41840063	41844510	3	4319	9853.2179	586	1
2_MACS_peak_14135_lociStitched	chr18	72919759	72924296	2	4475	9013.6579	588	1
2_MACS_peak_3196_lociStitched	chr10	22539590	22544053	2	4351	9476.2879	594	1
1_MACS_peak_1460_lociStitched	chr1	145193952	145198353	1	4402	9117.1116	598	1
1_MACS_peak_2484_lociStitched	chr1	205252914	205257422	1	4509	8475.4908	602	1
3_MACS_peak_22303_lociStitched	chr4	10116358	10120893	3	4443	8860.483	603	1
2_MACS_peak_5018_lociStitched	chr11	62606147	62610878	2	4409	8947.7403	607	1
3_MACS_peak_5186_lociStitched	chr11	65818560	65823222	3	4477	8531.9262	609	1
2_MACS_peak_3155_lociStitched	chr10	17268799	17273185	2	4334	9256.2144	612	1
1_MACS_peak_23162_lociStitched	chr4	129730414	129734676	1	4263	9586.5166	614	1
3_MACS_peak_22154_lociStitched	chr4	667164	671759	3	4427	8651.9255	618	1
3_MACS_peak_9117_lociStitched	chr14	103797228	103801922	3	4431	8610.2042	619	1
2_MACS_peak_10411_lociStitched	chr15	101737988	101742379	2	4229	9630.7803	623	1
2_MACS_peak_20233_lociStitched	chr22	50352911	50357304	2	4346	8843.109	634	1
3_MACS_peak_21501_lociStitched	chr3	136468921	136473243	3	4192	9501.4848	638	1
4_MACS_peak_20090_lociStitched	chr22	42227050	42231804	4	4201	9183.7772	651	1
3_MACS_peak_8926_lociStitched	chr14	91880876	91885353	3	4357	8271.7052	654	1
3_MACS_peak_21477_lociStitched	chr3	133290797	133295567	3	4278	8606.034	659	1
3_MACS_peak_15967_lociStitched	chr2	10259894	10264125	3	4111	9247.2736	667	1
1_MACS_peak_28162_lociStitched	chr7	101457103	101461253	1	4151	8964.83	670	1
2_MACS_peak_5794_lociStitched	chr11	122931127	122935799	2	4246	8413.8048	671	1
3_MACS_peak_1455_lociStitched	chr1	145156278	145160634	3	4157	8859.6684	673	1
1_MACS_peak_10704_lociStitched	chr16	11677763	11682014	1	4252	8281.3731	677	1
2_MACS_peak_23988_lociStitched	chr5	56109726	56113904	2	4133	8876.161	678	1
1_MACS_peak_6438_lociStitched	chr12	49759577	49763703	1	4127	8719.8884	687	1
2_MACS_peak_9958_lociStitched	chr15	70387623	70391905	2	4121	8728.0006	689	1
1_MACS_peak_4360_lociStitched	chr11	267537	271651	1	4115	8560.8226	702	1
2_MACS_peak_10311_lociStitched	chr15	93360436	93364603	2	4166	8276.0787	703	1
1_MACS_peak_21638_lociStitched	chr3	150124777	150128860	1	4084	8329.32	734	1
