GENE_ID	locusLine	bin_1_OPM-2.jin.bam
NR_036090	chr4(.):10075234-10085316	0.133
NM_182485	chr4(.):14999297-15076777	0.2888
NM_001358	chr4(.):24524087-24591184	0.5017
NM_001177999	chr4(.):25653085-25685368	0.7611
NM_001177998	chr4(.):25652434-25685368	0.7536
NR_027277	chr4(.):40039536-40063819	0.9965
NM_181806	chr4(.):57199456-57258638	0.1597
NM_001079525	chr4(.):57297268-57332534	0.5772
NM_006947	chr4(.):57328761-57374847	0.1916
NM_006452	chr4(.):57296914-57332534	0.5719
NM_031889	chr4(.):71489460-71517536	0.1118
NM_144646	chr4(.):71516257-71537348	4.3752
NM_020368	chr4(.):71549195-71561268	1.7087
NM_014961	chr4(.):71582695-71664274	0.1286
NM_001130709	chr4(.):71565653-71660614	0.169
NM_017426	chr4(.):77030816-77074655	0.1631
NM_005506	chr4(.):77074893-77140035	1.3356
NM_003943	chr4(.):77222676-77237283	2.6728
NM_020236	chr4(.):78778804-78878944	0.2362
NM_031369	chr4(.):83269466-83300149	0.9081
NM_031372	chr4(.):83339346-83356378	1.4648
NM_144645	chr4(.):87792357-87818575	0.1106
NM_181891	chr4(.):103712132-103753708	0.8721
NM_181890	chr4(.):103712132-103795032	0.6378
NM_181892	chr4(.):103712132-103753340	0.8788
NM_003340	chr4(.):103712132-103754105	0.8638
NM_181893	chr4(.):103712132-103795003	0.638
NM_181889	chr4(.):103712132-103754307	0.8602
NM_005841	chr4(.):124315682-124329909	1.753
NM_199327	chr4(.):124312955-124329907	1.4836
NM_002129	chr4(.):174247526-174260595	1.6538
NM_003864	chr4(.):174287092-174303683	0.4946
NM_001130688	chr4(.):174247526-174260509	1.6635
NM_001130689	chr4(.):174247526-174259920	1.7412
NM_032991	chr4(.):185543849-185575629	0.7894
NM_001114357	chr4(.):186345544-186375821	0.4182
NM_002372	chr5(.):109020155-109208429	0.2301
NM_001131005	chr5(.):88009057-88204922	0.5949
NM_002397	chr5(.):88009057-88184283	0.5206
NM_020731	chr5(.):299290-443405	0.2303
NM_005885	chr5(.):10348827-10440491	0.2922
NM_016279	chr5(.):26875708-27043689	0.1669
NM_152756	chr5(.):38933021-39079501	0.2536
NM_182977	chr5(.):43598228-43710668	0.2564
NM_012343	chr5(.):43597790-43710668	0.2559
NM_001178055	chr5(.):49956732-50147356	0.2262
NM_024615	chr5(.):49957771-50147356	0.2273
NM_022913	chr5(.):56464774-56565506	0.2582
NM_001127235	chr5(.):56466274-56565506	0.2608
NR_015436	chr5(.):87831596-87985620	0.4828
NM_001077654	chr5(.):118599417-118735294	0.3017
NM_001020825	chr5(.):142652495-142788254	0.2259
NM_001018076	chr5(.):142652495-142789045	0.2249
NM_001018075	chr5(.):142652495-142820077	0.2065
NM_001031711	chr5(.):172256222-172384688	0.2092
NM_001167579	chr5(.):176806431-176822514	0.0612
NM_052909	chr5(.):135372-195087	0.8808
NM_145265	chr5(.):199874-223297	0.7574
NM_001080478	chr5(.):186625-200468	3.6151
NM_004168	chr5(.):213355-261814	0.4548
NM_013232	chr5(.):266735-320089	0.1582
NR_029397	chr5(.):398811-409662	0.0515
NM_033120	chr5(.):1004167-1043925	0.6535
NM_001193376	chr5(.):1248286-1300162	0.1256
NM_030782	chr5(.):1312999-1350002	3.4052
NM_024830	chr5(.):1456541-1529076	0.7043
NM_138809	chr5(.):10272706-10313168	0.2092
NM_022130	chr5(.):32119823-32179425	0.6646
NM_006713	chr5(.):32580604-32609185	2.408
NM_153013	chr5(.):36187693-36247258	0.3718
NM_001085411	chr5(.):36187693-36246900	0.3741
NM_001190469	chr5(.):37807778-37840929	0.4956
NM_199231	chr5(.):37807778-37840593	0.4995
NM_000514	chr5(.):37807778-37844782	0.4581
NR_034127	chr5(.):43060288-43072073	0.6913
NM_001014279	chr5(.):43034181-43045447	2.5962
NR_034085	chr5(.):43011149-43023913	0.9381
NR_015447	chr5(.):43037235-43050370	2.2143
NM_006451	chr5(.):43521369-43562195	0.1955
NM_183323	chr5(.):43521369-43562521	0.1944
NM_001102575	chr5(.):53808592-53847416	1.5308
NM_001145427	chr5(.):53808588-53847416	1.5306
NM_052870	chr5(.):53808592-53821834	2.8027
NM_001127236	chr5(.):56504900-56565506	0.0553
NR_024384	chr5(.):87955262-87974146	3.2659
NR_024383	chr5(.):87955262-87979262	2.644
NR_030741	chr5(.):87957670-87967757	0.6413
NR_036052	chr5(.):118305280-118315362	0.0593
NM_014350	chr5(.):118686595-118735294	0.2374
NM_005573	chr5(.):126107314-126177712	0.3039
NM_001198557	chr5(.):126107844-126177712	0.3057
NM_000588	chr5(.):131391346-131403896	0.174
NM_000758	chr5(.):131404484-131416859	0.3919
NM_004730	chr5(.):137836783-137883932	0.415
NM_004134	chr5(.):137885570-137916318	0.5725
NR_002913	chr5(.):137891731-137901799	0.2956
NM_016480	chr5(.):138672518-138710409	0.1502
NM_194296	chr5(.):138727455-138744776	0.7532
NM_152686	chr5(.):138740891-138780214	0.6089
NM_152685	chr5(.):138697884-138724039	0.2976
NM_001033112	chr5(.):138673133-138710409	0.1522
NM_001161546	chr5(.):138722634-138735885	2.4048
NM_016459	chr5(.):138718256-138730605	2.7394
NM_001012301	chr5(.):149670908-149687525	0.056
NM_015981	chr5(.):149594053-149674403	0.0572
NM_001008657	chr5(.):149732201-149769195	0.1113
NM_002082	chr5(.):176848686-176874850	1.3119
NM_030567	chr5(.):176868795-176888287	0.5114
NM_000505	chr5(.):176824138-176841577	0.928
NM_080881	chr5(.):176878613-176904871	0.2429
NM_004395	chr5(.):176878613-176905694	0.2391
NM_001004105	chr5(.):176848686-176873354	1.2985
NM_001174102	chr5(.):176870325-176888283	0.5378
NM_001029886	chr5(.):176822107-176832637	0.6789
NM_004117	chr6(.):35536361-35661719	0.1787
NM_001145776	chr6(.):35536361-35661692	0.1788
NM_001145775	chr6(.):35536361-35701360	0.2915
NM_181356	chr6(.):44791469-45350670	0.1976
NM_003599	chr6(.):44792449-45350575	0.1977
NM_017934	chr6(.):79639135-79793011	0.2375
NM_005907	chr6(.):119494266-119675926	0.1936
NM_033515	chr6(.):129893239-130036370	0.5728
NM_020732	chr6(.):157094063-157536913	0.2063
NM_001195286	chr6(.):386738-416443	1.521
NR_037616	chr6(.):7876482-8069647	1.3349
NM_001949	chr6(.):20397136-20498945	0.3509
NM_001090	chr6(.):30534169-30564309	0.2567
NM_172166	chr6(.):31702724-31735455	1.695
NM_004197	chr6(.):31976517-31986961	0.1193
NM_003017	chr6(.):36557089-36577244	1.0644
NR_036610	chr6(.):36557089-36577243	1.0645
NM_004348	chr6(.):45384913-45523819	0.4349
NM_001024630	chr6(.):45291053-45523819	0.3451
NM_018214	chr6(.):53654777-53793919	0.4336
NM_153816	chr6(.):86210214-86308629	0.0951
NM_016021	chr6(.):90031343-90067619	1.1598
NM_001170794	chr6(.):90631246-91011627	0.313
NM_021813	chr6(.):90631246-91011562	0.313
NM_001455	chr6(.):108877068-109010971	0.5578
NM_201559	chr6(.):108876025-109010971	0.5541
NM_001100411	chr6(.):119275995-119475358	0.1527
NM_006734	chr6(.):143067603-143271338	0.4067
NM_020185	chr6(.):287100-356355	2.6233
NR_027712	chr6(.):7981334-7995577	0.6365
NM_001145549	chr6(.):7876482-7915310	4.1016
NM_030810	chr6(.):7876482-7916047	4.1791
NM_030939	chr6(.):24700089-24724403	0.7635
NM_003526	chr6(.):26118694-26129132	1.8191
NM_139006	chr6(.):26082508-26100469	0.1009
NM_021065	chr6(.):26194011-26204471	2.2025
NM_003530	chr6(.):26192011-26204464	1.8699
NM_138720	chr6(.):26153348-26176576	1.115
NM_003523	chr6(.):26179023-26189458	0.7308
NM_003539	chr6(.):26183937-26194304	0.7481
NM_003545	chr6(.):26199872-26210249	1.2283
NM_005321	chr6(.):26151558-26162343	1.3816
NM_003512	chr6(.):26119372-26129918	1.8
NM_003542	chr6(.):26099175-26109565	0.4664
NM_005323	chr6(.):26102639-26113364	0.4477
NM_003522	chr6(.):26194786-26205216	2.5062
NM_003518	chr6(.):26211427-26221872	0.3706
NM_021052	chr6(.):26212147-26222711	0.3699
NM_003532	chr6(.):26220382-26230844	0.048
NM_003547	chr6(.):26241838-26252205	0.0449
NM_003540	chr6(.):26235653-26246021	0.0585
NM_005320	chr6(.):26229439-26240216	0.2903
NM_001145008	chr6(.):26397464-26420444	0.1554
NM_001197240	chr6(.):26378328-26400100	0.493
NM_001197247	chr6(.):26360397-26383540	1.1324
NM_001197238	chr6(.):26378323-26400100	0.4929
NM_007047	chr6(.):26360397-26383548	1.1346
NM_001197237	chr6(.):26378438-26400100	0.494
NM_001197248	chr6(.):26360469-26383540	1.1259
NM_001197246	chr6(.):26363405-26383540	0.6104
NR_026790	chr6(.):26516933-26532612	0.462
NM_001732	chr6(.):26496494-26515652	0.2022
NM_006353	chr6(.):26533571-26552164	1.5034
NM_021064	chr6(.):27095816-27106314	2.5451
NM_080593	chr6(.):27101071-27119637	1.8398
NM_080596	chr6(.):27109907-27120346	1.7525
NR_036096	chr6(.):27110404-27120467	1.725
NM_021058	chr6(.):27095094-27105575	2.5931
NM_003495	chr6(.):27102087-27112457	1.4088
NM_021066	chr6(.):27777079-27787518	1.2667
NM_003536	chr6(.):27772841-27783314	2.144
NM_003509	chr6(.):27770976-27781445	1.7404
NM_003519	chr6(.):27770256-27780709	1.6734
NM_003521	chr6(.):27777821-27788267	1.2081
NM_003535	chr6(.):27853092-27863570	2.2456
NM_003527	chr6(.):27856202-27866669	2.3155
NM_003520	chr6(.):27801439-27811888	2.2461
NM_003511	chr6(.):27828106-27838576	1.4752
NM_003533	chr6(.):27834622-27845099	0.4182
NM_003510	chr6(.):27800657-27811117	2.2501
NM_003541	chr6(.):27793951-27804305	0.8729
NM_005322	chr6(.):27829569-27840359	1.4346
NM_033057	chr6(.):27873962-27885174	0.0332
NM_021968	chr6(.):27786902-27797258	0.776
NM_003514	chr6(.):27855476-27865963	2.3114
NM_003546	chr6(.):27835925-27846289	0.124
NM_001031722	chr6(.):30589662-30619598	0.3193
NR_033823	chr6(.):30589612-30619598	0.3189
NM_001161376	chr6(.):30609815-30625987	0.4655
NM_002714	chr6(.):30563181-30590020	0.8154
NM_014046	chr6(.):30580485-30599174	1.1869
NR_030615	chr6(.):30547108-30557194	0.0433
NM_021246	chr6(.):31678132-31690581	0.0921
NM_138275	chr6(.):31686160-31697851	0.1692
NR_033488	chr6(.):31649725-31675850	0.2722
NM_013974	chr6(.):31689816-31703039	0.5327
NM_001288	chr6(.):31693357-31709341	3.6277
NM_001003693	chr6(.):31669683-31683372	0.4972
NM_021160	chr6(.):31649725-31676137	0.2697
NR_024541	chr6(.):31674752-31686842	0.1017
NM_025261	chr6(.):31681424-31694510	0.0655
NM_001039651	chr6(.):31725772-31737624	0.1369
NM_025258	chr6(.):31728370-31750108	0.6165
NR_001284	chr6(.):31971196-31985800	0.116
NR_026717	chr6(.):31933951-31954223	0.9764
NM_005510	chr6(.):31932587-31945032	1.4986
NM_001002029	chr6(.):31944833-31975458	0.1036
NM_032470	chr6(.):31971196-31986050	0.1141
NM_006929	chr6(.):31921580-31942532	1.0527
NM_000500	chr6(.):31968347-31981684	0.0926
NM_002904	chr6(.):31914863-31931864	0.241
NM_004197	chr6(.):31934645-31954223	1.0091
NR_031601	chr6(.):31919615-31929717	0.3523
NM_000063	chr6(.):31890265-31918449	0.069
NM_001710	chr6(.):31908720-31924861	0.0721
NM_001002029	chr6(.):31977571-32008195	0.0973
NM_000500	chr6(.):32001081-32014419	0.1027
NM_032470	chr6(.):32003931-32018905	0.094
NM_006120	chr6(.):32911390-32925899	0.1084
NM_002119	chr6(.):32966959-32982389	0.0567
NM_002118	chr6(.):32897405-32913847	0.0757
NM_005104	chr6(.):32931436-32954282	2.4157
NM_001113182	chr6(.):32933664-32954282	2.6721
NM_001199455	chr6(.):32934371-32954282	2.7618
NM_001199456	chr6(.):32935860-32954282	2.8844
NR_027117	chr6(.):35689538-35709724	1.259
NM_207409	chr6(.):35739391-35752329	0.0475
NM_001010886	chr6(.):35743830-35760841	0.0476
NM_145028	chr6(.):35699858-35721685	0.2442
NM_007271	chr6(.):36456668-36520247	0.1004
NR_037491	chr6(.):36585212-36595289	0.1265
NM_003192	chr6(.):42707233-42718884	0.6915
NM_015349	chr6(.):42783793-42841296	0.0482
NM_001171629	chr6(.):43732945-43759223	0.9659
NR_030313	chr6(.):45160410-45170507	1.5606
NM_001402	chr6(.):74220472-74235755	1.8693
NM_001159676	chr6(.):86312501-86356169	0.6452
NM_001159677	chr6(.):86312501-86358043	0.6206
NM_001159674	chr6(.):86312501-86357608	0.6262
NM_006372	chr6(.):86318692-86358043	0.7082
NM_001159673	chr6(.):86312501-86357640	0.6258
NR_003044	chr6(.):86382306-86392377	1.0559
NR_003038	chr6(.):86381724-86393451	0.9119
NR_002743	chr6(.):86382011-86392086	1.0561
NM_002043	chr6(.):89962238-90029967	0.3882
NM_182907	chr6(.):106541814-106562811	2.7099
NM_001198	chr6(.):106529194-106562814	2.3707
NM_003649	chr6(.):110708382-110741753	0.4862
NM_001145207	chr6(.):135351994-135381036	0.3736
NM_006620	chr6(.):135276516-135381036	0.6418
NR_037435	chr6(.):135295475-135305570	0.0687
NM_001259	chr7(.):92229234-92468231	0.4734
NM_001145306	chr7(.):92229234-92470941	0.4687
NM_004289	chr7(.):26186846-26231756	0.1395
NR_033766	chr7(.):113721364-114338827	0.0866
NM_001145354	chr7(.):130789854-131186398	0.1884
NM_001164458	chr7(.):149939300-150025758	0.1523
NM_138426	chr7(.):8003422-8133709	0.2287
NM_006547	chr7(.):23344827-23514995	0.1909
NM_002047	chr7(.):30629180-30678648	0.5253
NM_014800	chr7(.):36888960-37493511	0.1465
NM_003718	chr7(.):39984958-40141733	0.1852
NM_006060	chr7(.):50339377-50477798	0.1727
NM_017984	chr7(.):99993494-100031302	0.5393
NM_173054	chr7(.):103107230-103634963	0.1746
NM_182931	chr7(.):104649636-104759532	0.7144
NM_003344	chr7(.):129467994-129597789	0.3552
NR_015431	chr7(.):130623918-130798562	0.2285
NR_024153	chr7(.):130623918-130796789	0.2289
NM_194071	chr7(.):137554724-137691846	0.4061
NM_016019	chr7(.):139039633-139113200	0.4091
NM_018238	chr7(.):141246077-141359209	0.5869
NM_152998	chr7(.):148499474-148586414	0.2766
NM_173680	chr7(.):150071405-150100719	0.6177
NM_017760	chr7(.):158419002-158502520	0.2767
NM_003751	chr7(.):2389473-2425377	0.359
NM_018641	chr7(.):2438258-2479216	0.4932
NR_026676	chr7(.):23525006-23536031	0.0439
NR_029597	chr7(.):25984538-25994606	1.7537
NM_031243	chr7(.):26224555-26245413	1.7428
NM_016587	chr7(.):26236323-26257976	1.6261
NM_007276	chr7(.):26236098-26257976	1.6107
NM_174929	chr7(.):44790786-44814479	0.0825
NM_031449	chr7(.):44783529-44814479	0.1904
NM_021130	chr7(.):44831240-44847716	1.6446
NM_012412	chr7(.):44868212-44892725	0.6486
NM_030935	chr7(.):100059141-100081902	0.118
NM_145030	chr7(.):100027911-100039094	0.5414
NM_019606	chr7(.):100022253-100036749	1.4879
NM_001194992	chr7(.):100021412-100036749	1.411
NM_001004323	chr7(.):100049237-100066894	0.0612
NM_020979	chr7(.):101923404-101967178	1.0532
NR_036245	chr7(.):101931368-101941453	0.4147
NM_001146210	chr7(.):101981191-102001889	0.0523
NR_027374	chr7(.):104530074-104572092	0.6285
NR_024586	chr7(.):104645988-104659588	4.7421
NM_197964	chr7(.):139020896-139035541	1.3503
NM_003592	chr7(.):148390932-148503202	0.6749
NM_013400	chr7(.):150060878-150076133	2.7444
NM_014374	chr7(.):150063257-150076133	3.1968
NM_001142928	chr7(.):150015295-150040245	0.3783
NM_002889	chr7(.):150030406-150043763	0.0598
NM_138434	chr7(.):150021937-150034811	0.0535
NR_027237	chr7(.):150097839-150114558	3.5259
NM_175571	chr7(.):150142961-150181483	0.0536
NR_034033	chr7(.):150125741-150150228	0.246
NM_006197	chr8(.):17775365-17892457	0.271
NM_004103	chr8(.):27163998-27321903	0.5332
NM_173176	chr8(.):27178053-27321903	0.5475
NM_173175	chr8(.):27178080-27321903	0.5476
NM_080872	chr8(.):35087974-35657181	0.1772
NM_001101676	chr8(.):119196694-119639184	0.1698
NM_207506	chr8(.):119385226-119639184	0.2462
NM_001715	chr8(.):11346520-11427108	0.6481
NM_015254	chr8(.):28919794-29125610	0.1522
NM_024787	chr8(.):33400272-33429643	1.9
NM_032410	chr8(.):42747032-42890682	0.4396
NM_001160224	chr8(.):42699779-42756866	1.4874
NM_001160225	chr8(.):42703437-42756866	1.549
NM_002604	chr8(.):66629051-66758755	0.2045
NM_172060	chr8(.):72104667-72273979	0.1711
NM_000503	chr8(.):72104667-72279467	0.2094
NM_178812	chr8(.):98651406-98747488	0.2341
NM_173685	chr8(.):126099082-126384367	0.5205
NM_003033	chr8(.):134462090-134589183	0.5021
NM_003970	chr8(.):1988157-2098380	0.6741
NM_053279	chr8(.):11273972-11329276	1.0286
NM_004467	chr8(.):17716899-17758047	0.0434
NM_147203	chr8(.):17716899-17757913	0.0433
NM_005605	chr8(.):22293595-22403637	0.3945
NM_057158	chr8(.):29188616-29211322	2.2487
NM_001394	chr8(.):29188619-29213185	2.0967
NR_026765	chr8(.):29573775-29610625	0.3165
NM_025115	chr8(.):33351235-33375656	0.2935
NM_001102401	chr8(.):33351235-33375703	0.2932
NM_024025	chr8(.):33443853-33462439	0.1312
NM_018105	chr8(.):42686816-42703474	0.8188
NM_052937	chr8(.):52725139-52816735	0.2773
NM_152765	chr8(.):67400490-67435759	1.2936
NM_014294	chr8(.):71480452-71525694	1.495
NM_138455	chr8(.):104378785-104400217	0.8885
NM_030780	chr8(.):104405865-104432468	0.2319
NM_015420	chr8(.):104421941-104460680	0.1679
NM_025195	chr8(.):126437562-126455644	2.9583
NM_014957	chr8(.):142133719-142210900	0.1452
NR_003529	chr9(.):21989789-22126093	0.3986
NM_015158	chr9(.):499702-751103	0.1788
NM_002919	chr9(.):3242036-3530983	0.102
NM_134428	chr9(.):3219646-3530983	0.0971
NM_001135920	chr9(.):5624326-5774454	0.2731
NM_020829	chr9(.):5651582-5781556	0.1715
NM_147133	chr9(.):33285417-33370168	0.2929
NM_002504	chr9(.):33285417-33376155	0.2785
NM_147134	chr9(.):33285417-33353721	0.3501
NM_001206	chr9(.):72994512-73034573	0.4608
NM_080546	chr9(.):108001928-108158682	0.319
NM_053016	chr9(.):112537576-112718756	0.206
NM_001037293	chr9(.):112398067-112718756	0.1332
NM_007203	chr9(.):112537576-112939791	0.3325
NM_001004065	chr9(.):112805877-112939791	0.6765
NM_018249	chr9(.):123146146-123347437	0.2005
NM_005047	chr9(.):123573331-123610206	0.2377
NM_001171137	chr9(.):125878907-126035855	0.18
NM_018387	chr9(.):125878907-126035843	0.18
NM_004936	chr9(.):21997901-22014312	0.3993
NR_024274	chr9(.):21962137-21972753	0.0441
NM_058197	chr9(.):21962750-21979826	0.1414
NM_000077	chr9(.):21962750-21980132	0.1405
NM_058195	chr9(.):21962750-21999490	0.81
NM_001172415	chr9(.):33247469-33269759	0.3422
NM_001195536	chr9(.):33259876-33287067	0.2539
NM_014471	chr9(.):33235195-33253565	0.1805
NM_139235	chr9(.):33456350-33478941	0.4991
NM_004925	chr9(.):33436159-33452590	0.2977
NM_053067	chr9(.):86269877-86328168	0.3668
NM_032307	chr9(.):86548226-86576663	0.0416
NM_031263	chr9(.):86577997-86600184	1.0468
NM_031262	chr9(.):86577997-86600569	1.0289
NM_024945	chr9(.):86590636-86623987	0.6959
NR_029605	chr9(.):86579662-86589772	0.0699
NM_005384	chr9(.):94166326-94191144	1.1549
NM_006401	chr9(.):100740488-100783224	0.7098
NM_197978	chr9(.):100684072-100705526	0.5061
NM_018437	chr9(.):100684072-100712134	0.3982
NM_001136562	chr9(.):112882780-112939791	0.8483
NM_004888	chr9(.):117344993-117366152	0.8998
NM_153045	chr9(.):117368705-117413703	0.203
NM_005658	chr9(.):123659670-123694173	0.1976
NM_015651	chr9(.):123612930-123644606	1.1103
NM_001190945	chr9(.):123659670-123696451	0.2242
NM_001190947	chr9(.):123659670-123681850	0.1542
NM_001009936	chr9(.):123626852-123644606	1.8939
NR_024408	chr9(.):123600319-123621651	0.4134
NM_173689	chr9(.):126113447-126146032	0.0765
NM_001045476	chr9(.):127610754-127625160	0.6445
NM_030978	chr9(.):127626483-127644696	1.0738
NM_007209	chr9(.):127615157-127629240	0.6771
NM_178138	chr9(.):139083095-139101955	1.1174
NM_181701	chr9(.):139093181-139142687	0.8688
NM_014564	chr9(.):139083095-139100004	1.1292
NM_001123384	chrX(.):39905498-40041582	0.6692
NM_144495	chrX(.):48750194-48765420	0.5488
NM_001167990	chrX(.):48750212-48765420	0.5494
NM_001032384	chrX(.):48750538-48765420	0.5615
NM_001167992	chrX(.):48750774-48765420	0.5693
NM_001042750	chrX(.):123090555-123241505	0.1733
NM_001042749	chrX(.):123089474-123241505	0.1726
NM_005334	chrX(.):153208007-153241819	1.1491
NM_017745	chrX(.):39905498-39961719	0.4324
NM_001193416	chrX(.):41187650-41214524	0.9038
NM_001167947	chrX(.):48745729-48760426	0.5875
NM_001042498	chrX(.):48755888-48774235	0.3368
NM_001136158	chrX(.):48774302-48819893	0.9613
NM_001136159	chrX(.):48774302-48820648	0.9471
NM_006875	chrX(.):48765458-48781413	0.9405
NM_004979	chrX(.):48813638-48833251	0.3292
NM_005660	chrX(.):48755458-48773917	0.3714
NM_001032289	chrX(.):48755889-48773933	0.325
NM_002764	chrX(.):106866653-106899256	0.1404
NM_004089	chrX(.):106951451-106965291	1.7035
NM_198057	chrX(.):106951451-107024017	0.4858
NM_001015881	chrX(.):106951451-106964711	1.7697
NM_001130846	chrX(.):129258337-129277015	0.0557
NM_004208	chrX(.):129258337-129304861	0.3455
NM_004794	chrX(.):129300772-129323844	1.0869
NM_145813	chrX(.):129258337-129304808	0.3447
NM_000054	chrX(.):153165528-153177620	0.0492
NM_000425	chrX(.):153121970-153146399	0.0274
NM_003491	chrX(.):153190376-153205468	1.3012
NM_001666	chrX(.):153167829-153196714	0.7092
NM_002910	chrX(.):153195721-153215232	0.1314
NR_027419	chrX(.):153162984-153177620	0.0445
NM_001025243	chrX(.):153270956-153290342	0.4036
NM_003492	chrX(.):153232990-153253646	2.9143
NR_031757	chrX(.):153280370-153290440	0.6657
NR_036175	chrX(.):153241548-153251627	1.9735
NR_036174	chrX(.):153241547-153251628	1.9735
NM_020200	chr10(.):25132553-25246533	0.4706
NM_001029880	chr10(.):7195585-7458448	0.1388
NM_001018039	chr10(.):7195585-7456303	0.1386
NM_001098500	chr10(.):23978674-24841772	0.1344
NM_001184794	chr10(.):34596187-35109253	0.2844
NM_001184787	chr10(.):34393487-35109253	0.219
NM_018363	chr10(.):90028620-90348082	0.2412
NM_001031709	chr10(.):90038858-90348082	0.1906
NM_014974	chr10(.):315129-740608	0.2604
NM_001083591	chr10(.):11201992-11383672	0.5095
NM_001025077	chr10(.):11042258-11383672	0.3246
NM_006561	chr10(.):11054892-11383672	0.3349
NM_080599	chr10(.):11957021-12090023	0.1855
NM_015542	chr10(.):11957020-12089808	0.1855
NM_012247	chr10(.):13354437-13395298	0.49
NM_024948	chr10(.):15815174-15907519	0.4669
NM_172242	chr10(.):22629398-22711539	0.393
NM_005028	chr10(.):22818765-23008503	0.4547
NM_022365	chr10(.):22040476-22297650	0.4362
NM_019590	chr10(.):24492719-24841772	0.2399
NM_019043	chr10(.):26722265-26861732	0.1852
NM_016628	chr10(.):28817423-28914923	0.2361
NR_024557	chr10(.):28816426-28914923	0.2344
NM_012342	chr10(.):28961423-28976868	1.236
NM_000698	chr10(.):45864628-45946563	0.4203
NM_032199	chr10(.):63656012-63861707	0.3048
NM_001198798	chr10(.):73851273-73980751	0.1073
NM_001198799	chr10(.):73851273-73981183	0.1069
NM_000314	chr10(.):89618194-89733532	0.3352
NM_032810	chr10(.):89507874-89582917	0.1206
NM_017824	chr10(.):94045919-94118721	0.2352
NM_014912	chr10(.):93803396-94055875	0.4062
NM_001178137	chr10(.):93803396-94008036	0.4515
NM_001167604	chr10(.):111619523-111688311	1.0882
NR_027151	chr10(.):690887-703595	0.1565
NR_027152	chr10(.):691016-716109	0.8356
NR_027653	chr10(.):3813187-3832473	2.4159
NM_001494	chr10(.):5802185-5860512	0.4714
NM_178150	chr10(.):5927213-5984556	1.4943
NM_032807	chr10(.):5931348-5984556	1.542
NM_019046	chr10(.):5898688-5936860	0.8819
NM_001009941	chr10(.):5915049-5936860	1.4665
NM_018706	chr10(.):12105933-12170224	0.1071
NM_006214	chr10(.):13314795-13347130	0.2653
NM_001037537	chr10(.):13314795-13346746	0.2684
NM_004412	chr10(.):17179981-17249070	0.2573
NM_003380	chr10(.):17265257-17284592	2.1297
NM_005180	chr10(.):22605005-22625414	3.4151
NM_012071	chr10(.):22600298-22614237	5.4113
NM_001172303	chr10(.):27438752-27480848	0.6412
NM_014263	chr10(.):27394382-27448321	0.5052
NM_173576	chr10(.):27956802-28039778	0.2742
NR_033805	chr10(.):28803845-28826283	0.7863
NM_025209	chr10(.):32552858-32641113	0.3245
NM_001098207	chr10(.):43876064-43897794	0.6953
NM_004966	chr10(.):43876064-43909656	1.164
NM_173160	chr10(.):43862091-43876783	0.0537
NM_001098204	chr10(.):43876064-43909696	1.1627
NM_001098208	chr10(.):43876064-43897279	0.7066
NM_001098205	chr10(.):43876064-43909332	1.175
NM_001098206	chr10(.):43876064-43908299	1.2127
NR_026693	chr10(.):43927573-43983007	0.1127
NM_173473	chr10(.):73970805-74000618	0.2283
NM_019058	chr10(.):74028676-74040797	1.4675
NM_017626	chr10(.):74087587-74119907	1.4654
NR_028492	chr10(.):89573069-89610369	0.2022
NM_001126049	chr10(.):89613917-89628194	1.6708
NM_030912	chr10(.):104399251-104423076	0.976
NM_005871	chr10(.):112047797-112069707	0.2202
NR_024469	chr11(.):67080309-67164158	0.2754
NM_020693	chr11(.):117293488-117672976	0.0591
NM_000922	chr11(.):14660268-14898604	0.2131
NM_001111018	chr11(.):19367270-20148147	0.1418
NM_001145399	chr11(.):30401039-30612930	0.2324
NM_002599	chr11(.):72282184-72390494	0.1024
NM_001146209	chr11(.):72282184-72385108	0.1038
NM_001098517	chr11(.):115039344-115380241	0.2347
NM_181798	chr11(.):2477683-2875340	0.2001
NM_000218	chr11(.):2461220-2875340	0.1996
NM_030962	chr11(.):9795213-10320754	0.0555
NM_148976	chr11(.):14521421-14670180	0.4722
NM_175058	chr11(.):16804206-17040963	0.2021
NM_173588	chr11(.):18720851-18752777	0.1047
NM_001143830	chr11(.):22683159-22839547	0.2738
NM_177553	chr11(.):22684653-22839547	0.2752
NM_005256	chr11(.):22691318-22839547	0.1045
NM_001584	chr11(.):30426617-30607040	0.2038
NM_005734	chr11(.):33274167-33380939	0.3573
NM_005898	chr11(.):34068229-34129157	0.6987
NM_203364	chr11(.):34068229-34125607	0.5961
NM_001160169	chr11(.):36417546-36491754	0.3414
NM_001160167	chr11(.):36312724-36491754	0.2245
NM_001160168	chr11(.):36392534-36491754	0.3404
NM_004811	chr11(.):58289343-58348390	0.5809
NM_001143995	chr11(.):58289343-58350639	0.5647
NM_004265	chr11(.):61590712-61639825	0.0765
NM_001012662	chr11(.):62618483-62661355	1.0368
NM_001013251	chr11(.):62643343-62661355	1.5108
NM_001012661	chr11(.):62618517-62661353	1.0376
NR_037193	chr11(.):62644170-62661355	1.5824
NM_003273	chr11(.):64874340-64888707	0.5224
NM_005438	chr11(.):65654691-65672997	0.8991
NM_018026	chr11(.):65832823-66017213	0.3413
NM_001077241	chr11(.):65137662-65155142	1.3472
NR_002819	chr11(.):65260232-65278939	3.072
