GENE_ID	locusLine	bin_1_KMS-12-BM.jin.bam
NM_030651	chr6(.):32111139-32124720	0.2896
NM_005155	chr6(.):32116621-32136452	0.2161
NM_006411	chr6(.):32130982-32148916	0.5273
NR_037169	chr6(.):32115578-32127142	0.3147
NM_030652	chr6(.):32127404-32141062	0.0802
NR_037178	chr6(.):32856952-32876535	0.1784
NM_006120	chr6(.):32911390-32925899	0.7014
NM_002119	chr6(.):32966959-32982389	0.0757
NM_002118	chr6(.):32897405-32913847	1.0853
NM_005104	chr6(.):32931436-32954282	2.7071
NM_001113182	chr6(.):32933664-32954282	2.9904
NM_001199455	chr6(.):32934371-32954282	3.0889
NM_001199456	chr6(.):32935860-32954282	3.2453
NR_027117	chr6(.):35689538-35709724	1.1311
NM_207409	chr6(.):35739391-35752329	0.0849
NM_145028	chr6(.):35699858-35721685	0.1939
NR_037152	chr6(.):36639236-36660116	0.6734
NM_078467	chr6(.):36639266-36660116	0.6743
NR_037150	chr6(.):36639313-36660116	0.6756
NM_000389	chr6(.):36641455-36660116	0.7461
NR_037151	chr6(.):36641486-36660116	0.7472
NM_173558	chr6(.):36968422-37001845	0.2815
NM_002648	chr6(.):37132921-37148204	2.2491
NR_027256	chr6(.):41171291-41190685	0.1037
NM_198153	chr6(.):41191061-41211120	0.0827
NM_018643	chr6(.):41238711-41259457	0.1581
NR_002794	chr6(.):41212114-41222327	0.1987
NM_013397	chr6(.):41743499-41760110	0.7148
NM_006653	chr6(.):41732913-41752630	0.3104
NM_002630	chr6(.):41699448-41720139	1.2279
NM_000322	chr6(.):42659332-42695358	0.2117
NM_003192	chr6(.):42707233-42718884	1.7275
NR_037141	chr6(.):42690313-42700932	0.3736
NM_015349	chr6(.):42783793-42841296	0.0762
NM_001078177	chr6(.):44186362-44206888	1.2742
NM_178148	chr6(.):44216837-44230283	0.802
NM_001078174	chr6(.):44182241-44206888	1.2817
NM_001137560	chr6(.):44233479-44252182	0.2619
NM_001078175	chr6(.):44186295-44206888	1.2854
NM_004556	chr6(.):44220902-44238525	1.7338
NM_007355	chr6(.):44209848-44226614	1.2991
NM_138441	chr6(.):74129855-74167043	0.4033
NM_001402	chr6(.):74220472-74235755	1.8355
NM_002043	chr6(.):89962238-90029967	0.1532
NM_182907	chr6(.):106541814-106562811	0.9345
NM_001198	chr6(.):106529194-106562814	1.4378
NM_002356	chr6(.):114173526-114189652	0.7124
NR_027060	chr6(.):114220550-114247806	0.0562
NR_037463	chr6(.):157945163-157955232	0.2031
NM_004289	chr7(.):26186846-26231756	1.3572
NM_001029835	chr7(.):45062232-45121069	1.0023
NM_001167935	chr7(.):45034786-45121069	1.2175
NR_030770	chr7(.):45034344-45121069	1.2898
NM_030796	chr7(.):55533305-55645200	2.3366
NM_001145354	chr7(.):130789854-131186398	0.2646
NM_001164458	chr7(.):149939300-150025758	0.3193
NM_006547	chr7(.):23344827-23514995	0.34
NM_145321	chr7(.):24831163-25024760	0.2567
NM_175061	chr7(.):27865192-28225437	0.1735
NM_014766	chr7(.):29954718-30034425	0.1639
NM_001145514	chr7(.):29954718-30034905	0.1629
NM_001145513	chr7(.):29954718-30034734	0.1633
NR_036554	chr7(.):29720687-29787019	0.2451
NM_001197027	chr7(.):30062976-30162961	0.241
NM_014800	chr7(.):36888960-37493511	0.099
NM_002541	chr7(.):44641120-44753669	2.2097
NM_001003941	chr7(.):44641120-44721195	3.0211
NM_022748	chr7(.):47309751-47584199	0.1787
NM_198570	chr7(.):49808256-49957138	0.3907
NM_001082971	chr7(.):50521133-50638154	0.1823
NM_006060	chr7(.):50339377-50477798	0.4972
NM_000790	chr7(.):50521133-50633768	0.1857
NM_005311	chr7(.):50652759-50805050	0.4176
NM_001001555	chr7(.):50652759-50866159	0.3287
NM_001001550	chr7(.):50652759-50777998	0.4789
NM_006076	chr7(.):100131833-100170843	0.2808
NM_017621	chr7(.):102091666-102110321	0.4266
NM_182931	chr7(.):104649636-104759532	0.7567
NM_020725	chr7(.):105240220-105522031	0.2881
NM_152749	chr7(.):105395635-105522031	0.4829
NM_018412	chr7(.):116588380-116875075	0.234
NM_021908	chr7(.):116588380-116868961	0.2361
NM_003344	chr7(.):129467994-129597789	0.2958
NR_015431	chr7(.):130623918-130798562	0.5994
NR_024153	chr7(.):130623918-130796789	0.6015
NM_144648	chr7(.):133807104-133953933	0.2714
NM_178563	chr7(.):134666258-134825530	0.1907
NM_194071	chr7(.):137554724-137691846	0.8104
NM_052853	chr7(.):140367952-140399908	1.0619
NM_173680	chr7(.):150071405-150100719	1.6729
NR_026676	chr7(.):23525006-23536031	0.3622
NR_029597	chr7(.):25984538-25994606	1.8151
NM_031243	chr7(.):26224555-26245413	1.4797
NM_016587	chr7(.):26236323-26257976	1.3803
NM_007276	chr7(.):26236098-26257976	1.3663
NR_034097	chr7(.):28215075-28285996	0.2461
NR_036482	chr7(.):29719769-29732859	1.0675
NR_024278	chr7(.):29680537-29729754	0.9546
NR_027347	chr7(.):29719387-29730437	1.2783
NM_017946	chr7(.):30047883-30071268	0.634
NM_001197026	chr7(.):30062976-30129278	0.3337
NM_032639	chr7(.):30062976-30135359	0.3097
NM_147128	chr7(.):30318922-30412308	0.3703
NR_030319	chr7(.):30324409-30334506	1.1616
NR_037513	chr7(.):30324409-30334506	1.1616
NR_002186	chr7(.):30404665-30417410	0.0472
NM_022373	chr7(.):35667269-35739772	0.4034
NM_018224	chr7(.):43673858-43774083	0.8304
NM_019082	chr7(.):44600402-44619137	1.079
NM_182547	chr7(.):44613761-44626827	2.1057
NM_174929	chr7(.):44790786-44814479	0.9567
NM_031449	chr7(.):44783529-44814479	2.01
NM_021130	chr7(.):44831240-44847716	3.5883
NR_003697	chr7(.):45017626-45031259	2.8753
NR_002952	chr7(.):45019976-45030109	3.6537
NM_033054	chr7(.):44997259-45023704	0.2882
NM_024315	chr7(.):86820477-86854031	1.3055
NM_003910	chr7(.):99001600-99022239	1.2868
NM_014891	chr7(.):98987588-99011292	1.152
NM_005720	chr7(.):98967328-98997404	2.3824
NR_028039	chr7(.):99793277-99874855	0.5379
NR_028038	chr7(.):99801558-99874855	0.5783
NM_024070	chr7(.):99811870-99824111	2.7502
NM_012447	chr7(.):99770537-99817010	0.2019
NM_152742	chr7(.):99762228-99779990	0.1665
NM_024637	chr7(.):99751864-99771373	0.2642
NM_002319	chr7(.):100166633-100188776	1.0206
NM_001040097	chr7(.):100204724-100218000	0.5743
NM_001040098	chr7(.):100205052-100218000	0.585
NM_002593	chr7(.):100194881-100210798	0.6763
NM_033506	chr7(.):100178955-100203740	0.996
NM_001163499	chr7(.):100182195-100203740	0.6376
NM_001040099	chr7(.):100205113-100218000	0.5873
NM_001168682	chr7(.):100164852-100176270	0.2534
NM_020979	chr7(.):101923404-101967178	1.1587
NR_036245	chr7(.):101931368-101941453	0.4038
NM_032831	chr7(.):102068995-102102268	2.6021
NM_024653	chr7(.):102031803-102072129	1.282
NM_001146210	chr7(.):101981191-102001889	0.1306
NM_006234	chr7(.):102108547-102124381	0.4708
NM_152892	chr7(.):102100389-102118612	0.4403
NM_014377	chr7(.):102947920-102990320	0.5441
NM_002803	chr7(.):102983088-103013656	0.6812
NM_004279	chr7(.):102932872-102960133	0.2948
NR_027374	chr7(.):104530074-104572092	0.2048
NR_024586	chr7(.):104645988-104659588	5.2254
NM_006754	chr7(.):105725951-105758057	0.5005
NM_182715	chr7(.):105725951-105757758	0.5047
NM_002649	chr7(.):106500923-106552592	0.7794
NM_001166346	chr7(.):114557208-114568720	1.3012
NM_199072	chr7(.):114557208-114664970	0.3466
NR_002330	chr7(.):116587500-116599388	2.6904
NR_002329	chr7(.):116588952-116604867	2.0623
NR_030324	chr7(.):127716912-127727012	0.1389
NM_018396	chr7(.):128111782-128147978	0.7893
NM_013332	chr7(.):128090883-128103472	0.6487
NR_034120	chr7(.):130560750-130603069	0.1706
NM_004546	chr7(.):140391480-140411446	0.697
NR_024454	chr7(.):140390135-140401877	1.1401
NM_002769	chr7(.):142452318-142465927	0.2538
NM_004445	chr7(.):142547791-142573847	0.1619
NM_002770	chr7(.):142474907-142486378	0.1521
NR_001296	chr7(.):142473756-142487399	0.1631
NM_013400	chr7(.):150060878-150076133	4.661
NM_014374	chr7(.):150063257-150076133	5.3584
NM_001142928	chr7(.):150015295-150040245	0.7789
NM_002889	chr7(.):150030406-150043763	0.1348
NM_138434	chr7(.):150021937-150034811	0.1494
NR_027237	chr7(.):150097839-150114558	3.1185
NM_175571	chr7(.):150142961-150181483	0.137
NR_034033	chr7(.):150125741-150150228	2.7587
NM_001091	chr7(.):150544572-150563379	0.127
NM_024012	chr7(.):154857545-154882459	2.4726
NM_152271	chr8(.):12574405-12617992	0.3346
NM_003844	chr8(.):23043969-23087680	0.5218
NM_004103	chr8(.):27163998-27321903	0.4299
NM_173176	chr8(.):27178053-27321903	0.4381
NM_172366	chr8(.):28280928-28352784	0.5194
NM_173175	chr8(.):27178080-27321903	0.4382
NM_021623	chr8(.):38753752-38836430	0.4821
NM_001080394	chr8(.):48168541-48653475	0.156
NM_144962	chr8(.):22565764-22790421	0.2082
NM_023034	chr8(.):38127560-38244790	0.3439
NR_027638	chr8(.):38849504-38967779	0.1238
NM_001135733	chr8(.):95933199-95966615	1.4053
NM_173685	chr8(.):126099082-126384367	0.4171
NM_003033	chr8(.):134462090-134589183	0.8606
NM_032450	chr8(.):145197918-145321843	0.4673
NM_001099281	chr8(.):145197918-145273368	0.6837
NR_037492	chr8(.):12579740-12589813	0.0473
NR_037495	chr8(.):12579745-12589808	0.0473
NM_005605	chr8(.):22293595-22403637	0.2906
NM_152272	chr8(.):23096149-23124512	0.5753
NR_033928	chr8(.):23077733-23093439	1.0184
NM_001136108	chr8(.):23140611-23158792	0.2116
NM_171982	chr8(.):27137403-27173834	0.184
NM_017412	chr8(.):28346772-28426961	0.3891
NR_036250	chr8(.):28357632-28367699	0.0716
NM_144652	chr8(.):38239019-38271061	0.963
NM_017778	chr8(.):38168934-38244790	0.4963
NR_003129	chr8(.):38452692-38463775	0.0448
NM_001024381	chr8(.):38841326-38859041	0.5189
NM_153692	chr8(.):38826667-38851181	0.0772
NM_052937	chr8(.):52725139-52816735	0.4102
NM_057749	chr8(.):95887452-95912482	0.6673
NM_024410	chr8(.):103558847-103578245	0.257
NM_025195	chr8(.):126437562-126455644	3.6001
NM_002467	chr8(.):128743314-128758680	1.4434
NM_002346	chr8(.):144094901-144108827	1.707
NM_173687	chr8(.):144115678-144140720	0.1756
NR_026913	chr8(.):144058447-144104807	0.2136
NM_201378	chr8(.):144984320-145052697	0.7774
NM_032789	chr8(.):145046319-145065635	1.2231
NM_000445	chr8(.):144984320-145055913	0.7925
NM_201381	chr8(.):144984320-145023905	0.7631
NM_201382	chr8(.):144984320-145023110	0.7745
NM_201383	chr8(.):144984320-145021692	0.789
NM_201379	chr8(.):144984320-145033088	0.7783
NM_001009184	chr8(.):145059225-145072583	0.9193
NM_201384	chr8(.):144984320-145018758	0.838
NR_030383	chr8(.):145014358-145024447	0.9549
NM_201380	chr8(.):144984320-145030044	0.8145
NM_021061	chr8(.):146097335-146131846	2.4301
NM_001081003	chr8(.):146070550-146083932	0.9942
NM_001081004	chr8(.):146070550-146083451	1.0273
NM_003416	chr8(.):146047902-146073606	0.5657
NM_014066	chr8(.):146070550-146083452	1.0272
NM_021951	chr9(.):836689-974090	0.4473
NM_001135920	chr9(.):5624326-5774454	0.2702
NM_020829	chr9(.):5651582-5781556	0.0851
NM_001497	chr9(.):33105638-33172356	1.0823
NM_016734	chr9(.):36833530-37039476	0.1456
NM_022490	chr9(.):37480944-37508693	0.2846
NM_001142287	chr9(.):91970705-92099611	0.3975
NM_006378	chr9(.):91987151-92099611	0.4368
NM_006648	chr9(.):95942211-96087854	0.5426
NM_001127628	chr9(.):97360420-97407531	0.5615
NM_000507	chr9(.):97360420-97406923	0.568
NM_007001	chr9(.):99077987-99150992	0.053
NM_014282	chr9(.):99207413-99258618	0.1075
NM_053016	chr9(.):112537576-112718756	0.2117
NM_001037293	chr9(.):112398067-112718756	0.1377
NM_007203	chr9(.):112537576-112939791	0.3139
NM_001004065	chr9(.):112805877-112939791	0.5109
NM_020946	chr9(.):126136932-126697417	0.1456
NM_024820	chr9(.):126158869-126697417	0.1478
NM_175039	chr9(.):130665164-130684305	5.287
NR_028048	chr9(.):131852072-131878070	0.4202
NM_015033	chr9(.):132644465-132810473	0.3297
NM_198679	chr9(.):134447156-134590229	0.6074
NM_005312	chr9(.):134447156-134617925	0.842
NM_021240	chr9(.):971963-996732	0.3003
NM_001170	chr9(.):33379947-33407517	0.1214
NM_139235	chr9(.):33456350-33478941	0.5673
NM_004925	chr9(.):33436159-33452590	0.7323
NR_036592	chr9(.):37074892-37095398	0.3933
NM_012166	chr9(.):37505888-37581250	0.2888
NR_027421	chr9(.):44985235-44996492	1.2528
NR_024496	chr9(.):66489268-66508030	1.0671
NM_032310	chr9(.):95853449-95880565	0.9283
NM_145006	chr9(.):95815988-95852415	1.4086
NM_003837	chr9(.):97316002-97361075	0.1436
NM_153695	chr9(.):99143224-99185669	0.6174
NM_001136562	chr9(.):112882780-112939791	0.7761
NM_030767	chr9(.):117091432-117161685	0.8356
NM_005658	chr9(.):123659670-123694173	1.2482
NM_015651	chr9(.):123612930-123644606	0.7472
NM_001190945	chr9(.):123659670-123696451	1.2506
NM_001190947	chr9(.):123659670-123681850	1.4752
NM_000118	chr9(.):130572290-130622047	0.1166
NM_013443	chr9(.):130642600-130666871	0.6754
NM_000476	chr9(.):130623758-130645022	0.2198
NM_001035254	chr9(.):130697860-130747812	0.8676
NM_003863	chr9(.):130692373-130705763	0.495
NM_203305	chr9(.):130697860-130717993	0.3599
NM_001135219	chr9(.):130678807-130698076	0.977
NM_173492	chr9(.):130678807-130694770	1.1534
NM_178003	chr9(.):131868592-131916225	0.5644
NM_203434	chr9(.):131932830-131945540	0.6468
NM_001193397	chr9(.):131868966-131916225	0.5678
NM_021131	chr9(.):131868227-131916225	0.5612
NM_016520	chr9(.):132584563-132602572	0.5659
NM_006676	chr9(.):132592695-132649107	0.4764
NM_001008563	chr9(.):132592756-132649107	0.4769
NM_032728	chr9(.):134160080-134189649	0.1108
NM_033387	chr9(.):134128464-134156906	2.5622
NR_001275	chr9(.):135952925-135967478	0.0951
NM_001042368	chr9(.):135968106-136029588	0.6477
NM_021996	chr9(.):136023339-136044301	0.3915
NM_006266	chr9(.):135968106-136001561	0.2249
NM_178536	chr9(.):139841767-139854949	0.4437
NM_153200	chr9(.):139752232-139765738	0.3467
NM_000606	chr9(.):139834697-139846426	0.7442
NM_021138	chr9(.):139775964-139826067	0.7542
NM_018998	chr9(.):139829886-139844173	0.3989
NM_206920	chr9(.):139741818-139760251	0.3289
NM_014172	chr9(.):139738255-139750490	0.4121
NM_001123384	chrX(.):39905498-40041582	0.4015
NM_144495	chrX(.):48750194-48765420	0.6091
NM_001167990	chrX(.):48750212-48765420	0.6096
NM_001032384	chrX(.):48750538-48765420	0.6183
NM_001167992	chrX(.):48750774-48765420	0.6265
NR_001568	chrX(.):70425034-70953962	0.1648
NM_015129	chrX(.):118745908-118832333	0.3769
NM_145800	chrX(.):118744687-118832333	0.3721
NM_005629	chrX(.):152948751-152967048	0.0576
NM_001142806	chrX(.):152949965-152967048	0.0604
NM_005334	chrX(.):153208007-153241819	0.7689
NM_017745	chrX(.):39905498-39961719	0.3462
NM_001167947	chrX(.):48745729-48760426	0.6977
NM_001042498	chrX(.):48755888-48774235	0.4286
NM_001136158	chrX(.):48774302-48819893	1.9861
NM_001136159	chrX(.):48774302-48820648	1.9591
NM_006875	chrX(.):48765458-48781413	1.5306
NM_004979	chrX(.):48813638-48833251	0.6441
NM_005660	chrX(.):48755458-48773917	0.4791
NM_001032289	chrX(.):48755889-48773933	0.405
NM_002444	chrX(.):64882510-64966793	0.2826
NM_052957	chrX(.):70792873-70838433	0.1299
NM_001142797	chrX(.):70830765-70843367	1.1598
NR_030413	chrX(.):118775700-118785811	0.2883
NM_003399	chrX(.):128867945-128908525	0.2333
NM_018990	chrX(.):128908891-128934176	0.8429
NM_001039582	chrX(.):152930187-152944816	0.0848
NM_001135740	chrX(.):152930187-152943743	0.089
NM_005393	chrX(.):153024650-153049801	0.0641
NM_005745	chrX(.):152960946-152994838	0.3188
NR_024450	chrX(.):152960946-152995201	0.3188
NM_001139441	chrX(.):152960946-152994582	0.3203
NM_000033	chrX(.):152985322-153015216	0.3511
NM_001139457	chrX(.):152960946-152994549	0.3204
NM_000054	chrX(.):153165528-153177620	0.3161
NM_000425	chrX(.):153121970-153146399	0.0563
NM_003491	chrX(.):153190376-153205468	1.7429
NM_001666	chrX(.):153167829-153196714	0.9803
NM_002910	chrX(.):153195721-153215232	0.2412
NR_027419	chrX(.):153162984-153177620	0.2745
NM_003492	chrX(.):153232990-153253646	1.6512
NM_001098637	chr10(.):134205701-134236358	1.8184
NM_015892	chr10(.):125762181-125856930	0.608
NM_014863	chr10(.):125774168-125856930	0.6914
NM_006258	chr10(.):52829233-54060274	0.0422
NM_001098512	chr10(.):52745944-54060274	0.0407
NM_022124	chr10(.):73151690-73580704	0.1515
NM_001171930	chr10(.):73151690-73497481	0.1189
NM_172242	chr10(.):22629398-22711539	0.4265
NM_022153	chr10(.):73502313-73538337	0.519
NM_145868	chr10(.):81909879-81970328	0.8902
NM_007373	chr10(.):112674300-112778425	0.1619
NR_003251	chr10(.):121480608-121556720	0.214
NM_005308	chr10(.):120962196-121220131	0.2325
NM_001105521	chr10(.):133913312-134003313	0.1979
NM_173575	chr10(.):134015995-134126477	0.4244
NM_005539	chr10(.):134346352-134601984	0.4652
NM_005180	chr10(.):22605005-22625414	1.0882
NM_012071	chr10(.):22600298-22614237	1.7886
NM_025209	chr10(.):32552858-32641113	0.6029
NM_004966	chr10(.):43876064-43909656	0.5865
NM_001098204	chr10(.):43876064-43909696	0.5858
NM_001098205	chr10(.):43876064-43909332	0.5919
NM_001098206	chr10(.):43876064-43908299	0.6066
NR_026693	chr10(.):43927573-43983007	0.3862
NM_001164375	chr10(.):73466457-73484578	0.3052
NM_001168390	chr10(.):73466457-73502581	0.6664
NM_020992	chr10(.):96992329-97055781	0.2794
NM_001114094	chr10(.):97946454-98036333	0.3356
NM_001017520	chr10(.):98059084-98103321	0.1363
NM_016112	chr10(.):102042902-102095243	0.2746
NM_005063	chr10(.):102101771-102129588	0.2929
NR_026762	chr10(.):102128332-102153111	0.8405
NM_030912	chr10(.):104399251-104423076	0.8158
NM_005962	chr10(.):111980761-112052123	0.1574
NM_001008541	chr10(.):111964988-112052123	0.4387
NM_005871	chr10(.):112047797-112069707	0.301
NM_130439	chr10(.):111962362-112052123	0.4285
NM_004419	chr10(.):112252624-112276302	0.8279
NM_145341	chr10(.):112626595-112664764	0.9664
NM_001195307	chr10(.):112653487-112684124	0.4187
NM_001195306	chr10(.):112653487-112683694	0.4173
NR_026932	chr10(.):112623647-112635662	3.9268
NM_004052	chr10(.):133776203-133800435	0.0504
NM_006426	chr10(.):133995413-134024280	0.1383
NM_001143757	chr10(.):134140740-134200010	0.608
NR_026559	chr10(.):134145610-134185509	0.4634
NM_001143758	chr10(.):134140613-134171901	0.7174
NM_173541	chr10(.):134253713-134266825	2.0916
NM_014468	chr10(.):135046407-135060433	0.1018
NM_001109	chr10(.):135070919-135095407	1.2289
NM_145806	chr10(.):135117422-135131666	0.7265
NM_006659	chr10(.):135088137-135127644	0.7483
NM_003577	chr10(.):135038777-135050062	0.0257
NR_030170	chr10(.):135056014-135066124	0.0712
NR_024469	chr11(.):67080309-67164158	0.3689
NM_152432	chr11(.):100553406-100866656	0.1504
NM_001098517	chr11(.):115039344-115380241	0.367
NM_001144059	chr11(.):131775711-132189961	0.1495
NM_001048209	chr11(.):131235370-132211716	0.0989
NM_001144058	chr11(.):131775711-132211716	0.1474
NM_181798	chr11(.):2477683-2875340	0.1605
NM_000218	chr11(.):2461220-2875340	0.1637
NM_003621	chr11(.):7530000-7679991	0.2883
NR_036485	chr11(.):9774839-9837866	0.4457
NM_004811	chr11(.):58289343-58348390	0.7685
NM_001143995	chr11(.):58289343-58350639	0.7475
NM_024092	chr11(.):60676370-60695915	1.2479
NM_001012662	chr11(.):62618483-62661355	0.9682
NM_001013251	chr11(.):62643343-62661355	1.0382
NM_001012661	chr11(.):62618517-62661353	0.969
NM_024060	chr11(.):62196015-62319332	0.2257
NR_037193	chr11(.):62644170-62661355	1.0775
NM_003273	chr11(.):64874340-64888707	1.699
NM_005438	chr11(.):65654691-65672997	1.388
NM_001077241	chr11(.):65137662-65155142	2.0668
NR_002819	chr11(.):65260232-65278939	3.4333
NM_012308	chr11(.):66881739-67030550	0.2849
NM_053056	chr11(.):69450872-69474242	1.8063
NM_014824	chr11(.):72542789-72858143	0.204
NM_014488	chr11(.):82687477-82787884	0.6399
NM_001166	chr11(.):102212965-102254401	0.2863
NM_000051	chr11(.):108088558-108244826	0.3055
NM_025164	chr11(.):116709117-116973993	0.2127
NM_005933	chr11(.):118302204-118402539	0.3637
NM_024556	chr11(.):126076618-126137879	0.1702
NM_032531	chr11(.):126288395-126875766	0.1649
NM_001161707	chr11(.):126295836-126875766	0.1635
NM_002017	chr11(.):128558812-128688162	0.8711
NM_001167681	chr11(.):128557388-128688162	0.8624
NM_001143820	chr11(.):128323655-128462453	0.6576
NM_012239	chr11(.):210029-241362	0.4826
NM_002817	chr11(.):231807-257984	0.5236
NM_138329	chr11(.):273569-290304	0.7546
NM_006435	chr11(.):303106-314410	1.4615
NM_025092	chr11(.):284137-300688	0.7631
NM_003641	chr11(.):308990-320272	1.8694
NM_178537	chr11(.):364794-387117	0.1446
NM_001025295	chr11(.):293202-304526	0.3577
NM_021034	chr11(.):314672-325914	0.9274
NM_021805	chr11(.):400715-422397	0.3241
NM_001135054	chr11(.):400715-419999	0.3517
NM_030783	chr11(.):445279-496387	0.4514
NM_001012302	chr11(.):412929-447011	0.4296
NM_014555	chr11(.):2420745-2449275	0.3497
NM_198474	chr11(.):7501599-7537606	0.6454
NR_033972	chr11(.):9771316-9786080	1.6454
NM_000614	chr11(.):58385145-58398205	0.0602
NR_024091	chr11(.):58341586-58398205	0.6321
NM_053023	chr11(.):58341586-58394023	0.6772
NM_207341	chr11(.):60630014-60648164	0.1177
NM_014502	chr11(.):60653019-60679061	0.7389
NM_016582	chr11(.):60699554-60724257	0.1802
NM_178031	chr11(.):60686912-60709631	0.1313
NM_022830	chr11(.):62337516-62364109	0.9827
NM_004739	chr11(.):62355674-62374303	1.4502
NM_001404	chr11(.):62322072-62346460	1.187
NM_001620	chr11(.):62278373-62319332	0.4545
NR_002565	chr11(.):62618036-62628103	2.0171
NM_003164	chr11(.):62569368-62604560	0.6154
NM_018093	chr11(.):62595382-62612628	2.3708
NR_003098	chr11(.):62614459-62628360	1.5093
NR_002561	chr11(.):62616134-62626204	2.0162
NR_002560	chr11(.):62615797-62625865	2.0147
NR_002559	chr11(.):62616375-62626440	2.0183
NR_000008	chr11(.):62615381-62625507	1.9949
NR_002564	chr11(.):62617763-62627838	2.0246
NR_002563	chr11(.):62617483-62627555	2.0201
NR_002562	chr11(.):62617092-62627167	2.022
NM_001081491	chr11(.):62554597-62577964	0.8387
NM_001080501	chr11(.):62552786-62564486	1.2471
NM_004470	chr11(.):64003412-64016607	1.6172
NM_000932	chr11(.):64013994-64041924	0.776
NM_005528	chr11(.):63992752-64006753	0.9468
NM_001160390	chr11(.):63986270-63998726	0.7875
NM_032344	chr11(.):63988737-64002488	0.816
NM_004322	chr11(.):64032299-64057176	1.0416
NM_178443	chr11(.):63969151-63996363	0.4732
NM_057092	chr11(.):64004587-64016607	1.7678
NM_033310	chr11(.):64053792-64072503	0.8491
NM_003377	chr11(.):63997265-64011259	1.5244
NM_020155	chr11(.):64048581-64061972	0.6789
NM_001135208	chr11(.):64003603-64016607	1.64
NM_001170726	chr11(.):64046810-64061972	0.6093
NM_001160393	chr11(.):63986270-63998341	0.7445
NM_001170881	chr11(.):64047284-64061972	0.6274
NM_001177358	chr11(.):64047282-64061972	0.6273
NM_138689	chr11(.):64006950-64019413	1.6084
NM_000244	chr11(.):64565985-64583188	0.569
NM_130803	chr11(.):64565985-64583766	0.5551
NM_004579	chr11(.):64551608-64575713	0.2864
NM_017525	chr11(.):64586661-64617041	0.4405
NM_130800	chr11(.):64565985-64583035	0.572
NM_130802	chr11(.):64565985-64583213	0.5681
NR_029829	chr11(.):64653826-64663911	0.8117
NM_006795	chr11(.):64615207-64651191	3.935
NR_029578	chr11(.):64653608-64663718	0.8129
NM_147777	chr11(.):64789909-64813044	0.5203
NM_013299	chr11(.):64803375-64817300	0.777
NM_005468	chr11(.):64807294-64831009	1.1731
NM_080668	chr11(.):64839926-64856615	1.2714
NM_006782	chr11(.):64846693-64860874	2.1013
NM_013265	chr11(.):64858682-64884180	1.062
NM_001667	chr11(.):64776585-64794656	0.6789
NR_037567	chr11(.):64884654-64899841	1.5388
NM_172230	chr11(.):64889750-64907003	1.7922
NM_001997	chr11(.):64883098-64894672	2.8015
NM_004927	chr11(.):64884715-64899841	1.4932
NM_014205	chr11(.):64878874-64890170	3.1953
NM_006268	chr11(.):65096345-65125451	0.4833
NM_145719	chr11(.):65117281-65130082	0.5414
NR_028272	chr11(.):65185268-65199003	10.5464
NR_030343	chr11(.):65206928-65217028	0.9434
NM_031904	chr11(.):65149040-65185995	1.7003
NM_032223	chr11(.):65378782-65409910	1.1708
NM_001098785	chr11(.):65334819-65346669	3.1
NM_021070	chr11(.):65301029-65330699	1.3023
NM_033455	chr11(.):65355325-65368467	3.1474
NM_001099409	chr11(.):65338508-65365116	2.7305
NM_002419	chr11(.):65360225-65386720	1.2825
NM_001048218	chr11(.):65287547-65311182	1.0145
NM_006396	chr11(.):65332942-65344239	3.0828
NM_153253	chr11(.):65402591-65423391	0.7642
NM_006747	chr11(.):65400577-65423391	0.7137
NM_001145138	chr11(.):65416066-65435443	1.2431
NM_004561	chr11(.):65549528-65569685	2.1767
NM_198897	chr11(.):65646210-65661010	1.4206
NM_001335	chr11(.):65642283-65656212	0.4492
NM_138368	chr11(.):65538377-65552822	1.6635
NM_025128	chr11(.):65622871-65638914	1.8241
NM_005507	chr11(.):65617284-65630804	2.1592
NM_152760	chr11(.):65596409-65626172	0.5174
NM_016938	chr11(.):65628911-65645340	0.3556
NM_006848	chr11(.):65652874-65664106	1.9482
NM_005146	chr11(.):65724159-65752607	0.4722
NM_006442	chr11(.):65681727-65694048	0.5418
NM_001135635	chr11(.):65679282-65691531	0.5404
NM_001143985	chr11(.):65764549-65776617	1.3294
NM_001323	chr11(.):65774461-65785976	0.2437
NM_053054	chr11(.):65779222-65798988	0.1618
NM_032325	chr11(.):65759016-65774578	0.9915
NM_006842	chr11(.):65814815-65841382	0.519
NM_033036	chr11(.):65803235-65821651	0.3904
NM_207354	chr11(.):67051761-67074955	0.9767
NM_017857	chr11(.):67065918-67085078	0.2835
NR_030767	chr11(.):67051815-67074955	0.9779
NM_001619	chr11(.):67028904-67059029	2.397
NM_020441	chr11(.):67200517-67215983	0.5823
NM_145200	chr11(.):67217817-67234245	1.0968
NM_001078651	chr11(.):67226818-67241731	1.3406
NM_001166222	chr11(.):67178148-67198078	0.8124
NM_206997	chr11(.):67213771-67225200	0.1613
NM_005608	chr11(.):67197980-67210153	0.4996
NM_003952	chr11(.):67190934-67207879	0.7758
NM_198517	chr11(.):67166411-67182560	1.7209
NM_004584	chr11(.):67154422-67170883	0.8524
NM_002708	chr11(.):67160651-67174376	1.0574
NM_001166212	chr11(.):67126638-67146648	0.3637
NM_013246	chr11(.):67126638-67146206	0.3678
NM_001018070	chr11(.):67200517-67216263	0.5743
