REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
3_MACS_peak_20249_lociStitched	chr3	169480620	169492562	3	7384	21704.585	3221.9516
3_MACS_peak_27985_lociStitched	chr8	95998314	96010252	3	6572	6600.520199999999	1217.676
3_MACS_peak_20673_lociStitched	chr4	1712647	1724584	3	7399	14029.5561	1617.4635
3_MACS_peak_14065_lociStitched	chr19	46385319	46397255	3	6180	8196.4512	1426.3519999999999
2_MACS_peak_27075_lociStitched	chr7	148251710	148263631	2	6280	14028.632800000001	3234.1672999999996
3_MACS_peak_18758_lociStitched	chr3	10254387	10266306	3	7169	8172.8583	1961.8673999999999
3_MACS_peak_28338_lociStitched	chr8	134221070	134232989	3	8986	17300.4285	2517.2928
3_MACS_peak_19325_lociStitched	chr3	53915173	53927085	3	5584	11182.9856	2047.6728
3_MACS_peak_4096_lociStitched	chr10	105667246	105679132	3	5252	6715.589999999999	1718.7156
2_MACS_peak_12558_lociStitched	chr18	3584379	3596265	2	7227	11030.208	1962.3786
2_MACS_peak_8027_lociStitched	chr13	114477203	114489072	2	6066	10968.1429	1991.6182000000001
3_MACS_peak_14104_lociStitched	chr19	48752144	48764013	3	4483	8605.025	2022.4776
2_MACS_peak_15251_lociStitched	chr2	86220042	86231906	2	11841	32513.291999999998	2722.788
3_MACS_peak_30549_lociStitched	chrX	130912056	130923915	3	3123	3028.7886000000003	890.6109
3_MACS_peak_4318_lociStitched	chr10	130824675	130836531	3	8043	9376.9104	1672.8816
3_MACS_peak_25192_lociStitched	chr6	134951353	134963209	3	6473	6743.6928	2244.3408
3_MACS_peak_11324_lociStitched	chr17	17197833	17209682	3	6877	8468.4803	1990.632
2_MACS_peak_14698_lociStitched	chr2	37842668	37854505	2	6591	6912.808	1883.2667
3_MACS_peak_29463_lociStitched	chr9	126439235	126451063	3	8263	9670.5728	2181.0832
2_MACS_peak_4836_lociStitched	chr11	45837185	45849002	2	9895	16848.6786	2037.2508
3_MACS_peak_17254_lociStitched	chr20	39631190	39643007	3	11584	15527.538	1980.5292
2_MACS_peak_22141_lociStitched	chr5	1488634	1500448	2	6890	10064.3466	1955.217
2_MACS_peak_21017_lociStitched	chr4	40622463	40634275	2	7573	13807.0468	2008.0400000000002
3_MACS_peak_13935_lociStitched	chr19	41109014	41120824	3	7379	7787.514	1881.3329999999999
2_MACS_peak_26676_lociStitched	chr7	107842425	107854228	2	8670	14619.1958	2658.0356
3_MACS_peak_4562_lociStitched	chr11	12256364	12268166	3	7653	8046.6035999999995	2261.2632
1_MACS_peak_29374_lociStitched	chr9	117125278	117137065	1	11788	21256.675799999997	2404.548
3_MACS_peak_1703_lociStitched	chr1	153929587	153941367	3	7875	14137.178	3551.67
2_MACS_peak_16561_lociStitched	chr2	228270411	228282187	2	9790	17560.3712	2029.0048000000002
5_MACS_peak_28068_lociStitched	chr8	103817029	103828802	5	9195	14612.6476	1205.5552
2_MACS_peak_29621_lociStitched	chr9	132646040	132657811	2	9007	25697.2701	2383.6275
3_MACS_peak_4916_lociStitched	chr11	58864729	58876497	3	8273	14586.436	2335.9480000000003
3_MACS_peak_7672_lociStitched	chr13	43618413	43630179	3	3817	4752.2874	949.5161999999999
3_MACS_peak_10945_lociStitched	chr16	81864569	81876334	3	6247	6949.5855	1044.732
2_MACS_peak_10859_lociStitched	chr16	71841382	71853132	2	6863	17990.425	1950.5
2_MACS_peak_7696_lociStitched	chr13	46269467	46281214	2	10175	15498.9918	1362.652
2_MACS_peak_7997_lociStitched	chr13	111357401	111369142	2	7521	11381.725400000001	1918.4794
3_MACS_peak_17108_lociStitched	chr20	32250758	32262498	3	5826	6939.513999999999	1842.006
2_MACS_peak_17842_lociStitched	chr21	37905106	37916845	2	11501	22928.6148	2897.1852
3_MACS_peak_18621_lociStitched	chr22	49227414	49239150	3	9458	8813.736	1670.0328000000002
4_MACS_peak_12343_lociStitched	chr17	74777025	74788758	4	10174	14432.7633	2177.6448
2_MACS_peak_1590_lociStitched	chr1	149214087	149225818	2	6668	28418.3475	4040.1564
2_MACS_peak_1827_lociStitched	chr1	157141826	157153557	2	11651	22718.2546	3441.8754
3_MACS_peak_13697_lociStitched	chr19	19050181	19061906	3	10832	20830.635	1983.87
3_MACS_peak_6372_lociStitched	chr12	41154257	41165969	3	7362	8896.4352	1932.48
2_MACS_peak_4482_lociStitched	chr11	7531878	7543588	2	6870	13532.076	1844.325
3_MACS_peak_23274_lociStitched	chr5	142538075	142549785	3	8175	11434.815	2076.183
1_MACS_peak_2526_lociStitched	chr1	209274464	209286164	1	11701	31081.05	3843.4500000000003
2_MACS_peak_13015_lociStitched	chr18	56750941	56762637	2	7818	19526.472	2761.4256
2_MACS_peak_6904_lociStitched	chr12	89737878	89749566	2	10798	26129.692799999997	2895.1176
2_MACS_peak_2501_lociStitched	chr1	207994705	208006391	2	8819	24676.157600000002	3605.131
3_MACS_peak_23258_lociStitched	chr5	141385229	141396899	3	10030	15886.371	2519.553
2_MACS_peak_17776_lociStitched	chr21	34745524	34757193	2	8177	18128.9584	3135.4602999999997
1_MACS_peak_16118_lociStitched	chr2	182168391	182180058	1	11668	32832.104699999996	3286.5939
2_MACS_peak_23390_lociStitched	chr5	151127371	151139037	2	8886	13155.7482	2110.3794000000003
3_MACS_peak_23887_lociStitched	chr6	12109678	12121337	3	7678	9180.2966	1880.5967
2_MACS_peak_11108_lociStitched	chr17	2294540	2306174	2	8252	21631.0962	2016.1722000000002
4_MACS_peak_12473_lociStitched	chr17	79875141	79886774	4	6727	7517.2446	1563.4751999999999
3_MACS_peak_25733_lociStitched	chr7	20230046	20241678	3	8783	9741.800000000001	2427.5984
4_MACS_peak_5074_lociStitched	chr11	65235701	65247322	4	10504	26957.2337	2073.1864
3_MACS_peak_2767_lociStitched	chr1	228289341	228300958	3	7635	14643.2285	2942.5861000000004
2_MACS_peak_8677_lociStitched	chr14	93789062	93800674	2	7398	8201.5556	1103.14
3_MACS_peak_22650_lociStitched	chr5	75133823	75145428	3	10136	15325.563	2038.9985
3_MACS_peak_23340_lociStitched	chr5	148736182	148747784	3	5295	8917.297199999999	1831.9558000000002
3_MACS_peak_14733_lociStitched	chr2	39629801	39641384	3	6097	9100.7631	1906.5618
3_MACS_peak_17497_lociStitched	chr20	53318585	53330167	3	7257	8949.4114	1811.4248000000002
3_MACS_peak_11466_lociStitched	chr17	27219315	27230895	3	8297	12479.766000000001	2378.532
2_MACS_peak_15496_lociStitched	chr2	109957295	109968873	2	7439	8258.5874	1655.6539999999998
2_MACS_peak_22223_lociStitched	chr5	14593201	14604773	2	10491	10926.2824	2128.0908
2_MACS_peak_4548_lociStitched	chr11	12074773	12086342	2	6288	10828.584	1708.7413
3_MACS_peak_29421_lociStitched	chr9	123630270	123641826	3	9436	21653.6328	2484.54
2_MACS_peak_6500_lociStitched	chr12	50054129	50065683	2	7626	15082.591599999998	2376.6578
2_MACS_peak_27492_lociStitched	chr8	29338163	29349713	2	6513	8825.355	1939.245
2_MACS_peak_3077_lociStitched	chr10	6961578	6973125	2	7938	24016.6053	2198.5488
2_MACS_peak_6218_lociStitched	chr12	25476566	25488112	2	6074	9817.5638	1813.8765999999998
4_MACS_peak_26042_lociStitched	chr7	45439694	45451239	4	10295	9726.6625	1631.3085
2_MACS_peak_15675_lociStitched	chr2	127413322	127424862	2	9157	13694.518000000002	1804.8560000000002
3_MACS_peak_28156_lociStitched	chr8	119510692	119522230	3	7782	7067.025000000001	2157.606
2_MACS_peak_30690_lociStitched	chrX	153561251	153572787	2	5915	8547.0224	1212.4336
3_MACS_peak_6474_lociStitched	chr12	49207741	49219276	3	5264	5405.301	1947.1080000000002
2_MACS_peak_29071_lociStitched	chr9	93730836	93742360	2	8616	19405.2636	2394.6872000000003
3_MACS_peak_5059_lociStitched	chr11	64879231	64890751	3	5953	10494.720000000001	2375.424
2_MACS_peak_6425_lociStitched	chr12	46908678	46920190	2	11290	20112.6152	2400.252
2_MACS_peak_19410_lociStitched	chr3	67040012	67051519	2	5634	9341.382599999999	2217.3989
2_MACS_peak_22059_lociStitched	chr4	186391336	186402841	2	6566	12653.199	1837.3485
1_MACS_peak_27500_lociStitched	chr8	29464109	29475605	1	11497	17156.6304	2294.6016
3_MACS_peak_4763_lociStitched	chr11	35098936	35110430	3	7778	7658.4522	2075.8164
3_MACS_peak_13226_lociStitched	chr19	1894970	1906462	3	6665	8447.769199999999	2847.7176
2_MACS_peak_21280_lociStitched	chr4	79687261	79698753	2	6194	9101.664	1945.5956
3_MACS_peak_392_lociStitched	chr1	26605242	26616727	3	5788	6236.3550000000005	1718.1560000000002
2_MACS_peak_19754_lociStitched	chr3	119811829	119823314	2	5833	15725.261999999999	1829.5605
2_MACS_peak_2169_lociStitched	chr1	183594637	183606115	2	5509	8152.8234	2866.0566
3_MACS_peak_13605_lociStitched	chr19	16285707	16297181	3	4853	5626.8496000000005	1768.1434
3_MACS_peak_18755_lociStitched	chr3	10230280	10241750	3	5026	5264.7300000000005	1633.328
2_MACS_peak_10208_lociStitched	chr16	11447824	11459285	2	7933	16138.2341	2241.7716
3_MACS_peak_18275_lociStitched	chr22	32802460	32813915	3	6335	6878.7275	1668.9935
1_MACS_peak_2175_lociStitched	chr1	183806113	183817562	1	11450	28479.387499999997	3355.7019000000005
1_MACS_peak_2794_lociStitched	chr1	230238247	230249690	1	11444	26252.530600000002	3414.5912
2_MACS_peak_3432_lociStitched	chr10	45949690	45961124	2	8845	14439.998599999999	2095.8522
3_MACS_peak_14252_lociStitched	chr19	56340143	56351574	3	9917	16686.9738	2282.7707
3_MACS_peak_5265_lociStitched	chr11	72952898	72964327	3	6199	12621.0447	1933.7867999999999
2_MACS_peak_702_lociStitched	chr1	42265231	42276658	2	6809	10197.4548	1914.0225
3_MACS_peak_14769_lociStitched	chr2	43376145	43387571	3	5294	7053.269799999999	1922.9958000000001
3_MACS_peak_18524_lociStitched	chr22	42465720	42477144	3	5407	10554.633600000001	1891.8144
2_MACS_peak_8809_lociStitched	chr14	105947015	105958437	2	8916	15485.9476	1292.9704
3_MACS_peak_19111_lociStitched	chr3	45695641	45707062	3	6469	7353.981900000001	2267.0685000000003
2_MACS_peak_25242_lociStitched	chr6	138019117	138030527	2	7192	8887.249	2270.59
2_MACS_peak_590_lociStitched	chr1	37107121	37118526	2	5430	8804.66	1819.0975
2_MACS_peak_9525_lociStitched	chr15	70610623	70622027	2	6178	7766.124000000001	1932.978
3_MACS_peak_29426_lociStitched	chr9	123687983	123699387	3	11091	17319.2548	2433.6136
2_MACS_peak_7013_lociStitched	chr12	96792133	96803529	2	7699	14264.3732	2098.0036
2_MACS_peak_14132_lociStitched	chr19	49369159	49380551	2	6912	19041.728	1925.248
2_MACS_peak_1031_lociStitched	chr1	67389338	67400724	2	7808	10800.7596	2011.9062
2_MACS_peak_16251_lociStitched	chr2	198072217	198083596	2	10009	14697.1164	2324.7297000000003
2_MACS_peak_23850_lociStitched	chr6	10403452	10414826	2	5481	9788.4644	1616.2454
3_MACS_peak_10017_lociStitched	chr16	729676	741036	3	3887	4082.784	1572.224
2_MACS_peak_20146_lociStitched	chr3	156533499	156544854	2	7251	12718.7355	2703.6255
2_MACS_peak_2639_lociStitched	chr1	218626199	218637551	2	11082	16496.7264	3189.9120000000003
2_MACS_peak_29162_lociStitched	chr9	98268025	98279373	2	7129	10857.7664	1358.3556
2_MACS_peak_28383_lociStitched	chr8	141466761	141478107	2	7220	14573.937	2099.0099999999998
2_MACS_peak_12327_lociStitched	chr17	74257409	74268752	2	8484	22125.6558	2252.7198
2_MACS_peak_12902_lociStitched	chr18	47616757	47628093	2	8896	12492.272	2083.5568
3_MACS_peak_26704_lociStitched	chr7	111902794	111914130	3	6805	7262.975200000001	2437.24
1_MACS_peak_13045_lociStitched	chr18	60820828	60832151	1	11324	44321.6189	2981.3459
2_MACS_peak_14257_lociStitched	chr19	56622432	56633748	2	5611	7030.6308	1309.2612
3_MACS_peak_3635_lociStitched	chr10	73068763	73080073	3	5454	4928.898	1935.141
3_MACS_peak_16495_lociStitched	chr2	220109182	220120485	3	7979	15760.9032	2240.2545999999998
2_MACS_peak_4433_lociStitched	chr11	3525384	3536685	2	10274	18228.513	2074.8636
3_MACS_peak_14772_lociStitched	chr2	43395847	43407130	3	10286	16987.6848	2137.0002
3_MACS_peak_15262_lociStitched	chr2	86467935	86479216	3	8494	15148.1268	1815.1128999999999
2_MACS_peak_4220_lociStitched	chr10	121062855	121074134	2	7065	16430.119300000002	2226.4746
3_MACS_peak_18705_lociStitched	chr3	5018271	5029550	3	7440	11546.312300000001	1908.4068
2_MACS_peak_26066_lociStitched	chr7	47513267	47524538	2	10991	28162.8477	2947.3665
3_MACS_peak_12518_lociStitched	chr17	80664613	80675881	3	5879	9576.6732	1467.0936000000002
3_MACS_peak_20297_lociStitched	chr3	171896930	171908192	3	6426	7271.8734	2468.6304
2_MACS_peak_29313_lociStitched	chr9	112862347	112873607	2	7055	6737.984	1986.2640000000001
2_MACS_peak_6434_lociStitched	chr12	47600328	47611583	2	5269	9060.275000000001	1832.314
1_MACS_peak_23191_lociStitched	chr5	138719392	138730644	1	11253	38538.1	2780.3691999999996
2_MACS_peak_16550_lociStitched	chr2	227655403	227666654	2	9631	12580.8682	2082.5600999999997
1_MACS_peak_21758_lociStitched	chr4	144272732	144283981	1	11250	27517.3038	2696.3853
2_MACS_peak_19661_lociStitched	chr3	111392197	111403442	2	9744	12313.275	2444.663
2_MACS_peak_27902_lociStitched	chr8	81073120	81084364	2	10163	14423.803199999998	2517.5316
2_MACS_peak_3578_lociStitched	chr10	69523007	69534241	2	7093	9650.006	1745.7636000000002
2_MACS_peak_3806_lociStitched	chr10	83625826	83637059	2	5846	5706.3640000000005	1567.0035000000003
3_MACS_peak_14480_lociStitched	chr2	20325652	20336885	3	7814	9919.8623	1829.8556999999998
2_MACS_peak_2747_lociStitched	chr1	226890262	226901492	2	5695	13898.248	2387.498
2_MACS_peak_20602_lociStitched	chr3	195631633	195642862	2	7897	26390.395800000002	2944.2437999999997
2_MACS_peak_293_lociStitched	chr1	22099762	22110983	2	6030	16366.950599999998	1955.8203
2_MACS_peak_9605_lociStitched	chr15	75396507	75407726	2	9811	10672.6347	2333.5519999999997
2_MACS_peak_11599_lociStitched	chr17	34462317	34473535	2	5491	5196.1776	2867.3208
2_MACS_peak_8268_lociStitched	chr14	50465328	50476544	2	8904	19556.2176	1375.0816
2_MACS_peak_16605_lociStitched	chr2	232468477	232479692	2	5375	8615.363	781.6854999999999
2_MACS_peak_7058_lociStitched	chr12	102129407	102140596	2	9552	19961.176	2064.3705
2_MACS_peak_22922_lociStitched	chr5	112256520	112267702	2	8692	18510.6828	2245.3456
1_MACS_peak_18134_lociStitched	chr22	23477828	23489009	1	11182	30654.947699999997	2554.8585000000003
2_MACS_peak_7444_lociStitched	chr12	131354882	131366058	2	6705	9637.0648	1006.9576
3_MACS_peak_14727_lociStitched	chr2	39345709	39356884	3	8438	11557.185	2437.2675
4_MACS_peak_8722_lociStitched	chr14	98163277	98174447	4	6873	6445.089999999999	1159.4460000000001
2_MACS_peak_9639_lociStitched	chr15	77471326	77482489	2	8131	10095.8172	2028.3171
2_MACS_peak_24456_lociStitched	chr6	44223583	44234742	2	8064	16892.4942	2203.9025
3_MACS_peak_9593_lociStitched	chr15	75175526	75186680	3	4913	5637.231599999999	1951.9499999999998
2_MACS_peak_6866_lociStitched	chr12	80571311	80582457	2	5662	6297.49	2128.886
1_MACS_peak_2977_lociStitched	chr1	249110961	249122096	1	11136	30564.461499999998	3558.746
3_MACS_peak_29387_lociStitched	chr9	117368968	117380103	3	9085	15293.922499999999	2289.356
2_MACS_peak_7050_lociStitched	chr12	101629460	101640594	2	7402	11621.6692	1683.4608
3_MACS_peak_12899_lociStitched	chr18	47597217	47608351	3	5449	5413.3508	1716.8628
3_MACS_peak_17168_lociStitched	chr20	34194258	34205390	3	6689	9329.7292	2016.0052
2_MACS_peak_6786_lociStitched	chr12	69195653	69206784	2	7707	16530.648100000002	2173.8843
2_MACS_peak_2725_lociStitched	chr1	226177692	226188822	2	6339	11101.062	3081.897
2_MACS_peak_5283_lociStitched	chr11	73684241	73695369	2	6913	14928.212	2402.5352000000003
3_MACS_peak_17912_lociStitched	chr21	43879389	43890514	3	10452	14575.975	3081.6250000000005
2_MACS_peak_21926_lociStitched	chr4	170532521	170543641	2	5731	11531.439999999999	1948.224
2_MACS_peak_18512_lociStitched	chr22	42140898	42152010	2	10473	18911.5128	2511.312
1_MACS_peak_2766_lociStitched	chr1	228268826	228279934	1	11109	25212.9384	3425.7072000000003
2_MACS_peak_15011_lociStitched	chr2	64826301	64837403	2	5275	7506.0622	1831.8300000000002
4_MACS_peak_22136_lociStitched	chr5	1335224	1346326	4	10855	18505.9238	2090.5066
3_MACS_peak_14161_lociStitched	chr19	50311711	50322811	3	7855	16648.89	2218.89
2_MACS_peak_21559_lociStitched	chr4	113200109	113211207	2	8704	9522.083999999999	1985.4322
3_MACS_peak_3020_lociStitched	chr10	3843658	3854752	3	10327	15502.7556	2290.911
2_MACS_peak_17463_lociStitched	chr20	52267955	52279048	2	10170	15120.8683	2250.7697
3_MACS_peak_5023_lociStitched	chr11	63948283	63959367	3	6225	6853.2372	1919.7487999999998
2_MACS_peak_2615_lociStitched	chr1	214160390	214171462	2	5704	10184.025599999999	2206.6496
2_MACS_peak_20365_lociStitched	chr3	178423256	178434328	2	6489	7252.16	2827.7888000000003
2_MACS_peak_14211_lociStitched	chr19	54880267	54891338	2	7731	8596.6315	1546.6187
3_MACS_peak_26871_lociStitched	chr7	128499295	128510364	3	5402	7106.298	2853.5881999999997
2_MACS_peak_2717_lociStitched	chr1	226034234	226045302	2	11023	15400.0152	2996.1076
3_MACS_peak_4424_lociStitched	chr11	3069705	3080771	3	6364	10496.101	1813.7174
2_MACS_peak_21635_lociStitched	chr4	124330297	124341361	2	7779	8858.9448	1838.8367999999998
1_MACS_peak_6524_lociStitched	chr12	51311792	51322847	1	11056	12842.593499999999	2189.9955
2_MACS_peak_20800_lociStitched	chr4	10096345	10107393	2	6475	15494.820000000002	2084.7576
2_MACS_peak_15452_lociStitched	chr2	106405677	106416718	2	7899	16896.0423	2103.3105
1_MACS_peak_5952_lociStitched	chr12	4377341	4388377	1	11037	34736.9136	2441.1632
2_MACS_peak_26866_lociStitched	chr7	128162697	128173729	2	8128	18369.3832	2697.324
2_MACS_peak_11772_lociStitched	chr17	40728690	40739720	2	6014	12164.987	2252.326
3_MACS_peak_28856_lociStitched	chr9	67300068	67311092	3	8428	10940.2176	1939.1216
1_MACS_peak_4947_lociStitched	chr11	60602364	60613387	1	11024	26122.3054	2517.6531999999997
3_MACS_peak_5168_lociStitched	chr11	67226530	67237541	3	5826	7618.510899999999	1723.2215
2_MACS_peak_3723_lociStitched	chr10	76984800	76995808	2	5521	7197.030400000001	1663.3088000000002
2_MACS_peak_1895_lociStitched	chr1	161007709	161018715	2	7098	25832.182600000004	3123.5027999999998
5_MACS_peak_3231_lociStitched	chr10	22604331	22615337	5	6046	10292.8112	1567.2544
2_MACS_peak_11891_lociStitched	chr17	46123932	46134937	2	8928	20412.074	2372.6780000000003
1_MACS_peak_13600_lociStitched	chr19	16221336	16232336	1	11001	23228.7	2396.9
2_MACS_peak_26743_lociStitched	chr7	116463242	116474242	2	5137	5936.7	2426.6
2_MACS_peak_21466_lociStitched	chr4	103532535	103543534	2	10855	19491.3279	2294.3914
2_MACS_peak_12371_lociStitched	chr17	75653564	75664557	2	5219	9333.056999999999	1817.1429
3_MACS_peak_23252_lociStitched	chr5	141293276	141304266	3	4924	8561.210000000001	2169.426
3_MACS_peak_1008_lociStitched	chr1	66708496	66719485	3	3803	5903.2908	1947.2508
2_MACS_peak_13298_lociStitched	chr19	4114077	4125064	2	5198	7152.537	2133.6754
1_MACS_peak_30144_lociStitched	chrX	48767973	48778948	1	10976	18236.06	1715.3925
3_MACS_peak_24941_lociStitched	chr6	109046355	109057326	3	7251	10676.9772	1693.9224000000002
2_MACS_peak_757_lociStitched	chr1	45177661	45188627	2	5172	6599.3388	2124.1142
3_MACS_peak_5163_lociStitched	chr11	67185898	67196863	3	4829	8202.9165	1604.1795000000002
2_MACS_peak_12282_lociStitched	chr17	73284097	73295059	2	7700	13435.0272	2303.1162
3_MACS_peak_7639_lociStitched	chr13	41362987	41373946	3	4232	4293.736199999999	931.5150000000001
2_MACS_peak_4919_lociStitched	chr11	58909273	58920228	2	5207	9162.762	1852.4905
2_MACS_peak_21537_lociStitched	chr4	110196579	110207533	2	5864	7942.7454	1668.2941999999998
3_MACS_peak_12013_lociStitched	chr17	54856239	54867191	3	8398	10483.2544	1893.6008
3_MACS_peak_26425_lociStitched	chr7	92358945	92369882	3	9972	13490.7895	1907.4128
3_MACS_peak_10621_lociStitched	chr16	53123700	53134634	3	7505	11724.5282	2046.8448
2_MACS_peak_25267_lociStitched	chr6	138426503	138437436	2	5117	7699.0186	1998.5523999999998
1_MACS_peak_11840_lociStitched	chr17	43298148	43309070	1	10923	35061.8044	2222.627
2_MACS_peak_26455_lociStitched	chr7	95494754	95505668	2	9871	15491.3316	2151.1494
2_MACS_peak_27018_lociStitched	chr7	141248829	141259737	2	7585	16673.9688	2960.4311999999995
2_MACS_peak_12136_lociStitched	chr17	62339116	62350019	2	6289	9680.7737	2151.1619
3_MACS_peak_2536_lociStitched	chr1	209920463	209931365	3	7520	11423.115600000001	3285.8628
2_MACS_peak_13567_lociStitched	chr19	14182466	14193364	2	5036	5085.0068	1718.6146
2_MACS_peak_7245_lociStitched	chr12	113658197	113669093	2	5402	5263.857599999999	1050.3744
3_MACS_peak_11224_lociStitched	chr17	7455401	7466297	3	7771	8094.6384	1930.7712
1_MACS_peak_20341_lociStitched	chr3	176911088	176921984	1	10897	30402.0192	3442.0464
2_MACS_peak_4492_lociStitched	chr11	8653152	8664044	2	5904	6566.7868	1858.1752
2_MACS_peak_29604_lociStitched	chr9	132030661	132041553	2	6355	13274.080399999999	1765.5932
2_MACS_peak_28310_lociStitched	chr8	131454979	131465869	2	5342	7045.83	1697.7510000000002
2_MACS_peak_24501_lociStitched	chr6	52018869	52029757	2	7843	9044.6616	2048.0328
3_MACS_peak_10173_lociStitched	chr16	10368892	10379777	3	4798	6534.2654999999995	1566.3515
2_MACS_peak_27913_lociStitched	chr8	82059296	82070172	2	6815	9465.3828	1681.4296
2_MACS_peak_2750_lociStitched	chr1	226950741	226961616	2	5883	10944.6	2351.175
3_MACS_peak_7424_lociStitched	chr12	127969875	127980750	3	4178	4506.599999999999	760.1625
2_MACS_peak_200_lociStitched	chr1	14687069	14697943	2	4962	6119.887199999999	1304.8799999999999
2_MACS_peak_18299_lociStitched	chr22	35738977	35749851	2	7747	11915.729200000002	2132.3914
3_MACS_peak_18582_lociStitched	chr22	46682981	46693846	3	7261	11122.5005	2068.6960000000004
3_MACS_peak_28355_lociStitched	chr8	134699332	134710196	3	7390	11030.219200000001	1841.448
1_MACS_peak_23617_lociStitched	chr5	175075582	175086444	1	10863	19262.6708	2327.7266
2_MACS_peak_9939_lociStitched	chr15	99408422	99419279	2	5264	7585.7859	1500.4373999999998
2_MACS_peak_14436_lociStitched	chr2	13680917	13691774	2	7213	8469.5457	1934.7174
2_MACS_peak_3406_lociStitched	chr10	44502827	44513678	2	10427	14068.3215	1559.2886999999998
2_MACS_peak_22149_lociStitched	chr5	1791735	1802584	2	7069	12403.6617	1579.6144000000002
2_MACS_peak_19689_lociStitched	chr3	112485574	112496419	2	7050	6913.687499999999	1997.6490000000001
3_MACS_peak_334_lociStitched	chr1	24281209	24292048	3	5540	9850.4832	1771.0926
2_MACS_peak_17758_lociStitched	chr21	34443115	34453945	2	8816	18898.350000000002	2538.552
2_MACS_peak_26878_lociStitched	chr7	128593575	128604405	2	5090	7017.84	2243.976
2_MACS_peak_29030_lociStitched	chr9	91924418	91935248	2	6512	16771.338	2026.293
3_MACS_peak_23858_lociStitched	chr6	10713474	10724295	3	5810	7232.7564	1919.6454
2_MACS_peak_14226_lociStitched	chr19	55573422	55584237	2	6133	14949.5745	1834.224
3_MACS_peak_12111_lociStitched	chr17	60547367	60558171	3	7110	10762.9448	1824.7956
2_MACS_peak_15266_lociStitched	chr2	86585386	86596187	2	4834	4822.6465	1506.7395000000001
3_MACS_peak_15639_lociStitched	chr2	120060993	120071785	3	7724	10332.2608	1898.3128
2_MACS_peak_20985_lociStitched	chr4	38664448	38675231	2	9096	13471.2019	1997.0116
2_MACS_peak_24532_lociStitched	chr6	52840838	52851620	2	6262	7022.3166	1733.7456
3_MACS_peak_24881_lociStitched	chr6	105931909	105942686	3	6962	7009.3607999999995	1920.4614
3_MACS_peak_24919_lociStitched	chr6	108052440	108063208	3	4598	4933.8976	1723.9568
2_MACS_peak_14682_lociStitched	chr2	37309981	37320745	2	8316	12227.903999999999	2105.4384
3_MACS_peak_2580_lociStitched	chr1	212406017	212416776	3	7990	7772.301600000001	2725.2547000000004
2_MACS_peak_1835_lociStitched	chr1	157474832	157485587	2	8465	12799.5255	2895.246
3_MACS_peak_12324_lociStitched	chr17	74236761	74247510	3	5996	11042.4477	2083.1562
2_MACS_peak_5607_lociStitched	chr11	113050526	113061271	2	5779	6264.335	1409.7440000000001
2_MACS_peak_24999_lociStitched	chr6	113946412	113957142	2	10348	16515.615999999998	2192.139
2_MACS_peak_22824_lociStitched	chr5	95169337	95180063	2	6603	11072.4498	1866.3239999999998
4_MACS_peak_10987_lociStitched	chr16	87416304	87427025	4	6033	5165.3778	716.1628
2_MACS_peak_28877_lociStitched	chr9	69662376	69673093	2	4982	7073.22	1695.4294
2_MACS_peak_6869_lociStitched	chr12	80684424	80695140	2	8073	9122.530799999999	1863.5124
2_MACS_peak_14628_lociStitched	chr2	30360985	30371700	2	6675	13122.660499999998	1700.4705000000001
2_MACS_peak_3889_lociStitched	chr10	92950230	92960944	2	5226	7690.5091999999995	1804.2376
3_MACS_peak_12430_lociStitched	chr17	78227870	78238583	3	7069	10059.507	1606.95
3_MACS_peak_22963_lociStitched	chr5	118603595	118614305	3	5178	5613.111	1694.3220000000001
2_MACS_peak_1291_lociStitched	chr1	107992985	108003693	2	5772	7367.103999999999	969.074
2_MACS_peak_16036_lociStitched	chr2	174852584	174863291	2	7104	8365.3791	1854.4524
2_MACS_peak_27514_lociStitched	chr8	29653667	29664367	2	6617	8319.25	1960.24
3_MACS_peak_11013_lociStitched	chr16	88846970	88857657	3	6533	6648.3827	938.3186000000001
2_MACS_peak_11099_lociStitched	chr17	2117475	2128159	2	5431	9626.284	1648.5412
2_MACS_peak_23256_lociStitched	chr5	141340088	141350772	2	4769	9360.2524	2005.3868
2_MACS_peak_4813_lociStitched	chr11	44585541	44596221	2	8934	9964.44	1556.076
3_MACS_peak_948_lociStitched	chr1	60035660	60046325	3	5582	5283.441	1549.6245000000001
2_MACS_peak_12484_lociStitched	chr17	80054578	80065240	2	5916	11116.2012	1434.039
3_MACS_peak_12045_lociStitched	chr17	56016276	56026932	3	5865	7456.0032	2139.7248
2_MACS_peak_11089_lociStitched	chr17	1618295	1628950	2	5639	10017.831	1867.8215
2_MACS_peak_19854_lociStitched	chr3	127307924	127318577	2	5630	11213.3478	1935.6501
2_MACS_peak_20262_lociStitched	chr3	169755006	169765653	2	7187	16254.774899999999	3183.453
2_MACS_peak_23924_lociStitched	chr6	14654893	14665538	2	8408	9551.7585	1763.8764999999999
2_MACS_peak_23944_lociStitched	chr6	16127055	16137700	2	6368	8106.1675	1762.812
