#02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_ROSE/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam
#Using cutoff of 14943.2417 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
3_MACS_peak_21432_lociStitched	chr4	100765812	100784117	3	16320	27490.449	3827.5755	260	1
4_MACS_peak_11907_lociStitched	chr17	46578345	46596352	4	17435	21226.6516	3446.5398	261	1
7_MACS_peak_19026_lociStitched	chr3	39296038	39332517	7	17411	23379.3911	5811.1047	262	1
4_MACS_peak_245_lociStitched	chr1	17221240	17245160	4	12243	42168.568	7429.552	263	1
3_MACS_peak_9841_lociStitched	chr15	90573909	90593824	3	16145	27172.026	3702.1985	264	1
1_MACS_peak_17524_lociStitched	chr20	56046482	56058689	1	12208	37426.662	2735.5887	265	1
4_MACS_peak_30523_lociStitched	chrX	128901626	128921423	4	16168	25490.6172	2340.0054	266	1
3_MACS_peak_4980_lociStitched	chr11	62308047	62325931	3	14764	31579.5672	3489.1684	267	1
3_MACS_peak_18836_lociStitched	chr3	15834617	15851851	3	16887	22905.7094	3324.4386	268	1
1_MACS_peak_16311_lociStitched	chr2	202116014	202128718	1	12705	36441.424	3148.0512	269	1
1_MACS_peak_25824_lociStitched	chr7	26001971	26012229	1	10259	40576.5448	2625.0222	270	1
3_MACS_peak_19133_lociStitched	chr3	46245642	46264368	3	12899	37144.8936	4421.2086	271	1
1_MACS_peak_23191_lociStitched	chr5	138719392	138730644	1	11253	38538.1	2780.3692	272	1
2_MACS_peak_30145_lociStitched	chrX	48790332	48805600	2	14615	29468.7668	1885.598	273	1
1_MACS_peak_14775_lociStitched	chr2	43444081	43456851	1	12771	35527.417	3031.598	274	1
1_MACS_peak_4143_lociStitched	chr10	112214481	112226596	1	12116	36617.5875	2700.4335	275	1
1_MACS_peak_23605_lociStitched	chr5	173695785	173711048	1	15264	28370.8644	3077.0208	276	1
4_MACS_peak_23375_lociStitched	chr5	150512910	150538149	4	16442	25095.1377	4628.8326	277	1
6_MACS_peak_25061_lociStitched	chr6	119762112	119789384	6	17084	22093.0472	5056.2288	278	1
3_MACS_peak_17517_lociStitched	chr20	55956814	55975947	3	15227	29074.5068	3757.7212	279	1
4_MACS_peak_24512_lociStitched	chr6	52240046	52264922	4	16654	23468.0184	4378.176	280	1
4_MACS_peak_3428_lociStitched	chr10	45913602	45932248	4	14069	31972.2962	3119.4758	281	1
4_MACS_peak_1735_lociStitched	chr1	154821289	154844638	4	14682	32396.7375	5571.0714	282	1
4_MACS_peak_14840_lociStitched	chr2	47193727	47215750	4	14632	31270.4577	4338.531	283	1
6_MACS_peak_8844_lociStitched	chr15	20968480	20996265	6	16664	22644.775	4048.2745	284	1
3_MACS_peak_17181_lociStitched	chr20	34673179	34691175	3	15753	25946.6328	3152.8992	285	1
3_MACS_peak_13243_lociStitched	chr19	2254649	2271878	3	12906	35705.3796	4236.6111	286	1
1_MACS_peak_14490_lociStitched	chr2	20615122	20631266	1	16145	23741.3664	3060.9024	287	1
2_MACS_peak_18190_lociStitched	chr22	27000022	27015779	2	13874	31799.2017	3015.8898	288	1
5_MACS_peak_11946_lociStitched	chr17	48224763	48250177	5	16498	23157.2368	4434.743	289	1
4_MACS_peak_6345_lociStitched	chr12	33037839	33060846	4	17115	19392.6003	4336.8195	290	1
2_MACS_peak_20520_lociStitched	chr3	186779824	186793088	2	10004	41436.736	4491.1904	291	1
6_MACS_peak_8683_lociStitched	chr14	94422767	94447815	6	16150	23116.7992	2787.8424	292	1
2_MACS_peak_27900_lociStitched	chr8	81046032	81061681	2	15254	27393.5745	3333.237	293	1
5_MACS_peak_5370_lociStitched	chr11	82666238	82690634	5	15590	27360.114	4801.1328	294	1
1_MACS_peak_12351_lociStitched	chr17	75078540	75093129	1	14590	29278.6641	3340.881	295	1
2_MACS_peak_24062_lociStitched	chr6	26353896	26367964	2	14019	30568.3572	2923.3304	296	1
3_MACS_peak_1792_lociStitched	chr1	156065090	156086179	3	14386	31169.542	4915.8459	297	1
3_MACS_peak_19106_lociStitched	chr3	45592834	45618062	3	15199	27541.4076	4500.6752	298	1
2_MACS_peak_24756_lociStitched	chr6	88625427	88640472	2	14657	28224.42	3431.7645	299	1
2_MACS_peak_5583_lociStitched	chr11	111278132	111294251	2	16104	21995.9874	3333.4092	300	1
4_MACS_peak_28432_lociStitched	chr8	145002268	145027689	4	15314	25326.9423	3225.9249	301	1
3_MACS_peak_21238_lociStitched	chr4	77117352	77136639	3	14206	30249.7308	4275.9279	303	1
2_MACS_peak_21330_lociStitched	chr4	84130029	84144369	2	14045	29699.574	3450.204	305	1
4_MACS_peak_17941_lociStitched	chr21	44843770	44862433	4	15625	24153.6546	3900.567	306	1
1_MACS_peak_20361_lociStitched	chr3	178228049	178241630	1	13582	31543.2306	4026.7665	307	1
6_MACS_peak_4285_lociStitched	chr10	126406183	126433760	6	15816	22844.7868	4337.8621	308	1
2_MACS_peak_5790_lociStitched	chr11	126056248	126069289	2	12435	33019.812	2900.3184	309	1
6_MACS_peak_6452_lociStitched	chr12	48276203	48299234	6	16169	20458.4373	4062.6684	310	1
5_MACS_peak_10842_lociStitched	chr16	70826060	70850538	5	15233	25364.1036	4452.5482	311	1
1_MACS_peak_11518_lociStitched	chr17	29636071	29651078	1	15008	24815.5752	3133.4616	312	1
1_MACS_peak_406_lociStitched	chr1	27018400	27031922	1	13523	29594.2492	2770.6578	313	1
3_MACS_peak_14757_lociStitched	chr2	42343143	42361699	3	15346	24037.4424	3906.038	314	1
1_MACS_peak_8029_lociStitched	chr13	114556133	114568181	1	12049	33536.8128	2932.4832	315	1
3_MACS_peak_3668_lociStitched	chr10	74077794	74097426	3	12944	31517.2128	3196.0896	316	1
3_MACS_peak_11187_lociStitched	chr17	6059912	6074585	3	12268	32569.6581	2522.2887	317	1
4_MACS_peak_6087_lociStitched	chr12	11901302	11920033	4	15432	23228.3131	3626.3216	318	1
4_MACS_peak_10760_lociStitched	chr16	67562542	67587787	4	15087	25298.0145	4200.768	319	1
6_MACS_peak_24088_lociStitched	chr6	27094167	27126216	6	15204	26459.6544	5871.3768	320	1
1_MACS_peak_18405_lociStitched	chr22	38782045	38795849	1	13805	28244.3644	2481.9592	321	1
1_MACS_peak_11840_lociStitched	chr17	43298148	43309070	1	10923	35061.8044	2222.627	322	1
2_MACS_peak_27544_lociStitched	chr8	33409840	33425686	2	12696	31959.7974	3154.9386	323	1
2_MACS_peak_311_lociStitched	chr1	23850080	23866808	2	12314	33256.9368	3494.4792	324	1
1_MACS_peak_26128_lociStitched	chr7	55595770	55606103	1	10334	36542.6545	2631.8151	325	1
5_MACS_peak_11233_lociStitched	chr17	7736855	7762276	5	14873	26219.2194	4479.1802	326	1
2_MACS_peak_13615_lociStitched	chr19	16544577	16561838	2	13585	29186.6249	3208.8199	327	1
2_MACS_peak_5668_lociStitched	chr11	117871513	117885111	2	13216	29503.5806	2440.841	328	1
1_MACS_peak_5952_lociStitched	chr12	4377341	4388377	1	11037	34736.9136	2441.1632	329	1
4_MACS_peak_13199_lociStitched	chr19	1258449	1277628	4	12136	34646.8635	4850.3691	330	1
6_MACS_peak_15105_lociStitched	chr2	70334267	70361008	6	13971	29235.9353	4693.0455	331	1
4_MACS_peak_9174_lociStitched	chr15	45001868	45029381	4	14255	29119.7592	5601.6468	332	1
2_MACS_peak_29305_lociStitched	chr9	112668723	112684520	2	14017	27461.5048	3348.964	333	1
3_MACS_peak_10942_lociStitched	chr16	81841200	81857831	3	14384	24397.677	1747.9181	334	1
2_MACS_peak_22292_lociStitched	chr5	32530089	32544158	2	13782	27767.9853	3089.5524	335	1
6_MACS_peak_13517_lociStitched	chr19	12885542	12918210	6	14782	26216.07	5308.55	336	1
4_MACS_peak_11341_lociStitched	chr17	17724916	17745633	4	15069	23097.3833	3470.0975	337	1
1_MACS_peak_9846_lociStitched	chr15	90637038	90646787	1	9750	36748.8555	2634.1798	338	1
3_MACS_peak_29542_lociStitched	chr9	130531809	130551605	3	12958	30515.534	3458.3612	339	1
2_MACS_peak_1730_lociStitched	chr1	154753564	154766392	2	12824	31197.696	3818.8956	340	1
2_MACS_peak_15251_lociStitched	chr2	86220042	86231906	2	11841	32513.292	2722.788	341	1
2_MACS_peak_6156_lociStitched	chr12	15101073	15116265	2	15084	22701.4056	3538.2168	342	1
1_MACS_peak_24958_lociStitched	chr6	109214202	109228723	1	14522	24409.801	3043.6016	343	1
2_MACS_peak_14834_lociStitched	chr2	46788258	46804552	2	15298	21307.6638	3431.5164	344	1
5_MACS_peak_5322_lociStitched	chr11	77146641	77171469	5	15608	20577.4464	4486.4196	345	1
2_MACS_peak_4415_lociStitched	chr11	2791750	2805218	2	12285	31142.0564	2794.61	346	1
2_MACS_peak_23717_lociStitched	chr6	381263	401518	2	14258	26276.8115	4069.2295	347	1
1_MACS_peak_14756_lociStitched	chr2	42323314	42335338	1	12025	31590.6552	2784.7584	349	1
4_MACS_peak_10609_lociStitched	chr16	50713985	50732848	4	14759	22956.271	3206.71	350	1
1_MACS_peak_16118_lociStitched	chr2	182168391	182180058	1	11668	32832.1047	3286.5939	351	1
2_MACS_peak_9603_lociStitched	chr15	75352759	75371019	2	14571	24083.114	3606.35	352	1
3_MACS_peak_15003_lociStitched	chr2	64486382	64511943	3	15245	21777.972	4485.9555	353	1
4_MACS_peak_3416_lociStitched	chr10	45453978	45475798	4	15163	21193.766	3796.68	354	1
7_MACS_peak_9167_lociStitched	chr15	44954582	44976692	7	15456	20007.339	4273.863	355	1
1_MACS_peak_17312_lociStitched	chr20	43270057	43282299	1	12243	30875.5482	3060.5	356	1
3_MACS_peak_19022_lociStitched	chr3	39247647	39264172	3	14145	25190.71	3376.0575	357	1
4_MACS_peak_5801_lociStitched	chr11	126332061	126355787	4	13204	28770.1476	3753.4532	358	1
2_MACS_peak_22009_lociStitched	chr4	185200570	185210946	2	10296	35056.3536	2979.9872	359	1
4_MACS_peak_13234_lociStitched	chr19	2040527	2063001	4	13328	28858.8634	4584.696	360	1
4_MACS_peak_24944_lociStitched	chr6	109067023	109090861	4	15336	20057.2932	4367.1216	361	1
4_MACS_peak_25744_lociStitched	chr7	20471426	20490812	4	15273	19194.0786	3377.0412	362	1
2_MACS_peak_3922_lociStitched	chr10	94868692	94886554	2	14891	20864.6022	3281.2494	364	1
3_MACS_peak_19162_lociStitched	chr3	46577515	46592237	3	12649	29011.1732	3090.1478	365	1
6_MACS_peak_18655_lociStitched	chr22	50962753	50983552	6	13904	25195.9086	3641.9049	366	1
4_MACS_peak_22777_lociStitched	chr5	88595588	88617499	4	13644	26698.5535	4248.5429	367	1
3_MACS_peak_21053_lociStitched	chr4	48191213	48206619	3	13470	26080.8174	3030.3602	368	1
5_MACS_peak_14111_lociStitched	chr19	48879935	48902449	5	13334	27329.7446	3818.3744	369	1
2_MACS_peak_15042_lociStitched	chr2	65608850	65624784	2	14244	23137.7614	3068.8884	370	1
6_MACS_peak_13215_lociStitched	chr19	1647818	1672869	6	13810	26716.8915	5270.7304	371	1
3_MACS_peak_5630_lociStitched	chr11	115123529	115137716	3	13692	24647.0751	2851.587	372	1
1_MACS_peak_3546_lociStitched	chr10	63802797	63815126	1	12330	28932.4643	2873.8899	373	1
5_MACS_peak_317_lociStitched	chr1	23927844	23954708	5	14593	22939.1696	5171.32	374	1
2_MACS_peak_20981_lociStitched	chr4	38306918	38322531	2	13198	26926.1798	3700.281	377	1
5_MACS_peak_15702_lociStitched	chr2	129127240	129147415	5	14067	22749.33	2792.22	378	1
4_MACS_peak_29075_lociStitched	chr9	93847239	93866649	4	14071	23606.442	3856.767	379	1
3_MACS_peak_24955_lociStitched	chr6	109186395	109207520	3	14591	21194.7125	3861.65	380	1
3_MACS_peak_13431_lociStitched	chr19	10328982	10347966	3	13376	25505.004	3122.868	381	1
3_MACS_peak_26967_lociStitched	chr7	137424420	137440896	3	14465	21328.182	3576.9396	383	1
1_MACS_peak_2526_lociStitched	chr1	209274464	209286164	1	11701	31081.05	3843.45	384	1
3_MACS_peak_12384_lociStitched	chr17	76137292	76152685	3	13726	23572.8402	2821.5369	385	1
1_MACS_peak_12134_lociStitched	chr17	62196753	62210354	1	13602	24409.7147	3219.3567	386	1
3_MACS_peak_6126_lociStitched	chr12	13242114	13256373	3	14172	21449.8137	2613.6747	387	1
3_MACS_peak_16688_lociStitched	chr2	238599797	238613885	3	13606	22871.868	1730.0064	388	1
4_MACS_peak_10245_lociStitched	chr16	14486387	14503843	4	13348	25152.3504	3067.0192	389	1
4_MACS_peak_15474_lociStitched	chr2	109220836	109239139	4	14871	18513.4845	3340.2975	390	1
2_MACS_peak_18188_lociStitched	chr22	26974948	26993743	2	12890	26997.138	3603.0015	391	1
1_MACS_peak_18134_lociStitched	chr22	23477828	23489009	1	11182	30654.9477	2554.8585	392	1
3_MACS_peak_11387_lociStitched	chr17	19204064	19221785	3	12004	29227.2453	3356.3574	393	1
2_MACS_peak_5946_lociStitched	chr12	4249315	4264004	2	14587	18762.2597	2702.776	394	1
2_MACS_peak_21013_lociStitched	chr4	40301549	40319936	2	13405	25285.8024	4067.2044	395	1
3_MACS_peak_1674_lociStitched	chr1	152001081	152021703	3	13910	25090.7874	6159.7914	396	1
6_MACS_peak_29215_lociStitched	chr9	101996416	102029428	6	13384	25930.926	5017.824	397	1
2_MACS_peak_10229_lociStitched	chr16	12056260	12072086	2	11354	30730.9268	3677.9624	398	1
2_MACS_peak_20570_lociStitched	chr3	193846977	193860682	2	13661	23213.529	3475.588	399	1
4_MACS_peak_26916_lociStitched	chr7	130902232	130917839	4	14230	20760.4314	3681.6913	400	1
2_MACS_peak_11683_lociStitched	chr17	37924932	37938996	2	14031	20887.8528	3019.5408	401	1
2_MACS_peak_3393_lociStitched	chr10	43890504	43906070	2	12195	27182.9058	2683.5784	402	1
2_MACS_peak_636_lociStitched	chr1	40029935	40048059	2	14533	19158.8804	3985.4676	403	1
3_MACS_peak_25322_lociStitched	chr6	143162913	143179987	3	13595	21397.1368	1847.4068	405	1
4_MACS_peak_3786_lociStitched	chr10	81946283	81966211	4	13608	22972.9984	3487.4	406	1
2_MACS_peak_15103_lociStitched	chr2	70310190	70323284	2	9100	34193.6716	2917.3432	408	1
3_MACS_peak_4128_lociStitched	chr10	111966752	111986551	3	12974	25784.2377	4128.0915	409	1
1_MACS_peak_2977_lociStitched	chr1	249110961	249122096	1	11136	30564.4615	3558.746	410	1
4_MACS_peak_11201_lociStitched	chr17	6915017	6940200	4	11387	30725.7783	4364.2139	411	1
1_MACS_peak_4951_lociStitched	chr11	60672299	60684340	1	12042	27280.0896	2735.7152	412	1
3_MACS_peak_17656_lociStitched	chr21	19151733	19167952	3	13959	20724.6382	3219.4715	413	1
5_MACS_peak_19144_lociStitched	chr3	46389747	46411609	5	14054	21153.6712	4274.021	414	1
3_MACS_peak_17316_lociStitched	chr20	43587501	43609515	3	13483	23891.7942	4530.4812	415	1
4_MACS_peak_29559_lociStitched	chr9	130828641	130845609	4	13600	22180.5696	3363.0576	416	1
3_MACS_peak_9504_lociStitched	chr15	70042243	70056927	3	14133	19165.5568	2858.9748	417	1
2_MACS_peak_23335_lociStitched	chr5	148204759	148222481	2	13022	25190.0508	4180.6198	418	1
3_MACS_peak_27466_lociStitched	chr8	27934247	27951519	3	13684	21888.8056	3801.5672	420	1
2_MACS_peak_1614_lociStitched	chr1	150120960	150139257	2	12468	27397.9278	4784.6655	422	1
2_MACS_peak_1783_lociStitched	chr1	155902828	155919205	2	12230	28098.0189	4746.0546	423	1
1_MACS_peak_20341_lociStitched	chr3	176911088	176921984	1	10897	30402.0192	3442.0464	424	1
4_MACS_peak_21215_lociStitched	chr4	76022607	76043689	4	11944	27942.0828	3756.8124	425	1
1_MACS_peak_1529_lociStitched	chr1	145448130	145457884	1	9755	33177.2556	3793.3306	426	1
3_MACS_peak_2096_lociStitched	chr1	177778266	177795538	3	13419	22913.0352	4053.7384	427	1
2_MACS_peak_4144_lociStitched	chr10	112251565	112265308	2	11271	28992.2328	3140.2755	429	1
2_MACS_peak_13373_lociStitched	chr19	7398355	7411384	2	11288	29125.0266	3394.0545	430	1
3_MACS_peak_13221_lociStitched	chr19	1846850	1865859	3	12052	27445.1942	3934.863	431	1
5_MACS_peak_12724_lociStitched	chr18	23745862	23772011	5	14012	20061.5128	4249.2125	432	1
3_MACS_peak_24034_lociStitched	chr6	26020213	26034964	3	12928	23703.3819	3178.8405	433	1
3_MACS_peak_22968_lociStitched	chr5	118657831	118678922	3	13929	20129.2504	3965.108	434	1
1_MACS_peak_2175_lociStitched	chr1	183806113	183817562	1	11450	28479.3875	3355.7019	435	1
2_MACS_peak_26093_lociStitched	chr7	50342892	50357960	2	13569	20619.0512	2852.3724	436	1
5_MACS_peak_6644_lociStitched	chr12	57093589	57120054	5	13639	21989.7685	4557.273	437	1
1_MACS_peak_24473_lociStitched	chr6	45671525	45684492	1	12968	23070.8864	2879.9707	438	1
2_MACS_peak_2337_lociStitched	chr1	200850172	200865195	2	11984	27371.906	3928.5145	440	1
3_MACS_peak_19909_lociStitched	chr3	130557189	130574116	3	13205	22392.7283	3336.3117	441	1
2_MACS_peak_26719_lociStitched	chr7	114561547	114574804	2	11618	28253.3184	3896.2323	443	1
4_MACS_peak_1086_lociStitched	chr1	75595723	75610670	4	13772	18719.6228	2348.1737	444	1
4_MACS_peak_22449_lociStitched	chr5	55272577	55292052	4	13344	21845.1075	3826.8375	445	1
2_MACS_peak_11142_lociStitched	chr17	4267833	4281759	2	11371	27506.6352	2776.8444	447	1
4_MACS_peak_24208_lociStitched	chr6	31783160	31805357	4	13711	20234.7852	4099.7859	448	1
3_MACS_peak_22052_lociStitched	chr4	186252393	186276037	3	13748	20241.6284	4319.7588	449	1
3_MACS_peak_4611_lociStitched	chr11	16966948	16986831	3	13030	23177.6131	4056.132	450	1
2_MACS_peak_24939_lociStitched	chr6	108986204	108999115	2	12849	21960.3199	2148.3904	451	1
2_MACS_peak_2564_lociStitched	chr1	211686753	211703075	2	12654	24915.533	4410.2044	452	1
2_MACS_peak_23874_lociStitched	chr6	11722248	11736411	2	12878	22735.8639	3121.5252	453	1
2_MACS_peak_12444_lociStitched	chr17	78873242	78887841	2	10862	28830.1052	3001.5544	454	1
1_MACS_peak_21758_lociStitched	chr4	144272732	144283981	1	11250	27517.3038	2696.3853	455	1
4_MACS_peak_24506_lociStitched	chr6	52157212	52173557	4	13290	21375.991	3488.023	456	1
3_MACS_peak_5641_lociStitched	chr11	115789835	115811515	3	13312	21335.288	3601.048	457	1
3_MACS_peak_23576_lociStitched	chr5	172191043	172205893	3	12163	24799.5	2733.885	458	1
2_MACS_peak_20619_lociStitched	chr3	196357741	196371442	2	11068	29214.6423	4011.6528	459	1
2_MACS_peak_25141_lociStitched	chr6	130832639	130849039	2	12668	23401.16	3239	460	1
4_MACS_peak_25199_lociStitched	chr6	135322915	135344117	4	13161	22062.8012	3979.6154	461	1
2_MACS_peak_26066_lociStitched	chr7	47513267	47524538	2	10991	28162.8477	2947.3665	462	1
2_MACS_peak_17092_lociStitched	chr20	31254589	31270789	2	12160	24593.22	3149.28	464	1
3_MACS_peak_27495_lociStitched	chr8	29403965	29420516	3	12078	24376.3128	2994.0759	466	1
2_MACS_peak_2488_lociStitched	chr1	207092455	207107206	2	10468	29931.2541	4109.6286	467	1
5_MACS_peak_22763_lociStitched	chr5	87954779	87976687	5	10757	28760.8224	3768.176	468	1
2_MACS_peak_2339_lociStitched	chr1	200984258	200996995	2	11434	26508.2444	3386.7683	469	1
2_MACS_peak_23373_lociStitched	chr5	150459539	150476080	2	12345	23334.3887	3376.0181	470	1
3_MACS_peak_27365_lociStitched	chr8	19518733	19541000	3	12640	22565.3778	3787.6167	471	1
1_MACS_peak_2794_lociStitched	chr1	230238247	230249690	1	11444	26252.5306	3414.5912	472	1
3_MACS_peak_24406_lociStitched	chr6	42737782	42752483	3	11511	25345.9941	2715.2747	473	1
2_MACS_peak_20641_lociStitched	chr3	197449870	197465183	2	11499	26840.6264	4203.4185	474	1
2_MACS_peak_17144_lociStitched	chr20	32989049	33005666	2	12666	21607.0851	3045.8961	475	1
3_MACS_peak_2259_lociStitched	chr1	192538204	192551705	3	13042	21115.564	4171.809	476	1
2_MACS_peak_28893_lociStitched	chr9	71251169	71269691	2	13121	19842.6186	3293.2116	477	1
2_MACS_peak_16285_lociStitched	chr2	201310114	201322899	2	12705	20490.5195	2305.1355	478	1
3_MACS_peak_17952_lociStitched	chr21	45194897	45210624	3	12079	24991.7757	4482.195	479	1
4_MACS_peak_13252_lociStitched	chr19	2455091	2480182	4	12640	23778.7407	5394.565	480	1
2_MACS_peak_28372_lociStitched	chr8	137189109	137201561	2	12451	21539.4696	2495.3808	482	1
1_MACS_peak_4947_lociStitched	chr11	60602364	60613387	1	11024	26122.3054	2517.6532	483	1
3_MACS_peak_22478_lociStitched	chr5	55953208	55969818	3	12800	20325.657	2883.496	484	1
4_MACS_peak_5074_lociStitched	chr11	65235701	65247322	4	10504	26957.2337	2073.1864	486	1
3_MACS_peak_2428_lociStitched	chr1	205197167	205218620	3	13288	20311.7004	5343.9423	487	1
2_MACS_peak_6251_lociStitched	chr12	27329604	27346279	2	12732	21237.28	3691.845	488	1
5_MACS_peak_28245_lociStitched	chr8	126340768	126366434	5	13184	19039.0388	3665.1048	489	1
2_MACS_peak_24467_lociStitched	chr6	45386700	45399474	2	10738	26491.9986	2363.19	490	1
2_MACS_peak_27512_lociStitched	chr8	29622007	29635546	2	8787	31112.622	2737.5858	491	1
3_MACS_peak_5182_lociStitched	chr11	67644655	67660137	3	11781	24381.0536	3402.9436	492	1
2_MACS_peak_11063_lociStitched	chr17	1010891	1027221	2	13213	18080.576	2965.528	493	1
5_MACS_peak_29649_lociStitched	chr9	134594606	134616404	5	13035	19441.6362	3553.074	494	1
4_MACS_peak_27220_lociStitched	chr8	2098068	2115830	4	12779	20023.1026	2968.0302	495	1
3_MACS_peak_27047_lociStitched	chr7	142490303	142509385	3	12424	22873.5934	4486.1782	499	1
2_MACS_peak_4257_lociStitched	chr10	125151589	125163946	2	10952	25434.4131	2269.9809	501	1
3_MACS_peak_2112_lociStitched	chr1	179048902	179061825	3	9491	30279.8813	3645.5783	503	1
3_MACS_peak_26960_lociStitched	chr7	136031622	136046741	3	12909	20136.9961	4218.201	504	1
3_MACS_peak_11408_lociStitched	chr17	20204601	20225193	3	12799	19337.9472	2965.248	505	1
3_MACS_peak_18727_lociStitched	chr3	8696128	8708982	3	12411	20450.714	2476.9658	506	1
3_MACS_peak_13597_lociStitched	chr19	16180230	16198200	3	10966	26149.944	3351.405	507	1
2_MACS_peak_6904_lociStitched	chr12	89737878	89749566	2	10798	26129.6928	2895.1176	508	1
2_MACS_peak_13945_lociStitched	chr19	41801235	41817311	2	11094	25332.5608	3035.1488	509	1
3_MACS_peak_29840_lociStitched	chrX	10074365	10091315	3	12537	19214.52	2088.24	510	1
2_MACS_peak_29498_lociStitched	chr9	128388138	128400989	2	12094	21601.2459	2818.2243	511	1
3_MACS_peak_26034_lociStitched	chr7	45024952	45042757	3	12523	20292.3585	3258.315	512	1
2_MACS_peak_24354_lociStitched	chr6	37271257	37287500	2	12002	22543.6597	3425.6487	513	1
3_MACS_peak_6003_lociStitched	chr12	7022743	7038568	3	12172	21556.815	3136.515	515	1
2_MACS_peak_16205_lociStitched	chr2	192530028	192546119	2	10749	26167.1842	3332.4461	519	1
1_MACS_peak_2766_lociStitched	chr1	228268826	228279934	1	11109	25212.9384	3425.7072	520	1
3_MACS_peak_1885_lociStitched	chr1	160694250	160715227	3	12835	21318.9251	6257.4391	521	1
4_MACS_peak_16923_lociStitched	chr20	12028388	12042384	4	12661	18080.0328	2229.5628	522	1
1_MACS_peak_9319_lociStitched	chr15	56656172	56666292	1	10121	26487.076	2187.944	523	1
4_MACS_peak_28769_lociStitched	chr9	36135962	36153890	4	12708	18829.7784	3348.9504	525	1
3_MACS_peak_14107_lociStitched	chr19	48823221	48837946	3	11816	22044.7975	2974.45	527	1
5_MACS_peak_18100_lociStitched	chr22	22549096	22565903	5	11696	22521.38	3102.5722	529	1
5_MACS_peak_9976_lociStitched	chr15	101782291	101807905	5	12395	21072.6378	4415.8536	530	1
1_MACS_peak_25129_lociStitched	chr6	130000937	130011133	1	10197	26441.2868	2581.6272	531	1
4_MACS_peak_23288_lociStitched	chr5	142952593	142975085	4	12151	21994.9268	4376.9432	532	1
2_MACS_peak_17842_lociStitched	chr21	37905106	37916845	2	11501	22928.6148	2897.1852	533	1
4_MACS_peak_13898_lociStitched	chr19	39920764	39939989	4	12481	19869.0375	3768.1	534	1
2_MACS_peak_11134_lociStitched	chr17	3813007	3822836	2	9657	27233.2103	2179.0893	536	1
2_MACS_peak_26946_lociStitched	chr7	134670217	134683959	2	10775	26052.0836	3857.3794	537	1
1_MACS_peak_29374_lociStitched	chr9	117125278	117137065	1	11788	21256.6758	2404.548	538	1
2_MACS_peak_1827_lociStitched	chr1	157141826	157153557	2	11651	22718.2546	3441.8754	539	1
4_MACS_peak_14245_lociStitched	chr19	56145412	56167935	4	11142	24041.0502	3198.266	540	1
4_MACS_peak_15534_lociStitched	chr2	111804712	111821580	4	12081	20194.3696	2786.5936	541	1
2_MACS_peak_16956_lociStitched	chr20	17825947	17840662	2	12001	20497.995	2820.8655	542	1
3_MACS_peak_576_lociStitched	chr1	36614079	36628168	3	10905	24171.0884	2723.4037	543	1
2_MACS_peak_18763_lociStitched	chr3	10429928	10442450	2	12332	18228.2754	2143.7664	544	1
4_MACS_peak_18463_lociStitched	chr22	39910376	39929416	4	10984	25222.288	4150.72	545	1
1_MACS_peak_13600_lociStitched	chr19	16221336	16232336	1	11001	23228.7	2396.9	546	1
4_MACS_peak_24348_lociStitched	chr6	37121480	37140893	4	11151	23536.3212	3263.3253	549	1
3_MACS_peak_20593_lociStitched	chr3	195263807	195278238	3	12438	19206.2179	4128.7091	550	1
4_MACS_peak_23192_lociStitched	chr5	138738389	138754987	4	10996	23934.316	3284.7442	551	1
3_MACS_peak_23884_lociStitched	chr6	12043987	12062414	3	11688	21817.568	3582.2088	552	1
2_MACS_peak_5881_lociStitched	chr11	132217646	132231596	2	11309	22035.42	2654.685	554	1
1_MACS_peak_9602_lociStitched	chr15	75334272	75343339	1	9068	27652.5366	2261.3098	555	1
2_MACS_peak_28392_lociStitched	chr8	142126388	142141026	2	9989	25973.6672	2768.0458	558	1
2_MACS_peak_7407_lociStitched	chr12	125398163	125413101	2	10402	23881.3806	1811.9794	559	1
3_MACS_peak_5339_lociStitched	chr11	78127111	78141349	3	12148	18616.185	2685.2868	560	1
5_MACS_peak_10685_lociStitched	chr16	57824449	57851394	5	12088	20098.2755	4060.6115	562	1
3_MACS_peak_24105_lociStitched	chr6	27791018	27808132	3	9510	27587.768	3472.4306	564	1
2_MACS_peak_16051_lociStitched	chr2	175454744	175465311	2	9836	25585.8771	2314.173	565	1
2_MACS_peak_20575_lociStitched	chr3	194020725	194034260	2	9764	26565.1445	3230.8045	566	1
