REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
4_MACS_peak_21163_lociStitched	chr4	71526582	71555477	4	20330	32816.0515	5773.221	162	UTP3,IGJ	ENAM,RUFY3	IGJ	IGJ	0.4476	162	1
5_MACS_peak_10678_lociStitched	chr16	57624629	57658985	5	20440	32136.6024	5668.74	163	GPR56	GPR114,GPR56,GPR97	GPR56	GPR56	0.2242	163	1
3_MACS_peak_1518_lociStitched	chr1	145138197	145164497	3	20408	35142.06	9512.71	164		SEC22B,NOTCH2NL	SEC22B	NOTCH2NL	0.0867	164	1
3_MACS_peak_10658_lociStitched	chr16	56930720	56955244	3	15901	44346.7492	4291.7	165	SLC12A3	MIR138-2,HERPUD1,CETP	HERPUD1	HERPUD1	1.7136	165	1
1_MACS_peak_23879_lociStitched	chr6	11826560	11839882	1	13323	47877.9358	2952.1552	166		C6orf105	C6orf105	C6orf105	0.38	166	1
7_MACS_peak_8857_lociStitched	chr15	21967031	22003899	7	21229	24967.0096	5120.9652	167		LOC646214,CXADRP2	CXADRP2	LOC646214	0.08569999999999997	167	1
3_MACS_peak_17297_lociStitched	chr20	42693777	42711985	3	16449	41201.0624	3441.312	168	TOX2		JPH2	JPH2	NONE	168	1
2_MACS_peak_22466_lociStitched	chr5	55436940	55459916	2	18168	37041.9072	4716.9728	169	ANKRD55		ANKRD55	ANKRD55	0.2974	169	1
5_MACS_peak_12261_lociStitched	chr17	72733052	72757163	5	20686	26321.9787	4913.8218	170	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	0.49690000000000006	170	1
6_MACS_peak_9461_lociStitched	chr15	67366016	67396406	6	20568	27426.975	5427.654	171	SMAD3	SMAD3	SMAD3	SMAD3	0.24320000000000003	171	1
2_MACS_peak_26024_lociStitched	chr7	44661737	44680443	2	16827	40468.5604	4380.9452	172	OGDH	DDX56,TMED4	OGDH	OGDH	0.3688	172	1
6_MACS_peak_17478_lociStitched	chr20	52531140	52567124	6	19746	31802.6592	6074.0992	173	BCAS1	SUMO1P1	SUMO1P1	SUMO1P1	0.3874	173	1
2_MACS_peak_15564_lociStitched	chr2	112455267	112468668	2	13337	46853.9163	3259.1232	174			ANAPC1	ANAPC1	NONE	174	1
3_MACS_peak_18940_lociStitched	chr3	30680985	30703947	3	19968	29111.2236	4833.501	175	TGFBR2		TGFBR2	TGFBR2	0.312	175	1
2_MACS_peak_13814_lociStitched	chr19	35693691	35708319	2	14282	44748.5148	3047.0124	176		FXYD5,LSR,FAM187B	FAM187B	LSR	0.378	176	1
3_MACS_peak_3770_lociStitched	chr10	81000903	81020587	3	18103	34885.9532	3588.3932	177	ZMIZ1		PPIF	PPIF	NONE	177	1
2_MACS_peak_8961_lociStitched	chr15	31546266	31563024	2	14213	45194.6502	3737.034	178			KLF13	KLF13	0.8371	178	1
3_MACS_peak_22175_lociStitched	chr5	6475837	6497942	3	15880	41347.4025	3802.06	179	UBE2QL1		UBE2QL1	UBE2QL1	0.7707999999999999	179	1
3_MACS_peak_29079_lociStitched	chr9	93907456	93928008	3	17291	37408.7504	3995.3088	180			LOC100129316	LOC100129316	0.0683	180	1
4_MACS_peak_15489_lociStitched	chr2	109822806	109843492	4	18664	32228.788	4042.0444	181	SH3RF3		MIR4265	MIR4265	NONE	181	1
5_MACS_peak_12304_lociStitched	chr17	73850276	73875850	5	15883	41496.3724	4790.0102	182	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	WBP2	MRPL38	0.4143	182	1
4_MACS_peak_8890_lociStitched	chr15	23657593	23682670	4	18931	30634.0632	3851.8272	183			MKRN3	MKRN3	NONE	183	1
4_MACS_peak_11845_lociStitched	chr17	43504669	43531654	4	19444	29216.6595	4816.8225	184	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.5162	184	1
4_MACS_peak_20254_lociStitched	chr3	169647407	169668407	4	18006	35966.7	5842.2	185	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.9936999999999999	185	1
4_MACS_peak_5378_lociStitched	chr11	82763101	82790488	4	17956	35405.9136	5521.2192	186	RAB30	SNORA70E	RAB30	RAB30	0.49770000000000003	186	1
3_MACS_peak_4058_lociStitched	chr10	104529586	104547259	3	15644	40336.8552	3564.6441	187	C10orf26		C10orf26	C10orf26	0.6366999999999999	187	1
2_MACS_peak_668_lociStitched	chr1	40838964	40858721	2	16333	39016.1236	4293.1961	188	SMAP2	SMAP2	SMAP2	SMAP2	0.579	188	1
5_MACS_peak_15315_lociStitched	chr2	89044147	89066751	5	16219	38799.766	4089.0636	189	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.012499999999999983	189	1
1_MACS_peak_26348_lociStitched	chr7	78113704	78128585	1	14882	41744.1812	3662.2141	190	MAGI2		RPL13AP17	RPL13AP17	NONE	190	1
2_MACS_peak_4649_lociStitched	chr11	19449920	19466350	2	16274	38339.405	3884.052	191	NAV2		NAV2	NAV2	0.0335	191	1
5_MACS_peak_10355_lociStitched	chr16	22194953	22219327	5	17997	33840.8616	5162.4132	192	EEF2K		EEF2K	EEF2K	0.044700000000000004	192	1
3_MACS_peak_19557_lociStitched	chr3	98477271	98496845	3	18296	31388.8664	4032.244	193	ST3GAL6		ST3GAL6	ST3GAL6	0.5771000000000001	193	1
2_MACS_peak_22294_lociStitched	chr5	32570953	32591219	2	17447	34134.0238	3998.4818	194	SUB1		SUB1	SUB1	0.7604	194	1
4_MACS_peak_18207_lociStitched	chr22	29206845	29225841	4	17204	34394.1576	3616.8384	195		CCDC117,XBP1	XBP1	XBP1	2.2635	195	1
2_MACS_peak_21250_lociStitched	chr4	77601723	77625128	2	19268	27224.696	4901.007	196	SHROOM3		ANKRD56	ANKRD56	NONE	196	1
3_MACS_peak_1487_lociStitched	chr1	143442079	143469133	3	17702	37177.6068	8603.172	197			LOC100130000	LOC100130000	NONE	197	1
2_MACS_peak_6983_lociStitched	chr12	94583094	94603740	2	14767	41426.199	4333.5954	198	PLXNC1		PLXNC1	PLXNC1	0.3922	198	1
5_MACS_peak_15309_lociStitched	chr2	88898749	88928707	5	18664	30092.811	5662.062	199	EIF2AK3		EIF2AK3	EIF2AK3	0.28569999999999995	199	1
4_MACS_peak_9571_lociStitched	chr15	74674093	74696794	4	16490	36239.8764	4176.984	200		CYP11A1,SEMA7A	CYP11A1	SEMA7A	0.14889999999999998	200	1
4_MACS_peak_24045_lociStitched	chr6	26183679	26207378	4	16503	36979.9196	4976.79	201	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	1.4933	201	1
2_MACS_peak_17928_lociStitched	chr21	44579857	44598545	2	15017	40908.032	4918.6816	202	CRYAA		CRYAA	CRYAA	1.7945	202	1
3_MACS_peak_5189_lociStitched	chr11	67760278	67782266	3	17275	33412.9648	4188.714	203	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	0.8783000000000001	203	1
2_MACS_peak_29424_lociStitched	chr9	123650446	123668498	2	18013	29558.3448	3382.9448	204	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	TRAF1	0.6229	204	1
4_MACS_peak_14999_lociStitched	chr2	64430466	64456468	4	18728	27913.147	5085.9912	205	LOC150992		LOC150992	LOC150992	0.3264	205	1
4_MACS_peak_9088_lociStitched	chr15	40833488	40862548	4	17845	32166.514	5858.496	206	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.6969000000000001	206	1
4_MACS_peak_6773_lociStitched	chr12	68752056	68770975	4	17031	33032.574	3829.2056	207		MDM1	MDM1	NONE	NONE	207	1
3_MACS_peak_341_lociStitched	chr1	24512186	24533973	3	16469	35754.6457	4780.0678	208	LOC284632,IL28RA	IL22RA1	LOC284632	LOC284632	0.48029999999999995	208	1
4_MACS_peak_5042_lociStitched	chr11	64611324	64634937	4	16591	34052.3073	3858.3642	209	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2,ATG2A	CDC42BPG	MEN1	0.09060000000000001	209	1
2_MACS_peak_24202_lociStitched	chr6	31693453	31709541	2	13502	41832.0176	3621.4088	210	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.3878999999999997	210	1
3_MACS_peak_1905_lociStitched	chr1	161144152	161163947	3	14672	41446.771	6118.6345	211	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	B4GALT3	1.0988	211	1
3_MACS_peak_5234_lociStitched	chr11	71411859	71427999	3	15610	36744.324	3918.792	212			FAM86C	FAM86C	NONE	212	1
1_MACS_peak_2746_lociStitched	chr1	226837910	226852576	1	14667	40211.2388	5030.438	213	ITPKB		ITPKB	ITPKB	0.514	213	1
5_MACS_peak_22283_lociStitched	chr5	32275217	32296723	5	18788	24645.876	4415.1818	214	MTMR12		MTMR12	MTMR12	0.23389999999999997	214	1
2_MACS_peak_20517_lociStitched	chr3	186703182	186720653	2	14387	41306.6853	5679.8221	215	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.4758	215	1
3_MACS_peak_17269_lociStitched	chr20	40709855	40727589	3	15536	35446.7192	2800.1986	216	PTPRT		CHD6	CHD6	NONE	216	1
4_MACS_peak_10374_lociStitched	chr16	23342676	23366140	4	15912	36097.0176	4552.016	217	SCNN1B		SCNN1B	SCNN1B	0.559	217	1
1_MACS_peak_1011_lociStitched	chr1	66735755	66751879	1	16125	34166.756	3635.962	218	PDE4B	PDE4B	PDE4B	PDE4B	0.1014	218	1
1_MACS_peak_13045_lociStitched	chr18	60820828	60832151	1	11324	44321.6189	2981.3459	219	BCL2		BCL2	BCL2	0.42250000000000004	219	1
4_MACS_peak_14533_lociStitched	chr2	25622787	25646052	4	15990	35486.1045	4664.6325	220	DTNB		DNMT3A	DNMT3A	NONE	220	1
2_MACS_peak_18205_lociStitched	chr22	29185821	29199819	2	13899	39320.382	3136.9518	221	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	2.2635	221	1
1_MACS_peak_22135_lociStitched	chr5	1311055	1320625	1	9571	46328.37	2633.664	222	CLPTM1L	TERT	TERT	TERT	0.034199999999999994	222	1
2_MACS_peak_22771_lociStitched	chr5	88171125	88187028	2	15685	34880.0499	3559.0914	223	MEF2C		MEF2C	MEF2C	0.3417	223	1
5_MACS_peak_8555_lociStitched	chr14	77487736	77510887	5	18068	25005.3951	2579.0214	224	C14orf4		C14orf4	C14orf4	0.9702000000000001	224	1
3_MACS_peak_13553_lociStitched	chr19	13943895	13962056	3	14958	36305.6551	3021.9904	225	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.0543	225	1
4_MACS_peak_29638_lociStitched	chr9	134126808	134152964	4	17221	29650.4416	4394.208	226	FAM78A	PPAPDC3	FAM78A	FAM78A	0.7946	226	1
2_MACS_peak_18359_lociStitched	chr22	37610713	37628994	2	16070	33220.2332	4027.3043	227	RAC2	CYTH4,C1QTNF6,SSTR3	SSTR3	SSTR3	0.3582	227	1
1_MACS_peak_10661_lociStitched	chr16	56962974	56976407	1	13434	39456.7509	3296.4582	228	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.7136	228	1
5_MACS_peak_1460_lociStitched	chr1	120610653	120636834	5	18449	26725.5648	7760.0484	229	NOTCH2		NOTCH2	NOTCH2	0.005099999999999993	229	1
2_MACS_peak_17908_lociStitched	chr21	43638581	43658228	2	14073	39301.8588	4945.1499	230	ABCG1		ABCG1	ABCG1	0.3948	230	1
2_MACS_peak_9706_lociStitched	chr15	81576247	81596781	2	15694	34417.0374	4747.4608	231	IL16	STARD5	IL16	IL16	0.3539	231	1
3_MACS_peak_23835_lociStitched	chr6	7958162	7978831	3	17102	28002.3612	3749.3566	232	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	2.8513	232	1
3_MACS_peak_23684_lociStitched	chr5	180228395	180249448	3	16029	31819.5042	3713.7492	233	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	0.6078	233	1
3_MACS_peak_6952_lociStitched	chr12	92929187	92951101	3	17182	27732.167	4058.4728	234			CLLU1OS	CLLU1OS	NONE	234	1
2_MACS_peak_26126_lociStitched	chr7	55568980	55586205	2	17126	27184.495	3281.3625	235	VOPP1		VOPP1	VOPP1	0.9367000000000001	235	1
1_MACS_peak_6229_lociStitched	chr12	26265560	26280389	1	14830	35171.4222	3733.9422	236	BHLHE41		BHLHE41	BHLHE41	1.7414	236	1
2_MACS_peak_17353_lociStitched	chr20	45172080	45192020	2	16267	30286.866	3385.812	237	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.1711	237	1
2_MACS_peak_17576_lociStitched	chr20	61272751	61291159	2	14214	36009.7296	3007.8672	238	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.8473999999999999	238	1
3_MACS_peak_12237_lociStitched	chr17	70581946	70603503	3	16321	30546.269	3981.5779	239	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.1491	239	1
3_MACS_peak_29087_lociStitched	chr9	94180968	94196235	3	14826	34337.0097	3096.1476	240	NFIL3		NFIL3	NFIL3	1.0251000000000001	240	1
4_MACS_peak_7167_lociStitched	chr12	109161643	109181257	4	16736	28644.2856	3777.6564	241	SSH1	CORO1C,SSH1	CORO1C	SSH1	0.3335	241	1
1_MACS_peak_5629_lociStitched	chr11	115088747	115102514	1	13768	37066.2708	3147.1362	242	CADM1		CADM1	CADM1	0.2457	242	1
2_MACS_peak_5944_lociStitched	chr12	4216390	4231950	2	9734	44417.576	3278.492	243			CCND2	CCND2	0.7683	243	1
3_MACS_peak_14085_lociStitched	chr19	47728344	47748741	3	14570	35323.5246	3897.8667	244	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.9257	244	1
4_MACS_peak_23815_lociStitched	chr6	7134893	7157600	4	15989	31453.7364	4484.6325	245	RREB1		RREB1	RREB1	0.2634	245	1
2_MACS_peak_18167_lociStitched	chr22	24819843	24833416	2	13260	36963.3509	2405.1356	246	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.4158	246	1
3_MACS_peak_5863_lociStitched	chr11	130631210	130650751	3	18032	20473.1057	2954.5992	247			SNX19	SNX19	NONE	247	1
5_MACS_peak_5979_lociStitched	chr12	6551718	6580829	5	14393	36749.7264	5248.7133	248	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.2040000000000002	248	1
3_MACS_peak_9802_lociStitched	chr15	89163695	89185544	3	16608	28397.1453	4190.6382	249	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.6543	249	1
4_MACS_peak_23638_lociStitched	chr5	176717111	176740747	4	16432	29145.5516	4389.2052	250	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.2456	250	1
2_MACS_peak_1785_lociStitched	chr1	155938592	155954584	2	15311	32895.544	4460.1688	251	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	1.5989	251	1
5_MACS_peak_16853_lociStitched	chr20	5570523	5592583	5	17716	22419.578	4025.95	252	GPCPD1		GPCPD1	GPCPD1	0.213	252	1
2_MACS_peak_27112_lociStitched	chr7	150100432	150115065	2	12940	38168.7172	3599.718	253	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	2.5776000000000003	253	1
4_MACS_peak_5268_lociStitched	chr11	72976799	73002050	4	17094	25495.9347	4113.3879	254	P2RY6	P2RY2,ARHGEF17	P2RY6	P2RY6	0.5132	254	1
4_MACS_peak_8581_lociStitched	chr14	81930754	81955812	4	17426	22158.7894	2583.4798	255	SEL1L		SEL1L	SEL1L	0.3476	255	1
3_MACS_peak_11701_lociStitched	chr17	38251170	38270773	3	16693	27544.1753	4506.7297	256	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	1.0101	256	1
3_MACS_peak_23099_lociStitched	chr5	131822436	131842247	3	15819	30199.8884	4098.8959	257	IRF1	IL5	IRF1	IRF1	0.4913	257	1
5_MACS_peak_3081_lociStitched	chr10	7510996	7536011	5	17396	23599.151	4372.622	258			SFMBT2	SFMBT2	NONE	258	1
6_MACS_peak_15073_lociStitched	chr2	68936314	68965877	6	17268	25678.4218	5829.8236	259	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.185	259	1
3_MACS_peak_21432_lociStitched	chr4	100765812	100784117	3	16320	27490.449	3827.5755	260	DAPP1	MAPKSP1	DAPP1	DAPP1	0.607	260	1
4_MACS_peak_11907_lociStitched	chr17	46578345	46596352	4	17435	21226.6516	3446.5398	261		HOXB1,HOXB2	HOXB1	HOXB1	0.04820000000000001	261	1
7_MACS_peak_19026_lociStitched	chr3	39296038	39332517	7	17411	23379.3911	5811.1047	262	CX3CR1	CCR8	CX3CR1	CX3CR1	0.3246	262	1
4_MACS_peak_245_lociStitched	chr1	17221240	17245160	4	12243	42168.568	7429.552	263		CROCC	CROCC	NONE	NONE	263	1
3_MACS_peak_9841_lociStitched	chr15	90573909	90593824	3	16145	27172.026	3702.1985	264	ZNF710		ZNF710	ZNF710	0.5665	264	1
1_MACS_peak_17524_lociStitched	chr20	56046482	56058689	1	12208	37426.662	2735.5887	265		CTCFL	CTCFL	CTCFL	0.1281	265	1
4_MACS_peak_30523_lociStitched	chrX	128901626	128921423	4	16168	25490.6172	2340.0054	266	XPNPEP2,SASH3		SASH3	SASH3	0.5314000000000001	266	1
3_MACS_peak_4980_lociStitched	chr11	62308047	62325931	3	14764	31579.5672	3489.1684	267	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.7505999999999999	267	1
3_MACS_peak_18836_lociStitched	chr3	15834617	15851851	3	16887	22905.7094	3324.4386	268	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.05739999999999998	268	1
1_MACS_peak_16311_lociStitched	chr2	202116014	202128718	1	12705	36441.424	3148.0512	269	CASP8		CASP8	CASP8	0.6451	269	1
1_MACS_peak_25824_lociStitched	chr7	26001971	26012229	1	10259	40576.5448	2625.0222	270		MIR148A	MIR148A	MIR148A	1.7115	270	1
3_MACS_peak_19133_lociStitched	chr3	46245642	46264368	3	12899	37144.8936	4421.2086	271	CCR1	CCR3	CCR1	CCR1	1.5633	271	1
1_MACS_peak_23191_lociStitched	chr5	138719392	138730644	1	11253	38538.1	2780.3692	272	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.9041	272	1
2_MACS_peak_30145_lociStitched	chrX	48790332	48805600	2	14615	29468.7668	1885.598	273	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.0552000000000001	273	1
1_MACS_peak_14775_lociStitched	chr2	43444081	43456851	1	12771	35527.417	3031.598	274	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.2674	274	1
1_MACS_peak_4143_lociStitched	chr10	112214481	112226596	1	12116	36617.5875	2700.4335	275		DUSP5	DUSP5	DUSP5	1.1052	275	1
1_MACS_peak_23605_lociStitched	chr5	173695785	173711048	1	15264	28370.8644	3077.0208	276			HMP19	HMP19	NONE	276	1
4_MACS_peak_23375_lociStitched	chr5	150512910	150538149	4	16442	25095.1377	4628.8326	277	ANXA6		ANXA6	ANXA6	0.2983	277	1
6_MACS_peak_25061_lociStitched	chr6	119762112	119789384	6	17084	22093.0472	5056.2288	278			MAN1A1	MAN1A1	NONE	278	1
3_MACS_peak_17517_lociStitched	chr20	55956814	55975947	3	15227	29074.5068	3757.7212	279	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8441000000000001	279	1
4_MACS_peak_24512_lociStitched	chr6	52240046	52264922	4	16654	23468.0184	4378.176	280	PAQR8	EFHC1	PAQR8	PAQR8	0.39890000000000003	280	1
4_MACS_peak_3428_lociStitched	chr10	45913602	45932248	4	14069	31972.2962	3119.4758	281	ALOX5		ALOX5	ALOX5	0.3935	281	1
4_MACS_peak_1735_lociStitched	chr1	154821289	154844638	4	14682	32396.7375	5571.0714	282	KCNN3		KCNN3	KCNN3	0.4248	282	1
4_MACS_peak_14840_lociStitched	chr2	47193727	47215750	4	14632	31270.4577	4338.531	283	TTC7A	MCFD2	MCFD2	MCFD2	0.19379999999999997	283	1
6_MACS_peak_8844_lociStitched	chr15	20968480	20996265	6	16664	22644.775	4048.2745	284		BCL8	BCL8	NONE	NONE	284	1
3_MACS_peak_17181_lociStitched	chr20	34673179	34691175	3	15753	25946.6328	3152.8992	285		EPB41L1,LOC647979	EPB41L1	LOC647979	0.24939999999999998	285	1
3_MACS_peak_13243_lociStitched	chr19	2254649	2271878	3	12906	35705.3796	4236.6111	286	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.8474999999999999	286	1
1_MACS_peak_14490_lociStitched	chr2	20615122	20631266	1	16145	23741.3664	3060.9024	287		RHOB	RHOB	RHOB	0.68	287	1
2_MACS_peak_18190_lociStitched	chr22	27000022	27015779	2	13874	31799.2017	3015.8898	288	CRYBB1	CRYBA4,MIAT,MIR548J,TPST2	CRYBB1	CRYBB1	1.2147	288	1
5_MACS_peak_11946_lociStitched	chr17	48224763	48250177	5	16498	23157.2368	4434.743	289	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	SGCA	0.37629999999999997	289	1
4_MACS_peak_6345_lociStitched	chr12	33037839	33060846	4	17115	19392.6003	4336.8195	290	PKP2		PKP2	PKP2	0.07110000000000001	290	1
2_MACS_peak_20520_lociStitched	chr3	186779824	186793088	2	10004	41436.736	4491.1904	291	ST6GAL1		ST6GAL1	ST6GAL1	0.4758	291	1
6_MACS_peak_8683_lociStitched	chr14	94422767	94447815	6	16150	23116.7992	2787.8424	292	ASB2	FAM181A,C14orf48,OTUB2,C14orf86	ASB2	C14orf48	0.3144	292	1
2_MACS_peak_27900_lociStitched	chr8	81046032	81061681	2	15254	27393.5745	3333.237	293	TPD52		TPD52	TPD52	0.3611000000000001	293	1
5_MACS_peak_5370_lociStitched	chr11	82666238	82690634	5	15590	27360.114	4801.1328	294			C11orf82	C11orf82	NONE	294	1
1_MACS_peak_12351_lociStitched	chr17	75078540	75093129	1	14590	29278.6641	3340.881	295	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.7948999999999997	295	1
2_MACS_peak_24062_lociStitched	chr6	26353896	26367964	2	14019	30568.3572	2923.3304	296	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.8812	296	1
3_MACS_peak_1792_lociStitched	chr1	156065090	156086179	3	14386	31169.542	4915.8459	297	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	SEMA4A	1.7044000000000001	297	1
3_MACS_peak_19106_lociStitched	chr3	45592834	45618062	3	15199	27541.4076	4500.6752	298		LIMD1	LIMD1	LIMD1	0.2249	298	1
2_MACS_peak_24756_lociStitched	chr6	88625427	88640472	2	14657	28224.42	3431.7645	299			SPACA1	SPACA1	NONE	299	1
2_MACS_peak_5583_lociStitched	chr11	111278132	111294251	2	16104	21995.9874	3333.4092	300		POU2AF1	POU2AF1	POU2AF1	0.9793999999999999	300	1
4_MACS_peak_28432_lociStitched	chr8	145002268	145027689	4	15314	25326.9423	3225.9249	301	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.4857	301	1
3_MACS_peak_21238_lociStitched	chr4	77117352	77136639	3	14206	30249.7308	4275.9279	303	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.38079999999999997	303	1
2_MACS_peak_21330_lociStitched	chr4	84130029	84144369	2	14045	29699.574	3450.204	305			COQ2	COQ2	NONE	305	1
4_MACS_peak_17941_lociStitched	chr21	44843770	44862433	4	15625	24153.6546	3900.567	306	SIK1	C21orf125,C21orf84	SIK1	SIK1	0.9104000000000001	306	1
1_MACS_peak_20361_lociStitched	chr3	178228049	178241630	1	13582	31543.2306	4026.7665	307		KCNMB2	KCNMB2	KCNMB2	0.01999999999999999	307	1
6_MACS_peak_4285_lociStitched	chr10	126406183	126433760	6	15816	22844.7868	4337.8621	308	FAM53B	METTL10	FAM53B	FAM53B	0.2421	308	1
2_MACS_peak_5790_lociStitched	chr11	126056248	126069289	2	12435	33019.812	2900.3184	309		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.34409999999999996	309	1
6_MACS_peak_6452_lociStitched	chr12	48276203	48299234	6	16169	20458.4373	4062.6684	310	VDR		VDR	VDR	0.26270000000000004	310	1
5_MACS_peak_10842_lociStitched	chr16	70826060	70850538	5	15233	25364.1036	4452.5482	311	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.21739999999999998	311	1
1_MACS_peak_11518_lociStitched	chr17	29636071	29651078	1	15008	24815.5752	3133.4616	312	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.6936	312	1
1_MACS_peak_406_lociStitched	chr1	27018400	27031922	1	13523	29594.2492	2770.6578	313	ARID1A		ARID1A	ARID1A	0.36129999999999995	313	1
3_MACS_peak_14757_lociStitched	chr2	42343143	42361699	3	15346	24037.4424	3906.038	314		EML4	EML4	NONE	NONE	314	1
1_MACS_peak_8029_lociStitched	chr13	114556133	114568181	1	12049	33536.8128	2932.4832	315	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.5913	315	1
3_MACS_peak_3668_lociStitched	chr10	74077794	74097426	3	12944	31517.2128	3196.0896	316	DNAJB12	DDIT4	DNAJB12	DDIT4	0.5288999999999999	316	1
3_MACS_peak_11187_lociStitched	chr17	6059912	6074585	3	12268	32569.6581	2522.2887	317			WSCD1	WSCD1	NONE	317	1
4_MACS_peak_6087_lociStitched	chr12	11901302	11920033	4	15432	23228.3131	3626.3216	318	ETV6		ETV6	ETV6	0.1991	318	1
4_MACS_peak_10760_lociStitched	chr16	67562542	67587787	4	15087	25298.0145	4200.768	319	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.7056	319	1
6_MACS_peak_24088_lociStitched	chr6	27094167	27126216	6	15204	26459.6544	5871.3768	320	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.4573999999999999	320	1
1_MACS_peak_18405_lociStitched	chr22	38782045	38795849	1	13805	28244.3644	2481.9592	321	LOC400927	KCNJ4	LOC400927	LOC400927	0.46019999999999994	321	1
1_MACS_peak_11840_lociStitched	chr17	43298148	43309070	1	10923	35061.8044	2222.627	322	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.0312000000000001	322	1
2_MACS_peak_27544_lociStitched	chr8	33409840	33425686	2	12696	31959.7974	3154.9386	323	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.0202	323	1
