GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
NM_004269	chr9(.):134730498-134960253	0.1024
NM_005312	chr9(.):134447156-134617925	0.1202
NM_000368	chr9(.):135761734-135825020	0.1078
NM_022779	chr9(.):135464675-135550788	0.0985
NM_152572	chr9(.):135595964-135759198	0.0944
NM_012087	chr9(.):135901061-135938890	0.1069
NM_207417	chr9(.):135280610-135453675	0.0945
NM_007101	chr9(.):136523683-136610077	0.0759
NM_001134707	chr9(.):136523683-136608479	0.0755
NM_000093	chr9(.):137528651-137741688	0.079
NM_020822	chr9(.):138589030-138689993	0.0708
NM_144653	chr9(.):138898202-138992131	0.0686
NM_017820	chr9(.):140196347-140322714	0.0878
NM_001173989	chr9(.):139697373-139733794	0.0897
NM_016219	chr9(.):139976416-140008639	0.1133
NM_000718	chr9(.):140767240-141024076	0.091
NM_001161808	chr9(.):127208422-127244379	0.0891
NM_004959	chr9(.):127238514-127274699	0.0794
NM_002316	chr9(.):129371721-129468311	0.0908
NM_014064	chr9(.):132383434-132402879	0.1183
NM_017873	chr9(.):132391882-132409444	0.106
NM_016307	chr9(.):132422919-132489951	0.0832
NM_016520	chr9(.):132584563-132602572	0.1324
NM_000113	chr9(.):132570220-132591441	0.1022
NM_006676	chr9(.):132592695-132649107	0.1079
NM_014506	chr9(.):132560431-132578560	0.1108
NM_001008563	chr9(.):132592756-132649107	0.1079
NM_014286	chr9(.):132929856-133004583	0.0882
NM_001128826	chr9(.):132957871-133004583	0.0825
NM_000050	chr9(.):133315093-133381661	0.0855
NM_003934	chr9(.):133449959-133518739	0.1008
NM_021619	chr9(.):133534980-133563384	0.0853
NR_027440	chr9(.):133447736-133459881	0.1306
NM_014285	chr9(.):133564157-133585452	0.1471
NM_198180	chr9(.):133763814-133774225	0.0832
NM_032843	chr9(.):133772824-133819239	0.0849
NM_001145106	chr9(.):133772824-133819455	0.0846
NM_001185095	chr9(.):133966862-134003539	0.0994
NM_032536	chr9(.):135032333-135123220	0.0922
NM_020064	chr9(.):135452992-135470640	0.0841
NM_012204	chr9(.):135540727-135570470	0.1195
NM_001135031	chr9(.):135849097-135872084	0.0962
NM_001042368	chr9(.):135968106-136029588	0.092
NM_021996	chr9(.):136023339-136044301	0.1072
NM_006266	chr9(.):135968106-136001561	0.0813
NM_020469	chr9(.):136125562-136155630	0.0742
NM_014581	chr9(.):136075665-136089628	0.0863
NM_153710	chr9(.):136238283-136276220	0.0974
NM_020385	chr9(.):136266185-136288164	0.11
NM_033161	chr9(.):136223339-136247970	0.1014
NM_017586	chr9(.):136320086-136340909	0.0981
NM_001145099	chr9(.):136331215-136349276	0.0954
NM_001080515	chr9(.):136438536-136450368	0.077
NM_001145320	chr9(.):136392285-136445641	0.0706
NM_014694	chr9(.):136394974-136445641	0.0695
NM_001080483	chr9(.):136374707-136395068	0.0763
NM_000787	chr9(.):136496484-136529466	0.0726
NR_037460	chr9(.):137736020-137747490	0.1015
NR_037469	chr9(.):137736970-137747118	0.1014
NM_015837	chr9(.):137767657-137784366	0.0759
NM_002003	chr9(.):137796430-137814806	0.0732
NM_006334	chr9(.):137962102-137994952	0.0743
NM_014279	chr9(.):137962088-138018030	0.0713
NM_014811	chr9(.):138366647-138385739	0.0924
NM_001048265	chr9(.):138382025-138396761	0.1108
NM_016034	chr9(.):138387482-138401519	0.1149
NM_002297	chr9(.):138408285-138423378	0.0784
NM_182974	chr9(.):138510501-138536386	0.0805
NM_001001676	chr9(.):138550167-138562755	0.0847
NM_001101677	chr9(.):138580254-138596374	0.0618
NM_016172	chr9(.):138819814-138858226	0.0818
NM_152833	chr9(.):139001426-139015731	0.0983
NM_178138	chr9(.):139083095-139101955	0.0673
NM_181701	chr9(.):139093181-139142687	0.0825
NM_014564	chr9(.):139083095-139100004	0.0654
NM_001145638	chr9(.):139216931-139259057	0.0853
NM_001080849	chr9(.):139251351-139263241	0.0888
NM_052813	chr9(.):139253407-139273133	0.0792
NM_001145639	chr9(.):139242508-139259057	0.087
NR_026964	chr9(.):139211997-139226779	0.0506
NM_015597	chr9(.):139216931-139241288	0.0839
NM_003086	chr9(.):139265028-139297889	0.0869
NM_017617	chr9(.):139383895-139445238	0.0894
NM_006412	chr9(.):139562594-139586911	0.0743
NM_016215	chr9(.):139552381-139572130	0.0694
NR_029695	chr9(.):139560053-139570138	0.0588
NM_201446	chr9(.):139552376-139572130	0.0695
NM_178469	chr9(.):139643839-139657731	0.0925
NM_032928	chr9(.):139680776-139692769	0.1433
NM_203347	chr9(.):139649085-139663965	0.1244
NR_002958	chr9(.):139616198-139626331	0.1548
NR_024542	chr9(.):139614045-139627636	0.1337
NM_152421	chr9(.):139602023-139624170	0.107
NM_198946	chr9(.):139633468-139647980	0.0706
NM_001001712	chr9(.):139627618-139642411	0.0801
NR_002975	chr9(.):139615555-139625689	0.1555
NM_001039374	chr9(.):139685789-139707193	0.1243
NR_024580	chr9(.):139693378-139708300	0.121
NR_033913	chr9(.):139635612-139649363	0.0679
NM_004669	chr9(.):139884059-139896024	0.0986
NM_015392	chr9(.):139928908-139945676	0.0969
NM_001246	chr9(.):139937552-139953505	0.0936
NM_183241	chr9(.):139881869-139893428	0.084
NR_027447	chr9(.):139974397-139986269	0.1205
NM_207511	chr9(.):139916915-139936234	0.1008
NM_001606	chr9(.):139896685-139927740	0.077
NM_207309	chr9(.):139966952-139983990	0.1013
NM_207510	chr9(.):139872444-139885210	0.081
NM_004479	chr9(.):139919625-139932292	0.1153
NM_178448	chr9(.):139951578-139970028	0.1034
NM_212533	chr9(.):139896685-139928374	0.0773
NM_001144026	chr9(.):140095118-140118813	0.0987
NM_053045	chr9(.):140093534-140105090	0.124
NM_000832	chr9(.):140028608-140068214	0.0809
NM_001128228	chr9(.):140081068-140100163	0.1385
NM_003731	chr9(.):140078053-140089822	0.1397
NM_001013653	chr9(.):140058211-140069491	0.0698
NM_013366	chr9(.):140064235-140088057	0.1097
NM_031297	chr9(.):140109706-140120775	0.092
NM_013379	chr9(.):139999991-140014195	0.0936
NR_037416	chr9(.):140058637-140068722	0.0751
NM_199001	chr9(.):140114643-140125763	0.1067
NM_001004354	chr9(.):140189082-140201703	0.0809
NM_001178064	chr9(.):140337022-140358786	0.0887
NM_001033113	chr9(.):140323815-140340901	0.0844
NM_006647	chr9(.):140312846-140333858	0.092
NR_030333	chr9(.):140727870-140737968	0.0635
NM_001001671	chrX(.):19373175-19538379	0.0467
NM_021949	chrX(.):152796579-152853387	0.0434
NM_005629	chrX(.):152948751-152967048	0.039
NM_001142806	chrX(.):152949965-152967048	0.0393
NM_001711	chrX(.):152755346-152780004	0.0454
NM_001039582	chrX(.):152930187-152944816	0.0561
NM_001395	chrX(.):152902896-152921781	0.0445
NM_152274	chrX(.):152848382-152869632	0.055
NM_001135740	chrX(.):152930187-152943743	0.0553
NM_022124	chr10(.):73151690-73580704	0.0935
NM_052836	chr10(.):73151690-73412219	0.0908
NM_001171931	chr10(.):73151690-73472264	0.0905
NM_001171930	chr10(.):73151690-73497481	0.0918
NM_001171932	chr10(.):73151690-73382362	0.0908
NM_001146274	chr10(.):114705008-114932436	0.0921
NM_001083914	chr10(.):126671417-126854624	0.0921
NM_001329	chr10(.):126671417-126854103	0.0921
NM_152643	chr10(.):134968970-135044916	0.0688
NM_145306	chr10(.):71385002-71398355	0.0978
NM_003987	chr10(.):102500467-102594698	0.099
NR_029380	chr10(.):102984350-103003616	0.0709
NM_006562	chr10(.):102981732-102993717	0.0732
NM_024326	chr10(.):104174570-104187893	0.1566
NM_002779	chr10(.):104157375-104183901	0.1311
NM_024040	chr10(.):104178001-104197423	0.156
NM_002502	chr10(.):104150431-104167281	0.1304
NM_001077494	chr10(.):104149338-104167281	0.1294
NM_001077493	chr10(.):104149228-104167281	0.1294
NR_030169	chr10(.):104191268-104201341	0.1214
NM_024886	chr10(.):104204593-104216300	0.1138
NM_024789	chr10(.):104216169-104241802	0.1156
NM_022802	chr10(.):126671417-126721453	0.0946
NR_036178	chr10(.):126716351-126726439	0.0985
NM_001083909	chr10(.):134896408-134950179	0.066
NM_014468	chr10(.):135046407-135060433	0.0853
NM_001109	chr10(.):135070919-135095407	0.1179
NM_003577	chr10(.):135038777-135050062	0.0686
NR_030170	chr10(.):135056014-135066124	0.0847
NM_020896	chr11(.):3103345-3191582	0.0868
NM_019009	chr11(.):1290597-1335892	0.0877
NM_003957	chr11(.):1406128-1488328	0.0669
NM_053005	chr11(.):1485684-1790501	0.0911
NM_181798	chr11(.):2477683-2875340	0.0967
NM_000218	chr11(.):2461220-2875340	0.0967
NM_021926	chr11(.):44277277-44336716	0.0846
NM_004200	chr11(.):61277784-61353298	0.0945
NM_006133	chr11(.):61442904-61519474	0.094
NM_015080	chr11(.):64368645-64495660	0.0932
NM_001104	chr11(.):66309390-66335797	0.0985
NR_030691	chr11(.):69926515-70040652	0.0776
NM_018043	chr11(.):69919407-70040652	0.0767
NM_030792	chr11(.):75140684-75241599	0.1043
NM_178537	chr11(.):364794-387117	0.0606
NM_021805	chr11(.):400715-422397	0.0671
NM_007183	chr11(.):389216-409908	0.0752
NM_001135054	chr11(.):400715-419999	0.0683
NM_001012302	chr11(.):412929-447011	0.0807
NR_002585	chr11(.):806680-816814	0.1363
NM_001025239	chr11(.):837823-872116	0.0981
NM_001025234	chr11(.):839080-872116	0.0977
NM_145886	chr11(.):794178-810250	0.1371
NM_021128	chr11(.):834720-847529	0.1073
NM_001142674	chr11(.):862858-915874	0.0856
NM_139029	chr11(.):827951-843835	0.1097
NM_173584	chr11(.):822584-836991	0.1042
NM_024698	chr11(.):785474-801263	0.1183
NM_001004	chr11(.):804935-817876	0.1301
NM_001025237	chr11(.):839445-872116	0.0982
NM_020376	chr11(.):813900-830571	0.1203
NM_001191060	chr11(.):785474-802995	0.1173
NM_001191061	chr11(.):785474-803269	0.118
NM_001025235	chr11(.):837940-872116	0.0983
NM_005961	chr11(.):1007823-1041706	0.0922
NM_002457	chr11(.):1069874-1109417	0.0854
NM_002458	chr11(.):1239294-1288406	0.0751
NR_029409	chr11(.):1325937-1336937	0.1181
NM_001172223	chr11(.):1485684-1512948	0.0789
NM_004420	chr11(.):1570280-1598150	0.0738
NM_001001480	chr11(.):1646032-1657159	0.1031
NM_001004325	chr11(.):1613406-1624524	0.0963
NM_001012709	chr11(.):1637187-1648368	0.1004
NR_021489	chr11(.):1588970-1625414	0.09
NR_026643	chr11(.):1681828-1694086	0.0863
NM_001012708	chr11(.):1623794-1634693	0.0995
NM_001005922	chr11(.):1600571-1611513	0.0804
NM_001909	chr11(.):1768984-1790222	0.0791
NR_026642	chr11(.):1699499-1711859	0.0829
NM_001012416	chr11(.):1713424-1723985	0.1095
NM_001170820	chr11(.):1751029-1774349	0.0881
NM_138567	chr11(.):1850673-1863750	0.0806
NM_002339	chr11(.):1869199-1918493	0.0938
NM_001042782	chr11(.):1935798-1964936	0.0831
NM_001145829	chr11(.):1855718-1867910	0.0833
NM_001013253	chr11(.):1884902-1918493	0.0806
NM_001145841	chr11(.):1856431-1867910	0.086
NM_001013255	chr11(.):1887153-1918493	0.083
NM_003282	chr11(.):1855232-1867910	0.0829
NM_001013254	chr11(.):1887098-1918493	0.0828
NR_036185	chr11(.):1875693-1885766	0.0896
NR_030533	chr11(.):2012988-2023061	0.096
NM_021134	chr11(.):1963501-1982839	0.0851
NR_024471	chr11(.):1999438-2016150	0.0803
NR_002196	chr11(.):2011405-2024065	0.1039
NM_001127598	chr11(.):2145346-2167341	0.0612
NM_199292	chr11(.):2180158-2198035	0.0651
NM_001185098	chr11(.):2176008-2187439	0.0768
NR_028044	chr11(.):2156757-2174896	0.0792
NR_003512	chr11(.):2145341-2187439	0.0738
NM_001042376	chr11(.):2162852-2187439	0.0825
NM_001007139	chr11(.):2145346-2175833	0.0727
NM_000612	chr11(.):2145346-2165204	0.0633
NR_030158	chr11(.):2150363-2160439	0.0583
NR_024621	chr11(.):2312506-2328143	0.0884
NM_005170	chr11(.):2284727-2297182	0.0905
NM_139022	chr11(.):2318242-2344430	0.0742
NM_004356	chr11(.):2393546-2423649	0.0829
NM_005706	chr11(.):2418522-2430106	0.1041
NM_014555	chr11(.):2420745-2449275	0.092
NM_002555	chr11(.):2918511-2951476	0.093
NM_001122631	chr11(.):2899447-2911995	0.1069
NM_003311	chr11(.):2944502-2955650	0.1208
NR_002982	chr11(.):2980000-2990123	0.1151
NR_024627	chr11(.):2886262-2898336	0.0813
NM_007105	chr11(.):2904326-2930175	0.1186
NM_183233	chr11(.):2915950-2951476	0.0937
NR_027138	chr11(.):3234561-3249361	0.1134
NM_001164377	chr11(.):3234173-3245043	0.1204
NM_001039165	chr11(.):3244040-3258616	0.0959
NM_145017	chr11(.):61243584-61263400	0.1064
NM_001145077	chr11(.):61271271-61283490	0.097
NR_002775	chr11(.):61377507-61411921	0.0905
NM_001127392	chr11(.):61515120-61560989	0.1003
NM_013402	chr11(.):61562096-61589529	0.1137
NM_013279	chr11(.):61517860-61560989	0.0986
NM_014206	chr11(.):61551601-61565085	0.1297
NM_004111	chr11(.):61555149-61569710	0.1348
NR_031729	chr11(.):61577632-61587712	0.129
NR_026882	chr11(.):61516500-61530136	0.0985
NR_030342	chr11(.):61554966-61565033	0.1433
NM_032251	chr11(.):64102689-64130006	0.1062
NM_001006944	chr11(.):64121624-64144687	0.0881
NR_031602	chr11(.):64131073-64141175	0.086
NM_018484	chr11(.):64318097-64343999	0.1001
NM_138734	chr11(.):64368645-64415787	0.078
NM_144585	chr11(.):64353281-64374820	0.0917
NM_004630	chr11(.):64527075-64551316	0.1213
NM_001164716	chr11(.):64508860-64533187	0.0989
NM_001098671	chr11(.):64489382-64516630	0.1182
NM_001178030	chr11(.):64527075-64550938	0.122
NM_001178031	chr11(.):64527075-64550232	0.1234
NM_001098670	chr11(.):64489382-64517329	0.1181
NM_153819	chr11(.):64489382-64517928	0.1175
NM_207340	chr11(.):66301734-66318671	0.1083
NM_024649	chr11(.):66273118-66306084	0.0939
NM_005125	chr11(.):66355689-66378490	0.1152
NM_003793	chr11(.):66325934-66341047	0.0865
NM_006328	chr11(.):66379052-66402397	0.1447
NM_018219	chr11(.):66352639-66365554	0.1375
NM_198923	chr11(.):68742489-68753455	0.0776
NM_001098515	chr11(.):68766861-68785850	0.0904
NM_139075	chr11(.):68811349-68863072	0.0914
NM_002007	chr11(.):69582796-69595171	0.0781
NM_005247	chr11(.):69619735-69639192	0.0671
NM_003824	chr11(.):70044268-70058508	0.1016
NM_001005	chr11(.):75105561-75121733	0.1428
NR_000005	chr11(.):75106434-75116582	0.1644
NR_000025	chr11(.):75110464-75120610	0.1758
NM_001039548	chr11(.):75128437-75146674	0.1068
NM_001142349	chr11(.):117999091-118021184	0.1093
NM_174934	chr11(.):117999091-118028630	0.1061
NM_004588	chr11(.):118028518-118052337	0.1021
NM_153206	chr11(.):118059441-118089074	0.1252
NM_015232	chr12(.):181541-285494	0.094
NM_001170738	chr12(.):171048-292625	0.0998
NM_172364	chr12(.):1896122-2032870	0.0931
NM_001168320	chr12(.):3181520-3400730	0.091
NM_014262	chr12(.):6932571-6954018	0.1255
NM_006897	chr12(.):54388876-54402120	0.1061
NM_002332	chr12(.):57517281-57612125	0.1052
NR_026823	chr12(.):142945-154412	0.1171
NM_001163926	chr12(.):1924432-1950918	0.0762
NM_014449	chr12(.):6925962-6941583	0.0918
NM_001195017	chr12(.):6893691-6934976	0.0888
NM_000616	chr12(.):6893637-6934976	0.0891
NM_002286	chr12(.):6876669-6892621	0.1211
NR_027483	chr12(.):6972277-6985110	0.1488
NM_001159287	chr12(.):6971583-6985110	0.1457
NM_031299	chr12(.):6952971-6965456	0.1747
NM_001146316	chr12(.):6975099-6987449	0.1525
NM_001098536	chr12(.):6956284-6980795	0.1489
NM_000365	chr12(.):6971692-6985110	0.1466
NM_032641	chr12(.):6975099-6987521	0.1527
NM_002075	chr12(.):6944374-6961557	0.1508
NR_002803	chr12(.):6988144-6998768	0.1025
NM_003481	chr12(.):6956290-6980795	0.1489
NM_001143781	chr12(.):49310741-49323664	0.1503
NM_016594	chr12(.):49310741-49324330	0.1479
NM_015086	chr12(.):49383932-49398088	0.1317
NM_002733	chr12(.):49391054-49417592	0.1162
NM_001659	chr12(.):49324991-49356252	0.1183
NM_003394	chr12(.):49354122-49370641	0.1174
NM_005430	chr12(.):49367235-49381396	0.1275
NM_001130015	chr12(.):52276792-52290505	0.12
NM_001013690	chr12(.):52206675-52221208	0.0838
NM_005556	chr12(.):52621953-52647709	0.095
NR_027358	chr12(.):52599713-52622597	0.0867
NM_002281	chr12(.):52674696-52690299	0.077
NM_182507	chr12(.):52557779-52590784	0.0972
NM_002283	chr12(.):52748789-52766309	0.1061
NM_002282	chr12(.):52703084-52720182	0.096
NM_002284	chr12(.):52690648-52707947	0.0892
NM_014212	chr12(.):54361909-54375203	0.0881
NM_017409	chr12(.):54373945-54389062	0.0948
NR_029617	chr12(.):54380521-54390631	0.107
NM_173860	chr12(.):54343713-54355350	0.1057
NR_003716	chr12(.):54351095-54367515	0.0869
NM_017410	chr12(.):54327575-54345328	0.0882
NM_153693	chr12(.):54405641-54429607	0.0991
NM_018953	chr12(.):54421831-54434144	0.1008
NM_153633	chr12(.):54442660-54454814	0.0963
NR_026658	chr12(.):54467622-54480607	0.1106
NM_004503	chr12(.):54417193-54429607	0.0882
NM_022658	chr12(.):54397889-54411545	0.1077
NR_026655	chr12(.):54447037-54521018	0.0993
NR_003084	chr12(.):54405641-54434144	0.1015
NM_014620	chr12(.):54405641-54454814	0.0989
NR_030753	chr12(.):54422733-54432829	0.0979
NM_001127322	chr12(.):54619730-54658329	0.1023
NM_001127321	chr12(.):54619730-54658370	0.1023
NM_014311	chr12(.):54570251-54587757	0.1334
NM_020142	chr12(.):57623685-57639475	0.1344
NM_001166357	chr12(.):57619142-57633718	0.1253
NR_029416	chr12(.):57618827-57633718	0.125
NR_029417	chr12(.):57618355-57633718	0.1244
NR_029415	chr12(.):57619110-57633718	0.1251
NM_007224	chr12(.):57605577-57625232	0.1291
NM_145064	chr12(.):57632241-57649969	0.1257
NR_031597	chr12(.):57583286-57593359	0.1156
NM_001112732	chr13(.):113617756-113757862	0.0876
NM_019616	chr13(.):113755104-113779995	0.0739
NM_024979	chr13(.):113628654-113757862	0.0876
NR_034002	chr13(.):113616797-113627952	0.088
NM_000504	chr13(.):113772112-113808843	0.0823
NM_024719	chr13(.):113973504-114023463	0.0818
NM_138430	chr13(.):114071583-114112839	0.097
NM_199162	chr13(.):114071259-114108457	0.0962
NM_025055	chr15(.):74523666-74633482	0.09
NM_000057	chr15(.):91255578-91363686	0.1036
NR_036195	chr15(.):42153692-42163749	0.0876
NM_005090	chr15(.):42115282-42145346	0.1
NM_001114633	chr15(.):42126010-42145346	0.0836
NM_016642	chr15(.):42135343-42191275	0.096
NM_001130137	chr15(.):74416995-74434143	0.0814
NM_001130138	chr15(.):74417589-74434143	0.082
NM_001130136	chr15(.):74416714-74434143	0.0811
NR_027073	chr15(.):74413713-74426619	0.0764
NM_020851	chr15(.):74417742-74434143	0.0828
NM_001142617	chr15(.):74466807-74506371	0.0825
NM_022369	chr15(.):74466807-74500220	0.0821
NM_001142618	chr15(.):74466807-74500556	0.0819
NM_005545	chr15(.):74461086-74474212	0.0839
NM_201526	chr15(.):74461904-74474212	0.0817
NM_001142620	chr15(.):74481728-74506371	0.0857
NM_001199041	chr15(.):74466807-74505395	0.0835
NM_001199040	chr15(.):74466807-74507046	0.0819
NM_000781	chr15(.):74625102-74665081	0.0943
NM_182791	chr15(.):74605899-74633482	0.0885
NM_001099773	chr15(.):74625102-74663553	0.0947
NR_027024	chr15(.):78201558-78224188	0.1102
NM_001126131	chr15(.):89854535-89883026	0.1198
NR_029692	chr15(.):89906247-89916337	0.0824
NR_015411	chr15(.):89916272-89946718	0.094
NM_022493	chr16(.):774768-795997	0.1091
NM_022773	chr16(.):898634-1025984	0.0791
NR_033645	chr16(.):898634-1036318	0.0778
NM_001193388	chr16(.):1408205-1469705	0.0924
NM_014714	chr16(.):1555427-1667109	0.0924
NM_001009606	chr16(.):1956464-1973231	0.0824
NM_024507	chr16(.):3009216-3023381	0.1319
NM_001089	chr16(.):2320878-2395747	0.0931
NM_020764	chr16(.):2222183-2251465	0.0776
NM_001098514	chr16(.):5089122-5121111	0.0825
NM_032259	chr16(.):729701-745400	0.1073
NM_001031737	chr16(.):767581-781473	0.1119
NM_138418	chr16(.):686848-703474	0.1251
NM_023933	chr16(.):766157-777590	0.1123
NM_032304	chr16(.):772265-784715	0.1062
NM_138769	chr16(.):713132-729171	0.0846
NM_005861	chr16(.):725114-737768	0.0938
NM_003961	chr16(.):721074-733267	0.0915
NM_207112	chr16(.):771957-784715	0.105
NM_145294	chr16(.):694362-722829	0.1033
NM_153350	chr16(.):737499-760825	0.0829
NM_001005920	chr16(.):726666-739439	0.1023
NM_024042	chr16(.):760172-772480	0.1124
NM_005823	chr16(.):805764-823865	0.0726
NM_058192	chr16(.):829973-843383	0.0859
NM_022092	chr16(.):833621-853074	0.0762
NM_016541	chr16(.):843040-855733	0.0522
NM_013404	chr16(.):806072-823865	0.071
NM_001013638	chr16(.):850442-868861	0.0851
NR_030384	chr16(.):815182-825277	0.0652
NM_001025190	chr16(.):814427-837926	0.0786
NM_001177355	chr16(.):805765-823865	0.0722
NR_036442	chr16(.):1020760-1036318	0.0627
NM_014587	chr16(.):1026807-1041979	0.0616
NR_027242	chr16(.):1109081-1133731	0.0621
NM_001053	chr16(.):1123780-1136454	0.06
NM_207419	chr16(.):1133225-1151244	0.0828
NM_001172560	chr16(.):1117755-1136454	0.0564
NM_021098	chr16(.):1198240-1276772	0.0637
NM_024164	chr16(.):1273335-1285185	0.0635
NM_003294	chr16(.):1285677-1297555	0.0947
NM_012467	chr16(.):1266650-1280254	0.0523
NM_012217	chr16(.):1301272-1313494	0.0818
NM_003345	chr16(.):1354637-1380390	0.0905
NM_194261	chr16(.):1354179-1380390	0.0906
NM_023076	chr16(.):1408205-1434684	0.0843
NM_194260	chr16(.):1354360-1380390	0.0898
NM_001199097	chr16(.):1378605-1404442	0.1139
NM_003933	chr16(.):1379504-1404442	0.1151
NM_001199096	chr16(.):1381197-1404442	0.1182
NM_001287	chr16(.):1489934-1530085	0.0787
NM_016111	chr16(.):1538351-1565460	0.081
NM_001143980	chr16(.):1479388-1499490	0.0648
NM_001010878	chr16(.):1464943-1484345	0.1039
NM_001013658	chr16(.):1530939-1543468	0.0944
NM_024600	chr16(.):1579230-1610243	0.0961
NM_152764	chr16(.):1878988-1927102	0.106
NM_001163560	chr16(.):1878983-1927179	0.1061
NR_033914	chr16(.):1923285-1939232	0.0996
NM_002952	chr16(.):2007061-2019827	0.1304
NR_002327	chr16(.):2007334-2017467	0.1447
NR_002326	chr16(.):2007973-2018107	0.1392
NM_004548	chr16(.):2004516-2016976	0.1274
NM_016332	chr16(.):1983233-1998294	0.1036
NM_005061	chr16(.):1989579-2009679	0.1052
NM_006453	chr16(.):2017063-2033751	0.1238
NR_003142	chr16(.):2009996-2020505	0.1172
NR_003020	chr16(.):2010184-2020311	0.1165
NM_174903	chr16(.):2011874-2023976	0.1335
NM_014353	chr16(.):2193650-2209141	0.1393
NR_002736	chr16(.):2200023-2210106	0.1577
NM_000296	chr16(.):2133710-2190899	0.081
NM_032271	chr16(.):2200798-2233130	0.1006
NR_037467	chr16(.):2180977-2191130	0.1104
NM_022372	chr16(.):2250177-2264418	0.124
NM_004424	chr16(.):2268566-2290743	0.0913
NM_001374	chr16(.):2281467-2293712	0.0682
NM_182563	chr16(.):2254253-2266069	0.1422
NM_001919	chr16(.):2284872-2306602	0.0993
NR_030636	chr16(.):2316747-2326841	0.1242
NM_001042371	chr16(.):2256602-2269822	0.1116
NM_001199174	chr16(.):2250731-2264418	0.1239
NR_037448	chr16(.):2315713-2325773	0.1378
NM_006711	chr16(.):2298099-2322858	0.1403
NM_080594	chr16(.):2298099-2323413	0.1406
NR_003574	chr16(.):2385922-2481700	0.0948
NM_007108	chr16(.):2816414-2832297	0.1233
NM_145252	chr16(.):2875172-2887285	0.0775
NM_006799	chr16(.):2862163-2876718	0.0865
NM_152891	chr16(.):2828953-2841708	0.0924
NM_001135086	chr16(.):2843485-2860133	0.0842
NM_022119	chr16(.):2897727-2913171	0.0842
NR_026864	chr16(.):2884573-2897752	0.0883
NM_001142499	chr16(.):2928195-2954383	0.1079
NM_001012634	chr16(.):3110638-3124668	0.0861
NM_001012632	chr16(.):3110662-3124668	0.0861
NM_020982	chr16(.):3057456-3069506	0.081
NM_004221	chr16(.):3110312-3124668	0.0871
NM_001142350	chr16(.):3069031-3082756	0.1202
NM_032805	chr16(.):3133894-3147861	0.0825
NM_017885	chr16(.):3067625-3079287	0.1148
NM_152341	chr16(.):3014341-3028485	0.1093
NM_001012636	chr16(.):3110784-3124668	0.0864
NM_001012635	chr16(.):3110611-3124668	0.0862
NM_001103175	chr16(.):3072867-3090542	0.1199
NM_016639	chr16(.):3065312-3077383	0.1005
NM_021195	chr16(.):3059712-3073188	0.0906
NM_022468	chr16(.):3091681-3115724	0.0943
NR_033861	chr16(.):3034054-3049510	0.0745
NM_004203	chr16(.):3017791-3035540	0.1266
NM_003223	chr16(.):4302186-4328001	0.1156
NM_138440	chr16(.):4416848-4438529	0.0728
NM_016069	chr16(.):4385251-4406300	0.1028
NM_032575	chr16(.):4377224-4394598	0.0951
NM_014692	chr16(.):5003317-5074156	0.0933
NM_016256	chr16(.):5069844-5088942	0.0783
NM_019109	chr16(.):5116809-5142380	0.1094
NM_178518	chr17(.):7333761-7345998	0.1244
NM_021962	chr17(.):901758-1088131	0.1084
NM_001159746	chr17(.):901758-1095616	0.1096
NM_025248	chr17(.):36681258-36767183	0.1007
NM_002055	chr17(.):42977992-42997914	0.1018
NM_153209	chr17(.):72317350-72356959	0.0838
NM_173628	chr17(.):76414777-76578476	0.0861
NM_020761	chr17(.):78513624-78945173	0.0983
NM_022463	chr17(.):697584-888010	0.0888
NM_001092	chr17(.):901758-1017324	0.1145
NM_001190413	chr17(.):57179-207633	0.0889
NM_015721	chr17(.):642660-660501	0.1163
NM_001105538	chr17(.):4437190-4463681	0.0894
NM_001197216	chr17(.):7071750-7087883	0.1033
NM_153357	chr17(.):6939948-6952242	0.1262
NM_018081	chr17(.):7586666-7611820	0.1207
NM_001143991	chr17(.):7585757-7611820	0.1188
NM_020877	chr17(.):7618038-7742058	0.1033
NM_001143990	chr17(.):7584388-7611820	0.1181
NM_012138	chr17(.):35301174-35419171	0.1003
NM_004382	chr17(.):43856645-43918194	0.0908
NM_003110	chr17(.):45968515-46011323	0.1163
NM_002507	chr17(.):47567654-47597382	0.107
NM_003786	chr17(.):48707217-48774063	0.098
NM_022827	chr17(.):48619561-48638213	0.1135
NM_030779	chr17(.):61595694-61628602	0.1064
NM_178128	chr17(.):72868472-72894705	0.099
NM_181449	chr17(.):72601021-72624897	0.0905
NM_001003716	chr17(.):73639944-73668269	0.134
NM_004259	chr17(.):73617949-73668265	0.1245
NM_006456	chr17(.):74556460-74587145	0.0933
NM_024419	chr17(.):76369734-76425639	0.0999
NM_001082575	chr17(.):77080426-77483563	0.0839
NM_019020	chr17(.):77908818-78014647	0.0912
NR_029376	chr17(.):78320630-78393968	0.0977
NM_014740	chr17(.):78104012-78125982	0.1197
NM_001009811	chr17(.):79158392-79201751	0.0812
NM_017451	chr17(.):79003946-79096232	0.0874
NM_017450	chr17(.):79003946-79089312	0.0898
NM_178520	chr17(.):79280071-79309474	0.0918
NM_001080519	chr17(.):79368539-79438358	0.0805
NM_024083	chr17(.):79930425-79980282	0.1055
