#27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_ROSE/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam
#Using cutoff of 11276.0776 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuperStretch
12_MACS_peak_19557_lociStitched	chr19	36338855	36360873	12	20295	22264.6016	1724.0094	263	1
5_MACS_peak_34995_lociStitched	chr9	133899413	133917705	5	17804	25863.0588	1505.4316	264	1
3_MACS_peak_17129_lociStitched	chr19	3728397	3746738	3	17621	27172.1915	2586.081	265	1
10_MACS_peak_27810_lociStitched	chr3	50535381	50557398	10	19765	23252.1537	1961.7147	266	1
15_MACS_peak_3613_lociStitched	chr1	23224884	23247169	15	20272	21883.87	1660.2325	267	1
10_MACS_peak_26178_lociStitched	chr22	42795006	42815858	10	19041	23679.5312	1405.4248	268	1
4_MACS_peak_24722_lociStitched	chr21	46439098	46455876	4	15965	28463.877	2164.362	269	1
4_MACS_peak_19039_lociStitched	chr19	18319681	18339307	4	18934	24424.557	2060.73	270	1
3_MACS_peak_20098_lociStitched	chr19	42468395	42487397	3	18500	24613.2906	1641.7728	271	1
4_MACS_peak_9810_lociStitched	chr13	113627155	113645848	4	18567	24442.9668	1721.6253	272	1
6_MACS_peak_26140_lociStitched	chr22	42696405	42716219	6	19102	23160.5846	1545.492	273	1
1_MACS_peak_31993_lociStitched	chr7	151077884	151094639	1	16756	26975.55	2054.163	274	1
7_MACS_peak_34870_lociStitched	chr9	133250419	133270250	7	19182	22726.326	1519.0546	275	1
3_MACS_peak_14071_lociStitched	chr17	36334274	36350408	3	16115	30746.5638	5301.6324	276	1
2_MACS_peak_36436_lociStitched	chr9	140317871	140334328	2	16251	26696.5454	1435.0504	277	1
7_MACS_peak_18990_lociStitched	chr19	18070321	18089581	7	18651	23643.576	1669.842	278	1
8_MACS_peak_34518_lociStitched	chr9	127245766	127265384	8	18461	23931.9982	1742.0784	279	1
4_MACS_peak_11372_lociStitched	chr16	2325247	2342171	4	16651	26166.1964	1491.0044	280	1
8_MACS_peak_23957_lociStitched	chr20	61745615	61765744	8	18922	22943.0342	1551.9459	281	1
5_MACS_peak_28070_lociStitched	chr3	195530039	195547928	5	17364	25999.8726	2463.3153	282	1
6_MACS_peak_28387_lociStitched	chr4	3859639	3878723	6	18388	23650.8012	1664.1248	283	1
8_MACS_peak_7367_lociStitched	chr11	61515418	61534923	8	18406	23454.7625	1589.6575	284	1
6_MACS_peak_23925_lociStitched	chr20	61651927	61670970	6	18035	24114.1509	1711.9657	285	1
12_MACS_peak_1704_lociStitched	chr1	9682798	9704443	12	19066	22805.172	2129.868	286	1
6_MACS_peak_20090_lociStitched	chr19	42424168	42442685	6	17562	24683.161	1790.5939	287	1
4_MACS_peak_34764_lociStitched	chr9	132500634	132519485	4	18560	23324.3423	2003.8613	288	1
7_MACS_peak_17799_lociStitched	chr19	7851269	7871697	7	19204	22891.6168	2721.0096	289	1
7_MACS_peak_7527_lociStitched	chr11	64321181	64340347	7	18287	23110.3628	1585.0282	290	1
5_MACS_peak_11255_lociStitched	chr16	1091733	1109447	5	16715	24847.4278	1114.2106	291	1
11_MACS_peak_13732_lociStitched	chr17	18982423	19004431	11	20822	19014.912	2335.0488	292	1
10_MACS_peak_464_lociStitched	chr1	2832800	2852446	10	18681	21869.9272	1165.0078	293	1
8_MACS_peak_11315_lociStitched	chr16	1475635	1493603	8	16335	25295.3504	1270.3376	294	1
14_MACS_peak_15951_lociStitched	chr17	77525276	77546125	14	18962	21543.2717	1517.8072	295	1
3_MACS_peak_3446_lociStitched	chr1	22907775	22925887	3	17676	23491.264	1436.2816	296	1
4_MACS_peak_36315_lociStitched	chr9	139597609	139614710	4	16456	25005.0822	1340.7184	297	1
9_MACS_peak_28454_lociStitched	chr4	6365735	6385917	9	19166	21025.6076	1667.0332	298	1
10_MACS_peak_6950_lociStitched	chr11	2305856	2325952	10	18578	21896.6016	1563.4688	299	1
5_MACS_peak_26146_lociStitched	chr22	42720789	42739428	5	17928	22832.775	1472.481	300	1
9_MACS_peak_35469_lociStitched	chr9	136514591	136533435	9	18148	22309.4116	1305.8892	301	1
2_MACS_peak_1231_lociStitched	chr1	6555494	6570981	2	15244	26129.6664	1263.7392	302	1
5_MACS_peak_17879_lociStitched	chr19	8202883	8220345	5	17034	24380.4444	1995.9066	303	1
1_MACS_peak_4751_lociStitched	chr1	155088898	155104230	1	15333	26755.8732	2261.47	304	1
8_MACS_peak_15347_lociStitched	chr17	72873472	72893484	8	18393	21979.1796	1745.0464	305	1
10_MACS_peak_35086_lociStitched	chr9	134999904	135019600	10	18613	21549.3936	1904.6032	306	1
3_MACS_peak_648_lociStitched	chr1	3268920	3287197	3	17792	22286.9738	1321.4271	307	1
5_MACS_peak_15774_lociStitched	chr17	77017660	77035242	5	16578	24247.3362	1564.798	308	1
9_MACS_peak_36166_lociStitched	chr9	138623843	138643716	9	17977	21367.4496	908.1961	309	1
6_MACS_peak_29143_lociStitched	chr4	8591678	8609402	6	17485	22438.584	1354.1136	310	1
2_MACS_peak_85_lociStitched	chr1	1133499	1149217	2	15460	24736.9884	1152.1294	311	1
6_MACS_peak_26228_lociStitched	chr22	42929881	42947945	6	17518	23826.416	3085.3312	312	1
3_MACS_peak_11300_lociStitched	chr16	1287234	1304731	3	17223	22634.1192	1767.197	313	1
11_MACS_peak_17699_lociStitched	chr19	7542826	7562448	11	18395	21692.121	2756.891	314	1
4_MACS_peak_17074_lociStitched	chr19	3360314	3377072	4	16076	24401.3238	1927.17	315	1
6_MACS_peak_17873_lociStitched	chr19	8183160	8201706	6	17347	22952.5296	2292.2856	316	1
1_MACS_peak_24714_lociStitched	chr21	46343709	46356964	1	13256	27246.978	1680.734	317	1
5_MACS_peak_21477_lociStitched	chr19	55996094	56013620	5	16719	22471.8372	1251.3564	318	1
2_MACS_peak_7821_lociStitched	chr11	68768594	68783949	2	15281	24360.7075	1374.2725	319	1
8_MACS_peak_33858_lociStitched	chr8	143531638	143549720	8	17255	21407.2798	1166.289	320	1
3_MACS_peak_6593_lociStitched	chr11	843074	858636	3	15339	24214.472	1353.894	321	1
2_MACS_peak_16376_lociStitched	chr17	79759034	79772614	2	13506	26088.538	1378.37	322	1
9_MACS_peak_26359_lociStitched	chr22	44230969	44249392	9	17190	21449.8989	1400.148	323	1
8_MACS_peak_26466_lociStitched	chr22	44700155	44719030	8	17476	21245.7	1691.2	324	1
3_MACS_peak_24364_lociStitched	chr21	43159088	43175940	3	16284	23353.5016	2114.926	325	1
11_MACS_peak_15218_lociStitched	chr17	72361389	72381164	11	18160	19881.785	1698.6725	326	1
15_MACS_peak_13777_lociStitched	chr17	19108371	19129154	15	19404	17567.8699	2151.0405	327	1
7_MACS_peak_527_lociStitched	chr1	2986306	3004588	7	17146	20777.493	1085.9508	328	1
6_MACS_peak_5942_lociStitched	chr10	102974613	102991680	6	16173	22415.7978	1440.4548	329	1
2_MACS_peak_25074_lociStitched	chr22	20176767	20192066	2	15185	23457.9567	1193.322	330	1
10_MACS_peak_2312_lociStitched	chr1	17535019	17553645	10	17648	19996.8736	1462.141	331	1
5_MACS_peak_28373_lociStitched	chr4	3821017	3838268	5	16979	20556.2916	1097.1636	332	1
4_MACS_peak_14771_lociStitched	chr17	48676231	48692209	4	15863	22311.6792	1299.0114	333	1
5_MACS_peak_13579_lociStitched	chr17	7964389	7981170	5	15998	22486.54	1713.3401	334	1
2_MACS_peak_14005_lociStitched	chr17	34742392	34757629	2	15133	25869.3786	3955.5252	335	1
12_MACS_peak_6726_lociStitched	chr11	1593603	1613734	12	17303	20680.5763	2079.5323	336	1
5_MACS_peak_6926_lociStitched	chr11	2209137	2226575	5	16835	20674.4928	1354.9326	337	1
13_MACS_peak_2451_lociStitched	chr1	17883724	17903002	13	17616	19322.3394	1359.099	338	1
7_MACS_peak_23749_lociStitched	chr20	60469102	60486100	7	16678	21069.021	1614.81	339	1
4_MACS_peak_7349_lociStitched	chr11	61448178	61464999	4	16476	21260.0619	1505.4795	340	1
11_MACS_peak_17938_lociStitched	chr19	8391733	8410043	11	16135	22285.101	2123.96	341	1
2_MACS_peak_14069_lociStitched	chr17	36283547	36297247	2	13678	27263	4014.1	342	1
2_MACS_peak_687_lociStitched	chr1	3371792	3386803	2	14816	22858.7508	947.1941	343	1
3_MACS_peak_16708_lociStitched	chr19	664920	680031	3	14714	23796.8028	1822.3866	344	1
6_MACS_peak_16818_lociStitched	chr19	2299490	2316085	6	16037	22184.196	2042.8445	345	1
15_MACS_peak_33051_lociStitched	chr8	7424802	7444193	15	17113	20527.3126	2142.7055	346	1
4_MACS_peak_14001_lociStitched	chr17	34576768	34592430	4	15636	24669.2162	4062.7228	347	1
8_MACS_peak_6545_lociStitched	chr11	380123	397464	8	16009	21310.3549	1283.234	348	1
4_MACS_peak_14008_lociStitched	chr17	34793639	34808548	4	14512	25850.7151	3873.3582	349	1
4_MACS_peak_34947_lociStitched	chr9	133529710	133544545	4	14359	23285.016	1124.493	350	1
5_MACS_peak_6711_lociStitched	chr11	1463373	1479183	5	15545	21572.745	1136.739	351	1
4_MACS_peak_3435_lociStitched	chr1	22872360	22889720	4	16667	20111.56	1421.784	352	1
2_MACS_peak_31876_lociStitched	chr7	128482380	128497564	2	15172	22709.1904	1945.0704	353	1
4_MACS_peak_17208_lociStitched	chr19	4223835	4239145	4	15087	22767.501	2025.513	354	1
11_MACS_peak_7301_lociStitched	chr11	61360811	61379686	11	17170	19222.3	1732.725	355	1
13_MACS_peak_12886_lociStitched	chr17	144811	162745	13	16120	21135.219	1987.0872	356	1
2_MACS_peak_35121_lociStitched	chr9	135101005	135116586	2	15368	21353.7605	1219.9923	357	1
6_MACS_peak_7603_lociStitched	chr11	64501234	64516748	6	14699	22630.2718	1628.97	358	1
4_MACS_peak_35070_lociStitched	chr9	134706643	134723280	4	15957	20470.1648	1420.7998	359	1
12_MACS_peak_27745_lociStitched	chr3	50415734	50433556	12	16758	19299.4438	1644.9706	360	1
4_MACS_peak_9910_lociStitched	chr13	114051665	114067054	4	14923	21612.3116	1215.731	361	1
5_MACS_peak_11050_lociStitched	chr15	89900019	89916534	5	15999	20615.6745	1806.741	362	1
3_MACS_peak_295_lociStitched	chr1	2301315	2316310	3	14617	22224.0895	1454.515	363	1
12_MACS_peak_35798_lociStitched	chr9	137820394	137837815	12	16624	18847.7799	1188.1122	364	1
8_MACS_peak_10766_lociStitched	chr15	74588624	74605760	8	16576	19427.0832	1777.0032	365	1
3_MACS_peak_17110_lociStitched	chr19	3581574	3596677	3	14867	22376.6048	2227.6925	366	1
3_MACS_peak_9814_lociStitched	chr13	113646809	113662574	3	15550	20431.44	1308.495	367	1
6_MACS_peak_2901_lociStitched	chr1	19037982	19055600	6	16895	18423.1426	1590.9054	368	1
4_MACS_peak_11168_lociStitched	chr16	818448	833878	4	14827	21268.712	1257.545	369	1
3_MACS_peak_14558_lociStitched	chr17	46691074	46707053	3	15911	20155.9106	1749.7005	370	1
3_MACS_peak_26910_lociStitched	chr22	45969665	45984637	3	14859	21225.8044	1307.0556	371	1
3_MACS_peak_27661_lociStitched	chr3	48616449	48632658	3	15619	20163.996	1361.556	372	1
9_MACS_peak_18446_lociStitched	chr19	14287236	14304749	9	16431	18843.988	1497.3615	373	1
2_MACS_peak_16293_lociStitched	chr17	79096504	79111545	2	14766	20881.4203	977.665	374	1
5_MACS_peak_14539_lociStitched	chr17	45922843	45938850	5	15343	20605.8111	1562.2832	375	1
15_MACS_peak_29239_lociStitched	chr4	8850291	8869490	15	16879	17701.478	1311.2917	376	1
5_MACS_peak_25046_lociStitched	chr22	19748699	19763397	5	13936	21930.8858	1128.8064	377	1
4_MACS_peak_6892_lociStitched	chr11	2111396	2127219	4	15765	19272.414	1126.5976	378	1
5_MACS_peak_31070_lociStitched	chr7	2714225	2731283	5	16043	19106.6658	1466.988	379	1
4_MACS_peak_24369_lociStitched	chr21	43180213	43196322	4	15263	21136.6189	2279.4235	380	1
4_MACS_peak_24062_lociStitched	chr20	62170184	62184925	4	14042	21804.8872	1314.8972	381	1
4_MACS_peak_26156_lociStitched	chr22	42749460	42765348	4	15615	19469.1552	1258.3296	382	1
4_MACS_peak_7034_lociStitched	chr11	3211758	3227073	4	14594	20894.2545	1287.9915	383	1
3_MACS_peak_15503_lociStitched	chr17	74905529	74921048	3	15002	20202.6342	1337.7378	384	1
7_MACS_peak_35663_lociStitched	chr9	137435031	137451861	7	16031	18420.435	1418.769	385	1
2_MACS_peak_34954_lociStitched	chr9	133770104	133784669	2	14246	20832.3195	1147.722	386	1
3_MACS_peak_33435_lociStitched	chr8	142064002	142079444	3	14867	20437.487	1743.4018	387	1
7_MACS_peak_23742_lociStitched	chr20	60446540	60463509	7	15370	19290.3592	1377.8828	388	1
13_MACS_peak_35692_lociStitched	chr9	137508779	137527925	13	16177	17981.9232	1499.1318	389	1
3_MACS_peak_4822_lociStitched	chr1	156826393	156841761	3	14701	21097.1904	2348.2304	390	1
11_MACS_peak_22013_lociStitched	chr2	128380115	128397979	11	15707	18471.376	1313.004	391	1
3_MACS_peak_51_lociStitched	chr1	985768	1000268	3	14327	20571.15	1325.3	392	1
7_MACS_peak_17292_lociStitched	chr19	5205165	5222456	7	15747	19291.5687	2218.4353	393	1
3_MACS_peak_15424_lociStitched	chr17	73605226	73619036	3	13410	21484.217	1142.087	394	1
1_MACS_peak_16062_lociStitched	chr17	77771577	77783552	1	11976	22778.845	998.715	395	1
2_MACS_peak_36387_lociStitched	chr9	140056759	140068871	2	11985	22647.0176	884.176	396	1
12_MACS_peak_34332_lociStitched	chr9	34562504	34580279	12	16127	17741.2275	1624.635	397	1
11_MACS_peak_17037_lociStitched	chr19	3287765	3305751	11	15865	18736.0162	2305.8052	398	1
4_MACS_peak_20474_lociStitched	chr19	46987083	47001800	4	14103	20237.3467	1255.3601	399	1
4_MACS_peak_3601_lociStitched	chr1	23195834	23211574	4	15197	18519.684	1359.936	400	1
6_MACS_peak_24454_lociStitched	chr21	44033139	44048331	6	13999	20904.192	2002.3056	401	1
4_MACS_peak_9169_lociStitched	chr12	6928398	6941759	4	12807	21783.7744	1398.8967	402	1
6_MACS_peak_28572_lociStitched	chr4	7144734	7160808	6	15296	18338.8266	1441.8378	403	1
2_MACS_peak_31272_lociStitched	chr7	44267337	44280826	2	13325	20573.4228	1013.0239	404	1
7_MACS_peak_18853_lociStitched	chr19	17634350	17650406	7	15121	18702.0288	1799.8776	405	1
4_MACS_peak_9256_lociStitched	chr12	52227165	52242493	4	15226	18169.8112	1499.0784	406	1
6_MACS_peak_25092_lociStitched	chr22	20256024	20270832	6	14495	18881.6808	1160.9472	407	1
6_MACS_peak_17680_lociStitched	chr19	7036710	7052647	6	15213	19535.5746	3102.9339	408	1
6_MACS_peak_2249_lociStitched	chr1	17419719	17435529	6	14734	18383.868	1271.124	409	1
6_MACS_peak_35429_lociStitched	chr9	136437553	136452689	6	14386	18520.4096	911.1872	410	1
11_MACS_peak_26493_lociStitched	chr22	44777055	44793629	11	15341	17019.8406	1069.023	411	1
5_MACS_peak_534_lociStitched	chr1	3005420	3021365	5	15244	17048.394	1031.6415	412	1
4_MACS_peak_27091_lociStitched	chr22	49289196	49305266	4	15389	17010.095	1256.674	413	1
5_MACS_peak_31676_lociStitched	chr7	100810397	100825042	5	14164	19269.891	1549.441	414	1
9_MACS_peak_16455_lociStitched	chr17	81061401	81077995	9	14757	18155.4954	1446.9968	415	1
10_MACS_peak_31554_lociStitched	chr7	100350955	100367964	10	14849	17784.6104	1284.1795	416	1
3_MACS_peak_24918_lociStitched	chr21	47528928	47542678	3	13646	19617.125	1399.75	417	1
3_MACS_peak_5106_lociStitched	chr1	204976597	204991722	3	15061	18048.6625	2055.4875	419	1
6_MACS_peak_6452_lociStitched	chr10	135054401	135069646	6	14321	18460.1705	1298.874	420	1
1_MACS_peak_36459_lociStitched	chr9	140777143	140787469	1	10327	23470.998	1676.9424	421	1
8_MACS_peak_16968_lociStitched	chr19	3104048	3120284	8	15094	17629.0488	1803.8196	422	1
2_MACS_peak_23881_lociStitched	chr20	61408800	61422367	2	13448	19444.2244	1104.3538	423	1
4_MACS_peak_8110_lociStitched	chr11	69968477	69983968	4	15026	17140.7915	1293.4985	424	1
3_MACS_peak_31659_lociStitched	chr7	100757064	100772418	3	14941	17475.9228	1532.3292	425	1
6_MACS_peak_11260_lociStitched	chr16	1110280	1125865	6	14258	18036.5205	995.8815	426	1
5_MACS_peak_2135_lociStitched	chr1	16463282	16477986	5	14169	18324.1248	1245.4288	427	1
4_MACS_peak_6078_lociStitched	chr10	126736834	126752061	4	14897	17491.2549	1647.5614	428	1
9_MACS_peak_12971_lociStitched	chr17	765269	781620	9	15428	16377.1616	1582.7768	429	1
6_MACS_peak_16427_lociStitched	chr17	81011803	81026070	6	13752	18542.8199	1128.5197	430	1
7_MACS_peak_17791_lociStitched	chr19	7830598	7847113	7	14785	17864.2755	2110.617	431	1
6_MACS_peak_23931_lociStitched	chr20	61672753	61687677	6	14205	17862.5356	1173.0264	432	1
3_MACS_peak_16535_lociStitched	chr18	44541972	44557378	3	15271	21605.3744	6784.8024	433	1
5_MACS_peak_28311_lociStitched	chr4	3701508	3716188	5	14391	17287.168	930.712	434	1
3_MACS_peak_5023_lociStitched	chr1	202154037	202166259	3	11907	21181.9482	1579.0824	435	1
7_MACS_peak_20592_lociStitched	chr19	48214663	48230589	7	14519	17239.895	1234.265	436	1
2_MACS_peak_34891_lociStitched	chr9	133296494	133310110	2	13433	18652.5584	1015.7536	437	1
9_MACS_peak_14119_lociStitched	chr17	37751693	37766152	9	13687	18160.504	1093.1004	438	1
4_MACS_peak_9040_lociStitched	chr12	3237083	3251906	4	14351	17497.0692	1467.477	439	1
9_MACS_peak_11127_lociStitched	chr16	318539	333664	9	13501	18440.4	1158.575	440	1
2_MACS_peak_16699_lociStitched	chr19	590895	603527	2	12400	20398.1536	1688.8984	441	1
12_MACS_peak_12823_lociStitched	chr17	12	16827	12	14899	16453.4775	1523.439	442	1
9_MACS_peak_6763_lociStitched	chr11	1699090	1714754	9	13450	18608.832	1339.272	443	1
10_MACS_peak_34216_lociStitched	chr8	145093609	145109320	10	13893	17781.7098	1178.325	444	1
9_MACS_peak_18181_lociStitched	chr19	11370773	11386542	9	14381	17377.438	1597.3997	445	1
7_MACS_peak_35462_lociStitched	chr9	136498642	136514037	7	14573	16640.4555	1202.3495	446	1
4_MACS_peak_13493_lociStitched	chr17	7614642	7628714	4	13692	18216.204	1456.452	447	1
7_MACS_peak_29886_lociStitched	chr5	176157995	176173613	7	14315	17012.6874	1269.7434	448	1
5_MACS_peak_32606_lociStitched	chr7	157635908	157650829	5	13794	18202.1279	1735.3123	449	1
15_MACS_peak_23342_lociStitched	chr20	57193881	57210724	15	14700	16234.9677	1371.0202	450	1
8_MACS_peak_1118_lociStitched	chr1	5804544	5820448	8	14384	16651.488	1369.3344	451	1
5_MACS_peak_1521_lociStitched	chr1	7690716	7705560	5	14228	16681.6872	1151.8944	452	1
7_MACS_peak_6961_lociStitched	chr11	2328215	2342780	7	13540	17507.13	1006.4415	453	1
6_MACS_peak_17743_lociStitched	chr19	7724544	7738868	6	13310	18460.7712	1737.5012	454	1
7_MACS_peak_30481_lociStitched	chr6	34041257	34057235	7	14554	16067.4768	1386.8904	455	1
4_MACS_peak_24337_lociStitched	chr21	43079204	43092717	4	13022	18688.479	1601.2905	456	1
6_MACS_peak_17163_lociStitched	chr19	3885679	3900061	6	13868	17525.9052	1743.0984	458	1
5_MACS_peak_165_lociStitched	chr1	1886390	1900328	5	13420	17727.7422	1389.6186	459	1
1_MACS_peak_19476_lociStitched	chr19	35990093	36003227	1	13135	18096.0252	1417.1586	460	1
8_MACS_peak_17672_lociStitched	chr19	7018460	7033671	8	14300	17551.9729	2786.6552	461	1
4_MACS_peak_11341_lociStitched	chr16	1961549	1975123	4	13104	17633.9834	1009.9056	462	1
3_MACS_peak_6813_lociStitched	chr11	1797558	1810497	3	12726	18313.8606	1164.51	463	1
8_MACS_peak_7545_lociStitched	chr11	64365139	64380178	8	13767	16496.2791	967.0077	464	1
3_MACS_peak_19100_lociStitched	chr19	18717764	18728792	3	11002	20141.5392	1003.548	465	1
15_MACS_peak_15604_lociStitched	chr17	75909936	75926542	15	14567	15667.761	1574.2488	466	1
4_MACS_peak_36200_lociStitched	chr9	138870368	138883264	4	12621	18164.016	1000.7296	467	1
4_MACS_peak_13042_lociStitched	chr17	1026419	1039366	4	12595	18309.6474	1210.5445	468	1
2_MACS_peak_13998_lociStitched	chr17	34493125	34504407	2	11264	21451.5948	2735.885	469	1
5_MACS_peak_24945_lociStitched	chr22	18760779	18775462	5	14048	17133.5927	2296.4212	470	1
9_MACS_peak_224_lociStitched	chr1	2027682	2043835	9	14435	15229.0484	1109.7111	471	1
9_MACS_peak_15678_lociStitched	chr17	76357344	76372226	9	13393	17144.064	1257.529	472	1
4_MACS_peak_24649_lociStitched	chr21	45966034	45979657	4	13009	18046.3881	1630.6731	473	1
12_MACS_peak_28734_lociStitched	chr4	7479166	7495147	12	13733	16255.8732	1006.803	474	1
8_MACS_peak_36428_lociStitched	chr9	140260254	140274206	8	13417	16872.1536	1128.7168	475	1
7_MACS_peak_15452_lociStitched	chr17	74522319	74536914	7	13823	16266.1275	1185.114	476	1
9_MACS_peak_31587_lociStitched	chr7	100415171	100430083	9	13526	16682.0544	1118.4	477	1
5_MACS_peak_22901_lociStitched	chr20	44933715	44947430	5	13213	17178.0375	1141.088	478	1
8_MACS_peak_13673_lociStitched	chr17	16734394	16749822	8	14430	15272.1772	1371.5492	479	1
5_MACS_peak_2101_lociStitched	chr1	16383312	16396185	5	12258	18465.0312	1174.0176	480	1
6_MACS_peak_6855_lociStitched	chr11	1917916	1932710	6	13723	16453.8868	1392.1154	481	1
6_MACS_peak_25204_lociStitched	chr22	21561975	21576702	6	14275	16416.1869	2404.9191	482	1
10_MACS_peak_17835_lociStitched	chr19	8088067	8103681	10	14245	16009.0342	1951.75	483	1
4_MACS_peak_16070_lociStitched	chr17	77813791	77826204	4	11978	18330.2771	1046.4159	484	1
6_MACS_peak_14651_lociStitched	chr17	47555277	47569433	6	13662	16228.4384	1414.1844	485	1
6_MACS_peak_28205_lociStitched	chr4	1795599	1809015	6	12433	17415.3096	798.252	486	1
8_MACS_peak_9094_lociStitched	chr12	3350613	3366722	8	14275	15100.5766	1470.7517	487	1
2_MACS_peak_4810_lociStitched	chr1	156657733	156667680	2	9862	21009.0587	1490.0606	488	1
4_MACS_peak_22210_lociStitched	chr2	220493011	220506638	4	13446	16128.9172	1065.6314	489	1
9_MACS_peak_6673_lociStitched	chr11	1387145	1402177	9	13910	15484.4632	1222.1016	490	1
2_MACS_peak_13446_lociStitched	chr17	7185078	7197499	2	12349	17692.4724	1043.364	491	1
6_MACS_peak_36021_lociStitched	chr9	138237237	138251516	6	13868	15278.53	1052.3623	492	1
9_MACS_peak_4762_lociStitched	chr1	155159371	155173548	9	13006	17633.3526	2014.5517	493	1
10_MACS_peak_33790_lociStitched	chr8	143199640	143214648	10	14037	14968.9792	1121.0976	494	1
3_MACS_peak_5967_lociStitched	chr10	104166470	104178613	3	11915	18243.6432	1159.6565	495	1
4_MACS_peak_33471_lociStitched	chr8	142396135	142410410	4	13492	15892.3575	1187.68	496	1
10_MACS_peak_21129_lociStitched	chr19	51050291	51065706	10	13882	15020.376	1105.2555	497	1
5_MACS_peak_16690_lociStitched	chr19	544971	557940	5	12421	17707.8726	1483.6536	498	1
10_MACS_peak_4230_lociStitched	chr1	32143572	32158735	10	13563	15626.9878	1213.04	499	1
3_MACS_peak_22189_lociStitched	chr2	220305946	220318976	3	12326	17267.356	974.644	500	1
6_MACS_peak_30491_lociStitched	chr6	34066949	34081830	6	13519	15717.3122	1278.2779	501	1
9_MACS_peak_22706_lociStitched	chr20	34958268	34972588	9	13700	15253.664	1148.464	502	1
6_MACS_peak_27824_lociStitched	chr3	50566166	50579654	6	13256	16049.3712	1216.6176	503	1
5_MACS_peak_3392_lociStitched	chr1	22664730	22679173	5	13409	15780.4218	1207.4348	504	1
9_MACS_peak_10725_lociStitched	chr15	74510788	74525675	9	13562	15807.0166	1505.0757	505	1
7_MACS_peak_19278_lociStitched	chr19	33699190	33713198	7	13353	15873.8656	1291.5376	506	1
10_MACS_peak_3542_lociStitched	chr1	23097726	23113569	10	13573	15503.9598	1391.0154	507	1
7_MACS_peak_28705_lociStitched	chr4	7425124	7439615	7	13904	14519.982	1095.5196	508	1
7_MACS_peak_28327_lociStitched	chr4	3732634	3747099	7	13634	15024.7955	1239.6505	509	1
7_MACS_peak_2847_lociStitched	chr1	18954228	18968161	7	13177	15519.9687	966.9502	510	1
4_MACS_peak_16118_lociStitched	chr17	77944365	77957718	4	12728	16428.1959	1161.711	511	1
4_MACS_peak_30579_lociStitched	chr6	41603917	41617209	4	12799	16168.3888	1107.2236	512	1
9_MACS_peak_17321_lociStitched	chr19	5259973	5274228	9	12897	16364.74	1476.818	513	1
5_MACS_peak_26945_lociStitched	chr22	46272962	46285560	5	12123	16969.506	971.3058	514	1
3_MACS_peak_34992_lociStitched	chr9	133883438	133896628	3	12692	16393.851	1241.179	515	1
4_MACS_peak_440_lociStitched	chr1	2789726	2803168	4	12921	15487.8724	854.9112	516	1
2_MACS_peak_22492_lociStitched	chr20	3650751	3663444	2	12365	16724.2968	1238.8368	517	1
3_MACS_peak_7364_lociStitched	chr11	61501873	61514171	3	12072	17081.922	1219.9616	518	1
5_MACS_peak_218_lociStitched	chr1	2012486	2026048	5	12978	15144.6854	773.034	519	1
3_MACS_peak_32297_lociStitched	chr7	155595830	155607840	3	11505	17700.338	1198.598	520	1
2_MACS_peak_35063_lociStitched	chr9	134680671	134693023	2	12151	16645.5552	1059.8016	521	1
2_MACS_peak_29938_lociStitched	chr5	176299456	176310494	2	10957	18107.839	985.6934	522	1
8_MACS_peak_398_lociStitched	chr1	2715431	2729032	8	13053	14859.0925	810.6196	523	1
12_MACS_peak_25270_lociStitched	chr22	23723692	23737550	12	12743	15520.96	1047.6648	524	1
2_MACS_peak_17095_lociStitched	chr19	3452121	3463639	2	11488	17573.0126	1301.534	525	1
8_MACS_peak_16257_lociStitched	chr17	78493246	78507011	8	13199	14864.8235	1271.886	527	1
1_MACS_peak_16285_lociStitched	chr17	78996917	79008398	1	11482	17431.6023	1247.9847	528	1
6_MACS_peak_5218_lociStitched	chr1	228192553	228205650	6	12270	16482.5745	1415.7857	529	1
1_MACS_peak_15841_lociStitched	chr17	77273667	77286723	1	13057	14900.8128	1117.5936	530	1
7_MACS_peak_27766_lociStitched	chr3	50452768	50466706	7	13227	14777.0676	1322.7162	531	1
6_MACS_peak_14692_lociStitched	chr17	47951817	47965561	6	13133	14967.216	1390.8928	532	1
3_MACS_peak_323_lociStitched	chr1	2458168	2470212	3	11360	17037.4424	806.948	533	1
4_MACS_peak_6716_lociStitched	chr11	1558987	1571492	4	12046	16432.8205	1154.2115	534	1
