REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
7_MACS_peak_24460_lociStitched	chr21	44050015	44073632	7	22868	33399.1614	2968.6569	165		PDE9A	PDE9A	165	1
4_MACS_peak_24148_lociStitched	chr20	62726943	62749111	4	21071	32467.2528	2114.8272	166	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	166	1
2_MACS_peak_22196_lociStitched	chr2	220341516	220362817	2	21296	32017.5331	2006.5542	167	SPEG	SPEG,GMPPA,ACCN4,TMEM198,CHPF	GMPPA	167	1
13_MACS_peak_33912_lociStitched	chr8	143643846	143671712	13	26328	32040.3268	2059.2974	168		ARC	ARC	168	1
7_MACS_peak_6919_lociStitched	chr11	2183246	2208185	7	24315	31388.2254	1531.2546	169	TH	IGF2AS,MIR483,IGF2,INS	TH	169	1
10_MACS_peak_34736_lociStitched	chr9	132427085	132453852	10	24650	31812.5795	2044.9988	170	PRRX2	METTL11A,C9orf50,ASB6	PRRX2	170	1
1_MACS_peak_16291_lociStitched	chr17	79075601	79093238	1	17638	31005.846	1292.7921	171	BAIAP2,AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR657	171	1
5_MACS_peak_24801_lociStitched	chr21	46858175	46882086	5	23091	32499.8312	2914.7509	172	COL18A1	NCRNA00175	COL18A1	172	1
7_MACS_peak_1742_lociStitched	chr1	10699919	10721266	7	20116	31284.0285	1724.8376	173	CASZ1		CASZ1	173	1
3_MACS_peak_13054_lociStitched	chr17	1076595	1097770	3	20817	31430.0525	1939.63	174	ABR		ABR	174	1
12_MACS_peak_13061_lociStitched	chr17	1109949	1138387	12	26877	32169.0656	2784.0802	175		BHLHA9,TUSC5,ABR	ABR	175	1
14_MACS_peak_9102_lociStitched	chr12	3369199	3398542	14	27186	31928.1183	2593.9212	176	TSPAN9		TSPAN9	176	1
10_MACS_peak_26087_lociStitched	chr22	40068671	40094655	10	25243	31126.2336	2068.3264	177	CACNA1I		CACNA1I	177	1
6_MACS_peak_16236_lociStitched	chr17	78441087	78461772	6	19801	30686.1975	1650.663	178	NPTX1		NPTX1	178	1
9_MACS_peak_2086_lociStitched	chr1	16338580	16360489	9	20713	30856.6356	1822.8288	179	CLCNKA,HSPB7	C1orf64,CLCNKB,ZBTB17,FAM131C	CLCNKA	179	1
6_MACS_peak_14087_lociStitched	chr17	36716242	36737237	6	20682	31122.988	2107.898	180	SRCIN1		SRCIN1	180	1
2_MACS_peak_18292_lociStitched	chr19	13106767	13126750	2	19971	30725.8608	1798.47	181	NFIX	DAND5,GADD45GIP1	NFIX	181	1
2_MACS_peak_23879_lociStitched	chr20	61388907	61407941	2	18946	30425.849	1555.0778	182	NTSR1	C20orf20,OGFR,COL9A3	C20orf20	182	1
11_MACS_peak_15364_lociStitched	chr17	72910806	72935609	11	22851	30936.7819	2346.3638	183	OTOP2,OTOP3,USH1G	CDR2L,FDXR,FADS6,C17orf28	OTOP2	183	1
5_MACS_peak_24689_lociStitched	chr21	46114604	46134273	5	19137	30298.1276	1868.555	184	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	184	1
3_MACS_peak_11247_lociStitched	chr16	1044935	1066592	3	20783	29871.5001	1626.4407	185		SOX8,LMF1	SOX8	185	1
6_MACS_peak_35556_lociStitched	chr9	137105655	137127914	6	21109	29266.1332	1469.094	186			RNU6ATAC	186	1
13_MACS_peak_1793_lociStitched	chr1	10916503	10942960	13	24286	29959.9068	2211.8052	187			CASZ1	187	1
11_MACS_peak_12960_lociStitched	chr17	739377	764585	11	24503	29856.3552	2195.6168	188	NXN		GLOD4	188	1
6_MACS_peak_299_lociStitched	chr1	2347841	2370681	6	21381	29392.796	1742.692	189		RER1,PLCH2,MORN1,PEX10	PEX10	189	1
4_MACS_peak_4792_lociStitched	chr1	156395815	156415122	4	18958	30800.4571	3241.6453	190	C1orf61	MIR9-1	C1orf61	190	1
8_MACS_peak_2196_lociStitched	chr1	17083783	17109773	8	25310	32261.387	4805.551	191	MST1P9	ESPNP	MST1P9	191	1
7_MACS_peak_17352_lociStitched	chr19	5316272	5340041	7	23298	30291.2136	2864.1645	192	PTPRS		PTPRS	192	1
3_MACS_peak_25863_lociStitched	chr22	37490000	37513581	3	23292	29657.8237	2273.2084	193	TMPRSS6	KCTD17,IL2RB	TMPRSS6	193	1
6_MACS_peak_17438_lociStitched	chr19	5541276	5566301	6	24043	30147.6175	2930.4275	194	PLAC2		PLAC2	194	1
11_MACS_peak_672_lociStitched	chr1	3335334	3361762	11	24960	28869.9472	1691.392	195	PRDM16	ARHGEF16	ARHGEF16	195	1
1_MACS_peak_11444_lociStitched	chr16	3033902	3052098	1	18197	28676.896	1672.2124	196	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	196	1
6_MACS_peak_11144_lociStitched	chr16	740789	762008	6	20147	28501.3608	1500.1833	197	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	197	1
6_MACS_peak_14657_lociStitched	chr17	47570010	47592176	6	21357	29097.3082	2105.77	198	NGFR		NGFR	198	1
4_MACS_peak_28197_lociStitched	chr4	1751867	1768674	4	16191	28148.3636	1194.9777	199		TACC3,FGFR3,SLBP,TMEM129	FGFR3	199	1
5_MACS_peak_35758_lociStitched	chr9	137656340	137679830	5	23192	28852.767	1954.368	200	COL5A1		MIR3689B	200	1
4_MACS_peak_58_lociStitched	chr1	1052578	1072482	4	19281	28822.9824	2052.1024	201		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	201	1
4_MACS_peak_6640_lociStitched	chr11	1212765	1232388	4	19017	28520.0682	1766.07	202		MUC5B	MUC5B	202	1
8_MACS_peak_17722_lociStitched	chr19	7640869	7664033	8	22161	29288.5616	2545.7236	203	KIAA1543	PNPLA6,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	203	1
15_MACS_peak_15203_lociStitched	chr17	72333571	72360768	15	24286	28845.1382	2121.366	204	KIF19,BTBD17	GPR142	BTBD17	204	1
11_MACS_peak_33452_lociStitched	chr8	142332397	142356566	11	22966	28739.3579	2064.0326	205	LOC731779	GPR20	LOC731779	205	1
10_MACS_peak_3357_lociStitched	chr1	22576621	22601821	10	24468	28665.0	2061.36	206			WNT4	206	1
10_MACS_peak_34746_lociStitched	chr9	132455061	132478749	10	22234	28565.3592	1982.6856	207	PRRX2	PTGES	PRRX2	207	1
6_MACS_peak_27908_lociStitched	chr3	128169210	128191565	6	21337	28645.697	2139.3735	208	DNAJB8	LOC90246,GATA2	DNAJB8	208	1
4_MACS_peak_24605_lociStitched	chr21	45782228	45801054	4	18533	28717.1804	2368.3108	209	TRPM2	C21orf2	TRPM2	209	1
8_MACS_peak_30473_lociStitched	chr6	34013146	34038029	8	23979	28545.7776	2224.5402	210	GRM4	MIR1275	MIR1275	210	1
5_MACS_peak_24695_lociStitched	chr21	46141228	46161068	5	19313	28567.616	2257.792	211		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	211	1
4_MACS_peak_24722_lociStitched	chr21	46439098	46455876	4	15965	28463.877	2164.362	212		ADARB1,NCRNA00163,NCRNA00162,C21orf122	NCRNA00162	212	1
6_MACS_peak_24620_lociStitched	chr21	45851886	45872483	6	20009	28341.472	2055.5806	213	TRPM2	LRRC3	LRRC3	213	1
5_MACS_peak_24353_lociStitched	chr21	43130353	43151429	5	19535	28850.9364	2651.3608	214	NCRNA00112,C21orf129	NCRNA00111,RIPK4	NCRNA00112	214	1
9_MACS_peak_2018_lociStitched	chr1	11925156	11949885	9	23741	28487.808	2334.4176	215		PLOD1,NPPA,NPPB,KIAA2013	NPPB	215	1
6_MACS_peak_14765_lociStitched	chr17	48652769	48674853	6	21204	28097.4732	2208.4	216	CACNA1G	EPN3,SPATA20,ABCC3	CACNA1G	216	1
8_MACS_peak_615_lociStitched	chr1	3195083	3217337	8	21578	27505.944	1684.6278	217	PRDM16		MIR4251	217	1
7_MACS_peak_34807_lociStitched	chr9	132929166	132951496	7	21296	27943.762	2199.505	218	NCS1	NCS1	NCS1	218	1
4_MACS_peak_4983_lociStitched	chr1	201322866	201343593	4	20450	28590.8238	2872.7622	219	TNNT2	LAD1,TNNI1	TNNT2	219	1
21_MACS_peak_1431_lociStitched	chr1	7512898	7540170	21	24130	27596.5368	1952.6752	220	CAMTA1		VAMP3	220	1
11_MACS_peak_35393_lociStitched	chr9	136344743	136366827	11	20456	27748.546	2179.6908	221		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	221	1
1_MACS_peak_24714_lociStitched	chr21	46343709	46356964	1	13256	27246.978	1680.734	222	ITGB2,C21orf67	C21orf70,PTTG1IP,ITGB2	ITGB2	222	1
3_MACS_peak_14071_lociStitched	chr17	36334274	36350408	3	16115	30746.5638	5301.6324	223	TBC1D3,TBC1D3F		TBC1D3	223	1
6_MACS_peak_1812_lociStitched	chr1	10956761	10979132	6	20906	27353.0217	1944.0399	224			C1orf127	224	1
6_MACS_peak_26456_lociStitched	chr22	44667893	44690079	6	21567	27317.6218	1916.8704	225	KIAA1644		KIAA1644	225	1
8_MACS_peak_23705_lociStitched	chr20	60371717	60396063	8	23433	27311.3428	1916.0302	226	CDH4		MIR1257	226	1
2_MACS_peak_36436_lociStitched	chr9	140317871	140334328	2	16251	26696.5454	1435.0504	227	NOXA1,ENTPD8	EXD3,NELF	NOXA1	227	1
9_MACS_peak_24824_lociStitched	chr21	46987406	47007405	9	19021	27854.6072	2651.8674	228		SLC19A1	SLC19A1	228	1
6_MACS_peak_6913_lociStitched	chr11	2160958	2182476	6	20385	26901.8036	1803.2084	229	IGF2AS,IGF2,INS-IGF2,INS	MIR483,IGF2,TH	IGF2	229	1
4_MACS_peak_2095_lociStitched	chr1	16361270	16379502	4	17946	26321.5384	1318.1736	230	CLCNKB	C1orf64,CLCNKA,HSPB7,FAM131C	CLCNKB	230	1
8_MACS_peak_13162_lociStitched	chr17	1913696	1933373	8	18773	27112.9383	2123.1483	231	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	231	1
4_MACS_peak_6830_lociStitched	chr11	1840385	1859218	4	18148	26611.029	1636.5877	232	SYT8	TNNI2,LSP1,MIR4298	SYT8	232	1
13_MACS_peak_26878_lociStitched	chr22	45906242	45931603	13	22888	26877.5878	1927.436	233	FBLN1		FBLN1	233	1
1_MACS_peak_31993_lociStitched	chr7	151077884	151094639	1	16756	26975.55	2054.163	234	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	234	1
5_MACS_peak_24701_lociStitched	chr21	46163706	46183650	5	19173	27315.3024	2435.1624	235		KRTAP10-12,C21orf29,UBE2G2	C21orf29	235	1
2_MACS_peak_1231_lociStitched	chr1	6555494	6570981	2	15244	26129.6664	1263.7392	236	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	236	1
9_MACS_peak_31037_lociStitched	chr7	2532342	2554175	9	20460	26644.9932	1812.139	237	LFNG	LFNG,IQCE,C7orf27	LFNG	237	1
3_MACS_peak_3255_lociStitched	chr1	21040581	21059011	3	18178	26607.391	1839.314	238	KIF17,SH2D5		KIF17	238	1
5_MACS_peak_14645_lociStitched	chr17	47528536	47551168	5	21319	26823.4464	2091.1968	239		NGFR,PHB	NGFR	239	1
15_MACS_peak_11152_lociStitched	chr16	791938	816487	15	22031	26630.7552	1905.0024	240	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	240	1
10_MACS_peak_1192_lociStitched	chr1	6299966	6320278	10	19441	26501.0664	1785.4248	241	HES3,GPR153	RNF207,RPL22,ICMT	HES3	241	1
2_MACS_peak_16376_lociStitched	chr17	79759034	79772614	2	13506	26088.538	1378.37	242	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	242	1
5_MACS_peak_35482_lociStitched	chr9	136564225	136584448	5	19322	26267.6547	1561.2156	243	SARDH		SARDH	243	1
4_MACS_peak_11372_lociStitched	chr16	2325247	2342171	4	16651	26166.1964	1491.0044	244	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	244	1
4_MACS_peak_23995_lociStitched	chr20	61937848	61956629	4	18606	25760.0196	1171.9344	245	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	245	1
3_MACS_peak_17129_lociStitched	chr19	3728397	3746738	3	17621	27172.1915	2586.081	246	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	246	1
10_MACS_peak_15732_lociStitched	chr17	76551359	76573939	10	20947	26633.11	2057.038	247	DNAH17		DNAH17	247	1
4_MACS_peak_24601_lociStitched	chr21	45761201	45780319	4	18142	26726.964	2190.9228	248	TRPM2	PFKL,C21orf2	TRPM2	248	1
7_MACS_peak_23968_lociStitched	chr20	61779726	61803085	7	22057	26045.285	1511.3273	249		HAR1A,MIR124-3,HAR1B,YTHDF1	MIR124-3	249	1
14_MACS_peak_28285_lociStitched	chr4	3641142	3664897	14	22066	26574.7185	2052.432	250		LOC100133461	LOC100133461	250	1
1_MACS_peak_4751_lociStitched	chr1	155088898	155104230	1	15333	26755.8732	2261.47	251	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	251	1
5_MACS_peak_24531_lociStitched	chr21	44863745	44882260	5	18386	26367.2115	1907.045	252	C21orf125,C21orf84	SIK1	C21orf125	252	1
7_MACS_peak_35007_lociStitched	chr9	133936266	133956496	7	19885	26195.827	1764.056	253	LAMC3	AIF1L,NUP214	AIF1L	253	1
5_MACS_peak_34995_lociStitched	chr9	133899413	133917705	5	17804	25863.0588	1505.4316	254	LAMC3		LAMC3	254	1
10_MACS_peak_3284_lociStitched	chr1	21882739	21905476	10	21073	26199.8451	2171.3835	255	ALPL		ALPL	255	1
8_MACS_peak_11315_lociStitched	chr16	1475635	1493603	8	16335	25295.3504	1270.3376	256	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	256	1
5_MACS_peak_10536_lociStitched	chr15	42152080	42171267	5	19077	25727.8483	1724.9113	257	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	257	1
8_MACS_peak_27720_lociStitched	chr3	50229045	50248771	8	18876	25898.2654	2100.819	258	GNAT1,SLC38A3	SEMA3F,GNAI2	SLC38A3	258	1
10_MACS_peak_14873_lociStitched	chr17	61552099	61573950	10	20501	25840.9926	2047.4387	259	ACE	KCNH6,CYB561	ACE	259	1
5_MACS_peak_11255_lociStitched	chr16	1091733	1109447	5	16715	24847.4278	1114.2106	260		SSTR5,LOC146336,C1QTNF8	SSTR5	260	1
12_MACS_peak_25872_lociStitched	chr22	37522724	37546007	12	21913	25702.1037	2023.2927	261	IL2RB	TMPRSS6,C1QTNF6	IL2RB	261	1
4_MACS_peak_36315_lociStitched	chr9	139597609	139614710	4	16456	25005.0822	1340.7184	262	FAM69B	EGFL7,MIR126,LOC100128593,AGPAT2,SNORA43,SNORA17,SNHG7,LCN10,LCN6,LCN8,LCN15	FAM69B	262	1
2_MACS_peak_85_lociStitched	chr1	1133499	1149217	2	15460	24736.9884	1152.1294	263	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	263	1
5_MACS_peak_25858_lociStitched	chr22	37469208	37489016	5	18746	25110.6016	1560.8704	264	TMPRSS6	KCTD17	TMPRSS6	264	1
5_MACS_peak_28070_lociStitched	chr3	195530039	195547928	5	17364	25999.8726	2463.3153	265	MUC4		MUC4	265	1
5_MACS_peak_14172_lociStitched	chr17	39765872	39785516	5	18752	24906.6276	1394.724	266	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	266	1
11_MACS_peak_35725_lociStitched	chr9	137579428	137602198	11	20459	25124.418	1755.567	267	COL5A1		COL5A1	267	1
9_MACS_peak_26482_lociStitched	chr22	44744366	44766984	9	21796	24983.8428	1723.4916	268		KIAA1644	KIAA1644	268	1
2_MACS_peak_14069_lociStitched	chr17	36283547	36297247	2	13678	27263.0	4014.1	269	TBC1D3,TBC1D3F	LOC284100	TBC1D3	269	1
12_MACS_peak_12991_lociStitched	chr17	802263	826789	12	22341	25286.306	2094.5204	270	NXN		NXN	270	1
1_MACS_peak_35480_lociStitched	chr9	136540852	136560351	1	19500	24479.0446	1345.431	271	SARDH	DBH	DBH	271	1
13_MACS_peak_25722_lociStitched	chr22	36969296	36993991	13	22828	25359.2955	2247.245	272	CACNG2	EIF3D	EIF3D	272	1
15_MACS_peak_15890_lociStitched	chr17	77430967	77456170	15	22583	24910.6452	1887.7047	273	RBFOX3		RBFOX3	273	1
2_MACS_peak_7821_lociStitched	chr11	68768594	68783949	2	15281	24360.7075	1374.2725	274	MRGPRF	TPCN2,MRGPRD	MRGPRF	274	1
3_MACS_peak_20098_lociStitched	chr19	42468395	42487397	3	18500	24613.2906	1641.7728	275	ATP1A3	RABAC1	RABAC1	275	1
6_MACS_peak_20090_lociStitched	chr19	42424168	42442685	6	17562	24683.161	1790.5939	276		CD79A,ARHGEF1,RABAC1	RABAC1	276	1
3_MACS_peak_6593_lociStitched	chr11	843074	858636	3	15339	24214.472	1353.894	277	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L	TSPAN4	277	1
4_MACS_peak_9810_lociStitched	chr13	113627155	113645848	4	18567	24442.9668	1721.6253	278	MCF2L	LOC100289410	MCF2L	278	1
9_MACS_peak_258_lociStitched	chr1	2092685	2113966	9	19742	24319.9268	1606.7155	279	PRKCZ	SKI,LOC100128003,C1orf86	LOC100128003	279	1
5_MACS_peak_15774_lociStitched	chr17	77017660	77035242	5	16578	24247.3362	1564.798	280	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	280	1
1_MACS_peak_16767_lociStitched	chr19	1445211	1454621	1	9411	23912.692	1337.161	281	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	281	1
11_MACS_peak_9533_lociStitched	chr12	54413198	54433931	11	19119	24435.9138	1911.5826	282	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	282	1
4_MACS_peak_17074_lociStitched	chr19	3360314	3377072	4	16076	24401.3238	1927.17	283	NFIC		NFIC	283	1
9_MACS_peak_17065_lociStitched	chr19	3338264	3359426	9	19677	24899.2092	2465.373	284		NFIC	NFIC	284	1
6_MACS_peak_23925_lociStitched	chr20	61651927	61670970	6	18035	24114.1509	1711.9657	285	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	285	1
5_MACS_peak_17879_lociStitched	chr19	8202883	8220345	5	17034	24380.4444	1995.9066	286	FBN3		FBN3	286	1
4_MACS_peak_19039_lociStitched	chr19	18319681	18339307	4	18934	24424.557	2060.73	287	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683	PDE4C	287	1
10_MACS_peak_26178_lociStitched	chr22	42795006	42815858	10	19041	23679.5312	1405.4248	288	NFAM1		NFAM1	288	1
2_MACS_peak_25074_lociStitched	chr22	20176767	20192066	2	15185	23457.9567	1193.322	289		LOC150197,MIR1286	LOC150197	289	1
8_MACS_peak_34518_lociStitched	chr9	127245766	127265384	8	18461	23931.9982	1742.0784	290	NR5A1	GPR144	NR5A1	290	1
4_MACS_peak_34947_lociStitched	chr9	133529710	133544545	4	14359	23285.016	1124.493	291	PRDM12	EXOSC2,ABL1	PRDM12	291	1
3_MACS_peak_3446_lociStitched	chr1	22907775	22925887	3	17676	23491.264	1436.2816	292	EPHA8	C1QA,C1QC	EPHA8	292	1
6_MACS_peak_28387_lociStitched	chr4	3859639	3878723	6	18388	23650.8012	1664.1248	293			LOC348926	293	1
4_MACS_peak_14008_lociStitched	chr17	34793639	34808548	4	14512	25850.7151	3873.3582	294	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	294	1
3_MACS_peak_16708_lociStitched	chr19	664920	680031	3	14714	23796.8028	1822.3866	295	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	295	1
7_MACS_peak_18990_lociStitched	chr19	18070321	18089581	7	18651	23643.576	1669.842	296	KCNN1	CCDC124,ARRDC2	KCNN1	296	1
2_MACS_peak_14005_lociStitched	chr17	34742392	34757629	2	15133	25869.3786	3955.5252	297	TBC1D3H,TBC1D3C		TBC1D3H	297	1
2_MACS_peak_687_lociStitched	chr1	3371792	3386803	2	14816	22858.7508	947.1941	298	ARHGEF16		ARHGEF16	298	1
8_MACS_peak_7367_lociStitched	chr11	61515418	61534923	8	18406	23454.7625	1589.6575	299	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908,FADS1	DKFZP434K028	299	1
5_MACS_peak_13094_lociStitched	chr17	1193322	1214917	5	20875	24294.375	2457.511	300	TUSC5	BHLHA9	TUSC5	300	1
9_MACS_peak_5249_lociStitched	chr1	228744103	228779448	9	34947	38063.0305	16258.7	301		DUSP5P	DUSP5P	301	1
1_MACS_peak_36459_lociStitched	chr9	140777143	140787469	1	10327	23470.998	1676.9424	302	CACNA1B	MIR602	CACNA1B	302	1
1_MACS_peak_16062_lociStitched	chr17	77771577	77783552	1	11976	22778.845	998.715	303		CBX2,CBX8,CBX4	CBX8	303	1
2_MACS_peak_36387_lociStitched	chr9	140056759	140068871	2	11985	22647.0176	884.176	304	GRIN1,LRRC26,MIR3621	SSNA1,NDOR1,DPP7,ANAPC2,TPRN,TMEM203,RNF208	MIR3621	304	1
6_MACS_peak_26140_lociStitched	chr22	42696405	42716219	6	19102	23160.5846	1545.492	305		LOC388906	LOC388906	305	1
7_MACS_peak_7527_lociStitched	chr11	64321181	64340347	7	18287	23110.3628	1585.0282	306	SLC22A11	SLC22A12	SLC22A11	306	1
8_MACS_peak_23957_lociStitched	chr20	61745615	61765744	8	18922	22943.0342	1551.9459	307		HAR1A,MIR124-3,HAR1B	HAR1B	307	1
5_MACS_peak_26146_lociStitched	chr22	42720789	42739428	5	17928	22832.775	1472.481	308			LOC388906	308	1
4_MACS_peak_34764_lociStitched	chr9	132500634	132519485	4	18560	23324.3423	2003.8613	309	PTGES	TOR1B	PTGES	309	1
10_MACS_peak_27810_lociStitched	chr3	50535381	50557398	10	19765	23252.1537	1961.7147	310	CACNA2D2	HEMK1,C3orf18	CACNA2D2	310	1
3_MACS_peak_24364_lociStitched	chr21	43159088	43175940	3	16284	23353.5016	2114.926	311	RIPK4	NCRNA00112,C21orf129	RIPK4	311	1
5_MACS_peak_21477_lociStitched	chr19	55996094	56013620	5	16719	22471.8372	1251.3564	312	NAT14,SSC5D	ZNF628,SHISA7,ISOC2,SBK2	SSC5D	312	1
7_MACS_peak_34870_lociStitched	chr9	133250419	133270250	7	19182	22726.326	1519.0546	313		ASS1	ASS1	313	1
2_MACS_peak_16753_lociStitched	chr19	1231541	1240803	2	9144	22308.4532	1116.071	314	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	314	1
6_MACS_peak_29143_lociStitched	chr4	8591678	8609402	6	17485	22438.584	1354.1136	315	CPZ	GPR78	CPZ	315	1
4_MACS_peak_14771_lociStitched	chr17	48676231	48692209	4	15863	22311.6792	1299.0114	316	CACNA1G	ABCC3	ABCC3	316	1
9_MACS_peak_35469_lociStitched	chr9	136514591	136533435	9	18148	22309.4116	1305.8892	317	DBH,SARDH		DBH	317	1
6_MACS_peak_7603_lociStitched	chr11	64501234	64516748	6	14699	22630.2718	1628.97	318	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	318	1
6_MACS_peak_5942_lociStitched	chr10	102974613	102991680	6	16173	22415.7978	1440.4548	319	FLJ41350,LBX1		LBX1	319	1
3_MACS_peak_648_lociStitched	chr1	3268920	3287197	3	17792	22286.9738	1321.4271	320	PRDM16		ARHGEF16	320	1
10_MACS_peak_7509_lociStitched	chr11	64288609	64310545	10	20690	23217.0624	2336.184	321		SLC22A11,SLC22A12	SLC22A11	321	1
3_MACS_peak_11300_lociStitched	chr16	1287234	1304731	3	17223	22634.1192	1767.197	322	TPSAB1	TPSD1,TPSG1,TPSB2	TPSAB1	322	1
5_MACS_peak_25046_lociStitched	chr22	19748699	19763397	5	13936	21930.8858	1128.8064	323	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	323	1
5_MACS_peak_13579_lociStitched	chr17	7964389	7981170	5	15998	22486.54	1713.3401	324	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	324	1
3_MACS_peak_295_lociStitched	chr1	2301315	2316310	3	14617	22224.0895	1454.515	325	MORN1	RER1,LOC100129534,PEX10	MORN1	325	1
2_MACS_peak_31876_lociStitched	chr7	128482380	128497564	2	15172	22709.1904	1945.0704	326	FLNC	ATP6V1F,LOC100130705	ATP6V1F	326	1
4_MACS_peak_17208_lociStitched	chr19	4223835	4239145	4	15087	22767.501	2025.513	327	ANKRD24,EBI3	CCDC94,SHD,SIRT6	EBI3	327	1
6_MACS_peak_26228_lociStitched	chr22	42929881	42947945	6	17518	23826.416	3085.3312	328		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	328	1
10_MACS_peak_464_lociStitched	chr1	2832800	2852446	10	18681	21869.9272	1165.0078	329			ACTRT2	329	1
12_MACS_peak_1704_lociStitched	chr1	9682798	9704443	12	19066	22805.172	2129.868	330		TMEM201,PIK3CD,C1orf200	PIK3CD	330	1
1_MACS_peak_4746_lociStitched	chr1	155050321	155056875	1	6555	22020.7846	1346.847	331	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,DCST2	EFNA3	331	1
6_MACS_peak_17873_lociStitched	chr19	8183160	8201706	6	17347	22952.5296	2292.2856	332	FBN3		FBN3	332	1
4_MACS_peak_14001_lociStitched	chr17	34576768	34592430	4	15636	24669.2162	4062.7228	333	TBC1D3C	CCL4L1	TBC1D3C	333	1
12_MACS_peak_19557_lociStitched	chr19	36338855	36360873	12	20295	22264.6016	1724.0094	334	KIRREL2,APLP1,NPHS1	HCST,PRODH2,NFKBID,TYROBP	KIRREL2	334	1
4_MACS_peak_24062_lociStitched	chr20	62170184	62184925	4	14042	21804.8872	1314.8972	335	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	335	1
9_MACS_peak_36166_lociStitched	chr9	138623843	138643716	9	17977	21367.4496	908.1961	336	KCNT1	SOHLH1	KCNT1	336	1
5_MACS_peak_6711_lociStitched	chr11	1463373	1479183	5	15545	21572.745	1136.739	337	BRSK2	MOB2	MOB2	337	1
4_MACS_peak_9910_lociStitched	chr13	114051665	114067054	4	14923	21612.3116	1215.731	338		GRTP1,ADPRHL1	GRTP1	338	1
4_MACS_peak_9169_lociStitched	chr12	6928398	6941759	4	12807	21783.7744	1398.8967	339	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	339	1
3_MACS_peak_15424_lociStitched	chr17	73605226	73619036	3	13410	21484.217	1142.087	340	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	340	1
