REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
5_MACS_peak_24801_lociStitched	chr21	46858175	46882086	5	23091	32499.8312	2914.7509	168	COL18A1	NCRNA00175	COL18A1	168	1
8_MACS_peak_13262_lociStitched	chr17	4480401	4505066	8	23027	32880.9115	2271.6465	169	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	169	1
11_MACS_peak_33452_lociStitched	chr8	142332397	142356566	11	22966	28739.3579	2064.0326	170	LOC731779	GPR20	LOC731779	170	1
13_MACS_peak_26878_lociStitched	chr22	45906242	45931603	13	22888	26877.5878	1927.436	171	FBLN1		FBLN1	171	1
4_MACS_peak_31981_lociStitched	chr7	150940729	150964199	4	22874	44675.145	3267.024	172	SMARCD3	CHPF2,MIR671,ABCF2	SMARCD3	172	1
7_MACS_peak_24460_lociStitched	chr21	44050015	44073632	7	22868	33399.1614	2968.6569	173		PDE9A	PDE9A	173	1
11_MACS_peak_15364_lociStitched	chr17	72910806	72935609	11	22851	30936.7819	2346.3638	174	OTOP2,OTOP3,USH1G	CDR2L,FDXR,FADS6,C17orf28	OTOP2	174	1
13_MACS_peak_25722_lociStitched	chr22	36969296	36993991	13	22828	25359.2955	2247.245	175	CACNG2	EIF3D	EIF3D	175	1
6_MACS_peak_31975_lociStitched	chr7	150881962	150905385	6	22824	35420.2606	3077.7822	176	ASB10,ABCF2	CHPF2,MIR671,GBX1,SMARCD3	ASB10	176	1
15_MACS_peak_15890_lociStitched	chr17	77430967	77456170	15	22583	24910.6452	1887.7047	177	RBFOX3		RBFOX3	177	1
12_MACS_peak_12991_lociStitched	chr17	802263	826789	12	22341	25286.306	2094.5204	178	NXN		NXN	178	1
10_MACS_peak_34746_lociStitched	chr9	132455061	132478749	10	22234	28565.3592	1982.6856	179	PRRX2	PTGES	PRRX2	179	1
8_MACS_peak_17722_lociStitched	chr19	7640869	7664033	8	22161	29288.5616	2545.7236	180	KIAA1543	PNPLA6,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	180	1
5_MACS_peak_6862_lociStitched	chr11	1937801	1960903	5	22144	35678.7288	1573.2462	181	TNNT3	LSP1,MRPL23	TNNT3	181	1
14_MACS_peak_28285_lociStitched	chr4	3641142	3664897	14	22066	26574.7185	2052.432	182		LOC100133461	LOC100133461	182	1
7_MACS_peak_23968_lociStitched	chr20	61779726	61803085	7	22057	26045.285	1511.3273	183		HAR1A,MIR124-3,HAR1B,YTHDF1	MIR124-3	183	1
15_MACS_peak_11152_lociStitched	chr16	791938	816487	15	22031	26630.7552	1905.0024	184	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	184	1
4_MACS_peak_24401_lociStitched	chr21	43721214	43743674	4	21974	33876.418	3294.882	185	TFF3	TFF2,TFF1	TFF3	185	1
12_MACS_peak_25872_lociStitched	chr22	37522724	37546007	12	21913	25702.1037	2023.2927	186	IL2RB	TMPRSS6,C1QTNF6	IL2RB	186	1
6_MACS_peak_11329_lociStitched	chr16	1567630	1590329	6	21847	32323.376	1600.2795	187	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	187	1
9_MACS_peak_26482_lociStitched	chr22	44744366	44766984	9	21796	24983.8428	1723.4916	188		KIAA1644	KIAA1644	188	1
8_MACS_peak_5860_lociStitched	chr10	102492971	102516334	8	21736	39308.2475	2380.6897	189	PAX2		PAX2	189	1
7_MACS_peak_16773_lociStitched	chr19	1490996	1513145	7	21640	37349.8587	2967.966	190	REEP6,ADAMTSL5	APC2,PLK5P,C19orf25,PCSK4	REEP6	190	1
8_MACS_peak_615_lociStitched	chr1	3195083	3217337	8	21578	27505.944	1684.6278	191	PRDM16		MIR4251	191	1
6_MACS_peak_26456_lociStitched	chr22	44667893	44690079	6	21567	27317.6218	1916.8704	192	KIAA1644		KIAA1644	192	1
6_MACS_peak_299_lociStitched	chr1	2347841	2370681	6	21381	29392.796	1742.692	193		RER1,PLCH2,MORN1,PEX10	PEX10	193	1
6_MACS_peak_14657_lociStitched	chr17	47570010	47592176	6	21357	29097.3082	2105.77	194	NGFR		NGFR	194	1
6_MACS_peak_27908_lociStitched	chr3	128169210	128191565	6	21337	28645.697	2139.3735	195	DNAJB8	LOC90246,GATA2	DNAJB8	195	1
5_MACS_peak_14645_lociStitched	chr17	47528536	47551168	5	21319	26823.4464	2091.1968	196		NGFR,PHB	NGFR	196	1
2_MACS_peak_22196_lociStitched	chr2	220341516	220362817	2	21296	32017.5331	2006.5542	197	SPEG	SPEG,GMPPA,ACCN4,TMEM198,CHPF	GMPPA	197	1
7_MACS_peak_34807_lociStitched	chr9	132929166	132951496	7	21296	27943.762	2199.505	198	NCS1	NCS1	NCS1	198	1
6_MACS_peak_14765_lociStitched	chr17	48652769	48674853	6	21204	28097.4732	2208.4	199	CACNA1G	EPN3,SPATA20,ABCC3	CACNA1G	199	1
6_MACS_peak_35556_lociStitched	chr9	137105655	137127914	6	21109	29266.1332	1469.094	200			RNU6ATAC	200	1
10_MACS_peak_3284_lociStitched	chr1	21882739	21905476	10	21073	26199.8451	2171.3835	201	ALPL		ALPL	201	1
4_MACS_peak_24148_lociStitched	chr20	62726943	62749111	4	21071	32467.2528	2114.8272	202	OPRL1,NPBWR2	TCEA2,MYT1,SOX18,RGS19,C20orf201	NPBWR2	202	1
10_MACS_peak_15732_lociStitched	chr17	76551359	76573939	10	20947	26633.11	2057.038	203	DNAH17		DNAH17	203	1
6_MACS_peak_1812_lociStitched	chr1	10956761	10979132	6	20906	27353.0217	1944.0399	204			C1orf127	204	1
5_MACS_peak_13094_lociStitched	chr17	1193322	1214917	5	20875	24294.375	2457.511	205	TUSC5	BHLHA9	TUSC5	205	1
11_MACS_peak_13732_lociStitched	chr17	18982423	19004431	11	20822	19014.912	2335.0488	206		GRAPL,GRAP	GRAPL	206	1
3_MACS_peak_13054_lociStitched	chr17	1076595	1097770	3	20817	31430.0525	1939.63	207	ABR		ABR	207	1
3_MACS_peak_11247_lociStitched	chr16	1044935	1066592	3	20783	29871.5001	1626.4407	208		SOX8,LMF1	SOX8	208	1
9_MACS_peak_2086_lociStitched	chr1	16338580	16360489	9	20713	30856.6356	1822.8288	209	CLCNKA,HSPB7	C1orf64,CLCNKB,ZBTB17,FAM131C	CLCNKA	209	1
10_MACS_peak_7509_lociStitched	chr11	64288609	64310545	10	20690	23217.0624	2336.184	210		SLC22A11,SLC22A12	SLC22A11	210	1
6_MACS_peak_14087_lociStitched	chr17	36716242	36737237	6	20682	31122.988	2107.898	211	SRCIN1		SRCIN1	211	1
7_MACS_peak_9526_lociStitched	chr12	54390254	54411832	7	20584	32714.4058	2099.5394	212	HOXC9,HOXC8,HOXC6,HOXC5,HOXC4	HOXC12,HOXC11,HOXC10,MIR196A2,HOXC6,HOXC5,MIR615,HOXC4,FLJ12825,HOTAIR	HOXC8	212	1
10_MACS_peak_14873_lociStitched	chr17	61552099	61573950	10	20501	25840.9926	2047.4387	213	ACE	KCNH6,CYB561	ACE	213	1
9_MACS_peak_31037_lociStitched	chr7	2532342	2554175	9	20460	26644.9932	1812.139	214	LFNG	LFNG,IQCE,C7orf27	LFNG	214	1
11_MACS_peak_35725_lociStitched	chr9	137579428	137602198	11	20459	25124.418	1755.567	215	COL5A1		COL5A1	215	1
11_MACS_peak_35393_lociStitched	chr9	136344743	136366827	11	20456	27748.546	2179.6908	216		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	216	1
4_MACS_peak_4983_lociStitched	chr1	201322866	201343593	4	20450	28590.8238	2872.7622	217	TNNT2	LAD1,TNNI1	TNNT2	217	1
6_MACS_peak_6913_lociStitched	chr11	2160958	2182476	6	20385	26901.8036	1803.2084	218	IGF2AS,IGF2,INS-IGF2,INS	MIR483,IGF2,TH	IGF2	218	1
12_MACS_peak_19557_lociStitched	chr19	36338855	36360873	12	20295	22264.6016	1724.0094	219	KIRREL2,APLP1,NPHS1	HCST,PRODH2,NFKBID,TYROBP	KIRREL2	219	1
15_MACS_peak_3613_lociStitched	chr1	23224884	23247169	15	20272	21883.87	1660.2325	220	EPHB2	MIR4253	MIR4253	220	1
4_MACS_peak_16302_lociStitched	chr17	79273426	79294307	4	20264	32363.4619	1568.1631	221	C17orf55,TMEM105	SLC38A10	C17orf55	221	1
2_MACS_peak_4829_lociStitched	chr1	156860031	156880677	2	20215	34332.2334	3003.993	222	PEAR1	NTRK1,C1orf92,INSRR,MIR765	PEAR1	222	1
8_MACS_peak_24880_lociStitched	chr21	47404141	47425689	8	20207	33914.3972	2001.8092	223	COL6A1		COL6A1	223	1
6_MACS_peak_11144_lociStitched	chr16	740789	762008	6	20147	28501.3608	1500.1833	224	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	224	1
7_MACS_peak_1742_lociStitched	chr1	10699919	10721266	7	20116	31284.0285	1724.8376	225	CASZ1		CASZ1	225	1
2_MACS_peak_11283_lociStitched	chr16	1204250	1224396	2	20070	33182.4766	1128.176	226	CACNA1H		CACNA1H	226	1
6_MACS_peak_24620_lociStitched	chr21	45851886	45872483	6	20009	28341.472	2055.5806	227	TRPM2	LRRC3	LRRC3	227	1
2_MACS_peak_18292_lociStitched	chr19	13106767	13126750	2	19971	30725.8608	1798.47	228	NFIX	DAND5,GADD45GIP1	NFIX	228	1
7_MACS_peak_35007_lociStitched	chr9	133936266	133956496	7	19885	26195.827	1764.056	229	LAMC3	AIF1L,NUP214	AIF1L	229	1
6_MACS_peak_16236_lociStitched	chr17	78441087	78461772	6	19801	30686.1975	1650.663	230	NPTX1		NPTX1	230	1
10_MACS_peak_27810_lociStitched	chr3	50535381	50557398	10	19765	23252.1537	1961.7147	231	CACNA2D2	HEMK1,C3orf18	CACNA2D2	231	1
9_MACS_peak_258_lociStitched	chr1	2092685	2113966	9	19742	24319.9268	1606.7155	232	PRKCZ	SKI,LOC100128003,C1orf86	LOC100128003	232	1
9_MACS_peak_17065_lociStitched	chr19	3338264	3359426	9	19677	24899.2092	2465.373	233		NFIC	NFIC	233	1
5_MACS_peak_24353_lociStitched	chr21	43130353	43151429	5	19535	28850.9364	2651.3608	234	NCRNA00112,C21orf129	NCRNA00111,RIPK4	NCRNA00112	234	1
1_MACS_peak_35480_lociStitched	chr9	136540852	136560351	1	19500	24479.0446	1345.431	235	SARDH	DBH	DBH	235	1
10_MACS_peak_1192_lociStitched	chr1	6299966	6320278	10	19441	26501.0664	1785.4248	236	HES3,GPR153	RNF207,RPL22,ICMT	HES3	236	1
15_MACS_peak_13777_lociStitched	chr17	19108371	19129154	15	19404	17567.8699	2151.0405	237		EPN2	EPN2	237	1
5_MACS_peak_35482_lociStitched	chr9	136564225	136584448	5	19322	26267.6547	1561.2156	238	SARDH		SARDH	238	1
5_MACS_peak_24695_lociStitched	chr21	46141228	46161068	5	19313	28567.616	2257.792	239		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	239	1
4_MACS_peak_58_lociStitched	chr1	1052578	1072482	4	19281	28822.9824	2052.1024	240		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	240	1
7_MACS_peak_17799_lociStitched	chr19	7851269	7871697	7	19204	22891.6168	2721.0096	241	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	241	1
7_MACS_peak_34870_lociStitched	chr9	133250419	133270250	7	19182	22726.326	1519.0546	242		ASS1	ASS1	242	1
5_MACS_peak_24701_lociStitched	chr21	46163706	46183650	5	19173	27315.3024	2435.1624	243		KRTAP10-12,C21orf29,UBE2G2	C21orf29	243	1
9_MACS_peak_28454_lociStitched	chr4	6365735	6385917	9	19166	21025.6076	1667.0332	244	PPP2R2C		PPP2R2C	244	1
5_MACS_peak_24689_lociStitched	chr21	46114604	46134273	5	19137	30298.1276	1868.555	245	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	245	1
11_MACS_peak_9533_lociStitched	chr12	54413198	54433931	11	19119	24435.9138	1911.5826	246	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	246	1
6_MACS_peak_26140_lociStitched	chr22	42696405	42716219	6	19102	23160.5846	1545.492	247		LOC388906	LOC388906	247	1
5_MACS_peak_10536_lociStitched	chr15	42152080	42171267	5	19077	25727.8483	1724.9113	248	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	248	1
12_MACS_peak_1704_lociStitched	chr1	9682798	9704443	12	19066	22805.172	2129.868	249		TMEM201,PIK3CD,C1orf200	PIK3CD	249	1
10_MACS_peak_26178_lociStitched	chr22	42795006	42815858	10	19041	23679.5312	1405.4248	250	NFAM1		NFAM1	250	1
9_MACS_peak_24824_lociStitched	chr21	46987406	47007405	9	19021	27854.6072	2651.8674	251		SLC19A1	SLC19A1	251	1
4_MACS_peak_6640_lociStitched	chr11	1212765	1232388	4	19017	28520.0682	1766.07	252		MUC5B	MUC5B	252	1
14_MACS_peak_15951_lociStitched	chr17	77525276	77546125	14	18962	21543.2717	1517.8072	253		RBFOX3	RBFOX3	253	1
4_MACS_peak_4792_lociStitched	chr1	156395815	156415122	4	18958	30800.4571	3241.6453	254	C1orf61	MIR9-1	C1orf61	254	1
2_MACS_peak_27916_lociStitched	chr3	128197654	128216680	2	18953	35078.2362	1879.7688	255	GATA2	LOC90246,DNAJB8	GATA2	255	1
2_MACS_peak_23879_lociStitched	chr20	61388907	61407941	2	18946	30425.849	1555.0778	256	NTSR1	C20orf20,OGFR,COL9A3	C20orf20	256	1
4_MACS_peak_19039_lociStitched	chr19	18319681	18339307	4	18934	24424.557	2060.73	257	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683	PDE4C	257	1
8_MACS_peak_23957_lociStitched	chr20	61745615	61765744	8	18922	22943.0342	1551.9459	258		HAR1A,MIR124-3,HAR1B	HAR1B	258	1
8_MACS_peak_27720_lociStitched	chr3	50229045	50248771	8	18876	25898.2654	2100.819	259	GNAT1,SLC38A3	SEMA3F,GNAI2	SLC38A3	259	1
8_MACS_peak_13162_lociStitched	chr17	1913696	1933373	8	18773	27112.9383	2123.1483	260	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	260	1
5_MACS_peak_14172_lociStitched	chr17	39765872	39785516	5	18752	24906.6276	1394.724	261	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	261	1
5_MACS_peak_25858_lociStitched	chr22	37469208	37489016	5	18746	25110.6016	1560.8704	262	TMPRSS6	KCTD17	TMPRSS6	262	1
10_MACS_peak_464_lociStitched	chr1	2832800	2852446	10	18681	21869.9272	1165.0078	263			ACTRT2	263	1
7_MACS_peak_18990_lociStitched	chr19	18070321	18089581	7	18651	23643.576	1669.842	264	KCNN1	CCDC124,ARRDC2	KCNN1	264	1
10_MACS_peak_35086_lociStitched	chr9	134999904	135019600	10	18613	21549.3936	1904.6032	265		NTNG2,MED27	NTNG2	265	1
4_MACS_peak_23995_lociStitched	chr20	61937848	61956629	4	18606	25760.0196	1171.9344	266	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	266	1
10_MACS_peak_6950_lociStitched	chr11	2305856	2325952	10	18578	21896.6016	1563.4688	267	TSPAN32,C11orf21	ASCL2	C11orf21	267	1
4_MACS_peak_9810_lociStitched	chr13	113627155	113645848	4	18567	24442.9668	1721.6253	268	MCF2L	LOC100289410	MCF2L	268	1
4_MACS_peak_34764_lociStitched	chr9	132500634	132519485	4	18560	23324.3423	2003.8613	269	PTGES	TOR1B	PTGES	269	1
4_MACS_peak_24605_lociStitched	chr21	45782228	45801054	4	18533	28717.1804	2368.3108	270	TRPM2	C21orf2	TRPM2	270	1
3_MACS_peak_20098_lociStitched	chr19	42468395	42487397	3	18500	24613.2906	1641.7728	271	ATP1A3	RABAC1	RABAC1	271	1
8_MACS_peak_34518_lociStitched	chr9	127245766	127265384	8	18461	23931.9982	1742.0784	272	NR5A1	GPR144	NR5A1	272	1
8_MACS_peak_7367_lociStitched	chr11	61515418	61534923	8	18406	23454.7625	1589.6575	273	C11orf9,DKFZP434K028	FEN1,MIR611,C11orf10,MIR1908,FADS1	DKFZP434K028	273	1
11_MACS_peak_17699_lociStitched	chr19	7542826	7562448	11	18395	21692.121	2756.891	274	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	274	1
8_MACS_peak_15347_lociStitched	chr17	72873472	72893484	8	18393	21979.1796	1745.0464	275	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	275	1
6_MACS_peak_28387_lociStitched	chr4	3859639	3878723	6	18388	23650.8012	1664.1248	276			LOC348926	276	1
5_MACS_peak_24531_lociStitched	chr21	44863745	44882260	5	18386	26367.2115	1907.045	277	C21orf125,C21orf84	SIK1	C21orf125	277	1
7_MACS_peak_7527_lociStitched	chr11	64321181	64340347	7	18287	23110.3628	1585.0282	278	SLC22A11	SLC22A12	SLC22A11	278	1
1_MACS_peak_11444_lociStitched	chr16	3033902	3052098	1	18197	28676.896	1672.2124	279	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	279	1
3_MACS_peak_3255_lociStitched	chr1	21040581	21059011	3	18178	26607.391	1839.314	280	KIF17,SH2D5		KIF17	280	1
11_MACS_peak_15218_lociStitched	chr17	72361389	72381164	11	18160	19881.785	1698.6725	281	GPR142	KIF19,GPRC5C,BTBD17	GPR142	281	1
4_MACS_peak_6830_lociStitched	chr11	1840385	1859218	4	18148	26611.029	1636.5877	282	SYT8	TNNI2,LSP1,MIR4298	SYT8	282	1
9_MACS_peak_35469_lociStitched	chr9	136514591	136533435	9	18148	22309.4116	1305.8892	283	DBH,SARDH		DBH	283	1
4_MACS_peak_24601_lociStitched	chr21	45761201	45780319	4	18142	26726.964	2190.9228	284	TRPM2	PFKL,C21orf2	TRPM2	284	1
6_MACS_peak_23925_lociStitched	chr20	61651927	61670970	6	18035	24114.1509	1711.9657	285	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	285	1
9_MACS_peak_36166_lociStitched	chr9	138623843	138643716	9	17977	21367.4496	908.1961	286	KCNT1	SOHLH1	KCNT1	286	1
4_MACS_peak_2095_lociStitched	chr1	16361270	16379502	4	17946	26321.5384	1318.1736	287	CLCNKB	C1orf64,CLCNKA,HSPB7,FAM131C	CLCNKB	287	1
5_MACS_peak_26146_lociStitched	chr22	42720789	42739428	5	17928	22832.775	1472.481	288			LOC388906	288	1
5_MACS_peak_34995_lociStitched	chr9	133899413	133917705	5	17804	25863.0588	1505.4316	289	LAMC3		LAMC3	289	1
3_MACS_peak_648_lociStitched	chr1	3268920	3287197	3	17792	22286.9738	1321.4271	290	PRDM16		ARHGEF16	290	1
3_MACS_peak_3446_lociStitched	chr1	22907775	22925887	3	17676	23491.264	1436.2816	291	EPHA8	C1QA,C1QC	EPHA8	291	1
10_MACS_peak_2312_lociStitched	chr1	17535019	17553645	10	17648	19996.8736	1462.141	292	PADI1	PADI3	PADI1	292	1
1_MACS_peak_16291_lociStitched	chr17	79075601	79093238	1	17638	31005.846	1292.7921	293	BAIAP2,AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR657	293	1
3_MACS_peak_17129_lociStitched	chr19	3728397	3746738	3	17621	27172.1915	2586.081	294	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	294	1
13_MACS_peak_2451_lociStitched	chr1	17883724	17903002	13	17616	19322.3394	1359.099	295	ARHGEF10L	ARHGEF10L	ARHGEF10L	295	1
6_MACS_peak_20090_lociStitched	chr19	42424168	42442685	6	17562	24683.161	1790.5939	296		CD79A,ARHGEF1,RABAC1	RABAC1	296	1
6_MACS_peak_26228_lociStitched	chr22	42929881	42947945	6	17518	23826.416	3085.3312	297		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	297	1
6_MACS_peak_29143_lociStitched	chr4	8591678	8609402	6	17485	22438.584	1354.1136	298	CPZ	GPR78	CPZ	298	1
8_MACS_peak_26466_lociStitched	chr22	44700155	44719030	8	17476	21245.7	1691.2	299	KIAA1644		KIAA1644	299	1
4_MACS_peak_24597_lociStitched	chr21	45699324	45717546	4	17389	32415.1158	1782.1116	300	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	300	1
5_MACS_peak_28070_lociStitched	chr3	195530039	195547928	5	17364	25999.8726	2463.3153	301	MUC4		MUC4	301	1
6_MACS_peak_17873_lociStitched	chr19	8183160	8201706	6	17347	22952.5296	2292.2856	302	FBN3		FBN3	302	1
12_MACS_peak_6726_lociStitched	chr11	1593603	1613734	12	17303	20680.5763	2079.5323	303	LOC338651,MOB2,KRTAP5-1	KRTAP5-5,DUSP8,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	303	1
8_MACS_peak_33858_lociStitched	chr8	143531638	143549720	8	17255	21407.2798	1166.289	304	BAI1	TSNARE1	BAI1	304	1
3_MACS_peak_11300_lociStitched	chr16	1287234	1304731	3	17223	22634.1192	1767.197	305	TPSAB1	TPSD1,TPSG1,TPSB2	TPSAB1	305	1
9_MACS_peak_26359_lociStitched	chr22	44230969	44249392	9	17190	21449.8989	1400.148	306	SULT4A1	EFCAB6,PNPLA5	SULT4A1	306	1
11_MACS_peak_7301_lociStitched	chr11	61360811	61379686	11	17170	19222.3	1732.725	307		RPLP0P2,SYT7	RPLP0P2	307	1
7_MACS_peak_527_lociStitched	chr1	2986306	3004588	7	17146	20777.493	1085.9508	308	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	308	1
15_MACS_peak_33051_lociStitched	chr8	7424802	7444193	15	17113	20527.3126	2142.7055	309	FAM90A7		FAM90A7	309	1
5_MACS_peak_17879_lociStitched	chr19	8202883	8220345	5	17034	24380.4444	1995.9066	310	FBN3		FBN3	310	1
5_MACS_peak_28373_lociStitched	chr4	3821017	3838268	5	16979	20556.2916	1097.1636	311			ADRA2C	311	1
6_MACS_peak_2901_lociStitched	chr1	19037982	19055600	6	16895	18423.1426	1590.9054	312	PAX7		PAX7	312	1
15_MACS_peak_29239_lociStitched	chr4	8850291	8869490	15	16879	17701.478	1311.2917	313	HMX1		HMX1	313	1
5_MACS_peak_6926_lociStitched	chr11	2209137	2226575	5	16835	20674.4928	1354.9326	314		IGF2AS,IGF2,INS,TH	TH	314	1
12_MACS_peak_27745_lociStitched	chr3	50415734	50433556	12	16758	19299.4438	1644.9706	315	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	315	1
1_MACS_peak_31993_lociStitched	chr7	151077884	151094639	1	16756	26975.55	2054.163	316	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	316	1
5_MACS_peak_21477_lociStitched	chr19	55996094	56013620	5	16719	22471.8372	1251.3564	317	NAT14,SSC5D	ZNF628,SHISA7,ISOC2,SBK2	SSC5D	317	1
5_MACS_peak_11255_lociStitched	chr16	1091733	1109447	5	16715	24847.4278	1114.2106	318		SSTR5,LOC146336,C1QTNF8	SSTR5	318	1
7_MACS_peak_23749_lociStitched	chr20	60469102	60486100	7	16678	21069.021	1614.81	319	CDH4	MIR1257	MIR1257	319	1
4_MACS_peak_3435_lociStitched	chr1	22872360	22889720	4	16667	20111.56	1421.784	320		EPHA8	EPHA8	320	1
4_MACS_peak_11372_lociStitched	chr16	2325247	2342171	4	16651	26166.1964	1491.0044	321	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	321	1
12_MACS_peak_35798_lociStitched	chr9	137820394	137837815	12	16624	18847.7799	1188.1122	322		FCN2,FCN1	FCN1	322	1
5_MACS_peak_15774_lociStitched	chr17	77017660	77035242	5	16578	24247.3362	1564.798	323	C1QTNF1	ENGASE,LGALS3BP,CANT1	C1QTNF1	323	1
8_MACS_peak_10766_lociStitched	chr15	74588624	74605760	8	16576	19427.0832	1777.0032	324	CCDC33	CCDC33	CCDC33	324	1
4_MACS_peak_7349_lociStitched	chr11	61448178	61464999	4	16476	21260.0619	1505.4795	325	DAGLA		DAGLA	325	1
4_MACS_peak_36315_lociStitched	chr9	139597609	139614710	4	16456	25005.0822	1340.7184	326	FAM69B	EGFL7,MIR126,LOC100128593,AGPAT2,SNORA43,SNORA17,SNHG7,LCN10,LCN6,LCN8,LCN15	FAM69B	326	1
9_MACS_peak_18446_lociStitched	chr19	14287236	14304749	9	16431	18843.988	1497.3615	327	LPHN1	ASF1B	LPHN1	327	1
8_MACS_peak_11315_lociStitched	chr16	1475635	1493603	8	16335	25295.3504	1270.3376	328	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	328	1
3_MACS_peak_24364_lociStitched	chr21	43159088	43175940	3	16284	23353.5016	2114.926	329	RIPK4	NCRNA00112,C21orf129	RIPK4	329	1
2_MACS_peak_36436_lociStitched	chr9	140317871	140334328	2	16251	26696.5454	1435.0504	330	NOXA1,ENTPD8	EXD3,NELF	NOXA1	330	1
4_MACS_peak_28197_lociStitched	chr4	1751867	1768674	4	16191	28148.3636	1194.9777	331		TACC3,FGFR3,SLBP,TMEM129	FGFR3	331	1
13_MACS_peak_35692_lociStitched	chr9	137508779	137527925	13	16177	17981.9232	1499.1318	332		COL5A1	COL5A1	332	1
6_MACS_peak_5942_lociStitched	chr10	102974613	102991680	6	16173	22415.7978	1440.4548	333	FLJ41350,LBX1		LBX1	333	1
11_MACS_peak_17938_lociStitched	chr19	8391733	8410043	11	16135	22285.101	2123.96	334	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	334	1
12_MACS_peak_34332_lociStitched	chr9	34562504	34580279	12	16127	17741.2275	1624.635	335	LOC415056,CNTFR	ENHO,C9orf23,DCTN3,ARID3C	LOC415056	335	1
13_MACS_peak_12886_lociStitched	chr17	144811	162745	13	16120	21135.219	1987.0872	336	RPH3AL		RPH3AL	336	1
3_MACS_peak_14071_lociStitched	chr17	36334274	36350408	3	16115	30746.5638	5301.6324	337	TBC1D3,TBC1D3F		TBC1D3	337	1
4_MACS_peak_17074_lociStitched	chr19	3360314	3377072	4	16076	24401.3238	1927.17	338	NFIC		NFIC	338	1
5_MACS_peak_31070_lociStitched	chr7	2714225	2731283	5	16043	19106.6658	1466.988	339	AMZ1	TTYH3	AMZ1	339	1
6_MACS_peak_16818_lociStitched	chr19	2299490	2316085	6	16037	22184.196	2042.8445	340	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	340	1
7_MACS_peak_35663_lociStitched	chr9	137435031	137451861	7	16031	18420.435	1418.769	341			COL5A1	341	1
8_MACS_peak_6545_lociStitched	chr11	380123	397464	8	16009	21310.3549	1283.234	342	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	342	1
5_MACS_peak_11050_lociStitched	chr15	89900019	89916534	5	15999	20615.6745	1806.741	343	MIR9-3	LOC254559,POLG	MIR9-3	343	1
5_MACS_peak_13579_lociStitched	chr17	7964389	7981170	5	15998	22486.54	1713.3401	344	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	344	1
