#27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_ROSE/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam
#Using cutoff of 11276.0776 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuper
6_MACS_peak_22243_lociStitched	chr2	233385315	233390304	6	4185	4098.4635	290.8587	2786	0
4_MACS_peak_30917_lociStitched	chr7	1439119	1443722	4	3624	4054.7827	247.6414	2787	0
2_MACS_peak_31270_lociStitched	chr7	44262673	44266325	2	3286	4205.278	400.2592	2788	0
4_MACS_peak_21020_lociStitched	chr19	50234628	50239484	4	4171	4272.3088	471.5176	2789	0
3_MACS_peak_26726_lociStitched	chr22	45275241	45279555	3	4045	4033.1586	234.6816	2790	0
7_MACS_peak_12294_lociStitched	chr16	85343043	85347840	7	3676	3908.5956	110.8107	2791	0
2_MACS_peak_6468_lociStitched	chr10	135156669	135160916	2	3828	4135.7286	341.8835	2792	0
3_MACS_peak_2555_lociStitched	chr1	18058603	18062754	3	4045	4116.5467	326.2686	2793	0
2_MACS_peak_30687_lociStitched	chr6	150261079	150264988	2	3798	3989.5254	199.7499	2794	0
4_MACS_peak_31567_lociStitched	chr7	100374589	100379292	4	3814	4213.4177	425.6215	2795	0
2_MACS_peak_21705_lociStitched	chr2	26757580	26762072	2	4439	4178.4584	391.7024	2796	0
2_MACS_peak_2112_lociStitched	chr1	16412016	16416183	2	3843	4037.823	253.3536	2797	0
5_MACS_peak_3476_lociStitched	chr1	22977547	22982359	5	4313	4230.2292	446.0724	2798	0
2_MACS_peak_5524_lociStitched	chr10	71637460	71641322	2	3860	4002.5768	218.5892	2799	0
5_MACS_peak_34064_lociStitched	chr8	144220142	144225152	5	4695	4134.252	351.201	2800	0
6_MACS_peak_5191_lociStitched	chr1	223742322	223747656	6	4412	3985.0314	205.8924	2801	0
5_MACS_peak_31112_lociStitched	chr7	4914782	4919765	5	4242	4122.9342	344.3253	2802	0
3_MACS_peak_34041_lociStitched	chr8	144130410	144134745	3	4236	4126.4865	348.1005	2803	0
2_MACS_peak_9202_lociStitched	chr12	49389524	49392863	2	2995	4161.0618	383.6511	2804	0
1_MACS_peak_31867_lociStitched	chr7	128046370	128049873	1	3504	4421.4866	645.9532	2805	0
3_MACS_peak_31673_lociStitched	chr7	100806073	100809679	3	3147	4136.4426	362.0424	2806	0
4_MACS_peak_1962_lociStitched	chr1	11666395	11670772	4	3612	4153.773	379.9236	2807	0
3_MACS_peak_3992_lociStitched	chr1	30699487	30703984	3	4149	4165.1214	392.5881	2808	0
1_MACS_peak_5012_lociStitched	chr1	201506845	201509672	1	2828	4308.348	539.957	2809	0
2_MACS_peak_14792_lociStitched	chr17	55937752	55940981	2	3007	4057.5614	293.1932	2810	0
3_MACS_peak_27279_lociStitched	chr22	50550167	50554768	3	3984	4124.3364	360.7184	2811	0
3_MACS_peak_7997_lociStitched	chr11	69630232	69633690	3	3325	3963.2138	204.3678	2812	0
3_MACS_peak_23690_lociStitched	chr20	60336790	60340732	3	3544	3952.6434	195.9174	2813	0
3_MACS_peak_35530_lociStitched	chr9	136949671	136954043	3	3787	4074.2668	317.8444	2814	0
3_MACS_peak_23320_lociStitched	chr20	57141571	57145064	3	3436	3989.3553	234.031	2815	0
4_MACS_peak_18922_lociStitched	chr19	17805659	17810280	4	4201	4179.2324	426.0562	2816	0
3_MACS_peak_1332_lociStitched	chr1	7209292	7213054	3	3643	4047.5358	295.6932	2817	0
2_MACS_peak_1105_lociStitched	chr1	5776740	5780806	2	4054	3990.3724	243.5534	2818	0
1_MACS_peak_5403_lociStitched	chr10	43261692	43262059	1	368	3774.0445	29.1398	2819	0
2_MACS_peak_14549_lociStitched	chr17	45954953	45959186	2	4152	4230.0369	485.5251	2820	0
1_MACS_peak_4594_lociStitched	chr1	48173606	48176374	1	2769	4034.9136	291.1936	2821	0
1_MACS_peak_13090_lociStitched	chr17	1174357	1177969	1	3613	4058.8044	315.6888	2822	0
1_MACS_peak_3009_lociStitched	chr1	19980883	19985532	1	4650	4158.9954	417.0153	2823	0
3_MACS_peak_34003_lociStitched	chr8	144002219	144005894	3	3220	3878.595	137.445	2824	0
1_MACS_peak_29828_lociStitched	chr5	175619247	175622638	1	3392	4115.9958	375.0446	2825	0
3_MACS_peak_7022_lociStitched	chr11	2937717	2941963	3	3691	4094.8424	356.2394	2826	0
4_MACS_peak_4894_lociStitched	chr1	160050233	160054838	4	3725	4383.96	647.0025	2827	0
5_MACS_peak_17060_lociStitched	chr19	3333027	3337535	5	3880	4147.36	412.0312	2828	0
2_MACS_peak_24512_lociStitched	chr21	44494261	44497720	2	3084	3990.6483	256.6578	2829	0
1_MACS_peak_22038_lociStitched	chr2	133030532	133031690	1	1159	4615.6722	881.9328	2830	0
5_MACS_peak_360_lociStitched	chr1	2552775	2557530	5	4023	4113.075	379.449	2831	0
6_MACS_peak_23040_lociStitched	chr20	49245344	49250528	6	3757	4148.7552	417.312	2832	0
3_MACS_peak_28342_lociStitched	chr4	3759436	3763845	3	3818	4013.9536	285.7032	2833	0
1_MACS_peak_35171_lociStitched	chr9	135363259	135366848	1	3590	3962.6149	236.1562	2834	0
2_MACS_peak_20039_lociStitched	chr19	42264212	42267894	2	3580	3983.924	258.4764	2835	0
2_MACS_peak_503_lociStitched	chr1	2918559	2922516	2	3485	3930.4881	205.3683	2836	0
2_MACS_peak_8587_lociStitched	chr11	79148089	79151346	2	3125	4129.876	405.1708	2837	0
2_MACS_peak_17716_lociStitched	chr19	7575974	7579932	2	3945	4362.9034	643.175	2838	0
3_MACS_peak_28264_lociStitched	chr4	3556788	3561288	3	4236	4303.35	584.55	2839	0
2_MACS_peak_13639_lociStitched	chr17	9133725	9137663	2	3776	3961.2342	242.5808	2840	0
1_MACS_peak_25142_lociStitched	chr22	20500531	20503820	1	3290	4041.5232	326.5977	2841	0
2_MACS_peak_16464_lociStitched	chr17	81078633	81082436	2	3705	4034.6027	319.8323	2842	0
5_MACS_peak_5638_lociStitched	chr10	73269161	73273085	5	3591	3999.7332	287.2368	2843	0
1_MACS_peak_22476_lociStitched	chr20	2784076	2787441	1	3366	4003.677	291.409	2844	0
1_MACS_peak_1128_lociStitched	chr1	5826093	5830119	1	4027	4085.1822	373.2102	2845	0
2_MACS_peak_8858_lociStitched	chr11	124711583	124715131	2	3421	4150.8052	445.6288	2846	0
2_MACS_peak_28212_lociStitched	chr4	2047490	2050549	2	3052	4015.5493	311.1003	2847	0
5_MACS_peak_12947_lociStitched	chr17	713523	718262	5	3818	4018.672	314.6696	2848	0
5_MACS_peak_11100_lociStitched	chr15	102494767	102500907	5	5960	4752.36	1050.554	2849	0
3_MACS_peak_7538_lociStitched	chr11	64349929	64353884	3	3768	4088.679	387.9855	2850	0
1_MACS_peak_36332_lociStitched	chr9	139671924	139675534	1	3611	4098.794	398.183	2851	0
4_MACS_peak_7687_lociStitched	chr11	66321742	66326396	4	4204	4187.2038	486.8084	2852	0
4_MACS_peak_25961_lociStitched	chr22	37946134	37950499	4	3783	4101.7905	402.0165	2853	0
4_MACS_peak_20602_lociStitched	chr19	48235746	48239998	4	3825	4048.3292	354.1916	2854	0
4_MACS_peak_26766_lociStitched	chr22	45374589	45378959	4	4094	4083.328	390.241	2855	0
4_MACS_peak_5556_lociStitched	chr10	72664146	72668661	4	4127	4036.8615	345.849	2856	0
4_MACS_peak_10754_lociStitched	chr15	74566957	74571286	4	4034	4101.2946	410.8221	2857	0
2_MACS_peak_1536_lociStitched	chr1	7729157	7732767	2	3611	3994.465	305.045	2858	0
1_MACS_peak_28434_lociStitched	chr4	6329077	6332696	1	3620	4068.1179	382.5283	2859	0
3_MACS_peak_29899_lociStitched	chr5	176202675	176206649	3	3610	3986.7168	301.2292	2860	0
3_MACS_peak_36112_lociStitched	chr9	138495593	138499766	3	3847	4001.0724	315.8961	2861	0
1_MACS_peak_16840_lociStitched	chr19	2487201	2490245	1	3045	4088.3964	403.33	2862	0
2_MACS_peak_5306_lociStitched	chr1	245317259	245319880	2	2471	4136.7243	455.7919	2863	0
1_MACS_peak_18935_lociStitched	chr19	17904122	17906766	1	2645	3894.3476	213.6352	2864	0
1_MACS_peak_31092_lociStitched	chr7	4843407	4847152	1	3746	3927.3815	246.7955	2865	0
2_MACS_peak_22498_lociStitched	chr20	3677475	3681269	2	3682	3974.9738	295.1732	2866	0
2_MACS_peak_124_lociStitched	chr1	1512405	1516558	2	4016	4243.9507	567.2998	2867	0
4_MACS_peak_32936_lociStitched	chr8	1883562	1887782	4	3913	4014.908	338.866	2868	0
5_MACS_peak_20444_lociStitched	chr19	46947192	46952207	5	3767	3941.79	267.2995	2869	0
5_MACS_peak_10158_lociStitched	chr14	104607782	104612190	5	3750	3767.5176	93.4496	2870	0
1_MACS_peak_33560_lociStitched	chr8	142606928	142610418	1	3491	3969.526	296.301	2871	0
2_MACS_peak_13870_lociStitched	chr17	21324035	21327933	2	3853	4320.933	649.4068	2872	0
3_MACS_peak_11485_lociStitched	chr16	3140343	3144264	3	3733	4089.603	421.5075	2873	0
5_MACS_peak_34025_lociStitched	chr8	144098267	144102918	5	3879	3954.7453	287.8969	2874	0
1_MACS_peak_18617_lociStitched	chr19	15288986	15292815	1	3830	4032.7028	371.0301	2875	0
3_MACS_peak_16272_lociStitched	chr17	78955094	78958874	3	3713	4055.184	394.632	2876	0
3_MACS_peak_13525_lociStitched	chr17	7688461	7692796	3	3753	4036.3185	376.278	2877	0
3_MACS_peak_27148_lociStitched	chr22	49677739	49681992	3	3747	3974.4285	316.8485	2878	0
4_MACS_peak_33959_lociStitched	chr8	143836271	143840342	4	3760	4005.4569	348.0705	2879	0
6_MACS_peak_17299_lociStitched	chr19	5225090	5230354	6	4334	4294.3712	637.9968	2880	0
5_MACS_peak_8703_lociStitched	chr11	117663464	117668314	5	3840	4153.54	498.095	2881	0
5_MACS_peak_2074_lociStitched	chr1	16315875	16320237	5	3284	3920.5656	265.6458	2882	0
6_MACS_peak_8678_lociStitched	chr11	117543503	117548745	6	4289	4096.623	443.9974	2883	0
2_MACS_peak_34445_lociStitched	chr9	115839587	115844204	2	4611	4432.32	780.273	2884	0
2_MACS_peak_22769_lociStitched	chr20	37326288	37330358	2	3961	4073.256	421.652	2885	0
2_MACS_peak_18152_lociStitched	chr19	10627879	10630827	2	2845	3959.7536	314.2568	2886	0
1_MACS_peak_36554_lociStitched	chrX	9759874	9760214	1	341	3660.27	16.32	2887	0
4_MACS_peak_8602_lociStitched	chr11	117307294	117311758	4	4258	3982.7808	340.6032	2888	0
3_MACS_peak_32563_lociStitched	chr7	157529871	157534333	3	3937	4112.6254	475.6492	2889	0
5_MACS_peak_6525_lociStitched	chr11	344363	348883	5	3992	4034.552	398.212	2890	0
1_MACS_peak_31507_lociStitched	chr7	100235593	100238732	1	3140	3925.3195	290.0436	2891	0
5_MACS_peak_30376_lociStitched	chr6	33774463	33779184	5	3737	4028.9014	396.564	2892	0
1_MACS_peak_23385_lociStitched	chr20	57361186	57364518	1	3333	3837.1312	205.2512	2893	0
5_MACS_peak_19299_lociStitched	chr19	33751856	33756103	5	3487	3936.5443	305.3593	2894	0
5_MACS_peak_813_lociStitched	chr1	4175637	4180875	5	4271	4039.5456	408.564	2895	0
1_MACS_peak_17431_lociStitched	chr19	5520425	5524338	1	3914	4076.5634	446.8646	2896	0
2_MACS_peak_33481_lociStitched	chr8	142418752	142422532	2	3348	3882.06	253.638	2897	0
4_MACS_peak_15165_lociStitched	chr17	72268578	72272791	4	3992	3865.0062	236.7706	2898	0
5_MACS_peak_15999_lociStitched	chr17	77636612	77641030	5	4276	4018.171	391.4348	2899	0
2_MACS_peak_28956_lociStitched	chr4	8046430	8050464	2	3539	3890.3896	264.227	2900	0
5_MACS_peak_12190_lociStitched	chr16	85175828	85179977	5	3972	3797.5797	171.7686	2901	0
2_MACS_peak_28385_lociStitched	chr4	3854896	3858929	2	3873	3948.7103	323.8499	2902	0
5_MACS_peak_15274_lociStitched	chr17	72525002	72530127	5	3968	4178.4125	554.0125	2903	0
4_MACS_peak_35238_lociStitched	chr9	135676957	135680966	4	3848	3990.1577	366.8235	2904	0
2_MACS_peak_30287_lociStitched	chr6	31948318	31952483	2	4163	4120.4345	500.633	2905	0
5_MACS_peak_8712_lociStitched	chr11	117706936	117711558	5	4075	4139.4632	519.975	2906	0
2_MACS_peak_18228_lociStitched	chr19	11516733	11520440	2	3635	3905.3245	286.9218	2907	0
3_MACS_peak_27407_lociStitched	chr3	12905229	12909216	3	3617	3990.5883	375.9741	2908	0
1_MACS_peak_14140_lociStitched	chr17	38211598	38215585	1	3988	4087.8711	473.6556	2909	0
4_MACS_peak_24096_lociStitched	chr20	62410930	62415929	4	4403	4076.6845	462.9074	2910	0
4_MACS_peak_32781_lociStitched	chr7	158800243	158804670	4	3857	4193.2544	580.3797	2911	0
2_MACS_peak_23441_lociStitched	chr20	57795681	57799744	2	3879	4148.323	535.5034	2912	0
4_MACS_peak_6690_lociStitched	chr11	1425324	1429721	4	3450	3904.0963	292.8402	2913	0
2_MACS_peak_20619_lociStitched	chr19	48307024	48311033	2	3924	3969.7118	360.0082	2914	0
2_MACS_peak_27328_lociStitched	chr22	51093180	51097154	2	3849	4154.4196	544.8354	2915	0
6_MACS_peak_458_lociStitched	chr1	2827311	2831928	6	3807	3916.6011	307.4922	2916	0
3_MACS_peak_27017_lociStitched	chr22	46847706	46851655	3	3665	3957.6878	349.0916	2917	0
6_MACS_peak_6697_lociStitched	chr11	1443880	1448038	6	3207	3809.1438	202.9104	2918	0
2_MACS_peak_8795_lociStitched	chr11	119473299	119476788	2	3398	3831.6198	225.3894	2919	0
4_MACS_peak_18803_lociStitched	chr19	17438152	17442310	4	3485	3912.678	314.7606	2920	0
2_MACS_peak_15417_lociStitched	chr17	73582503	73585155	2	2353	3880.6716	282.9684	2921	0
2_MACS_peak_28269_lociStitched	chr4	3571778	3575233	2	3089	3973.25	375.904	2922	0
1_MACS_peak_22037_lociStitched	chr2	133029125	133030017	1	893	4956.7548	1360.3	2923	0
2_MACS_peak_24553_lociStitched	chr21	45244583	45247917	2	3328	4054.8108	458.425	2924	0
4_MACS_peak_23901_lociStitched	chr20	61585061	61589502	4	4042	4000.8969	405.9074	2925	0
4_MACS_peak_30160_lociStitched	chr6	1380828	1385016	4	3918	3974.8308	380.6892	2926	0
2_MACS_peak_35888_lociStitched	chr9	137959115	137962881	2	3615	3778.4278	185.6638	2927	0
2_MACS_peak_4507_lociStitched	chr1	38098607	38101763	2	3155	3882.1956	290.9832	2928	0
3_MACS_peak_8510_lociStitched	chr11	72350168	72353534	3	3220	3873.2562	283.0806	2929	0
1_MACS_peak_11282_lociStitched	chr16	1198215	1201895	1	3681	3918.464	329.36	2930	0
5_MACS_peak_19905_lociStitched	chr19	41530026	41534938	5	3869	4004.7536	416.0464	2931	0
1_MACS_peak_33601_lociStitched	chr8	142690076	142693323	1	3248	3763.9224	176.3121	2932	0
5_MACS_peak_18636_lociStitched	chr19	15329522	15334091	5	3829	4013.8665	426.7446	2933	0
3_MACS_peak_20278_lociStitched	chr19	45991010	45994448	3	2789	3868.4376	282.6036	2934	0
2_MACS_peak_35046_lociStitched	chr9	134645137	134648851	2	3632	3968.7804	387.3702	2935	0
5_MACS_peak_3083_lociStitched	chr1	20618005	20622444	5	3609	3873.9153	292.974	2936	0
3_MACS_peak_4374_lociStitched	chr1	37295151	37299476	3	3903	3944.8325	364.5975	2937	0
1_MACS_peak_22129_lociStitched	chr2	219261213	219264182	1	2970	3884.6396	306.1039	2938	0
2_MACS_peak_24614_lociStitched	chr21	45833057	45836842	2	3675	4025.3475	447.7655	2939	0
5_MACS_peak_10007_lociStitched	chr14	101018740	101023429	5	3762	3755.4201	178.182	2940	0
5_MACS_peak_7723_lociStitched	chr11	66753242	66758206	5	4314	4138.4868	562.4212	2941	0
3_MACS_peak_6778_lociStitched	chr11	1726986	1731335	3	3663	4071.0989	496.2209	2942	0
5_MACS_peak_33704_lociStitched	chr8	143013868	143017843	5	3482	3854.5575	282.6225	2943	0
2_MACS_peak_35066_lociStitched	chr9	134697974	134701977	2	3967	3853.2878	282.6118	2944	0
3_MACS_peak_9631_lociStitched	chr12	101390056	101393869	3	3284	4149.3066	580.3386	2945	0
2_MACS_peak_2573_lociStitched	chr1	18102301	18106422	2	3859	3775.2481	207.6984	2946	0
4_MACS_peak_16927_lociStitched	chr19	3030850	3035406	4	4515	4191.9756	624.6276	2947	0
5_MACS_peak_29056_lociStitched	chr4	8252828	8257387	5	3862	4021.9498	455.9	2948	0
3_MACS_peak_14382_lociStitched	chr17	42834293	42837917	3	3047	3858.8352	293.1816	2949	0
5_MACS_peak_26825_lociStitched	chr22	45479331	45483843	5	3864	3929.0496	363.6672	2950	0
2_MACS_peak_19751_lociStitched	chr19	39573735	39577181	2	3298	3866.7566	302.5588	2951	0
5_MACS_peak_22312_lociStitched	chr2	241651653	241656015	5	3259	3702.0294	137.8392	2952	0
1_MACS_peak_18190_lociStitched	chr19	11387243	11390078	1	2836	3908.6145	344.4525	2953	0
4_MACS_peak_25947_lociStitched	chr22	37902645	37906768	4	3563	3870.2601	306.3389	2954	0
1_MACS_peak_8563_lociStitched	chr11	75915186	75918790	1	3605	4021.3432	457.708	2955	0
3_MACS_peak_34551_lociStitched	chr9	129293811	129297750	3	3709	3884.2479	321.0285	2956	0
2_MACS_peak_28628_lociStitched	chr4	7256050	7260415	2	4026	3857.3505	295.5105	2957	0
5_MACS_peak_13251_lociStitched	chr17	4390262	4394329	5	3430	3879.1046	318.0394	2958	0
5_MACS_peak_32358_lociStitched	chr7	155829936	155834438	5	3812	3985.1704	424.5386	2959	0
4_MACS_peak_2543_lociStitched	chr1	18040349	18045117	4	4034	3904.5152	346.1568	2960	0
3_MACS_peak_4318_lociStitched	chr1	37037658	37041636	3	3609	3799.7856	241.4646	2961	0
3_MACS_peak_1884_lociStitched	chr1	11436832	11441182	3	4315	4044.195	487.2	2962	0
1_MACS_peak_24066_lociStitched	chr20	62185451	62188079	1	2629	3723.6132	171.3456	2963	0
3_MACS_peak_33853_lociStitched	chr8	143495762	143499981	3	4130	3836.7586	285.2044	2964	0
3_MACS_peak_32719_lociStitched	chr7	158209492	158214157	3	4533	4405.626	855.561	2965	0
4_MACS_peak_17447_lociStitched	chr19	5724485	5729246	4	4394	4177.3014	627.4998	2966	0
2_MACS_peak_30782_lociStitched	chr7	964313	967466	2	2978	3822.6972	273.0498	2967	0
3_MACS_peak_2005_lociStitched	chr1	11824561	11828616	3	3443	3768.3115	219.781	2968	0
5_MACS_peak_8776_lociStitched	chr11	119364836	119369349	5	3682	3923.1509	375.0303	2969	0
4_MACS_peak_16667_lociStitched	chr19	452990	457487	4	3976	4001.8803	455.0964	2970	0
4_MACS_peak_31342_lociStitched	chr7	73058765	73062752	4	3138	3881.3445	335.7054	2971	0
2_MACS_peak_14421_lociStitched	chr17	43095268	43099058	2	3786	4042.414	497.627	2972	0
2_MACS_peak_31336_lociStitched	chr7	73035668	73039274	2	3276	3811.9026	267.2046	2973	0
5_MACS_peak_8606_lociStitched	chr11	117312262	117316358	5	3179	3893.6576	348.9792	2974	0
3_MACS_peak_10854_lociStitched	chr15	77911612	77915599	3	3701	3902.4756	359.2287	2975	0
3_MACS_peak_24617_lociStitched	chr21	45841526	45845667	3	3500	4034.1622	491.1226	2976	0
3_MACS_peak_19425_lociStitched	chr19	35627094	35631280	3	3870	3892.1428	352.8798	2977	0
3_MACS_peak_36189_lociStitched	chr9	138853643	138857548	3	3360	3940.145	401.0435	2978	0
4_MACS_peak_8079_lociStitched	chr11	69917747	69922144	4	3500	3818.3548	280.9683	2979	0
3_MACS_peak_31012_lociStitched	chr7	1788867	1792574	3	3460	3840.8227	304.7154	2980	0
4_MACS_peak_3200_lociStitched	chr1	20859487	20863845	4	4112	3954.0134	419.6754	2981	0
2_MACS_peak_23715_lociStitched	chr20	60403530	60407486	2	3836	3740.0024	211.2504	2982	0
3_MACS_peak_22422_lociStitched	chr2	242754251	242758444	3	3605	3658.3925	129.983	2983	0
3_MACS_peak_16383_lociStitched	chr17	79896664	79900586	3	3747	3927.4908	399.2596	2984	0
2_MACS_peak_17141_lociStitched	chr19	3783587	3787535	2	3522	3813.3732	285.8352	2985	0
3_MACS_peak_23299_lociStitched	chr20	56786129	56790723	3	3827	3975.6476	448.3744	2986	0
2_MACS_peak_15375_lociStitched	chr17	72936477	72940182	2	3667	3925.4475	398.2875	2987	0
6_MACS_peak_25500_lociStitched	chr22	27836210	27841126	6	3368	3813.3412	286.6028	2988	0
4_MACS_peak_7287_lociStitched	chr11	61325245	61329487	4	3751	3829.6776	305.424	2989	0
2_MACS_peak_8316_lociStitched	chr11	70664239	70668244	2	3810	3901.2705	378.072	2990	0
2_MACS_peak_16224_lociStitched	chr17	78409929	78413857	2	3735	3964.5304	442.2928	2991	0
4_MACS_peak_28408_lociStitched	chr4	4387679	4391785	4	3809	3810.7786	291.9366	2992	0
3_MACS_peak_19319_lociStitched	chr19	33781803	33785740	3	3514	3946.0551	428.7393	2993	0
2_MACS_peak_17871_lociStitched	chr19	8177987	8181876	2	3435	3911.9451	394.7335	2994	0
7_MACS_peak_19998_lociStitched	chr19	42187278	42192796	7	3464	3976.8226	459.6494	2995	0
2_MACS_peak_4553_lociStitched	chr1	44871478	44875310	2	3641	3802.8768	288.5496	2996	0
6_MACS_peak_26927_lociStitched	chr22	46020534	46025030	6	3923	3838.6848	325.96	2997	0
5_MACS_peak_10897_lociStitched	chr15	78021652	78026483	5	3751	3944.9946	433.8238	2998	0
3_MACS_peak_4591_lociStitched	chr1	47694481	47698534	3	3691	3727.5441	216.4302	2999	0
3_MACS_peak_29757_lociStitched	chr5	139190675	139194455	3	3447	3851.82	343.602	3000	0
6_MACS_peak_2610_lociStitched	chr1	18213528	18218099	6	4145	3788.9019	282.9449	3001	0
3_MACS_peak_7133_lociStitched	chr11	43892194	43896959	3	4253	4033.5725	528.4385	3002	0
1_MACS_peak_21829_lociStitched	chr2	73518287	73520829	1	2543	3709.7948	204.8852	3003	0
3_MACS_peak_34459_lociStitched	chr9	116930207	116933771	3	3325	3786.75	281.9124	3004	0
4_MACS_peak_26669_lociStitched	chr22	45178165	45182112	4	3625	3658.869	154.7224	3005	0
5_MACS_peak_7493_lociStitched	chr11	64252219	64256399	5	3583	3874.86	370.766	3006	0
2_MACS_peak_34719_lociStitched	chr9	132381486	132384488	2	2936	3660.0384	156.4042	3007	0
3_MACS_peak_31383_lociStitched	chr7	73450473	73454506	3	3615	3876.5196	373.0525	3008	0
3_MACS_peak_14221_lociStitched	chr17	41619770	41623565	3	3329	3858.756	355.5915	3009	0
2_MACS_peak_27803_lociStitched	chr3	50520855	50524861	2	3622	3941.5034	439.0576	3010	0
4_MACS_peak_15754_lociStitched	chr17	76596729	76601156	4	4040	4000.6799	501.1364	3011	0
1_MACS_peak_34890_lociStitched	chr9	133291490	133295753	1	4264	3958.6218	459.9777	3012	0
3_MACS_peak_11123_lociStitched	chr16	226045	229365	3	2844	3678.892	180.94	3013	0
4_MACS_peak_187_lociStitched	chr1	1934327	1937866	4	3323	3705.333	207.7393	3014	0
5_MACS_peak_2030_lociStitched	chr1	11956767	11960864	5	3684	3769.24	272.8602	3015	0
3_MACS_peak_35947_lociStitched	chr9	138075796	138079939	3	3790	3757.2867	261.4233	3016	0
3_MACS_peak_27581_lociStitched	chr3	14850761	14854262	3	3303	3776.1786	282.5307	3017	0
5_MACS_peak_30313_lociStitched	chr6	32073382	32078059	5	3313	3874.8945	382.1109	3018	0
4_MACS_peak_28607_lociStitched	chr4	7226004	7230115	4	3564	3761.9761	269.2705	3019	0
6_MACS_peak_24519_lociStitched	chr21	44690640	44695639	6	4115	4093.1812	600.8798	3020	0
2_MACS_peak_16660_lociStitched	chr19	434588	438676	2	4075	3986.2088	494.648	3021	0
1_MACS_peak_3695_lociStitched	chr1	27320847	27323774	1	2928	3713.1922	222.1593	3022	0
4_MACS_peak_3824_lociStitched	chr1	29823290	29827645	4	3724	3753.139	263.042	3023	0
2_MACS_peak_613_lociStitched	chr1	3191002	3194334	2	3203	3640.8764	156.9372	3024	0
2_MACS_peak_35225_lociStitched	chr9	135623794	135627029	2	3142	3757.129	273.681	3025	0
8_MACS_peak_15986_lociStitched	chr17	77623230	77628858	8	4468	3638.502	155.3328	3026	0
2_MACS_peak_6902_lociStitched	chr11	2140481	2143934	2	3442	3780.3444	297.3033	3027	0
3_MACS_peak_35639_lociStitched	chr9	137392909	137396833	3	3816	3764.6856	281.7432	3028	0
4_MACS_peak_32992_lociStitched	chr8	7112087	7117621	4	4540	3929.6934	447.7006	3029	0
1_MACS_peak_3254_lociStitched	chr1	21035498	21038946	1	3449	3870.38	388.5896	3030	0
5_MACS_peak_18979_lociStitched	chr19	18033173	18037440	5	3894	3841.5801	360.5615	3031	0
7_MACS_peak_34111_lociStitched	chr8	144319669	144324472	7	3726	3810.2199	329.4858	3032	0
1_MACS_peak_5715_lociStitched	chr10	73722703	73725454	1	2752	3684.9645	204.6744	3033	0
3_MACS_peak_12534_lociStitched	chr16	87659278	87663056	3	3368	3583.8108	105.0284	3034	0
3_MACS_peak_20993_lociStitched	chr19	50044745	50048732	3	3556	3863.403	385.1442	3035	0
4_MACS_peak_15261_lociStitched	chr17	72439934	72444371	4	3709	3853.0908	375.3702	3036	0
2_MACS_peak_25223_lociStitched	chr22	21695551	21699002	2	3417	3800.5863	325.0842	3037	0
6_MACS_peak_8428_lociStitched	chr11	71009800	71013840	6	3563	3812.144	337.34	3038	0
6_MACS_peak_29485_lociStitched	chr5	518579	523440	6	3983	3776.0248	302.8403	3039	0
1_MACS_peak_8217_lociStitched	chr11	70367773	70371264	1	3492	3745.1448	275.0908	3040	0
1_MACS_peak_26651_lociStitched	chr22	45132141	45134925	1	2785	3626.16	158.4096	3041	0
5_MACS_peak_30109_lociStitched	chr5	180049685	180054139	5	3641	3811.2878	343.8488	3042	0
2_MACS_peak_11425_lociStitched	chr16	2898393	2902229	2	3474	3876.278	410.0684	3043	0
1_MACS_peak_10774_lociStitched	chr15	74606303	74610021	1	3719	3876.3868	410.4672	3044	0
1_MACS_peak_28407_lociStitched	chr4	4226750	4230173	1	3424	3848.1366	382.3491	3045	0
4_MACS_peak_7245_lociStitched	chr11	60700807	60705346	4	3345	3927.1428	462.978	3046	0
5_MACS_peak_28473_lociStitched	chr4	6404093	6407968	5	3626	3769.6	305.7375	3047	0
2_MACS_peak_34479_lociStitched	chr9	124412865	124415820	2	2734	3715.3215	252.0615	3048	0
2_MACS_peak_33222_lociStitched	chr8	22004505	22007701	2	3162	3785.3424	322.4764	3049	0
4_MACS_peak_24394_lociStitched	chr21	43697997	43702449	4	4028	4013.9232	552.048	3050	0
5_MACS_peak_5596_lociStitched	chr10	72992482	72997109	5	3947	3776.0947	315.0987	3051	0
1_MACS_peak_27486_lociStitched	chr3	13686992	13690726	1	3735	3910.9916	452.9342	3052	0
5_MACS_peak_18664_lociStitched	chr19	15671960	15676784	5	3612	3748.248	291.852	3053	0
