#OPM-2 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/OPM-2.H3K27ac_ROSE/OPM-2_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by OPM.2.jin.bam
#Using cutoff of 15890.0778 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OPM.2.jin.bam	enhancerRank	isSuper
3_MACS_peak_3832_lociStitched	chr10	89620064	89629509	3	9300	25508.1115	304	1
1_MACS_peak_1578_lociStitched	chr1	154579484	154582864	1	3381	25494.664	305	1
2_MACS_peak_14035_lociStitched	chr19	18389859	18393998	2	4018	25491.2732	306	1
1_MACS_peak_2064_lociStitched	chr1	183439347	183442886	1	3540	25490.3553	307	1
5_MACS_peak_15905_lociStitched	chr2	112458870	112465820	5	6688	25473.14	308	1
1_MACS_peak_26115_lociStitched	chr7	44835154	44837958	1	2805	25471.8164	309	1
1_MACS_peak_17490_lociStitched	chr20	37500641	37505463	1	4823	25383.9724	310	1
1_MACS_peak_1478_lociStitched	chr1	150335740	150338774	1	3035	25333.5966	311	1
1_MACS_peak_8967_lociStitched	chr14	95981151	95987168	1	6018	25323.1462	312	1
2_MACS_peak_29155_lociStitched	chr9	93701086	93708724	2	7267	25320.7338	313	1
1_MACS_peak_24800_lociStitched	chr6	86351256	86355584	1	4329	25299.324	314	1
3_MACS_peak_9561_lociStitched	chr15	52967634	52974036	3	6251	25236.0438	315	1
3_MACS_peak_27840_lociStitched	chr8	67415927	67422013	3	5668	25225.2528	316	1
2_MACS_peak_23824_lociStitched	chr6	326524	332651	2	6073	25181.3573	317	1
2_MACS_peak_5084_lociStitched	chr11	65624507	65629136	2	4564	25175.2794	318	1
1_MACS_peak_45_lociStitched	chr1	1709002	1713362	1	4361	25143.684	319	1
2_MACS_peak_17901_lociStitched	chr21	19154232	19163217	2	8636	25134.639	320	1
1_MACS_peak_29252_lociStitched	chr9	100744533	100748318	1	3786	25130.5075	321	1
2_MACS_peak_27797_lociStitched	chr8	61811942	61819295	2	7234	25063.4358	322	1
1_MACS_peak_22501_lociStitched	chr5	32172085	32175736	1	3652	25060.464	323	1
1_MACS_peak_4923_lociStitched	chr11	61559089	61561573	1	2485	25034.2488	324	1
2_MACS_peak_12615_lociStitched	chr17	74475634	74479791	2	4094	24983.1543	325	1
1_MACS_peak_3260_lociStitched	chr10	22969991	22975304	1	5314	24974.2878	326	1
4_MACS_peak_7891_lociStitched	chr13	78689141	78696631	4	6659	24949.939	327	1
1_MACS_peak_24719_lociStitched	chr6	74229418	74234008	1	4591	24923.241	328	1
2_MACS_peak_4621_lociStitched	chr11	19451361	19457457	2	6018	24922.8864	329	1
1_MACS_peak_721_lociStitched	chr1	44297061	44303521	1	6461	24858.08	330	1
3_MACS_peak_15708_lociStitched	chr2	88921838	88928543	3	6239	24831.9675	331	1
1_MACS_peak_1570_lociStitched	chr1	154373750	154380586	1	6837	24831.77	332	1
2_MACS_peak_20974_lociStitched	chr4	24187666	24192827	2	5126	24802.7338	333	1
1_MACS_peak_15202_lociStitched	chr2	43451113	43456654	1	5542	24798.7455	334	1
1_MACS_peak_4976_lociStitched	chr11	62647739	62650770	1	3032	24722.0484	335	1
1_MACS_peak_5802_lociStitched	chr11	126334295	126337955	1	3661	24718.176	336	1
1_MACS_peak_1550_lociStitched	chr1	153761786	153768394	1	6609	24707.9728	337	1
1_MACS_peak_6172_lociStitched	chr12	25537356	25540627	1	3272	24665.6297	338	1
2_MACS_peak_7057_lociStitched	chr12	112449345	112453128	2	3761	24665.5383	339	1
2_MACS_peak_128_lociStitched	chr1	6976957	6984472	2	7496	24626.655	340	1
4_MACS_peak_7527_lociStitched	chr13	32464484	32473310	4	8747	24597.1794	341	1
5_MACS_peak_3148_lociStitched	chr10	15826008	15834479	5	8179	24596.3956	342	1
1_MACS_peak_21430_lociStitched	chr4	83292963	83296727	1	3765	24578.5436	343	1
1_MACS_peak_9034_lociStitched	chr14	102288707	102293202	1	4496	24578.2105	344	1
1_MACS_peak_14876_lociStitched	chr2	10259987	10264620	1	4634	24522.469	345	1
2_MACS_peak_279_lociStitched	chr1	17230275	17233341	2	3006	24495.1938	346	1
3_MACS_peak_27541_lociStitched	chr8	33421106	33425326	3	4088	24456.166	347	1
3_MACS_peak_9792_lociStitched	chr15	70387891	70393776	3	5772	24409.2145	348	1
1_MACS_peak_13812_lociStitched	chr19	10763331	10766847	1	3517	24362.0124	349	1
2_MACS_peak_26475_lociStitched	chr7	92436937	92445644	2	8694	24359.5739	350	1
2_MACS_peak_11717_lociStitched	chr17	20934820	20941982	2	6690	24352.2324	351	1
1_MACS_peak_19299_lociStitched	chr3	46246057	46250850	1	4794	24341.2505	352	1
1_MACS_peak_1885_lociStitched	chr1	167904162	167907171	1	3010	24282.9309	353	1
2_MACS_peak_24748_lociStitched	chr6	79780125	79790200	2	9738	24159.85	354	1
1_MACS_peak_11204_lociStitched	chr16	81039079	81042476	1	3398	24143.8378	355	1
4_MACS_peak_27555_lociStitched	chr8	35445770	35454492	4	7604	24140.7516	356	1
1_MACS_peak_6858_lociStitched	chr12	94597648	94603342	1	5695	24140.2824	357	1
2_MACS_peak_10987_lociStitched	chr16	66553450	66560192	2	6254	24117.4824	358	1
3_MACS_peak_18816_lociStitched	chr22	46464680	46470520	3	5788	24067.808	359	1
1_MACS_peak_1503_lociStitched	chr1	151042192	151044129	1	1938	24063.9321	360	1
8_MACS_peak_28396_lociStitched	chr8	134508796	134518171	8	8285	24046.875	361	1
1_MACS_peak_10897_lociStitched	chr16	56964545	56967961	1	3417	24038.7336	362	1
1_MACS_peak_5441_lociStitched	chr11	95521830	95525211	1	3382	24036.8814	363	1
2_MACS_peak_6327_lociStitched	chr12	46119721	46125562	2	5814	24032.2104	364	1
2_MACS_peak_13972_lociStitched	chr19	16434142	16439761	2	5531	24025.1583	365	1
2_MACS_peak_6799_lociStitched	chr12	89743402	89748848	2	5202	23984.184	366	1
1_MACS_peak_3392_lociStitched	chr10	35068373	35072136	1	3764	23907.4679	367	1
3_MACS_peak_9878_lociStitched	chr15	75742633	75748823	3	5800	23882.258	368	1
2_MACS_peak_21637_lociStitched	chr4	108953746	108960371	2	6206	23878.4875	369	1
5_MACS_peak_13158_lociStitched	chr18	42300902	42310729	5	8970	23873.7138	370	1
1_MACS_peak_2539_lociStitched	chr1	215738931	215744103	1	5173	23825.3352	371	1
2_MACS_peak_20617_lociStitched	chr3	194542932	194548390	2	5411	23818.712	372	1
1_MACS_peak_3304_lociStitched	chr10	27442410	27445390	1	2981	23787.254	373	1
1_MACS_peak_21431_lociStitched	chr4	83349867	83352755	1	2889	23749.468	374	1
2_MACS_peak_10542_lociStitched	chr16	17225924	17231540	2	5547	23741.64	375	1
1_MACS_peak_14808_lociStitched	chr2	5835246	5842070	1	6825	23729.0952	376	1
1_MACS_peak_1405_lociStitched	chr1	145452733	145457387	1	4655	23725.6266	377	1
1_MACS_peak_1867_lociStitched	chr1	167188752	167192167	1	3416	23671.0725	378	1
2_MACS_peak_17250_lociStitched	chr20	17946532	17951087	2	4435	23616.764	379	1
4_MACS_peak_5805_lociStitched	chr11	126568229	126574888	4	6030	23526.9129	380	1
1_MACS_peak_18654_lociStitched	chr22	38900426	38903544	1	3119	23472.9276	381	1
1_MACS_peak_27540_lociStitched	chr8	33410202	33414670	1	4469	23460.5744	382	1
2_MACS_peak_3277_lociStitched	chr10	24737129	24747474	2	10308	23457.2875	383	1
5_MACS_peak_27775_lociStitched	chr8	60962000	60971829	5	9513	23456.9085	384	1
2_MACS_peak_4902_lociStitched	chr11	60604125	60612121	2	7907	23449.8692	385	1
2_MACS_peak_11410_lociStitched	chr17	2302353	2305916	2	3530	23438.8392	386	1
1_MACS_peak_3460_lociStitched	chr10	45913549	45918137	1	4589	23433.6688	387	1
1_MACS_peak_17437_lociStitched	chr20	34328814	34331880	1	3067	23383.7688	388	1
2_MACS_peak_2713_lociStitched	chr1	228673863	228679104	2	4885	23341.8417	389	1
4_MACS_peak_3567_lociStitched	chr10	63656952	63665563	4	8278	23332.3656	390	1
1_MACS_peak_16387_lociStitched	chr2	178127410	178130675	1	3266	23321.5685	391	1
2_MACS_peak_12729_lociStitched	chr17	77964957	77968776	2	3794	23305.8294	392	1
1_MACS_peak_6334_lociStitched	chr12	46660126	46663989	1	3864	23250.6244	393	1
2_MACS_peak_25867_lociStitched	chr7	23507254	23515239	2	7977	23248.3275	394	1
3_MACS_peak_2408_lociStitched	chr1	206132484	206139477	3	6860	23239.1376	395	1
1_MACS_peak_2361_lociStitched	chr1	203255838	203261247	1	5410	23223.0006	396	1
4_MACS_peak_9109_lociStitched	chr14	106146520	106153581	4	6555	23213.7436	397	1
1_MACS_peak_21753_lociStitched	chr4	124317878	124322077	1	4200	23158.7447	398	1
1_MACS_peak_9033_lociStitched	chr14	102275530	102281718	1	6189	23153.6396	399	1
1_MACS_peak_2082_lociStitched	chr1	184355112	184358436	1	3325	23149.6656	400	1
1_MACS_peak_19511_lociStitched	chr3	61553935	61562478	1	8544	23126.7553	401	1
1_MACS_peak_26995_lociStitched	chr7	137664415	137669050	1	4636	23098.5225	402	1
1_MACS_peak_1735_lociStitched	chr1	160676581	160683426	1	6846	23087.5005	403	1
3_MACS_peak_18650_lociStitched	chr22	38788915	38797972	3	8929	23054.5935	404	1
2_MACS_peak_7352_lociStitched	chr12	131703562	131708929	2	5293	23048.5815	405	1
1_MACS_peak_21470_lociStitched	chr4	87855178	87862468	1	7291	23048.064	406	1
2_MACS_peak_18814_lociStitched	chr22	46448102	46455254	2	7044	23042.3136	407	1
1_MACS_peak_21144_lociStitched	chr4	48195736	48200797	1	5062	23029.0683	408	1
4_MACS_peak_8203_lociStitched	chr14	23030402	23040001	4	9300	22958.8882	409	1
1_MACS_peak_12477_lociStitched	chr17	65642594	65648954	1	6361	22946.88	410	1
7_MACS_peak_24203_lociStitched	chr6	27772479	27783306	7	10031	22944.5784	411	1
3_MACS_peak_19206_lociStitched	chr3	39256721	39263210	3	5786	22878.2673	412	1
2_MACS_peak_1845_lociStitched	chr1	165721503	165725876	2	4356	22839.7417	413	1
1_MACS_peak_16620_lociStitched	chr2	201980067	201984500	1	4434	22833.9397	414	1
1_MACS_peak_12306_lociStitched	chr17	55431908	55436165	1	4258	22823.0541	415	1
3_MACS_peak_24216_lociStitched	chr6	27857615	27863626	3	5845	22819.5593	416	1
2_MACS_peak_399_lociStitched	chr1	25874032	25879353	2	5299	22804.7418	417	1
2_MACS_peak_11134_lociStitched	chr16	74329680	74334102	2	4393	22779.0486	418	1
4_MACS_peak_14277_lociStitched	chr19	39896289	39903990	4	7457	22734.1221	419	1
1_MACS_peak_1544_lociStitched	chr1	153605981	153607920	1	1940	22725.6617	420	1
1_MACS_peak_14540_lociStitched	chr19	49465304	49471797	1	6494	22707.3196	421	1
4_MACS_peak_19841_lociStitched	chr3	112176934	112185418	4	8208	22694.7	422	1
2_MACS_peak_24213_lociStitched	chr6	27802680	27808147	2	5076	22682.0363	423	1
1_MACS_peak_30112_lociStitched	chrX	41189669	41194823	1	5155	22658.0148	424	1
1_MACS_peak_22299_lociStitched	chr5	371926	375897	1	3972	22654.555	425	1
1_MACS_peak_24512_lociStitched	chr6	43737349	43741316	1	3968	22624.1977	426	1
1_MACS_peak_27715_lociStitched	chr8	52872904	52876999	1	4096	22578.192	427	1
1_MACS_peak_30197_lociStitched	chrX	48793269	48798569	1	5301	22532.42	428	1
1_MACS_peak_9277_lociStitched	chr15	31525975	31530110	1	4136	22524.5855	429	1
1_MACS_peak_2206_lociStitched	chr1	193026580	193029593	1	3014	22514.0399	430	1
2_MACS_peak_22649_lociStitched	chr5	43600524	43605050	2	4464	22502.3668	431	1
3_MACS_peak_24400_lociStitched	chr6	35694352	35700686	3	5786	22485.7	432	1
5_MACS_peak_20978_lociStitched	chr4	24199891	24207908	5	7372	22324.1382	433	1
2_MACS_peak_13480_lociStitched	chr18	75111257	75114237	2	2885	22308.28	434	1
1_MACS_peak_3434_lociStitched	chr10	43901186	43905614	1	4429	22287.0096	435	1
4_MACS_peak_27908_lociStitched	chr8	72266560	72276066	4	9339	22267.805	436	1
2_MACS_peak_6400_lociStitched	chr12	49759797	49764873	2	5009	22244.0472	437	1
3_MACS_peak_18449_lociStitched	chr22	27100207	27108077	3	7865	22234.324	438	1
1_MACS_peak_5670_lociStitched	chr11	117684426	117689068	1	4643	22179.9402	439	1
4_MACS_peak_22992_lociStitched	chr5	88365271	88371165	4	5003	22153.7778	440	1
2_MACS_peak_362_lociStitched	chr1	24513128	24518549	2	5416	22148.5797	441	1
1_MACS_peak_6612_lociStitched	chr12	62995501	62998193	1	2693	22144.392	442	1
1_MACS_peak_21083_lociStitched	chr4	40056621	40059721	1	3101	22139.58	443	1
1_MACS_peak_554_lociStitched	chr1	33281708	33285267	1	3560	22116.3378	444	1
2_MACS_peak_24061_lociStitched	chr6	20401221	20405080	2	3788	22063.8325	445	1
1_MACS_peak_3389_lociStitched	chr10	35041281	35045140	1	3860	22044.1516	446	1
1_MACS_peak_1371_lociStitched	chr1	143742266	143745831	1	3566	22015.301	447	1
2_MACS_peak_1877_lociStitched	chr1	167531193	167535455	2	4197	22014.5086	448	1
1_MACS_peak_16434_lociStitched	chr2	182168736	182174979	1	6244	21999.7077	449	1
2_MACS_peak_16688_lociStitched	chr2	204569010	204574991	2	5801	21956.8491	450	1
2_MACS_peak_20715_lociStitched	chr4	50457	55349	2	4875	21912.7356	451	1
1_MACS_peak_11725_lociStitched	chr17	21187918	21193370	1	5453	21897.958	452	1
5_MACS_peak_22342_lociStitched	chr5	4013151	4019475	5	5947	21853.8468	453	1
1_MACS_peak_11994_lociStitched	chr17	38017208	38024896	1	7689	21812.3936	454	1
3_MACS_peak_11893_lociStitched	chr17	34522521	34530875	3	7990	21806.4462	455	1
2_MACS_peak_10177_lociStitched	chr15	101664911	101669308	2	4320	21757.2354	456	1
1_MACS_peak_12355_lociStitched	chr17	57695525	57698631	1	3107	21747.5908	457	1
1_MACS_peak_4365_lociStitched	chr11	505447	507872	1	2426	21747.1575	458	1
1_MACS_peak_20311_lociStitched	chr3	156804901	156808726	1	3826	21729.825	459	1
1_MACS_peak_14585_lociStitched	chr19	50430761	50433717	1	2957	21702.0652	460	1
1_MACS_peak_6514_lociStitched	chr12	54672705	54675651	1	2947	21699.3522	461	1
1_MACS_peak_5255_lociStitched	chr11	72523736	72527046	1	3311	21629.857	462	1
1_MACS_peak_11088_lociStitched	chr16	70321489	70324517	1	3029	21602.6604	463	1
1_MACS_peak_17313_lociStitched	chr20	25289118	25293065	1	3948	21591.2741	464	1
1_MACS_peak_2145_lociStitched	chr1	186736960	186742664	1	5705	21582.2248	465	1
1_MACS_peak_869_lociStitched	chr1	59247242	59251546	1	4305	21581.1168	466	1
2_MACS_peak_19083_lociStitched	chr3	23846943	23854515	2	7412	21570.3564	467	1
1_MACS_peak_5966_lociStitched	chr12	6640989	6645303	1	4315	21559.215	468	1
1_MACS_peak_12394_lociStitched	chr17	59394544	59398026	1	3483	21529.206	469	1
5_MACS_peak_1354_lociStitched	chr1	120832826	120840070	5	6284	21522.6484	470	1
1_MACS_peak_20869_lociStitched	chr4	10094723	10099899	1	5177	21519.7376	471	1
1_MACS_peak_5204_lociStitched	chr11	69061508	69067241	1	5734	21514.8024	472	1
1_MACS_peak_1579_lociStitched	chr1	154598823	154602585	1	3763	21511.4922	473	1
1_MACS_peak_3374_lociStitched	chr10	32634871	32636698	1	1828	21510.5499	474	1
3_MACS_peak_29482_lociStitched	chr9	123341085	123347915	3	6419	21485.131	475	1
1_MACS_peak_17596_lociStitched	chr20	44599500	44601811	1	2312	21474.9675	476	1
2_MACS_peak_1402_lociStitched	chr1	145395496	145399247	2	3436	21464.7224	477	1
3_MACS_peak_19722_lociStitched	chr3	98487592	98495717	3	7992	21395.5625	478	1
1_MACS_peak_29091_lociStitched	chr9	86593988	86596728	1	2741	21381.59	479	1
1_MACS_peak_22219_lociStitched	chr4	185565932	185571641	1	5710	21380.205	480	1
3_MACS_peak_26639_lociStitched	chr7	103362478	103370368	3	7537	21358.23	481	1
2_MACS_peak_11900_lociStitched	chr17	34624078	34632350	2	7981	21344.2416	482	1
3_MACS_peak_22484_lociStitched	chr5	27462989	27471450	3	7919	21264.1852	483	1
1_MACS_peak_21696_lociStitched	chr4	114681213	114684831	1	3619	21254.6646	484	1
1_MACS_peak_1907_lociStitched	chr1	169861815	169864254	1	2440	21248.568	485	1
2_MACS_peak_27492_lociStitched	chr8	29385558	29389931	2	4374	21244.4713	486	1
3_MACS_peak_1647_lociStitched	chr1	156092316	156100708	3	8078	21225.0464	487	1
2_MACS_peak_13975_lociStitched	chr19	16474913	16479907	2	4964	21212.5144	488	1
1_MACS_peak_1656_lociStitched	chr1	156182089	156184532	1	2444	21206.7058	489	1
1_MACS_peak_3905_lociStitched	chr10	93996983	94001666	1	4684	21178.8675	490	1
1_MACS_peak_7099_lociStitched	chr12	116994709	116999627	1	4919	21158.7114	491	1
1_MACS_peak_3028_lociStitched	chr10	5854004	5857003	1	3000	21155.8457	492	1
1_MACS_peak_5843_lociStitched	chr11	129871274	129874145	1	2872	21150.9441	493	1
3_MACS_peak_9484_lociStitched	chr15	47000024	47008835	3	8176	21150.8055	494	1
1_MACS_peak_24476_lociStitched	chr6	42748845	42752076	1	3232	21132.0324	495	1
1_MACS_peak_28707_lociStitched	chr9	21993032	21996675	1	3644	21130.8572	496	1
2_MACS_peak_22306_lociStitched	chr5	961367	965943	2	4206	21128.7648	497	1
4_MACS_peak_29379_lociStitched	chr9	112674943	112682965	4	7101	21074.5962	498	1
1_MACS_peak_9362_lociStitched	chr15	40389073	40393595	1	4523	21066.6414	499	1
1_MACS_peak_13393_lociStitched	chr18	60764607	60769104	1	4498	21051.3564	500	1
1_MACS_peak_30092_lociStitched	chrX	39953208	39960720	1	7513	20987.0256	501	1
1_MACS_peak_27659_lociStitched	chr8	42709472	42715521	1	6050	20940.4282	502	1
1_MACS_peak_27287_lociStitched	chr8	11313354	11317214	1	3861	20907.304	503	1
1_MACS_peak_24140_lociStitched	chr6	26195051	26200778	1	5728	20885.2236	504	1
3_MACS_peak_20024_lociStitched	chr3	128996961	129003182	3	5848	20873.9434	505	1
1_MACS_peak_6155_lociStitched	chr12	25148014	25153588	1	5575	20860.1376	506	1
1_MACS_peak_2017_lociStitched	chr1	179850697	179852906	1	2210	20846.333	507	1
1_MACS_peak_18929_lociStitched	chr3	9437156	9441139	1	3984	20846.2254	508	1
3_MACS_peak_2700_lociStitched	chr1	228268892	228273068	3	4035	20844.504	509	1
3_MACS_peak_18393_lociStitched	chr22	24183305	24188752	3	5169	20844.0349	510	1
2_MACS_peak_11433_lociStitched	chr17	4274727	4281654	2	6876	20841.9576	511	1
3_MACS_peak_21889_lociStitched	chr4	144275022	144281865	3	6460	20791.7712	512	1
3_MACS_peak_25246_lociStitched	chr6	135190740	135195789	3	4851	20746.341	513	1
1_MACS_peak_1465_lociStitched	chr1	149830867	149834538	1	3672	20697.098	514	1
1_MACS_peak_26940_lociStitched	chr7	130790812	130796283	1	5472	20673.8148	515	1
3_MACS_peak_2773_lociStitched	chr1	232940083	232944665	3	4574	20668.4856	516	1
1_MACS_peak_10107_lociStitched	chr15	93351112	93356120	1	5009	20579.3744	517	1
1_MACS_peak_3895_lociStitched	chr10	93858993	93863955	1	4963	20548.1382	518	1
4_MACS_peak_3573_lociStitched	chr10	63804108	63811852	4	7354	20544.0576	519	1
4_MACS_peak_2628_lociStitched	chr1	224927099	224936231	4	8624	20542.434	520	1
2_MACS_peak_15287_lociStitched	chr2	47208515	47214816	2	6282	20536.8493	521	1
2_MACS_peak_15290_lociStitched	chr2	47401196	47404739	2	3499	20512.9071	522	1
2_MACS_peak_10741_lociStitched	chr16	30074798	30078669	2	3838	20466.7512	523	1
1_MACS_peak_9128_lociStitched	chr14	106380184	106386427	1	6244	20464.554	524	1
2_MACS_peak_1688_lociStitched	chr1	157142798	157148724	2	5837	20456.552	525	1
1_MACS_peak_3229_lociStitched	chr10	22173731	22180121	1	6391	20407.104	526	1
1_MACS_peak_25960_lociStitched	chr7	30633267	30636239	1	2973	20398.322	527	1
5_MACS_peak_25460_lociStitched	chr6	157166490	157175909	5	8820	20375.1808	528	1
2_MACS_peak_14582_lociStitched	chr19	50379094	50381783	2	2682	20370.5195	529	1
4_MACS_peak_7252_lociStitched	chr12	123416234	123424012	4	7207	20363.5818	530	1
5_MACS_peak_9192_lociStitched	chr15	23609734	23618607	5	8437	20322.7192	531	1
1_MACS_peak_27451_lociStitched	chr8	27232337	27239352	1	7016	20313.3355	532	1
1_MACS_peak_17880_lociStitched	chr21	16131159	16137156	1	5998	20309.4402	533	1
1_MACS_peak_18066_lociStitched	chr21	36416181	36424575	1	8395	20303.4072	534	1
2_MACS_peak_10730_lociStitched	chr16	29815868	29820339	2	4251	20302.3639	535	1
1_MACS_peak_21200_lociStitched	chr4	57622710	57626494	1	3785	20297.376	536	1
5_MACS_peak_23207_lociStitched	chr5	118668848	118678852	5	9412	20270.1048	537	1
1_MACS_peak_1665_lociStitched	chr1	156425817	156427934	1	2118	20240.0019	538	1
1_MACS_peak_12868_lociStitched	chr18	3447325	3451775	1	4451	20219.02	539	1
1_MACS_peak_16347_lociStitched	chr2	174827900	174831037	1	3138	20216.3965	540	1
1_MACS_peak_15134_lociStitched	chr2	37602237	37606121	1	3885	20208.0636	541	1
2_MACS_peak_23296_lociStitched	chr5	131436529	131441594	2	4961	20165.791	542	1
2_MACS_peak_6436_lociStitched	chr12	51712797	51718599	2	5551	20163.6906	543	1
1_MACS_peak_23675_lociStitched	chr5	172260802	172265893	1	5092	20090.6133	544	1
1_MACS_peak_244_lociStitched	chr1	16160394	16163384	1	2991	20072.468	545	1
1_MACS_peak_1879_lociStitched	chr1	167596497	167601731	1	5235	20045.1732	546	1
1_MACS_peak_12247_lociStitched	chr17	48942379	48945558	1	3180	20026.1105	547	1
1_MACS_peak_26050_lociStitched	chr7	39987893	39992025	1	4133	20025.738	548	1
4_MACS_peak_3051_lociStitched	chr10	7511618	7517824	4	5844	20014.35	549	1
3_MACS_peak_4560_lociStitched	chr11	14664473	14668656	3	4074	19999.3413	550	1
1_MACS_peak_12314_lociStitched	chr17	55680388	55684587	1	4200	19998.1574	551	1
1_MACS_peak_1397_lociStitched	chr1	145194067	145198246	1	4180	19973.1126	552	1
1_MACS_peak_2111_lociStitched	chr1	185284539	185287488	1	2950	19920.2001	553	1
2_MACS_peak_6330_lociStitched	chr12	46383112	46386372	2	3231	19911.102	554	1
1_MACS_peak_22137_lociStitched	chr4	174253870	174257020	1	3151	19899.18	555	1
2_MACS_peak_14572_lociStitched	chr19	50178544	50182303	2	3691	19835.1153	556	1
2_MACS_peak_15105_lociStitched	chr2	33717309	33724522	2	7131	19834.3074	557	1
1_MACS_peak_22736_lociStitched	chr5	56468721	56472946	1	4226	19795.815	558	1
2_MACS_peak_24261_lociStitched	chr6	30582274	30586693	2	4395	19795.7943	559	1
2_MACS_peak_18478_lociStitched	chr22	29662387	29665888	2	3498	19759.644	560	1
1_MACS_peak_1101_lociStitched	chr1	87793178	87798475	1	5298	19695.8351	561	1
1_MACS_peak_29005_lociStitched	chr9	73033152	73036446	1	3295	19694.4966	562	1
1_MACS_peak_23007_lociStitched	chr5	88595549	88600079	1	4531	19677.867	563	1
3_MACS_peak_20697_lociStitched	chr3	197459968	197464715	3	4436	19673.4668	564	1
1_MACS_peak_15160_lociStitched	chr2	38890300	38895923	1	5624	19660.2572	565	1
2_MACS_peak_14903_lociStitched	chr2	11637202	11641964	2	4753	19655.6312	566	1
2_MACS_peak_15682_lociStitched	chr2	87808768	87815301	2	6487	19651.264	567	1
3_MACS_peak_19439_lociStitched	chr3	53135115	53139292	3	4093	19641.9248	568	1
1_MACS_peak_28448_lociStitched	chr8	142126290	142131240	1	4951	19591.605	569	1
3_MACS_peak_27320_lociStitched	chr8	12442500	12447314	3	4673	19578.0566	570	1
3_MACS_peak_3680_lociStitched	chr10	74019354	74024173	3	4666	19556.9477	571	1
1_MACS_peak_13807_lociStitched	chr19	10612277	10614678	1	2402	19525.1721	572	1
1_MACS_peak_14329_lociStitched	chr19	41255283	41258495	1	3213	19523.4996	573	1
2_MACS_peak_1800_lociStitched	chr1	162530547	162535197	2	4646	19500.24	574	1
2_MACS_peak_12721_lociStitched	chr17	77809644	77814302	2	4420	19498.388	575	1
2_MACS_peak_13588_lociStitched	chr19	2234982	2238969	2	3979	19490.0508	576	1
2_MACS_peak_6188_lociStitched	chr12	27019121	27024785	2	5613	19464.9024	577	1
1_MACS_peak_15640_lociStitched	chr2	85764635	85767659	1	3025	19407.7296	578	1
1_MACS_peak_15828_lociStitched	chr2	106411477	106416224	1	4748	19389.5962	579	1
1_MACS_peak_2327_lociStitched	chr1	202127773	202130829	1	3057	19383.5968	580	1
1_MACS_peak_5107_lociStitched	chr11	65902813	65907432	1	4620	19379.0145	581	1
2_MACS_peak_11679_lociStitched	chr17	18964393	18968273	2	3822	19323.952	582	1
1_MACS_peak_1462_lociStitched	chr1	149802391	149805662	1	3272	19321.797	583	1
3_MACS_peak_13614_lociStitched	chr19	2606950	2612555	3	5459	19277.2765	584	1
3_MACS_peak_3241_lociStitched	chr10	22539665	22543834	3	4019	19257.8617	585	1
2_MACS_peak_11686_lociStitched	chr17	19205188	19211374	2	5900	19245.8832	586	1
2_MACS_peak_19715_lociStitched	chr3	98450215	98455294	2	4901	19245.8547	587	1
3_MACS_peak_15892_lociStitched	chr2	112192011	112199120	3	6753	19234.1104	588	1
1_MACS_peak_4346_lociStitched	chr11	206338	209680	1	3343	19218.5052	589	1
4_MACS_peak_6752_lociStitched	chr12	79458748	79465913	4	6501	19210.798	590	1
1_MACS_peak_27216_lociStitched	chr8	2037217	2042080	1	4864	19193.2884	591	1
2_MACS_peak_317_lociStitched	chr1	21618813	21623684	2	4417	19137.1848	592	1
2_MACS_peak_13154_lociStitched	chr18	42287782	42295552	2	7725	19129.74	593	1
2_MACS_peak_28568_lociStitched	chr9	3524720	3527995	2	3105	19100.7825	594	1
3_MACS_peak_13258_lociStitched	chr18	47837492	47843571	3	5992	19080.7652	595	1
1_MACS_peak_8888_lociStitched	chr14	91830004	91836976	1	6973	19075.392	596	1
1_MACS_peak_13274_lociStitched	chr18	48677576	48681510	1	3935	19045.2808	597	1
1_MACS_peak_27165_lociStitched	chr7	154996126	154999164	1	3039	19002.0824	598	1
3_MACS_peak_11953_lociStitched	chr17	36857906	36862885	3	4839	18994.885	599	1
2_MACS_peak_22969_lociStitched	chr5	87954789	87958082	2	3288	18987.438	600	1
5_MACS_peak_30532_lociStitched	chrX	106957888	106962758	5	4413	18986.669	601	1
2_MACS_peak_17049_lociStitched	chr2	242253611	242256699	2	3069	18970.8192	602	1
2_MACS_peak_2019_lociStitched	chr1	179970427	179975062	2	4619	18965.0295	603	1
2_MACS_peak_22658_lociStitched	chr5	49961152	49964981	2	3818	18959.2935	604	1
1_MACS_peak_7141_lociStitched	chr12	120568455	120572365	1	3911	18936.521	605	1
2_MACS_peak_30646_lociStitched	chrX	123093659	123097011	2	3067	18936.4536	606	1
2_MACS_peak_8569_lociStitched	chr14	65671460	65678804	2	7071	18921.816	607	1
1_MACS_peak_27008_lociStitched	chr7	139024579	139027490	1	2912	18911.6026	608	1
2_MACS_peak_664_lociStitched	chr1	40239712	40243822	2	4088	18910.932	609	1
3_MACS_peak_30678_lociStitched	chrX	129304680	129310817	3	6101	18910.5518	610	1
2_MACS_peak_17759_lociStitched	chr20	57463183	57468829	2	5626	18907.8894	611	1
