REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OPM.2.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_23401_lociStitched	chr5	138722856	138730596	2	7735	30709.224	175	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.7394	175	1
1_MACS_peak_18066_lociStitched	chr21	36416181	36424575	1	8395	20303.4072	176	1	RUNX1	C21orf96	RUNX1	RUNX1	0.2988	176	1
2_MACS_peak_25208_lociStitched	chr6	130003102	130010948	2	7600	32108.1858	177	1	ARHGAP18		ARHGAP18	ARHGAP18	0.5728	177	1
2_MACS_peak_2740_lociStitched	chr1	230239020	230247050	2	7932	27869.721	178	1	GALNT2		GALNT2	GALNT2	0.4807	178	1
2_MACS_peak_2089_lociStitched	chr1	184458926	184466756	2	7713	30372.57	179	1	C1orf21		C1orf21	C1orf21	0.557	179	1
4_MACS_peak_25008_lociStitched	chr6	108878427	108886855	4	7737	30025.5928	180	1	FOXO3		FOXO3	FOXO3	0.5541	180	1
2_MACS_peak_25664_lociStitched	chr7	2438789	2447525	2	8463	18018	181	1	CHST12	EIF3B	CHST12	CHST12	0.4932	181	1
4_MACS_peak_19841_lociStitched	chr3	112176934	112185418	4	8208	22694.7	182	1	BTLA		BTLA	BTLA	0.585	182	1
2_MACS_peak_24174_lociStitched	chr6	26532658	26540491	2	7809	28345.2771	183	1	HMGN4	BTN1A1,HCG11	HMGN4	HMGN4	1.5034	183	1
1_MACS_peak_5564_lociStitched	chr11	111238587	111245899	1	7313	34155.0832	184	1	POU2AF1		POU2AF1	POU2AF1	2.0219	184	1
1_MACS_peak_10471_lociStitched	chr16	12056566	12063457	1	6892	37569.0429	185	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	3.1001	185	1
3_MACS_peak_9484_lociStitched	chr15	47000024	47008835	3	8176	21150.8055	186	1			SEMA6D	SEMA6D	NONE	186	1
1_MACS_peak_13893_lociStitched	chr19	13260668	13266451	1	5784	45088.8944	187	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	3.2411	187	1
2_MACS_peak_23747_lociStitched	chr5	176852043	176860096	2	7747	27143.4418	188	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	1.3119	188	1
4_MACS_peak_9116_lociStitched	chr14	106161428	106168265	4	6386	40852.4424	189	1			TMEM121	TMEM121	0.1314	189	1
2_MACS_peak_28312_lociStitched	chr8	126292223	126300091	2	7718	27205.1836	190	1	NSMCE2		TRIB1	TRIB1	2.9583	190	1
2_MACS_peak_25867_lociStitched	chr7	23507254	23515239	2	7977	23248.3275	191	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.1909	191	1
8_MACS_peak_23128_lociStitched	chr5	109024525	109033999	8	8254	17679.4314	192	1	MAN2A1		MAN2A1	MAN2A1	0.2301	192	1
3_MACS_peak_1647_lociStitched	chr1	156092316	156100708	3	8078	21225.0464	193	1	LMNA	SEMA4A,MEX3A	LMNA	LMNA	1.0862	193	1
3_MACS_peak_8948_lociStitched	chr14	94473852	94481496	3	7143	33784.9512	194	1	C14orf48	OTUB2	C14orf48	C14orf48	2.1442	194	1
2_MACS_peak_17311_lociStitched	chr20	25275036	25282578	2	7282	32048.9748	195	1	PYGB,ABHD12		PYGB	PYGB	0.9967	195	1
4_MACS_peak_7791_lociStitched	chr13	57881750	57890171	4	8162	18852.9348	196	1			PRR20B	PRR20B	NONE	196	1
2_MACS_peak_956_lociStitched	chr1	66740798	66749051	2	8204	17920.5642	197	1	PDE4B	PDE4B	PDE4B	PDE4B	0.097	197	1
2_MACS_peak_4902_lociStitched	chr11	60604125	60612121	2	7907	23449.8692	198	1	CCDC86	ZP1,GPR44	CCDC86	CCDC86	1.2955	198	1
3_MACS_peak_11893_lociStitched	chr17	34522521	34530875	3	7990	21806.4462	199	1	CCL3L1,CCL3L3	CCL4L1,TBC1D3B	CCL3L1	CCL3L1	1.691	199	1
2_MACS_peak_18376_lociStitched	chr22	23477796	23485233	2	7242	32072.8062	200	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.899	200	1
2_MACS_peak_4412_lociStitched	chr11	2795457	2802282	2	6668	37500.645	201	1	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	201	1
3_MACS_peak_19722_lociStitched	chr3	98487592	98495717	3	7992	21395.5625	202	1	ST3GAL6		ST3GAL6	ST3GAL6	0.8683	202	1
2_MACS_peak_11900_lociStitched	chr17	34624078	34632350	2	7981	21344.2416	203	1	CCL3L1,CCL3L3	TBC1D3C	TBC1D3C	TBC1D3C	0.1745	203	1
1_MACS_peak_1569_lociStitched	chr1	154297208	154302247	1	5040	48066.5171	204	1	AQP10,ATP8B2		ATP8B2	ATP8B2	2.3368	204	1
2_MACS_peak_22938_lociStitched	chr5	81145977	81153590	2	7502	28299.8049	205	1			SSBP2	SSBP2	NONE	205	1
3_MACS_peak_18449_lociStitched	chr22	27100207	27108077	3	7865	22234.324	206	1		MIAT	MIAT	MIAT	0.3387	206	1
3_MACS_peak_22484_lociStitched	chr5	27462989	27471450	3	7919	21264.1852	207	1			CDH9	CDH9	0.1669	207	1
2_MACS_peak_22212_lociStitched	chr4	185301762	185307966	2	6196	40102.0356	208	1			IRF2	IRF2	0.8952	208	1
3_MACS_peak_1821_lociStitched	chr1	163792870	163799958	3	6956	32625.3552	209	1			NUF2	NUF2	NONE	209	1
1_MACS_peak_13294_lociStitched	chr18	49917449	49924598	1	7150	30279.5895	210	1	DCC		DCC	DCC	0.0703	210	1
2_MACS_peak_12552_lociStitched	chr17	72744000	72752014	2	8012	16663.5102	211	1	SLC9A3R1,MIR3615	RAB37,TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	0.9372	211	1
4_MACS_peak_27555_lociStitched	chr8	35445770	35454492	4	7604	24140.7516	212	1	UNC5D		UNC5D	UNC5D	0.1772	212	1
1_MACS_peak_11994_lociStitched	chr17	38017208	38024896	1	7689	21812.3936	213	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.4187	213	1
2_MACS_peak_128_lociStitched	chr1	6976957	6984472	2	7496	24626.655	214	1	CAMTA1		CAMTA1	CAMTA1	0.1139	214	1
3_MACS_peak_29178_lociStitched	chr9	94181153	94189053	3	7426	25607.85	215	1	NFIL3		NFIL3	NFIL3	1.1549	215	1
2_MACS_peak_8133_lociStitched	chr13	114863591	114871262	2	7419	25699.3842	216	1	RASA3		RASA3	RASA3	0.6804	216	1
1_MACS_peak_3690_lociStitched	chr10	74090647	74097170	1	6524	35396.4072	217	1	DNAJB12		DNAJB12	DNAJB12	1.4654	217	1
1_MACS_peak_1372_lociStitched	chr1	143912011	143919396	1	7386	25846.023	218	1	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.5051	218	1
1_MACS_peak_9085_lociStitched	chr14	105390619	105395408	1	4790	46942.2569	219	1	PLD4	AHNAK2	PLD4	PLD4	2.7485	219	1
1_MACS_peak_9280_lociStitched	chr15	31554408	31560644	1	6237	37695.3728	220	1			KLF13	KLF13	0.9389	220	1
2_MACS_peak_18356_lociStitched	chr22	23246939	23254535	2	7333	26289.756	221	1		IGLL5	IGLL5	IGLL5	2.432	221	1
5_MACS_peak_2230_lociStitched	chr1	194795716	194803368	5	7156	28075.9532	222	1				NONE	NONE	222	1
2_MACS_peak_13154_lociStitched	chr18	42287782	42295552	2	7725	19129.74	223	1	SETBP1		SETBP1	SETBP1	0.7364	223	1
1_MACS_peak_3082_lociStitched	chr10	11217350	11223312	1	5963	39234.7296	224	1	CELF2		CELF2	CELF2	0.5095	224	1
2_MACS_peak_17674_lociStitched	chr20	49568968	49576192	2	7224	26894.952	225	1	MOCS3,DPM1	ADNP	DPM1	DPM1	1.3592	225	1
2_MACS_peak_26643_lociStitched	chr7	103411580	103418647	2	7061	28889.1893	226	1	RELN		RELN	RELN	0.1746	226	1
2_MACS_peak_20229_lociStitched	chr3	151911494	151919311	2	7795	17377.191	227	1			MBNL1	MBNL1	0.5046	227	1
3_MACS_peak_5599_lociStitched	chr11	113055295	113062503	3	6943	30218.0984	228	1	NCAM1		LOC100288346	LOC100288346	NONE	228	1
1_MACS_peak_2649_lociStitched	chr1	226127734	226133532	1	5799	40234.0614	229	1	LEFTY2	PYCR2	LEFTY2	LEFTY2	2.9016	229	1
3_MACS_peak_11525_lociStitched	chr17	8053464	8060759	3	7103	28058.029	230	1	PER1	MIR3676,ALOXE3,HES7,VAMP2,TMEM107,C17orf59	PER1	VAMP2	1.5567	230	1
1_MACS_peak_22218_lociStitched	chr4	185454319	185460785	1	6467	34507.1022	231	1			IRF2	IRF2	0.8952	231	1
4_MACS_peak_14277_lociStitched	chr19	39896289	39903990	4	7457	22734.1221	232	1	ZFP36,PLEKHG2	MED29,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	4.3222	232	1
3_MACS_peak_26639_lociStitched	chr7	103362478	103370368	3	7537	21358.23	233	1	RELN		RELN	RELN	0.1746	233	1
1_MACS_peak_4755_lociStitched	chr11	34878497	34885374	1	6878	30304.1882	234	1			PDHX	PDHX	NONE	234	1
2_MACS_peak_29155_lociStitched	chr9	93701086	93708724	2	7267	25320.7338	235	1			SYK	SYK	NONE	235	1
1_MACS_peak_13875_lociStitched	chr19	12899145	12905792	1	6648	32544.3767	236	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	2.8597	236	1
2_MACS_peak_11879_lociStitched	chr17	34415453	34422550	2	6840	30372.3212	237	1	CCL3	CCL18,CCL4	CCL3	CCL3	2.8303	237	1
1_MACS_peak_30092_lociStitched	chrX	39953208	39960720	1	7513	20987.0256	238	1	BCOR		BCOR	BCOR	0.6692	238	1
1_MACS_peak_9035_lociStitched	chr14	102340902	102347293	1	6392	34554.2197	239	1	PPP2R5C		PPP2R5C	PPP2R5C	0.8049	239	1
2_MACS_peak_22326_lociStitched	chr5	1495802	1502497	2	6676	31781.165	240	1	LPCAT1		LPCAT1	LPCAT1	0.7043	240	1
2_MACS_peak_27797_lociStitched	chr8	61811942	61819295	2	7234	25063.4358	241	1			LOC100130298	LOC100130298	NONE	241	1
1_MACS_peak_3851_lociStitched	chr10	90143828	90150592	1	6765	30286.4864	242	1	RNLS		RNLS	RNLS	0.2412	242	1
5_MACS_peak_20978_lociStitched	chr4	24199891	24207908	5	7372	22324.1382	243	1			PPARGC1A	PPARGC1A	NONE	243	1
2_MACS_peak_19083_lociStitched	chr3	23846943	23854515	2	7412	21570.3564	244	1	UBE2E1		UBE2E1	UBE2E1	0.2975	244	1
1_MACS_peak_21470_lociStitched	chr4	87855178	87862468	1	7291	23048.064	245	1	AFF1	C4orf36	AFF1	AFF1	0.3952	245	1
1_MACS_peak_27509_lociStitched	chr8	29629724	29634574	1	4851	44310.085	246	1		C8orf75	C8orf75	C8orf75	0.3165	246	1
4_MACS_peak_29490_lociStitched	chr9	123634343	123641247	4	6695	30296.8232	247	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.1103	247	1
2_MACS_peak_14250_lociStitched	chr19	39171795	39178159	2	6114	35278.1976	248	1	ACTN4		ACTN4	ACTN4	0.6747	248	1
4_MACS_peak_3573_lociStitched	chr10	63804108	63811852	4	7354	20544.0576	249	1	ARID5B		ARID5B	ARID5B	0.3048	249	1
2_MACS_peak_21380_lociStitched	chr4	78735866	78742821	2	6934	26668.252	250	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.2927	250	1
3_MACS_peak_15293_lociStitched	chr2	47534968	47541662	3	6074	34882.434	251	1			EPCAM	EPCAM	0.0528	251	1
1_MACS_peak_13003_lociStitched	chr18	14931385	14937691	1	6307	32092.4952	252	1			MIR3156-2	MIR3156-2	NONE	252	1
1_MACS_peak_5253_lociStitched	chr11	72427579	72434410	1	6832	26002.8846	254	1	ARAP1	PDE2A	ARAP1	ARAP1	0.4675	254	1
2_MACS_peak_18814_lociStitched	chr22	46448102	46455254	2	7044	23042.3136	255	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	C22orf26	1.7407	255	1
1_MACS_peak_2743_lociStitched	chr1	230256090	230262290	1	6201	32752.74	256	1	GALNT2		GALNT2	GALNT2	0.4807	256	1
4_MACS_peak_7252_lociStitched	chr12	123416234	123424012	4	7207	20363.5818	257	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	VPS37B	2.4638	257	1
1_MACS_peak_14471_lociStitched	chr19	47216624	47222978	1	6355	31041.1962	258	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.6834	258	1
2_MACS_peak_8142_lociStitched	chr13	115042110	115048730	2	6617	28036.362	259	1	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.9597	259	1
2_MACS_peak_2999_lociStitched	chr10	3663930	3670407	2	6449	29618.6733	260	1			KLF6	KLF6	2.4159	260	1
4_MACS_peak_29379_lociStitched	chr9	112674943	112682965	4	7101	21074.5962	261	1	PALM2,PALM2-AKAP2		AKAP2	AKAP2	0.6765	261	1
3_MACS_peak_13736_lociStitched	chr19	7400210	7406661	3	6251	31526.037	262	1			ARHGEF18	ARHGEF18	NONE	262	1
1_MACS_peak_1570_lociStitched	chr1	154373750	154380586	1	6837	24831.77	263	1	IL6R		IL6R	IL6R	0.5662	263	1
1_MACS_peak_30832_lociStitched	chrX	153233784	153239582	1	5799	35430.4184	264	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	MIR3202-1	1.9735	264	1
1_MACS_peak_3081_lociStitched	chr10	11204156	11210560	1	6405	29801.6544	265	1	CELF2		CELF2	CELF2	0.5095	265	1
2_MACS_peak_15105_lociStitched	chr2	33717309	33724522	2	7131	19834.3074	266	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.3549	266	1
4_MACS_peak_5727_lociStitched	chr11	120205753	120213349	4	7255	17334.072	267	1	ARHGEF12	TMEM136	ARHGEF12	TMEM136	1.1038	267	1
3_MACS_peak_29530_lociStitched	chr9	126079335	126086857	3	7150	18631.994	268	1		CRB2,STRBP	CRB2	STRBP	0.18	268	1
2_MACS_peak_24969_lociStitched	chr6	106588363	106595295	2	6637	26207.8124	269	1		PRDM1	PRDM1	PRDM1	2.3707	269	1
3_MACS_peak_2408_lociStitched	chr1	206132484	206139477	3	6860	23239.1376	270	1	FAM72A		FAM72A	FAM72A	0.8826	270	1
1_MACS_peak_14808_lociStitched	chr2	5835246	5842070	1	6825	23729.0952	271	1	SOX11		SOX11	SOX11	1.3363	271	1
5_MACS_peak_15905_lociStitched	chr2	112458870	112465820	5	6688	25473.14	272	1			ANAPC1	ANAPC1	NONE	272	1
2_MACS_peak_29536_lociStitched	chr9	126098699	126104043	2	5332	37921.024	273	1		CRB2	CRB2	CRB2	0.0765	273	1
1_MACS_peak_1735_lociStitched	chr1	160676581	160683426	1	6846	23087.5005	274	1	CD48	SLAMF7	CD48	CD48	1.1054	274	1
1_MACS_peak_13167_lociStitched	chr18	42336201	42342795	1	6595	26334.4578	275	1	SETBP1		SETBP1	SETBP1	0.7364	275	1
2_MACS_peak_12855_lociStitched	chr18	2636222	2643473	2	7182	17298.7107	276	1		SMCHD1,LOC645158	LOC645158	LOC645158	1.3376	276	1
1_MACS_peak_27451_lociStitched	chr8	27232337	27239352	1	7016	20313.3355	277	1	PTK2B		PTK2B	PTK2B	0.5332	277	1
2_MACS_peak_3005_lociStitched	chr10	3824137	3828589	2	4408	43014.3336	278	1	KLF6		KLF6	KLF6	2.4159	278	1
1_MACS_peak_7777_lociStitched	chr13	53440024	53446526	1	6503	27103.587	279	1		PCDH8	PCDH8	PCDH8	1.2345	279	1
2_MACS_peak_8569_lociStitched	chr14	65671460	65678804	2	7071	18921.816	280	1			MAX	MAX	NONE	280	1
4_MACS_peak_7891_lociStitched	chr13	78689141	78696631	4	6659	24949.939	281	1			EDNRB	EDNRB	NONE	281	1
3_MACS_peak_22272_lociStitched	chr4	187747974	187754976	3	6439	27484.9506	282	1			FAT1	FAT1	NONE	282	1
2_MACS_peak_11717_lociStitched	chr17	20934820	20941982	2	6690	24352.2324	283	1	USP22		USP22	USP22	1.1509	283	1
1_MACS_peak_17445_lociStitched	chr20	34684374	34691484	1	7111	17110.215	284	1		EPB41L1,LOC647979	EPB41L1	LOC647979	0.6512	284	1
2_MACS_peak_8201_lociStitched	chr14	23021792	23028529	2	6470	26756.6692	285	1		ABHD4,DAD1	DAD1	DAD1	0.9738	285	1
2_MACS_peak_19296_lociStitched	chr3	46148114	46155023	2	6536	25688.3529	286	1			XCR1	XCR1	NONE	286	1
1_MACS_peak_22581_lociStitched	chr5	37796792	37803233	1	6442	26805.5097	287	1		GDNF	GDNF	GDNF	0.4995	287	1
1_MACS_peak_1137_lociStitched	chr1	92947961	92954199	1	6239	29043.5042	288	1	GFI1		GFI1	GFI1	1.5946	288	1
2_MACS_peak_11636_lociStitched	chr17	17738363	17744758	2	6215	29275.031	289	1	SREBF1	MIR33B	SREBF1	SREBF1	1.4407	289	1
1_MACS_peak_1550_lociStitched	chr1	153761786	153768394	1	6609	24707.9728	290	1		SLC27A3	SLC27A3	SLC27A3	0.9481	290	1
2_MACS_peak_11433_lociStitched	chr17	4274727	4281654	2	6876	20841.9576	291	1		UBE2G1	UBE2G1	UBE2G1	0.1099	291	1
2_MACS_peak_27494_lociStitched	chr8	29410629	29416795	2	6126	30135.7084	292	1			C8orf75	C8orf75	0.3165	292	1
1_MACS_peak_8888_lociStitched	chr14	91830004	91836976	1	6973	19075.392	293	1	CCDC88C		CCDC88C	CCDC88C	0.5719	293	1
2_MACS_peak_6159_lociStitched	chr12	25203819	25211015	2	7093	16480.2792	294	1	LRMP		LRMP	LRMP	0.3583	294	1
3_MACS_peak_22638_lociStitched	chr5	43037289	43043756	3	6261	28469.0274	295	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	C5orf39	2.5962	295	1
1_MACS_peak_26609_lociStitched	chr7	101946501	101952641	1	6141	29546.294	296	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.4147	296	1
1_MACS_peak_28405_lociStitched	chr8	134579381	134585729	1	6349	27288.1476	297	1	ST3GAL1		ST3GAL1	ST3GAL1	0.5021	297	1
1_MACS_peak_5631_lociStitched	chr11	115089475	115095840	1	6366	26592.3335	299	1	CADM1		CADM1	CADM1	0.2347	299	1
1_MACS_peak_721_lociStitched	chr1	44297061	44303521	1	6461	24858.08	301	1	ST3GAL3		ARTN	ARTN	NONE	301	1
2_MACS_peak_1329_lociStitched	chr1	118195592	118202853	2	6895	18201.8748	302	1		FAM46C	FAM46C	FAM46C	1.0208	302	1
3_MACS_peak_6147_lociStitched	chr12	22878099	22885213	3	6998	16128.1494	303	1			ETNK1	ETNK1	NONE	303	1
3_MACS_peak_10497_lociStitched	chr16	14497823	14503900	3	5586	33364.5531	304	1			MIR365-1	MIR365-1	NONE	304	1
4_MACS_peak_9109_lociStitched	chr14	106146520	106153581	4	6555	23213.7436	305	1			TMEM121	TMEM121	0.1314	305	1
3_MACS_peak_5366_lociStitched	chr11	82677908	82684005	3	6045	29129.0272	306	1			C11orf82	C11orf82	NONE	306	1
1_MACS_peak_1676_lociStitched	chr1	156716189	156722506	1	6318	25969.8187	307	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	HDGF	2.1012	307	1
1_MACS_peak_1969_lociStitched	chr1	174967185	174971727	1	4543	40090.4172	308	1	CACYBP	MRPS14	CACYBP	CACYBP	1.9816	308	1
1_MACS_peak_3175_lociStitched	chr10	17268853	17273756	1	4904	37866.3593	309	1	VIM	TRDMT1	VIM	VIM	2.1297	309	1
4_MACS_peak_17791_lociStitched	chr20	58976725	58983821	4	6813	18184.9192	310	1			C20orf197	C20orf197	NONE	310	1
3_MACS_peak_15892_lociStitched	chr2	112192011	112199120	3	6753	19234.1104	311	1	LOC541471		LOC541471	LOC541471	0.6831	311	1
2_MACS_peak_6902_lociStitched	chr12	98908280	98914726	2	6218	26534.959	312	1	TMPO,LOC100128191		LOC100128191	LOC100128191	2.0607	312	1
4_MACS_peak_22293_lociStitched	chr5	217584	224831	4	6820	17639.198	313	1	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	LRRC14B	3.6151	313	1
1_MACS_peak_14540_lociStitched	chr19	49465304	49471797	1	6494	22707.3196	314	1	FTL,GYS1	DHDH,BAX,RUVBL2,LHB	FTL	FTL	2.0323	314	1
1_MACS_peak_17837_lociStitched	chr20	62357843	62363356	1	5514	32608.2924	315	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	LIME1	2.8993	315	1
3_MACS_peak_9561_lociStitched	chr15	52967634	52974036	3	6251	25236.0438	316	1	KIAA1370		KIAA1370	KIAA1370	0.4004	316	1
3_MACS_peak_15708_lociStitched	chr2	88921838	88928543	3	6239	24831.9675	317	1	EIF2AK3		EIF2AK3	EIF2AK3	0.9343	317	1
1_MACS_peak_14536_lociStitched	chr19	49375451	49381105	1	5655	30902.5024	318	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	2.4026	318	1
1_MACS_peak_12477_lociStitched	chr17	65642594	65648954	1	6361	22946.88	320	1	PITPNC1		NOL11	NOL11	NONE	320	1
2_MACS_peak_10987_lociStitched	chr16	66553450	66560192	2	6254	24117.4824	321	1	TK2	CKLF,CMTM1	TK2	TK2	0.9571	321	1
1_MACS_peak_28791_lociStitched	chr9	33452957	33459707	1	6751	16143.975	322	1		AQP3,NOL6	AQP3	NOL6	0.4991	322	1
2_MACS_peak_16917_lociStitched	chr2	231732664	231739337	2	6671	17499.2752	323	1	ITM2C		ITM2C	ITM2C	0.9121	323	1
3_MACS_peak_2301_lociStitched	chr1	200859562	200866842	3	6695	17008.992	324	1	C1orf106	GPR25	C1orf106	C1orf106	0.7936	324	1
3_MACS_peak_29482_lociStitched	chr9	123341085	123347915	3	6419	21485.131	325	1	CDK5RAP2		CDK5RAP2	CDK5RAP2	0.2005	325	1
3_MACS_peak_21889_lociStitched	chr4	144275022	144281865	3	6460	20791.7712	326	1	GAB1		GAB1	GAB1	0.4615	326	1
2_MACS_peak_21637_lociStitched	chr4	108953746	108960371	2	6206	23878.4875	327	1	HADH		HADH	HADH	0.7798	327	1
2_MACS_peak_22595_lociStitched	chr5	39073074	39078777	2	5677	29571.7659	328	1	RICTOR		RICTOR	RICTOR	0.2536	328	1
2_MACS_peak_15682_lociStitched	chr2	87808768	87815301	2	6487	19651.264	329	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2844	329	1
2_MACS_peak_23824_lociStitched	chr6	326524	332651	2	6073	25181.3573	330	1	DUSP22		DUSP22	DUSP22	2.6233	330	1
4_MACS_peak_6752_lociStitched	chr12	79458748	79465913	4	6501	19210.798	331	1	SYT1		SYT1	SYT1	0.1795	331	1
2_MACS_peak_11243_lociStitched	chr16	84537558	84543836	2	5960	26320.515	332	1	KIAA1609		KIAA1609	KIAA1609	0.7164	332	1
2_MACS_peak_29783_lociStitched	chr9	139130926	139137630	2	6608	16969.1648	333	1	QSOX2	LHX3	QSOX2	LHX3	1.1292	333	1
3_MACS_peak_22182_lociStitched	chr4	183410805	183417566	3	6591	17241.9022	334	1	ODZ3		ODZ3	ODZ3	0.1069	334	1
1_MACS_peak_3229_lociStitched	chr10	22173731	22180121	1	6391	20407.104	335	1	DNAJC1		DNAJC1	DNAJC1	0.4362	335	1
1_MACS_peak_8967_lociStitched	chr14	95981151	95987168	1	6018	25323.1462	336	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	SCARNA13	0.9484	336	1
1_MACS_peak_9033_lociStitched	chr14	102275530	102281718	1	6189	23153.6396	337	1	PPP2R5C		PPP2R5C	PPP2R5C	0.8049	337	1
1_MACS_peak_29173_lociStitched	chr9	93952906	93957497	1	4592	36944.2361	338	1			LOC100129316	LOC100129316	NONE	338	1
5_MACS_peak_1354_lociStitched	chr1	120832826	120840070	5	6284	21522.6484	339	1	FAM72B		FAM72B	FAM72B	0.8138	339	1
2_MACS_peak_4621_lociStitched	chr11	19451361	19457457	2	6018	24922.8864	340	1	NAV2		NAV2	NAV2	0.1418	340	1
2_MACS_peak_18024_lociStitched	chr21	34447835	34453892	2	5965	25509.0555	341	1		OLIG2,OLIG1	OLIG1	OLIG1	0.7804	341	1
2_MACS_peak_5867_lociStitched	chr11	132225208	132231353	2	5856	26708.628	342	1			NTM	NTM	NONE	342	1
1_MACS_peak_16434_lociStitched	chr2	182168736	182174979	1	6244	21999.7077	343	1			ITGA4	ITGA4	NONE	343	1
2_MACS_peak_5565_lociStitched	chr11	111246483	111251926	2	5439	30647.9001	344	1	POU2AF1		POU2AF1	POU2AF1	2.0219	344	1
3_MACS_peak_4132_lociStitched	chr10	112169851	112176948	3	6509	17775.8559	345	1			DUSP5	DUSP5	NONE	345	1
1_MACS_peak_8636_lociStitched	chr14	69257914	69263413	1	5500	30065.7825	346	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	2.1695	346	1
1_MACS_peak_5072_lociStitched	chr11	65339342	65345805	1	6464	18213.3803	347	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	EHBP1L1	1.8987	347	1
4_MACS_peak_2119_lociStitched	chr1	185900541	185907981	4	6456	18073.992	348	1	HMCN1		HMCN1	HMCN1	0.1738	348	1
3_MACS_peak_9363_lociStitched	chr15	40395351	40402092	3	6548	16299.0639	349	1	BMF		BMF	BMF	1.4936	349	1
4_MACS_peak_15769_lociStitched	chr2	99060727	99067723	4	6508	16902.336	351	1	INPP4A		INPP4A	INPP4A	1.1916	351	1
3_MACS_peak_28066_lociStitched	chr8	98639488	98646019	3	6440	18007.2732	353	1		MTDH	MTDH	MTDH	0.2341	353	1
2_MACS_peak_7156_lociStitched	chr12	120971886	120978680	2	6413	18466.092	354	1	RNF10	DYNLL1,COQ5,POP5	RNF10	RNF10	0.4672	354	1
2_MACS_peak_15287_lociStitched	chr2	47208515	47214816	2	6282	20536.8493	355	1	TTC7A	MCFD2	MCFD2	MCFD2	0.3122	355	1
2_MACS_peak_14333_lociStitched	chr19	41768235	41772790	2	4550	36527.9115	356	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	1.1584	356	1
4_MACS_peak_5805_lociStitched	chr11	126568229	126574888	4	6030	23526.9129	357	1	KIRREL3		MIR3167	MIR3167	NONE	357	1
1_MACS_peak_4125_lociStitched	chr10	112113683	112119473	1	5791	26183.538	360	1		SMNDC1	SMNDC1	SMNDC1	0.2202	360	1
1_MACS_peak_9128_lociStitched	chr14	106380184	106386427	1	6244	20464.554	361	1	KIAA0125		KIAA0125	KIAA0125	0.9814	361	1
3_MACS_peak_21278_lociStitched	chr4	71759591	71765351	3	5607	28000.512	362	1		MOBKL1A	MOBKL1A	MOBKL1A	0.2943	362	1
1_MACS_peak_6993_lociStitched	chr12	109025477	109031175	1	5699	26957.238	363	1	SELPLG	TMEM119	SELPLG	SELPLG	1.4117	363	1
1_MACS_peak_3688_lociStitched	chr10	74078059	74082985	1	4927	33514.5336	364	1		DDIT4,DNAJB12	DNAJB12	DDIT4	1.4675	364	1
1_MACS_peak_9776_lociStitched	chr15	69108925	69114238	1	5314	30008.8866	365	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.657	365	1
