REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OPM.2.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_17674_lociStitched	chr20	49568968	49576192	2	7224	26894.952	207	1	MOCS3,DPM1	ADNP	DPM1	207	1
4_MACS_peak_7252_lociStitched	chr12	123416234	123424012	4	7207	20363.5818	208	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	208	1
2_MACS_peak_12855_lociStitched	chr18	2636222	2643473	2	7182	17298.7107	209	1		SMCHD1,LOC645158	LOC645158	209	1
5_MACS_peak_2230_lociStitched	chr1	194795716	194803368	5	7156	28075.9532	210	1				210	1
6_MACS_peak_22840_lociStitched	chr5	71588033	71595874	6	7155	13171.3118	211	1	MRPS27	PTCD2	MRPS27	211	1
1_MACS_peak_2304_lociStitched	chr1	200985664	200992815	1	7152	43468.7837	212	1	KIF21B		KIF21B	212	1
1_MACS_peak_13294_lociStitched	chr18	49917449	49924598	1	7150	30279.5895	213	1	DCC		DCC	213	1
3_MACS_peak_29530_lociStitched	chr9	126079335	126086857	3	7150	18631.994	214	1		CRB2,STRBP	CRB2	214	1
3_MACS_peak_8948_lociStitched	chr14	94473852	94481496	3	7143	33784.9512	215	1	C14orf48	OTUB2	C14orf48	215	1
2_MACS_peak_15105_lociStitched	chr2	33717309	33724522	2	7131	19834.3074	216	1	RASGRP3	RASGRP3	RASGRP3	216	1
1_MACS_peak_17445_lociStitched	chr20	34684374	34691484	1	7111	17110.215	217	1		EPB41L1,LOC647979	EPB41L1	217	1
3_MACS_peak_28055_lociStitched	chr8	97581273	97588494	3	7108	15155.4348	218	1	SDC2		PGCP	218	1
3_MACS_peak_11525_lociStitched	chr17	8053464	8060759	3	7103	28058.029	219	1	PER1	MIR3676,ALOXE3,HES7,VAMP2,TMEM107,C17orf59	PER1	219	1
4_MACS_peak_29379_lociStitched	chr9	112674943	112682965	4	7101	21074.5962	220	1	PALM2,PALM2-AKAP2		AKAP2	220	1
2_MACS_peak_6159_lociStitched	chr12	25203819	25211015	2	7093	16480.2792	221	1	LRMP		LRMP	221	1
2_MACS_peak_8569_lociStitched	chr14	65671460	65678804	2	7071	18921.816	222	1			MAX	222	1
2_MACS_peak_5268_lociStitched	chr11	72979842	72986908	2	7066	45681.69	223	1	P2RY6	ARHGEF17	P2RY6	223	1
2_MACS_peak_26643_lociStitched	chr7	103411580	103418647	2	7061	28889.1893	224	1	RELN		RELN	224	1
2_MACS_peak_18814_lociStitched	chr22	46448102	46455254	2	7044	23042.3136	225	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	225	1
1_MACS_peak_27451_lociStitched	chr8	27232337	27239352	1	7016	20313.3355	226	1	PTK2B		PTK2B	226	1
3_MACS_peak_6147_lociStitched	chr12	22878099	22885213	3	6998	16128.1494	227	1			ETNK1	227	1
1_MACS_peak_8888_lociStitched	chr14	91830004	91836976	1	6973	19075.392	228	1	CCDC88C		CCDC88C	228	1
3_MACS_peak_1821_lociStitched	chr1	163792870	163799958	3	6956	32625.3552	229	1			NUF2	229	1
3_MACS_peak_5599_lociStitched	chr11	113055295	113062503	3	6943	30218.0984	230	1	NCAM1		LOC100288346	230	1
1_MACS_peak_1603_lociStitched	chr1	154970773	154977707	1	6935	43710.5492	231	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	231	1
3_MACS_peak_19148_lociStitched	chr3	30695687	30703524	3	6935	12622.2722	232	1	TGFBR2		TGFBR2	232	1
2_MACS_peak_21380_lociStitched	chr4	78735866	78742821	2	6934	26668.252	233	1	CNOT6L	MRPL1	CNOT6L	233	1
3_MACS_peak_16933_lociStitched	chr2	232570561	232577624	3	6901	46479.4841	234	1	PTMA	MIR1244-1	PTMA	234	1
2_MACS_peak_1329_lociStitched	chr1	118195592	118202853	2	6895	18201.8748	235	1		FAM46C	FAM46C	235	1
1_MACS_peak_10471_lociStitched	chr16	12056566	12063457	1	6892	37569.0429	236	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	236	1
1_MACS_peak_30097_lociStitched	chrX	40030068	40036952	1	6885	43925.4272	237	1	BCOR		BCOR	237	1
1_MACS_peak_4755_lociStitched	chr11	34878497	34885374	1	6878	30304.1882	238	1			PDHX	238	1
2_MACS_peak_11433_lociStitched	chr17	4274727	4281654	2	6876	20841.9576	239	1		UBE2G1	UBE2G1	239	1
2_MACS_peak_11728_lociStitched	chr17	21246941	21254018	2	6861	42991.3596	240	1		KCNJ12	KCNJ12	240	1
3_MACS_peak_2408_lociStitched	chr1	206132484	206139477	3	6860	23239.1376	241	1	FAM72A		FAM72A	241	1
1_MACS_peak_1735_lociStitched	chr1	160676581	160683426	1	6846	23087.5005	242	1	CD48	SLAMF7	CD48	242	1
2_MACS_peak_11879_lociStitched	chr17	34415453	34422550	2	6840	30372.3212	243	1	CCL3	CCL18,CCL4	CCL3	243	1
1_MACS_peak_1570_lociStitched	chr1	154373750	154380586	1	6837	24831.77	244	1	IL6R		IL6R	244	1
1_MACS_peak_8132_lociStitched	chr13	114829189	114836024	1	6836	68571.454	245	1	RASA3		RASA3	245	1
1_MACS_peak_5253_lociStitched	chr11	72427579	72434410	1	6832	26002.8846	246	1	ARAP1	PDE2A	ARAP1	246	1
1_MACS_peak_14808_lociStitched	chr2	5835246	5842070	1	6825	23729.0952	247	1	SOX11		SOX11	247	1
4_MACS_peak_22293_lociStitched	chr5	217584	224831	4	6820	17639.198	248	1	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	248	1
4_MACS_peak_17791_lociStitched	chr20	58976725	58983821	4	6813	18184.9192	249	1			C20orf197	249	1
1_MACS_peak_3851_lociStitched	chr10	90143828	90150592	1	6765	30286.4864	250	1	RNLS		RNLS	250	1
3_MACS_peak_15892_lociStitched	chr2	112192011	112199120	3	6753	19234.1104	251	1	LOC541471		LOC541471	251	1
1_MACS_peak_28791_lociStitched	chr9	33452957	33459707	1	6751	16143.975	252	1		AQP3,NOL6	AQP3	252	1
1_MACS_peak_1463_lociStitched	chr1	149810665	149817389	1	6725	62204.3964	253	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	253	1
4_MACS_peak_29490_lociStitched	chr9	123634343	123641247	4	6695	30296.8232	254	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	254	1
3_MACS_peak_2301_lociStitched	chr1	200859562	200866842	3	6695	17008.992	255	1	C1orf106	GPR25	C1orf106	255	1
2_MACS_peak_11717_lociStitched	chr17	20934820	20941982	2	6690	24352.2324	256	1	USP22		USP22	256	1
5_MACS_peak_15905_lociStitched	chr2	112458870	112465820	5	6688	25473.14	257	1			ANAPC1	257	1
2_MACS_peak_22326_lociStitched	chr5	1495802	1502497	2	6676	31781.165	258	1	LPCAT1		LPCAT1	258	1
2_MACS_peak_16917_lociStitched	chr2	231732664	231739337	2	6671	17499.2752	259	1	ITM2C		ITM2C	259	1
2_MACS_peak_4412_lociStitched	chr11	2795457	2802282	2	6668	37500.645	260	1	KCNQ1		KCNQ1OT1	260	1
4_MACS_peak_7891_lociStitched	chr13	78689141	78696631	4	6659	24949.939	261	1			EDNRB	261	1
1_MACS_peak_13875_lociStitched	chr19	12899145	12905792	1	6648	32544.3767	262	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	262	1
3_MACS_peak_25738_lociStitched	chr7	7842806	7849572	3	6647	14105.7568	263	1	LOC729852		RPA3	263	1
4_MACS_peak_20635_lociStitched	chr3	195264075	195270944	4	6646	14007.9517	264	1	PPP1R2	APOD	PPP1R2	264	1
2_MACS_peak_24969_lociStitched	chr6	106588363	106595295	2	6637	26207.8124	265	1		PRDM1	PRDM1	265	1
2_MACS_peak_8142_lociStitched	chr13	115042110	115048730	2	6617	28036.362	266	1	UPF3A	CDC16,ZNF828	UPF3A	266	1
1_MACS_peak_1550_lociStitched	chr1	153761786	153768394	1	6609	24707.9728	267	1		SLC27A3	SLC27A3	267	1
2_MACS_peak_29783_lociStitched	chr9	139130926	139137630	2	6608	16969.1648	268	1	QSOX2	LHX3	QSOX2	268	1
1_MACS_peak_13167_lociStitched	chr18	42336201	42342795	1	6595	26334.4578	269	1	SETBP1		SETBP1	269	1
3_MACS_peak_22182_lociStitched	chr4	183410805	183417566	3	6591	17241.9022	270	1	ODZ3		ODZ3	270	1
4_MACS_peak_9109_lociStitched	chr14	106146520	106153581	4	6555	23213.7436	271	1			TMEM121	271	1
4_MACS_peak_13345_lociStitched	chr18	56035895	56042710	4	6549	15158.6045	272	1	NEDD4L		MIR122	272	1
3_MACS_peak_9363_lociStitched	chr15	40395351	40402092	3	6548	16299.0639	273	1	BMF		BMF	273	1
5_MACS_peak_17608_lociStitched	chr20	45177951	45185061	5	6537	15435.099	274	1	C20orf123	ZNF334	C20orf123	274	1
2_MACS_peak_19296_lociStitched	chr3	46148114	46155023	2	6536	25688.3529	275	1			XCR1	275	1
1_MACS_peak_3690_lociStitched	chr10	74090647	74097170	1	6524	35396.4072	276	1	DNAJB12		DNAJB12	276	1
3_MACS_peak_4132_lociStitched	chr10	112169851	112176948	3	6509	17775.8559	277	1			DUSP5	277	1
4_MACS_peak_15769_lociStitched	chr2	99060727	99067723	4	6508	16902.336	278	1	INPP4A		INPP4A	278	1
1_MACS_peak_7777_lociStitched	chr13	53440024	53446526	1	6503	27103.587	279	1		PCDH8	PCDH8	279	1
4_MACS_peak_6752_lociStitched	chr12	79458748	79465913	4	6501	19210.798	280	1	SYT1		SYT1	280	1
1_MACS_peak_14540_lociStitched	chr19	49465304	49471797	1	6494	22707.3196	281	1	FTL,GYS1	DHDH,BAX,RUVBL2,LHB	FTL	281	1
1_MACS_peak_27112_lociStitched	chr7	150100650	150107140	1	6491	46605.988	282	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	282	1
2_MACS_peak_15682_lociStitched	chr2	87808768	87815301	2	6487	19651.264	283	1	NCRNA00152		NCRNA00152	283	1
2_MACS_peak_8201_lociStitched	chr14	23021792	23028529	2	6470	26756.6692	284	1		ABHD4,DAD1	DAD1	284	1
1_MACS_peak_22218_lociStitched	chr4	185454319	185460785	1	6467	34507.1022	285	1			IRF2	285	1
1_MACS_peak_5072_lociStitched	chr11	65339342	65345805	1	6464	18213.3803	286	1	FAM89B,EHBP1L1	SCYL1,SSSCA1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	286	1
1_MACS_peak_721_lociStitched	chr1	44297061	44303521	1	6461	24858.08	287	1	ST3GAL3		ARTN	287	1
3_MACS_peak_21889_lociStitched	chr4	144275022	144281865	3	6460	20791.7712	288	1	GAB1		GAB1	288	1
4_MACS_peak_2119_lociStitched	chr1	185900541	185907981	4	6456	18073.992	289	1	HMCN1		HMCN1	289	1
2_MACS_peak_2999_lociStitched	chr10	3663930	3670407	2	6449	29618.6733	290	1			KLF6	290	1
5_MACS_peak_11929_lociStitched	chr17	36119379	36126376	5	6444	13740.7086	291	1		HNF1B	HNF1B	291	1
1_MACS_peak_22581_lociStitched	chr5	37796792	37803233	1	6442	26805.5097	292	1		GDNF	GDNF	292	1
5_MACS_peak_23967_lociStitched	chr6	11828833	11836029	5	6441	12597.3176	293	1		C6orf105	C6orf105	293	1
3_MACS_peak_28066_lociStitched	chr8	98639488	98646019	3	6440	18007.2732	294	1		MTDH	MTDH	294	1
3_MACS_peak_22272_lociStitched	chr4	187747974	187754976	3	6439	27484.9506	295	1			FAT1	295	1
3_MACS_peak_21374_lociStitched	chr4	78266419	78273449	3	6439	14747.534	296	1			CXCL13	296	1
1_MACS_peak_5946_lociStitched	chr12	4224846	4231266	1	6421	60552.156	297	1			CCND2	297	1
3_MACS_peak_29482_lociStitched	chr9	123341085	123347915	3	6419	21485.131	298	1	CDK5RAP2		CDK5RAP2	298	1
2_MACS_peak_7156_lociStitched	chr12	120971886	120978680	2	6413	18466.092	299	1	RNF10	DYNLL1,COQ5,POP5	RNF10	299	1
3_MACS_peak_7217_lociStitched	chr12	122515819	122522511	3	6411	15837.2872	300	1	MLXIP		MLXIP	300	1
5_MACS_peak_1536_lociStitched	chr1	153014982	153022629	5	6409	11688.4395	301	1		SPRR3,SPRR1B,SPRR2D,SPRR2A,SPRR2B,SPRR2E	SPRR2D	301	1
1_MACS_peak_3081_lociStitched	chr10	11204156	11210560	1	6405	29801.6544	302	1	CELF2		CELF2	302	1
1_MACS_peak_9035_lociStitched	chr14	102340902	102347293	1	6392	34554.2197	303	1	PPP2R5C		PPP2R5C	303	1
1_MACS_peak_3229_lociStitched	chr10	22173731	22180121	1	6391	20407.104	304	1	DNAJC1		DNAJC1	304	1
4_MACS_peak_9116_lociStitched	chr14	106161428	106168265	4	6386	40852.4424	305	1			TMEM121	305	1
1_MACS_peak_5631_lociStitched	chr11	115089475	115095840	1	6366	26592.3335	306	1	CADM1		CADM1	306	1
1_MACS_peak_12477_lociStitched	chr17	65642594	65648954	1	6361	22946.88	307	1	PITPNC1		NOL11	307	1
1_MACS_peak_14471_lociStitched	chr19	47216624	47222978	1	6355	31041.1962	308	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	308	1
1_MACS_peak_28405_lociStitched	chr8	134579381	134585729	1	6349	27288.1476	309	1	ST3GAL1		ST3GAL1	309	1
1_MACS_peak_29325_lociStitched	chr9	108017764	108024081	1	6318	17906.1682	310	1	SLC44A1		SLC44A1	310	1
1_MACS_peak_1676_lociStitched	chr1	156716189	156722506	1	6318	25969.8187	311	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	311	1
3_MACS_peak_19277_lociStitched	chr3	45604548	45611322	3	6318	13056.2076	312	1		LIMD1	LIMD1	312	1
1_MACS_peak_13003_lociStitched	chr18	14931385	14937691	1	6307	32092.4952	313	1			MIR3156-2	313	1
2_MACS_peak_5291_lociStitched	chr11	74659530	74665852	2	6303	16270.9314	314	1	SPCS2,XRRA1	NEU3	SPCS2	314	1
3_MACS_peak_5309_lociStitched	chr11	75656096	75662688	3	6303	16721.2672	315	1	UVRAG		UVRAG	315	1
2_MACS_peak_7109_lociStitched	chr12	117358129	117364469	2	6300	14917.386	316	1	FBXW8	HRK	FBXW8	316	1
5_MACS_peak_1354_lociStitched	chr1	120832826	120840070	5	6284	21522.6484	317	1	FAM72B		FAM72B	317	1
2_MACS_peak_15287_lociStitched	chr2	47208515	47214816	2	6282	20536.8493	318	1	TTC7A	MCFD2	MCFD2	318	1
5_MACS_peak_30297_lociStitched	chrX	58162497	58170004	5	6280	9069.9574	319	1			ZXDA	319	1
2_MACS_peak_16998_lociStitched	chr2	238600168	238606618	2	6270	18391.53	320	1	LRRFIP1		LRRFIP1	320	1
2_MACS_peak_13965_lociStitched	chr19	16185361	16191642	2	6264	44531.0338	321	1	TPM4	FLJ25328,RAB8A	TPM4	321	1
3_MACS_peak_22638_lociStitched	chr5	43037289	43043756	3	6261	28469.0274	322	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	322	1
2_MACS_peak_10987_lociStitched	chr16	66553450	66560192	2	6254	24117.4824	323	1	TK2	CKLF,CMTM1	TK2	323	1
3_MACS_peak_9561_lociStitched	chr15	52967634	52974036	3	6251	25236.0438	324	1	KIAA1370		KIAA1370	324	1
3_MACS_peak_13736_lociStitched	chr19	7400210	7406661	3	6251	31526.037	325	1			ARHGEF18	325	1
3_MACS_peak_9527_lociStitched	chr15	51532410	51539258	3	6245	14915.6288	326	1	CYP19A1		CYP19A1	326	1
1_MACS_peak_16434_lociStitched	chr2	182168736	182174979	1	6244	21999.7077	327	1			ITGA4	327	1
1_MACS_peak_9128_lociStitched	chr14	106380184	106386427	1	6244	20464.554	328	1	KIAA0125		KIAA0125	328	1
1_MACS_peak_1137_lociStitched	chr1	92947961	92954199	1	6239	29043.5042	329	1	GFI1		GFI1	329	1
3_MACS_peak_15708_lociStitched	chr2	88921838	88928543	3	6239	24831.9675	330	1	EIF2AK3		EIF2AK3	330	1
1_MACS_peak_9280_lociStitched	chr15	31554408	31560644	1	6237	37695.3728	331	1			KLF13	331	1
2_MACS_peak_6902_lociStitched	chr12	98908280	98914726	2	6218	26534.959	332	1	TMPO,LOC100128191		LOC100128191	332	1
2_MACS_peak_11636_lociStitched	chr17	17738363	17744758	2	6215	29275.031	333	1	SREBF1	MIR33B	SREBF1	333	1
3_MACS_peak_13618_lociStitched	chr19	2696485	2703304	3	6209	18839.5332	334	1	GNG7	DIRAS1,SLC39A3	GNG7	334	1
2_MACS_peak_21637_lociStitched	chr4	108953746	108960371	2	6206	23878.4875	335	1	HADH		HADH	335	1
3_MACS_peak_1323_lociStitched	chr1	118171186	118177541	3	6202	14636.836	336	1		FAM46C	FAM46C	336	1
1_MACS_peak_2743_lociStitched	chr1	230256090	230262290	1	6201	32752.74	337	1	GALNT2		GALNT2	337	1
2_MACS_peak_22212_lociStitched	chr4	185301762	185307966	2	6196	40102.0356	338	1			IRF2	338	1
1_MACS_peak_9033_lociStitched	chr14	102275530	102281718	1	6189	23153.6396	339	1	PPP2R5C		PPP2R5C	339	1
4_MACS_peak_12233_lociStitched	chr17	48226852	48233577	4	6165	10794.97	340	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	340	1
1_MACS_peak_27084_lociStitched	chr7	148408353	148414513	1	6161	18715.312	341	1	CUL1		CUL1	341	1
3_MACS_peak_473_lociStitched	chr1	28570849	28577201	3	6147	16617.4672	342	1		ATPIF1,SESN2,DNAJC8	ATPIF1	342	1
7_MACS_peak_22980_lociStitched	chr5	88163479	88170574	7	6145	9758.463	343	1	MEF2C	MEF2C	MEF2C	343	1
1_MACS_peak_26609_lociStitched	chr7	101946501	101952641	1	6141	29546.294	344	1	SH2B2	MIR4285,SPDYE6	MIR4285	344	1
2_MACS_peak_24758_lociStitched	chr6	80335268	80341726	2	6139	13681.273	345	1	SH3BGRL2		SH3BGRL2	345	1
2_MACS_peak_27494_lociStitched	chr8	29410629	29416795	2	6126	30135.7084	346	1			C8orf75	346	1
2_MACS_peak_14250_lociStitched	chr19	39171795	39178159	2	6114	35278.1976	347	1	ACTN4		ACTN4	347	1
5_MACS_peak_8943_lociStitched	chr14	94463527	94470353	5	6110	9241.7214	348	1	C14orf48	OTUB2,ASB2	C14orf48	348	1
1_MACS_peak_22292_lociStitched	chr5	188153	194255	1	6103	48184.443	349	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	349	1
4_MACS_peak_10020_lociStitched	chr15	86539169	86545613	4	6102	9829.6776	350	1			AGBL1	350	1
3_MACS_peak_30678_lociStitched	chrX	129304680	129310817	3	6101	18910.5518	351	1	RAB33A	AIFM1	RAB33A	351	1
4_MACS_peak_20750_lociStitched	chr4	1914851	1921287	4	6095	17289.0268	352	1	WHSC1		WHSC1	352	1
3_MACS_peak_8822_lociStitched	chr14	81935650	81941775	3	6082	14975.0125	353	1	SEL1L		SEL1L	353	1
2_MACS_peak_24634_lociStitched	chr6	53778708	53784860	2	6079	16603.6328	354	1	LRRC1		C6orf142	354	1
2_MACS_peak_4584_lociStitched	chr11	16980215	16986418	2	6077	18478.1167	355	1	PLEKHA7		PLEKHA7	355	1
3_MACS_peak_15293_lociStitched	chr2	47534968	47541662	3	6074	34882.434	356	1			EPCAM	356	1
2_MACS_peak_23824_lociStitched	chr6	326524	332651	2	6073	25181.3573	357	1	DUSP22		DUSP22	357	1
1_MACS_peak_1466_lociStitched	chr1	149855063	149861129	1	6067	66130.9254	358	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	358	1
1_MACS_peak_27659_lociStitched	chr8	42709472	42715521	1	6050	20940.4282	359	1	RNF170	HOOK3,THAP1	THAP1	359	1
3_MACS_peak_5366_lociStitched	chr11	82677908	82684005	3	6045	29129.0272	360	1			C11orf82	360	1
1_MACS_peak_24330_lociStitched	chr6	32935150	32941193	1	6044	53186.8602	361	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	361	1
2_MACS_peak_12952_lociStitched	chr18	11575930	11582204	2	6042	18899.7976	362	1			GNAL	362	1
4_MACS_peak_5805_lociStitched	chr11	126568229	126574888	4	6030	23526.9129	363	1	KIRREL3		MIR3167	363	1
1_MACS_peak_8967_lociStitched	chr14	95981151	95987168	1	6018	25323.1462	364	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	364	1
2_MACS_peak_4621_lociStitched	chr11	19451361	19457457	2	6018	24922.8864	365	1	NAV2		NAV2	365	1
1_MACS_peak_17880_lociStitched	chr21	16131159	16137156	1	5998	20309.4402	366	1			SAMSN1	366	1
3_MACS_peak_13258_lociStitched	chr18	47837492	47843571	3	5992	19080.7652	367	1		CCDC11,MBD1,CXXC1	CXXC1	367	1
2_MACS_peak_16188_lociStitched	chr2	153922831	153928898	2	5985	15583.0895	368	1			ARL6IP6	368	1
2_MACS_peak_13175_lociStitched	chr18	42487905	42493934	2	5983	17737.318	369	1	SETBP1		MIR4319	369	1
2_MACS_peak_10018_lociStitched	chr15	86490000	86496120	2	5976	18052.164	370	1			KLHL25	370	1
2_MACS_peak_18024_lociStitched	chr21	34447835	34453892	2	5965	25509.0555	371	1		OLIG2,OLIG1	OLIG1	371	1
1_MACS_peak_3082_lociStitched	chr10	11217350	11223312	1	5963	39234.7296	372	1	CELF2		CELF2	372	1
1_MACS_peak_29583_lociStitched	chr9	128580471	128586432	1	5962	13942.779	373	1	PBX3		PBX3	373	1
2_MACS_peak_11243_lociStitched	chr16	84537558	84543836	2	5960	26320.515	374	1	KIAA1609		KIAA1609	374	1
1_MACS_peak_1464_lociStitched	chr1	149820440	149826386	1	5947	59159.1324	375	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	375	1
5_MACS_peak_22342_lociStitched	chr5	4013151	4019475	5	5947	21853.8468	376	1			IRX1	376	1
3_MACS_peak_10494_lociStitched	chr16	14491094	14497253	3	5930	15969.6711	377	1			MIR365-1	377	1
2_MACS_peak_2962_lociStitched	chr10	702921	709228	2	5929	18152.8074	378	1	C10orf108,DIP2C	C10orf108	C10orf108	378	1
2_MACS_peak_25015_lociStitched	chr6	108990807	108996976	2	5927	13277.5387	379	1	FOXO3		NCRNA00222	379	1
1_MACS_peak_16361_lociStitched	chr2	175457298	175463221	1	5924	18548.4668	380	1	WIPF1		WIPF1	380	1
2_MACS_peak_1345_lociStitched	chr1	120749285	120755290	2	5918	15496.503	381	1			FAM72B	381	1
4_MACS_peak_22242_lociStitched	chr4	186183086	186189582	4	5916	10264.3296	382	1	SNX25		SNX25	382	1
3_MACS_peak_21342_lociStitched	chr4	77352934	77359017	3	5908	11871.5828	383	1	SHROOM3	CCDC158	SHROOM3	383	1
5_MACS_peak_15387_lociStitched	chr2	60776513	60782771	5	5908	9647.9586	384	1	BCL11A		BCL11A	384	1
2_MACS_peak_11686_lociStitched	chr17	19205188	19211374	2	5900	19245.8832	385	1	EPN2	MIR1180	MIR1180	385	1
2_MACS_peak_4139_lociStitched	chr10	112255988	112261930	2	5897	15512.7794	386	1	DUSP5		DUSP5	386	1
2_MACS_peak_5867_lociStitched	chr11	132225208	132231353	2	5856	26708.628	387	1			NTM	387	1
3_MACS_peak_20024_lociStitched	chr3	128996961	129003182	3	5848	20873.9434	388	1	C3orf37	COPG,C3orf47,H1FX	C3orf37	388	1
3_MACS_peak_24216_lociStitched	chr6	27857615	27863626	3	5845	22819.5593	389	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	389	1
4_MACS_peak_3051_lociStitched	chr10	7511618	7517824	4	5844	20014.35	390	1			SFMBT2	390	1
4_MACS_peak_25069_lociStitched	chr6	110738420	110744470	4	5843	17023.49	391	1		DDO	DDO	391	1
2_MACS_peak_1688_lociStitched	chr1	157142798	157148724	2	5837	20456.552	392	1		CYCSP52,ETV3	ETV3	392	1
2_MACS_peak_14843_lociStitched	chr2	8679614	8685461	2	5826	15365.3313	393	1			ID2	393	1
1_MACS_peak_2043_lociStitched	chr1	181117647	181123468	1	5822	15523.4428	394	1			IER5	394	1
2_MACS_peak_6327_lociStitched	chr12	46119721	46125562	2	5814	24032.2104	395	1	ARID2,LOC400027		LOC400027	395	1
5_MACS_peak_245_lociStitched	chr1	16173351	16179647	5	5808	16859.4288	396	1	SPEN,FLJ37453	UQCRHL	FLJ37453	396	1
2_MACS_peak_28229_lociStitched	chr8	119574810	119580669	2	5802	17092.4607	397	1	SAMD12		SAMD12	397	1
2_MACS_peak_16688_lociStitched	chr2	204569010	204574991	2	5801	21956.8491	398	1	CD28		CD28	398	1
3_MACS_peak_9878_lociStitched	chr15	75742633	75748823	3	5800	23882.258	399	1	SIN3A		SIN3A	399	1
1_MACS_peak_30832_lociStitched	chrX	153233784	153239582	1	5799	35430.4184	400	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	400	1
1_MACS_peak_2649_lociStitched	chr1	226127734	226133532	1	5799	40234.0614	401	1	LEFTY2	PYCR2	LEFTY2	401	1
1_MACS_peak_4125_lociStitched	chr10	112113683	112119473	1	5791	26183.538	402	1		SMNDC1	SMNDC1	402	1
3_MACS_peak_18816_lociStitched	chr22	46464680	46470520	3	5788	24067.808	403	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	403	1
3_MACS_peak_24400_lociStitched	chr6	35694352	35700686	3	5786	22485.7	404	1	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	404	1
3_MACS_peak_19206_lociStitched	chr3	39256721	39263210	3	5786	22878.2673	405	1		XIRP1	XIRP1	405	1
1_MACS_peak_13893_lociStitched	chr19	13260668	13266451	1	5784	45088.8944	406	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	406	1
2_MACS_peak_19949_lociStitched	chr3	124487920	124493852	2	5779	11100.5516	407	1	ITGB5	UMPS	UMPS	407	1
2_MACS_peak_16215_lociStitched	chr2	158295443	158301555	2	5778	17479.0976	408	1	CYTIP		CYTIP	408	1
4_MACS_peak_18585_lociStitched	chr22	36778864	36784836	4	5773	13402.9596	409	1	MYH9		MYH9	409	1
3_MACS_peak_9792_lociStitched	chr15	70387891	70393776	3	5772	24409.2145	410	1	TLE3	MIR629	TLE3	410	1
2_MACS_peak_1950_lociStitched	chr1	174173159	174179416	2	5770	12231.8093	411	1	RABGAP1L		RABGAP1L	411	1
3_MACS_peak_20084_lociStitched	chr3	133291206	133297221	3	5765	15801.405	412	1	CDV3		CDV3	412	1
4_MACS_peak_20325_lociStitched	chr3	158069742	158075815	4	5762	9914.1725	413	1	RSRC1		MLF1	413	1
3_MACS_peak_18160_lociStitched	chr21	43884016	43890207	3	5762	14550.0882	414	1		SLC37A1,RSPH1	RSPH1	414	1
4_MACS_peak_19830_lociStitched	chr3	112011856	112018108	4	5762	16182.0516	415	1	SLC9A10	CD200	SLC9A10	415	1
3_MACS_peak_8771_lociStitched	chr14	77501946	77507791	3	5749	16672.8625	416	1		C14orf4	C14orf4	416	1
