GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
NM_024085	chr2(.):220079101-220099361	0.3896
NM_006736	chr2(.):220139039-220156622	0.4312
NM_138802	chr2(.):220066537-220079370	0.3701
NM_024506	chr2(.):220096502-220115131	0.246
NM_001008910	chr2(.):220105191-220120059	0.7235
NR_029688	chr2(.):220153832-220163922	0.1955
NM_005544	chr2(.):227591032-227668506	0.3656
NM_005683	chr2(.):231767042-231794941	0.1639
NM_001099285	chr2(.):232568234-232583250	1.141
NM_002601	chr2(.):232592146-232650974	0.0754
NR_036052	chr2(.):232573023-232583105	0.4403
NR_031717	chr2(.):232751951-232762008	0.0408
NM_005383	chr2(.):233892381-233904767	0.0323
NM_004735	chr2(.):238595806-238679558	0.1945
NM_022817	chr2(.):239147678-239202207	0.2079
NR_026923	chr2(.):239135326-239147985	0.0728
NM_001142853	chr2(.):239141907-239153681	0.1528
NR_026926	chr2(.):239128753-239145318	0.0549
NM_023083	chr2(.):241521132-241543526	0.1928
NM_001033575	chr2(.):241494470-241508431	0.897
NM_018226	chr2(.):241503103-241523143	0.4368
NM_015303	chr3(.):184524930-184775402	0.1752
NM_014674	chr3(.):5224358-5266650	0.9222
NM_001195099	chr3(.):15703743-15803058	0.0713
NM_001195098	chr3(.):15703743-15844691	0.1993
NM_015199	chr3(.):15703743-15906053	0.2149
NM_015576	chr3(.):55537335-56507391	0.0778
NM_002841	chr3(.):61542242-62285573	0.1238
NM_032682	chr3(.):70999735-71638140	0.1554
NM_001012505	chr3(.):71242033-71638140	0.1335
NM_181780	chr3(.):112177812-112223408	0.261
NM_016128	chr3(.):128963452-129001616	0.3739
NM_003571	chr3(.):133113789-133199056	1.0599
NM_207294	chr3(.):152012193-152188569	0.1431
NM_003471	chr3(.):155855750-156261927	0.167
NM_021038	chr3(.):151980828-152188568	0.2184
NM_172159	chr3(.):156003775-156261927	0.2011
NM_172160	chr3(.):155833336-156261927	0.1628
NM_207015	chr3(.):174572110-175528428	0.269
NM_001135095	chr3(.):171753343-172123492	0.4903
NM_022763	chr3(.):171752417-172123492	0.4911
NM_181361	chr3(.):178249223-178567217	0.1823
NR_004053	chr3(.):181323150-181464005	0.2324
NM_001134382	chr3(.):12933718-13119617	0.4558
NM_024923	chr3(.):13352736-13466809	0.4817
NM_014869	chr3(.):12933718-13013960	0.0682
NM_144636	chr3(.):14148576-14171371	0.5708
NM_001184958	chr3(.):14711605-14819543	0.434
NM_001134381	chr3(.):17193653-17746512	0.0683
NM_014744	chr3(.):17193653-17787399	0.0841
NM_001134380	chr3(.):17193653-17789240	0.0854
NM_003884	chr3(.):20076523-20200896	0.1922
NM_182666	chr3(.):23842438-23937807	0.3202
NM_152653	chr3(.):23239783-23637296	0.0941
NM_001145293	chr3(.):25755434-25829989	0.1234
NM_001145294	chr3(.):25755434-25836530	0.1487
NM_001024847	chr3(.):30642993-30740633	0.5647
NM_001123396	chr3(.):46390234-46405868	1.4685
NR_024046	chr3(.):47048031-47059957	0.0684
NM_001123041	chr3(.):46390234-46407413	1.3528
NM_181042	chr3(.):52574367-52718739	0.0618
NM_018313	chr3(.):52574367-52724866	0.0816
NM_001128615	chr3(.):56756445-57118336	0.1799
NM_015541	chr3(.):66424220-66555845	0.2155
NM_007114	chr3(.):69063977-69106484	0.1277
NM_000097	chr3(.):98293289-98317455	0.1846
NM_001185106	chr3(.):111388522-111570294	0.1182
NM_001134437	chr3(.):111446326-111700364	0.0816
NM_001004196	chr3(.):112046915-112086658	0.1529
NM_183061	chr3(.):111854751-112018074	0.1179
NM_001009899	chr3(.):113362232-113420493	0.1242
NM_001690	chr3(.):113460865-113535905	0.2487
NM_002213	chr3(.):124476794-124611144	0.4242
NM_032343	chr3(.):126418117-126684244	0.1473
NM_001001487	chr3(.):130608433-130740555	0.1048
NM_001199181	chr3(.):130564368-130727046	0.1827
NM_001199180	chr3(.):130564368-130740555	0.173
NM_001199179	chr3(.):130607834-130727046	0.11
NM_001001485	chr3(.):130607858-130740555	0.1045
NM_001199184	chr3(.):130607904-130727046	0.1101
NM_014382	chr3(.):130608291-130727046	0.1104
NM_001134422	chr3(.):133287433-133314118	0.6009
NM_001134423	chr3(.):133288300-133314118	0.6187
NM_001080412	chr3(.):141038054-141173632	2.5435
NM_173653	chr3(.):142979063-143572373	0.0872
NM_016275	chr3(.):150316065-150353234	0.5686
NM_005067	chr3(.):150453909-150486263	0.4176
NM_001193283	chr3(.):156539147-156648045	0.1217
NM_001004316	chr3(.):156539095-156768918	0.1522
NM_001190242	chr3(.):159969773-160106554	0.1052
NM_001190241	chr3(.):159969773-160122320	0.2647
NM_024665	chr3(.):176733541-176920048	0.4707
NM_005832	chr3(.):178271617-178567217	0.1443
NM_130446	chr3(.):183200318-183278499	1.509
NM_015078	chr3(.):182890830-183150855	0.1422
NM_173216	chr3(.):186643314-186801341	0.9261
NM_003032	chr3(.):186734664-186801341	0.9821
NM_174908	chr3(.):191041873-191121459	0.2486
NM_005524	chr3(.):193848933-193861396	1.0685
NM_152531	chr3(.):194784012-194996895	0.1664
NM_001647	chr3(.):195290572-195316076	0.1135
NM_003670	chr3(.):5016096-5031865	0.7291
NM_018184	chr3(.):5158929-5227601	0.2151
NM_015931	chr3(.):8656319-8698737	0.1497
NM_024334	chr3(.):14161439-14190180	0.4675
NM_016474	chr3(.):14688252-14719166	0.2146
NR_027694	chr3(.):20016452-20058765	0.0469
NR_034055	chr3(.):25895022-25920186	0.146
NR_026937	chr3(.):25826562-25841025	0.2266
NM_194293	chr3(.):39219706-39239077	0.2108
NM_001198621	chr3(.):39219705-39239085	0.2108
NM_014240	chr3(.):45631322-45727755	0.4172
NM_001295	chr3(.):46238199-46254832	2.5457
NM_001837	chr3(.):46278871-46313197	0.1174
NM_003965	chr3(.):46443720-46456014	0.1998
NM_001100168	chr3(.):46406632-46422697	0.5371
NM_001130910	chr3(.):46444048-46456014	0.2038
NM_003212	chr3(.):46614075-46628952	0.0711
NM_001174136	chr3(.):46611044-46628952	0.0709
NM_024512	chr3(.):46551877-46613011	0.9159
NM_031440	chr3(.):46534484-46547439	0.3847
NM_015175	chr3(.):47016172-47056193	0.3143
NM_144716	chr3(.):46958219-47023270	0.1761
NM_199074	chr3(.):49052907-49065926	1.1127
NM_199073	chr3(.):49053617-49065926	1.1699
NM_017730	chr3(.):49062141-49136504	0.1347
NM_177939	chr3(.):49022340-49049581	0.4194
NM_018031	chr3(.):49039636-49058386	0.627
NM_000884	chr3(.):49056761-49071875	0.9579
NM_018114	chr3(.):49047434-49063467	0.9124
NM_199070	chr3(.):49054073-49065926	1.2121
NM_001009996	chr3(.):49047434-49061017	1.0439
NR_029690	chr3(.):49053050-49063142	1.399
NR_029948	chr3(.):49052580-49062667	1.3863
NM_001174100	chr3(.):51986469-52006482	0.1799
NM_005485	chr3(.):51971360-51987883	0.3127
NM_004704	chr3(.):51962445-51980922	0.2809
NM_001146314	chr3(.):51997525-52013646	0.4626
NM_015407	chr3(.):52004041-52020216	0.4811
NM_000992	chr3(.):52022643-52034958	0.3049
NM_033010	chr3(.):51986469-52001908	0.1879
NM_000666	chr3(.):52012299-52028218	0.2152
NM_080865	chr3(.):51984329-51996520	0.0865
NM_020418	chr3(.):51986469-52006450	0.1802
NR_037192	chr3(.):52004041-52028218	0.3443
NM_001010983	chr3(.):52723503-52745048	0.8368
NM_206825	chr3(.):52714935-52733510	0.36
NR_003687	chr3(.):52719753-52729846	0.2716
NM_014041	chr3(.):52734856-52747197	1.2901
NR_003057	chr3(.):52721751-52731828	0.2504
NM_152932	chr3(.):52723503-52742622	0.7667
NR_003047	chr3(.):52718255-52728331	0.3876
NM_001193533	chr3(.):52739795-52809965	0.3238
NR_024615	chr3(.):55686242-55698497	0.927
NM_198195	chr3(.):69098880-69134524	0.5277
NM_006407	chr3(.):69129089-69160239	1.2374
NM_198271	chr3(.):69151038-69176746	0.1934
NR_036087	chr3(.):69093108-69103186	0.3466
NM_001040199	chr3(.):98229316-98246910	0.3424
NM_005290	chr3(.):98245877-98256960	0.1103
NM_006100	chr3(.):98446571-98518236	1.1269
NM_145037	chr3(.):101493028-101552075	0.5533
NM_001134456	chr3(.):101493285-101552075	0.5553
NM_001005474	chr3(.):101541833-101584869	0.3726
NM_001190259	chr3(.):111834687-111857152	0.8124
NM_024616	chr3(.):111800181-111842044	0.4258
NR_030292	chr3(.):111826647-111836745	0.1862
NM_025146	chr3(.):113432840-113470096	0.4293
NM_022135	chr3(.):119355907-119384404	0.8039
NM_005694	chr3(.):119383371-119401243	0.3721
NM_015900	chr3(.):119311721-119353658	0.1012
NM_175924	chr3(.):121701169-121746030	0.4916
NM_175862	chr3(.):121769220-121844983	0.3721
NM_006889	chr3(.):121791749-121844983	0.488
NR_031687	chr3(.):125504246-125514395	0.0845
NM_020187	chr3(.):128992683-129029135	0.4596
NM_001006109	chr3(.):128992816-129029135	0.461
NM_006026	chr3(.):129028613-129040120	1.8315
NR_026991	chr3(.):129030113-129048412	0.8924
NR_027898	chr3(.):129926662-129997649	0.0624
NM_016557	chr3(.):132311093-132326382	0.1035
NM_178445	chr3(.):132313980-132326382	0.1048
NM_032169	chr3(.):132271981-132383975	0.2679
NR_027037	chr3(.):151975404-151992415	0.845
NR_027954	chr3(.):156385959-156398502	0.9378
NM_001184718	chr3(.):156389452-156429557	0.4766
NM_001184717	chr3(.):156387714-156429557	0.4636
NM_015508	chr3(.):156387204-156429557	0.4599
NR_003284	chr3(.):156522059-156534810	0.5072
NR_034008	chr3(.):156802669-156823924	2.1705
NR_034007	chr3(.):156794455-156845791	1.0443
NM_020307	chr3(.):156860585-156883482	0.827
NM_000882	chr3(.):159701628-159718806	0.2674
NM_173084	chr3(.):160148290-160172626	0.3942
NR_029663	chr3(.):160117375-160127473	2.3061
NM_005496	chr3(.):160113346-160157741	0.7148
NM_001002800	chr3(.):160112429-160157741	0.7021
NR_029525	chr3(.):160117532-160127613	2.1251
NR_027622	chr3(.):169656771-169689522	2.0802
NM_182610	chr3(.):169624481-169661948	0.8738
NM_003262	chr3(.):169679579-169721161	0.354
NM_014373	chr3(.):169750734-169808183	0.4441
NM_003106	chr3(.):181424721-181437223	1.3821
NM_198152	chr3(.):190979943-191053325	0.3194
NR_024480	chr3(.):194013988-194035593	1.2204
NM_001080513	chr3(.):194055493-194077057	0.0962
NM_006241	chr3(.):195236220-195275224	0.2669
NM_198565	chr3(.):196361655-196393874	0.5168
NM_014687	chr3(.):197393258-197468773	0.3098
NM_001145642	chr3(.):197393313-197481568	0.3366
NR_027840	chr3(.):197472260-197516317	0.2094
NM_032288	chr3(.):197471623-197516317	0.208
NR_030627	chr3(.):197396366-197406447	0.0957
NM_001011537	chr3(.):197471423-197516317	0.2076
NM_003215	chr4(.):48132799-48276814	0.4057
NM_201431	chr4(.):74433861-74491340	1.0254
NM_177532	chr4(.):74433861-74491134	1.029
NM_020859	chr4(.):77351252-77709405	0.2377
NM_144571	chr4(.):78629540-78745544	0.2257
NM_198281	chr4(.):90160428-90234161	2.0061
NM_001102406	chr4(.):113213498-113368764	0.0778
NM_018699	chr4(.):121610928-121849013	0.373
NM_001034845	chr4(.):172729574-173966558	0.0765
NM_006527	chr4(.):1689526-1719030	0.4624
NM_147127	chr4(.):5559145-5715294	0.1549
NM_001166136	chr4(.):5559145-5716275	0.1554
NM_153717	chr4(.):5707923-5821031	0.1887
NM_001113361	chr4(.):6906170-7039845	0.2338
NM_020773	chr4(.):6906494-7039845	0.2341
NM_016531	chr4(.):38660789-38708129	0.2995
NM_015173	chr4(.):37887719-38145794	0.3391
NR_026804	chr4(.):38609321-38671249	0.2089
NM_001007075	chr4(.):39041450-39132853	0.1198
NM_001098634	chr4(.):40420271-40636883	0.2214
NM_004310	chr4(.):40193526-40251281	1.3554
NM_001105529	chr4(.):42405391-42664122	0.126
NM_014058	chr4(.):69308166-69368322	0.2735
NM_001136570	chr4(.):77167852-77209929	0.0917
NM_198892	chr4(.):79692531-79838341	0.1249
NM_005935	chr4(.):87923152-88067191	0.1977
NM_001166693	chr4(.):87851153-88067206	0.2891
NM_005327	chr4(.):108905869-108961331	0.5336
NM_024900	chr4(.):129725778-129790787	0.295
NM_199320	chr4(.):129725778-129801379	0.2626
NM_002039	chr4(.):144252982-144400718	0.4578
NM_001130686	chr4(.):156582861-156637533	0.2041
NM_001130682	chr4(.):156582861-156658501	0.1618
NM_001130684	chr4(.):156583814-156658501	0.1632
NM_001130683	chr4(.):156583148-156663214	0.1568
NM_001130685	chr4(.):156583148-156658501	0.162
NM_001130687	chr4(.):156582861-156648385	0.1785
NM_153343	chr4(.):185004858-185144114	0.0585
NM_002199	chr4(.):185303875-185400726	1.9476
NM_152775	chr4(.):186361337-186397913	0.2029
NM_031953	chr4(.):186126283-186290120	0.4367
NM_001013622	chr4(.):1636607-1690718	0.0655
NM_001174070	chr4(.):1636607-1690988	0.066
NM_001127266	chr4(.):1712678-1728084	1.1663
NM_006342	chr4(.):1718265-1751897	0.2358
NM_153376	chr4(.):7037575-7049728	0.2529
NM_001113363	chr4(.):6983888-7039845	0.3398
NM_152293	chr4(.):7040155-7064677	0.1729
NR_031688	chr4(.):9552788-9562937	0.1096
NM_001775	chr4(.):15774930-15855706	0.1696
NM_024943	chr4(.):38963440-39039041	0.4927
NM_017581	chr4(.):40332468-40361973	0.0515
NM_001076	chr4(.):69398132-69439240	0.4185
NM_001077	chr4(.):69397902-69439245	0.4166
NM_001076	chr4(.):69507314-69541374	0.1542
NM_031889	chr4(.):71489460-71517536	0.1068
NM_144646	chr4(.):71516257-71537348	2.1074
NM_020368	chr4(.):71549195-71561268	0.8304
NM_014961	chr4(.):71582695-71664274	0.0931
NM_001130709	chr4(.):71565653-71660614	0.1547
NM_003943	chr4(.):77222676-77237283	1.0275
NM_004354	chr4(.):78073356-78096213	0.5439
NM_020236	chr4(.):78778804-78878944	0.1575
NM_017593	chr4(.):79692531-79805594	0.1437
NM_144645	chr4(.):87792357-87818575	0.0928
NM_183049	chr4(.):91754641-91765269	0.0387
NM_014395	chr4(.):100732980-100796346	0.375
NM_003998	chr4(.):103417485-103543459	0.2103
NM_025212	chr4(.):105388342-105417467	1.5146
NM_017700	chr4(.):106468776-106557837	0.3295
NM_018569	chr4(.):113147894-113196211	0.1373
NM_052864	chr4(.):113191781-113212059	0.5861
NM_024873	chr4(.):122047563-122090476	0.4413
NM_001128843	chr4(.):122047563-122142655	0.2633
NM_005841	chr4(.):124315682-124329909	0.4436
NM_199327	chr4(.):124312955-124329907	0.3836
NM_152680	chr4(.):153542265-153606317	0.4555
NR_028085	chr4(.):186315693-186352139	0.6356
NM_018409	chr4(.):186280031-186305152	0.3188
NM_181726	chr4(.):186312839-186326390	0.6548
NM_001114357	chr4(.):186345544-186375821	0.347
NM_001104631	chr5(.):58259865-59194621	0.1478
NM_006203	chr5(.):58259865-58887324	0.1314
NM_001165899	chr5(.):58259865-59788925	0.1117
NM_001197218	chr5(.):58259865-59069438	0.1576
NM_002372	chr5(.):109020155-109208429	0.3954
NM_014979	chr5(.):75374304-75626416	0.1238
NM_015071	chr5(.):142145291-142613572	0.1939
NM_001131005	chr5(.):88009057-88204922	0.5452
NM_002397	chr5(.):88009057-88184283	0.5308
NM_001193349	chr5(.):88009057-88124744	0.3789
NM_000827	chr5(.):152865083-153198429	0.1041
NM_001131055	chr5(.):175080039-175118245	0.4367
NM_001040446	chr5(.):32222110-32318114	0.2385
NM_024669	chr5(.):55390506-55534186	0.5145
NR_015436	chr5(.):87831596-87985620	0.3039
NR_027435	chr5(.):90671163-90721532	0.5274
NM_012081	chr5(.):95215801-95302775	0.283
NM_152624	chr5(.):112307432-112361667	0.1559
NM_001077654	chr5(.):118599417-118735294	0.5109
NM_005460	chr5(.):121642819-121804794	0.166
NM_001038702	chr5(.):130594701-130735382	0.3353
NM_003060	chr5(.):131700400-131736306	0.1749
NM_018924	chr5(.):140744961-140897546	0.146
NM_018922	chr5(.):140724827-140897546	0.1355
NM_018915	chr5(.):140713353-140897546	0.1302
NM_018916	chr5(.):140718600-140897546	0.1324
NM_018912	chr5(.):140705251-140897546	0.129
NM_003736	chr5(.):140762451-140897546	0.1511
NM_018923	chr5(.):140734702-140897546	0.1407
NM_001079812	chr5(.):140889587-141003622	0.2031
NM_018920	chr5(.):140757466-140897546	0.1518
NM_018918	chr5(.):140738897-140897546	0.143
NM_018917	chr5(.):140729767-140897546	0.1382
NM_018919	chr5(.):140748650-140897546	0.1485
NM_001020825	chr5(.):142652495-142788254	0.3107
NM_001018076	chr5(.):142652495-142789045	0.3091
NM_001018075	chr5(.):142652495-142820077	0.2778
NM_001172699	chr5(.):149146502-149239585	0.2637
NM_001172698	chr5(.):149104814-149239585	0.2443
NM_015621	chr5(.):150555612-150608654	0.3066
NM_004045	chr5(.):151117382-151143210	0.6315
NM_198321	chr5(.):153565294-153805543	0.181
NM_138379	chr5(.):156341292-156395266	0.7037
NM_025153	chr5(.):159985126-160284219	0.1117
NM_005990	chr5(.):171464073-171620346	0.2435
NM_001167579	chr5(.):176806431-176822514	0.0908
NM_022455	chr5(.):176555832-176732214	0.1939
NM_172349	chr5(.):176555079-176732214	0.1941
NM_002406	chr5(.):180212540-180235048	0.8867
NM_001114619	chr5(.):180212540-180235902	0.8849
NM_001114618	chr5(.):180212540-180241817	1.1455
NM_001114617	chr5(.):180212540-180242137	1.1354
NM_145265	chr5(.):199874-223297	0.467
NM_001080478	chr5(.):186625-200468	1.5513
NM_004168	chr5(.):213355-261814	0.2775
NM_013232	chr5(.):266735-320089	0.1331
NM_001193376	chr5(.):1248286-1300162	0.0771
NM_030782	chr5(.):1312999-1350002	2.5849
NM_001145161	chr5(.):6443735-6501834	1.4438
NM_019018	chr5(.):14576890-14621287	0.2779
NM_006713	chr5(.):32580604-32609185	1.4242
NM_001190469	chr5(.):37807778-37840929	0.5652
NM_199231	chr5(.):37807778-37840593	0.5434
NM_000514	chr5(.):37807778-37844782	0.5253
NR_034127	chr5(.):43060288-43072073	1.1173
NM_001014279	chr5(.):43034181-43045447	1.3169
NR_034085	chr5(.):43011149-43023913	0.6287
NR_015447	chr5(.):43037235-43050370	1.1275
NR_034086	chr5(.):43009830-43023913	0.7445
NM_020726	chr5(.):65013022-65130111	0.1961
NR_036243	chr5(.):86405695-86415771	1.0129
NR_024384	chr5(.):87955262-87974146	2.0091
NR_024383	chr5(.):87955262-87979262	1.6226
NR_030741	chr5(.):87957670-87967757	0.4731
NM_020801	chr5(.):90659540-90684149	0.9971
NM_005668	chr5(.):100137638-100243987	0.478
NM_175052	chr5(.):100216014-100243970	1.2477
NR_033175	chr5(.):109213882-109226200	0.0898
NM_005669	chr5(.):112207080-112263031	0.3548
NR_036052	chr5(.):118305280-118315362	0.0557
NM_014350	chr5(.):118686595-118735294	0.1979
NM_000588	chr5(.):131391346-131403896	0.1756
NM_000758	chr5(.):131404484-131416859	0.2073
NR_037500	chr5(.):131696181-131706291	0.2905
NM_002198	chr5(.):131812300-131831465	0.7783
NM_001013717	chr5(.):131741672-131803059	2.2882
NM_005732	chr5(.):131887615-131985313	0.1427
NM_000879	chr5(.):131872135-131884214	0.0843
NM_016480	chr5(.):138672518-138710409	0.1114
NM_194296	chr5(.):138727455-138744776	0.6862
NM_152686	chr5(.):138740891-138780214	0.4103
NM_152685	chr5(.):138697884-138724039	0.3018
NM_001033112	chr5(.):138673133-138710409	0.1129
NM_001161546	chr5(.):138722634-138735885	1.9927
NM_016459	chr5(.):138718256-138730605	2.3546
NM_016463	chr5(.):139023300-139067680	0.9737
NM_032088	chr5(.):140766482-140897546	0.154
NM_032406	chr5(.):140859740-140872356	0.0531
NM_032407	chr5(.):140863807-140876444	0.0608
NM_018925	chr5(.):140772694-140897546	0.159
NM_032092	chr5(.):140795536-140897546	0.1783
NM_003735	chr5(.):140805157-140897546	0.1866
NM_018921	chr5(.):140777519-140897546	0.1633
NM_018929	chr5(.):140863807-140897546	0.3954
NM_018913	chr5(.):140787742-140897546	0.1723
NM_002588	chr5(.):140850568-140897546	0.3146
NM_018926	chr5(.):140782769-140897546	0.1676
NM_018928	chr5(.):140859740-140897546	0.3572
NM_018927	chr5(.):140792281-140897546	0.178
NM_183401	chr5(.):141343732-141373754	0.3175
NM_005471	chr5(.):141375233-141397620	0.6676
NM_183400	chr5(.):141343621-141373754	0.3165
NM_016580	chr5(.):141319529-141343627	0.197
NM_183399	chr5(.):141341436-141373754	0.2988
NM_000024	chr5(.):148201155-148213197	1.4821
NM_006058	chr5(.):150404505-150465997	0.3099
NM_001155	chr5(.):150475266-150542443	0.5636
NM_001193544	chr5(.):150475266-150526216	0.4701
NM_000405	chr5(.):150627612-150654953	0.3237
NM_181774	chr5(.):150650925-150688334	0.0651
NM_005754	chr5(.):151146475-151189915	0.3232
NR_002168	chr5(.):156272548-156284539	0.0695
NR_028472	chr5(.):156346099-156357013	1.0129
NM_004219	chr5(.):159843864-159860746	0.331
NM_006425	chr5(.):159823647-159851168	0.3755
NR_036095	chr5(.):159896408-159906490	0.51
NR_029701	chr5(.):159907358-159917457	0.1068
NM_001171183	chr5(.):171616175-171635458	0.0635
NM_004417	chr5(.):172190092-172203203	1.1191
NM_030627	chr5(.):173310330-173392313	0.6342
NM_015980	chr5(.):173467723-173541182	0.1969
NM_022304	chr5(.):175103463-175116558	0.0647
NM_017675	chr5(.):175971342-176027769	0.1337
NM_014901	chr5(.):175948699-175969421	0.2557
NM_001171976	chr5(.):175964511-176027769	0.2088
NM_001031677	chr5(.):176723198-176735744	1.2452
NM_006480	chr5(.):176779843-176804599	0.314
NM_006816	chr5(.):176753562-176783885	0.2034
NM_031300	chr5(.):176729205-176744292	1.1783
NM_001142935	chr5(.):176727500-176744292	1.3828
NM_013237	chr5(.):176725834-176738950	1.3206
NM_002082	chr5(.):176848686-176874850	0.6485
NM_030567	chr5(.):176868795-176888287	0.298
NM_000505	chr5(.):176824138-176841577	0.438
NM_080881	chr5(.):176878613-176904871	0.1271
NM_004395	chr5(.):176878613-176905694	0.1269
NM_001004105	chr5(.):176848686-176873354	0.623
NM_001174102	chr5(.):176870325-176888283	0.3185
NM_001029886	chr5(.):176822107-176832637	0.2331
NR_027183	chr5(.):180251958-180267726	1.0277
NM_152283	chr5(.):180269610-180293286	0.3201
NM_206880	chr5(.):180576942-180587890	0.1699
NM_033342	chr5(.):180625119-180637177	0.1743
NR_002592	chr5(.):180663817-180673889	0.9248
NM_203297	chr5(.):180615923-180632930	0.3556
NM_203296	chr5(.):180615923-180636340	0.3721
NM_033549	chr5(.):180645305-180667808	0.381
NR_027908	chr6(.):33548882-33566115	0.4615
NR_028361	chr6(.):33546475-33561803	0.7315
NM_181356	chr6(.):44791469-45350670	0.0885
NM_003599	chr6(.):44792449-45350575	0.0885
NM_012288	chr6(.):52357199-52446862	1.3646
NM_004999	chr6(.):76453908-76634254	0.1567
NM_033515	chr6(.):129893239-130036370	0.353
NM_007124	chr6(.):144607872-145179170	0.0483
NM_013988	chr6(.):161763589-163153834	0.0351
NM_000876	chr6(.):160385130-160532583	0.1363
NM_001195286	chr6(.):386738-416443	0.7981
NM_000904	chr6(.):2995066-3024994	0.3134
NM_001168344	chr6(.):7102829-7257213	0.3247
NM_001003699	chr6(.):7103085-7257213	0.3252
NM_001718	chr6(.):7722010-7886961	0.1449
NR_037616	chr6(.):7876482-8069647	1.322
NM_018988	chr6(.):13358818-13492787	0.1305
NM_004973	chr6(.):15241526-15527253	0.1381
NM_001949	chr6(.):20397136-20498945	0.1627
NM_001080480	chr6(.):20095934-20217670	0.2031
NM_001173977	chr6(.):25274655-25625758	0.5398
NM_014641	chr6(.):30662583-30690458	0.7654
NM_172166	chr6(.):31702724-31735455	0.9003
NM_152735	chr6(.):33417355-33430320	0.1698
NM_177435	chr6(.):35305334-35398173	0.0879
NM_003427	chr6(.):35222509-35268760	0.3149
NM_004348	chr6(.):45384913-45523819	0.418
NM_001024630	chr6(.):45291053-45523819	0.3044
NM_015687	chr6(.):76012799-76208496	0.1148
NM_016021	chr6(.):90031343-90067619	1.36
NM_001455	chr6(.):108877068-109010971	1.2178
NM_201559	chr6(.):108876025-109010971	1.2098
NM_032131	chr6(.):109164618-109300352	0.7285
NM_015076	chr6(.):110926180-111141412	0.0882
NM_173674	chr6(.):117798819-117896020	0.4513
NM_001079823	chr6(.):129199285-129842710	0.1203
NM_001143676	chr6(.):134485383-134644196	0.387
NM_001130173	chr6(.):135497452-135545311	0.2353
NM_153235	chr6(.):139556198-139618208	0.4268
NM_006734	chr6(.):143067603-143271338	0.2856
NM_024630	chr6(.):157797556-158099977	0.2707
NM_020185	chr6(.):287100-356355	2.6359
NR_026855	chr6(.):2983200-2996405	1.1983
NM_003804	chr6(.):3072057-3120421	0.0937
NR_033884	chr6(.):3015389-3030005	1.239
NM_001012983	chr6(.):3040617-3051034	0.0691
NM_016588	chr6(.):5993232-6012633	0.6289
NR_027712	chr6(.):7981334-7995577	0.4468
NM_001145549	chr6(.):7876482-7915310	3.786
NM_030810	chr6(.):7876482-7916047	3.7759
NR_033910	chr6(.):10407550-10421402	0.9317
NM_001032280	chr6(.):10391915-10417607	0.6176
NM_001042425	chr6(.):10391915-10424797	0.5383
NR_027793	chr6(.):10423017-10440055	0.3301
NM_003220	chr6(.):10391915-10420470	0.6125
NM_032744	chr6(.):11708887-11784280	0.58
NM_033069	chr6(.):13464508-13491415	0.1354
NM_001193267	chr6(.):13569791-13619785	0.2725
NM_012241	chr6(.):13569874-13619785	0.2728
NR_002174	chr6(.):25076294-25143051	0.3065
NR_027626	chr6(.):25103200-25143620	0.46
NM_005319	chr6(.):26050967-26061699	1.5623
NM_003537	chr6(.):26026816-26037288	1.6894
NM_003544	chr6(.):26022123-26032480	1.0894
NM_021062	chr6(.):26038454-26048885	1.4594
NM_003531	chr6(.):26040638-26051097	1.4321
NM_005325	chr6(.):26012259-26023040	0.5878
NM_003538	chr6(.):26016906-26027278	1.0041
NM_003513	chr6(.):26028319-26038796	1.3467
NM_003529	chr6(.):26015717-26026186	0.7114
NM_003526	chr6(.):26118694-26129132	1.6911
NM_021065	chr6(.):26194011-26204471	2.1194
NM_003530	chr6(.):26192011-26204464	1.7998
NM_138720	chr6(.):26153348-26176576	0.9782
NM_003523	chr6(.):26179023-26189458	0.5681
NM_003539	chr6(.):26183937-26194304	0.6977
NM_003545	chr6(.):26199872-26210249	1.4
NM_021063	chr6(.):26153348-26163871	1.3699
NM_005321	chr6(.):26151558-26162343	1.3248
NM_003512	chr6(.):26119372-26129918	1.6742
NM_005323	chr6(.):26102639-26113364	0.3117
NM_003522	chr6(.):26194786-26205216	2.4591
NM_003518	chr6(.):26211427-26221872	0.7051
NM_021052	chr6(.):26212147-26222711	0.6993
NM_003543	chr6(.):26280353-26290727	0.9702
NM_003532	chr6(.):26220382-26230844	0.5366
NM_003524	chr6(.):26246878-26257303	1.7936
NM_003534	chr6(.):26266145-26276612	2.5403
NM_003547	chr6(.):26241838-26252205	1.6293
NM_003540	chr6(.):26235653-26246021	0.1913
NM_021018	chr6(.):26245369-26255835	1.7994
NM_005320	chr6(.):26229439-26240216	0.9409
NM_003525	chr6(.):26268203-26278640	2.5603
NM_001145008	chr6(.):26397464-26420444	0.1973
NM_001197240	chr6(.):26378328-26400100	0.4212
NM_001197247	chr6(.):26360397-26383540	1.5509
NM_001197238	chr6(.):26378323-26400100	0.4211
NM_007047	chr6(.):26360397-26383548	1.5516
NM_001197237	chr6(.):26378438-26400100	0.4207
NM_001197248	chr6(.):26360469-26383540	1.5293
NM_001197246	chr6(.):26363405-26383540	0.5702
NM_021064	chr6(.):27095816-27106314	1.6709
