GENE_ID	locusLine	bin_1_H929_jia.bam
1_MACS_peak_4191_lociStitched	chr10(.):75699987-75701382	0.7185
1_MACS_peak_4192_lociStitched	chr10(.):75715658-75717538	1.2271
1_MACS_peak_4193_lociStitched	chr10(.):75757019-75758796	1.1576
2_MACS_peak_4194_lociStitched	chr10(.):75767487-75770923	0.474
1_MACS_peak_4196_lociStitched	chr10(.):75807064-75808593	0.4959
1_MACS_peak_4197_lociStitched	chr10(.):75817451-75818460	0.4402
1_MACS_peak_4198_lociStitched	chr10(.):75844460-75845290	0.4909
4_MACS_peak_4199_lociStitched	chr10(.):75909458-75925427	0.5419
1_MACS_peak_4203_lociStitched	chr10(.):75935200-75937579	1.5167
1_MACS_peak_4204_lociStitched	chr10(.):76066262-76067623	0.546
1_MACS_peak_4205_lociStitched	chr10(.):76317703-76319092	0.4593
1_MACS_peak_4206_lociStitched	chr10(.):76344638-76346558	0.8737
1_MACS_peak_4207_lociStitched	chr10(.):76356556-76360137	1.8224
1_MACS_peak_4208_lociStitched	chr10(.):76497429-76500618	3.7054
1_MACS_peak_4209_lociStitched	chr10(.):76554365-76556655	1.5937
1_MACS_peak_4210_lociStitched	chr10(.):76583303-76587677	4.0473
1_MACS_peak_4211_lociStitched	chr10(.):76657667-76659115	0.4501
1_MACS_peak_4212_lociStitched	chr10(.):76808058-76809458	0.6276
1_MACS_peak_4213_lociStitched	chr10(.):76817413-76818141	0.3857
1_MACS_peak_4214_lociStitched	chr10(.):76870250-76872951	2.0636
1_MACS_peak_4215_lociStitched	chr10(.):76925718-76927294	0.7337
1_MACS_peak_4216_lociStitched	chr10(.):76969352-76972165	2.575
1_MACS_peak_4217_lociStitched	chr10(.):76993052-76996578	1.5556
1_MACS_peak_4218_lociStitched	chr10(.):77054373-77055534	0.8484
2_MACS_peak_4219_lociStitched	chr10(.):77159170-77169977	1.6355
1_MACS_peak_4221_lociStitched	chr10(.):77224388-77225471	0.3892
1_MACS_peak_4222_lociStitched	chr10(.):77306767-77307695	0.3171
1_MACS_peak_4223_lociStitched	chr10(.):77365104-77367060	1.2473
1_MACS_peak_4224_lociStitched	chr10(.):77907925-77908866	0.4068
1_MACS_peak_4225_lociStitched	chr10(.):78934696-78937030	0.8056
1_MACS_peak_4226_lociStitched	chr10(.):78956934-78958122	0.5424
1_MACS_peak_4227_lociStitched	chr10(.):79273205-79274529	0.5393
1_MACS_peak_4228_lociStitched	chr10(.):79363138-79364825	0.6221
1_MACS_peak_4229_lociStitched	chr10(.):79382324-79383296	0.3156
1_MACS_peak_4230_lociStitched	chr10(.):79396857-79398452	0.8029
1_MACS_peak_4231_lociStitched	chr10(.):79407677-79410273	0.527
1_MACS_peak_4232_lociStitched	chr10(.):79442042-79443525	0.5477
1_MACS_peak_4233_lociStitched	chr10(.):79470910-79471574	0.3364
1_MACS_peak_4234_lociStitched	chr10(.):79595343-79598056	1.0035
1_MACS_peak_4235_lociStitched	chr10(.):79606406-79607109	0.3219
1_MACS_peak_4236_lociStitched	chr10(.):79633244-79634414	0.5159
1_MACS_peak_4237_lociStitched	chr10(.):79671676-79673346	0.8157
1_MACS_peak_4238_lociStitched	chr10(.):79685060-79687385	1.8823
2_MACS_peak_4239_lociStitched	chr10(.):79788435-79797727	0.9889
1_MACS_peak_4241_lociStitched	chr10(.):79803859-79805871	0.6341
1_MACS_peak_4242_lociStitched	chr10(.):79848050-79848826	0.3331
1_MACS_peak_4243_lociStitched	chr10(.):79966453-79968194	0.946
1_MACS_peak_4244_lociStitched	chr10(.):79995980-79996917	0.4003
1_MACS_peak_4245_lociStitched	chr10(.):80009604-80010865	0.4502
1_MACS_peak_4246_lociStitched	chr10(.):80061883-80063461	1.9649
2_MACS_peak_4247_lociStitched	chr10(.):80159593-80167475	0.2531
1_MACS_peak_4249_lociStitched	chr10(.):80196195-80198707	2.1384
1_MACS_peak_4250_lociStitched	chr10(.):80208428-80209850	0.4797
2_MACS_peak_4251_lociStitched	chr10(.):80226867-80233379	1.9642
1_MACS_peak_4253_lociStitched	chr10(.):80358877-80359992	0.3655
1_MACS_peak_4254_lociStitched	chr10(.):80732337-80734768	1.721
1_MACS_peak_4255_lociStitched	chr10(.):80757468-80758457	0.404
1_MACS_peak_4256_lociStitched	chr10(.):80782911-80784015	0.5792
1_MACS_peak_4257_lociStitched	chr10(.):80807498-80808805	0.6275
4_MACS_peak_4258_lociStitched	chr10(.):80826206-80844869	0.5456
1_MACS_peak_4262_lociStitched	chr10(.):80875806-80877332	0.6402
1_MACS_peak_4263_lociStitched	chr10(.):80895726-80898596	2.1933
1_MACS_peak_4264_lociStitched	chr10(.):80908829-80911053	0.9273
1_MACS_peak_4265_lociStitched	chr10(.):81000776-81011208	6.4115
2_MACS_peak_4266_lociStitched	chr10(.):81023045-81028303	2.1084
1_MACS_peak_4268_lociStitched	chr10(.):81042231-81047596	2.3721
1_MACS_peak_4269_lociStitched	chr10(.):81075972-81078649	1.8735
1_MACS_peak_4270_lociStitched	chr10(.):81106264-81109862	2.3107
1_MACS_peak_4271_lociStitched	chr10(.):81172418-81174065	0.9548
1_MACS_peak_4272_lociStitched	chr10(.):81203535-81205930	1.4315
1_MACS_peak_4273_lociStitched	chr10(.):81212071-81212913	0.5056
1_MACS_peak_4274_lociStitched	chr10(.):81252568-81253441	0.3908
1_MACS_peak_4275_lociStitched	chr10(.):81284663-81285862	0.3936
1_MACS_peak_4276_lociStitched	chr10(.):81584881-81587536	2.6028
2_MACS_peak_4277_lociStitched	chr10(.):81663978-81671496	0.9896
1_MACS_peak_4279_lociStitched	chr10(.):81686765-81687646	0.3721
1_MACS_peak_4280_lociStitched	chr10(.):81837418-81839596	2.0687
1_MACS_peak_4281_lociStitched	chr10(.):81869683-81870667	0.6204
1_MACS_peak_4282_lociStitched	chr10(.):81904048-81904989	0.445
3_MACS_peak_4283_lociStitched	chr10(.):81946801-81966261	0.6956
1_MACS_peak_4286_lociStitched	chr10(.):81994063-81995197	0.4317
1_MACS_peak_4287_lociStitched	chr10(.):82012933-82014122	0.3895
1_MACS_peak_4288_lociStitched	chr10(.):82167680-82169321	0.8353
2_MACS_peak_4289_lociStitched	chr10(.):82213280-82219728	0.6254
1_MACS_peak_4291_lociStitched	chr10(.):82295298-82296258	0.4518
1_MACS_peak_4292_lociStitched	chr10(.):82422543-82423146	0.3767
1_MACS_peak_4293_lociStitched	chr10(.):82487562-82488720	0.7859
1_MACS_peak_4294_lociStitched	chr10(.):82791749-82792526	0.3685
1_MACS_peak_4295_lociStitched	chr10(.):82895311-82896381	0.3791
1_MACS_peak_4296_lociStitched	chr10(.):82978877-82979830	0.4954
1_MACS_peak_4297_lociStitched	chr10(.):83469313-83469799	0.2998
2_MACS_peak_4298_lociStitched	chr10(.):83626094-83636836	0.654
1_MACS_peak_4300_lociStitched	chr10(.):84109303-84109870	0.389
1_MACS_peak_4301_lociStitched	chr10(.):84263794-84266375	1.1209
2_MACS_peak_4302_lociStitched	chr10(.):84681442-84686106	0.3284
1_MACS_peak_4304_lociStitched	chr10(.):85362994-85364315	0.4495
1_MACS_peak_4305_lociStitched	chr10(.):85535785-85536925	0.4723
1_MACS_peak_4306_lociStitched	chr10(.):85749559-85751519	0.6349
1_MACS_peak_4307_lociStitched	chr10(.):85898420-85901081	2.1436
1_MACS_peak_4308_lociStitched	chr10(.):86039501-86040275	0.5182
1_MACS_peak_4309_lociStitched	chr10(.):86087672-86089477	1.2187
1_MACS_peak_4310_lociStitched	chr10(.):86184285-86185038	0.4355
1_MACS_peak_4311_lociStitched	chr10(.):86300263-86300935	0.3219
1_MACS_peak_4312_lociStitched	chr10(.):86522047-86522739	0.3448
1_MACS_peak_4313_lociStitched	chr10(.):86635590-86636609	0.36
1_MACS_peak_4314_lociStitched	chr10(.):86884886-86886572	1.0125
1_MACS_peak_4315_lociStitched	chr10(.):87371684-87372961	0.4149
1_MACS_peak_4316_lociStitched	chr10(.):87500973-87502085	0.3651
1_MACS_peak_4317_lociStitched	chr10(.):87706122-87707232	0.4816
1_MACS_peak_4318_lociStitched	chr10(.):87886881-87887785	0.3655
1_MACS_peak_4319_lociStitched	chr10(.):88125680-88127098	0.6556
1_MACS_peak_4320_lociStitched	chr10(.):88159189-88161638	1.301
2_MACS_peak_4321_lociStitched	chr10(.):88170744-88173624	0.3717
1_MACS_peak_4323_lociStitched	chr10(.):88245661-88247649	0.9218
1_MACS_peak_4324_lociStitched	chr10(.):88279999-88282608	2.3462
1_MACS_peak_4325_lociStitched	chr10(.):88294800-88296021	0.8849
1_MACS_peak_4326_lociStitched	chr10(.):88359173-88360130	0.3121
1_MACS_peak_4327_lociStitched	chr10(.):88470487-88472751	1.9517
1_MACS_peak_4328_lociStitched	chr10(.):88515158-88517567	1.7084
1_MACS_peak_4329_lociStitched	chr10(.):88558569-88559217	0.3359
1_MACS_peak_4330_lociStitched	chr10(.):88698854-88699877	0.5087
1_MACS_peak_4331_lociStitched	chr10(.):88730473-88731251	0.4632
1_MACS_peak_4332_lociStitched	chr10(.):88851650-88856551	2.0586
2_MACS_peak_4333_lociStitched	chr10(.):88960265-88964194	0.2916
1_MACS_peak_4335_lociStitched	chr10(.):89100704-89103600	2.3303
1_MACS_peak_4336_lociStitched	chr10(.):89263947-89272329	1.8475
1_MACS_peak_4337_lociStitched	chr10(.):89278895-89279761	0.4312
1_MACS_peak_4338_lociStitched	chr10(.):89291689-89297339	1.3359
1_MACS_peak_4339_lociStitched	chr10(.):89317481-89319261	0.8227
1_MACS_peak_4340_lociStitched	chr10(.):89419216-89420184	0.4141
1_MACS_peak_4341_lociStitched	chr10(.):89535298-89536011	0.3875
1_MACS_peak_4342_lociStitched	chr10(.):89575186-89579072	1.75
1_MACS_peak_4343_lociStitched	chr10(.):89602743-89603383	0.3556
1_MACS_peak_4344_lociStitched	chr10(.):89619845-89631094	3.1261
2_MACS_peak_4345_lociStitched	chr10(.):89664340-89668943	0.3035
1_MACS_peak_4347_lociStitched	chr10(.):89688928-89689868	0.3292
2_MACS_peak_4348_lociStitched	chr10(.):89821691-89829850	1.015
1_MACS_peak_4350_lociStitched	chr10(.):89838980-89843765	2.0208
1_MACS_peak_4351_lociStitched	chr10(.):89849997-89853352	1.4846
2_MACS_peak_4352_lociStitched	chr10(.):89867197-89874807	0.3852
1_MACS_peak_4354_lociStitched	chr10(.):89881223-89883057	0.5291
1_MACS_peak_4355_lociStitched	chr10(.):89898057-89898850	0.4747
1_MACS_peak_4356_lociStitched	chr10(.):90003772-90005488	0.5296
1_MACS_peak_4357_lociStitched	chr10(.):90028344-90034089	2.6788
2_MACS_peak_4358_lociStitched	chr10(.):90143999-90152811	2.2899
1_MACS_peak_4360_lociStitched	chr10(.):90341994-90344108	2.1377
1_MACS_peak_4361_lociStitched	chr10(.):90357448-90358753	0.5727
1_MACS_peak_4362_lociStitched	chr10(.):90376093-90377106	0.5417
1_MACS_peak_4363_lociStitched	chr10(.):90638853-90641665	2.9953
1_MACS_peak_4364_lociStitched	chr10(.):90734474-90735534	0.4357
2_MACS_peak_4365_lociStitched	chr10(.):90746651-90752336	0.7773
1_MACS_peak_4367_lociStitched	chr10(.):91010855-91012267	0.9819
1_MACS_peak_4368_lociStitched	chr10(.):91020286-91020795	0.3136
2_MACS_peak_4369_lociStitched	chr10(.):91087197-91094264	0.4829
1_MACS_peak_4371_lociStitched	chr10(.):91109928-91112796	1.7258
1_MACS_peak_4372_lociStitched	chr10(.):91150814-91153684	1.0924
1_MACS_peak_4373_lociStitched	chr10(.):91173500-91175222	1.0893
1_MACS_peak_4374_lociStitched	chr10(.):91403320-91405531	1.4331
1_MACS_peak_4375_lociStitched	chr10(.):91460365-91462717	1.455
1_MACS_peak_4376_lociStitched	chr10(.):91498335-91499407	0.3745
1_MACS_peak_4377_lociStitched	chr10(.):91620020-91620914	0.4503
1_MACS_peak_4378_lociStitched	chr10(.):91705489-91706557	0.3715
1_MACS_peak_4379_lociStitched	chr10(.):91770640-91771523	0.4036
1_MACS_peak_4380_lociStitched	chr10(.):91777650-91780169	1.4787
1_MACS_peak_4381_lociStitched	chr10(.):91803827-91804568	0.3484
1_MACS_peak_4382_lociStitched	chr10(.):91810747-91812092	0.5038
1_MACS_peak_4383_lociStitched	chr10(.):91846512-91847444	0.546
1_MACS_peak_4384_lociStitched	chr10(.):92010313-92010878	0.3089
1_MACS_peak_4385_lociStitched	chr10(.):92029163-92030240	0.3587
1_MACS_peak_4386_lociStitched	chr10(.):92352164-92352835	0.4958
1_MACS_peak_4387_lociStitched	chr10(.):92482264-92483462	0.4887
1_MACS_peak_4388_lociStitched	chr10(.):92548066-92549853	0.8217
1_MACS_peak_4389_lociStitched	chr10(.):92617252-92618453	0.8002
1_MACS_peak_4390_lociStitched	chr10(.):92630457-92632579	1.0317
1_MACS_peak_4391_lociStitched	chr10(.):92765754-92767112	0.7184
1_MACS_peak_4392_lociStitched	chr10(.):92921691-92924371	1.8868
3_MACS_peak_4393_lociStitched	chr10(.):92950384-92961879	0.7566
1_MACS_peak_4396_lociStitched	chr10(.):92970289-92971134	0.4631
1_MACS_peak_4397_lociStitched	chr10(.):92979374-92981687	1.5667
1_MACS_peak_4398_lociStitched	chr10(.):93012035-93014040	0.7066
1_MACS_peak_4399_lociStitched	chr10(.):93020566-93021610	0.5112
1_MACS_peak_4400_lociStitched	chr10(.):93058036-93058686	0.3139
1_MACS_peak_4401_lociStitched	chr10(.):93149540-93150236	0.4364
1_MACS_peak_4402_lociStitched	chr10(.):93168543-93171248	2.399
1_MACS_peak_4403_lociStitched	chr10(.):93367679-93369603	0.7698
1_MACS_peak_4404_lociStitched	chr10(.):93471638-93472883	0.5164
1_MACS_peak_4405_lociStitched	chr10(.):93509193-93509900	0.3507
1_MACS_peak_4406_lociStitched	chr10(.):93555892-93560448	1.8587
1_MACS_peak_4407_lociStitched	chr10(.):93566838-93567352	0.6997
1_MACS_peak_4408_lociStitched	chr10(.):93620021-93620889	0.3839
1_MACS_peak_4409_lociStitched	chr10(.):93667524-93669803	1.145
1_MACS_peak_4410_lociStitched	chr10(.):93682677-93685229	1.496
2_MACS_peak_4411_lociStitched	chr10(.):93847147-93853058	0.4277
1_MACS_peak_4413_lociStitched	chr10(.):93860290-93864053	1.452
1_MACS_peak_4414_lociStitched	chr10(.):93946333-93947965	0.5777
1_MACS_peak_4415_lociStitched	chr10(.):93970253-93973353	1.1751
2_MACS_peak_4416_lociStitched	chr10(.):93992160-94001787	1.488
2_MACS_peak_4418_lociStitched	chr10(.):94043571-94052661	0.9612
1_MACS_peak_4420_lociStitched	chr10(.):94331491-94335178	2.4286
1_MACS_peak_4421_lociStitched	chr10(.):94350729-94354808	2.221
1_MACS_peak_4422_lociStitched	chr10(.):94449512-94450559	0.5659
1_MACS_peak_4423_lociStitched	chr10(.):94515201-94518623	1.9534
2_MACS_peak_4424_lociStitched	chr10(.):94605616-94609679	1.069
1_MACS_peak_4426_lociStitched	chr10(.):94791646-94792960	0.6121
1_MACS_peak_4427_lociStitched	chr10(.):94883510-94885483	0.707
1_MACS_peak_4428_lociStitched	chr10(.):95123385-95124331	0.3678
1_MACS_peak_4429_lociStitched	chr10(.):95145988-95147563	0.9233
1_MACS_peak_4430_lociStitched	chr10(.):95241817-95242534	0.3625
3_MACS_peak_4431_lociStitched	chr10(.):95255096-95263497	0.3581
1_MACS_peak_4434_lociStitched	chr10(.):95461144-95463333	1.3134
1_MACS_peak_4435_lociStitched	chr10(.):95585818-95586896	0.4701
1_MACS_peak_4436_lociStitched	chr10(.):95610136-95613303	0.7946
1_MACS_peak_4437_lociStitched	chr10(.):95653005-95655184	1.5001
1_MACS_peak_4438_lociStitched	chr10(.):95753087-95754090	0.6079
1_MACS_peak_4439_lociStitched	chr10(.):95924820-95925508	0.3943
1_MACS_peak_4440_lociStitched	chr10(.):96103985-96105457	0.5376
1_MACS_peak_4441_lociStitched	chr10(.):96121065-96123367	0.8272
1_MACS_peak_4442_lociStitched	chr10(.):96161668-96164058	1.7869
1_MACS_peak_4443_lociStitched	chr10(.):96304135-96307336	1.375
2_MACS_peak_4444_lociStitched	chr10(.):96582953-96590512	0.1722
1_MACS_peak_4446_lociStitched	chr10(.):96942554-96944330	1.2604
1_MACS_peak_4447_lociStitched	chr10(.):97005214-97006116	0.3641
1_MACS_peak_4448_lociStitched	chr10(.):97020307-97021108	0.4265
2_MACS_peak_4449_lociStitched	chr10(.):97049559-97055744	0.6856
1_MACS_peak_4451_lociStitched	chr10(.):97152249-97153365	0.475
1_MACS_peak_4452_lociStitched	chr10(.):97320372-97321886	0.8525
1_MACS_peak_4453_lociStitched	chr10(.):97414944-97417351	1.1706
1_MACS_peak_4454_lociStitched	chr10(.):97452427-97453844	1.1615
1_MACS_peak_4455_lociStitched	chr10(.):97517749-97518604	0.4061
1_MACS_peak_4456_lociStitched	chr10(.):97624233-97625703	0.8151
1_MACS_peak_4457_lociStitched	chr10(.):97666661-97668214	1.4135
1_MACS_peak_4458_lociStitched	chr10(.):97802624-97804792	1.099
1_MACS_peak_4459_lociStitched	chr10(.):97848799-97850674	2.1509
3_MACS_peak_4460_lociStitched	chr10(.):97878302-97891117	0.6418
1_MACS_peak_4463_lociStitched	chr10(.):98030734-98031776	0.4957
1_MACS_peak_4464_lociStitched	chr10(.):98047189-98048724	0.5709
1_MACS_peak_4465_lociStitched	chr10(.):98344797-98348146	2.3918
1_MACS_peak_4466_lociStitched	chr10(.):98454644-98456126	0.4745
1_MACS_peak_4467_lociStitched	chr10(.):98479475-98481109	0.9488
1_MACS_peak_4468_lociStitched	chr10(.):98507320-98508869	0.6663
2_MACS_peak_4469_lociStitched	chr10(.):98515381-98518934	0.568
2_MACS_peak_4471_lociStitched	chr10(.):98590751-98596584	1.8432
1_MACS_peak_4473_lociStitched	chr10(.):98776555-98777065	0.33
1_MACS_peak_4474_lociStitched	chr10(.):98797037-98797715	0.3365
1_MACS_peak_4475_lociStitched	chr10(.):98916329-98918983	1.1202
1_MACS_peak_4476_lociStitched	chr10(.):98955510-98956744	0.8809
1_MACS_peak_4477_lociStitched	chr10(.):98977016-98978733	0.8736
1_MACS_peak_4478_lociStitched	chr10(.):99037303-99038346	0.4041
1_MACS_peak_4479_lociStitched	chr10(.):99051077-99052590	2.287
1_MACS_peak_4480_lociStitched	chr10(.):99077542-99080873	1.8951
1_MACS_peak_4481_lociStitched	chr10(.):99091371-99095499	2.1103
5_MACS_peak_4482_lociStitched	chr10(.):99159348-99189033	0.4892
1_MACS_peak_4487_lociStitched	chr10(.):99204369-99206717	1.6058
1_MACS_peak_4488_lociStitched	chr10(.):99227144-99229104	0.7472
1_MACS_peak_4489_lociStitched	chr10(.):99256850-99259543	1.9306
1_MACS_peak_4490_lociStitched	chr10(.):99302425-99303261	0.3651
1_MACS_peak_4491_lociStitched	chr10(.):99319878-99321547	0.8438
1_MACS_peak_4492_lociStitched	chr10(.):99343484-99344564	0.3351
1_MACS_peak_4493_lociStitched	chr10(.):99392358-99393553	0.9258
1_MACS_peak_4494_lociStitched	chr10(.):99400361-99401734	1.2473
2_MACS_peak_4495_lociStitched	chr10(.):99444446-99448013	0.6825
1_MACS_peak_4497_lociStitched	chr10(.):99472857-99475277	2.3139
1_MACS_peak_4498_lociStitched	chr10(.):99496299-99498321	1.2797
1_MACS_peak_4499_lociStitched	chr10(.):99608912-99610111	0.6152
1_MACS_peak_4500_lociStitched	chr10(.):99628603-99629871	0.7084
1_MACS_peak_4501_lociStitched	chr10(.):99885832-99886770	0.482
1_MACS_peak_4502_lociStitched	chr10(.):99894081-99895821	1.9669
1_MACS_peak_4503_lociStitched	chr10(.):100013513-100015079	0.6281
1_MACS_peak_4504_lociStitched	chr10(.):100022297-100023051	0.4056
1_MACS_peak_4505_lociStitched	chr10(.):100054717-100056466	0.701
1_MACS_peak_4506_lociStitched	chr10(.):100069446-100070219	0.4616
1_MACS_peak_4507_lociStitched	chr10(.):100087592-100088322	0.3752
1_MACS_peak_4508_lociStitched	chr10(.):100098299-100102492	2.7922
1_MACS_peak_4509_lociStitched	chr10(.):100120259-100121945	0.8105
1_MACS_peak_4510_lociStitched	chr10(.):100164256-100164953	0.3444
1_MACS_peak_4511_lociStitched	chr10(.):100171018-100172401	0.6383
2_MACS_peak_4512_lociStitched	chr10(.):100183139-100186237	0.3783
1_MACS_peak_4514_lociStitched	chr10(.):100205040-100207572	2.0898
1_MACS_peak_4515_lociStitched	chr10(.):100227121-100228448	1.3258
1_MACS_peak_4516_lociStitched	chr10(.):100300857-100301683	0.445
1_MACS_peak_4517_lociStitched	chr10(.):100395749-100397922	0.7106
1_MACS_peak_4518_lociStitched	chr10(.):100423762-100424583	0.4675
2_MACS_peak_4519_lociStitched	chr10(.):101189106-101192010	1.9895
2_MACS_peak_4521_lociStitched	chr10(.):101311193-101316568	0.3462
1_MACS_peak_4523_lociStitched	chr10(.):101377501-101382514	2.3746
1_MACS_peak_4524_lociStitched	chr10(.):101418472-101420258	1.173
1_MACS_peak_4525_lociStitched	chr10(.):101490745-101493252	2.1985
1_MACS_peak_4526_lociStitched	chr10(.):101587669-101589546	0.932
1_MACS_peak_4527_lociStitched	chr10(.):101600057-101601071	1.3067
1_MACS_peak_4528_lociStitched	chr10(.):101768608-101770473	1.0251
1_MACS_peak_4529_lociStitched	chr10(.):101915754-101916465	0.3151
1_MACS_peak_4530_lociStitched	chr10(.):101944098-101947509	1.6715
1_MACS_peak_4531_lociStitched	chr10(.):101988318-101989960	0.997
1_MACS_peak_4532_lociStitched	chr10(.):102026481-102028013	0.9369
1_MACS_peak_4533_lociStitched	chr10(.):102044943-102047261	2.0211
1_MACS_peak_4534_lociStitched	chr10(.):102105582-102110101	1.6345
2_MACS_peak_4535_lociStitched	chr10(.):102130215-102135365	2.3782
1_MACS_peak_4537_lociStitched	chr10(.):102242018-102242753	0.3185
2_MACS_peak_4538_lociStitched	chr10(.):102288270-102296588	0.6578
1_MACS_peak_4540_lociStitched	chr10(.):102587245-102588349	0.583
1_MACS_peak_4541_lociStitched	chr10(.):102671521-102674144	1.5329
1_MACS_peak_4542_lociStitched	chr10(.):102728781-102729600	0.4207
1_MACS_peak_4543_lociStitched	chr10(.):102746066-102748665	1.1931
1_MACS_peak_4544_lociStitched	chr10(.):102756080-102760262	4.1549
1_MACS_peak_4545_lociStitched	chr10(.):102790379-102791758	0.6141
1_MACS_peak_4546_lociStitched	chr10(.):102801693-102803624	1.1555
2_MACS_peak_4547_lociStitched	chr10(.):102818878-102828020	2.3531
1_MACS_peak_4549_lociStitched	chr10(.):102973380-102974252	0.4629
1_MACS_peak_4550_lociStitched	chr10(.):103113030-103115034	1.2111
1_MACS_peak_4551_lociStitched	chr10(.):103329546-103330847	0.8581
1_MACS_peak_4552_lociStitched	chr10(.):103347010-103348903	1.1001
1_MACS_peak_4553_lociStitched	chr10(.):103452967-103455611	2.6461
1_MACS_peak_4554_lociStitched	chr10(.):103489357-103489905	0.2919
1_MACS_peak_4555_lociStitched	chr10(.):103541897-103544013	0.9727
1_MACS_peak_4556_lociStitched	chr10(.):103574355-103579565	2.1514
1_MACS_peak_4557_lociStitched	chr10(.):103590244-103591566	1.0621
1_MACS_peak_4558_lociStitched	chr10(.):103599612-103600586	0.343
1_MACS_peak_4559_lociStitched	chr10(.):103727829-103730400	1.1699
1_MACS_peak_4560_lociStitched	chr10(.):103814875-103816609	2.0355
1_MACS_peak_4561_lociStitched	chr10(.):103824219-103826478	1.6485
1_MACS_peak_4562_lociStitched	chr10(.):103872774-103881666	2.8219
1_MACS_peak_4563_lociStitched	chr10(.):103891572-103895039	1.8756
2_MACS_peak_4564_lociStitched	chr10(.):103911037-103914790	1.1485
1_MACS_peak_4566_lociStitched	chr10(.):103928912-103930119	0.6228
1_MACS_peak_4567_lociStitched	chr10(.):103947936-103950075	0.9562
1_MACS_peak_4568_lociStitched	chr10(.):103961769-103963003	0.5845
1_MACS_peak_4569_lociStitched	chr10(.):103985305-103986514	0.5572
1_MACS_peak_4570_lociStitched	chr10(.):104004357-104007307	1.6438
2_MACS_peak_4571_lociStitched	chr10(.):104152995-104160089	1.6995
1_MACS_peak_4573_lociStitched	chr10(.):104179441-104183325	1.9314
2_MACS_peak_4574_lociStitched	chr10(.):104191025-104196026	0.8342
1_MACS_peak_4576_lociStitched	chr10(.):104208894-104211514	1.8348
1_MACS_peak_4577_lociStitched	chr10(.):104220871-104221948	0.9094
2_MACS_peak_4578_lociStitched	chr10(.):104260922-104265219	1.2622
1_MACS_peak_4580_lociStitched	chr10(.):104271372-104271864	0.3901
1_MACS_peak_4581_lociStitched	chr10(.):104323556-104325258	0.9131
1_MACS_peak_4582_lociStitched	chr10(.):104359029-104360270	0.5881
1_MACS_peak_4583_lociStitched	chr10(.):104401072-104411633	4.3397
1_MACS_peak_4584_lociStitched	chr10(.):104419587-104422188	2.5978
1_MACS_peak_4585_lociStitched	chr10(.):104429069-104429939	0.384
1_MACS_peak_4586_lociStitched	chr10(.):104438247-104439258	0.4951
2_MACS_peak_4587_lociStitched	chr10(.):104472346-104475871	1.5131
1_MACS_peak_4589_lociStitched	chr10(.):104502835-104505143	1.447
1_MACS_peak_4590_lociStitched	chr10(.):104555006-104557508	1.6316
1_MACS_peak_4591_lociStitched	chr10(.):104575260-104576219	0.4297
1_MACS_peak_4592_lociStitched	chr10(.):104613496-104614722	1.7572
2_MACS_peak_4593_lociStitched	chr10(.):104676501-104679187	1.1996
1_MACS_peak_4595_lociStitched	chr10(.):104869534-104873654	1.9668
1_MACS_peak_4596_lociStitched	chr10(.):104885037-104886393	0.5646
2_MACS_peak_4597_lociStitched	chr10(.):104951148-104957308	0.9839
1_MACS_peak_4599_lociStitched	chr10(.):105109860-105111601	1.622
1_MACS_peak_4600_lociStitched	chr10(.):105126979-105129325	1.3639
1_MACS_peak_4601_lociStitched	chr10(.):105155191-105158009	1.3839
3_MACS_peak_4602_lociStitched	chr10(.):105209879-105219850	1.2541
2_MACS_peak_4605_lociStitched	chr10(.):105229291-105237339	2.3146
1_MACS_peak_4607_lociStitched	chr10(.):105244941-105245812	0.4188
1_MACS_peak_4608_lociStitched	chr10(.):105302180-105303333	0.4949
1_MACS_peak_4609_lociStitched	chr10(.):105337903-105339602	0.7625
1_MACS_peak_4610_lociStitched	chr10(.):105391076-105391749	0.3635
1_MACS_peak_4611_lociStitched	chr10(.):105419195-105422194	2.9642
1_MACS_peak_4612_lociStitched	chr10(.):105455710-105457226	0.7968
1_MACS_peak_4613_lociStitched	chr10(.):105504751-105506134	0.4902
1_MACS_peak_4614_lociStitched	chr10(.):105540719-105542035	0.4699
1_MACS_peak_4615_lociStitched	chr10(.):105560017-105561141	0.35
1_MACS_peak_4616_lociStitched	chr10(.):105653727-105655707	0.6104
3_MACS_peak_4617_lociStitched	chr10(.):105667136-105679143	1.3193
1_MACS_peak_4620_lociStitched	chr10(.):105725993-105730024	1.5084
1_MACS_peak_4621_lociStitched	chr10(.):105742892-105743994	0.4568
2_MACS_peak_4622_lociStitched	chr10(.):105880130-105883156	1.9556
1_MACS_peak_4624_lociStitched	chr10(.):105991376-105992914	0.5986
1_MACS_peak_4625_lociStitched	chr10(.):106013844-106016431	1.9568
1_MACS_peak_4626_lociStitched	chr10(.):106027701-106029710	1.49
1_MACS_peak_4627_lociStitched	chr10(.):106060094-106061450	0.4305
1_MACS_peak_4628_lociStitched	chr10(.):106096036-106099637	2.0451
2_MACS_peak_4629_lociStitched	chr10(.):106109044-106113460	0.2742
1_MACS_peak_4631_lociStitched	chr10(.):106293333-106294378	0.7315
1_MACS_peak_4632_lociStitched	chr10(.):106337434-106338535	0.4816
1_MACS_peak_4633_lociStitched	chr10(.):107309760-107310722	0.5844
